316.;Dzikowski Waldy;PO;47;;
317.;Mierzejewska Hanna;PiS;47;;
318.;Otręba Andrzej;SLD;47;;
319.;Witaszek Zbigniew;niez.;47;;
320.;Herman Krystyna;SLD;46;;
321.;Kędziak Tadeusz;ROP;46;;
322.;Krasoń Janusz;SLD;46;;
323.;Nowak Ryszard;PiS;46;;
324.;Wenderlich Jerzy;SLD;46;;
325.;Namysło Andrzej;SLD;45;;
326.;Sierakowska Izabella;SDPL;45;;
327.;Szczypińska Jolanta;PiS;45;ślubowała 30-03-2004;
328.;Kopeć Stanisław;SLD;44;;
329.;Kwaśniewska Dorota;PSL;44;;
330.;Gramała Aleksandra;SLD;43;;
331.;Nałęcz Tomasz;SDPL;43;;
332.;Potępa Maria;SDPL;43;;
333.;Cieślak Czesław;PSL;42;;
334.;Graś Paweł;PO;42;;
335.;Hyla-Makowska Barbara;SLD;42;;
336.;Kątna Mirosława;SDPL;42;;
337.;Lewandowski Janusz;PO;42;mandat wygasł 16-06-2004;
338.;Nowacka Irena Maria;SLD;42;;
339.;Szyszkowski Stanisław;D_OJCZYSTY;42;;
340.;Grabowski Mariusz Krzysztof;PP;41;;
341.;Kwiatkowski Marian;RP;41;;
342.;Lipiński Adam;PiS;41;;
343.;Piekarska Katarzyna Maria;SLD;41;;
344.;Żyliński Marek;PO;40;;
345.;Jacyna-Onyszkiewicz Zbigniew;LPR;39;ślubował 17-06-2004;
346.;Kamiński Mariusz;PiS;39;;
347.;Maćkała Tadeusz;PO;39;;
348.;Diakonow Andrzej;PiS;38;;
349.;Fogler Marta;PO;38;;
350.;Jaruga-Nowacka Izabela;niez.;38(30);;
351.;Olechowska Alicja;PO;38;;
352.;Stuligrosz Michał;PO;38;;
353.;Szmajdziński Jerzy;SLD;38(38);;
354.;Wołowicz Franciszek;SLD;38;;
355.;Bugaj Leszek;PSL;37;ślubował 30-06-2004;
356.;Celiński Andrzej;SDPL;37(3);;
357.;Deptuła Zbigniew;PSL;37;;
358.;Dyduch Marek;SLD;37(9);;
359.;Laskowski Józef;D_OJCZYSTY;37;;
360.;Polański Tadeusz;PSL;37;;
361.;Protasiewicz Jacek;PO;37;mandat wygasł 16-06-2004;
362.;Rybicki Sławomir;PO;37;;
363.;Szymański Jan;SLD;37;;
364.;Blida Barbara;niez.;36;;
365.;Martyniuk Wacław;SLD;36;;
366.;Bujak Bogdan;SLD;35;;
367.;Jasztal Teresa;SLD;35;;
368.;Knapik Jan;SLD;35;;
369.;Kobielusz Antoni;SDPL;35;;
370.;Michalski Jerzy;SLD;35;;
371.;Poniźnik Olgierd;SLD;35;;
372.;Więcławska-Sauk Elżbieta;PiS;35;;
373.;Janas Stanisław;SDPL;34;;
374.;Jaskiernia Jerzy;SLD;34;;
375.;Skutecki Józef;SG;34;;
376.;Balazs Artur;KL;33;;
377.;Jakubowska Aleksandra;niez.;33(33);;
378.;Jędrusik Wiesław;SLD;33;;
379.;Łuszczyńska Aleksandra;SLD;33;;
380.;Motowidło Tadeusz;SLD;33;;
381.;Ratajczak Elżbieta;LPR;33;ślubowała 18-06-2004;
382.;Samborski Leszek;PO;33;ślubował 18-06-2004;
383.;Towalewska Bogusława;SLD;33;;
384.;Paturalska Grażyna;niez.;32;;
385.;Sieńko Jan;SLD;32;;
386.;Śleziak Czesław;SLD;32(24);;
387.;Wagner Marek;SLD;32(23);;
388.;Borucka-Cieślewicz Anna;PiS;31;ślubowała 24-06-2004;
389.;Czuż Aleksander;SLD;31;;
390.;Florek Sebastian;SLD;30;;
391.;Stasiewski Józef;Samoobrona;30;mandat wygasł 02-08-2003;
392.;Gawłowski Andrzej;SLD;29;;
393.;Komorowski Zbigniew;PSL;29;;
394.;Miodowicz Konstanty;PO;29;;
395.;Błaszczyk Bogdan;SLD;28;;
396.;Cieślak Bronisław;SLD;28;;
397.;Długosz Henryk;niez.;28;;
398.;Ozga Krystyna;PSL;28;ślubowała 18-06-2004;
399.;Stępień Marian;SLD;28;;
400.;Szparaga Elżbieta;SLD;28;;
401.;Sosnowski Adam;SLD;27;;
402.;Szynalska Renata;niez.;27;;
403.;Zarzycki Kazimierz;SLD;27;;
404.;Bolek Elżbieta;SLD;26;;
405.;Borzuchowski Wojciech;PiS;26;ślubował 18-06-2004;
406.;Bielan Adam;PiS;25;mandat wygasł 16-06-2004;
407.;Łapiński Mariusz;niez.;25(25);;
408.;Schetyna Grzegorz;PO;25;;
409.;Zając Andrzej;SLD;25;;
410.;Banaś Magdalena;SLD;24;;
411.;Baszczyński Krzysztof;SLD;24;;
412.;Długoborski Wojciech;SLD;24;;
413.;Wiśniowiecka Maria;Samoobrona;24;ślubowała 26-08-2003;
414.;Bratkowski Arkadiusz;PSL;23;;
415.;Dziewulski Jerzy;SLD;23;;
416.;Głębocki Stanisław;RP;23;;
417.;Krzyworzeka Józef;PO;23;ślubował 18-06-2004;
418.;Skomra Szczepan;SLD;23;;
419.;Stachowicz Edmund;SLD;23;;
420.;Janik Ewa;SLD;22;;
421.;Kowalik Jacek;SLD;22;;
422.;Kowalska Bronisława;SLD;22;;
423.;Ostrowski Henryk;Samoobrona;22;;
424.;Skrzyński Andrzej;SLD;22;;
425.;Walendziak Wiesław;PiS;22;mandat wygasł 15-03-2004;
426.;Widuch Marek;SLD;22;;
427.;Wilczyńska Zofia;SLD;22;;
428.;Kaleniecki Tadeusz;SLD;21;;
429.;Nowiak Joanna;niez.;21;;
430.;Basta Renata;SLD;20;;
431.;Pęczak Andrzej;niez.;20;;
432.;Pękała Jerzy;SG;20;;
433.;Jankowska Elżbieta;SLD;19;;
434.;Piskorski Paweł;PO;19;mandat wygasł 16-06-2004;
435.;Chrzanowski Kazimierz;SLD;18;;
436.;Kędra Ryszard;niez.;18;;
437.;Krajewski Mirosław;Samoobrona;18;ślubował 13-10-2004;
438.;Łuczak Krystian;SLD;18;;
439.;Mamiński Tomasz;niez.;18;;
440.;Drzewiecki Mirosław;PO;17;;
441.;Duda Jarosław;PO;17;ślubował 24-06-2004;
442.;Ferenc Tadeusz;SLD;17;mandat wygasł 10-11-2002;
443.;Szwarc Jan;SLD;17;;
444.;Rak Władysław;SLD;16;;
445.;Talaga Halina;SLD;16;;
446.;Zdrojewski Jacek;niez.;16;ślubował 17-02-2004;
447.;Kulej Jerzy;SDPL;15;;
448.;Sobotka Zbigniew;SLD;15(14);;
449.;Wesołowski Marian;PSL;15;ślubował 24-06-2004;
450.;Wnuk Marcin;SLD;15;;
451.;Domaradzki Wojciech;SLD;14;;
452.;Kaczyński Lech;PiS;14;mandat wygasł 10-11-2002;
453.;Nowak Stefan;PSL;14;ślubował 18-06-2004;
454.;Pietrzyk Kazimierz;SLD;14;;
455.;Pijanowska Grażyna;SLD;13;;
456.;Nowak Sławomir;PO;12;ślubował 24-06-2004;
457.;Paździor Helmut;niez.;12;;
458.;Płażyński Maciej;niez.;12;;
459.;Szteliga Jerzy;niez.;12;;
460.;Widz Marian;Samoobrona;12;ślubował 29-07-2003;
461.;Fortuna Józef;PiS;11;ślubował 24-06-2004;
462.;Tomczyk Ryszard;SLD;11;ślubował 29-07-2003;
463.;Badach Tadeusz;SLD;10;;
464.;Dziuba Maria;PSL;10;ślubowała 17-06-2004;
465.;Firak Witold;niez.;10;;
466.;Myler Tadeusz;SLD;10;;
467.;Tomala Józef;niez.;10;;
468.;Wojciechowicz Jacek;PO;10;ślubował 22-09-2004;
469.;Żywiec Józef;Samoobrona;10;mandat wygasł 19-07-2003;
470.;Sauk  Jacek;PiS;9;;
471.;Sokołowska Mariola;SDPL;9;ślubowała 12-04-2005;
472.;Borawski Edmund;PSL;8;;
473.;Chaładaj Jan;niez.;8;;
474.;Hertel Jerzy;PO;8;;
475.;Nikolski Lech;SLD;8(8);;
476.;Napieralski Grzegorz;SLD;7;ślubował 24-06-2004;
477.;Jarmoliński Stanisław;niez.;6;;
478.;Kroll Henryk;niez.;4;;
479.;Krutczenko Zbigniew;SLD;4;;
480.;Siemiątkowski Zbigniew;SLD;4(3);;
481.;Umiński Andrzej;SLD;4;;
482.;Zaworski Jan;SLD;4;;
483.;Balcerowski Tadeusz;PSL;3;ślubował 17-06-2004;
484.;Ulicki Ryszard;SLD;3;mandat wygasł 24-07-2003;
485.;Bonda Ryszard;niez.;2;;
486.;Szymański Zygmunt Jerzy;niez.;1;;
