Lp.Nazwisko i imię posłaKlub/kołoLiczbainterpelacji, którym nadanobiegLiczbainterpelacji, którymnie nadanobiegu
1.;Furgo Grzegorz;PO;779;2;;
2.;Sobecka Anna Elżbieta;PiS;686;;;
3.;Andruszkiewicz Adam;WiS;662;1;;
4.;Sachajko Jarosław;Kukiz15;652;;;
5.;Gadowski Krzysztof;PO;635;;;
6.;Nowak Tomasz Piotr;PO;631;;;
7.;Kobyliński Paweł;N;615;3;;
8.;Bańkowski Paweł;PO;540;;;
9.;Kostuś Tomasz;PO;529;1;;
10.;Pudłowski Paweł;N;527;3;;
11.;Skutecki Paweł;Kukiz15;524;;;
12.;Frydrych Joanna;PO;475;1;;
13.;Olszewski Paweł;PO;461;2;;
14.;Truskolaski Krzysztof;N;436;4;;
15.;Rząsa Marek;PO;424;1;;
16.;Gawlik Zdzisław;PO;398;;;
17.;Wielichowska Monika;PO;389;6;;
18.;Szramka Paweł;Kukiz15;375;3;;
19.;Kaczmarczyk Norbert;Kukiz15;366;;;
20.;Sibińska Krystyna;PO;351;;;
21.;Osos Katarzyna;PO;334;;ślubowała 16-11-2015;
22.;Pomaska Agnieszka;PO;332;2;;
23.;Brejza Krzysztof;PO;312;4;;
24.;Nykiel Mirosława;PO;312;;;
25.;Korol Adam;PO;301;1;;
26.;Masłowski Maciej;Kukiz15;290;;;
27.;Mucha Joanna;PO;290;2;;
28.;Rzymkowski Tomasz;Kukiz15;287;;;
29.;Nitras Sławomir;PO;285;1;;
30.;Józwiak Bartosz;Kukiz15;281;1;;
31.;Niemczyk Małgorzata;PO;281;5;;
32.;Sitarski Krzysztof;Kukiz15;270;;;
33.;Grabowski Paweł;Kukiz15;268;;;
34.;Ołdakowski Adam;PiS;264;;;
35.;Leszczyna Izabela;PO;262;1;;
36.;Gosiewski Jerzy;PiS;261;;;
37.;Rosa Monika;N;261;3;;
38.;Maciejewski Andrzej;Kukiz15;256;;;
39.;Meysztowicz Jerzy;N;255;1;;
40.;Jaskóła Tomasz;Kukiz15;239;3;;
41.;Tomczyk Cezary;PO;235;2;;
42.;Szłapka Adam;N;232;;;
43.;Kobylarz Andrzej;Kukiz15;229;;;
44.;Pępek Małgorzata;PO;229;;;
45.;Janyska Maria Małgorzata;PO;221;;;
46.;Chrobak Barbara;Kukiz15;210;1;;
47.;Suchoń Mirosław;N;207;1;;
48.;Bakun Wojciech;Kukiz15;203;;;
49.;Hennig-Kloska Paulina;N;199;;;
50.;Sowa Marek;N;197;;;
51.;Zwiercan Małgorzata;WiS;196;;;
52.;Porwich Jarosław;WiS;191;;;
53.;Gierada Artur;PO;190;2;;
54.;Chruszcz Sylwester;WiS;188;;;
55.;Murdzek Wojciech;PiS;188;10;;
56.;Michałek Iwona;PiS;182;;;
57.;Lassota Józef;PO;177;2;;
58.;Obrycki Norbert;PO;177;;;
59.;Marchewka Arkadiusz;PO;169;;;
60.;Golbik Marta;PO;166;1;;
61.;Czernow Zofia;PO;160;2;;
62.;Cieśliński Piotr;PO;158;;;
63.;Liroy-Marzec Piotr;niez.;154;;;
64.;Ruciński Marek;N;154;;;
65.;Kierwiński Marcin;PO;153;1;;
66.;Lieder Ewa;N;152;;;
67.;Opioła Marek;PiS;152;;;
68.;Misiło Piotr;N;151;1;;
69.;Myrcha Arkadiusz;PO;151;2;;
70.;Trzaskowski Rafał;PO;150;;;
71.;Winnicki Robert;niez.;145;1;;
72.;Zielińska Elżbieta;Kukiz15;144;;;
73.;Niedziela Dorota;PO;138;;;
74.;Białkowska Anna;PO;135;2;;
75.;Nemś Anna;PO;128;1;;
76.;Paszyk Krzysztof;PSL-UED;123;;;
77.;Gajewska Kinga;PO;119;3;;
78.;Ścigaj Agnieszka;Kukiz15;119;1;;
79.;Wróblewska Kornelia;N;119;;;
80.;Schmidt Joanna;niez.;118;;;
81.;Gasiuk-Pihowicz Kamila;N;117;;;
82.;Augustynowska Joanna;PO;116;2;;
83.;Kulesza Jakub;Kukiz15;116;;;
84.;Małecki Jerzy;PiS;114;;;
85.;Błeńska Magdalena;niez.;112;;;
86.;Kamińska Bożena;PO;112;;;
87.;Karpiński Włodzimierz;PO;111;;;
88.;Wilk Jacek;niez.;110;;;
89.;Gryglas Zbigniew;PiS;109;;;
90.;Małecka-Libera Beata;PO;109;;;
91.;Zembaczyński Witold;N;108;;;
92.;Chmiel Małgorzata;PO;107;;;
93.;Brynkus Józef;Kukiz15;103;1;;
94.;Król Wojciech;PO;103;;;
95.;Jaros Michał;N;102;1;;
96.;Kołodziej Ewa;PO;101;;ślubowała 09-12-2015;
97.;Gądek Lidia;PO;100;;;
98.;Dworczyk Michał;PiS;99;1;;
99.;Wilk Wojciech;PO;99;;;
100.;Ruszczyk Leszek;PO;98;2;;
101.;Siemoniak Tomasz;PO;96;;;
102.;Kołacz-Leszczyńska Agnieszka;PO;93;;;
103.;Lubnauer Katarzyna;N;91;;;
104.;Wasilewska Anna;PO;91;;;
105.;Wilk Jerzy;PiS;91;;;
106.;Wójcikowski Rafał;Kukiz15;91;;mandat wygasł 19-01-2017;
107.;Dolniak Barbara;N;88;;;
108.;Kozłowski Jerzy;Kukiz15;88;;;
109.;Mrzygłocka Izabela Katarzyna;PO;86;;;
110.;Starzycki Dariusz;PiS;85;;;
111.;Wróblewska Krystyna;PiS;85;;;
112.;Protas Jacek;PO;82;;;
113.;Hanajczyk Agnieszka;PO;81;;;
114.;Krzywonos-Strycharska Henryka;PO;80;;;
115.;Pampuch Mirosław;N;80;;;
116.;Miller Rajmund;PO;79;;;
117.;Melak Andrzej;PiS;77;;ślubował 12-04-2016;
118.;Duszek Marcin;PiS;76;;;
119.;Stępień Elżbieta;N;76;;;
120.;Sonik Bogusław;PO;75;;;
121.;Tyszka Stanisław;Kukiz15;75;;;
122.;Okła-Drewnowicz Marzena;PO;74;;;
123.;Arent Iwona;PiS;73;;;
124.;Kochan Magdalena;PO;73;;;
125.;Młyńczak Aldona;PO;73;2;;
126.;Piotrowska Teresa;PO;72;;;
127.;Augustyn Urszula;PO;70;;;
128.;Plocke Kazimierz;PO;70;;;
129.;Papke Paweł;PO;68;;;
130.;Szewczak Jan;PiS;68;1;;
131.;Scheuring-Wielgus Joanna;niez.;67;;;
132.;Kosiniak-Kamysz Władysław;PSL-UED;64;;;
133.;Romecki Stefan;Kukiz15;62;1;;
134.;Korzeniowski Leszek;PO;61;;;
135.;Biernacki Marek;PO;60;;;
136.;Hibner Jolanta;PO;60;;;
137.;Pawłowicz Zbigniew;PO;60;;;
138.;Gawłowski Stanisław;PO;59;;;
139.;Głębocki Konrad;PiS;59;;;
140.;Borowiak Joanna;PiS;58;;;
141.;Henczyca Bożena;PO;58;1;;
142.;Petru Ryszard;N;57;1;;
143.;Rzepecki Łukasz;Kukiz15;57;;;
144.;Sosnowski Zbigniew;PSL-UED;57;;;
145.;Krząkała Marek;PO;56;;;
146.;Kluzik-Rostkowska Joanna;PO;55;;;
147.;Dunin Artur;PO;54;;;
148.;Piechowiak Grzegorz;PiS;54;;ślubował 19-07-2016;
149.;Raniewicz Grzegorz;PO;54;;;
150.;Lubczyk Radosław;N;53;;;
151.;Apel Piotr;Kukiz15;52;;;
152.;Aziewicz Tadeusz;PO;52;;;
153.;Drozd Ewa;PO;52;;;
154.;Piechota Sławomir Jan;PO;52;;;
155.;Chybicka Alicja;PO;51;;;
156.;Latos Tomasz;PiS;51;;;
157.;Moskal Kazimierz;PiS;51;;;
158.;Polak Marek;PiS;51;;;
159.;Abramowicz Adam;PiS;50;1;;
160.;Grabarczyk Cezary;PO;50;1;;
161.;Stawiarski Bartłomiej;PiS;50;;ślubował 30-03-2016;
162.;Parda Błażej;Kukiz15;49;;;
163.;Lenartowicz Gabriela;PO;47;;;
164.;Machałek Marzena;PiS;47;;;
165.;Maciejewski Krzysztof;PiS;47;;;
166.;Pasławska Urszula;PSL-UED;47;1;;
167.;Wojciechowski Grzegorz;PiS;47;3;;
168.;Bielecki Jerzy;PiS;46;;;
169.;Matusiewicz Andrzej;PiS;45;;;
170.;Stasiński Michał;PO;45;2;;
171.;Urbaniak Jarosław;PO;45;;;
172.;Witczak Mariusz;PO;45;;;
173.;Biernat Zbigniew;PiS;44;;;
174.;Chmielowiec Zbigniew;PiS;44;;;
175.;Duda Elżbieta;PiS;44;;;
176.;Zbonikowski Łukasz;PiS;44;;;
177.;Żalek Jacek;PiS;44;2;;
178.;Burzyńska Lidia;PiS;43;;;
179.;Rutkowska Dorota;PO;43;;;
180.;Zasada Artur;PiS;43;;;
181.;Buda Waldemar;PiS;42;1;;
182.;Cichoń Janusz;PO;42;;;
183.;Czerwiński Andrzej;PO;42;;;
184.;Miazga Mieczysław;PiS;42;;;
185.;Kidawa-Błońska Małgorzata;PO;41;;;
186.;Radziszewska Elżbieta;PO;41;;;
187.;Gonciarz Jarosław;PiS;40;;;
188.;Rutnicki Jakub;PO;40;;;
189.;Wójcik Marek;PO;40;;;
190.;Galla Ryszard;niez.;39;;;
191.;Grupiński Rafał;PO;39;;;
192.;Hrynkiewicz Józefa;PiS;39;;;
193.;Pietraszewska Danuta;PO;38;;;
194.;Raś Ireneusz;PO;38;1;;
195.;Śledzińska-Katarasińska Iwona;PO;38;;;
196.;Babiarz Piotr Łukasz;niez.;37;;;
197.;Dziedziczak Jan;PiS;36;;;
198.;Dziuk Barbara;PiS;36;2;;
199.;Hok Marek;PO;36;;;
200.;Król Piotr;PiS;36;;;
201.;Święcicki Marcin;PO;36;;;
202.;Bartuś Barbara;PiS;35;;;
203.;Halicki Andrzej;PO;35;;;
204.;Horała Marcin;PiS;35;;;
205.;Lamczyk Stanisław;PO;35;;;
206.;Szymański Tomasz;PO;35;;;
207.;Żmijan Stanisław;PO;35;;;
208.;Ajchler Zbigniew;PO;34;;;
209.;Fabisiak Joanna;PO;34;;;
210.;Gelert Elżbieta;PO;34;;;
211.;Latosiński Bogdan;PiS;34;;;
212.;Pawłowicz Krystyna;PiS;34;;;
213.;Piontkowski Dariusz;PiS;34;;;
214.;Szlachta Andrzej;PiS;34;;;
215.;Woźniak Tadeusz;PiS;34;;;
216.;Osuch Jacek;PiS;33;;;
217.;Szydłowska Bożena;PO;33;;;
218.;Arłukowicz Bartosz;PO;32;;;
219.;Jakubiak Marek;Kukiz15;32;;;
220.;Kosztowniak Andrzej;PiS;32;;;
221.;Krajewski Jarosław;PiS;32;;;
222.;Kropiwnicki Robert;PO;32;;;
223.;Polaczek Jerzy;PiS;32;;;
224.;Puda Grzegorz;PiS;32;;;
225.;Sanocki Janusz;niez.;32;;;
226.;Siarkowska Anna Maria;PiS;32;;;
227.;Warzecha Jan;PiS;32;;;
228.;Konwiński Zbigniew;PO;31;1;;
229.;Kossakowski Wojciech;PiS;31;;;
230.;Lisiecki Paweł;PiS;31;;;
231.;Malik Ewa;PiS;31;;;
232.;Małecki Maciej;PiS;31;1;;
233.;Mieszkowski Krzysztof;N;31;;;
234.;Skowrońska Krystyna;PO;31;;;
235.;Cimoszewicz Tomasz;PO;30;;;
236.;Warwas Robert;PiS;30;;;
237.;Andzel Waldemar;PiS;29;;;
238.;Kurzępa Jacek;PiS;29;;;
239.;Stachowiak-Różecka Mirosława;PiS;29;1;;
240.;Szarama Wojciech;PiS;29;;;
241.;Borowiec Agata;PiS;28;1;;
242.;Zieliński Jarosław;PiS;28;;;
243.;Czarnecki Przemysław;PiS;27;;;
244.;Gapińska Elżbieta;PO;27;;;
245.;Porzucek Marcin;PiS;27;;;
246.;Szydełko Halina;PiS;27;;;
247.;Weber Rafał;PiS;27;;;
248.;Gawron Andrzej;PiS;26;;;
249.;Wilczyński Ryszard;PO;26;;;
250.;Bubula Barbara;PiS;25;;;
251.;Buczak Wojciech;PiS;25;;;
252.;Grabiec Jan;PO;25;;;
253.;Nykiel Włodzimierz;PO;25;;;
254.;Pyzik Piotr;PiS;25;;;
255.;Uruski Piotr;PiS;25;;;
256.;Zyska Ireneusz;WiS;25;;;
257.;Protasiewicz Jacek;PSL-UED;24;;;
258.;Szczurek-Żelazko Józefa;PiS;24;;;
259.;Tomczak Jacek;PO;24;;;
260.;Baszko Mieczysław Kazimierz;PiS;23;;;
261.;Bukiewicz Bożenna;PO;23;;;
262.;Arciszewska-Mielewczyk Dorota;PiS;22;;;
263.;Cieślak Michał;PiS;22;;;
264.;Rozpondek Halina;PO;22;;;
265.;Zembala Marian;PO;22;;;
266.;Gwiazdowski Kazimierz;PiS;21;;;
267.;Szulowski Krzysztof;PiS;21;;;
268.;Ziółkowski Szymon;PO;21;;;
269.;Kozanecka Ewa;PiS;20;;;
270.;Mrówczyński Aleksander;PiS;20;;;
271.;Rzońca Bogdan;PiS;20;;;
272.;Szałabawka Artur;PiS;20;;;
273.;Woźniak Grzegorz Adam;PiS;20;;;
274.;Wróblewski Bartłomiej;PiS;20;;;
275.;Zgorzelski Piotr;PSL-UED;20;;;
276.;Duda Jan;PiS;19;;;
277.;Jarubas Krystian;PSL-UED;19;;;
278.;Masłowska Gabriela;PiS;19;;;
279.;Schreiber Łukasz;PiS;19;;;
280.;Arndt Paweł;PO;18;;;
281.;Kwitek Marek;PiS;18;;;
282.;Sobierajski Czesław;PiS;18;;;
283.;Tyszkiewicz Robert;PO;18;;;
284.;Zawiślak Sławomir;PiS;18;;;
285.;Gołojuch Kazimierz;PiS;17;;;
286.;Kaleta Piotr;PiS;17;;;
287.;Paul Jerzy;PiS;17;;;
288.;Borowczak Jerzy;PO;16;1;;
289.;Milewski Daniel;PiS;16;;;
290.;Mosiński Jan;PiS;16;;;
291.;Szlachetka Jarosław;PiS;16;;;
292.;Kwiecień Anna;PiS;15;;;
293.;Lenz Tomasz;PO;15;1;;
294.;Schmidt-Rodziewicz Anna;PiS;15;;;
295.;Szumilas Krystyna;PO;15;;;
296.;Zubowski Wojciech;PiS;15;;;
297.;Glenc Teresa;PiS;14;;;
298.;Jachnik Jerzy;Kukiz15;14;;;
299.;Łopata Jan;PSL-UED;14;;;
300.;Siarka Edward;PiS;14;;;
301.;Babinetz Piotr;PiS;13;;;
302.;Cyrański Adam;niez.;13;;;
303.;Czochara Katarzyna;PiS;13;1;ślubowała 09-12-2015;
304.;Falfus Jacek;PiS;13;;;
305.;Górski Artur;PiS;13;;mandat wygasł 01-04-2016;
306.;Kasprzak Mieczysław;PSL-UED;13;;;
307.;Olejniczak Waldemar;PiS;13;;ślubował 22-12-2015;
308.;Ostrowski Krzysztof;PiS;13;;;
309.;Szymańska Ewa;PiS;13;;;
310.;Długi Grzegorz;Kukiz15;12;;;
311.;Hałas Teresa;PiS;12;1;;
312.;Janowska Małgorzata;PiS;12;;ślubowała 08-02-2017;
313.;Kraczkowski Maks;PiS;12;;mandat wygasł 30-06-2016;
314.;Lipiec Krzysztof;PiS;12;;;
315.;Łapiński Krzysztof;brak;12;;mandat wygasł 11-05-2017;
316.;Matuszny Kazimierz;PiS;12;;;
317.;Milczanowska Anna;PiS;12;;;
318.;Morawiecki Kornel;WiS;12;;;
319.;Soboń Artur;PiS;12;;;
320.;Stawiarski Jarosław;PiS;12;;;
321.;Szczerba Michał;PO;12;;;
322.;Wassermann Małgorzata;PiS;12;;;
323.;Zuba Maria;PiS;12;;;
324.;Dzikowski Waldy;PO;11;;;
325.;Krupka Anna;PiS;11;;;
326.;Kryj Andrzej;PiS;11;;;
327.;Mateusiak-Pielucha Beata;PiS;11;;;
328.;Pięta Stanisław;PiS;11;;;
329.;Sasin Jacek;PiS;11;;;
330.;Szczypińska Jolanta;PiS;11;;;
331.;Wypych Małgorzata;PiS;11;;;
332.;Bartosik Ryszard;PiS;10;;;
333.;Mroczek Czesław;PO;10;;;
334.;Borys-Szopa Bożena;PiS;9;;;
335.;Głuchowski Krzysztof;PiS;9;1;;
336.;Janik Grzegorz;PiS;9;;;
337.;Klawiter Jan;niez.;9;1;;
338.;Kloc Izabela;PiS;9;;;
339.;Matuszewski Marek;PiS;9;;;
340.;Neumann Sławomir;PO;9;21;;
341.;Szynkowski vel Sęk Szymon;PiS;9;;;
342.;Dziuba Tadeusz;PiS;8;;;
343.;Kopcińska Joanna;PiS;8;;;
