1.;Iwiński Tadeusz;SLD;272;;
2.;Gosiewski Jerzy;PiS;242;;
3.;Gadzinowski Piotr;SLD;218;;
4.;Siedlaczek Henryk;PO;214;;
5.;Woda Wiesław;PSL;207;;
6.;Skowrońska Krystyna;PO;199;;
7.;Giertych Roman;LPR;197(48);;
8.;Krajewski Mirosław;PSL;191;;
9.;Tomaszewski Tadeusz;SLD;187;;
10.;Łączny Jan;Samoobrona;182;;
11.;Senyszyn Joanna;SLD;182;;
12.;Zawisza Jerzy;Samoobrona;176;;
13.;Czepe Roman;PiS;175;mandat wygasł 26-11-2006;
14.;Łuczak Mieczysław Marcin;PSL;174;;
15.;Latos Tomasz;PiS;170;;
16.;Fedorowicz Andrzej;LPR;169;;
17.;Kalemba Stanisław;PSL;168;;
18.;Stec Stanisław;SLD;168;;
19.;Markowski Tomasz;PiS;165;;
20.;Bałażak Witold;LPR;164;;
21.;Maksymiuk Janusz;Samoobrona;161;;
22.;Jaruga-Nowacka Izabela;SLD;159;;
23.;Kuropatwiński Lech;Samoobrona;158;;
24.;Cymański Tadeusz;PiS;152;;
25.;Masłowska Gabriela;RLN;149;;
26.;Pawlak Mirosław;PSL;148;;
27.;Gajewska Karolina;PiS;146;;
28.;Kasprzak Mieczysław;PSL;144;;
29.;Molka Halina;PiS;144;;
30.;Stępkowski Józef;niez.;140;;
31.;Karski Karol;PiS;139;;
32.;Kawa Marek;LPR;135;;
33.;Wikiński Marek;SLD;133;;
34.;Nowak Maria Teresa;PiS;127;;
35.;Rydzoń Stanisław;SLD;126;;
36.;Sawicki Marek;PSL;125;;
37.;Ośko Edward;LPR;124;;
38.;Kempa Beata;PiS;121(95);;
39.;Pawłowski Sylwester;SLD;118;;
40.;Zych Józef;PSL;118;;
41.;Polak Marek;PiS;115;;
42.;Lepper Andrzej;Samoobrona;113(52);;
43.;Fabisiak Joanna;PO;112;;
44.;Grabarczyk Cezary;PO;110;;
45.;Moric Rajmund;Samoobrona;109;;
46.;Suski Marek;PiS;108;;
47.;Wrzodak Zygmunt;niez.;107;;
48.;Kopeć Tadeusz;PO;105;;
49.;Murias Halina;LPR;104;;
50.;Wiśniewska Jadwiga;PiS;104;;
51.;Grzyb Andrzej;PSL;103;;
52.;Rochnowska Renata;Samoobrona;103;;
53.;Jarota Jan;LPR;102;;
54.;Jurgiel Krzysztof;PiS;102(50);;
55.;Karpiński Włodzimierz Witold;PO;102;;
56.;Piechota Sławomir Jan;PO;98;;
57.;Szymańczyk Lech;Samoobrona;98;;
58.;Budner Alfred;niez.;97;;
59.;Górski Artur;PiS;97;;
60.;Wziątek Stanisław;SLD;97;;
61.;Kalisz Ryszard;SLD;96;;
62.;Kurski Jacek;PiS;96;;
63.;Paluch Anna;PiS;96;;
64.;Szczepański Wiesław Andrzej;SLD;96;;
65.;Stefaniuk Franciszek Jerzy;PSL;95;;
66.;Malik Ewa;PiS;94;;
67.;Zawisza Artur;Prawica;94;;
68.;Ołdakowski Adam;Samoobrona;93;;
69.;Sopliński Aleksander;PSL;93;;
70.;Ciemniak Grażyna Jolanta;SLD;92;;
71.;Łopata Jan;PSL;91;;
72.;Nowakowski Waldemar;PSL;89;;
73.;Sobczak Bogusław;LPR;89;;
74.;Ciągło Edward;LPR;86;;
75.;Wiechecki Rafał;LPR;86(11);;
76.;Pawlak Waldemar;PSL;85;;
77.;Rzymełka Jan;PO;85;;
78.;Gadowski Krzysztof;PO;84;;
79.;Radziszewska Elżbieta;PO;84;;
80.;Stryjska Małgorzata;PiS;84;;
81.;Wolak Ewa;PO;84;;
82.;Zieliński Jarosław;PiS;83(82);;
83.;Piskorski Mateusz;Samoobrona;82;;
84.;Nowak Tomasz Piotr;PO;81;;
85.;Ostrowska Małgorzata;SLD;81;;
86.;Dolniak Grzegorz;PO;80;;
87.;Sławecki Tadeusz;PSL;80;;
88.;Sosnowski Antoni;LPR;80;;
89.;Zuba Maria;PiS;78;;
90.;Dutka Bronisław;PSL;77;;
91.;Okularczyk Stanisława Anna;PO;77(3);;
92.;Mularczyk Arkadiusz;PiS;76;;
93.;Ptak Bernard;niez.;76;;
94.;Szwed Stanisław;PiS;76;;
95.;Bury Jan;PSL;75;;
96.;Piotrowska Teresa;PO;75;;
97.;Szlachta Andrzej;PiS;75;;
98.;Chmielewski Stanisław Marcin;PO;74;;
99.;Błochowiak Anita;SLD;72;;
100.;Fiedorowicz Czesław;niez.;72;;
101.;Zdrojewski Bogdan;PO;72;;
102.;Grad Aleksander;PO;71;;
103.;Ratajczak Elżbieta;LPR;71;;
104.;Sikora Krzysztof;Samoobrona;71;;
105.;Wilk Wojciech;PO;71;;
106.;Stępień Władysław;SLD;70;;
107.;Stawiarski Jarosław;PiS;69;ślubował 15-02-2006;
108.;Borysiuk Bolesław;Samoobrona;68;;
109.;Czarnecki Krzysztof;PiS;68;;
110.;Łybacka Krystyna;SLD;68;;
111.;Piecha Bolesław Grzegorz;PiS;68(67);;
112.;Staroń Lidia;PO;68;;
113.;Tober Michał;SLD;68;;
114.;Zaborowski Zbyszek;SLD;68;;
115.;Komorowski Bronisław;PO;67;;
116.;Woźniak Tadeusz;PiS;67;;
117.;Garbowski Tomasz;SLD;65;;
118.;Kloc Izabela;PiS;65;;
119.;Andrejuk Przemysław;LPR;64;;
120.;Hoc Czesław;PiS;64;;
121.;Jasiński Wojciech;PiS;64(39);;
122.;Kozdroń Jerzy;PO;64;;
123.;Krasoń Janusz;SLD;64;;
124.;Chlebowski Zbigniew;PO;63;;
125.;Girzyński Zbigniew;PiS;63;;
126.;Masin Arnold;LPR;63(7);;
127.;Stępień Włodzimierz;SLD;63;;
128.;Tchórzewski Krzysztof;PiS;63(20);;
129.;Beger Renata;Samoobrona;62;;
130.;Kłopotek Andrzej;PSL;62;ślubował 05-12-2006;
131.;Surmacz Marek;PiS;62(34);;
132.;Zbonikowski Łukasz;PiS;62;;
133.;Andzel Waldemar;PiS;61;;
134.;Daszyk Marian;niez.;61;;
135.;Grzeszczak Eugeniusz;PSL;61;;
