1.;Gosiewski Jerzy;PiS;743;;
2.;Ajchler Romuald;SLD;660;;
3.;Pawlak Mirosław;PSL;640;;
4.;Szlachta Andrzej;PiS;631;;
5.;Kulas Jan;PO;626;;
6.;Stec Stanisław;SLD;529;;
7.;Tomaszewski Tadeusz;SLD;476;;
8.;Kotkowska Bożena;SLD;393;;
9.;Kopyciński Sławomir;SLD;391;;
10.;Masłowska Gabriela;PiS;388;;
11.;Siedlaczek Henryk;PO;366;;
12.;Iwiński Tadeusz;SLD;357;;
13.;Polak Piotr;PiS;342;;
14.;Zych Józef;PSL;330;;
15.;Skowrońska Krystyna;PO;329;;
16.;Paluch Anna;PiS;328;;
17.;Rydzoń Stanisław;SLD;319;;
18.;Streker-Dembińska Elżbieta;SLD;312;;
19.;Zuba Maria;PiS;293;;
20.;Górski Artur;PiS;291;;
21.;Kasprzak Mieczysław;PSL;289(15);;
22.;Janowska Zdzisława;SLD;283;;
23.;Bartuś Barbara;PiS;281;;
24.;Latos Tomasz;PiS;275;;
25.;Szwed Stanisław;PiS;263;;
26.;Kalemba Stanisław;PSL;260;;
27.;Gwiazdowski Kazimierz;PiS;259;;
28.;Nowak Maria;PiS;257;;
29.;Borowski Marek;SDPL;253;;
30.;Suski Marek;PiS;251;;
31.;Moskal Kazimierz;PiS;250;;
32.;Rafalska Elżbieta;PiS;245;;
33.;Wziątek Stanisław;SLD;242;;
34.;Andzel Waldemar;PiS;239;;
35.;Kowalczyk Henryk;PiS;238;;
36.;Kozdroń Jerzy;PO;237;;
37.;Szczepański Wiesław Andrzej;SLD;226;;
38.;Matuszewski Marek;PiS;219;;
39.;Cymański Tadeusz;PiS;217;mandat wygasł 10-06-2009;
40.;Wikiński Marek;SLD;216;;
41.;Wróbel Marzena Dorota;PiS;216;;
42.;Arkit Tadeusz;PO;213;;
43.;Girzyński Zbigniew;PiS;213;;
44.;Rojek Józef;PiS;213;;
45.;Stanke Piotr;PiS;213;;
46.;Stefaniuk Franciszek Jerzy;PSL;213;;
47.;Woźniak Tadeusz;PiS;212;;
48.;Bętkowski Andrzej;PiS;209;;
49.;Zieliński Jarosław;PiS;207;;
50.;Polak Marek;PiS;205;;
51.;Racki Józef;PSL;205;;
52.;Kołakowski Lech;PiS;200;;
53.;Dera Andrzej Mikołaj;PiS;199;;
54.;Matwiejuk Jarosław;SLD;199;;
55.;Woda Wiesław;PSL;196;mandat wygasł 10-04-2010;
56.;Milcarz Henryk;SLD;195;;
57.;Jarmuziewicz Tadeusz;PO;192(192);;
58.;Łopata Jan;PSL;191;;
59.;Telus Robert;PiS;191;;
60.;Hoc Czesław;PiS;190;;
61.;Łybacka Krystyna;SLD;187;;
62.;Piecha Bolesław Grzegorz;PiS;187;;
63.;Dolata Zbigniew;PiS;186;;
64.;Mazurek Beata;PiS;186;;
65.;Wiśniewska Jadwiga;PiS;185;;
66.;Lipiec Krzysztof;PiS;183;;
67.;Zbrzyzny Ryszard;SLD;183;;
68.;Adamczyk Andrzej;PiS;181;;
69.;Pięta Stanisław;PiS;180;;
70.;Wargocka Teresa;PiS;179;;
71.;Bańkowska Anna;SLD;178;;
72.;Lipiński Dariusz;PO;178;;
73.;Matuszczak Zbigniew;SLD;178;;
74.;Błądek Antoni;PiS;176;;
75.;Pałys Andrzej;PSL;176;;
76.;Sławecki Tadeusz;PSL;175;;
77.;Sobecka Anna;PiS;175;;
78.;Rzymełka Jan;PO;173;;
79.;Karski Karol;PiS;172;;
80.;Klepacz Witold;SLD;168;;
81.;Orzechowski Andrzej;PO;168;;
82.;Rogacki Adam;PiS;165;;
83.;Sońta Krzysztof;PiS;162;;
84.;Kossakowski Wojciech;PiS;160;ślubował 11-02-2009;
85.;Kurski Jacek;PiS;160;mandat wygasł 10-06-2009;
86.;Babalski Zbigniew;PiS;159;;
87.;Gadowski Krzysztof;PO;159;;
88.;Jaruga-Nowacka Izabela;Lewica;159;mandat wygasł 10-04-2010;
89.;Kwitek Marek;PiS;159;;
90.;Kempa Beata;PiS;157;;
91.;Ostrowski Artur;SLD;156;;
92.;Kłosowski Sławomir;PiS;155;;
93.;Namyślak Witold;PO;155;mandat wygasł 29-11-2010;
94.;Gawęda Adam;PJN;154;;
95.;Stawiarski Jarosław;PiS;152;;
96.;Szulc Jakub;PO;152(103);;
97.;Cybulski Piotr;niez.;150;;
98.;Kamiński Tomasz;SLD;149;;
99.;Machałek Marzena;PiS;149;;
100.;Brejza Krzysztof;PO;146;;
101.;Cichoń Janusz;PO;145;;
102.;Jurgiel Krzysztof;PiS;145;;
103.;Masłowska Mirosława;PiS;145;;
104.;Owczarski Zbysław;PJN;145;ślubował 24-06-2009;
105.;Chmielowiec Zbigniew;PiS;143;;
106.;Piechociński Janusz;PSL;143;;
107.;Zalewska Anna;PiS;143;;
108.;Fabisiak Joanna;PO;142;;
109.;Dorn Ludwik;niez.;141;;
110.;Malik Ewa;PiS;140;;
111.;Giżyński Szymon Stanisław;PiS;139;;
112.;Ast Marek;PiS;137;;
113.;Zbonikowski Łukasz;PiS;136;;
114.;Bogucki Jacek;PiS;135;;
115.;Szumilas Krystyna;PO;135(135);;
116.;Wojtkiewicz Michał;PiS;132;;
117.;Gawłowski Stanisław;PO;130(129);;
118.;Gintowt-Dziewałtowski Witold;niez.;130;;
119.;Grabicka Krystyna;PiS;130;;
120.;Gołębiewski Henryk;SLD;129;;
121.;Macierewicz Antoni;PiS;129;;
122.;Rębek Jerzy;PiS;129;;
123.;Szydłowska Bożena;PO;129;;
124.;Brudziński Joachim;PiS;128;;
125.;Olejniczak Wojciech;Lewica;128;mandat wygasł 10-06-2009;
126.;Zarzycki Wojciech Szczęsny;PiS;128;ślubował 24-06-2009;
127.;Czucha Zdzisław;PO;125;mandat wygasł 07-12-2010;
128.;Pawłowski Sylwester;SLD;125;ślubował 18-06-2009;
129.;Janczyk Wiesław;PiS;124;;
130.;Kłopotek Eugeniusz;PSL;124;;
131.;Orzechowski Maciej;PO;124;;
132.;Zawadzki Ryszard;PO;123;;
133.;Siarka Edward;PiS;122;;
134.;Abramowicz Adam;PiS;120;;
135.;Deptuła Leszek;PSL;120;mandat wygasł 10-04-2010;
