142.;Kołodziej Ewa;PO;69;ślubowała 09-12-2015;
143.;Siarkowska Anna Maria;PiS;69;;
144.;Arłukowicz Bartosz;PO;68;;
145.;Ast Marek;PiS;68;;
146.;Radziszewska Elżbieta;PO;68;;
147.;Rusecka Urszula;PiS;68;;
148.;Sonik Bogusław;PO;68;;
149.;Szwed Stanisław;PiS;68(68);;
150.;Śledzińska-Katarasińska Iwona;PO;68;;
151.;Wilk Wojciech;PO;68;;
152.;Wójcik Marek;PO;68;;
153.;Burzyńska Lidia;PiS;67;;
154.;Kilian Jan;PiS;67;;
155.;Pyzik Piotr;PiS;67;;
156.;Zubowski Wojciech;PiS;67;;
157.;Mrówczyński Aleksander;PiS;66;;
158.;Porwich Jarosław;WiS;66;;
159.;Ścigaj Agnieszka;Kukiz15;66;;
160.;Wójcik Michał;PiS;66(48);;
161.;Wróblewska Kornelia;N;66;;
162.;Hrynkiewicz Józefa;PiS;65;;
163.;Suski Marek;PiS;65;;
164.;Tobiszowski Grzegorz;PiS;65(64);;
165.;Tułajew Sylwester;PiS;65;;
166.;Uściński Piotr;PiS;65;;
167.;Kochan Magdalena;PO;64;;
168.;Petru Ryszard;N;64;;
169.;Piotrowicz Stanisław;PiS;64;;
170.;Pudłowski Paweł;N;64;;
171.;Tomczyk Cezary;PO;64;;
172.;Gawron Andrzej;PiS;63;;
173.;Machałek Marzena;PiS;63(16);;
174.;Protas Jacek;PO;63;;
175.;Ruciński Marek;N;63;;
176.;Weber Rafał;PiS;63;;
177.;Dworczyk Michał;PiS;62(23);;
178.;Skutecki Paweł;Kukiz15;62;;
179.;Zielińska Elżbieta;Kukiz15;62;;
180.;Bogucki Jacek;PiS;61(61);;
181.;Dziuba Tadeusz;PiS;61;;
182.;Neumann Sławomir;PO;61;;
183.;Wróblewska Krystyna;PiS;61;;
184.;Gajewska Kinga;PO;60;;
185.;Jakubiak Marek;Kukiz15;60;;
186.;Suski Paweł;PO;60;;
187.;Augustyn Urszula;PO;59;;
188.;Gawlik Zdzisław;PO;59;;
189.;Rzymkowski Tomasz;Kukiz15;59;;
190.;Urbaniak Jarosław;PO;59;;
191.;Grupiński Rafał;PO;58;;
192.;Mroczek Czesław;PO;58;;
193.;Bakun Wojciech;Kukiz15;57;;
194.;Gapińska Elżbieta;PO;57;;
195.;Szymański Tomasz;PO;57;;
196.;Niesiołowski Stefan;PSL-UED;56;;
197.;Smoliński Kazimierz;PiS;56(55);;
198.;Sobecka Anna Elżbieta;PiS;56;;
199.;Hok Marek;PO;55;;
200.;Szymańska Ewa;PiS;55;;
201.;Obrycki Norbert;PO;54;;
202.;Apel Piotr;Kukiz15;53;;
203.;Mrzygłocka Izabela Katarzyna;PO;53;;
204.;Nemś Anna;PO;53;;
205.;Cymański Tadeusz;PiS;52;;
206.;Giżyński Szymon;PiS;52;;
207.;Osos Katarzyna;PO;52;ślubowała 16-11-2015;
208.;Rafalska Elżbieta;PiS;52(49);;
209.;Sasin Jacek;PiS;52;;
210.;Siarka Edward;PiS;52;;
211.;Biernat Zbigniew;PiS;51;;
212.;Horała Marcin;PiS;51;;
213.;Malik Ewa;PiS;51;;
214.;Ruszczyk Leszek;PO;51;;
215.;Rutnicki Jakub;PO;51;;
216.;Rząsa Marek;PO;51;;
217.;Trzaskowski Rafał;PO;51;;
218.;Bernacki Włodzimierz;PiS;50;;
219.;Wasilewska Anna;PO;50;;
220.;Kopcińska Joanna;PiS;49;;
221.;Babalski Zbigniew;PiS;48(47);;
222.;Szewczak Jan;PiS;48;;
223.;Borys-Szopa Bożena;PiS;47;;
224.;Drozd Ewa;PO;47;;
225.;Kierwiński Marcin;PO;47;;
226.;Rutkowska Dorota;PO;47;;
227.;Wojciechowski Grzegorz;PiS;47;;
228.;Błaszczak Mariusz;PiS;46(44);;
229.;Bubula Barbara;PiS;46;;
230.;Małecki Maciej;PiS;46;;
231.;Paul Jerzy;PiS;45;;
232.;Polaczek Jerzy;PiS;45;;
233.;Dolata Zbigniew;PiS;44;;
234.;Lubczyk Radosław;N;44;;
235.;Małecka-Libera Beata;PO;44;;
236.;Milewski Daniel;PiS;44;;
237.;Szynkowski vel Sęk Szymon;PiS;44;;
238.;Duda Jan;PiS;43;;
239.;Frydrych Joanna;PO;43;;
240.;Milczanowska Anna;PiS;43;;
241.;Soboń Artur;PiS;43(6);;
242.;Szydło Beata;PiS;43(43);;
243.;Warzecha Jan;PiS;43;;
244.;Bartosik Ryszard;PiS;41;;
245.;Cyrański Adam;niez.;41;;
246.;Król Wojciech;PO;41;;
247.;Mularczyk Arkadiusz;PiS;41;;
248.;Okła-Drewnowicz Marzena;PO;41;;
249.;Tarczyński Dominik;PiS;41;;
250.;Wargocka Teresa;PiS;41(23);;
251.;Babinetz Piotr;PiS;40;;
252.;Białkowska Anna;PO;40;;
253.;Golińska Małgorzata;PiS;40(3);;
254.;Hanajczyk Agnieszka;PO;40;;
255.;Krząkała Marek;PO;40;;
256.;Starzycki Dariusz;PiS;40;;
257.;Abramowicz Adam;PiS;39;;
258.;Arndt Paweł;PO;39;;
259.;Grabiec Jan;PO;39;;
260.;Jurgiel Krzysztof;PiS;39(38);;
261.;Kempa Beata;PiS;39(38);;
262.;Kluzik-Rostkowska Joanna;PO;39;;
263.;Kownacki Bartosz;PiS;39(37);;
264.;Miazga Mieczysław;PiS;39;;
265.;Wąsik Maciej;PiS;39(39);;
266.;Galla Ryszard;niez.;38;;
267.;Macierewicz Antoni;PiS;38(38);;
268.;Mężydło Antoni;PO;38;;
269.;Stawiarski Bartłomiej;PiS;38;ślubował 30-03-2016;
270.;Hałas Teresa;PiS;37;;
271.;Klawiter Jan;niez.;37;;
272.;Kruk Elżbieta;PiS;37;;
273.;Mazurek Beata;PiS;37;;
274.;Piechota Sławomir Jan;PO;37;;
275.;Szlachetka Jarosław;PiS;37;;
276.;Borowiec Agata;PiS;36;;
277.;Konwiński Zbigniew;PO;36;;
278.;Michałkiewicz Krzysztof;PiS;36(36);;
279.;Sprawka Lech;PiS;36;;
280.;Cieśliński Piotr;PO;35;;
281.;Huskowski Stanisław;PSL-UED;35;;
282.;Kozanecka Ewa;PiS;35;;
283.;Plocke Kazimierz;PO;35;;
284.;Sellin Jarosław;PiS;35(35);;
285.;Chmielowiec Zbigniew;PiS;34;;
286.;Czerwiński Andrzej;PO;34;;
287.;Gierada Artur;PO;34;;
288.;Małecki Jerzy;PiS;34;;
289.;Młyńczak Aldona;PO;34;;
290.;Murdzek Wojciech;PiS;34;;
291.;Szydełko Halina;PiS;34;;
292.;Woźniak Grzegorz Adam;PiS;34;;
293.;Głębocki Konrad;PiS;33;;
294.;Lisiecki Paweł;PiS;33;;
295.;Jach Michał;PiS;32;;
296.;Terlecki Ryszard;PiS;32;;
297.;Zagórski Marek;PiS;32(31);;
298.;Żmijan Stanisław;PO;32;;
299.;Gliński Piotr;PiS;31(31);;
300.;Sibińska Krystyna;PO;31;;
301.;Jaworski Andrzej;PiS;30;mandat wygasł 14-05-2016;
302.;Krajewski Jarosław;PiS;30;;
303.;Leśniak Józef;PiS;30;;
304.;Miller Rajmund;PO;30;;
305.;Szydłowska Bożena;PO;30;;
306.;Zembala Marian;PO;30;;
307.;Arciszewska-Mielewczyk Dorota;PiS;29;;
308.;Gelert Elżbieta;PO;29;;
309.;Lenz Tomasz;PO;29;;
310.;Głuchowski Krzysztof;PiS;28;;
311.;Matuszewski Marek;PiS;28;;
312.;Munyama Killion;PO;28;;
313.;Ostrowski Krzysztof;PiS;28;;
314.;Duda Elżbieta;PiS;27;;
315.;Kowalczyk Henryk;PiS;27(24);;
316.;Liroy-Marzec Piotr;niez.;27;;
317.;Tchórzewski Krzysztof;PiS;27(27);;
318.;Aziewicz Tadeusz;PO;26;;
319.;Bielecki Jerzy;PiS;26;;
320.;Buczak Wojciech;PiS;26;;
321.;Kloc Izabela;PiS;26;;
322.;Kosztowniak Andrzej;PiS;26;;
323.;Morawiecki Kornel;WiS;26;;
324.;Raniewicz Grzegorz;PO;26;;
325.;Witczak Mariusz;PO;26;;
326.;Hibner Jolanta;PO;25;;
327.;Śniadek Janusz;PiS;25;;
328.;Wilk Jerzy;PiS;25;;
329.;Andruszkiewicz Adam;WiS;24;;
330.;Bąk Dariusz;PiS;24;;
331.;Chybicka Alicja;PO;24;;
332.;Cimoszewicz Tomasz;PO;24;;
333.;Kukiz Paweł;Kukiz15;24;;
334.;Świat Jacek;PiS;24;;
335.;Gołojuch Kazimierz;PiS;23;;
336.;Kaczyński Jarosław;PiS;23;;
337.;Krzywonos-Strycharska Henryka;PO;23;;
338.;Kwitek Marek;PiS;23;;
339.;Lamczyk Stanisław;PO;23;;
340.;Piechowiak Grzegorz;PiS;23;ślubował 19-07-2016;
341.;Pietraszewska Danuta;PO;23;;
342.;Pięta Stanisław;PiS;23;;
343.;Puda Grzegorz;PiS;23;;
344.;Czech Anna;PiS;22;;
345.;Lichocka Joanna;PiS;22;;
346.;Maciejewski Krzysztof;PiS;22;;
347.;Raś Ireneusz;PO;22;;
348.;Glenc Teresa;PiS;21;;
349.;Henczyca Bożena;PO;21;;
350.;Karpiński Włodzimierz;PO;21;;
351.;Olejniczak Waldemar;PiS;21;ślubował 22-12-2015;
352.;Ziobro Zbigniew;PiS;21(20);ślubował 13-11-2015;
353.;Adamczyk Andrzej;PiS;20(20);;
354.;Cieślak Michał;PiS;20;;
355.;Kossakowski Wojciech;PiS;20;;
356.;Porzucek Marcin;PiS;20;;
357.;Tyszka Stanisław;Kukiz15;20;;
358.;Czabański Krzysztof;PiS;19(16);;
359.;Czarnecki Witold;PiS;19;;
360.;Dziedziczak Jan;PiS;19(15);;
361.;Kłopotek Eugeniusz;PSL-UED;19;;
362.;Matusiak Grzegorz;PiS;19;;
363.;Olszewski Paweł;PO;19;;
364.;Ołdakowski Adam;PiS;19;;
365.;Ziemniak Wojciech;PO;19;;
366.;Dobrzyński Leszek;PiS;18;;
367.;Głogowski Tomasz;PO;18;;
368.;Kołakowski Lech;PiS;18;;
369.;Król Piotr;PiS;18;;
370.;Krupka Anna;PiS;18;;
371.;Sobierajski Czesław;PiS;18;;
372.;Szarama Wojciech;PiS;18;;
373.;Wilk Jacek;niez.;18;;
374.;Galemba Leszek;PiS;17;;
375.;Korol Adam;PO;17;;
376.;Krajewski Wiesław;PiS;17;;
377.;Kubiak Dariusz;PiS;17;;
378.;Materna Jerzy;PiS;17(17);;
379.;Moskal Kazimierz;PiS;17;;
380.;Naimski Piotr;PiS;17(14);;
381.;Schetyna Grzegorz;PO;17;;
382.;Mucha Joanna;PO;16;;
383.;Stachowiak-Różecka Mirosława;PiS;16;;
384.;Tomczak Jacek;PO;16;;
385.;Uruski Piotr;PiS;16;;
386.;Brudziński Joachim;PiS;15(3);;
387.;Jędrysek Mariusz Orion;PiS;15(14);;
388.;Szyszko Jan;PiS;15(13);;
389.;Arent Iwona;PiS;14;;
390.;Dzikowski Waldy;PO;14;;
391.;Gawłowski Stanisław;PO;14;;
392.;Gwiazdowski Kazimierz;PiS;14;;
393.;Kubów Krzysztof;PiS;14;;
394.;Papke Paweł;PO;14;;
395.;Pawłowicz Krystyna;PiS;14;;
396.;Raczak Grzegorz;PiS;14;ślubował 08-06-2016;
397.;Rozpondek Halina;PO;14;;
398.;Rzepecki Łukasz;Kukiz15;14;;
399.;Woźniak Tadeusz;PiS;14;;
400.;Czerwińska Anita;PiS;13;;
401.;Gosiewska Małgorzata;PiS;13;;
402.;Kołakowski Robert;PiS;13;;
403.;Kopacz Ewa;PO;13(1);;
404.;Lipiec Krzysztof;PiS;13;;
405.;Melak Andrzej;PiS;13;ślubował 12-04-2016;
406.;Mordak Robert;Kukiz15;13;;
407.;Niemczyk Małgorzata;PO;13;;
408.;Olszówka Piotr;PiS;13;;
409.;Schmidt-Rodziewicz Anna;PiS;13;;
410.;Schreiber Grzegorz;PiS;13;;
411.;Siemoniak Tomasz;PO;13;;
412.;Wypych Małgorzata;PiS;13;;
413.;Janik Grzegorz;PiS;12;;
414.;Kobylarz Andrzej;Kukiz15;12;;
415.;Korzeniowski Leszek;PO;12;;
416.;Zbonikowski Łukasz;PiS;12;;
417.;Kaczorowska Alicja;PiS;11;ślubowała 09-12-2015;
418.;Kidawa-Błońska Małgorzata;PO;11;;
419.;Lipiński Adam;PiS;11(11);;
420.;Ławniczak Tomasz;PiS;11;;
421.;Zaremba Krzysztof;PiS;11;;
422.;Falfus Jacek;PiS;10;;
423.;Strzałkowski Stefan;PiS;10;ślubował 09-12-2015;
424.;Warwas Robert;PiS;10;;
425.;Waszczykowski Witold;PiS;10(9);;
426.;Ziółkowski Szymon;PO;10;;
427.;Biernacki Marek;PO;9;;
428.;Szałabawka Artur;PiS;9;;
429.;Szefernaker Paweł;PiS;9;;
430.;Tyszkiewicz Robert;PO;9;;
431.;Wassermann Małgorzata;PiS;9;;
432.;Zasada Artur;PiS;9;;
433.;Babiarz Piotr Łukasz;niez.;8;;
434.;Błeńska Magdalena;niez.;8;;
435.;Filipiak Ewa;PiS;8;;
436.;Gowin Jarosław;PiS;8(8);;
437.;Kucharski Tomasz;PO;8;;
438.;Stawiarski Jarosław;PiS;8(7);;
439.;Żyżyński Jerzy;PiS;8;mandat wygasł 18-03-2016;
440.;Szczypińska Jolanta;PiS;7;;
441.;Kamiński Mariusz;PiS;6(5);;
442.;Kosecki Roman Jacek;PO;6;;
443.;Mateusiak-Pielucha Beata;PiS;6;;
444.;Opioła Marek;PiS;6;;
445.;Pawłowicz Zbigniew;PO;6;;
446.;Borowczak Jerzy;PO;5;;
447.;Janowska Małgorzata;PiS;5;ślubowała 08-02-2017;
448.;Kubiak Marta;PiS;5;ślubowała 24-05-2017;
449.;Latosiński Bogdan;PiS;5;;
450.;Górski Artur;PiS;4;mandat wygasł 01-04-2016;
451.;Smirnow Andrzej;PiS;4;;
452.;Sośnierz Andrzej;PiS;4;;
453.;Wojtkiewicz Michał;PiS;4;;
454.;Czarnecki Przemysław;PiS;3;;
455.;Duszek Marcin;PiS;3;;
456.;Jasiński Wojciech;PiS;3;mandat wygasł 15-12-2015;
457.;Kraczkowski Maks;PiS;3;mandat wygasł 30-06-2016;
458.;Łapiński Krzysztof;brak;3;mandat wygasł 11-05-2017;
459.;Zawiślak Sławomir;PiS;3;;
460.;Matuszny Kazimierz;PiS;2;;
461.;Osuch Jacek;PiS;2;;
462.;Witek Elżbieta;PiS;2;;
463.;Bukiewicz Bożenna;PO;1;;
464.;Piotrowska Teresa;PO;1;;
