Lp.Nazwisko i imię posłaKlub/kołoLiczbainterpelacji, którym nadanobiegLiczbainterpelacji, którymnie nadanobiegu
148.;Sierakowska Izabella;SDPL;62;;;
149.;Pietraszewska Danuta;PO;61;;;
150.;Siarka Edward;PiS;61;;;
151.;Saługa Wojciech;PO;60;;;
152.;Tomański Piotr;PO;60;;;
153.;Wojtas Edward;PSL;60;;mandat wygasł 10-04-2010;
154.;Gawęda Adam;PJN;59;;;
155.;Krasulski Leonard;PiS;59;;;
156.;Nowak Maria;PiS;59;;;
157.;Szydło Beata;PiS;59;;;
158.;Warzecha Jan;PiS;59;;ślubował 05-05-2010;
159.;Zalewska Anna;PiS;59;;;
160.;Ćwierz Andrzej;PiS;58;;;
161.;Guzowska Iwona;PO;58;;;
162.;Kłopotek Eugeniusz;PSL;58;;;
163.;Młyńczak Aldona;PO;58;;;
164.;Krzywicki Piotr;Polska_Plus;56;;mandat wygasł 09-12-2009;
165.;Matyjaszczyk Krzysztof;SLD;56;;mandat wygasł 07-12-2010;
166.;Nykiel Mirosława;PO;55;;;
167.;Poncyljusz Paweł;PJN;55;;;
168.;Bublewicz Beata;PO;54;;;
169.;Butryn Renata;PO;54;;;
170.;Pahl Witold;PO;54;;;
171.;Sławiak Bożena;PO;54;;;
172.;Babalski Zbigniew;PiS;53;;;
173.;Borowiak Łukasz;PO;53;;ślubował 14-12-2010;
174.;Czesak Edward;PiS;53;;;
175.;Janczyk Wiesław;PiS;53;;;
176.;Kamiński Tomasz;SLD;53;;;
177.;Falfus Jacek;PiS;52;;;
178.;Karpiński Grzegorz;PO;52;;;
179.;Klepacz Witold;SLD;52;;;
180.;Sztolcman Grzegorz;PO;52;;;
181.;Budnik Jerzy;PO;51;;;
182.;Gibała Łukasz;PO;51;;;
183.;Błądek Antoni;PiS;50;;;
184.;Grzyb Andrzej;PSL;50;;mandat wygasł 10-06-2009;
185.;Kaczor Roman;PO;50;;ślubował 23-11-2007;
186.;Chrapkiewicz Daniela;PiS;49;;ślubowała 18-06-2009;
187.;Dorn Ludwik;niez.;49;;;
188.;Wojtkowski Marek;PO;49;;;
189.;Gosiewski Przemysław;PiS;48;;mandat wygasł 10-04-2010;
190.;Kania Andrzej;PO;48;;;
191.;Oświęcimski Konstanty;PO;48;;;
192.;Matusik-Lipiec Katarzyna;PO;47;;;
193.;Chwierut Janusz;PO;46;;mandat wygasł 11-07-2011;
194.;Dutka Bronisław;PSL;46;;;
195.;Jackiewicz Dawid;PiS;46;;;
196.;Jagiełło Jarosław;PiS;46;;;
197.;Woda Wiesław;PSL;46;;mandat wygasł 10-04-2010;
198.;Bętkowski Andrzej;PiS;45;;;
199.;Konwiński Zbigniew;PO;45;;;
200.;Leszczyna Izabela;PO;45;;;
201.;Łopata Jan;PSL;45;;;
202.;Okła-Drewnowicz Marzena;PO;45;;;
203.;Okrągły Janina;PO;45;;ślubowała 24-06-2009;
204.;Bogucki Jacek;PiS;44;;;
205.;Cebula Marek;PO;44;;mandat wygasł 07-12-2010;
206.;Karski Karol;PiS;44;;;
207.;Lamczyk Stanisław;PO;44;;;
208.;Pawlak Mirosław;PSL;44;;;
209.;Racki Józef;PSL;44;;;
210.;Religa Jan;PJN;44;;;
211.;Walkowiak Andrzej;PJN;44;;;
212.;Litwiński Arkadiusz;PO;43;;;
213.;Skrzydlewska Joanna;PO;43;;mandat wygasł 10-06-2009;
214.;Kochan Magdalena;PO;42;;;
215.;Namyślak Witold;PO;42;;mandat wygasł 29-11-2010;
216.;Ostrowski Artur;SLD;42;;;
217.;Suski Paweł;PO;42;;;
218.;Fabisiak Joanna;PO;41;;;
219.;Kowal Paweł;PiS;41;;mandat wygasł 10-06-2009;
220.;Kwitek Marek;PiS;41;;;
221.;Kalemba Stanisław;PSL;40;;;
222.;Matuszewski Marek;PiS;40;;;
223.;Naguszewski Tadeusz;PO;40;;;
224.;Rogacki Adam;PiS;40;;;
225.;Skowrońska Krystyna;PO;40;;;
226.;Błaszczak Mariusz;PiS;39;;;
227.;Smolarz Tomasz;PO;39;;;
228.;Szyszko Jan;PiS;39;;;
229.;Urbaniak Jarosław;PO;39;;mandat wygasł 07-12-2010;
230.;Głogowski Tomasz;PO;38;;;
231.;Lipiński Adam;PiS;38;;;
232.;Rębek Jerzy;PiS;38;;;
233.;Tomaszak-Zesiuk Irena;PO;38;;;
234.;Waśko Piotr;PO;38;;;
235.;Golba Mieczysław;PiS;37;;;
236.;Halicki Andrzej;PO;37;;;
237.;Rozpondek Halina;PO;37;;;
238.;Rząsa Marek;PO;37;;ślubował 24-06-2009;
239.;Terlecki Ryszard;PiS;37;;;
240.;Gołojuch Kazimierz;PiS;36;;;
241.;Nowakowski Andrzej;PO;36;;mandat wygasł 07-12-2010;
242.;Iwiński Tadeusz;SLD;35;;;
243.;Olejniczak Danuta;PO;35;;;
244.;Ciemniak Grażyna;SDPL;34;;ślubowała 24-06-2009;
245.;Katulski Jarosław;PO;34;;;
246.;Łatas Marek;PiS;34;;;
247.;Staroń Lidia;PO;34;;;
248.;Jaworski Andrzej;PiS;33;;ślubował 18-06-2009;
249.;Kulesza Tomasz;PO;33;;;
250.;Orzechowski Andrzej;PO;33;;;
251.;Ziemniak Wojciech;PO;33;;;
252.;Cichoń Janusz;PO;32;;;
253.;Marcinkiewicz Michał;PO;32;;;
254.;Wojnarowski Norbert;PO;32;;;
255.;Zakrzewska Elżbieta;SLD;32;;ślubowała 07-05-2010;
256.;Żelichowski Stanisław;PSL;32;;;
257.;Cybulski Piotr;niez.;31;;;
258.;Dąbrowska Alicja;PO;31;;;
259.;Kula Włodzimierz;PO;31;;mandat wygasł 07-12-2010;
260.;Napieralski Grzegorz;SLD;31;;;
261.;Chłopek Aleksander;PiS;30;;;
262.;Kołakowski Robert;PiS;30;;;
263.;Piechota Sławomir;PO;30;;;
264.;Pomajda Wojciech;SLD;30;;;
265.;Tchórzewski Krzysztof;PiS;30;;;
266.;Abramowicz Adam;PiS;29;;;
267.;Bąk Dariusz;PiS;29;;;
268.;Górski Tomasz;PiS;29;;;
269.;Kopaczewska Domicela;PO;29;;;
270.;Wójcik Marek;PO;29;;;
271.;Balcerzak Klaudiusz;PO;28;;ślubował 14-12-2010;
272.;Bury Jan s. Józefa;PSL;28;;;
273.;Pięta Stanisław;PiS;28;;;
274.;Sprawka Lech;PiS;28;;;
275.;Sycz Miron;PO;28;;;
276.;Zarzycki Wojciech Szczęsny;PiS;28;;ślubował 24-06-2009;
277.;Aleksandrzak Leszek;SLD;27;;;
278.;Arndt Paweł;PO;27;;;
279.;Brzezinka Jacek;PO;27;;;
280.;Dąbkowska-Cichocka Lena;PJN;27;;;
281.;Kamiński Mariusz;PiS;27;;;
282.;Kasprzak Mieczysław;PSL;27;;;
283.;Kaźmierczak Jan;PO;27;;;
284.;Kochanowski Jan;SLD;27;;;
285.;Rygiel Wiesław;PSL;27;;ślubował 05-05-2010;
286.;Sikora Anna;PiS;27;;;
287.;Szmajdziński Jerzy;Lewica;27;;mandat wygasł 10-04-2010;
288.;Zając Stanisław;PiS;27;;mandat wygasł 22-06-2008;
289.;Zawiła Marcin;PO;27;;mandat wygasł 07-12-2010;
290.;Bojko Bogdan;PO;26;;;
291.;Kruk Elżbieta;PiS;26;;;
292.;Augustyn Urszula;PO;25;;;
293.;Gęsicka Grażyna;PiS;25;;mandat wygasł 10-04-2010;
294.;Gintowt-Dziewałtowski Witold;niez.;25;;;
295.;Janik Grzegorz;PiS;25;;;
296.;Rynasiewicz Zbigniew;PO;25;;;
297.;Wrona Waldemar;PiS;25;;;
298.;Balicki Marek;SLD;24;;;
299.;Grzeszczak Eugeniusz;PSL;24;;;
300.;Łukacijewska Elżbieta;PO;24;;mandat wygasł 10-06-2009;
301.;Masłowska Mirosława;PiS;24;;;
302.;Palikot Janusz;niez.;24;;mandat wygasł 10-01-2011;
303.;Tyszkiewicz Robert;PO;24;;;
304.;Van der Coghen Piotr;PO;24;;;
305.;Węgrzyn Robert;niez.;24;;;
306.;Atamańczuk Cezary;niez.;23;;ślubował 24-06-2009;
307.;Durka Zenon;PO;23;;;
308.;Filar Marian;niez.;23;;;
309.;Gawłowski Stanisław;PO;23;;;
310.;Janowska Zdzisława;SLD;23;;;
311.;Koźlakiewicz Mirosław;PO;23;;;
312.;Materna Jerzy;PiS;23;;;
313.;Preiss Sławomir;PO;23;;;
314.;Sławecki Tadeusz;PSL;23;;;
315.;Stefaniuk Franciszek Jerzy;PSL;23;;;
316.;Stolarczyk Jarosław;PO;23;;ślubował 19-06-2009;
317.;Szulc Jakub;PO;23;;;
318.;Zaremba Renata;PO;23;;;
319.;Żyliński Adam;PO;23;;;
320.;Cieślik Leszek;PO;22;;;
321.;Grabicka Krystyna;PiS;22;;;
322.;Jasiński Wojciech;PiS;22;;;
323.;Kłosin Krystyna;PO;22;;ślubowała 04-01-2011;
324.;Krzyśków Adam;PSL;22;;;
325.;Tusk Łukasz;PO;22;;;
326.;Ziętek Jerzy;PO;22;;;
327.;Huskowski Stanisław;PO;21;;;
328.;Jazłowiecka Danuta;PO;21;;mandat wygasł 10-06-2009;
329.;Pawłowski Sylwester;SLD;21;;ślubował 18-06-2009;
330.;Worach Sławomir;PiS;21;;ślubował 18-12-2009;
331.;Zbrzyzny Ryszard;SLD;21;;;
332.;Brudziński Joachim;PiS;20;;;
333.;Jakubiak Elżbieta;PJN;20;;;
334.;Sellin Jarosław;PiS;20;;;
335.;Wenderlich Jerzy;SLD;20;;;
336.;Wita Tadeusz;PiS;20;;ślubował 18-03-2009;
337.;Biernacki Marek;PO;19;;;
338.;Kopeć Tadeusz;PO;19;;;
339.;Maciejewski Krzysztof;PiS;19;;ślubował 15-11-2007;
340.;Mikulicz Janusz;PO;19;;mandat wygasł 30-11-2010;
341.;Młynarczyk Henryk;PiS;19;;ślubował 14-12-2010;
342.;Mularczyk Arkadiusz;PiS;19;;;
343.;Neumann Sławomir;PO;19;;;
344.;Pacelt Zbigniew;PO;19;;;
345.;Pierzchała Elżbieta;PO;19;;;
346.;Prządka Stanisława;SLD;19;;;
347.;Rybicki Sławomir;PO;19;;;
348.;Szczerba Michał;PO;19;;;
349.;Kłosowski Sławomir;PiS;18;;;
350.;Rzymełka Jan;PO;18;;;
351.;Ujazdowski Kazimierz Michał;PiS;18;;;
352.;Żalek Jacek;PO;18;;;
353.;Buła Andrzej;PO;17;;;
354.;Dziedziczak Jan;PiS;17;;;
355.;Kowalski Bogusław;PiS;17;;;
356.;Walkowski Piotr;PSL;17;;ślubował 24-06-2009;
357.;Cymański Tadeusz;PiS;16;;mandat wygasł 10-06-2009;
358.;Dolniak Grzegorz;PO;16;;mandat wygasł 10-04-2010;
359.;Kierzkowska Ewa;PSL;16;;;
360.;Sopliński Aleksander;PSL;16;;ślubował 23-11-2007;
361.;Wassermann Zbigniew;PiS;16;;mandat wygasł 10-04-2010;
362.;Wróbel Marzena Dorota;PiS;16;;;
363.;Brodniak Roman;PO;15;;;
364.;Czykwin Eugeniusz;SLD;15;;;
365.;Galla Ryszard;niez.;15;;;
366.;Jaruga-Nowacka Izabela;Lewica;15;;mandat wygasł 10-04-2010;
367.;Kidawa-Błońska Małgorzata;PO;15;;;
368.;Natalli-Świat Aleksandra;PiS;15;;mandat wygasł 10-04-2010;
369.;Ołdakowski Jan;PJN;15;;;
370.;Raba Norbert;PO;15;;;
371.;Raś Ireneusz;PO;15;;;
372.;Ryniak Monika;PiS;15;;ślubowała 05-05-2010;
373.;Smoliński Kazimierz;PiS;15;;ślubował 05-05-2010;
374.;Śnieżek Adam;PiS;15;;ślubował 09-07-2008;
375.;Wargocka Teresa;PiS;15;;;
376.;Deptuła Leszek;PSL;14;;mandat wygasł 10-04-2010;
377.;Dera Andrzej Mikołaj;PiS;14;;;
378.;Gołębiewski Henryk;SLD;14;;;
379.;Hofman Adam;PiS;14;;;
380.;Martyniuk Wacław;SLD;14;;;
381.;Mężydło Antoni;PO;14;;;
382.;Olejniczak Wojciech;Lewica;14;;mandat wygasł 10-06-2009;
383.;Sitarz Witold;PO;14;;;
384.;Grupiński Rafał;PO;13;;;
385.;Kalisz Ryszard;SLD;13;;;
386.;Popiołek Krzysztof;PiS;13;;;
387.;Szczygło Aleksander Marek;PiS;13;;mandat wygasł 15-01-2009;
388.;Zakrzewska Jadwiga;PO;13;;;
389.;Hibner Jolanta;PO;12;;mandat wygasł 10-06-2009;
390.;Mojzesowicz Wojciech;PJN;12;;;
391.;Suski Marek;PiS;12;;;
392.;Tołwiński Krzysztof;PiS;12;;ślubował 05-05-2010;
393.;Dorywalski Bartłomiej;PiS;11;;ślubował 05-05-2010mandat wygasł 29-11-2010;
394.;Krupa Jacek;PO;11;;;
395.;Maliszewski Mirosław;PSL;11;;;
396.;Piecha Bolesław Grzegorz;PiS;11;;;
397.;Redzimski Leszek;PO;11;;ślubował 14-12-2010;
398.;Wikiński Marek;SLD;11;;;
399.;Borkowski Krzysztof;PSL;10;;ślubował 24-06-2009;
400.;Ołowski Piotr;PO;10;;ślubował 03-03-2010;
401.;Rafalska Elżbieta;PiS;10;;;
402.;Rutkowska Dorota;PO;10;;ślubowała 14-12-2010;
403.;Suchowiejko Wiesław;PO;10;;ślubował 05-05-2010;
404.;Kosecki Roman;PO;9;;;
405.;Olechowska Alicja;PO;9;;;
406.;Olszewski Paweł;PO;9;;;
407.;Owczarski Zbysław;PJN;9;;ślubował 24-06-2009;
408.;Szymanek-Deresz Jolanta;Lewica;9;;mandat wygasł 10-04-2010;
409.;Ast Marek;PiS;8;;;
410.;Biernat Andrzej;PO;8;;;
411.;Chmielewski Stanisław;PO;8;;;
412.;Jastrzębski Leszek;PO;8;;ślubował 18-06-2009;
413.;Karpiniuk Sebastian;PO;8;;mandat wygasł 10-04-2010;
414.;Komołowski Longin;niez.;8;;;
415.;Nitras Sławomir;PO;8;;mandat wygasł 10-06-2009;
416.;Ross Tadeusz;PO;8;;;
417.;Śliwińska Anna;PO;8;;ślubowała 19-05-2010;
418.;Tomczykiewicz Tomasz;PO;8;;;
419.;Urban Cezary;PO;8;;;
420.;Błochowiak Anita;SLD;7;;;
421.;Borowczak Jerzy;PO;7;;ślubował 20-10-2010;
422.;Czartoryski Arkadiusz;PiS;7;;;
423.;Czechyra Czesław;PO;7;;;
424.;Giżyński Szymon Stanisław;PiS;7;;;
425.;Hajda Kazimierz;PJN;7;;ślubował 24-06-2009;
426.;Kasprzyk Jacek;SLD;7;;ślubował 16-12-2010;
427.;Matuszny Kazimierz;PiS;7;;;
428.;Płażyński Maciej;niez.;7;;mandat wygasł 10-04-2010;
429.;Rusinowska Beata;PO;7;;ślubowała 14-12-2010;
430.;Śledzińska-Katarasińska Iwona;PO;7;;;
431.;Wiązowski Waldemar;PiS;7;;;
432.;Wojciechowski Jarosław;PO;7;;ślubował 19-01-2011;
433.;Zielińska-Głębocka Anna;PO;7;;mandat wygasł 09-02-2010;
434.;Borowski Marek;SDPL;6;;;
435.;Fedorowicz Jerzy Feliks;PO;6;;;
436.;Kilian Wiesław;PO;6;;ślubował 05-05-2010;
437.;Kowalczyk Henryk;PiS;6;;;
438.;Kozaczyński Jacek;PO;6;;;
439.;Kozdroń Jerzy;PO;6;;;
440.;Kuriata Jan;PO;6;;;
441.;Michałkiewicz Krzysztof;PiS;6;;;
442.;Miodowicz Konstanty;PO;6;;;
443.;Strzałkowski Stefan;PiS;6;;ślubował 24-06-2009;
444.;Macierewicz Antoni;PiS;5;;;
445.;Mroczek Czesław;PO;5;;;
446.;Senyszyn Joanna;Lewica;5;;mandat wygasł 10-06-2009;
447.;Zacharewicz Jacek;PO;5;;;
448.;Zemke Janusz;Lewica;5;;mandat wygasł 10-06-2009;
449.;Czarnecki Witold;PiS;4;;;
450.;Dudziński Tomasz Mirosław;PJN;4;;;
451.;Gałażewski Andrzej;PO;4;;;
452.;Kaczanowski Dariusz;PiS;4;;;
453.;Korzeniowski Leszek;PO;4;;;
454.;Kruszewski Zbigniew;SLD;4;;ślubował 05-05-2010;
455.;Lisek Krzysztof;PO;4;;mandat wygasł 10-06-2009;
456.;Plura Marek;PO;4;;;
457.;Rybicki Arkadiusz;PO;4;;mandat wygasł 10-04-2010;
458.;Sztorc Andrzej;PSL;4;;ślubował 05-05-2010;
459.;Tomaka Jan Walenty;PO;4;;mandat wygasł 02-04-2011;
460.;Celiński Andrzej;niez.;3;;;
461.;Chlebowski Zbigniew;niez.;3;;;
462.;Czerwiński Andrzej;PO;3;;;
463.;Kropiwnicki Robert;PO;3;;ślubował 16-12-2010;
464.;Lis Bogdan;niez.;3;;;
465.;Orłowski Paweł;PO;3;;ślubował 05-05-2010;
466.;Pitera Julia;PO;3;;;
467.;Rokita-Arnold Nelli;PiS;3;;;
468.;Skorupa Aleksander Marek;PO;3;;mandat wygasł 28-12-2010;
469.;Sokołowski Wojciech;PO;3;;ślubował 16-12-2010;
470.;Starownik Marian;PSL;3;;ślubował 20-05-2010;
471.;Czuma Andrzej;PO;2;;;
472.;Graś Paweł;PO;2;;;
473.;Kaczyński Jarosław;PiS;2;;;
474.;Kluzik-Rostkowska Joanna;PO;2;;;
475.;Kowalik Jacek;SLD;2;;ślubował 19-05-2010;
476.;Olendzka Halina;PiS;2;;ślubowała 14-12-2010;
477.;Rakoczy Stanisław;PSL;2;;;
478.;Schetyna Grzegorz;PO;2;;;
479.;Sikorski Radosław;PO;2;;ślubował 06-11-2007;
480.;Zych Józef;PSL;2;;;
481.;Żmijan Stanisław;PO;2;;;
482.;Aziewicz Tadeusz;PO;1;;;
483.;Czaplicka Barbara;PO;1;;ślubowała 04-08-2010;
484.;Goliński Marian Tomasz;PiS;1;;mandat wygasł 11-06-2009;
485.;Jarmuziewicz Tadeusz;PO;1;;;
486.;Kalinowski Jarosław;PSL;1;;mandat wygasł 10-06-2009;
487.;Kurski Jacek;PiS;1;;mandat wygasł 10-06-2009;
488.;Kutz Kazimierz;niez.;1;;;
489.;Olas Stanisław;PSL;1;;;
490.;Pawlak Waldemar;PSL;1;;;
491.;Piechociński Janusz;PSL;1;;;
492.;Pluta Mirosław;PO;1;;ślubował 27-04-2011;
493.;Radziszewska Elżbieta;PO;1;;;
494.;Sawicki Marek;PSL;1;;;
495.;Sekuła Mirosław;PO;1;;;
496.;Sośnierz Andrzej;PJN;1;;;
497.;Szkop Władysław;niez.;1;;ślubował 24-06-2009;
498.;Zalewski Paweł;niez.;1;;mandat wygasł 10-06-2009;
