idK;name;nrK;nrL;lista
8a8a8a840e424c84010e43b0dc1350ac;Górski Paweł;6;11;11
8a8a8a840e424c84010e43b1f7e750e5;Kozłowski Kazimierz Stanisław;7;11;11
8a8a8a830e33ee75010e3763a742081a;Zając Grzegorz Stanisław;1;12;12
8a8a8a830e33ee75010e376656a90835;Sala Zbigniew Jerzy;2;12;12
8a8a8a830e33ee75010e3767c2b90844;Mioduchowski Maciej Mieszko;3;12;12
8a8a8a830e33ee75010e3768e5b20855;Kurowski Jan Ryszard;4;12;12
8a8a8a830e33ee75010e376c454b0886;Kowalczyk Zbigniew Jerzy;5;12;12
8a8a8a830e33ee75010e376db7140893;Stadnik Ryszard Janusz;6;12;12
8a8a8a830e33ee75010e37714eff08c5;Niedziałek Aurelia;7;12;12
8a8a8a830e33ee75010e3773d7fa08ef;Bondos Krystyna Małgorzata;8;12;12
8a8a8a830e33ee75010e37752fe60900;Stępień Krystyna;9;12;12
8a8a8a830e33ee75010e3776a18d091f;Inglot Mirosław Zbigniew;10;12;12
8a8a8a830e33ee75010e377827290933;Kowalska Marianna Teresa;11;12;12
8a8a8a830e33ee75010e37795f840942;Hojoł Jan Stefan;12;12;12
8a8a8a820e33ee64010e3846326f1059;Soska Jacek;1;1;PSL
8a8a8a820e33ee64010e384ddf921093;Huczek Henryk;2;1;PSL
8a8a8a820e33ee64010e38520c4210ad;Pierzchała Dawid Piotr;3;1;PSL
8a8a8a820e33ee64010e3858e11710dc;Mączka Grzegorz;4;1;PSL
8a8a8a820e33ee64010e385c1ece10e8;Michałek Dariusz Piotr;5;1;PSL
8a8a8a820e33ee64010e38669f2a1102;Kosowski Grzegorz Marian;6;1;PSL
8a8a8a820e33ee64010e38688b541107;Tracz Robert Antoni;7;1;PSL
8a8a8a820e33ee64010e386b0945110d;Gałgan Władysław;8;1;PSL
8a8a8a820e33ee64010e386ce9a71111;Żywot Maria;9;1;PSL
8a8a8a820e33ee64010e3870f2871116;Jaźwiec Jacek Maciej;10;1;PSL
8a8a8a830e3bbe2a010e3d4990a714fc;Fedak Mariusz;1;2;LPR
8a8a8a830e3bbe2a010e3d4b1364150f;Wróblewska Maria;2;2;LPR
8a8a8a830e3bbe2a010e3d4c8066151c;Kukla Jerzy;3;2;LPR
8a8a8a830e3bbe2a010e3d5188bf1543;Kołodziej Sebastian Adam;4;2;LPR
8a8a8a830e3bbe2a010e3d5561f8155e;Imiałek Danuta;5;2;LPR
8a8a8a830e3bbe2a010e3d56bb19156a;Szklarski Michał;6;2;LPR
8a8a8a830e3bbe2a010e3d5b38d2158a;Czachur Kinga Janina;7;2;LPR
8a8a8a830e3bbe2a010e3d5cd8491596;Pogłódek Andrzej Kazimierz;8;2;LPR
8a8a8a830e3bbe2a010e3d15411e123b;Cebo Janina;1;3;PEiR
8a8a8a830e3bbe2a010e3d19c07f126f;Matusiak Jacek Dominik;2;3;PEiR
8a8a8a830e3bbe2a010e3d1c94c012af;Kuźniak Radosław;3;3;PEiR
8a8a8a830e3bbe2a010e3d2013aa12e5;Wcisło Marian;4;3;PEiR
8a8a8a830e3bbe2a010e3d3ac3fd1457;Stawska Maria;5;3;PEiR
8a8a8a830e3bbe2a010e3d3c5e721466;Kajda Alfreda;6;3;PEiR
8a8a8a830e3bbe2a010e3d3ed625148b;Cuga Jolanta Maria;7;3;PEiR
8a8a8a830e3bbe2a010e3d405ead149b;Moneta Stanisław;8;3;PEiR
8a8a8a830e3bbe2a010e3d448c1c14c7;Ciaćma Stanisław;9;3;PEiR
8a8a8a830e3bbe2a010e3d45fd2114d1;Ponikiewicz Krzysztof;10;3;PEiR
8a8a8a840e424cad010e435e15b62b6d;Szuta Agata Maria;1;4;PiS
8a8a8a840e424cad010e43620bc02c2b;Włoszek Radosław Krzysztof;2;4;PiS
8a8a8a840e424cad010e436492a52ca4;Biernat Zbigniew Stanisław;3;4;PiS
8a8a8a840e424cad010e4367c7332d41;Klich Ewa;4;4;PiS
8a8a8a840e424cad010e436a96d72dcd;Frosik Piotr;5;4;PiS
8a8a8a840e424cad010e436ceba62e1e;Kasprzyk Jerzy;6;4;PiS
8a8a8a840e424cad010e436fd7322ea5;Ciołczyk-Pilarczyk Maria;7;4;PiS
8a8a8a840e424cad010e4372a23e2f27;Juzaszek Stanisław;8;4;PiS
8a8a8a840e424cad010e437486442f9d;Walkiewicz Wiesław;9;4;PiS
8a8a8a830e3bbe2a010e3cd334af0eda;Lasota Marek;1;5;PO
8a8a8a830e3bbe2a010e3cd5ae4f0f01;Sowa Marek;2;5;PO
8a8a8a830e3bbe2a010e3cd851d50f26;Langwerska-Malik Alicja;3;5;PO
8a8a8a830e3bbe2a010e3cddb8a50f8b;Gorgoń Dariusz;4;5;PO
8a8a8a830e3bbe2a010e3ce04da70fb4;Siuda Maria;5;5;PO
8a8a8a830e3bbe2a010e3ce3d5f50fdf;Wróblewski Jerzy;6;5;PO
8a8a8a830e3bbe2a010e3ce66c810ffa;Gacek-Bilczewska Anna;7;5;PO
8a8a8a830e3bbe2a010e3cebb209103b;Warzecha Radosław Stanisław;8;5;PO
8a8a8a830e3bbe2a010e3cf0feec1077;Pokrywka Piotr;9;5;PO
8a8a8a830e3bbe2a010e3cf2c9631096;Grabowski Rafał Marek;10;5;PO
8a8a8a840e424cad010e4259ec950046;Mąsior Bogusław Mikołaj;1;6;SLD
8a8a8a840e424cad010e425c691b0079;Telka Andrzej Jan;2;6;SLD
8a8a8a840e424cad010e4260998f00d1;Curyło Wojciech Kazimierz;3;6;SLD
8a8a8a840e424cad010e4391206833ff;Niewdana Józef;4;6;SLD
8a8a8a840e424cad010e43937097346c;Żymankowski Jan Edward;5;6;SLD
8a8a8a840e424cad010e4394e5a334aa;Matuszewska Franciszka;6;6;SLD
8a8a8a840e424cad010e43a34ed23525;Buliński Andrzej Alfred;7;6;SLD
8a8a8a840e424cad010e43a4d3a93527;Mrowiec Franciszek;8;6;SLD
8a8a8a840e424cad010e43a6163e3541;Sommer Anna;9;6;SLD
8a8a8a840e424cad010e43a7b8323570;Kubica Bolesław Stanisław;10;6;SLD
8a8a8a840e3f660c010e40cc27c2080a;Horecka Maria;1;7;Samoobrona
8a8a8a840e3f660c010e40cef4fa0842;Wroński Zbigniew Janusz;2;7;Samoobrona
8a8a8a840e3f660c010e40d11fca0863;Rydiger Ryszard;3;7;Samoobrona
8a8a8a840e3f660c010e40d3c1f00888;Rybiałek Bogumiła Maria;4;7;Samoobrona
8a8a8a840e3f660c010e40d7b53208c5;Leszczyńska Jadwiga;5;7;Samoobrona
8a8a8a840e3f660c010e40da262b08ec;Piętka Barbara Krystyna;6;7;Samoobrona
8a8a8a840e3f660c010e40dc7ca60905;Adamczyk Marek;7;7;Samoobrona
8a8a8a840e3f660c010e415c239f1313;Zagożdżon Aneta Teresa;1;10;10
8a8a8a840e3f660c010e415f8c191375;Knapik Zbigniew;2;10;10
8a8a8a840e3f660c010e41619ddb1399;Pawlak Wojciech Artur;3;10;10
8a8a8a840e3f660c010e417f3d731651;Pawlus Mariusz Maciej;4;10;10
8a8a8a840e3f660c010e418521a116d1;Śliwa Mirosław Adam;5;10;10
8a8a8a840e3f660c010e418ab715175a;Podbiał Tomasz Józef;6;10;10
8a8a8a840e3f660c010e418ed0e817b6;Stachura Wojciech;7;10;10
8a8a8a840e3f660c010e41915a49180a;Wolant Waldemar;8;10;10
8a8a8a840e43e96f010e4642299c0447;Bielawski Robert Tomasz;1;11;11
8a8a8a840e43e96f010e46477ac2045b;Kownacka Irena;2;11;11
8a8a8a840e43e96f010e464ac5fb0469;Paciej Jolanta;3;11;11
8a8a8a840e43e96f010e4655ac940480;Boroń Bernadetta Monika;4;11;11
8a8a8a840e43e96f010e4659f4a80494;Kisielewski Ireneusz;5;11;11
8a8a8a840e33ee53010e377060000e75;Gajda Tadeusz Stanisław;1;1;PSL
8a8a8a840e33ee53010e377385d60ea7;Maciak Jerzy Wojciech;2;1;PSL
8a8a8a840e33ee53010e3775d3230ecd;Wereszko Waldemar;3;1;PSL
8a8a8a840e33ee53010e377849ab0ef7;Próchniewicz Krzysztof;4;1;PSL
8a8a8a840e33ee53010e377a01230f0c;Gnat Edward;5;1;PSL
8a8a8a840e33ee53010e377c0a2b0f2e;Grządziela Grzegorz;6;1;PSL
8a8a8a840e33ee53010e37802a8f0f7d;Gmerek Henryka;7;1;PSL
8a8a8a840e33ee53010e3781e4f50fa3;Tomczak Jarosław;8;1;PSL
8a8a8a840e33ee53010e37838b3f0fb6;Myczka Andrzej;9;1;PSL
8a8a8a840e33ee53010e3784dd6a0fc8;Kołaczek Grzegorz;10;1;PSL
8a8a8a840e33ee53010e378662c70fef;Rafalska Ilona Maria;11;1;PSL
8a8a8a840e33ee53010e378826270ffa;Sawicki Tomasz Feliks;12;1;PSL
8a8a8a830e2f7d61010e32fd0b370699;Florczyk Piotr Kazimierz;1;2;LPR
8a8a8a830e2f7d61010e32ff47ab069b;Rytych Sławomir;2;2;LPR
8a8a8a830e2f7d61010e3300b356069d;Struszczyk Adrian Waldemar;3;2;LPR
8a8a8a830e2f7d61010e330239c9069f;Jackiewicz Joanna;4;2;LPR
8a8a8a830e2f7d61010e330393f706a1;Bielicki Krzysztof;5;2;LPR
8a8a8a830e2f7d61010e33050cae06a3;Kuźmińska Elżbieta Ilona;6;2;LPR
8a8a8a830e2f7d61010e33065e7206a5;Stanisławska Grażyna Jadwiga;7;2;LPR
8a8a8a830e2f7d61010e3307dbf706a7;Wielgucka Elżbieta Janina;8;2;LPR
8a8a8a830e2f7d61010e3309fad506a9;Wisławska Joanna;9;2;LPR
8a8a8a830e2f7d61010e330c630c06ab;Zbądzka Karolina;10;2;LPR
8a8a8a830e2f7d61010e330de58a06ad;Buda Zenobia;11;2;LPR
8a8a8a830e2f7d61010e330f30d206af;Zimoch Anna;12;2;LPR
8a8a8a840e3f65f6010e41f83cf02db9;Baranowska Anna;1;3;PEiR
8a8a8a840e3f65f6010e41fb785e2e40;Nowak Anna;2;3;PEiR
8a8a8a840e3f65f6010e41fe488d2ec7;Kuśmierski Rafał Tomasz;3;3;PEiR
8a8a8a840e3f65f6010e42007ffb2f3d;Cipiszewski Jerzy Wojciech;4;3;PEiR
8a8a8a840e3f65f6010e4202685f2f90;Ostrowska Łucja Krystyna;5;3;PEiR
8a8a8a840e3f65f6010e420622dc304e;Wilk Lucyna;6;3;PEiR
8a8a8a840e3f65f6010e4207a789308a;Jakubowska Dorota;7;3;PEiR
8a8a8a840e3f65f6010e421c6fcf3454;Błaszczyk Przemysław Jacek;1;4;PiS
8a8a8a840e3f65f6010e4220c38b34e3;Michalak Grzegorz Jan;2;4;PiS
8a8a8a840e3f65f6010e422500a435a6;Kupis Tomasz;3;4;PiS
8a8a8a840e3f65f6010e422794f73615;Arkita Grzegorz Ireneusz;4;4;PiS
8a8a8a840e3f65f6010e422ee123377b;Olczyk Maria Anna;5;4;PiS
8a8a8a840e3f65f6010e42319e6237fe;Myczka Zbigniew Henryk;6;4;PiS
8a8a8a840e3f65f6010e4233ef37386c;Jędrzejczak Zbigniew Artur;7;4;PiS
8a8a8a840e3f65f6010e4235fcff38c0;Ceranowska Zofia Izabela;8;4;PiS
8a8a8a840e3f65f6010e423869203908;Strugiński Jan;9;4;PiS
8a8a8a830e424d14010e4262ff440183;Brygier Tomasz;10;4;PiS
8a8a8a830e424d14010e4268975b023d;Otto Dawid Błażej;11;4;PiS
8a8a8a830e424d14010e426ac091028e;Gajda Mirosław;12;4;PiS
8a8a8a820e3bbe22010e3ceee2e42267;Dunin Artur Jerzy;1;5;PO
8a8a8a820e3bbe22010e3cf0c93b22c7;Runiński Jerzy;2;5;PO
8a8a8a820e3bbe22010e3cf3dcf82331;Olejniczak Jerzy Wojciech;3;5;PO
8a8a8a820e3bbe22010e3cf66d5f238b;Żak Alicja Małgorzata;4;5;PO
8a8a8a820e3bbe22010e3cf9c4e8240f;Janiuk Iwona;5;5;PO
8a8a8a820e3bbe22010e3cfb2d182449;Stępień Danuta;6;5;PO
8a8a8a820e3bbe22010e3cfd4c5a2493;Stangreciak Ryszard Józef;7;5;PO
8a8a8a820e3bbe22010e3cffcae224d0;Heichman Ada;8;5;PO
8a8a8a840e25fd28010e2de4bfc30ebf;Kaczmarek Michał;1;6;SLD
8a8a8a840e25fd28010e2de6ac290ec6;Nejman Jolanta Zofia;2;6;SLD
8a8a8a840e25fd28010e2ded7d110edf;Laska Józef Wojciech;3;6;SLD
8a8a8a840e25fd28010e2defca9b0ef1;Zaborowski Daniel;4;6;SLD
8a8a8a840e25fd28010e2df1bc170f02;Rogalski Wiesław Włodzimierz;5;6;SLD
8a8a8a840e25fd28010e2df33aa70f0b;Zabłocki Witold Przemysław;6;6;SLD
8a8a8a840e25fd28010e2df496300f13;Makowska Małgorzata;7;6;SLD
8a8a8a840e25fd28010e2df60e590f21;Bakalarz Justyna Maria;8;6;SLD
8a8a8a840e25fd28010e2dfb42e30f30;Bielawski Jerzy Fryderyk;9;6;SLD
8a8a8a840e25fd28010e2dfd033b0f3a;Jasińska Anna Ewa;10;6;SLD
8a8a8a840e25fd28010e2e46a21d0ff8;Kraska Marek Grzegorz;1;7;Samoobrona
8a8a8a840e25fd28010e2e492d0f0ffc;Szymański Sylwester;2;7;Samoobrona
8a8a8a840e25fd28010e2e5534711012;Kubica Edward;3;7;Samoobrona
8a8a8a840e25fd28010e2e5fb8e21016;Wojtera Jan;4;7;Samoobrona
8a8a8a840e25fd28010e2e61b1dd101a;Olejniczak Bogusław Andrzej;5;7;Samoobrona
8a8a8a840e25fd28010e2e630351101e;Tarka Zbigniew;6;7;Samoobrona
8a8a8a840e25fd28010e2e69f0bf1032;Saganiak Sylwester;7;7;Samoobrona
8a8a8a840e25fd28010e2e6c261d103a;Polańska Aldona Barbara;8;7;Samoobrona
8a8a8a840e25fd28010e2e6e246e104b;Sobczyk Izabela;9;7;Samoobrona
8a8a8a840e25fd28010e2e6ffac21054;Wielgus Zdzisław Zygmunt;10;7;Samoobrona
8a8a8a840e25fd28010e2e723953105d;Bąbel Renata Barbara;11;7;Samoobrona
8a8a8a840e25fd28010e2e74b3331061;Olejniczak Stanisław Feliks;12;7;Samoobrona
8a8a8a840e33ee53010e37ab4c1b1217;Lubowicka Małgorzata;1;11;11
8a8a8a840e33ee53010e37ad629a1236;Kaczmarek Sławomir Andrzej;2;11;11
8a8a8a840e33ee53010e37ae9f5c1246;Skalska Michalina;3;11;11
8a8a8a840e33ee53010e37b03a65125e;Zawołokin Natalia;4;11;11
8a8a8a840e33ee53010e37b19d931275;Peplińska Mariola Katarzyna;5;11;11
8a8a8a840e33ee53010e37b53b7a12b8;Kaźmierska Kamila;6;11;11
8a8a8a840e33ee53010e37b8a9b612db;Kucharczyk Jarosław Michał;7;11;11
8a8a8a840e33ee53010e37ba0fe81301;Nadłonek Paulina Aneta;8;11;11
8a8a8a840e33ee53010e37bb54ad1319;Skrzypczak Agata Joanna;9;11;11
8a8a8a840e33ee53010e37bcdd691332;Zawołokin Beata Dorota;10;11;11
8a8a8a840e33ee53010e37be0b261350;Nastarowicz Ewa;11;11;11
8a8a8a840e33ee53010e37bf428a1369;Mendasik Agnieszka;12;11;11
8a8a8a840e25fd28010e2dd0804e0e1f;Ziemba Andrzej;1;14;14
8a8a8a840e25fd28010e2dd3b1430e37;Słubik Hubert;2;14;14
8a8a8a840e25fd28010e2dd4f4540e3b;Abramowicz Maciej;3;14;14
8a8a8a840e25fd28010e2dd6a3900e4e;Gąsior Witold Leon;4;14;14
8a8a8a840e25fd28010e2dd86bbf0e56;Walichnowski Zbigniew;5;14;14
8a8a8a840e25fd28010e2dda34000e65;Halamus Anatol;6;14;14
8a8a8a840e25fd28010e2ddc589b0e77;Białoskórska Małgorzata Dorota;7;14;14
8a8a8a830e2f7d61010e329bc0fd05a4;Ciesielski Sławomir;1;15;15
8a8a8a830e2f7d61010e329d74e105a6;Kropidłowski Jacek;2;15;15
8a8a8a830e2f7d61010e329ea62105ae;Marciniak Tadeusz;3;15;15
8a8a8a830e2f7d61010e329fd3a305b0;Kamiński Andrzej Józef;4;15;15
8a8a8a830e2f7d61010e32a0eb5805b5;Rosińska Wanda;5;15;15
8a8a8a830e2f7d61010e32a2beaa05b9;Stańczyk Janina;6;15;15
8a8a8a830e2f7d61010e32a4159f05bd;Sobieszek Zygmunt;7;15;15
8a8a8a840e424ca3010e4332cdee2ddb;Nowicki Mieczysław Paweł;1;16;16
8a8a8a840e424ca3010e433412402e21;Hatala Edward Maksymilian;2;16;16
8a8a8a840e424ca3010e4335939c2e83;Gędek Wojciech Wacław;3;16;16
8a8a8a840e424ca3010e4338a4a92f35;Puchała Mirosław Kazimierz;4;16;16
8a8a8a840e424ca3010e433a0f6c2f8e;Grabowski Dariusz Tomasz;5;16;16
8a8a8a840e424ca3010e433bc5c23012;Królikowska Ilona;6;16;16
8a8a8a820e424ca4010e43cbaa154703;Graczyk Zenon;1;17;17
8a8a8a820e424ca4010e43cd0f484725;Garwicki Tomasz;2;17;17
8a8a8a830e43e9dc010e43f0f73c0009;Bieńkowski Tomasz;3;17;17
8a8a8a830e43e9dc010e43f242f30015;Krzyżaniak Tadeusz;4;17;17
8a8a8a830e43e9dc010e43f3b86a002b;Kociemba Marcin;5;17;17
8a8a8a830e43e9dc010e43f56a7d0045;Olejniczak Emilian Stanisław;6;17;17
8a8a8a830e43e9dc010e43f7082e0054;Król Bogumiła Małgorzata;7;17;17
8a8a8a830e43e9dc010e43f8fc1e0067;Walczewska Danuta;8;17;17
8a8a8a830e43e9dc010e43fb1f030072;Włodarczyk Michał;9;17;17
8a8a8a830e43e9dc010e43fd19880081;Chwiałkowski Emil Marcin;10;17;17
8a8a8a830e43e9dc010e43fe9bfe0099;Walczak Stanisław;11;17;17
8a8a8a830e43e9dc010e4400135400a2;Żurawicz Bartosz;12;17;17
8a8a8a840e43ea22010e4782ac4204ed;Ziemba Kazimierz;1;1;PSL
8a8a8a840e43ea22010e47869bb404f1;Dziewguć Zygmunt;2;1;PSL
8a8a8a840e43ea22010e4789af9f04f3;Kopczyński Waldemar;3;1;PSL
8a8a8a840e43ea22010e478caedb04f5;Godyński Wojciech Jerzy;4;1;PSL
8a8a8a840e43ea22010e478ec13e04f7;Sitkowski Stefan Jan;5;1;PSL
8a8a8a840e43ea22010e479218e604f9;Sypień Mieczysław;6;1;PSL
8a8a8a830e5689c4010e573d6f0a00e3;Szeliga Andrzej;7;1;PSL
8a8a8a840e43ea22010e4797b1010506;Niewiadomski Piotr Wojciech;8;1;PSL
8a8a8a840e424d71010e42e882170cc8;Budniak Jacek;1;2;LPR
8a8a8a840e424d71010e42eeaf660d6c;Rogozińska - Ardzińska Hanka;2;2;LPR
8a8a8a840e424d71010e42f227d20db8;Jeleń Ryszard;3;2;LPR
8a8a8a840e424d71010e42f6ce2d0e26;Siedlewska Karolina Katarzyna;4;2;LPR
8a8a8a840e424d71010e42f7d1c40e3b;Kaczmarek Ewa;5;2;LPR
8a8a8a840e424d71010e42fc6ce30eab;Błażewicz Bartosz Jakub;6;2;LPR
8a8a8a840e424d71010e42fe6c9c0ee4;Stawiarska Sandra;7;2;LPR
8a8a8a840e424d71010e4303352c0f81;Buchowiecki Radosław;8;2;LPR
8a8a8a840e424d71010e430326f60f7f;Adamiak Anna;9;2;LPR
8a8a8a840e424d71010e43093efb0fff;Gallos Agnieszka Joanna;10;2;LPR
8a8a8a830e43ea0f010e474cfd8302c0;Lasek Henryk Jan;1;3;PEiR
8a8a8a830e43ea0f010e474f0a8102c5;Czekan Dariusz;2;3;PEiR
8a8a8a830e43ea0f010e4753b57402ca;Kijana Józef;3;3;PEiR
8a8a8a830e43ea0f010e4756af7002cf;Wądołowski Marek Zbigniew;4;3;PEiR
8a8a8a830e43ea0f010e47591c9102d6;Kwiatkowski Marek;5;3;PEiR
8a8a8a820e43ea14010e468482b504ae;Zasadzki Włodzimierz Andrzej;1;4;PiS
8a8a8a820e43ea14010e4689601b04cb;Szymańska Halina Barbara;2;4;PiS
8a8a8a820e43ea14010e468baeab04df;Jakubowski Adam Jan;3;4;PiS
8a8a8a820e43ea14010e468ecf9a04ed;Adamski Euzebiusz Sylwester;4;4;PiS
8a8a8a820e43ea14010e4691c60b0504;Gawłowicz Józef Ireneusz;5;4;PiS
8a8a8a820e43ea14010e4697cf1c0532;Wawrowski Henryk;6;4;PiS
8a8a8a820e43ea14010e469c5c070550;Chabior Marek;7;4;PiS
8a8a8a820e43ea14010e46a2d491057a;Masacz Bożena Maria;8;4;PiS
8a8a8a820e43ea14010e46a5d4df0597;Czyleko Patryk Ernest;9;4;PiS
8a8a8a820e43ea14010e46aa4e0b05b9;Kamińska-Żuchowska Grażyna Helena;10;4;PiS
8a8a8a840e43ea22010e46e85454045d;Geblewicz Olgierd Tomasz;1;5;PO
8a8a8a840e43ea22010e46ec3fae045f;Kowalewski Przemysław;2;5;PO
8a8a8a840e43ea22010e46efc0e80463;Iwan Stanisław;3;5;PO
8a8a8a840e43ea22010e46f5d81b0467;Grabowska Izabela Urszula;4;5;PO
8a8a8a840e43ea22010e47008d81046e;Głąbiński Zbigniew Andrzej;5;5;PO
8a8a8a840e43ea22010e4706ed1d0473;Wijatyk Mariusz Antoni;6;5;PO
8a8a8a840e43ea22010e470a81ba0475;Zakrzewski Bartłomiej Jan;7;5;PO
8a8a8a840e43ea22010e484d8bc40610;Zacharczuk Iwona Anna;8;5;PO
8a8a8a840e43ea22010e4716dcf30482;Czarnecki Zygmunt Michał;9;5;PO
8a8a8a840e43ea22010e4721be19048a;Stanaszek-Kaczor Anna Maria;10;5;PO
8a8a8a840e43ea22010e46580740035e;Piela-Mielczarek Elżbieta Agnieszka;1;6;SLD
8a8a8a840e43ea22010e465c7c120366;Krystek Dawid Wojciech;2;6;SLD
8a8a8a840e43ea22010e46617e97036e;Sylwestrzak Jan Wacław;3;6;SLD
8a8a8a840e43ea22010e4665a93e0376;Barcikowski Mirosław Władysław;4;6;SLD
8a8a8a840e43ea22010e466b1942037b;Szechlicki Konrad Henryk;5;6;SLD
8a8a8a840e43ea22010e466f15e6038a;Cieciórski Leszek;6;6;SLD
8a8a8a840e43ea22010e46724e7c0394;Goch Zbigniew;7;6;SLD
8a8a8a840e3f6636010e421a2fcd19d9;Stasik Nikodem Andrzej;1;7;Samoobrona
8a8a8a840e3f6636010e422fe6041ac7;Lepper Bogusław Andrzej;2;7;Samoobrona
8a8a8a840e3f6636010e421e61221a23;Bas Władysław;3;7;Samoobrona
8a8a8a840e3f6636010e422b747c1a9b;Wojciechowska Renata Agata;4;7;Samoobrona
8a8a8a840e3f6636010e423001411ac9;Kopyść Bartłomiej;5;7;Samoobrona
8a8a8a840e3f6636010e41f72237182d;Zdroik Joanna;1;10;10
8a8a8a840e3f6636010e41f5f5bc1821;Kłaczyński Wacław;2;10;10
8a8a8a840e3f6636010e41fb856a1873;Krzywania Przemysław;3;10;10
8a8a8a840e3f6636010e4205914318eb;Cylejewski Łukasz;4;10;10
8a8a8a840e3f6636010e41ffbb1418a8;Salwin Andrzej Jan;5;10;10
8a8a8a840e3f6636010e42047a5218d7;Chomyszczak Jolanta;6;10;10
8a8a8a830e43ea0f010e51b215d11437;Durska Zdzisława Barbara;1;11;11
8a8a8a830e43ea0f010e51b5bfaa143d;Maliszewski Andrzej Krzysztof;2;11;11
8a8a8a830e43ea0f010e51b922ac1447;Łuczak Ryszard;3;11;11
8a8a8a830e43ea0f010e518fd3a113f3;Fesz Jan;4;11;11
8a8a8a830e43ea0f010e51bcc2b31456;Hedzielska Agata Lucyna;5;11;11
8a8a8a830e43ea0f010e51bf2ee61463;Olczyk Jarosław;6;11;11
8a8a8a820e3bbd8c010e3cfc448518a6;Kłopotek Eugeniusz;1;1;PSL
8a8a8a820e3bbd8c010e3d0050ac1916;Oczkowska Silvana Jadwiga;2;1;PSL
8a8a8a820e3bbd8c010e3d0361e31951;Koszowski Franciszek;3;1;PSL
8a8a8a820e3bbd8c010e3d07495b19af;Mes Ewa Monika;4;1;PSL
8a8a8a820e3bbd8c010e3d0a48261a05;Domek Henryk Stanisław;5;1;PSL
8a8a8a820e3bbd8c010e3d0eb40d1a6d;Ryduchowska Jadwiga;6;1;PSL
8a8a8a820e3bbd8c010e3d10a13c1a94;Jakubczak Anna Maria;7;1;PSL
8a8a8a820e3bbd8c010e3d126a501ac1;Drewka Hanna Maria;8;1;PSL
8a8a8a820e3bbd8c010e3d15aa661b1d;Bogusz Mirosław;9;1;PSL
8a8a8a820e3bbd8c010e3d16e28c1b3b;Skrzypczyk Artur Jan;10;1;PSL
8a8a8a820e3bbd8c010e3d190eec1b69;Kloska Anna Maria;11;1;PSL
8a8a8a820e3bbd8c010e3d1b78841b8e;Ornowski Alojzy;12;1;PSL
8a8a8a830e3f65f3010e412f72f209ef;Król Jan Stanisław;1;2;LPR
8a8a8a830e3f65f3010e4133bef50a37;Zakrzewska Miłosława Maria;2;2;LPR
8a8a8a830e3f65f3010e4137ce080a56;Tworzydło Robert Piotr;3;2;LPR
8a8a8a830e3f65f3010e413b44480a89;Jurek Elżbieta Lucyna;4;2;LPR
8a8a8a830e3f65f3010e413eabfa0ac6;Pejka Krzysztof Stanisław;5;2;LPR
8a8a8a830e3f65f3010e4135b7ed0a3f;Kryger Grażyna Barbara;6;2;LPR
8a8a8a830e3f65f3010e413b3caf0a87;Kiełpiński Tomasz Alfons;7;2;LPR
8a8a8a830e3f65f3010e413e94400ac4;Pawlik Barbara Agnieszka;8;2;LPR
8a8a8a830e3f65f3010e414156ca0b00;Grochowska Izabela Ewa;9;2;LPR
8a8a8a820e3bbd8c010e3e01c31325b7;Michalak Franciszek;1;3;PEiR
8a8a8a820e3bbd8c010e3e0384cd25bd;Lewandowski Lech Kazimierz;2;3;PEiR
8a8a8a820e3bbd8c010e3e04e78925ca;Krause Wojciech;3;3;PEiR
8a8a8a820e3bbd8c010e3e08526425d2;Stocki Czesław;4;3;PEiR
8a8a8a820e3bbd8c010e3e0a15b625d8;Ewich Ryszard Zdzisław;5;3;PEiR
8a8a8a820e3bbd8c010e3e0b718225dd;Urbaniak Kamila Maria;6;3;PEiR
8a8a8a820e3bbd8c010e3e0dbb3125e0;Paliwoda Kalina Agata;7;3;PEiR
8a8a8a820e3bbd8c010e3e0ee95c25e4;Michalak Barbara;8;3;PEiR
8a8a8a840e3bbd8d010e3d9bf50d1e53;Ostrowska Regina Maria;1;4;PiS
8a8a8a840e3bbd8d010e3d9dca4f1e64;Pająkowski Jarosław Józef;2;4;PiS
8a8a8a840e3bbd8d010e3da021bd1e6f;Witkowski Marek Leon;3;4;PiS
8a8a8a840e3bbd8d010e3da6f0551e82;Zamłyński Tadeusz;4;4;PiS
8a8a8a840e3bbd8d010e3da9d1211e86;Kuffel Stanisława;5;4;PiS
8a8a8a840e3bbd8d010e3dabcb581e8a;Lachowski Roman Ryszard;6;4;PiS
8a8a8a840e3bbd8d010e3dae83471e93;Jachymska Justyna;7;4;PiS
8a8a8a840e3bbd8d010e3db353f61ea6;Nyirö Arpad Janusz;8;4;PiS
8a8a8a840e3bbd8d010e3db552101ea9;Michalska Halina Bożena;9;4;PiS
8a8a8a840e3bbd8d010e3db6aea01eab;Sobieralska Renata;10;4;PiS
8a8a8a840e3bbd8d010e3db87cd31ebf;Gordon Dagmara Maria;11;4;PiS
8a8a8a840e3bbd8d010e3db9b6d31ec7;Murach Ludwik;12;4;PiS
8a8a8a820e3bbd8c010e3e2316df263e;Kobiak Andrzej;1;5;PO
8a8a8a820e3bbd8c010e3e24f2f72644;Katulski Jarosław Paweł;2;5;PO
8a8a8a820e3bbd8c010e3e283639264c;Kubica Jacek;3;5;PO
