"teryt";"lgw";"pis";"po";"d3";"pis.p";"po.p";"d3.p"
"143403";13198;4001;4753;1024;30.3151992726171;36.0130322776178;7.75875132595848
"143404";7361;2481;2624;471;33.7046596929765;35.6473305257438;6.39858714848526
"143405";2973;1798;472;182;60.4776320215271;15.8762193070972;6.12176252943155
"143406";2366;1265;524;173;53.4657650042265;22.1470836855452;7.31191885038039
"143407";3626;1809;705;236;49.8896856039713;19.4429123000552;6.50854936569222
"143408";2001;1017;199;72;50.8245877061469;9.94502748625687;3.59820089955022
"143409";9788;4226;2714;529;43.1753167143441;27.7278299959134;5.40457703310176
"143410";742;418;130;49;56.3342318059299;17.5202156334232;6.60377358490566
"143411";6270;3296;1228;386;52.5677830940989;19.585326953748;6.15629984051037
"143412";18306;7350;6023;945;40.1507702392658;32.9017808368841;5.1622418879056
"143501";2422;1392;332;221;57.4731626754748;13.7076796036334;9.12469033856317
"143502";2183;1190;362;210;54.512139257902;16.5826843792945;9.61978928080623
"143503";2252;1430;215;151;63.4991119005329;9.54706927175844;6.70515097690941
"143504";1777;918;258;230;51.6601012943163;14.518851997749;12.9431626336522
"143505";12358;5663;3314;947;45.8245670820521;26.8166369962777;7.66305227383072
"143506";1914;1083;333;173;56.5830721003135;17.3981191222571;9.03866248693835
"143601";1187;702;194;55;59.1406908171862;16.3437236731255;4.6335299073294
"143602";1400;757;235;91;54.0714285714286;16.7857142857143;6.5
"143603";1368;853;148;101;62.3538011695906;10.8187134502924;7.38304093567251
"143604";1170;687;75;105;58.7179487179487;6.41025641025641;8.97435897435897
"143605";4127;2096;871;320;50.7874969711655;21.1049188272353;7.75381633147565
"143701";1122;661;154;147;58.9126559714795;13.7254901960784;13.1016042780749
"143702";898;458;178;141;51.0022271714922;19.8218262806236;15.7015590200445
"143703";1398;796;277;139;56.9384835479256;19.8140200286123;9.94277539341917
"143704";820;507;88;99;61.8292682926829;10.7317073170732;12.0731707317073
"143705";688;430;73;78;62.5;10.6104651162791;11.3372093023256
"143706";3400;1494;957;430;43.9411764705882;28.1470588235294;12.6470588235294
"143801";12620;4249;4837;1198;33.6687797147385;38.3280507131537;9.49286846275753
"143802";3178;1515;760;244;47.6714915040906;23.9144115796098;7.67778477029578
"143803";2490;1141;589;257;45.8232931726908;23.6546184738956;10.3212851405622
"143804";2066;768;627;243;37.1732817037754;30.3484995159729;11.7618586640852
"143805";2690;1278;569;247;47.5092936802974;21.1524163568773;9.182156133829
"146101";14752;5986;3724;2667;40.5775488069414;25.2440347071584;18.0789045553145
"146201";36165;12390;15718;2397;34.2596433015346;43.4619106871284;6.627955205309
"146301";64012;26345;23413;3153;41.156345685184;36.5759545085296;4.92563894269824
"146401";25260;10959;8219;1836;43.3847980997625;32.5376088677751;7.26840855106888
"146502";54208;10426;27605;4006;19.2333234946871;50.9242178276269;7.39005312868949
"146503";55882;10315;26949;4748;18.4585376328693;48.2248308936688;8.49647471457715
"146504";55972;13372;25989;3698;23.8905166869149;46.4321446437504;6.60687486600443
"146505";95663;18311;48485;6207;19.1411517514609;50.6831272278728;6.48840199450153
"146506";33875;6852;16055;2261;20.2273062730627;47.3948339483395;6.67453874538745
"146507";78603;17604;37114;5381;22.3960917522232;47.2170273399234;6.84579468977011
"146508";22391;6387;8846;1260;28.524853735876;39.5069447545889;5.6272609530615
"146509";10409;2614;4677;701;25.1128830819483;44.932270150831;6.73455663368239
"146510";44812;10055;21362;2576;22.438186200125;47.6702668927966;5.74846023386593
"146511";48225;13335;20805;3420;27.651632970451;43.1415241057543;7.09175738724728
"146512";26281;6153;11443;2184;23.4123511281915;43.5409611506412;8.31018606597923
"146513";71868;12690;39052;4873;17.6573718483887;54.3385094896199;6.78048644737574
"146514";36981;9383;17193;2936;25.3724885752143;46.4914415510668;7.93921202779806
"146515";11896;2824;5547;930;23.7390719569603;46.6291190316073;7.817753866846
"146516";19864;2715;11919;1456;13.6679420056383;60.0030205396697;7.32984293193717
"146517";19356;4078;8816;1532;21.0684025625129;45.5466005373011;7.91485844182682
"146518";56644;12395;26185;3912;21.8822823246946;46.2273144551938;6.90629192853612
"146519";25653;4792;12828;1732;18.6800764043192;50.0058472693252;6.75164698085994
"160101";10352;3640;4351;402;35.1622874806801;42.0305255023184;3.88330757341577
"160102";2460;977;801;111;39.7154471544715;32.5609756097561;4.51219512195122
"160103";4696;1944;1646;257;41.396933560477;35.0511073253833;5.47274275979557
"160104";3083;1148;1112;129;37.236457995459;36.0687641907233;4.18423613363607
"160105";2433;1008;867;121;41.4303329223181;35.6350184956843;4.97328401150843
"160106";1490;705;378;62;47.3154362416107;25.3691275167785;4.16107382550336
"160201";1316;610;396;60;46.3525835866261;30.0911854103343;4.55927051671733
"160202";1693;767;521;99;45.304193738925;30.7737743650325;5.8476077968104
"160203";6061;2678;2224;221;44.1841280316779;36.6936149150305;3.64626299290546
"160204";2606;1224;783;143;46.968534151957;30.0460475825019;5.48733691481197
"160301";15487;4251;7437;840;27.4488280493317;48.0209207722606;5.42390391941628
"160302";1784;488;792;117;27.3542600896861;44.3946188340807;6.55829596412556
"160303";1057;313;478;62;29.6121097445601;45.2223273415326;5.86565752128666
"160304";1417;480;577;76;33.8743824982357;40.7198306280875;5.36344389555399
"160305";755;248;299;43;32.8476821192053;39.6026490066225;5.6953642384106
"160306";1591;422;734;99;26.5241986172219;46.1345065996229;6.22250157133878
"160401";2248;905;942;87;40.2580071174377;41.9039145907473;3.87010676156584
"160402";9709;2819;5050;274;29.0349160572665;52.0135956329179;2.82212380265733
"160403";1176;293;572;50;24.9149659863946;48.6394557823129;4.25170068027211
"160404";3151;1371;1105;88;43.5099968264043;35.0682323072041;2.79276420184069
"160501";2500;506;1288;211;20.24;51.52;8.44
"160502";5166;1324;2558;289;25.6291134339915;49.5160665892373;5.59427022841657
"160503";1256;278;649;86;22.1337579617834;51.671974522293;6.84713375796178
"160504";944;175;532;36;18.5381355932203;56.3559322033898;3.8135593220339
"160505";3121;772;1606;191;24.735661646908;51.4578660685678;6.11983338673502
"160601";1035;456;331;37;44.0579710144928;31.9806763285024;3.57487922705314
"160602";7708;2929;2945;299;37.9994810586404;38.2070576024909;3.87908666320706
"160603";1267;353;624;79;27.861089187056;49.2501973164957;6.23520126282557
"160604";955;382;345;36;40;36.1256544502618;3.7696335078534
"160605";1016;404;336;52;39.7637795275591;33.0708661417323;5.11811023622047
"160701";5864;2391;2243;229;40.7742155525239;38.2503410641201;3.90518417462483
"160702";796;453;158;23;56.9095477386935;19.8492462311558;2.8894472361809
"160703";2019;1054;515;124;52.2040614165428;25.5076770678554;6.14165428429916
"160704";1690;685;511;82;40.5325443786982;30.2366863905325;4.85207100591716
"160705";16233;6116;6335;839;37.6763383231688;39.0254420008624;5.16848395244256
"160706";3488;1727;974;160;49.5126146788991;27.9243119266055;4.58715596330275
"160707";3131;1426;1014;141;45.5445544554455;32.385819227084;4.50335356116257
"160708";979;505;285;32;51.5832482124617;29.1113381001021;3.26864147088866
"160709";1416;740;349;60;52.2598870056497;24.6468926553672;4.23728813559322
"160801";1841;466;891;103;25.312330255296;48.3976099945682;5.59478544269419
"160802";1413;495;595;59;35.031847133758;42.1089879688606;4.17551309271054
"160803";4246;1079;2100;217;25.4121526142252;49.4583137070184;5.1106924163919
"160804";3954;1576;1419;245;39.8583712696004;35.8877086494689;6.1962569549823
"160805";649;197;288;24;30.3543913713405;44.3759630200308;3.6979969183359
"160806";1991;893;633;88;44.8518332496233;31.7930688096434;4.41988950276243
"160807";561;141;267;19;25.1336898395722;47.5935828877005;3.38680926916221
"160901";1772;355;1008;102;20.0338600451467;56.8848758465011;5.75620767494357
"160902";2325;620;1110;182;26.6666666666667;47.741935483871;7.82795698924731
"160903";2379;404;1388;126;16.9819251786465;58.3438419503993;5.29634300126103
"160904";2207;453;1179;117;20.525600362483;53.4209333937472;5.30131400090621
"160905";2571;409;1522;158;15.9082069233761;59.1987553481136;6.14546868922598
"160906";1044;244;559;58;23.3716475095785;53.544061302682;5.55555555555556
"160907";3285;1285;1104;171;39.117199391172;33.6073059360731;5.20547945205479
"160908";4078;1050;2124;236;25.747915644924;52.0843550760177;5.78715056400196
"160909";1766;492;876;98;27.8595696489241;49.60362400906;5.54926387315968
"160910";2102;462;1084;106;21.9790675547098;51.569933396765;5.04281636536632
"160911";2197;534;1091;115;24.3058716431498;49.6586253982704;5.23441055985435
"160912";1519;551;532;178;36.2738643844635;35.0230414746544;11.7182356813693
"160913";2491;511;1397;143;20.5138498594942;56.0818948213569;5.74066639903653
"161001";1907;565;862;83;29.627687467226;45.2018877818563;4.35238594651285
"161002";2574;882;1124;85;34.2657342657343;43.6674436674437;3.3022533022533
"161003";1094;434;358;75;39.6709323583181;32.7239488117002;6.85557586837294
"161004";6772;2819;2405;247;41.6272888363851;35.5138806851743;3.64737152982871
"161101";1144;227;621;54;19.8426573426573;54.2832167832168;4.72027972027972
"161102";1374;373;608;93;27.1470160116448;44.2503639010189;6.76855895196507
"161103";1082;281;567;65;25.9704251386322;52.4029574861368;6.00739371534196
"161104";1610;478;755;80;29.6894409937888;46.8944099378882;4.96894409937888
"161105";7218;1736;3751;378;24.0509836519812;51.9673039623164;5.23690773067332
"161106";1363;434;565;82;31.8415260454879;41.452677916361;6.01614086573734
"161107";2364;899;876;105;38.0287648054146;37.0558375634518;4.44162436548223
"166101";43938;8812;23902;2209;20.0555327962128;54.3993809458783;5.02753880467932
"180103";652;317;141;33;48.6196319018405;21.6257668711656;5.06134969325153
"180105";707;249;256;25;35.2192362093352;36.2093352192362;3.53606789250354
"180108";4577;1943;1580;188;42.4513873716408;34.520428228097;4.10749399169762
"180201";7051;4368;1320;211;61.9486597645724;18.7207488299532;2.99248333569706
"180202";1551;1019;156;38;65.6995486782721;10.0580270793037;2.45003223726628
"180203";1969;1296;212;64;65.8202133062468;10.7668867445404;3.25038090401219
"180204";2644;1643;458;70;62.1406959152799;17.32223903177;2.64750378214826
"180205";2506;1821;256;58;72.6656025538707;10.2154828411812;2.31444533120511
"180206";2010;1286;283;99;63.9800995024876;14.0796019900498;4.92537313432836
"180301";14729;6830;4518;822;46.3711046235318;30.6741801887433;5.58082694005024
"180302";3694;2621;321;189;70.9528965890633;8.6897671900379;5.11640498105035
"180303";3819;2241;441;440;58.6802827965436;11.5475255302435;11.5213406650956
"180304";7205;4095;1340;456;56.8355308813324;18.5981956974323;6.32893823733518
"180305";1188;805;88;80;67.7609427609428;7.40740740740741;6.73400673400673
"180306";5521;3670;501;418;66.4734649520015;9.07444303568194;7.57109219344322
"180307";4414;2532;483;506;57.3629361123697;10.9424558223833;11.4635251472587
"180401";11160;5080;3687;439;45.5197132616487;33.0376344086022;3.9336917562724
"180402";1521;878;304;64;57.7251808021039;19.9868507560815;4.2077580539119
"180403";1368;905;130;58;66.1549707602339;9.50292397660819;4.23976608187134
"180404";3526;2046;607;143;58.0260918888259;17.2149744753261;4.05558706749858
"180405";1756;1104;154;83;62.870159453303;8.76993166287016;4.72665148063781
"180406";2676;1406;549;105;52.5411061285501;20.5156950672646;3.9237668161435
"180407";2798;1982;200;93;70.8363116511794;7.14796283059328;3.32380271622588
"180408";2841;1808;284;98;63.6395635339669;9.99648011263639;3.44948961633228
"180409";1086;687;93;45;63.2596685082873;8.56353591160221;4.14364640883978
"180410";1732;1097;195;92;63.337182448037;11.2586605080831;5.31177829099307
"180411";3459;2309;429;114;66.7533969355305;12.4024284475282;3.29575021682567
"180501";11030;5147;4021;267;46.663644605621;36.4551223934724;2.42067089755213
"180502";1813;1384;165;32;76.3375620518478;9.10093767236624;1.76503033645891
"180503";2761;1978;343;59;71.6407098877218;12.4230351321985;2.13690691778341
"180504";5129;3177;951;114;61.9418990056541;18.5416260479626;2.2226554883993
"180505";2607;1791;270;76;68.6996547756041;10.3567318757192;2.91522823168393
"180506";450;265;87;23;58.8888888888889;19.3333333333333;5.11111111111111
"180507";2686;1853;302;101;68.9873417721519;11.2434847356664;3.7602382725242
"180508";1539;1130;140;33;73.4243014944769;9.09681611435997;2.14424951267056
"180509";3482;2085;579;135;59.8793796668581;16.6283744974153;3.87708213670304
"180511";2560;1610;459;58;62.890625;17.9296875;2.265625
"180601";2361;1495;175;79;63.3206268530284;7.41211351122406;3.34603981363829
"180602";7453;3262;1275;286;43.767610358245;17.1072051522877;3.83738092043472
"180603";2596;1741;216;105;67.0647149460709;8.32049306625578;4.04468412942989
"180604";2064;1217;168;114;58.9631782945737;8.13953488372093;5.52325581395349
"180605";2024;1281;166;85;63.2905138339921;8.20158102766798;4.199604743083
"180606";1599;1000;101;91;62.5390869293308;6.31644777986241;5.69105691056911
"180701";3592;2163;681;107;60.21714922049;18.9587973273942;2.97884187082405
"180702";3683;2048;831;135;55.6068422481673;22.5631278848765;3.66549008960087
"180703";3544;2037;783;123;57.4774266365689;22.0936794582393;3.4706546275395
"180704";4089;2198;969;171;53.7539740767914;23.6977256052825;4.18195157740279
"180705";3201;1806;695;91;56.4198687910028;21.7119650109341;2.8428616057482
"180706";1662;947;388;43;56.9795427196149;23.3453670276775;2.58724428399519
"180707";4051;2163;1006;143;53.3942236484819;24.8333744754382;3.52999259442113
"180708";5164;2977;1140;163;57.6491092176607;22.0759101471727;3.15646785437645
"180709";2326;1193;547;89;51.2897678417885;23.5167669819432;3.82631126397249
"180710";628;370;166;8;58.9171974522293;26.4331210191083;1.27388535031847
"180801";4541;2088;1693;76;45.9810614402114;37.2825368861484;1.67364016736402
"180802";2326;1497;358;52;64.3594153052451;15.3912295786758;2.23559759243336
"180803";1557;955;252;47;61.3359023763648;16.1849710982659;3.01862556197816
"180804";5673;3657;857;77;64.4632469592808;15.1066455138375;1.35730653974969
"180805";6941;4769;959;113;68.7076790087884;13.8164529606685;1.62800749171589
"180901";3344;1503;1275;104;44.9461722488038;38.127990430622;3.11004784688995
"180902";1815;976;359;114;53.7741046831956;19.7796143250689;6.28099173553719
"180903";1215;640;273;78;52.6748971193416;22.4691358024691;6.41975308641975
"180904";2420;1580;347;96;65.2892561983471;14.3388429752066;3.96694214876033
"180905";1863;1074;388;76;57.6489533011272;20.8266237251744;4.07944176060118
"180906";1576;860;320;102;54.5685279187817;20.3045685279188;6.47208121827411
"180907";1049;639;103;62;60.9151572926597;9.81887511916111;5.91039084842707
"180908";997;666;118;49;66.8004012036108;11.8355065195587;4.91474423269809
"181001";5955;2648;1772;315;44.4668345927792;29.7565071368598;5.2896725440806
"181002";2418;1390;355;111;57.4855252274607;14.6815550041356;4.59057071960298
"181003";3670;2118;524;141;57.7111716621253;14.2779291553134;3.84196185286104
"181004";6909;3941;1083;297;57.0415400202634;15.6752062527139;4.29874077290491
"181005";1808;1085;247;69;60.0110619469027;13.6615044247788;3.81637168141593
"181006";2219;1404;260;91;63.2717440288418;11.7169896349707;4.10094637223975
"181007";2068;1256;338;88;60.7350096711799;16.3442940038685;4.25531914893617
"181101";18373;8317;4939;2073;45.2675121101617;26.8818374789093;11.2828607195341
"181102";1553;937;165;198;60.3348358016742;10.624597553123;12.7495170637476
"181103";1819;1163;159;145;63.9362286970863;8.74106652006597;7.97141286421111
"181104";835;558;62;65;66.8263473053892;7.4251497005988;7.78443113772455
"181105";4015;2132;676;434;53.1008717310087;16.8368617683686;10.8094645080946
"181106";1682;1133;152;136;67.3602853745541;9.03686087990488;8.08561236623068
"181107";3153;1939;402;194;61.4969869965113;12.7497621313035;6.15287028227085
"181108";3644;2337;276;328;64.1328210757409;7.57409440175631;9.00109769484084
"181109";2666;1836;234;191;68.867216804201;8.77719429857464;7.16429107276819
"181110";2057;1280;135;170;62.226543509966;6.56295576081672;8.26446280991736
"181201";1781;1290;177;77;72.4312184166199;9.93823694553622;4.32341381246491
"181202";1356;868;164;99;64.0117994100295;12.094395280236;7.30088495575221
"181203";3291;2627;113;83;79.8237617745366;3.43360680644181;2.52202977818292
"181204";1224;844;148;49;68.9542483660131;12.0915032679739;4.00326797385621
"181205";6496;3632;1333;446;55.9113300492611;20.5203201970443;6.86576354679803
"181206";2694;1501;512;115;55.7164068299926;19.0051967334818;4.26874536005939
"181207";2322;1540;288;99;66.322136089578;12.4031007751938;4.26356589147287
"181301";1752;1157;225;63;66.0388127853881;12.8424657534247;3.5958904109589
"181302";2170;1260;356;146;58.0645161290323;16.405529953917;6.72811059907834
"181303";1369;783;269;55;57.1950328707086;19.6493791088386;4.01753104455807
"181304";1390;650;381;81;46.7625899280576;27.410071942446;5.8273381294964
"181305";1224;829;124;68;67.7287581699347;10.1307189542484;5.55555555555556
"181306";1798;946;348;98;52.6140155728587;19.3548387096774;5.45050055617353
"181307";2361;1329;349;129;56.289707750953;14.7818720880983;5.46378653113088
"181308";3075;1475;791;122;47.9674796747967;25.7235772357724;3.96747967479675
"181309";854;481;139;44;56.3231850117096;16.2763466042155;5.15222482435597
"181310";3687;1949;796;147;52.8614049362625;21.5893680499051;3.98698128559805
"181401";4664;2279;1307;231;48.8636363636364;28.0231560891938;4.95283018867925
"181402";1115;651;166;57;58.3856502242152;14.8878923766816;5.11210762331839
"181403";1223;691;156;79;56.5004088307441;12.755519215045;6.45952575633688
"181404";1222;706;224;64;57.7741407528642;18.3306055646481;5.23731587561375
"181405";2763;1438;595;224;52.0448787549765;21.5345638798408;8.10712993123417
"181406";4132;2693;458;163;65.1742497579864;11.0842207163601;3.94482090997096
"181407";2055;1126;436;85;54.7931873479319;21.2165450121655;4.13625304136253
"181408";2363;1601;245;75;67.7528565382988;10.3681760473974;3.17393144308083
"181409";1869;1110;229;128;59.3900481540931;12.2525414660246;6.848582129481
"181501";2331;1493;254;107;64.0497640497641;10.8966108966109;4.59030459030459
"181502";1920;1237;173;105;64.4270833333333;9.01041666666667;5.46875
"181503";8129;4707;1290;560;57.9038012055603;15.8691105917087;6.88891622585804
"181504";7754;4893;1056;279;63.1029146247098;13.6187774052102;3.5981428939902
"181505";2359;1595;163;137;67.6133955065706;6.90970750317931;5.80754557015685
"181601";1820;922;405;59;50.6593406593407;22.2527472527473;3.24175824175824
"181602";3223;1999;436;146;62.0229599751784;13.5277691591685;4.52994104871238
"181603";7019;3496;1709;322;49.8076649095313;24.3481977489671;4.58754808377262
"181604";2253;1242;396;90;55.1264980026631;17.5765645805593;3.99467376830892
"181605";1781;1102;198;51;61.8753509264458;11.1173498034812;2.86355979786637
"181606";6283;3056;1604;243;48.639185102658;25.5292057934108;3.86757918191946
"181607";2419;1732;218;69;71.5998346424142;9.011988424969;2.85241835469202
"181608";2093;1532;123;56;73.1963688485428;5.87673196368849;2.67558528428094
"181609";4067;1874;1121;227;46.0781903122695;27.5633144824195;5.58150971231866
"181610";2040;1188;323;82;58.2352941176471;15.8333333333333;4.01960784313725
"181611";5352;3577;523;139;66.8348281016442;9.77204783258595;2.59715994020927
"181612";5219;2705;1147;311;51.8298524621575;21.9773903046561;5.95899597624066
"181613";7527;3832;1766;375;50.9100571276737;23.4622027368141;4.9820645675568
"181614";3414;1783;762;137;52.2261277094317;22.3198594024605;4.01288810779145
"181701";11133;4288;4627;495;38.5161232372227;41.5611245845684;4.44624090541633
"181702";1141;720;192;27;63.102541630149;16.8273444347064;2.36634531113059
"181703";1382;721;299;59;52.1707670043415;21.6353111432706;4.26917510853835
"181704";1072;361;475;35;33.6753731343284;44.3097014925373;3.26492537313433
"181705";4964;2759;1013;209;55.58017727639;20.4069298952458;4.21031426269138
"181706";492;269;102;28;54.6747967479675;20.7317073170732;5.69105691056911
"181707";3553;2021;865;114;56.881508584295;24.3456234168308;3.20855614973262
"181708";2390;1265;606;91;52.928870292887;25.3556485355648;3.80753138075314
"181801";18389;9629;5482;672;52.3628256022622;29.8113002338354;3.65435858393605
"181802";2193;1555;168;128;70.9074327405381;7.66073871409029;5.83675330597355
"181803";3444;2099;633;134;60.9465737514518;18.3797909407666;3.89082462253194
"181804";1994;1310;298;96;65.6970912738215;14.9448345035105;4.81444332998997
"181805";2307;1422;409;119;61.6384915474642;17.728651928912;5.15821413090594
"181806";3241;2013;583;127;62.1104597346498;17.9882752236964;3.91854365936439
"181901";3605;2046;654;141;56.754507628294;18.1414701803051;3.91123439667129
"181902";2651;1565;421;118;59.0343266691814;15.8807996982271;4.4511505092418
"181903";3170;1966;375;104;62.018927444795;11.8296529968454;3.2807570977918
"181904";5478;2929;1319;216;53.4684191310697;24.0781307046367;3.94304490690033
"181905";2123;1269;340;75;59.7739048516251;16.0150730098917;3.53273669335845
"182001";3355;2157;503;208;64.2921013412817;14.9925484351714;6.19970193740686
"182002";3279;1763;698;235;53.7663921927417;21.286977737115;7.16681915218054
"182003";2607;1627;359;141;62.4088991177599;13.7706175680859;5.40851553509781
"182004";5127;2855;1035;297;55.6855861127365;20.1872440023406;5.79286132241077
"182101";847;418;257;15;49.3506493506493;30.3423848878394;1.77095631641086
"182102";942;228;504;43;24.203821656051;53.5031847133758;4.56475583864119
"182103";3318;1615;1069;88;48.6738999397227;32.2182037371911;2.65220012055455
"182104";1430;764;388;48;53.4265734265734;27.1328671328671;3.35664335664336
"182105";2105;1046;636;76;49.6912114014252;30.2137767220903;3.6104513064133
"186101";14592;5797;5951;476;39.7272478070175;40.7826206140351;3.26206140350877
"186201";16701;6587;6631;594;39.4407520507754;39.7042093287827;3.55667325309862
"186301";70377;24070;28770;3592;34.2015146994046;40.8798328999531;5.10394020773832
"186401";13556;5150;5782;590;37.9905576866332;42.6526999114783;4.35231631749779
"200101";8397;3590;2878;628;42.7533642967727;34.2741455281648;7.4788614981541
"200102";1493;756;165;140;50.6363027461487;11.0515740120563;9.37709310113865
"200103";1051;534;132;86;50.8087535680305;12.5594671741199;8.18268315889629
"200104";1223;648;191;106;52.9844644317253;15.6173344235487;8.66721177432543
"200105";924;390;227;97;42.2077922077922;24.5670995670996;10.4978354978355
"200106";796;293;297;67;36.8090452261307;37.3115577889447;8.41708542713568
"200107";1134;515;216;112;45.4144620811287;19.047619047619;9.87654320987654
"200201";5781;2338;1796;469;40.4428299602145;31.0672893962982;8.11278325549213
"200202";3010;1303;953;187;43.2890365448505;31.6611295681063;6.21262458471761
"200203";3035;1360;861;263;44.8105436573311;28.3690280065898;8.66556836902801
"200204";1309;263;602;185;20.0916730328495;45.9893048128342;14.1329258976318
"200205";5936;2356;1798;585;39.6900269541779;30.2897574123989;9.85512129380054
"200206";6932;4115;1383;351;59.3623773802654;19.9509521061743;5.06347374495095
"200207";1470;479;568;140;32.5850340136054;38.6394557823129;9.52380952380952
"200208";1033;679;67;54;65.730880929332;6.48596321393998;5.22749273959342
"200209";6205;1703;2701;638;27.4456083803384;43.5294117647059;10.2820306204674
"200210";665;412;100;50;61.9548872180451;15.0375939849624;7.5187969924812
"200211";2529;1057;706;207;41.795175958877;27.9161724001582;8.18505338078292
"200212";1701;1022;193;136;60.082304526749;11.3462669018225;7.99529688418577
"200213";6030;2045;2169;605;33.9137645107794;35.9701492537313;10.0331674958541
"200214";2773;1066;810;299;38.4421204471691;29.2102416155788;10.782545979084
"200215";647;397;45;51;61.3601236476043;6.95517774343122;7.88253477588872
"200301";6304;1988;2396;733;31.5355329949239;38.007614213198;11.627538071066
"200302";1141;765;114;99;67.0464504820333;9.99123575810692;8.67659947414549
"200303";1538;487;379;290;31.6644993498049;24.6423927178153;18.8556566970091
"200304";1129;653;168;104;57.8387953941541;14.8804251550044;9.21169176262179
"200305";1762;1236;67;81;70.1475595913734;3.80249716231555;4.59704880817253
"200306";557;101;183;130;18.1328545780969;32.8545780969479;23.3393177737882
"200307";523;339;70;35;64.8183556405354;13.3843212237094;6.69216061185468
"200308";1279;849;105;104;66.3799843627834;8.20953870211102;8.13135261923378
"200401";5218;2582;1336;594;49.4825603679571;25.6036795707167;11.3836719049444
"200402";1213;630;140;168;51.9373454245672;11.5416323165705;13.8499587798846
"200403";1087;713;67;96;65.5933762649494;6.16375344986201;8.83164673413063
"200404";1149;479;299;156;41.6884247171453;26.0226283724978;13.5770234986945
"200405";1398;661;134;344;47.2818311874106;9.58512160228898;24.6065808297568
"200406";881;521;63;122;59.1373439273553;7.15096481271283;13.8479001135074
"200501";5184;1161;2156;684;22.3958333333333;41.5895061728395;13.1944444444444
"200502";704;159;283;76;22.5852272727273;40.1988636363636;10.7954545454545
"200503";683;219;219;90;32.0644216691069;32.0644216691069;13.1771595900439
"200504";362;67;110;84;18.5082872928177;30.3867403314917;23.2044198895028
"200505";293;72;69;57;24.5733788395904;23.5494880546075;19.4539249146758
"200506";826;152;316;145;18.4019370460048;38.2566585956416;17.5544794188862
"200507";588;185;106;105;31.4625850340136;18.0272108843537;17.8571428571429
"200508";742;162;250;136;21.832884097035;33.6927223719677;18.3288409703504
"200509";762;155;288;147;20.3412073490814;37.7952755905512;19.2913385826772
"200601";2544;1234;526;342;48.5062893081761;20.6761006289308;13.4433962264151
"200602";824;486;63;89;58.9805825242718;7.64563106796116;10.8009708737864
"200603";2090;1126;139;312;53.8755980861244;6.65071770334928;14.9282296650718
"200604";1122;676;74;150;60.2495543672014;6.59536541889483;13.3689839572193
"200605";1377;883;121;117;64.1249092229484;8.78721859114016;8.49673202614379
"200606";1118;630;122;128;56.350626118068;10.912343470483;11.4490161001789
"200701";1291;847;115;69;65.6080557707204;8.90782339271882;5.34469403563129
"200702";3351;1699;673;366;50.7012831990451;20.0835571471203;10.9221128021486
"200703";937;621;64;79;66.2753468516542;6.83030949839915;8.43116328708645
"200704";1122;610;168;110;54.367201426025;14.9732620320856;9.80392156862745
"200705";2645;1402;393;245;53.0056710775047;14.8582230623819;9.26275992438563
"200706";529;386;18;19;72.9678638941399;3.40264650283554;3.59168241965974
"200707";1500;877;112;151;58.4666666666667;7.46666666666667;10.0666666666667
"200708";1079;654;96;65;60.6116774791474;8.89712696941613;6.02409638554217
"200709";1023;554;112;161;54.1544477028348;10.9481915933529;15.7380254154448
"200801";1201;611;247;105;50.8742714404663;20.5661948376353;8.74271440466278
"200802";685;343;126;65;50.0729927007299;18.3941605839416;9.48905109489051
"200803";1144;662;102;82;57.8671328671329;8.91608391608392;7.16783216783217
"200804";1073;552;205;92;51.4445479962721;19.1053122087605;8.57409133271202
"200805";858;454;167;92;52.9137529137529;19.4638694638695;10.7226107226107
"200806";3388;1514;916;301;44.6871310507674;27.0365997638725;8.88429752066116
"200807";890;539;80;73;60.561797752809;8.98876404494382;8.20224719101124
"200901";1330;471;509;128;35.4135338345865;38.2706766917293;9.62406015037594
"200902";782;343;201;85;43.8618925831202;25.7033248081841;10.8695652173913
"200903";834;382;198;74;45.8033573141487;23.7410071942446;8.87290167865707
"200904";711;161;298;127;22.6441631504923;41.9127988748242;17.8621659634318
"200905";856;369;220;114;43.107476635514;25.7009345794392;13.3177570093458
"201001";3815;1515;1287;331;39.7116644823067;33.735255570118;8.67627785058978
"201002";1544;820;200;128;53.1088082901554;12.9533678756477;8.29015544041451
"201003";688;377;82;64;54.796511627907;11.9186046511628;9.30232558139535
"201004";1102;626;99;120;56.8058076225045;8.98366606170599;10.8892921960073
"201005";696;275;233;66;39.5114942528736;33.4770114942529;9.48275862068965
"201006";453;151;110;84;33.3333333333333;24.2825607064018;18.5430463576159
"201007";752;298;215;71;39.6276595744681;28.5904255319149;9.44148936170213
"201008";735;441;51;80;60;6.93877551020408;10.8843537414966
"201009";1457;565;370;140;38.7783115991764;25.3946465339739;9.60878517501716
"201101";2985;1633;538;241;54.7068676716918;18.0234505862647;8.07370184254606
"201102";924;422;153;110;45.6709956709957;16.5584415584416;11.9047619047619
"201103";848;410;128;78;48.3490566037736;15.0943396226415;9.19811320754717
"201104";854;315;307;62;36.8852459016393;35.9484777517564;7.25995316159251
"201105";1030;588;160;90;57.0873786407767;15.5339805825243;8.7378640776699
"201106";573;347;71;44;60.5584642233857;12.39092495637;7.67888307155323
