"Kod TERYT";"Gmina";"Powiat";"Województwo";"Frekwencja";"% głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście której rejestracja została unieważniona";"% głosów ważnych";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW - ZPOW-601-21/19";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"KOMITET WYBORCZY PRAWICA - ZPOW-601-20/19";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA - ZPOW-601-17/19";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY - ZPOW-601-10/19";"KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA - ZPOW-601-15/19"
"061411";"gm. Żyrzyn";"puławski";"lubelskie";"60,59";"1,30";"65,85";"34,15";"0,00";"98,70";"8,02";"";"7,28";"11,42";"";"67,24";"";"4,59";"1,44";""
"061501";"m. Radzyń Podlaski";"radzyński";"lubelskie";"59,89";"1,27";"71,28";"28,72";"0,00";"98,73";"13,90";"";"6,02";"17,19";"";"52,37";"";"8,49";"2,02";""
"061502";"gm. Borki";"radzyński";"lubelskie";"51,41";"2,76";"55,71";"44,29";"0,00";"97,24";"5,89";"";"4,55";"17,34";"";"67,56";"";"3,78";"0,89";""
"061503";"gm. Czemierniki";"radzyński";"lubelskie";"60,29";"1,89";"50,00";"50,00";"0,00";"98,11";"5,20";"";"6,31";"13,59";"";"64,29";"";"9,64";"0,96";""
"061504";"gm. Kąkolewnica";"radzyński";"lubelskie";"56,01";"1,36";"73,47";"26,53";"0,00";"98,64";"6,28";"";"5,05";"7,74";"";"76,66";"";"2,86";"1,40";""
"061505";"gm. Komarówka Podlaska";"radzyński";"lubelskie";"54,82";"1,70";"69,70";"30,30";"0,00";"98,30";"9,12";"";"8,34";"13,00";"";"64,03";"";"3,57";"1,94";""
"061506";"gm. Radzyń Podlaski";"radzyński";"lubelskie";"55,65";"1,20";"67,44";"32,56";"0,00";"98,80";"6,93";"";"4,79";"11,55";"";"70,48";"";"4,45";"1,80";""
"061507";"gm. Ulan-Majorat";"radzyński";"lubelskie";"58,88";"2,34";"66,15";"33,85";"0,00";"97,66";"3,43";"";"5,31";"16,38";"";"72,11";"";"1,99";"0,77";""
"061508";"gm. Wohyń";"radzyński";"lubelskie";"52,00";"1,86";"77,36";"22,64";"0,00";"98,14";"8,17";"";"4,59";"12,01";"";"61,58";"";"4,62";"9,03";""
"061601";"m. Dęblin";"rycki";"lubelskie";"60,44";"0,90";"69,57";"30,43";"0,00";"99,10";"18,52";"";"5,92";"10,00";"";"48,98";"";"15,53";"1,05";""
"061602";"gm. Kłoczew";"rycki";"lubelskie";"60,01";"1,28";"65,12";"34,88";"0,00";"98,72";"3,09";"";"4,87";"10,46";"";"77,10";"";"3,73";"0,75";""
"061603";"gm. Nowodwór";"rycki";"lubelskie";"59,80";"1,59";"54,84";"45,16";"0,00";"98,41";"1,98";"";"3,96";"16,05";"";"73,74";"";"3,07";"1,20";""
"061604";"gm. Ryki";"rycki";"lubelskie";"59,56";"1,01";"65,66";"34,34";"0,00";"98,99";"10,24";"";"5,05";"16,65";"";"60,13";"";"6,40";"1,53";""
"061605";"gm. Stężyca";"rycki";"lubelskie";"57,44";"1,35";"87,88";"12,12";"0,00";"98,65";"6,99";"";"4,75";"15,09";"";"64,65";"";"7,44";"1,07";""
"061606";"gm. Ułęż";"rycki";"lubelskie";"56,88";"1,12";"70,59";"29,41";"0,00";"98,88";"7,69";"";"4,41";"18,86";"";"61,40";"";"6,56";"1,07";""
"061701";"m. Świdnik";"świdnicki";"lubelskie";"63,16";"0,69";"55,22";"44,78";"0,00";"99,31";"24,35";"";"7,05";"5,99";"";"51,64";"";"9,62";"1,36";""
"061702";"gm. Mełgiew";"świdnicki";"lubelskie";"61,01";"0,79";"51,35";"48,65";"0,00";"99,21";"14,32";"";"5,69";"11,01";"";"61,17";"";"6,58";"1,23";""
"061703";"gm. Piaski";"świdnicki";"lubelskie";"56,33";"1,34";"51,56";"48,44";"0,00";"98,66";"8,92";"";"5,45";"22,03";"";"57,59";"";"5,10";"0,91";""
"061704";"gm. Rybczewice";"świdnicki";"lubelskie";"53,03";"0,98";"60,00";"40,00";"0,00";"99,02";"5,01";"";"8,04";"12,79";"";"71,06";"";"2,70";"0,40";""
"061705";"gm. Trawniki";"świdnicki";"lubelskie";"49,98";"0,99";"60,00";"40,00";"0,00";"99,01";"8,85";"";"5,98";"11,70";"";"66,30";"";"5,64";"1,54";""
"061801";"m. Tomaszów Lubelski";"tomaszowski";"lubelskie";"58,82";"0,79";"63,89";"36,11";"0,00";"99,21";"17,82";"";"6,34";"12,50";"";"52,99";"";"9,11";"1,24";""
"061802";"gm. Bełżec";"tomaszowski";"lubelskie";"51,55";"1,39";"89,47";"10,53";"0,00";"98,61";"8,56";"";"5,51";"18,53";"";"60,34";"";"5,73";"1,34";""
"061803";"gm. Jarczów";"tomaszowski";"lubelskie";"49,98";"1,17";"70,59";"29,41";"0,00";"98,83";"3,75";"";"4,24";"15,14";"";"72,64";"";"3,40";"0,83";""
"061804";"gm. Krynice";"tomaszowski";"lubelskie";"54,40";"1,42";"52,38";"47,62";"0,00";"98,58";"5,22";"";"4,74";"17,58";"";"69,02";"";"2,34";"1,10";""
"061805";"gm. Lubycza Królewska";"tomaszowski";"lubelskie";"42,22";"1,90";"73,17";"26,83";"0,00";"98,10";"9,92";"";"5,81";"15,87";"";"59,23";"";"7,84";"1,32";""
"061806";"gm. Łaszczów";"tomaszowski";"lubelskie";"50,28";"1,20";"60,00";"40,00";"0,00";"98,80";"4,37";"";"3,60";"23,72";"";"62,93";"";"4,49";"0,89";""
"061807";"gm. Rachanie";"tomaszowski";"lubelskie";"50,81";"1,64";"64,86";"35,14";"0,00";"98,36";"4,28";"";"5,59";"12,97";"";"71,71";"";"4,14";"1,31";""
"061808";"gm. Susiec";"tomaszowski";"lubelskie";"53,29";"1,04";"79,41";"20,59";"0,00";"98,96";"8,05";"";"5,27";"14,73";"";"66,58";"";"4,56";"0,80";""
"061809";"gm. Tarnawatka";"tomaszowski";"lubelskie";"51,82";"0,74";"66,67";"33,33";"0,00";"99,26";"4,65";"";"6,51";"8,67";"";"76,08";"";"3,35";"0,74";""
"061810";"gm. Telatyn";"tomaszowski";"lubelskie";"49,82";"1,59";"69,23";"30,77";"0,00";"98,41";"1,99";"";"3,55";"33,75";"";"58,34";"";"1,99";"0,37";""
"061811";"gm. Tomaszów Lubelski";"tomaszowski";"lubelskie";"53,34";"1,25";"55,74";"44,26";"0,00";"98,75";"7,24";"";"6,66";"12,45";"";"68,26";"";"4,50";"0,87";""
"061812";"gm. Tyszowce";"tomaszowski";"lubelskie";"49,42";"1,77";"68,29";"31,71";"0,00";"98,23";"4,87";"";"5,92";"14,96";"";"69,72";"";"3,82";"0,70";""
"061813";"gm. Ulhówek";"tomaszowski";"lubelskie";"43,30";"1,97";"76,47";"23,53";"0,00";"98,03";"3,48";"";"3,48";"23,49";"";"65,05";"";"4,07";"0,41";""
"061901";"m. Włodawa";"włodawski";"lubelskie";"55,81";"1,01";"65,57";"34,43";"0,00";"98,99";"21,21";"";"4,80";"15,09";"";"45,10";"";"13,00";"0,80";""
"061902";"gm. Hanna";"włodawski";"lubelskie";"50,45";"1,95";"62,50";"37,50";"0,00";"98,05";"9,51";"";"5,62";"24,40";"";"55,91";"";"3,97";"0,58";""
"061903";"gm. Hańsk";"włodawski";"lubelskie";"49,61";"2,84";"54,76";"45,24";"0,00";"97,16";"8,70";"";"5,50";"22,63";"";"55,50";"";"6,82";"0,84";""
"061904";"gm. Stary Brus";"włodawski";"lubelskie";"52,75";"2,02";"68,42";"31,58";"0,00";"97,98";"6,30";"";"3,47";"17,05";"";"66,23";"";"6,19";"0,76";""
"061905";"gm. Urszulin";"włodawski";"lubelskie";"56,57";"1,09";"57,14";"42,86";"0,00";"98,91";"8,74";"";"7,00";"18,01";"";"60,03";"";"5,32";"0,90";""
"061906";"gm. Włodawa";"włodawski";"lubelskie";"53,18";"1,70";"60,47";"39,53";"0,00";"98,30";"13,82";"";"5,86";"18,07";"";"54,10";"";"7,07";"1,08";""
"061907";"gm. Wola Uhruska";"włodawski";"lubelskie";"49,55";"1,88";"83,33";"16,67";"0,00";"98,12";"13,35";"";"6,07";"18,79";"";"56,10";"";"4,98";"0,70";""
"061908";"gm. Wyryki";"włodawski";"lubelskie";"47,76";"2,10";"90,91";"9,09";"0,00";"97,90";"9,27";"";"5,27";"20,78";"";"57,27";"";"6,05";"1,37";""
"062001";"gm. Adamów";"zamojski";"lubelskie";"53,85";"2,32";"76,00";"24,00";"0,00";"97,68";"6,04";"";"5,18";"10,65";"";"73,04";"";"4,14";"0,95";""
"062002";"gm. Grabowiec";"zamojski";"lubelskie";"46,75";"1,49";"62,50";"37,50";"0,00";"98,51";"5,21";"";"3,45";"14,57";"";"74,06";"";"2,14";"0,57";""
"062003";"gm. Komarów-Osada";"zamojski";"lubelskie";"55,94";"1,38";"62,50";"37,50";"0,00";"98,62";"4,74";"";"3,86";"22,55";"";"63,41";"";"4,78";"0,66";""
"062004";"gm. Krasnobród";"zamojski";"lubelskie";"59,76";"1,45";"74,00";"26,00";"0,00";"98,55";"4,96";"";"4,90";"11,19";"";"73,87";"";"4,35";"0,73";""
"062005";"gm. Łabunie";"zamojski";"lubelskie";"57,15";"0,73";"71,43";"28,57";"0,00";"99,27";"6,25";"";"5,96";"9,65";"";"73,33";"";"4,04";"0,77";""
"062006";"gm. Miączyn";"zamojski";"lubelskie";"48,27";"2,77";"82,54";"17,46";"0,00";"97,23";"3,57";"";"4,07";"23,52";"";"64,00";"";"3,98";"0,86";""
"062007";"gm. Nielisz";"zamojski";"lubelskie";"49,79";"1,46";"85,29";"14,71";"0,00";"98,54";"5,71";"";"3,23";"16,30";"";"69,40";"";"4,45";"0,92";""
"062008";"gm. Radecznica";"zamojski";"lubelskie";"51,28";"1,21";"70,00";"30,00";"0,00";"98,79";"3,05";"";"5,53";"11,76";"";"73,47";"";"4,23";"1,95";""
"062009";"gm. Sitno";"zamojski";"lubelskie";"53,78";"1,22";"68,57";"31,43";"0,00";"98,78";"6,53";"";"5,83";"8,76";"";"74,07";"";"3,74";"1,06";""
"062010";"gm. Skierbieszów";"zamojski";"lubelskie";"52,46";"2,40";"60,38";"39,62";"0,00";"97,60";"6,49";"";"4,82";"8,53";"";"75,71";"";"3,99";"0,46";""
"062011";"gm. Stary Zamość";"zamojski";"lubelskie";"56,00";"1,26";"63,33";"36,67";"0,00";"98,74";"5,94";"";"5,98";"11,71";"";"69,69";"";"5,48";"1,19";""
"062012";"gm. Sułów";"zamojski";"lubelskie";"49,88";"1,12";"61,90";"38,10";"0,00";"98,88";"9,09";"";"4,71";"9,96";"";"69,32";"";"4,11";"2,81";""
"062013";"gm. Szczebrzeszyn";"zamojski";"lubelskie";"50,55";"1,85";"76,74";"23,26";"0,00";"98,15";"9,23";"";"3,81";"8,44";"";"64,58";"";"5,92";"8,02";""
"062014";"gm. Zamość";"zamojski";"lubelskie";"57,21";"1,05";"54,95";"45,05";"0,00";"98,95";"12,78";"";"7,26";"13,20";"";"58,56";"";"7,03";"1,18";""
"062015";"gm. Zwierzyniec";"zamojski";"lubelskie";"50,50";"1,23";"76,47";"23,53";"0,00";"98,77";"14,52";"";"4,06";"12,84";"";"58,19";"";"8,78";"1,61";""
"066101";"m. Biała Podlaska";"Biała Podlaska";"lubelskie";"61,67";"0,64";"54,55";"45,45";"0,00";"99,36";"32,31";"";"6,69";"5,76";"";"48,13";"";"6,12";"0,98";""
"066201";"m. Chełm";"Chełm";"lubelskie";"56,75";"0,82";"58,12";"41,88";"0,00";"99,18";"29,32";"";"6,30";"6,20";"";"46,16";"";"11,06";"0,96";""
"066301";"m. Lublin";"Lublin";"lubelskie";"66,24";"0,59";"48,83";"51,17";"0,00";"99,41";"31,90";"";"7,79";"5,55";"";"42,52";"";"10,82";"1,42";""
"066401";"m. Zamość";"Zamość";"lubelskie";"56,99";"0,73";"58,02";"41,98";"0,00";"99,27";"20,87";"";"6,01";"10,88";"";"49,11";"";"11,84";"1,28";""
"080101";"m. Kostrzyn nad Odrą";"gorzowski";"lubuskie";"60,66";"1,51";"66,94";"33,06";"0,00";"98,49";"31,99";"";"8,14";"11,48";"";"29,80";"";"18,58";"";""
"080102";"gm. Bogdaniec";"gorzowski";"lubuskie";"57,28";"1,22";"76,32";"23,68";"0,00";"98,78";"31,55";"";"5,80";"10,42";"";"39,34";"";"12,89";"";""
"080103";"gm. Deszczno";"gorzowski";"lubuskie";"56,43";"1,22";"60,78";"39,22";"0,00";"98,78";"30,26";"";"8,36";"7,40";"";"40,05";"";"13,92";"";""
"080104";"gm. Kłodawa";"gorzowski";"lubuskie";"65,74";"1,47";"66,67";"33,33";"0,00";"98,53";"40,81";"";"7,61";"10,92";"";"28,35";"";"12,30";"";""
"080105";"gm. Lubiszyn";"gorzowski";"lubuskie";"49,78";"2,06";"67,27";"32,73";"0,00";"97,94";"29,13";"";"8,64";"10,67";"";"38,57";"";"13,00";"";""
"080106";"gm. Santok";"gorzowski";"lubuskie";"55,33";"1,51";"69,64";"30,36";"0,00";"98,49";"34,62";"";"7,74";"9,83";"";"35,69";"";"12,11";"";""
"080107";"gm. Witnica";"gorzowski";"lubuskie";"50,81";"2,03";"68,32";"31,68";"0,00";"97,97";"24,98";"";"8,65";"8,79";"";"38,04";"";"19,53";"";""
"080201";"m. Gubin";"krośnieński";"lubuskie";"55,18";"1,45";"63,37";"36,63";"0,00";"98,55";"28,25";"";"5,98";"20,66";"";"25,75";"";"19,36";"";""
"080202";"gm. Bobrowice";"krośnieński";"lubuskie";"50,77";"2,17";"78,57";"21,43";"0,00";"97,83";"23,97";"";"5,85";"20,49";"";"38,13";"";"11,55";"";""
"080203";"gm. Bytnica";"krośnieński";"lubuskie";"43,37";"2,47";"95,24";"4,76";"0,00";"97,53";"24,82";"";"3,61";"18,43";"";"42,41";"";"10,72";"";""
"080204";"gm. Dąbie";"krośnieński";"lubuskie";"52,16";"2,88";"86,44";"13,56";"0,00";"97,12";"16,71";"";"5,27";"35,93";"";"35,07";"";"7,02";"";""
"080205";"gm. Gubin";"krośnieński";"lubuskie";"47,12";"2,82";"78,95";"21,05";"0,00";"97,18";"20,56";"";"5,80";"27,92";"";"35,89";"";"9,84";"";""
"080206";"gm. Krosno Odrzańskie";"krośnieński";"lubuskie";"56,84";"1,60";"73,81";"26,19";"0,00";"98,40";"33,46";"";"4,68";"18,73";"";"30,89";"";"12,24";"";""
"080207";"gm. Maszewo";"krośnieński";"lubuskie";"46,91";"1,24";"53,85";"46,15";"0,00";"98,76";"18,45";"";"3,38";"26,76";"";"43,00";"";"8,41";"";""
"080301";"gm. Bledzew";"międzyrzecki";"lubuskie";"50,79";"2,90";"70,59";"29,41";"0,00";"97,10";"23,39";"";"6,43";"14,21";"";"43,16";"";"12,81";"";""
"080302";"gm. Międzyrzecz";"międzyrzecki";"lubuskie";"58,00";"1,28";"68,49";"31,51";"0,00";"98,72";"27,88";"";"6,92";"14,55";"";"31,34";"";"19,31";"";""
"080303";"gm. Przytoczna";"międzyrzecki";"lubuskie";"52,21";"2,88";"78,79";"21,21";"0,00";"97,12";"36,37";"";"8,40";"10,46";"";"35,16";"";"9,61";"";""
"080304";"gm. Pszczew";"międzyrzecki";"lubuskie";"54,32";"3,31";"67,74";"32,26";"0,00";"96,69";"24,43";"";"7,28";"14,01";"";"41,09";"";"13,18";"";""
"080305";"gm. Skwierzyna";"międzyrzecki";"lubuskie";"56,24";"1,59";"69,41";"30,59";"0,00";"98,41";"31,15";"";"7,88";"10,29";"";"34,39";"";"16,29";"";""
"080306";"gm. Trzciel";"międzyrzecki";"lubuskie";"53,01";"2,13";"84,48";"15,52";"0,00";"97,87";"20,30";"";"5,48";"25,82";"";"36,55";"";"11,86";"";""
"080401";"m. Nowa Sól";"nowosolski";"lubuskie";"61,01";"1,54";"50,36";"49,64";"0,00";"98,46";"33,02";"";"7,57";"9,78";"";"34,23";"";"15,40";"";""
"080402";"gm. Bytom Odrzański";"nowosolski";"lubuskie";"53,50";"1,65";"40,54";"59,46";"0,00";"98,35";"31,31";"";"7,21";"11,57";"";"36,62";"";"13,29";"";""
"080403";"gm. Kolsko";"nowosolski";"lubuskie";"50,84";"3,21";"65,91";"34,09";"0,00";"96,79";"20,91";"";"7,40";"12,98";"";"43,92";"";"14,79";"";""
"080404";"gm. Kożuchów";"nowosolski";"lubuskie";"52,08";"1,78";"73,68";"26,32";"0,00";"98,22";"29,35";"";"7,65";"10,29";"";"39,00";"";"13,71";"";""
"080405";"gm. Nowa Sól";"nowosolski";"lubuskie";"55,91";"1,77";"59,26";"40,74";"0,00";"98,23";"23,27";"";"6,67";"17,27";"";"41,21";"";"11,57";"";""
"080406";"gm. Nowe Miasteczko";"nowosolski";"lubuskie";"51,67";"1,67";"69,44";"30,56";"0,00";"98,33";"19,08";"";"7,51";"13,70";"";"47,24";"";"12,47";"";""
"080407";"gm. Otyń";"nowosolski";"lubuskie";"57,45";"2,01";"64,52";"35,48";"0,00";"97,99";"33,24";"";"8,25";"10,61";"";"36,33";"";"11,57";"";""
"080408";"gm. Siedlisko";"nowosolski";"lubuskie";"46,97";"2,17";"60,71";"39,29";"0,00";"97,83";"19,92";"";"5,95";"17,54";"";"47,78";"";"8,81";"";""
"080501";"gm. Cybinka";"słubicki";"lubuskie";"48,42";"2,78";"88,41";"11,59";"0,00";"97,22";"20,65";"";"6,47";"22,22";"";"38,76";"";"11,90";"";""
"080502";"gm. Górzyca";"słubicki";"lubuskie";"49,42";"3,00";"75,51";"24,49";"0,00";"97,00";"25,79";"";"9,36";"9,36";"";"43,24";"";"12,26";"";""
"080503";"gm. Ośno Lubuskie";"słubicki";"lubuskie";"50,17";"2,09";"57,69";"42,31";"0,00";"97,91";"45,34";"";"6,57";"6,41";"";"31,91";"";"9,77";"";""
"080504";"gm. Rzepin";"słubicki";"lubuskie";"52,93";"1,77";"77,14";"22,86";"0,00";"98,23";"31,21";"";"6,78";"9,08";"";"36,91";"";"16,02";"";""
"080505";"gm. Słubice";"słubicki";"lubuskie";"58,62";"1,26";"72,32";"27,68";"0,00";"98,74";"38,09";"";"7,27";"7,41";"";"26,59";"";"20,64";"";""
"080601";"gm. Dobiegniew";"strzelecko-drezdenecki";"lubuskie";"47,92";"1,77";"64,44";"35,56";"0,00";"98,23";"23,53";"";"6,21";"13,07";"";"43,61";"";"13,59";"";""
"080602";"gm. Drezdenko";"strzelecko-drezdenecki";"lubuskie";"52,65";"1,29";"72,53";"27,47";"0,00";"98,71";"29,51";"";"6,40";"9,39";"";"40,97";"";"13,74";"";""
"080603";"gm. Stare Kurowo";"strzelecko-drezdenecki";"lubuskie";"46,43";"2,36";"88,57";"11,43";"0,00";"97,64";"24,97";"";"5,67";"15,70";"";"42,25";"";"11,41";"";""
"080604";"gm. Strzelce Krajeńskie";"strzelecko-drezdenecki";"lubuskie";"53,22";"1,59";"80,36";"19,64";"0,00";"98,41";"27,39";"";"5,17";"20,69";"";"34,38";"";"12,37";"";""
"080605";"gm. Zwierzyn";"strzelecko-drezdenecki";"lubuskie";"47,40";"3,33";"74,07";"25,93";"0,00";"96,67";"18,45";"";"5,75";"23,88";"";"43,10";"";"8,81";"";""
"080701";"gm. Krzeszyce";"sulęciński";"lubuskie";"52,38";"1,67";"56,25";"43,75";"0,00";"98,33";"22,76";"";"9,92";"16,76";"";"39,10";"";"11,46";"";""
"080702";"gm. Lubniewice";"sulęciński";"lubuskie";"49,38";"2,05";"73,08";"26,92";"0,00";"97,95";"30,24";"";"6,05";"11,37";"";"38,15";"";"14,19";"";""
"080703";"gm. Słońsk";"sulęciński";"lubuskie";"49,32";"3,30";"79,37";"20,63";"0,00";"96,70";"24,95";"";"10,77";"8,44";"";"44,05";"";"11,80";"";""
"080704";"gm. Sulęcin";"sulęciński";"lubuskie";"54,92";"1,77";"63,79";"36,21";"0,00";"98,23";"27,13";"";"7,10";"9,16";"";"41,37";"";"15,24";"";""
"080705";"gm. Torzym";"sulęciński";"lubuskie";"46,52";"2,69";"81,82";"18,18";"0,00";"97,31";"31,13";"";"5,91";"12,99";"";"36,41";"";"13,57";"";""
"080801";"gm. Lubrza";"świebodziński";"lubuskie";"53,47";"2,61";"74,36";"25,64";"0,00";"97,39";"26,79";"";"7,49";"11,95";"";"38,19";"";"15,59";"";""
"080802";"gm. Łagów";"świebodziński";"lubuskie";"51,55";"3,08";"78,12";"21,88";"0,00";"96,92";"33,22";"";"8,99";"9,58";"";"35,20";"";"13,01";"";""
"080803";"gm. Skąpe";"świebodziński";"lubuskie";"51,81";"2,01";"76,19";"23,81";"0,00";"97,99";"29,11";"";"6,70";"14,29";"";"35,71";"";"14,19";"";""
"080804";"gm. Szczaniec";"świebodziński";"lubuskie";"52,02";"1,68";"81,48";"18,52";"0,00";"98,32";"17,14";"";"6,01";"18,79";"";"47,69";"";"10,37";"";""
"080805";"gm. Świebodzin";"świebodziński";"lubuskie";"57,03";"1,18";"76,97";"23,03";"0,00";"98,82";"32,86";"";"7,49";"12,31";"";"33,77";"";"13,56";"";""
"080806";"gm. Zbąszynek";"świebodziński";"lubuskie";"59,87";"1,66";"77,78";"22,22";"0,00";"98,34";"28,67";"";"8,26";"13,91";"";"33,19";"";"15,97";"";""
"080901";"gm. Babimost";"zielonogórski";"lubuskie";"58,75";"1,46";"59,52";"40,48";"0,00";"98,54";"29,77";"";"7,58";"10,68";"";"33,97";"";"18,01";"";""
"080902";"gm. Bojadła";"zielonogórski";"lubuskie";"48,43";"3,88";"73,47";"26,53";"0,00";"96,12";"23,66";"";"9,81";"11,21";"";"40,64";"";"14,67";"";""
"080903";"gm. Czerwieńsk";"zielonogórski";"lubuskie";"56,19";"2,03";"79,31";"20,69";"0,00";"97,97";"28,27";"";"7,72";"12,82";"";"34,60";"";"16,59";"";""
"080904";"gm. Kargowa";"zielonogórski";"lubuskie";"54,92";"1,23";"54,84";"45,16";"0,00";"98,77";"24,38";"";"6,07";"19,99";"";"34,51";"";"15,04";"";""
"080905";"gm. Nowogród Bobrzański";"zielonogórski";"lubuskie";"52,93";"2,41";"69,61";"30,39";"0,00";"97,59";"31,14";"";"7,23";"12,22";"";"34,74";"";"14,66";"";""
"080906";"gm. Sulechów";"zielonogórski";"lubuskie";"58,67";"1,15";"62,69";"37,31";"0,00";"98,85";"32,47";"";"8,30";"7,94";"";"33,17";"";"18,12";"";""
"080907";"gm. Świdnica";"zielonogórski";"lubuskie";"63,55";"0,95";"54,84";"45,16";"0,00";"99,05";"32,67";"";"5,71";"15,44";"";"28,84";"";"17,33";"";""
"080908";"gm. Trzebiechów";"zielonogórski";"lubuskie";"47,89";"4,72";"70,69";"29,31";"0,00";"95,28";"26,32";"";"9,49";"12,05";"";"38,72";"";"13,42";"";""
"080909";"gm. Zabór";"zielonogórski";"lubuskie";"61,98";"2,60";"66,04";"33,96";"0,00";"97,40";"35,55";"";"7,51";"12,51";"";"27,03";"";"17,40";"";""
"081001";"m. Gozdnica";"żagański";"lubuskie";"45,65";"2,09";"69,57";"30,43";"0,00";"97,91";"23,24";"";"7,22";"10,74";"";"41,57";"";"17,22";"";""
"081002";"m. Żagań";"żagański";"lubuskie";"58,74";"1,09";"67,74";"32,26";"0,00";"98,91";"30,73";"";"7,48";"9,93";"";"33,04";"";"18,81";"";""
"081003";"gm. Brzeźnica";"żagański";"lubuskie";"51,94";"2,94";"79,55";"20,45";"0,00";"97,06";"9,42";"";"10,18";"25,52";"";"48,28";"";"6,60";"";""
"081004";"gm. Iłowa";"żagański";"lubuskie";"49,10";"2,26";"75,00";"25,00";"0,00";"97,74";"25,69";"";"8,20";"8,94";"";"42,30";"";"14,87";"";""
"081005";"gm. Małomice";"żagański";"lubuskie";"48,52";"1,69";"76,47";"23,53";"0,00";"98,31";"21,53";"";"7,67";"12,20";"";"42,11";"";"16,49";"";""
"081006";"gm. Niegosławice";"żagański";"lubuskie";"49,80";"2,26";"41,03";"58,97";"0,00";"97,74";"12,14";"";"6,34";"14,62";"";"59,62";"";"7,28";"";""
"081007";"gm. Szprotawa";"żagański";"lubuskie";"50,54";"1,37";"71,17";"28,83";"0,00";"98,63";"27,81";"";"6,50";"10,94";"";"41,89";"";"12,87";"";""
"081008";"gm. Wymiarki";"żagański";"lubuskie";"47,58";"2,22";"84,21";"15,79";"0,00";"97,78";"17,78";"";"7,88";"14,08";"";"46,42";"";"13,84";"";""
"081009";"gm. Żagań";"żagański";"lubuskie";"51,00";"1,70";"75,51";"24,49";"0,00";"98,30";"23,73";"";"9,06";"15,20";"";"38,43";"";"13,58";"";""
"081101";"m. Łęknica";"żarski";"lubuskie";"53,25";"2,32";"58,33";"41,67";"0,00";"97,68";"34,59";"";"11,60";"10,01";"";"29,04";"";"14,77";"";""
"081102";"m. Żary";"żarski";"lubuskie";"57,95";"0,94";"63,06";"36,94";"0,00";"99,06";"35,90";"";"7,24";"7,79";"";"32,93";"";"16,14";"";""
"081103";"gm. Brody";"żarski";"lubuskie";"47,10";"3,48";"74,42";"25,58";"0,00";"96,52";"16,62";"";"6,47";"30,06";"";"33,67";"";"13,18";"";""
"081104";"gm. Jasień";"żarski";"lubuskie";"49,28";"1,60";"62,79";"37,21";"0,00";"98,40";"23,00";"";"14,07";"15,36";"";"34,91";"";"12,67";"";""
"081105";"gm. Lipinki Łużyckie";"żarski";"lubuskie";"48,58";"1,68";"66,67";"33,33";"0,00";"98,32";"22,90";"";"10,27";"13,85";"";"41,16";"";"11,82";"";""
"081106";"gm. Lubsko";"żarski";"lubuskie";"50,96";"1,45";"63,55";"36,45";"0,00";"98,55";"25,16";"";"8,94";"17,03";"";"33,19";"";"15,68";"";""
"081107";"gm. Przewóz";"żarski";"lubuskie";"50,26";"2,72";"61,76";"38,24";"0,00";"97,28";"18,50";"";"7,32";"15,30";"";"47,78";"";"11,10";"";""
"081108";"gm. Trzebiel";"żarski";"lubuskie";"49,56";"2,60";"74,14";"25,86";"0,00";"97,40";"20,99";"";"8,15";"17,50";"";"41,85";"";"11,51";"";""
"081109";"gm. Tuplice";"żarski";"lubuskie";"48,25";"3,33";"66,67";"33,33";"0,00";"96,67";"21,09";"";"8,03";"23,92";"";"32,30";"";"14,65";"";""
"081110";"gm. Żary";"żarski";"lubuskie";"51,54";"1,73";"78,82";"21,18";"0,00";"98,27";"24,48";"";"8,86";"12,53";"";"41,78";"";"12,34";"";""
"081201";"gm. Sława";"wschowski";"lubuskie";"53,89";"1,91";"71,29";"28,71";"0,00";"98,09";"19,15";"";"6,77";"16,56";"";"43,23";"";"14,29";"";""
"081202";"gm. Szlichtyngowa";"wschowski";"lubuskie";"52,12";"2,05";"78,57";"21,43";"0,00";"97,95";"14,94";"";"5,79";"9,39";"";"60,69";"";"9,19";"";""
