"TERYT";"Jednostka terytorialna";"Frekwencja";"% głosów nieważnych";"w tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"w tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"w tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście której rejestracja została unieważniona";"% głosów ważnych";"KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI - ZPOW-603-7/19";"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS - ZPOW-603-4/19";"KOALICYJNY KOMITET WYBORCZY POLEXIT - KOALICJA - ZPOW-603-14/19";"KOMITET WYBORCZY JEDNOŚĆ NARODU - ZPOW-603-11/19";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-603-5/19";"KOMITET WYBORCZY RUCH PRAWDZIWA EUROPA - EUROPA CHRISTI - ZPOW-603-9/19";"KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA - ZPOW-603-8/19";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY - ZPOW-603-3/19";"KOMITET WYBORCZY WYBORCÓW KUKIZ'15 - ZPOW-603-1/19";"KOMITET WYBORCZY WYBORCÓW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI - ZPOW-603-6/19"
"062010";"gm. Skierbieszów";"40,78";"1,66";"65,52";"24,14";"10,34";"98,34";"12,17";"0,70";"";"";"76,88";"";"1,86";"3,90";"4,02";"0,47"
"062011";"gm. Stary Zamość";"44,06";"1,52";"62,07";"24,14";"13,79";"98,48";"15,93";"0,58";"";"";"72,70";"";"1,75";"3,19";"5,36";"0,48"
"062012";"gm. Sułów";"36,03";"1,17";"62,50";"37,50";"0,00";"98,83";"14,33";"0,81";"";"";"73,56";"";"2,51";"3,40";"5,10";"0,30"
"062013";"gm. Szczebrzeszyn";"37,71";"1,34";"53,19";"29,79";"17,02";"98,66";"19,03";"0,58";"";"";"68,81";"";"2,88";"3,95";"4,21";"0,55"
"062014";"gm. Zamość";"43,69";"0,97";"49,37";"31,65";"18,99";"99,03";"22,28";"0,63";"";"";"60,64";"";"3,16";"4,55";"7,96";"0,78"
"062015";"gm. Zwierzyniec";"39,50";"1,17";"53,85";"26,92";"19,23";"98,83";"28,40";"0,82";"";"";"59,39";"";"3,72";"2,95";"3,90";"0,82"
"066101";"m. Biała Podlaska";"46,13";"0,64";"42,54";"32,84";"24,63";"99,36";"40,66";"0,48";"";"";"48,33";"";"2,57";"4,66";"2,73";"0,57"
"066201";"m. Chełm";"43,28";"0,97";"55,81";"30,23";"13,95";"99,03";"37,49";"0,69";"";"";"48,17";"";"4,49";"4,41";"4,19";"0,56"
"066301";"m. Lublin";"51,76";"0,62";"38,11";"37,51";"24,37";"99,38";"42,58";"0,87";"";"";"42,86";"";"4,25";"5,16";"3,34";"0,93"
"066401";"m. Zamość";"44,04";"0,85";"45,60";"26,42";"27,98";"99,15";"34,11";"0,73";"";"";"49,59";"";"4,09";"3,86";"7,03";"0,58"
"080101";"m. Kostrzyn nad Odrą";"42,36";"0,99";"58,93";"41,07";"0,00";"99,01";"50,29";"1,28";"";"";"32,29";"";"8,78";"4,50";"2,85";""
"080102";"gm. Bogdaniec";"39,46";"0,98";"52,38";"47,62";"0,00";"99,02";"42,07";"1,13";"";"";"45,17";"";"6,71";"2,58";"2,35";""
"080103";"gm. Deszczno";"39,00";"0,83";"54,17";"45,83";"0,00";"99,17";"41,11";"1,08";"";"";"44,77";"";"6,64";"3,13";"3,27";""
"080104";"gm. Kłodawa";"49,87";"1,06";"80,00";"20,00";"0,00";"98,94";"53,84";"1,17";"";"";"31,20";"";"6,79";"4,42";"2,58";""
"080105";"gm. Lubiszyn";"35,33";"0,79";"80,00";"20,00";"0,00";"99,21";"41,42";"1,28";"";"";"42,06";"";"8,26";"3,62";"3,36";""
"080106";"gm. Santok";"37,86";"0,83";"33,33";"66,67";"0,00";"99,17";"44,07";"0,99";"";"";"41,17";"";"7,08";"3,86";"2,82";""
"080107";"gm. Witnica";"33,43";"1,54";"60,78";"39,22";"0,00";"98,46";"36,98";"1,19";"";"";"46,34";"";"7,77";"4,32";"3,40";""
"080201";"m. Gubin";"38,72";"0,85";"73,81";"26,19";"0,00";"99,15";"53,95";"1,36";"";"";"27,43";"";"9,12";"4,33";"3,81";""
"080202";"gm. Bobrowice";"34,57";"1,78";"37,50";"62,50";"0,00";"98,22";"40,75";"0,79";"";"";"43,02";"";"5,90";"4,31";"5,22";""
"080203";"gm. Bytnica";"28,95";"1,39";"87,50";"12,50";"0,00";"98,61";"37,92";"2,47";"";"";"44,80";"";"6,88";"4,23";"3,70";""
"080204";"gm. Dąbie";"30,01";"2,38";"78,57";"21,43";"0,00";"97,62";"36,21";"0,78";"";"";"47,35";"";"6,18";"4,09";"5,40";""
"080205";"gm. Gubin";"30,21";"1,03";"61,11";"38,89";"0,00";"98,97";"36,98";"1,74";"";"";"42,71";"";"8,10";"4,46";"6,02";""
"080206";"gm. Krosno Odrzańskie";"39,26";"1,01";"51,79";"48,21";"0,00";"98,99";"50,19";"1,02";"";"";"35,38";"";"6,25";"3,77";"3,39";""
"080207";"gm. Maszewo";"29,36";"1,21";"75,00";"25,00";"0,00";"98,79";"35,38";"0,77";"";"";"52,53";"";"5,82";"2,76";"2,76";""
"080301";"gm. Bledzew";"34,48";"1,65";"60,00";"40,00";"0,00";"98,35";"46,52";"1,09";"";"";"43,42";"";"3,69";"2,60";"2,68";""
"080302";"gm. Międzyrzecz";"40,21";"0,86";"68,12";"31,88";"0,00";"99,14";"51,54";"1,19";"";"";"33,22";"";"6,99";"3,61";"3,45";""
"080303";"gm. Przytoczna";"35,49";"1,65";"65,38";"34,62";"0,00";"98,35";"45,03";"1,03";"";"";"40,12";"";"6,46";"3,04";"4,33";""
"080304";"gm. Pszczew";"39,08";"2,30";"61,29";"38,71";"0,00";"97,70";"39,36";"1,37";"";"";"43,24";"";"6,84";"5,70";"3,50";""
"080305";"gm. Skwierzyna";"39,32";"1,55";"59,32";"40,68";"0,00";"98,45";"46,23";"1,44";"";"";"38,20";"";"7,24";"3,62";"3,27";""
"080306";"gm. Trzciel";"36,09";"1,72";"78,12";"21,88";"0,00";"98,28";"41,94";"0,87";"";"";"42,92";"";"7,60";"3,34";"3,34";""
"080401";"m. Nowa Sól";"44,04";"0,56";"61,64";"38,36";"0,00";"99,44";"49,07";"0,86";"";"";"36,96";"";"6,15";"3,87";"3,08";""
"080402";"gm. Bytom Odrzański";"38,12";"1,11";"33,33";"66,67";"0,00";"98,89";"45,35";"1,12";"";"";"39,11";"";"6,74";"4,18";"3,49";""
"080403";"gm. Kolsko";"34,70";"1,61";"40,00";"60,00";"0,00";"98,39";"33,01";"1,53";"";"";"52,07";"";"5,77";"4,03";"3,59";""
"080404";"gm. Kożuchów";"35,60";"0,86";"63,16";"36,84";"0,00";"99,14";"43,42";"1,10";"";"";"42,60";"";"6,30";"3,72";"2,87";""
"080405";"gm. Nowa Sól";"38,17";"1,24";"69,23";"30,77";"0,00";"98,76";"38,47";"0,97";"";"";"47,64";"";"4,92";"4,58";"3,43";""
"080406";"gm. Nowe Miasteczko";"34,83";"1,09";"50,00";"50,00";"0,00";"98,91";"34,25";"0,96";"";"";"54,06";"";"5,02";"2,34";"3,37";""
"080407";"gm. Otyń";"37,79";"1,51";"74,19";"25,81";"0,00";"98,49";"44,19";"0,89";"";"";"42,12";"";"4,99";"4,05";"3,76";""
"080408";"gm. Siedlisko";"31,73";"0,34";"100,00";"0,00";"0,00";"99,66";"33,33";"0,58";"";"";"54,90";"";"6,11";"2,65";"2,42";""
"080501";"gm. Cybinka";"31,99";"1,50";"72,00";"28,00";"0,00";"98,50";"40,49";"0,73";"";"";"45,79";"";"6,04";"3,41";"3,54";""
"080502";"gm. Górzyca";"32,05";"2,56";"62,96";"37,04";"0,00";"97,44";"36,05";"1,17";"";"";"47,52";"";"5,73";"4,86";"4,66";""
"080503";"gm. Ośno Lubuskie";"35,94";"1,83";"78,79";"21,21";"0,00";"98,17";"48,48";"1,58";"";"";"36,23";"";"6,15";"3,95";"3,61";""
"080504";"gm. Rzepin";"36,77";"1,19";"54,55";"45,45";"0,00";"98,81";"46,74";"0,95";"";"";"39,65";"";"6,84";"3,27";"2,55";""
"080505";"gm. Słubice";"39,89";"0,83";"52,00";"48,00";"0,00";"99,17";"55,64";"0,95";"";"";"28,71";"";"8,21";"3,78";"2,71";""
"080601";"gm. Dobiegniew";"35,77";"1,10";"71,43";"28,57";"0,00";"98,90";"40,99";"1,11";"";"";"45,86";"";"5,57";"3,08";"3,39";""
"080602";"gm. Drezdenko";"36,96";"1,05";"66,04";"33,96";"0,00";"98,95";"43,17";"0,99";"";"";"44,00";"";"5,53";"3,70";"2,62";""
"080603";"gm. Stare Kurowo";"29,52";"1,68";"62,50";"37,50";"0,00";"98,32";"40,00";"1,50";"";"";"48,98";"";"4,81";"2,35";"2,35";""
"080604";"gm. Strzelce Krajeńskie";"36,57";"0,92";"60,00";"40,00";"0,00";"99,08";"49,53";"1,32";"";"";"38,00";"";"5,98";"2,83";"2,35";""
"080605";"gm. Zwierzyn";"29,97";"1,45";"66,67";"33,33";"0,00";"98,55";"34,65";"1,18";"";"";"50,59";"";"6,69";"2,85";"4,04";""
"080701";"gm. Krzeszyce";"35,46";"1,29";"58,82";"41,18";"0,00";"98,71";"39,22";"0,92";"";"";"47,89";"";"3,61";"5,68";"2,69";""
"080702";"gm. Lubniewice";"36,15";"1,07";"70,00";"30,00";"0,00";"98,93";"42,76";"1,84";"";"";"42,33";"";"8,42";"2,70";"1,94";""
"080703";"gm. Słońsk";"31,60";"1,78";"68,18";"31,82";"0,00";"98,22";"38,85";"1,32";"";"";"47,98";"";"5,93";"3,13";"2,80";""
"080704";"gm. Sulęcin";"39,52";"1,11";"60,38";"39,62";"0,00";"98,89";"41,40";"1,25";"";"";"44,51";"";"5,95";"3,94";"2,94";""
"080705";"gm. Torzym";"31,77";"1,18";"90,00";"10,00";"0,00";"98,82";"40,85";"1,26";"";"";"40,67";"";"8,91";"4,25";"4,07";""
"080801";"gm. Lubrza";"33,81";"0,74";"71,43";"28,57";"0,00";"99,26";"42,86";"1,06";"";"";"39,37";"";"8,78";"4,44";"3,49";""
"080802";"gm. Łagów";"34,54";"0,85";"50,00";"50,00";"0,00";"99,15";"43,81";"1,92";"";"";"39,76";"";"5,12";"5,48";"3,91";""
"080803";"gm. Skąpe";"35,36";"1,33";"63,16";"36,84";"0,00";"98,67";"44,24";"1,35";"";"";"39,12";"";"7,54";"4,91";"2,84";""
"080804";"gm. Szczaniec";"37,37";"1,45";"58,82";"41,18";"0,00";"98,55";"31,22";"1,56";"";"";"53,17";"";"6,33";"3,90";"3,82";""
"080805";"gm. Świebodzin";"40,26";"0,71";"56,06";"43,94";"0,00";"99,29";"47,03";"1,36";"";"";"37,58";"";"6,44";"4,46";"3,13";""
"080806";"gm. Zbąszynek";"42,00";"0,81";"45,45";"54,55";"0,00";"99,19";"48,45";"1,67";"";"";"34,68";"";"7,36";"3,29";"4,55";""
"080901";"gm. Babimost";"40,18";"0,86";"41,18";"58,82";"0,00";"99,14";"47,95";"1,54";"";"";"36,80";"";"5,83";"4,04";"3,84";""
"080902";"gm. Bojadła";"31,93";"1,90";"62,50";"37,50";"0,00";"98,10";"40,19";"1,45";"";"";"42,37";"";"6,66";"4,96";"4,36";""
"080903";"gm. Czerwieńsk";"38,93";"0,80";"62,50";"37,50";"0,00";"99,20";"46,80";"1,18";"";"";"36,50";"";"7,78";"4,51";"3,23";""
"080904";"gm. Kargowa";"36,07";"0,96";"50,00";"50,00";"0,00";"99,04";"50,03";"1,03";"";"";"36,27";"";"6,88";"2,35";"3,44";""
"080905";"gm. Nowogród Bobrzański";"36,06";"1,72";"74,00";"26,00";"0,00";"98,28";"45,32";"1,29";"";"";"37,25";"";"7,83";"3,88";"4,44";""
"080906";"gm. Sulechów";"41,99";"0,75";"60,32";"39,68";"0,00";"99,25";"48,81";"1,19";"";"";"34,76";"";"7,53";"4,44";"3,27";""
"080907";"gm. Świdnica";"44,46";"0,74";"58,82";"41,18";"0,00";"99,26";"53,98";"1,58";"";"";"30,82";"";"8,54";"2,63";"2,45";""
"080908";"gm. Trzebiechów";"30,95";"2,88";"65,22";"34,78";"0,00";"97,12";"41,44";"1,54";"";"";"41,57";"";"7,34";"5,15";"2,96";""
"080909";"gm. Zabór";"42,50";"1,07";"73,33";"26,67";"0,00";"98,93";"54,32";"1,37";"";"";"27,67";"";"9,65";"3,82";"3,17";""
"081001";"m. Gozdnica";"32,79";"0,37";"66,67";"33,33";"0,00";"99,63";"39,16";"1,73";"";"";"44,61";"";"8,55";"3,72";"2,23";""
"081002";"m. Żagań";"41,30";"0,55";"53,33";"46,67";"0,00";"99,45";"50,39";"1,20";"";"";"34,58";"";"7,21";"3,66";"2,97";""
"081003";"gm. Brzeźnica";"35,28";"1,85";"68,42";"31,58";"0,00";"98,15";"31,29";"1,29";"";"";"53,96";"";"4,75";"5,15";"3,56";""
"081004";"gm. Iłowa";"34,30";"1,07";"75,00";"25,00";"0,00";"98,93";"36,39";"1,68";"";"";"47,04";"";"8,31";"3,31";"3,26";""
"081005";"gm. Małomice";"35,67";"1,01";"66,67";"33,33";"0,00";"98,99";"51,23";"0,54";"";"";"38,49";"";"4,02";"3,34";"2,38";""
"081006";"gm. Niegosławice";"32,92";"1,13";"69,23";"30,77";"0,00";"98,87";"25,42";"1,14";"";"";"63,15";"";"4,05";"2,99";"3,25";""
"081007";"gm. Szprotawa";"33,91";"0,62";"70,59";"29,41";"0,00";"99,38";"41,51";"1,06";"";"";"45,69";"";"5,10";"3,46";"3,19";""
"081008";"gm. Wymiarki";"29,77";"1,10";"83,33";"16,67";"0,00";"98,90";"33,21";"1,67";"";"";"52,88";"";"5,75";"3,71";"2,78";""
"081009";"gm. Żagań";"32,76";"0,97";"61,11";"38,89";"0,00";"99,03";"42,53";"1,36";"";"";"41,17";"";"6,76";"4,03";"4,14";""
"081101";"m. Łęknica";"36,99";"1,39";"80,00";"20,00";"0,00";"98,61";"49,29";"1,98";"";"";"31,07";"";"7,63";"6,36";"3,67";""
"081102";"m. Żary";"41,79";"0,50";"50,82";"49,18";"0,00";"99,50";"48,06";"1,25";"";"";"34,90";"";"8,12";"4,09";"3,59";""
"081103";"gm. Brody";"31,23";"1,08";"33,33";"66,67";"0,00";"98,92";"36,05";"0,85";"";"";"40,07";"";"5,97";"3,05";"14,01";""
"081104";"gm. Jasień";"31,31";"1,10";"84,21";"15,79";"0,00";"98,90";"42,60";"1,75";"";"";"40,97";"";"6,35";"5,07";"3,26";""
"081105";"gm. Lipinki Łużyckie";"31,90";"1,58";"61,54";"38,46";"0,00";"98,42";"35,93";"1,85";"";"";"44,32";"";"7,90";"5,43";"4,57";""
"081106";"gm. Lubsko";"34,93";"0,84";"55,81";"44,19";"0,00";"99,16";"44,89";"1,57";"";"";"36,62";"";"7,57";"5,19";"4,16";""
"081107";"gm. Przewóz";"34,85";"0,92";"75,00";"25,00";"0,00";"99,08";"27,30";"1,63";"";"";"54,38";"";"7,93";"4,67";"4,08";""
"081108";"gm. Trzebiel";"30,97";"1,64";"43,48";"56,52";"0,00";"98,36";"33,07";"1,59";"";"";"48,05";"";"8,18";"4,27";"4,85";""
"081109";"gm. Tuplice";"30,60";"1,59";"58,33";"41,67";"0,00";"98,41";"46,96";"1,21";"";"";"33,74";"";"8,37";"4,18";"5,53";""
"081110";"gm. Żary";"35,10";"0,83";"75,00";"25,00";"0,00";"99,17";"37,55";"1,35";"";"";"44,82";"";"7,42";"4,22";"4,64";""
"081201";"gm. Sława";"36,79";"1,06";"61,54";"38,46";"0,00";"98,94";"39,08";"1,34";"";"";"45,72";"";"7,30";"3,78";"2,77";""
"081202";"gm. Szlichtyngowa";"34,93";"1,30";"88,89";"11,11";"0,00";"98,70";"24,08";"1,02";"";"";"62,66";"";"4,90";"4,17";"3,15";""
"081203";"gm. Wschowa";"35,67";"1,15";"72,06";"27,94";"0,00";"98,85";"34,80";"1,34";"";"";"51,64";"";"5,27";"3,84";"3,12";""
"086101";"m. Gorzów Wielkopolski";"46,68";"0,52";"48,70";"51,30";"0,00";"99,48";"50,30";"1,17";"";"";"34,36";"";"7,55";"4,04";"2,58";""
"086201";"m. Zielona Góra";"51,92";"0,44";"47,74";"52,26";"0,00";"99,56";"56,96";"0,95";"";"";"27,07";"";"8,35";"3,66";"3,01";""
"100101";"m. Bełchatów";"46,99";"0,75";"62,73";"37,27";"0,00";"99,25";"27,02";"1,98";"";"";"55,27";"";"4,29";"7,86";"3,60";""
"100102";"gm. Bełchatów";"47,54";"0,48";"47,62";"52,38";"0,00";"99,52";"16,60";"1,65";"";"";"67,26";"";"3,43";"6,65";"4,41";""
"100103";"gm. Drużbice";"41,34";"0,84";"66,67";"33,33";"0,00";"99,16";"18,29";"1,13";"";"";"69,45";"";"4,12";"4,12";"2,88";""
"100104";"gm. Kleszczów";"39,11";"1,17";"42,86";"57,14";"0,00";"98,83";"19,22";"2,32";"";"";"62,35";"";"4,07";"7,74";"4,30";""
"100105";"gm. Kluki";"41,82";"0,67";"50,00";"50,00";"0,00";"99,33";"14,58";"1,42";"";"";"72,79";"";"3,98";"4,79";"2,43";""
"100106";"gm. Rusiec";"47,14";"0,95";"89,47";"10,53";"0,00";"99,05";"15,37";"2,23";"";"";"69,83";"";"2,64";"3,70";"6,24";""
"100107";"gm. Szczerców";"45,11";"1,48";"61,36";"38,64";"0,00";"98,52";"17,47";"1,98";"";"";"66,87";"";"3,24";"5,80";"4,64";""
"100108";"gm. Zelów";"41,97";"1,18";"62,71";"37,29";"0,00";"98,82";"19,66";"1,98";"";"";"65,57";"";"4,18";"4,52";"4,10";""
"100201";"m. Kutno";"44,98";"0,91";"62,42";"37,58";"0,00";"99,09";"40,44";"1,91";"";"";"44,93";"";"5,71";"3,62";"3,39";""
"100202";"gm. Bedlno";"36,31";"1,03";"58,82";"41,18";"0,00";"98,97";"21,49";"2,69";"";"";"64,30";"";"3,06";"4,23";"4,23";""
"100203";"gm. Dąbrowice";"37,02";"2,49";"66,67";"33,33";"0,00";"97,51";"18,74";"2,56";"";"";"69,34";"";"3,92";"2,73";"2,73";""
"100204";"gm. Krośniewice";"35,46";"1,36";"60,61";"39,39";"0,00";"98,64";"27,18";"2,18";"";"";"59,80";"";"4,36";"2,85";"3,64";""
"100205";"gm. Krzyżanów";"37,11";"1,87";"62,50";"37,50";"0,00";"98,13";"23,47";"1,67";"";"";"65,87";"";"2,94";"2,94";"3,10";""
"100206";"gm. Kutno";"39,72";"0,86";"79,17";"20,83";"0,00";"99,14";"28,04";"1,88";"";"";"56,87";"";"4,81";"4,16";"4,23";""
"100207";"gm. Łanięta";"32,09";"0,65";"75,00";"25,00";"0,00";"99,35";"16,42";"2,46";"";"";"68,97";"";"3,28";"4,60";"4,27";""
"100208";"gm. Nowe Ostrowy";"34,73";"1,30";"69,23";"30,77";"0,00";"98,70";"24,95";"1,92";"";"";"60,81";"";"4,75";"3,43";"4,14";""
"100209";"gm. Oporów";"37,72";"0,64";"60,00";"40,00";"0,00";"99,36";"18,19";"1,81";"";"";"71,87";"";"2,84";"2,97";"2,32";""
"100210";"gm. Strzelce";"38,12";"1,72";"61,90";"38,10";"0,00";"98,28";"20,70";"1,66";"";"";"68,91";"";"3,08";"2,16";"3,49";""
"100211";"gm. Żychlin";"37,55";"1,41";"75,00";"25,00";"0,00";"98,59";"34,39";"1,87";"";"";"50,91";"";"6,22";"3,63";"2,97";""
"100301";"gm. Buczek";"43,74";"1,01";"61,11";"38,89";"0,00";"98,99";"24,16";"2,33";"";"";"60,77";"";"4,38";"3,64";"4,72";""
"100302";"gm. Łask";"44,95";"0,85";"58,14";"41,86";"0,00";"99,15";"37,34";"1,71";"";"";"46,16";"";"6,78";"4,43";"3,58";""
"100303";"gm. Sędziejowice";"42,05";"0,64";"64,29";"35,71";"0,00";"99,36";"23,05";"1,55";"";"";"64,93";"";"3,38";"4,57";"2,51";""
"100304";"gm. Widawa";"41,21";"1,12";"62,07";"37,93";"0,00";"98,88";"18,96";"1,72";"";"";"68,19";"";"3,84";"3,76";"3,53";""
"100305";"gm. Wodzierady";"44,17";"1,62";"75,00";"25,00";"0,00";"98,38";"33,20";"2,14";"";"";"52,64";"";"5,68";"2,97";"3,38";""
"100401";"m. Łęczyca";"42,34";"1,04";"68,63";"31,37";"0,00";"98,96";"46,08";"2,61";"";"";"37,82";"";"5,86";"4,37";"3,27";""
"100402";"gm. Daszyna";"32,02";"1,06";"45,45";"54,55";"0,00";"98,94";"19,51";"1,55";"";"";"69,32";"";"3,20";"3,11";"3,30";""
"100403";"gm. Góra Świętej Małgorzaty";"37,46";"1,78";"58,33";"41,67";"0,00";"98,22";"15,13";"1,89";"";"";"73,75";"";"2,72";"3,86";"2,65";""
"100404";"gm. Grabów";"34,62";"0,70";"66,67";"33,33";"0,00";"99,30";"18,27";"2,51";"";"";"70,34";"";"2,98";"3,04";"2,86";""
"100405";"gm. Łęczyca";"35,26";"1,38";"52,63";"47,37";"0,00";"98,62";"21,30";"2,10";"";"";"66,08";"";"3,35";"3,42";"3,75";""
"100406";"gm. Piątek";"38,26";"0,74";"50,00";"50,00";"0,00";"99,26";"20,77";"1,33";"";"";"69,83";"";"2,40";"2,99";"2,67";""
"100407";"gm. Świnice Warckie";"38,11";"0,97";"75,00";"25,00";"0,00";"99,03";"24,55";"1,88";"";"";"64,65";"";"3,68";"2,86";"2,37";""
"100408";"gm. Witonia";"37,36";"2,06";"47,62";"52,38";"0,00";"97,94";"20,18";"1,71";"";"";"65,46";"";"3,82";"4,52";"4,32";""
"100501";"m. Łowicz";"46,56";"0,99";"64,81";"35,19";"0,00";"99,01";"40,06";"1,47";"";"";"44,88";"";"4,95";"3,89";"4,75";""
"100502";"gm. Bielawy";"37,85";"1,45";"40,00";"60,00";"0,00";"98,55";"22,79";"1,53";"";"";"66,37";"";"2,41";"3,59";"3,30";""
"100503";"gm. Chąśno";"41,47";"1,19";"75,00";"25,00";"0,00";"98,81";"21,31";"1,51";"";"";"66,23";"";"0,80";"5,13";"5,03";""
"100504";"gm. Domaniewice";"42,22";"0,96";"86,67";"13,33";"0,00";"99,04";"20,09";"1,23";"";"";"65,37";"";"2,78";"5,49";"5,04";""
"100505";"gm. Kiernozia";"39,96";"1,79";"60,00";"40,00";"0,00";"98,21";"19,27";"1,46";"";"";"70,14";"";"1,28";"3,74";"4,11";""
"100506";"gm. Kocierzew Południowy";"43,67";"0,99";"73,33";"26,67";"0,00";"99,01";"14,51";"1,20";"";"";"75,03";"";"1,20";"2,86";"5,19";""
"100507";"gm. Łowicz";"43,06";"0,56";"60,00";"40,00";"0,00";"99,44";"23,00";"1,69";"";"";"62,74";"";"3,26";"3,86";"5,44";""
"100508";"gm. Łyszkowice";"37,01";"1,56";"67,74";"32,26";"0,00";"98,44";"19,32";"1,64";"";"";"69,14";"";"2,56";"3,18";"4,15";""
"100509";"gm. Nieborów";"43,96";"0,87";"75,86";"24,14";"0,00";"99,13";"22,21";"1,63";"";"";"63,04";"";"4,13";"3,80";"5,19";""
"100510";"gm. Zduny";"41,29";"1,19";"56,52";"43,48";"0,00";"98,81";"29,36";"1,41";"";"";"57,88";"";"2,62";"3,92";"4,81";""
"100602";"gm. Andrespol";"53,54";"0,64";"68,42";"31,58";"0,00";"99,36";"40,84";"2,27";"";"";"41,84";"";"6,15";"4,41";"4,49";""
"100603";"gm. Brójce";"51,31";"0,60";"62,50";"37,50";"0,00";"99,40";"31,63";"1,35";"";"";"55,40";"";"4,05";"3,75";"3,82";""
"100607";"gm. Koluszki";"49,35";"0,65";"63,33";"36,67";"0,00";"99,35";"35,85";"2,02";"";"";"48,12";"";"5,28";"4,69";"4,04";""
"100608";"gm. Nowosolna";"58,76";"0,95";"63,64";"36,36";"0,00";"99,05";"52,37";"1,78";"";"";"31,84";"";"6,87";"3,87";"3,26";""
"100610";"gm. Rzgów";"53,94";"0,56";"66,67";"33,33";"0,00";"99,44";"36,68";"1,22";"";"";"48,40";"";"4,98";"5,22";"3,50";""
"100611";"gm. Tuszyn";"45,20";"0,66";"60,00";"40,00";"0,00";"99,34";"35,01";"2,27";"";"";"49,32";"";"5,33";"4,62";"3,46";""
"100701";"gm. Białaczów";"39,27";"0,75";"78,57";"21,43";"0,00";"99,25";"16,98";"1,89";"";"";"72,15";"";"2,87";"3,73";"2,38";""
"100702";"gm. Drzewica";"47,89";"1,07";"72,73";"27,27";"0,00";"98,93";"15,57";"2,01";"";"";"72,97";"";"2,47";"3,26";"3,72";""
"100703";"gm. Mniszków";"45,13";"1,21";"61,90";"38,10";"0,00";"98,79";"15,21";"0,99";"";"";"76,89";"";"1,93";"2,63";"2,34";""
"100704";"gm. Opoczno";"47,63";"0,92";"65,00";"35,00";"0,00";"99,08";"24,67";"1,88";"";"";"60,99";"";"3,50";"4,23";"4,73";""
"100705";"gm. Paradyż";"55,40";"1,07";"61,90";"38,10";"0,00";"98,93";"7,34";"1,09";"";"";"85,47";"";"0,93";"2,59";"2,59";""
"100706";"gm. Poświętne";"49,98";"1,19";"75,00";"25,00";"0,00";"98,81";"13,87";"1,13";"";"";"76,26";"";"1,66";"3,99";"3,09";""
"100707";"gm. Sławno";"45,25";"0,95";"50,00";"50,00";"0,00";"99,05";"13,04";"1,70";"";"";"76,63";"";"1,30";"3,52";"3,81";""
"100708";"gm. Żarnów";"44,16";"0,86";"42,11";"57,89";"0,00";"99,14";"16,14";"1,77";"";"";"72,09";"";"2,64";"3,68";"3,68";""
"100801";"m. Konstantynów Łódzki";"49,53";"0,68";"63,27";"36,73";"0,00";"99,32";"44,07";"1,62";"";"";"38,02";"";"6,66";"4,72";"4,91";""
"100802";"m. Pabianice";"49,54";"0,70";"55,00";"45,00";"0,00";"99,30";"44,20";"1,98";"";"";"38,31";"";"8,16";"4,27";"3,09";""
"100803";"gm. Dłutów";"43,32";"0,62";"70,00";"30,00";"0,00";"99,38";"30,27";"1,50";"";"";"55,22";"";"5,82";"4,13";"3,06";""
"100804";"gm. Dobroń";"49,30";"0,93";"57,14";"42,86";"0,00";"99,07";"34,91";"1,81";"";"";"46,69";"";"7,25";"4,53";"4,80";""
"100805";"gm. Ksawerów";"51,98";"0,88";"46,43";"53,57";"0,00";"99,12";"41,84";"1,65";"";"";"40,01";"";"7,10";"5,19";"4,21";""
"100806";"gm. Lutomiersk";"44,86";"0,50";"53,33";"46,67";"0,00";"99,50";"39,33";"1,85";"";"";"42,85";"";"6,48";"4,77";"4,73";""
"100807";"gm. Pabianice";"51,80";"0,79";"39,13";"60,87";"0,00";"99,21";"34,93";"1,73";"";"";"48,02";"";"6,27";"4,44";"4,61";""
"100901";"gm. Działoszyn";"42,42";"1,03";"54,55";"45,45";"0,00";"98,97";"23,57";"1,46";"";"";"56,39";"";"4,07";"4,05";"10,45";""
"100902";"gm. Kiełczygłów";"45,32";"1,16";"55,56";"44,44";"0,00";"98,84";"11,85";"1,31";"";"";"77,62";"";"2,75";"2,88";"3,60";""
"100903";"gm. Nowa Brzeźnica";"40,32";"0,84";"76,92";"23,08";"0,00";"99,16";"19,97";"2,10";"";"";"67,26";"";"3,60";"3,08";"3,99";""
"100904";"gm. Pajęczno";"41,40";"0,68";"59,26";"40,74";"0,00";"99,32";"26,10";"1,56";"";"";"58,85";"";"4,65";"3,65";"5,19";""
