year;pack;name;age;height;weight;caps;position
1999;uruguay;Martin Cervino;20;183;87;1;Wing
1999;uruguay;Pablo Costabile;30;185;90;24;Wing
1999;uruguay;Francisco De Los Santos;29;177;97;19;Hooker
1999;uruguay;Leonardo De Olivera;24;193;114;4;Lock
1999;uruguay;Fernando Sosa Diaz;28;168;83;2;Scrumhalf
1999;uruguay;Martin Ferres;28;170;82;28;Wing
1999;uruguay;Nicolas Grille;25;195;103;16;Flanker
1999;uruguay;Guillermo Laffite;22;180;95;0;Number-8
1999;uruguay;Mario Lame;33;190;111;49;Lock
1999;uruguay;Diego Lamelas;27;167;90;17;Hooker
1999;uruguay;Pablo Lemoine;24;185;129;21;Prop
1999;uruguay;Juan Martin Marques;25;178;86;0;Centre
1999;uruguay;Juan Menchaca;22;175;80;4;Fullback
1999;uruguay;Martin Mendaro;26;172;88;31;Centre
1999;uruguay;Diego Ormachea;40;182;98;63;Number-8
1999;uruguay;Martin Panizza;29;187;99;42;Flanker
1999;uruguay;Fernando Paullier;32;178;86;0;Centre
1999;uruguay;Agustin Ponce de Leon;35;187;105;12;Lock
1999;uruguay;Rodrigo Sanchez;25;175;96;21;Prop
1999;uruguay;Federico Sciarra;33;172;80;42;Scrumhalf
1999;uruguay;Guillermo Storace;25;182;114;14;Prop
1999;uruguay;Pedro Vecino;29;177;85;37;Centre
1999;uruguay;Jose Viana;22;185;85;1;Wing
1999;usa;Vaea Anitoni;29;172;77;42;Wing
1999;usa;Tom Billups;35;172;95;42;Hooker
1999;usa;Andre Blom;29;180;82;10;Fullback
1999;usa;Joe Clayton;26;182;111;1;Prop
1999;usa;Jesse Coulsen;22;173;83;0.00;Fullback
1999;usa;Kevin Dalzell;25;172;78;14;Scrumhalf
1999;usa;Juan Grobler;26;182;93;16;Centre
1999;usa;Luke Goss;30;205;114;36;Lock
1999;usa;Brian Hightower;29;172;83.5;15;Wing
1999;usa;Dave Hodges;31;193;100;21;Lock
1999;usa;Kirk Khasigian;22;180;95;3;Hooker
1999;usa;Mark L'Huillier;28;175;111;1;Prop
1999;usa;Ray Lehner;27;185;109;31;Prop
1999;usa;Rob Lumkong;29;185;110;27;Number-8
1999;usa;Dan Lyle (captain);29;195;113;25;Flanker
1999;usa;Fifita Mounga;26;180;102;9;Flanker
1999;usa;David Niu;33;180;88;6;Flyhalf
1999;usa;Shaun Paga;22;185;97;5;Flanker
1999;usa;Alec Parker;25;198;100;22;Lock
1999;usa;Eric Reed;24;203;114;0.00;Lock
1999;usa;Alatini Saulala;31;182;97;17;Centre
1999;usa;Mark Scharrenberg;30;180;91;37;Centre
1999;usa;Rich Shurfeld;36;185;109;5;Wing
1999;usa;Kurt Shuman;25;185;91;15;Centre
1999;usa;David Stroble;23;175;81;0.00;Flyhalf
1999;usa;George Sucher;30;182;100;13;Prop
1999;usa;Tomasi Takau;30;180;95;23;Centre
1999;usa;Richard Tardits;34;187;110;22;Flanker
1999;usa;Sinapati Uigalelei;20;188;105;0.00;Wing
1999;usa;Mark Williams;38;180;86;36;Centre
1999;wales;Chris Anthony;23;185;111;8;Flanker
1999;wales;Allan Bateman;34;175;89;20;Centre
1999;wales;Neil Boobyer;27;180;83;7;Centre
1999;wales;Colin Charvis;27;190;105;24;Flanker
1999;wales;Ben Evans;24;190;119;7;Prop
1999;wales;Scott Gibbs;28;175;98;42;Centre
1999;wales;Ian Gough;23;198;108;2;Lock
1999;wales;Shane Howarth;31;175;89;13;Fullback
1999;wales;Robert Howley;29;177;84;37;Scrumhalf
1999;wales;Jonathan Humphreys;30;182;105;32;Hooker
1999;wales;Dafydd James;24;190;91;21;Wing
1999;wales;Garin Jenkins;33;177;103;47;Hooker
1999;wales;Neil Jenkins;28;177;84;70;Flyhalf
1999;wales;Jason Jones-Hughes;23;192;105;1;Centre
1999;wales;Andrew Lewis;26;177;105;18;Prop
1999;wales;Geraint Lewis;25;175;83;4;Wing
1999;wales;David Llewellyn;29;177;89;3;Scrumhalf
1999;wales;Darren Morris;25;182;108;6;Prop
1999;wales;Craig Quinnell;24;198;125;18;Lock
1999;wales;Scott Quinnell;27;193;117;31;Number-8
1999;wales;Matthew Robinson;26;175;83;4;Wing
1999;wales;Peter Rogers;30;182;106;9;Prop
1999;wales;Brett Sinkinson;28;182;96;8;Flanker
1999;wales;Mark Taylor;26;185;87;17;Centre
1999;wales;Gareth Thomas;25;187;104;37;Wing
1999;wales;Mike Voyle;29;198;107;19;Lock
1999;wales;Nick Walne;24;193;98;3;Wing
1999;wales;Martyn Williams;24;187;100;11;Flanker
1999;wales;Chris Wyatt;26;195;107;15;Lock
1999;wales;Dai Young;32;185;113;36;Prop
1999;samoa;Robbie Ale;26;180;114;3;Prop
1999;samoa;Stephen Bachop;33;178;90;15;Flyhalf
1999;samoa;Jon Clarke;24;182;95;6;Scrumhalf
1999;samoa;Kepi Faiva'ai;29;180;120;9;Prop
1999;samoa;Lio Falaniko;29;196;115;18;Lock
1999;samoa;Terry Fanolua;25;184;88;6;Centre
1999;samoa;Isaac Feaunati;26;189;111;4;Number-8
1999;samoa;Craig Glendinning;26;184;96;8;Flanker
1999;samoa;Patrick Lam (c);31;187;104;32;Number-8
1999;samoa;George Leaupepe;24;179;95;24;Centre
1999;samoa;Silao Leaga;25;179;94;4;Fullback
1999;samoa;Trevor Leota;24;174;115;11;Hooker
1999;samoa;Brian Lima;27;178;92;35;Wing
1999;samoa;Onehanga Matauiau;24;180;96;2;Hooker
1999;samoa;Mike Mika;30;186;110;13;Prop
1999;samoa;Opeta Palepoi;24;195;105;8;Lock
1999;samoa;Junior Paramore;31;190;105;17;Flanker
1999;samoa;Brendan Reidy;28;185;108;15;Prop
1999;samoa;Semo Sititi;25;188;98;3;Flanker
1999;samoa;Afato So'oalo;25;175;88;10;Wing
1999;samoa;Steven So'oialo;22;177;82;8;Scrumhalf
1999;samoa;Sene Taola;26;193;105;14;Flanker
1999;samoa;Filipo Toala;26;175;87;3;Wing
1999;samoa;Kalolo Toleafoa;28;185;95;2;Flanker
1999;samoa;Lama Tone;28;200;102;10;Lock
1999;samoa;Va'aiga Tuigamala;30;180;105;11;Wing
1999;samoa;Mike Umaga;33;183;90;14;Fullback
1999;samoa;To'o Vaega;34;178;86;42;Centre
1999;samoa;Earl Va'a;27;170;84;7;Flyhalf
1999;samoa;Tanner Vili;23;170;75;3;Flyhalf
2003;australia;Elton Flatley;26;178;89;NA;NA
2003;australia;Mat Rogers;27;182;85;NA;NA
2003;australia;Chris Latham;28;192;100;NA;NA
2003;australia;Lote Tuqiri;24;191;103;NA;NA
2003;australia;Matt Giteau;21;178;82;NA;NA
2003;australia;Stirling Mortlock;26;191;100;NA;NA
2003;australia;Matt Burke;30;184;95;NA;NA
2003;australia;Stephen Larkham;29;188;86;NA;NA
2003;australia;David Lyons;23;192;116;NA;NA
2003;australia;Joe Roff;28;191;100;NA;NA
2003;australia;George Smith;23;180;98;NA;NA
2003;australia;Morgan Turinui;21;181;100;NA;NA
2003;australia;George Gregan;30;173;79;NA;NA
2003;australia;Nathan Grey;28;185;96;NA;NA
2003;australia;Jeremy Paul;26;184;105;NA;NA
2003;australia;John Roe;26;188;105;NA;NA
2003;australia;Wendell Sailor;29;191;107;NA;NA
2003;australia;Al Baxter;26;190;116;NA;NA
2003;australia;Brendan Cannon;30;188;108;NA;NA
2003;australia;Matt Cockbain;31;198;98;NA;NA
2003;australia;David Croft;24;185;98;NA;NA
2003;australia;Ben Darwin;27;186;115;NA;NA
2003;australia;Matt Dunning;25;182;115;NA;NA
2003;australia;David Giffin;30;198;115;NA;NA
2003;australia;Justin Harrison;29;203;110;NA;NA
2003;australia;Nathan Sharpe;25;200;115;NA;NA
2003;australia;Daniel Vickerman;24;204;119;NA;NA
2003;australia;Phil Waugh;24;180;99;NA;NA
2003;australia;Chris Whitaker;29;179;82;NA;NA
2003;australia;Bill Young;28;188;110;NA;NA
2003;ireland;Ronan O'Gara;26;180;85;NA;NA
2003;ireland;David Humphreys;32;178;85;NA;NA
2003;ireland;Brian O'Driscoll;24;180;94;NA;NA
2003;ireland;Shane Horgan;25;193;102;NA;NA
2003;ireland;Eric Miller;28;192;107;NA;NA
2003;ireland;Victor Costello;33;192;118;NA;NA
2003;ireland;Girvan Dempsey;28;189;92;NA;NA
2003;ireland;Guy Easterby;32;180;94;NA;NA
2003;ireland;Marcus Horan;26;185;108;NA;NA
2003;ireland;John Kelly;29;178;92;NA;NA
2003;ireland;Kevin Maggs;29;180;97;NA;NA
2003;ireland;Keith Wood;31;183;105;NA;NA
2003;ireland;Simon Best;25;184;115;NA;NA
2003;ireland;Shane Byrne;32;188;110;NA;NA
2003;ireland;Reggie Corrigan;33;188;110;NA;NA
2003;ireland;Simon Easterby;28;183;100;NA;NA
2003;ireland;Anthony Foley;30;190;110;NA;NA
2003;ireland;Keith Gleeson;27;185;98;NA;NA
2003;ireland;John Hayes;30;190;125;NA;NA
2003;ireland;Donnacha O'Callaghan;24;198;111;NA;NA
2003;ireland;Paul O'Connell;24;198;110;NA;NA
2003;ireland;Malcolm O'Kelly;29;204;113;NA;NA
2003;ireland;Peter Stringer;26;170;70;NA;NA
2003;argentina;Gonzalo Quesada;29;183;88;NA;NA
2003;argentina;Pablo Bouza;30;193;100;NA;NA
2003;argentina;Martin Gaitan;25;177;85;NA;NA
2003;argentina;Juan Fernandez Miranda;29;179;88;NA;NA
2003;argentina;Nicolas Fernandez Miranda;31;177;80;NA;NA
2003;argentina;Juan Hernandez;21;187;88;NA;NA
2003;argentina;Ignacio Corleto;25;185;85;NA;NA
2003;argentina;Manuel Contepomi;26;187;90;NA;NA
2003;argentina;Federico Mendez;31;184;108;NA;NA
2003;argentina;Felipe Contepomi;26;182;89;NA;NA
2003;argentina;Patricio Albacete;22;200;115;NA;NA
2003;argentina;Diego Albanese;30;174;78;NA;NA
2003;argentina;Rimas Alvarez;29;197;105;NA;NA
2003;argentina;Martin Durand;27;182;97;NA;NA
2003;argentina;Ignacio Fernandez Lobbe;29;194;106;NA;NA
2003;argentina;Roberto Grau;33;183;105;NA;NA
2003;argentina;Omar Hasan;32;183;115;NA;NA
2003;argentina;Mario Ledesma;30;183;105;NA;NA
2003;argentina;Gonzalo Longo;29;193;98;NA;NA
2003;argentina;Rolando Martin;35;189;97;NA;NA
2003;argentina;Jose Maria Nunez Piossek;27;184;90;NA;NA
2003;argentina;Jose Orengo;27;176;86;NA;NA
2003;argentina;Lucas Ostiglia;27;190;95;NA;NA
2003;argentina;Santiago Phelan;29;187;92;NA;NA
2003;argentina;Agustin Pichot;29;174;78;NA;NA
2003;argentina;Mauricio Reggiardo;33;190;118;NA;NA
2003;argentina;Rodrigo Roncero;26;177;108;NA;NA
2003;argentina;Martin Scelzo;27;190;125;NA;NA
2003;argentina;Hernan Senillosa;26;179;84;NA;NA
2003;argentina;Pedro Sporleder;32;198;117;NA;NA
2003;romania;Ionut Tofan;26;178;77;NA;NA
2003;romania;George Chiriac;24;190;100;NA;NA
2003;romania;Valentin Maftei;29;185;90;NA;NA
2003;romania;Augustin Petrichei;23;198;105;NA;NA
2003;romania;Cristian Sauan;29;183;95;NA;NA
2003;romania;Lucian Sirbu;27;183;89;NA;NA
2003;romania;Ioan Teodorescu;27;175;79;NA;NA
2003;romania;Petrisor Toderasc;23;185;112;NA;NA
2003;romania;Iulian Andrei;29;170;75;NA;NA
2003;romania;Petru Balan;27;186;116;NA;NA
2003;romania;Gabriel Brezoianu;26;175;85;NA;NA
2003;romania;Danut Dumbrava;22;186;84;NA;NA
2003;romania;Silviu Florea;26;182;106;NA;NA
2003;romania;Vasile Ghioc;25;180;84;NA;NA
2003;romania;Romeo Gontineac;30;175;89;NA;NA
2003;romania;Paulica Ion;20;178;100;NA;NA
2003;romania;Razvan Mavrodin;30;178;100;NA;NA
2003;romania;Marius Niculai;24;190;94;NA;NA
2003;romania;Cristian Petre;24;195;110;NA;NA
2003;romania;Cristian Podea;24;172;84;NA;NA
2003;romania;Cezar Popescu;27;188;108;NA;NA
2003;romania;Marcel Socaciu;31;180;112;NA;NA
2003;romania;Sorin Socol;26;195;111;NA;NA
2003;romania;Florin Tatu;20;195;98;NA;NA
2003;romania;Ovidiu Tonita;23;195;99;NA;NA
2003;romania;Bogdan Tudor;27;189;108;NA;NA
2003;romania;Marian Tudori;25;193;98;NA;NA
2003;romania;Mihai Vioreanu;28;184;84;NA;NA
2003;namibia;Emile Wessels;24;180;87;NA;NA
2003;namibia;Du Preez Grobler;26;183;90;NA;NA
2003;namibia;Hakkies Husselman;31;180;88;NA;NA
2003;namibia;Eben Isaacs;33;193;101;NA;NA
2003;namibia;Corne Powell;29;194;95;NA;NA
2003;namibia;Melrick Africa;25;182;82;NA;NA
2003;namibia;Andries Blaauw;33;175;116;NA;NA
2003;namibia;Jurie Booysen;22;190;86;NA;NA
2003;namibia;Vincent Dreyer;25;177;78;NA;NA
2003;namibia;Neil du Toit;34;187;118;NA;NA
2003;namibia;Wolfie Duvenhage;25;184;98;NA;NA
2003;namibia;Sean Furter;26;196;100;NA;NA
2003;namibia;Archie Graham;29;191;105;NA;NA
2003;namibia;Deon Grunschloss;30;NA;NA;NA;NA
2003;namibia;Phillipus Isaacs;30;180;96;NA;NA
2003;namibia;Kees Lensing;25;190;125;NA;NA
2003;namibia;Herman Lintvelt;27;192;103;NA;NA
2003;namibia;Johannes Meyer;22;178;98;NA;NA
2003;namibia;Deon Mouton;29;185;91;NA;NA
2003;namibia;Ronaldo Pedro;31;174;74;NA;NA
2003;namibia;Morne Schreuder;24;180;80;NA;NA
2003;namibia;Heino Senekal;28;198;108;NA;NA
2003;namibia;Neil Swanepoel;23;173;85;NA;NA
2003;namibia;Schalk van der Merwe;29;182;90;NA;NA
2003;namibia;Jurgens van Lill;22;NA;NA;NA;NA
2003;namibia;Shaun van Rooi;21;190;89;NA;NA
2003;namibia;Cor Van Tonder;25;178;99;NA;NA
2003;namibia;Rudi van Vuuren;31;188;96;NA;NA
2003;france;Frederic Michalak;21;172;78;NA;NA
2003;france;Christophe Dominici;31;172;77;NA;NA
2003;france;Imanol Harinordoquy;23;192;102;NA;NA
2003;france;Yannick Jauzion;25;193;96;NA;NA
2003;france;Brian Liebenberg;24;186;106;NA;NA
2003;france;Gerald Merceron;30;174;74;NA;NA
2003;france;Dmitri Yachvili;23;183;81;NA;NA
2003;france;Serge Betsen;29;182;92;NA;NA
2003;france;Jean Jacques Crenca;34;180;103;NA;NA
2003;france;Aurelien Rougerie;23;194;93;NA;NA
2003;france;Nicolas Brusque;27;189;80;NA;NA
2003;france;Yannick Bru;30;180;95;NA;NA
2003;france;Pepito Elhorga;25;177;80;NA;NA
2003;france;Fabien Galthie;34;180;86;NA;NA
2003;france;Raphael Ibanez;30;180;93;NA;NA
2003;france;Olivier Magne;30;188;95;NA;NA
2003;france;Fabien Pelous;30;198;110;NA;NA
2003;france;Jean Baptiste Poux;24;180;105;NA;NA
2003;france;David Auradou;30;201;101;NA;NA
2003;france;David Bory;27;180;83;NA;NA
2003;france;Sebastien Chabal;26;187;103;NA;NA
2003;france;Christian Labit;32;187;105;NA;NA
2003;france;Sylvain Marconnet;27;183;115;NA;NA
2003;france;Tony Marsh;31;188;97;NA;NA
2003;france;Olivier Milloud;28;185;104;NA;NA
2003;france;Clement Poitrenaud;21;187;88;NA;NA
2003;france;Thibault Privat;24;NA;NA;NA;NA
2003;france;Patrick Tabacco;29;198;97;NA;NA
2003;france;Jerome Thion;26;198;115;NA;NA
2003;france;Damien Traille;24;194;98;NA;NA
2003;england;Jonny Wilkinson;24;178;89;NA;NA
2003;england;Paul Grayson;32;183;81;NA;NA
2003;england;Will Greenwood;31;193;96;NA;NA
2003;england;Josh Lewsey;27;180;89;NA;NA
2003;england;Jason Robinson;29;173;83;NA;NA
2003;england;Iain Balshaw;24;190;95;NA;NA
2003;england;Mike Catt;32;180;85;NA;NA
2003;england;Neil Back;34;178;92;NA;NA
2003;england;Ben Cohen;25;191;100;NA;NA
2003;england;Andy Gomarsall;29;178;86;NA;NA
2003;england;Dan Luger;28;185;92;NA;NA
2003;england;Stuart Abbott;25;181;87;NA;NA
2003;england;Lawrence Dallaglio;31;193;109;NA;NA
2003;england;Matt Dawson;31;178;87;NA;NA
2003;england;Lewis Moody;25;193;105;NA;NA
2003;england;Mark Regan;31;178;95;NA;NA
2003;england;Steve Thompson;25;188;117;NA;NA
2003;england;Mike Tindall;25;185;100;NA;NA
2003;england;Phil Vickery;27;191;125;NA;NA
2003;england;Kyran Bracken;32;180;84;NA;NA
2003;england;Martin Corry;30;196;112;NA;NA
2003;england;Richard Hill;30;189;104;NA;NA
2003;england;Martin Johnson;33;200;118;NA;NA
2003;england;Ben Kay;28;198;112;NA;NA
2003;england;Jason Leonard;35;183;115;NA;NA
2003;england;Dorian West;36;180;102;NA;NA
2003;england;Julian White;30;185;121;NA;NA
2003;england;Trevor Woodman;27;183;113;NA;NA
2003;england;Joe Worsley;26;196;110;NA;NA
2003;scotland;Chris Paterson;25;181;82;NA;NA
2003;scotland;Simon Danielli;24;193;102;NA;NA
2003;scotland;Gregor Townsend;30;183;91;NA;NA
2003;scotland;Stuart Grimes;29;200;110;NA;NA
2003;scotland;Rob Russell;27;178;96;NA;NA
2003;scotland;Tom Smith;32;172;104;NA;NA
2003;scotland;Simon Taylor;24;195;110;NA;NA
2003;scotland;Ross Beattie;26;195;110;NA;NA
2003;scotland;Michael Blair;22;181;82;NA;NA
2003;scotland;Gordon Bulloch;28;180;98;NA;NA
2003;scotland;Andy Craig;27;185;93;NA;NA
2003;scotland;Bruce Douglas;23;180;117;NA;NA
2003;scotland;Andrew Henderson;23;193;100;NA;NA
2003;scotland;Nathan Hines;27;201;117;NA;NA
2003;scotland;Ben Hinshelwood;26;188;100;NA;NA
2003;scotland;Martin Leslie;32;191;103;NA;NA
2003;scotland;Kenny Logan;31;188;94;NA;NA
2003;scotland;Cameron Mather;31;198;108;NA;NA
2003;scotland;Gordon McIlwham;34;178;111;NA;NA
2003;scotland;James McLaren;31;191;105;NA;NA
2003;scotland;Glenn Metcalfe;32;180;83;NA;NA
2003;scotland;Scott Murray;27;203;110;NA;NA
2003;scotland;Jon Petrie;27;193;109;NA;NA
2003;scotland;Bryan Redpath;32;170;79;NA;NA
2003;scotland;Gordon Ross;25;172;86;NA;NA
2003;scotland;Jason White;25;196;107;NA;NA
2003;fiji;Nicky Little;27;183;94;NA;NA
2003;fiji;Rupeni Caucau;23;175;98;NA;NA
2003;fiji;Norman Ligairi;27;182;85;NA;NA
2003;fiji;Api Naevo;30;201;118;NA;NA
2003;fiji;Aisea Tuilevu;31;168;100;NA;NA
2003;fiji;Marika Vunibaka;29;187;98;NA;NA
2003;fiji;Vilimoni Delasau;26;190;99;NA;NA
2003;fiji;Alifereti Doviverata;27;186;105;NA;NA
2003;fiji;Bill Gadolo;26;177;104;NA;NA
2003;fiji;Emori Katalau;34;198;104;NA;NA
2003;fiji;Sisa Koyamaibole;23;196;118;NA;NA
2003;fiji;Kele Leawere;29;196;118;NA;NA
2003;fiji;Vula Maimuri;28;200;114;NA;NA
2003;fiji;Isikeli Nacewa;21;185;83;NA;NA
2003;fiji;Richard Nyholt;28;184;112;NA;NA
2003;fiji;Seru Rabeni;25;187;95;NA;NA
2003;fiji;Isaia Rasila;34;180;105;NA;NA
2003;fiji;Jacob Rauluni;31;178;94;NA;NA
2003;fiji;Moses Rauluni;28;178;80;NA;NA
2003;fiji;Ifereimi Rawaqa;23;203;105;NA;NA
2003;fiji;Epeli Ruivadra;26;184;92;NA;NA
2003;fiji;Kitione Salawa;27;194;95;NA;NA
2003;fiji;Nacanieli Seru;34;180;115;NA;NA
2003;fiji;Koli Sewabu;28;196;103;NA;NA
2003;fiji;Greg Smith;29;181;105;NA;NA
2003;fiji;Alfred Uluinayau;33;170;90;NA;NA
2003;fiji;Joeli Veitayaki;36;195;136;NA;NA
2003;usa;Mike Hercus;24;178;82;NA;NA
2003;usa;Kort Schubert;24;192;111;NA;NA
2003;usa;Riaan van Zyl;31;183;91;NA;NA
2003;usa;Phillip Eloff;25;183;91;NA;NA
2003;usa;Kirk Khasigian;26;178;100;NA;NA
2003;usa;John Buchholz;24;178;82;NA;NA
2003;usa;Kain Cross;29;170;86;NA;NA
2003;usa;Kevin Dalzell;29;173;79;NA;NA
2003;usa;Daniel Dorsey;27;185;125;NA;NA
2003;usa;Paul Emerick;23;183;91;NA;NA
2003;usa;David Fee;27;175;84;NA;NA
2003;usa;Oloseti Fifita;35;191;109;NA;NA
2003;usa;Jurie Gouws;30;191;110;NA;NA
2003;usa;Luke Gross;34;206;125;NA;NA
2003;usa;Dave Hodges;35;193;107;NA;NA
2003;usa;Jason Keyter;30;183;95;NA;NA
2003;usa;Kimball Kjar;25;175;88;NA;NA
2003;usa;Gerhard Klerck;28;198;109;NA;NA
2003;usa;Richard Liddington;25;193;109;NA;NA
2003;usa;Dan Lyle;33;193;111;NA;NA
2003;usa;Mike MacDonald;23;185;118;NA;NA
2003;usa;Alec Parker;29;198;107;NA;NA
2003;usa;Matt Sherman;24;178;82;NA;NA
2003;usa;Salesi Sika;23;188;107;NA;NA
2003;usa;Mose Timoteo;27;173;77;NA;NA
2003;usa;Jacob Waasdorp;25;185;122;NA;NA
2003;usa;Link Wilfley;24;188;95;NA;NA
2003;usa;Matthew Wyatt;25;175;95;NA;NA
2003;south africa;Derick Hougaard;20;176;87;NA;NA
2003;south africa;Louis Koen;28;180;82;NA;NA
2003;south africa;Bakkies Botha;24;202;117;NA;NA
2003;south africa;Jaque Fourie;20;189;92;NA;NA
2003;south africa;Danie Rossouw;25;198;120;NA;NA
2003;south africa;Joost van der Westhuizen;32;188;87;NA;NA
2003;south africa;Joe Van Niekerk;23;193;103;NA;NA
2003;south africa;Richard Bands;29;183;119;NA;NA
2003;south africa;Schalk Burger;20;193;106;NA;NA
2003;south africa;Neil de Kock;25;177;80;NA;NA
2003;south africa;Thinus Delport;28;188;98;NA;NA
2003;south africa;Werner Greeff;26;187;92;NA;NA
2003;south africa;Jorrie Muller;22;182;89;NA;NA
2003;south africa;Hendro Scholtz;24;187;104;NA;NA
2003;south africa;Juan Smith;22;196;104;NA;NA
2003;south africa;Jaco van der Westhuyzen;25;182;87;NA;NA
2003;south africa;Ashwin Willemse;22;188;89;NA;NA
2003;south africa;De Wet Barry;25;187;90;NA;NA
2003;south africa;Christo Bezuidenhout;33;187;116;NA;NA
2003;south africa;Selborne Boome;28;198;107;NA;NA
2003;south africa;Danie Coetzee;26;185;102;NA;NA
2003;south africa;Corne Krige;28;191;100;NA;NA
2003;south africa;Ricardo Loubscher;29;170;84;NA;NA
2003;south africa;Victor Matfield;26;198;113;NA;NA
2003;south africa;Breyton Paulse;27;175;79;NA;NA
2003;south africa;Faan Rautenbach;27;189;125;NA;NA
2003;south africa;Dale Santon;34;178;104;NA;NA
2003;south africa;Lawrence Sephaka;25;177;108;NA;NA
2003;south africa;John Smit;25;188;116;NA;NA
2003;south africa;Stefan Terblanche;28;187;93;NA;NA
2003;samoa;Earl Va'a;31;166;79;NA;NA
2003;samoa;Brian Lima;31;181;95;NA;NA
2003;samoa;Maurie Fa'asavalu;23;186;105;NA;NA
2003;samoa;Dominic Feaunati;25;185;110;NA;NA
2003;samoa;Opeta Palepoi;28;193;108;NA;NA
2003;samoa;Semo Sititi;29;188;102;NA;NA
2003;samoa;Sailosi Tagicakibau;21;193;97;NA;NA
2003;samoa;Tanner Vili;27;172;78;NA;NA
2003;samoa;Lome Fa'atau;28;183;90;NA;NA
2003;samoa;Simon Lemalu;22;180;112;NA;NA
2003;samoa;Steven So'oialo;26;177;86;NA;NA
2003;samoa;Terry Fanolua;29;186;90;NA;NA
2003;samoa;Ron Fanuatanu;21;184;90;NA;NA
2003;samoa;Leo Lafaiali'I;29;194;108;NA;NA
2003;samoa;Kas Lealamanu'a;27;180;117;NA;NA
2003;samoa;Tamato Leupolu;23;185;119;NA;NA
2003;samoa;Jonathan Meredith;25;175;108;NA;NA
2003;samoa;Peter Poulos;26;190;108;NA;NA
2003;samoa;Dale Rasmussen;26;188;96;NA;NA
2003;samoa;Romi Ropati;27;182;92;NA;NA
2003;samoa;Mahonri Schwalger;25;175;108;NA;NA
2003;samoa;Jeremy Tomuli;32;178;125;NA;NA
2003;samoa;Des Tuiavi'I;33;185;103;NA;NA
2003;samoa;Denning Tyrell;27;172;86;NA;NA
2003;samoa;Siaosi Vaili;26;191;110;NA;NA
2003;samoa;Kitiona Viliamu;23;192;110;NA;NA
2003;uruguay;Diego Aguirre;29;186;95;NA;NA
2003;uruguay;Juan Menchaca;26;174;78;NA;NA
2003;uruguay;Pablo Lemoine;28;184;125;NA;NA
2003;uruguay;Nicolas Brignoni;27;196;99;NA;NA
2003;uruguay;Rodrigo Capo;23;195;112;NA;NA
2003;uruguay;Alfonso Cardoso;32;174;76;NA;NA
2003;uruguay;Diego Lamelas;31;170;100;NA;NA
2003;uruguay;Sebastian Aguirre;27;183;88;NA;NA
2003;uruguay;Juan Miguel Alvarez;23;195;101;NA;NA
2003;uruguay;Juan Alzueta;28;189;110;NA;NA
2003;uruguay;Bernardo Amarillo;25;173;75;NA;NA
2003;uruguay;Juan Carlos Bado;30;197;110;NA;NA
2003;uruguay;Carlos Baldasarri;24;190;93;NA;NA
2003;uruguay;Eduardo Berruti;35;190;130;NA;NA
2003;uruguay;Emiliano Caffera;25;176;80;NA;NA
2003;uruguay;Juan Campomar;21;172;74;NA;NA
2003;uruguay;Ignacio Conti;26;179;95;NA;NA
2003;uruguay;Joaquin De Freitas;25;179;92;NA;NA
2003;uruguay;Nicolas Grille;29;196;104;NA;NA
2003;uruguay;Marcelo Gutierrez;26;189;98;NA;NA
2003;uruguay;Emiliano Ibarra;29;180;90;NA;NA
2003;uruguay;Juan Machado;30;172;105;NA;NA
2003;uruguay;Martin Mendaro;30;173;86;NA;NA
2003;uruguay;Joaquin Pastore;22;180;86;NA;NA
2003;uruguay;Juan Andres Perez;28;174;99;NA;NA
2003;uruguay;Hernan Ponte;22;188;98;NA;NA
2003;uruguay;Diego Reyes;23;188;93;NA;NA
2003;uruguay;Rodrigo Sanchez;27;179;100;NA;NA
2003;uruguay;Guillermo Storace;29;183;115;NA;NA
2003;uruguay;Jose Viana;26;188;85;NA;NA
2003;georgia;Paliko Jimsheladze;28;180;88;NA;NA
2003;georgia;Merab Kvirikashvili;20;176;74;NA;NA
2003;georgia;Malkhaz Urjukashvili;23;178;80;NA;NA
2003;georgia;David Dadunashvili;21;184;110;NA;NA
2003;georgia;Irakli Abuseridze;26;174;79;NA;NA
2003;georgia;David Bolgashvili;24;187;100;NA;NA
2003;georgia;George Chkhaidze;22;194;101;NA;NA
2003;georgia;Victor Didebulidze;32;194;115;NA;NA
2003;georgia;Otar Eloshvili;25;187;100;NA;NA
2003;georgia;Irakli Giorgadze;21;188;100;NA;NA
2003;georgia;Akvsenti Giorgadze;27;179;103;NA;NA
2003;georgia;Sergo Gujaraidze;24;198;115;NA;NA
2003;georgia;Vasil Katsadze;27;188;108;NA;NA
2003;georgia;Archil Kavtarashvili;30;184;95;NA;NA
2003;georgia;Besik Khamashuridze;26;196;96;NA;NA
2003;georgia;Badri Khekhelashvili;25;179;76;NA;NA
2003;georgia;Gocha Khonelidze;27;179;94;NA;NA
2003;georgia;Avtandil Kopaliani;21;182;113;NA;NA
2003;georgia;Gia Labadze;30;194;97;NA;NA
2003;georgia;Irakli Machkhaneli;22;187;90;NA;NA
2003;georgia;Alexandre Margvelashvili;30;188;135;NA;NA
2003;georgia;Zurab Mchedlishvili;32;185;107;NA;NA
2003;georgia;Irakli Modebadze;24;174;80;NA;NA
2003;georgia;Vano Nadiradze;31;197;112;NA;NA
