year;pack;name;age;height;weight;caps;position
2003;georgia;Soso Nikolaenko;28;188;105;NA;NA
2003;georgia;Goderdzi Shvelidze;25;177;106;NA;NA
2003;georgia;George Tsiklauri;22;194;101;NA;NA
2003;georgia;Gregoire Yachvili;26;190;97;NA;NA
2003;georgia;Ilia Zedginidze;26;195;112;NA;NA
2003;georgia;Tedo Zibzibadze;23;191;94;NA;NA
2003;new zealand;Leon MacDonald;26;181;96;NA;NA
2003;new zealand;Daniel Carter;21;180;91;NA;NA
2003;new zealand;Doug Howlett;25;185;92;NA;NA
2003;new zealand;Mils Muliaina;23;183;94;NA;NA
2003;new zealand;Joe Rokocoko;20;189;98;NA;NA
2003;new zealand;Carlos Spencer;28;180;95;NA;NA
2003;new zealand;Caleb Ralph;26;187;93;NA;NA
2003;new zealand;Kees Meeuws;29;183;118;NA;NA
2003;new zealand;Rodney So'oialo;24;190;105;NA;NA
2003;new zealand;Brad Thorn;28;195;115;NA;NA
2003;new zealand;Reuben Thorne;28;192;107;NA;NA
2003;new zealand;Aaron Mauger;23;181;93;NA;NA
2003;new zealand;Daniel Braid;22;186;96;NA;NA
2003;new zealand;Corey Flynn;22;184;106;NA;NA
2003;new zealand;Marty Holah;27;184;98;NA;NA
2003;new zealand;Chris Jack;25;202;112;NA;NA
2003;new zealand;Justin Marshall;30;179;94;NA;NA
2003;new zealand;Keven Mealamu;24;181;106;NA;NA
2003;new zealand;Ma'a Nonu;21;182;100;NA;NA
2003;new zealand;Ali Williams;22;202;110;NA;NA
2003;new zealand;Ben Atiga;20;178;93;NA;NA
2003;new zealand;Jerry Collins;23;190;103;NA;NA
2003;new zealand;Steve Devine;27;176;85;NA;NA
2003;new zealand;Mark Hammett;31;185;108;NA;NA
2003;new zealand;Dave Hewett;32;191;116;NA;NA
2003;new zealand;Carl Hoeft;29;184;115;NA;NA
2003;new zealand;Byron Kelleher;27;177;96;NA;NA
2003;new zealand;Richie McCaw;23;188;105;NA;NA
2003;new zealand;Greg Somerville;26;187;115;NA;NA
2003;new zealand;Tana Umaga;30;187;101;NA;NA
2003;wales;Stephen Jones;26;183;84;NA;NA
2003;wales;Iestyn Harris;27;178;90;NA;NA
2003;wales;Colin Charvis;31;190;108;NA;NA
2003;wales;Sonny Parker;26;185;102;NA;NA
2003;wales;Martyn Williams;28;185;98;NA;NA
2003;wales;Gareth Cooper;24;171;76;NA;NA
2003;wales;Mark Jones;24;186;91;NA;NA
2003;wales;Dafydd Jones;24;198;109;NA;NA
2003;wales;Mark Taylor;30;181;95;NA;NA
2003;wales;Gareth Thomas;29;193;103;NA;NA
2003;wales;Shane Williams;26;173;78;NA;NA
2003;wales;Huw Bennett;20;186;105;NA;NA
2003;wales;Brent Cockbain;29;202;114;NA;NA
2003;wales;Mefin Davies;31;177;95;NA;NA
2003;wales;Garan Evans;30;182;83;NA;NA
2003;wales;Gethin Jenkins;23;186;113;NA;NA
2003;wales;Adam Jones;22;185;121;NA;NA
2003;wales;Gareth Llewellyn;34;198;115;NA;NA
2003;wales;Robin McBryde;33;180;105;NA;NA
2003;wales;Kevin Morgan;26;178;82;NA;NA
2003;wales;Dwayne Peel;22;180;83;NA;NA
2003;wales;Alix Popham;24;190;108;NA;NA
2003;wales;Tom Shanklin;24;187;97;NA;NA
2003;wales;Robert Sidoli;24;198;112;NA;NA
2003;wales;Ceri Sweeney;23;181;86;NA;NA
2003;wales;Iestyn Thomas;27;185;112;NA;NA
2003;wales;Jonathan Thomas;21;196;107;NA;NA
2003;wales;Rhys Williams;23;173;86;NA;NA
2003;wales;Chris Wyatt;30;195;111;NA;NA
2003;italy;Rima Wakarua;27;172;78;NA;NA
2003;italy;Denis Dallan;25;188;99;NA;NA
2003;italy;Manuel Dallan;27;185;87;NA;NA
2003;italy;Sergio Parisse;20;196;104;NA;NA
2003;italy;Matthew Phillips;28;195;110;NA;NA
2003;italy;Gert Peens;29;183;96;NA;NA
2003;italy;Matteo Barbini;21;190;90;NA;NA
2003;italy;Andrea Benatti;24;190;95;NA;NA
2003;italy;Mirco Bergamasco;20;180;86;NA;NA
2003;italy;Mauro Bergamasco;24;180;86;NA;NA
2003;italy;Cristian Bezzi;28;196;115;NA;NA
2003;italy;Marco Bortolami;23;196;102;NA;NA
2003;italy;Gonzalo Canale;21;182;90;NA;NA
2003;italy;Martin Castrogiovanni;22;188;110;NA;NA
2003;italy;Carlo Checchinato;33;197;110;NA;NA
2003;italy;Andrea De Rossi;31;183;105;NA;NA
2003;italy;Santiago Dellape;25;200;117;NA;NA
2003;italy;Carlo Festuccia;23;182;100;NA;NA
2003;italy;Andrea Lo Cicero;27;185;117;NA;NA
2003;italy;Ramiro Martinez;33;183;118;NA;NA
2003;italy;Andrea Masi;22;183;95;NA;NA
2003;italy;Matteo Mazzantini;27;178;87;NA;NA
2003;italy;Francesco Mazzariol;28;173;77;NA;NA
2003;italy;Nicola Mazzucato;28;187;94;NA;NA
2003;italy;Fabio Ongaro;26;183;104;NA;NA
2003;italy;Scott Palmer;26;192;100;NA;NA
2003;italy;Aaron Persico;25;187;100;NA;NA
2003;italy;Salvatore Perugini;25;180;110;NA;NA
2003;italy;Cristian Stoica;27;188;104;NA;NA
2003;italy;Alessandro Troncon;30;178;85;NA;NA
2003;canada;Jared Barker;28;178;88;NA;NA
2003;canada;Bob Ross;34;180;84;NA;NA
2003;canada;Aaron Abrams;24;184;109;NA;NA
2003;canada;Sean Fauth;28;182;84;NA;NA
2003;canada;Quentin Fyffe;31;181;85;NA;NA
2003;canada;Kevin Tkachuk;27;183;110;NA;NA
2003;canada;James Pritchard;24;175;85;NA;NA
2003;canada;Ryan Banks;31;183;107;NA;NA
2003;canada;John Cannon;23;187;99;NA;NA
2003;canada;Al Charron;37;193;116;NA;NA
2003;canada;Garth Cooke;26;178;107;NA;NA
2003;canada;Jamie Cudmore;25;195;114;NA;NA
2003;canada;Marco di Girolamo;26;178;92;NA;NA
2003;canada;Jim Douglas;26;190;97;NA;NA
2003;canada;Ed Fairhurst;24;184;94;NA;NA
2003;canada;Josh Jackson;23;200;111;NA;NA
2003;canada;Mike James;30;196;110;NA;NA
2003;canada;Matt King;23;183;98;NA;NA
2003;canada;Ed Knaggs;26;194;116;NA;NA
2003;canada;Mark Lawson;23;187;98;NA;NA
2003;canada;Dave Lougheed;35;188;98;NA;NA
2003;canada;Jeff Reid;29;195;109;NA;NA
2003;canada;Ryan Smith;24;189;93;NA;NA
2003;canada;Rod Snow;33;180;118;NA;NA
2003;canada;Winston Stanley;29;186;85;NA;NA
2003;canada;Jon Thiel;28;185;118;NA;NA
2003;canada;Adam van Staveren;28;183;100;NA;NA
2003;canada;Morgan Williams;27;182;84;NA;NA
2003;canada;Nikyta Witkowski;27;178;92;NA;NA
2003;canada;Colin Yukes;24;200;115;NA;NA
2003;tonga;Pierre Hola;25;183;103;NA;NA
2003;tonga;Inoke Afeaki;30;197;110;NA;NA
2003;tonga;Benhur Kivalu;31;195;110;NA;NA
2003;tonga;Heamani Lavaka;34;183;115;NA;NA
2003;tonga;John Payne;23;185;99;NA;NA
2003;tonga;Tevita Tu'ifua;28;178;95;NA;NA
2003;tonga;Sateki Tu'ipulotu;31;183;95;NA;NA
2003;tonga;Stanley Afeaki;25;198;101;NA;NA
2003;tonga;Ipolito Fenukitau;31;189;105;NA;NA
2003;tonga;Pila Fifita;28;180;105;NA;NA
2003;tonga;Sione Fonua;23;193;108;NA;NA
2003;tonga;Sukanaivalu Hufanga;21;180;81;NA;NA
2003;tonga;Edward Langi;28;194;113;NA;NA
2003;tonga;Usaia Latu;25;196;106;NA;NA
2003;tonga;Tonga Lea'aetoa;26;188;130;NA;NA
2003;tonga;Gus Leger;29;185;90;NA;NA
2003;tonga;Viliami Ma'asi;28;184;105;NA;NA
2003;tonga;Sililo Martens;26;180;98;NA;NA
2003;tonga;Nisifolo Naufahu;27;193;117;NA;NA
2003;tonga;Johnny Ngauamo;34;185;96;NA;NA
2003;tonga;Milton Ngauamo;27;196;110;NA;NA
2003;tonga;David Palu;22;189;90;NA;NA
2003;tonga;Kisi Pulu;24;175;112;NA;NA
2003;tonga;Ephram Taukafa;27;180;108;NA;NA
2003;tonga;Kafalosi Tonga;28;189;108;NA;NA
2003;tonga;Sione Tu'Amoheloa;24;185;100;NA;NA
2003;tonga;Sila Va'enuku;25;180;85;NA;NA
2003;tonga;Viliami Vaki;27;197;95;NA;NA
2003;japan;Toru Kurihara;25;178;80;NA;NA
2003;japan;Andrew Miller;31;180;86;NA;NA
2003;japan;Daisuke Ohata;28;176;80;NA;NA
2003;japan;Keiji Hirose;30;170;75;NA;NA
2003;japan;George Konia;34;183;92;NA;NA
2003;japan;Hirotoki Onozawa;25;180;82;NA;NA
2003;japan;Masao Amino;29;176;100;NA;NA
2003;japan;Ryota Asano;24;184;92;NA;NA
2003;japan;Shin Hasegawa;31;179;102;NA;NA
2003;japan;Takeomi Ito;32;185;90;NA;NA
2003;japan;Hajime Kiso;25;196;100;NA;NA
2003;japan;Koichi Kubo;27;190;98;NA;NA
2003;japan;Tsutomu Matsuda;33;180;86;NA;NA
2003;japan;Takuro Miuchi;28;187;105;NA;NA
2003;japan;Yukio Motoki;32;176;85;NA;NA
2003;japan;Hideki Namba;27;178;84;NA;NA
2003;japan;Naoya Okubo;28;188;100;NA;NA
2003;japan;Adam Parker;30;194;106;NA;NA
2003;japan;Ruben Parkinson;30;183;96;NA;NA
2003;japan;Yuya Saito;26;185;95;NA;NA
2003;japan;Masaaki Sakata;31;180;95;NA;NA
2003;japan;Yuji Sonoda;30;172;73;NA;NA
2003;japan;Masahiko Toyoyama;27;178;107;NA;NA
2003;japan;Takashi Tsuji;26;167;75;NA;NA
2003;japan;Yasunori Watanabe;29;192;106;NA;NA
2003;japan;Masahito Yamamoto;25;185;112;NA;NA
2003;japan;Ryo Yamamura;22;185;105;NA;NA
2007;wales;Gethin Jenkins;27;188;118;NA;NA
2007;wales;Sonny Parker;30;188;102;NA;NA
2007;wales;Ceri Sweeney;27;181;87;NA;NA
2007;wales;Jonathan Thomas;25;195;110;NA;NA
2007;wales;Michael Phillips;25;190;103;NA;NA
2007;wales;Adam Jones;26;183;127;NA;NA
2007;wales;Huw Bennett;24;180;109;NA;NA
2007;wales;Thomas Rhys Thomas;25;186;105;NA;NA
2007;wales;Alun-Wyn Jones;22;199;119;NA;NA
2007;wales;Matthew Rees;27;182;108;NA;NA
2007;wales;Chris Horsman;30;190;118;NA;NA
2007;wales;Ian Evans;23;203;116;NA;NA
2007;wales;James Hook;22;185;90;NA;NA
2007;wales;Will James;31;198;120;NA;NA
2007;wales;Jamie Robinson;27;187;98;NA;NA
2007;wales;Dwayne Peel;26;182;87;NA;NA
2007;wales;Tom Shanklin;28;188;100;NA;NA
2007;wales;Michael Owen;27;197;115;NA;NA
2007;wales;Duncan Jones;29;182;110;NA;NA
2007;wales;Gareth Thomas;33;190;101;NA;NA
2007;wales;Dafydd James;32;194;101;NA;NA
2007;wales;Martyn Williams;32;183;99;NA;NA
2007;wales;Colin Charvis;35;194;112;NA;NA
2007;wales;Kevin Morgan;30;178;83;NA;NA
2007;wales;Ian Gough;31;196;119;NA;NA
2007;wales;Stephen Jones;30;183;95;NA;NA
2007;wales;Shane Williams;30;170;80;NA;NA
2007;wales;Mark Jones;28;186;92;NA;NA
2007;wales;Alix Popham;28;191;108;NA;NA
2007;wales;Gareth Cooper;28;171;84;NA;NA
2007;england;Lewis Moody;29;195;103;NA;NA
2007;england;Ben Kay;32;198;118;NA;NA
2007;england;Jason Robinson;33;172;85;NA;NA
2007;england;Steve Borthwick;28;198;114;NA;NA
2007;england;Mike Catt;36;181;91;NA;NA
2007;england;Martin Corry;34;196;115;NA;NA
2007;england;Lawrence Dallaglio;35;193;110;NA;NA
2007;england;Jamie Noon;28;180;90;NA;NA
2007;england;Olly Barkley;26;180;92;NA;NA
2007;england;Andy Gomarsall;33;176;86;NA;NA
2007;england;Josh Lewsey;31;179;88;NA;NA
2007;england;Mark Cueto;28;183;96;NA;NA
2007;england;Andrew Sheridan;28;193;122;NA;NA
2007;england;Paul Sackey;28;181;82;NA;NA
2007;england;Peter Richards;29;176;89;NA;NA
2007;england;George Chuter;31;180;102;NA;NA
2007;england;Mark Regan;35;180;101;NA;NA
2007;england;Simon Shaw;34;203;124;NA;NA
2007;england;Phil Vickery;31;190;120;NA;NA
2007;england;Jonny Wilkinson;28;180;88;NA;NA
2007;england;Joe Worsley;30;198;109;NA;NA
2007;england;Matt Stevens;25;187;120;NA;NA
2007;england;Lee Mears;28;179;101;NA;NA
2007;england;Mathew Tait;21;183;90;NA;NA
2007;england;Dan Hipkiss;25;179;92;NA;NA
2007;england;Tom Rees;23;184;98;NA;NA
2007;england;Toby Flood;22;188;91;NA;NA
2007;england;Perry Freshwater;34;183;112;NA;NA
2007;england;Nick Abendanon;21;180;82;NA;NA
2007;england;Shaun Perry;29;180;98;NA;NA
2007;england;Andy Farrell;32;194;110;NA;NA
2007;england;Nick Easter;29;193;115;NA;NA
2007;scotland;Simon Taylor;28;195;111;NA;NA
2007;scotland;Chris Paterson;29;180;80;NA;NA
2007;scotland;Jason White;29;195;106;NA;NA
2007;scotland;Scott Murray;31;203;118;NA;NA
2007;scotland;Nikki Walker;25;196;107;NA;NA
2007;scotland;Nathan Hines;31;201;119;NA;NA
2007;scotland;Andrew Henderson;27;192;102;NA;NA
2007;scotland;Mike Blair;26;180;85;NA;NA
2007;scotland;Craig Smith;29;188;121;NA;NA
2007;scotland;Allan Jacobsen;29;176;113;NA;NA
2007;scotland;Marcus Di Rollo;29;184;90;NA;NA
2007;scotland;Allister Hogg;24;191;104;NA;NA
2007;scotland;Gavin Kerr;30;188;114;NA;NA
2007;scotland;Simon Webster;26;184;90;NA;NA
2007;scotland;Chris Cusiter;25;175;86;NA;NA
2007;scotland;Dan Parks;29;180;90;NA;NA
2007;scotland;Scott MacLeod;28;198;110;NA;NA
2007;scotland;Sean Lamont;26;188;102;NA;NA
2007;scotland;Hugo Southwell;27;188;97;NA;NA
2007;scotland;Rory Lawson;26;176;83;NA;NA
2007;scotland;Ross Ford;23;184;109;NA;NA
2007;scotland;Kelly Brown;25;193;106;NA;NA
2007;scotland;David Callam;24;193;108;NA;NA
2007;scotland;Scott Lawson;26;172;100;NA;NA
2007;scotland;Rory Lamont;25;188;100;NA;NA
2007;scotland;John Barclay;21;190;103;NA;NA
2007;scotland;Euan Murray;27;185;119;NA;NA
2007;scotland;Rob Dewey;24;189;110;NA;NA
2007;scotland;Alasdair Dickinson;24;184;108;NA;NA
2007;scotland;Fergus Thomson;24;183;104;NA;NA
2007;scotland;Jim Hamilton;25;202;124;NA;NA
2007;ireland;David Wallace;31;188;107;NA;NA
2007;ireland;Paul O'Connell;28;198;111;NA;NA
2007;ireland;Geordan Murphy;29;183;90;NA;NA
2007;ireland;Marcus Horan;30;188;108;NA;NA
2007;ireland;Donnacha O'Callaghan;28;198;115;NA;NA
2007;ireland;Simon Best;29;185;114;NA;NA
2007;ireland;Paddy Wallace;28;175;86;NA;NA
2007;ireland;Denis Hickie;31;189;96;NA;NA
2007;ireland;Gavin Duffy;26;186;92;NA;NA
2007;ireland;Denis Leamy;26;187;106;NA;NA
2007;ireland;Andrew Trimble;23;186;97;NA;NA
2007;ireland;Stephen Ferris;22;192;110;NA;NA
2007;ireland;Rory Best;25;178;104;NA;NA
2007;ireland;Neil Best;28;189;105;NA;NA
2007;ireland;Jerry Flannery;29;180;102;NA;NA
2007;ireland;Eoin Reddan;27;178;81;NA;NA
2007;ireland;Girvan Dempsey;32;188;92;NA;NA
2007;ireland;Shane Horgan;29;196;104;NA;NA
2007;ireland;Brian O'Driscoll;28;180;94;NA;NA
2007;ireland;Ronan O'Gara;30;180;85;NA;NA
2007;ireland;Peter Stringer;30;170;73;NA;NA
2007;ireland;John Hayes;34;193;127;NA;NA
2007;ireland;Malcolm O'Kelly;33;204;119;NA;NA
2007;ireland;Simon Easterby;32;193;100;NA;NA
2007;ireland;Frankie Sheahan;31;180;105;NA;NA
2007;ireland;Bryan Young;26;184;114;NA;NA
2007;ireland;Isaac Boss;27;177;86;NA;NA
2007;ireland;Brian Carney;31;180;90;NA;NA
2007;ireland;Tony Buckley;27;195;135;NA;NA
2007;ireland;Gordon D'Arcy;27;178;88;NA;NA
2007;ireland;Alan Quinlan;33;191;106;NA;NA
2007;newzealand;Greg Somerville;30;187;115;NA;NA
2007;newzealand;Chris Jack;29;202;115;NA;NA
2007;newzealand;Richie McCaw;27;187;106;NA;NA
2007;newzealand;Leon MacDonald;30;181;96;NA;NA
2007;newzealand;Doug Howlett;29;185;89;NA;NA
2007;newzealand;Aaron Mauger;27;183;92;NA;NA
2007;newzealand;Andrew Hore;29;183;110;NA;NA
2007;newzealand;Keith Robinson;31;198;115;NA;NA
2007;newzealand;Ali Williams;26;202;112;NA;NA
2007;newzealand;Keven Mealamu;28;181;106;NA;NA
2007;newzealand;Carl Hayman;28;193;120;NA;NA
2007;newzealand;Rodney So'oialo;28;190;107;NA;NA
2007;newzealand;Jerry Collins;27;190;109;NA;NA
2007;newzealand;Tony Woodcock;26;184;118;NA;NA
2007;newzealand;Joe Rokocoko;24;189;98;NA;NA
2007;newzealand;Dan Carter;25;178;91;NA;NA
2007;newzealand;Mils Muliaina;27;184;92;NA;NA
2007;newzealand;Nick Evans;27;178;84;NA;NA
2007;newzealand;Sione Lauaki;26;192;119;NA;NA
2007;newzealand;Sitiveni Sivivatu;25;185;97;NA;NA
2007;newzealand;Luke McAlister;24;180;95;NA;NA
2007;newzealand;Conrad Smith;26;186;95;NA;NA
2007;newzealand;Isaia Toeava;21;181;96;NA;NA
2007;newzealand;Andrew Ellis;23;181;89;NA;NA
2007;newzealand;Neemia Tialata;25;187;127;NA;NA
2007;newzealand;Chris Masoe;28;183;106;NA;NA
2007;newzealand;Anton Oliver;32;184;111;NA;NA
2007;newzealand;Brendon Leonard;22;182;91;NA;NA
2007;newzealand;Reuben Thorne;32;192;107;NA;NA
2007;newzealand;Byron Kelleher;31;175;94;NA;NA
2007;australia;Phil Waugh;28;175;100;NA;NA
2007;australia;George Smith;27;180;103;NA;NA
2007;australia;Stirling Mortlock;30;191;100;NA;NA
2007;australia;David Lyons;27;192;117;NA;NA
2007;australia;Sean Hardman;30;183;102;NA;NA
2007;australia;Nathan Sharpe;29;200;115;NA;NA
2007;australia;Daniel Vickerman;28;204;115;NA;NA
2007;australia;Sam Cordingley;31;178;87;NA;NA
2007;australia;Adam Freier;27;175;101;NA;NA
2007;australia;Matt Giteau;25;178;85;NA;NA
2007;australia;Morgan Turinui;25;181;101;NA;NA
2007;australia;Lote Tuqiri;28;191;103;NA;NA
2007;australia;Matt Dunning;29;182;119;NA;NA
2007;australia;Mark Gerrard;25;192;99;NA;NA
2007;australia;Rocky Elsom;24;197;112;NA;NA
2007;australia;Al Baxter;30;190;116;NA;NA
2007;australia;Julian Huxley;28;186;91;NA;NA
2007;australia;Drew Mitchell;23;180;85;NA;NA
2007;australia;Mark Chisholm;26;197;112;NA;NA
2007;australia;Stephen Hoiles;26;190;98;NA;NA
2007;australia;Adam Ashley-Cooper;23;182;98;NA;NA
2007;australia;Cameron Shepherd;23;189;97;NA;NA
2007;australia;Stephen Moore;24;186;112;NA;NA
2007;australia;Hugh McMeniman;24;200;114;NA;NA
2007;australia;Greg Holmes;24;183;116;NA;NA
2007;australia;Wycliff Palu;25;194;120;NA;NA
2007;australia;Guy Shepherdson;25;186;117;NA;NA
2007;australia;Stephen Larkham;33;189;88;NA;NA
2007;australia;Berrick Barnes;21;183;87;NA;NA
2007;australia;George Gregan;34;173;78;NA;NA
2007;australia;Chris Latham;32;192;100;NA;NA
2007;australia;Scott Staniforth;30;188;99;NA;NA
2007;southafrica;Butch James;28;186;97;NA;NA
2007;southafrica;Andre Pretorius;29;176;90;NA;NA
2007;southafrica;Victor Matfield;30;201;110;NA;NA
2007;southafrica;Jean de Villiers;26;190;100;NA;NA
2007;southafrica;Bakkies Botha;28;202;118;NA;NA
2007;southafrica;CJ van der Linde;27;190;122;NA;NA
2007;southafrica;Ashwin Willemse;26;187;91;NA;NA
2007;southafrica;Juan Smith;26;194;106;NA;NA
2007;southafrica;Wickus van Heerden;28;195;104;NA;NA
2007;southafrica;Enrico Januarie;25;170;80;NA;NA
2007;southafrica;Schalk Burger;24;193;110;NA;NA
2007;southafrica;Danie Rossouw;29;197;118;NA;NA
2007;southafrica;Jaque Fourie;24;188;96;NA;NA
2007;southafrica;Fourie du Preez;25;183;88;NA;NA
2007;southafrica;Bryan Habana;24;179;92;NA;NA
2007;southafrica;Gurthro Steenkamp;26;189;124;NA;NA
2007;southafrica;Percy Montgomery;33;183;88;NA;NA
2007;southafrica;John Smit;29;186;116;NA;NA
2007;southafrica;Albert van den Berg;33;202;110;NA;NA
2007;southafrica;Bobby Skinstad;31;193;105;NA;NA
2007;southafrica;Bismarck du Plessis;23;189;105;NA;NA
2007;southafrica;Ruan Pienaar;23;186;85;NA;NA
2007;southafrica;Gary Botha;26;181;106;NA;NA
2007;southafrica;Francois Steyn;20;191;100;NA;NA
2007;southafrica;JP Pietersen;21;191;85;NA;NA
2007;southafrica;Wynand Olivier;24;184;87;NA;NA
2007;southafrica;Johannes Muller;27;200;106;NA;NA
2007;southafrica;Akona Ndungane;26;183;86;NA;NA
2007;southafrica;BJ Botha;27;182;118;NA;NA
2007;southafrica;Jannie du Plessis;25;188;119;NA;NA
2007;southafrica;Os du Randt;35;190;125;NA;NA
2007;southafrica;Wayne Julies;29;186;93;NA;NA
2007;argentina;Rimas Álvarez Kairelis;33;197;106;NA;NA
2007;argentina;Patricio Albacete;26;200;115;NA;NA
2007;argentina;Juan Martín Hernández;25;187;90;NA;NA
2007;argentina;Hernán Senillosa;30;179;90;NA;NA
2007;argentina;Rodrigo Roncero;30;177;110;NA;NA
2007;argentina;Martín Schusterman;32;189;101;NA;NA
2007;argentina;Lucas Borges;27;177;80;NA;NA
2007;argentina;Federico Serra Miras;28;188;83;NA;NA
2007;argentina;Santiago Gonzalez Bonorino;32;190;116;NA;NA
2007;argentina;Eusebio Guiñazu;25;181;117;NA;NA
2007;argentina;Federico Martin Aramburu;27;182;87;NA;NA
2007;argentina;Gonzalo Tiesi;22;184;92;NA;NA
2007;argentina;Marcos Ayerza;24;186;112;NA;NA
2007;argentina;Alberto Vernet Basualdo;25;180;109;NA;NA
2007;argentina;Felipe Contepomi;30;180;91;NA;NA
2007;argentina;Manuel Contepomi;30;189;96;NA;NA
2007;argentina;Ignacio Corleto;29;185;90;NA;NA
2007;argentina;Martín Durand;31;182;96;NA;NA
2007;argentina;Carlos Ignacio Fernandez Lobbe;33;194;114;NA;NA
2007;argentina;Nicolás Fernandez Miranda;35;179;90;NA;NA
2007;argentina;Mario Ledesma Arocena;34;183;106;NA;NA
2007;argentina;Agustín Pichot;33;175;78;NA;NA
2007;argentina;Juan Martín Scelzo;31;190;125;NA;NA
2007;argentina;Juan Martín Fernandez Lobbe;26;191;105;NA;NA
2007;argentina;Juan Manuel Leguizamón;24;190;105;NA;NA
2007;argentina;Horacio Agulla;23;182;88;NA;NA
2007;argentina;Esteban Lozada;25;194;106;NA;NA
2007;argentina;Omar Hasan Jalil;36;183;115;NA;NA
2007;argentina;Lucas Ostiglia;31;191;99;NA;NA
2007;argentina;Gonzalo Longo Elía;33;193;105;NA;NA
2007;argentina;Federico Todeschini;32;185;85;NA;NA
2007;italy;Mirco Bergamasco;24;180;92;NA;NA
2007;italy;Ramiro Pez;29;178;87;NA;NA
2007;italy;Marco Bortolami;27;196;111;NA;NA
2007;italy;Santiago Dellapè;29;200;116;NA;NA
2007;italy;Sergio Parisse;24;196;110;NA;NA
2007;italy;Fabio Ongaro;30;183;104;NA;NA
2007;italy;Martin Castrogiovanni;26;188;117;NA;NA
2007;italy;Ezio Galon;30;186;91;NA;NA
2007;italy;Carlo Festuccia;27;182;105;NA;NA
2007;italy;Andrea Masi;26;183;97;NA;NA
2007;italy;Gonzalo Canale;25;180;95;NA;NA
2007;italy;Silvio Orlando;26;189;94;NA;NA
2007;italy;Paul Griffen;32;177;83;NA;NA
2007;italy;Roland de Marigny;32;180;85;NA;NA
2007;italy;Roberto Mandelli;28;193;102;NA;NA
2007;italy;Carlo Del Fava;26;198;110;NA;NA
2007;italy;Kaine Robertson;27;178;76;NA;NA
2007;italy;Mauro Bergamasco;28;183;98;NA;NA
2007;italy;Andrea Lo Cicero;31;185;113;NA;NA
2007;italy;Salvatore Perugini;29;180;111;NA;NA
2007;italy;Matteo Pratichetti;22;190;100;NA;NA
2007;italy;Valerio Bernabò;23;198;113;NA;NA
2007;italy;Leonardo Ghiraldini;23;184;99;NA;NA
2007;italy;Alessandro Zanni;23;193;99;NA;NA
2007;italy;Pablo Canavosio;26;175;85;NA;NA
2007;italy;Alessandro Troncon;34;178;85;NA;NA
2007;italy;Josh Sole;27;196;110;NA;NA
2007;italy;Matias Aguero;26;185;111;NA;NA
2007;italy;David Bortolussi;26;188;91;NA;NA
2007;italy;Marko Stanojevic;28;180;82;NA;NA
2007;italy;Manoa Vosawai;24;188;112;NA;NA
2007;france;Aurélien Rougerie;27;194;104;NA;NA
2007;france;Damien Traille;28;194;104;NA;NA
2007;france;Imanol Harinordoquy;27;192;108;NA;NA
2007;france;Olivier Milloud;32;185;109;NA;NA
2007;france;Sébastien Bruno;33;174;106;NA;NA
2007;france;Rémy Martin;28;195;107;NA;NA
2007;france;Sébastien Chabal;30;192;114;NA;NA
2007;france;Frédéric Michalak;25;180;80;NA;NA
2007;france;Cédric Heymans;29;180;96;NA;NA
2007;france;Yannick Jauzion;29;193;106;NA;NA
2007;france;Jean-Baptiste Poux;28;180;105;NA;NA
2007;france;Clément Poitrenaud;25;188;91;NA;NA
2007;france;Vincent Clerc;26;178;88;NA;NA
2007;france;David Skrela;28;190;93;NA;NA
2007;france;Jean-Baptiste Elissalde;30;172;78;NA;NA
2007;france;Jérôme Thion;30;199;120;NA;NA
2007;france;Nicolas Mas;27;180;110;NA;NA
2007;france;Raphaël Ibanez;34;180;100;NA;NA
2007;france;Julien Bonnaire;29;192;99;NA;NA
2007;france;Yannick Nyanga;24;187;94;NA;NA
2007;france;Dimitri Szarzewski;24;180;100;NA;NA
2007;france;Christophe Dominici;35;172;83;NA;NA
2007;france;Fabien Pelous;34;198;108;NA;NA
2007;france;Pieter de Villiers;35;184;107;NA;NA
2007;france;Lionel Nallet;31;195;116;NA;NA
2007;france;Serge Betsen;33;182;98;NA;NA
2007;france;Pierre Mignoni;30;169;72;NA;NA
2007;france;David Marty;25;180;90;NA;NA
2007;france;Lionel Beauxis;22;180;89;NA;NA
2007;france;Thierry Dusautoir;26;188;95;NA;NA
2007;portugal;Federico Sousa;29;177;83;NA;NA
2007;portugal;David Mateus;27;185;95;NA;NA
2007;portugal;Gonçalo Malheiro;29;173;83;NA;NA
2007;portugal;João Uva;27;182;90;NA;NA
2007;portugal;Rui Cordeiro;31;184;138;NA;NA
2007;portugal;Diogo Mateus;27;172;88;NA;NA
2007;portugal;Vasco Uva;25;187;98;NA;NA
2007;portugal;Pedro Leal;23;169;73;NA;NA
2007;portugal;Duarte Cardoso Pinto;25;173;83;NA;NA
2007;portugal;José Pinto;26;175;83;NA;NA
2007;portugal;David Penalva;26;191;100;NA;NA
2007;portugal;João Correia;28;173;100;NA;NA
2007;portugal;Diogo Coutinho;30;188;99;NA;NA
2007;portugal;Miguel Portela;33;186;85;NA;NA
2007;portugal;Gonçalo Uva;23;200;107;NA;NA
2007;portugal;Pedro Carvalho;23;185;87;NA;NA
2007;portugal;Juan Manuel Muré;24;188;100;NA;NA
2007;portugal;Tiago Girão;23;187;94;NA;NA
