kadencja;posel;data.ur;wiek;klub;miejsce.ur;okreg;glosy;plec
1991;Jarosław Woźniak;1964-03-17;27;Klub Parlamentarny Konfederacji Polski Niepodległej;Ostrów Wielkopolski;04 Łódź;;M
1991;Juliusz Braun;1948-08-29;43;Klub Parlamentarny Unia Demokratyczna;Milechowy;08 Kielce;;M
1991;Janusz Choiński;1954-06-12;37;Klub Parlamentarny &quot;Tarnów;Ruch dla Rzeczypospolitej&quot;;31 Tarnów
1991;Jerzy Niczyperowicz;1936-11-20;55;Klub Parlamentarny NSZZ &quot;Nieśwież;Solidarność&quot;;23 Olsztyn
1991;Marek Zieliński;1952-10-07;39;Klub Parlamentarny NSZZ &quot;Gorzów;Solidarność&quot;;18 Poznań
1991;Janina Kraus;1952-01-10;39;Klub Parlamentarny Konfederacji Polski Niepodległej;Katowice;36 Katowice;;F
1991;Mariusz Marasek;1959-04-22;32;Koło Poselskie Akcji Polskiej;Skierniewice;03 Płock;;M
1991;Antoni Furtak;1944-06-12;47;Klub Parlamentarny Porozumienie Ludowe;Chrząchówek;22 Gdańsk;;M
1991;Marek Balicki;1953-09-29;38;Klub Parlamentarny Unia Demokratyczna;Słupsk;02 Legionowo;;M
1991;Stefan Pastuszewski;1949-08-19;42;Koło Poselskie &quot;Bydgoszcz;Chrześcijańska Demokracja&quot;;17 Bydgoszcz
1991;Grażyna Staniszewska;1949-11-02;42;Klub Parlamentarny Unia Demokratyczna;Bielsko-Biała;34 Bielsko-Biała;;F
1991;Zbigniew Dyka;1928-10-05;63;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;Warszawa;33 Kraków;;M
1991;Tadeusz Mazowiecki;1927-04-18;64;Klub Parlamentarny Unia Demokratyczna;Płock;18 Poznań;;M
1991;Danuta Waniek;1946-10-26;45;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Włocławek;01 Warszawa;;F
1991;Andrzej Rychlik;1955-06-19;36;poseł niezrzeszony;Zduńska Wola;05 Piotrków Trybunalski;;M
1991;Witold Gadomski;1953-06-16;38;Klub Polski Program Liberalny;Pułtusk;01 Warszawa;;M
1991;Janusz Szymański;1958-07-15;33;Unia Pracy - Koło Parlamentarne;Łowicz;25 Białystok;;M
1991;Tadeusz Lewandowski;1944-01-06;47;Klub Parlamentarny NSZZ &quot;Płuchów - ZSRR;Solidarność&quot;;13 Jelenia Góra
1991;Marek Domin;1963-03-29;28;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Rozogi;23 Olsztyn;;M
1991;Maciej Manicki;1954-11-21;37;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Poznań;20 Szczecin;;M
1991;Maciej Srebro;1966-02-19;25;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;Poznań;15 Kalisz;;M
1991;Marcin Libicki;1939-02-03;52;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;Poznań;18 Poznań;;M
1991;Marian Żenkiewicz;1945-03-17;46;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Toruń;16 Toruń;;M
1991;Józef Hermanowicz;1929-07-27;62;Koło Poselskie &quot;Baranowicze - ZSRR;Chrześcijańska Demokracja&quot;;19 Gorzów
1991;Jerzy Eysymontt;1937-06-26;54;Klub Polski Program Liberalny;Łuck - Białoruś;12 Wałbrzych;;M
1991;Marek Dąbrowski;1951-04-13;40;Klub Parlamentarny Unia Demokratyczna;Bydgoszcz;01 Warszawa;;M
1991;Waldemar Polczyński;1954-12-10;37;Klub Parlamentarny Konfederacji Polski Niepodległej;Wrocław;25 Białystok;;M
1991;Stanisław Czechoński;1944-05-12;47;poseł niezrzeszony;Szczebrzeszyn;27 Zamość;;M
1991;Roman Wierzbicki;1937-02-25;54;Klub Parlamentarny Porozumienie Ludowe;Sadurki;28 Lublin;;M
1991;Henryk Bąk;1930-11-19;61;Klub Parlamentarny Porozumienie Ludowe;Lisów;;;M
1991;Jarosław Ulatowski;1958-07-28;33;Klub Polski Program Liberalny;Działdowo;22 Gdańsk;;M
1991;Waldemar Sikora;1945-01-01;46;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;Rudnik n/Sanem;29 Rzeszów;;M
1991;Ryszard Smolarek;1952-05-10;39;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Koło;26 Siedlce;;M
1991;Jerzy Dziewulski;1943-12-15;48;Klub Polski Program Liberalny;Warszawa;34 Bielsko-Biała;;M
1991;Jan Szczepaniak;1936-11-24;55;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Kolonia Rdzuchów;16 Toruń;;M
1991;Przemysław Sytek;1959-03-25;32;Klub Parlamentarny Konfederacji Polski Niepodległej;Poznań;15 Kalisz;;M
1991;Jerzy Synowiec;1946-03-23;45;Klub Parlamentarny Konfederacji Polski Niepodległej;Zarębice, gm. Przyrów;09 Częstochowa;;M
1991;Wojciech Saletra;1955-09-26;36;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Kielce;08 Kielce;;M
1991;Aleksander Małachowski;1924-11-23;67;Unia Pracy - Koło Parlamentarne;Lwów - Ukraina;25 Białystok;;M
1991;Zygmunt Łenyk;1950-02-13;41;Klub Parlamentarny Konfederacji Polski Niepodległej;Chrzanów;29 Rzeszów;;M
1991;Jan Kulas;1957-07-21;34;Klub Parlamentarny NSZZ &quot;Kościerzyna;Solidarność&quot;;22 Gdańsk
1991;Jan Olszewski;1930-08-20;61;Klub Parlamentarny &quot;Warszawa;Ruch dla Rzeczypospolitej&quot;;01 Warszawa
1991;Andrzej Pawłowski;1956-05-26;35;Klub Parlamentarny Unia Demokratyczna;Świebodzin;15 Kalisz;;M
1991;Dariusz Wójcik;1961-04-09;30;Klub Parlamentarny Konfederacji Polski Niepodległej;Chełm Lubelski;;;M
1991;Andrzej Zarębski;1957-07-07;34;Klub Polski Program Liberalny;Gdynia;14 Zielona Góra;;M
1991;Janusz Onyszkiewicz;1937-12-18;54;Klub Parlamentarny Unia Demokratyczna;Lwów - ZSRR;30 Przemyśl;;M
1991;Helmut Paździor;1940-11-24;51;Parlamentarne Koło Mniejszości Niemieckiej;Leśnica;10 Opole;;M
1991;Czesław Sterkowicz;1936-06-20;55;poseł niezrzeszony;Olszyny;31 Tarnów;;M
1991;Aleksander Usakiewicz;1943-04-19;48;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;Brańsk;25 Białystok;;M
1991;Józef Kania;1948-11-23;43;Parlamentarny Klub Porozumienia Centrum;Brzuśnik;34 Bielsko-Biała;;M
1991;Krzysztof Żabiński;1953-02-07;38;Klub Polski Program Liberalny;Toruń;16 Toruń;;M
1991;Marek Koczwara;1953-06-27;38;Klub Polski Program Liberalny;Mrągowo;17 Bydgoszcz;;M
1991;Władysław Żabiński;1942-06-27;49;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Olszyny;31 Tarnów;;M
1991;Maria Żółtowska;1948-01-31;43;Klub Parlamentarny NSZZ &quot;Zybułtowo;Solidarność&quot;;03 Płock
1991;Kazimierz Świtoń;1931-08-04;60;Klub Parlamentarny &quot;Katowice;Ruch dla Rzeczypospolitej&quot;;36 Katowice
1991;Tadeusz Wójcik;1944-02-17;47;Klub Parlamentarny Porozumienie Ludowe;Bzianka;30 Przemyśl;;M
1991;Wojciech Kwiatkowski;1937-09-06;54;poseł niezrzeszony;Wilno - ZSRR;16 Toruń;;M
1991;Mikołaj Kozakiewicz;1923-12-24;68;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Albertyn - Białoruś;01 Warszawa;;M
1991;Elżbieta Michalak;1958-01-02;33;Klub Parlamentarny Konfederacji Polski Niepodległej;Chełmno;16 Toruń;;F
1991;Józef Frączek;1952-02-14;39;Klub Parlamentarny Porozumienie Ludowe;Łańcut;29 Rzeszów;;M
1991;Roman Andrzejewski;1931-07-30;60;Klub Parlamentarny Konwencja Polska;Poznań;18 Poznań;;M
1991;Roman Jagieliński;1947-01-02;44;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Wichradz;05 Piotrków Trybunalski;;M
1991;Jarosław Kaczyński;1949-06-18;42;Parlamentarny Klub Porozumienia Centrum;Warszawa;01 Warszawa;;M
1991;Krzysztof Błażejczyk;1962-10-11;29;Klub Parlamentarny Konfederacji Polski Niepodległej;Będzin;13 Jelenia Góra;;M
1991;Stanisław Wąsik;1940-03-29;51;Klub Parlamentarny NSZZ &quot;Andrychów;Solidarność&quot;;34 Bielsko-Biała
1991;Tadeusz s.Piotra Kowalczyk;1952-06-03;39;Poseł nie zrzeszony;Krogulcza Sucha;07 Radom;;M
1991;Jerzy Jankowski;1953-09-18;38;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Stargard Szczeciński;13 Jelenia Góra;;M
1991;Eugeniusz Kielek;1940-10-20;51;Klub Parlamentarny NSZZ &quot;Przykop;Solidarność&quot;;29 Rzeszów
1991;Czesław Sobierajski;1952-06-05;39;Parlamentarny Klub Porozumienia Centrum;Kielce;37 Gliwice;;M
1991;Zbigniew Lech;1946-01-05;45;Klub Parlamentarny Konwencja Polska;Nasławice;11 Wrocław;;M
1991;Jerzy Kopania;1945-09-04;46;Klub Parlamentarny Unia Demokratyczna;Kutno;25 Białystok;;M
1991;Władysław Adamski;1963-05-23;28;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Ruda Śląska;08 Kielce;;M
1991;Andrzej Tyszkiewicz;1949-09-06;42;Parlamentarny Klub Porozumienia Centrum;Sokoły;13 Jelenia Góra;;M
1991;Kazimierz Szczygielski;1946-11-16;45;Klub Parlamentarny Unia Demokratyczna;Dziećmarów;10 Opole;;M
1991;Jan Mizikowski;1931-05-04;60;Klub Parlamentarny &quot;Stanisławów;Ruch dla Rzeczypospolitej&quot;;26 Siedlce
1991;Donald Tusk;1957-04-22;34;Klub Polski Program Liberalny;Gdańsk;22 Gdańsk;;M
1991;Tadeusz Lasocki;1950-11-28;41;Koło Poselskie &quot;Skarżyn Nowy;Chrześcijańska Demokracja&quot;;24 Ostrołęka
1991;Jacek Kurczewski;1943-01-11;48;Klub Polski Program Liberalny;Edynburg - Szkocja;;;M
1991;Zenon Michalak;1956-07-09;35;Klub Polski Program Liberalny;Lubań Śląski;11 Wrocław;;M
1991;Herbert Szafraniec;1941-12-20;50;Klub Polski Program Liberalny;Katowice;35 Sosnowiec;;M
1991;Bronisława Bajor;1939-09-19;52;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Dobra;30 Przemyśl;;F
1991;Jerzy Ciemniewski;1939-08-02;52;Klub Parlamentarny Unia Demokratyczna;Warszawa;13 Jelenia Góra;;M
1991;Józef Pawelec;1934-05-20;57;Klub Parlamentarny Konfederacji Polski Niepodległej;Kleśniska;01 Warszawa;;M
1991;Marek Jurek;1960-06-28;31;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;Gorzów Wielkopolski;14 Zielona Góra;;M
1991;Wiesław Kaczmarek;1958-01-01;33;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Wrocław;02 Legionowo;;M
1991;Marek Moszczyński;1962-05-23;29;Klub Polski Program Liberalny;Wrocław;13 Jelenia Góra;;M
1991;Zbigniew Galek;1947-03-29;44;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Malechowo;21 Koszalin;;M
1991;Ireneusz Niewiarowski;1953-03-23;38;Klub Parlamentarny Konwencja Polska;Przedecz;06 Konin;;M
1991;Marek Lasota;1960-05-14;31;poseł niezrzeszony;Olkusz;35 Sosnowiec;;M
1991;Tomasz Holc;1947-06-04;44;Klub Polski Program Liberalny;Warszawa;22 Gdańsk;;M
1991;Paweł Kotlarski;1961-04-14;30;Klub Parlamentarny &quot;Leszno;Ruch dla Rzeczypospolitej&quot;;06 Konin
1991;Cezary Urbaniak;1954-02-19;37;Klub Polski Program Liberalny;Wieluń;18 Poznań;;M
1991;Paweł Łączkowski;1942-07-31;49;Klub Parlamentarny Konwencja Polska;Kielce;18 Poznań;;M
1991;Halina Strębska;1949-09-01;42;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;Siemiatycze;25 Białystok;;F
1991;Jarosław Wartak;1962-10-05;29;Klub Parlamentarny Konfederacji Polski Niepodległej;Czeladź;35 Sosnowiec;;M
1991;Antoni Kost;1934-02-16;57;Parlamentarne Koło Mniejszości Niemieckiej;Brzezie;10 Opole;;M
1991;Włodzimierz Blajerski;1950-01-31;41;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;Lublin;28 Lublin;;M
1991;Piotr Aszyk;1960-03-09;31;Klub Parlamentarny Konfederacji Polski Niepodległej;Starogard Gdański;22 Gdańsk;;M
1991;Jan Rokita;1959-06-18;32;Klub Parlamentarny Unia Demokratyczna;Kraków;33 Kraków;;M
1991;Tadeusz Górczyk;1961-10-16;30;Parlamentarny Klub Porozumienia Centrum;Jasło;30 Przemyśl;;M
1991;Ludwik Turko;1944-02-17;47;Klub Parlamentarny Unia Demokratyczna;Akmolińsk - ZSSR;11 Wrocław;;M
1991;Andrzej Wielowieyski;1927-12-16;64;Klub Parlamentarny Unia Demokratyczna;Warszawa;01 Warszawa;;M
1991;Jerzy Kropiwnicki;1945-07-05;46;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;Częstochowa;04 Łódź;;M
1991;Leszek Golba;1959-06-06;32;Klub Parlamentarny Konfederacji Polski Niepodległej;Tarnów;31 Tarnów;;M
1991;Stefan Król;1953-03-15;38;Klub Parlamentarny Porozumienie Ludowe;Sępólno Kraj;17 Bydgoszcz;;M
1991;Jan Piskorski;1957-11-24;34;Klub Parlamentarny Unia Demokratyczna;Płońsk;24 Ostrołęka;;M
1991;Feliks Pieczka;1935-05-18;56;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;Lubiewo;22 Gdańsk;;M
1991;Piotr Mochnaczewski;1965-10-28;26;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Szczecin;20 Szczecin;;M
1991;Joanna Staręga-Piasek;1939-10-23;52;Klub Parlamentarny Unia Demokratyczna;Warszawa;06 Konin;;F
1991;Waldemar Modzelewski;1967-01-11;24;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;Zambrów;24 Ostrołęka;;M
1991;Stanisław Stańdo;1945-03-29;46;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;Tomaszów Mazowiecki;05 Piotrków Trybunalski;;M
1991;Jerzy Pilarczyk;1949-03-18;42;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Pudłówek;10 Opole;;M
1991;Józefa Hennelowa;1925-04-01;66;Klub Parlamentarny Unia Demokratyczna;Wilno - Litwa;33 Kraków;;F
1991;Bogumiła Boba;1945-08-09;46;poseł niezrzeszony;Kraków;34 Bielsko-Biała;;F
1991;Lech Kaczyński;1949-06-18;42;Parlamentarny Klub Porozumienia Centrum;Warszawa;32 Nowy Sącz;;M
1991;Andrzej Potocki;1964-08-25;27;Klub Parlamentarny Unia Demokratyczna;Gliwice;37 Gliwice;;M
1991;Stanisław Baran;1947-05-19;44;Klub Parlamentarny NSZZ &quot;Jaworzno;Solidarność&quot;;30 Przemyśl
1991;Andrzej Kern;1937-05-18;54;Parlamentarny Klub Porozumienia Centrum;Łęczyca;;;M
1991;Andrzej Anusz;1965-08-27;26;Klub Parlamentarny &quot;Warszawa;Ruch dla Rzeczypospolitej&quot;;01 Warszawa
1991;Adam Ziemiński;1956-10-11;35;Klub Parlamentarny Konfederacji Polski Niepodległej;Resko;12 Wałbrzych;;M
1991;Mirosław Sośnicki;1953-01-13;38;Klub Polski Program Liberalny;Giżycko;12 Wałbrzych;;M
1991;Kazimierz Iwaniec;1936-03-26;55;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Rożdżałow;21 Koszalin;;M
1991;Jerzy Hrybacz;1927-03-07;64;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;Wilno - Litwa;19 Gorzów;;M
1991;Józef Łochowski;1941-01-08;50;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Zagórze;07 Radom;;M
1991;Stanisław Sienkiewicz;1951-10-03;40;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Knyszyn;25 Białystok;;M
1991;Anna Knysok;1951-07-19;40;Klub Parlamentarny Konwencja Polska;Chorzów;36 Katowice;;F
1991;Piotr Fogler;1953-12-22;38;Klub Parlamentarny Konwencja Polska;Legionowo;02 Legionowo;;M
1991;Sławomir Hardej;1956-04-27;35;Klub Parlamentarny Porozumienie Ludowe;Sokołów Podlaski;26 Siedlce;;M
1991;Wiesław Klisiewicz;1950-12-05;41;Klub Parlamentarny Konwencja Polska;Tarnów;31 Tarnów;;M
1991;Wiesław Janowski;1956-08-27;35;Klub Parlamentarny Porozumienie Ludowe;Przasnysz;24 Ostrołęka;;M
1991;Jan Majewski;1942-06-03;49;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Bartłomiejów;29 Rzeszów;;M
1991;Anna Urbanowicz;1942-09-03;49;Klub Parlamentarny Unia Demokratyczna;Częstochowa;03 Płock;;F
1991;Cezary Piasecki;1953-05-22;38;Klub Parlamentarny &quot;Gorzów Wielkopolski;Ruch dla Rzeczypospolitej&quot;;27 Zamość
1991;Ryszard Setnik;1948-01-20;43;Klub Parlamentarny Unia Demokratyczna;Lublin;28 Lublin;;M
1991;Piotr Barciński;1941-03-11;50;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Cumino;24 Ostrołęka;;M
1991;Jan Fabian;1938-07-07;53;Parlamentarne Koło Mniejszości Niemieckiej;Krzanowice;37 Gliwice;;M
1991;Jan Wyrowiński;1947-08-27;44;Klub Parlamentarny Unia Demokratyczna;Brusy;16 Toruń;;M
1991;Władysław Reichelt;1950-05-01;41;Klub Polski Program Liberalny;Poznań;18 Poznań;;M
1991;Andrzej Terlecki;1952-11-02;39;Klub Parlamentarny Konfederacji Polski Niepodległej;Łódź;04 Łódź;;M
1991;Jan Piątkowski;1935-10-04;56;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;Gnieszowiec;10 Opole;;M
1991;Henryk Goryszewski;1941-01-20;50;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;Drążewo;02 Legionowo;;M
1991;Henryk Siedlecki;1943-10-04;48;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Mgoszcz;23 Olsztyn;;M
1991;Jan Rzymełka;1952-06-07;39;Klub Polski Program Liberalny;Katowice;36 Katowice;;M
1991;Henryk Rospara;1930-12-15;61;Koło Poselskie &quot;Wólka Mińska;Chrześcijańska Demokracja&quot;;29 Rzeszów
1991;Andrzej Czernecki;1939-05-21;52;Klub Parlamentarny Unia Demokratyczna;Kielce;36 Katowice;;M
1991;Barbara Czyż;1947-11-28;44;Klub Parlamentarny Konfederacji Polski Niepodległej;Mysłowice;36 Katowice;;F
1991;Janusz Zemke;1949-02-24;42;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Kowalewo Pomorskie;17 Bydgoszcz;;M
1991;Bogdan Borusewicz;1949-01-11;42;Klub Parlamentarny NSZZ &quot;Lidzbark Warmiński;Solidarność&quot;;22 Gdańsk
1991;Aleksander Krawczuk;1922-06-07;69;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Kraków;33 Kraków;;M
1991;Janusz Rewiński;1949-09-16;42;Klub Polski Program Liberalny;Żary;01 Warszawa;;M
1991;Gabriel Janowski;1947-04-22;44;Klub Parlamentarny Porozumienie Ludowe;Konstantów;26 Siedlce;;M
1991;Andrzej Sielańczyk;1950-12-17;41;Koło Poselskie Unii Polityki Realnej;Warszawa;36 Katowice;;M
1991;Józef Meisel;1935-07-04;56;Klub Parlamentarny Unia Demokratyczna;Katowice;37 Gliwice;;M
1991;Jan Krzysztof Bielecki;1951-05-03;40;Klub Polski Program Liberalny;Bydgoszcz;01 Warszawa;;M
1991;Stefan Niesiołowski;1944-02-04;47;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;Kałęczew;04 Łódź;;M
1991;Marek Boral;1947-03-07;44;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Wola Mokrzeska;09 Częstochowa;;M
1991;Bogumił Szreder;1956-07-31;35;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Gdańsk;22 Gdańsk;;M
1991;Barbara Blida;1949-12-03;42;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Siemianowice Śląskie;36 Katowice;;F
1991;Wojciech Mojzesowicz;1954-06-25;37;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Bydgoszcz;17 Bydgoszcz;;M
1991;Zbigniew Brzycki;1923-11-11;68;Klub Parlamentarny Konfederacji Polski Niepodległej;Grudziądz;20 Szczecin;;M
1991;Tomasz Karwowski;1960-01-01;31;Klub Parlamentarny Konfederacji Polski Niepodległej;Orneta;35 Sosnowiec;;M
1991;Jerzy Zdrada;1936-11-26;55;Klub Parlamentarny Unia Demokratyczna;Częstochowa;35 Sosnowiec;;M
1991;Marek Michalik;1960-02-06;31;Klub Parlamentarny Konfederacji Polski Niepodległej;Łódź;06 Konin;;M
1991;Andrzej Gąsienica-Makowski;1952-02-15;39;Klub Parlamentarny Konwencja Polska;Zakopane;32 Nowy Sącz;;M
1991;Anna Bańkowska;1946-04-30;45;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Żnin;17 Bydgoszcz;;F
1991;Michał Chałoński;1943-11-03;48;Klub Parlamentarny Konwencja Polska;Kielce;08 Kielce;;M
1991;Jacek Taylor;1939-09-25;52;Klub Parlamentarny Unia Demokratyczna;Poznań;22 Gdańsk;;M
1991;Halina Nowina-Konopka;1938-05-27;53;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;Tarnów;23 Olsztyn;;F
1991;Stanisław Handzlik;1943-01-21;48;Klub Parlamentarny Unia Demokratyczna;Marcyporęba;33 Kraków;;M
1991;Iwona Śledzińska-Katarasińska;1941-01-03;50;Klub Parlamentarny Unia Demokratyczna;Komorniki;04 Łódź;;F
1991;Ewa Spychalska;1949-08-17;42;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Warszawa;34 Bielsko-Biała;;F
1991;Mariusz Grabowski;1966-05-02;25;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;Tarnów;31 Tarnów;;M
1991;Brunon Kozak;1936-06-16;55;Parlamentarne Koło Mniejszości Niemieckiej;Brzeźnica;10 Opole;;M
1991;Bohdan Pilarski;1931-09-24;60;Klub Parlamentarny Konwencja Polska;Brzozowiec - ZSRR;15 Kalisz;;M
1991;Artur Then;1966-09-21;25;Klub Parlamentarny Konfederacji Polski Niepodległej;Wadowice;33 Kraków;;M
1991;Wiesław Wójcik;1953-11-03;38;Klub Polski Program Liberalny;Koszalin;21 Koszalin;;M
1991;Wincenty Pycak;1944-01-22;47;Klub Parlamentarny Konfederacji Polski Niepodległej;Wola Batorska;11 Wrocław;;M
1991;Zbigniew Sobotka;1952-08-27;39;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Lidzbark Welski;01 Warszawa;;M
1991;Andrzej Bober;1950-07-16;41;Klub Parlamentarny Unia Demokratyczna;Boguchwały;23 Olsztyn;;M
1991;Jan Kisiliczyk;1955-09-22;36;Klub Parlamentarny Unia Demokratyczna;Lubomierz;13 Jelenia Góra;;M
1991;Jan Rulewski;1944-04-18;47;Klub Parlamentarny NSZZ &quot;Bydgoszcz;Solidarność&quot;;17 Bydgoszcz
1991;Adam Łukomski;1943-06-02;48;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;Ubyszów;08 Kielce;;M
1991;Stanisław Węglarz;1948-07-25;43;Klub Parlamentarny NSZZ &quot;Kamienna Góra;Solidarność&quot;;28 Lublin
1991;Ryszard Ulicki;1943-07-20;48;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Łódź;21 Koszalin;;M
1991;Marek Markiewicz;1952-03-16;39;Klub Parlamentarny NSZZ &quot;Łódź;Solidarność&quot;;04 Łódź
1991;Jan Świtka;1936-06-23;55;poseł niezrzeszony;Majdan Górny;29 Rzeszów;;M
1991;Antoni Tokarczuk;1951-04-14;40;Parlamentarny Klub Porozumienia Centrum;Nowa Wieś Lęborska;17 Bydgoszcz;;M
1991;Danuta Wierzbicka;1930-06-12;61;Klub Parlamentarny &quot;Kiwerce - ZSRR;Ruch dla Rzeczypospolitej&quot;;37 Gliwice
1991;Hanna Suchocka;1946-04-03;45;Klub Parlamentarny Unia Demokratyczna;Pleszew;18 Poznań;;F
1991;Henryk Opilo;1952-11-29;39;Klub Parlamentarny Konfederacji Polski Niepodległej;Muszyna;32 Nowy Sącz;;M
1991;Artur Balazs;1952-01-03;39;Klub Parlamentarny Konwencja Polska;Ełk;20 Szczecin;;M
1991;Jan Król;1950-06-24;41;Klub Parlamentarny Unia Demokratyczna;Mielec;21 Koszalin;;M
1991;Stanisław Zając;1949-05-01;42;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;Święcany;30 Przemyśl;;M
1991;Jan Bury;1963-10-01;28;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Przeworsk;29 Rzeszów;;M
1991;Tadeusz Godlewski;1937-01-04;54;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;Czaje;24 Ostrołęka;;M
1991;Robert Tromski;1948-04-06;43;Klub Parlamentarny Konfederacji Polski Niepodległej;Sokołowo;19 Gorzów;;M
1991;Janusz Steinhoff;1946-09-24;45;Klub Parlamentarny Konwencja Polska;Gliwice;37 Gliwice;;M
1991;Wojciech Pęgiel;1955-04-01;36;Klub Parlamentarny Konfederacji Polski Niepodległej;Kraków;18 Poznań;;M
1991;Andrzej Mazurkiewicz;1963-05-11;28;Klub Parlamentarny Konfederacji Polski Niepodległej;Jarosław;30 Przemyśl;;M
1991;Helena Góralska;1947-10-20;44;Klub Parlamentarny Unia Demokratyczna;Warszawa;09 Częstochowa;;F
1991;Edward Muller;1958-10-13;33;Klub Parlamentarny NSZZ &quot;Gdańsk;Solidarność&quot;;21 Koszalin
1991;Kazimierz Nowak;1952-01-16;39;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Włocławek;16 Toruń;;M
1991;Marek Borowski;1946-01-04;45;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Warszawa;19 Gorzów;;M
1991;Leszek Biały;1940-03-22;51;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Srebrna;07 Radom;;M
1991;Tadeusz Pokrywka;1947-07-17;44;Klub Parlamentarny Unia Demokratyczna;Strupice;13 Jelenia Góra;;M
1991;Krzysztof Król;1963-10-05;28;Klub Parlamentarny Konfederacji Polski Niepodległej;Warszawa;01 Warszawa;;M
1991;Zbigniew Eysmont;1949-12-04;42;Klub Polski Program Liberalny;Warszawa;11 Wrocław;;M
1991;Stanisław Rakoczy;1948-09-13;43;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;Mordarka k/Limanowej;32 Nowy Sącz;;M
1991;Krzysztof Putra;1957-07-04;34;Parlamentarny Klub Porozumienia Centrum;Józefowo;25 Białystok;;M
1991;Józef Oleksy;1946-06-22;45;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Nowy Sącz;26 Siedlce;;M
1991;Józef Bąk;1946-03-21;45;Klub Parlamentarny Konwencja Polska;Wielołęka;14 Zielona Góra;;M
1991;Marian Starownik;1954-03-02;37;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Maśluchy;28 Lublin;;M
1991;Krystyna Łybacka;1946-02-10;45;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Jutrosin;18 Poznań;;F
1991;Paweł Piskorski;1968-02-25;23;Klub Polski Program Liberalny;Warszawa;01 Warszawa;;M
