kadencja;posel;data.ur;wiek;klub;miejsce.ur;okreg;glosy;plec
2007;Andrzej Orzechowski;1962-11-10;45;PO;Rutki;35 Olsztyn;10052;M
2007;Konstanty Miodowicz;1951-01-09;56;PO;Gniewkowo;33 Kielce;33229;M
2007;Piotr Cybulski;1955-04-19;52;Poseł niezrzeszony;Bierutów;1 Legnica;11835;M
2007;Marek Plura;1970-07-18;37;PO;Racibórz;31 Katowice;10528;M
2007;Adam Gawęda;1967-11-03;40;PJN;Rydułtowy;30 Rybnik;7757;M
2007;Krzysztof Michałkiewicz;1953-09-26;54;PiS;Oborniki Śląskie;6 Lublin;11250;M
2007;Wojciech Olejniczak;1974-04-10;33;Klub Poselski Lewica;Łowicz;9 Łódź;51865;M
2007;Edward Wojtas;1955-03-01;52;PSL;Wólka Modrzejowa;6 Lublin;8375;M
2007;Arkady Fiedler;1945-03-23;62;PO;Londyn;39 Poznań;25585;M
2007;Jarosław Stolarczyk;1972-03-20;35;PO;Łódź;9 Łódź;4379;M
2007;Klaudiusz Balcerzak;1944-02-16;63;PO;Nackel (Niemcy);8 Zielona Góra;5337;M
2007;Adam Rogacki;1976-02-20;31;PiS;Kalisz;36 Kalisz;17206;M
2007;Michał Stuligrosz;1950-09-17;57;PO;Poznań;39 Poznań;24513;M
2007;Joanna Kluzik-Rostkowska;1963-12-14;44;PO;Katowice;9 Łódź;41171;F
2007;Andrzej Gałażewski;1944-04-20;63;PO;Kraków;29 Gliwice;33766;M
2007;Kazimierz Kutz;1929-02-16;78;Poseł niezrzeszony;Katowice-Szopienice;31 Katowice;113280;M
2007;Grzegorz Schetyna;1963-02-18;44;PO;Opole;1 Legnica;54345;M
2007;Grzegorz Dolniak;1960-02-17;47;PO;Będzin;32 Sosnowiec;38444;M
2007;Mirosław Koźlakiewicz;1957-06-11;50;PO;Kunki;16 Płock;10770;M
2007;Anna Zielińska-Głębocka;1949-09-29;58;PO;Bydgoszcz;25 Gdańsk;19268;F
2007;Bogdan Zdrojewski;1957-05-18;50;PO;Kłodzko;3 Wrocław;213883;M
2007;Domicela Kopaczewska;1958-10-04;49;PO;Aleksandrów Kujawski;5 Toruń;18320;F
2007;Jarosław Kaczyński;1949-06-18;58;PiS;Warszawa;19 Warszawa;273684;M
2007;Jacek Krupa;1955-04-11;52;PO;Skawina;13 Kraków;7293;M
2007;Henryk Kowalczyk;1956-07-15;51;PiS;Żabianka;18 Siedlce;13600;M
2007;Kazimierz Matuszny;1960-03-04;47;PiS;Milówka;27 Bielsko Biała;13379;M
2007;Jan Filip Libicki;1971-01-17;36;PO;Poznań;39 Poznań;9097;M
2007;Andrzej Buła;1965-08-28;42;PO;Kluczbork;21 Opole;6301;M
2007;Stanisław Chmielewski;1958-10-23;49;PO;Złotów;38 Piła;8102;M
2007;Stanisław Pięta;1971-05-09;36;PiS;Bielsko-Biała;27 Bielsko Biała;10996;M
2007;Leszek Aleksandrzak;1958-08-08;49;SLD;Opatówek;36 Kalisz;16508;M
2007;Jacek Falfus;1951-02-01;56;PiS;Siemianowice Śląskie;27 Bielsko Biała;18814;M
2007;Tomasz Smolarz;1966-08-06;41;PO;Bielawa;2 Wałbrzych;8208;M
2007;Michał Jaros;1981-01-26;26;PO;Aleksandrów Kujawski;3 Wrocław;4740;M
2007;Jacek Tomczak;1973-07-27;34;PO;Poznań;39 Poznań;14323;M
2007;Paweł Olszewski;1979-12-11;28;PO;Bydgoszcz;4 Bydgoszcz;8633;M
2007;Jan Kuriata;1958-10-25;49;PO;Wrocław;40 Koszalin;7363;M
2007;Tadeusz Woźniak;1960-01-15;47;PiS;Kutno;11 Sieradz;13904;M
2007;Wacław Martyniuk;1949-11-10;58;SLD;Bytom;29 Gliwice;16125;M
2007;Jerzy Rębek;1960-02-10;47;PiS;Radzyń Podlaski;7 Chełm;7243;M
2007;Jerzy Feliks Fedorowicz;1947-10-29;60;PO;Polanica-Zdrój;13 Kraków;15649;M
2007;Mariusz Grad;1973-05-18;34;PO;Tomaszów Lubelski;7 Chełm;9766;M
2007;Andrzej Biernat;1960-08-11;47;PO;Urzędów;11 Sieradz;36278;M
2007;Elżbieta Jakubiak;1966-03-17;41;PJN;Zatory;18 Siedlce;33509;F
2007;Wojciech Ziemniak;1956-03-25;51;PO;Czempiń;36 Kalisz;26623;M
2007;Zbigniew Religa;1938-12-16;69;PiS;Miedniewice;29 Gliwice;62228;M
2007;Zbigniew Matuszczak;1962-09-21;45;SLD;Biłgoraj;7 Chełm;10351;M
2007;Piotr Krzywicki;1964-10-22;43;Koło Parlamentarne Polska Plus;Poddębice;9 Łódź;14064;M
2007;Andrzej Ćwierz;1947-08-20;60;PiS;Przeworsk;22 Krosno;6903;M
2007;Bartosz Arłukowicz;1971-12-30;36;PO;Resko;41 Szczecin;21543;M
2007;Czesław Mroczek;1964-07-20;43;PO;Kałuszyn;18 Siedlce;33207;M
2007;Aldona Młyńczak;1958-05-25;49;PO;Wrocław;3 Wrocław;5420;F
2007;Paweł Graś;1964-02-23;43;PO;Kęty;12 Chrzanów;35779;M
2007;Krzysztof Tyszkiewicz;1980-03-19;27;PO;Warszawa;19 Warszawa;3330;M
2007;Zdzisława Janowska;1940-12-16;67;SLD;Łódź;9 Łódź;5430;F
2007;Piotr Tomański;1969-06-25;38;PO;Przemyśl;22 Krosno;11578;M
2007;Joanna Fabisiak;1950-07-07;57;PO;Warszawa;19 Warszawa;7552;F
2007;Krzysztof Lisek;1967-05-28;40;PO;Gdańsk;34 Elbląg;25548;M
2007;Rafał Grupiński;1952-09-26;55;PO;Wronki;36 Kalisz;26944;M
2007;Ireneusz Raś;1972-09-30;35;PO;Proszowice;13 Kraków;15808;M
2007;Zbysław Owczarski;1963-07-26;44;PJN;Kożuchów;13 Kraków;1614;M
2007;Adam Struzik;1957-01-01;50;PSL;Kutno;16 Płock;9397;M
2007;Zbigniew Girzyński;1973-03-17;34;PiS;Sierpc;5 Toruń;22159;M
2007;Tomasz Tomczykiewicz;1961-03-02;46;PO;Pszczyna;27 Bielsko Biała;41035;M
2007;Andrzej Halicki;1961-11-26;46;PO;Warszawa;19 Warszawa;3369;M
2007;Przemysław Gosiewski;1964-05-12;43;PiS;Słupsk;33 Kielce;138405;M
2007;Kazimierz Moskal;1962-02-02;45;PiS;Żyraków;23 Rzeszów;21612;M
2007;Mirosław Pawlak;1942-04-02;65;PSL;Zielonki;33 Kielce;14006;M
2007;Lidia Staroń;1960-06-07;47;PO;Morąg;35 Olsztyn;15514;F
2007;Eugeniusz Grzeszczak;1954-12-29;53;PSL;Kowalewo Opactwo;37 Konin;13189;M
2007;Bogusław Wontor;1967-09-29;40;SLD;Słubice;8 Zielona Góra;11658;M
2007;Katarzyna Matusik-Lipiec;1975-06-29;32;PO;Gorlice;13 Kraków;15130;F
2007;Andrzej Nowakowski;1971-10-23;36;PO;Sierpc;16 Płock;11608;M
2007;Jakub Szulc;1973-12-21;34;PO;Kłodzko;2 Wałbrzych;12310;M
2007;Jarosław Gowin;1961-12-04;46;PO;Kraków;13 Kraków;160465;M
2007;Jarosław Urbaniak;1966-08-07;41;PO;Ostrów Wielkopolski;36 Kalisz;19788;M
2007;Teresa Piotrowska;1955-02-05;52;PO;Tczew;4 Bydgoszcz;12558;F
2007;Adam Abramowicz;1961-03-10;46;PiS;Biała Podlaska;7 Chełm;11970;M
2007;Wojciech Szarama;1955-12-16;52;PiS;Bytom;29 Gliwice;7645;M
2007;Andrzej Sośnierz;1951-05-08;56;PJN;Głuchołazy;31 Katowice;27758;M
2007;Jolanta Szczypińska;1957-06-24;50;PiS;Słupsk;26 Gdynia;47996;F
2007;Agnieszka Kozłowska-Rajewicz;1969-12-04;38;PO;Kętrzyn;39 Poznań;17040;F
2007;Tomasz Kamiński;1979-10-27;28;SLD;Rzeszów;23 Rzeszów;15200;M
2007;Jarosław Żaczek;1967-05-14;40;PiS;Ryki;6 Lublin;15040;M
2007;Renata Butryn;1959-05-31;48;PO;Dębica;23 Rzeszów;10940;F
2007;Jan Szyszko;1944-04-19;63;PiS;Stara Miłosna;20 Warszawa;15623;M
2007;Mirosław Michał Drzewiecki;1956-07-08;51;PO;Łódź;9 Łódź;44404;M
2007;Joanna Skrzydlewska;1977-02-17;30;PO;Łódź;9 Łódź;33835;F
2007;Renata Zaremba;1967-06-11;40;PO;Resko;41 Szczecin;10931;F
2007;Aleksander Marek Szczygło;1963-10-27;44;PiS;Jeziorany;35 Olsztyn;29592;M
2007;Bronisław Komorowski;1952-06-04;55;PO;Oborniki Śląskie;20 Warszawa;139320;M
2007;Marek Matuszewski;1959-08-14;48;PiS;Zgierz;11 Sieradz;12777;M
2007;Antoni Błądek;1947-06-14;60;PiS;Przyszów;23 Rzeszów;10642;M
2007;Jarosław Jagiełło;1971-05-15;36;PiS;Łódź;9 Łódź;24428;M
2007;Jerzy Budnik;1951-05-30;56;PO;Wejherowo;26 Gdynia;12893;M
2007;Lech Kołakowski;1963-06-13;44;PiS;Zambrów;24 Białystok;10457;M
2007;Aleksandra Natalli-Świat;1959-02-20;48;PiS;Oborniki Śląskie;3 Wrocław;21999;F
2007;Aleksander Sopliński;1942-03-25;65;PSL;Ciechanów;16 Płock;3399;M
2007;Wiesław Janczyk;1964-04-07;43;PiS;Chomranice;14 Nowy Sącz;10696;M
2007;Kazimierz Hajda;1946-01-31;61;PJN;Jordanów;12 Chrzanów;5245;M
2007;Mirosława Masłowska;1943-10-20;64;PiS;Warszawa;41 Szczecin;8431;F
2007;Karol Karski;1966-05-13;41;PiS;Warszawa;19 Warszawa;3524;M
2007;Paweł Kowal;1975-07-22;32;PiS;Rzeszów;12 Chrzanów;26184;M
2007;Łukasz Tusk;1985-09-24;22;PO;Opole;21 Opole;20931;M
2007;Bogdan Bojko;1959-02-10;48;PO;Nowa Sól;8 Zielona Góra;12205;M
2007;Jarosław Matwiejuk;1968-01-24;39;SLD;Białystok;24 Białystok;20770;M
2007;Elżbieta Rafalska;1955-06-22;52;PiS;Wschowa;8 Zielona Góra;16922;F
2007;Wojciech Sokołowski;1952-03-08;55;PO;Jawor;1 Legnica;3818;M
2007;Henryk Gołębiewski;1942-07-22;65;SLD;Lubowidz;2 Wałbrzych;10664;M
2007;Arkadiusz Czartoryski;1966-04-14;41;PiS;Ostrołęka;18 Siedlce;22030;M
2007;Jerzy Borowczak;1957-11-15;50;PO;Białogard;25 Gdańsk;5738;M
2007;Dorota Rutkowska;1962-01-24;45;PO;Skierniewice;10 Piotrków Trybunalski;9137;F
2007;Grażyna Ciemniak;1948-06-20;59;Koło Poselskie Socjaldemokracji Polskiej;Toruń;4 Bydgoszcz;3997;F
2007;Tadeusz Wita;1958-04-04;49;PiS;Zabrze;29 Gliwice;4603;M
2007;Wojciech Kossakowski;1977-04-23;30;PiS;Ełk;35 Olsztyn;4043;M
2007;Daniela Chrapkiewicz;1948-03-09;59;PiS;Starogard Gdański;25 Gdańsk;4889;F
2007;Piotr Ołowski;1963-01-25;44;PO;Gdańsk;25 Gdańsk;8177;M
2007;Marek Ast;1958-09-27;49;PiS;Zielona Góra;8 Zielona Góra;21184;M
2007;Marek Suski;1958-06-11;49;PiS;Grójec;17 Radom;29497;M
2007;Janusz Zemke;1949-02-24;58;Klub Poselski Lewica;Kowalewo Pomorskie;4 Bydgoszcz;42347;M
2007;Izabela Leszczyna;1962-09-03;45;PO;Częstochowa;28 Częstochowa;11617;F
2007;Stanisław Olas;1937-06-29;70;PSL;Pudłówek;11 Sieradz;8314;M
2007;Tadeusz Jarmuziewicz;1957-09-21;50;PO;Piława Górna;21 Opole;18447;M
2007;Zbigniew Ziobro;1970-08-18;37;PiS;Kraków;13 Kraków;164681;M
2007;Tomasz Lenz;1968-12-08;39;PO;Mogilno;5 Toruń;34545;M
2007;Marek Polak;1963-11-19;44;PiS;Wadowice;12 Chrzanów;12549;M
2007;Andrzej Mikołaj Dera;1961-09-10;46;PiS;Ostrów Wielkopolski;36 Kalisz;13190;M
2007;Longin Komołowski;1948-01-05;59;Poseł niezrzeszony;Czaplinek;41 Szczecin;10223;M
2007;Marek Balicki;1953-09-29;54;SLD;Słupsk;20 Warszawa;19034;M
2007;Magdalena Kochan;1950-01-28;57;PO;Szczecin;41 Szczecin;17052;F
2007;Jerzy Ziętek;1956-12-01;51;PO;Katowice;31 Katowice;11886;M
2007;Robert Telus;1969-04-18;38;PiS;Opoczno;10 Piotrków Trybunalski;8748;M
2007;Michał Wojtkiewicz;1946-06-24;61;PiS;Tuchów;15 Tarnów;13396;M
2007;Wojciech Żukowski;1964-10-07;43;PiS;Wyszków;7 Chełm;16196;M
2007;Alicja Dąbrowska;1956-06-28;51;PO;Ostrowiec Świetokrzyski;19 Warszawa;2885;F
2007;Stanisław Huskowski;1953-04-24;54;PO;Wrocław;3 Wrocław;9584;M
2007;Beata Bublewicz;1975-02-26;32;PO;Olsztyn;35 Olsztyn;19470;F
2007;Tadeusz Aziewicz;1960-10-31;47;PO;Sopot;26 Gdynia;17275;M
2007;Zbigniew Kruszewski;1949-05-31;58;SLD;Płock;16 Płock;3198;M
2007;Czesław Hoc;1954-02-22;53;PiS;Jelenin;40 Koszalin;18309;M
2007;Iwona Śledzińska-Katarasińska;1941-01-03;66;PO;Komorniki;9 Łódź;28516;F
2007;Krystyna Kłosin;1954-07-14;53;PO;Minkowice;26 Gdynia;7250;F
2007;Stanisław Szwed;1955-04-12;52;PiS;Bielsko-Biała;27 Bielsko Biała;42604;M
2007;Barbara Czaplicka;1948-11-22;59;PO;Warszawa;20 Warszawa;5763;F
2007;Iwona Arent;1968-06-04;39;PiS;Olsztyn;35 Olsztyn;7187;F
2007;Arkadiusz Rybicki;1953-01-12;54;PO;Gdynia;25 Gdańsk;13968;M
2007;Zbigniew Konwiński;1974-03-24;33;PO;Słupsk;26 Gdynia;19553;M
2007;Jarosław Zieliński;1960-09-20;47;PiS;Szwajcaria;24 Białystok;21830;M
2007;Elżbieta Zakrzewska;1962-11-25;45;SLD;Jelenia Góra;1 Legnica;3467;F
2007;Łukasz Borowiak;1975-04-11;32;PO;Leszno;36 Kalisz;9468;M
2007;Jarosław Kalinowski;1962-04-12;45;PSL;Wyszków;18 Siedlce;25406;M
2007;Zbigniew Wassermann;1949-09-17;58;PiS;Kraków;13 Kraków;6478;M
2007;Jerzy Materna;1956-03-25;51;PiS;Zielona Góra;8 Zielona Góra;14597;M
2007;Małgorzata Sadurska;1975-12-03;32;PiS;Puławy;6 Lublin;21420;F
2007;Tadeusz Iwiński;1944-10-28;63;SLD;Piastów;35 Olsztyn;18408;M
2007;Andrzej Smirnow;1938-09-09;69;PO;Warszawa;20 Warszawa;10546;M
2007;Danuta Olejniczak;1952-04-01;55;PO;Słupsk;40 Koszalin;11631;F
2007;Tadeusz Sławecki;1957-08-27;50;PSL;Czemierniki;7 Chełm;6590;M
2007;Maria Nowak;1950-03-31;57;PiS;Chorzów;31 Katowice;9718;F
2007;Ludwik Dorn;1954-06-05;53;Poseł niezrzeszony;Warszawa;20 Warszawa;81696;M
2007;Eugeniusz Kłopotek;1953-11-15;54;PSL;Chojnice;4 Bydgoszcz;12975;M
2007;Radosław Sikorski;1963-02-23;44;PO;Bydgoszcz;4 Bydgoszcz;117291;M
2007;Leszek Redzimski;1961-12-25;46;PO;Łąg;26 Gdynia;7701;M
2007;Witold Gintowt-Dziewałtowski;1949-01-11;58;Poseł niezrzeszony;Drewnica;34 Elbląg;9875;M
2007;Witold Czarnecki;1953-04-12;54;PiS;Murowana Goślina;37 Konin;18137;M
2007;Kazimierz Gwiazdowski;1962-06-10;45;PiS;Radziłów;24 Białystok;7545;M
2007;Paweł Arndt;1954-01-21;53;PO;Gniezno;37 Konin;17394;M
2007;Leszek Jastrzębski;1976-08-20;31;PO;Warszawa;19 Warszawa;2367;M
2007;Andrzej Pająk;1955-09-26;52;PiS;Zawoja;12 Chrzanów;7683;M
2007;Maciej Płażyński;1958-02-10;49;Poseł niezrzeszony;Młynary;25 Gdańsk;58318;M
2007;Mieczysław Marcin Łuczak;1955-07-09;52;PSL;Wieluń;11 Sieradz;9176;M
2007;Krzysztof Gadowski;1962-08-14;45;PO;Bochnia;30 Rybnik;18003;M
2007;Jacek Pilch;1974-05-08;33;PJN;Tuchów;15 Tarnów;11736;M
2007;Jerzy Kozdroń;1950-10-23;57;PO;Mrągowo;25 Gdańsk;10671;M
2007;Anna Śliwińska;1956-03-12;51;PO;Sosnowiec;32 Sosnowiec;4158;F
2007;Włodzimierz Karpiński;1961-11-16;46;PO;Puławy;6 Lublin;16873;M
2007;Józef Rojek;1950-03-20;57;PiS;Ropczyce;15 Tarnów;11901;M
2007;Stanisław Kalemba;1947-10-25;60;PSL;Piekary;38 Piła;13295;M
2007;Aleksander Grad;1962-05-01;45;PO;Łosiniec;15 Tarnów;29842;M
2007;Roman Kosecki;1966-02-15;41;PO;Piaseczno;19 Warszawa;6847;M
2007;Andrzej Walkowiak;1961-01-21;46;PJN;Bydgoszcz;4 Bydgoszcz;8127;M
2007;Dariusz Seliga;1969-04-10;38;PiS;Skierniewice;10 Piotrków Trybunalski;14393;M
2007;Michał Szczerba;1977-12-14;30;PO;Warszawa;19 Warszawa;2372;M
2007;Maria Zuba;1951-04-06;56;PiS;Suchedniów;33 Kielce;3492;F
2007;Tadeusz Patalita;1957-10-29;50;PO;Gdów;14 Nowy Sącz;6968;M
2007;Henryk Młynarczyk;1955-11-25;52;PiS;Krasnystaw;7 Chełm;6975;M
2007;Kazimierz Plocke;1958-05-03;49;PO;Domatowo;26 Gdynia;15763;M
2007;Grzegorz Karpiński;1976-08-04;31;PO;Chełmno;5 Toruń;5054;M
2007;Jan Kulas;1957-07-21;50;PO;Kościerzyna;25 Gdańsk;9607;M
2007;Artur Gierada;1979-04-21;28;PO;Kielce;33 Kielce;10355;M
2007;Wiesław Rygiel;1962-05-22;45;PSL;Głogów;23 Rzeszów;4389;M
2007;Marian Filar;1942-10-06;65;Poseł niezrzeszony;Krosno;5 Toruń;21892;M
2007;Piotr Cieśliński;1978-08-08;29;PO;Olsztyn;34 Elbląg;4687;M
2007;Jacek Osuch;1958-08-28;49;PiS;Olkusz;13 Kraków;2458;M
2007;Jan Bury;1942-02-20;65;PiS;Bachryneszty;22 Krosno;6652;M
2007;Jacek Kowalik;1961-07-24;46;SLD;Swornegacie;26 Gdynia;1740;M
2007;Julia Pitera;1953-05-26;54;PO;Warszawa;16 Płock;42669;F
2007;Jacek Kurski;1966-02-22;41;PiS;Gdańsk;25 Gdańsk;23585;M
2007;Beata Szydło;1963-04-15;44;PiS;Oświęcim;12 Chrzanów;20486;F
2007;Magdalena Gąsior-Marek;1983-12-17;24;PO;Lublin;6 Lublin;16114;F
2007;Stanisław Ożóg;1953-05-27;54;PiS;Sokołów Małopolski;23 Rzeszów;38687;M
2007;Zyta Gilowska;1949-07-07;58;PiS;Nowe Miasto Lubawskie;39 Poznań;54307;F
2007;Tadeusz Cymański;1955-06-06;52;PiS;Nowy Staw;25 Gdańsk;17726;M
2007;Urszula Augustyn;1964-09-01;43;PO;Tarnów;15 Tarnów;10480;F
2007;Waldy Dzikowski;1959-07-23;48;PO;Wschowa;39 Poznań;110467;M
2007;Stanisław Stec;1941-03-22;66;SLD;Jazowsko;38 Piła;10908;M
2007;Ryszard Galla;1956-07-22;51;Poseł niezrzeszony;Wrocław;21 Opole;8193;M
2007;Jan Musiał;1955-02-05;52;PO;Bochnia;15 Tarnów;7705;M
2007;Kazimierz Michał Ujazdowski;1964-07-28;43;PiS;Kielce;3 Wrocław;73416;M
2007;Aleksander Marek Skorupa;1955-12-12;52;PO;Brzeg Dolny;3 Wrocław;4851;M
2007;Ewa Kopacz;1956-12-03;51;PO;Skaryszew;17 Radom;39155;F
2007;Andrzej Adamczyk;1959-01-04;48;PiS;Krzeszowice;13 Kraków;3421;M
2007;Janusz Krasoń;1956-09-15;51;SLD;Jawor;3 Wrocław;21490;M
2007;Janusz Palikot;1964-10-26;43;PO;Biłgoraj;6 Lublin;44186;M
2007;Izabela Jaruga-Nowacka;1950-08-23;57;Klub Poselski Lewica;Gdańsk;26 Gdynia;14827;F
2007;Elżbieta Łukacijewska;1966-11-25;41;PO;Jasło;22 Krosno;25011;F
2007;Jacek Kozaczyński;1968-01-31;39;PO;Siedlce;18 Siedlce;8989;M
2007;Jacek Kasprzyk;1960-08-21;47;SLD;Częstochowa;28 Częstochowa;4855;M
2007;Teresa Wargocka;1955-12-18;52;PiS;Mińsk Mazowiecki;18 Siedlce;6787;F
2007;Tomasz Latos;1964-03-08;43;PiS;Poznań;4 Bydgoszcz;17751;M
2007;Adam Szejnfeld;1958-11-13;49;PO;Kalisz;38 Piła;57343;M
2007;Krzysztof Grzegorek;1961-05-05;46;Poseł niezrzeszony;Sieradz;33 Kielce;18874;M
2007;Jarosław Wałęsa;1976-09-13;31;PO;Gdańsk;25 Gdańsk;61278;M
2007;Elżbieta Witek;1957-12-17;50;PiS;Jawor;1 Legnica;9666;F
2007;Konstanty Oświęcimski;1964-09-19;43;PO;Trzebiatów;41 Szczecin;7975;M
2007;Zdzisław Czucha;1959-02-15;48;PO;Szenajda;26 Gdynia;10560;M
2007;Franciszek Jerzy Stefaniuk;1944-06-04;63;PSL;Drelów;7 Chełm;13271;M
2007;Janusz Piechociński;1960-03-15;47;PSL;Studzianki Pancerne;20 Warszawa;13259;M
2007;Wiesław Andrzej Szczepański;1960-06-01;47;SLD;Chrośnica;36 Kalisz;10579;M
2007;Artur Górski;1970-01-30;37;PiS;Warszawa;19 Warszawa;3070;M
2007;Antoni Macierewicz;1948-08-03;59;PiS;Warszawa;10 Piotrków Trybunalski;40055;M
2007;Józef Piotr Klim;1960-10-19;47;PO;Mońki;24 Białystok;9938;M
2007;Mirosława Nykiel;1953-09-23;54;PO;Wańkowa;27 Bielsko Biała;33180;F
2007;Jadwiga Wiśniewska;1963-07-02;44;PiS;Myszków;28 Częstochowa;20814;F
2007;Andrzej Pałys;1957-01-02;50;PSL;Solec-Zdrój;33 Kielce;7654;M
2007;Jan Kaźmierczak;1950-04-04;57;PO;Katowice;29 Gliwice;7641;M
2007;Jadwiga Zakrzewska;1950-11-04;57;PO;Płońsk;20 Warszawa;7593;F
2007;Arkadiusz Litwiński;1970-07-31;37;PO;Szczecin;41 Szczecin;19827;M
2007;Iwona Guzowska;1974-02-07;33;PO;Gdańsk;25 Gdańsk;9534;F
2007;Alicja Olechowska;1956-02-10;51;PO;Grodzisk Mazowiecki;20 Warszawa;6461;F
2007;Wojciech Mojzesowicz;1954-06-25;53;PJN;Bydgoszcz;4 Bydgoszcz;37634;M
2007;Marek Wójcik;1980-03-24;27;PO;Katowice;31 Katowice;8870;M
2007;Stanisława Prządka;1943-05-06;64;SLD;Karczmiska;18 Siedlce;12099;F
2007;Anna Sobecka;1951-03-27;56;PiS;Piotrków Kujawski;5 Toruń;15180;F
2007;Roman Kaczor;1956-09-03;51;PO;Oława;3 Wrocław;3175;M
2007;Szymon Stanisław Giżyński;1956-03-08;51;PiS;Częstochowa;28 Częstochowa;28531;M
2007;Marzena Dorota Wróbel;1963-10-15;44;PiS;Radom;17 Radom;13159;F
2007;Sylwester Pawłowski;1958-09-13;49;SLD;Łódź;9 Łódź;3596;M
2007;Marek Kwitek;1961-04-28;46;PiS;Annopol;33 Kielce;2653;M
2007;Andrzej Łoś;NA;NA;;;3 Wrocław;6064;M
2007;Jolanta Hibner;1951-01-26;56;PO;Ząbki;19 Warszawa;6816;F
2007;Jacek Bogucki;1959-02-13;48;PiS;Wysokie Mazowieckie;24 Białystok;13236;M
2007;Jan Walenty Tomaka;1949-01-15;58;PO;Nowa Wieś;23 Rzeszów;11713;M
2007;Włodzimierz Kula;1966-07-11;41;PO;Łask;10 Piotrków Trybunalski;9858;M
2007;Jacek Zacharewicz;1964-12-15;43;PO;Radomsko;10 Piotrków Trybunalski;9579;M
2007;Adam Wykręt;1945-10-20;62;PO;Międzybrodzie Bialskie;27 Bielsko Biała;10180;M
2007;Tadeusz Ross;1938-03-14;69;PO;Warszawa;19 Warszawa;2712;M
2007;Krzysztof Popiołek;1956-02-16;51;PiS;Babule;23 Rzeszów;13467;M
2007;Stanisław Rakoczy;1958-10-13;49;PSL;Biadacz;21 Opole;7146;M
2007;Marek Wikiński;1966-05-23;41;SLD;Sochaczew;17 Radom;12297;M
2007;Stanisław Wziątek;1959-11-13;48;SLD;Połczyn Zdrój;40 Koszalin;12566;M
2007;Agnieszka Pomaska;1980-01-08;27;PO;Gdynia;25 Gdańsk;9495;F
2007;Henryk Siedlaczek;1956-01-30;51;PO;Wodzisław Śląski;30 Rybnik;35124;M
2007;Tadeusz Motowidło;1952-07-21;55;SLD;Trójczyce;30 Rybnik;17087;M
2007;Robert Kołakowski;1963-03-15;44;PiS;Ciechanów;16 Płock;9213;M
2007;Ewa Malik;1961-01-11;46;PiS;Sosnowiec;32 Sosnowiec;32231;F
2007;Anna Sikora;1966-06-26;41;PiS;Wrocław;20 Warszawa;9264;F
2007;Agnieszka Hanajczyk;1963-01-12;44;PO;Zgierz;11 Sieradz;15050;F
2007;Adam Żyliński;1958-02-10;49;PO;Lidzbark Warmiński;34 Elbląg;11835;M
2007;Zenon Durka;1958-10-21;49;PO;Legionowo;20 Warszawa;7761;M
2007;Stefan Niesiołowski;1944-02-04;63;PO;Kałęczew;8 Zielona Góra;69385;M
2007;Zbigniew Pacelt;1951-08-26;56;PO;Ostrowiec Świętokrzyski;33 Kielce;8455;M
2007;Stanisław Lamczyk;1957-08-12;50;PO;Brusy;26 Gdynia;10155;M
2007;Radosław Witkowski;1974-06-04;33;PO;Radom;17 Radom;8229;M
2007;Marzenna Drab;1956-02-20;51;PiS;Grudziądz;5 Toruń;7396;F
2007;John Abraham Godson;1970-11-25;37;PO;Umuahia;9 Łódź;3807;M
2007;Andrzej Gut-Mostowy;1960-10-30;47;PO;Zakopane;14 Nowy Sącz;16009;M
2007;Jerzy Gosiewski;1952-11-20;55;PiS;Maków Mazowiecki;35 Olsztyn;9244;M
2007;Marek Cebula;1965-11-30;42;PO;Gubin;8 Zielona Góra;5734;M
2007;Leszek Korzeniowski;1955-01-01;52;PO;Warszawa;21 Opole;35912;M
2007;Krystyna Łybacka;1946-02-10;61;SLD;Jutrosin;39 Poznań;24405;F
2007;Andrzej Bętkowski;1951-12-28;56;PiS;Skarżysko-Kamienna;33 Kielce;3112;M
2007;Tomasz Głogowski;1974-12-30;33;PO;Tarnowskie Góry;29 Gliwice;20744;M
2007;Krzysztof Maciejewski;1953-04-17;54;PiS;Pabianice;10 Piotrków Trybunalski;10837;M
2007;Monika Ryniak;1960-01-24;47;PiS;Myślenice;13 Kraków;1494;F
2007;Jarosław Pięta;1964-12-27;43;PO;Sosnowiec;32 Sosnowiec;8238;M
2007;Witold Namyślak;1959-09-22;48;PO;Ostaszewo;26 Gdynia;9441;M
2007;Leszek Deptuła;1953-02-25;54;PSL;Żagań;23 Rzeszów;6688;M
2007;Adam Śnieżek;1951-02-25;56;PiS;Orzechówka;22 Krosno;6058;M
2007;Cezary Tomczyk;1984-08-25;23;PO;Gryfice;11 Sieradz;8169;M
2007;Paweł Orłowski;1976-02-06;31;PO;Gdynia;25 Gdańsk;5807;M
2007;Małgorzata Kidawa-Błońska;1957-05-05;50;PO;Warszawa;19 Warszawa;13057;F
2007;Elżbieta Streker-Dembińska;1954-11-03;53;SLD;Konin;37 Konin;6070;F
2007;Halina Olendzka;1945-08-31;62;PiS;Święta Katarzyna;33 Kielce;2349;F
2007;Ryszard Zawadzki;1951-08-24;56;PO;Nysa;30 Rybnik;11113;M
2007;Adam Krzyśków;1960-05-11;47;PSL;Ścinawa;35 Olsztyn;6258;M
