Jan Rzymełka;1952-06-7;Katowice;Klub Parlamentarny Platforma Obywatelska;31 Katowice;8242;M
Michał Turkiewicz;1956-11-25;Sulików;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;1 Legnica;6130;M
Barbara Hyla-Makowska;1946-03-30;Przasnysz;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;4 Bydgoszcz;6578;F
Andrzej Jagiełło;1944-09-01;Krynki;Koło Poselskie Stronnictwa Gospodarczego;33 Kielce;7579;M
Jan Byra;1958-05-27;Józefów;Klub Parlamentarny Socjaldemokracji Polskiej;7 Chełm;15119;M
Paweł Poncyljusz;1969-05-18;Warszawa;Klub Parlamentarny Prawo i Sprawiedliwość;19 Warszawa;1138;M
Stanisława Prządka;1943-05-06;Karczmiska;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;18 Siedlce;4017;F
Małgorzata Rohde;1962-10-07;Drawsko Pomorskie;Koło Poselskie Konserwatywno-Ludowe;40 Koszalin;7412;F
Mieczysław Kasprzak;1953-03-30;Jarosław;Klub Parlamentarny Polskiego Stronnictwa Ludowego;22 Krosno;5331;M
Danuta Grabowska;1942-07-16;Radom;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;17 Radom;12673;F
Janusz Lewandowski;1951-06-13;Lublin;Klub Poselski Platformy Obywatelskiej;25 Gdańsk;4907;M
Andrzej Wojtyła;1955-05-01;Kalisz;Koło Poselskie Konserwatywno-Ludowe;36 Kalisz;11757;M
Gabriela Masłowska;1950-06-27;Batorz;Klub Parlamentarny Liga Polskich Rodzin;6 Lublin;12243;F
Maciej Płażyński;1958-02-10;Młynary;Poseł niezrzeszony;25 Gdańsk;66290;M
Czesław Cieślak;1946-07-08;Nagórki;Klub Parlamentarny Polskiego Stronnictwa Ludowego;37 Konin;4949;M
Waldemar Borczyk;1960-02-15;Kije;Poseł niezrzeszony;11 Sieradz;8924;M
Jan Sztwiertnia;1942-08-21;Cisownica;Klub Parlamentarny Socjaldemokracji Polskiej;27 Bielsko-Biała;10162;M
Michał Stuligrosz;1950-09-17;Poznań;Klub Parlamentarny Platforma Obywatelska;39 Poznań;7006;M
Izabela Jaruga-Nowacka;1950-08-23;Gdańsk;Poseł niezrzeszony;26 Gdynia;23666;F
Stanisław Żmijan;1956-12-13;Tarnogród;Klub Parlamentarny Platforma Obywatelska;7 Chełm;4382;M
Agnieszka Pasternak;1972-01-26;Dąbrowa Górnicza;Klub Parlamentarny Socjaldemokracji Polskiej;32 Sosnowiec;20316;F
Maria Potępa;1948-03-25;Dąbrowa Górnicza;Klub Parlamentarny Socjaldemokracji Polskiej;32 Sosnowiec;7790;F
Adam Sosnowski;1947-06-07;Cisownik;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;33 Kielce;6824;M
Piotr Smolana;1958-03-20;Bielsko-Biała;Koło Poselskie "Dom Ojczysty";27 Bielsko-Biała;7021;M
Marek Kuchciński;1955-08-09;Przemyśl;Klub Parlamentarny Prawo i Sprawiedliwość;22 Krosno;4741;M
Stanisław Szyszkowski;1963-05-04;Krajno;Koło Poselskie "Dom Ojczysty";33 Kielce;5492;M
Marek Suski;1958-06-11;Grójec;Klub Parlamentarny Prawo i Sprawiedliwość;17 Radom;3552;M
Ewa Sowińska;1944-03-5;Bydgoszcz;Klub Parlamentarny Liga Polskich Rodzin;9 Łódź;4035;F
Edward Maniura;1960-02-24;Lubsza;Klub Parlamentarny Platforma Obywatelska;28 Częstochowa;8744;M
Stanisław Janas;1953-11-15;Mielec;Klub Parlamentarny Socjaldemokracji Polskiej;23 Rzeszów;10087;M
Antoni Kobielusz;1947-06-22;Wechowice;Klub Parlamentarny Socjaldemokracji Polskiej;27 Bielsko-Biała;19462;M
Marian Janicki;1954-05-24;Odolanów;Koło Parlamentarne Unii Pracy;36 Kalisz;8172;M
Dorota Kwaśniewska;1970-02-08;Głowaczów;Klub Parlamentarny Polskiego Stronnictwa Ludowego;10 Piotrków Trybunalski;4432;F
Ryszard Ulicki;1943-07-20;Łódź;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;40 Koszalin;29117;M
Ludwik Dorn;1954-06-05;Warszawa;Klub Parlamentarny Prawo i Sprawiedliwość;20 Warszawa;17482;M
Andrzej Liss;1950-06-9;Pelplin;Klub Parlamentarny Prawo i Sprawiedliwość;25 Gdańsk;530;M
Tadeusz Szukała;1948-08-09;Dębica;Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej;14 Nowy Sącz;4884;M
Maciej Giertych;1936-03-24;Warszawa;Klub Parlamentarny Liga Polskich Rodzin;39 Poznań;10119;M
Anna Górna-Kubacka;1945-03-14;Tarnobrzeg;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;39 Poznań;1921;F
Szymon Giżyński;1956-03-08;Częstochowa;Klub Parlamentarny Prawo i Sprawiedliwość;28 Częstochowa;6878;M
Stanisław Jarmoliński;1944-07-11;Ropczyce;Poseł niezrzeszony;14 Nowy Sącz;3062;M
Zdzisław Jankowski;1943-02-18;Rychwał;Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej;37 Konin;7446;M
Andrzej Markowiak;1951-03-27;Namysłów;Klub Parlamentarny Platforma Obywatelska;30 Rybnik;5530;M
Witold Tomczak;1957-04-05;Kępno;Klub Parlamentarny Liga Polskich Rodzin;36 Kalisz;15861;M
Zbigniew Jacyna-Onyszkiewicz;1944-08-10;Kraków;Klub Parlamentarny Liga Polskich Rodzin;39 Poznań;5565;M
Krzysztof Rutkowski;1960-04-06;Teresin k/Sochaczewa;Koło Poselskie Stronnictwa Gospodarczego;9 Łódź;13946;M
Marian Kwiatkowski;1946-10-30;Wola Kątecka;Koło Poselskie Ruch Patriotyczny;7 Chełm;10691;M
Piotr Gadzinowski;1957-05-16;Częstochowa;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;19 Warszawa;10731;M
Jacek Falfus;1951-02-01;Siemianowice Śl.;Klub Parlamentarny Prawo i Sprawiedliwość;27 Bielsko-Biała;8483;M
Maria Dziuba;1945-01-2;Goszczyn;Klub Parlamentarny Polskiego Stronnictwa Ludowego;17 Radom;3301;F
Kazimierz Marcinkiewicz;1959-12-20;Gorzów Wlkp;Klub Parlamentarny Prawo i Sprawiedliwość;8 Zielona Góra;8367;M
Andrzej Aumiller;1947-06-25;Trzcianka;Koło Parlamentarne Unii Pracy;39 Poznań;6424;M
Krzysztof Oksiuta;1961-01-29;Biała Podlaska;Koło Poselskie Konserwatywno-Ludowe;20 Warszawa;13148;M
Jan Rokita;1959-06-18;Kraków;Klub Parlamentarny Platforma Obywatelska;13 Kraków;20251;M
Izabella Sierakowska;1946-09-22;Góra Śląska;Klub Parlamentarny Socjaldemokracji Polskiej;6 Lublin;65878;F
Łukasz Abgarowicz;1949-10-18;Bydgoszcz;Klub Parlamentarny Platforma Obywatelska;16 Płock;4088;M
Józef Głowa;1953-02-20;Dukla;Poseł niezrzeszony;22 Krosno;3733;M
Jerzy Pękała;1958-11-22;Wieczfnia;Koło Poselskie Stronnictwa Gospodarczego;16 Płock;8212;M
Stanisław Kalemba;1947-10-25;Piekary;Klub Parlamentarny Polskiego Stronnictwa Ludowego;38 Piła;6635;M
Krzysztof Janik;1950-06-11;Kielce;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;15 Tarnów;32183;M
Andrzej Zając;1949-04-09;Trzebinia;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;30 Rybnik;11843;M
Marek Wagner;1946-04-24;Warszawa;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;36 Kalisz;39502;M
Jan Antochowski;1953-03-19;Białogard;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;34 Elbląg;8312;M
Zofia Wilczyńska;1942-05-24;Wodnik;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;40 Koszalin;9739;F
Wojciech Domaradzki;1966-03-11;Rzeszów;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;22 Krosno;7574;M
Józef Zych;1938-03-23;Giedlarowa;Klub Parlamentarny Polskiego Stronnictwa Ludowego;8 Zielona Góra;7378;M
Eugeniusz Kłopotek;1953-11-15;Chojnice;Klub Parlamentarny Polskiego Stronnictwa Ludowego;4 Bydgoszcz;9223;M
Tadeusz Cymański;1955-06-06;Nowy Staw;Klub Parlamentarny Prawo i Sprawiedliwość;25 Gdańsk;1071;M
Grzegorz Schetyna;1963-02-18;Opole;Klub Parlamentarny Platforma Obywatelska;3 Wrocław;4849;M
Bartłomiej Szrajber;1954-05-27;Warszawa;Klub Parlamentarny Prawo i Sprawiedliwość;19 Warszawa;736;M
Zygmunt Wrzodak;1959-03-21;Budy Zaklasztorne;Klub Parlamentarny Liga Polskich Rodzin;23 Rzeszów;32434;M
Alicja Lis;1947-09-04;Boratyn;Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej;22 Krosno;9960;F
Aleksander Grad;1962-05-01;Łosiniec;Klub Parlamentarny Platforma Obywatelska;15 Tarnów;9637;M
Katarzyna Maria Piekarska;1967-09-23;Warszawa;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;19 Warszawa;8266;F
Henryk Długosz;1961-03-26;Drugnia;Poseł niezrzeszony;33 Kielce;31395;M
Józef Gruszka;1947-03-16;Kwiatków;Klub Parlamentarny Polskiego Stronnictwa Ludowego;36 Kalisz;10619;M
Danuta Hojarska;1960-01-02;Malbork;Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej;25 Gdańsk;8796;F
Bolesław Piecha;1954-09-19;Rybnik;Klub Parlamentarny Prawo i Sprawiedliwość;30 Rybnik;4654;M
Zbigniew Nowak;1963-12-10;Miechów;Poseł niezrzeszony;33 Kielce;6339;M
Jacek Sauk;1944-07-21;Wilno;Klub Parlamentarny Prawo i Sprawiedliwość;41 Szczecin;8693;M
Andrzej Różański;1958-11-02;Mogilno;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;26 Gdynia;8192;M
Czesław Pogoda;1952-08-24;Lądek Zdrój;Klub Parlamentarny Socjaldemokracji Polskiej;2 Wałbrzych;10820;M
Franciszek Franczak;1951-01-09;Strzegom;Poseł niezrzeszony;2 Wałbrzych;7634;M
Renata Beger;1958-07-18;Silno;Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej;38 Piła;10877;F
Wiesław Okoński;1950-12-20;Rożnowice;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;29 Gliwice;6735;M
Zygmunt Ratman;1942-09-19;Myszków;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;28 Częstochowa;11508;M
Grzegorz Gruszka;1962-09-02;Koski;Poseł niezrzeszony;4 Bydgoszcz;23055;M
Maria Wiśniowiecka;1945-08-2;Bytom;Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej;30 Rybnik;2087;F
Anna Filek;1933-05-02;Kraków;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;13 Kraków;7601;F
Zdzisław Podkański;1949-10-18;Guzówka;Klub Parlamentarny Polskiego Stronnictwa Ludowego;6 Lublin;24510;M
Henryk Ostrowski;1960-12-13;Szprotawa;Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej;8 Zielona Góra;9653;M
Marian Stępień;1957-09-15;Katowice;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;31 Katowice;7209;M
Józef Tomala;1959-02-12;Ziębice;Poseł niezrzeszony;21 Opole;5042;M
Tadeusz Gajda;1954-01-08;Guźnia;Klub Parlamentarny Polskiego Stronnictwa Ludowego;11 Sieradz;5391;M
Franciszek Jerzy Stefaniuk;1944-06-04;Drelów;Klub Parlamentarny Polskiego Stronnictwa Ludowego;7 Chełm;15341;M
Jerzy Kulej;1940-10-19;Częstochowa;Klub Parlamentarny Socjaldemokracji Polskiej;19 Warszawa;3488;M
Krystyna Ozga;1944-06-20;Częstochowa;Klub Parlamentarny Polskiego Stronnictwa Ludowego;10 Piotrków Trybunalski;6674;F
Marian Kawa;1955-10-29;Nadolany;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;22 Krosno;8878;M
Ryszard Kędra;1952-04-03;Turze Pole;Poseł niezrzeszony;22 Krosno;9628;M
Adam Ołdakowski;1955-12-25;Giżycko;Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej;34 Elbląg;10124;M
Bogdan Błaszczyk;1947-03-04;Nosibądy;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;40 Koszalin;6288;M
Stanisław Stec;1941-03-22;Jazowsko;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;38 Piła;18457;M
Stanisław Piosik;1946-02-25;Wolsztyn;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;38 Piła;10666;M
Alfred Owoc;1955-06-07;Zielona Góra;Koło Parlamentarne Unii Pracy;8 Zielona Góra;11364;M
Bogdan Bujak;1954-07-14;Piotrków Trybunalski;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;10 Piotrków Trybunalski;9164;M
Wojciech Szarama;1955-12-16;Bytom;Klub Parlamentarny Prawo i Sprawiedliwość;29 Gliwice;7303;M
Arkadiusz Bratkowski;1959-05-13;Hrubieszów;Klub Parlamentarny Polskiego Stronnictwa Ludowego;7 Chełm;7595;M
Jan Chojnacki;1947-01-10;Dąbrówka Strumiany;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;29 Gliwice;13328;M
Marek Borowski;1946-01-04;Warszawa;Klub Parlamentarny Socjaldemokracji Polskiej;19 Warszawa;149233;M
Zofia Grzebisz-Nowicka;1938-05-15;Pieńki Wyczólskie;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;33 Kielce;6812;F
Alicja Murynowicz;1957-09-21;Szydłowiec;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;9 Łódź;3311;F
Irena Maria Nowacka;1950-09-08;Turek;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;11 Sieradz;14437;F
Ewa Janik;1947-09-07;Bytom;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;29 Gliwice;6664;F
Romuald Ajchler;1949-01-19;Duszniki Wlkp.;Klub Parlamentarny Socjaldemokracji Polskiej;38 Piła;14438;M
Jan Klimek;1952-06-12;Chełm Śląski;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;31 Katowice;5397;M
Jan Kubik;1944-01-02;Grębocin;Klub Parlamentarny Polskiego Stronnictwa Ludowego;15 Tarnów;4098;M
Mariusz Łapiński;1957-08-26;Szczecin;Poseł niezrzeszony;20 Warszawa;7511;M
Ewa Kralkowska;1941-08-28;Lublin;Koło Parlamentarne Unii Pracy;9 Łódź;3676;F
Lech Zielonka;1955-08-02;Nowy Dwór Gdański;Koło Poselskie Stronnictwa Gospodarczego;26 Gdynia;8993;M
Wacław Klukowski;1966-04-14;Pyrzyce;Klub Parlamentarny Prawo i Sprawiedliwość;41 Szczecin;7914;M
Elżbieta Radziszewska;1958-01-06;Białocin;Klub Parlamentarny Platforma Obywatelska;10 Piotrków Trybunalski;6682;F
Ryszard Kalisz;1957-02-26;Warszawa;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;19 Warszawa;33392;M
Konstanty Miodowicz;1951-01-09;Gniewkowo;Klub Parlamentarny Platforma Obywatelska;33 Kielce;10284;M
Michał Kaczmarek;1949-09-13;Oleśnica;Klub Parlamentarny Socjaldemokracji Polskiej;11 Sieradz;14147;M
Aleksandra Gramała;1970-01-21;Świętochłowice;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;31 Katowice;5921;F
Jan Sieńko;1947-04-14;Bełżyce;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;26 Gdynia;12601;M
Paweł Graś;1964-02-23;Kęty;Klub Parlamentarny Platforma Obywatelska;12 Chrzanów;8118;M
Janusz Piechociński;1960-03-15;Studzianki;Klub Parlamentarny Polskiego Stronnictwa Ludowego;20 Warszawa;7194;M
Urszula Krupa;1949-10-20;Łódź;Klub Parlamentarny Liga Polskich Rodzin;9 Łódź;6093;F
Zbyszek Zaborowski;1958-02-26;Wilamowice;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;30 Rybnik;8421;M
Jerzy Jaskiernia;1950-03-21;Kudowa Zdrój;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;33 Kielce;48139;M
Leszek Bugaj;1947-03-5;Opole Lubelskie;Klub Parlamentarny Polskiego Stronnictwa Ludowego;33 Kielce;4191;M
Andrzej Pęczak;1951-03-10;Łódź;Poseł niezrzeszony;11 Sieradz;34813;M
Halina Talaga;1948-01-04;Zagórze;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;12 Chrzanów;7580;F
Ireneusz Niewiarowski;1953-03-23;Przedecz;Koło Poselskie Konserwatywno-Ludowe;37 Konin;8547;M
Bronisława Kowalska;1955-12-05;Starachowice;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;1 Legnica;17231;F
Zyta Gilowska;1949-07-07;Nowe Miasto Lubawskie;Klub Parlamentarny Platforma Obywatelska;6 Lublin;11284;F
Hanna Mierzejewska;1950-05-21;Warszawa;Klub Parlamentarny Prawo i Sprawiedliwość;19 Warszawa;771;F
Paweł Piskorski;1968-02-25;Warszawa;Klub Poselski Platformy Obywatelskiej;19 Warszawa;69066;M
Jerzy Hertel;1955-09-09;Warszawa;Klub Parlamentarny Platforma Obywatelska;19 Warszawa;6297;M
Stanisław Łyżwiński;1954-05-06;Skaryszew;Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej;10 Piotrków Trybunalski;9080;M
Jarosław Kaczyński;1949-06-18;Warszawa;Klub Parlamentarny Prawo i Sprawiedliwość;19 Warszawa;144343;M
Bronisław Komorowski;1952-06-04;Oborniki Śląskie;Klub Parlamentarny Platforma Obywatelska;19 Warszawa;14493;M
Renata Szynalska;1969-10-14;Kalisz;Poseł niezrzeszony;36 Kalisz;16080;F
Wiktor Osik;1947-06-14;Łukówiec;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;6 Lublin;8845;M
Stanisław Kopeć;1947-04-22;Szamocin;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;41 Szczecin;20274;M
Joanna Senyszyn;1949-02-01;Gdynia;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;26 Gdynia;8317;F
Antoni Macierewicz;1948-08-03;Warszawa;Koło Poselskie Ruchu Katolicko-Narodowego;19 Warszawa;24900;M
Helmut Paździor;1940-11-24;Leśnica;Poseł niezrzeszony;21 Opole;7989;M
Edward Płonka;1950-01-01;Żywiec;Klub Parlamentarny Platforma Obywatelska;27 Bielsko-Biała;4842;M
Andrzej Piłat;1945-10-28;Sadłowo;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;16 Płock;18333;M
Janusz Krasoń;1956-09-15;Jawor;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;3 Wrocław;15246;M
Dorota Arciszewska-Mielewczyk;1968-02-16;Gdynia;Klub Parlamentarny Prawo i Sprawiedliwość;26 Gdynia;5758;F
Leszek Miller;1946-07-03;Żyrardów;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;9 Łódź;145637;M
Jarosław Duda;1964-04-29;Wrocław;Klub Parlamentarny Platforma Obywatelska;3 Wrocław;3028;M
Ryszard Stanibuła;1950-10-24;Rachanie;Klub Parlamentarny Polskiego Stronnictwa Ludowego;7 Chełm;6823;M
Jerzy Polaczek;1961-08-24;Piekary Śląskie;Klub Parlamentarny Prawo i Sprawiedliwość;31 Katowice;18672;M
Grażyna Ciemniak;1948-06-20;Toruń;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;4 Bydgoszcz;8212;F
Janusz Wojciechowski;1954-12-06;Rawa Mazowiecka;Klub Parlamentarny Polskiego Stronnictwa Ludowego;10 Piotrków Trybunalski;10093;M
Elżbieta Jankowska;1952-08-01;Łódź;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;9 Łódź;2139;F
Bogdan Derwich;1946-02-08;Gdańsk;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;5 Toruń;7123;M
Bożena Kizińska;1949-08-12;Wola Żyzna;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;33 Kielce;6769;F
Leszek Zieliński;1956-03-28;Kraków;Koło Poselskie Stronnictwa Gospodarczego;12 Chrzanów;3811;M
Józef Cepil;1960-03-19;Parchocin;Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej;33 Kielce;10836;M
Andrzej Czerwiński;1954-11-08;Nowy Sącz;Klub Parlamentarny Platforma Obywatelska;14 Nowy Sącz;11868;M
Aleksander Czuż;1936-06-24;Rogawka;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;24 Białystok;4336;M
Mariola Sokołowska;1963-11-6;Golub-Dobrzyń;Klub Parlamentarny Socjaldemokracji Polskiej;5 Toruń;5371;F
Jerzy Hausner;1949-10-06;Świnoujście;Poseł niezrzeszony;13 Kraków;13419;M
Czesław Marzec;1946-05-04;Dortmund;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;41 Szczecin;5332;M
Bronisław Dankowski;1944-08-22;Opatówko;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;37 Konin;6344;M
Wojciech Szczęsny Zarzycki;1942-06-26;Warszawa;Klub Parlamentarny Polskiego Stronnictwa Ludowego;11 Sieradz;7496;M
Andrzej Skrzyński;1945-11-17;Jankowa;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;15 Tarnów;3910;M
Zbigniew Dziewulski;1957-10-16;Pieróg;Poseł niezrzeszony;18 Siedlce;6423;M
Zofia Krasicka-Domka;1934-10-26;Siedliska;Koło Poselskie "Dom Ojczysty";14 Nowy Sącz;15755;F
Małgorzata Winiarczyk-Kossakowska;1961-06-06;Staszów;Klub Parlamentarny Socjaldemokracji Polskiej;33 Kielce;8581;F
Adam Bielan;1974-09-12;Gdańsk;Klub Parlamentarny Prawo i Sprawiedliwość;12 Chrzanów;7063;M
Jacek Piechota;1959-04-28;Szczecin;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;41 Szczecin;54667;M
Janusz Lisak;1955-11-04;Kraków;Koło Poselskie Stronnictwa Gospodarczego;12 Chrzanów;14925;M
Alfred Budner;1950-08-30;Tomaszew;Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej;37 Konin;8811;M
Grażyna Pijanowska;1952-06-03;Wągrowiec;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;38 Piła;10367;F
Kazimierz Pietrzyk;1942-01-01;Hettange Grande;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;21 Opole;3937;M
Stanisław Głębocki;1952-06-20;Osmolice;Koło Poselskie Ruch Patriotyczny;6 Lublin;5153;M
Antoni Stanisław Stryjewski;1958-04-22;Ostróda;Koło Poselskie Ruchu Katolicko-Narodowego;3 Wrocław;12492;M
Halina Nowina Konopka;1938-05-27;Tarnów;Koło Poselskie Porozumienia Polskiego;35 Olsztyn;11308;F
Robert Strąk;1967-06-09;Wałcz;Klub Parlamentarny Liga Polskich Rodzin;26 Gdynia;5775;M
Jarosław Zieliński;1960-09-20;Szwajcaria k/Suwałk;Klub Parlamentarny Prawo i Sprawiedliwość;24 Białystok;8337;M
Olgierd Poniźnik;1954-06-13;Nowiczki;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;1 Legnica;5247;M
Andrzej Lepper;1954-06-13;Stowięcino;Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej;40 Koszalin;44814;M
Wojciech Olejniczak;1974-04-10;Łowicz;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;11 Sieradz;11500;M
Tadeusz Polański;1943-08-22;Suche;Klub Parlamentarny Polskiego Stronnictwa Ludowego;6 Lublin;5221;M
Marian Wesołowski;1949-01-1;Wrzelów;Klub Parlamentarny Polskiego Stronnictwa Ludowego;6 Lublin;3904;M
Tadeusz Samborski;1945-08-08;Gańczary;Klub Parlamentarny Polskiego Stronnictwa Ludowego;1 Legnica;4555;M
Tomasz Nałęcz;1949-10-29;Gołymin;Klub Parlamentarny Socjaldemokracji Polskiej;17 Radom;11410;M
Jolanta Banach;1958-11-11;Lębork;Klub Parlamentarny Socjaldemokracji Polskiej;25 Gdańsk;45128;F
Stanisław Kalinowski;1945-05-21;Koteże;Klub Parlamentarny Polskiego Stronnictwa Ludowego;26 Gdynia;4676;M
Józef Żywiec;1953-01-21;Cyców;Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej;6 Lublin;16733;M
Zbigniew Witaszek;1942-01-11;Horyszów;Poseł niezrzeszony;20 Warszawa;7583;M
Michał Tober;1975-04-10;Warszawa;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;19 Warszawa;5680;M
Ryszard Maraszek;1947-05-18;Ławice;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;1 Legnica;6743;M
Zbigniew Podraza;1953-12-02;Sosnowiec;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;32 Sosnowiec;8069;M
Janusz Zemke;1949-02-24;Kowalewo;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;4 Bydgoszcz;29104;M
Jerzy Müller;1946-12-28;Tczew;Poseł niezrzeszony;34 Elbląg;15638;M
Marian Curyło;1956-05-10;Dąbrowa Tarnowska;Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej;15 Tarnów;7625;M
Władysław Stępień;1946-10-24;Wrzawy;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;23 Rzeszów;16794;M
Marian Piłka;1954-06-16;Trąbki;Klub Parlamentarny Prawo i Sprawiedliwość;18 Siedlce;9659;M
Aleksander Małachowski;1924-11-23;Lwów;Klub Parlamentarny Unii Pracy;19 Warszawa;16980;M
Cezary Grabarczyk;1960-04-26;Łódź;Klub Parlamentarny Platforma Obywatelska;11 Sieradz;5669;M
Zdzisław Kałamaga;1956-05-21;Staszów;Klub Parlamentarny Socjaldemokracji Polskiej;33 Kielce;14599;M
Marek Olewiński;1947-11-23;Złotów;Klub Parlamentarny Socjaldemokracji Polskiej;5 Toruń;8207;M
Adam Stanisław Szejnfeld;1958-11-13;Kalisz;Klub Parlamentarny Platforma Obywatelska;38 Piła;9290;M
Wiesław Kaczmarek;1958-01-01;Wrocław;Poseł niezrzeszony;20 Warszawa;20235;M
Stanisław Kurpiewski;1955-11-05;Suczki;Poseł niezrzeszony;18 Siedlce;6713;M
Genowefa Wiśniowska;1949-03-04;Ożary;Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej;24 Białystok;12587;F
Adam Woś;1955-12-11;Sieniawa;Koło Poselskie Stronnictwa Gospodarczego;22 Krosno;5604;M
Andrzej Gałażewski;1944-04-20;Kraków;Klub Parlamentarny Platforma Obywatelska;29 Gliwice;11104;M
Magdalena Banaś;1973-04-07;Kłodzko;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;2 Wałbrzych;8570;F
Zbigniew Deptuła;1962-03-01;Smrock-Dwór;Klub Parlamentarny Polskiego Stronnictwa Ludowego;18 Siedlce;3407;M
Piotr Krzywicki;1964-10-22;Poddębice;Klub Parlamentarny Prawo i Sprawiedliwość;11 Sieradz;6481;M
Maria Nowak;1950-03-31;Chorzów;Klub Parlamentarny Prawo i Sprawiedliwość;31 Katowice;4425;F
Ryszard Nowak;1962-09-12;Nowy Sącz;Klub Parlamentarny Prawo i Sprawiedliwość;14 Nowy Sącz;7691;M
Elżbieta Bolek;1956-07-21;Jaworzno;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;32 Sosnowiec;14485;F
Józef Krzyworzeka;1923-03-52;Kraków;Klub Parlamentarny Platforma Obywatelska;13 Kraków;5300;M
Elżbieta Romero;1952-12-25;Szczecin;Klub Parlamentarny Socjaldemokracji Polskiej;41 Szczecin;6494;F
Zbigniew Krutczenko;1941-03-19;Ostrów Mazowiecka;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;18 Siedlce;3942;M
