Marcin Zawiła;1958-05-06;Jelenia Góra;Klub Parlamentarny Unii Wolności ;13 Jelenia Góra;;M
Jan Łopuszański;1955-06-10;Gdańsk;Koło Poselskie Porozumienia Polskiego;37 Radom;;M
Marian Krzaklewski;1950-08-23;Kolbuszowa;Klub Parlamentarny Akcji Wyborczej Solidarność;16 Katowice;;M
Jacek Janiszewski;1960-02-10;Inowrocław;Klub Parlamentarny Stronnictwa Konserwatywno-Ludowego;47 Toruń;;M
Kazimierz Michał Ujazdowski;1964-07-28;Kielce;Klub Parlamentarny "Prawo i Sprawiedliwość";50 Wrocław;;M
Tadeusz Kilian;1945-08-08;Skórcz;Klub Parlamentarny Akcji Wyborczej Solidarność;11 Gdańsk;;M
Anna Bańkowska;1946-04-30;Żnin;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;06 Bydgoszcz;;F
Mirosław Koźlakiewicz;1957-06-11;Kunki;Klub Parlamentarny Akcji Wyborczej Solidarność;08 Ciechanów;;M
Władysław Frasyniuk;1954-11-25;Wrocław;Klub Parlamentarny Unii Wolności ;50 Wrocław;;M
Kazimierz Barczyk;1950-01-25;Wolbrom;Klub Parlamentarny Akcji Wyborczej Solidarność;21 Kraków;;M
Józef Dąbrowski;1949-03-09;Mińsk Mazowiecki;posłowie niezrzeszeni;21 Kraków;;M
Krzysztof Oksiuta;NA;;Klub Parlamentarny Stronnictwa Konserwatywno-Ludowego;02 Warszawa;;M
Irena Lipowicz;1953-06-09;Gliwice;Klub Parlamentarny Unii Wolności ;16 Katowice;;F
Krzysztof Janik;NA;;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;46 Tarnów;;M
Grzegorz Opala;1942-11-05;Częstochowa;Klub Parlamentarny Akcji Wyborczej Solidarność;16 Katowice;;M
Zbigniew Siemiątkowski;1957-10-08;Ciechanów;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;08 Ciechanów;;M
Zbigniew Chrzanowski;1963-10-07;Maków Maz.;Klub Parlamentarny Stronnictwa Konserwatywno-Ludowego;31 Ostrołęka;;M
Grażyna Staniszewska;1949-11-02;Bielsko-Biała;Klub Parlamentarny Unii Wolności ;05 Bielsko-Biała;;F
Dariusz Kubiak;1961-07-19;Zduńska Wola;Klub Parlamentarny Akcji Wyborczej Solidarność;40 Sieradz;;M
Paweł Bryłowski;1949-08-29;Lublin;Klub Parlamentarny Unii Wolności ;25 Lublin;;M
Krzysztof Kamiński;1957-03-17;Lublin;Klub Parlamentarny Stronnictwa Konserwatywno-Ludowego;45 Tarnobrzeg;;M
Ryszard Czarnecki;1963-01-25;Londyn;Klub Parlamentarny Akcji Wyborczej Solidarność;50 Wrocław;;M
Marian Tomasz Goliński;1949-07-16;Radom;Klub Parlamentarny Akcji Wyborczej Solidarność;20 Koszalin;;M
Mirosław Sekuła;1955-06-20;Strzelce Opolskie;Klub Parlamentarny Akcji Wyborczej Solidarność;16 Katowice;;M
Zenon Kufel;1951-02-02;Grudziądz;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;47 Toruń;;M
Edward Daszkiewicz;1944-03-18;Mostik (ZSRR);posłowie niezrzeszeni;52 Zielona Góra;;M
Ryszard Kędra;1952-04-03;Turzepole;posłowie niezrzeszeni;22 Krosno;;M
Zbigniew Eysmont;1949-12-04;Warszawa;Klub Parlamentarny Stronnictwa Konserwatywno-Ludowego;01 Warszawa;;M
Józef Mioduszewski;1937-03-19;Miodusy-Stok;Klub Parlamentarny Polskiego Stronnictwa Ludowego;26 Łomża;;M
Henryk Długosz;1961-03-26;Drugnia;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;18 Kielce;;M
Antoni Szymański;1952-06-13;Zielona Góra;Klub Parlamentarny Akcji Wyborczej Solidarność;11 Gdańsk;;M
Paweł Jankiewicz;1951-12-11;Łódź;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;27 Łódź;;M
Tadeusz Jarmuziewicz;1957-09-21;Piława Górna;posłowie niezrzeszeni;30 Opole;;M
Stanisław Wądołowski;1938-01-04;Perki - Franki;Klub Parlamentarny Akcji Wyborczej Solidarność;44 Szczecin;;M
Irena Nowacka;1950-09-08;Turek;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;40 Sieradz;;F
Władysław Stępień;1946-10-24;Wrzawy;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;45 Tarnobrzeg;;M
Ewa Mańkowska;1951-12-07;Sochaczew;Klub Parlamentarny Akcji Wyborczej Solidarność;41 Skierniewice;;F
Teresa Jasztal;1940-12-14;Czeladź;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;50 Wrocław;;F
Alfred Owoc;1955-06-07;Zielona Góra;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;52 Zielona Góra;;M
Włodzimierz Cimoszewicz;1950-09-13;Warszawa;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;04 Białystok;;M
Janusz Steinhoff;1946-09-24;Gliwice;Klub Parlamentarny Akcji Wyborczej Solidarność;17 Gliwice;;M
Aleksander Bentkowski;1941-02-14;Stanisławów;Klub Parlamentarny Polskiego Stronnictwa Ludowego;38 Rzeszów;;M
Barbara Blida;1949-12-03;Siemianowice Śląskie;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;16 Katowice;;F
Karol Działoszyński;1956-07-13;Poznań;Klub Parlamentarny Unii Wolności ;35 Poznań;;M
Józef Mozolewski;1955-09-10;Krzeczkowo;Klub Parlamentarny Akcji Wyborczej Solidarność;04 Białystok;;M
Bronisław Geremek;1932-03-06;Warszawa;Klub Parlamentarny Unii Wolności ;01 Warszawa;;M
Adam Wędrychowicz;1937-07-30;Wzdów;posłowie niezrzeszeni;17 Gliwice;;M
Władysław Rak;1954-06-22;Głogów;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;23 Legnica;;M
Marek Borowski;1946-01-04;Warszawa;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;32 Piła;;M
Jerzy Godzik;1955-06-06;Racibórz;Klub Parlamentarny Unii Wolności ;10 Elbląg;;M
Witold Tomczak;1957-04-05;Kępno;Koło Poselskie Porozumienia Polskiego;14 Kalisz;;M
Zofia Grzebisz-Nowicka;1938-05-15;Pieńki Wyczólskie;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;18 Kielce;;F
Jerzy Zakrzewski;1945-01-06;Dąbrowa;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;11 Gdańsk;;M
Józef Wiaderny;1943-03-08;Maleniec;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;18 Kielce;;M
Roman Giedrojć;1950-02-28;Bydgoszcz;Klub Parlamentarny Akcji Wyborczej Solidarność;42 Słupsk;;M
Jan Rejczak;1946-08-27;Radom;Klub Parlamentarny Akcji Wyborczej Solidarność;37 Radom;;M
Jan Klimek;1952-06-12;Chełm Śląski;posłowie niezrzeszeni;16 Katowice;;M
Zbigniew Senkowski;1955-10-27;Wałbrzych;Klub Parlamentarny Akcji Wyborczej Solidarność;48 Wałbrzych;;M
Jerzy Grzegorz Zając;1947-03-02;Częstochowa;Klub Parlamentarny Unii Wolności ;09 Częstochowa;;M
Halina Nowina-Konopka;1938-05-27;Tarnów;Koło Poselskie Porozumienia Polskiego;29 Olsztyn;;F
Czesław Fiedorowicz;1958-02-21;Gubin;Klub Parlamentarny Unii Wolności ;52 Zielona Góra;;M
Bogdan Pęk;1953-04-08;Kraków;Klub Parlamentarny Polskiego Stronnictwa Ludowego;21 Kraków;;M
Andrzej Wojtyła;1955-05-01;Kalisz;Klub Parlamentarny Stronnictwa Konserwatywno-Ludowego;14 Kalisz;;M
Czesław Sobierajski;1952-06-05;Kielce;Klub Parlamentarny Akcji Wyborczej Solidarność;17 Gliwice;;M
Barbara Hyla-Makowska;1946-03-30;Przasnysz;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;06 Bydgoszcz;;F
Andrzej Maciej Woźnicki;1941-03-10;Warszawa;Klub Parlamentarny Akcji Wyborczej Solidarność;27 Łódź;;M
Zbigniew Rynasiewicz;1963-10-04;Grodzisko Dolne;Klub Parlamentarny Akcji Wyborczej Solidarność;38 Rzeszów;;M
Jan Rokita;1959-06-18;Kraków;Klub Parlamentarny Stronnictwa Konserwatywno-Ludowego;21 Kraków;;M
Kazimierz Nowak;1952-01-16;Włocławek;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;49 Włocławek;;M
Barbara Imiołczyk;1951-08-20;Blachownia;Klub Parlamentarny Unii Wolności ;15 Sosnowiec;;F
Andrzej Smirnow;1938-09-09;Warszawa;Klub Parlamentarny Akcji Wyborczej Solidarność;02 Warszawa;;M
Gabriel Janowski;1947-04-22;Konstantów;posłowie niezrzeszeni;39 Siedlce;;M
Longin Pastusiak;1935-08-22;Łódź;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;11 Gdańsk;;M
Wiesław Walendziak;1962-11-28;Gdańsk;Klub Parlamentarny "Prawo i Sprawiedliwość";10 Elbląg;;M
Janusz Pałubicki;1948-01-02;Wałbrzych;Klub Parlamentarny Akcji Wyborczej Solidarność;35 Poznań;;M
Ryszard Bondyra;1956-08-24;Komarów Osada;Klub Parlamentarny Polskiego Stronnictwa Ludowego;51 Zamość;;M
Olga Krzyżanowska;1929-09-10;Warszawa;Klub Parlamentarny Unii Wolności ;11 Gdańsk;;F
Leszek Świętochowski;1955-01-01;Lipniak;Klub Parlamentarny Polskiego Stronnictwa Ludowego;39 Siedlce;;M
Piotr Ikonowicz;1956-05-14;Pruszków;posłowie niezrzeszeni;01 Warszawa;;M
Elżbieta Adamska-Wedler;1968-03-07;Ruda Śląska;Klub Parlamentarny Akcji Wyborczej Solidarność;30 Opole;;F
Jerzy Szteliga;1953-05-09;Zebrzydowice-Kalwaria Zebrzydowska;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;30 Opole;;M
Jerzy Jankowski;1953-09-18;Stargard Szczeciński;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;13 Jelenia Góra;;M
Hanna Suchocka;1946-04-03;Pleszew;Klub Parlamentarny Unii Wolności ;35 Poznań;;F
Waldemar Bogdan Wiązowski;1944-12-25;Pionki;Klub Parlamentarny Akcji Wyborczej Solidarność;50 Wrocław;;M
Leszek Miller;1946-07-03;Żyrardów;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;27 Łódź;;M
Ryszard Matusiak;1953-09-07;Gałdowo;posłowie niezrzeszeni;13 Jelenia Góra;;M
Romuald Szeremietiew;1945-10-25;Olmonty;posłowie niezrzeszeni;37 Radom;;M
Bogumił Andrzej Borowski;1943-07-23;Lublin;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;01 Warszawa;;M
Andrzej Zapałowski;1966-11-06;Wałbrzych;posłowie niezrzeszeni;36 Przemyśl;;M
Danuta Waniek;1946-10-26;Włocławek;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;01 Warszawa;;F
Stanisław Kopeć;1947-04-22;Szamocin;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;44 Szczecin;;M
Jan Szymański;1953-09-23;Prudnik;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;50 Wrocław;;M
Andrzej Kozioł;1952-09-19;Krosno n/W;Klub Parlamentarny Akcji Wyborczej Solidarność;22 Krosno;;M
Andrzej Zakrzewski;1941-08-22;Warszawa;Klub Parlamentarny Akcji Wyborczej Solidarność;01 Warszawa;;M
Władysław Kielian;1952-10-23;Gorzków;Klub Parlamentarny Akcji Wyborczej Solidarność;21 Kraków;;M
Adam Łoziński;1953-01-02;Wielkie Oczy;Klub Parlamentarny Akcji Wyborczej Solidarność;36 Przemyśl;;M
Jan Syczewski;1937-03-26;Stryki;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;04 Białystok;;M
Józef Pilarczyk;1949-03-18;Pudłówek;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;30 Opole;;M
Tadeusz Jędrzejczak;1955-11-04;Gorzów;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;12 Gorzów Wielkopolski;;M
Stanisław Kalemba;1947-10-25;Piekary;Klub Parlamentarny Polskiego Stronnictwa Ludowego;35 Poznań;;M
Krzysztof Tchórzewski;1950-05-19;Rzążew;Klub Parlamentarny Akcji Wyborczej Solidarność;39 Siedlce;;M
Zbigniew Janas;1953-07-02;Warszawa;Klub Parlamentarny Unii Wolności ;39 Siedlce;;M
Kazimierz Działocha;1932-01-29;Wysocko Wielkie;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;50 Wrocław;;M
Piotr Lewandowski;1947-08-28;Gryfino;posłowie niezrzeszeni;44 Szczecin;;M
Edward Wende;1936-08-16;Warszawa;Klub Parlamentarny Unii Wolności ;01 Warszawa;;M
Piotr Krutul;1960-08-08;Suchowola;Koło Poselskie Porozumienia Polskiego;04 Białystok;;M
Ewa Tomaszewska;1947-04-14;Płock;Klub Parlamentarny Akcji Wyborczej Solidarność;01 Warszawa;;F
Krzysztof Śmieja;1957-07-07;Tarnowskie Góry;Klub Parlamentarny Akcji Wyborczej Solidarność;17 Gliwice;;M
Szczepan Skomra;1949-08-12;Wysoka k.Łańcuta;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;03 Biała Podlaska;;M
Jerzy Jaskiernia;1950-03-21;Kudowa Zdrój;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;45 Tarnobrzeg;;M
Zygmunt Ratman;1942-09-19;Myszków;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;09 Częstochowa;;M
Franciszek Adamczyk;1952-01-01;Lipnica Wielka;Klub Parlamentarny Akcji Wyborczej Solidarność;28 Nowy Sącz;;M
Marek Kaczyński;1963-12-09;Wysokie Mazowieckie;Klub Parlamentarny Akcji Wyborczej Solidarność;26 Łomża;;M
Kazimierz Chrzanowski;1951-12-25;Łaziska;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;21 Kraków;;M
Jan Chojnacki;1947-01-10;Dąbrówka Strumiany  woj.łódzkie;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;16 Katowice;;M
Grzegorz Piechowiak;1963-09-14;Piła;Klub Parlamentarny Akcji Wyborczej Solidarność;32 Piła;;M
Tadeusz Mazowiecki;1927-04-18;Płock;Klub Parlamentarny Unii Wolności ;21 Kraków;;M
Stanisław Iwanicki;1951-03-05;Biała Podlaska;Klub Parlamentarny Akcji Wyborczej Solidarność;37 Radom;;M
Marek Lewandowski;1948-09-29;Ciechocinek;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;09 Częstochowa;;M
Anna Sobecka;1951-03-27;Piotrków Kujawski;posłowie niezrzeszeni;47 Toruń;;F
Jan Olszewski;1930-08-20;Warszawa;Koło Parlamentarne Ruchu Odbudowy Polski;01 Warszawa;;M
Grzegorz Schreiber;1961-02-14;Bydgoszcz;Klub Parlamentarny "Prawo i Sprawiedliwość";06 Bydgoszcz;;M
Andrzej Skorulski;1942-09-01;Białowieża;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;11 Gdańsk;;M
Franciszka Cegielska;1946-08-02;Mulhouse (Francja);Klub Parlamentarny Akcji Wyborczej Solidarność;11 Gdańsk;;F
Jacek Szczot;1965-01-31;Poznań;Klub Parlamentarny Akcji Wyborczej Solidarność;25 Lublin;;M
Maria Walczyńska-Rechmal;1946-08-20;Kluczbork;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;12 Gorzów Wielkopolski;;F
Mieczysław Jedoń;1943-07-28;Suczawa;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;48 Wałbrzych;;M
Juliusz Braun;1948-08-29;Milechowy;Klub Parlamentarny Unii Wolności ;18 Kielce;;M
Zdzisław Pupa;1960-04-11;Góra Ropczycka;Klub Parlamentarny Akcji Wyborczej Solidarność;38 Rzeszów;;M
Józef Korpak;1961-03-24;Radzionków;Klub Parlamentarny Akcji Wyborczej Solidarność;16 Katowice;;M
Bronisław Cieślak;1943-10-08;Kraków;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;21 Kraków;;M
Cezary Stryjak;1964-07-06;Chorzów;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;16 Katowice;;M
Helmut Paździor;1940-11-24;Leśnica;posłowie niezrzeszeni;30 Opole;;M
Janusz Brzeski;1955-09-24;Bochnia;Klub Parlamentarny Akcji Wyborczej Solidarność;46 Tarnów;;M
Jerzy Ciemniewski;1939-08-02;Warszawa;Klub Parlamentarny Unii Wolności ;23 Legnica;;M
Jan Kisieliński;1956-03-14;Głowno;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;16 Katowice;;M
Piotr Nowina-Konopka;1949-05-27;Chorzów;Klub Parlamentarny Unii Wolności ;37 Radom;;M
Andrzej Piłat;1945-10-28;Sadłowo woj. Ciechanów;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;34 Płock;;M
Krystyna Herman;1951-12-16;Nowa Ruda;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;48 Wałbrzych;;F
Ewa Janik;1948-12-19;Częstochowa;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;09 Częstochowa;;F
Longin Komołowski;1948-01-05;Czaplinek;Klub Parlamentarny Akcji Wyborczej Solidarność;44 Szczecin;;M
Tomasz Feliks Wójcik;1945-05-18;Gądków Wielki ;Klub Parlamentarny Akcji Wyborczej Solidarność;50 Wrocław;;M
Maria Stolzman;1929-08-02;Suserz;Klub Parlamentarny Unii Wolności ;18 Kielce;;F
Władysław Józef Skrzypek;1941-06-25;Włocławek;Klub Parlamentarny Akcji Wyborczej Solidarność;49 Włocławek;;M
Henryk Kroll;1949-01-20;Gogolin;posłowie niezrzeszeni;30 Opole;;M
Mariusz Olszewski;1969-10-08;Kielce;Koło Parlamentarne ALTERNATYWA;18 Kielce;;M
Jacek Rybicki;1959-03-25;Gdańsk;Klub Parlamentarny Akcji Wyborczej Solidarność;11 Gdańsk;;M
Joanna Staręga-Piasek;1939-10-23;Warszawa;Klub Parlamentarny Unii Wolności ;19 Konin;;F
Zbigniew Janowski;1955-10-04;Przemyśl;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;07 Chełm;;M
Piotr Wójcik;1963-06-29;Warszawa;Klub Parlamentarny Akcji Wyborczej Solidarność;01 Warszawa;;M
Michał Kaczmarek;1949-09-13;Oleśnica Śl.;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;34 Płock;;M
Szymon Niemiec;1957-07-14;Jasło;Klub Parlamentarny Akcji Wyborczej Solidarność;22 Krosno;;M
Mirosław Michał Drzewiecki;1956-07-08;Łódź;posłowie niezrzeszeni;27 Łódź;;M
Maciej Stanisław Jankowski;1946-07-13;Warszawa;posłowie niezrzeszeni;01 Warszawa;;M
Antoni Macierewicz;1948-08-03;Warszawa;posłowie niezrzeszeni;02 Warszawa;;M
Paweł Arndt;1954-01-21;Gniezno;Klub Parlamentarny Akcji Wyborczej Solidarność;35 Poznań;;M
Marek Wikiński;1966-05-23;Sochaczew;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;37 Radom;;M
Tomasz Karwowski;1960-01-01;Orneta;Koło Parlamentarne ALTERNATYWA;15 Sosnowiec;;M
Zofia Wilczyńska;1942-05-24;Wodnik;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;20 Koszalin;;F
Stanisław Marian Grzonkowski;1955-10-21;Chojnice;Klub Parlamentarny Akcji Wyborczej Solidarność;01 Warszawa;;M
Jerzy Czepułkowski;1952-02-05;Pyrzyce;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;43 Suwałki;;M
Leszek Balcerowicz;1947-01-19;Lipno;Klub Parlamentarny Unii Wolności ;16 Katowice;;M
Adam Jerzy Bielan;1974-09-12;Gdańsk;Klub Parlamentarny "Prawo i Sprawiedliwość";01 Warszawa;;M
Marek Zieliński;1952-10-07;Gorzów Wielkopolski;Klub Parlamentarny Unii Wolności ;35 Poznań;;M
Marek Dyduch;1957-08-27;Świdnica Śl.;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;48 Wałbrzych;;M
Mirosław Podsiadło;1925-05-22;Łódź;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;16 Katowice;;M
Marek Markiewicz;1952-03-16;Łódź;Klub Parlamentarny Akcji Wyborczej Solidarność;27 Łódź;;M
Marek Sawicki;1958-04-08;Sawice;Klub Parlamentarny Polskiego Stronnictwa Ludowego;39 Siedlce;;M
Jerzy Wenderlich;1954-04-22;Toruń;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;47 Toruń;;M
Czesław Ryszka;1946-07-03;Goławiec;Klub Parlamentarny Akcji Wyborczej Solidarność;15 Sosnowiec;;M
Zbyszek Zaborowski;1958-02-26;Wilamowice;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;17 Gliwice;;M
Andrzej Szkaradek;1948-07-06;Chełmiec;Klub Parlamentarny Akcji Wyborczej Solidarność;28 Nowy Sącz;;M
Artur Balazs;1952-01-03;Ełk;Klub Parlamentarny Stronnictwa Konserwatywno-Ludowego;44 Szczecin;;M
Teresa Liszcz;1945-05-26;Choiny woj. lubelskie;Klub Parlamentarny Akcji Wyborczej Solidarność;25 Lublin;;F
Jan Maria Jackowski;1958-01-23;Olsztyn;Klub Parlamentarny Akcji Wyborczej Solidarność;02 Warszawa;;M
Jerzy Szmajdziński;1952-04-09;Wrocław;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;13 Jelenia Góra;;M
Zygmunt Machnik;1947-02-10;Sosnowiec;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;15 Sosnowiec;;M
Witold Gintowt-Dziewałtowski;1949-01-11;Drewnica;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;10 Elbląg;;M
Radosław Gawlik;1957-08-23;Wrocław;Klub Parlamentarny Unii Wolności ;50 Wrocław;;M
Dorota Arciszewska-Mielewczyk;1968-02-16;Gdynia;Klub Parlamentarny Stronnictwa Konserwatywno-Ludowego;11 Gdańsk;;F
Tadeusz Cymański;1955-06-06;Nowy Staw;Klub Parlamentarny "Prawo i Sprawiedliwość";10 Elbląg;;M
Jan Rulewski;1944-04-18;Bydgoszcz;posłowie niezrzeszeni;06 Bydgoszcz;;M
Franciszek Potulski;1943-06-17;Gdynia;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;11 Gdańsk;;M
Stanisław Kracik;1950-09-10;Spytkowice;Klub Parlamentarny Unii Wolności ;21 Kraków;;M
Jacek Swakoń;1963-01-21;Częstochowa;Klub Parlamentarny Akcji Wyborczej Solidarność;23 Legnica;;M
Mirosław Czech;1962-12-16;Wałcz;Klub Parlamentarny Unii Wolności ;29 Olsztyn;;M
Włodzimierz Konarski;1939-12-21;Kosów Lacki;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;27 Łódź;;M
Piotr Gadzinowski;1957-05-16;Częstochowa;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;01 Warszawa;;M
Ryszard Smolarek;1952-05-10;Koło;Klub Parlamentarny Polskiego Stronnictwa Ludowego;39 Siedlce;;M
Barbara Frączek;1941-12-03;Lwów;Klub Parlamentarny Akcji Wyborczej Solidarność;38 Rzeszów;;F
Mieczysław Szczygieł;1949-08-10;Wielącza;Klub Parlamentarny Akcji Wyborczej Solidarność;25 Lublin;;M
Elżbieta Szparaga;1950-10-10;Nowiny;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;49 Włocławek;;F
Jarosław Kaczyński;1949-06-18;Warszawa;Klub Parlamentarny "Prawo i Sprawiedliwość";01 Warszawa;;M
Jadwiga Zakrzewska;1950-11-04;Płońsk;Klub Parlamentarny Akcji Wyborczej Solidarność;02 Warszawa;;F
Wiesław Kiełbowicz;1954-02-12;Złotoryja;Klub Parlamentarny Akcji Wyborczej Solidarność;13 Jelenia Góra;;M
Zdzisław Tuszyński;1938-08-15;Poznań;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;35 Poznań;;M
Maciej Manicki;1954-11-21;Poznań;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;44 Szczecin;;M
Leszek Franciszek Dziamski;1942-10-13;Zwoleń;Klub Parlamentarny Akcji Wyborczej Solidarność;35 Poznań;;M
Mariusz Krzysztof Grabowski;1966-05-02;Tarnów;Koło Poselskie Porozumienia Polskiego;46 Tarnów;;M
Andrzej Słomski;1958-06-17;Kluczbork;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;18 Kielce;;M
Marcin Libicki;1939-02-02;Poznań;Klub Parlamentarny "Prawo i Sprawiedliwość";35 Poznań;;M
Paweł Piskorski;1968-02-25;Warszawa;posłowie niezrzeszeni;02 Warszawa;;M
Tadeusz Biliński;1932-12-04;Trzemeszno;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;52 Zielona Góra;;M
Adam Biela;1947-09-05;Syrynia;Klub Parlamentarny Akcji Wyborczej Solidarność;51 Zamość;;M
Kazimierz Nycz;1949-10-07;Hermanowice;woj. przemyskie;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;36 Przemyśl;
Janusz Lewandowski;1951-06-13;Lublin;posłowie niezrzeszeni;11 Gdańsk;;M
Iwona Śledzińska-Katarasińska;1941-01-03;Komorniki woj. piotrkowskie;posłowie niezrzeszeni;27 Łódź;;F
Janusz Lemański;1950-12-01;Krosno;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;21 Kraków;;M
Danuta Grabowska;1942-07-16;Radom;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;37 Radom;;F
Krzysztof Baszczyński;1953-02-03;Łódź;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;27 Łódź;;M
Tadeusz Iwiński;1944-10-28;Piastów k/Warszawy;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;29 Olsztyn;;M
Tadeusz Gajda;1954-01-08;Guźnia;Klub Parlamentarny Polskiego Stronnictwa Ludowego;41 Skierniewice;;M
Ireneusz Niewiarowski;1953-03-23;Przedecz;Klub Parlamentarny Stronnictwa Konserwatywno-Ludowego;19 Konin;;M
Elżbieta Piela-Mielczarek;1947-11-09;Przeworsk;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;44 Szczecin;;F
Bernard Szweda;1951-12-06;Miedźna;posłowie niezrzeszeni;17 Gliwice;;M
Zdzisław Denysiuk;1956-02-12;Chełm;Klub Parlamentarny Akcji Wyborczej Solidarność;07 Chełm;;M
Andrzej Gargaś;1957-06-10;Rzeszów;Klub Parlamentarny Akcji Wyborczej Solidarność;45 Tarnobrzeg;;M
Henryk Dykty;1956-05-15;Wydmusy;Klub Parlamentarny Akcji Wyborczej Solidarność;31 Ostrołęka;;M
Witold Firak;1963-08-18;Ustrzyki Dolne;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;22 Krosno;;M
Andrzej Urbańczyk;1946-10-27;Lubliniec;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;21 Kraków;;M
Wiesław Kaczmarek;1958-01-01;Wrocław;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;02 Warszawa;;M
Henryk Goryszewski;1941-01-20;Drążewo;posłowie niezrzeszeni;43 Suwałki;;M
Aleksandra Jakubowska;1954-03-15;Pruszków;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;30 Opole;;F
Zbigniew Sobotka;1952-08-27;Lidzbark Welski;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;33 Piotrków Trybunalski;;M
Michał Wojtczak;1954-03-19;Toruń;Klub Parlamentarny Akcji Wyborczej Solidarność;47 Toruń;;M
Sylwia Pusz;1972-06-18;Poznań;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;35 Poznań;;F
Adam Jacek Żyliński;1958-02-10;Lidzbark Warmiński;Klub Parlamentarny Unii Wolności ;29 Olsztyn;;M
Anna Filek;1933-05-02;Kraków;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;21 Kraków;;F
