1;01;Centrum;KRÓL Zbigniew;245;0.09;27.50;xxx;M
1;02;Centrum;SKOCZEK Sławomir;83;0.03;9.32;xxx;M
1;03;Centrum;DROBNIK Wojciech Edward;47;0.02;5.27;xxx;M
1;04;Centrum;WOJCIECHOWSKI Jan;124;0.04;13.92;xxx;M
1;05;Centrum;PORADA Bolesław;41;0.01;4.60;xxx;M
1;06;Centrum;HAŁATEK Jędrzej Witold;30;0.01;3.37;xxx;M
1;07;Centrum;OCHOCKI Tomasz Dominik;89;0.03;9.99;xxx;M
1;08;Centrum;SZNELER Zdzisław;24;0.01;2.69;xxx;M
1;09;Centrum;LESZCZYŃSKI Krzysztof;52;0.02;5.84;xxx;M
1;10;Centrum;BARYLAK Marek Waldemar;43;0.02;4.83;xxx;M
1;11;Centrum;KOSIOREK Maria;27;0.01;3.03;xxx;K
1;12;Centrum;POSPIESZYŃSKA Ewa;23;0.01;2.58;xxx;K
1;13;Centrum;RYBAK Janusz;38;0.01;4.26;xxx;M
1;14;Centrum;MADERA Medard;25;0.01;2.81;xxx;M
1;01;DemokraciPL;BORYS Piotr;4189;1.48;35.00;xxx;M
1;02;DemokraciPL;CZEKAŃSKA-SMYKALLA Bożena;1956;0.69;16.34;xxx;K
1;03;DemokraciPL;COŁOKIDZI Jan;2227;0.79;18.61;xxx;M
1;04;DemokraciPL;PLUCIŃSKI Radosław Artur;227;0.08;1.90;xxx;M
1;05;DemokraciPL;BARCIK Krystyna;387;0.14;3.23;xxx;K
1;06;DemokraciPL;KABAT Ryszard Stanisław;263;0.09;2.20;xxx;M
1;07;DemokraciPL;ZALEWSKI Zbigniew;336;0.12;2.81;xxx;M
1;08;DemokraciPL;WYSOCKI Andrzej Jan;152;0.05;1.27;xxx;M
1;09;DemokraciPL;ŻARCZYŃSKI Adam Tomasz;104;0.04;0.87;xxx;M
1;10;DemokraciPL;BUSZEWICZ Krzysztof Michał;341;0.12;2.85;xxx;M
1;11;DemokraciPL;POLAK Władysław Tadeusz;265;0.09;2.21;xxx;M
1;12;DemokraciPL;KŁÓSEK Ernest Arkadiusz;96;0.03;0.80;xxx;M
1;13;DemokraciPL;KOŃCZAK Adam Tadeusz;71;0.03;0.59;xxx;M
1;14;DemokraciPL;PILECKA-LALEWICZ Marta Monika;80;0.03;0.67;xxx;K
1;15;DemokraciPL;BUGANIK Tomasz Jakub;48;0.02;0.40;xxx;M
1;16;DemokraciPL;RĘBISZ Jerzy Waldemar;45;0.02;0.38;xxx;M
1;17;DemokraciPL;KROCZAK Leszek Antoni;101;0.04;0.84;xxx;M
