1;1;Komitet Wyborczy Liga Polskich Rodzin;ŚLUSARCZYK Piotr Jan;7863;2.78;T
1;1;PiS;LIPIŃSKI Adam Józef;17857;6.30;T
1;2;PiS;WITEK Elżbieta Barbara;7476;2.64;T
1;4;PiS;ZUBOWSKI Jan Kazimierz;5813;2.05;T
1;5;PiS;MADZIARCZYK Tadeusz Józef;8068;2.85;T
1;1;Komitet Wyborczy Sojusz Lewicy Demokratycznej;SZMAJDZIŃSKI Jerzy Andrzej;20741;7.32;T
1;2;Komitet Wyborczy Sojusz Lewicy Demokratycznej;ZBRZYZNY Ryszard;9644;3.40;T
1;1;PO;SCHETYNA Grzegorz Juliusz;14978;5.29;T
1;3;PO;SAWICKA Beata Dorota;8764;3.09;T
1;9;PO;CYBULSKI Piotr;7332;2.59;T
1;1;Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej;LITWIN Czesław;9902;3.50;T
1;5;Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej;COSTA Hubert Ranjan;3521;1.24;T
2;1;PiS;WIĄZOWSKI Waldemar Bogdan;9751;4.97;T
2;2;PiS;WAWRYNIEWICZ Ryszard Jan;7663;3.91;T
2;3;PiS;ROMAN Giovanni Adam;4373;2.23;T
2;1;Komitet Wyborczy Sojusz Lewicy Demokratycznej;GOŁĘBIEWSKI Henryk;8454;4.31;T
2;1;PO;CHLEBOWSKI Zbigniew;18281;9.32;T
2;2;PO;MRZYGŁOCKA Izabela Katarzyna;5271;2.69;T
2;4;PO;SZULC Jakub Maciej;5004;2.55;T
2;1;Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej;KOŁACZ Grzegorz;6904;3.52;T
3;1;Komitet Wyborczy Liga Polskich Rodzin;DOBROSZ Janusz Konrad;14655;3.78;T
3;1;PiS;UJAZDOWSKI Kazimierz Michał;46736;12.05;T
3;2;PiS;JACKIEWICZ Dawid Bohdan;12362;3.19;T
3;3;PiS;NATALLI-ŚWIAT Aleksandra;5068;1.31;T
3;6;PiS;KEMPA Beata Agnieszka;5378;1.39;T
3;9;PiS;KILIAN Wiesław;7524;1.94;T
3;1;Komitet Wyborczy Sojusz Lewicy Demokratycznej;KRASOŃ Janusz;15162;3.91;T
3;1;PO;ZDROJEWSKI Bogdan;73959;19.07;T
3;2;PO;HUSKOWSKI Stanisław Tadeusz;12334;3.18;T
3;3;PO;DUDA Jarosław;5901;1.52;T
3;4;PO;PIECHOTA Sławomir Jan;7281;1.88;T
3;5;PO;MŁYŃCZAK Aldona Janina;2903;0.75;T
3;6;PO;WOLAK Ewa Wanda;3465;0.89;T
3;1;Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej;ŻYSZKIEWICZ Jerzy;10527;2.71;T
4;1;Komitet Wyborczy Liga Polskich Rodzin;HATKA Witold;5856;2.05;T
4;1;PiS;MARKOWSKI Tomasz Maciej;17097;5.99;T
4;2;PiS;MOJZESOWICZ Wojciech;12601;4.42;T
4;3;PiS;LATOS Tomasz Edward;10059;3.53;T
4;4;PiS;WALKOWIAK Andrzej;5203;1.82;T
4;1;Komitet Wyborczy Sojusz Lewicy Demokratycznej;ZEMKE Janusz Władysław;33672;11.81;T
4;2;Komitet Wyborczy Sojusz Lewicy Demokratycznej;CIEMNIAK Grażyna Jolanta;3807;1.33;T
4;22;Komitet Wyborczy Sojusz Lewicy Demokratycznej;JENERALSKI Sławomir Bogusław;4343;1.52;T
4;1;PO;PIOTROWSKA Teresa;16716;5.86;T
4;2;PO;ŚWIĄTKOWSKI Maciej;8780;3.08;T
4;8;PO;OLSZEWSKI Paweł Bartosz;6850;2.40;T
4;1;Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej;BESTRY Jan;6941;2.43;T
5;1;Komitet Wyborczy Liga Polskich Rodzin;SOBECKA Anna Elżbieta;13761;4.82;T
5;1;PiS;MĘŻYDŁO Antoni;16229;5.68;T
5;2;PiS;GIRZYŃSKI Zbigniew;8734;3.06;T
5;4;PiS;ZBONIKOWSKI Łukasz;7209;2.52;T
5;1;Komitet Wyborczy Sojusz Lewicy Demokratycznej;ŁUCZAK Krystian Walery;5824;2.04;T
5;3;Komitet Wyborczy Sojusz Lewicy Demokratycznej;WENDERLICH Jerzy;10761;3.77;T
5;1;PO;WYROWIŃSKI Jan Alfons;14279;5.00;T
5;2;PO;LENZ Tomasz;9472;3.32;T
5;3;PO;KOPACZEWSKA Domicela Katarzyna;4870;1.71;T
5;1;PSL;SOSNOWSKI Zbigniew;5937;2.08;T
5;1;Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej;KRAJEWSKI Mirosław;11333;3.97;T
5;3;Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej;KUROPATWIŃSKI Lech Stefan;6115;2.14;T
5;5;Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej;NOWAKOWSKI Waldemar;4170;1.46;T
6;1;Komitet Wyborczy Liga Polskich Rodzin;MAŃKA Andrzej;10646;2.68;T
6;2;Komitet Wyborczy Liga Polskich Rodzin;MASŁOWSKA Gabriela;11977;3.02;T
6;1;PiS;KRUK Elżbieta Małgorzata;28535;7.19;T
6;2;PiS;MICHAŁKIEWICZ Krzysztof;11246;2.84;T
6;4;PiS;SADURSKA Małgorzata Barbara;6988;1.76;T
6;6;PiS;ŻACZEK Jarosław;6246;1.57;T
6;12;PiS;BIELECKI Jerzy;4748;1.20;T
6;2;Komitet Wyborczy Sojusz Lewicy Demokratycznej;KURCZUK Grzegorz;9683;2.44;T
6;1;PO;PALIKOT Janusz Marian;26275;6.62;T
6;2;PO;KARPIŃSKI Włodzimierz;8751;2.21;T
6;4;PO;WILK Wojciech;5501;1.39;T
6;1;PSL;ŁOPATA Jan;8033;2.03;T
6;26;PSL;SMOLARZ Henryk Józef;4534;1.14;T
6;1;Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej;BORYSIUK Bolesław Borys;8256;2.08;T
6;4;Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej;GUT Alina;8455;2.13;T
7;1;Komitet Wyborczy Liga Polskich Rodzin;ANDREJUK Przemysław;7000;2.41;T
7;2;Komitet Wyborczy Liga Polskich Rodzin;WIERZEJSKI Wojciech;4932;1.70;T
7;1;PiS;DUDZIŃSKI Tomasz Mirosław;14892;5.13;T
7;2;PiS;ZAWIŚLAK Sławomir;5860;2.02;T
7;3;PiS;MAZUREK Beata;7012;2.42;T
7;1;Komitet Wyborczy Sojusz Lewicy Demokratycznej;SKOMRA Szczepan Stanisław;6348;2.19;T
7;1;PO;ŻMIJAN Stanisław;7708;2.66;T
7;1;PSL;SŁAWECKI Tadeusz;6879;2.37;T
7;4;PSL;STEFANIUK Franciszek Jerzy;8336;2.87;T
7;1;Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej;MŁYNARCZYK Henryk;13633;4.70;T
7;2;Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej;GRABCZAN Zofia Anna;5971;2.06;T
7;3;Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej;ROMANIUK Wojciech Maciej;10719;3.69;T
8;10;Komitet Wyborczy Liga Polskich Rodzin;BOSAK Krzysztof;3764;1.39;T
8;1;PiS;MARCINKIEWICZ Kazimierz;19305;7.14;T
8;3;PiS;MATERNA Jerzy Marian;5371;1.99;T
8;4;PiS;SURMACZ Marek Tomasz;8386;3.10;T
8;1;Komitet Wyborczy Sojusz Lewicy Demokratycznej;KOCHANOWSKI Jan;7378;2.73;T
8;4;Komitet Wyborczy Sojusz Lewicy Demokratycznej;WONTOR Bogusław;7793;2.88;T
8;1;PO;FIEDOROWICZ Czesław;16153;5.97;T
8;2;PO;BUKIEWICZ Bożenna;11237;4.15;T
8;5;PO;BOJKO Bogdan;5123;1.89;T
8;9;PO;SZADNY Waldemar;5941;2.20;T
8;1;PSL;ZYCH Józef;9566;3.54;T
