year;pack;name;age;height;weight;caps;position;poscode
1999;ESP;Alfonso Mata;26;188;93;5;Number-8;SR
1999;ESP;Franciso Puertas;36;186;86;91;Fullback;FB
1999;ESP;Oriol Ripol;24;174;73;9;Wing;WI
1999;ESP;Alberto Socias;26;187;82;9;Centre;CE
1999;ESP;Antonio Socias;29;179;82;6;Wing;WI
1999;ESP;Carlos Souto;23;190;112;15;Number-8;SR
1999;ESP;Sergio Souto;23;194;106;4;Lock;SR
1999;ESP;Victor Torres;32;185;110;11;Prop;PR
1999;ESP;Steve Tuineau;30;195;105;11;Lock;SR
1999;ESP;Ferran Velazco;23;180;80;15;Fullback;FB
1999;ESP;Jose Miguel Villau;28;195;100;32;Lock;SR
1999;ESP;Jose Ignacio Zapatero;25;182;109;15;Prop;PR
1999;ESP;Diego Zarzosa;24;179;105;10;Hooker;HK
1999;TON;David Edwards;28;193;101;7;Flanker;SR
1999;TON;Ta'u Fainga'anuku;27;189;122;2;Prop;PR
1999;TON;Semisi Faka'osi'folau;23;180;90;8;Wing;WI
1999;TON;Kuli Faletau;36;193;114;33;Lock;SR
1999;TON;Salesi Finau;27;190;102;5;Centre;CE
1999;TON;Isi Fatani;30;190;114;38;Lock;SR
1999;TON;Puku Faletau;30;187;112;7;Prop;PR
1999;TON;Benhur Kivalu;27;195;114;12;Lock;SR
1999;TON;Jonathan Koloi;27;187;97;9;Flanker;SR
1999;TON;Falamani Mafi;32;195;120;42;Lock;SR
1999;TON;Latiume Maka;29;182;110;6;Prop;PR
1999;TON;Sililo Martens;22;180;84;12;Scrumhalf;SH
1999;TON;Tamieni Penesini;28;180;114;5;Prop;PR
1999;TON;Ngalu Ta'u;30;180;115;11;Prop;PR
1999;TON;Epeli Taione;20;193;115;0.00;Wing;WI
1999;TON;Isi Tapueluelu;29;182;100;6;Fullback;FB
1999;TON;Tauna'holo Taufahema;30;177;85;6;Wing;WI
1999;TON;Fepiko Tatafu;24;185;90;16;Wing;WI
1999;TON;Siua Taumalolo;23;185;89;10;Flyhalf;FH
1999;TON;Tevita Taumoepeau;25;182;114;6;Lock;SR
1999;TON;Semi Taupeaafe;27;177;95;7;Wing;WI
1999;TON;Mat Te Pou;25;193;103;9;Flanker;SR
1999;TON;Tevita Tiueti;26;182;90;9;Wing;WI
1999;TON;Va'a Toloke;32;193;110;33;Number-8;SR
1999;TON;Katilimoni Tu'ipulotu;32;182;100;9;Flanker;SR
1999;TON;Sateki Tuipulotu;28;182;91;11;Fullback;FB
1999;TON;Sione Tuipulotu;22;185;95;5;Scrumhalf;SH
1999;TON;Elisi Vunipola;27;182;90;41;Flyhalf;FH
1999;TON;Fe'ao Vunipola;30;174;110;24;Hooker;HK
1999;TON;Brian Wooley;25;177;81;8;Flyhalf;FH
1999;URY;Diego Aguirre;25;187;95;31;Flyhalf;FH
1999;URY;Sebastian Aguirre;23;182;90;8;Flyhalf;FH
1999;URY;Juan Alzueta;24;195;110;0.00;Lock;SR
1999;URY;Juan Carlo Bado;26;195;106;32;Lock;SR
1999;URY;Eduardo Berruti;31;185;113;18;Prop;PR
1999;URY;Nicolas Brignoni;23;193;96;8;Flanker;SR
1999;URY;Alfonso Cardoso;28;172;73;24;Fullback;FB
1999;URY;Martin Cervino;20;183;87;1;Wing;WI
1999;URY;Pablo Costabile;30;185;90;24;Wing;WI
1999;URY;Francisco De Los Santos;29;177;97;19;Hooker;HK
1999;URY;Leonardo De Olivera;24;193;114;4;Lock;SR
1999;URY;Fernando Sosa Diaz;28;168;83;2;Scrumhalf;SH
1999;URY;Martin Ferres;28;170;82;28;Wing;WI
1999;URY;Nicolas Grille;25;195;103;16;Flanker;SR
1999;URY;Guillermo Laffite;22;180;95;0;Number-8;SR
1999;URY;Mario Lame;33;190;111;49;Lock;SR
1999;URY;Diego Lamelas;27;167;90;17;Hooker;HK
1999;URY;Pablo Lemoine;24;185;129;21;Prop;PR
1999;URY;Juan Martin Marques;25;178;86;0;Centre;CE
1999;URY;Juan Menchaca;22;175;80;4;Fullback;FB
1999;URY;Martin Mendaro;26;172;88;31;Centre;CE
1999;URY;Diego Ormachea;40;182;98;63;Number-8;SR
1999;URY;Martin Panizza;29;187;99;42;Flanker;SR
1999;URY;Fernando Paullier;32;178;86;0;Centre;CE
1999;URY;Agustin Ponce de Leon;35;187;105;12;Lock;SR
1999;URY;Rodrigo Sanchez;25;175;96;21;Prop;PR
1999;URY;Federico Sciarra;33;172;80;42;Scrumhalf;SH
1999;URY;Guillermo Storace;25;182;114;14;Prop;PR
1999;URY;Pedro Vecino;29;177;85;37;Centre;CE
1999;URY;Jose Viana;22;185;85;1;Wing;WI
1999;USA;Vaea Anitoni;29;172;77;42;Wing;WI
1999;USA;Tom Billups;35;172;95;42;Hooker;HK
1999;USA;Andre Blom;29;180;82;10;Fullback;FB
1999;USA;Joe Clayton;26;182;111;1;Prop;PR
1999;USA;Jesse Coulsen;22;173;83;0.00;Fullback;FB
1999;USA;Kevin Dalzell;25;172;78;14;Scrumhalf;SH
1999;USA;Juan Grobler;26;182;93;16;Centre;CE
1999;USA;Luke Goss;30;205;114;36;Lock;SR
1999;USA;Brian Hightower;29;172;83.5;15;Wing;WI
1999;USA;Dave Hodges;31;193;100;21;Lock;SR
1999;USA;Kirk Khasigian;22;180;95;3;Hooker;HK
1999;USA;Mark L'Huillier;28;175;111;1;Prop;PR
1999;USA;Ray Lehner;27;185;109;31;Prop;PR
1999;USA;Rob Lumkong;29;185;110;27;Number-8;SR
1999;USA;Dan Lyle (captain);29;195;113;25;Flanker;SR
1999;USA;Fifita Mounga;26;180;102;9;Flanker;SR
1999;USA;David Niu;33;180;88;6;Flyhalf;FH
1999;USA;Shaun Paga;22;185;97;5;Flanker;SR
1999;USA;Alec Parker;25;198;100;22;Lock;SR
1999;USA;Eric Reed;24;203;114;0.00;Lock;SR
1999;USA;Alatini Saulala;31;182;97;17;Centre;CE
1999;USA;Mark Scharrenberg;30;180;91;37;Centre;CE
1999;USA;Rich Shurfeld;36;185;109;5;Wing;WI
1999;USA;Kurt Shuman;25;185;91;15;Centre;CE
1999;USA;David Stroble;23;175;81;0.00;Flyhalf;FH
1999;USA;George Sucher;30;182;100;13;Prop;PR
1999;USA;Tomasi Takau;30;180;95;23;Centre;CE
1999;USA;Richard Tardits;34;187;110;22;Flanker;SR
1999;USA;Sinapati Uigalelei;20;188;105;0.00;Wing;WI
1999;USA;Mark Williams;38;180;86;36;Centre;CE
1999;WAL;Chris Anthony;23;185;111;8;Flanker;SR
1999;WAL;Allan Bateman;34;175;89;20;Centre;CE
1999;WAL;Neil Boobyer;27;180;83;7;Centre;CE
1999;WAL;Colin Charvis;27;190;105;24;Flanker;SR
1999;WAL;Ben Evans;24;190;119;7;Prop;PR
1999;WAL;Scott Gibbs;28;175;98;42;Centre;CE
1999;WAL;Ian Gough;23;198;108;2;Lock;SR
1999;WAL;Shane Howarth;31;175;89;13;Fullback;FB
1999;WAL;Robert Howley;29;177;84;37;Scrumhalf;SH
1999;WAL;Jonathan Humphreys;30;182;105;32;Hooker;HK
1999;WAL;Dafydd James;24;190;91;21;Wing;WI
1999;WAL;Garin Jenkins;33;177;103;47;Hooker;HK
1999;WAL;Neil Jenkins;28;177;84;70;Flyhalf;FH
1999;WAL;Jason Jones-Hughes;23;192;105;1;Centre;CE
1999;WAL;Andrew Lewis;26;177;105;18;Prop;PR
1999;WAL;Geraint Lewis;25;175;83;4;Wing;WI
1999;WAL;David Llewellyn;29;177;89;3;Scrumhalf;SH
1999;WAL;Darren Morris;25;182;108;6;Prop;PR
1999;WAL;Craig Quinnell;24;198;125;18;Lock;SR
1999;WAL;Scott Quinnell;27;193;117;31;Number-8;SR
1999;WAL;Matthew Robinson;26;175;83;4;Wing;WI
1999;WAL;Peter Rogers;30;182;106;9;Prop;PR
1999;WAL;Brett Sinkinson;28;182;96;8;Flanker;SR
1999;WAL;Mark Taylor;26;185;87;17;Centre;CE
1999;WAL;Gareth Thomas;25;187;104;37;Wing;WI
1999;WAL;Mike Voyle;29;198;107;19;Lock;SR
1999;WAL;Nick Walne;24;193;98;3;Wing;WI
1999;WAL;Martyn Williams;24;187;100;11;Flanker;SR
1999;WAL;Chris Wyatt;26;195;107;15;Lock;SR
1999;WAL;Dai Young;32;185;113;36;Prop;PR
1999;WSM;Robbie Ale;26;180;114;3;Prop;PR
1999;WSM;Stephen Bachop;33;178;90;15;Flyhalf;FH
1999;WSM;Jon Clarke;24;182;95;6;Scrumhalf;SH
1999;WSM;Kepi Faiva'ai;29;180;120;9;Prop;PR
1999;WSM;Lio Falaniko;29;196;115;18;Lock;SR
1999;WSM;Terry Fanolua;25;184;88;6;Centre;CE
1999;WSM;Isaac Feaunati;26;189;111;4;Number-8;SR
1999;WSM;Craig Glendinning;26;184;96;8;Flanker;SR
1999;WSM;Patrick Lam (c);31;187;104;32;Number-8;SR
1999;WSM;George Leaupepe;24;179;95;24;Centre;CE
1999;WSM;Silao Leaga;25;179;94;4;Fullback;FB
1999;WSM;Trevor Leota;24;174;115;11;Hooker;HK
1999;WSM;Brian Lima;27;178;92;35;Wing;WI
1999;WSM;Onehanga Matauiau;24;180;96;2;Hooker;HK
1999;WSM;Mike Mika;30;186;110;13;Prop;PR
1999;WSM;Opeta Palepoi;24;195;105;8;Lock;SR
1999;WSM;Junior Paramore;31;190;105;17;Flanker;SR
1999;WSM;Brendan Reidy;28;185;108;15;Prop;PR
1999;WSM;Semo Sititi;25;188;98;3;Flanker;SR
1999;WSM;Afato So'oalo;25;175;88;10;Wing;WI
1999;WSM;Steven So'oialo;22;177;82;8;Scrumhalf;SH
1999;WSM;Sene Taola;26;193;105;14;Flanker;SR
1999;WSM;Filipo Toala;26;175;87;3;Wing;WI
1999;WSM;Kalolo Toleafoa;28;185;95;2;Flanker;SR
1999;WSM;Lama Tone;28;200;102;10;Lock;SR
1999;WSM;Va'aiga Tuigamala;30;180;105;11;Wing;WI
1999;WSM;Mike Umaga;33;183;90;14;Fullback;FB
1999;WSM;To'o Vaega;34;178;86;42;Centre;CE
1999;WSM;Earl Va'a;27;170;84;7;Flyhalf;FH
1999;WSM;Tanner Vili;23;170;75;3;Flyhalf;FH
2003;AUS;Elton Flatley;26;178;89;NA;NA;NA
2003;AUS;Mat Rogers;27;182;85;NA;NA;NA
2003;AUS;Chris Latham;28;192;100;NA;NA;NA
2003;AUS;Lote Tuqiri;24;191;103;NA;NA;NA
2003;AUS;Matt Giteau;21;178;82;NA;NA;NA
2003;AUS;Stirling Mortlock;26;191;100;NA;NA;NA
2003;AUS;Matt Burke;30;184;95;NA;NA;NA
2003;AUS;Stephen Larkham;29;188;86;NA;NA;NA
2003;AUS;David Lyons;23;192;116;NA;NA;NA
2003;AUS;Joe Roff;28;191;100;NA;NA;NA
2003;AUS;George Smith;23;180;98;NA;NA;NA
2003;AUS;Morgan Turinui;21;181;100;NA;NA;NA
2003;AUS;George Gregan;30;173;79;NA;NA;NA
2003;AUS;Nathan Grey;28;185;96;NA;NA;NA
2003;AUS;Jeremy Paul;26;184;105;NA;NA;NA
2003;AUS;John Roe;26;188;105;NA;NA;NA
2003;AUS;Wendell Sailor;29;191;107;NA;NA;NA
2003;AUS;Al Baxter;26;190;116;NA;NA;NA
2003;AUS;Brendan Cannon;30;188;108;NA;NA;NA
2003;AUS;Matt Cockbain;31;198;98;NA;NA;NA
2003;AUS;David Croft;24;185;98;NA;NA;NA
2003;AUS;Ben Darwin;27;186;115;NA;NA;NA
2003;AUS;Matt Dunning;25;182;115;NA;NA;NA
2003;AUS;David Giffin;30;198;115;NA;NA;NA
2003;AUS;Justin Harrison;29;203;110;NA;NA;NA
2003;AUS;Nathan Sharpe;25;200;115;NA;NA;NA
2003;AUS;Daniel Vickerman;24;204;119;NA;NA;NA
2003;AUS;Phil Waugh;24;180;99;NA;NA;NA
2003;AUS;Chris Whitaker;29;179;82;NA;NA;NA
2003;AUS;Bill Young;28;188;110;NA;NA;NA
2003;IRE;Ronan O'Gara;26;180;85;NA;NA;NA
2003;IRE;David Humphreys;32;178;85;NA;NA;NA
2003;IRE;Brian O'Driscoll;24;180;94;NA;NA;NA
2003;IRE;Shane Horgan;25;193;102;NA;NA;NA
2003;IRE;Eric Miller;28;192;107;NA;NA;NA
2003;IRE;Victor Costello;33;192;118;NA;NA;NA
2003;IRE;Girvan Dempsey;28;189;92;NA;NA;NA
2003;IRE;Guy Easterby;32;180;94;NA;NA;NA
2003;IRE;Marcus Horan;26;185;108;NA;NA;NA
2003;IRE;John Kelly;29;178;92;NA;NA;NA
2003;IRE;Kevin Maggs;29;180;97;NA;NA;NA
2003;IRE;Keith Wood;31;183;105;NA;NA;NA
2003;IRE;Simon Best;25;184;115;NA;NA;NA
2003;IRE;Shane Byrne;32;188;110;NA;NA;NA
2003;IRE;Reggie Corrigan;33;188;110;NA;NA;NA
2003;IRE;Simon Easterby;28;183;100;NA;NA;NA
2003;IRE;Anthony Foley;30;190;110;NA;NA;NA
2003;IRE;Keith Gleeson;27;185;98;NA;NA;NA
2003;IRE;John Hayes;30;190;125;NA;NA;NA
2003;IRE;Donnacha O'Callaghan;24;198;111;NA;NA;NA
2003;IRE;Paul O'Connell;24;198;110;NA;NA;NA
2003;IRE;Malcolm O'Kelly;29;204;113;NA;NA;NA
2003;IRE;Peter Stringer;26;170;70;NA;NA;NA
2003;ARG;Gonzalo Quesada;29;183;88;NA;NA;NA
2003;ARG;Pablo Bouza;30;193;100;NA;NA;NA
2003;ARG;Martin Gaitan;25;177;85;NA;NA;NA
2003;ARG;Juan Fernandez Miranda;29;179;88;NA;NA;NA
2003;ARG;Nicolas Fernandez Miranda;31;177;80;NA;NA;NA
2003;ARG;Juan Hernandez;21;187;88;NA;NA;NA
2003;ARG;Ignacio Corleto;25;185;85;NA;NA;NA
2003;ARG;Manuel Contepomi;26;187;90;NA;NA;NA
2003;ARG;Federico Mendez;31;184;108;NA;NA;NA
2003;ARG;Felipe Contepomi;26;182;89;NA;NA;NA
2003;ARG;Patricio Albacete;22;200;115;NA;NA;NA
2003;ARG;Diego Albanese;30;174;78;NA;NA;NA
2003;ARG;Rimas Alvarez;29;197;105;NA;NA;NA
2003;ARG;Martin Durand;27;182;97;NA;NA;NA
2003;ARG;Ignacio Fernandez Lobbe;29;194;106;NA;NA;NA
2003;ARG;Roberto Grau;33;183;105;NA;NA;NA
2003;ARG;Omar Hasan;32;183;115;NA;NA;NA
2003;ARG;Mario Ledesma;30;183;105;NA;NA;NA
2003;ARG;Gonzalo Longo;29;193;98;NA;NA;NA
2003;ARG;Rolando Martin;35;189;97;NA;NA;NA
2003;ARG;Jose Maria Nunez Piossek;27;184;90;NA;NA;NA
2003;ARG;Jose Orengo;27;176;86;NA;NA;NA
2003;ARG;Lucas Ostiglia;27;190;95;NA;NA;NA
2003;ARG;Santiago Phelan;29;187;92;NA;NA;NA
2003;ARG;Agustin Pichot;29;174;78;NA;NA;NA
2003;ARG;Mauricio Reggiardo;33;190;118;NA;NA;NA
2003;ARG;Rodrigo Roncero;26;177;108;NA;NA;NA
2003;ARG;Martin Scelzo;27;190;125;NA;NA;NA
2003;ARG;Hernan Senillosa;26;179;84;NA;NA;NA
2003;ARG;Pedro Sporleder;32;198;117;NA;NA;NA
2003;ROU;Ionut Tofan;26;178;77;NA;NA;NA
2003;ROU;George Chiriac;24;190;100;NA;NA;NA
2003;ROU;Valentin Maftei;29;185;90;NA;NA;NA
2003;ROU;Augustin Petrichei;23;198;105;NA;NA;NA
2003;ROU;Cristian Sauan;29;183;95;NA;NA;NA
2003;ROU;Lucian Sirbu;27;183;89;NA;NA;NA
2003;ROU;Ioan Teodorescu;27;175;79;NA;NA;NA
2003;ROU;Petrisor Toderasc;23;185;112;NA;NA;NA
2003;ROU;Iulian Andrei;29;170;75;NA;NA;NA
2003;ROU;Petru Balan;27;186;116;NA;NA;NA
2003;ROU;Gabriel Brezoianu;26;175;85;NA;NA;NA
2003;ROU;Danut Dumbrava;22;186;84;NA;NA;NA
2003;ROU;Silviu Florea;26;182;106;NA;NA;NA
2003;ROU;Vasile Ghioc;25;180;84;NA;NA;NA
2003;ROU;Romeo Gontineac;30;175;89;NA;NA;NA
2003;ROU;Paulica Ion;20;178;100;NA;NA;NA
2003;ROU;Razvan Mavrodin;30;178;100;NA;NA;NA
2003;ROU;Marius Niculai;24;190;94;NA;NA;NA
2003;ROU;Cristian Petre;24;195;110;NA;NA;NA
2003;ROU;Cristian Podea;24;172;84;NA;NA;NA
2003;ROU;Cezar Popescu;27;188;108;NA;NA;NA
2003;ROU;Marcel Socaciu;31;180;112;NA;NA;NA
2003;ROU;Sorin Socol;26;195;111;NA;NA;NA
2003;ROU;Florin Tatu;20;195;98;NA;NA;NA
2003;ROU;Ovidiu Tonita;23;195;99;NA;NA;NA
2003;ROU;Bogdan Tudor;27;189;108;NA;NA;NA
2003;ROU;Marian Tudori;25;193;98;NA;NA;NA
2003;ROU;Mihai Vioreanu;28;184;84;NA;NA;NA
2003;NAM;Emile Wessels;24;180;87;NA;NA;NA
2003;NAM;Du Preez Grobler;26;183;90;NA;NA;NA
2003;NAM;Hakkies Husselman;31;180;88;NA;NA;NA
2003;NAM;Eben Isaacs;33;193;101;NA;NA;NA
2003;NAM;Corne Powell;29;194;95;NA;NA;NA
2003;NAM;Melrick Africa;25;182;82;NA;NA;NA
2003;NAM;Andries Blaauw;33;175;116;NA;NA;NA
2003;NAM;Jurie Booysen;22;190;86;NA;NA;NA
2003;NAM;Vincent Dreyer;25;177;78;NA;NA;NA
2003;NAM;Neil du Toit;34;187;118;NA;NA;NA
2003;NAM;Wolfie Duvenhage;25;184;98;NA;NA;NA
2003;NAM;Sean Furter;26;196;100;NA;NA;NA
2003;NAM;Archie Graham;29;191;105;NA;NA;NA
2003;NAM;Deon Grunschloss;30;NA;NA;NA;NA;NA
2003;NAM;Phillipus Isaacs;30;180;96;NA;NA;NA
2003;NAM;Kees Lensing;25;190;125;NA;NA;NA
2003;NAM;Herman Lintvelt;27;192;103;NA;NA;NA
2003;NAM;Johannes Meyer;22;178;98;NA;NA;NA
2003;NAM;Deon Mouton;29;185;91;NA;NA;NA
2003;NAM;Ronaldo Pedro;31;174;74;NA;NA;NA
2003;NAM;Morne Schreuder;24;180;80;NA;NA;NA
2003;NAM;Heino Senekal;28;198;108;NA;NA;NA
2003;NAM;Neil Swanepoel;23;173;85;NA;NA;NA
2003;NAM;Schalk van der Merwe;29;182;90;NA;NA;NA
2003;NAM;Jurgens van Lill;22;NA;NA;NA;NA;NA
2003;NAM;Shaun van Rooi;21;190;89;NA;NA;NA
2003;NAM;Cor Van Tonder;25;178;99;NA;NA;NA
2003;NAM;Rudi van Vuuren;31;188;96;NA;NA;NA
2003;FRA;Frederic Michalak;21;172;78;NA;NA;NA
2003;FRA;Christophe Dominici;31;172;77;NA;NA;NA
2003;FRA;Imanol Harinordoquy;23;192;102;NA;NA;NA
2003;FRA;Yannick Jauzion;25;193;96;NA;NA;NA
2003;FRA;Brian Liebenberg;24;186;106;NA;NA;NA
2003;FRA;Gerald Merceron;30;174;74;NA;NA;NA
2003;FRA;Dmitri Yachvili;23;183;81;NA;NA;NA
2003;FRA;Serge Betsen;29;182;92;NA;NA;NA
2003;FRA;Jean Jacques Crenca;34;180;103;NA;NA;NA
2003;FRA;Aurelien Rougerie;23;194;93;NA;NA;NA
2003;FRA;Nicolas Brusque;27;189;80;NA;NA;NA
2003;FRA;Yannick Bru;30;180;95;NA;NA;NA
2003;FRA;Pepito Elhorga;25;177;80;NA;NA;NA
2003;FRA;Fabien Galthie;34;180;86;NA;NA;NA
2003;FRA;Raphael Ibanez;30;180;93;NA;NA;NA
2003;FRA;Olivier Magne;30;188;95;NA;NA;NA
2003;FRA;Fabien Pelous;30;198;110;NA;NA;NA
2003;FRA;Jean Baptiste Poux;24;180;105;NA;NA;NA
2003;FRA;David Auradou;30;201;101;NA;NA;NA
2003;FRA;David Bory;27;180;83;NA;NA;NA
2003;FRA;Sebastien Chabal;26;187;103;NA;NA;NA
2003;FRA;Christian Labit;32;187;105;NA;NA;NA
2003;FRA;Sylvain Marconnet;27;183;115;NA;NA;NA
2003;FRA;Tony Marsh;31;188;97;NA;NA;NA
2003;FRA;Olivier Milloud;28;185;104;NA;NA;NA
2003;FRA;Clement Poitrenaud;21;187;88;NA;NA;NA
2003;FRA;Thibault Privat;24;NA;NA;NA;NA;NA
2003;FRA;Patrick Tabacco;29;198;97;NA;NA;NA
2003;FRA;Jerome Thion;26;198;115;NA;NA;NA
2003;FRA;Damien Traille;24;194;98;NA;NA;NA
2003;ENG;Jonny Wilkinson;24;178;89;NA;NA;NA
2003;ENG;Paul Grayson;32;183;81;NA;NA;NA
2003;ENG;Will Greenwood;31;193;96;NA;NA;NA
2003;ENG;Josh Lewsey;27;180;89;NA;NA;NA
2003;ENG;Jason Robinson;29;173;83;NA;NA;NA
2003;ENG;Iain Balshaw;24;190;95;NA;NA;NA
2003;ENG;Mike Catt;32;180;85;NA;NA;NA
2003;ENG;Neil Back;34;178;92;NA;NA;NA
2003;ENG;Ben Cohen;25;191;100;NA;NA;NA
2003;ENG;Andy Gomarsall;29;178;86;NA;NA;NA
2003;ENG;Dan Luger;28;185;92;NA;NA;NA
2003;ENG;Stuart Abbott;25;181;87;NA;NA;NA
2003;ENG;Lawrence Dallaglio;31;193;109;NA;NA;NA
2003;ENG;Matt Dawson;31;178;87;NA;NA;NA
2003;ENG;Lewis Moody;25;193;105;NA;NA;NA
2003;ENG;Mark Regan;31;178;95;NA;NA;NA
2003;ENG;Steve Thompson;25;188;117;NA;NA;NA
2003;ENG;Mike Tindall;25;185;100;NA;NA;NA
2003;ENG;Phil Vickery;27;191;125;NA;NA;NA
2003;ENG;Kyran Bracken;32;180;84;NA;NA;NA
2003;ENG;Martin Corry;30;196;112;NA;NA;NA
2003;ENG;Richard Hill;30;189;104;NA;NA;NA
2003;ENG;Martin Johnson;33;200;118;NA;NA;NA
2003;ENG;Ben Kay;28;198;112;NA;NA;NA
2003;ENG;Jason Leonard;35;183;115;NA;NA;NA
2003;ENG;Dorian West;36;180;102;NA;NA;NA
2003;ENG;Julian White;30;185;121;NA;NA;NA
2003;ENG;Trevor Woodman;27;183;113;NA;NA;NA
2003;ENG;Joe Worsley;26;196;110;NA;NA;NA
2003;SCO;Chris Paterson;25;181;82;NA;NA;NA
2003;SCO;Simon Danielli;24;193;102;NA;NA;NA
2003;SCO;Gregor Townsend;30;183;91;NA;NA;NA
2003;SCO;Stuart Grimes;29;200;110;NA;NA;NA
2003;SCO;Rob Russell;27;178;96;NA;NA;NA
2003;SCO;Tom Smith;32;172;104;NA;NA;NA
2003;SCO;Simon Taylor;24;195;110;NA;NA;NA
2003;SCO;Ross Beattie;26;195;110;NA;NA;NA
2003;SCO;Michael Blair;22;181;82;NA;NA;NA
2003;SCO;Gordon Bulloch;28;180;98;NA;NA;NA
2003;SCO;Andy Craig;27;185;93;NA;NA;NA
2003;SCO;Bruce Douglas;23;180;117;NA;NA;NA
2003;SCO;Andrew Henderson;23;193;100;NA;NA;NA
2003;SCO;Nathan Hines;27;201;117;NA;NA;NA
2003;SCO;Ben Hinshelwood;26;188;100;NA;NA;NA
2003;SCO;Martin Leslie;32;191;103;NA;NA;NA
2003;SCO;Kenny Logan;31;188;94;NA;NA;NA
2003;SCO;Cameron Mather;31;198;108;NA;NA;NA
2003;SCO;Gordon McIlwham;34;178;111;NA;NA;NA
2003;SCO;James McLaren;31;191;105;NA;NA;NA
2003;SCO;Glenn Metcalfe;32;180;83;NA;NA;NA
2003;SCO;Scott Murray;27;203;110;NA;NA;NA
2003;SCO;Jon Petrie;27;193;109;NA;NA;NA
2003;SCO;Bryan Redpath;32;170;79;NA;NA;NA
2003;SCO;Gordon Ross;25;172;86;NA;NA;NA
2003;SCO;Jason White;25;196;107;NA;NA;NA
2003;FIJ;Nicky Little;27;183;94;NA;NA;NA
2003;FIJ;Rupeni Caucau;23;175;98;NA;NA;NA
2003;FIJ;Norman Ligairi;27;182;85;NA;NA;NA
2003;FIJ;Api Naevo;30;201;118;NA;NA;NA
2003;FIJ;Aisea Tuilevu;31;168;100;NA;NA;NA
2003;FIJ;Marika Vunibaka;29;187;98;NA;NA;NA
2003;FIJ;Vilimoni Delasau;26;190;99;NA;NA;NA
2003;FIJ;Alifereti Doviverata;27;186;105;NA;NA;NA
2003;FIJ;Bill Gadolo;26;177;104;NA;NA;NA
2003;FIJ;Emori Katalau;34;198;104;NA;NA;NA
2003;FIJ;Sisa Koyamaibole;23;196;118;NA;NA;NA
2003;FIJ;Kele Leawere;29;196;118;NA;NA;NA
2003;FIJ;Vula Maimuri;28;200;114;NA;NA;NA
2003;FIJ;Isikeli Nacewa;21;185;83;NA;NA;NA
2003;FIJ;Richard Nyholt;28;184;112;NA;NA;NA
2003;FIJ;Seru Rabeni;25;187;95;NA;NA;NA
2003;FIJ;Isaia Rasila;34;180;105;NA;NA;NA
2003;FIJ;Jacob Rauluni;31;178;94;NA;NA;NA
2003;FIJ;Moses Rauluni;28;178;80;NA;NA;NA
2003;FIJ;Ifereimi Rawaqa;23;203;105;NA;NA;NA
2003;FIJ;Epeli Ruivadra;26;184;92;NA;NA;NA
2003;FIJ;Kitione Salawa;27;194;95;NA;NA;NA
2003;FIJ;Nacanieli Seru;34;180;115;NA;NA;NA
2003;FIJ;Koli Sewabu;28;196;103;NA;NA;NA
2003;FIJ;Greg Smith;29;181;105;NA;NA;NA
2003;FIJ;Alfred Uluinayau;33;170;90;NA;NA;NA
2003;FIJ;Joeli Veitayaki;36;195;136;NA;NA;NA
2003;USA;Mike Hercus;24;178;82;NA;NA;NA
2003;USA;Kort Schubert;24;192;111;NA;NA;NA
2003;USA;Riaan van Zyl;31;183;91;NA;NA;NA
2003;USA;Phillip Eloff;25;183;91;NA;NA;NA
2003;USA;Kirk Khasigian;26;178;100;NA;NA;NA
2003;USA;John Buchholz;24;178;82;NA;NA;NA
2003;USA;Kain Cross;29;170;86;NA;NA;NA
2003;USA;Kevin Dalzell;29;173;79;NA;NA;NA
2003;USA;Daniel Dorsey;27;185;125;NA;NA;NA
2003;USA;Paul Emerick;23;183;91;NA;NA;NA
2003;USA;David Fee;27;175;84;NA;NA;NA
2003;USA;Oloseti Fifita;35;191;109;NA;NA;NA
2003;USA;Jurie Gouws;30;191;110;NA;NA;NA
2003;USA;Luke Gross;34;206;125;NA;NA;NA
2003;USA;Dave Hodges;35;193;107;NA;NA;NA
2003;USA;Jason Keyter;30;183;95;NA;NA;NA
2003;USA;Kimball Kjar;25;175;88;NA;NA;NA
2003;USA;Gerhard Klerck;28;198;109;NA;NA;NA
2003;USA;Richard Liddington;25;193;109;NA;NA;NA
2003;USA;Dan Lyle;33;193;111;NA;NA;NA
2003;USA;Mike MacDonald;23;185;118;NA;NA;NA
2003;USA;Alec Parker;29;198;107;NA;NA;NA
2003;USA;Matt Sherman;24;178;82;NA;NA;NA
2003;USA;Salesi Sika;23;188;107;NA;NA;NA
2003;USA;Mose Timoteo;27;173;77;NA;NA;NA
2003;USA;Jacob Waasdorp;25;185;122;NA;NA;NA
2003;USA;Link Wilfley;24;188;95;NA;NA;NA
2003;USA;Matthew Wyatt;25;175;95;NA;NA;NA
2003;RSA;Derick Hougaard;20;176;87;NA;NA;NA
2003;RSA;Louis Koen;28;180;82;NA;NA;NA
2003;RSA;Bakkies Botha;24;202;117;NA;NA;NA
2003;RSA;Jaque Fourie;20;189;92;NA;NA;NA
2003;RSA;Danie Rossouw;25;198;120;NA;NA;NA
2003;RSA;Joost van der Westhuizen;32;188;87;NA;NA;NA
2003;RSA;Joe Van Niekerk;23;193;103;NA;NA;NA
