rok;nrt;interwencje;in;zng;zngn;zp;zpn;znk;znkn;wypadki;wn;zabici;zn;ranni;rn;d1;d7
2016;02;NA;NA;3818;7;1658;7;1017;7;540;7;31;7;645;7;2016-01-10;2016-01-16
2016;03;NA;NA;3661;7;1708;7;917;7;362;7;22;7;435;7;2016-01-17;2016-01-23
2016;04;NA;NA;4170;7;1730;7;1138;7;469;7;37;7;541;7;2016-01-24;2016-01-30
2016;05;NA;NA;4622;7;1796;7;1487;7;427;7;40;7;507;7;2016-01-31;2016-02-06
2016;06;NA;NA;4757;7;1790;7;1454;7;486;7;37;7;594;7;2016-02-07;2016-02-13
2016;07;NA;NA;4533;7;1615;7;1361;7;424;7;32;7;510;7;2016-02-14;2016-02-20
2016;08;NA;NA;4456;7;1812;7;1300;7;474;7;36;7;566;7;2016-02-21;2016-02-27
2016;09;NA;NA;4714;7;1656;7;1490;7;438;7;36;7;549;7;2016-02-28;2016-03-05
2016;10;NA;NA;5219;7;1542;7;1573;7;456;7;50;7;525;7;2016-03-06;2016-03-12
2016;11;NA;NA;4921;7;1692;7;1590;7;452;7;29;7;576;7;2016-03-13;2016-03-19
2016;12;NA;NA;4641;7;1577;7;1520;7;476;7;41;7;610;7;2016-03-20;2016-03-26
2016;13;NA;NA;4391;7;1449;7;1557;7;440;7;50;7;548;7;2016-03-27;2016-04-02
2016;14;NA;NA;4875;7;1543;7;1634;7;575;7;52;7;704;7;2016-04-03;2016-04-09
2016;15;NA;NA;4893;7;1640;7;1814;7;505;7;49;7;579;7;2016-04-10;2016-04-16
2016;16;NA;NA;4682;7;1577;7;1647;7;574;7;34;7;702;7;2016-04-17;2016-04-23
2016;17;NA;NA;4475;7;1542;7;1661;7;554;7;37;7;644;7;2016-04-24;2016-04-30
2016;18;NA;NA;4604;7;1266;7;1918;7;611;7;44;7;737;7;2016-05-01;2016-05-07
2016;19;NA;NA;4792;7;1429;7;1673;7;688;7;47;7;808;7;2016-05-08;2016-05-14
2016;20;NA;NA;4357;7;1485;7;1580;7;656;7;51;7;850;7;2016-05-15;2016-05-21
2016;21;NA;NA;4864;7;1402;7;2060;7;730;7;57;7;884;7;2016-05-22;2016-05-28
2016;22;NA;NA;4334;7;1511;7;1676;7;708;7;48;7;822;7;2016-05-29;2016-06-04
2016;23;NA;NA;4498;7;1596;7;1731;7;737;7;58;7;932;7;2016-06-05;2016-06-11
2016;24;NA;NA;4989;7;1506;7;2127;7;693;7;57;7;828;7;2016-06-12;2016-06-18
2016;25;NA;NA;4682;7;1493;7;1934;7;788;7;52;7;972;7;2016-06-19;2016-06-25
2016;26;NA;NA;4940;7;1534;7;2029;7;651;7;54;7;822;7;2016-06-26;2016-07-02
2016;27;NA;NA;4094;7;2280;7;1876;7;698;7;50;7;888;7;2016-07-03;2016-07-09
2016;28;NA;NA;5251;7;1747;7;2101;7;703;7;48;7;880;7;2016-07-10;2016-07-16
2016;29;NA;NA;5209;7;2097;7;1947;7;611;7;50;7;742;7;2016-07-17;2016-07-23
2016;30;NA;NA;4639;7;1427;7;1888;7;703;7;47;7;907;7;2016-07-24;2016-07-30
2016;31;NA;NA;4237;7;1391;7;1690;7;722;7;55;7;941;7;2016-07-31;2016-08-06
2016;32;NA;NA;4379;7;1430;7;1817;7;688;7;55;7;872;7;2016-08-07;2016-08-13
2016;33;NA;NA;4152;7;1177;7;1793;7;621;7;67;7;792;7;2016-08-14;2016-08-20
2016;34;NA;NA;4294;7;1433;7;1797;7;745;7;67;7;896;7;2016-08-21;2016-08-27
2016;35;NA;NA;4371;7;1595;7;1740;7;759;7;67;7;888;7;2016-08-28;2016-09-03
2016;36;NA;NA;4255;7;1530;7;1605;7;723;7;61;7;854;7;2016-09-04;2016-09-10
2016;37;NA;NA;4479;7;1650;7;1733;7;775;7;68;7;893;7;2016-09-11;2016-09-17
2016;38;NA;NA;3989;7;1766;7;1418;7;631;7;54;7;775;7;2016-09-18;2016-09-24
2016;39;NA;NA;4571;7;1638;7;1829;7;646;7;61;7;754;7;2016-09-25;2016-10-01
2016;40;NA;NA;4005;7;1492;7;1423;7;761;7;67;7;913;7;2016-10-02;2016-10-08
2016;41;NA;NA;4096;7;1543;7;1448;7;650;7;58;7;789;7;2016-10-09;2016-10-15
2016;42;NA;NA;4346;7;1558;7;1546;7;638;7;68;7;746;7;2016-10-16;2016-10-22
2016;43;NA;NA;4237;7;1605;7;1478;7;603;7;64;7;732;7;2016-10-23;2016-10-29
2016;44;NA;NA;3933;7;1506;7;1425;7;568;7;45;7;688;7;2016-10-30;2016-11-05
2016;45;NA;NA;3947;7;1397;7;1408;7;509;7;53;7;577;7;2016-11-06;2016-11-12
2016;46;NA;NA;3961;7;1624;7;1294;7;556;7;37;7;627;7;2016-11-13;2016-11-19
2016;47;NA;NA;4293;7;1619;7;1494;7;606;7;57;7;688;7;2016-11-20;2016-11-26
2016;48;NA;NA;3824;7;1559;7;1447;7;692;7;47;7;820;7;2016-11-27;2016-12-03
2016;49;NA;NA;3810;7;1674;7;1292;7;605;7;58;7;691;7;2016-12-04;2016-12-10
2016;50;NA;NA;3818;7;1551;7;1294;7;641;7;52;7;752;7;2016-12-11;2016-12-17
2016;51;NA;NA;3313;7;1668;7;1143;7;660;7;47;7;777;7;2016-12-18;2016-12-24
2016;52;NA;NA;3025;7;1535;7;1077;7;453;7;49;7;537;7;2016-12-25;2016-12-31
2017;01;NA;NA;3255;7;1573;7;977;7;394;7;45;7;472;7;2017-01-01;2017-01-07
2017;02;NA;NA;3443;7;1709;7;910;7;378;7;28;7;472;7;2017-01-08;2017-01-14
2017;03;NA;NA;3898;7;1947;7;1082;7;337;7;26;7;418;7;2017-01-15;2017-01-21
2017;04;NA;NA;3927;7;1894;7;1050;7;341;7;24;7;399;7;2017-01-22;2017-01-28
2017;05;NA;NA;4106;7;1921;7;1226;7;341;7;32;7;399;7;2017-01-29;2017-02-04
2017;06;NA;NA;3987;7;1806;7;1071;7;357;7;29;7;438;7;2017-02-05;2017-02-11
2017;07;NA;NA;4419;7;1734;7;1269;7;431;7;31;7;544;7;2017-02-12;2017-02-18
2017;08;NA;NA;4385;7;1869;7;1306;7;437;7;32;7;538;7;2017-02-19;2017-02-25
2017;09;NA;NA;4726;7;1831;7;1519;7;438;7;34;7;514;7;2017-02-26;2017-03-04
2017;10;NA;NA;5159;7;1842;7;1652;7;397;7;42;7;471;7;2017-03-05;2017-03-11
2017;11;NA;NA;5107;7;1869;7;1644;7;441;7;40;7;513;7;2017-03-12;2017-03-18
2017;12;NA;NA;4770;7;1918;7;1527;7;446;7;30;7;549;7;2017-03-19;2017-03-25
2017;13;NA;NA;4803;7;1802;7;1678;7;540;7;35;7;675;7;2017-03-26;2017-04-01
2017;14;NA;NA;4536;7;1667;7;1598;7;567;7;40;7;698;7;2017-04-02;2017-04-08
2017;15;NA;NA;4716;7;1726;7;1689;7;590;7;52;7;675;7;2017-04-09;2017-04-15
2017;16;NA;NA;3899;7;1454;7;1373;7;382;7;36;7;521;7;2017-04-16;2017-04-22
2017;17;NA;NA;3995;7;1496;7;1314;7;495;7;35;7;629;7;2017-04-23;2017-04-29
2017;18;NA;NA;4192;7;1124;7;1735;7;400;7;33;7;508;7;2017-04-30;2017-05-06
2017;19;NA;NA;4349;7;1440;7;1531;7;523;7;34;7;615;7;2017-05-07;2017-05-13
2017;20;NA;NA;4696;7;1517;7;1755;7;715;7;49;7;833;7;2017-05-14;2017-05-20
2017;21;NA;NA;4310;7;1696;7;1563;7;618;7;47;7;712;7;2017-05-21;2017-05-27
2017;22;NA;NA;4557;7;1680;7;1820;7;737;7;43;7;898;7;2017-05-28;2017-06-03
2017;23;NA;NA;4664;7;1528;7;1989;7;704;7;43;7;834;7;2017-06-04;2017-06-10
2017;24;NA;NA;4512;7;1450;7;1779;7;662;7;44;7;855;7;2017-06-11;2017-06-17
2017;25;NA;NA;4375;7;1503;7;1737;7;697;7;49;7;825;7;2017-06-18;2017-06-24
2017;26;NA;NA;4374;7;1721;7;1808;7;701;7;52;7;858;7;2017-06-25;2017-07-01
2017;27;NA;NA;4291;7;1419;7;1736;7;626;7;47;7;752;7;2017-07-02;2017-07-08
2017;28;NA;NA;4669;7;1502;7;1892;7;658;7;47;7;834;7;2017-07-09;2017-07-15
2017;29;NA;NA;4326;7;1432;7;1856;7;667;7;42;7;828;7;2017-07-16;2017-07-22
2017;30;NA;NA;4153;7;1515;7;1604;7;631;7;57;7;778;7;2017-07-23;2017-07-29
2017;31;NA;NA;4348;7;1471;7;1805;7;731;7;63;7;856;7;2017-07-30;2017-08-05
2017;32;NA;NA;4595;7;1498;7;1956;7;723;7;68;7;893;7;2017-08-06;2017-08-12
2017;33;NA;NA;4443;7;1312;7;1807;7;610;7;35;7;744;7;2017-08-13;2017-08-19
2017;34;NA;NA;4193;7;1481;7;1623;7;565;7;50;7;682;7;2017-08-20;2017-08-26
2017;35;NA;NA;4238;7;1611;7;1623;7;673;7;53;7;811;7;2017-08-27;2017-09-02
2017;36;NA;NA;3963;7;1584;7;1554;7;633;7;53;7;766;7;2017-09-03;2017-09-09
2017;37;NA;NA;4373;7;1515;7;1673;7;638;7;56;7;763;7;2017-09-10;2017-09-16
2017;38;NA;NA;3837;7;1588;7;1544;7;598;7;76;7;685;7;2017-09-17;2017-09-23
2017;39;NA;NA;4082;7;1633;7;1473;7;624;7;57;7;745;7;2017-09-24;2017-09-30
2017;40;NA;NA;4025;7;1548;7;1488;7;659;7;52;7;773;7;2017-10-01;2017-10-07
2017;41;NA;NA;4466;7;1746;7;1537;7;636;7;60;7;775;7;2017-10-08;2017-10-14
2017;42;NA;NA;4609;7;1623;7;1628;7;694;7;66;7;794;7;2017-10-15;2017-10-21
2017;43;NA;NA;4431;7;1687;7;1468;7;651;7;56;7;764;7;2017-10-22;2017-10-28
2017;44;NA;NA;3679;7;1578;7;1342;7;589;7;48;7;702;7;2017-10-29;2017-11-04
2017;45;NA;NA;4116;7;1640;7;1398;7;527;7;49;7;607;7;2017-11-05;2017-11-11
2017;46;NA;NA;3874;7;1624;7;1380;7;596;7;62;7;674;7;2017-11-12;2017-11-18
2017;47;NA;NA;3941;7;1666;7;1493;7;651;7;55;7;757;7;2017-11-19;2017-11-25
2017;48;NA;NA;3594;7;1680;7;1159;7;588;7;54;7;674;7;2017-11-26;2017-12-02
2017;49;NA;NA;3465;7;1520;7;1093;7;653;7;53;7;713;7;2017-12-03;2017-12-09
2017;50;NA;NA;3634;7;1568;7;1189;7;626;7;62;7;727;7;2017-12-10;2017-12-16
2017;51;NA;NA;3379;7;1735;7;1116;7;702;7;56;7;829;7;2017-12-17;2017-12-23
2017;52;NA;NA;2854;7;1454;7;1019;7;461;7;59;7;629;7;2017-12-24;2017-12-30
2017;53;94881;6;3750;7;1596;7;1197;7;437;7;42;7;515;7;2017-12-31;2018-01-06
2018;01;98903;7;3809;7;1788;7;1213;7;422;7;33;7;489;7;2018-01-07;2018-01-13
2018;02;101193;7;3604;7;1884;7;1024;7;414;7;42;7;473;7;2018-01-14;2018-01-20
2018;03;102011;7;3730;7;1846;7;1096;7;383;7;33;7;458;7;2018-01-21;2018-01-27
2018;04;102321;7;3934;7;1850;7;1163;7;420;7;51;7;512;7;2018-01-28;2018-02-03
2018;05;98903;7;3617;7;1634;7;1064;7;414;7;32;7;476;7;2018-02-04;2018-02-10
2018;06;101761;7;4032;7;1630;7;1249;7;458;7;28;7;538;7;2018-02-11;2018-02-17
2018;07;98186;7;3783;7;1727;7;1064;7;361;7;29;7;446;7;2018-02-18;2018-02-24
2018;08;95144;7;3273;7;1776;7;896;7;356;7;25;7;433;7;2018-02-25;2018-03-03
2018;09;105524;7;4292;7;1614;7;1382;7;408;7;33;7;462;7;2018-03-04;2018-03-10
2018;10;107247;7;4095;7;1834;7;1214;7;409;7;41;7;483;7;2018-03-11;2018-03-17
2018;11;101027;7;3919;7;1761;7;1194;7;374;7;37;7;431;7;2018-03-18;2018-03-24
2018;12;108652;7;4272;7;1969;7;1460;7;436;7;32;7;531;7;2018-03-25;2018-03-31
2018;13;106638;7;3969;7;1545;7;1408;7;467;7;39;7;548;7;2018-04-01;2018-04-07
2018;14;119403;7;4415;7;1661;7;1706;7;618;7;29;7;736;7;2018-04-08;2018-04-14
2018;15;117195;7;4212;7;1731;7;1548;7;631;7;45;7;731;7;2018-04-15;2018-04-21
2018;16;113513;7;4081;7;1608;7;1604;7;624;7;41;7;758;7;2018-04-22;2018-04-28
2018;17;114967;7;4121;7;1173;7;1911;7;556;7;49;7;716;7;2018-04-29;2018-05-05
2018;18;117660;7;3844;7;1498;7;1430;7;720;7;61;7;812;7;2018-05-06;2018-05-12
2018;19;112947;7;3995;7;1483;7;1463;7;665;7;37;7;787;7;2018-05-13;2018-05-19
2018;20;116375;7;3990;7;1633;7;1497;7;730;7;31;7;870;7;2018-05-20;2018-05-26
2018;21;127347;7;4153;7;1498;7;1814;7;727;7;46;7;884;7;2018-05-27;2018-06-02
2018;22;123949;7;4360;7;1580;7;1829;7;761;7;31;7;946;7;2018-06-03;2018-06-09
2018;23;123810;7;4143;7;1621;7;1684;7;694;7;53;7;804;7;2018-06-10;2018-06-16
2018;24;114544;7;4232;7;1720;7;1669;7;692;7;50;7;839;7;2018-06-17;2018-06-23
2018;25;111580;7;3952;7;1990;7;1563;7;607;7;44;7;774;7;2018-06-24;2018-06-30
2018;26;113389;7;3934;7;1561;7;1632;7;603;7;51;7;736;7;2018-07-01;2018-07-07
2018;27;117145;7;3957;7;1677;7;1547;7;750;7;67;7;894;7;2018-07-08;2018-07-14
2018;28;119287;7;3848;7;1712;7;1538;7;631;7;37;7;781;7;2018-07-15;2018-07-21
2018;29;127447;7;3924;7;1729;7;1656;7;679;7;47;7;815;7;2018-07-22;2018-07-28
2018;30;134407;7;4151;7;1739;7;1646;7;616;7;51;7;734;7;2018-07-29;2018-08-04
2018;31;127972;7;3967;7;1843;7;1628;7;739;7;73;7;890;7;2018-08-05;2018-08-11
2018;32;124833;7;4231;7;1620;7;1909;7;619;7;43;7;805;7;2018-08-12;2018-08-18
2018;33;123533;7;4038;7;1874;7;1635;7;649;7;55;7;757;7;2018-08-19;2018-08-25
2018;34;113674;7;3822;7;2022;7;1519;7;620;7;52;7;720;7;2018-08-26;2018-09-01
2018;35;115671;7;3732;7;1886;7;1491;7;717;7;55;7;812;7;2018-09-02;2018-09-08
2018;36;114216;7;3876;7;1947;7;1514;7;710;7;64;7;855;7;2018-09-09;2018-09-15
2018;37;96237;6;3702;7;1911;7;1420;7;668;7;46;7;797;7;2018-09-16;2018-09-22
2018;38;100637;7;3315;7;2062;7;1185;7;609;7;45;7;727;7;2018-09-23;2018-09-29
2018;39;104621;7;3581;7;1929;7;1300;7;626;7;62;7;718;7;2018-09-30;2018-10-06
2018;40;113601;7;4241;7;2150;7;1611;7;687;7;58;7;781;7;2018-10-07;2018-10-13
2018;41;112461;7;3995;7;2030;7;1490;7;680;7;61;7;771;7;2018-10-14;2018-10-20
2018;42;104379;7;3774;7;2002;7;1420;7;677;7;57;7;813;7;2018-10-21;2018-10-27
2018;43;107013;7;3483;7;1848;7;1333;7;648;7;69;7;791;7;2018-10-28;2018-11-03
2018;44;91711;7;2007;7;862;7;737;7;516;7;48;7;592;7;2018-11-04;2018-11-10
2018;45;96601;7;3080;7;1573;7;1139;7;535;7;45;7;620;7;2018-11-11;2018-11-17
2018;46;95547;7;3166;7;1981;7;1081;7;466;7;38;7;527;7;2018-11-18;2018-11-24
2018;47;98846;7;3081;7;2078;7;1070;7;496;7;56;7;559;7;2018-11-25;2018-12-01
2018;48;100941;7;2947;7;1845;7;951;7;725;7;59;7;856;7;2018-12-02;2018-12-08
2018;49;102085;7;3074;7;1933;7;947;7;592;7;54;7;670;7;2018-12-09;2018-12-15
2018;50;108667;7;3021;7;1960;7;1015;7;574;7;47;7;696;7;2018-12-16;2018-12-22
2018;51;96063;7;2754;7;1491;7;1013;7;436;7;42;7;522;7;2018-12-23;2018-12-29
2018;52;101524;7;3027;7;1803;7;992;7;423;7;47;7;518;7;2018-12-30;2019-01-05
2019;01;93969;7;3487;7;2089;7;989;7;432;7;34;7;498;7;2019-01-06;2019-01-12
2019;02;100192;7;3670;7;2233;7;971;7;434;7;35;7;494;7;2019-01-13;2019-01-19
2019;03;94221;7;3411;7;2331;7;984;7;359;7;38;7;431;7;2019-01-20;2019-01-26
2019;04;98098;7;3929;7;2226;7;1139;7;397;7;36;7;481;7;2019-01-27;2019-02-02
2019;05;99268;7;3972;7;2098;7;1197;7;416;7;47;7;483;7;2019-02-03;2019-02-09
2019;06;101981;7;3955;7;2045;7;1224;7;432;7;50;7;528;7;2019-02-10;2019-02-16
2019;07;97461;7;4112;7;2099;7;1234;7;466;7;46;7;527;7;2019-02-17;2019-02-23
2019;08;105106;7;4147;7;2166;7;1327;7;423;7;52;7;501;7;2019-02-24;2019-03-02
2019;09;107665;7;4479;7;2078;7;1455;7;465;7;46;7;538;7;2019-03-03;2019-03-09
2019;10;106373;7;4305;7;2311;7;1404;7;498;7;33;7;596;7;2019-03-10;2019-03-16
2019;11;110686;7;4450;7;2163;7;1455;7;475;7;38;7;539;7;2019-03-17;2019-03-23
2019;12;107429;7;4082;7;2206;7;1438;7;439;7;48;7;503;7;2019-03-24;2019-03-30
2019;13;113981;7;4457;7;2076;7;1642;7;543;7;38;7;670;7;2019-03-31;2019-04-06
2019;14;107643;7;4322;7;2044;7;1640;7;476;7;42;7;567;7;2019-04-07;2019-04-13
2019;15;119362;7;4562;7;2222;7;1738;7;618;7;62;7;682;7;2019-04-14;2019-04-20
2019;16;112919;7;4043;7;1839;7;1645;7;529;7;44;7;636;7;2019-04-21;2019-04-27
2019;17;103565;7;3982;7;1490;7;1659;7;482;7;44;7;599;7;2019-04-28;2019-05-04
2019;18;107226;7;3487;7;1529;7;1359;7;527;7;48;7;595;7;2019-05-05;2019-05-11
2019;19;110879;7;4074;7;1978;7;1437;7;572;7;48;7;662;7;2019-05-12;2019-05-18
2019;20;118069;7;4190;7;2032;7;1472;7;565;7;46;7;660;7;2019-05-19;2019-05-25
2019;21;118357;7;4131;7;2148;7;1582;7;611;7;50;7;738;7;2019-05-26;2019-06-01
2019;22;128557;7;4451;7;2111;7;1904;7;747;7;53;7;848;7;2019-06-02;2019-06-08
2019;23;133137;7;4313;7;2013;7;1758;7;667;7;55;7;770;7;2019-06-09;2019-06-15
2019;24;131107;7;4274;7;1821;7;1809;7;643;7;52;7;776;7;2019-06-16;2019-06-22
2019;25;124178;7;3710;7;1953;7;1543;7;675;7;53;7;781;7;2019-06-23;2019-06-29
2019;26;121465;7;4275;7;2008;7;1724;7;631;7;58;7;746;7;2019-06-30;2019-07-06
2019;27;112603;7;4311;7;2137;7;1725;7;593;7;47;7;745;7;2019-07-07;2019-07-13
2019;28;117753;7;4444;7;2058;7;1793;7;632;7;40;7;761;7;2019-07-14;2019-07-20
2019;29;127160;7;4454;7;2008;7;1810;7;644;7;66;7;745;7;2019-07-21;2019-07-27
2019;30;128396;7;4211;7;1980;7;1610;7;622;7;47;7;715;7;2019-07-28;2019-08-03
2019;31;123357;7;4275;7;1932;7;1663;7;639;7;39;7;790;7;2019-08-04;2019-08-10
2019;32;122393;7;4434;7;1774;7;1886;7;618;7;48;7;759;7;2019-08-11;2019-08-17
2019;33;120337;7;4052;7;1915;7;1636;7;604;7;50;7;700;7;2019-08-18;2019-08-24
2019;34;129752;7;4238;7;2023;7;1713;7;699;7;53;7;808;7;2019-08-25;2019-08-31
2019;35;116676;7;3737;7;1873;7;1457;7;672;7;53;7;855;7;2019-09-01;2019-09-07
2019;36;107253;7;4040;7;2037;7;1590;7;679;7;44;7;826;7;2019-09-08;2019-09-14
2019;37;100728;7;3686;7;2020;7;1442;7;566;7;33;7;646;7;2019-09-15;2019-09-21
2019;38;108105;7;4120;7;2140;7;1613;7;643;7;59;7;750;7;2019-09-22;2019-09-28
2019;39;108432;7;3856;7;2039;7;1473;7;688;7;66;7;805;7;2019-09-29;2019-10-05
2019;40;105919;7;4003;7;1965;7;1506;7;631;7;53;7;735;7;2019-10-06;2019-10-12
2019;41;118249;7;4663;7;2096;7;1751;7;728;7;50;7;828;7;2019-10-13;2019-10-19
2019;42;113615;7;4234;7;2203;7;1632;7;629;7;59;7;697;7;2019-10-20;2019-10-26
2019;43;103655;7;3750;7;2009;7;1363;7;561;7;46;7;694;7;2019-10-27;2019-11-02
2019;44;106499;7;3865;7;1928;7;1388;7;582;7;40;7;656;7;2019-11-03;2019-11-09
2019;45;102567;7;4140;7;1706;7;1364;7;476;7;31;7;543;7;2019-11-10;2019-11-16
2019;46;103059;7;3597;7;1915;7;1231;7;543;7;47;7;607;7;2019-11-17;2019-11-23
2019;47;102811;7;3464;7;1962;7;1261;7;526;7;48;7;577;7;2019-11-24;2019-11-30
2019;48;101864;7;3558;7;1947;7;1214;7;556;7;52;7;628;7;2019-12-01;2019-12-07
2019;49;104726;7;3797;7;2011;7;1326;7;604;7;49;7;671;7;2019-12-08;2019-12-14
2019;50;114758;7;3569;7;1912;7;1191;7;709;7;58;7;810;7;2019-12-15;2019-12-21
2019;51;97139;7;2916;7;1507;7;1170;7;487;7;46;7;585;7;2019-12-22;2019-12-28
2019;52;105898;7;3325;7;1804;7;1133;7;347;7;27;7;388;7;2019-12-29;2020-01-04
2020;01;98331;7;3529;7;1969;7;947;7;432;7;28;7;492;7;2020-01-05;2020-01-11
2020;02;102295;7;4130;7;2371;7;1157;7;462;7;46;7;518;7;2020-01-12;2020-01-18
2020;03;98621;7;3967;7;2367;7;1086;7;433;7;44;7;506;7;2020-01-19;2020-01-25
2020;04;99482;7;3948;7;2303;7;1071;7;475;7;48;7;517;7;2020-01-26;2020-02-01
2020;05;99807;7;4023;7;2247;7;1204;7;466;7;40;7;546;7;2020-02-02;2020-02-08
2020;06;102659;7;4198;7;2209;7;1171;7;436;7;33;7;502;7;2020-02-09;2020-02-15
2020;07;101195;7;4321;7;2219;7;1279;7;408;7;30;7;447;7;2020-02-16;2020-02-22
2020;08;101939;7;3976;7;2207;7;1164;7;411;7;42;7;485;7;2020-02-23;2020-02-29
2020;09;102239;7;4053;7;2269;7;1158;7;448;7;39;7;531;7;2020-03-01;2020-03-07
2020;10;104938;7;3690;7;1943;7;1144;7;432;7;46;7;478;7;2020-03-08;2020-03-14
2020;11;92654;7;2480;7;1063;7;932;7;242;7;26;7;280;7;2020-03-15;2020-03-21
2020;12;96085;7;2085;7;884;7;737;7;206;7;30;7;211;7;2020-03-22;2020-03-28
2020;13;94837;7;2110;7;894;7;826;7;195;7;25;7;205;7;2020-03-29;2020-04-04
2020;14;128656;7;2751;7;1170;7;1076;7;257;7;30;7;279;7;2020-04-05;2020-04-11
2020;15;103117;7;2692;7;1113;7;999;7;184;7;22;7;199;7;2020-04-12;2020-04-18
2020;16;109790;7;3166;7;1295;7;1179;7;308;7;41;7;333;7;2020-04-19;2020-04-25
2020;17;110426;7;3542;7;1286;7;1301;7;361;7;42;7;432;7;2020-04-26;2020-05-02
2020;18;107711;7;3551;7;1490;7;1205;7;358;7;37;7;407;7;2020-05-03;2020-05-09
2020;19;112414;7;4112;7;1674;7;1394;7;363;7;26;7;410;7;2020-05-10;2020-05-16
2020;20;113699;7;4409;7;1633;7;1417;7;395;7;27;7;428;7;2020-05-17;2020-05-19
2020;21;110600;7;4210;7;1765;7;1476;7;403;7;44;7;458;7;2020-05-24;2020-05-30
2020;22;112800;7;4454;7;1872;7;1572;7;517;7;39;7;590;7;2020-05-31;2020-06-06
2020;23;123291;7;4950;7;1750;7;1995;7;454;7;25;7;526;7;2020-06-07;2020-06-13
2020;24;121496;7;4355;7;1785;7;1619;7;547;7;42;7;626;7;2020-06-14;2020-06-20
2020;25;121292;7;4389;7;1706;7;1758;7;509;7;38;7;608;7;2020-06-21;2020-06-27
2020;26;131160;7;4726;7;1736;7;1935;7;585;7;43;7;662;7;2020-06-28;2020-07-04
2020;27;121415;7;4534;7;1726;7;1783;7;552;7;51;7;634;7;2020-07-05;2020-07-11
2020;28;121646;7;4739;7;1784;7;1863;7;513;7;33;7;587;7;2020-07-12;2020-07-18
2020;29;124398;7;4473;7;1857;7;1723;7;569;7;50;7;654;7;2020-07-19;2020-07-25
2020;30;127038;7;4395;7;1714;7;1735;7;590;7;38;7;680;7;2020-07-26;2020-08-01
2020;31;129289;7;4360;7;1679;7;1710;7;581;7;35;7;712;7;2020-08-02;2020-08-08
2020;32;139082;7;4385;7;1733;7;1776;7;588;7;41;7;696;7;2020-08-09;2020-08-15
2020;33;134665;7;4085;7;1689;7;1621;7;549;7;48;7;647;7;2020-08-16;2020-08-22
2020;34;130493;7;3986;7;1811;7;1701;7;543;7;50;7;642;7;2020-08-23;2020-08-29
2020;35;125777;7;4079;7;1852;7;1477;7;568;7;64;7;641;7;2020-08-30;2020-09-05
2020;36;123023;7;4227;7;2097;7;1612;7;574;7;39;7;648;7;2020-09-06;2020-09-12
2020;37;125379;7;4387;7;1946;7;1636;7;577;7;47;7;628;7;2020-09-13;2020-09-19
2020;38;124884;7;4377;7;2012;7;1603;7;637;7;43;7;712;7;2020-09-20;2020-09-26
2020;39;121598;7;3905;7;1959;7;1398;7;490;7;33;7;565;7;2020-09-27;2020-10-03
2020;40;134017;7;4052;7;1908;7;1498;7;492;7;64;7;536;7;2020-10-04;2020-10-10
2020;41;146070;7;3466;7;1847;7;1188;7;482;7;56;7;531;7;2020-10-11;2020-10-17
2020;42;136801;7;3457;7;1793;7;1233;7;436;7;54;7;486;7;2020-10-18;2020-10-24
2020;43;133390;7;3063;7;1329;7;1123;7;421;7;62;7;454;7;2020-10-25;2020-10-31
2020;44;112761;7;3079;7;1608;7;1136;7;353;7;41;7;371;7;2020-11-01;2020-11-07
2020;45;109607;7;3357;7;1491;7;1227;7;284;7;46;7;283;7;2020-11-08;2020-11-14
2020;46;113242;7;3324;7;1794;7;1185;7;381;7;50;7;430;7;2020-11-15;2020-11-21
2020;47;111577;7;3293;7;1943;7;1140;7;367;7;47;7;351;7;2020-11-22;2020-11-28
2020;48;119366;7;3365;7;1978;7;1091;7;379;7;44;7;408;7;2020-11-29;2020-12-05
2020;49;125004;7;3502;7;2086;7;1124;7;376;7;33;7;419;7;2020-12-06;2020-12-12
2020;50;129521;7;3728;7;2155;7;1206;7;432;7;37;7;498;7;2020-12-13;2020-12-19
2020;51;112875;7;3135;7;1566;7;1164;7;387;7;53;7;416;7;2020-12-20;2020-12-26
2020;52;119254;7;3344;7;1627;7;1105;7;282;7;29;7;335;7;2020-12-27;2021-01-02
2021;01;110134;7;3233;7;1752;7;956;7;291;7;35;7;336;7;2021-01-03;2021-01-09
2021;02;114882;7;3330;7;2075;7;903;7;285;7;36;7;308;7;2021-01-10;2021-01-16
2021;03;116918;7;3440;7;2394;7;968;7;226;7;23;7;264;7;2021-01-17;2021-01-23
2021;04;116774;7;3598;7;2393;7;967;7;300;7;32;7;349;7;2021-01-24;2021-01-30
2021;05;119576;7;3861;7;2417;7;984;7;233;7;17;7;269;7;2021-01-31;2021-02-06
2021;06;115334;7;3444;7;2274;7;887;7;210;7;13;7;245;7;2021-02-07;2021-02-13
2021;07;120764;7;3772;7;2257;7;1080;7;251;7;26;7;283;7;2021-02-14;2021-02-20
2021;08;127130;7;4093;7;2343;7;1207;7;304;7;26;7;344;7;2021-02-21;2021-02-27
2021;09;123031;7;4209;7;2437;7;1235;7;309;7;41;7;372;7;2021-02-28;2021-03-06
2021;10;120940;7;4098;7;2158;7;1254;7;285;7;25;7;324;7;2021-03-07;2021-03-13
2021;11;124447;7;4244;7;2132;7;1274;7;295;7;33;7;336;7;2021-03-14;2021-03-20
