teryt;powiat;total2012;total2013;total2014;total2015;total2016;total2017;total2018;pp2012;pp2013;pp2014;pp2015;pp2016;pp2017;pp2018;pr2012;pr2013;pr2014;pr2015;pr2016;pr2017;pr2018;pm2012;pm2013;pm2014;pm2015;pm2016;pm2017;pm2018;pn2012;pn2013;pn2014;pn2015;pn2016;pn2017;pn2018;po2012;po2013;po2014;po2015;po2016;po2017;po2018;
1016000;tomaszowski;120383;119759;119273;118671;118234;117852;;22231;21809;21599;21340;21168;21052;;74855;73942;73087;72133;71239;70340;;46088;45804;45381;44891;44333;43699;;28767;28138;27706;27242;26906;26641;;23297;24008;24587;25198;25827;26460;;
1017000;wieluński;77984;77720;77513;77290;77238;77017;;14776;14508;14303;14145;14041;13865;;48815;48421;48108;47811;47483;47080;;30119;29946;29808;29631;29434;29166;;18696;18475;18300;18180;18049;17914;;14393;14791;15102;15334;15714;16072;;
1018000;wieruszowski;42281;42260;42196;42195;42237;42255;;8390;8259;8069;7940;7940;7952;;26696;26649;26536;26487;26351;26137;;16854;16850;16794;16765;16607;16459;;9842;9799;9742;9722;9744;9678;;7195;7352;7591;7768;7946;8166;;
1019000;zduńskowolski;68123;67928;67748;67483;67248;67049;;12685;12534;12268;12086;11994;12020;;43043;42645;42380;41967;41454;40911;;26827;26605;26451;26222;25878;25542;;16216;16040;15929;15745;15576;15369;;12395;12749;13100;13430;13800;14118;;
1020000;zgierski;164597;164681;164988;165130;165206;165606;;28721;28510;28376;28334;28403;28742;;103824;103112;102504;101613;100548;99437;;63567;63479;63013;62606;61837;61065;;40257;39633;39491;39007;38711;38372;;32052;33059;34108;35183;36255;37427;;
1021000;brzeziński;30956;30923;30945;30933;30912;30884;;5595;5516;5532;5484;5483;5442;;19576;19468;19320;19174;18957;18801;;12109;12060;11977;11855;11746;11648;;7467;7408;7343;7319;7211;7153;;5785;5939;6093;6275;6472;6641;;
1061000;m.Łódź;718960;711332;706004;700982;696503;690422;;101392;100567;100275;100175;100775;101502;;449072;438012;428845;419804;410352;400047;;267515;263246;260156;256897;252428;246719;;181557;174766;168689;162907;157924;153328;;168496;172753;176884;181003;185376;188873;;
1062000;m.Piotrków Trybunalski;76404;75903;75608;75183;74694;74312;;13476;13349;13207;13150;13025;12968;;48049;47134;46396;45499;44632;43812;;29380;28957;28650;28222;27798;27322;;18669;18177;17746;17277;16834;16490;;14879;15420;16005;16534;17037;17532;;
1063000;m.Skierniewice;48695;48634;48660;48388;48327;48308;;8804;8704;8747;8734;8837;8880;;31373;30999;30554;29888;29354;28874;;18861;18799;18701;18306;18039;17792;;12512;12200;11853;11582;11315;11082;;8518;8931;9359;9766;10136;10554;;
1201000;bocheński;104404;104765;105083;105416;105747;106096;;22375;22218;22148;22045;22065;22115;;66011;66046;65968;65909;65698;65450;;43145;43182;43200;43182;42973;42790;;22866;22864;22768;22727;22725;22660;;16018;16501;16967;17462;17984;18531;;
1202000;brzeski;92645;92781;92908;92983;93001;93164;;19654;19276;18966;18656;18457;18331;;58420;58539;58683;58644;58488;58369;;38176;38277;38218;38126;37954;37718;;20244;20262;20465;20518;20534;20651;;14571;14966;15259;15683;16056;16464;;
1203000;chrzanowski;127644;127301;126845;126463;126054;125725;;21126;20903;20682;20588;20553;20472;;82145;81386;80418;79410;78348;77194;;49429;49101;48601;48052;47432;46824;;32716;32285;31817;31358;30916;30370;;24373;25012;25745;26465;27153;28059;;
1204000;dąbrowski;59492;59513;59471;59374;59342;59311;;11592;11245;10993;10831;10711;10658;;38196;38383;38392;38287;38214;37984;;25051;25057;25002;24824;24629;24371;;13145;13326;13390;13463;13585;13613;;9704;9885;10086;10256;10417;10669;;
1205000;gorlicki;109265;109201;109181;109140;109049;109076;;22518;22169;21915;21617;21405;21290;;68599;68499;68269;68057;67661;67306;;43703;43605;43356;43227;42854;42489;;24896;24894;24913;24830;24807;24817;;18148;18533;18997;19466;19983;20480;;
1206000;krakowski;264639;266649;268517;270490;272591;274843;;52972;53018;53112;53471;53811;54405;;168902;169394;169703;169881;170022;170191;;107867;108365;108473;108519;108497;108418;;61035;61029;61230;61362;61525;61773;;42765;44237;45702;47138;48758;50247;;
1207000;limanowski;128045;128545;129073;129699;130289;130964;;31788;31392;31090;30830;30649;30592;;78381;78820;79398;79879;80196;80497;;52420;52654;52780;52931;52911;52882;;25961;26166;26618;26948;27285;27615;;17876;18333;18585;18990;19444;19875;;
1208000;miechowski;50109;49966;49824;49592;49505;49315;;8882;8679;8576;8468;8459;8447;;30781;30625;30395;30128;29819;29467;;18975;19019;18917;18817;18746;18519;;11806;11606;11478;11311;11073;10948;;10446;10662;10853;10996;11227;11401;;
1209000;myślenicki;123327;123991;124482;125020;125647;126339;;27542;27260;27111;27081;27058;27155;;78437;78841;79011;79039;79078;79023;;51503;51652;51652;51628;51621;51425;;26934;27189;27359;27411;27457;27598;;17348;17890;18360;18900;19511;20161;;
1210000;nowosądecki;209988;211045;211830;212894;213864;214999;;51291;50685;50023;49549;49331;49120;;130115;131128;131895;132622;133090;133629;;87140;87536;87645;87760;87617;87544;;42975;43592;44250;44862;45473;46085;;28582;29232;29912;30723;31443;32250;;
1211000;nowotarski;189268;189623;190128;190517;190757;191266;;41656;40832;40211;39544;39112;38876;;118775;119192;119532;119695;119623;119507;;78461;78492;78242;78167;77731;77195;;40314;40700;41290;41528;41892;42312;;28837;29599;30385;31278;32022;32883;;
1212000;olkuski;114458;114073;113650;113148;112863;112539;;19674;19416;19099;18794;18694;18631;;73361;72412;71628;70646;69624;68540;;44607;44295;43992;43616;43111;42511;;28754;28117;27636;27030;26513;26029;;21423;22245;22923;23708;24545;25368;;
1213000;oświęcimski;155040;155040;154977;154819;154581;154292;;27706;27571;27366;27307;27170;27175;;98514;98024;97324;96501;95422;94324;;60855;60458;60051;59624;58959;58169;;37659;37566;37273;36877;36463;36155;;28820;29445;30287;31011;31989;32793;;
1214000;proszowicki;43945;43864;43892;43716;43648;43658;;8244;8058;7948;7814;7766;7750;;27633;27544;27457;27296;27108;26988;;17552;17527;17536;17391;17243;17153;;10081;10017;9921;9905;9865;9835;;8068;8262;8487;8606;8774;8920;;
1215000;suski;83961;84111;84140;84175;84184;84317;;18018;17620;17329;17147;16916;16827;;52169;52419;52403;52354;52263;52118;;33608;33793;33762;33726;33623;33428;;18561;18626;18641;18628;18640;18690;;13774;14072;14408;14674;15005;15372;;
1216000;tarnowski;199062;199675;200085;200600;200886;201268;;42493;41695;40922;40353;39780;39378;;125439;126324;126868;127293;127389;127288;;82572;82746;82689;82564;82266;81874;;42867;43578;44179;44729;45123;45414;;31130;31656;32295;32954;33717;34602;;
1217000;tatrzański;67831;67847;67851;67884;67905;68034;;13534;13351;13255;13131;13074;13109;;42511;42400;42172;42038;41827;41552;;27071;26973;26780;26688;26482;26275;;15440;15427;15392;15350;15345;15277;;11786;12096;12424;12715;13004;13373;;
1218000;wadowicki;158740;158983;159233;159538;159673;159938;;32566;32205;32000;31834;31600;31639;;100654;100579;100202;99922;99510;99043;;64687;64546;64177;63874;63524;63041;;35967;36033;36025;36048;35986;36002;;25520;26199;27031;27782;28563;29256;;
1219000;wielicki;116799;118553;120064;121534;123251;125197;;24483;24724;24927;25242;25679;26355;;74745;75637;76241;76637;77205;77712;;48643;49345;49775;50050;50425;50727;;26102;26292;26466;26587;26780;26985;;17571;18192;18896;19655;20367;21130;;
1261000;m.Kraków;758334;758992;761873;761069;765320;767348;;117148;118177;119398;120953;123884;127105;;485849;480990;478243;471743;468011;462807;;316264;314713;314457;310393;308955;305385;;169585;166277;163786;161350;159056;157422;;155337;159825;164232;168373;173425;177436;;
1262000;m.Nowy Sącz;84129;83943;83853;83903;83993;84041;;16128;15984;15862;15710;15734;15818;;53437;52877;52472;52066;51622;51105;;33862;33608;33355;33160;32890;32511;;19575;19269;19117;18906;18732;18594;;14564;15082;15519;16127;16637;17118;;
1263000;m.Tarnów;112952;112120;111376;110644;110110;109650;;18393;18255;17902;17586;17317;17208;;71851;70383;69207;68033;66955;65884;;44289;43347;42672;41948;41224;40547;;27562;27036;26535;26085;25731;25337;;22708;23482;24267;25025;25838;26558;;
1401000;białobrzeski;33760;33669;33599;33569;33523;33542;;7160;7038;6928;6902;6828;6841;;21093;21042;21015;20939;20821;20676;;13583;13552;13531;13468;13405;13305;;7510;7490;7484;7471;7416;7371;;5507;5589;5656;5728;5874;6025;;
1402000;ciechanowski;91243;90978;90703;90327;90264;89976;;17289;17025;16765;16493;16395;16356;;58955;58454;57876;57173;56519;55632;;35641;35388;35163;34848;34592;34162;;23314;23066;22713;22325;21927;21470;;14999;15499;16062;16661;17350;17988;;
1403000;garwoliński;108592;108562;108654;108740;108843;108981;;23691;23382;23264;23177;23148;23269;;67481;67475;67290;67047;66826;66341;;43985;44087;43972;43778;43534;43222;;23496;23388;23318;23269;23292;23119;;17420;17705;18100;18516;18869;19371;;
1404000;gostyniński;46627;46517;46221;45992;45682;45461;;8471;8324;8131;7907;7786;7690;;29544;29268;28968;28732;28325;27939;;18092;17947;17797;17715;17470;17203;;11452;11321;11171;11017;10855;10736;;8612;8925;9122;9353;9571;9832;;
1405000;grodziski;87519;88634;89663;90656;91647;92847;;17520;17844;18235;18568;18881;19374;;54970;55104;55197;55199;55307;55387;;34463;34737;34904;34959;34974;34971;;20507;20367;20293;20240;20333;20416;;15029;15686;16231;16889;17459;18086;;
1406000;grójecki;98643;98709;98670;98619;98559;98701;;18932;18782;18645;18606;18520;18664;;62252;61927;61511;60987;60402;59903;;38530;38536;38394;38212;37943;37621;;23722;23391;23117;22775;22459;22282;;17459;18000;18514;19026;19637;20134;;
1407000;kozienicki;62275;62100;61722;61319;61045;60699;;11523;11339;11124;10832;10708;10629;;39805;39384;38921;38398;37861;37157;;24342;24271;24115;23844;23626;23177;;15463;15113;14806;14554;14235;13980;;10947;11377;11677;12089;12476;12913;;
1408000;legionowski;109889;111049;112226;113242;114421;115384;;22898;23290;23439;23759;23979;24286;;69988;69771;69752;69521;69372;69089;;45202;45322;45563;45470;45493;45151;;24786;24449;24189;24051;23879;23938;;17003;17988;19035;19962;21070;22009;;
1409000;lipski;35892;35564;35309;35063;34843;34496;;6216;6009;5912;5851;5811;5695;;22344;22131;21917;21625;21308;20911;;13479;13373;13228;13081;12930;12699;;8865;8758;8689;8544;8378;8212;;7332;7424;7480;7587;7724;7890;;
1410000;łosicki;32308;32101;31973;31775;31544;31335;;6154;5984;5868;5831;5765;5722;;19844;19755;19648;19378;19082;18811;;12282;12269;12266;12112;11928;11802;;7562;7486;7382;7266;7154;7009;;6310;6362;6457;6566;6697;6802;;
1411000;makowski;46836;46577;46365;46014;45825;45580;;9550;9303;9130;8899;8787;8654;;29121;28906;28666;28299;28037;27711;;17943;17830;17760;17561;17414;17287;;11178;11076;10906;10738;10623;10424;;8165;8368;8569;8816;9001;9215;;
1412000;miński;148929;149897;150889;151520;152268;152945;;30760;30897;31096;31138;31330;31598;;93554;93727;93630;93437;93045;92726;;59641;59999;60084;59988;59829;59526;;33913;33728;33546;33449;33216;33200;;24615;25273;26163;26945;27893;28621;;
1413000;mławski;74420;74042;73887;73758;73700;73376;;14847;14504;14191;14004;13880;13720;;46826;46595;46506;46270;46023;45632;;29285;29175;29194;29053;28961;28771;;17541;17420;17312;17217;17062;16861;;12747;12943;13190;13484;13797;14024;;
1414000;nowodworski;78321;78500;78693;78810;79024;79298;;15105;14965;14931;14898;14887;14986;;50565;50410;50122;49747;49391;49001;;31362;31477;31415;31298;31189;30980;;19203;18933;18707;18449;18202;18021;;12651;13125;13640;14165;14746;15311;;
1415000;ostrołęcki;87830;88116;88413;88378;88791;88944;;19519;19085;18831;18493;18304;18215;;55308;55855;56137;56219;56534;56470;;35950;36151;36128;36134;36197;36082;;19358;19704;20009;20085;20337;20388;;13003;13176;13445;13666;13953;14259;;
1416000;ostrowski;74998;74683;74348;73911;73562;73284;;14819;14443;14068;13732;13464;13350;;46642;46449;46257;45888;45423;44947;;29099;28988;28833;28663;28425;28155;;17543;17461;17424;17225;16998;16792;;13537;13791;14023;14291;14675;14987;;
1417000;otwocki;121977;122342;122854;123120;123443;123770;;23632;23671;23797;23893;24155;24454;;76107;75840;75570;75097;74406;73788;;47791;47605;47490;47087;46650;46058;;28316;28235;28080;28010;27756;27730;;22238;22831;23487;24130;24882;25528;;
1418000;piaseczyński;168935;171589;174085;177007;179496;182076;;36538;37106;37719;38601;39560;40606;;106612;107404;108081;108827;109038;109350;;70148;70783;71073;71272;70984;70510;;36464;36621;37008;37555;38054;38840;;25785;27079;28285;29579;30898;32120;;
1419000;płocki;110890;111047;111149;111038;111170;111226;;22483;21995;21576;21135;20915;20802;;70156;70342;70419;70346;70242;69932;;44976;45110;45139;44864;44620;44161;;25180;25232;25280;25482;25622;25771;;18251;18710;19154;19557;20013;20492;;
1420000;płoński;89025;88825;88583;88270;87903;87662;;17449;17162;16881;16665;16423;16339;;56193;55864;55535;54937;54491;53894;;34922;34861;34708;34489;34214;33829;;21271;21003;20827;20448;20277;20065;;15383;15799;16167;16668;16989;17429;;
1421000;pruszkowski;156807;158183;159515;160776;161645;162922;;29684;30079;30494;30937;31442;32054;;98288;98131;97936;97720;97051;96747;;62054;62211;62235;62203;61711;61245;;36234;35920;35701;35517;35340;35502;;28835;29973;31085;32119;33152;34121;;
1422000;przasnyski;53791;53536;53439;53253;53014;52884;;11306;11062;10925;10766;10619;10572;;33720;33500;33284;33010;32723;32400;;21077;20973;20866;20727;20531;20332;;12643;12527;12418;12283;12192;12068;;8765;8974;9230;9477;9672;9912;;
1423000;przysuski;43271;42980;42888;42571;42417;42116;;8261;7987;7949;7716;7603;7472;;26721;26628;26485;26305;26137;25859;;16599;16539;16434;16310;16214;15979;;10122;10089;10051;9995;9923;9880;;8289;8365;8454;8550;8677;8785;;
1424000;pułtuski;51391;51395;51436;51637;51746;51834;;10426;10222;10092;10068;9952;9969;;32408;32410;32363;32316;32226;32046;;20515;20531;20559;20613;20599;20448;;11893;11879;11804;11703;11627;11598;;8557;8763;8981;9253;9568;9819;;
1425000;radomski;150668;151085;151321;151461;151630;151955;;32335;31932;31501;31187;30846;30795;;96003;96209;96040;95741;95473;95038;;62121;62570;62587;62369;62192;61882;;33882;33639;33453;33372;33281;33156;;22330;22944;23780;24533;25311;26122;;
1426000;siedlecki;81924;81792;81590;81403;81580;81402;;17385;17063;16735;16365;16373;16249;;50373;50494;50513;50385;50330;50022;;32596;32610;32612;32518;32446;32173;;17777;17884;17901;17867;17884;17849;;14166;14235;14342;14653;14877;15131;;
1427000;sierpecki;53540;53326;53259;52980;52721;52559;;10749;10517;10339;10068;9885;9775;;33742;33558;33452;33277;33020;32722;;21092;20874;20826;20682;20532;20378;;12650;12684;12626;12595;12488;12344;;9049;9251;9468;9635;9816;10062;;
1428000;sochaczewski;85162;85155;85100;85167;85175;85175;;16324;16142;16070;16058;16116;16171;;54286;53943;53536;53209;52669;52139;;33819;33693;33475;33358;33002;32776;;20467;20250;20061;19851;19667;19363;;14552;15070;15494;15900;16390;16865;;
1429000;sokołowski;56264;55812;55424;55152;54874;54604;;10388;10120;9836;9694;9564;9469;;34686;34338;34044;33713;33340;32930;;21182;20991;20808;20689;20528;20320;;13504;13347;13236;13024;12812;12610;;11190;11354;11544;11745;11970;12205;;
1430000;szydłowiecki;40638;40430;40339;40241;40075;39938;;8126;7915;7759;7645;7471;7386;;25691;25532;25392;25214;25048;24874;;16375;16311;16317;16247;16141;15969;;9316;9221;9075;8967;8907;8905;;6821;6983;7188;7382;7556;7678;;
1432000;warszawski zachodni;109624;110984;111899;112957;114079;115466;;22038;22275;22427;22592;22948;23391;;69330;69548;69553;69495;69363;69467;;42952;43279;43390;43372;43147;43156;;26378;26269;26163;26123;26216;26311;;18256;19161;19919;20870;21768;22608;;
1433000;węgrowski;67830;67596;67360;67005;66825;66508;;13241;13051;12900;12691;12621;12595;;42338;41983;41608;41213;40848;40355;;26681;26432;26292;26154;25950;25593;;15657;15551;15316;15059;14898;14762;;12251;12562;12852;13101;13356;13558;;
1434000;wołomiński;225655;228830;231757;235043;238478;241890;;49002;49612;50235;51165;52380;53714;;143743;144925;145946;146740;147535;148338;;95088;96217;96984;97615;97995;98270;;48655;48708;48962;49125;49540;50068;;32910;34293;35576;37138;38563;39838;;
1435000;wyszkowski;73817;73914;73892;73951;73994;74020;;15538;15360;15200;15115;15036;15023;;46800;46732;46637;46428;46163;45896;;30158;30063;29899;29775;29577;29357;;16642;16669;16738;16653;16586;16539;;11479;11822;12055;12408;12795;13101;;
1436000;zwoleński;37069;36967;36919;36761;36693;36606;;7385;7204;7116;6947;6904;6862;;23173;23165;23065;22952;22784;22552;;14697;14720;14638;14578;14471;14357;;8476;8445;8427;8374;8313;8195;;6511;6598;6738;6862;7005;7192;;
1437000;żuromiński;40300;40014;39866;39736;39586;39263;;8120;7827;7643;7483;7418;7277;;24916;24821;24706;24610;24400;24126;;15598;15521;15464;15389;15193;14948;;9318;9300;9242;9221;9207;9178;;7264;7366;7517;7643;7768;7860;;
1438000;żyrardowski;76573;76391;76420;76138;76164;76056;;14465;14281;14244;14250;14314;14427;;48250;47810;47381;46644;46079;45438;;29880;29733;29617;29276;29003;28609;;18370;18077;17764;17368;17076;16829;;13858;14300;14795;15244;15771;16191;;
1461000;m.Ostrołęka;53287;52917;52611;52571;52337;52215;;9831;9776;9636;9629;9547;9565;;35445;34596;33958;33322;32577;31901;;21443;20965;20583;20346;20073;19760;;14002;13631;13375;12976;12504;12141;;8011;8545;9017;9620;10213;10749;;
1462000;m.Płock;123627;122815;122224;121731;121295;120787;;21233;21051;20896;20771;20724;20737;;79178;77537;76164;74692;73291;71975;;49100;48189;47487;46751;45967;45105;;30078;29348;28677;27941;27324;26870;;23216;24227;25164;26268;27280;28075;;
1463000;m.Radom;219703;218466;217201;216159;215020;214566;;38576;38003;37472;37131;36828;37014;;140117;138086;135924;133827;131547;129426;;86412;85516;84516;83468;82260;81168;;53705;52570;51408;50359;49287;48258;;41010;42377;43805;45201;46645;48126;;
1464000;m.Siedlce;76393;76347;76603;76942;77020;77653;;14366;14490;14641;14903;15053;15445;;49379;48446;47800;47187;46407;46032;;31226;30879;30669;30486;30153;30012;;18153;17567;17131;16701;16254;16020;;12648;13411;14162;14852;15560;16176;;
1465000;m. st. Warszawa;1715517;1724404;1735442;1744351;1753977;1764615;;270387;275960;283370;291837;301266;310319;;1067975;1061842;1055936;1046632;1037150;1030060;;683131;687018;689931;688268;684765;680804;;384844;374824;366005;358364;352385;349256;;377155;386602;396136;405882;415561;424236;;
1601000;brzeski;92345;91981;91543;91191;90771;90493;;17055;16632;16284;15989;15780;15674;;59299;58736;58071;57435;56692;56082;;36585;36445;36126;35866;35435;35023;;22714;22291;21945;21569;21257;21059;;15991;16613;17188;17767;18299;18737;;
1602000;głubczycki;47896;47453;47262;46892;46445;46209;;8208;7953;7776;7563;7383;7293;;30604;30172;29870;29563;29063;28669;;18329;18106;17922;17775;17529;17290;;12275;12066;11948;11788;11534;11379;;9084;9328;9616;9766;9999;10247;;
1603000;kędzierzyńsko-kozielski;97879;97181;96715;96139;95750;95236;;15612;15265;15029;14752;14584;14462;;62971;62194;61555;60857;60180;59363;;38097;37440;36820;36228;35672;35129;;24874;24754;24735;24629;24508;24234;;19296;19722;20131;20530;20986;21411;;
1604000;kluczborski;67558;67256;66977;66707;66446;66189;;11308;11066;10817;10626;10447;10389;;44176;43814;43443;43008;42609;42140;;27419;27155;26889;26606;26308;25922;;16757;16659;16554;16402;16301;16218;;12074;12376;12717;13073;13390;13660;;
1605000;krapkowicki;65390;65113;64850;64599;64373;64227;;10626;10409;10259;10099;9968;10008;;43299;42971;42430;42010;41560;41031;;26418;26113;25613;25272;24863;24474;;16881;16858;16817;16738;16697;16557;;11465;11733;12161;12490;12845;13188;;
1606000;namysłowski;43011;42881;42809;42615;42707;42677;;7834;7755;7698;7532;7520;7500;;27932;27618;27377;27075;26870;26574;;17097;16965;16900;16793;16714;16562;;10835;10653;10477;10282;10156;10012;;7245;7508;7734;8008;8317;8603;;
1607000;nyski;141586;140628;139967;138969;138369;137819;;23799;23065;22527;21941;21653;21389;;91773;90615;89509;88327;87009;85813;;55732;55277;54825;54262;53561;52980;;36041;35338;34684;34065;33448;32833;;26014;26948;27931;28701;29707;30617;;
1608000;oleski;65867;65653;65547;65306;65101;64848;;11006;10884;10721;10541;10455;10445;;42840;42476;42199;41789;41325;40884;;26067;25718;25445;25105;24796;24431;;16773;16758;16754;16684;16529;16453;;12021;12293;12627;12976;13321;13519;;
1609000;opolski;133291;133217;133203;133048;133160;123612;;21836;21603;21446;21311;21203;19639;;88907;88479;87920;87243;86632;79614;;54369;53712;53000;52194;51556;47023;;34538;34767;34920;35049;35076;32591;;22548;23135;23837;24494;25325;24359;;
1610000;prudnicki;57256;56828;56608;56174;55915;55748;;9732;9530;9419;9182;9055;9047;;36470;36120;35810;35424;35065;34684;;22325;22073;21885;21661;21366;21056;;14145;14047;13925;13763;13699;13628;;11054;11178;11379;11568;11795;12017;;
1611000;strzelecki;76548;76079;75803;75440;75277;74871;;12350;12217;12036;11995;11951;11891;;50578;50016;49601;49047;48536;47982;;31177;30642;30228;29717;29309;28841;;19401;19374;19373;19330;19227;19141;;13620;13846;14166;14398;14790;14998;;
1661000;m.Opole;121576;120146;119574;118931;118722;128140;;17875;17750;17692;17862;18147;20092;;79106;76946;75492;73773;72285;77186;;49123;47766;46991;45948;45050;47815;;29983;29180;28501;27825;27235;29371;;24595;25450;26390;27296;28290;30862;;
1801000;bieszczadzki;22267;22204;22155;22072;21990;21891;;4251;4071;3975;3884;3822;3751;;14666;14665;14583;14458;14272;14064;;9138;9124;9072;9016;8939;8804;;5528;5541;5511;5442;5333;5260;;3350;3468;3597;3730;3896;4076;;
1802000;brzozowski;66546;66334;66220;66112;65990;65938;;14017;13680;13440;13195;12999;12855;;41611;41564;41398;41297;41077;40927;;27121;27010;26859;26748;26564;26327;;14490;14554;14539;14549;14513;14600;;10918;11090;11382;11620;11914;12156;;
1803000;dębicki;135239;135165;135115;135293;135336;135479;;27439;26938;26537;26301;26041;25943;;86597;86432;86178;85983;85543;85050;;56042;55903;55597;55363;55031;54568;;30555;30529;30581;30620;30512;30482;;21203;21795;22400;23009;23752;24486;;
1804000;jarosławski;122414;122130;121795;121508;121299;120980;;24124;23630;23122;22689;22322;21922;;78090;77703;77278;76841;76348;75786;;50270;50042;49758;49410;49024;48617;;27820;27661;27520;27431;27324;27169;;20200;20797;21395;21978;22629;23272;;
1805000;jasielski;115661;115388;115185;114773;114533;114156;;22208;21665;21106;20630;20170;19824;;73881;73649;73512;73062;72734;72190;;46854;46556;46373;46018;45638;45005;;27027;27093;27139;27044;27096;27185;;19572;20074;20567;21081;21629;22142;;
1806000;kolbuszowski;62756;62751;62656;62513;62472;62401;;12918;12537;12240;11907;11628;11424;;39944;40147;40108;40103;40132;40017;;26576;26597;26435;26311;26117;25928;;13368;13550;13673;13792;14015;14089;;9894;10067;10308;10503;10712;10960;;
1807000;krośnieński;111858;111883;112064;112117;112193;112481;;22758;22442;22212;21841;21569;21547;;70223;70068;70002;69969;69749;69478;;44858;44721;44561;44478;44237;43949;;25365;25347;25441;25491;25512;25529;;18877;19373;19850;20307;20875;21456;;
1808000;leżajski;70106;69977;69856;69701;69663;69641;;14212;13904;13566;13220;12939;12785;;44595;44430;44278;44189;44060;43822;;28791;28685;28571;28418;28219;27950;;15804;15745;15707;15771;15841;15872;;11299;11643;12012;12292;12664;13034;;
1809000;lubaczowski;57283;57057;56895;56536;56352;56086;;11047;10630;10404;10111;9922;9757;;36572;36566;36399;36101;35856;35511;;23256;23277;23171;22980;22750;22460;;13316;13289;13228;13121;13106;13051;;9664;9861;10092;10324;10574;10818;;
1810000;łańcucki;79660;79866;80028;80201;80464;80741;;16403;16239;16057;15915;15905;15922;;49508;49634;49620;49544;49474;49405;;32347;32382;32379;32304;32239;32052;;17161;17252;17241;17240;17235;17353;;13749;13993;14351;14742;15085;15414;;
1811000;mielecki;136296;136403;136313;136263;136315;136666;;26634;26306;25897;25648;25505;25541;;87000;86718;86396;85959;85374;84907;;56044;55912;55801;55465;55115;54821;;30956;30806;30595;30494;30259;30086;;22662;23379;24020;24656;25436;26218;;
1812000;niżański;67656;67521;67353;67178;66911;66917;;12956;12466;12100;11715;11473;11406;;44043;44148;44103;44044;43707;43338;;28055;28090;27965;27853;27596;27269;;15988;16058;16138;16191;16111;16069;;10657;10907;11150;11419;11731;12173;;
1813000;przemyski;74053;74225;74067;74315;74360;74440;;15368;15007;14563;14238;13955;13837;;47321;47641;47676;47878;47863;47701;;30827;30953;30865;30974;30787;30501;;16494;16688;16811;16904;17076;17200;;11364;11577;11828;12199;12542;12902;;
1814000;przeworski;79304;79262;79027;78869;78735;78644;;16001;15648;15330;15022;14781;14675;;49805;49853;49687;49557;49388;49090;;32251;32310;32174;32024;31812;31496;;17554;17543;17513;17533;17576;17594;;13498;13761;14010;14290;14566;14879;;
1815000;ropczycko-sędziszowski;73358;73551;73680;73756;73956;74198;;15662;15481;15294;15116;15009;15032;;46232;46339;46339;46260;46211;46071;;30676;30697;30596;30439;30279;30080;;15556;15642;15743;15821;15932;15991;;11464;11731;12047;12380;12736;13095;;
1816000;rzeszowski;164765;165835;166643;167342;168337;169165;;34397;34194;33848;33572;33580;33798;;103689;104470;104952;105406;105652;105603;;68496;68752;68903;68825;68677;68291;;35193;35718;36049;36581;36975;37312;;26679;27171;27843;28364;29105;29764;;
1817000;sanocki;96325;96096;95826;95645;95485;95035;;18389;18158;17742;17380;17144;16893;;61981;61453;61009;60541;59849;59049;;38889;38582;38320;38132;37738;37225;;23092;22871;22689;22409;22111;21824;;15955;16485;17075;17724;18492;19093;;
1818000;stalowowolski;109111;108664;108280;107946;107576;107138;;19365;18918;18465;18093;17874;17723;;71021;70163;69350;68523;67554;66472;;44160;43830;43563;43143;42568;41885;;26861;26333;25787;25380;24986;24587;;18725;19583;20465;21330;22148;22943;;
1819000;strzyżowski;62262;62095;61912;61852;61781;61690;;12462;12151;11852;11563;11389;11294;;39216;39249;39225;39208;39139;38923;;25514;25430;25319;25254;25112;24817;;13702;13819;13906;13954;14027;14106;;10584;10695;10835;11081;11253;11473;;
1820000;tarnobrzeski;54034;53918;53798;53711;53481;53388;;10190;9878;9657;9427;9204;9066;;34820;34753;34600;34381;34159;33880;;22253;22157;22074;21936;21709;21396;;12567;12596;12526;12445;12450;12484;;9024;9287;9541;9903;10118;10442;;
1821000;leski;26828;26783;26821;26747;26691;26606;;4975;4902;4825;4684;4604;4511;;17307;17161;17075;17028;16903;16722;;10861;10766;10660;10649;10597;10466;;6446;6395;6415;6379;6306;6256;;4546;4720;4921;5035;5184;5373;;
1861000;m.Krosno;47307;47223;46934;46775;46565;46600;;8068;8052;7901;7823;7742;7718;;30198;29686;29189;28679;28125;27758;;18494;18273;18112;17896;17601;17415;;11704;11413;11077;10783;10524;10343;;9041;9485;9844;10273;10698;11124;;
1862000;m.Przemyśl;64276;63638;63441;62720;62154;61808;;10906;10651;10523;10165;10002;9959;;40755;39985;39432;38777;38033;37350;;24777;24354;24158;23788;23350;22896;;15978;15631;15274;14989;14683;14454;;12615;13002;13486;13778;14119;14499;;
1863000;m.Rzeszów;182028;183108;185123;185896;187422;189662;;31375;32040;32433;32900;33737;34648;;119322;118431;118705;117746;117096;116960;;77546;77400;78486;78263;78196;78397;;41776;41031;40219;39483;38900;38563;;31331;32637;33985;35250;36589;38054;;
