teryt;gmina;urzad;kto;typk;bb;center;tura;nrk;wiek;edu;glosy;glosyp;glosyn;wynik;areaH;areaKm;popThs;popKm;type
101008;gm. Rozprza;Wójt Gminy Rozprza;MISZTELA Piotr Stefan;PiS;51.234408,19.527039 51.375137,19.838179;51.3047725,19.682609;R1;2;32;wyższe;2520;49.46;-1;Nie;16308;163;12306;75;gw
101009;gm. Sulejów;Burmistrz Sulejowa;CIUPA Łukasz Piotr;PiS;51.263444,19.696422 51.440385,19.926581;51.3519145,19.8115015;R1;1;38;wyższe;1016;13.94;-1;Nie;18823;188;16291;87;gmw
101009;gm. Sulejów;Burmistrz Sulejowa;FOGIEL Rafał Michał;Komitet wyborczy wyborców;51.263444,19.696422 51.440385,19.926581;51.3519145,19.8115015;R1;2;43;średnie;477;6.54;-1;Nie;18823;188;16291;87;gmw
101009;gm. Sulejów;Burmistrz Sulejowa;OSTROWSKI Wojciech Zenon;Komitet wyborczy wyborców;51.263444,19.696422 51.440385,19.926581;51.3519145,19.8115015;R1;3;58;wyższe;3760;51.58;-1;Tak;18823;188;16291;87;gmw
101009;gm. Sulejów;Burmistrz Sulejowa;STOBIECKI Adam Stefan;Komitet wyborczy wyborców;51.263444,19.696422 51.440385,19.926581;51.3519145,19.8115015;R1;4;57;średnie;533;7.31;-1;Nie;18823;188;16291;87;gmw
101009;gm. Sulejów;Burmistrz Sulejowa;STOBIECKI Mariusz Jan;Komitet wyborczy wyborców;51.263444,19.696422 51.440385,19.926581;51.3519145,19.8115015;R1;5;43;wyższe magisterskie;1504;20.63;-1;Nie;18823;188;16291;87;gmw
101010;gm. Wola Krzysztoporska;Wójt Gminy Wola Krzysztoporska;CZARCZYŃSKA Monika Alina;Komitet wyborczy wyborców;51.259721,19.459858 51.437321,19.673620;51.348521,19.566739;R1;1;39;wyższe;748;13.10;-1;Nie;17075;171;11921;70;gw
101010;gm. Wola Krzysztoporska;Wójt Gminy Wola Krzysztoporska;DROZDEK Roman Czesław;Komitet wyborczy wyborców;51.259721,19.459858 51.437321,19.673620;51.348521,19.566739;R1;2;54;wyższe;3074;53.85;-1;Tak;17075;171;11921;70;gw
101010;gm. Wola Krzysztoporska;Wójt Gminy Wola Krzysztoporska;DZIADCZYK Paulina Agnieszka;Komitet wyborczy wyborców;51.259721,19.459858 51.437321,19.673620;51.348521,19.566739;R1;3;49;wyższe;1886;33.04;-1;Nie;17075;171;11921;70;gw
101011;gm. Wolbórz;Burmistrz Wolborza;JAROS Andrzej Maciej;Komitet wyborczy wyborców;51.413335,19.720724 51.578959,19.962156;51.496147,19.84144;R1;1;61;wyższe;2683;75.77%;858;Tak;15166;152;7767;51;gmw
101101;gm. Dalików;Wójt Gminy Dalików;ARKUSZ Radosław Michał;Komitet wyborczy wyborców;51.819137,19.019551 51.959065,19.191203;51.889101,19.105377;R1;1;36;wyższe;987;50.03;-1;Tak;11462;115;3901;34;gw
101101;gm. Dalików;Wójt Gminy Dalików;SZYMCZAK Paweł;PSL;51.819137,19.019551 51.959065,19.191203;51.889101,19.105377;R1;2;57;wyższe;986;49.97;-1;Nie;11462;115;3901;34;gw
101102;gm. Pęczniew;Wójt Gminy Pęczniew;BEDNAREK Arkadiusz Adam;PiS;51.734737,18.651433 51.898962,18.854022;51.8168495,18.7527275;R1;1;25;średnie;550;30.44;-1;Nie;12779;128;3482;27;gw
101102;gm. Pęczniew;Wójt Gminy Pęczniew;JANIAK Marcin Bartłomiej;Komitet wyborczy wyborców;51.734737,18.651433 51.898962,18.854022;51.8168495,18.7527275;R1;2;45;wyższe;1257;69.56;-1;Tak;12779;128;3482;27;gw
101103;gm. Poddębice;Burmistrz Poddębic;MICHALSKA Edyta Anna;PiS;51.810812,18.736758 51.963409,19.066391;51.8871105,18.9015745;R1;1;48;wyższe;3057;44.01;-1;Nie;22454;225;15663;70;gmw
101103;gm. Poddębice;Burmistrz Poddębic;SĘCZKOWSKI Piotr Paweł;PSL;51.810812,18.736758 51.963409,19.066391;51.8871105,18.9015745;R1;2;45;wyższe;3889;55.99;-1;Tak;22454;225;15663;70;gmw
101104;gm. Uniejów;Burmistrz Miasta Uniejów;KACZMAREK Józef;Komitet wyborczy wyborców;51.917835,18.714962 52.076454,18.885790;51.9971445,18.800376;R1;1;58;Wyższe;2572;85.02%;453;Tak;12901;129;7062;55;gmw
101105;gm. Wartkowice;Wójt Gminy Wartkowice;DŁUGOSZ Marek;PSL;51.923927,18.840894 52.025305,19.151716;51.974616,18.996305;R1;1;52;średnie;745;26.25;-1;Nie;14012;140;6260;45;gw
101105;gm. Wartkowice;Wójt Gminy Wartkowice;KUROPATWA Piotr Stanisław;Komitet wyborczy wyborców;51.923927,18.840894 52.025305,19.151716;51.974616,18.996305;R1;2;55;wyższe;1297;45.70;-1;Druga tura;14012;140;6260;45;gw
101105;gm. Wartkowice;Wójt Gminy Wartkowice;PAPROCKI Arkadiusz;PiS;51.923927,18.840894 52.025305,19.151716;51.974616,18.996305;R1;3;45;wyższe;796;28.05;-1;Druga tura;14012;140;6260;45;gw
101106;gm. Zadzim;Wójt Gminy Zadzim;GAJEWSKI Jakub;PSL;51.720262,18.760792 51.852753,19.055969;51.7865075,18.9083805;R1;1;35;wyższe;666;27.10;-1;Nie;14513;144;5012;35;gw
101106;gm. Zadzim;Wójt Gminy Zadzim;WOŹNIAK Krzysztof;PiS;51.720262,18.760792 51.852753,19.055969;51.7865075,18.9083805;R1;2;33;wyższe;1792;72.90;-1;Tak;14513;144;5012;35;gw
101201;m. Radomsko;Prezydent Miasta Radomsko;FERENC Jarosław;Komitet wyborczy organizacji i stowarzyszeń;51.032226,19.364047 51.110162,19.521521;51.071194,19.442784;R1;1;49;wyższe;7287;36.88;-1;Druga tura;5143;51;46409;902;gm
101201;m. Radomsko;Prezydent Miasta Radomsko;GĘBICZ Jacek;Komitet wyborczy wyborców;51.032226,19.364047 51.110162,19.521521;51.071194,19.442784;R1;2;45;wyższe;2571;13.01;-1;Nie;5143;51;46409;902;gm
101201;m. Radomsko;Prezydent Miasta Radomsko;JĘDRZEJCZAK Jakub;PO;51.032226,19.364047 51.110162,19.521521;51.071194,19.442784;R1;3;51;wyższe;2216;11.22;-1;Nie;5143;51;46409;902;gm
101201;m. Radomsko;Prezydent Miasta Radomsko;PAL Wioletta Anna;Komitet wyborczy wyborców;51.032226,19.364047 51.110162,19.521521;51.071194,19.442784;R1;4;52;wyższe;5509;27.88;-1;Druga tura;5143;51;46409;902;gm
101201;m. Radomsko;Prezydent Miasta Radomsko;WAWRYKA Dawid;Komitet wyborczy wyborców;51.032226,19.364047 51.110162,19.521521;51.071194,19.442784;R1;5;32;wyższe prawnicze;2175;11.01;-1;Nie;5143;51;46409;902;gm
101202;gm. Dobryszyce;Wójt Gminy Dobryszyce;DZWONEK Małgorzata Agnieszka;Komitet wyborczy wyborców;51.104535,19.351639 51.200652,19.478652;51.1525935,19.4151455;R1;1;47;wyższe;1079;48.91;-1;Druga tura;5082;51;4393;86;gw
101202;gm. Dobryszyce;Wójt Gminy Dobryszyce;MOSSUR Maciej Krzysztof;SLD;51.104535,19.351639 51.200652,19.478652;51.1525935,19.4151455;R1;2;48;wyższe;380;17.23;-1;Nie;5082;51;4393;86;gw
101202;gm. Dobryszyce;Wójt Gminy Dobryszyce;ZASEMPA Grzegorz Michał;Komitet wyborczy wyborców;51.104535,19.351639 51.200652,19.478652;51.1525935,19.4151455;R1;3;39;średnie;747;33.86;-1;Druga tura;5082;51;4393;86;gw
101203;gm. Gidle;Wójt Gminy Gidle;BOJARSKI Marcin Janusz;PiS;50.878931,19.378758 51.014024,19.584773;50.9464775,19.4817655;R1;1;39;średnie;819;27.46;-1;Nie;11598;116;6151;53;gw
101203;gm. Gidle;Wójt Gminy Gidle;BUGAJ Lech Damian;Komitet wyborczy wyborców;50.878931,19.378758 51.014024,19.584773;50.9464775,19.4817655;R1;2;51;wyższe;1575;52.80;-1;Tak;11598;116;6151;53;gw
101203;gm. Gidle;Wójt Gminy Gidle;KUBASIAK Krystyna Alicja;Komitet wyborczy wyborców;50.878931,19.378758 51.014024,19.584773;50.9464775,19.4817655;R1;3;58;wyższe;589;19.75;-1;Nie;11598;116;6151;53;gw
101204;gm. Gomunice;Wójt Gminy Gomunice;GĘBICZ Paweł Ireneusz;Komitet wyborczy wyborców;51.104288,19.423834 51.200439,19.594530;51.1523635,19.509182;R1;1;45;wyższe;801;27.65;-1;Nie;6245;62;5902;95;gw
101204;gm. Gomunice;Wójt Gminy Gomunice;OLEJNICZAK Paweł Tomasz;Komitet wyborczy wyborców;51.104288,19.423834 51.200439,19.594530;51.1523635,19.509182;R1;2;41;wyższe;2096;72.35;-1;Tak;6245;62;5902;95;gw
101205;gm. Kamieńsk;Burmistrz Kamieńska;DWORZYŃSKA Jolanta Ewa;Komitet wyborczy wyborców;51.167264,19.384317 51.286072,19.557056;51.226668,19.4706865;R1;1;45;wyższe;889;29.15;-1;Druga tura;9644;96;5977;62;gmw
101205;gm. Kamieńsk;Burmistrz Kamieńska;PAWŁOWSKI Bogdan;Komitet wyborczy wyborców;51.167264,19.384317 51.286072,19.557056;51.226668,19.4706865;R1;2;53;wyższe;1337;43.84;-1;Druga tura;9644;96;5977;62;gmw
101205;gm. Kamieńsk;Burmistrz Kamieńska;SKUPIŃSKI Zbigniew Jan;PiS;51.167264,19.384317 51.286072,19.557056;51.226668,19.4706865;R1;3;46;wyższe;824;27.02;-1;Nie;9644;96;5977;62;gmw
101206;gm. Kobiele Wielkie;Wójt Gminy Kobiele Wielkie;OSTROWSKI Kazimierz Franciszek;PSL;50.974419,19.492389 51.081940,19.723648;51.0281795,19.6080185;R1;1;62;wyższe;550;28.08;-1;Nie;10172;102;4449;44;gw
101206;gm. Kobiele Wielkie;Wójt Gminy Kobiele Wielkie;WIĘCKOWSKI Henryk;Komitet wyborczy wyborców;50.974419,19.492389 51.081940,19.723648;51.0281795,19.6080185;R1;2;66;średnie;1409;71.92;-1;Tak;10172;102;4449;44;gw
101207;gm. Kodrąb;Wójt Gminy Kodrąb;KRAWCZYK Bożena Urszula;Komitet wyborczy wyborców;51.043364,19.514760 51.157820,19.713239;51.100592,19.6139995;R1;1;53;wyższe;1270;54.58;-1;Tak;10583;106;4575;43;gw
101207;gm. Kodrąb;Wójt Gminy Kodrąb;WIERZBICKI Grzegorz Mariusz;Komitet wyborczy wyborców;51.043364,19.514760 51.157820,19.713239;51.100592,19.6139995;R1;2;42;wyższe;1057;45.42;-1;Nie;10583;106;4575;43;gw
101208;gm. Lgota Wielka;Wójt Gminy Lgota Wielka;KOTLEWSKI Jerzy Sławomir;Komitet wyborczy wyborców;51.094172,19.233461 51.190821,19.412657;51.1424965,19.323059;R1;1;57;wyższe;1025;53.55;-1;Tak;6307;63;4308;68;gw
101208;gm. Lgota Wielka;Wójt Gminy Lgota Wielka;SKUPIŃSKA Anna Maria;Komitet wyborczy wyborców;51.094172,19.233461 51.190821,19.412657;51.1424965,19.323059;R1;2;44;wyższe;889;46.45;-1;Nie;6307;63;4308;68;gw
101209;gm. Ładzice;Wójt Gminy Ładzice;CIUPIŃSKI Krzysztof Piotr;PSL;51.031093,19.204542 51.121784,19.421663;51.0764385,19.3131025;R1;1;40;wyższe;692;29.46;-1;Druga tura;8277;83;4809;58;gw
101209;gm. Ładzice;Wójt Gminy Ładzice;KUBIAK Jarosław Daniel;Komitet wyborczy organizacji i stowarzyszeń;51.031093,19.204542 51.121784,19.421663;51.0764385,19.3131025;R1;2;37;wyższe;422;17.97;-1;Nie;8277;83;4809;58;gw
101209;gm. Ładzice;Wójt Gminy Ładzice;PICHIT Wioletta Natasza;Komitet wyborczy wyborców;51.031093,19.204542 51.121784,19.421663;51.0764385,19.3131025;R1;3;45;wyższe;622;26.48;-1;Druga tura;8277;83;4809;58;gw
101209;gm. Ładzice;Wójt Gminy Ładzice;ŚLISKOWSKI VEL ŚLISKI Maciej Michał;Komitet wyborczy wyborców;51.031093,19.204542 51.121784,19.421663;51.0764385,19.3131025;R1;4;46;wyższe;613;26.10;-1;Nie;8277;83;4809;58;gw
101210;gm. Masłowice;Wójt Gminy Masłowice;BARTNIK Zofia Anna;Komitet wyborczy wyborców;51.046526,19.655933 51.189532,19.880077;51.118029,19.768005;R1;1;55;wyższe;630;26.49;-1;Nie;11597;116;4183;36;gw
101210;gm. Masłowice;Wójt Gminy Masłowice;GONTKOWSKI Bogusław Andrzej;PSL;51.046526,19.655933 51.189532,19.880077;51.118029,19.768005;R1;2;61;średnie;895;37.64;-1;Druga tura;11597;116;4183;36;gw
101210;gm. Masłowice;Wójt Gminy Masłowice;KRAWCZYŃSKI Maciej;PiS;51.046526,19.655933 51.189532,19.880077;51.118029,19.768005;R1;3;50;wyższe;853;35.87;-1;Druga tura;11597;116;4183;36;gw
101211;gm. Przedbórz;Burmistrz Miasta Przedborza;DZIERZGWA Robert;Komitet wyborczy wyborców;50.962420,19.850733 51.202137,20.056236;51.0822785,19.9534845;R1;1;48;wyższe;671;18.42;-1;Nie;18970;190;7262;38;gmw
101211;gm. Przedbórz;Burmistrz Miasta Przedborza;KOSKA Renata Janina;PiS;50.962420,19.850733 51.202137,20.056236;51.0822785,19.9534845;R1;2;52;wyższe;625;17.16;-1;Nie;18970;190;7262;38;gmw
101211;gm. Przedbórz;Burmistrz Miasta Przedborza;NACZYŃSKI Miłosz Władysław;Komitet wyborczy organizacji i stowarzyszeń;50.962420,19.850733 51.202137,20.056236;51.0822785,19.9534845;R1;3;53;wyższe;1874;51.46;-1;Tak;18970;190;7262;38;gmw
101211;gm. Przedbórz;Burmistrz Miasta Przedborza;OCIMEK Alicja;Komitet wyborczy wyborców;50.962420,19.850733 51.202137,20.056236;51.0822785,19.9534845;R1;4;59;wyższe;472;12.96;-1;Nie;18970;190;7262;38;gmw
101212;gm. Radomsko;Wójt Gminy Radomsko;BARTNIK Stanisław Józef;Komitet wyborczy wyborców;50.992446,19.318581 51.129029,19.548682;51.0607375,19.4336315;R1;1;52;wyższe;280;11.02;-1;Nie;8563;86;5636;66;gw
101212;gm. Radomsko;Wójt Gminy Radomsko;BIERNACKI Piotr Krzysztof;Komitet wyborczy wyborców;50.992446,19.318581 51.129029,19.548682;51.0607375,19.4336315;R1;2;38;wyższe;669;26.33;-1;Druga tura;8563;86;5636;66;gw
101212;gm. Radomsko;Wójt Gminy Radomsko;RADCZYC Roman Stanisław;Komitet wyborczy wyborców;50.992446,19.318581 51.129029,19.548682;51.0607375,19.4336315;R1;3;47;wyższe;780;30.70;-1;Druga tura;8563;86;5636;66;gw
101212;gm. Radomsko;Wójt Gminy Radomsko;SUWART Jan Piotr;Komitet wyborczy wyborców;50.992446,19.318581 51.129029,19.548682;51.0607375,19.4336315;R1;4;51;wyższe;456;17.95;-1;Nie;8563;86;5636;66;gw
101212;gm. Radomsko;Wójt Gminy Radomsko;ZYSKOWSKI Marcin Piotr;PiS;50.992446,19.318581 51.129029,19.548682;51.0607375,19.4336315;R1;5;32;wyższe;356;14.01;-1;Nie;8563;86;5636;66;gw
101213;gm. Wielgomłyny;Wójt Gminy Wielgomłyny;DYKTYŃSKA Bogumiła Ewa;PiS;50.941734,19.680101 51.084379,19.873566;51.0130565,19.7768335;R1;1;56;wyższe;1150;46.31;-1;Druga tura;12315;123;4670;38;gw
101213;gm. Wielgomłyny;Wójt Gminy Wielgomłyny;NOWAK Bożena Marta;Komitet wyborczy wyborców;50.941734,19.680101 51.084379,19.873566;51.0130565,19.7768335;R1;2;60;wyższe administracyjne;865;34.84;-1;Druga tura;12315;123;4670;38;gw
101213;gm. Wielgomłyny;Wójt Gminy Wielgomłyny;TOMCZYK Marcin;Komitet wyborczy wyborców;50.941734,19.680101 51.084379,19.873566;51.0130565,19.7768335;R1;3;25;wyższe;468;18.85;-1;Nie;12315;123;4670;38;gw
101214;gm. Żytno;Wójt Gminy Żytno;DWORAK Jarosław Józef;PiS;50.843277,19.557725 50.990855,19.848047;50.917066,19.702886;R1;1;44;wyższe;776;33.13;-1;Nie;19761;198;5199;26;gw
101214;gm. Żytno;Wójt Gminy Żytno;OCIEPA Mirosław Kazimierz;Komitet wyborczy wyborców;50.843277,19.557725 50.990855,19.848047;50.917066,19.702886;R1;2;53;wyższe;1566;66.87;-1;Tak;19761;198;5199;26;gw
101301;m. Rawa Mazowiecka;Burmistrz Miasta Rawa Mazowiecka;IRLA Piotr;Komitet wyborczy wyborców;51.731809,20.205329 51.784755,20.304748;51.758282,20.2550385;R1;1;53;wyższe;3029;40.92;-1;Druga tura;1428;14;17480;1224;gm
101301;m. Rawa Mazowiecka;Burmistrz Miasta Rawa Mazowiecka;MAŁACHOWSKA Anetta Agnieszka;Komitet wyborczy wyborców;51.731809,20.205329 51.784755,20.304748;51.758282,20.2550385;R1;2;47;wyższe;650;8.78;-1;Nie;1428;14;17480;1224;gm
101301;m. Rawa Mazowiecka;Burmistrz Miasta Rawa Mazowiecka;MISZTAL Dariusz Adam;PiS;51.731809,20.205329 51.784755,20.304748;51.758282,20.2550385;R1;3;51;wyższe;2825;38.17;-1;Druga tura;1428;14;17480;1224;gm
101301;m. Rawa Mazowiecka;Burmistrz Miasta Rawa Mazowiecka;SIENKIEWICZ Zbigniew Tadeusz;Komitet wyborczy wyborców;51.731809,20.205329 51.784755,20.304748;51.758282,20.2550385;R1;4;52;wyższe;898;12.13;-1;Nie;1428;14;17480;1224;gm
101302;gm. Biała Rawska;Burmistrz Białej Rawskiej;ADAMCZYK Wacław Jacek;Komitet wyborczy wyborców;51.741141,20.316459 51.892351,20.619456;51.816746,20.4679575;R1;1;60;wyższe;2376;48.35;-1;Druga tura;20831;208;11427;55;gmw
101302;gm. Biała Rawska;Burmistrz Białej Rawskiej;LESIAK Tomasz Łukasz;Komitet wyborczy wyborców;51.741141,20.316459 51.892351,20.619456;51.816746,20.4679575;R1;2;43;wyższe;793;16.14;-1;Nie;20831;208;11427;55;gmw
101302;gm. Biała Rawska;Burmistrz Białej Rawskiej;PIETRZAK Bogdan Jan;Komitet wyborczy organizacji i stowarzyszeń;51.741141,20.316459 51.892351,20.619456;51.816746,20.4679575;R1;3;56;średnie techniczne;1554;31.62;-1;Druga tura;20831;208;11427;55;gmw
101302;gm. Biała Rawska;Burmistrz Białej Rawskiej;SZYMAŃSKI Tadeusz;Komitet wyborczy wyborców;51.741141,20.316459 51.892351,20.619456;51.816746,20.4679575;R1;4;61;wyższe;191;3.89;-1;Nie;20831;208;11427;55;gmw
101303;gm. Cielądz;Wójt Gminy Cielądz;JĘDRZEJCZAK Przemysław;Komitet wyborczy wyborców;51.632058,20.264582 51.764452,20.442283;51.698255,20.3534325;R1;1;38;wyższe;496;28.46;-1;Nie;9293;93;3981;43;gw
101303;gm. Cielądz;Wójt Gminy Cielądz;KRÓLAK Paweł Konrad;Komitet wyborczy wyborców;51.632058,20.264582 51.764452,20.442283;51.698255,20.3534325;R1;2;35;wyższe administracyjne;1247;71.54;-1;Tak;9293;93;3981;43;gw
101304;gm. Rawa Mazowiecka;Wójt Gminy Rawa Mazowiecka;MICHALIK Michał;Komitet wyborczy wyborców;51.700648,20.111504 51.850915,20.349021;51.7757815,20.2302625;R1;1;37;wyższe;1795;52.53;-1;Tak;16325;164;8750;54;gw
101304;gm. Rawa Mazowiecka;Wójt Gminy Rawa Mazowiecka;STARCZEWSKI Krzysztof;PSL;51.700648,20.111504 51.850915,20.349021;51.7757815,20.2302625;R1;2;57;wyższe;1622;47.47;-1;Nie;16325;164;8750;54;gw
101305;gm. Regnów;Wójt Gminy Regnów;CHEBA Mariusz Stanisław;PSL;51.685972,20.320685 51.780738,20.463395;51.733355,20.39204;R1;1;42;wyższe;563;54.13;-1;Tak;4635;46;1821;39;gw
101305;gm. Regnów;Wójt Gminy Regnów;KACZOREK Piotr Krzysztof;Komitet wyborczy wyborców;51.685972,20.320685 51.780738,20.463395;51.733355,20.39204;R1;2;51;średnie;131;12.60;-1;Nie;4635;46;1821;39;gw
101305;gm. Regnów;Wójt Gminy Regnów;SZCZEŚNIAK Jan;PiS;51.685972,20.320685 51.780738,20.463395;51.733355,20.39204;R1;3;56;wyższe;346;33.27;-1;Nie;4635;46;1821;39;gw
101306;gm. Sadkowice;Wójt Gminy Sadkowice;KOWALSKA Karolina;Komitet wyborczy wyborców;51.657167,20.436321 51.761207,20.659258;51.709187,20.5477895;R1;1;35;wyższe;1450;83.96%;277;Tak;12108;121;5538;46;gw
101401;m. Sieradz;Prezydent Miasta Sieradza;GÓRAJ Juliusz Józef;PO;51.562187,18.651831 51.641318,18.824931;51.6017525,18.738381;R1;1;33;Wyższe;3564;19.75;-1;Nie;5122;51;42570;831;gm
101401;m. Sieradz;Prezydent Miasta Sieradza;KURPISZ Roman Jerzy;Komitet wyborczy wyborców;51.562187,18.651831 51.641318,18.824931;51.6017525,18.738381;R1;2;55;Średnie;704;3.90;-1;Nie;5122;51;42570;831;gm
101401;m. Sieradz;Prezydent Miasta Sieradza;OSIEWAŁA Paweł;Komitet wyborczy wyborców;51.562187,18.651831 51.641318,18.824931;51.6017525,18.738381;R1;3;52;Wyższe;13181;73.05;-1;Tak;5122;51;42570;831;gm
101401;m. Sieradz;Prezydent Miasta Sieradza;PAWLACZYK Jan;SLD;51.562187,18.651831 51.641318,18.824931;51.6017525,18.738381;R1;4;63;średnie techniczne;594;3.29;-1;Nie;5122;51;42570;831;gm
101402;gm. Błaszki;Burmistrz Błaszek;BĄCZYŃSKA Danuta Jolanta;Komitet wyborczy wyborców;51.541561,18.349145 51.741505,18.551363;51.641533,18.450254;R1;1;48;średnie;430;6.06;-1;Nie;20138;201;14658;73;gmw
101402;gm. Błaszki;Burmistrz Błaszek;KOŁOSZCZYK Łukasz;PiS;51.541561,18.349145 51.741505,18.551363;51.641533,18.450254;R1;2;30;wyższe;1137;16.02;-1;Nie;20138;201;14658;73;gmw
101402;gm. Błaszki;Burmistrz Błaszek;KONEWKA Krzysztof Przemysław;Komitet wyborczy wyborców;51.541561,18.349145 51.741505,18.551363;51.641533,18.450254;R1;3;40;wyższe;779;10.97;-1;Nie;20138;201;14658;73;gmw
101402;gm. Błaszki;Burmistrz Błaszek;RAJEWSKI Karol;Komitet wyborczy wyborców;51.541561,18.349145 51.741505,18.551363;51.641533,18.450254;R1;4;41;wyższe;1162;16.37;-1;Druga tura;20138;201;14658;73;gmw
101402;gm. Błaszki;Burmistrz Błaszek;ŚWIDERSKI Piotr;PSL;51.541561,18.349145 51.741505,18.551363;51.641533,18.450254;R1;5;49;wyższe;3272;46.09;-1;Druga tura;20138;201;14658;73;gmw
101402;gm. Błaszki;Burmistrz Błaszek;WACHOWSKI Marcin;Komitet wyborczy wyborców;51.541561,18.349145 51.741505,18.551363;51.641533,18.450254;R1;6;34;wyższe;319;4.49;-1;Nie;20138;201;14658;73;gmw
101403;gm. Brąszewice;Wójt Gminy Brąszewice;GRABIA Agnieszka Wioletta;Komitet wyborczy wyborców;51.449137,18.358481 51.558003,18.549896;51.50357,18.4541885;R1;1;40;Wyższe;806;36.94;-1;Nie;10663;107;4530;42;gw
101403;gm. Brąszewice;Wójt Gminy Brąszewice;MISIAK Karol Paweł;Komitet wyborczy wyborców;51.449137,18.358481 51.558003,18.549896;51.50357,18.4541885;R1;2;39;Wyższe;1376;63.06;-1;Tak;10663;107;4530;42;gw
101404;gm. Brzeźnio;Wójt Gminy Brzeźnio;KANICKI Marek;PSL;51.427314,18.503282 51.567189,18.738339;51.4972515,18.6208105;R1;1;56;Wyższe;740;23.97;-1;Nie;12863;129;6362;49;gw
101404;gm. Brzeźnio;Wójt Gminy Brzeźnio;KUBIAK Dorota Maria;Komitet wyborczy wyborców;51.427314,18.503282 51.567189,18.738339;51.4972515,18.6208105;R1;2;52;Wyższe;2347;76.03;-1;Tak;12863;129;6362;49;gw
101405;gm. Burzenin;Wójt Gminy Burzenin;JANIAK Jarosław Grzegorz;Komitet wyborczy wyborców;51.357354,18.675346 51.516392,18.878527;51.436873,18.7769365;R1;1;45;Wyższe;1919;90.73%;196;Tak;12035;120;5521;46;gw
101406;gm. Goszczanów;Wójt Gminy Goszczanów;ANDRZEJEWSKI Krzysztof Józef;PiS;51.724312,18.402742 51.854383,18.613048;51.7893475,18.507895;R1;1;54;Wyższe;1416;54.55;-1;Tak;12154;122;5516;45;gw
101406;gm. Goszczanów;Wójt Gminy Goszczanów;KACZMAREK Mariusz Grzegorz;Komitet wyborczy wyborców;51.724312,18.402742 51.854383,18.613048;51.7893475,18.507895;R1;2;37;Średnie;501;19.30;-1;Nie;12154;122;5516;45;gw
101406;gm. Goszczanów;Wójt Gminy Goszczanów;PERKA-KOSATKA Justyna Joanna;Komitet wyborczy wyborców;51.724312,18.402742 51.854383,18.613048;51.7893475,18.507895;R1;3;43;Wyższe;679;26.16;-1;Nie;12154;122;5516;45;gw
101407;gm. Klonowa;Wójt Gminy Klonowa;GOLANOWSKI Marcin;PiS;51.388497,18.326310 51.476857,18.542278;51.432677,18.434294;R1;1;33;wyższe;928;69.67;-1;Tak;9498;95;2891;30;gw
101407;gm. Klonowa;Wójt Gminy Klonowa;PERDEK Dariusz;PSL;51.388497,18.326310 51.476857,18.542278;51.432677,18.434294;R1;2;51;wyższe;404;30.33;-1;Nie;9498;95;2891;30;gw
101408;gm. Sieradz;Wójt Gminy Sieradz;KAŹMIERCZAK Jarosław Jan;Komitet wyborczy wyborców;51.495571,18.637610 51.673766,18.879848;51.5846685,18.758729;R1;1;53;średnie;1941;38.79;-1;Druga tura;18160;182;10558;58;gw
101408;gm. Sieradz;Wójt Gminy Sieradz;MUSIAŁ Artur;Komitet wyborczy wyborców;51.495571,18.637610 51.673766,18.879848;51.5846685,18.758729;R1;2;51;wyższe;1183;23.64;-1;Nie;18160;182;10558;58;gw
101408;gm. Sieradz;Wójt Gminy Sieradz;ŚWINIARSKA Urszula Alina;Komitet wyborczy wyborców;51.495571,18.637610 51.673766,18.879848;51.5846685,18.758729;R1;3;56;wyższe;508;10.15;-1;Nie;18160;182;10558;58;gw
101408;gm. Sieradz;Wójt Gminy Sieradz;WALUDA Henryk;Komitet wyborczy wyborców;51.495571,18.637610 51.673766,18.879848;51.5846685,18.758729;R1;4;60;wyższe;1372;27.42;-1;Druga tura;18160;182;10558;58;gw
101409;gm. Warta;Burmistrz Gminy i Miasta Warta;KROGULECKI Krystian Mariusz;Komitet wyborczy wyborców;51.633397,18.493276 51.834808,18.841532;51.7341025,18.667404;R1;1;38;wyższe;3008;52.31;-1;Tak;25434;254;12784;50;gmw
101409;gm. Warta;Burmistrz Gminy i Miasta Warta;SERAFIŃSKI Jan Józef;Komitet wyborczy wyborców;51.633397,18.493276 51.834808,18.841532;51.7341025,18.667404;R1;2;66;wyższe;2742;47.69;-1;Nie;25434;254;12784;50;gmw
101410;gm. Wróblew;Wójt Gminy Wróblew;KULCZYŃSKA Anna;PiS;51.533932,18.500704 51.666269,18.677740;51.6001005,18.589222;R1;1;48;wyższe;813;30.20;-1;Nie;11290;113;6113;54;gw
101410;gm. Wróblew;Wójt Gminy Wróblew;WOŹNIAK Tomasz;PSL;51.533932,18.500704 51.666269,18.677740;51.6001005,18.589222;R1;2;45;wyższe;1879;69.80;-1;Tak;11290;113;6113;54;gw
101411;gm. Złoczew;Burmistrz Miasta Złoczew;DRZAZGA Dominik Piotr;Komitet wyborczy wyborców;51.351662,18.499978 51.478895,18.738829;51.4152785,18.6194035;R1;1;27;wyższe;1239;36.38;-1;Druga tura;11726;117;7189;61;gmw
