021201;gm. Gryfów Śląski;Burmistrz Gminy i Miasta Gryfów Śląski;PONIŹNIK Olgierd;Komitet wyborczy wyborców;50.967841,15.375691 51.120657,15.504046;51.044249,15.4398685;R1;2;64;wyższe;2751;71.44;-1;Tak;6667;67;9779;147;gmw
021202;gm. Lubomierz;Burmistrz Gminy i Miasta Lubomierz;CHRABĄSZCZ Marek;Komitet wyborczy wyborców;50.937634,15.444598 51.073485,15.650067;51.0055595,15.5473325;R1;2;40;wyższe;1499;64.42;-1;Tak;13053;131;6235;48;gmw
021204;gm. Mirsk;Burmistrz Miasta i Gminy Mirsk;JASIŃSKI Andrzej;Komitet wyborczy wyborców;50.831886,15.277195 51.006058,15.526394;50.918972,15.4017945;R1;1;53;średnie;1859;53.08;-1;Tak;18650;186;8692;47;gmw
021205;gm. Wleń;Burmistrz Miasta i Gminy Wleń;ZYCH Artur Adam;Komitet wyborczy wyborców;50.949319,15.579186 51.065156,15.765490;51.0072375,15.672338;R1;2;53;wyższe;1186;64.88;-1;Tak;8606;86;4308;50;gmw
021301;gm. Cieszków;Wójt Gminy Cieszków;MIECZNIKOWSKI Ignacy Mieczysław;PSL;51.564865,17.208318 51.647915,17.478384;51.60639,17.343351;R1;1;55;wyższe;1266;58.48;-1;Tak;10083;101;4663;46;gw
021302;gm. Krośnice;Wójt Gminy Krośnice;BIAŁY Andrzej;Komitet wyborczy organizacji i stowarzyszeń;51.367788,17.249431 51.521478,17.545881;51.444633,17.397656;R1;1;47;wyższe;2139;59.57;-1;Tak;17854;178;8177;46;gw
021401;m. Oleśnica;Burmistrz Miasta Oleśnicy;BRONŚ Jan;Komitet wyborczy wyborców;51.181512,17.330293 51.239506,17.441794;51.210509,17.3860435;R1;1;59;Wyższe;8926;58.39;-1;Tak;2096;21;37300;1780;gm
021403;gm. Dobroszyce;Wójt Gminy Dobroszyce;CIOSEK Artur Przemysław;Komitet wyborczy wyborców;51.223487,17.238237 51.373284,17.446074;51.2983855,17.3421555;R1;1;34;wyższe;2044;81.56%;462;Tak;13196;132;6595;50;gw
021404;gm. Dziadowa Kłoda;Wójt Gminy Dziadowa Kłoda;FRYT Robert;Komitet wyborczy wyborców;51.160815,17.588574 51.271322,17.795269;51.2160685,17.6919215;R1;1;41;wyższe;1304;57.07;-1;Tak;10579;106;4644;44;gw
021405;gm. Międzybórz;Burmistrz Miasta i Gminy Międzybórz;GŁOWACKI Jarosław Piotr;Komitet wyborczy wyborców;51.340434,17.541994 51.423456,17.755912;51.381945,17.648953;R1;1;48;wyższe ekonomiczne;1619;77.65;-1;Tak;8778;88;5096;58;gmw
021406;gm. Oleśnica;Wójt Gminy Oleśnica;KASINA Marcin Stanisław;Komitet wyborczy wyborców;51.102419,17.289101 51.317298,17.614066;51.2098585,17.4515835;R1;1;43;wyższe;3365;62.74;-1;Tak;24285;242;13299;55;gw
021408;gm. Twardogóra;Burmistrz Miasta i Gminy Twardogóra;CZULIŃSKI Paweł;Komitet wyborczy wyborców;51.296061,17.342512 51.457655,17.567565;51.376858,17.4550385;R1;1;27;wyższe;3313;58.87;-1;Tak;16786;168;13081;78;gmw
021501;m. Oława;Burmistrz Miasta Oława;FRISCHMANN Tomasz;Komitet wyborczy wyborców;50.919127,17.245969 50.995776,17.342461;50.9574515,17.294215;R1;1;45;wyższe;7713;58.19;-1;Tak;2736;27;32883;1202;gm
021502;gm. Domaniów;Wójt Gminy Domaniów;GŁOGULSKI Wojciech Tomasz;Komitet wyborczy wyborców;50.840471,17.068245 50.986807,17.232166;50.913639,17.1502055;R1;1;45;wyższe;1755;75.45;-1;Tak;9446;94;5215;55;gw
021504;gm. Oława;Wójt Gminy Oława;KOWNACKI Jan Franciszek;Komitet wyborczy organizacji i stowarzyszeń;50.817489,17.167614 51.030400,17.464007;50.9239445,17.3158105;R1;1;61;średnie;3254;50.45;-1;Tak;23465;235;15138;65;gw
021602;gm. Gaworzyce;Wójt Gminy Gaworzyce;SZWAGRZYK Jacek Marek;Komitet wyborczy wyborców;51.572744,15.815812 51.673356,15.972089;51.62305,15.8939505;R1;2;47;wyższe;1324;68.57;-1;Tak;7676;77;4009;52;gw
021603;gm. Grębocice;Wójt Gminy Grębocice;JABŁOŃSKI Roman Jan;Komitet wyborczy wyborców;51.522037,16.081805 51.634333,16.327718;51.578185,16.2047615;R1;1;59;wyższe;2089;89.20%;253;Tak;12170;121;5387;44;gw
021605;gm. Przemków;Burmistrz Przemkowa;SZCZUPAK Jerzy Sławomir;Komitet wyborczy wyborców;51.440545,15.702774 51.577686,15.933496;51.5091155,15.818135;R1;1;38;wyższe;2902;85.68%;485;Tak;10745;107;8488;79;gmw
021606;gm. Radwanice;Wójt Gminy Radwanice;PIWKO Paweł Adam;Komitet wyborczy wyborców;51.503655,15.850615 51.618406,16.019019;51.5610305,15.934817;R1;1;39;wyższe - administracja publiczna;1603;79.32%;418;Tak;8424;84;4755;56;gw
021701;gm. Borów;Wójt Gminy Borów;GROCHOWSKI Waldemar Ryszard;Komitet wyborczy wyborców;50.794308,16.901518 50.920432,17.111669;50.85737,17.0065935;R1;1;55;wyższe;1280;51.12;-1;Tak;9865;99;5324;54;gw
021702;gm. Kondratowice;Wójt Gminy Kondratowice;GRACZ Tomasz;Komitet wyborczy wyborców;50.699562,16.857894 50.834423,17.012061;50.7669925,16.9349775;R1;1;42;Wyższe;1109;50.05;-1;Tak;9826;98;4363;44;gw
021703;gm. Przeworno;Wójt Gminy Przeworno;ŁUCZAK Andrzej;Komitet wyborczy wyborców;50.613223,17.064894 50.752188,17.259077;50.6827055,17.1619855;R1;1;59;Średnie;1151;51.25;-1;Tak;11197;112;4845;43;gw
021704;gm. Strzelin;Burmistrz Miasta i Gminy Strzelin;PAWNUK Dorota Jadwiga;Komitet wyborczy wyborców;50.685010,16.951097 50.854509,17.199227;50.7697595,17.075162;R1;3;43;wyższe;6590;70.08;-1;Tak;17141;171;22178;129;gmw
021705;gm. Wiązów;Burmistrz Miasta i Gminy Wiązów;KROCHMALNY Jerzy Marek;Komitet wyborczy wyborców;50.713072,17.123479 50.877023,17.354658;50.7950475,17.2390685;R1;2;54;wyższe;2411;74.92;-1;Tak;14177;142;7296;51;gmw
021802;gm. Malczyce;Wójt Gminy Malczyce;FRANKOWSKI Piotr;Komitet wyborczy wyborców;51.111045,16.441842 51.231270,16.559819;51.1711575,16.5008305;R1;1;44;wyższe;1723;65.29;-1;Tak;5257;53;5997;114;gw
021803;gm. Miękinia;Wójt Gminy Miękinia;GRZEGORCZYN Jan Marian;Komitet wyborczy wyborców;51.092712,16.674937 51.261342,16.905080;51.177027,16.7900085;R1;2;61;wyższe;4882;72.62;-1;Tak;17948;179;15524;86;gw
021804;gm. Środa Śląska;Burmistrz Środy Śląskiej;RUCIŃSKI Adam Robert;Komitet wyborczy organizacji i stowarzyszeń;51.080644,16.460672 51.251417,16.713922;51.1660305,16.587297;R1;4;46;wyższe ekonomiczne;4320;50.03;-1;Tak;21596;216;19798;92;gmw
021901;m. Świdnica;Prezydent Miasta Świdnicy;MOSKAL-SŁANIEWSKA Beata Małgorzata;Komitet wyborczy wyborców;50.808023,16.455370 50.873211,16.529676;50.840617,16.492523;R1;3;52;wyższe;16275;69.86;-1;Tak;2176;22;57671;2650;gm
021903;gm. Dobromierz;Wójt Gminy Dobromierz;ULBIN Jerzy Tadeusz;Komitet wyborczy wyborców;50.871606,16.159403 51.018401,16.307029;50.9450035,16.233216;R1;2;54;wyższe;1360;59.73;-1;Tak;8593;86;5301;62;gw
021904;gm. Jaworzyna Śląska;Burmistrz Jaworzyny Śląskiej;GRZEGORZEWICZ Grzegorz Sławomir;Komitet wyborczy wyborców;50.856581,16.376061 50.957777,16.497881;50.907179,16.436971;R1;3;41;wyższe;2616;64.99;-1;Tak;6745;67;10344;153;gmw
021906;gm. Strzegom;Burmistrz Strzegomia;SUCHYTA Zbigniew Tadeusz;Komitet wyborczy wyborców;50.877668,16.249156 51.029723,16.484416;50.9536955,16.366786;R1;2;58;wyższe;8501;74.21;-1;Tak;14465;145;26102;180;gmw
021908;gm. Żarów;Burmistrz Miasta Żarów;MICHALAK Leszek Kazimierz;Komitet wyborczy wyborców;50.892129,16.423223 51.003248,16.630250;50.9476885,16.5267365;R1;2;54;wyższe;4003;81.03;-1;Tak;8784;88;12506;142;gmw
022001;gm. Oborniki Śląskie;Burmistrz Obornik Śląskich;POPRAWA Arkadiusz Marcin;Komitet wyborczy wyborców;51.196890,16.777447 51.361399,17.002819;51.2791445,16.890133;R1;2;48;Wyższe;6615;69.27;-1;Tak;15426;154;20105;130;gmw
022002;gm. Prusice;Burmistrz Miasta i Gminy Prusice;BANDROWICZ Igor Krystian;Komitet wyborczy wyborców;51.322335,16.768008 51.458039,17.059924;51.390187,16.913966;R1;1;40;Wyższe;3011;62.19;-1;Tak;15798;158;9363;59;gmw
022003;gm. Trzebnica;Burmistrz Gminy Trzebnica;DŁUGOZIMA Marek Aureli;Komitet wyborczy wyborców;51.239580,16.982979 51.469890,17.221312;51.354735,17.1021455;R1;2;54;wyższe prawnicze;6485;65.69;-1;Tak;19996;200;24179;121;gmw
022004;gm. Wisznia Mała;Wójt Gminy Wisznia Mała;BRONOWICKI Jakub Jan;Komitet wyborczy wyborców;51.162788,16.937513 51.287954,17.123357;51.225371,17.030435;R1;1;52;wyższe;2869;59.50;-1;Tak;10336;103;10198;99;gw
022005;gm. Zawonia;Wójt Gminy Zawonia;WERSTA Agnieszka Anna;Komitet wyborczy wyborców;51.266458,17.098293 51.398270,17.340647;51.332364,17.21947;R1;2;43;wyższe;1569;61.70;-1;Tak;11745;118;5921;50;gw
022006;gm. Żmigród;Burmistrz Gminy Żmigród;LEWANDOWSKI Robert Grzegorz;Komitet wyborczy wyborców;51.401718,16.759328 51.581017,17.110274;51.4913675,16.934801;R1;1;45;wyższe;4858;85.11%;850;Tak;29177;292;14729;50;gmw
022102;m. Jedlina-Zdrój;Burmistrz Miasta Jedlina-Zdrój;ORPEL Leszek Wojciech;Komitet wyborczy wyborców;50.702649,16.291725 50.745722,16.387390;50.7241855,16.3395575;R1;2;61;wyższe;1206;58.40;-1;Tak;1745;17;4887;280;gm
022104;gm. Czarny Bór;Wójt Gminy Czarny Bór;GÓRECKI Adam Roman;Komitet wyborczy wyborców;50.702818,16.067573 50.827489,16.207135;50.7651535,16.137354;R1;1;53;wyższe;1694;74.23;-1;Tak;6640;66;4858;73;gw
022105;gm. Głuszyca;Burmistrz Głuszycy;GŁÓD Roman;Komitet wyborczy wyborców;50.636541,16.270359 50.715852,16.457809;50.6761965,16.364084;R1;1;45;wyższe;2791;85.25;-1;Tak;6212;62;8708;140;gmw
022107;gm. Stare Bogaczowice;Wójt Gminy Stare Bogaczowice;LECH Mirosław Jan;Komitet wyborczy wyborców;50.771375,16.067670 50.887132,16.282821;50.8292535,16.1752455;R1;1;52;wyższe;1152;56.44;-1;Tak;8729;88;4269;49;gw
022108;gm. Walim;Wójt Gminy Walim;HAUSMAN Adam Ludwik;Komitet wyborczy wyborców;50.660253,16.327203 50.793250,16.492923;50.7267515,16.410063;R1;1;52;średnie;1763;77.26;-1;Tak;7914;79;5573;70;gw
022202;gm. Wińsko;Wójt Gminy Wińsko;KRYSOWATA-ZIELNICA Jolanta;Komitet wyborczy wyborców;51.373002,16.438416 51.517775,16.798129;51.4453885,16.6182725;R1;1;52;Wyższe;2035;50.37;-1;Tak;24946;250;8409;34;gw
022301;gm. Czernica;Wójt Gminy Czernica;CHLEBOSZ Włodzimierz Stanisław;Komitet wyborczy wyborców;51.014887,17.148522 51.117645,17.375983;51.066266,17.2622525;R1;1;51;wyższe;3785;54.84;-1;Tak;8363;84;14743;176;gw
022303;gm. Jordanów Śląski;Wójt Gminy Jordanów Śląski;FILIPCZAK Paweł;Komitet wyborczy wyborców;50.809662,16.773601 50.911454,16.922575;50.860558,16.848088;R1;1;43;wyższe magisterskie;1029;61.69;-1;Tak;5669;57;3154;56;gw
022305;gm. Kobierzyce;Wójt Gminy Kobierzyce;PACHOLIK Ryszard Michał;Komitet wyborczy wyborców;50.863868,16.838846 51.057730,17.034889;50.960799,16.9368675;R1;1;66;wyższe;6928;87.73%;969;Tak;14926;149;20437;137;gw
022306;gm. Mietków;Wójt Gminy Mietków;KOZAROWICZ Adam Piotr;Komitet wyborczy wyborców;50.915179,16.566093 51.021506,16.748311;50.9683425,16.657202;R1;1;59;wyższe;1184;71.89%;463;Tak;8338;83;3821;46;gw
022307;gm. Sobótka;Burmistrz Miasta i Gminy Sobótka;JAROSZ Mirosław Janusz;Komitet wyborczy wyborców;50.837109,16.671825 50.976006,16.860485;50.9065575,16.766155;R1;2;58;wyższe;3604;63.39;-1;Tak;13626;136;12835;94;gmw
022308;gm. Siechnice;Burmistrz Siechnic;UŠÁK Milan;Komitet wyborczy wyborców;50.981099,17.028716 51.083257,17.262298;51.032178,17.145507;R1;3;46;Wyższe;4899;50.67;-1;Tak;9871;99;21037;213;gmw
022309;gm. Żórawina;Wójt Gminy Żórawina;ŻUKOWSKI Jan;Komitet wyborczy wyborców;50.899999,16.936004 51.034821,17.162897;50.96741,17.0494505;R1;4;72;Średnie;2511;53.12;-1;Tak;12027;120;10583;88;gw
