woj;okr;komitet;nr;kandydat;wiek;skad;oswidczenie;uwagi
02;o1;BS;1;BOBOWIEC Michał Andrzej;47;Wrocław;;
02;o1;BS;2;ZDROJEWSKA Ewa Anna;39;Wisznia Mała;;
02;o1;BS;3;WRÓBLEWSKI Paweł Leszek;54;Wrocław;;
02;o1;BS;4;MACAŁA Henryk Jan;66;Wrocław;;
02;o1;BS;5;KACZMARZYK-JANCZAK Elżbieta Zofia;54;Gajków;;
02;o1;BS;6;CZAPIEWSKI Edward;72;Wrocław;;
02;o1;BS;7;RYLOKOWSKA-MACIĄŻEK Marta;37;Wrocław;;
02;o1;BS;8;RUSINOWSKA-KOLLEK Barbara Daniela;62;Wrocław;;
02;o1;BS;9;NOWAKOWSKI Michał Krzysztof;35;Wrocław;;
02;o1;BS;10;RZEWUSKA Ewa Maria;81;Wrocław;;
02;o1;PSL;1;SOCHA Jan;63;Wrocław;;
02;o1;PSL;2;BARTOSZEWICZ Urszula Agnieszka;37;Wrocław;;
02;o1;PSL;3;CHUDY Stanisław Grzegorz;56;Wrocław;;
02;o1;PSL;4;JAWORSKA Teresa Łucja;70;Wrocław;;
02;o1;PSL;5;LECH Dominika Maria;24;Wrocław;;
02;o1;PSL;6;RÓŻYCKI Dariusz Andrzej;50;Wrocław;;
02;o1;PSL;7;MAJKUT-POLAŃSKA Anna;41;Wrocław;;
02;o1;PSL;8;JĘCZMIEŃ Jacek;31;Wrocław;;
02;o1;PSL;9;KOŚCIUKIEWICZ Adam Zenon;33;Wrocław;;
02;o1;PSL;10;KŁYS Zbigniew Marian;65;Wrocław;;
02;o1;ZIELONI;1;RUSINEK Mariusz Jerzy;45;Wrocław;;
02;o1;ZIELONI;2;GAŁĘCKA Jadwiga;64;Wrocław;;
02;o1;ZIELONI;3;HAŁUSZCZAK Wojciech;67;Wrocław;;
02;o1;ZIELONI;4;PIOTROWSKA-MARCHEWA Monika Natalia;43;Wrocław;;
02;o1;ZIELONI;5;TRYCZYK Mirosław Andrzej;41;Wrocław;;
02;o1;ZIELONI;6;CZEKALSKA Katarzyna Agnieszka;39;Wrocław;;
02;o1;ZIELONI;7;SŁOBODZIAN Maciej Piotr;22;Wrocław;;
02;o1;ZIELONI;8;SZCZODROWSKA Sandra Anna;26;Wrocław;;
02;o1;ZIELONI;9;GAŁUSZEWSKA Małgorzata Izabela;60;Wrocław;;
02;o1;ZIELONI;10;KUBICKI Krzysztof Andrzej;40;Wrocław;;
02;o1;PO-N;1;ŁAPIŃSKI Marek;47;Trzebnica;;
02;o1;PO-N;2;PIASECKA Magdalena;37;Wrocław;;
02;o1;PO-N;3;ROMAN Grzegorz Czesław;59;Siechnice;;
02;o1;PO-N;4;WŁODARCZYK Monika;44;Wrocław;;
02;o1;PO-N;5;STASZEWSKI Waldemar Zbigniew;59;Wrocław;;
02;o1;PO-N;6;BALICKA Barbara Zofia;18;Wrocław;;
02;o1;PO-N;7;STANIÓW Katarzyna;67;Wrocław;;
02;o1;PO-N;8;RUSIN Anna Zofia;60;Wrocław;;
02;o1;PO-N;9;CYBULSKI Leszek;44;Wrocław;;
02;o1;PO-N;10;WOJTERA Marcin;25;Wrocław;;
02;o1;SLD-LR;1;SIKORA Arkadiusz;45;Oleśnica;;
02;o1;SLD-LR;2;MIZA Agnieszka Joanna;41;Wrocław;;
02;o1;SLD-LR;3;PERTEK Piotr Paweł;58;Wrocław;;
02;o1;SLD-LR;4;KLĄSKAŁA Andrzej;63;Wrocław;;
02;o1;SLD-LR;5;LANGE Grażyna Krystyna;67;Wrocław;;
02;o1;SLD-LR;6;UFNALSKA Wanda;67;Wrocław;;
02;o1;SLD-LR;7;TRELA Helena;63;Wrocław;;
02;o1;SLD-LR;8;SEREDYŃSKA-TARGOSZ Janina Wanda;62;Wrocław;;
02;o1;SLD-LR;9;KLARECKI Krzysztof Bronisław;65;Wrocław;;
02;o1;SLD-LR;10;MIROWSKI Dawid Jan;34;Wrocław;;
02;o1;RAZEM;1;DZIEMIANOWICZ-BĄK Agnieszka Ewa;34;Chwalisław;;
02;o1;RAZEM;2;AUGUSTYŃSKI Iwo Piotr;41;Wrocław;;
02;o1;RAZEM;3;LIS Zuzanna Elżbieta;25;Wrocław;;
02;o1;RAZEM;4;CHUDY Filip;25;Wrocław;;
02;o1;RAZEM;5;DĄBROWSKA Katarzyna;29;Wrocław;;
02;o1;RAZEM;6;SIECZKOWSKI Filip Krzysztof;33;Wrocław;;
02;o1;RAZEM;7;KRAJEWSKA Katarzyna Monika;37;Wrocław;;
02;o1;RAZEM;8;LA FONTAINE Matthew Aaron;38;Wrocław;;
02;o1;RAZEM;9;KRÓL Agnieszka;28;Wrocław;;
02;o1;RAZEM;10;BROKOS Michał Stanisław;31;Wrocław;;
02;o1;RN;1;ZAPOTOCZNY Stanisław Józef;49;Wrocław;;
02;o1;RN;2;TUDUJ Krzysztof;37;Prężyce;;
02;o1;RN;3;PREIS Adrian;30;Wrocław;;
02;o1;RN;4;MAJ Natalia Monika;31;Wrocław;;
02;o1;RN;5;LUDKOWSKI Piotr;34;Wrocław;;
02;o1;RN;6;WOŹNICA Emilia Bianka;29;Wrocław;;
02;o1;RN;7;BRZEZIŃSKA Katarzyna Maria;34;Smolec;;
02;o1;RN;8;SZNAJDER-TROSKA Grażyna Teresa;58;Wrocław;;
02;o1;RN;9;GWIS Marcin;35;Wrocław;;
02;o1;K15;1;CHARYTONIUK Gracjan;39;Wrocław;;
02;o1;K15;2;LITWIN Ewa Grażyna;58;Wilczyce;;
02;o1;K15;3;OLSZEWSKA Małgorzata;53;Wysoka;;
02;o1;K15;4;BOGDAŁ Konrad Bogdan;37;Siechnice;;
02;o1;K15;5;ZWIERZ Krystyna Wanda;63;Wrocław;;
02;o1;K15;6;TOMASZEWICZ Adriana Beata;34;Iwiny;;
02;o1;K15;7;CALIŃSKI Tadeusz;60;Wrocław;;
02;o1;K15;8;SIDERI Aleksandra Panajota;24;Wrocław;;
02;o1;K15;9;KLOCH Alicja;50;Dobrzykowice;;
02;o1;K15;10;GWARDYŃSKI Michał Sebastian;19;Wrocław;;
02;o1;WwS;1;PRZYSTAWA Paweł Marian;31;Wrocław;;
02;o1;WwS;2;MARKOWSKI Marcin Łukasz;37;Wrocław;;
02;o1;WwS;3;PASZKOWSKI Aleks Patryk;22;Wrocław;;
02;o1;WwS;4;RYNKOWSKI Adam Roman;38;Wrocław;;
02;o1;WwS;5;KACPERSKI Jacek;35;Wrocław;;
02;o1;WwS;6;NOWAKOWSKA Dorota Barbara;58;Wrocław;;
02;o1;WwS;7;KURZĘPA Adrianna Julita;25;Legnica;;
02;o1;WwS;8;GRZELAK Danuta Zofia;34;Wrocław;;
02;o1;WwS;9;MIKUŁA Jolanta;26;Wrocław;;
02;o1;WwS;10;MALICKI Jakub Edward;27;Wrocław;;
02;o1;PiS;1;JAROCH Andrzej Stanisław;70;Wrocław;;
02;o1;PiS;2;KRZYŻANOWSKI Marcin Rafał;39;Wrocław;;
02;o1;PiS;3;JÓŹWIAK Ireneusz Józef;67;Wrocław;;
02;o1;PiS;4;GŁOWACZ Władysława Barbara;57;Wrocław;;
02;o1;PiS;5;CALIŃSKA-MAYER Małgorzata Maria;66;Wrocław;;
02;o1;PiS;6;BURZYŃSKA Łucja Barbara;69;Wrocław;;
02;o1;PiS;7;DULSKA Irena;62;Wrocław;;
02;o1;PiS;8;MICHALSKI Łukasz Jan;40;Wrocław;;
02;o1;PiS;9;SCHILDHOFF Damian;31;Wrocław;;
02;o1;PiS;10;MOLENDA Małgorzata;37;Wrocław;;
02;o1;BS;1;BEDNARSKA-CHABOWSKA Dorota Iwona;57;Wrocław;;
02;o1;BS;2;RYBAK Mirosław Eugeniusz;58;Wrocław;;
02;o1;BS;3;MĄCZYŃSKA-ŻALIK Anna Maria;49;Wrocław;;
02;o1;BS;4;PALCEWICZ Mariola Beata;54;Wrocław;;
02;o1;BS;5;BRZEŹNY Jan;67;Wrocław;;
02;o1;BS;6;KOWALSKA-PANEK Ewa Maria;37;Wrocław;;
02;o1;BS;7;LEBIEDZIŃSKI Aleksander Edmund;68;Wrocław;;
02;o1;BS;8;SUKIENNIK Piotr;60;Wrocław;;
02;o1;BS;9;OLSZEWSKI Waldemar Piotr;54;Wrocław;;
02;o1;BS;1;HUSKOWSKI Stanisław Tadeusz;65;Wrocław;;
02;o1;BS;2;ZAWADA Adam Władysław;34;Wrocław;;
02;o1;BS;3;ZAWARTKO Maria Dorota;57;Wrocław;;
02;o1;BS;4;GAWROŃSKI Jacek Bolesław;57;Wrocław;;
02;o1;BS;5;ZEGAN Maciej Adam;43;Wrocław;;
02;o1;BS;6;LISIEWICZ-JAKUBASZKO Justyna Bogumiła;58;Wrocław;;
02;o1;BS;7;MŁODZIŃSKA Marcelina;29;Wrocław;;
02;o1;BS;8;KWIATKOWSKA-KORCZAK Janina;91;Wrocław;;
02;o1;BS;9;DROŻDŻYŃSKI Janusz;85;Wrocław;;
02;o1;BS;10;ŁOPATKA Mirosław Mieczysław;41;Wrocław;;
02;o2;BS;1;STASIAK Dariusz Paweł;56;Milicz;;
02;o2;BS;2;MARSZAŁEK Janusz;52;Oleśnica;;
02;o2;BS;3;ZAKRZEWSKI Paweł Józef;57;Kryniczno;;
02;o2;BS;4;HAŁADAJ Krystyna Jadwiga;61;Raszów;;
02;o2;BS;5;JANAS Jan Józef;62;Wołów;;
02;o2;BS;6;OSTROWSKA Edyta Kinga;45;Jeszkowice;;
02;o2;BS;7;ISKRA Piotr Paweł;44;Ligota;;
02;o2;BS;8;BARTULICA Agata Izabela;36;Strzelin;;
02;o2;BS;9;WIŻGAŁA Magdalena Maria;32;Piskorzów;;
02;o2;BS;10;ZDROJEWSKI Zbigniew Konstanty;38;Wisznia Mała;;
02;o2;PSL;1;BRONOWICKA Joanna Barbara;49;Jarząbkowice;;
02;o2;PSL;2;RÓŻYCKI Stanisław;72;Oleśnica;;
02;o2;PSL;3;KRZYSZTOFIK Jan Stefan;65;Pierstnica;;
02;o2;PSL;4;PUZIEWICZ-KARPIAK Magdalena;55;Wrocław;;
02;o2;PSL;5;KRÓLIK Robert Tadeusz;41;Wierzchowice;;
02;o2;PSL;6;BORKOWSKI Jarosław;38;Wołów;;
02;o2;PSL;7;MATYJA Anna;69;Mirków;;
02;o2;PSL;8;CIELEŃ Bożena Krystyna;60;Czeszów;;
02;o2;PSL;9;PILAWKA Elżbieta;61;Ślubów;;
02;o2;PSL;10;SOŁTYS Jacek Jan;56;Radwanice;;
02;o2;ZIELONI;1;KAMIŃSKA Irena;63;Wrocław;;
02;o2;ZIELONI;2;BOGDAŃSKI Maciej;39;Góra;;
02;o2;ZIELONI;3;SZYMAŃSKA Monika;65;Bukowina;;
02;o2;ZIELONI;4;KLICH Andrzej Józef;37;Chwałowice;;
02;o2;ZIELONI;5;JONDRO-IWAŃSKA Daria Agnieszka;46;Kiełczówek;;
02;o2;ZIELONI;6;TUZ Sebastian Jan;25;Kobierzyce;;
02;o2;ZIELONI;7;BOCIEK Agnieszka;26;Jamnik;;
02;o2;ZIELONI;8;RAKOWSKI Mariusz Kazimierz;52;Kąty Wrocławskie;;
02;o2;PO-N;1;BOCHNAK Wojciech Piotr;42;Kondratowice;;
02;o2;PO-N;2;MAJDZIK Marzena Joanna;59;Wojkowice;;
02;o2;PO-N;3;PAWŁOWICZ Beata Maria;58;Oława;;
02;o2;PO-N;4;SUŁKOWSKI Damian Janusz;39;Żmigród;;
02;o2;PO-N;5;SKORUPA Aleksander Marek;62;Brzeg Dolny;;
02;o2;PO-N;6;SKÓRZEWSKI Krzysztof Paweł;43;Bierutów;;
02;o2;PO-N;7;JAROŃ Lilla Urszula;55;Kiełczów;;
02;o2;PO-N;8;ŻMIEJEWSKI Zdzisław Michał;41;Góra;;
02;o2;PO-N;9;WALERYCH Lidia Maria;56;Środa Śląska;;
02;o2;PO-N;10;WÓJCIK Krystyna;47;Pełczyce;;
02;o2;SLD-LR;1;ELSNER Wincenty Aleksander;63;Wrocław;;
02;o2;SLD-LR;2;BANACH Maria Teresa;60;Groblice;;
02;o2;SLD-LR;3;FITEK Jerzy Andrzej;66;Radwanice;;
02;o2;SLD-LR;4;ŁOPATOWSKI Stanisław;69;Stanowice;;
02;o2;SLD-LR;5;HABIERSKA Bogumiła;59;Grabówka;;
02;o2;SLD-LR;6;MAJER Krzysztof Bolesław;66;Wrocław;;
02;o2;SLD-LR;7;SAJ-MAZUR Renata Sylwia;52;Brzeg Dolny;;
02;o2;SLD-LR;8;KUPCZAK Jan;63;Pierwoszów;;
02;o2;SLD-LR;9;KRYMOWSKA Julia Zofia;23;Jaksonów;;
02;o2;SLD-LR;10;MOŁOŃ Radosław Tomasz;45;Wrocław;;
02;o2;RAZEM;1;OWCZAREK Magdalena Luiza;27;Olszówka;;
02;o2;RAZEM;2;BIAŁEK Dawid Antoni;26;Gatka;;
02;o2;RAZEM;3;FILACZYŃSKA Joanna Barbara;53;Wrocław;;
02;o2;RAZEM;4;RATAJEK Krzysztof Jacek;50;Brzeg Dolny;;
02;o2;RAZEM;5;WARZYCHA Małgorzata Danuta;47;Siechnice;;
02;o2;RAZEM;6;KROK Kamil;18;Oleśnica;;
02;o2;RAZEM;7;CHŁÓDEK Agnieszka Barbara;42;Zabrodzie;;
02;o2;RAZEM;8;HUZAREWICZ Maciej;53;Wrocław;;
02;o2;RAZEM;9;KLUZ Piotr Paweł;47;Marcinkowice;;
02;o2;RN;1;ŻUREK Piotr Grzegorz;45;Wrocław;;
02;o2;RN;2;MAZURCZAK Łukasz Mikołaj;40;Krzeptów;;
02;o2;RN;3;BRZEZIŃSKA Olga Anna;37;Smolec;;
02;o2;RN;4;MARCZAK Dariusz Zbigniew;50;Księginice;;
02;o2;RN;5;GRUDZIŃSKI Michał Marcin;32;Klęka;;
02;o2;RN;6;TOMKIEWICZ Grzegorz;33;Brzeg Dolny;;
02;o2;RN;7;NOWAK Katarzyna;42;Wierzbna;;
02;o2;RN;8;WRÓBLEWSKA Ewa;43;Długołęka;;
02;o2;K15;1;DOMORADZKI Jerzy Paweł;65;Wrocław;;
02;o2;K15;2;KWIATKOWSKA Mariola Zofia;50;Międzybórz;;
02;o2;K15;3;KUBAS Waldemar;42;Olbrachtowice;;
02;o2;K15;4;MARCINKIEWICZ Aneta Izabela;44;Wrocław;;
02;o2;K15;5;GREGORCZYK Przemysław Andrzej;22;Międzybórz;;
02;o2;K15;6;JURECZKO Joanna Małgorzata;32;Oleśnica;;
02;o2;K15;7;TCHIR Jarosław Robert;51;Wiązów;;
02;o2;K15;8;FURMANEK Ewa Katarzyna;46;Świebodzice;;
02;o2;WwS;1;ZIELONKA Aleksander Adam;20;Milicz;;
02;o2;WwS;2;NOWAK Piotr Janusz;33;Wrocław;;
02;o2;WwS;3;CELEBAN Mateusz Franciszek;26;Wrocław;;
02;o2;WwS;4;KAWA Krzysztof Michał;27;Olbrachtowice;;
02;o2;WwS;5;ROMAN Bartosz;25;Maniów Mały;;
02;o2;WwS;6;SZLOSER Ewa;45;Ludów Polski;;
02;o2;WwS;7;PRZYSTAWA Kaja Anna;31;Wrocław;;
02;o2;WwS;8;ŁACNA Anna Sandra;31;Oborniki Śląskie;;
02;o2;WwS;9;GRZELAK Magdalena Irena;24;Wrocław;;
02;o2;WwS;10;GRZECHNIK Janusz Grzegorz;57;Bielawa;;
02;o2;PiS;1;MROZEK Damian Remigiusz;36;Wrocław;;
02;o2;PiS;2;CZARTORYSKI Tytus Henryk;73;Morzęcin Mały;;
02;o2;PiS;3;MICHALSKA Anna;37;Syców;;
02;o2;PiS;4;MUZYKA Artur Krzysztof;46;Wilczyce;;
02;o2;PiS;5;WOJCIECHOWICZ Arkadiusz Robert;46;Wrocław;;
02;o2;PiS;6;LISOWSKI Mirosław Stanisław;55;Żmigród;;
02;o2;PiS;7;SZCZEBAK Jolanta Bożena;59;Wrocław;;
02;o2;PiS;8;KOLIBEK Anna Urszula;42;Żuchlów;;
02;o2;PiS;9;BRADKE Joanna Maria;26;Wrocław;;
02;o2;PiS;10;MROZOWSKA Karolina Marta;28;Wrocław;;
02;o2;BS;1;CHMIELEWSKI Jarosław Marian;47;Wrocław;;
02;o2;BS;2;PADUREK Witold Andrzej;64;Gola Wielka;;
02;o2;BS;3;ADAM Monika;35;Strzelin;;
02;o2;BS;4;WINCIOREK Wojciech Eugeniusz;68;Wilczyn;;
02;o2;BS;5;FELIŃSKA Anna Magdalena;30;Chwałowice;;
02;o2;BS;6;SCHULD Barbara Irena;67;Wrocław;;
02;o2;BS;7;BILNIK-RÓŻYCKA Wanda Bogumiła;79;Wrocław;;
02;o2;BS;8;MIERZEJEWSKI Michał Paweł;85;Ligota Piękna;;
02;o2;BS;9;BŁAŻEWICZ Dorota Tatiana;48;Wrocław;;
02;o2;BS;1;LECH Ryszard;50;Milicz;;
02;o2;BS;2;ULMAN Genowefa;61;Wrocław;;
02;o2;BS;3;LARYŚ Marek Zenon;57;Syców;;
02;o2;BS;4;PSZONKA Tadeusz;53;Wysoka;;
02;o2;BS;5;NIEWIADOMSKA Agnieszka;40;Oława;;
02;o2;BS;6;BOCZAR Władysław;66;Brzeg Dolny;;
02;o2;BS;7;PODLEWSKA Marta Elżbieta;32;Sanie;;
02;o2;BS;8;MISIAK Piotr Paweł;38;Trzebnica;;
02;o2;BS;9;STARZONEK Katarzyna;43;Kryniczno;;
02;o2;BS;10;LASZKIEWICZ Krystyna Irena;59;Brzeg Dolny;;
02;o3;BS;1;WILD Patryk Edward;44;Srebrna Góra;;
02;o3;BS;2;KRĘCICHWOST Czesław Kazimierz;72;Kudowa Zdrój;;
02;o3;BS;3;GRĘDZIŃSKI Stanisław;73;Wałbrzych;;
02;o3;BS;4;DERENOWSKI Tadeusz Antoni;70;Józefówek;;
02;o3;BS;5;TUTKA Ewa Lucyna;54;Jaroszów;;
02;o3;BS;6;MICHAŃCIO Iwona Kornela;55;Wałbrzych;;
02;o3;BS;7;HAŁACZKIEWICZ Sebastian;26;Bielawa;;
02;o3;BS;8;SITEK-WARZECHA Ilona Elżbieta;49;Świdnica;;
02;o3;BS;9;GABRIEL Katarzyna Joanna;49;Kłodzko;;
02;o3;BS;10;GOLAK Julian Kazimierz;61;Nowa Ruda;;
02;o3;PSL;1;LUBIŃSKI Mirosław Aleksander;56;Michałkowa;;
02;o3;PSL;2;SZYMIEC-RACZYŃSKA Halina Jadwiga;69;Dzierżoniów;;
02;o3;PSL;3;NOWAK Ryszard Mieczysław;69;Ziębice;;
02;o3;PSL;4;WACŁAWIK Grażyna Maria;51;Bożków;;
02;o3;PSL;5;ZAJĄC Paulina;34;Świdnica;;
02;o3;PSL;6;BONIECKA Joanna Bogna;39;Lądek Zdrój;;
02;o3;PSL;7;WOŁYNIAK Przemysław Paweł;33;Wilkanów;;
02;o3;PSL;8;GRZYBOWSKI Tadeusz;71;Wałbrzych;;
02;o3;PSL;9;SKOTNICKI Wiktor Stanisław;67;Biernacice;;
02;o3;PSL;10;LONGAWA Stanisław Tadeusz;43;Szalejów Dolny;;
02;o3;ZIELONI;1;BEŚLERZEWSKA Małgorzata Urszula;37;Wałbrzych;;
02;o3;ZIELONI;2;SOŁTYSIK Janusz Tomasz;60;Karwiany;;
02;o3;ZIELONI;3;FANSELOW Mariola Irena;56;Wałbrzych;;
02;o3;ZIELONI;4;MAZURKIEWICZ Maciej;28;Wrocław;;
02;o3;ZIELONI;5;OSOJCA-KOZŁOWSKA Sylwia Irena;41;Świdnica;;
02;o3;PO-N;1;KRAWCZYK Iwona Małgorzata;53;Kamienna Góra;;
02;o3;PO-N;2;IWANCZ Jacek Julian;48;Świdnica;;
02;o3;PO-N;3;JURCEWICZ Stanisław;57;Piława Górna;;
02;o3;PO-N;4;RAMBACHER Mateusz;26;Wałbrzych;;
02;o3;PO-N;5;SZCZYGIEŁ Zbigniew;65;Marianówka;;
02;o3;PO-N;6;WASĄG Renata;54;Wałbrzych;;
02;o3;PO-N;7;MAZUREK Violetta Grażyna;54;Bagleniec;;
02;o3;PO-N;8;MARCELEWICZ Jacek Krzysztof;54;Kłodzko;;
02;o3;PO-N;9;SILARSKA Katarzyna Hanna;57;Złoty Stok;;
02;o3;PO-N;10;LUDWICZUK Roman Edward;61;Wałbrzych;;
02;o3;SLD-LR;1;DYDUCH Marek;61;Wrocław;;
02;o3;SLD-LR;2;SUŁAWA Jolanta Aleksandra;65;Świdnica;;
02;o3;SLD-LR;3;RATAJ Henryk;70;Świdnica;;
02;o3;SLD-LR;4;CHOJNACKA Cecylia Agnieszka;41;Kłodzko;;
02;o3;SLD-LR;5;GACH Bartosz Jerzy;38;Ziębice;;
02;o3;SLD-LR;6;KŁOSIŃSKA Alicja Zofia;64;Świebodzice;;
02;o3;SLD-LR;7;WOJCIESZAK Władysława;73;Szczawno - Zdrój;;
02;o3;SLD-LR;8;SMERECKI Marek Roman;65;Dzierżoniów;;
02;o3;SLD-LR;9;FUSZARA Anna Teresa;30;Ząbkowice Śląskie;;
02;o3;SLD-LR;10;SZEWCZYK Marek Jan;65;Wałbrzych;;
02;o3;RAZEM;1;STABROWSKA Anna Ewa;41;Wałbrzych;;
02;o3;RAZEM;2;PIEKAJ Patryk Kamil;28;Wałbrzych;;
02;o3;RAZEM;3;CHYLIŃSKA Dominika;41;Dzierżoniów;;
02;o3;RAZEM;4;CISOŃ Łukasz Stanisław;18;Świebodzice;;
02;o3;RAZEM;5;CHUĆ Renata;65;Wałbrzych;;
02;o3;RAZEM;6;ZBOROWSKI Tomasz Łukasz;36;Wałbrzych;;
02;o3;RAZEM;7;BIAŁEK Agnieszka Kamila;29;Bielawa;;
02;o3;RAZEM;8;LASKOŚ-GRABOWSKI Paweł Szymon;32;Wrocław;;
02;o3;RAZEM;9;KRAMARSKA Marta Marzena;24;Wrocław;;
02;o3;RAZEM;10;ZALEŃSKI Wiktor Piotr;22;Mrowiny;;
02;o3;RN;1;NOSKO Agnieszka;49;Dzierżoniów;;
02;o3;RN;2;MICHALIK Karol;20;Świdnica;;
02;o3;RN;3;ŁOSIAK Kamil Sebastian;21;Międzylesie;;
02;o3;RN;4;DOLATA-CYGAN Elżbieta Teresa;49;Nowa Ruda-Słupiec;;
02;o3;RN;5;FRONCZAK Monika Patrycja;32;Wałbrzych;;
02;o3;RN;6;HARAF Paweł Damian;21;Dzierżoniów;;
02;o3;RN;7;FERET Andrzej;32;Dzierżoniów;;
02;o3;RN;8;GÓRECKA-JANISZEWSKA Katarzyna;40;Międzylesie;;
02;o3;RN;9;SZACHNIEWICZ Przemysław Mateusz;33;Przystronie;;
02;o3;RN;10;KRYSTYNIAK Krzysztof Adam;52;Świdnica;;
02;o3;K15;1;PIOTROWSKI Jerzy Ryszard;66;Wałbrzych;;
02;o3;K15;2;WĄS Robert Wiesław;54;Wałbrzych;;
02;o3;K15;3;ZYCH Anna;41;Wałbrzych;;
02;o3;K15;4;ABERBACH Sławomir Adam;45;Wolibórz;;
02;o3;K15;5;KOWALCZYK Krystyna Jadwiga;63;Kłodzko;;
02;o3;K15;6;SALA Damian Andrzej;34;Głuszyca;;
02;o3;K15;7;PODWIŃSKA Anna Maria;51;Wałbrzych;;
02;o3;K15;8;BANASZAK Katarzyna Emilia;46;Wałbrzych;;
02;o3;K15;9;RYBAKIEWICZ Andrzej Aleksander;58;Wałbrzych;;
02;o3;WwS;1;POKRYWKA Jan Tadeusz;64;Kłodzko;;
02;o3;WwS;2;ŁAMBUCKI Roman;62;Stronie Śląskie;;
02;o3;WwS;3;DANIELAK Beata Krystyna;51;Wałbrzych;;
02;o3;WwS;4;KIN Adam Andrzej;52;Szalejów Dolny;;
02;o3;WwS;5;ROSIŃSKI Remigiusz Sławomir;43;Wałbrzych;;
02;o3;WwS;6;SUSŁOWSKA Krystyna Maria;66;Ząbkowice Śląskie;;
02;o3;WwS;7;BATORSKI Romuald Janusz;65;Kłodzko;;
02;o3;WwS;8;LEHEŃKA-DAS Danuta;61;Polanica- Zdrój;;
02;o3;WwS;9;SZMIGIEL Mariusz Adam;45;Wałbrzych;;
02;o3;WwS;10;KARBOWNIK Leonarda;71;Kłodzko;;
02;o3;PiS;1;ZIELIŃSKI Kamil Krzysztof;35;Wałbrzych;;
02;o3;PiS;2;DEC Jerzy Grzegorz;56;Bożków;;
02;o3;PiS;3;ŻOŁNIERUK Beata Izabela;48;Głuszyca Górna;;
02;o3;PiS;4;SZYDŁOWSKA Ewelina Agnieszka;26;Świebodzice;;
02;o3;PiS;5;SŁOBODZIŃSKI Edward Jan;69;Niemcza;;
02;o3;PiS;6;MACKO Grzegorz;26;Szczawno-Zdrój;;
02;o3;PiS;7;OSTREK Paweł Dominik;25;Dzierżoniów;;
02;o3;PiS;8;SZPYTMA Irena;54;Wrocław;;
02;o3;PiS;9;REJMAN-KULUS Monika;39;Głuszyca;;
02;o3;BS;1;KOCJAN-GÓRSKA Renata Ewelina;37;Kamieniec Ząbkowicki;;
02;o3;BS;2;PLACETY Mieczysław Michał;69;Jelenia Góra;;
02;o3;BS;3;NOWAK Magdalena Katarzyna;41;Doboszowice;;
02;o3;BS;4;JAGIEŁA Aleksandra Maria;21;Zwrócona;;
02;o3;BS;5;WIĘCEK Ryszard;64;Piława Górna;;
02;o3;BS;6;SWÓŁ Henryk;76;Wrocław;;
02;o3;BS;1;KRUCZKOWSKI Piotr Zygmunt;56;Wałbrzych;;
02;o3;BS;2;DUTKIEWICZ Mariusz;43;Szewce;;
02;o3;BS;3;KWIATKOWSKA Ewa Daniela;58;Wałbrzych;;
02;o3;BS;4;PAWŁOSEK Waldemar Wiesław;61;Kamieniec Ząbkowicki;;
02;o3;BS;5;PODGÓRSKA Małgorzata;51;Sokolec;;
02;o3;BS;6;SULIKOWSKA Natalia Weronika;25;Mościsko;;
02;o3;BS;7;ILCZYSZYN Marek Zbigniew;69;Polanica Zdrój;;
02;o3;BS;8;FALK Magdalena Karolina;33;Radków;;
02;o3;BS;9;WOLANIN Kinga Katarzyna;41;Jugowice;;
02;o4;BS;1;PRZYBYLSKI Cezary Adam;62;Raciborowice Górne;;
02;o4;BS;2;OBRĘBALSKI Marek Adam;60;Jelenia Góra;;
02;o4;BS;3;PIOTROWSKA Halina Gabriela;61;Trójca;;
02;o4;BS;4;FOREMNA Justyna Magdalena;40;Bolesławiec;;
02;o4;BS;5;TOBIASZ Aleksandra Marta;37;Bogatynia;;
02;o4;BS;6;KUŚWIK Bartosz Seweryn;37;Lubań;;
02;o4;BS;7;GRABAS Eugeniusz Tadeusz;57;Mirsk;;
02;o4;BS;8;GRZELAK Katarzyna Aneta;40;Sosnówka;;
02;o4;PSL;1;BAĆKO Sylwester Ryszard;57;Kamienna Góra;;
02;o4;PSL;2;KOCON Grzegorz;54;Bolesławiec;;
02;o4;PSL;3;RAK Zofia;64;Gryfów Śląski;;
02;o4;PSL;4;LANGER Mariola Bronisława;54;Staniszów;;
02;o4;PSL;5;DUMIN Joanna;57;Jelenia Góra;;
02;o4;PSL;6;GREB Robert Maciej;55;Zgorzelec;;
02;o4;PSL;7;KUBICKI Adam;57;Jelenia Góra;;
02;o4;PSL;8;DULNIK Jerzy Stanisław;68;Wrocław;;
02;o4;ZIELONI;1;BARTKOWIAK Włodzimierz;68;Osiecznica;;
02;o4;ZIELONI;2;KUZIO-PODRUCKA Stanisława Maria;41;Zgorzelec;;
02;o4;ZIELONI;3;MISZTAL Wiktor Piotr;24;Świecie;;
02;o4;ZIELONI;4;MASTALSKA Ewa Katarzyna;44;Wrocław;;
02;o4;ZIELONI;5;TRACZ Edward Władysław;71;Bolesławiec;;
02;o4;ZIELONI;6;SIEWIERSKA Danuta Halina;71;Jelenia Góra;;
02;o4;ZIELONI;7;URBAŃSKI Paweł;33;Żerkowice;;
