woj;okr;komitet;nr;kandydat;wiek;skad;oswidczenie;uwagi
26;o4;SLD-LR;3;HUSZNO Leszek Stanisław;61;Włoszczowa;;
26;o4;SLD-LR;4;MAZUREK Magdalena Anna;32;Pińczów;;
26;o4;SLD-LR;5;GOLOWSKA Ewelina Urszula;31;Mozgawa;;
26;o4;RAZEM;1;MADETKO-SŁOWIK Marzena Angelika;39;Kielce;;
26;o4;RAZEM;2;NOWALSKI Zdzisław Stefan;61;Biedrzykowice;;
26;o4;RAZEM;3;SZALIŃSKA-SKAWIŃSKA Małgorzata Alina;71;Morawica;;
26;o4;RAZEM;4;ŁOSIN Dariusz;35;Cedzyna;;
26;o4;RAZEM;5;ŁOJEK Mirosława;71;Kielce;;
26;o4;RN;1;SZAREK Sławomir Aleksander;61;Kielce;;
26;o4;RN;2;LITERACKI Maciej Dawid;30;Bebelno-Kolonia;;
26;o4;RN;3;MORGAŚ Małgorzata Sabina;62;Kielce;;
26;o4;RN;4;SADOWSKI Szymon;34;Nowa Słupia;;
26;o4;RN;5;KOZIEŁ Maria Izabela;55;Starachowice;;
26;o4;RN;6;STANECKI Damian;29;Jadowniki;;
26;o4;RN;7;KUSIAK Martyna Anna;24;Rogów;;
26;o4;RN;8;SZYMONEK Tomasz;33;Kielce;;
26;o4;RN;9;ZUBA Ewa Małgorzata;56;Skarżysko-Kamienna;;
26;o4;K15;1;JAROŃSKA Dorota Teresa;39;Raków;;
26;o4;K15;2;ŚWIĄTEK Damian;30;Oleśnica;;
26;o4;K15;3;KOPEĆ Maria Jolanta;58;Chycza;;
26;o4;K15;4;ŻMUDA Paweł;40;Siesławice;;
26;o4;K15;5;KORNECKA-CIELIBAŁA Aneta Janina;40;Sobków;;
26;o4;K15;6;KRZEMIŃSKA Lidia Maria;56;Pińczów;;
26;o4;K15;7;JANIKOWSKA Danuta Zofia;76;Pawłowice;;
26;o4;K15;8;STAŃCZYK Piotr;34;Mieronice;;
26;o4;K15;9;POLAK Karol Jan;20;Jędrzejów;;
26;o4;WwS;1;ŚRODA Michał;25;Włoszczowa;;
26;o4;WwS;2;ŚLIWA Mateusz Krzysztof;26;Sudół;;
26;o4;WwS;3;GACEK Aleksandra Kamila;20;Busko-Zdrój;;
26;o4;WwS;4;EKIERT Ariadna Kinga;30;Brody;;
26;o4;WwS;5;RĄCZKA Rafał Ryszard;30;Łęka;;
26;o4;WwS;6;MROZIK Karolina Marcelina;19;Jelcza Wielka;;
26;o4;WwS;7;TYRAŁA Krzysztof Jerzy;25;Jędrzejów;;
26;o4;PiS;1;BOGUSŁAWSKI Marek Paweł;60;Prząsław;;
26;o4;PiS;2;GAWIN Maciej;53;Busko-Zdrój;;
26;o4;PiS;3;KONARSKI Artur Marian;47;Jadwigów;;
26;o4;PiS;4;CEPIL Józef;58;Brzostków;;
26;o4;PiS;5;KWIECIEŃ-ZĄBEK Elżbieta Katarzyna;41;Busko-Zdrój;;
26;o4;PiS;6;KRZYPKOWSKA Janina;68;Pińczów;;
26;o4;PiS;7;CHRUST Katarzyna Adriana;43;Wola Tesserowa;;
26;o4;PiS;8;KONCEWICZ Agnieszka Małgorzata;27;Piaski;;
26;o4;PiS;9;PRZYBYSZEWSKI Hubert Wacław;36;Kazimierza Wielka;;
26;o4;BS;1;TRZEPATOWSKI Jerzy Edward;63;Wiślica;;
26;o4;BS;2;CHECHELSKI Przemysław;40;Korytnica;;
26;o4;BS;3;JANIGA-FOSTRIAK Joanna;33;Bełk;;
26;o4;BS;4;CEMPURA Piotr Konrad;29;Pińczów;;
26;o4;BS;5;PAWŁOWSKA Ewelina Barbara;33;Kielce;;
26;o4;BS;6;BIAŁY Łukasz Józef;34;Pińczów;;
26;o4;BS;7;KOBOS Paulina Lidia;33;Kielce;;
26;o4;BS;8;KOSTECKI Andrzej;44;Kielce;;
26;o4;BS;1;KRAWCZYK Kazimierz Ignacy;60;Brzozówka;;
26;o4;BS;2;MARCINKOWSKA Albina Anna;32;Kolonia Mrowina;;
26;o4;BS;3;KUPIS Ewelina;28;Kolonia Mrowina;;
26;o4;BS;4;MĄCZNIK Zbigniew Eugeniusz;69;Kuchary;;
26;o4;BS;5;KUCHARSKI Piotr;37;Boża Wola;;
28;o1;PSL;1;ŚLĄSKA-ZYŚK Wioletta;41;Olsztyn;;
28;o1;PSL;2;SZTER Marek Andrzej;62;Kaplityny;;
28;o1;PSL;3;LICZNERSKA Grażyna Zyta;64;Tomaszkowo;;
28;o1;PSL;4;LEJSZO Lidia Krystyna;66;Olsztyn;;
28;o1;PSL;5;MATCZYŃSKI Grzegorz Jan;59;Olsztyn;;
28;o1;PSL;6;GÓRSKA Agnieszka Izabela;43;Biskupiec;;
28;o1;PSL;7;FIJAŁKOWSKI Wojciech;70;Olsztyn;;
28;o1;PSL;8;MRÓZ Cezary Ireneusz;33;Olsztyn;;
28;o1;ZIELONI;1;MULARCZYK Anna;67;Olsztyn;;
28;o1;ZIELONI;2;MARZEWSKI Robert;49;Ełk;;
28;o1;ZIELONI;3;NIKOŃCZYK Agnieszka Zofia;46;Pluski;;
28;o1;ZIELONI;4;WÓJCIK Maciej Waldemar;62;Nowe Kawkowo;;
28;o1;ZIELONI;5;SOROKO Beata Wiesława;46;Olsztyn;;
28;o1;ZIELONI;6;CETLIŃSKI Marcin;37;Jegłownik;;
28;o1;ZIELONI;7;WAŚ Beata Katarzyna;42;Olsztyn;;
28;o1;PO-N;1;KUCHCIŃSKI Marcin Andrzej;41;Kieźliny;;
28;o1;PO-N;2;ASTRAMOWICZ-LEYK Teresa Ewa;52;Olsztyn;;
28;o1;PO-N;3;POLITEWICZ Tadeusz;71;Olsztyn;;
28;o1;PO-N;4;OFIERSKA Małgorzata Dorota;47;Swobodna;;
28;o1;PO-N;5;BORKOWSKI Kazimierz;57;Olsztynek;;
28;o1;PO-N;6;GROCHAL Joanna Agata;38;Olsztyn;;
28;o1;PO-N;7;WESOŁEK Grażyna;60;Ramsowo;;
28;o1;PO-N;8;GLINKA Adrian Mateusz;22;Olsztyn;;
28;o1;SLD-LR;1;KULASEK Marcin Robert;42;Olsztyn;;
28;o1;SLD-LR;2;NALAZEK Ireneusz Mariusz;57;Stawiguda;;
28;o1;SLD-LR;3;ASZKIEŁOWICZ Mieczysław;61;Jonkowo;;
28;o1;SLD-LR;4;OŁÓW Jolanta;62;Olsztyn;;
28;o1;SLD-LR;5;SMOLIS Leszek Karol;60;Biskupiec;;
28;o1;SLD-LR;6;BARANOWSKA Halina Teresa;57;Purda;;
28;o1;SLD-LR;7;WALOSZEK Bożena Janina;54;Olsztynek;;
28;o1;SLD-LR;8;LEWANDOWSKI Janusz Bogdan;63;Bogdany;;
28;o1;RAZEM;1;MATUSZEWSKA-BORUC Małgorzata Emilia;65;Olsztyn;;
28;o1;RAZEM;2;GRUCELA Bartosz;32;Olsztyn;;
28;o1;RAZEM;3;SZERSZENIEWICZ Agata;25;Olsztyn;;
28;o1;RAZEM;4;PRĄTKOWSKI Ryszard;66;Olsztyn;;
28;o1;RAZEM;5;CHMIELAK Elżbieta Jolanta;60;Olsztyn;;
28;o1;RAZEM;6;WIEWIÓRSKI Zbigniew;34;Lubomino;;
28;o1;RN;1;LISIECKI Piotr Cezary;46;Naglady;;
28;o1;RN;2;WYSOCKA Emilia Anna;28;Ełk;;
28;o1;RN;3;KOHLER Marcin Paweł;42;Mierki;;
28;o1;RN;4;GRUSZCZYŃSKI Wojciech Bartłomiej;46;Mierki;;
28;o1;RN;5;FIEDOROWICZ-SZATKOWSKA Elwira;32;Olsztyn;;
28;o1;RN;6;WOJCIECHOWSKA Katarzyna;25;Wójtowo;;
28;o1;RN;7;IDZIAK Joanna Katarzyna;23;Olsztyn;;
28;o1;K15;1;FALKOWSKI Henryk Tadeusz;53;Olsztyn;;
28;o1;K15;2;KOWALIK Magdalena;36;Olsztyn;;
28;o1;K15;3;PRUCNAL Zofia Michalina;28;Olsztyn;;
28;o1;K15;4;KOWALCZYK Eryk Patryk;32;Olsztyn;;
28;o1;K15;5;KICKI Dawid;28;Patryki;;
28;o1;K15;6;MACIEJEWSKA Adrianna;22;Giedajty;;
28;o1;K15;7;CAŁKA Dariusz Krzysztof;54;Gietrzwałd;;
28;o1;K15;8;URBANOWICZ Konrad;78;Olsztyn;;
28;o1;WwS;1;WYRĘBEK Andrzej Piotr;55;Dobre Miasto;;
28;o1;WwS;2;DĘBKOWSKI Cezary;32;Bukwałd;;
28;o1;WwS;3;DAŃCZUK Sławomir;60;Olsztyn;;
28;o1;WwS;4;WYSOCKA Kamila;42;Wierzbiny;;
28;o1;WwS;5;DĘBKOWSKA Agnieszka Anna;32;Olsztyn;;
28;o1;PiS;1;RUDNIK Dariusz Stanisław;60;Olsztyn;;
28;o1;PiS;2;SOKOŁOWSKI Marek;56;Olsztyn;;
28;o1;PiS;3;ULEWICZ Bożenna;65;Kaborno;;
28;o1;PiS;4;SUŚWIŁŁO Małgorzata;63;Giedajty;;
28;o1;PiS;5;OŚKO Edward;61;Olsztyn;;
28;o1;PiS;6;PLAWGO Tadeusz;54;Barczewo;;
28;o1;PiS;7;ROSZKO Beata Katarzyna;55;Olsztyn;;
28;o1;PiS;8;WŁOS Mieczysław;60;Olsztyn;;
28;o1;BS;1;FEDOROWICZ Krzysztof;37;Olsztyn;;
28;o1;BS;2;KULCZYK Joanna;37;Odmy;;
28;o1;BS;3;SZORDYKOWSKA Ewa;25;Olsztyn;;
28;o1;BS;4;PARYŻ-KOPYCIŃSKA Ewelina Izabela;37;Świętochowo;;
28;o1;BS;5;WOŹNIAK Łukasz;29;Olsztyn;;
28;o2;PSL;1;BRZEZIN Gustaw Marek;60;Ostróda;;
28;o2;PSL;2;ZIEJEWSKI Zbigniew;59;Szwarcenowo;;
28;o2;PSL;3;ŻELICHOWSKI Stanisław;74;Iłowo-Osada;;
28;o2;PSL;4;MARCHALEWSKA Monika Barbara;45;Kruszewnia;;
28;o2;PSL;5;DZIENISZEWSKI Andrzej;54;Iława;;
28;o2;PSL;6;CHARYTCZAK Agnieszka;44;Nipkowie;;
28;o2;PSL;7;WIŚNIEWSKI Andrzej Janusz;58;Lidzbark;;
28;o2;PSL;8;SZULC Jolanta Elżbieta;56;Nowe Miasto Lubawskie;;
28;o2;PO-N;1;HORDEJUK Bernadeta Justyna;53;Iława;;
28;o2;PO-N;2;GORCZYCA Stanisław Andrzej;60;Szafranki;;
28;o2;PO-N;3;KRÓLAK Katarzyna;47;Morąg;;
28;o2;PO-N;4;DEMBEK Ewa Barbara;58;Lipinki;;
28;o2;PO-N;5;GARBACZ Jakub Marcin;37;Działdowo;;
28;o2;PO-N;6;RASZKOWSKI Marcin;37;Lubawa;;
28;o2;PO-N;7;CZUCHAN Jerzy Mirosław;59;Rybno;;
28;o2;PO-N;8;ZAWODNIK Małgorzata Agnieszka;43;Lidzbark;;
28;o2;SLD-LR;1;ANTOCHOWSKI Jan Józef;65;Wałdowo;;
28;o2;SLD-LR;2;ZABIEŁŁO Justyna;35;Miłakowo;;
28;o2;SLD-LR;3;KORDECKI Tomasz;43;Działdowo;;
28;o2;SLD-LR;4;SZREDER Leszek Edward;32;Morąg;;
28;o2;SLD-LR;5;KARLSSON Elżbieta;74;Działdowo;;
28;o2;SLD-LR;6;KISICKI Patryk;22;Lubawa;;
28;o2;SLD-LR;7;KNIAŹ Ewa Danuta;60;Iława;;
28;o2;SLD-LR;8;MAŁECKI Kazimierz;68;Iława;;
28;o2;RAZEM;1;BARTKOWSKA Emilia;26;Olsztyn;;
28;o2;RAZEM;2;KULIGOWSKI Bogdan Paweł;62;Iława;;
28;o2;RAZEM;3;GULCZYŃSKA Katarzyna Krystyna;61;Olsztyn;;
28;o2;RAZEM;4;WACH Janusz;62;Olsztyn;;
28;o2;RAZEM;5;DRĄŻEWSKA Monika;31;Olsztyn;;
28;o2;RAZEM;6;BOBROWICZ Grzegorz Artur;43;Olsztyn;;
28;o2;RN;1;TULWIŃSKI Łukasz;30;Iława;;
28;o2;RN;2;ŁOŻYŃSKI Krystian Maciej;37;Mortęgi;;
28;o2;RN;3;SĘKOWSKA Magdalena;32;Iława;;
28;o2;RN;4;ZENOWICZ Marika;24;Lubawa;;
28;o2;RN;5;WIŚNIEWSKA Izabela Lidia;19;Iława;;
28;o2;RN;6;MACIEJEWSKI Przemysław;22;Iława;;
28;o2;RN;7;ZIELIŃSKI Dariusz;38;Fijewo;;
28;o2;K15;1;JASKÓŁOWSKI Paweł;32;Miłomłyn;;
28;o2;K15;2;HORBACZ Kamila;37;Gulbity;;
28;o2;K15;3;KONICZ Marcin;28;Jeglia;;
28;o2;K15;4;DZIKA Katarzyna;29;Liwa;;
28;o2;K15;5;KOŁAKOWSKI Przemysław;42;Ostróda;;
28;o2;K15;6;JASKÓŁOWSKA Joanna Maria;31;Miłomłyn;;
28;o2;PiS;1;KIEROZALSKI Grzegorz;57;Ostróda;;
28;o2;PiS;2;PALIŃSKA Magdalena Elżbieta;43;Łukta;;
28;o2;PiS;3;GONTARZ Robert;25;Tuczki;;
28;o2;PiS;4;GODZIŃSKI Damian Jan;39;Nowe Miasto Lubawskie;;
28;o2;PiS;5;HATAŁA Bohdan;57;Iława;;
28;o2;PiS;6;BARTKOWSKI Łukasz;37;Nawra;;
28;o2;PiS;7;RUDNICKA Aleksandra Helena;27;Nowe Miasto Lubawskie;;
28;o2;PiS;8;ROCHNOWSKA Renata Maria;69;Wawrowice;;
28;o3;BS;1;JAGIELSKA Paulina;21;Braniewo;;
28;o3;BS;2;CZYCZŁA Zdzisław;46;Lipowina;;
28;o3;BS;3;GERC Oliwia;19;Zgoda;;
28;o3;BS;4;ALEKSIEJEW Adrian Wojciech;29;Rudłowo;;
28;o3;BS;5;GERC Józef;66;Zgoda;;
28;o3;PSL;1;BOBEK Jan;60;Piórkowo;;
28;o3;PSL;2;ZABŁOCKI Wojciech;47;Krawczyki;;
28;o3;PSL;3;GORBACZEWSKI Mirosław Krzysztof;55;Elbląg;;
28;o3;PSL;4;STANKIEWICZ Iza;62;Elbląg;;
28;o3;PSL;5;OLEKSIAK Danuta;49;Wikrowo;;
28;o3;PSL;6;DZIADOSZ Robert Przemysław;44;Lidzbark Warmiński;;
28;o3;PSL;7;NISIEWICZ Ewa;42;Płonne;;
28;o3;PSL;8;MARTUL Bożena;60;Bartoszyce;;
28;o3;PSL;9;JASINA Stanisław Czesław;61;Elbląg;;
28;o3;PO-N;1;KLUGE Grażyna Teresa;64;Elbląg;;
28;o3;PO-N;2;KASPRZYCKA Maria Iwona;59;Elbląg;;
28;o3;PO-N;3;CHYL Marek;55;Lidzbark Warmiński;;
28;o3;PO-N;4;JANUSZ Ryszard;62;Elbląg;;
28;o3;PO-N;5;KRÓL Jadwiga;71;Elbląg;;
28;o3;PO-N;6;GODOWSKI Jan;65;Braniewo;;
28;o3;PO-N;7;DZIĘGO Aneta Ewa;46;Krasin;;
28;o3;PO-N;8;KASZA Elżbieta;65;Frombork;;
28;o3;PO-N;9;SYCZ Miron;58;Górowo Iławeckie;;
28;o3;SLD-LR;1;MAŃKUT Władysław;71;Elbląg;;
28;o3;SLD-LR;2;GNIADO Iwona;58;Elbląg;;
28;o3;SLD-LR;3;ZUBRYCKA Danuta Jadwiga;53;Bartoszyce;;
28;o3;SLD-LR;4;PIEKART Sylwia;40;Orneta;;
28;o3;SLD-LR;5;ŁĄCZYŃSKI Włodzimierz Józef;71;Braniewo;;
28;o3;SLD-LR;6;MACHEJEK Jerzy;58;Markusy;;
28;o3;SLD-LR;7;BIERYŃDO Agnieszka Elżbieta;42;Pieniężno;;
28;o3;SLD-LR;8;BACZEWSKI Bogdan;65;Stopki;;
28;o3;SLD-LR;9;ZIELONKA Andrzej Jan;47;Elbląg;;
28;o3;RAZEM;1;KOLIŃSKI Robert;41;Elbląg;;
28;o3;RAZEM;2;GAUDYŃSKA Jolanta Ewa;48;Pieniężno;;
28;o3;RAZEM;3;PALUCH Stanisław Grzegorz;51;Kieźliny;;
28;o3;RAZEM;4;KULESZO Sandra;31;Olsztyn;;
28;o3;RAZEM;5;LECYK Michał Tymoteusz;30;Elbląg;;
28;o3;RAZEM;6;SŁAWIŃSKA Agnieszka Maria;40;Olsztyn;;
28;o3;RN;1;ŻUKOWSKI Bogdan Artur;46;Borowiec;;
28;o3;RN;2;RUKSZTEŁŁO Mirela Katarzyna;26;Nowa Pasłęka;;
28;o3;RN;3;MIELNIK Kamila;24;Olsztyn;;
28;o3;RN;4;MAZUROWSKA Magdalena Joanna;41;Gietrzwałd;;
28;o3;RN;5;DRĘŻEK Mateusz;19;Rudka;;
28;o3;RN;6;KOZŁOWSKA Marta;28;Olsztyn;;
28;o3;RN;7;HORNICKI Krzysztof Roman;43;Braniewo;;
28;o3;K15;1;WOLAŃSKI Andrzej Piotr;50;Elbląg;;
28;o3;K15;2;PIĘTKA Janina Ewa;59;Lidzbark Warmiński;;
28;o3;K15;3;WÓJCIK Zygmunt;63;Elbląg;;
28;o3;K15;4;ORLIŃSKI Franciszek Bogusław;68;Pasłęk;;
28;o3;K15;5;KAPŁON Wiesława;59;Pasłęk;;
28;o3;K15;6;KRĘCKI Józef Bogdan;63;Elbląg;;
28;o3;K15;7;PARZONKO Marta Małgorzata;39;Elbląg;;
28;o3;PiS;1;KAZIMIERCZUK Marcin;42;Bartoszyce;;
28;o3;PiS;2;SZLIWIŃSKI Paweł;33;Pieniężno;;
28;o3;PiS;3;PAWLIK Jacek Roman;54;Kiwity;;
28;o3;PiS;4;ŚLIZ Krzysztof Jerzy;53;Elbląg;;
28;o3;PiS;5;HANKUS Katarzyna Anna;35;Elbląg;;
28;o3;PiS;6;KONIECKO Henryk;64;Pasłęk;;
28;o3;PiS;7;ANDRUSZKIEWICZ Jolanta Wiesława;56;Bartoszyce;;
28;o3;PiS;8;MODZELEWSKA-KOCHAN Katarzyna Beata;36;Braniewo;;
28;o3;PiS;9;JACEK Julia Joanna;20;Stępień;;
28;o3;BS;1;KOPYCIŃSKI Grzegorz Adam;38;Świętochowo;;
28;o3;BS;2;FEDOROWICZ Hanna;37;Olsztyn;;
28;o3;BS;3;SZORDYKOWSKI Adam;29;Olsztyn;;
28;o3;BS;4;KARPIŃSKA-CHOCZAJ Bożena;46;Rogity;;
28;o3;BS;5;WYSOCKA Elżbieta Małgorzata;71;Giławy;;
28;o3;BS;6;SIENKIEWICZ Zdzisław Jan;58;Braniewo;;
28;o4;PSL;1;ADAMCZYK Edward Jan;70;Olecko;;
28;o4;PSL;2;RACZYŃSKI Kazimierz;59;Mazurowo;;
28;o4;PSL;3;SZAŁKO Agnieszka;42;Węgorzewo;;
28;o4;PSL;4;MARKOWSKA Joanna;47;Ełk;;
28;o4;PSL;5;STANKIEWICZ Aneta Jolanta;48;Banie Mazurskie;;
28;o4;PSL;6;MRÓZ Katarzyna;44;Olecko;;
28;o4;PSL;7;LOTEK Eugeniusz;65;Kętrzyn;;
28;o4;PO-N;1;HOMZA Zbigniew Mirosław;53;Kętrzyn;;
28;o4;PO-N;2;SŁOMA Jarosław Marek;58;Suczki;;
28;o4;PO-N;3;KOCH Eugeniusz Kazimierz;71;Kętrzyn;;
28;o4;PO-N;4;URBANOWICZ Emilia;59;Olecko;;
28;o4;PO-N;5;KAŁĘBASIAK Urszula Bożena;63;Pozezdrze;;
28;o4;PO-N;6;BARAN Anna Natalia;51;Kętrzyn;;
28;o4;PO-N;7;ORZECHOWSKI Andrzej;55;Ełk;;
28;o4;SLD-LR;1;IWIŃSKI Tadeusz;73;Wajsznory;;
28;o4;SLD-LR;2;CZEPUŁKOWSKI Jerzy Mieczysław;66;Ełk;;
28;o4;SLD-LR;3;HAWRUS Alicja;58;Ełk;;
28;o4;SLD-LR;4;CHOMONTOWSKA Joanna;46;Kętrzyn;;
28;o4;SLD-LR;5;PIENIAK Mariusz Piotr;44;Zawidy;;
28;o4;SLD-LR;6;STRENKOWSKA Małgorzata Karolina;38;Gołdap;;
28;o4;SLD-LR;7;MIERZWA Sławomir Robert;54;Szczytno;;
28;o4;RAZEM;1;MARKOŃ Grzegorz Ryszard;25;Ełk;;
28;o4;RAZEM;2;KWIECIŃSKA Kamila Elżbieta;59;Olsztyn;;
28;o4;RAZEM;3;JĘDRZEJEWSKI Edward;53;Olsztyn;;
28;o4;RAZEM;4;JASEWICZ Maria Violetta;54;Olsztyn;;
28;o4;RAZEM;5;GAUDYŃSKI Włodzimierz;50;Pieniężno;;
28;o4;RAZEM;6;KOSTUSIAK Katarzyna Barbara;37;Olsztyn;;
28;o4;RAZEM;7;RUTKOWSKI Bartłomiej;41;Talki;;
28;o4;RN;1;WYSOCKI Kacper Jan;19;Ełk;;
28;o4;RN;2;BUKOWSKI Dawid;29;Ełk;;
28;o4;RN;3;BŁAŻEJAK-GRABOWSKA Justyna;29;Pietrasze;;
28;o4;RN;4;ŻUKOWSKA Elżbieta Małgorzata;43;Borowiec;;
28;o4;RN;5;WASILEWSKI Tomasz;31;Ełk;;
28;o4;RN;6;MRÓWCZYŃSKI Artur;41;Siedliska;;
28;o4;RN;7;GALICKA Ewa;34;Ełk;;
28;o4;K15;1;ZUBRYCKA-WERNEROWSKA Magda;39;Węgorzewo;;
28;o4;K15;2;SUS Karol Wojciech;30;Połom;;
28;o4;K15;3;LORENC Krzysztof Adam;51;Ełk;;
28;o4;K15;4;CICHOMSKA Marzena;37;Kętrzyn;;
28;o4;K15;5;BUCZYŃSKI Bartosz;21;Gołdap;;
28;o4;K15;6;SKOWROŃSKA Ewa Lucyna;59;Olecko;;
28;o4;K15;7;ROSZIG Agnieszka;46;Koczarki;;
28;o4;PiS;1;CZEMIEL Paweł;35;Ełk;;
28;o4;PiS;2;OŁYŃSKI Waldemar;43;Giżycko;;
28;o4;PiS;3;PIĄTKOWSKA Martyna Paula;22;Gołdap;;
28;o4;PiS;4;FABCZAK Jan;62;Judziki;;
28;o4;PiS;5;SUCHOCKA Agnieszka Jolanta;35;Olecko;;
28;o4;PiS;6;PROKOP Grzegorz Waldemar;58;Kętrzyn;;
28;o4;PiS;7;GIENIECZKO Joanna;30;Nowa Wieś Mała;;
28;o5;PSL;1;JASKULSKA Sylwia Monika;41;Dąbrowa;;
28;o5;PSL;2;CHODAKOWSKI Ryszard Wojciech;61;Gajewo;;
28;o5;PSL;3;EIDTNER Alicja;54;Turówko;;
28;o5;PSL;4;KROPIWNICKA Iwona;37;Kozłowo;;
28;o5;PSL;5;GRYCIUK Leszek Marek;58;Wygryny;;
28;o5;PSL;6;PIWOWARCZYK Marcin Marian;62;Mrągowo;;
28;o5;PSL;7;PŁYWACZ Emilia;33;Orzysz;;
28;o5;PSL;8;KRZYŚKÓW Adam;58;Kolonia;;
28;o5;PO-N;1;PIOTROWSKA Jolanta;57;Giżycko;;
28;o5;PO-N;2;SOBIECH Katarzyna;37;Pisz;;
28;o5;PO-N;3;KLINK Waldemar Ryszard;63;Łupstych;;
28;o5;PO-N;4;CHMIELIŃSKI Igor;31;Szczytno;;
28;o5;PO-N;5;GROCHAL Antoni Stefan;71;Tatary;;
28;o5;PO-N;6;DĄBROWSKA Kazimiera;74;Mikołajki;;
28;o5;PO-N;7;KOWALEWSKA Danuta;50;Ruciane-Nida;;
28;o5;PO-N;8;OSIECKI Julian;71;Mrągowo;;
28;o5;SLD-LR;1;KOBYLIŃSKA Lucyna;62;Pasym;;
28;o5;SLD-LR;2;MALISZEWSKI Krzysztof;65;Załuski;;
28;o5;SLD-LR;3;PYSZNA Malwina Maria;33;Mrągowo;;
28;o5;SLD-LR;4;BONISŁAWSKI Adam;60;Giżycko;;
28;o5;SLD-LR;5;NADOLNA Janina;75;Ruciane-Nida;;
28;o5;SLD-LR;6;DYLAK Grzegorz Mirosław;44;Mrągowo;;
28;o5;SLD-LR;7;LORENZ Anna;29;Sąpłaty;;
28;o5;SLD-LR;8;MAKOWIECKI Stanisław;70;Szczytno;;
28;o5;RAZEM;1;RUTKOWSKA Magdalena;25;Rozogi;;
28;o5;RAZEM;2;GULCZYŃSKI Marcin;37;Olsztyn;;
28;o5;RAZEM;3;JUŃCZYK Michał;40;Mrągowo;;
28;o5;RAZEM;4;DĄBROWSKA Olga;30;Olsztyn;;
28;o5;RAZEM;5;DAMULEWICZ Jakub;18;Gutkowo;;
28;o5;RAZEM;6;MROCZYŃSKA Monika Magdalena;29;Ostróda;;
28;o5;RN;1;ZIELIŃSKA Justyna;24;Szczytno;;
28;o5;RN;2;SADKOWSKI Arkadiusz Mateusz;22;Ełk;;
28;o5;RN;3;NOSOWICZ Adam;23;Pasym;;
28;o5;RN;4;BUKOWSKA Barbara;21;Ełk;;
28;o5;RN;5;EJDYS Kamil;31;Płozy;;
28;o5;RN;6;WIECZOREK Patrycja;19;Tylkowo;;
28;o5;RN;7;KULIK Jarosław Piotr;45;Olsztyn;;
28;o5;RN;8;MARKOWSKA Katarzyna Agnieszka;44;Olsztyn;;
28;o5;K15;1;NIEDŹWIECKI Piotr;36;Mrągowo;;
28;o5;K15;2;PIETRZYK Dawid Michał;43;Giżycko;;
28;o5;K15;3;WASIŁOWSKI Jakub;20;Nidzica;;
28;o5;K15;4;WROŃSKI Walter Eugeniusz;53;Szczytno;;
28;o5;K15;5;KOSIBA Beata Ewa;46;Nidzica;;
28;o5;K15;6;FALKOWSKA Izabela;52;Olsztyn;;
28;o5;K15;7;OPALACH Natalia;24;Szymany;;
28;o5;K15;8;NOWACKA Teresa;53;Mrągowo;;
28;o5;PiS;1;KOZŁOWSKI Patryk;39;Nidzica;;
28;o5;PiS;2;ŻUCHOWSKI Henryk;64;Szczytno;;
28;o5;PiS;3;DOMIAN Marcin;30;Piersławek;;
28;o5;PiS;4;KRYSIUK Bożenna Halina;58;Wydminy;;
28;o5;PiS;5;SZKARADZIŃSKI Mateusz;24;Pisz;;
28;o5;PiS;6;ROMATOWSKA Marta;29;Kruklanki;;
28;o5;PiS;7;GĄSKA Anna;35;Szczytno;;
28;o5;PiS;8;DŁUGOZIMA Janusz Józef;44;Pisz;;
30;o1;BS;1;USAREK Włodzimierz Czesław;55;Miączynek;;
30;o1;BS;2;NOWODWORSKA Zbigniewa Anna;67;Poznań;;
30;o1;BS;3;CESAR Krzysztof Stanisław;67;Poznań;;
30;o1;BS;4;FRANKIEWICZ Anna Maria;22;Poznań;;
30;o1;BS;5;DUSZYŃSKI Mieczysław Marian;71;Poznań;;
30;o1;PSL;1;KRAKOWIAK Julia Maria;35;Wojnowice;;
30;o1;PSL;2;KACZMAREK Andrzej;58;Poznań;;
30;o1;PSL;3;TOMCZAK Przemysław Marek;39;Cerekwica;;
30;o1;PSL;4;WŁODARCZYK Martyna Maria;23;Poznań;;
30;o1;PSL;5;KLIMEK Rafał;47;Lipka;;
30;o1;PSL;6;WYSOCKA-BABST Ewelina Magdalena;40;Poznań;;
30;o1;PSL;7;BEER Marek;65;Poznań;;
30;o1;ZIELONI;1;JANICKA Izabela Anna;55;Poznań;;
30;o1;ZIELONI;2;KNIOŁA Tomasz Stanisław;39;Poznań;;
30;o1;ZIELONI;3;KONDRATOWICZ Magdalena;53;Poznań;;
30;o1;ZIELONI;4;MONDRY Marek Ireneusz;40;Poznań;;
30;o1;ZIELONI;5;NOWACKA Katarzyna Maria;58;Poznań;;
30;o1;ZIELONI;6;DERA Wojciech Leon;60;Poznań;;
30;o1;PO-N;1;WOŹNIAK Marek;58;Suchy Las;;
30;o1;PO-N;2;SOKOŁOWSKA Tatiana Marta;52;Poznań;;
30;o1;PO-N;3;STOCHNIAŁEK Paulina;42;Swarzędz;;
30;o1;PO-N;4;ANASTASOW Aldona Ewa;65;Poznań;;
30;o1;PO-N;5;TOMASZKIEWICZ Adrian;44;Poznań;;
30;o1;PO-N;6;KACZMAREK Filip Andrzej;51;Poznań;;
