teryt;exteryt;bb;center;razem;rok
020404;3;51.485407,16.586026 51.648567,16.828717;51.566987,16.7073715;3;2018
120609;2;49.898521,19.828911 49.981972,19.945143;49.9402465,19.887027;3;2018
141505;2;53.159054,21.272663 53.340928,21.660139;53.249991,21.466401;3;2018
241104;2;49.915678,18.174066 50.052162,18.351732;49.98392,18.262899;2;2018
261003;2;50.934586,20.710341 51.053973,20.854923;50.9942795,20.782632;2;2018
200601;1;53.366348,21.880391 53.437320,21.991886;53.401834,21.9361385;1;2018
280701;1;53.563696,19.508257 53.628305,19.610691;53.5960005,19.559474;4;2018
060110;2;51.918600,22.617522 52.117769,22.928717;52.0181845,22.7731195;2;2018
260418;2;50.894345,20.315514 50.990548,20.523458;50.9424465,20.419486;5;2018
301502;3;52.379134,16.009377 52.514204,16.358889;52.446669,16.184133;3;2018
141705;2;51.994990,21.399886 52.123242,21.580083;52.059116,21.4899845;3;2018
221507;2;54.480107,17.998676 54.642417,18.195754;54.561262,18.097215;1;2018
120614;3;49.905329,19.912697 49.974028,20.007147;49.9396785,19.959922;2;2018
041507;2;52.893577,18.710069 53.060769,18.961008;52.977173,18.8355385;1;2018
102001;1;51.936634,19.666679 51.987382,19.761669;51.962008,19.714174;5;2018
101508;2;51.839950,20.051516 52.028193,20.294028;51.9340715,20.172772;3;2018
142802;2;52.275031,20.216847 52.391198,20.423953;52.3331145,20.3204;2;2018
040304;3;53.202257,17.687345 53.443253,18.083789;53.322755,17.885567;3;2018
221502;1;54.531998,18.338665 54.606407,18.431164;54.5692025,18.3849145;5;2018
160701;3;50.251621,17.232262 50.411405,17.504836;50.331513,17.368549;4;2018
141901;2;52.587988,19.683620 52.735294,19.934431;52.661641,19.8090255;2;2018
140207;2;52.851321,20.632620 52.998637,20.850799;52.924979,20.7417095;1;2018
141211;2;52.115213,21.469963 52.236599,21.694453;52.175906,21.582208;2;2018
140703;2;51.417252,21.715616 51.536123,21.873987;51.4766875,21.7948015;3;2018
180706;2;49.652422,21.799662 49.699694,21.857920;49.676058,21.828791;2;2018
060405;2;50.550079,23.745166 50.719412,24.090876;50.6347455,23.918021;3;2018
066401;1;50.692416,23.190239 50.750380,23.306795;50.721398,23.248517;4;2018
121303;3;50.046435,19.211859 50.134193,19.291908;50.090314,19.2518835;2;2018
061903;2;51.347802,23.272086 51.498483,23.574996;51.4231425,23.423541;2;2018
101509;2;51.826764,19.875823 51.893485,20.045714;51.8601245,19.9607685;2;2018
080104;2;52.759025,15.067061 52.905105,15.446457;52.832065,15.256759;1;2018
181806;2;50.584605,21.857101 50.702704,22.044371;50.6436545,21.950736;1;2018
280501;1;53.790145,22.313014 53.857709,22.407002;53.823927,22.360008;3;2018
181203;2;50.303100,21.966753 50.416155,22.274453;50.3596275,22.120603;4;2018
060311;3;51.149973,23.037501 51.262488,23.318564;51.2062305,23.1780325;1;2018
181004;2;49.966814,22.122684 50.097381,22.383799;50.0320975,22.2532415;2;2018
121009;2;49.464765,20.356067 49.621067,20.567958;49.542916,20.4620125;2;2018
241706;2;49.628158,19.001091 49.707118,19.159048;49.667638,19.0800695;4;2018
020806;3;50.194995,16.436487 50.379552,16.837567;50.2872735,16.637027;3;2018
180501;1;49.710437,21.401780 49.783583,21.541602;49.74701,21.471691;2;2018
240104;2;50.368395,18.957606 50.456500,19.103989;50.4124475,19.0307975;2;2018
200506;2;52.602313,23.414170 52.845011,23.718903;52.723662,23.5665365;3;2018
201204;2;54.172401,22.558967 54.298164,22.825901;54.2352825,22.692434;2;2018
140805;2;52.410219,20.758925 52.490224,21.004706;52.4502215,20.8818155;2;2018
281702;2;53.621702,20.830876 53.791240,21.179847;53.706471,21.0053615;3;2018
241709;2;49.506870,18.967350 49.628158,19.180963;49.567514,19.0741565;2;2018
201006;2;52.473485,23.002030 52.592768,23.314991;52.5331265,23.1585105;3;2018
241509;2;49.946580,18.495846 50.014509,18.611749;49.9805445,18.5537975;2;2018
041405;2;53.441428,18.111080 53.588916,18.292136;53.515172,18.201608;5;2018
181207;3;50.421121,22.200007 50.574148,22.407514;50.4976345,22.3037605;2;2018
226301;1;54.422783,16.951207 54.498406,17.105086;54.4605945,17.0281465;5;2018
142403;2;52.534232,20.967615 52.677955,21.140068;52.6060935,21.0538415;2;2018
240415;2;50.843005,19.175249 50.918331,19.284054;50.880668,19.2296515;4;2018
080304;2;52.401186,15.645575 52.567918,15.898168;52.484552,15.7718715;4;2018
303003;3;52.269661,17.346785 52.418775,17.504461;52.344218,17.425623;2;2018
101709;3;51.158191,18.427565 51.286698,18.726639;51.2224445,18.577102;7;2018
220403;2;54.213326,18.388021 54.336522,18.588471;54.274924,18.488246;3;2018
181202;2;50.518485,22.196459 50.625124,22.426114;50.5718045,22.3112865;2;2018
143703;2;53.036734,19.634240 53.213158,19.974189;53.124946,19.8042145;2;2018
300706;2;51.791669,18.291126 51.890932,18.481647;51.8413005,18.3863865;2;2018
260903;2;50.591001,21.349218 50.711555,21.550480;50.651278,21.449849;4;2018
321705;2;53.126589,16.214202 53.459881,16.714467;53.293235,16.4643345;1;2018
301104;3;51.916853,16.713160 52.069860,17.009682;51.9933565,16.861421;2;2018
021403;2;51.223487,17.238237 51.373284,17.446074;51.2983855,17.3421555;1;2018
300309;3;52.507691,17.715708 52.656933,17.991559;52.582312,17.8536335;4;2018
141503;2;52.895836,21.617097 53.008976,21.960430;52.952406,21.7887635;4;2018
040107;2;52.818268,18.754104 52.883336,18.886011;52.850802,18.8200575;4;2018
321203;3;52.970260,14.872638 53.098682,15.067139;53.034471,14.9698885;2;2018
160403;2;50.796834,18.092351 50.965553,18.360116;50.8811935,18.2262335;2;2018
081203;3;51.731555,16.162455 51.901855,16.416840;51.816705,16.2896475;5;2018
060914;2;51.234680,22.584211 51.326757,22.784508;51.2807185,22.6843595;5;2018
060119;2;51.994611,23.284737 52.134211,23.514893;52.064411,23.399815;3;2018
181404;2;49.872367,22.232347 49.958436,22.380302;49.9154015,22.3063245;1;2018
241205;2;49.996529,18.523195 50.061203,18.615632;50.028866,18.5694135;3;2018
301001;3;52.191313,18.008673 52.295795,18.203160;52.243554,18.1059165;3;2018
200101;1;53.805099,22.866640 53.884927,23.153197;53.845013,23.0099185;5;2018
080806;3;52.191808,15.711160 52.320482,15.881414;52.256145,15.796287;1;2018
221311;2;53.674896,18.509279 53.775404,18.734718;53.72515,18.6219985;2;2018
101301;1;51.731809,20.205329 51.784755,20.304748;51.758282,20.2550385;4;2018
300801;2;51.185134,17.894610 51.283418,18.105248;51.234276,17.999929;2;2018
221104;3;54.752226,18.195013 54.835789,18.528480;54.7940075,18.3617465;2;2018
120608;2;50.107885,19.920656 50.197199,20.063093;50.152542,19.9918745;2;2018
080902;2;51.885797,15.737082 52.030859,15.933578;51.958328,15.83533;3;2018
140801;1;52.384834,20.898604 52.424962,20.980025;52.404898,20.9393145;4;2018
140609;2;51.847751,20.641011 51.958447,20.833307;51.903099,20.737159;2;2018
061306;2;51.560733,22.669342 51.687089,22.847647;51.623911,22.7584945;4;2018
121904;3;49.971312,20.114818 50.100195,20.369964;50.0357535,20.242391;2;2018
100107;2;51.235675,19.042266 51.405216,19.206920;51.3204455,19.124593;4;2018
142610;2;52.215148,22.197657 52.317455,22.380404;52.2663015,22.2890305;5;2018
301707;2;51.523077,17.906579 51.683632,18.188337;51.6033545,18.047458;3;2018
120807;2;50.346518,20.125560 50.426614,20.339248;50.386566,20.232404;2;2018
181302;2;49.732558,22.294739 49.890843,22.470628;49.8117005,22.3826835;5;2018
021602;2;51.572744,15.815812 51.673356,15.972089;51.62305,15.8939505;3;2018
061204;2;51.080047,21.783226 51.224868,21.928387;51.1524575,21.8558065;3;2018
281704;3;53.572517,20.688004 53.719045,20.921999;53.645781,20.8050015;2;2018
101411;3;51.351662,18.499978 51.478895,18.738829;51.4152785,18.6194035;5;2018
061403;2;51.274703,21.783044 51.384561,21.984871;51.329632,21.8839575;2;2018
280403;2;54.040393,19.217284 54.156550,19.381223;54.0984715,19.2992535;1;2018
300302;3;52.379080,17.381781 52.497766,17.606187;52.438423,17.493984;1;2018
160801;3;50.616501,18.313220 50.806552,18.581910;50.7115265,18.447565;2;2018
143604;2;51.292944,21.351596 51.371807,21.543730;51.3323755,21.447663;3;2018
100502;2;52.019216,19.512742 52.144939,19.769984;52.0820775,19.641363;2;2018
320305;2;53.365697,15.987466 53.510169,16.371090;53.437933,16.179278;2;2018
140312;2;51.612046,21.647228 51.769598,21.903329;51.690822,21.7752785;2;2018
160605;2;51.067087,17.544747 51.190520,17.740582;51.1288035,17.6426645;2;2018
261204;3;50.438890,21.277220 50.592435,21.517814;50.5156625,21.397517;3;2018
140307;2;51.617562,21.410332 51.786848,21.673663;51.702205,21.5419975;2;2018
040406;2;53.281347,18.450439 53.397862,18.728137;53.3396045,18.589288;1;2018
100203;2;52.269367,19.030149 52.347929,19.145088;52.308648,19.0876185;3;2018
081103;2;51.654528,14.649871 51.881686,14.917290;51.768107,14.7835805;2;2018
061605;2;51.560393,21.615543 51.660307,21.866990;51.61035,21.7412665;1;2018
241712;2;49.694205,19.333310 49.775265,19.446033;49.734735,19.3896715;2;2018
200802;2;53.319621,22.927326 53.466316,23.132528;53.3929685,23.029927;4;2018
320206;3;53.184137,15.451204 53.343908,15.698425;53.2640225,15.5748145;3;2018
321305;2;54.412555,16.472608 54.569555,16.841120;54.491055,16.656864;2;2018
302402;2;52.373753,16.297812 52.518719,16.600481;52.446236,16.4491465;3;2018
140707;2;51.502186,21.627970 51.569712,21.833455;51.535949,21.7307125;3;2018
300604;3;51.984132,17.469279 52.145542,17.723557;52.064837,17.596418;2;2018
241707;2;49.709530,19.241453 49.780108,19.369169;49.744819,19.305311;2;2018
161103;3;50.618545,18.260807 50.704463,18.468143;50.661504,18.364475;3;2018
060210;2;50.287146,22.854103 50.380295,23.141339;50.3337205,22.997721;1;2018
200402;2;53.465148,22.322677 53.698960,22.738192;53.582054,22.5304345;2;2018
020401;3;51.567122,16.408875 51.788011,16.685001;51.6775665,16.546938;3;2018
200507;3;52.531342,23.174813 52.659185,23.505734;52.5952635,23.3402735;2;2018
261105;3;50.993974,20.902973 51.108739,21.103241;51.0513565,21.003107;2;2018
180411;2;50.021910,22.640708 50.212929,22.953671;50.1174195,22.7971895;2;2018
320104;3;53.808066,16.058665 54.042618,16.456955;53.925342,16.25781;3;2018
041801;1;52.516878,19.128072 52.547914,19.162058;52.532396,19.145065;2;2018
022406;3;50.463291,16.910828 50.700906,17.164896;50.5820985,17.037862;3;2018
300906;3;52.195401,18.772784 52.341112,18.992181;52.2682565,18.8824825;6;2018
240903;2;50.602086,19.402638 50.690564,19.629140;50.646325,19.515889;5;2018
221510;2;54.489964,18.071421 54.699681,18.405032;54.5948225,18.2382265;2;2018
061205;3;51.045998,21.868675 51.198206,22.109411;51.122102,21.989043;2;2018
121905;3;49.905967,19.962879 50.045644,20.156807;49.9758055,20.059843;3;2018
200106;2;53.773041,23.063453 53.959472,23.553631;53.8662565,23.308542;1;2018
021101;1;51.358967,16.129634 51.439867,16.258249;51.399417,16.1939415;6;2018
141501;2;53.095944,21.146855 53.287339,21.382364;53.1916415,21.2646095;2;2018
181802;2;50.361518,21.851936 50.528068,22.086581;50.444793,21.9692585;3;2018
280205;3;54.162470,19.998384 54.343026,20.393591;54.252748,20.1959875;2;2018
100902;2;51.179546,18.858209 51.289436,19.045639;51.234491,18.951924;3;2018
021903;2;50.871606,16.159403 51.018401,16.307029;50.9450035,16.233216;2;2018
301805;2;51.455327,18.153936 51.547382,18.342896;51.5013545,18.248416;3;2018
320901;2;54.134741,15.791973 54.258684,16.136812;54.1967125,15.9643925;4;2018
201403;2;53.038636,22.282201 53.203370,22.594009;53.121003,22.438105;6;2018
021005;3;51.017904,15.300778 51.101213,15.417518;51.0595585,15.359148;1;2018
142607;2;52.209946,22.491392 52.332834,22.730048;52.27139,22.61072;2;2018
061705;2;51.087450,22.899395 51.197981,23.068911;51.1427155,22.984153;5;2018
141303;2;53.041661,20.115015 53.155774,20.356650;53.0987175,20.2358325;2;2018
120605;2;50.106468,20.026910 50.206408,20.204161;50.156438,20.1155355;2;2018
302505;2;52.099119,17.091183 52.226479,17.279671;52.162799,17.185427;2;2018
266101;1;50.793298,20.510522 50.915082,20.720364;50.85419,20.615443;7;2018
120904;2;49.727409,19.799206 49.811301,20.052520;49.769355,19.925863;2;2018
140209;2;52.699365,20.598356 52.833966,20.840656;52.7666655,20.719506;3;2018
303108;2;53.238541,16.865959 53.510279,17.265773;53.37441,17.065866;1;2018
081007;3;51.445674,15.476992 51.694339,15.714032;51.5700065,15.595512;5;2018
020505;2;50.943981,16.021512 51.052305,16.240363;50.998143,16.1309375;3;2018
260504;2;50.992090,20.155768 51.135228,20.384847;51.063659,20.2703075;3;2018
220801;1;54.512132,17.709750 54.559037,17.805627;54.5355845,17.7576885;5;2018
200307;2;52.674542,22.611474 52.758694,22.803951;52.716618,22.7077125;2;2018
142806;2;52.176373,20.016777 52.289295,20.176879;52.232834,20.096828;3;2018
240608;2;50.785247,18.615201 50.928977,18.787749;50.857112,18.701475;1;2018
143307;2;52.582915,21.709690 52.702971,22.002684;52.642943,21.856187;3;2018
181305;2;49.721089,22.418133 49.849104,22.606907;49.7850965,22.51252;2;2018
121406;2;50.219322,20.126201 50.305051,20.281586;50.2621865,20.2038935;3;2018
320906;3;53.984184,16.411768 54.242032,16.812649;54.113108,16.6122085;2;2018
141002;3;52.152280,22.632576 52.283170,22.845332;52.217725,22.738954;2;2018
060803;2;51.500737,22.393475 51.634008,22.581881;51.5673725,22.487678;4;2018
140706;2;51.683156,21.246952 51.861673,21.446902;51.7724145,21.346927;5;2018
141305;2;52.840744,20.138198 53.013012,20.457587;52.926878,20.2978925;1;2018
142307;2;51.394021,20.515734 51.492859,20.675895;51.44344,20.5958145;5;2018
320501;2;53.910258,15.262880 54.040834,15.466359;53.975546,15.3646195;3;2018
181005;2;49.926495,22.210742 50.052379,22.354129;49.989437,22.2824355;3;2018
220109;2;54.086230,16.916492 54.318846,17.216261;54.202538,17.0663765;2;2018
142704;2;52.847259,19.649999 52.973846,19.885369;52.9105525,19.767684;2;2018
021905;2;50.816950,16.529100 50.939377,16.701697;50.8781635,16.6153985;3;2018
041503;2;52.830455,18.831192 53.005852,19.094329;52.9181535,18.9627605;3;2018
200208;2;52.849896,22.707689 52.965941,22.940117;52.9079185,22.823903;2;2018
101007;2;51.107001,19.815918 51.266280,19.923937;51.1866405,19.8699275;1;2018
041905;2;52.601664,17.545707 52.807957,17.815452;52.7048105,17.6805795;4;2018
102003;1;51.821485,19.331378 51.889710,19.456697;51.8555975,19.3940375;5;2018
060211;2;50.343615,22.402945 50.465696,22.623200;50.4046555,22.5130725;3;2018
120203;3;49.788645,20.575777 49.897850,20.736200;49.8432475,20.6559885;3;2018
260406;2;50.814196,20.702914 50.907702,20.904859;50.860949,20.8038865;4;2018
241404;2;50.017056,19.030557 50.091396,19.165309;50.054226,19.097933;2;2018
080704;3;52.341568,14.969338 52.532195,15.450605;52.4368815,15.2099715;3;2018
143302;2;52.209517,21.833903 52.347490,22.076785;52.2785035,21.955344;2;2018
061001;2;51.237490,23.035693 51.382031,23.269203;51.3097605,23.152448;4;2018
181403;2;49.997856,22.341283 50.053885,22.468395;50.0258705,22.404839;2;2018
142707;2;52.728031,19.757861 52.909386,20.000995;52.8187085,19.879428;3;2018
201003;2;52.503065,22.799861 52.644703,23.021177;52.573884,22.910519;3;2018
320306;3;53.418461,15.821107 53.651395,16.161010;53.534928,15.9910585;4;2018
180408;2;49.887339,22.749727 50.005875,23.153840;49.946607,22.9517835;4;2018
300504;3;52.057930,16.063730 52.253244,16.397295;52.155587,16.2305125;2;2018
101503;2;51.850022,19.982373 51.942224,20.106386;51.896123,20.0443795;2;2018
022001;3;51.196890,16.777447 51.361399,17.002819;51.2791445,16.890133;2;2018
061411;2;51.441947,21.949128 51.575866,22.191256;51.5089065,22.070192;2;2018
300904;3;52.060927,18.682422 52.166278,18.949772;52.1136025,18.816097;2;2018
321411;3;53.233386,15.187631 53.333131,15.499671;53.2832585,15.343651;2;2018
246901;1;50.131004,18.891874 50.297572,19.124424;50.214288,19.008149;7;2018
241703;2;49.682557,19.247851 49.742661,19.354772;49.712609,19.3013115;4;2018
121305;2;49.915512,19.217145 49.975021,19.357597;49.9452665,19.287371;1;2018
142807;2;52.149434,20.156360 52.282554,20.373582;52.215994,20.264971;2;2018
080403;2;51.902618,15.843435 52.039448,16.011745;51.971033,15.92759;5;2018
260405;3;50.705591,20.655117 50.852441,20.980093;50.779016,20.817605;2;2018
121505;2;49.585459,19.716058 49.725039,19.912117;49.655249,19.8140875;4;2018
160501;3;50.436385,17.944992 50.562256,18.118010;50.4993205,18.031501;2;2018
101103;3;51.810812,18.736758 51.963409,19.066391;51.8871105,18.9015745;2;2018
080703;2;52.507158,14.647312 52.622271,14.965402;52.5647145,14.806357;4;2018
240206;2;49.744151,18.906345 49.809415,18.976639;49.776783,18.941492;1;2018
142201;1;52.988588,20.844065 53.048421,20.925972;53.0185045,20.8850185;7;2018
140502;1;52.089154,20.700211 52.133340,20.793682;52.111247,20.7469465;2;2018
220701;1;53.684791,18.901515 53.756126,18.989053;53.7204585,18.945284;3;2018
061004;2;51.174026,22.843180 51.278290,23.071093;51.226158,22.9571365;4;2018
120613;2;50.217414,19.673048 50.299703,19.834351;50.2585585,19.7536995;1;2018
302006;3;51.788922,17.667782 51.965901,17.945393;51.8774115,17.8065875;5;2018
120710;2;49.544215,20.036732 49.650952,20.180022;49.5975835,20.108377;4;2018
022404;2;50.527475,16.579423 50.667663,16.773707;50.597569,16.676565;2;2018
081106;3;51.740148,14.851649 51.893732,15.106396;51.81694,14.9790225;2;2018
081003;2;51.642743,15.288391 51.781668,15.519365;51.7122055,15.403878;2;2018
146201;1;52.473744,19.624148 52.597087,19.805857;52.5354155,19.7150025;4;2018
040604;3;53.332036,18.810292 53.430745,19.062373;53.3813905,18.9363325;3;2018
300307;2;52.608580,17.427686 52.738948,17.647700;52.673764,17.537693;2;2018
020605;2;50.834695,15.833763 50.950241,15.961978;50.892468,15.8978705;2;2018
140203;3;52.730179,20.211943 52.867878,20.487033;52.7990285,20.349488;2;2018
100702;3;51.396691,20.318049 51.509786,20.534005;51.4532385,20.426027;4;2018
221302;1;53.782495,18.496124 53.806221,18.536187;53.794358,18.5161555;2;2018
220607;2;54.070573,18.090270 54.198953,18.333040;54.134763,18.211655;2;2018
041406;3;53.556861,18.560531 53.703985,18.788971;53.630423,18.674751;1;2018
241307;2;50.412136,18.877315 50.482236,18.997428;50.447186,18.9373715;4;2018
240805;2;50.081915,18.831003 50.151918,18.955852;50.1169165,18.8934275;3;2018
260107;2;50.476540,20.895311 50.566333,21.115698;50.5214365,21.0055045;3;2018
040402;2;53.260126,18.318035 53.431220,18.650798;53.345673,18.4844165;1;2018
302602;3;51.925012,16.976610 52.050797,17.188619;51.9879045,17.0826145;4;2018
302305;2;52.365535,17.850402 52.487489,18.051769;52.426512,17.9510855;3;2018
040204;2;53.263118,19.471626 53.344606,19.729744;53.303862,19.600685;3;2018
121010;2;49.679333,20.525872 49.796343,20.721242;49.737838,20.623557;4;2018
061407;2;51.332327,22.211982 51.431235,22.308247;51.381781,22.2601145;6;2018
201205;2;53.922691,22.670404 54.061081,22.913426;53.991886,22.791915;2;2018
301703;3;51.491147,17.554601 51.652248,17.781158;51.5716975,17.6678795;2;2018
160302;2;50.220359,18.176145 50.340290,18.427836;50.2803245,18.3019905;1;2018
261201;2;50.599685,21.140501 50.704921,21.417436;50.652303,21.2789685;4;2018
240108;1;50.257642,19.280837 50.325928,19.414298;50.291785,19.3475675;3;2018
181105;2;50.223112,21.346384 50.368587,21.610774;50.2958495,21.478579;2;2018
180710;2;49.346266,21.731596 49.489473,21.972477;49.4178695,21.8520365;3;2018
281205;2;53.378318,19.444568 53.544615,19.729253;53.4614665,19.5869105;1;2018
