razem;teryt;rok
5;086101;2010
5;141002;2010
5;100305;2010
5;181607;2010
5;061803;2010
5;022105;2010
5;161002;2010
5;022308;2010
5;100607;2010
5;120101;2010
5;226401;2010
5;200804;2010
5;142404;2010
5;281005;2010
5;186301;2010
5;102101;2010
5;220204;2010
5;143005;2010
5;040701;2010
5;120501;2010
5;240103;2010
5;280801;2010
5;120701;2010
5;060408;2010
5;320404;2010
5;141503;2010
5;220102;2010
5;221402;2010
5;040107;2010
5;301502;2010
5;141303;2010
5;301010;2010
5;086201;2010
5;100210;2010
5;300402;2010
5;301304;2010
5;303102;2010
5;141507;2010
5;181105;2010
5;060607;2010
5;061307;2010
5;286101;2010
5;301602;2010
5;143001;2010
5;181801;2010
5;261207;2010
5;261101;2010
5;101411;2010
5;260303;2010
5;300309;2010
5;261306;2010
5;126201;2010
5;121205;2010
5;326101;2010
5;080101;2010
5;320203;2010
5;143505;2010
5;060307;2010
4;102104;2010
4;061504;2010
4;320603;2010
4;021804;2010
4;240410;2010
4;060701;2010
4;142201;2010
4;061901;2010
4;280902;2010
4;021003;2010
4;143403;2010
4;240413;2010
4;022504;2010
4;101408;2010
4;321304;2010
4;301904;2010
4;121112;2010
4;240405;2010
4;220107;2010
4;201402;2010
4;061407;2010
4;180406;2010
4;140502;2010
4;301601;2010
4;281507;2010
4;180708;2010
4;141204;2010
4;061902;2010
4;240408;2010
4;040705;2010
4;320103;2010
4;281801;2010
4;281306;2010
4;060609;2010
4;180202;2010
4;021205;2010
4;140204;2010
4;320303;2010
4;040709;2010
4;300908;2010
4;221304;2010
4;020401;2010
4;160202;2010
4;100701;2010
4;060802;2010
4;141703;2010
4;181805;2010
4;061207;2010
4;280605;2010
4;142511;2010
4;101710;2010
4;101807;2010
4;060402;2010
4;140104;2010
4;121616;2010
4;303001;2010
4;301504;2010
4;260202;2010
4;303104;2010
4;241609;2010
4;101204;2010
4;280608;2010
4;060710;2010
4;301901;2010
4;200304;2010
4;260606;2010
4;020803;2010
4;240402;2010
4;141108;2010
4;181614;2010
4;300207;2010
4;240308;2010
4;180804;2010
4;181905;2010
4;302006;2010
4;121613;2010
4;302104;2010
4;281406;2010
4;186401;2010
4;140202;2010
4;241305;2010
4;041004;2010
4;321401;2010
4;121405;2010
4;141214;2010
4;200404;2010
4;221307;2010
4;101404;2010
4;062011;2010
4;100304;2010
4;180903;2010
4;247801;2010
4;041202;2010
4;261004;2010
4;141306;2010
4;041804;2010
4;141401;2010
4;040805;2010
4;142701;2010
4;021504;2010
4;260416;2010
4;220306;2010
4;141304;2010
4;321205;2010
4;321704;2010
4;260905;2010
4;061406;2010
4;320602;2010
4;240801;2010
4;141301;2010
4;302707;2010
4;100907;2010
4;302804;2010
4;040603;2010
4;040105;2010
4;240401;2010
4;081203;2010
4;061003;2010
4;280105;2010
4;060310;2010
4;021502;2010
4;141110;2010
4;142101;2010
4;020502;2010
4;021902;2010
4;320607;2010
4;281604;2010
4;260607;2010
4;261305;2010
4;101007;2010
4;180506;2010
4;060214;2010
4;303108;2010
4;260404;2010
4;261104;2010
4;142806;2010
4;140805;2010
4;060611;2010
4;060403;2010
4;280306;2010
4;100706;2010
4;181006;2010
4;220108;2010
4;320801;2010
4;200508;2010
4;121612;2010
4;220901;2010
4;140601;2010
4;060506;2010
4;141704;2010
4;160908;2010
4;121806;2010
4;041809;2010
4;142008;2010
4;302302;2010
4;041402;2010
4;061303;2010
4;200502;2010
4;301807;2010
4;320508;2010
4;247401;2010
4;080205;2010
4;120712;2010
4;241101;2010
4;021704;2010
4;220608;2010
4;240204;2010
4;142407;2010
4;100211;2010
4;060706;2010
4;320501;2010
4;020906;2010
4;281001;2010
4;143706;2010
4;100205;2010
4;080303;2010
4;240108;2010
4;022503;2010
4;143409;2010
4;080704;2010
4;100403;2010
4;142308;2010
4;041409;2010
4;101406;2010
4;061002;2010
4;143411;2010
4;062009;2010
4;300904;2010
4;021802;2010
4;066101;2010
4;062014;2010
4;200301;2010
4;126301;2010
4;142005;2010
4;021501;2010
4;260406;2010
4;301008;2010
4;141707;2010
4;260106;2010
4;260906;2010
4;180507;2010
4;302201;2010
4;142104;2010
4;120304;2010
4;220801;2010
4;101207;2010
4;220605;2010
4;240201;2010
4;120303;2010
4;281902;2010
4;040304;2010
4;060312;2010
4;080203;2010
4;246101;2010
4;320306;2010
4;020102;2010
4;241711;2010
4;120602;2010
4;180906;2010
4;120302;2010
4;041102;2010
4;221502;2010
4;100611;2010
4;022203;2010
4;320908;2010
4;181406;2010
4;020802;2010
4;260608;2010
4;320702;2010
4;060807;2010
4;182002;2010
4;201201;2010
4;181806;2010
4;200509;2010
4;061001;2010
4;022406;2010
4;040704;2010
4;260208;2010
4;080105;2010
4;221105;2010
4;040807;2010
4;061405;2010
4;200202;2010
4;121002;2010
4;241606;2010
4;241502;2010
4;102102;2010
4;142307;2010
4;320907;2010
4;200805;2010
4;143306;2010
4;241701;2010
4;061005;2010
4;102007;2010
4;061403;2010
4;201106;2010
4;141208;2010
4;221003;2010
4;061109;2010
4;022103;2010
4;280505;2010
4;303107;2010
4;060916;2010
4;026201;2010
4;120709;2010
4;142703;2010
4;061404;2010
4;280903;2010
4;142706;2010
4;101701;2010
4;261204;2010
4;241005;2010
4;302703;2010
4;301005;2010
4;301701;2010
4;301201;2010
4;142002;2010
4;260413;2010
4;302407;2010
4;101407;2010
4;046301;2010
4;061205;2010
4;142504;2010
4;061105;2010
4;080906;2010
4;300711;2010
4;060803;2010
4;060903;2010
4;141107;2010
4;180605;2010
4;281802;2010
4;142603;2010
4;061401;2010
4;120703;2010
4;100105;2010
4;221603;2010
4;160501;2010
4;181005;2010
4;206301;2010
4;301505;2010
4;260907;2010
4;020804;2010
4;320301;2010
4;140504;2010
4;121509;2010
4;301404;2010
4;260502;2010
4;142905;2010
4;101402;2010
4;321406;2010
4;220803;2010
4;302116;2010
4;241306;2010
4;062006;2010
4;121302;2010
4;061604;2010
4;140603;2010
4;220302;2010
4;260803;2010
4;302113;2010
4;120603;2010
4;180402;2010
4;141211;2010
4;200704;2010
4;021904;2010
4;041204;2010
4;061203;2010
4;121403;2010
4;101802;2010
4;200401;2010
4;220903;2010
4;081008;2010
4;280503;2010
4;281201;2010
4;142611;2010
4;041808;2010
4;241509;2010
4;022404;2010
4;143004;2010
4;160302;2010
4;200405;2010
4;022506;2010
4;181503;2010
4;120604;2010
4;160104;2010
4;201101;2010
4;221510;2010
4;101506;2010
4;241709;2010
4;141907;2010
4;281703;2010
4;101503;2010
4;020301;2010
4;280707;2010
4;022401;2010
4;320608;2010
4;300911;2010
4;160901;2010
4;021102;2010
4;321404;2010
4;281601;2010
4;121014;2010
4;100408;2010
4;181205;2010
4;160912;2010
4;141604;2010
4;226201;2010
4;101211;2010
4;260301;2010
4;143206;2010
4;260801;2010
4;281405;2010
4;246901;2010
4;102001;2010
4;060704;2010
4;180306;2010
4;143303;2010
4;201203;2010
4;060314;2010
4;080401;2010
4;240903;2010
4;160708;2010
4;020702;2010
4;120611;2010
4;040501;2010
4;281004;2010
4;240601;2010
4;142103;2010
4;201209;2010
4;200212;2010
4;160505;2010
4;140102;2010
4;140402;2010
4;100406;2010
4;020103;2010
4;280701;2010
4;121308;2010
4;280702;2010
4;241401;2010
4;201109;2010
4;142609;2010
4;161105;2010
4;120403;2010
4;060106;2010
4;200406;2010
4;260704;2010
4;180805;2010
4;143703;2010
4;020808;2010
4;021001;2010
4;300907;2010
4;302110;2010
4;281204;2010
4;181307;2010
4;121103;2010
4;240902;2010
4;060111;2010
4;280802;2010
4;240708;2010
4;320704;2010
4;141904;2010
4;240208;2010
4;321410;2010
4;200211;2010
4;143503;2010
4;181202;2010
4;321501;2010
4;241703;2010
4;060914;2010
4;260408;2010
4;220601;2010
3;300905;2010
3;201105;2010
3;321504;2010
3;060407;2010
3;181610;2010
3;140106;2010
3;281205;2010
3;302101;2010
3;160503;2010
3;040103;2010
3;040708;2010
3;260409;2010
3;280901;2010
3;181302;2010
3;080801;2010
3;142610;2010
3;121005;2010
3;060207;2010
3;121307;2010
3;180410;2010
3;181705;2010
3;121306;2010
3;200604;2010
3;041810;2010
3;180706;2010
3;040210;2010
3;062012;2010
3;321602;2010
3;140306;2010
3;021905;2010
3;020504;2010
3;182003;2010
3;182103;2010
3;021204;2010
3;141005;2010
3;301603;2010
3;301007;2010
3;101209;2010
3;180707;2010
3;321601;2010
3;241303;2010
3;041901;2010
3;040102;2010
3;181110;2010
3;321805;2010
3;020104;2010
3;061502;2010
3;060708;2010
3;241604;2010
3;021004;2010
3;300407;2010
3;160203;2010
3;081001;2010
3;260505;2010
3;180509;2010
3;101505;2010
3;280406;2010
3;060902;2010
3;142808;2010
3;020809;2010
3;201205;2010
3;240312;2010
3;200101;2010
3;281704;2010
3;022301;2010
3;041501;2010
3;302203;2010
3;142807;2010
3;041408;2010
3;060113;2010
3;041302;2010
3;021604;2010
3;280201;2010
3;040606;2010
3;302501;2010
3;142707;2010
3;061103;2010
3;221301;2010
3;120907;2010
3;240309;2010
3;060905;2010
3;020505;2010
3;320403;2010
3;120607;2010
3;100903;2010
3;140802;2010
3;060813;2010
3;143408;2010
3;221201;2010
3;160903;2010
3;301403;2010
3;320904;2010
3;220604;2010
3;201107;2010
3;260419;2010
3;241708;2010
3;280403;2010
3;120301;2010
3;020404;2010
3;281505;2010
3;142705;2010
3;143704;2010
3;100905;2010
3;140313;2010
3;120106;2010
3;247101;2010
3;260102;2010
3;101213;2010
3;281901;2010
3;041107;2010
3;240104;2010
3;022302;2010
3;302111;2010
3;181407;2010
3;303101;2010
3;261303;2010
3;200303;2010
3;100906;2010
3;100807;2010
3;021007;2010
3;121611;2010
3;220203;2010
3;241302;2010
3;021402;2010
3;201405;2010
3;060404;2010
3;180702;2010
3;121607;2010
3;020813;2010
3;022602;2010
3;120206;2010
3;301104;2010
3;141603;2010
3;102009;2010
3;180201;2010
3;240207;2010
3;120903;2010
3;320804;2010
3;080206;2010
3;281411;2010
3;201008;2010
3;121107;2010
3;280304;2010
3;142502;2010
3;100203;2010
3;140906;2010
3;220201;2010
3;061807;2010
3;140611;2010
3;060104;2010
3;241003;2010
3;221202;2010
3;060311;2010
3;140606;2010
3;321408;2010
3;221205;2010
3;200403;2010
3;140209;2010
3;301103;2010
3;143302;2010
3;140704;2010
3;186101;2010
3;041303;2010
3;141206;2010
3;120406;2010
3;181502;2010
3;160707;2010
3;240506;2010
3;320206;2010
3;300703;2010
3;301402;2010
3;121013;2010
3;101306;2010
3;101202;2010
3;081103;2010
3;062001;2010
3;020601;2010
3;281304;2010
3;200601;2010
3;061508;2010
3;301002;2010
3;121508;2010
3;180407;2010
3;141001;2010
3;280203;2010
3;022003;2010
3;060315;2010
3;260706;2010
3;101102;2010
3;060306;2010
3;160802;2010
3;181003;2010
3;180603;2010
3;101203;2010
3;100806;2010
3;040502;2010
3;142904;2010
3;120803;2010
3;240101;2010
3;142004;2010
3;143309;2010
3;221404;2010
3;141910;2010
3;241001;2010
3;181404;2010
3;301204;2010
3;061605;2010
3;040201;2010
3;302408;2010
3;240503;2010
3;302003;2010
3;201005;2010
3;320802;2010
3;121406;2010
3;121605;2010
3;143203;2010
3;221509;2010
3;220701;2010
3;140307;2010
3;281404;2010
3;143601;2010
3;143204;2010
3;221303;2010
3;201401;2010
3;080106;2010
3;120609;2010
3;100208;2010
3;022101;2010
3;200901;2010
3;121904;2010
3;143804;2010
3;260405;2010
3;201003;2010
3;221504;2010
3;020304;2010
3;143307;2010
3;142203;2010
3;040802;2010
3;240905;2010
3;260909;2010
3;020205;2010
3;301009;2010
3;300103;2010
3;160911;2010
3;120708;2010
3;160803;2010
3;060114;2010
3;080404;2010
3;200207;2010
3;081201;2010
3;240701;2010
3;241108;2010
3;240106;2010
3;306301;2010
3;060908;2010
3;142302;2010
3;200201;2010
3;260908;2010
3;160905;2010
3;320807;2010
3;201004;2010
3;060103;2010
3;021401;2010
3;281203;2010
3;121106;2010
3;061110;2010
3;142406;2010
3;201302;2010
3;201110;2010
3;060116;2010
3;101212;2010
3;321303;2010
3;081109;2010
3;061204;2010
3;021203;2010
3;041001;2010
3;161003;2010
3;220706;2010
3;321804;2010
3;301006;2010
3;060606;2010
3;040401;2010
3;221308;2010
3;140707;2010
3;281803;2010
3;060302;2010
3;181707;2010
3;121901;2010
3;160902;2010
3;060303;2010
3;101610;2010
3;181604;2010
3;021002;2010
3;102004;2010
3;200708;2010
3;100102;2010
3;061808;2010
3;320705;2010
3;280104;2010
3;061804;2010
3;301013;2010
3;301802;2010
3;320902;2010
3;060810;2010
3;302505;2010
3;240305;2010
3;121304;2010
3;280303;2010
3;280805;2010
3;142506;2010
3;061906;2010
3;080104;2010
3;320201;2010
3;240416;2010
3;200105;2010
3;240107;2010
3;020604;2010
3;141215;2010
3;143305;2010
3;143603;2010
3;302801;2010
3;121902;2010
3;240803;2010
3;100803;2010
3;320806;2010
3;180502;2010
3;100502;2010
3;041304;2010
3;321301;2010
3;200205;2010
3;181203;2010
3;080407;2010
3;181706;2010
3;241006;2010
3;240607;2010
3;141706;2010
3;241105;2010
3;281506;2010
3;181408;2010
3;021602;2010
3;143207;2010
3;040205;2010
3;300105;2010
3;221001;2010
3;181109;2010
3;080405;2010
3;140803;2010
3;181613;2010
3;061703;2010
3;100104;2010
3;061601;2010
3;060208;2010
3;160403;2010
3;200709;2010
3;200603;2010
3;121705;2010
3;100702;2010
3;280405;2010
3;281202;2010
3;260603;2010
3;201304;2010
3;040106;2010
3;121804;2010
3;303005;2010
3;280905;2010
3;060209;2010
3;302709;2010
3;300604;2010
3;100202;2010
3;100501;2010
3;061411;2010
3;062008;2010
3;141006;2010
3;022202;2010
3;221102;2010
3;221309;2010
3;100303;2010
3;061704;2010
3;101214;2010
3;100103;2010
3;142805;2010
3;181601;2010
3;143803;2010
3;220304;2010
3;061104;2010
3;100602;2010
3;220104;2010
3;302702;2010
3;181308;2010
3;141806;2010
3;040503;2010
3;180907;2010
3;060204;2010
3;121009;2010
3;180503;2010
3;121604;2010
3;220106;2010
3;260507;2010
3;022106;2010
3;302402;2010
3;241707;2010
3;100802;2010
3;142010;2010
3;121206;2010
3;160204;2010
3;101101;2010
3;180908;2010
3;140905;2010
3;221101;2010
3;041103;2010
3;143405;2010
3;021202;2010
3;142202;2010
3;061505;2010
3;302105;2010
3;101208;2010
3;140702;2010
3;041704;2010
3;140501;2010
3;141914;2010
3;260411;2010
3;141602;2010
3;022002;2010
3;041701;2010
3;281412;2010
3;041906;2010
3;080604;2010
3;181007;2010
3;280102;2010
3;240203;2010
3;060804;2010
3;140608;2010
3;120205;2010
3;320101;2010
3;121203;2010
3;280305;2010
3;040904;2010
3;142804;2010
3;061305;2010
3;220404;2010
3;142306;2010
3;120202;2010
3;061701;2010
3;160906;2010
3;302114;2010
3;240705;2010
3;321505;2010
3;320104;2010
3;321801;2010
3;021801;2010
3;020202;2010
3;220502;2010
3;302004;2010
3;141402;2010
3;021201;2010
3;260504;2010
3;101904;2010
3;020811;2010
3;321502;2010
3;020506;2010
3;120905;2010
3;061602;2010
3;160709;2010
3;220804;2010
3;261005;2010
3;181504;2010
3;321203;2010
3;180204;2010
3;302303;2010
3;060605;2010
3;101806;2010
3;041503;2010
3;140311;2010
3;200102;2010
3;200903;2010
3;240706;2010
3;261201;2010
3;281706;2010
3;101804;2010
3;060206;2010
3;081004;2010
3;060112;2010
3;220504;2010
3;021005;2010
3;181602;2010
3;121303;2010
3;121614;2010
3;041811;2010
3;141912;2010
3;181303;2010
3;080805;2010
3;142204;2010
3;141911;2010
3;280103;2010
3;143205;2010
3;140105;2010
3;200104;2010
3;261208;2010
3;180307;2010
3;180403;2010
3;121507;2010
3;120606;2010
3;061501;2010
3;041601;2010
3;060604;2010
3;101009;2010
3;080504;2010
3;041703;2010
3;120401;2010
3;120204;2010
3;302503;2010
3;301001;2010
3;220907;2010
3;040404;2010
3;321803;2010
3;240707;2010
3;181501;2010
3;160401;2010
3;120908;2010
3;220906;2010
3;141606;2010
3;143802;2010
3;060110;2010
3;041301;2010
3;060602;2010
3;301102;2010
3;141901;2010
3;120104;2010
3;221209;2010
3;181606;2010
3;300804;2010
3;160102;2010
3;041002;2010
3;143301;2010
3;142402;2010
3;303105;2010
3;320901;2010
3;301003;2010
3;060910;2010
3;320504;2010
3;220405;2010
3;261205;2010
3;301501;2010
3;161004;2010
3;061802;2010
3;121111;2010
3;281408;2010
3;101103;2010
3;141104;2010
3;121905;2010
3;021404;2010
3;141605;2010
3;080603;2010
3;260407;2010
3;061206;2010
3;260204;2010
3;061904;2010
3;040703;2010
3;121504;2010
3;040801;2010
3;142102;2010
3;061810;2010
3;102105;2010
3;020903;2010
3;021408;2010
3;100705;2010
3;280804;2010
3;280408;2010
3;040902;2010
3;240303;2010
3;200505;2010
3;260201;2010
3;280803;2010
3;040307;2010
3;182105;2010
3;021407;2010
3;143202;2010
3;302205;2010
3;142303;2010
3;140208;2010
3;303106;2010
3;022507;2010
3;181904;2010
3;181305;2010
3;040806;2010
3;180704;2010
3;100608;2010
3;140609;2010
3;181609;2010
3;221302;2010
3;221203;2010
3;061908;2010
3;143501;2010
3;301806;2010
3;241102;2010
3;180705;2010
3;221503;2010
3;200106;2010
3;060101;2010
3;142401;2010
3;121201;2010
3;061702;2010
3;101206;2010
3;021703;2010
3;161106;2010
3;221605;2010
3;280502;2010
3;200806;2010
3;280404;2010
3;321305;2010
3;020302;2010
3;181103;2010
3;022402;2010
3;160904;2010
3;143401;2010
3;302803;2010
3;041206;2010
3;142606;2010
3;300601;2010
3;302112;2010
3;101703;2010
3;142907;2010
3;022606;2010
3;301903;2010
3;221204;2010
3;160913;2010
3;260501;2010
3;060203;2010
3;180302;2010
3;260802;2010
3;022201;2010
3;241715;2010
3;143002;2010
2;301307;2010
2;061506;2010
2;121102;2010
2;300801;2010
2;321409;2010
2;100708;2010
2;302305;2010
2;240412;2010
2;300205;2010
2;121808;2010
2;120201;2010
2;221208;2010
2;160806;2010
2;120806;2010
2;300101;2010
2;080705;2010
2;260805;2010
2;240504;2010
2;241204;2010
2;221507;2010
2;100908;2010
2;301907;2010
2;141701;2010
2;320204;2010
2;020306;2010
2;260703;2010
2;142505;2010
2;320803;2010
2;320205;2010
2;241705;2010
2;140903;2010
2;080806;2010
2;180205;2010
2;060703;2010
2;142803;2010
2;281509;2010
2;302109;2010
2;221210;2010
2;060117;2010
2;060115;2010
2;281101;2010
2;040104;2010
2;041203;2010
2;240605;2010
2;301205;2010
2;120509;2010
2;321506;2010
2;241309;2010
2;141610;2010
2;142503;2010
2;241201;2010
2;220303;2010
2;101704;2010
2;121703;2010
2;302603;2010
2;241402;2010
2;140205;2010
2;120617;2010
2;301503;2010
2;181804;2010
2;300802;2010
2;041602;2010
2;320305;2010
2;140101;2010
2;022604;2010
2;302106;2010
2;281504;2010
2;300406;2010
2;101803;2010
2;302117;2010
2;220507;2010
2;040707;2010
2;022108;2010
2;321503;2010
2;140607;2010
2;180508;2010
2;060309;2010
2;120705;2010
2;180604;2010
2;120909;2010
2;320302;2010
2;281305;2010
2;100707;2010
2;200605;2010
2;281410;2010
2;080908;2010
2;080910;2010
2;300503;2010
2;040901;2010
2;142513;2010
2;080301;2010
2;320405;2010
2;200807;2010
2;101702;2010
2;080904;2010
2;100901;2010
2;301908;2010
2;302901;2010
2;260417;2010
2;101606;2010
2;101805;2010
2;060913;2010
2;143504;2010
2;101210;2010
2;142512;2010
2;140206;2010
2;060305;2010
2;161107;2010
2;080501;2010
2;081003;2010
2;260506;2010
2;041205;2010
2;060504;2010
2;101106;2010
2;061102;2010
2;121401;2010
2;061306;2010
2;060806;2010
2;101409;2010
2;240403;2010
2;120502;2010
2;300404;2010
2;080903;2010
2;140207;2010
2;201404;2010
2;141509;2010
2;301012;2010
2;142403;2010
2;321002;2010
2;141511;2010
2;100207;2010
2;040505;2010
2;160704;2010
2;260902;2010
2;160306;2010
2;320609;2010
2;320406;2010
2;220401;2010
2;062003;2010
2;321703;2010
2;220602;2010
2;220802;2010
2;080907;2010
2;261103;2010
2;281003;2010
2;141405;2010
2;040202;2010
2;041806;2010
2;201309;2010
2;241104;2010
2;281503;2010
2;160504;2010
2;140405;2010
2;300303;2010
2;301703;2010
2;180601;2010
2;062013;2010
2;200215;2010
2;040209;2010
2;260302;2010
2;121006;2010
2;060313;2010
2;080701;2010
2;260107;2010
2;062010;2010
2;140602;2010
2;041504;2010
2;240501;2010
2;281102;2010
2;101501;2010
2;021605;2010
2;241501;2010
2;200606;2010
2;241702;2010
2;302602;2010
2;321001;2010
2;120605;2010
2;141309;2010
2;302306;2010
2;101005;2010
2;200214;2010
2;200902;2010
2;241506;2010
2;182102;2010
2;143805;2010
2;021907;2010
2;040108;2010
2;120612;2010
2;142510;2010
2;220408;2010
2;201009;2010
2;020503;2010
2;101410;2010
2;260904;2010
2;160201;2010
2;021908;2010
2;280610;2010
2;300505;2010
2;261206;2010
2;020807;2010
2;260207;2010
2;321101;2010
2;161104;2010
2;281502;2010
2;302404;2010
2;302705;2010
2;060901;2010
2;246801;2010
2;060109;2010
2;066401;2010
2;100603;2010
2;020812;2010
2;220105;2010
2;300705;2010
2;142903;2010
2;120107;2010
2;301706;2010
2;041702;2010
2;101002;2010
2;302802;2010
2;141506;2010
2;141905;2010
2;061606;2010
2;120807;2010
2;300310;2010
2;080702;2010
2;120203;2010
2;120615;2010
2;022601;2010
2;021903;2010
2;200503;2010
2;300502;2010
2;143304;2010
2;220301;2010
2;220205;2010
2;121608;2010
2;280703;2010
2;140203;2010
2;143308;2010
2;121113;2010
2;160304;2010
2;261203;2010
2;060105;2010
2;142206;2010
2;040308;2010
2;100504;2010
2;081202;2010
2;301105;2010
2;220101;2010
2;240502;2010
2;201305;2010
2;061106;2010
2;261202;2010
