Teryt;Gmina;Powiat;Urząd;Imiona;Nazwisko;Komitet;Sygnatura;Typ;Wykształcenie;Wiek;Płeć;"Teryt m. z.";"Gmina zamieszkania";Miejscowość;Członek;Poparcie
041808;"gm. Izbica Kujawska";włocławski;"Burmistrz Izbicy Kujawskiej";Daniel;WOJCIECHOWSKI;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;39;M;041808;"gm. Izbica Kujawska";Skarbanowo;;
302304;"gm. Ostrowite";słupecki;"Wójt Gminy Ostrowite";Jacek;SZCZEPANKIEWICZ;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";Wyższe;55;M;302304;"gm. Ostrowite";Ostrowite;;
240607;"gm. Popów";kłobucki;"Wójt Gminy Popów";"Ewa Emilia";KARDAS-BERNAŚ;"KOMITET WYBORCZY WYBORCÓW SAMORZĄDNOŚĆ I DEMOKRACJA W GMINIE POPÓW";DCZ-6043-93/18;"Komitet wyborczy wyborców";wyższe;58;K;246401;"m. Częstochowa";Częstochowa;;
140901;"gm. Chotcza";lipski;"Wójt Gminy Chotcza";"Karol Kamil";GUZEK;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;29;M;140901;"gm. Chotcza";"Tymienica Nowa";"Prawo i Sprawiedliwość";
142402;"gm. Obryte";pułtuski;"Wójt Gminy Obryte";Sławomir;PODPORA;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";średnie;49;M;142402;"gm. Obryte";"Zambski Kościelne";"Polskie Stronnictwo Ludowe";
061504;"gm. Kąkolewnica";radzyński;"Wójt Gminy Kąkolewnica";Zbigniew;ŁADNY;"KOMITET WYBORCZY WYBORCÓW ZBIGNIEW ŁADNY";DBP-6043-41/18;"Komitet wyborczy wyborców";Wyższe;50;M;061504;"gm. Kąkolewnica";Kąkolewnica;;
241501;"m. Pszów";wodzisławski;"Burmistrz Miasta Pszów";"Michał Jan";LOREK;"KOMITET WYBORCZY ""ZGODA I ROZWÓJ""";DBB-6042-1/18;"Komitet wyborczy organizacji i stowarzyszeń";wyższe;47;M;241501;"m. Pszów";Pszów;;
041106;"gm. Radziejów";radziejowski;"Wójt Gminy Radziejów";Karol;SPYCHALSKI;"KOMITET WYBORCZY WYBORCÓW RADZIEJOWSKIE FORUM SAMORZĄDOWE";DWŁ-6043-40/18;"Komitet wyborczy wyborców";wyższe;56;M;041106;"gm. Radziejów";Przemystka;;
100702;"gm. Drzewica";opoczyński;"Burmistrz Gminy i Miasta w Drzewicy";Marek;SARWA;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;43;M;100702;"gm. Drzewica";Krzczonów;"Prawo i Sprawiedliwość";
181202;"gm. Jarocin";niżański;"Wójt Gminy Jarocin";"Zbigniew Jan";WALCZAK;"KOMITET WYBORCZY WYBORCÓW ZBIGNIEWA WALCZAKA";DTG-6043-70/18;"Komitet wyborczy wyborców";wyższe;63;M;181202;"gm. Jarocin";Jarocin;;PiS
182004;"gm. Nowa Dęba";tarnobrzeski;"Burmistrz Miasta i Gminy Nowa Dęba";"Wiesław Kazimierz";ORDON;"KOMITET WYBORCZY WYBORCÓW WASZ SAMORZĄD";DTG-6043-68/18;"Komitet wyborczy wyborców";wyższe;55;M;182004;"gm. Nowa Dęba";"Tarnowska Wola";;"Prawo i Sprawiedliwość"
121004;"gm. Grybów";nowosądecki;"Wójt Gminy Grybów";"Jacek Maciej";MIGACZ;"KOMITET WYBORCZY WYBORCÓW GMINA GRYBÓW";DNS-6043-155/18;"Komitet wyborczy wyborców";Wyższe;35;M;121004;"gm. Grybów";Gródek;;
060101;"m. Międzyrzec Podlaski";bialski;"Burmistrz Miasta Międzyrzec Podlaski";"Arkadiusz Piotr";JANUS;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;37;M;060101;"m. Międzyrzec Podlaski";"Międzyrzec Podlaski";;
041403;"gm. Drzycim";świecki;"Wójt Gminy Drzycim";"Marian Józef";KRYWALD;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";średnie;55;M;041403;"gm. Drzycim";Gródek;"Prawo i Sprawiedliwość";
141209;"gm. Kałuszyn";miński;"Burmistrz Kałuszyna";Piotr;GÓJSKI;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;37;M;141209;"gm. Kałuszyn";Kałuszyn;"Prawo i Sprawiedliwość";
181202;"gm. Jarocin";niżański;"Wójt Gminy Jarocin";"Bogusław Adam";ISKRA;"KOMITET WYBORCZY WYBORCÓW POROZUMIENIE PRAWICY W NISKU";DTG-6043-5/18;"Komitet wyborczy wyborców";wyższe;56;M;181202;"gm. Jarocin";Katy;"KWW POROZUMIENIE PRAWICY W NISKU";
022502;"m. Zgorzelec";zgorzelecki;"Burmistrz Miasta Zgorzelec";"Rafał Wojciech";GRONICZ;"KOMITET WYBORCZY WYBORCÓW RAFAŁA GRONICZA";DJG-6043-122/18;"Komitet wyborczy wyborców";wyższe;45;M;022502;"m. Zgorzelec";Zgorzelec;"Platforma Obywatelska RP";
100108;"gm. Zelów";bełchatowski;"Burmistrz Zelowa";Witold;GAPIK;"KOMITET WYBORCZY WYBORCÓW „WYGRAJMY RAZEM”";DPT-6043-74/18;"Komitet wyborczy wyborców";wyższe;44;M;100108;"gm. Zelów";Mauryców;;
301401;"gm. Chrzypsko Wielkie";międzychodzki;"Wójt Gminy Chrzypsko Wielkie";"Edmund Jan";ZIÓŁEK;"KOMITET WYBORCZY WYBORCÓW FORUM SAMORZĄDOWO-LUDOWE POJEZIERZE";DPZ-6043-39/18;"Komitet wyborczy wyborców";wyzsze;58;M;301401;"gm. Chrzypsko Wielkie";"Chrzypsko Wielkie";;
061404;"gm. Kazimierz Dolny";puławski;"Burmistrz Kazimierza Dolnego";Andrzej;PISULA;"KOMITET WYBORCZY WYBORCÓW ANDRZEJA PISULI";DLB-6043-148/18;"Komitet wyborczy wyborców";wyższe;56;M;061404;"gm. Kazimierz Dolny";"Kazimierz Dolny";;
220306;"gm. Przechlewo";człuchowski;"Wójt Gminy Przechlewo";"Adam Andrzej";"ŻMUDA TRZEBIATOWSKI";"KOMITET WYBORCZY WYBORCÓW PRAWORZĄDNOŚĆ GMINY PRZECHLEWO";DSŁ-6043-152/18;"Komitet wyborczy wyborców";wyższe;37;M;220306;"gm. Przechlewo";Przechlewo;;
321205;"gm. Pyrzyce";pyrzycki;"Burmistrz Pyrzyc";Kazimierz;LIPIŃSKI;"KOMITET WYBORCZY WYBORCÓW PRZYWRÓĆMY NORMALNOŚĆ";DSZ-6043-10/18;"Komitet wyborczy wyborców";wyższe;66;M;321205;"gm. Pyrzyce";STRÓŻEWO;;
200105;"gm. Nowinka";augustowski;"Wójt Gminy Nowinka";Dorota;WINIEWICZ;"KOMITET WYBORCZY WYBORCÓW RAZEM DLA GMINY NOWINKA";DSW-6043-62/18;"Komitet wyborczy wyborców";wyższe;43;K;200105;"gm. Nowinka";Szczebra;;
143412;"gm. Wołomin";wołomiński;"Burmistrz Wołomina";"Ryszard Jan";MADZIAR;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";Wyższe;45;M;143412;"gm. Wołomin";Zagościniec;"Prawo i Sprawiedliwość";
020810;"gm. Międzylesie";kłodzki;"Burmistrz Miasta i Gminy Międzylesie";"Krzysztof Bronisław";RUSINEK;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;43;M;020810;"gm. Międzylesie";Pisary;"Prawo i Sprawiedliwość";
260102;"gm. Gnojno";buski;"Wójt Gminy Gnojno";"Jolanta Barbara";STACHOWICZ;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";wyższe;57;K;260102;"gm. Gnojno";"Janowice Raczyckie";PSL;
320605;"gm. Mieszkowice";gryfiński;"Burmistrz Mieszkowic";"Anna Zofia";GÓRECKA;"KOMITET WYBORCZY WYBORCÓW ""PORA NA MŁODYCH""";DSZ-6043-194/18;"Komitet wyborczy wyborców";średnie;42;K;320605;"gm. Mieszkowice";Mieszkowice;;
180906;"gm. Oleszyce";lubaczowski;"Burmistrz Miasta i Gminy Oleszyce";Andrzej;GRYNIEWICZ;"KOMITET WYBORCZY WYBORCÓW PRZYSZŁOŚĆ GMINY OLESZYCE";DPR-6043-62/18;"Komitet wyborczy wyborców";wyższe;45;M;180906;"gm. Oleszyce";Oleszyce;PSL;
261303;"gm. Moskorzew";włoszczowski;"Wójt Gminy Moskorzew";"Andrzej Sobiesław";WALASEK;"KOMITET WYBORCZY WYBORCÓW ANDRZEJA WALASKA";DKC-6043-141/18;"Komitet wyborczy wyborców";Wyższe;41;M;261303;"gm. Moskorzew";Moskorzew;;
021205;"gm. Wleń";lwówecki;"Burmistrz Miasta i Gminy Wleń";"Artur Adam";ZYCH;"KOMITET WYBORCZY WYBORCÓW ARTURA ZYCHA RAZEM DLA GMINY WLEŃ";DJG-6043-130/18;"Komitet wyborczy wyborców";wyższe;53;M;021205;"gm. Wleń";Wleń;"Prawo i Sprawiedliwość";PiS
061405;"gm. Końskowola";puławski;"Wójt Gminy Końskowola";"Janusz Jacek";PRÓCHNIAK;"KOMITET WYBORCZY WYBORCÓW ZIELONE POWIŚLE";DLB-6043-159/18;"Komitet wyborczy wyborców";średnie;41;M;061405;"gm. Końskowola";Sielce;;PiS
061702;"gm. Mełgiew";świdnicki;"Wójt Gminy Mełgiew";"Elżbieta Konstancja";KORBUS-KRÓL;"KOMITET WYBORCZY WYBORCÓW ELŻBIETY KORBUS-KRÓL SOLIDARNOŚĆ I PRACA";DLB-6043-294/18;"Komitet wyborczy wyborców";wyższe;48;K;061702;"gm. Mełgiew";Krępiec;;"NSZZ Solidarność Region Środkowo-Wschodni"
143412;"gm. Wołomin";wołomiński;"Burmistrz Wołomina";"Łukasz Ryszard";WOJAKOWSKI;"KOMITET WYBORCZY WYBORCÓW ŁUKASZA WOJAKOWSKIEGO WOŁOMIN 2018";DWW-6043-105/18;"Komitet wyborczy wyborców";Wyższe;49;M;143412;"gm. Wołomin";Wołomin;;
022006;"gm. Żmigród";trzebnicki;"Burmistrz Gminy Żmigród";"Robert Grzegorz";LEWANDOWSKI;"KOMITET WYBORCZY WYBORCÓW WSPÓLNOTA SAMORZĄDOWO-LUDOWA";DWR-6043-28/18;"Komitet wyborczy wyborców";wyższe;45;M;022002;"gm. Prusice";Skokowa;;
140104;"gm. Stara Błotnica";białobrzeski;"Wójt Gminy Stara Błotnica";"Marcin Łukasz";KOZDRACH;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;37;M;140104;"gm. Stara Błotnica";"Stary Kadłub";"Prawo i Sprawiedliwość";
200301;"m. Bielsk Podlaski";bielski;"Burmistrz Miasta Bielsk Podlaski";"Agnieszka Agata";GIERASIMIUK-CHOMICKA;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;39;K;200301;"m. Bielsk Podlaski";"Bielsk Podlaski";;
120617;"gm. Zielonki";krakowski;"Wójt Gminy Zielonki";"Bogusław Tadeusz";KRÓL;"KOMITET WYBORCZY WYBORCÓW WSPÓLNIE DLA GMINY ZIELONKI";DKR-6043-69/18;"Komitet wyborczy wyborców";wyższe;60;M;120617;"gm. Zielonki";Batowice;;
180709;"gm. Wojaszówka";krośnieński;"Wójt Gminy Wojaszówka";Artur;URBANEK;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;29;M;180709;"gm. Wojaszówka";Odrzykoń;"Prawo i Sprawiedliwość";
201305;"gm. Kobylin-Borzymy";wysokomazowiecki;"Wójt Gminy Kobylin-Borzymy";"Dariusz Józef";SIKORSKI;"KOMITET WYBORCZY WYBORCÓW PRZYSZŁOŚĆ POWIATU WYSOKOMAZOWIECKIEGO";DŁM-6043-81/18;"Komitet wyborczy wyborców";"wyższe magisterskie";53;M;201305;"gm. Kobylin-Borzymy";Kobylin-Borzymy;;
120901;"gm. Dobczyce";myślenicki;"Burmistrz Gminy i Miasta Dobczyce";"Robert Paweł";KAWECKI;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;42;M;120704;"gm. Jodłownik";Wilkowisko;;
101409;"gm. Warta";sieradzki;"Burmistrz Gminy i Miasta Warta";"Jan Józef";SERAFIŃSKI;"KOMITET WYBORCZY WYBORCÓW „WYBORY 2018”";DSR-6043-65/18;"Komitet wyborczy wyborców";wyższe;66;M;101409;"gm. Warta";Grzybki;;
101010;"gm. Wola Krzysztoporska";piotrkowski;"Wójt Gminy Wola Krzysztoporska";"Roman Czesław";DROZDEK;"KOMITET WYBORCZY WYBORCÓW ROMANA DROZDKA";DPT-6043-91/18;"Komitet wyborczy wyborców";wyższe;54;M;101010;"gm. Wola Krzysztoporska";"Wola Rokszycka";;"Prawo i Sprawiedliwość"
240210;"gm. Wilkowice";bielski;"Wójt Gminy Wilkowice";"ANITA IZABELA";BŁACHUT;"KOMITET WYBORCZY WYBORCÓW KUKIZ'15";ZPOW-6043-4/18;"Komitet wyborczy wyborców";wyższe;52;K;240210;"gm. Wilkowice";Wilkowice;;
280206;"gm. Płoskinia";braniewski;"Wójt Gminy Płoskinia";"Zbigniew Andrzej";KOWALSKI;"KOMITET WYBORCZY WYBORCÓW ZBIGNIEW KOWALSKI";DEL-6043-135/18;"Komitet wyborczy wyborców";wyższe;49;M;280206;"gm. Płoskinia";CHRUŚCIEL;;
320502;"gm. Gryfice";gryficki;"Burmistrz Gryfic";Beata;SMOLEŃSKA;"KOMITET WYBORCZY POWIATOWEGO STOWARZYSZENIA IDZIEMY RAZEM";DSZ-6042-4/18;"Komitet wyborczy organizacji i stowarzyszeń";"wyższe ekonomiczne";42;K;320502;"gm. Gryfice";Gryfice;;
121610;"gm. Tuchów";tarnowski;"Burmistrz Tuchowa";"Józef Marek";WZOREK;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;55;M;121610;"gm. Tuchów";Tuchów;;
142707;"gm. Zawidz";sierpecki;"Wójt Gminy Zawidz";Dariusz;FRANCZAK;"KOMITET WYBORCZY WYBORCÓW DOBRA GMINA ZAWIDZ";DPŁ-6043-45/18;"Komitet wyborczy wyborców";Średnie;52;M;142707;"gm. Zawidz";"Nowe Zgagowo";;
142005;"gm. Dzierzążnia";płoński;"Wójt Gminy Dzierzążnia";"Franciszek Marek";GOSZCZYŃSKI;"KOMITET WYBORCZY WYBORCÓW FRANCISZKA GOSZCZYŃSKIEGO";DCI-6043-15/18;"Komitet wyborczy wyborców";wyższe;62;M;142005;"gm. Dzierzążnia";"Wierzbica Pańska";;"Prawo i Sprawiedliwość"
060101;"m. Międzyrzec Podlaski";bialski;"Burmistrz Miasta Międzyrzec Podlaski";"Zbigniew Zenon";KOT;"KOMITET WYBORCZY WYBORCÓW ZBIGNIEW KOT";DBP-6043-3/18;"Komitet wyborczy wyborców";wyższe;57;M;060101;"m. Międzyrzec Podlaski";"Międzyrzec Podlaski";"Platforma Obywatelska Rzeczypospolitej Polskiej";
121014;"gm. Podegrodzie";nowosądecki;"Wójt Gminy Podegrodzie";"Małgorzata Danuta";GROMALA;"KOMITET WYBORCZY WYBORCÓW MAŁGORZATY GROMALA";DNS-6043-9/18;"Komitet wyborczy wyborców";wyższe;54;K;120708;"gm. Łukowica";Jadamwola;;
061201;"gm. Chodel";opolski;"Wójt Gminy Chodel";"Beata Iwona";RYBAK;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";wyższe;30;K;061201;"gm. Chodel";Trzciniec;;
301203;"gm. Koźmin Wielkopolski";krotoszyński;"Burmistrz Miasta i Gminy Koźmin Wielkopolski";"Maciej Krzysztof";BRATBORSKI;"KOMITET WYBORCZY STOWARZYSZENIE „SAMORZĄDOWA INICJATYWA OBYWATELSKA W KROTOSZYNIE”";DKL-6042-4/18;"Komitet wyborczy organizacji i stowarzyszeń";wyższe;53;M;301203;"gm. Koźmin Wielkopolski";"Koźmin Wielkopolski";;
280202;"gm. Braniewo";braniewski;"Wójt Gminy Braniewo";"Jakub Grzegorz";BORNUS;"KOMITET WYBORCZY WYBORCÓW POROZUMIENIE SAMORZĄDOWE";DEL-6043-67/18;"Komitet wyborczy wyborców";wyższe;37;M;280201;"m. Braniewo";Braniewo;;
141209;"gm. Kałuszyn";miński;"Burmistrz Kałuszyna";"ARKADIUSZ MARCIN";CZYŻEWSKI;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";"WYŻSZE PRAWNICZE";42;M;141209;"gm. Kałuszyn";KAŁUSZYN;;
240504;"gm. Pilchowice";gliwicki;"Wójt Gminy Pilchowice";"Maciej Wojciech";GOGULLA;"KOMITET WYBORCZY WYBORCÓW SIEDEM SOŁECTW JEDNA GMINA";DKT-6043-56/18;"Komitet wyborczy wyborców";"wyższe prawnicze";41;M;240504;"gm. Pilchowice";Żernica;;
301012;"gm. Ślesin";koniński;"Burmistrz Miasta i Gminy Ślesin";"Mariusz Jerzy";ZABOROWSKI;"KOMITET WYBORCZY WYBORCÓW MARIUSZA ZABOROWSKIEGO";DKN-6043-184/18;"Komitet wyborczy wyborców";"wyższe techniczne";42;M;301012;"gm. Ślesin";Ślesin;;
061702;"gm. Mełgiew";świdnicki;"Wójt Gminy Mełgiew";Magdalena;WÓJCIK;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;35;K;061702;"gm. Mełgiew";Dominów;;
241702;"gm. Czernichów";żywiecki;"Wójt Gminy Czernichów";Tadeusz;MADEJ;"KOMITET WYBORCZY WYBORCÓW NASZA GMINA NASZ DOM";DBB-6043-91/18;"Komitet wyborczy wyborców";zawodowe;61;M;241702;"gm. Czernichów";"Międzybrodzie Żywieckie";;
143201;"gm. Błonie";"warszawski zachodni";"Burmistrz Błonia";"Zenon Franciszek";RESZKA;"KOMITET WYBORCZY WYBORCÓW ZENONA RESZKI ""BŁONIE - PRZYSZŁOŚĆ""";DWW-6043-92/18;"Komitet wyborczy wyborców";wyższe;58;M;143201;"gm. Błonie";Błonie;;
143408;"gm. Poświętne";wołomiński;"Wójt Gminy Poświętne";"Jan Andrzej";CYMERMAN;"KOMITET WYBORCZY WYBORCÓW JANA CYMERMANA";DWW-6043-185/18;"Komitet wyborczy wyborców";Wyższe;50;M;143408;"gm. Poświętne";Jadwiniew;;
102008;"gm. Stryków";zgierski;"Burmistrz Strykowa";"Aneta Jolanta";KURCZEWSKA;"KOMITET WYBORCZY WYBORCÓW NIEZALEŻNI STRYKÓW";DŁD-6043-209/18;"Komitet wyborczy wyborców";wyższe;38;K;102008;"gm. Stryków";Stryków;;
302604;"gm. Śrem";śremski;"Burmistrz Śremu";"Robert Józef";PIĄTEK;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";średnie;50;M;302604;"gm. Śrem";Śrem;"Prawo i Sprawiedliwość";
160101;"m. Brzeg";brzeski;"Burmistrz Brzegu";"Jerzy Piotr";WRĘBIAK;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;50;M;160101;"m. Brzeg";Brzeg;"Prawo i Sprawiedliwość";"Porozumienie Jarosława Gowina"
146501;Warszawa;Warszawa;"Prezydent m.st. Warszawy";"Paweł Jan";TANAJNO;"KOMITET WYBORCZY WYBORCÓW ODKORKUJEMY WARSZAWĘ. RIGCZ. TANAJNO. HAWAJSKA+";DWW-6043-90/18;"Komitet wyborczy wyborców";wyższe;42;M;146518;Wola;Warszawa;"Demokracja Bezpośrednia";
021805;"gm. Udanin";średzki;"Wójt Gminy Udanin";"Teresa Stanisława";OLKIEWICZ;"KOMITET WYBORCZY WYBORCÓW GMINA I POWIAT";DWR-6043-125/18;"Komitet wyborczy wyborców";Wyższe;57;K;021805;"gm. Udanin";Udanin;;
120709;"gm. Mszana Dolna";limanowski;"Wójt Gminy Mszana Dolna";"Tadeusz Szymon";KLIMEK;"KOMITET WYBORCZY WYBORCÓW WSPÓLNIE I WIARYGODNIE";DNS-6043-34/18;"Komitet wyborczy wyborców";wyższe;62;M;120709;"gm. Mszana Dolna";"Kasina Wielka";"Prawo i Sprawiedliwość";
181103;"gm. Czermin";mielecki;"Wójt Gminy Czermin";"Sławomir Stanisław";SIDUR;"KOMITET WYBORCZY WYBORCÓW SOŁTYSÓW I STRAŻAKÓW GMINY CZERMIN";DTG-6043-32/18;"Komitet wyborczy wyborców";wyższe;41;M;181103;"gm. Czermin";"Breń Osuchowski";;
320201;"gm. Bierzwnik";choszczeński;"Wójt Gminy Bierzwnik";"Aneta Maria";KOŁUDA;"KOMITET WYBORCZY WYBORCÓW ANETA KOŁUDA";DKS-6043-91/18;"Komitet wyborczy wyborców";wyższe;43;K;320201;"gm. Bierzwnik";Płoszkowo;;
020807;"gm. Kłodzko";kłodzki;"Wójt Gminy Kłodzko";"Marek Grzegorz";KRÓLIKOWSKI;"KOMITET WYBORCZY WYBORCÓW GMINY KŁODZKO RAZEM";DWB-6043-69/18;"Komitet wyborczy wyborców";wyższe;43;M;020807;"gm. Kłodzko";"Stary Wielisław";;
101604;"gm. Czerniewice";tomaszowski;"Wójt Gminy Czerniewice";"Danuta Agnieszka";ZWOLIŃSKA;"KOMITET WYBORCZY WYBORCÓW RAZEM DLA GMINY CZERNIEWICE";DSK-6043-81/18;"Komitet wyborczy wyborców";Wyższe;47;K;101604;"gm. Czerniewice";"Podkonice Miejskie";"Polskie Stronnictwo Ludowe";
100108;"gm. Zelów";bełchatowski;"Burmistrz Zelowa";"Tomasz Krzysztof";JACHYMEK;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;33;M;100108;"gm. Zelów";Zelów;"Prawo i Sprawiedliwość";
106301;"m. Skierniewice";"m. Skierniewice";"Prezydent Miasta Skierniewice";"Janusz Marek";PASTUSIAK;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;58;M;106301;"m. Skierniewice";Skierniewice;;
281402;"gm. Biskupiec";olsztyński;"Burmistrz Biskupca";Monika;WADOWSKA;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";wyższe;39;K;281402;"gm. Biskupiec";Biskupiec;;
101203;"gm. Gidle";radomszczański;"Wójt Gminy Gidle";"Krystyna Alicja";KUBASIAK;"KOMITET WYBORCZY WYBORCÓW GMINNE POROZUMIENIE SPOŁECZNE";DPT-6043-25/18;"Komitet wyborczy wyborców";wyższe;58;K;101203;"gm. Gidle";Gidle;;
321705;"gm. Wałcz";wałecki;"Wójt Gminy Wałcz";Jan;MATUSZEWSKI;"KOMITET WYBORCZY WYBORCÓW WSPÓLNA GMINA";DKS-6043-2/18;"Komitet wyborczy wyborców";Wyższe;59;M;321705;"gm. Wałcz";Wałcz;SLD;
143703;"gm. Lubowidz";żuromiński;"Wójt Gminy Lubowidz";Jarosław;CZAPLIŃSKI;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";wyższe;31;M;143703;"gm. Lubowidz";Huta;;
200503;"gm. Czeremcha";hajnowski;"Wójt Gminy Czeremcha";Jerzy;SZYKUŁA;"KOMITET WYBORCZY WYBORCÓW GOSPODARNOŚĆ I DOŚWIADCZENIE";DBŁ-6043-80/18;"Komitet wyborczy wyborców";wyższe;59;M;200503;"gm. Czeremcha";Czeremcha;;
240415;"gm. Rędziny";częstochowski;"Wójt Gminy Rędziny";"Stefan Mieczysław";BOGDAŁ;"KOMITET WYBORCZY WYBORCÓW „NASZ CZAS”";DCZ-6043-66/18;"Komitet wyborczy wyborców";wyższe;66;M;246401;"m. Częstochowa";Częstochowa;;
022606;"gm. Złotoryja";złotoryjski;"Wójt Gminy Złotoryja";"Jan Tadeusz";TYMCZYSZYN;"KOMITET WYBORCZY WYBORCÓW SILNA I SAMORZĄDNA GMINA ZŁOTORYJA";DJG-6043-6/18;"Komitet wyborczy wyborców";wyższe;51;M;022606;"gm. Złotoryja";Lubiatów;;
061303;"gm. Milanów";parczewski;"Wójt Gminy Milanów";Paweł;KRĘPSKI;"KOMITET WYBORCZY WYBORCÓW FORUM SAMORZĄDOWE POWIATU PARCZEWSKIEGO";DBP-6043-31/18;"Komitet wyborczy wyborców";Wyższe;36;M;061303;"gm. Milanów";Kostry;"Polskie Stronnictwo Ludowe";
020607;"gm. Mysłakowice";jeleniogórski;"Wójt Gminy Mysłakowice";Michał;ORMAN;"KOMITET WYBORCZY WYBORCÓW MICHAŁA ORMANA";DJG-6043-137/18;"Komitet wyborczy wyborców";wyższe;44;M;020608;"gm. Podgórzyn";Ścięgny;;
040809;"gm. Wielgie";lipnowski;"Wójt Gminy Wielgie";Tadeusz;WIEWIÓRSKI;"KOALICYJNY KOMITET WYBORCZY SLD LEWICA RAZEM";ZPOW-6041-2/18;"Koalicyjny komitet wyborczy";wyższe;68;M;040809;"gm. Wielgie";Wielgie;SLD;
101302;"gm. Biała Rawska";rawski;"Burmistrz Białej Rawskiej";Tadeusz;SZYMAŃSKI;"KOMITET WYBORCZY WYBORCÓW DLA WSPÓLNEGO ROZWOJU";DSK-6043-53/18;"Komitet wyborczy wyborców";Wyższe;61;M;101302;"gm. Biała Rawska";Chrząszczewek;;
281103;"gm. Kozłowo";nidzicki;"Wójt Gminy Kozłowo";"Marek Antoni";WOLSZCZAK;"KOMITET WYBORCZY WYBORCÓW NASZA GMINA NASZ POWIAT";DOL-6043-16/18;"Komitet wyborczy wyborców";wyższe;59;M;281103;"gm. Kozłowo";Szkotowo;;
141105;"gm. Młynarze";makowski;"Wójt Gminy Młynarze";Jarosław;JANYSZKO;"KOMITET WYBORCZY WYBORCÓW ""DOBRA ZMIANA W MŁYNARZACH""";DOS-6043-141/18;"Komitet wyborczy wyborców";średnie;50;M;141105;"gm. Młynarze";Sieluń;;
181301;"gm. Bircza";przemyski;"Wójt Gminy Bircza";"Józef Zbigniew";ŻYDOWNIK;"KOMITET WYBORCZY WYBORCÓW BĘDZIE INACZEJ";DPR-6043-40/18;"Komitet wyborczy wyborców";wyższe;59;M;181301;"gm. Bircza";"Nowa Wieś";;
