razem;teryt;rok
2;320407;2018
2;220602;2018
4;320502;2018
3;280702;2018
3;120305;2018
6;281403;2018
1;041205;2018
4;160301;2018
2;181610;2018
1;080402;2018
3;281603;2018
4;120603;2018
3;180703;2018
4;160105;2018
4;041902;2018
2;281602;2018
2;141302;2018
1;240303;2018
5;143505;2018
3;142512;2018
2;060611;2018
3;240101;2018
3;300710;2018
2;081005;2018
2;302002;2018
7;306401;2018
2;301603;2018
2;040308;2018
1;041003;2018
3;120504;2018
4;080602;2018
3;041206;2018
1;300910;2018
5;026101;2018
2;240414;2018
5;200302;2018
2;221203;2018
2;321703;2018
3;182003;2018
3;060912;2018
3;061906;2018
3;300702;2018
5;142504;2018
5;080302;2018
7;226101;2018
2;181502;2018
2;240308;2018
2;321606;2018
2;320607;2018
1;141608;2018
1;101702;2018
2;142902;2018
2;260702;2018
2;300208;2018
2;143802;2018
3;181505;2018
1;240304;2018
1;101405;2018
4;180803;2018
1;041806;2018
2;100505;2018
2;180302;2018
2;142612;2018
4;300301;2018
3;201208;2018
5;240301;2018
4;302204;2018
3;121201;2018
5;281001;2018
1;301008;2018
2;320804;2018
1;143602;2018
2;060804;2018
3;121804;2018
3;161105;2018
2;180506;2018
4;060202;2018
2;302802;2018
2;100603;2018
3;120905;2018
7;060401;2018
4;040902;2018
1;240209;2018
6;121809;2018
4;160804;2018
2;120701;2018
4;121805;2018
4;281101;2018
1;221304;2018
5;200901;2018
3;220301;2018
3;140302;2018
3;200201;2018
3;181405;2018
3;022102;2018
3;301002;2018
1;121001;2018
1;060112;2018
4;142804;2018
2;040805;2018
2;060607;2018
2;240505;2018
3;060606;2018
2;121705;2018
2;321306;2018
3;121008;2018
4;300105;2018
2;141604;2018
2;221210;2018
1;040407;2018
2;200606;2018
6;302604;2018
1;101708;2018
2;221209;2018
2;260416;2018
2;040603;2018
1;141306;2018
4;060305;2018
5;143506;2018
2;180605;2018
3;020404;2018
3;120609;2018
3;141505;2018
2;241104;2018
2;261003;2018
1;200601;2018
4;280701;2018
2;060110;2018
5;260418;2018
3;301502;2018
3;141705;2018
1;221507;2018
2;120614;2018
1;041507;2018
5;102001;2018
3;101508;2018
2;142802;2018
3;040304;2018
5;221502;2018
4;160701;2018
2;141901;2018
1;140207;2018
2;141211;2018
3;140703;2018
2;180706;2018
3;060405;2018
4;066401;2018
2;121303;2018
2;061903;2018
2;101509;2018
1;080104;2018
1;181806;2018
3;280501;2018
4;181203;2018
1;060311;2018
2;181004;2018
2;121009;2018
4;241706;2018
3;020806;2018
2;180501;2018
2;240104;2018
3;200506;2018
2;201204;2018
2;140805;2018
3;281702;2018
2;241709;2018
3;201006;2018
2;241509;2018
5;041405;2018
2;181207;2018
5;226301;2018
2;142403;2018
4;240415;2018
4;080304;2018
2;303003;2018
7;101709;2018
3;220403;2018
2;181202;2018
2;143703;2018
2;300706;2018
4;260903;2018
1;321705;2018
2;301104;2018
1;021403;2018
4;300309;2018
4;141503;2018
4;040107;2018
2;321203;2018
2;160403;2018
5;081203;2018
5;060914;2018
3;060119;2018
1;181404;2018
3;241205;2018
3;301001;2018
5;200101;2018
1;080806;2018
2;221311;2018
4;101301;2018
2;300801;2018
2;221104;2018
2;120608;2018
3;080902;2018
4;140801;2018
2;140609;2018
4;061306;2018
2;121904;2018
4;100107;2018
5;142610;2018
3;301707;2018
2;120807;2018
5;181302;2018
3;021602;2018
3;061204;2018
2;281704;2018
5;101411;2018
2;061403;2018
1;280403;2018
1;300302;2018
2;160801;2018
3;143604;2018
2;100502;2018
2;320305;2018
2;140312;2018
2;160605;2018
3;261204;2018
2;140307;2018
1;040406;2018
3;100203;2018
2;081103;2018
1;061605;2018
2;241712;2018
4;200802;2018
3;320206;2018
2;321305;2018
3;302402;2018
3;140707;2018
2;300604;2018
2;241707;2018
3;161103;2018
1;060210;2018
2;200402;2018
3;020401;2018
2;200507;2018
2;261105;2018
2;180411;2018
3;320104;2018
2;041801;2018
3;022406;2018
6;300906;2018
5;240903;2018
2;221510;2018
2;061205;2018
3;121905;2018
1;200106;2018
6;021101;2018
2;141501;2018
3;181802;2018
2;280205;2018
3;100902;2018
2;021903;2018
3;301805;2018
4;320901;2018
6;201403;2018
1;021005;2018
2;142607;2018
5;061705;2018
2;141303;2018
2;120605;2018
2;302505;2018
7;266101;2018
2;120904;2018
3;140209;2018
1;303108;2018
5;081007;2018
3;020505;2018
3;260504;2018
5;220801;2018
2;200307;2018
3;142806;2018
1;240608;2018
3;143307;2018
2;181305;2018
3;121406;2018
2;320906;2018
2;141002;2018
4;060803;2018
5;140706;2018
1;141305;2018
5;142307;2018
3;320501;2018
3;181005;2018
2;220109;2018
2;142704;2018
3;021905;2018
3;041503;2018
2;200208;2018
1;101007;2018
4;041905;2018
5;102003;2018
3;060211;2018
3;120203;2018
4;260406;2018
2;241404;2018
3;080704;2018
2;143302;2018
4;061001;2018
2;181403;2018
3;142707;2018
3;201003;2018
4;320306;2018
4;180408;2018
2;300504;2018
2;101503;2018
2;022001;2018
2;061411;2018
2;300904;2018
2;321411;2018
7;246901;2018
4;241703;2018
1;121305;2018
2;142807;2018
5;080403;2018
2;260405;2018
4;121505;2018
2;160501;2018
2;101103;2018
4;080703;2018
1;240206;2018
7;142201;2018
2;140502;2018
3;220701;2018
4;061004;2018
1;120613;2018
5;302006;2018
4;120710;2018
2;022404;2018
2;081106;2018
2;081003;2018
4;146201;2018
3;040604;2018
2;300307;2018
2;020605;2018
2;140203;2018
4;100702;2018
2;221302;2018
2;220607;2018
1;041406;2018
4;241307;2018
3;240805;2018
3;260107;2018
1;040402;2018
4;302602;2018
3;302305;2018
3;040204;2018
4;121010;2018
6;061407;2018
2;201205;2018
2;301703;2018
1;160302;2018
4;261201;2018
3;240108;2018
2;181105;2018
3;180710;2018
1;281205;2018
2;141103;2018
4;121615;2018
1;300304;2018
1;240706;2018
1;300405;2018
3;260411;2018
2;061603;2018
4;180403;2018
3;020301;2018
3;120107;2018
2;060403;2018
5;100102;2018
3;022307;2018
2;121109;2018
4;060903;2018
5;061006;2018
2;201309;2018
3;100402;2018
2;221501;2018
1;121506;2018
3;022308;2018
2;200304;2018
2;260606;2018
2;221307;2018
3;201002;2018
2;181602;2018
5;200801;2018
1;241103;2018
1;241308;2018
2;101404;2018
1;020907;2018
1;160904;2018
2;142103;2018
1;302401;2018
3;320908;2018
1;261305;2018
2;200902;2018
2;101207;2018
2;300908;2018
1;260505;2018
2;221505;2018
6;066301;2018
5;100501;2018
2;121102;2018
3;021802;2018
2;060811;2018
3;281204;2018
1;022006;2018
2;181108;2018
3;060702;2018
4;060609;2018
2;041603;2018
3;321101;2018
2;221508;2018
1;181608;2018
5;142012;2018
2;320705;2018
2;140102;2018
2;141201;2018
1;141205;2018
2;040503;2018
2;181206;2018
2;300903;2018
4;143203;2018
3;141005;2018
2;041509;2018
2;301401;2018
2;301205;2018
2;301105;2018
3;200708;2018
3;020704;2018
2;280802;2018
3;182105;2018
2;261303;2018
3;141905;2018
3;062013;2018
1;040106;2018
3;141802;2018
3;120602;2018
4;121803;2018
1;143201;2018
3;061704;2018
3;260803;2018
4;220501;2018
2;120611;2018
4;061504;2018
3;260908;2018
4;301009;2018
5;106201;2018
5;186301;2018
4;140404;2018
3;141912;2018
3;121702;2018
4;301701;2018
3;080802;2018
5;280201;2018
6;040303;2018
4;143603;2018
3;121613;2018
2;201004;2018
2;260102;2018
4;221404;2018
3;142905;2018
2;121108;2018
2;040802;2018
2;140608;2018
2;120102;2018
3;200103;2018
2;181902;2018
2;141508;2018
1;100503;2018
3;260801;2018
1;141904;2018
2;141215;2018
1;021603;2018
3;320508;2018
2;302113;2018
2;180907;2018
2;201303;2018
1;301402;2018
2;041106;2018
5;143401;2018
3;141213;2018
3;061109;2018
4;102008;2018
2;300502;2018
1;220205;2018
3;160802;2018
1;321202;2018
3;140904;2018
1;181406;2018
2;143304;2018
1;101701;2018
1;100208;2018
2;241002;2018
2;301306;2018
4;181701;2018
1;101706;2018
2;121601;2018
2;080909;2018
2;120615;2018
2;140309;2018
5;060913;2018
2;260402;2018
4;141401;2018
3;120207;2018
3;060306;2018
3;260602;2018
2;061602;2018
3;060309;2018
2;120805;2018
2;143503;2018
1;121011;2018
1;102007;2018
2;321204;2018
3;061111;2018
3;281802;2018
4;061307;2018
2;240416;2018
2;301801;2018
2;100506;2018
3;101705;2018
4;080905;2018
4;301702;2018
5;061110;2018
3;246801;2018
4;200707;2018
4;121807;2018
3;181612;2018
5;240607;2018
2;181309;2018
2;121402;2018
2;121604;2018
4;280409;2018
5;143706;2018
4;040704;2018
6;142005;2018
4;142501;2018
5;241101;2018
2;141603;2018
2;143206;2018
1;120502;2018
3;301601;2018
2;040209;2018
4;140605;2018
2;080204;2018
4;200503;2018
3;140901;2018
2;101101;2018
3;280608;2018
2;281706;2018
3;241610;2018
2;102006;2018
3;260902;2018
4;320703;2018
2;101802;2018
4;080505;2018
2;200104;2018
4;221602;2018
2;021404;2018
4;180507;2018
2;062010;2018
5;061805;2018
1;220903;2018
2;121603;2018
3;121207;2018
3;141908;2018
4;141506;2018
3;302702;2018
2;200203;2018
3;280806;2018
5;101009;2018
2;021504;2018
3;101213;2018
2;060307;2018
2;102002;2018
4;302804;2018
2;040502;2018
1;040403;2018
3;240309;2018
2;180905;2018
4;142002;2018
5;021901;2018
4;220507;2018
3;061508;2018
3;220102;2018
3;142104;2018
2;061807;2018
2;100504;2018
2;121016;2018
2;302503;2018
1;260601;2018
3;100610;2018
3;021704;2018
3;200306;2018
4;142506;2018
3;020906;2018
3;143204;2018
4;181301;2018
5;200301;2018
1;101306;2018
2;181607;2018
3;321304;2018
4;060103;2018
2;301303;2018
3;220307;2018
2;280705;2018
3;021803;2018
3;160708;2018
3;303107;2018
4;121801;2018
2;060911;2018
4;240403;2018
5;143408;2018
5;041105;2018
1;080305;2018
4;302707;2018
3;100106;2018
3;061107;2018
2;120908;2018
2;101303;2018
2;100908;2018
1;301505;2018
2;303106;2018
3;181401;2018
2;101611;2018
4;021003;2018
4;300202;2018
3;121112;2018
3;060909;2018
6;020604;2018
2;061103;2018
2;040302;2018
2;142407;2018
1;280803;2018
3;060204;2018
1;141110;2018
1;301705;2018
2;181605;2018
2;081201;2018
2;040706;2018
3;281801;2018
5;140206;2018
5;301101;2018
1;080604;2018
4;101408;2018
3;101305;2018
3;200804;2018
1;160704;2018
2;142705;2018
2;160805;2018
1;241713;2018
5;321205;2018
1;240103;2018
1;200504;2018
3;143205;2018
4;142608;2018
1;300501;2018
1;121509;2018
5;022103;2018
3;181304;2018
2;120802;2018
3;120704;2018
2;100206;2018
3;221103;2018
1;300603;2018
4;241201;2018
3;181308;2018
3;101801;2018
4;021407;2018
5;022106;2018
1;200406;2018
9;046401;2018
1;060806;2018
4;141108;2018
3;041101;2018
3;020809;2018
3;320102;2018
2;240902;2018
1;160104;2018
2;221106;2018
2;241108;2018
1;102102;2018
2;080904;2018
3;062012;2018
2;300902;2018
2;302202;2018
3;281508;2018
4;300707;2018
2;320701;2018
1;321804;2018
7;320302;2018
3;281406;2018
6;020802;2018
4;022302;2018
3;160909;2018
1;300103;2018
1;020814;2018
3;143405;2018
1;241402;2018
3;301006;2018
1;041410;2018
3;321005;2018
4;181805;2018
2;301012;2018
1;181504;2018
3;241503;2018
2;221301;2018
3;080301;2018
5;303103;2018
4;241501;2018
3;080306;2018
3;201307;2018
2;021201;2018
2;040901;2018
5;181101;2018
3;061701;2018
7;100101;2018
2;180707;2018
3;141510;2018
5;280302;2018
2;260105;2018
3;120909;2018
4;100207;2018
2;142008;2018
2;022603;2018
1;141708;2018
6;260901;2018
1;181201;2018
14;146501;2018
11;146501;2014
11;102003;2014
10;247201;2014
10;026401;2014
9;142501;2014
9;300711;2014
9;240102;2014
9;060401;2014
9;020801;2014
9;101901;2014
9;220502;2014
9;321004;2014
9;247001;2014
9;260508;2014
9;106101;2014
9;026101;2014
9;120101;2014
8;240407;2014
8;326201;2014
8;081102;2014
8;321205;2014
8;020301;2014
8;046101;2014
8;121205;2014
8;146301;2014
8;041509;2014
8;247401;2014
8;160907;2014
8;186201;2014
8;160602;2014
8;200210;2014
8;306401;2014
8;126101;2014
8;142509;2014
8;261207;2014
8;160101;2014
8;160705;2014
8;020802;2014
8;143801;2014
8;226301;2014
8;040601;2014
8;246901;2014
7;143003;2014
7;246401;2014
7;281501;2014
7;286201;2014
7;040708;2014
7;021303;2014
7;302407;2014
7;060201;2014
7;022406;2014
7;120107;2014
7;080805;2014
7;200202;2014
7;021901;2014
7;280701;2014
7;081002;2014
7;200203;2014
7;020402;2014
7;240901;2014
7;181613;2014
7;146201;2014
7;247901;2014
7;143505;2014
7;201005;2014
7;320604;2014
7;100802;2014
7;321404;2014
7;146401;2014
7;041408;2014
7;143412;2014
7;286101;2014
7;160301;2014
7;086101;2014
7;240601;2014
7;246301;2014
7;306201;2014
7;080302;2014
7;106201;2014
7;200201;2014
7;061101;2014
7;260503;2014
7;143404;2014
7;200101;2014
7;046201;2014
7;206201;2014
7;200703;2014
7;141912;2014
7;141804;2014
7;206101;2014
7;220508;2014
7;143205;2014
7;100302;2014
7;060801;2014
7;200213;2014
6;021501;2014
6;301102;2014
6;326101;2014
6;121013;2014
6;161004;2014
6;181101;2014
6;247301;2014
6;100101;2014
6;041001;2014
6;281801;2014
6;020808;2014
6;220908;2014
6;022106;2014
6;142801;2014
6;200401;2014
6;180301;2014
6;221203;2014
6;100501;2014
6;240307;2014
6;181401;2014
6;180401;2014
6;200107;2014
6;040703;2014
6;143402;2014
6;101209;2014
6;102002;2014
6;246101;2014
6;121101;2014
6;200705;2014
6;046401;2014
6;020806;2014
6;062008;2014
6;180501;2014
6;280504;2014
6;141801;2014
6;221004;2014
6;141504;2014
6;022202;2014
6;041404;2014
6;160105;2014
6;080505;2014
6;241005;2014
6;140101;2014
6;121405;2014
6;281602;2014
6;020603;2014
6;301403;2014
6;143409;2014
6;280101;2014
6;142306;2014
6;101203;2014
6;247501;2014
6;181304;2014
6;022301;2014
6;061410;2014
6;261101;2014
6;246601;2014
6;100201;2014
6;022605;2014
6;201402;2014
6;121603;2014
6;081109;2014
6;166101;2014
6;141002;2014
6;041906;2014
6;142104;2014
6;321701;2014
6;280303;2014
6;061801;2014
6;141406;2014
6;281202;2014
6;301010;2014
6;186401;2014
6;040301;2014
6;106301;2014
6;241602;2014
6;280502;2014
6;246201;2014
6;121301;2014
6;141507;2014
6;301701;2014
6;301001;2014
6;066201;2014
6;121203;2014
6;266101;2014
6;221406;2014
6;102001;2014
6;320508;2014
6;281001;2014
6;246501;2014
6;160204;2014
6;126301;2014
6;061503;2014
6;302110;2014
6;142101;2014
6;320403;2014
6;061604;2014
6;101709;2014
6;020602;2014
6;020701;2014
6;260701;2014
6;101601;2014
6;200301;2014
6;080504;2014
6;226101;2014
6;142701;2014
6;080704;2014
6;301504;2014
6;247801;2014
6;121302;2014
6;201009;2014
6;020810;2014
6;260209;2014
6;143601;2014
6;280304;2014
6;061806;2014
6;066101;2014
6;160605;2014
6;040803;2014
6;260303;2014
6;020702;2014
6;141702;2014
6;121204;2014
5;141108;2014
5;240803;2014
5;142106;2014
5;200209;2014
5;062002;2014
5;180903;2014
5;160701;2014
5;021001;2014
5;200206;2014
5;201201;2014
5;100608;2014
5;061103;2014
5;021202;2014
5;061807;2014
5;300602;2014
5;161107;2014
5;081104;2014
5;100211;2014
5;120712;2014
5;080206;2014
5;021703;2014
5;021401;2014
5;061107;2014
5;041602;2014
5;300101;2014
5;060111;2014
5;021604;2014
5;020604;2014
5;140312;2014
5;141601;2014
5;081106;2014
5;061808;2014
5;022103;2014
5;320103;2014
5;300705;2014
5;080305;2014
5;022006;2014
5;060114;2014
5;061901;2014
5;121114;2014
5;061301;2014
5;041402;2014
5;143204;2014
5;120805;2014
5;261103;2014
5;026201;2014
5;060407;2014
5;220702;2014
5;321304;2014
5;121606;2014
5;320804;2014
5;300904;2014
5;240308;2014
5;020103;2014
5;302709;2014
5;301901;2014
5;143005;2014
5;321401;2014
5;040401;2014
5;261104;2014
5;021201;2014
5;061804;2014
5;101801;2014
5;221002;2014
5;281305;2014
5;146101;2014
5;020805;2014
5;140501;2014
5;140314;2014
5;200602;2014
5;060601;2014
5;160804;2014
5;301005;2014
5;240310;2014
5;260904;2014
5;221209;2014
5;060314;2014
5;181803;2014
5;302707;2014
5;182101;2014
5;201404;2014
5;301906;2014
5;200404;2014
5;121803;2014
5;260208;2014
5;141908;2014
5;101205;2014
5;140105;2014
5;142001;2014
5;241003;2014
5;281703;2014
5;142608;2014
5;181614;2014
5;040603;2014
5;302903;2014
5;100108;2014
5;140611;2014
5;021704;2014
5;201007;2014
5;040501;2014
5;160505;2014
5;080605;2014
5;100508;2014
5;143004;2014
5;066301;2014
5;143303;2014
5;101903;2014
5;040706;2014
5;061906;2014
5;180505;2014
5;100901;2014
5;180507;2014
5;120303;2014
5;143309;2014
5;180201;2014
5;140209;2014
5;143605;2014
5;022001;2014
5;021403;2014
5;281411;2014
5;281903;2014
5;260607;2014
5;100904;2014
5;060813;2014
5;022309;2014
5;240101;2014
5;160103;2014
5;201108;2014
5;101508;2014
5;120106;2014
5;241506;2014
5;160305;2014
5;020101;2014
5;280905;2014
5;142506;2014
5;020501;2014
5;320404;2014
5;022302;2014
5;021605;2014
5;161105;2014
5;121607;2014
5;021606;2014
5;241605;2014
5;143002;2014
5;142102;2014
5;181606;2014
5;240301;2014
5;022005;2014
5;200506;2014
5;320801;2014
5;021803;2014
5;141106;2014
5;121508;2014
5;160806;2014
5;240406;2014
5;303001;2014
5;161002;2014
5;241002;2014
5;321603;2014
5;240410;2014
5;321206;2014
5;140802;2014
5;280501;2014
5;240107;2014
5;241501;2014
5;120102;2014
5;260504;2014
5;041202;2014
5;281704;2014
5;302603;2014
5;300309;2014
5;240304;2014
5;321802;2014
5;240403;2014
5;261001;2014
5;060903;2014
5;060910;2014
5;301603;2014
5;060911;2014
5;321702;2014
5;121001;2014
5;141703;2014
5;200104;2014
5;102009;2014
5;100105;2014
5;141706;2014
5;281604;2014
5;160707;2014
5;062006;2014
5;181605;2014
5;020303;2014
5;101409;2014
5;301908;2014
5;060208;2014
5;061702;2014
5;040705;2014
5;120607;2014
5;142605;2014
5;120502;2014
5;320303;2014
5;301105;2014
5;022307;2014
5;280201;2014
5;120709;2014
5;261102;2014
5;120402;2014
5;301904;2014
5;140604;2014
5;320402;2014
5;280804;2014
5;302604;2014
5;140307;2014
5;180901;2014
5;026501;2014
5;143702;2014
5;320608;2014
5;101201;2014
5;061207;2014
5;300305;2014
5;040103;2014
5;041812;2014
5;246801;2014
5;060702;2014
5;260507;2014
5;260406;2014
5;142610;2014
5;081203;2014
5;121701;2014
5;060213;2014
5;206301;2014
5;180704;2014
5;221207;2014
5;060807;2014
5;022602;2014
5;240405;2014
5;240415;2014
5;302701;2014
5;126201;2014
5;021102;2014
5;300803;2014
5;022502;2014
5;260803;2014
5;260502;2014
5;141802;2014
5;021601;2014
5;321406;2014
5;181504;2014
5;140703;2014
5;180702;2014
5;240309;2014
5;321303;2014
5;260106;2014
5;220704;2014
4;160709;2014
4;143405;2014
4;301909;2014
4;280104;2014
4;080105;2014
4;120611;2014
4;180707;2014
4;302101;2014
4;120603;2014
4;300901;2014
4;247601;2014
4;101303;2014
4;121306;2014
4;061411;2014
4;040604;2014
4;142903;2014
4;181502;2014
4;281104;2014
4;040304;2014
4;320807;2014
4;301002;2014
4;140605;2014
4;321705;2014
4;220601;2014
4;060710;2014
4;321505;2014
4;101411;2014
4;060106;2014
4;100506;2014
4;080104;2014
4;302108;2014
4;141701;2014
4;241701;2014
4;281405;2014
4;220407;2014
4;281103;2014
4;300801;2014
4;180108;2014
4;260101;2014
4;121003;2014
4;306301;2014
4;100509;2014
4;120702;2014
4;240103;2014
4;240502;2014
4;021104;2014
4;240201;2014
4;060805;2014
4;040701;2014
4;041810;2014
4;201403;2014
4;121808;2014
4;180202;2014
4;120706;2014
4;060907;2014
4;021504;2014
4;260202;2014
4;200105;2014
4;320101;2014
4;240503;2014
4;121106;2014
4;081007;2014
4;281402;2014
4;201401;2014
4;260908;2014
4;140106;2014
4;221503;2014
4;142011;2014
4;300907;2014
4;260203;2014
4;160102;2014
4;280404;2014
4;101009;2014
4;200707;2014
4;022308;2014
4;281601;2014
4;120616;2014
4;020807;2014
4;301012;2014
4;221504;2014
4;260903;2014
4;101304;2014
4;301505;2014
4;022003;2014
4;100107;2014
4;061111;2014
4;300604;2014
4;142502;2014
4;041807;2014
4;141205;2014
4;061102;2014
4;061201;2014
4;160306;2014
4;021502;2014
4;101401;2014
4;281410;2014
4;141806;2014
4;321104;2014
4;140202;2014
4;240206;2014
4;281306;2014
4;321001;2014
4;020902;2014
4;021205;2014
4;221201;2014
4;121303;2014
4;200903;2014
4;040109;2014
4;101005;2014
4;040203;2014
4;141206;2014
4;080404;2014
4;141302;2014
4;260804;2014
4;301204;2014
4;320703;2014
4;080909;2014
4;060701;2014
4;141401;2014
4;320507;2014
4;200215;2014
4;221311;2014
4;121804;2014
4;120907;2014
4;181701;2014
4;060812;2014
4;321410;2014
4;140204;2014
4;241004;2014
4;141214;2014
4;220703;2014
4;020608;2014
4;140201;2014
4;061109;2014
4;321405;2014
4;321402;2014
4;220901;2014
4;060206;2014
4;300205;2014
4;221604;2014
4;021902;2014
4;201301;2014
4;220907;2014
4;140401;2014
4;181806;2014
4;160601;2014
4;303103;2014
4;261303;2014
4;320501;2014
4;241710;2014
4;020204;2014
4;101008;2014
4;180307;2014
4;302403;2014
4;280604;2014
4;180406;2014
4;181602;2014
4;142706;2014
4;306101;2014
4;320405;2014
4;101011;2014
4;062015;2014
4;021906;2014
4;020803;2014
4;022506;2014
4;180409;2014
4;246701;2014
4;041403;2014
4;021402;2014
4;201109;2014
4;040105;2014
4;261204;2014
4;081001;2014
4;080501;2014
4;120806;2014
4;100104;2014
4;021302;2014
4;281205;2014
4;302116;2014
4;300906;2014
4;281503;2014
4;066401;2014
4;041005;2014
4;141303;2014
4;120803;2014
4;301807;2014
4;060406;2014
4;140805;2014
4;100207;2014
4;141503;2014
4;200605;2014
4;100202;2014
4;060901;2014
4;102102;2014
4;241704;2014
4;046301;2014
4;041409;2014
4;241606;2014
4;062004;2014
4;321003;2014
4;260104;2014
4;080604;2014
4;142005;2014
4;301703;2014
4;260103;2014
4;142202;2014
4;241201;2014
4;320908;2014
4;142012;2014
4;101807;2014
4;281407;2014
4;080407;2014
4;180503;2014
4;302105;2014
4;143703;2014
4;100603;2014
4;080301;2014
4;240608;2014
4;281701;2014
4;200106;2014
4;261005;2014
4;221303;2014
4;120305;2014
4;280301;2014
4;142703;2014
4;260418;2014
4;260805;2014
4;121007;2014
4;200701;2014
4;320302;2014
4;121207;2014
4;061304;2014
4;220701;2014
4;280302;2014
4;241712;2014
4;061902;2014
4;121403;2014
4;300804;2014
4;240204;2014
4;143602;2014
4;240302;2014
4;021602;2014
4;320606;2014
4;120501;2014
4;100406;2014
4;220802;2014
4;186301;2014
4;240105;2014
4;101707;2014
4;247701;2014
4;241601;2014
4;260907;2014
4;020203;2014
4;241401;2014
4;021802;2014
4;041203;2014
4;281705;2014
4;240305;2014
4;101605;2014
4;301013;2014
4;302303;2014
4;080205;2014
4;200214;2014
4;302501;2014
4;280901;2014
4;020703;2014
4;240606;2014
4;142907;2014
4;080905;2014
4;161003;2014
4;022503;2014
4;221313;2014
4;041304;2014
4;022304;2014
4;143803;2014
4;301104;2014
4;240703;2014
4;021407;2014
4;160203;2014
4;240108;2014
4;181301;2014
4;020207;2014
4;080603;2014
4;121103;2014
4;060504;2014
4;021203;2014
4;160901;2014
4;320603;2014
4;301602;2014
4;260404;2014
4;022203;2014
4;160708;2014
4;181603;2014
4;200205;2014
4;301007;2014
4;160202;2014
4;140607;2014
4;181001;2014
4;061802;2014
4;141708;2014
4;321204;2014
4;022405;2014
4;280203;2014
4;101806;2014
4;101408;2014
4;302602;2014
4;221402;2014
4;041808;2014
4;321201;2014
4;060707;2014
4;180411;2014
4;240905;2014
4;180703;2014
4;226401;2014
4;301803;2014
4;142402;2014
4;241001;2014
4;021905;2014
4;240603;2014
4;020905;2014
4;220906;2014
4;280902;2014
4;143411;2014
4;121613;2014
4;100610;2014
4;040204;2014
4;041806;2014
4;240408;2014
4;200806;2014
4;200702;2014
4;120406;2014
4;181505;2014
4;220204;2014
4;143201;2014
4;061106;2014
4;302201;2014
4;061206;2014
4;101804;2014
4;200302;2014
4;041201;2014
4;280106;2014
4;221308;2014
4;241403;2014
4;160905;2014
4;261105;2014
4;141902;2014
4;182002;2014
4;020901;2014
4;101301;2014
4;020809;2014
4;061306;2014
4;302306;2014
4;142204;2014
4;021702;2014
4;241304;2014
4;143001;2014
4;022201;2014
4;303102;2014
4;320304;2014
4;260411;2014
4;142404;2014
4;281406;2014
4;022101;2014
4;240411;2014
4;221104;2014
4;241309;2014
4;061307;2014
4;141003;2014
4;320203;2014
4;080202;2014
4;020502;2014
4;120304;2014
4;303101;2014
4;121704;2014
4;143307;2014
4;320905;2014
4;280601;2014
4;081004;2014
4;140504;2014
4;247101;2014
4;240404;2014
4;121406;2014
4;020601;2014
4;142307;2014
4;260408;2014
4;061205;2014
4;040101;2014
4;300208;2014
4;220801;2014
4;041411;2014
4;142301;2014
4;143503;2014
4;200802;2014
4;280605;2014
4;062012;2014
4;142513;2014
4;020403;2014
4;120610;2014
4;280801;2014
4;060602;2014
4;020401;2014
4;320306;2014
4;100204;2014
4;200902;2014
4;260407;2014
4;140707;2014
4;221105;2014
4;101803;2014
4;101204;2014
4;021103;2014
4;060708;2014
4;302502;2014
4;280206;2014
4;061001;2014
4;040709;2014
4;020804;2014
4;226201;2014
4;200603;2014
4;041003;2014
4;060212;2014
4;040801;2014
4;241503;2014
4;142511;2014
4;303005;2014
4;220106;2014
4;181105;2014
4;201203;2014
4;302205;2014
4;241305;2014
4;060402;2014
4;021006;2014
4;160502;2014
4;061908;2014
4;261004;2014
4;301402;2014
4;301806;2014
4;060109;2014
4;141404;2014
4;140903;2014
3;180105;2014
3;060214;2014
3;121611;2014
3;200207;2014
3;121501;2014
3;080306;2014
3;141705;2014
3;140705;2014
3;280608;2014
3;121610;2014
3;020206;2014
3;220903;2014
3;321801;2014
3;301502;2014
3;280407;2014
3;100305;2014
3;061805;2014
3;180407;2014
3;200306;2014
3;060205;2014
3;302104;2014
3;280405;2014
3;040704;2014
3;143502;2014
3;201304;2014
3;260415;2014
3;120601;2014
3;121008;2014
3;060312;2014
3;240705;2014
3;121102;2014
3;021701;2014
3;041701;2014
3;301702;2014
3;060110;2014
3;241502;2014
3;100502;2014
3;142004;2014
3;100304;2014
3;142002;2014
3;321203;2014
3;320104;2014
3;160401;2014
3;062014;2014
3;280903;2014
3;260505;2014
3;143706;2014
3;041813;2014
3;121307;2014
3;142504;2014
3;062010;2014
3;060507;2014
3;260801;2014
3;120609;2014
3;060607;2014
3;320301;2014
3;280805;2014
3;101708;2014
3;061904;2014
3;060209;2014
3;260302;2014
3;320205;2014
3;100607;2014
3;240205;2014
3;060905;2014
3;141005;2014
3;320806;2014
3;062001;2014
3;142902;2014
3;121107;2014
3;180403;2014
3;142606;2014
3;221206;2014
3;300710;2014
3;060306;2014
3;281708;2014
3;121809;2014
3;320204;2014
3;080102;2014
3;022306;2014
3;101505;2014
3;080906;2014
3;280408;2014
3;221309;2014
3;220507;2014
3;320607;2014
3;101202;2014
3;300204;2014
3;060913;2014
3;303002;2014
3;140313;2014
3;200508;2014
3;201305;2014
3;241205;2014
3;302109;2014
3;321504;2014
3;281102;2014
3;281603;2014
3;302112;2014
3;142901;2014
3;182004;2014
3;320602;2014
3;061601;2014
