020605;Kowalski Kamil Daniel;1094;Komitet Wyborczy Wyborców Kamila Kowalskiego;T
260404;Zatorski Jarosław Jerzy;2404;Komitet Wyborczy Wyborców "Nasza Gmina Chmielnik";
041411;Michalska Wiesława Anna;163;Komitet Wyborczy Wyborców Równość w Gminie Warlubie;
101301;Kubicki Wojciech Władysław;682;Komitet Wyborczy Wyborców Rawska Inicjatywa Samorządowa;
200102;WYSOCKA-KNIAŻEWSKA Urszula;413;Komitet Wyborczy Polskie Stronnictwo Ludowe;
060915;Hamerla Zbigniew Piotr;560;Komitet Wyborczy Wyborców Bez Podziału - W Jedności Siła;
041411;Krzemień Zygmunt Ignacy;309;Komitet Wyborczy Wyborców Porozumienie Samorządowe 2014;
260507;Misztal Mateusz;424;Komitet Wyborczy Wyborców Mateusza Misztala Stop Układom;
120706;STACH Piotr;755;Komitet Wyborczy Prawo i Sprawiedliwość;
240302;Kluz Artur;1566;Komitet Wyborczy Wyborców - "Wspólnie dla Ustronia" i Artura Kluza;
280901;WIŚNIOWSKI Jacek;2742;Komitet Wyborczy Wyborców PIĘCIU GMIN;
060107;MURAWSKI Romuald Andrzej;1069;Komitet Wyborczy Polskie Stronnictwo Ludowe;T
260905;Pięda Adam Longin;990;Komitet Wyborczy Prawo i Sprawiedliwość;
041202;Czajkowski Henryk;152;Komitet Wyborczy Wyborców Wspólna Przyszłość;
301204;Marszałek Franciszek;6980;Komitet Wyborczy Polskie Stronnictwo Ludowe;
240502;Kęska Wacław Wiesław;2495;Komitet Wyborczy Wyborców Wacława Kęski "Twoje Miasto";
121805;Szewczyk Jan Józef;408;Komitet Wyborczy Prawo i Sprawiedliwość;
201308;ZAJKOWSKI Józef;1643;Komitet Wyborczy Wyborców Rozwój Sokół;T
140608;GĄSIOROWSKA Barbara Elżbieta;1999;Komitet Wyborczy Polskie Stronnictwo Ludowe;
101801;Maślanka Bronisław;90;Komitet Wyborczy Prawo i Sprawiedliwość;
261105;Janus Robert Mariusz;1015;Komitet Wyborczy Wyborców Nasza Gmina Wąchock;
260406;Kubiec Arkadiusz Jacek;210;Komitet Wyborczy Wyborców Praworządna Gmina Górno-Arkadiusz Kubiec;
022006;Wysocki Waldemar Józef;361;Komitet Wyborczy Prawo i Sprawiedliwość;
100104;Rozpara Sylwia Barbara;251;Komitet Wyborczy Wyborców Kleszczów-Nasza Wspólna Gmina;
301009;Operacz Andrzej;2215;Komitet Wyborczy Wyborców Nasza Przyszłość;T
140208;DOBRZENIECKI Leszek;430;Komitet Wyborczy Polskie Stronnictwo Ludowe;
201109;MATYSKIEL Michał Grzegorz;998;Komitet Wyborczy Polskie Stronnictwo Ludowe;
143804;Ciężka Urszula;1382;Komitet Wyborczy Wyborców Niezależni z Przyszłością;T
220406;Czarnecki Lech;657;Komitet Wyborczy Wyborców Samorządność Pszczółek;
101204;Gębicz Paweł  Ireneusz;846;Komitet Wyborczy Wyborców Pawła Gębicza;
220306;Gajo Jan;1164;Komitet Wyborczy Wyborców GMINA PRZECHLEWO 2014;
247801;Olichwer Tomasz Andrzej;6229;Komitet Wyborczy Platforma Obywatelska RP;
181308;Kowalski Witold Andrzej;1212;Komitet Wyborczy Wyborców Witolda Kowalskiego - "Rządzić to Służyć";
141806;Gieleciński Marek Ireneusz;463;Komitet Wyborczy Wyborców "Przyjazny Samorząd";
260604;Kielisz Krystyna;1743;Komitet Wyborczy Wyborców Kocham Opatów;
041506;Kowal Piotr Franciszek;2327;Komitet Wyborczy Wyborców Porozumienie Samorządowe Łysomice;T
080105;PIOTROWSKI Tadeusz;253;Komitet Wyborczy Wyborców Nasza Gmina;
300201;STRUGAŁA Franciszek;2899;Komitet Wyborczy Wyborców Jutro dla Czarnkowa;T
061103;BAKAN Agnieszka;250;Komitet Wyborczy Wyborców Agnieszki Bakan;
260501;Konieczny Henryk;1785;Komitet Wyborczy Wyborców Samorząd Gminy Fałków - 2014;T
121004;KROK Piotr;6747;Komitet Wyborczy Wyborców POROZUMIENIE SAMORZĄDOWE GMINY GRYBÓW;T
201401;GLIŃSKI Mieczysław Leszek;577;Komitet Wyborczy Platforma Obywatelska RP;
247201;Dziedzic Grażyna;15718;Komitet Wyborczy Wyborców Grażyny Dziedzic;
142104;Borzymowska Ewa Maria;430;Komitet Wyborczy Wyborców "MY - Mieszkańcy !";
142305;NOŻYŃSKA Alina;907;Komitet Wyborczy Wyborców Gminy Potworów Razem;
121703;KUBICKI Maciej Piotr;1638;Komitet Wyborczy Stowarzyszenia "Czas na Białkę";
040902;WOŹNIAKOWSKI Zbysław Władysław;1286;Komitet Wyborczy Polskie Stronnictwo Ludowe;T
240502;Paszkowski Waldemar Dariusz;1616;Komitet Wyborczy Wyborców Waldemar Paszkowski Konkrety dla Pyskowic;
020101;Małkowski Maciej Stanisław;3932;Komitet Wyborczy Wyborców Ziemia Bolesławiecka;
080301;PTAŚNIK Jacek Marian;346;Komitet Wyborczy Wyborców Jacka Ptaśnika;
060703;Gąsiorowski Marcin;1538;Komitet Wyborczy Polskie Stronnictwo Ludowe;T
241005;Moń Czesław Karol;1246;Komitet Wyborczy Prawo i Sprawiedliwość;
121203;Romańczak Krzysztof  Jan;78;Komitet Wyborczy Wyborców Krzysztofa Romańczaka;
101302;Pietrzak  Bogdan  Jan;2579;Komitet Wyborczy Stowarzyszenia "Nasza Mała Ojczyzna-Razem";
121204;Michalik Jan Marian;176;Koalicyjny Komitet Wyborczy SLD Lewica Razem;
141901;Rozkosz Józef Jerzy;2573;Komitet Wyborczy Wyborców Gmina Bielsk Wspólnie;T
100901;Ryś Agnieszka Teresa;333;Komitet Wyborczy Wyborców Wspólna Przyszłość;
280501;DZIENISIEWICZ Ireneusz;1208;Koalicyjny Komitet Wyborczy SLD Lewica Razem;
180301;Trojan Mariusz Jan;4987;Komitet Wyborczy Prawo i Sprawiedliwość;
180203;Kot Andrzej;1082;Komitet Wyborczy Prawo i Sprawiedliwość;
120607;Miś Paweł Stanisław;2572;Komitet Wyborczy Prawo i Sprawiedliwość;
241606;Wójcik Zenon Jan;119;Komitet Wyborczy Wyborców Przyszłość Gminy;
121505;KUDZIA Artur Andrzej;1078;Komitet Wyborczy Prawo i Sprawiedliwość;
160707;TETŁAK Przemysław Jan;609;Komitet Wyborczy Wyborców Horyzont;
220801;SZREDER Maciej;4721;Komitet Wyborczy Stowarzyszenia "LEPSZY LĘBORK - LEPSZY POWIAT";
280106;PIORUN Krzysztof;196;Komitet Wyborczy Wyborców WSPÓLNOTA SAMORZĄDOWA;
061804;Czarnecka Halina;114;Komitet Wyborczy Prawo i Sprawiedliwość;
221302;Krzyżanowski Grzegorz Jan;108;Komitet Wyborczy Wyborców Grzegorza Krzyżanowskiego;
161004;FEJDYCH Franciszek;3841;Komitet Wyborczy Platforma Obywatelska RP;
300705;NAWROCKI Łukasz;238;Komitet Wyborczy Wyborców Czas na Zmiany;
326101;Ostaszewski Adam;2430;Koalicyjny Komitet Wyborczy SLD Lewica Razem;
181608;Bugiel Ryszard Kazimierz;2347;Komitet Wyborczy Wyborców Nasza Gmina Razem;T
142401;Wojciechowski Cezary Andrzej;760;Komitet Wyborczy Prawo i Sprawiedliwość;
181905;Kut Marcin;2157;Komitet Wyborczy Wyborców "Nasze Sprawy";T
221510;Skwarło Henryk Adam;5977;Komitet Wyborczy Wyborców Gospodarna Gmina;T
100303;Kotarski Jerzy;1406;Komitet Wyborczy Wyborców "Strażacy-Wspólna Sprawa";T
200206;Wróblewski Tadeusz;481;Komitet Wyborczy Wyborców Gmina Łapy Dobro Wspólne;
121305;Obstarczyk Jerzy Maciej;660;Komitet Wyborczy Wyborców Nowe Spojrzenie na Gminę;
061101;KASZNIA Arkadiusz;940;Komitet Wyborczy Wyborców Radny z Naszej Ulicy;
301908;BRATKOWSKA Maria;1552;Komitet Wyborczy Wyborców Razem Dla Ziemi Wyrzyskiej;
241509;Szymanek Mirosław Andrzej;2374;Komitet Wyborczy Wyborców "Budujemy Przyszłość Gminy";T
301708;Bochen Krzysztof Gabryel;2175;Komitet Wyborczy Wyborców "Przyjazny Urząd Przyjazna Gmina";T
281708;SŁAWSKI Zbigniew Włodzimierz;177;Komitet Wyborczy Wyborców Czas na Zmiany;
100501;Wójcik Robert Wiesław;1296;Koalicyjny Komitet Wyborczy SLD Lewica Razem;
320402;SYPIEŃ Krzysztof;2453;Komitet Wyborczy Wyborców Nasz Goleniów Nasza Gmina;
240409;Lupa Jacek Antoni;623;Komitet Wyborczy Wyborców "Razem w przyszłość";
040604;Poznański Jarosław Krzysztof;246;Komitet Wyborczy Stowarzyszenia Międzygminne Porozumienie Samorządowe- MPS;
200214;DREWNOWSKI DARIUSZ JACEK;1130;Komitet Wyborczy Wyborców Wspólnota Gminna Zabłudów;
200202;CHRULSKI Jacek;1346;Komitet Wyborczy Wyborców Nasze Podlasie;
143602;KOSMALA Mariusz;550;Komitet Wyborczy Polskie Stronnictwo Ludowe;
101807;Nawrocki Bogdan Leszek;1814;Komitet Wyborczy Wyborców Zgoda;
040802;Grzegorzewski Tadeusz Tomasz;464;Komitet Wyborczy Wyborców Gminne Forum Wyborcze;
320404;Słomski Piotr;1152;Komitet Wyborczy Wyborców Partnerstwo i Rozwój;
142105;Bernatowicz Ewa Agnieszka;2846;Komitet Wyborczy Wyborców Zielona Gmina-Nasz Dom;
041003;MIŁOWSKI Tomasz Edmund;1156;Komitet Wyborczy Polskie Stronnictwo Ludowe;
080805;Tyszkiewicz Małgorzata;341;Komitet Wyborczy Stowarzyszenia Człowiek;
181706;Stelmach Wojciech Józef;299;Komitet Wyborczy Wyborców Uwierz w Zmiany;
060306;KANDZIORA Roman Karol;1049;Komitet Wyborczy Wyborców Romana Kandziory;T
021201;Stypułkowski Piotr;114;Komitet Wyborczy Polskie Stronnictwo Ludowe;
142403;Rachuba Adam Dariusz;1357;Komitet Wyborczy Polskie Stronnictwo Ludowe;T
041504;Olszewski Marek Karol;3844;Komitet Wyborczy Wyborców "Wspólnota";T
303103;KITELA Stefan Adam;2128;Komitet Wyborczy Wyborców Stefana Kiteli;T
022304;Chmurzyński Piotr Michał;1207;Komitet Wyborczy Prawo i Sprawiedliwość;
143005;LUDEW Artur;2382;Komitet Wyborczy Wyborców Porozumienie Gospodarcze;
246801;Łapot Mirosław Damian;1260;Komitet Wyborczy Nowa Prawica — Janusza Korwin-Mikke;
321409;Włodarczyk Mieczysław;980;Komitet Wyborczy Wyborców Zielona Gmina;T
121108;DZIUBAN Paweł;1733;Komitet Wyborczy Wyborców "SAMORZĄDNA GMINA";
260704;Pietrzkiewicz Dorota Alicja;623;Komitet Wyborczy Prawo i Sprawiedliwość;
321501;Hardie-Douglas Jerzy;7683;Komitet Wyborczy Platforma Obywatelska RP;T
160911;MUTZ Krzysztof;2577;Komitet Wyborczy Wyborców Krzysztofa Mutz;T
060501;Hałabis Stanisław Czesław;419;Komitet Wyborczy Prawo i Sprawiedliwość;
020503;Przychodzeń Zbigniew Teofil;1110;Komitet Wyborczy Ochotnicza Straż Pożarna w Męcince;
060704;Najs Tomasz Andrzej;987;Komitet Wyborczy Polskie Stronnictwo Ludowe;
021103;Latos Waldemar Ireneusz;1178;Komitet Wyborczy Wyborców Waldemara Latosa "WOLNI OD UKŁADÓW";
022503;Tomala Marek;380;Komitet Wyborczy Wyborców ISO - Porozumienie Prawicy 2014;
060705;Bańka Karolina;284;Komitet Wyborczy Wyborców Karoliny Bańki;
143005;NOJEK Sławomir Adam;2235;Koalicyjny Komitet Wyborczy SLD Lewica Razem;
201303;GROSICKI Aleksander Kazimierz;289;Komitet Wyborczy Wyborców Zdrowy Rozsądek.Czyżew;
321004;PRILL Alicja Beata;792;Komitet Wyborczy Platforma Obywatelska RP;
260503;Środa Jerzy Zbigniew;602;Komitet Wyborczy Wyborców Samorząd Konecki 2010;
060701;Pulikowski Krzysztof Zygmunt;507;Koalicyjny Komitet Wyborczy SLD Lewica Razem;
241201;Tokarz Jan;1696;Komitet Wyborczy Wyborców Przyjazna Gmina Przyjazny Powiat;
101214;OCIEPA Mirosław Kazimierz;1794;Komitet Wyborczy Wyborców Mirosława Ociepy;T
140314;Ośka Krzysztof;927;Komitet Wyborczy Prawo i Sprawiedliwość;
321404;NOWAKOWSKI PAWEŁ;139;Komitet Wyborczy Polskie Stronnictwo Ludowe;
260411;Zbróg Tomasz Stanisław;1041;Komitet Wyborczy Wyborców Tomasz Zbróg;
320604;PIŁAT Henryk Andrzej;1631;Komitet Wyborczy Wyborców Bezpartyjny Blok Samorządowy;
320705;Stanaszek-Kaczor Anna Maria;720;Komitet Wyborczy Wyborców "Nasza Gmina - Nasz Powiat";
120502;MANIAK Jan Józef;439;Komitet Wyborczy Wyborców Solidarna Ziemia Gorlicka;
060911;Urbaś Krzysztof;4762;Komitet Wyborczy Polskie Stronnictwo Ludowe;T
022301;Kucharski Dariusz Józef;390;Komitet Wyborczy Prawo i Sprawiedliwość;
220203;Szczepański Zbigniew Tadeusz;4494;Komitet Wyborczy Wyborców ROZWÓJ GMINY CHOJNICE;T
040709;CYBULSKI Witold Grzegorz;1906;Komitet Wyborczy Wyborców Witolda Cybulskiego "Bliżej Demokracji";T
300703;Chojnacki Mariusz Marek;1153;Komitet Wyborczy Wyborców Dobry Wybór-Lepsza Gmina;T
142808;Chojnacki Jacek Zdzisław;495;Komitet Wyborczy Wyborców Nasz Teresin;
142010;Giszczak Ryszard;1957;Komitet Wyborczy Polskie Stronnictwo Ludowe;T
060214;Krukowski Eugeniusz;1663;Komitet Wyborczy Wyborców Eugeniusza Krukowskiego;T
121207;Gil Andrzej Stanisław;1440;Komitet Wyborczy Prawo i Sprawiedliwość;
181701;Wosik Alicja Barbara;2377;Komitet Wyborczy Wyborców Alicji Wosik "Rozwój";
143201;Reszka Zenon Franciszek;5577;Komitet Wyborczy Wyborców Zenona Reszki "Błonie - Przyszłość";T
302301;Pyrzyk Michał;3287;Komitet Wyborczy Polskie Stronnictwo Ludowe;T
142007;GILEWSKI Artur Jacek;206;Koalicyjny Komitet Wyborczy SLD Lewica Razem;
200202;SAKOWICZ Jacek;767;Komitet Wyborczy Wyborców Przyszłość;
021104;SIWAK Władysław;146;Komitet Wyborczy Prawo i Sprawiedliwość;
221003;Chrząszcz Michał Bartosz;705;Komitet Wyborczy Wyborców Wspólna Sprawa;T
100209;Pruszkowski Mirosław;239;Komitet Wyborczy Prawo i Sprawiedliwość;
021704;Matusiak Jerzy Antoni;800;Komitet Wyborczy Wyborców "Strzeliński Blok Samorządowy";
300403;Czwojda Sebastian;3019;Komitet Wyborczy Wyborców SKW Samorządowa Koalicja Współpracy;T
061101;SZUSTEK Dariusz Jan;4967;Komitet Wyborczy Prawo i Sprawiedliwość;
021504;RESZKA Ewa Jadwiga;871;Komitet Wyborczy Wyborców Komitet Mieszkańców Ziemi Oławskiej 2014;
121009;DZIEDZINA Jan;3965;Komitet Wyborczy Wyborców POROZUMIENIE SAMORZĄDOWE GMINY ŁACKO;T
081007;Gołek Stefan;1032;Komitet Wyborczy Wyborców Inicjatyw Lokalnych;
140605;BEDNARSKA Teresa Krystyna;815;Komitet Wyborczy Prawo i Sprawiedliwość;
281505;KRAJEWSKI Marcin Paweł;1391;Komitet Wyborczy Wyborców MARCINA KRAJEWSKIEGO;T
301504;Brambor Marcin Mateusz;3191;Komitet Wyborczy Nowe Pokolenie;
141913;Wawrzyński Sławomir Stanisław;2874;Komitet Wyborczy Wyborców Stara Biała 2014;T
022106;Liczbiński Mariusz Paweł;402;Komitet Wyborczy Wyborców Mariusza Liczbińskiego;
061301;Czech Henryk;263;Komitet Wyborczy Polskie Stronnictwo Ludowe;
022407;ORCZYK Grażyna;1531;Komitet Wyborczy Wyborców Grażyny Orczyk;T
022307;ZALESKI Grzegorz Jerzy;217;Komitet Wyborczy Prawo i Sprawiedliwość;
141708;Bętkowska Anna;1062;Komitet Wyborczy Wyborców Anny Bętkowskiej;
142301;KŁOSIŃSKI Bernard Zygmunt;111;Komitet Wyborczy Wyborców Tradycja Prawda Prawo;
041902;KUCZMA Zdzisław Telesfor;1054;Komitet Wyborczy Wyborców Gąsawski Blok Samorządowo Ludowy;
220505;Gliwa Jerzy Zygmunt;930;Komitet Wyborczy Wyborców "Samorządne Kaszuby-Naszé Sprawë";
021604;PILIMON Andrzej;1156;Komitet Wyborczy Wyborców Wolny Powiat Polkowicki;
020905;Roman-Cwynar Katarzyna;743;Komitet Wyborczy Wyborców GMINA LEGNICKIE POLE;
142404;DĘBSKI Wojciech;3153;Komitet Wyborczy Wyborców Samorządowe Porozumienie Ziemi Pułtuskiej;
302603;Gwincińska Katarzyna;623;Komitet Wyborczy Wyborców Nasza Gmina Książ;
021205;ZYCH Artur Adam;619;Komitet Wyborczy Wyborców „Sprzeciw Stagnacji”;
060813;Koziński Jacek;326;Komitet Wyborczy Wyborców Porozumienie Dla Rozwoju;
020801;BERCZYŃSKI Bogdan Andrzej;186;Komitet Wyborczy Wyborców Bogdana Berczyńskiego;
121114;SZCZERBA Włodzimierz;606;Komitet Wyborczy Wyborców Podhalanie;
100502;Kubiński Sylwester Dariusz;1141;Komitet Wyborczy Polskie Stronnictwo Ludowe;
201205;SZYMULEWSKI Andrzej;1176;Komitet Wyborczy Prawo i Sprawiedliwość;T
101305;Szcześniak Jan;506;Komitet Wyborczy Stowarzyszenia "Nasza Mała Ojczyzna-Razem";
061105;FORNAL Krzysztof;1606;Komitet Wyborczy Polskie Stronnictwo Ludowe;
061808;Kawa Franciszek Wiesław;1061;Komitet Wyborczy Wyborców Franciszka Kawy;
320801;Pasikowski Piotr;551;Komitet Wyborczy Wyborców Piotra Pasikowskiego;
080505;OWSIAK Leopold;258;Komitet Wyborczy Polskie Stronnictwo Ludowe;
220205;KOZŁOWSKA Maria Jolenta;270;Komitet Wyborczy Wyborców "ZGODA I WSPÓŁPRACA W GMINIE";
101306;Kowalska Karolina;1099;Komitet Wyborczy Wyborców Gospodarność-Skuteczność;T
061205;Wróbel Dariusz Zygmunt;2936;Komitet Wyborczy Wyborców Mała Ojczyzna;
260303;Knopek Tadeusz Szymon;1844;Komitet Wyborczy Wyborców Wspólnota Gospodarcza;
301102;Malicki Konrad Karol;716;Komitet Wyborczy Stowarzyszenia Porozumienie Samorządowe Ziemi Kościańskiej;
180409;POTOCZNY JÓZEF ROMAN;286;Komitet Wyborczy Prawo i Sprawiedliwość;
141607;Brzostek Waldemar;3904;Komitet Wyborczy Wyborców "Gmina";T
120504;TRYBUS Maciej Mieczysław;1686;Komitet Wyborczy Wyborców Razem dla Gminy;
301305;Lorych Marek  Ireneusz;1707;Komitet Wyborczy Wyborców Marka Lorycha;T
020904;Mazur Łukasz;893;Komitet Wyborczy Wyborców ŁUKASZA MAZURA;
206201;ZGRZYWA Sławomir;1404;Komitet Wyborczy Wyborców Łomża Nasze Miasto;
281204;DERESZEWSKI Wojciech;2262;Komitet Wyborczy Polskie Stronnictwo Ludowe;T
121106;DYDA Jan Tadeusz;905;Komitet Wyborczy Wyborców Jana "Janusza" Dydy;
181602;Ząbek Marek;2048;Komitet Wyborczy Prawo i Sprawiedliwość;
246901;Doktorowicz Krystyna Maria;3137;Komitet Wyborczy Wyborców "My z Katowic";
221312;Świątek Wiesław Stanisław;1225;Komitet Wyborczy Stowarzyszenie "Nasz Starogard";
220202;Skórczewski Robert;2378;Komitet Wyborczy Wyborców "SAMORZĄDNI";
240108;Tarmas Zbigniew Władysław;316;Komitet Wyborczy Wyborców Sławków- Nasz Wspólny Dom;
280701;HORDEJUK Bernadeta Justyna;2315;Komitet Wyborczy Platforma Obywatelska RP;
061806;Piasecki Adam;428;Komitet Wyborczy Prawo i Sprawiedliwość;
080905;Suwała Bernard Bronisław;223;Komitet Wyborczy Wyborców Zdrowie Praca Prawo;
120402;POCZĄTEK Stanisław;3363;Komitet Wyborczy Wyborców Wspólnota Samorządu Powiśla Dąbrowskiego;
141305;Zalewski Wiesław;2087;Komitet Wyborczy Wyborców Wiesława Zalewskiego;T
300902;CHOJNOWSKI WOJCIECH ADAM;1835;Komitet Wyborczy Towarzystwo Samorządowe;T
080402;Sauter Jacek;1279;Komitet Wyborczy Wyborców Miłośników Bytomia Odrzańskiego;T
142806;Gasik Beata Elżbieta;682;Komitet Wyborczy Wyborców Rybno Przyszłością Młodzieży;
040207;Perszke Wojciech;1020;Komitet Wyborczy Wyborców Razem dla Miasta i Gminy;
120803;Rzeźnicki Jacek;420;Komitet Wyborczy Wyborców "Służyć Gminie, Słuchać Mieszkańców";
020903;Castaňeda Trujillo Beata;1051;Komitet Wyborczy Wyborców „DOBRO WSPÓLNE”;T
300805;Henczyca Bożena Katarzyna;884;Komitet Wyborczy Wyborców Bożeny Henczycy;T
120909;Stalmach Wiesław;1419;Komitet Wyborczy Polskie Stronnictwo Ludowe;
040803;Woźniak Krzysztof Jerzy;208;Komitet Wyborczy Wyborców "Sami Swoi";
121306;Śreniawski Piotr Stanisław;1883;Komitet Wyborczy Wyborców Piotr Śreniawski Razem Dla Gminy;
260701;Adamski Krzysztof;1048;Komitet Wyborczy Wyborców Lewica Ostrowiecka;
081007;Teler Zbigniew;813;Koalicyjny Komitet Wyborczy SLD Lewica Razem;
021902;Kurzawa Tomasz;251;Komitet Wyborczy Platforma Obywatelska RP;
120509;DZIEDZIC Bartosz Edmund;544;Komitet Wyborczy Wyborców MŁODOŚĆ WIEDZA DOŚWIADCZENIE;
142204;Lorenc Michał;1328;Komitet Wyborczy Polskie Stronnictwo Ludowe;
221507;Brzeski Mieczysław;653;Komitet Wyborczy Wyborców Nasza Aktywna Gmina;
161103;KOSTON Norbert Józef;916;Komitet Wyborczy Wyborców Mniejszość Niemiecka;
101411;Paprota Katarzyna;602;Komitet Wyborczy Prawo i Sprawiedliwość;
240204;Błachut Marian Tadeusz;8940;Komitet Wyborczy Stowarzyszenie Nowa Inicjatywa;T
300708;WARDĘCKI Sebastian;3614;Komitet Wyborczy Wyborców Nasza Gmina Gospodarna;T
240407;Jarosz - Wawrzyńczak Magdalena Karina;1307;Komitet Wyborczy Wyborców Porozumienie Wyborcze Jerzego Sochy;
246101;BANAŚ Joanna Maria;1294;Komitet Wyborczy Nowa Prawica — Janusza Korwin-Mikke;
100611;Małecki Witold Mariusz;3056;Komitet Wyborczy Wyborców Witolda Małeckiego;T
320605;Karolak Krzysztof;710;Komitet Wyborczy Wyborców "Odpowiedzialnie i Uczciwie dla Gminy";
121206;Borówka Jan;902;Komitet Wyborczy Wyborców Gospodarny Samorząd;
021301;Kozłowski Piotr;608;Komitet Wyborczy Wyborców Piotra Kozłowskiego;
286201;WASILEWSKA Anna;6604;Komitet Wyborczy Platforma Obywatelska RP;
321101;DERA Teresa;4519;Komitet Wyborczy Wyborców Teresa Dera;T
143703;Ziółkowski Krzysztof;2206;Komitet Wyborczy Wyborców Ponadpartyjny Blok Samorządowy;T
121109;SMARDUCH Jan Piotr;4205;Komitet Wyborczy Wyborców SAMORZĄDNOŚĆ WIEJSKA;T
061202;Kapica Grzegorz;1857;Komitet Wyborczy Wyborców Mała Ojczyzna;T
160708;KOPCISZ Ewelina Maria;136;Koalicyjny Komitet Wyborczy SLD Lewica Razem;
180509;Szura Zenon;2765;Komitet Wyborczy Wyborców Samorządowe Porozumienie Wyborcze "Razem";T
121107;KOCUR Grzegorz;175;Komitet Wyborczy Wyborców Wspólnota Lipnica Wielka i Kiczory;
101009;Baryła Stanisław Paweł;2423;Komitet Wyborczy Wyborców Miasta i Gminy z Przyszłością;
100706;FRANAS Michał Jan;983;Komitet Wyborczy Wyborców Ziemia Opoczyńska;T
060211;Hacia Edward Adam;1940;Komitet Wyborczy Wyborców Nasza Gmina Potok;T
201005;TOBOTA Adam;514;Komitet Wyborczy Wyborców Wspólnota Gminy Mielnik;
040103;Zaremba Robert Krystian;150;Komitet Wyborczy Wyborców "Nieszawa - Czas na zmiany";
261303;WALASEK ANDRZEJ SOBIESŁAW;325;Komitet Wyborczy Wyborców "Lepsza Gmina";
061808;Naklicki Zbigniew;1016;Komitet Wyborczy Wyborców Porozumienie Samorządowe;
220401;SZWEDA Ireneusz Paweł;1227;Komitet Wyborczy Prawo i Sprawiedliwość;
281705;DĄBKOWSKA Helena;180;Komitet Wyborczy Wyborców Heleny Dąbkowskiej;
321606;Lechocki Kazimierz;1226;Komitet Wyborczy Wyborców Kazimierza Lechockiego;T
300901;Drożdżewski Mieczysław Tomasz;2970;Komitet Wyborczy Towarzystwo Samorządowe;
106201;Rozpędek Aleksandra Katarzyna;1431;Komitet Wyborczy Wyborców Piotrkowska Inicjatywa Obywatelska;
060401;Laskowski Krzysztof;93;Komitet Wyborczy Wyborców Inni;
321505;Tomaszewicz Krzysztof Robert;440;Komitet Wyborczy Wyborców Krzysztofa Tomaszewicza;
260408;JARZYNA Szymon;271;Komitet Wyborczy Wyborców Razem i Lepiej z Szymonem Jarzyną;
120801;Żebrak Jan;1994;Komitet Wyborczy Polskie Stronnictwo Ludowe;T
146301;WITKOWSKI Radosław;21087;Komitet Wyborczy Platforma Obywatelska RP;
142302;CZARNECKI Władysław;1425;Komitet Wyborczy Wyborców Gminy Gielniów;T
280201;RUDA Elżbieta Monika;1037;Komitet Wyborczy Wyborców Wojciecha Penkalskiego;
140802;Muniak Olga;2272;Komitet Wyborczy Wyborców Olgi Muniak;
040604;Góral Maciej Piotr;426;Komitet Wyborczy Wyborców Porozumienie Mieszkańców;
261207;Kopeć Leszek Marek;5880;Komitet Wyborczy Prawo i Sprawiedliwość;
101502;Kowara Andrzej;1571;Komitet Wyborczy Polskie Stronnictwo Ludowe;T
280101;PETRYKOWSKI Piotr;1600;Koalicyjny Komitet Wyborczy SLD Lewica Razem;
041001;Hanioszyn Ryszard;221;Komitet Wyborczy Wyborców Ryszard Hanioszyn;
020301;Rokaszewicz Rafael Ryszard;10073;Komitet Wyborczy Wyborców Rafaela Rokaszewicza;
121704;Nędza-Kubiniec Anna;394;Komitet Wyborczy Wyborców TATRZAŃSKIE PRZYMIERZE;
260607;Oraniec Jan;340;Komitet Wyborczy Wyborców Rozsądny Wybór;
180503;Lisowski Ryszard;983;Komitet Wyborczy Prawo i Sprawiedliwość;
041509;Dudzic Jerzy Gabriel;732;Komitet Wyborczy Wyborców Jerzego Dudzica;
260508;Gręda Paweł Wojciech;236;Komitet Wyborczy Prawo i Sprawiedliwość;
061801;Cichocki Mariusz;972;Komitet Wyborczy Platforma Obywatelska RP;
220802;Klińska Halina Aniela;582;Komitet Wyborczy Wyborców "TOBIE I MIASTU";
140506;Kajak Zbigniew Stanisław;591;Komitet Wyborczy Prawo i Sprawiedliwość;
140901;WITCZAK Janusz;950;Komitet Wyborczy Polskie Stronnictwo Ludowe;T
181307;Hołyszko Janusz Marek;1519;Komitet Wyborczy Wyborców Stowarzyszeni dla Gminy Orły;
061604;Gąska Jerzy;2446;Komitet Wyborczy Wyborców Gminne Porozumienie Samorządowe;
303102;POKAJEWICZ Piotr;206;Komitet Wyborczy Wyborców Porozumienie Obywatelskie Gminy Jastrowie;
280102;KOSTKA Jacek Przemysław;1217;Komitet Wyborczy Wyborców "OBYWATELE";T
020205;WALENDOWSKI Dariusz;1049;Komitet Wyborczy Wyborców Dariusza Walendowskiego;
040106;Wochna Beata Marzena;613;Komitet Wyborczy Wyborców Beaty Wochna;
060117;LITWINIUK Zygmunt Stanisław;799;Komitet Wyborczy Polskie Stronnictwo Ludowe;T
060904;Nalewajek Agnieszka;1122;Komitet Wyborczy Wyborców Wspólnota Garbowska;
143409;Piotrowski Zbigniew Michał;1942;Komitet Wyborczy Wyborców Centrum Zbigniewa Piotrowskiego;
221308;Czachor Beata;43;Komitet Wyborczy Prawo i Sprawiedliwość;
