teryt;gmina;urzad;kto;typk;bb;cc;tura;nrk;wiek;edu;glosy;glosyp;glosyn;wynik;areaH;areaKm;popThs;popKm;type;retention;typg14;tura14;teryt14;kto14;komitet14;glosy14;glosyp14;dochody2017;wdistkm
126301;m. Tarnów;PrezM Tarnowa;CIEPIELA Roman Stefan;PO;49.985543,20.893647 50.066448,21.062343;50.0259955,20.977995;R2;1;62;Wyższe;22398;58.11;-1;Tak;7238;72;109650;1515;mm;1;D;R2;126301;CIEPIELA Roman Stefan;KW-PO;15770;51.10;6124.86;73
121904;gm. Niepołomice;BMiG Niepołomice;PTAK Roman Jan;KWW;49.971312,20.114818 50.100195,20.369964;50.0357535,20.242391;R1;2;42;wyższe;8222;69.19;-1;Tak;9627;96;27914;290;gmw;1;M;R1;121904;PTAK Roman Jan;KWW Razem dla Miasta i Gminy Niepołomice;6791;70.50;5191.22;21
121302;gm. Brzeszcze;Burmistrz Brzeszcz;SZOT Radosław Paweł;KWW;49.938027,19.083123 50.017660,19.210031;49.9778435,19.146577;R2;2;38;Wyższe prawnicze;4587;60.23;-1;Tak;4560;46;21398;469;gmw;0;D;R2;121302;ŚLUSARCZYK Cecylia Czesława;KWW Obywatelski Komitet Wyborczy Brzeszcze 2014;3451;53.82;4132.09;58
121902;gm. Gdów;Wójt Gminy Gdów;WOJAS Zbigniew;KWW;49.863665,20.107864 49.988589,20.316484;49.926127,20.212174;R1;2;58;średnie;4229;54.39;-1;Tak;10872;109;18024;166;gw;1;D;R2;121902;WOJAS Zbigniew;KWW Razem Dla Mieszkańców;3584;50.92;4283.90;23
121304;gm. Kęty;Burmistrz Gminy Kęty;KLĘCZAR Krzysztof Jan;KWW;49.850553,19.157072 49.970421,19.316145;49.910487,19.2366085;R1;2;36;Wyższe;11185;78.03;-1;Tak;7608;76;34300;451;gmw;1;M;R1;121304;KLĘCZAR Krzysztof Jan;KWW Porozumienie Ponad Podziałami;9218;66.06;3492.58;53
121901;gm. Biskupice;Wójt Gminy Biskupice;GAWLIK Renata Jolanta;KWW;49.921334,20.090220 49.999608,20.199715;49.960471,20.1449675;R2;1;40;wyższe;1955;54.99;-1;Tak;4114;41;10185;248;gw;0;M;R1;121901;GAWOR Henryk Czesław;KWW Wójta Henryka Gawora;3019;75.87;3988.14;17
121307;gm. Polanka Wielka;Wójt Gminy Polanka Wielka;GAŁGAN Grzegorz;KWW;49.959473,19.257202 50.003075,19.354617;49.981274,19.3059095;R1;2;41;wyższe;1659;75.86;-1;Tak;2389;24;4312;180;gw;1;M;R1;121307;GAŁGAN Grzegorz;KWW Wspólnota Polanki;1195;53.90;3804.15;47
121306;gm. Oświęcim;Wójt Gminy Oświęcim;SMOLAREK Mirosław Lesław;KWW;49.961416,19.132042 50.067743,19.355173;50.0145795,19.2436075;R1;3;51;wyższe;4786;54.92;-1;Tak;7484;75;18325;245;gw;0;D;R2;121306;BARTOSZ Albert Piotr;KWW Nowa Nadzieja;2796;50.72;3713.25;51
121303;gm. Chełmek;Burmistrz Chełmka;SATERNUS Andrzej Stanisław;KWW;50.046435,19.211859 50.134193,19.291908;50.090314,19.2518835;R1;2;62;średnie;3755;66.51;-1;Tak;2732;27;13010;476;gmw;1;M;R1;121303;SATERNUS Andrzej Stanisław;KWW Samorząd Gminy 2014;2841;54.39;3384.04;50
121506;gm. Maków Podhalański;Burmistrz Makowa Podhalańskiego;SALA Paweł Stanisław;KWW;49.641000,19.571629 49.761389,19.798124;49.7011945,19.6848765;R1;1;46;wyższe;4813;82.90%;993;Tak;10871;109;16245;149;gmw;1;M;R1;121506;SALA Paweł Stanisław;KWW Gmina Przyjazna Mieszkańcom;4366;71.71;4031.32;43
121507;gm. Stryszawa;Wójt Gminy Stryszawa;LASEK Rafał Piotr;KWW;49.660813,19.369976 49.795726,19.573268;49.7282695,19.471622;R1;1;42;wyższe;4369;86.79%;665;Tak;11381;114;11843;104;gw;1;M;R1;121507;LASEK Rafał Piotr;KWW Rafał Lasek Dla Dobra Wspólnego;3662;67.66;4074.82;50
121509;gm. Zembrzyce;Wójt Gminy Zembrzyce;PALARSKI Łukasz Jan;KWW;49.754107,19.447256 49.801785,19.648491;49.777946,19.5478735;R1;1;37;wyższe;2186;86.47%;342;Tak;3920;39;5583;142;gw;1;M;R1;121509;PALARSKI Łukasz Jan;KWW Nasza Gmina Zembrzyce;1554;53.33;3874.36;42
121610;gm. Tuchów;Burmistrz Tuchowa;MARSZAŁEK Magdalena;KWW;49.810729,20.963912 49.964240,21.132858;49.8874845,21.048385;R2;1;40;wyższe;3992;63.26;-1;Tak;9986;100;18038;181;gmw;0;D;R2;121610;DROGOŚ Adam Mikołaj;KWW Adama Drogosia Nasza Wspólna Gmina;3814;59.40;3772.86;81
121604;gm. Pleśna;Wójt Gminy Pleśna;KNAPIK Józef Stanisław;KWW;49.866375,20.827665 49.964187,20.984035;49.915281,20.90585;R1;1;49;Wyższe;3870;76.26;-1;Tak;8306;83;11946;144;gw;1;D;R2;121604;KNAPIK Józef Stanisław;KWW Gmina Pleśna - Nasz Wspólny Dom;2171;53.49;3580.53;70
121602;gm. Gromnik;Wójt Gminy Gromnik;STASZ Bogdan Jan;KWW;49.806559,20.848335 49.883918,21.043941;49.8452385,20.946138;R1;1;59;wyższe pedagogiczne;2223;71.90%;869;Tak;6973;70;8893;128;gw;0;M;R1;121602;STASZ Bogdan;KWW Blok Samorządowy;2103;57.44;3990.05;75
121012;gm. Nawojowa;Wójt Gminy Nawojowa;KIEŁBASA Stanisław Marian;KWW;49.479857,20.680000 49.576584,20.821229;49.5282205,20.7506145;R1;1;61;wyższe;2491;81.86%;552;Tak;5021;50;8599;171;gw;1;S;R1;121012;KIEŁBASA Stanisław Marian;KWW GMINNA WSPÓLNOTA SAMORZĄDOWA;2396;100.00;4227.70;82
121601;gm. Ciężkowice;Burmistrz Gminy Ciężkowice;JURKIEWICZ Zbigniew Marek;PSL;49.728238,20.827735 49.819563,21.045627;49.7739005,20.936681;R1;1;63;Średnie;2634;59.57;-1;Tak;10338;103;11257;109;gmw;1;M;R1;121601;JURKIEWICZ Zbigniew Marek;KW-PSL;2611;56.96;4201.16;77
121011;gm. Muszyna;BMiG Uzdrowiskowej Muszyna;GOLBA Jan Józef;KWW;49.295968,20.775773 49.443345,21.033786;49.3696565,20.9047795;R1;1;63;wyższe;3672;85.59%;618;Tak;14144;141;11599;82;gmw;1;S;R1;121011;GOLBA Jan Józef;KWW Jana Golby Wspólnota Samorządowa;3737;100.00;4536.42;102
121603;gm. Lisia Góra;Wójt Gminy Lisia Góra;MIKUŁA Arkadiusz Krzysztof;KWW;50.046544,20.939345 50.147641,21.199006;50.0970925,21.0691755;R1;1;34;wyższe;3667;58.43;-1;Tak;10432;105;15226;146;gw;1;D;R2;121603;MIKUŁA Arkadiusz Krzysztof;KWW Nasza Gmina 2014;3250;67.43;3766.67;80
121014;gm. Podegrodzie;Wójt Gminy Podegrodzie;BANACH Stanisław Józef;PiS;49.547285,20.471570 49.647184,20.656778;49.5972345,20.564174;R1;1;56;wyższe;3213;55.85;-1;Tak;6473;65;13057;202;gw;0;M;R1;121014;GROMALA Małgorzata Danuta;KWW Małgorzaty Gromala;4094;74.52;4642.30;67
121605;gm. Radłów;Burmistrz Radłowa;MĄCZKA Zbigniew Bronisław;KWW;50.041931,20.734517 50.170281,20.898910;50.106106,20.8167135;R1;1;60;Wyższe;2411;58.78;-1;Tak;8619;86;9769;113;gmw;1;M;R1;121605;MĄCZKA Zbigniew Bronisław;KWW Moja Gmina Radłów;2547;63.71;3397.01;62
121013;gm. Piwniczna-Zdrój;BMiG Piwniczna-Zdrój;CHORUŻYK Dariusz;KWW;49.370900,20.605093 49.493877,20.873715;49.4323885,20.739404;R2;1;49;średnie;2294;55.59;-1;Tak;12646;126;10676;84;gmw;0;D;R2;121013;JANECZEK Zbigniew;KWW ZBIGNIEWA JANECZKA;2013;54.45;4388.84;89
121608;gm. Skrzyszów;Wójt Gminy Skrzyszów;KIWIOR Marcin Wojciech;KWW;49.931828,21.016282 50.047457,21.192906;49.9896425,21.104594;R1;1;40;wyższe;5110;93.37%;363;Tak;8602;86;14187;165;gw;1;M;R1;121608;KIWIOR Marcin Wojciech;KWW Razem w Przyszłość;5044;88.54;3558.53;83
121015;gm. Rytro;Wójt Gminy Rytro;KOTARBA Jan;KWW;49.438635,20.571565 49.512754,20.732426;49.4756945,20.6519955;R1;1;48;średnie;1131;59.75;-1;Tak;4190;42;3807;91;gw;0;M;R1;121015;WNĘTRZAK Władysław Michał;KWW Społeczny Komitet Wyborczy w Rytrze;1011;65.44;4281.36;81
121606;gm. Ryglice;Burmistrz Ryglic;AUGUSTYN Paweł Piotr;PiS;49.843171,21.074412 49.947216,21.288176;49.8951935,21.181294;R1;1;50;średnie;3123;60.49;-1;Tak;11711;117;11684;100;gmw;0;D;R2;121606;KARASIEWICZ Bernard Henryk;KWW Jedność;2622;54.72;4008.92;90
121016;gm. Stary Sącz;Burmistrz Starego Sącza;LELEK Jacek Tomasz;KWW;49.465677,20.534906 49.589081,20.734586;49.527379,20.634746;R1;1;48;Wyższe;6751;69.70;-1;Tak;10088;101;23627;234;gmw;1;M;R1;121016;LELEK Jacek Tomasz;KWW GMINNE POROZUMIENIE WYBORCZE W STARYM SĄCZU;6504;73.40;4205.83;76
121607;gm. Rzepiennik Strzyżewski;Wójt Gminy Rzepiennik Strzyżewski;KARAŚ Marek Tadeusz;PiS;49.746745,20.987177 49.842339,21.169783;49.794542,21.07848;R1;2;41;Wyższe;2299;67.22;-1;Tak;7071;71;6745;95;gw;1;D;R2;121607;KARAŚ Marek Tadeusz;KW-PiS;1616;50.66;4599.70;86
121107;gm. Lipnica Wielka;Wójt Gminy Lipnica Wielka;LICHOSYT Mateusz Alojzy;KWW;49.446875,19.527413 49.587789,19.651935;49.517332,19.589674;R1;2;27;wyższe;1580;59.49;-1;Tak;6736;67;5989;89;gw;0;M;R1;121107;JAZOWSKI Bogusław Jerzy;KW-PiS;1483;54.84;4308.75;65
121101;m. Nowy Targ;Burmistrz Miasta Nowy Targ;WATYCHA Grzegorz Tomasz;KWW;49.444037,19.982509 49.534521,20.106059;49.489279,20.044284;R1;3;44;wyższe;7229;56.26;-1;Tak;5107;51;33361;653;gm;1;D;R2;121101;WATYCHA Grzegorz Tomasz;KWW Ruch Obywatelski Nasze Miasto;7324;64.02;4069.59;63
121103;gm. Czarny Dunajec;Wójt Gminy Czarny Dunajec;RATUŁOWSKI Marcin;KWW;49.326571,19.739154 49.532042,19.954361;49.4293065,19.8467575;R2;2;30;Wyższe;4797;66.87;-1;Tak;21735;218;22423;103;gw;0;D;R2;121103;BABICZ Józef Władysław;KWW Solidarni z Wyborcami;2731;50.15;4118.36;69
121102;gm. Szczawnica;BMiG Szczawnica;NIEZGODA Grzegorz;KWW;49.376247,20.441332 49.473149,20.617101;49.424698,20.5292165;R1;2;44;wyższe;1658;60.67;-1;Tak;8790;88;7286;83;gmw;1;M;R1;121102;NIEZGODA Grzegorz;KWW ROZWÓJ SZCZAWNICY;1772;58.93;4198.26;81
121105;gm. Jabłonka;Wójt Gminy Jabłonka;KARLAK Antoni;KWW;49.386458,19.565178 49.623699,19.779237;49.5050785,19.6722075;R1;2;67;Średnie;4776;61.89;-1;Tak;21273;212;18570;87;gw;1;S;R1;121105;KARLAK Antoni;KWW WSPÓLNIE DLA ORAWY;5252;100.00;4295.16;64
121104;gm. Czorsztyn;Wójt Gminy Czorsztyn;WACH Tadeusz;KWW;49.390577,20.223497 49.496920,20.436870;49.4437485,20.3301835;R1;2;48;wyższe;1695;60.86;-1;Tak;6216;62;7632;123;gw;1;S;R1;121104;WACH Tadeusz;KWW Podhalanie;1716;100.00;4286.29;73
121106;gm. Krościenko nad Dunajcem;Wójt Gminy Krościenko nad Dunajcem;DYDA Jan Tadeusz;KWW;49.411919,20.322046 49.490258,20.474246;49.4510885,20.398146;R2;1;60;wyższe;1587;50.19;-1;Tak;5712;57;6812;119;gw;1;D;R2;121106;DYDA Jan Tadeusz;KWW Jana Janusza Dydy;1579;54.00;4354.54;74
121113;gm. Spytkowice;Wójt Gminy Spytkowice;PAPANEK Ryszard Antoni;KWW;49.543570,19.751483 49.599316,19.874950;49.571443,19.8132165;R1;2;62;wyższe;959;50.42;-1;Tak;3218;32;4508;140;gw;1;M;R1;121113;PAPANEK Ryszard Antoni;KWW Głos Spytkowian;915;50.39;4356.00;54
121111;gm. Raba Wyżna;Wójt Gminy Raba Wyżna;DZIWISZ Andrzej Czesław;KWW;49.511565,19.756660 49.637494,19.970382;49.5745295,19.863521;R1;1;58;Wyższe;2655;51.59;-1;Tak;8902;89;14695;165;gw;1;S;R1;121111;DZIWISZ Andrzej Czesław;KWW Andrzeja Dziwisza;3090;100.00;4022.77;53
120801;gm. Charsznica;Wójt Gminy Charsznica;ŻEBRAK Jan;PSL;50.354701,19.835869 50.457202,20.001691;50.4059515,19.91878;R1;2;60;Wyższe;1943;65.62;-1;Tak;7845;78;7479;95;gw;1;M;R1;120801;ŻEBRAK Jan;KW-PSL;1994;67.55;3592.64;40
120804;gm. Książ Wielki;Wójt Gminy Książ Wielki;SZOPA MAREK JÓZEF;PSL;50.391879,19.990218 50.495692,20.272868;50.4437855,20.131543;R1;1;60;ŚREDNIE;1442;68.80%;654;Tak;13783;138;5152;37;gw;0;S;R1;120804;SZOPA Marek Józef;KW-PSL;1535;100.00;4004.33;46
120803;gm. Kozłów;Wójt Gminy Kozłów;BASA Jan Zbigniew;KWW;50.428590,19.892143 50.520489,20.113975;50.4745395,20.003059;R1;1;63;średnie;1727;72.93;-1;Tak;8575;86;4671;54;gw;1;D;R2;120803;BASA Jan Zbigniew;KWW Razem dla Dobra Wspólnego;1189;50.73;3775.69;47
120806;gm. Racławice;Wójt Gminy Racławice;SAMBORSKI Adam Alfred;KWW;50.297886,20.133913 50.368704,20.305327;50.333295,20.21962;R1;4;58;wyższe;743;56.59;-1;Tak;5911;59;2496;42;gw;1;M;R1;120806;SAMBORSKI Adam Alfred;KWW Samorządne Racławice;869;64.75;4295.71;37
120805;gm. Miechów;Burmistrz Gminy i Miasta Miechów;MARCZEWSKI Dariusz Łukasz;KWW;50.290157,19.938119 50.427527,20.205133;50.358842,20.071626;R1;1;37;Wyższe;6751;78.91;-1;Tak;14836;148;19780;133;gmw;1;M;R1;120805;MARCZEWSKI Dariusz Łukasz;KWW Ziemia Miechowska;5954;67.94;3661.24;35
120807;gm. Słaboszów;Wójt Gminy Słaboszów;VOZSNAK MARTA MAŁGORZATA;KWW;50.346518,20.125560 50.426614,20.339248;50.386566,20.232404;R1;2;42;WYŻSZE EKONOMICZNE;1170;68.14;-1;Tak;7677;77;3615;47;gw;1;D;R2;120807;VOZSNAK Marta Małgorzata;KWW Razem dla Miechowszczyzny;998;54.81;3546.26;42
120904;gm. Pcim;Wójt Gminy Pcim;HAJDUK Piotr Mariusz;PiS;49.727409,19.799206 49.811301,20.052520;49.769355,19.925863;R1;2;35;Wyższe;3526;73.35;-1;Tak;8896;89;10999;124;gw;0;M;R1;120904;OBAJTEK Daniel;KW-PiS;4088;84.78;4143.48;31
120902;gm. Lubień;Wójt Gminy Lubień;SZCZEPANIEC Kazimierz Marek;KWW;49.617970,19.885837 49.733057,20.024807;49.6755135,19.955322;R1;2;62;Wyższe;2707;65.64;-1;Tak;7510;75;10027;134;gw;1;M;R1;120902;SZCZEPANIEC Kazimierz Marek;KWW Samorządna Gmina Lubień;2866;80.10;4129.87;42
120901;gm. Dobczyce;Burmistrz Gminy i Miasta Dobczyce;SUŚ Tomasz Paweł;KWW;49.821554,20.016010 49.928349,20.185277;49.8749515,20.1006435;R1;3;41;wyższe;3659;53.38;-1;Tak;6639;66;15227;229;gmw;0;M;R1;120901;PAWLAK Marcin;KWW Marcina Pawlaka;4661;80.09;4655.11;22
120903;gm. Myślenice;BMiG Myślenice;SZLACHETKA Jarosław Piotr;PiS;49.780865,19.816627 49.931434,20.074157;49.8561495,19.945392;R1;3;35;wyższe magisterskie;11031;54.98;-1;Tak;15352;154;44021;287;gmw;0;M;R1;120903;OSTROWSKI Maciej Tadeusz;KWW Macieja Ostrowskiego;9696;55.33;4303.63;22
120906;gm. Siepraw;Wójt Gminy Siepraw;PITALA Tadeusz Eugeniusz;KWW;49.871345,19.929429 49.932144,20.049249;49.9017445,19.989339;R1;2;60;Wyższe;2686;71.74;-1;Tak;3185;32;8852;278;gw;1;M;R1;120906;PITALA Tadeusz Eugeniusz;KWW Samorządny Siepraw;2704;75.09;4235.59;17
120615;gm. Wielka Wieś;Wójt Gminy Wielka Wieś;WOŁOS Krzysztof Ryszard;KWW;50.101743,19.721420 50.201584,19.898176;50.1516635,19.809798;R1;1;41;Wyższe;3928;62.47;-1;Tak;4827;48;11956;248;gw;0;M;R1;120615;WóJTOWICZ Tadeusz Bronisław;KWW Tadeusza Wójtowicza;3275;71.34;4937.12;15
120614;gm. Świątniki Górne;BMiG Świątniki Górne;DUŻY Małgorzata Maria;KWW;49.905329,19.912697 49.974028,20.007147;49.9396785,19.959922;R1;1;47;wyższe;2650;58.19;-1;Tak;2035;20;9957;489;gmw;0;M;R1;120614;SŁOMKA Witold Czesław;KWW Burmistrza Witolda Słomki;2524;64.75;4690.27;12
120406;gm. Radgoszcz;Wójt Gminy Radgoszcz;LUPA Marek Janusz;KWW;50.113111,21.052136 50.262541,21.182680;50.187826,21.117408;R1;2;53;Wyższe;1703;53.77;-1;Tak;8810;88;7418;84;gw;1;M;R1;120406;LUPA Marek Janusz;KWW Prawda i Samorządność;1847;59.07;4307.12;85
120616;gm. Zabierzów;Wójt Gminy Zabierzów;BURTAN Elżbieta Agnieszka;KWW;50.062266,19.668021 50.177446,19.867374;50.119856,19.7676975;R1;1;53;Wyższe;8114;62.14;-1;Tak;9942;99;26206;264;gw;1;M;R1;120616;BURTAN Elżbieta Agnieszka;KWW Wspólnota Gminy Zabierzów;7352;69.21;4943.02;15
120405;gm. Olesno;Wójt Gminy Olesno;MORAWIEC Witold Stanisław;KWW;50.160982,20.834579 50.254648,21.001108;50.207815,20.9178435;R1;1;55;wyższe;2284;82.04%;500;Tak;7760;78;7957;103;gw;1;M;R1;120405;MORAWIEC Witold Stanisław;KWW Wspólnota;2195;76.61;3421.72;71
120707;gm. Limanowa;Wójt Gminy Limanowa;SKRZEKUT Jan Szczepan;PiS;49.633838,20.292394 49.823349,20.591559;49.7285935,20.4419765;R1;2;49;wyższe;5744;53.54;-1;Tak;15223;152;25215;166;gw;0;M;R1;120707;PAZDAN Władysław;KWW Samorządowe Przymierze - Razem;5907;60.09;4151.82;50
120407;gm. Szczucin;Burmistrz Szczucina;SIPIOR Jan;KWW;50.234568,20.991629 50.354898,21.222636;50.294733,21.1071325;R2;2;63;Wyższe;3559;70.73;-1;Tak;11948;119;13167;110;gmw;0;M;R1;120407;GORZKOWICZ Andrzej Adam;KWW Andrzeja Gorzkowicza;3350;58.26;4714.62;87
120703;gm. Dobra;Wójt Gminy Dobra;WĘGRZYN Benedykt Michał;KWW;49.620326,20.127137 49.773599,20.291496;49.6969625,20.2093165;R1;2;45;wyższe;2287;54.54;-1;Tak;10991;110;9967;91;gw;1;M;R1;120703;WĘGRZYN Benedykt Michał;KWW Benedykta Węgrzyna;1996;53.21;4429.25;43
120506;gm. Łużna;Wójt Gminy Łużna;TARSA Mariusz Zbigniew;PiS;49.649255,20.990130 49.745353,21.131382;49.697304,21.060756;R1;2;45;Wyższe;2313;64.52;-1;Tak;5627;56;8465;150;gw;0;S;R1;120506;KROK Kazimierz;KW-PSL;1905;100.00;4310.56;89
120701;m. Limanowa;Burmistrz Miasta Limanowa;BIEDA Władysław Józef;KWW;49.685595,20.368548 49.744392,20.452033;49.7149935,20.4102905;R1;1;60;Wyższe;4782;74.93;-1;Tak;1870;19;15103;808;gm;1;M;R1;120701;BIEDA Władysław Józef;KWW Limanowska Wspólnota Samorządowa;4453;70.16;4639.45;50
120501;m. Gorlice;Burmistrz Miasta Gorlice;KUKLA Rafał Tomasz;Komitet wyborczy organizacji i stowarzyszeń;49.634967,21.119046 49.698931,21.212928;49.666949,21.165987;R1;1;37;Wyższe;6103;52.28;-1;Tak;2353;24;27781;1181;gm;1;D;R2;120501;KUKLA Rafał Tomasz;Koalicyjny Komitet Wyborczy SLD Lewica Razem;4249;55.93;3674.71;97
120702;m. Mszana Dolna;Burmistrz Miasta Mszana Dolna;PĘKAŁA Anna Maria;KWW;49.649483,20.027663 49.712694,20.131033;49.6810885,20.079348;R2;2;48;wyższe;1599;52.27;-1;Tak;2710;27;7982;295;gm;0;D;R2;120702;KOWALCZYK Józef Władysław;KWW ODPOWIEDZIALNY SAMORZĄD;1776;59.48;4599.26;42
120502;gm. Biecz;Burmistrz Biecza;WĘDRYCHOWICZ Mirosław Józef;KWW;49.665022,21.095182 49.781613,21.330964;49.7233175,21.213073;R1;1;58;Wyższe;5410;87.23%;792;Tak;9825;98;16916;172;gmw;1;M;R1;120502;WĘDRYCHOWICZ Mirosław Józef;KWW MAŁOPOLSKI RUCH SAMORZĄDOWY ZIEMI GORLICKIEJ;3993;57.76;4150.91;98
120504;gm. Gorlice;Wójt Gminy Gorlice;PRZYBYLSKI Jan Adam;KWW;49.577159,21.046729 49.737440,21.254656;49.6572995,21.1506925;R2;2;47;średnie;3316;53.94;-1;Tak;10285;103;17183;167;gw;0;M;R1;120504;GUZIK Ryszard;KWW Forum Niezależnych Gminy Gorlice;4049;70.60;4134.53;97
120704;gm. Jodłownik;Wójt Gminy Jodłownik;STAWARZ Paweł Włodzimierz;KWW;49.737366,20.142684 49.831087,20.318367;49.7842265,20.2305255;R1;3;45;wyższe;2074;54.24;-1;Tak;7219;72;8614;119;gw;1;S;R1;120704;STAWARZ Paweł Włodzimierz;Niezależny KWW PAWŁA STAWARZA;2508;100.00;4342.39;36
120503;gm. Bobowa;Burmistrz Bobowej;LIGĘZA Wacław Jan;KWW;49.666754,20.882442 49.747444,21.010022;49.707099,20.946232;R1;1;60;wyższe;3024;82.80%;628;Tak;4977;50;9744;196;gmw;1;S;R1;120503;LIGĘZA Wacław Jan;KWW PRZYSZŁOŚĆ;2680;100.00;5053.98;81
120706;gm. Laskowa;Wójt Gminy Laskowa;STACH Piotr;PiS;49.719548,20.402379 49.801834,20.595837;49.760691,20.499108;R1;2;53;średnie;2894;79.64;-1;Tak;7248;72;8100;112;gw;0;D;R2;120706;STANISŁAWCZYK Czesław;KWW NASZA GMINA;2352;70.67;4891.63;51
120505;gm. Lipinki;Wójt Gminy Lipinki;RAKOCZY Czesław;KWW;49.600601,21.230797 49.717218,21.362689;49.6589095,21.296743;R2;2;62;wyższe;1687;52.92;-1;Tak;6646;66;6802;102;gw;1;M;R1;120505;RAKOCZY Czesław;KWW Nasza Gmina w Lipinkach;1611;51.68;3905.24;106
120711;gm. Słopnice;Wójt Gminy Słopnice;SOŁTYS Adam;KWW;49.632689,20.276290 49.719073,20.389193;49.675881,20.3327415;R1;1;60;wyższe;2271;88.57%;293;Tak;5685;57;6698;118;gw;1;S;R1;120711;SOŁTYS Adam;KWW NASZE SŁOPNICE;2041;100.00;4859.73;50
120510;gm. Uście Gorlickie;Wójt Gminy Uście Gorlickie;LUDWIN Zbigniew;KWW;49.400992,20.998721 49.578711,21.347117;49.4898515,21.172919;R2;2;65;średnie techniczne;1636;53.99;-1;Tak;28780;287;6843;24;gw;0;M;R1;120510;RYDZANICZ Dymitr;KWW MAŁOPOLSKI RUCH SAMORZĄDOWY ZIEMI GORLICKIEJ;1732;56.53;5990.69;108
120709;gm. Mszana Dolna;Wójt Gminy Mszana Dolna;ŻABA Bolesław;KWW;49.558641,19.990824 49.746504,20.242641;49.6525725,20.1167325;R1;5;62;średnie;3651;51.77;-1;Tak;17002;170;17574;103;gw;1;D;R2;120709;ŻABA Bolesław;KWW Bolesława Żaby;3896;62.53;4452.16;46
120508;gm. Ropa;Wójt Gminy Ropa;GÓRSKI Karol;KWW;49.527161,20.999404 49.621087,21.126107;49.574124,21.0627555;R1;1;59;wyższe;1818;78.84;-1;Tak;4911;49;5440;111;gw;0;S;R1;120508;MORAŃDA Jan;KWW MAŁOPOLSKI RUCH SAMORZĄDOWY ZIEMI GORLICKIEJ;1505;100.00;4757.83;96
120708;gm. Łukowica;Wójt Gminy Łukowica;ŁUCZKOWSKI Bogdan;KWW;49.577682,20.375470 49.673340,20.550991;49.625511,20.4632305;R2;2;30;Wyższe;2321;50.60;-1;Tak;6965;70;9995;144;gw;0;M;R1;120708;RZADKOSZ Czesława;Komitet Wyborczy OCHOTNICZEJ STRAŻY POŻARNEJ W ŁUKOWICY;2613;66.88;4912.46;60
120507;gm. Moszczenica;Wójt Gminy Moszczenica;WAŁĘGA Jerzy Sylwester;KWW;49.695073,20.999930 49.770248,21.140976;49.7326605,21.070453;R1;2;50;wyższe;1360;65.76;-1;Tak;3762;38;4921;131;gw;1;S;R1;120507;WAŁĘGA Jerzy Sylwester;KWW MAŁOPOLSKI RUCH SAMORZĄDOWY ZIEMI GORLICKIEJ;1310;100.00;4493.40;88
120710;gm. Niedźwiedź;Wójt Gminy Niedźwiedź;RUSNAK Rafał;PiS;49.544215,20.036732 49.650952,20.180022;49.5975835,20.108377;R2;1;55;wyższe;1599;62.10;-1;Tak;7422;74;7338;99;gw;0;M;R1;120710;POTACZEK Janusz Piotr;KWW GORCZAŃSKA ZGODA;1299;51.59;4976.83;52
120509;gm. Sękowa;Wójt Gminy Sękowa;MAŁUCH Małgorzata Krystyna;KWW;49.432644,21.136078 49.641603,21.421732;49.5371235,21.278905;R1;2;58;wyższe;1450;65.34;-1;Tak;19480;195;4981;26;gw;1;M;R1;120509;MAŁUCH Małgorzata Krystyna;KWW MAŁOPOLSKI RUCH SAMORZĄDOWY ZIEMI GORLICKIEJ;1394;71.93;4401.33;111
120712;gm. Tymbark;Wójt Gminy Tymbark;PTASZEK Paweł Jan;KWW;49.698655,20.249460 49.760503,20.370745;49.729579,20.3101025;R1;2;39;wyższe;2155;66.27;-1;Tak;3270;33;6558;201;gw;0;D;R2;120712;PTASZEK Paweł  Jan;KWW SOLIDARNA GMINA;1572;52.82;4261.93;44
120603;gm. Iwanowice;Wójt Gminy Iwanowice;LISOWSKI Robert;KWW;50.173015,19.913954 50.283497,20.033874;50.228256,19.973914;R1;2;46;Wyższe;2139;50.66;-1;Tak;7109;71;9098;128;gw;1;D;R2;120603;LISOWSKI Robert;KWW Gospodarna Gmina Iwanowice;2039;60.94;4181.31;20
120204;gm. Dębno;Wójt Gminy Dębno;KOZŁOWSKI Wiesław Kazimierz;PiS;49.881330,20.642411 50.007416,20.792977;49.944373,20.717694;R1;2;54;wyższe;4014;64.60;-1;Tak;8160;82;14677;180;gw;1;M;R1;120204;KOZŁOWSKI Wiesław Kazimierz;KW-PiS;3006;52.16;3514.32;56
120202;gm. Brzesko;Burmistrz Brzeska;LATOCHA Tomasz Jan;KWW;49.913312,20.523501 50.053662,20.723222;49.983487,20.6233615;R2;1;41;wyższe;8061;55.64;-1;Tak;10266;103;36309;354;gmw;0;D;R2;120202;WAWRYKA Grzegorz;KWW Wspólnota Samorządowa Powiatu Brzeskiego;5341;53.08;3540.97;49
120201;gm. Borzęcin;Wójt Gminy Borzęcin;KWAŚNIAK Janusz Józef;KWW;50.003802,20.625210 50.127880,20.798169;50.065841,20.7116895;R1;1;43;Wyższe;2062;70.45%;865;Tak;10270;103;8378;82;gw;1;S;R1;120201;KWAŚNIAK Janusz Józef;KWW Janusza Kwaśniaka Rządzimy Sprawiedliwie;2352;100.00;3874.01;54
