tryb;runda;teryt;kto;komitet;glosy;prc;glosyN;wynik
M;R1;300901;JANIAK Marcin Dariusz;Komitet Wyborczy Wyborców "Porozumienie Prawicy";1578;18.62;;Nie
M;R1;300902;CHOJNOWSKI WOJCIECH ADAM;Komitet Wyborczy Towarzystwo Samorządowe;1835;52.55;;Tak
M;R1;300902;KRYGIER HENRYK ANTONI;Komitet Wyborczy Polskie Stronnictwo Ludowe;1657;47.45;;DR
M;R1;300903;TOMCZAK Henryk Józef;Komitet Wyborczy Wyborców Henryka Tomczaka;799;57.98;;Tak
M;R1;300903;KOWALEWSKI Marek Andrzej;Komitet Wyborczy Polskie Stronnictwo Ludowe;333;24.17;;DR
M;R1;300903;PSZCZóŁKOWSKA Joanna;Komitet Wyborczy Prawo i Sprawiedliwość;246;17.85;;Nie
M;R1;300904;LUDWICKI Tomasz;Komitet Wyborczy Wyborców Zmiana Dla Przyszłości;1264;40.38;;DR
M;R1;300904;MIELCZAREK Zbigniew;Komitet Wyborczy Wyborców Zbigniewa Mielczarka;1193;38.12;;DR
M;R1;300904;WASIAK Agata;Komitet Wyborczy Polskie Stronnictwo Ludowe;402;12.84;;Nie
M;R1;300904;WOJCIECHOWSKI Jan Wiesław;Komitet Wyborczy Wyborców Miasta i Gminy Dąbie "Wspólnota";238;7.60;;Nie
M;R1;300904;MYSIŃSKI Józef Henryk;Komitet Wyborczy Wyborców "Porozumienie Prawicy";33;1.05;;Nie
M;R1;300905;DOMINIAK Bożena;Komitet Wyborczy Wyborców "Lepsza Przyszłość";1776;66.24;;Tak
M;R1;300905;ZIELEŚKIEWICZ Władysław Wacław;Komitet Wyborczy Wyborców "Czas na zmiany";681;25.40;;DR
M;R1;300905;STEGIENTA Marek;Komitet Wyborczy Wyborców Wspólna Przyszłość;224;8.36;;Nie
M;R1;300906;OLEJNICZAK Robert Arkadiusz;Komitet Wyborczy Wyborców Roberta Olejniczaka;2448;48.60;;DR
M;R1;300906;SARNOCIŃSKI Włodzimierz Ryszard;Komitet Wyborczy Wyborców Włodzimierza Sarnocińskiego Kłodawa "Razem";1501;29.80;;DR
M;R1;300906;MARCINIAK Elżbieta Krystyna;Komitet Wyborczy Towarzystwo Samorządowe;702;13.94;;Nie
M;R1;300906;DANIELEWICZ Jerzy;Koalicyjny Komitet Wyborczy SLD Lewica Razem;386;7.66;;Nie
M;R1;300907;FRET Piotr;Komitet Wyborczy Wyborców Mieszkańcy Gminy Koło;1665;51.63;;Tak
M;R1;300907;SZURGOT Genowefa;Komitet Wyborczy Wyborców Genowefy Szurgot;779;24.16;;DR
M;R1;300907;PUSTY Ryszard Wacław;Komitet Wyborczy Wyborców Ryszarda Wacława Pustego;472;14.64;;Nie
M;R1;300907;DYLEWSKI Zbigniew Stanisław;Komitet Wyborczy Towarzystwo Samorządowe;309;9.58;;Nie
M;R1;300908;OSTROWSKI Dariusz Tadeusz;Komitet Wyborczy Polskie Stronnictwo Ludowe;2284;77.79;;Tak
M;R1;300908;STRAPAGIEL Bogumił Piotr;Komitet Wyborczy Wyborców B. Strapagiel "Powrót do rozwoju";652;22.21;;DR
S;R1;300909;FRASZCZYK Włodzimierz Michał;Komitet Wyborczy Wyborców Gminy Olszówka;1238;100.00;;Tak
S;R1;300910;GÓRCZEWSKI MAREK;Komitet Wyborczy Polskie Stronnictwo Ludowe;1506;100.00;;Tak
M;R1;300911;SIWIŃSKI Witold;Komitet Wyborczy Wyborców Ziemi Przedeckiej;1450;70.70;;Tak
M;R1;300911;ŁUCZAK Marek Henryk;Komitet Wyborczy Towarzystwo Samorządowe Ziemi Przedeckiej;601;29.30;;DR
M;R1;301001;NOWICKI Tadeusz Piotr;Komitet Wyborczy Wyborców Tadeusza Piotra Nowickiego;2138;42.03;;DR
M;R1;301001;DURCZYŃSKI Mirosław Ryszard;Komitet Wyborczy Wyborców Mirosława Durczyńskiego;1412;27.76;;DR
M;R1;301001;KULCZAK Hubert;Komitet Wyborczy Wyborców Huberta Kulczaka;504;9.91;;Nie
M;R1;301001;KAPUŚCIŃSKI Jacek;Komitet Wyborczy Wyborców Lepsza Przyszłość;472;9.28;;Nie
M;R1;301001;CHOJNACKA Andżelika Helena;Komitet Wyborczy Wyborców Andżeliki Chojnackiej;339;6.66;;Nie
M;R1;301001;KWIATKOWSKI Jacek;Komitet Wyborczy Wyborców Posła Jacka Kwiatkowskiego;222;4.36;;Nie
M;R1;301002;ANDRZEJEWSKA Anna;Komitet Wyborczy Wyborców "Lepsza Perspektywa";1025;41.08;;DR
M;R1;301002;RYBICKI Gabriel Józef;Komitet Wyborczy Wyborców Gabriela Rybickiego;721;28.90;;DR
M;R1;301002;CZAPCZYK Tomasz;Komitet Wyborczy Wyborców Tomasza Czapczyka;581;23.29;;Nie
M;R1;301002;ANDRZEJEWSKI Aleksander Piotr;Komitet Wyborczy Wyborców Aleksandra Andrzejewskiego "Olek";168;6.73;;Nie
M;R1;301003;CZAJKOWSKI Krzysztof Grzegorz;Komitet Wyborczy Polskie Stronnictwo Ludowe;1753;36.41;;DR
M;R1;301003;SIKORSKI Jan Marian;Komitet Wyborczy Wyborców Jana Sikorskiego "Nasza Gmina";1645;34.16;;DR
M;R1;301003;PUSZKAREK Janusz Kazimierz;Komitet Wyborczy Wyborców Ziemia Kazimierska;1417;29.43;;Nie
M;R1;301004;WESOŁOWSKI Marek Kazimierz;Komitet Wyborczy Wyborców Razem w Przyszłość;2547;60.03;;Tak
M;R1;301004;KOŹLICKI Michał Karol;Komitet Wyborczy Prawo i Sprawiedliwość;1696;39.97;;DR
M;R1;301005;DROP Józef;Komitet Wyborczy Wyborców Józefa Dropa;1676;36.81;;DR
M;R1;301005;KARMOWSKI Józef;Komitet Wyborczy Wyborców Karmowski Józef;1057;23.22;;DR
M;R1;301005;STASZAK Dorota;Komitet Wyborczy Wyborców Doroty Staszak "Nasza Gmina-Nasza Przyszłość";836;18.36;;Nie
M;R1;301005;ADAMCZEWSKI Adam;Komitet Wyborczy Wyborców Adam Adamczewski;660;14.50;;Nie
M;R1;301005;NOWAK Zenon Stanisław;Komitet Wyborczy Wyborców Zenona Nowaka Stabilizacja i Rozwój;324;7.12;;Nie
M;R1;301006;JANKOWSKI Tadeusz;Komitet Wyborczy Wyborców Tadeusza Jankowskiego;1397;45.34;;DR
M;R1;301006;GOŹDZIKIEWICZ Józef Andrzej;Komitet Wyborczy Prawo i Sprawiedliwość;919;29.83;;DR
M;R1;301006;JEŻAK Ewa Agnieszka;Komitet Wyborczy Wyborców Ewy Jeżak;765;24.83;;Nie
M;R1;301007;DZIAMARA Stefan Mieczysław;Koalicyjny Komitet Wyborczy SLD Lewica Razem;3092;73.01;;Tak
M;R1;301007;BARTCZAK Jan Marek;Komitet Wyborczy Wyborców Porozumienie Wyborcze "Razem dla Gminy";578;13.65;;DR
M;R1;301007;STACHURSKI Ireneusz;Komitet Wyborczy Prawo i Sprawiedliwość;403;9.52;;Nie
M;R1;301007;JANKOWSKI Zdzisław Kazimierz;Komitet Wyborczy Wyborców Zdzisław Jankowski;162;3.83;;Nie
M;R1;301008;MATUSZAK Grzegorz Maciej;Komitet Wyborczy Wyborców Grzegorza Matuszaka "Jedność Gminy";1991;59.86;;Tak
M;R1;301008;GRZESZCZAK Andrzej;Komitet Wyborczy Wyborców Andrzeja Grzeszczaka "Rozwój Gminy";1069;32.14;;DR
M;R1;301008;GRABAREK Henryk Krzysztof;Komitet Wyborczy Prawo i Sprawiedliwość;266;8.00;;Nie
M;R1;301009;OPERACZ Andrzej;Komitet Wyborczy Wyborców Nasza Przyszłość;2215;70.50;;Tak
M;R1;301009;KLONOWSKI Antoni;Komitet Wyborczy Wyborców "Lepsze jutro";543;17.28;;DR
M;R1;301009;MILAS Iwona Teresa;Komitet Wyborczy Wyborców Uczciwy Skulsk;384;12.22;;Nie
M;R1;301010;KOSSOWSKI Andrzej Stanisław;Komitet Wyborczy Wyborców Niezależni;1554;31.60;;DR
M;R1;301010;BEDNAREK Roman Paweł;Komitet Wyborczy Wyborców Nasza Mała Ojczyzna;924;18.79;;DR
M;R1;301010;MARCINIAK Waldemar;Komitet Wyborczy Prawo i Sprawiedliwość;917;18.65;;Nie
M;R1;301010;SŁODKIEWICZ Tadeusz Tymoteusz;Komitet Wyborczy Wyborców Tadeusza Tymoteusza Słodkiewicza;769;15.64;;Nie
M;R1;301010;LEWANDOWSKI Ryszard Tadeusz;Komitet Wyborczy Wyborców Ryszarda Lewandowskiego;413;8.40;;Nie
M;R1;301010;DUNAJ Stanisław Antoni;Komitet Wyborczy Wyborców Wspólny Cel;340;6.91;;Nie
M;R1;301011;NAWROCKI Ryszard Piotr;Komitet Wyborczy Wyborców Dla Dobra Gminy;3658;78.72;;Tak
M;R1;301011;RZEPECKI Jerzy Józef;Komitet Wyborczy Prawo i Sprawiedliwość;989;21.28;;DR
M;R1;301012;ZABOROWSKI MARIUSZ JERZY;Komitet Wyborczy Wyborców Mariusza Zaborowskiego;2541;39.52;;DR
M;R1;301012;NIEDŹWIEDZIŃSKI JAN;Komitet Wyborczy Polskie Stronnictwo Ludowe;2517;39.14;;DR
M;R1;301012;KRÓLAK SŁAWOMIR;Komitet Wyborczy Towarzystwo Samorządowe;1186;18.44;;Nie
M;R1;301012;SZYMCZAK EUGENIUSZ STEFAN;Komitet Wyborczy Prawo i Sprawiedliwość;186;2.89;;Nie
M;R1;301013;SZCZEPANKIEWICZ Paweł;Komitet Wyborczy Wyborców Pawła Szczepankiewicza;2223;69.38;;Tak
M;R1;301013;MATUSZAK Tomasz;Komitet Wyborczy Wyborców Nowa Perspektywa;587;18.32;;DR
M;R1;301013;KOSTRZAK Radosław Paweł;Komitet Wyborczy Prawo i Sprawiedliwość;316;9.86;;Nie
M;R1;301013;PLAMOWSKI Marian Sylwester;Koalicyjny Komitet Wyborczy SLD Lewica Razem;78;2.43;;Nie
M;R1;301014;SKOWROŃSKI Grzegorz;Komitet Wyborczy Wyborców Razem dla Gminy Grzegorza Skowrońskiego;2804;87.16;;Tak
M;R1;301014;PALUSZYŃSKA Elżbieta Zofia;Komitet Wyborczy Prawo i Sprawiedliwość;413;12.84;;DR
M;R1;301101;JURGA Michał Karol;Komitet Wyborczy Porozumienie Ziemia Kościańska;5525;71.05;;Tak
M;R1;301101;KINAL Dorota Katarzyna;Komitet Wyborczy Polskie Stronnictwo Ludowe;2251;28.95;;DR
M;R1;301102;LEW-PILARSKA Dorota Krystyna;Komitet Wyborczy Porozumienie Ziemia Kościańska;1898;40.98;;DR
M;R1;301102;MALICKI Konrad Karol;Komitet Wyborczy Stowarzyszenia Porozumienie Samorządowe Ziemi Kościańskiej;716;15.46;;DR
M;R1;301102;GRYGIER Łukasz;Koalicyjny Komitet Wyborczy SLD Lewica Razem;661;14.27;;Nie
M;R1;301102;STRóŻYK Bożena;Komitet Wyborczy Wyborców Bożeny Stróżyk;568;12.26;;Nie
M;R1;301102;RATAJCZAK Bolesław Stefan;Komitet Wyborczy Polskie Stronnictwo Ludowe;443;9.56;;Nie
M;R1;301102;JANKOWSKI Andrzej;Komitet Wyborczy Wyborców Czempiń Nasza Gmina - Nasz Dom;346;7.47;;Nie
M;R1;301103;PRZYBYŁA Andrzej;Komitet Wyborczy Porozumienie Ziemia Kościańska;3946;79.38;;Tak
M;R1;301103;BOROWSKI Gwidon Włodzimierz;Komitet Wyborczy Polskie Stronnictwo Ludowe;1025;20.62;;DR
M;R1;301104;NOWAK Jacek;Komitet Wyborczy Polskie Stronnictwo Ludowe;2856;61.75;;Tak
M;R1;301104;BUKSALEWICZ Paweł;Komitet Wyborczy Wyborców "Doświadczenie, Zgoda, Rozwój";876;18.94;;DR
M;R1;301104;SŁOWIŃSKA Dorota;Komitet Wyborczy Wyborców Gmina Nasz Dom;690;14.92;;Nie
M;R1;301104;ZIĘTKIEWICZ Joanna Maria;Komitet Wyborczy Wyborców Niezależnych;203;4.39;;Nie
M;R1;301105;ADAMCZAK Małgorzata;Komitet Wyborczy Wyborców Małgorzaty Adamczak;2732;42.90;;DR
M;R1;301105;SNELA Wiktor Roman;Komitet Wyborczy Porozumienie Ziemia Kościańska;2265;35.56;;DR
M;R1;301105;FRANEK Zbigniew Antoni;Komitet Wyborczy Wyborców Niezależny Komitet Zbigniewa Franka;764;12.00;;Nie
M;R1;301105;PIETRZAK Jan;Komitet Wyborczy Polskie Stronnictwo Ludowe;327;5.13;;Nie
M;R1;301105;KSIĄŻKIEWICZ Hubert;Komitet Wyborczy Prawo i Sprawiedliwość;281;4.41;;Nie
M;R1;301201;KASZKOWIAK Piotr;Komitet Wyborczy Platforma Obywatelska RP;718;50.21;;Tak
M;R1;301201;DĘBICKI Dariusz Marek;Komitet Wyborczy Polskie Stronnictwo Ludowe;712;49.79;;DR
M;R1;301202;JASIŃSKI Bernard;Komitet Wyborczy Polskie Stronnictwo Ludowe;2028;74.50;;Tak
M;R1;301202;SKRZYPCZAK Dawid;Komitet Wyborczy Prawo i Sprawiedliwość;694;25.50;;DR
S;R1;301203;BRATBORSKI Maciej Krzysztof;Komitet Wyborczy Stowarzyszenie "Samorządowa Inicjatywa Obywatelska" w Krotoszynie;3604;100.00;;Tak
M;R1;301204;MARSZAŁEK Franciszek;Komitet Wyborczy Polskie Stronnictwo Ludowe;6980;49.29;;DR
M;R1;301204;BRODZIAK Zbigniew Sławomir;Komitet Wyborczy Stowarzyszenie "Obywatelskie Porozumienie Samorządowe" w Krotoszynie;2926;20.66;;DR
M;R1;301204;SZEWCZYK Włodzimierz;Komitet Wyborczy Platforma Obywatelska RP;2321;16.39;;Nie
M;R1;301204;SZESZYCKI Wiesław;Komitet Wyborczy Prawo i Sprawiedliwość;1933;13.65;;Nie
M;R1;301205;DYMARSKI Mariusz Jan;Komitet Wyborczy Wyborców Wspólna Gmina Rozdrażew;1376;62.92;;Tak
M;R1;301205;ZYCH-KORDUS Renata Maria;Komitet Wyborczy Polskie Stronnictwo Ludowe;811;37.08;;DR
M;R1;301206;CHUDY Tomasz;Komitet Wyborczy Stowarzyszenie "Samorządowa Inicjatywa Obywatelska" w Krotoszynie;1494;53.59;;Tak
M;R1;301206;ULATOWSKI Władysław;Komitet Wyborczy Wyborców "Gmina Zduny";1294;46.41;;DR
M;R1;301301;PIETRULA Andrzej Aleksander;Komitet Wyborczy Wyborców Gminy Krzemieniewo;1613;48.37;;DR
M;R1;301301;WAWRZYNIAK Jarosław Maciej;Komitet Wyborczy Wyborców Jarosława Wawrzyniaka;1089;32.65;;DR
M;R1;301301;GARBACZ Marek;Komitet Wyborczy Wyborców Nowoczesna Gmina;633;18.98;;Nie
S;R1;301302;KARMIŃSKI Jacek Marek;Komitet Wyborczy Wyborców Jacka Marka Karmińskiego;1598;100.00;;Tak
M;R1;301303;GLAPIAK Stanisław;Komitet Wyborczy Wyborców Stanisława Glapiaka;2573;65.99;;Tak
M;R1;301303;WILCZKOWIAK Hieronim;Komitet Wyborczy Wyborców Hieronima Wilczkowiaka;1326;34.01;;DR
M;R1;301304;MALCHEREK Kornel Kajetan;Komitet Wyborczy Wyborców Kornel Malcherek "Młodość dla Gminy";1784;44.40;;DR
M;R1;301304;JĘDRZEJCZAK Grzegorz;Komitet Wyborczy Wyborców Razem dla Gminy;1335;33.23;;DR
M;R1;301304;SKRZYPCZAK Bonifacy Antoni;Komitet Wyborczy Wyborców Bonifacego Skrzypczaka;899;22.37;;Nie
M;R1;301305;LORYCH Marek  Ireneusz;Komitet Wyborczy Wyborców Marka Lorycha;1707;67.26;;Tak
M;R1;301305;BRZECHWA Grzegorz;Komitet Wyborczy Polskie Stronnictwo Ludowe;831;32.74;;DR
M;R1;301306;DROŻDŻYŃSKI Mieczysław Karol;Komitet Wyborczy Polskie Stronnictwo Ludowe;798;43.87;;DR
M;R1;301306;ZAJĄC Ireneusz Jan;Komitet Wyborczy Wyborców "Moja Gmina Wijewo";645;35.46;;DR
M;R1;301306;ZAMIATAŁA Radosław Piotr;Komitet Wyborczy Wyborców "Dla Dobra Gminy Wijewo";376;20.67;;Nie
M;R1;301307;WALIGóRA Stanisław Czesław;Komitet Wyborczy Wyborców Obywatelski;2145;60.02;;Tak
M;R1;301307;GŁUSZAK Grażyna Zofia;Komitet Wyborczy Wyborców Grażyny Głuszak;835;23.36;;DR
M;R1;301307;MAŃCZAK Juliusz Kazimierz;Komitet Wyborczy na Rzecz Rozwoju Gminy Włoszakowice;594;16.62;;Nie
M;R1;301401;ZIÓŁEK Edmund Jan;Komitet Wyborczy Wyborców Forum Samorządowo-Ludowe Pojezierze;1003;69.08;;Tak
M;R1;301401;OBROCKI Sławomir Sylwester;Komitet Wyborczy Wyborców Ziemia Chrzypska Wspólnym Dobrem;449;30.92;;DR
M;R1;301402;MANNEK Stanisław Piotr;Komitet Wyborczy Wyborców "Młodość i Doświadczenie";1611;61.99;;Tak
M;R1;301402;KLAPCZYŃSKI Łukasz Marek;Komitet Wyborczy Wyborców Razem Możemy Więcej;470;18.08;;DR
M;R1;301402;WĘGRZYN Maria;Komitet Wyborczy Wyborców Marii Węgrzyn;307;11.81;;Nie
M;R1;301402;STANISŁAWSKA Aleksandra;Komitet Wyborczy Wyborców Forum Samorządowo-Ludowe Pojezierze;211;8.12;;Nie
M;R1;301403;WOLNY Krzysztof;Komitet Wyborczy Wyborców Ziemi Międzychodzkiej;1485;22.85;;DR
M;R1;301403;LEŚNIEWSKA Agnieszka;Komitet Wyborczy Wyborców Gospodarny Międzychód;1357;20.88;;DR
M;R1;301403;SCHUBERT Jędrzej;Komitet Wyborczy Wyborców Rzemiosło Międzychód;1319;20.29;;Nie
M;R1;301403;SUSZKA Krzysztof Jan;Komitet Wyborczy Nowy Międzychód;1043;16.05;;Nie
M;R1;301403;MELCER Bartosz Marian;Komitet Wyborczy Wyborców Bartosza Melcera - Uzdrowimy Gminę;807;12.42;;Nie
M;R1;301403;SKORUPA Janusz Artur;Koalicyjny Komitet Wyborczy SLD Lewica Razem;489;7.52;;Nie
S;R1;301404;MACIOŁEK Witold Bruno;Komitet Wyborczy Wyborców Porozumienie Społeczne;2551;100.00;;Tak
M;R1;301501;DZIAMSKI Jerzy Stanisław;Komitet Wyborczy Wyborców Samorządni Gminy Kuślin;1132;50.31;;Tak
M;R1;301501;DRĄG Konrad;Komitet Wyborczy Wyborców Przyjazny Samorząd;1118;49.69;;DR
M;R1;301502;DŁUGOSZ Piotr;Komitet Wyborczy Wyborców Ziemi Lwóweckiej;2030;60.17;;Tak
M;R1;301502;LUCH Katarzyna;Komitet Wyborczy Wyborców Katarzyny Luch - Przyjazna Gmina;751;22.26;;DR
M;R1;301502;KAŹMIERCZAK Arkadiusz Stanisław;Komitet Wyborczy Wyborców Łączymy Pokolenia;593;17.58;;Nie
S;R1;301503;PIECHOTA Stanisław Bernard;Komitet Wyborczy Wyborców Wspólna Gmina Miedzichowo;1119;100.00;;Tak
M;R1;301504;BRAMBOR Marcin Mateusz;Komitet Wyborczy Nowe Pokolenie;3191;29.39;;DR
M;R1;301504;HIBNER Włodzimierz Andrzej;Komitet Wyborczy Wyborców Lista Społeczna Włodzimierza Hibnera;2966;27.31;;DR
M;R1;301504;HELWING Henryk;Komitet Wyborczy Wyborców Inicjatywa Rozwoju Ziemi Nowotomyskiej;2010;18.51;;Nie
M;R1;301504;KUCZYŃSKI Tomasz;Komitet Wyborczy Wyborców Przyjazny Samorząd;1098;10.11;;Nie
M;R1;301504;KLIMKO Jan;Komitet Wyborczy Wyborców "Samorządni" Powiatu Nowotomyskiego;960;8.84;;Nie
M;R1;301504;SZYMKOWIAK Piotr Jerzy;Komitet Wyborczy Platforma Obywatelska RP;634;5.84;;Nie
M;R1;301505;SZULC Tomasz Marian;Komitet Wyborczy Wyborców Forum Obywatelskie Powiatu Nowotomyskiego;3184;48.92;;DR
M;R1;301505;NAPIERAŁA Ryszard;Komitet Wyborczy Wyborców Przymierze Społeczne;1938;29.77;;DR
M;R1;301505;MAINKA Andrzej Józef;Komitet Wyborczy Wyborców "Samorządni" Gminy Opalenica;1000;15.36;;Nie
M;R1;301505;SZYMAŃSKI Piotr Adam;Komitet Wyborczy Wyborców "Samorządni" Powiatu Nowotomyskiego;387;5.95;;Nie
S;R1;301506;KURASIŃSKI Tomasz Paweł;Komitet Wyborczy Wyborców Razem dla Gminy Zbąszyń;4089;100.00;;Tak
M;R1;301601;SZRAMA Tomasz Mikołaj;Komitet Wyborczy Wyborców Tomasza Szramy;7426;63.45;;Tak
M;R1;301601;DESPERAK Piotr Andrzej;Komitet Wyborczy Wyborców Stowarzyszeni i Gospodarni;3044;26.01;;DR
M;R1;301601;ZIELIŃSKI Michał Witold;Komitet Wyborczy Wyborców Michała Zielińskiego Oborniki Dla Każdego;1234;10.54;;Nie
M;R1;301602;SZUBERSKI Roman;Komitet Wyborczy Wyborców Samorządowy Komitet Obywatelski Nasza Gmina - Nasz Powiat;3537;50.15;;Tak
M;R1;301602;JANUS Bogusław;Komitet Wyborczy Wyborców Wspólnota Samorządowa-2014;2037;28.88;;DR
M;R1;301602;ŁATKA Jarosław;Komitet Wyborczy Wyborców Porozumienie Obywatelskie Razem;1261;17.88;;Nie
M;R1;301602;HOPA Marek Edmund;Komitet Wyborczy Wyborców LEWICA RAZEM Oborniki-Rogoźno-Ryczywół;218;3.09;;Nie
M;R1;301603;GEMBIAK-BINKIEWICZ Renata Alena;Komitet Wyborczy Wyborców Nasz Ryczywół;1686;57.74;;Tak
M;R1;301603;WENDLANDT Wiesław Antoni;Komitet Wyborczy Polskie Stronnictwo Ludowe;553;18.94;;DR
M;R1;301603;KRUŚ Witold -;Komitet Wyborczy Wyborców Gmina Ryczywół 2014;547;18.73;;Nie
M;R1;301603;SUWICZAK Franciszek;Komitet Wyborczy Prawo i Sprawiedliwość;97;3.32;;Nie
M;R1;301603;GÓRA Piotr Mieczysław;Komitet Wyborczy Wyborców Piotra Mieczysława Góry;37;1.27;;Nie
M;R1;301701;URBANIAK Jarosław Piotr;Komitet Wyborczy Platforma Obywatelska RP;9268;36.38;;DR
M;R1;301701;KLIMEK Beata Małgorzata;Komitet Wyborczy Wyborców Beaty Klimek Przyjazny Ostrów;7175;28.16;;DR
M;R1;301701;DERA Andrzej Mikołaj;Komitet Wyborczy Wyborców Andrzeja Dery;3972;15.59;;Nie
M;R1;301701;KLóSAK Maciej Maria;Komitet Wyborczy Wyborców Macieja Klósaka "Nowy Ostrów";3013;11.83;;Nie
M;R1;301701;HERWICH Marian Henryk;Komitet Wyborczy Wyborców Ostrowskie Forum Niezależnych;1176;4.62;;Nie
M;R1;301701;KRAKOWSKI Stanisław;Komitet Wyborczy Wyborców Porozumienie Samorządowe Stanisława Krakowskiego;871;3.42;;Nie
M;R1;301702;BUDZIK Bożena;Komitet Wyborczy Wyborców Niezależne Forum Samorządowe;2993;52.70;;Tak
M;R1;301702;ŁAWNICZAK Tomasz;Komitet Wyborczy Prawo i Sprawiedliwość;1356;23.88;;DR
M;R1;301702;WITCZAK Agnieszka;Komitet Wyborczy Wyborców Agnieszki Witczak;1330;23.42;;Nie
M;R1;301703;JANICKI MARIAN JÓZEF;Komitet Wyborczy Wyborców Mariana Józefa Janickiego;3432;48.33;;DR
M;R1;301703;DZIUBKA Ewa;Komitet Wyborczy Wyborców Ewy Dziubka;2075;29.22;;DR
M;R1;301703;LIS ANNA;Komitet Wyborczy Polskie Stronnictwo Ludowe;966;13.60;;Nie
M;R1;301703;SACHOWSKA-BARAŃCZAK Honorata Agnieszka;Komitet Wyborczy Wyborców Gmina dla Pokoleń Honorata Sachowska-Barańczak;628;8.84;;Nie
M;R1;301704;KUROSZCZYK Piotr Czesław;Komitet Wyborczy Wyborców Piotra Kuroszczyka;3180;46.57;;DR
M;R1;301704;KRAWCZYK Karolina Anna;Komitet Wyborczy Wyborców Gmina dla Pokoleń Karoliny Krawczyk;2380;34.85;;DR
M;R1;301704;SIUDZIŃSKI Marcin Wojciech;Komitet Wyborczy Wyborców "Gmina Przyjazna Mieszkańcom";1269;18.58;;Nie
M;R1;301705;RASIAK Krzysztof Stanisław;Komitet Wyborczy Wyborców Krzysztofa Rasiaka;3281;62.32;;Tak
M;R1;301705;KAŹMIERCZAK Przemysław Piotr;Komitet Wyborczy Wyborców Gmina dla Pokoleń Przemysława Kaźmierczaka;1984;37.68;;DR
S;R1;301706;BARTCZAK Jacek Krzysztof;Komitet Wyborczy Wyborców Jacka Bartczaka;3807;100.00;;Tak
M;R1;301707;BERKOWSKI Czesław Tadeusz;Komitet Wyborczy Wyborców Czesława Berkowskiego;2230;70.44;;Tak
M;R1;301707;SKORUPA Waldemar Paweł;Koalicyjny Komitet Wyborczy SLD Lewica Razem;936;29.56;;DR
M;R1;301708;BOCHEN Krzysztof Gabryel;Komitet Wyborczy Wyborców "Przyjazny Urząd Przyjazna Gmina";2175;74.03;;Tak
M;R1;301708;KWAPISZ Szczepan Jan;Komitet Wyborczy Polskie Stronnictwo Ludowe;763;25.97;;DR
S;R1;301801;PLICHTA Henryk Stanisław;Komitet Wyborczy Stowarzyszenie Komitet Wyborców "Blok Gospodarczy";917;100.00;;Tak
S;R1;301802;WILKOSZ Józef;Komitet Wyborczy Polskie Stronnictwo Ludowe;1580;100.00;;Tak
M;R1;301803;CEGŁA ZENON JÓZEF;Komitet Wyborczy Stowarzyszenie Komitet Wyborców "Blok Gospodarczy";1474;43.35;;DR
M;R1;301803;GEPPERT EDMUND MAKSYMILIAN;Komitet Wyborczy Polskie Stronnictwo Ludowe;828;24.35;;DR
M;R1;301803;DZIEMIDOWICZ JANINA;Komitet Wyborczy Wyborców Nasz Grabów;650;19.12;;Nie
M;R1;301803;KICIŃSKI PIOTR SZYMON;Komitet Wyborczy Wyborców Razem dla Grabowa;448;13.18;;Nie
M;R1;301804;BERSKI Wiesław;Komitet Wyborczy Polskie Stronnictwo Ludowe;1284;55.54;;Tak
M;R1;301804;MORTA Eugeniusz Marcin;Komitet Wyborczy Wyborców Gminy Kobyla Góra - Niezależni;1028;44.46;;DR
M;R1;301805;KOPROWSKI Paweł;Komitet Wyborczy Prawo i Sprawiedliwość;1190;67.38;;Tak
M;R1;301805;OLSZEWSKI Józef Tadeusz;Komitet Wyborczy Stowarzyszenie Komitet Wyborców "Blok Gospodarczy";576;32.62;;DR
M;R1;301806;IBRON Jacek Krzysztof;Komitet Wyborczy Wyborców "Gmina Dobro Wspólne";1027;39.15;;DR
M;R1;301806;ZIELIŃSKI Henryk;Komitet Wyborczy Polskie Stronnictwo Ludowe;823;31.38;;DR
M;R1;301806;MACIEJEWSKI Tomasz Sławomir;Komitet Wyborczy Wyborców Tomasza Maciejewskiego;595;22.68;;Nie
M;R1;301806;SKOCZYLAS Rafał;Komitet Wyborczy Wyborców Wspólnota Patriotyzm Solidarność;178;6.79;;Nie
M;R1;301807;WITEK Mariusz;Komitet Wyborczy Polskie Stronnictwo Ludowe;4987;63.54;;Tak
M;R1;301807;CIEPLIK Beata Teresa;Komitet Wyborczy Wyborców Ziemi Ostrzeszowskiej;1429;18.21;;DR
M;R1;301807;ŁACINA Janusz Aleksander;Komitet Wyborczy Prawo i Sprawiedliwość;905;11.53;;Nie
M;R1;301807;PELC Tadeusz;Komitet Wyborczy Wyborców Razem dla Gmin i Powiatu;528;6.73;;Nie
M;R1;301901;GŁOWSKI Piotr Krzysztof;Komitet Wyborczy Platforma Obywatelska RP;13685;60.49;;Tak
M;R1;301901;PORZUCEK Marcin Bartosz;Komitet Wyborczy Prawo i Sprawiedliwość;3727;16.48;;DR
M;R1;301901;LUS Jan;Komitet Wyborczy Wyborców Lewica Razem;3490;15.43;;Nie
M;R1;301901;PARDA Błażej Łukasz;Komitet Wyborczy Wyborców Błażej Łukasz Parda Tak dla Jadwiżyna;1174;5.19;;Nie
