pbw_10117_wbp1_1;126101;287;Szkoła Podstawowa Nr 117, Kraków ul. Kurczaba 15, 30-868;1768;1191;539;652;0;0;652;0;0;652;646;6
pbw_10118_wbp1_1;126101;288;Szkoła Podstawowa Nr 117, Kraków ul. Kurczaba 15, 30-886;1136;1092;637;455;0;0;454;0;0;454;447;7
pbw_10119_wbp1_1;126101;289;Szkoła Podstawowa Nr 117, Kraków ul. Kurczaba 15, 30-868;1783;1693;1113;580;0;0;580;0;0;580;571;9
pbw_1011_wbp1_1;021905;3;Świetlica wiejska, Biała 46, 58-124 Marcinowice;335;336;119;216;0;0;217;0;0;217;210;7
pbw_10120_wbp1_1;126101;29;X Liceum Ogólnokształcące, Kraków-Śródmieście, Stare Miasto ul. Wróblewskiego 8, 31-148;613;582;302;280;1;0;280;0;0;280;276;4
pbw_10121_wbp1_1;126101;290;Szkoła Podstawowa Nr 117, Kraków ul. Kurczaba 15, 30-868;1050;1013;570;445;0;0;445;0;0;445;441;4
pbw_10122_wbp1_1;126101;291;Zespół Szkół Ogólnokształcących Integracyjnych Nr 4, Kraków ul. Żabia 20, 30-809;1265;1221;675;546;0;0;546;0;0;546;542;4
pbw_10123_wbp1_1;126101;292;Zespół Szkół Ogólnokształcących Integracyjnych Nr 4, Kraków ul. Żabia 20, 30-809;1263;1206;668;538;0;0;538;0;0;538;529;9
pbw_10124_wbp1_1;126101;293;Zespół Szkół Ogólnokształcących Nr 15, Kraków ul. Rydygiera 20, 30-695;883;856;447;409;0;0;408;0;0;408;405;3
pbw_10125_wbp1_1;126101;294;Zespół Szkół Ogólnokształcących Nr 15, Kraków ul. Rydygiera 20, 30-695;1941;1851;1164;687;0;0;687;0;0;687;683;4
pbw_10126_wbp1_1;126101;295;Młodzieżowy Dom Kultury - Filia, Kraków ul. Na Wrzosach 57, 30-816;1816;1718;959;759;0;0;758;0;0;758;750;8
pbw_10127_wbp1_1;126101;296;Szkoła Podstawowa Nr 61, Kraków ul. Popławskiego 17, 30-818;1190;1119;587;532;0;0;532;0;0;532;526;6
pbw_10128_wbp1_1;126101;297;Szkoła Podstawowa Nr 61, Kraków ul. Popławskiego 17, 30-818;741;705;381;324;0;0;322;0;0;322;316;6
pbw_10129_wbp1_1;126101;298;Szkoła Podstawowa Nr 61, Kraków ul. Popławskiego 17, 30-818;579;548;285;263;0;0;263;0;0;263;263;0
pbw_1012_wbp1_1;021905;4;Świetlica wiejska, Chwałków 4a, 58-124 Marcinowice;317;321;168;153;0;0;153;0;0;153;151;2
pbw_10130_wbp1_1;126101;299;Zespół Szkół Ogólnokształcących Nr 10 XV Liceum Ogólnokształcące, Kraków al. Dygasińskiego 15, 30-820;1732;1645;785;860;1;0;860;0;0;860;848;12
pbw_10131_wbp1_1;126101;3;Staromiejskie Centrum Kultury Młodzieży Klub Środowiskowy "Kazimierz", Kraków-Śródmieście, Stare Miasto ul. J. Dietla 53, 31-054;1125;1061;686;375;0;0;375;0;0;375;370;5
pbw_10132_wbp1_1;126101;30;X Liceum Ogólnokształcące, Kraków-Śródmieście, Stare Miasto ul. Wróblewskiego 8, 31-148;1047;1265;774;491;0;0;491;0;0;491;487;4
pbw_10133_wbp1_1;126101;300;Zespół Szkół Ogólnokształcących Nr 10 XV Liceum Ogólnokształcące, Kraków al. Dygasińskiego 15, 30-820;1434;1386;833;553;0;0;552;0;0;552;549;3
pbw_10134_wbp1_1;126101;301;Szkoła Podstawowa Nr 123, Kraków ul. Okólna 16, 30-669;1689;1608;1017;591;0;0;591;0;0;591;582;9
pbw_10135_wbp1_1;126101;302;Szkoła Podstawowa Nr 123, Kraków ul. Okólna 16, 30-684;1312;1246;795;451;0;0;451;0;0;451;446;5
pbw_10136_wbp1_1;126101;303;Szkoła Podstawowa Nr 123, Kraków ul. Okólna 16, 30-684;1350;1262;898;364;1;3;367;3;0;367;362;5
pbw_10137_wbp1_1;126101;304;KOSTKA Publiczne Gimnazjum Jezuitów im. Św. Stanisława Kostki, Kraków ul. Spółdzielców 5, 30-682;1367;1301;797;504;0;0;504;0;0;504;493;11
pbw_10138_wbp1_1;126101;305;KOSTKA Publiczne Gimnazjum Jezuitów im. Św. Stanisława Kostki, Kraków ul. Spółdzielców 5, 30-682;1866;1752;964;788;0;0;788;0;4;784;780;4
pbw_10139_wbp1_1;126101;306;KOSTKA Publiczne Gimnazjum Jezuitów im. Św. Stanisława Kostki, Kraków ul. Spółdzielców 5, 30-682;1217;1166;708;458;0;0;458;0;2;456;452;4
pbw_1013_wbp1_1;021905;5;Świetlica wiejska, Gola Świdnicka 43, 58-124 Marcinowice;435;436;177;259;0;0;259;0;0;259;252;7
pbw_10140_wbp1_1;126101;307;Przedszkole Samorządowe nr 11, Kraków ul. Saska 11, 30-715;1032;969;561;408;0;0;408;0;0;408;403;5
pbw_10141_wbp1_1;126101;308;Przedszkole Samorządowe nr 11, Kraków ul. Saska 11, 30-715;1321;1262;714;548;0;0;547;0;0;547;542;5
pbw_10142_wbp1_1;126101;309;Zespół Szkolno-Przedszkolny Nr 1, Kraków ul. Myśliwska 64, 30-718;1578;1494;904;590;0;0;590;0;0;590;586;4
pbw_10143_wbp1_1;126101;31;Gimnazjum Nr 4, Kraków-Śródmieście, Stare Miasto ul. Rynek Kleparski 18, 31-150;1336;1274;727;547;0;0;546;0;0;546;539;7
