teryt;nr;kto;glosy;prc;totalG;urzad;mode
020811;3;SOŁEK-MUZYKA Bożena Joanna;1097;22.56;4863;WG Nowa Ruda;M
020812;1;BEDNARCZYK Jan Karol;515;50.00;1030;BMG Radków;S
020813;1;CHROMIEC Dariusz Janusz;1765;54.97;3211;B Stronia Śląskiego;M
020813;2;WĘGRZYN Miłosz Kacper;1096;34.13;3211;B Stronia Śląskiego;M
020813;3;FOREMNIK Irena;206;6.42;3211;B Stronia Śląskiego;M
020813;4;GÓRNIAK Maria;144;4.48;3211;B Stronia Śląskiego;M
020814;1;KRÓL Jerzy Mieczysław;604;50.00;1208;B Szczytnej;S
020901;1;SERKIES Jan;923;50.00;1846;BM Chojnowa;S
020902;1;PYRZ Andrzej;791;50.00;1582;WG Chojnów;S
020903;1;WOŹNIAK Wojciech Andrzej;674;44.40;1518;WG Krotoszyce;M
020903;2;JAREMA Dariusz;313;20.62;1518;WG Krotoszyce;M
020903;3;KĄDZIOŁKA Zbigniew;271;17.85;1518;WG Krotoszyce;M
020903;4;HUBACZEK Paweł Edward;260;17.13;1518;WG Krotoszyce;M
020904;1;TERSA Zdzisław Andrzej;1327;39.77;3337;WG Kunice;M
020904;2;MIKULICZ Maciej Krzysztof;1299;38.93;3337;WG Kunice;M
020904;3;KUĆKO Katarzyna;455;13.64;3337;WG Kunice;M
020904;4;MAZUR Łukasz;256;7.67;3337;WG Kunice;M
020905;1;BABUŚKA Henryk;759;30.10;2522;WG Legnickie Pole;M
020905;2;PLEZIA Rafał Tadeusz;623;24.70;2522;WG Legnickie Pole;M
020905;3;ROMAN-CWYNAR Katarzyna;538;21.33;2522;WG Legnickie Pole;M
020905;4;JOŃCZYK Mariusz Paweł;404;16.02;2522;WG Legnickie Pole;M
020905;5;HRECZANY Waldemar Ryszard;153;6.07;2522;WG Legnickie Pole;M
020905;6;BUCKI Antoni;45;1.78;2522;WG Legnickie Pole;M
020906;1;STACHURA Dawid Artur;2174;70.98;3063;WG Miłkowice;M
020906;2;SKOCZEK Sławomir;664;21.68;3063;WG Miłkowice;M
020906;3;MATYSZCZAK Tadeusz Marian;225;7.35;3063;WG Miłkowice;M
020907;1;SIELICKA Alicja Elżbieta;672;50.00;1344;BMG Prochowice;S
020908;1;GREGORCZUK Paweł Czesław;603;52.57;1147;WG Ruja;M
020908;2;CHRUŚCIEL Robert;544;47.43;1147;WG Ruja;M
021001;1;SŁOWIŃSKI Arkadiusz Andrzej;4743;57.59;8236;BM Lubań;M
021001;2;CHOJNACKI Witold;2956;35.89;8236;BM Lubań;M
021001;3;WÓJCIK Henryk;537;6.52;8236;BM Lubań;M
021002;1;MARCINIAK Roland Wojciech;379;50.00;758;BM Świeradów-Zdrój;S
021003;1;SURMACZ Szymon Marcin;1588;39.27;4044;B Leśnej;M
021003;2;KUSIBAB Karol;1205;29.80;4044;B Leśnej;M
021003;3;PIJANOWSKA Gabriela Anna;1033;25.54;4044;B Leśnej;M
021003;4;MARCZYŃSKI Stanisław Kazimierz;218;5.39;4044;B Leśnej;M
021004;1;HERCUŃ Zbigniew;986;37.95;2598;WG Lubań;M
021004;2;USYK Aneta;933;35.91;2598;WG Lubań;M
021004;3;ZJAWIN Zbigniew Józef;679;26.14;2598;WG Lubań;M
021005;1;LEŚKO Leszek Włodzimierz;473;50.00;946;B Olszyny;S
021006;1;HALICKI Krzysztof Adam;417;51.23;814;WG Platerówka;M
021006;2;ŚLUSARCZYK Mirosława;397;48.77;814;WG Platerówka;M
021007;1;FURDYKOŃ Dariusz Grzegorz;1546;79.20;1952;WG Siekierczyn;M
021007;2;TRĘDEWICZ Zdzisław;406;20.80;1952;WG Siekierczyn;M
021101;1;RACZYŃSKI Robert;17483;58.61;29830;PM Lubina;M
021101;2;KUBÓW Krzysztof Jan;8467;28.38;29830;PM Lubina;M
021101;3;KUBICA-RADEK Agnieszka Bogusława;1504;5.04;29830;PM Lubina;M
021101;4;ZIELIŃSKI Grzegorz;997;3.34;29830;PM Lubina;M
021101;5;ZAWADZKA Edyta Maria;935;3.13;29830;PM Lubina;M
021101;6;KLINGER Arkadiusz Zygmunt;444;1.49;29830;PM Lubina;M
021102;1;KIELAN Tadeusz Zbigniew;4081;58.34;6995;WG Lubin;M
021102;2;ŁUKASIEWICZ Paweł Waldemar;1589;22.72;6995;WG Lubin;M
021102;3;BIAŁKOWSKI Marcin Tadeusz;1325;18.94;6995;WG Lubin;M
021103;1;BIGUS Władysław;2634;60.47;4356;WG Rudna;M
021103;2;LATOS Waldemar Ireneusz;1032;23.69;4356;WG Rudna;M
021103;3;SZKLARZ Adela Anna;690;15.84;4356;WG Rudna;M
021104;1;KOSZTYŁA Krystian Stanisław;3119;72.43;4306;B Ścinawy;M
021104;2;HOLDENMAJER Andrzej;1187;27.57;4306;B Ścinawy;M
021201;1;PONIŹNIK Olgierd;2751;71.44;3851;BGM Gryfów Śląski;M
021201;2;LUTY Edward;1100;28.56;3851;BGM Gryfów Śląski;M
021202;1;CHRABĄSZCZ Marek;1499;64.42;2327;BGM Lubomierz;M
021202;2;SUŁKOWSKI Tadeusz Zdzisław;416;17.88;2327;BGM Lubomierz;M
021202;3;CHODOROWSKI Sebastian Paweł;412;17.71;2327;BGM Lubomierz;M
021203;1;SZCZĘSNA Mariola;2825;40.47;6981;BGM Lwówek Śląski;M
021203;2;MACIEJCZYK Ireneusz Sylwester;2271;32.53;6981;BGM Lwówek Śląski;M
021203;3;KOBIAŁKA Dawid Zdzisław;1885;27.00;6981;BGM Lwówek Śląski;M
021204;1;JASIŃSKI Andrzej;1859;53.08;3502;BMG Mirsk;M
021204;2;WILK Karol;1643;46.92;3502;BMG Mirsk;M
021205;1;ZYCH Artur Adam;1186;64.88;1828;BMG Wleń;M
021205;2;FLUDER Marcin Kamil;642;35.12;1828;BMG Wleń;M
021301;1;MIECZNIKOWSKI Ignacy Mieczysław;1266;58.48;2165;WG Cieszków;M
021301;2;ZAJICZEK Piotr Tomasz;899;41.52;2165;WG Cieszków;M
021302;1;BIAŁY Andrzej;2139;59.57;3591;WG Krośnice;M
021302;2;DROBINA Mirosław Stanisław;1036;28.85;3591;WG Krośnice;M
021302;3;KĘSY Artur;216;6.02;3591;WG Krośnice;M
021302;4;MORKA Stefan;200;5.57;3591;WG Krośnice;M
021303;1;LECH Piotr Józef;4047;40.87;9901;B Gminy Milicz;M
021303;2;FOLMER Dorota Maria;2504;25.29;9901;B Gminy Milicz;M
021303;3;WYBIERAŁA Paweł;1450;14.64;9901;B Gminy Milicz;M
021303;4;NESTORUK Andrzej Michał;1113;11.24;9901;B Gminy Milicz;M
021303;5;SIERPIŃSKI Cezary Maksymilian;787;7.95;9901;B Gminy Milicz;M
