teryt;exteryt;bb;center;===;tura;teryt;nrk;kto;wiek;miasto;glosy;glosyp;glosyn;wynik
142012;2;52.444213,20.433773 52.587924,20.607229;52.5160685,20.520501;===;R1;142012;2;LESIAK Piotr Robert;31;wyższe;Szczytno,;196;7.36;-1;Nie
142012;2;52.444213,20.433773 52.587924,20.607229;52.5160685,20.520501;===;R1;142012;3;SŁUPECKI Roman Grzegorz;58;średnie;Kroczewo,;263;9.87;-1;Nie
142012;2;52.444213,20.433773 52.587924,20.607229;52.5160685,20.520501;===;R1;142012;4;WITCZAK Tomasz Stanisław;46;wyższe;Szczytno,;628;23.57;-1;Druga tura
142012;2;52.444213,20.433773 52.587924,20.607229;52.5160685,20.520501;===;R1;142012;5;WOŹNIAK Romuald;56;wyższe;Smulska,;447;16.78;-1;Nie
142101;1;52.173327,20.825440 52.197814,20.867173;52.1855705,20.8463065;===;R1;142101;1;BONAROWSKA Magdalena Jadwiga;63;Wyższe;Piastów,;3112;30.35;-1;Druga tura
142101;1;52.173327,20.825440 52.197814,20.867173;52.1855705,20.8463065;===;R1;142101;2;SMOLAGA Krzysztof Paweł;54;Wyższe;Piastów,;796;7.76;-1;Nie
142101;1;52.173327,20.825440 52.197814,20.867173;52.1855705,20.8463065;===;R1;142101;3;SZUPLEWSKI Grzegorz Waldemar;57;Wyższe;Piastów,;3788;36.95;-1;Druga tura
142101;1;52.173327,20.825440 52.197814,20.867173;52.1855705,20.8463065;===;R1;142101;4;WOREK Przemysław Tadeusz;39;Wyższe;Piastów,;2557;24.94;-1;Nie
142102;1;52.148071,20.753164 52.195955,20.844862;52.172013,20.799013;===;R1;142102;1;BĄK Piotr Adam;38;wyższe;Pruszków,;2989;11.25;-1;Nie
142102;1;52.148071,20.753164 52.195955,20.844862;52.172013,20.799013;===;R1;142102;2;BĄKIEWICZ Robert;42;Średnie;Pruszków, Stowarzyszenie Marsz Niepodległości;1180;4.44;-1;Nie
142102;1;52.148071,20.753164 52.195955,20.844862;52.172013,20.799013;===;R1;142102;3;MAKUCH Paweł Stanisław;42;wyższe;Pruszków,;6925;26.06;-1;Druga tura
142102;1;52.148071,20.753164 52.195955,20.844862;52.172013,20.799013;===;R1;142102;4;SIPIERA Konrad;33;wyższe;Pruszków,;5014;18.87;-1;Nie
142102;1;52.148071,20.753164 52.195955,20.844862;52.172013,20.799013;===;R1;142102;5;STARZYŃSKI Jan;63;wyższe prawnicze;Nowa Wieś,;10470;39.39;-1;Druga tura
142103;3;52.083731,20.630805 52.201154,20.823528;52.1424425,20.7271665;===;R1;142103;1;KOSIŃSKI Arkadiusz;46;wyższe techniczne;Brwinów,;9894;83.37;-1;Tak
142103;3;52.083731,20.630805 52.201154,20.823528;52.1424425,20.7271665;===;R1;142103;2;KÜHN Karol Stanisław;38;średnie;Otrębusy,;1973;16.63;-1;Nie
142104;2;52.114998,20.760492 52.185858,20.919233;52.150428,20.8398625;===;R1;142104;1;BIERA Leszek;38;wyższe;Opacz-Kolonia,;1822;19.26;-1;Nie
142104;2;52.114998,20.760492 52.185858,20.919233;52.150428,20.8398625;===;R1;142104;2;GRABKA Krzysztof;62;wyższe;Opacz-Kolonia,;3766;39.82;-1;Druga tura
142104;2;52.114998,20.760492 52.185858,20.919233;52.150428,20.8398625;===;R1;142104;3;PACHECKA Małgorzata;53;wyższe;Komorów,;3870;40.92;-1;Druga tura
142105;2;52.000576,20.717768 52.128257,20.875707;52.0644165,20.7967375;===;R1;142105;1;BRAŃSKI Krzysztof Grzegorz;65;Wyższe;Stara Wieś,;703;9.89;-1;Nie
142105;2;52.000576,20.717768 52.128257,20.875707;52.0644165,20.7967375;===;R1;142105;2;KOPER Dawid Roman;35;Wyższe;Wolica,;1823;25.66;-1;Nie
142105;2;52.000576,20.717768 52.128257,20.875707;52.0644165,20.7967375;===;R1;142105;3;ZWOLIŃSKI Dariusz Jarosław;51;Wyższe;Wola Krakowiańska,;4579;64.45;-1;Tak
142106;2;52.087638,20.837752 52.171424,20.989044;52.129531,20.913398;===;R1;142106;1;WIETESKA Dariusz;49;średnie;Raszyn,;5004;49.41;-1;Nie
142106;2;52.087638,20.837752 52.171424,20.989044;52.129531,20.913398;===;R1;142106;2;ZARĘBA Andrzej Wiesław;59;wyższe;Rybie,;5124;50.59;-1;Tak
142201;1;52.988588,20.844065 53.048421,20.925972;53.0185045,20.8850185;===;R1;142201;1;CHROSTOWSKI Łukasz;30;wyższe;Przasnysz,;2806;36.15;-1;Druga tura
142201;1;52.988588,20.844065 53.048421,20.925972;53.0185045,20.8850185;===;R1;142201;2;DOŁĘGA Andrzej;54;wyższe;Przasnysz,;1495;19.26;-1;Nie
142201;1;52.988588,20.844065 53.048421,20.925972;53.0185045,20.8850185;===;R1;142201;3;GRABOWSKI Grzegorz;50;wyższe;Przasnysz,;2306;29.71;-1;Druga tura
142201;1;52.988588,20.844065 53.048421,20.925972;53.0185045,20.8850185;===;R1;142201;4;GWARDYS Robert;33;wyższe;Przasnysz,;207;2.67;-1;Nie
142201;1;52.988588,20.844065 53.048421,20.925972;53.0185045,20.8850185;===;R1;142201;5;KOŁAKOWSKI Piotr;52;wyższe;Przasnysz,;623;8.03;-1;Nie
142201;1;52.988588,20.844065 53.048421,20.925972;53.0185045,20.8850185;===;R1;142201;6;SOBOCIŃSKI Marcin Krzysztof;35;wyższe;Przasnysz,;156;2.01;-1;Nie
142201;1;52.988588,20.844065 53.048421,20.925972;53.0185045,20.8850185;===;R1;142201;7;WASIAK Adam;53;wyższe;Przasnysz,;170;2.19;-1;Nie
142202;3;53.182184,20.674445 53.363090,21.203156;53.272637,20.9388005;===;R1;142202;1;SZCZEPANKOWSKA Beata;61;wyższe;Chorzele,;2669;59.13;-1;Tak
142202;3;53.182184,20.674445 53.363090,21.203156;53.272637,20.9388005;===;R1;142202;2;WILKOSZ Weronika Zofia;60;wyższe;Chorzele,;1845;40.87;-1;Nie
142203;2;52.970659,20.664530 53.105896,20.857110;53.0382775,20.76082;===;R1;142203;1;BRZEZIŃSKI Wojciech Marek;54;wyższe;Obrębiec,;1112;69.20%;495;Tak
142204;2;53.059454,20.898734 53.261149,21.214278;53.1603015,21.056506;===;R1;142204;1;BĄCZEK Jolanta;54;wyższe;Jednorożec,;365;10.87;-1;Nie
142204;2;53.059454,20.898734 53.261149,21.214278;53.1603015,21.056506;===;R1;142204;2;IWULSKI Krzysztof Andrzej;44;wyższe;Stegna,;1467;43.70;-1;Druga tura
142204;2;53.059454,20.898734 53.261149,21.214278;53.1603015,21.056506;===;R1;142204;3;MIZEREK Janusz;62;średnie;Drążdżewo Nowe,;254;7.57;-1;Nie
142204;2;53.059454,20.898734 53.261149,21.214278;53.1603015,21.056506;===;R1;142204;4;STANCEL Krzysztof;52;średnie;Jednorożec,;1271;37.86;-1;Druga tura
142205;2;52.864115,20.773810 52.979321,21.017582;52.921718,20.895696;===;R1;142205;1;BIELECKI Tomasz Lucjan;39;wyższe;Przasnysz,;347;22.62;-1;Nie
142205;2;52.864115,20.773810 52.979321,21.017582;52.921718,20.895696;===;R1;142205;2;SZCZEPAŃSKI Michał;34;wyższe;Nowe Żmijewo,;1187;77.38;-1;Tak
142206;2;53.086593,20.688110 53.234476,20.983582;53.1605345,20.835846;===;R1;142206;1;BACŁAWSKI Adam;49;wyższe;Plewnik,;709;33.65;-1;Nie
142206;2;53.086593,20.688110 53.234476,20.983582;53.1605345,20.835846;===;R1;142206;2;CHODACZ Marian;59;wyższe;Chorzele,;192;9.11;-1;Nie
142206;2;53.086593,20.688110 53.234476,20.983582;53.1605345,20.835846;===;R1;142206;3;HUMIĘCKI Jerzy;59;wyższe;Krzynowłoga Mała,;1206;57.24;-1;Tak
142207;2;52.936485,20.800713 53.114601,21.038517;53.025543,20.919615;===;R1;142207;1;WRÓBLEWSKA Grażyna Jadwiga;57;wyższe;Golany,;2201;79.43%;570;Tak
142301;2;51.251542,20.606960 51.357230,20.783969;51.304386,20.6954645;===;R1;142301;1;BIELAWSKI Tomasz Piotr;48;wyższe;Borkowice,;540;25.50;-1;Nie
142301;2;51.251542,20.606960 51.357230,20.783969;51.304386,20.6954645;===;R1;142301;2;FIDOS Robert Sylwester;54;Wyższe;Skrzyńsko,;1578;74.50;-1;Tak
142302;2;51.331342,20.416749 51.463072,20.589529;51.397207,20.503139;===;R1;142302;1;CZARNECKI Władysław;63;wyższe;Brzezinki,;1062;40.78;-1;Druga tura
142302;2;51.331342,20.416749 51.463072,20.589529;51.397207,20.503139;===;R1;142302;2;NEMS Grzegorz Robert;50;średnie;Radom,;585;22.47;-1;Druga tura
142302;2;51.331342,20.416749 51.463072,20.589529;51.397207,20.503139;===;R1;142302;3;OSZCZĘDA Bożena Wiesława;49;wyższe;Mechlin,;201;7.72;-1;Nie
142302;2;51.331342,20.416749 51.463072,20.589529;51.397207,20.503139;===;R1;142302;4;PILIPCZUK Mirosław;61;wyższe;Rożek,;506;19.43;-1;Nie
142302;2;51.331342,20.416749 51.463072,20.589529;51.397207,20.503139;===;R1;142302;5;ZIĘBICKA Henryka Jolanta;54;wyższe;Gielniów,;250;9.60;-1;Nie
142303;2;51.449463,20.568773 51.583662,20.710591;51.5165625,20.639682;===;R1;142303;1;PAPIS Piotr;45;wyższe;Jelonek,;1524;85.81%;252;Tak
142304;2;51.481899,20.415104 51.616911,20.597000;51.549405,20.506052;===;R1;142304;1;GAJEWSKI Sławomir;56;wyższe;Odrzywół,;824;37.82;-1;Nie
142304;2;51.481899,20.415104 51.616911,20.597000;51.549405,20.506052;===;R1;142304;2;KMIECIAK Marian;55;wyższe;Kolonia Ossa,;1355;62.18;-1;Tak
142305;2;51.427326,20.668638 51.552237,20.798721;51.4897815,20.7336795;===;R1;142305;1;KLIMEK Marek Tadeusz;61;średnie;Grabowa,;1068;51.90;-1;Tak
142305;2;51.427326,20.668638 51.552237,20.798721;51.4897815,20.7336795;===;R1;142305;2;MILCZARSKI Tadeusz Adam;57;Zasadnicze zawodowe;Grabowska Wola,;990;48.10;-1;Nie
142306;3;51.231179,20.492627 51.442143,20.770377;51.336661,20.631502;===;R1;142306;1;MATLAKIEWICZ Tomasz;47;wyższe;Skrzyńsko,;3144;50.12;-1;Tak
142306;3;51.231179,20.492627 51.442143,20.770377;51.336661,20.631502;===;R1;142306;2;PAŁGAN Adam;53;wyższe;Przysucha,;2462;39.25;-1;Nie
142306;3;51.231179,20.492627 51.442143,20.770377;51.336661,20.631502;===;R1;142306;3;TOMASZEWICZ Edgar Piotr;29;wyższe;Przysucha,;667;10.63;-1;Nie
142307;2;51.394021,20.515734 51.492859,20.675895;51.44344,20.5958145;===;R1;142307;1;LECHOWSKI Krzysztof Grzegorz;37;wyższe;Nieznamierowice,;246;9.99;-1;Nie
142307;2;51.394021,20.515734 51.492859,20.675895;51.44344,20.5958145;===;R1;142307;2;MARASEK Dariusz;53;wyższe;Krzesławice,;230;9.34;-1;Nie
142307;2;51.394021,20.515734 51.492859,20.675895;51.44344,20.5958145;===;R1;142307;3;OWCZARSKI Waldemar Antoni;60;średnie;Karczówka,;189;7.67;-1;Nie
142307;2;51.394021,20.515734 51.492859,20.675895;51.44344,20.5958145;===;R1;142307;4;URBAŃCZYK Krzysztof Marian;50;wyższe;Zychorzyn,;627;25.46;-1;Druga tura
142307;2;51.394021,20.515734 51.492859,20.675895;51.44344,20.5958145;===;R1;142307;5;WESOŁOWSKI Marian Andrzej;59;średnie techniczne;Nieznamierowice,;1171;47.54;-1;Druga tura
142308;2;51.313740,20.680354 51.421888,20.886921;51.367814,20.7836375;===;R1;142308;1;PORCZYŃSKI Piotr;43;średnie;Skrzynno,;269;8.63;-1;Nie
142308;2;51.313740,20.680354 51.421888,20.886921;51.367814,20.7836375;===;R1;142308;2;SOBCZAK Krzysztof;40;wyższe;Komorów,;2172;69.68;-1;Tak
142308;2;51.313740,20.680354 51.421888,20.886921;51.367814,20.7836375;===;R1;142308;3;STUDZIŃSKI Witold Marian;54;wyższe;Wieniawa,;676;21.69;-1;Nie
142401;2;52.684945,20.777360 52.809906,21.010393;52.7474255,20.8938765;===;R1;142401;1;OCHTABIŃSKI Wiesław;51;wyższe;Szwelice,;421;22.59;-1;Nie
142401;2;52.684945,20.777360 52.809906,21.010393;52.7474255,20.8938765;===;R1;142401;2;SOBIERAJ Tomasz;33;wyższe ekonomiczne;Szyszki-Folwark,;647;34.71;-1;Druga tura
142401;2;52.684945,20.777360 52.809906,21.010393;52.7474255,20.8938765;===;R1;142401;3;WOJCIECHOWSKI Cezary Andrzej;57;średnie;Gzy,;796;42.70;-1;Druga tura
142402;2;52.666831,21.109734 52.779769,21.353451;52.7233,21.2315925;===;R1;142402;1;MROCZKOWSKI Jan;59;wyższe;Psary,;1326;46.74;-1;Druga tura
142402;2;52.666831,21.109734 52.779769,21.353451;52.7233,21.2315925;===;R1;142402;2;MROCZKOWSKI Sebastian;34;wyższe;Obryte,;846;29.82;-1;Druga tura
142402;2;52.666831,21.109734 52.779769,21.353451;52.7233,21.2315925;===;R1;142402;3;PODPORA Sławomir;49;średnie;Zambski Kościelne,;665;23.44;-1;Nie
142403;2;52.534232,20.967615 52.677955,21.140068;52.6060935,21.0538415;===;R1;142403;1;LEWANDOWSKI Paweł;38;Średnie;Łępice,;1006;43.68;-1;Nie
142403;2;52.534232,20.967615 52.677955,21.140068;52.6060935,21.0538415;===;R1;142403;2;RACHUBA Adam Dariusz;57;Wyższe;Gzowo,;1297;56.32;-1;Tak
142404;3;52.649728,20.977583 52.803773,21.190630;52.7267505,21.0841065;===;R1;142404;1;DĄBROWSKI Wojciech Andrzej;60;wyższe;Pułtusk,;328;2.99;-1;Nie
142404;3;52.649728,20.977583 52.803773,21.190630;52.7267505,21.0841065;===;R1;142404;2;GREGORCZYK Wojciech;60;wyższe;Pułtusk,;3277;29.85;-1;Druga tura
142404;3;52.649728,20.977583 52.803773,21.190630;52.7267505,21.0841065;===;R1;142404;3;KISIEL Michał;50;wyższe;Pułtusk,;4295;39.12;-1;Druga tura
142404;3;52.649728,20.977583 52.803773,21.190630;52.7267505,21.0841065;===;R1;142404;4;KRASUCKI Henryk Krzysztof;56;wyższe;Pułtusk,;834;7.60;-1;Nie
142404;3;52.649728,20.977583 52.803773,21.190630;52.7267505,21.0841065;===;R1;142404;5;SKARŻYŃSKI Łukasz;28;wyższe;Pułtusk,;2246;20.46;-1;Nie
142405;2;52.613739,20.694593 52.722046,20.908792;52.6678925,20.8016925;===;R1;142405;1;MISIEWICZ Adam;57;wyższe;Świercze,;1413;55.94;-1;Tak
142405;2;52.613739,20.694593 52.722046,20.908792;52.6678925,20.8016925;===;R1;142405;2;SECH Arkadiusz Robert;39;wyższe;Klukówek,;1113;44.06;-1;Nie
142406;2;52.556272,20.844573 52.715478,21.003618;52.635875,20.9240955;===;R1;142406;1;KOWALEWSKI Mariusz;40;Wyższe;Winniczka,;1028;44.54;-1;Nie
142406;2;52.556272,20.844573 52.715478,21.003618;52.635875,20.9240955;===;R1;142406;2;WRÓBLEWSKI Robert Artur;48;Wyższe;Winnica,;1280;55.46;-1;Tak
142407;2;52.553588,21.102680 52.681644,21.305251;52.617616,21.2039655;===;R1;142407;1;FALBA Grzegorz Roman;43;wyższe;Zatory,;1591;61.60;-1;Tak
142407;2;52.553588,21.102680 52.681644,21.305251;52.617616,21.2039655;===;R1;142407;2;KRAWCZAK Andrzej Waldemar;56;wyższe;Zatory,;992;38.40;-1;Nie
142501;1;51.439427,21.395436 51.504119,21.499642;51.471773,21.447539;===;R1;142501;1;BANASZEK Krzysztof Marek;52;wyższe;Pionki,;771;9.58;-1;Nie
142501;1;51.439427,21.395436 51.504119,21.499642;51.471773,21.447539;===;R1;142501;2;KLICH Joanna Ewa;56;wyższe;Pionki,;1774;22.05;-1;Druga tura
142501;1;51.439427,21.395436 51.504119,21.499642;51.471773,21.447539;===;R1;142501;3;KOWALCZYK Robert Tomasz;54;wyższe;Radom,;3754;46.66;-1;Druga tura
142501;1;51.439427,21.395436 51.504119,21.499642;51.471773,21.447539;===;R1;142501;4;ZAWODNIK Romuald;59;wyższe;Pionki,;1746;21.70;-1;Nie
142502;2;51.330871,21.232397 51.402184,21.448314;51.3665275,21.3403555;===;R1;142502;1;CHEBDOWSKI Marek Stanisław;52;średnie;Gózd,;547;12.27;-1;Nie
142502;2;51.330871,21.232397 51.402184,21.448314;51.3665275,21.3403555;===;R1;142502;2;DZIEWIT Paweł;41;wyższe;Lipiny,;2373;53.24;-1;Tak
142502;2;51.330871,21.232397 51.402184,21.448314;51.3665275,21.3403555;===;R1;142502;3;JABŁOŃSKI Adam;52;wyższe;Radom,;1537;34.49;-1;Nie
142503;3;51.080286,21.091050 51.242843,21.425144;51.1615645,21.258097;===;R1;142503;1;BARTOS Tomasz Grzegorz;36;wyższe prawnicze;Maziarze Nowe,;1899;29.02;-1;Nie
142503;3;51.080286,21.091050 51.242843,21.425144;51.1615645,21.258097;===;R1;142503;2;BUREK Przemysław Artur;36;średnie;Radom,;2366;36.16;-1;Druga tura
142503;3;51.080286,21.091050 51.242843,21.425144;51.1615645,21.258097;===;R1;142503;3;MOSKWA Andrzej;59;wyższe;Iłża,;2279;34.83;-1;Druga tura
142504;2;51.437939,21.174554 51.579931,21.329224;51.508935,21.251889;===;R1;142504;1;ĆWIERZ Wojciech;42;wyższe administracyjne;Bartodzieje,;995;26.55;-1;Druga tura
142504;2;51.437939,21.174554 51.579931,21.329224;51.508935,21.251889;===;R1;142504;2;GŁUCHOWSKI Paweł;38;wyższe techniczne;Dąbrowa Jastrzębska,;547;14.60;-1;Nie
142504;2;51.437939,21.174554 51.579931,21.329224;51.508935,21.251889;===;R1;142504;3;LIPKA Wincenty Florian;65;wyższe prawnicze;Pionki,;231;6.16;-1;Nie
142504;2;51.437939,21.174554 51.579931,21.329224;51.508935,21.251889;===;R1;142504;4;ZASADA Elżbieta Janina;55;wyższe;Wojciechów,;1358;36.24;-1;Druga tura
142504;2;51.437939,21.174554 51.579931,21.329224;51.508935,21.251889;===;R1;142504;5;ŻUREK Dorota;45;wyższe;Radom,;616;16.44;-1;Nie
142505;2;51.434823,20.984260 51.591369,21.236729;51.513096,21.1104945;===;R1;142505;1;DOBOSZ Robert;42;wyższe;Narty,;1261;18.79;-1;Druga tura
142505;2;51.434823,20.984260 51.591369,21.236729;51.513096,21.1104945;===;R1;142505;2;DZIEWIERZ Kamil Dominik;36;wyższe magisterskie;Piaseczno,;3253;48.47;-1;Druga tura
142505;2;51.434823,20.984260 51.591369,21.236729;51.513096,21.1104945;===;R1;142505;3;KOKOSZCZYK Maciej Jacek;58;wyższe;Wsola,;765;11.40;-1;Nie
142505;2;51.434823,20.984260 51.591369,21.236729;51.513096,21.1104945;===;R1;142505;4;NOWAKOWSKA Agata;42;wyższe;Wielogóra,;1104;16.45;-1;Nie
142505;2;51.434823,20.984260 51.591369,21.236729;51.513096,21.1104945;===;R1;142505;5;ZAWIONKA Sebastian;33;wyższe magisterskie;Jedlińsk,;328;4.89;-1;Nie
142506;2;51.388769,21.201728 51.451529,21.435741;51.420149,21.3187345;===;R1;142506;1;BOBROWSKI Albert Andrzej;64;wyższe;Radom,;325;5.25;-1;Nie
142506;2;51.388769,21.201728 51.451529,21.435741;51.420149,21.3187345;===;R1;142506;2;FRĄCZEK Maciej;31;średnie;Jedlnia-Letnisko,;398;6.43;-1;Nie
142506;2;51.388769,21.201728 51.451529,21.435741;51.420149,21.3187345;===;R1;142506;3;LEŚNOWOLSKI Piotr Józef;58;wyższe ekonomiczne;Jedlnia-Letnisko,;3060;49.40;-1;Druga tura
142506;2;51.388769,21.201728 51.451529,21.435741;51.420149,21.3187345;===;R1;142506;4;PASEK Renata Justyna;41;wyższe;Rajec Szlachecki,;2411;38.92;-1;Druga tura
142507;2;51.273612,20.998995 51.374916,21.192835;51.324264,21.095915;===;R1;142507;1;BULSKI Dariusz;48;wyższe;Parznice,;2000;34.74;-1;Druga tura
142507;2;51.273612,20.998995 51.374916,21.192835;51.324264,21.095915;===;R1;142507;2;PACHNIEWSKI Wiesław;47;średnie;Kotarwice,;1808;31.41;-1;Nie
142507;2;51.273612,20.998995 51.374916,21.192835;51.324264,21.095915;===;R1;142507;3;STANIK Sławomir Władysław;59;wyższe techniczne;Kowalówka,;1949;33.85;-1;Druga tura
142508;2;51.385018,21.253479 51.558862,21.566598;51.47194,21.4100385;===;R1;142508;1;KRAJEWSKI Grzegorz;54;średnie;Laski,;202;4.59;-1;Nie
142508;2;51.385018,21.253479 51.558862,21.566598;51.47194,21.4100385;===;R1;142508;2;OLEJARZ Halina Lucyna;54;średnie;Suskowola,;199;4.52;-1;Nie
142508;2;51.385018,21.253479 51.558862,21.566598;51.47194,21.4100385;===;R1;142508;3;SEKUŁA Małgorzata;59;wyższe;Działki Suskowolskie,;695;15.78;-1;Nie
142508;2;51.385018,21.253479 51.558862,21.566598;51.47194,21.4100385;===;R1;142508;4;WRÓBEL Tomasz Wojciech;56;średnie techniczne;Zadobrze,;1254;28.47;-1;Druga tura
142508;2;51.385018,21.253479 51.558862,21.566598;51.47194,21.4100385;===;R1;142508;5;ZIÓŁEK Mirosław Zygmunt;63;wyższe;Suskowola,;2055;46.65;-1;Druga tura
142509;2;51.394716,20.757257 51.525320,20.989149;51.460018,20.873203;===;R1;142509;1;JASIŃSKI Łukasz;36;wyższe;Podgajek,;325;8.69;-1;Nie
142509;2;51.394716,20.757257 51.525320,20.989149;51.460018,20.873203;===;R1;142509;2;TOMCZYK Jarosław Kazimierz;31;wyższe;Żerdź,;700;18.72;-1;Nie
142509;2;51.394716,20.757257 51.525320,20.989149;51.460018,20.873203;===;R1;142509;3;WIKALIŃSKI Mariusz Łukasz;37;wyższe;Podgajek,;158;4.22;-1;Nie
142509;2;51.394716,20.757257 51.525320,20.989149;51.460018,20.873203;===;R1;142509;4;WOŁCZYŃSKI Dariusz Piotr;39;wyższe;Przytyk,;2557;68.37;-1;Tak
142510;3;51.229239,21.124826 51.386329,21.366259;51.307784,21.2455425;===;R1;142510;1;MADEJ Tomasz Krzysztof;44;wyższe;Skaryszew,;2110;31.05;-1;Nie
142510;3;51.229239,21.124826 51.386329,21.366259;51.307784,21.2455425;===;R1;142510;2;PIĄTEK Dariusz;47;wyższe;Skaryszew,;2269;33.39;-1;Druga tura
142510;3;51.229239,21.124826 51.386329,21.366259;51.307784,21.2455425;===;R1;142510;3;SIENKIEWICZ Mirosław Michał;57;wyższe;Skaryszew,;2416;35.56;-1;Druga tura
142511;2;51.195848,21.001757 51.305659,21.198781;51.2507535,21.100269;===;R1;142511;1;DULIAS Zdzisław Cezary;57;wyższe;Zalesice,;2752;62.85;-1;Tak
142511;2;51.195848,21.001757 51.305659,21.198781;51.2507535,21.100269;===;R1;142511;2;MYŚLIWIEC Dariusz Andrzej;52;wyższe magisterskie;Radom,;752;17.17;-1;Nie
142511;2;51.195848,21.001757 51.305659,21.198781;51.2507535,21.100269;===;R1;142511;3;WIĘCASZEK Maciej Tomasz;43;wyższe zawodowe;Wierzbica,;875;19.98;-1;Nie
142512;2;51.331329,20.838213 51.433797,21.067054;51.382563,20.9526335;===;R1;142512;1;CIĘŻKOWSKI Marcin;40;wyższe;Zabłocie,;1438;33.25;-1;Druga tura
142512;2;51.331329,20.838213 51.433797,21.067054;51.382563,20.9526335;===;R1;142512;2;KRAWCZUK Karolina;39;wyższe;Kowalanka,;793;18.34;-1;Nie
142512;2;51.331329,20.838213 51.433797,21.067054;51.382563,20.9526335;===;R1;142512;3;MARKOWSKA-BZDUCHA Ewa Iwona;47;wyższe;Ślepowron,;2094;48.42;-1;Druga tura
142513;2;51.397143,20.913888 51.498280,21.128931;51.4477115,21.0214095;===;R1;142513;1;BIAŁKOWSKI Sławomir Adam;56;wyższe;Bielicha,;2156;34.35;-1;Nie
142513;2;51.397143,20.913888 51.498280,21.128931;51.4477115,21.0214095;===;R1;142513;2;MARGAS Leszek Tadeusz;55;wyższe;Milejowice,;3399;54.16;-1;Tak
142513;2;51.397143,20.913888 51.498280,21.128931;51.4477115,21.0214095;===;R1;142513;3;SWEND Artur;53;wyższe;Milejowice,;140;2.23;-1;Nie
142513;2;51.397143,20.913888 51.498280,21.128931;51.4477115,21.0214095;===;R1;142513;4;SZYMAŃSKA Katarzyna;35;wyższe;Jaszowice,;347;5.53;-1;Nie
142513;2;51.397143,20.913888 51.498280,21.128931;51.4477115,21.0214095;===;R1;142513;5;WIELGOLEWSKI Bogdan;45;wyższe;Kozinki,;234;3.73;-1;Nie
142601;2;52.001473,22.067907 52.085464,22.226831;52.0434685,22.147369;===;R1;142601;1;DŁUSKA-REDES Ewa;45;wyższe;Olszyc Szlachecki,;385;29.14;-1;Nie
142601;2;52.001473,22.067907 52.085464,22.226831;52.0434685,22.147369;===;R1;142601;2;URBANEK Jolanta Maria;43;wyższe;Domanice,;274;20.74;-1;Nie
142601;2;52.001473,22.067907 52.085464,22.226831;52.0434685,22.147369;===;R1;142601;3;ZABŁOCKI Jerzy Wacław;63;wyższe;Domanice-Kolonia,;662;50.11;-1;Tak
142602;2;52.307930,22.509798 52.410534,22.740658;52.359232,22.625228;===;R1;142602;1;WASILCZUK Sławomir;42;wyższe;Mogielnica,;877;91.16%;85;Tak
142603;2;52.090642,21.900325 52.231762,22.163208;52.161202,22.0317665;===;R1;142603;1;GADOMSKI Leszek Andrzej;51;średnie;Bojmie,;1602;42.06;-1;Nie
142603;2;52.090642,21.900325 52.231762,22.163208;52.161202,22.0317665;===;R1;142603;2;GÓRAL Grzegorz;43;wyższe;Marysin,;2207;57.94;-1;Tak
142604;2;52.189456,22.042275 52.338237,22.217674;52.2638465,22.1299745;===;R1;142604;1;DMOWSKA-PACZUSKA Dorota Joanna;39;wyższe prawnicze;Siedlce,;956;38.18;-1;Druga tura
142604;2;52.189456,22.042275 52.338237,22.217674;52.2638465,22.1299745;===;R1;142604;2;KISIELIŃSKA Bożena;45;wyższe;Kisielany-Żmichy,;596;23.80;-1;Nie
142604;2;52.189456,22.042275 52.338237,22.217674;52.2638465,22.1299745;===;R1;142604;3;KSIĘŻOPOLSKA Iwona;51;wyższe;Siedlce,;952;38.02;-1;Druga tura
142605;3;52.120080,22.372891 52.272435,22.647386;52.1962575,22.5101385;===;R1;142605;1;DĘBSKI Jarosław;50;wyższe;Mordy,;820;32.64;-1;Nie
142605;3;52.120080,22.372891 52.272435,22.647386;52.1962575,22.5101385;===;R1;142605;2;ŁUGOWSKI Jan Paweł;59;wyższe;Siedlce,;1692;67.36;-1;Tak
142606;2;52.240640,22.350254 52.335213,22.544565;52.2879265,22.4474095;===;R1;142606;1;BIERNACKI Leszek Józef;48;średnie;Czarnoty,;522;39.22;-1;Nie
142606;2;52.240640,22.350254 52.335213,22.544565;52.2879265,22.4474095;===;R1;142606;2;TRĘBICKI Leszek Józef;43;wyższe;Siedlce,;809;60.78;-1;Tak
