pgnw_psl;pgnw_pis;pgn_po;pgnw;psl;pis;po;teryt;powiat;powiatsrodek;bbpowiat
0.3443320618;-0.361999369;-0.347710118;21.090933;28.141165;37.856448;20.151894;1201;bocheński;49.899654 20.4481946;50.143501 20.630879 49.7786239 20.2324624
0.3438328472;-0.314676870;-0.377074455;8.119389;7.066594;27.365866;44.990761;1061;m.Łódź;51.7592485 19.4559833;51.8601374 19.6399235 51.6860984 19.3212617
0.3412144918;-0.506123566;-0.515570040;18.069344;55.814157;22.741344;6.839136;1428;sochaczewski;52.208836 20.1940725;52.4174666 20.4903014 52.114548 19.9351921
0.3394269912;-0.486375207;-0.442141332;21.847755;69.733519;14.077311;4.683574;1427;sierpecki;52.829901 19.6929043;52.9902859 20.000891 52.676803 19.4233213
0.3384031195;-0.339062274;-0.395375295;8.934205;10.874777;39.218762;28.456634;1863;m.Rzeszów;50.0411867 21.9991196;50.078273 22.0941863 49.9325869 21.8827237
0.3341053218;-0.530524140;-0.557416416;12.531842;15.578881;35.034692;26.629328;1862;m.Przemyśl;49.7838623 22.7677908;49.8205851 22.8553723 49.7465209 22.7127414
0.3334696912;-0.399357997;-0.425764870;16.380678;27.627793;48.651367;11.936945;1805;jasielski;49.706141 21.4728496;49.872842 21.6507806 49.4122209 21.2417341
0.3329402515;-0.114290873;-0.286940225;17.443137;14.595969;43.555992;27.633739;1217;tatrzański;49.3011534 20.0014575;49.4281149 20.1902804 49.1785791 19.7584158
0.3314318157;-0.463813895;-0.465493307;21.073529;22.323782;18.599350;33.638171;3208;kołobrzeski;54.0776374 15.60201;54.2270506 15.8804561 53.8730333 15.3475301
0.3302106448;-0.287516017;-0.457960095;25.907381;32.562594;13.427957;23.493311;3016;obornicki;52.7398346 16.9207647;52.8888459 17.131505 52.5450022 16.575693
0.3293776366;-0.494628908;-0.401767595;26.040508;32.812108;14.603239;30.155776;3209;koszaliński;54.1917007 16.2465436;54.2769933 16.3239339 54.1374471 16.1100708
0.3292214748;-0.257637343;-0.288206198;21.267556;64.069794;19.357456;5.385962;1404;gostyniński;52.4352712 19.4024277;52.5261011 19.9848603 52.2538501 19.2592569
0.3266512843;-0.345499940;-0.243574692;25.008235;21.920997;12.974944;9.570169;0807;sulęciński;52.372399 15.1470452;52.6520898 15.4464538 52.204686 14.6411338
0.3264685437;-0.272334129;-0.398117674;16.914776;8.422202;28.606509;32.009340;2408;mikołowski;50.1656588 18.8118364;50.2482937 18.9558496 50.0539422 18.7183783
0.3259622631;-0.582004312;-0.587134918;13.076571;37.029834;26.686205;19.638869;1462;m.Płock;52.5463446 19.7065364;52.5970681 19.8059041 52.4737442 19.624188
0.3256881752;-0.383573431;-0.384029251;21.726596;35.876195;24.046169;20.939489;0619;włodawski;51.4988572 23.39179;51.7804941 23.7095965 51.2650292 23.0567559
0.3244988225;-0.322470635;-0.384951336;8.307811;9.552108;38.671304;35.790333;0663;m.Lublin;51.2464536 22.5684463;51.2964846 22.6735312 51.1397334 22.4540091
0.3235047484;-0.191122859;-0.210319181;22.251728;47.665114;11.160246;24.703057;2815;ostródzki;53.7688249 19.9764104;54.0801132 20.272563 53.3793711 19.5562628
0.3218628059;-0.474572040;-0.550628269;24.760250;22.990718;29.854861;30.315190;2801;bartoszycki;54.2601481 20.7964826;54.4022022 21.2205542 54.023265 20.2606123
0.3208946679;-0.364746568;-0.438852323;30.269333;31.844073;23.684705;25.691842;3005;grodziski(wielkopolskie);52.210718 16.332533;52.287199 16.6079592 52.033373 16.0630701
0.3188174333;-0.220475282;-0.360908643;17.696765;17.081146;27.360276;29.524129;1432;warszawski zachodni;52.2738835 20.6938283;52.378692 20.9243454 52.157386 20.3109755
0.3149248330;-0.282927751;-0.371520137;29.465714;24.558955;19.825643;23.095093;3011;kościański;52.0622096 16.7580375;52.2155761 17.0097788 51.9178681 16.4206381
0.3064202278;-0.262464790;-0.492492781;17.182269;25.670445;24.691916;27.637436;1020;zgierski;51.9025569 19.4219463;52.0368741 19.8401881 51.7711793 19.1211714
0.3040982652;-0.002878636;-0.216567525;14.302800;23.606594;25.463874;28.765398;1063;m.Skierniewice;51.9547169 20.1583303;51.993307 20.2334071 51.9232019 20.1049414
0.3040432309;-0.366407360;-0.398629082;22.864091;32.954987;14.620708;27.647342;3207;kamieński;53.9245263 14.7149859;54.0545179 15.0966642 53.767148 14.3921375
0.3009144542;-0.218580554;0.116172889;18.858333;43.453878;40.247495;5.369486;1814;przeworski;50.0742865 22.5411805;50.3061 22.8413287 49.8719981 22.2322863
0.2989490320;-0.449595379;-0.569540338;11.594615;11.918794;17.377835;39.455093;3261;m.Koszalin;54.1943219 16.1714908;54.2769933 16.3239339 54.1374471 16.1100708
0.2961601028;-0.145450501;-0.419446073;24.305510;33.011052;26.889099;26.291127;1011;poddębicki;51.904933 18.8873051;52.0763692 19.1911868 51.7199111 18.6699149
0.2953429147;-0.196320334;-0.164252706;20.662462;14.952567;18.882218;53.117291;0415;toruński;53.0299205 18.6294138;53.0655486 18.7408869 52.9612365 18.464227
0.2945399672;-0.503527469;-0.565211163;13.694906;11.026129;20.087705;50.959508;0462;m.Grudziądz;53.4837486 18.753565;53.5241893 18.8707562 53.4207959 18.6945624
0.2925178085;-0.290293904;-0.420175277;22.455455;22.927118;14.210978;48.068405;2809;lidzbarski;54.146188 20.4128114;54.2288422 20.8167546 53.9829 19.9436318
0.2888475525;-0.504371584;-0.445922485;21.001000;45.598920;16.538663;26.606398;2810;mrągowski;53.8019109 21.3077251;53.996049 21.7433916 53.6256262 21.0512222
0.2873214584;-0.216338282;-0.461472461;21.905694;54.383973;17.472593;16.747360;2817;szczycieński;53.5604093 20.8938937;53.7892312 21.5521607 53.2921908 20.5893603
0.2859023719;-0.117342181;-0.280313371;26.845795;37.482601;16.353180;25.614411;2212;słupski;54.464148 17.0284824;54.4984131 17.1050763 54.4227902 16.9511949
0.2840748341;-0.421877594;-0.203433613;17.826531;36.993640;35.631470;10.279195;2003;bielski(podlaskie);52.762826 23.1381261;52.9267318 23.4025575 52.565761 22.6133657
0.2838071189;-0.516036405;-0.507085946;22.426604;29.914962;35.269719;22.005977;1433;węgrowski;52.4242674 21.9063231;52.702972 22.1820425 52.209449 21.5642272
0.2831067398;-0.245243526;-0.378360712;21.710648;68.174774;16.445221;4.468113;1419;płocki;52.5292906 19.694493;52.5970681 19.8059041 52.4737442 19.624188
0.2768381943;-0.178402891;-0.237074462;20.521400;20.453720;47.587508;18.296374;1211;nowotarski;49.4706746 19.9993836;49.6611942 20.6165187 49.3263819 19.5274218
0.2748604041;-0.649950180;-0.619733410;11.919730;22.078370;32.672162;21.658039;2063;m.Suwałki;54.1115218 22.9307881;54.1648911 22.9945758 54.0405359 22.8636798
0.2693738006;-0.477950990;-0.349993138;23.891818;57.624731;24.852712;4.861513;1424;pułtuski;52.6883985 20.9854178;52.8096032 21.353354 52.5342257 20.6945013
0.2688719975;-0.317078332;-0.429014814;18.677705;32.183015;14.151451;29.231072;1604;kluczborski;50.9857086 18.1251781;51.174538 18.3813792 50.796698 17.9241101
0.2686677528;-0.140979844;-0.387068935;8.541950;8.552602;31.719238;41.007959;1261;m.Kraków;50.0646501 19.9449799;50.1261259 20.2174976 49.9674054 19.7922485
0.2681064550;-0.028941899;-0.224535071;29.648800;39.589812;16.793126;21.352581;0204;górowski;51.663189 16.5125886;51.7879961 16.8224112 51.485391 16.2681641
0.2667525304;-0.342109120;-0.287339556;19.328693;51.074599;24.141762;9.911168;2604;kielecki;50.8402094 20.6058867;50.9147837 20.7208681 50.7932963 20.5104146
0.2666960608;-0.115158689;-0.534386030;18.496129;48.468234;21.815921;20.835355;2008;moniecki;53.3777392 22.7938813;53.6902839 23.1327759 53.2011989 22.4304518
0.2659899376;-0.144747393;-0.107504977;21.897787;15.177249;10.953645;22.742342;1609;opolski(śląskie);50.6627543 17.9265186;50.7249448 18.0330543 50.5872782 17.8283188
0.2651602831;-0.287492284;-0.371619955;16.894000;58.268071;24.152946;6.732162;2011;sokólski;53.4804542 23.4091577;53.721955 23.9097072 53.147194 22.9279499
0.2618166322;-0.101436116;-0.226217081;19.423524;15.073129;18.053249;23.994011;2401;będziński;50.4140948 19.1132834;50.5363898 19.4143797 50.257546 18.957706
0.2603953158;-0.391920915;-0.429333304;18.586814;32.461020;41.739987;8.847356;1804;jarosławski;49.9657776 22.7535729;50.212823 23.1542742 49.836944 22.410544
0.2549878580;-0.368731568;-0.418246764;16.119829;38.318708;42.760214;8.641582;1811;mielecki;50.316502 21.4302478;50.49573 21.6404015 50.131103 21.1423457
0.2531540627;-0.235162388;-0.081407505;27.177619;24.439229;13.727795;34.639746;3014;międzychodzki;52.6004652 16.0491591;52.7547691 16.3377941 52.448281 15.7789647
0.2519017272;-0.717445522;-0.171197527;18.121111;52.817444;16.502103;16.982785;2813;olecki;54.0488907 22.4074038;54.2147583 22.7223372 53.8875423 22.1099903
0.2493013704;-0.337271728;-0.225688594;17.486563;27.296048;56.181063;4.478144;1806;kolbuszowski;50.323594 21.8378567;50.4722451 22.0966381 50.1505249 21.5304158
0.2489655000;-0.416883448;-0.490697556;21.640000;26.874270;16.307313;32.739563;0218;średzki(śląskie);51.1369337 16.5713037;51.2602611 16.9062898 50.9911091 16.331623
0.2473765740;-0.098827908;-0.184913737;17.216593;21.841081;29.506505;22.763713;2402;bielski(śląskie);49.9080843 19.076211;49.9588976 19.3166423 49.6528334 18.8255121
0.2457728946;-0.309495278;-0.458104366;28.737083;31.806323;15.267986;32.047689;3031;złotowski;53.4418876 16.9652247;53.6559175 17.394009 53.1693456 16.4345931
0.2452720882;-0.284370778;-0.242484400;20.238525;55.083009;21.625366;12.432149;2609;sandomierski;50.639222 21.5549114;50.8799217 21.8684111 50.5099915 21.3481972
0.2450564332;-0.569080528;-0.413733334;9.054375;17.371744;43.461001;20.896163;2062;m.Łomża;53.1781197 22.0590321;53.1926566 22.1051914 53.1458117 22.0112514
0.2449847522;-0.475454707;-0.429858387;21.816701;40.829246;31.964698;11.866796;0618;tomaszowski(lubelskie);50.4807956 23.6139646;50.7037089 23.9915594 50.251603 23.0479335
0.2432142990;-0.400593702;-0.274915980;20.828372;47.032811;35.266419;9.375383;2004;grajewski;53.5826026 22.4521603;53.7616957 22.818029 53.3488399 22.1358923
0.2422551658;-0.438836806;-0.533897178;19.078250;37.107230;26.580586;23.915607;1019;zduńskowolski;51.654763 18.9438163;51.7731941 19.1091071 51.4675199 18.7976939
0.2406051560;-0.508871142;-0.484446399;21.184615;44.007663;30.193392;9.430995;0608;lubartowski;51.4970599 22.5409476;51.7137269 23.0202911 51.35607 22.1875133
0.2405158210;-0.385935912;-0.255056960;18.752927;11.034325;37.532447;15.824592;2414;tyski;50.1078748 19.1532754;50.1694882 19.255235 50.0170697 19.030448
0.2396090440;0.040317900;-0.264404494;24.620282;60.582276;18.131857;7.974172;1420;płoński;52.5714161 20.4021708;52.8973583 20.7314536 52.3812277 19.9625328
0.2369248364;-0.402745989;-0.504527785;18.771019;25.203856;46.684928;8.116184;1803;dębicki;49.9953359 21.3075494;50.169719 21.5700322 49.8288614 21.1440229
0.2349223206;-0.225463183;-0.303548347;30.878889;27.388416;14.963628;25.318686;3013;leszczyński;51.8389547 16.5720769;51.881439 16.6239259 51.8066771 16.5272701
0.2330472671;0.025781122;-0.276686582;24.399583;44.411870;23.365568;10.462535;1401;białobrzeski;51.6240912 20.9786982;51.7537995 21.2433782 51.4894556 20.6442
0.2305066081;-0.488642052;-0.461084573;28.273571;50.763326;16.100268;16.278442;3008;kępiński;51.2755627 17.9321449;51.3932689 18.1815913 51.1037882 17.7381089
0.2292584836;-0.032397177;-0.237591677;18.373558;25.271241;27.697276;29.337230;1213;oświęcimski;50.0025789 19.2699881;50.13236 19.5097779 49.8505259 19.083192
0.2246615055;-0.418811408;-0.531627024;19.624035;44.717020;30.016715;15.473547;0402;brodnicki;53.2107481 19.5570294;53.4591413 19.7618466 53.0802368 19.0839771
0.2244068576;-0.083405501;-0.382644885;19.059512;43.722842;17.629932;29.196079;1214;proszowicki;50.2018348 20.3184688;50.3228771 20.6818241 50.1110107 20.1261899
0.2195080903;-0.253627591;-0.312648429;20.669028;36.513750;34.292494;9.844472;1010;piotrkowski;51.4035647 19.7111108;51.45293 19.8103543 51.3729639 19.622871
0.2187913204;-0.175210357;-0.373183255;19.364800;66.602446;15.794553;8.910421;2606;opatowski;50.7596348 21.3816143;51.07789 21.8305593 50.679636 21.1313373
0.2152843502;-0.317712202;-0.460990133;22.344154;50.870033;25.459047;7.878902;1435;wyszkowski;52.5960483 21.4782492;52.8395048 21.77314 52.4637534 21.1181475
0.2147131918;-0.360436950;-0.244780100;21.782083;21.942296;38.597872;21.569962;1813;przemyski;49.7771435 22.7785702;49.8205851 22.8553723 49.7465209 22.7127414
0.2118372603;-0.174786104;-0.450621319;19.439615;19.202552;47.486476;19.230755;1209;myślenicki;49.8112602 19.9949386;49.9321938 20.2475318 49.6179479 19.7430319
0.2093286266;-0.364867369;-0.470438095;16.946180;22.786356;20.329673;21.871254;2413;tarnogórski;50.4625163 18.8263957;50.6176501 19.134453 50.3281803 18.5907972
0.2084570242;-0.341725510;-0.469639075;21.093824;49.876805;15.298085;17.895603;2802;braniewski;54.3159867 19.9612973;54.4424724 20.3938131 54.1018748 19.6194833
0.2072319997;-0.107912485;-0.312661102;22.659333;64.502277;16.295146;12.893861;2812;nowomiejski;53.4165569 19.5339357;53.5694101 19.9041403 53.3021299 19.189303
0.2071259490;-0.081930274;-0.359518275;24.082110;21.707858;34.794106;19.059952;2417;żywiecki;49.6089747 19.2130256;49.828766 19.4807801 49.393975 18.9465901
0.2048214335;-0.354333964;-0.491288511;23.678409;22.314684;19.337723;24.796887;0210;lubański;51.0591161 15.2855624;51.199452 15.4361051 50.887914 15.1208751
0.2046127660;-0.299413572;-0.144891592;20.647515;26.043979;43.735328;19.001573;1210;nowosądecki;49.6084971 20.6960387;49.6579511 20.7621654 49.55641 20.6469789
0.2040666912;-0.362713313;-0.442028159;21.804865;28.036022;20.372395;16.001657;0212;lwówecki;51.0283944 15.5136944;51.1988452 15.766185 50.8317489 15.2770712
0.2029464031;0.058172393;-0.368008348;21.168630;35.953574;25.337718;27.460090;2205;kartuski;54.3451554 18.1175348;54.4797474 18.4922123 54.1735195 17.6801652
0.1997296522;-0.447976793;-0.396801577;20.956522;50.011665;9.312350;20.517084;3205;gryficki;53.9445019 15.2568565;54.1589443 15.485989 53.7266342 14.8957453
0.1981832723;-0.717803376;-0.590678375;22.471071;22.587492;43.680729;14.150056;1821;leski;49.356082 22.3738961;49.5518078 22.5520195 49.0857861 22.1884128
0.1967568476;-0.203780259;-0.319403425;20.758750;49.786085;26.575811;10.071065;2006;kolneński;53.3980909 21.9991336;53.5444843 22.2793363 53.2387959 21.5942443
0.1951356233;-0.187680278;-0.366219710;20.121497;26.286962;33.973378;25.844583;1206;krakowski;50.044045 20.0059112;50.1261259 20.2174976 49.9674054 19.7922485
0.1950381567;-0.213128146;-0.168341702;26.639149;41.317486;27.040591;12.449067;1004;łęczycki;52.1205089 19.1748072;52.2153488 19.562566 51.997053 18.8282901
0.1937798054;-0.531865388;-0.384103782;27.730690;64.734883;12.995674;4.370399;1437;żuromiński;53.0672753 19.8704421;53.2133749 20.1475879 52.8197611 19.6338054
0.1899952651;-0.321257204;-0.426632202;14.710323;11.937537;21.438523;32.490340;2471;m.Piekary Śląskie;50.3789108 18.9270475;50.4209964 19.0411893 50.3305827 18.9148086
0.1888908425;0.074132642;-0.366986444;23.361618;26.739092;21.707282;34.648659;2201;bytowski;54.1454767 17.3525512;54.4431018 17.8002834 53.8710742 16.7827421
0.1831424887;-0.096931353;-0.247142065;19.758947;14.974402;10.776191;18.673956;1608;oleski;50.9294087 18.4731613;51.1412111 18.6957862 50.61625 18.2251189
0.1799269823;-0.071475238;-0.370254627;23.828049;48.820404;11.696026;11.568139;3006;jarociński;51.9558633 17.4699972;52.14446 17.7233251 51.87328 17.1865982
0.1783827167;0.139450462;0.017958836;22.073214;13.064284;7.689552;14.328213;1605;krapkowicki;50.4776737 17.9467122;50.5622709 18.1635402 50.342881 17.7515412
0.1775726055;-0.437322623;-0.480717354;26.044054;28.573340;12.948614;37.176340;3217;wałecki;53.2355426 16.234465;53.461759 16.7142154 53.0128616 15.9629019
0.1768985749;-0.460818684;-0.466072585;12.326744;7.943707;21.763887;39.207291;0261;m.Jelenia Góra;50.9044171 15.7193616;50.9324181 15.8749908 50.7669173 15.5779991
0.1763935884;-0.157096837;-0.192726480;18.891429;20.510336;7.834493;17.041508;1611;strzelecki;50.5236695 18.3258162;50.7045012 18.6162421 50.3566675 18.0824658
0.1741087441;-0.327472968;-0.280593094;19.843836;13.155659;32.327543;22.561494;2410;pszczyński;50.0082731 18.861219;50.1009345 19.1461338 49.878822 18.6179866
0.1717727745;-0.244806679;-0.227892764;18.276508;49.311112;33.902130;6.222541;1208;miechowski;50.4018897 20.0437979;50.5200442 20.3462762 50.258928 19.8252634
0.1702769104;-0.094669649;-0.231899075;24.606829;34.195018;17.482587;31.607387;2804;elbląski;54.01609 19.5895991;54.3411522 20.0572947 53.9262792 19.2170928
0.1665111402;-0.375210088;-0.208364313;17.686034;40.778502;40.060164;7.047937;1802;brzozowski;49.6905132 21.9880699;49.8358651 22.330214 49.6158828 21.8367409
0.1624497645;-0.323773953;-0.446102068;24.401000;34.044873;18.581813;30.725267;0414;świecki;53.4958476 18.3687808;53.7093482 18.7801998 53.2532258 18.0340573
0.1620499120;-0.275158318;-0.151855710;23.200000;15.628944;31.990729;27.210287;0203;głogowski;51.6574339 16.096829;51.8047592 16.3590907 51.5378277 15.8342138
0.1618314506;-0.188982579;-0.326882433;19.656961;23.126643;33.642691;26.858296;1218;wadowicki;49.8915953 19.5413958;50.0273251 19.8115822 49.761707 19.2858968
0.1585157808;-0.533503525;-0.570515546;22.884848;25.598789;17.007780;37.878843;0207;kamiennogórski;50.7915164 15.9921471;50.9135761 16.1796307 50.598625 15.8299483
0.1576846270;-0.101935211;-0.236636870;21.292083;18.707187;28.078504;38.555698;2206;kościerski;53.999309 18.0203276;54.201892 18.3572377 53.8349258 17.6467927
0.1576361584;-0.374523201;-0.378883041;17.401429;57.476304;17.473447;14.263875;2608;pińczowski;50.4907423 20.5044784;50.6710719 20.6843954 50.329371 20.2606318
0.1530444970;-0.337964299;-0.373431999;25.495000;38.432133;13.513414;22.814913;3015;nowotomyski;52.3247356 16.1432292;52.51434 16.5151542 52.182481 15.804142
0.1516355998;-0.385415629;-0.398178650;12.302842;21.497761;22.060348;34.490051;2862;m.Olsztyn;53.778422 20.4801193;53.8289417 20.5660418 53.7230797 20.3653558
0.1454509303;-0.072917235;-0.287443916;23.076557;57.717982;19.553718;7.464683;3009;kolski;52.2795474 18.7485613;52.4281751 19.103349 52.060778 18.4566321
0.1353304424;-0.431156346;-0.538601243;22.827333;24.099289;17.126453;40.786407;0404;chełmiński;53.2951708 18.5054863;53.4284436 18.7403803 53.1698367 18.2770716
0.1326335041;-0.301972542;-0.248395066;20.863846;34.559401;21.334098;11.153650;2404;częstochowski;50.798905 19.1267894;50.889333 19.2351065 50.7293083 19.0104358
0.1323371516;-0.263006925;-0.424447181;20.540755;33.316476;16.055884;25.213221;1606;namysłowski;51.0408166 17.7773502;51.1945111 18.0034661 50.8373712 17.5144703
0.1280509221;-0.175600787;-0.156284415;19.071781;63.099985;20.423883;7.072235;2602;jędrzejowski;50.65754 20.3008653;50.8683731 20.5848631 50.4471329 19.7880756
0.1248024716;-0.202164354;-0.217437761;20.351912;40.987777;36.998985;7.504684;0604;hrubieszowski;50.7015585 23.8116511;51.003962 24.1458931 50.4121431 23.5805182
0.1237402890;0.052800823;-0.117150601;20.493889;41.779016;22.816617;21.761890;0606;krasnostawski;50.9509066 23.0514042;51.1219481 23.4792581 50.8036851 22.7573617
0.1227766887;-0.164929928;-0.368000342;21.685806;28.566291;24.731903;23.206767;0812;wschowski;51.825543 16.1333484;51.9973035 16.4163811 51.662982 15.8251829
0.1202051126;-0.124213630;-0.108447458;28.967927;31.640834;17.191858;20.604575;0418;włocławski;52.6578834 19.0676872;52.7360355 19.1806421 52.594676 18.937535
0.1142775500;-0.365127021;-0.365541104;22.509493;37.894716;19.981781;22.888993;0407;inowrocławski;52.7947626 18.2957325;52.9915607 18.6253857 52.5368718 17.9677599
0.1139922774;-0.335233408;-0.342681794;32.188491;31.940278;16.930058;24.738001;3004;gostyński;51.8503709 17.0131817;51.980528 17.3455279 51.6937021 16.7290197
0.1137879427;-0.126085943;-0.332566930;22.611818;58.086170;12.689381;15.406767;0409;mogileński;52.6295025 18.0818447;52.8420451 18.3622181 52.4812181 17.785616
0.1136295323;-0.066320816;-0.137575183;21.287959;16.107776;18.722970;31.979792;0206;jeleniogórski;50.8665547 15.6823021;50.9324181 15.8749908 50.7669173 15.5779991
0.1135203901;-0.391967160;-0.439129935;20.020583;40.255085;17.965115;18.455111;1607;nyski;50.4653195 17.3424977;50.6694963 17.7628548 50.2516211 16.9087264
0.1108117515;-0.387564758;-0.360044254;22.316458;32.331039;8.507880;16.184634;0802;krośnieński(lubuskie);52.0001091 15.0030846;52.2348401 15.314284 51.7852228 14.5900002
0.1093493937;-0.304270090;-0.462959139;23.425325;37.657103;14.130850;20.099739;0419;żniński;52.7911685 17.7536285;53.0433848 18.070531 52.6017704 17.4043611
0.1039030290;-0.260300361;-0.274206158;17.014340;37.155038;35.926461;14.591335;0617;świdnicki(lubelskie);51.1491241 22.8386303;51.284742 23.0692151 50.9647651 22.6447745
0.1025527628;0.032876411;-0.047104041;24.894412;50.399945;17.459455;12.796128;0408;lipnowski;52.8135509 19.2657878;53.0093672 19.5267627 52.6339386 18.9099362
0.1003486129;-0.242920019;-0.235167359;18.665362;17.600084;18.953388;21.048418;1610;prudnicki;50.3886209 17.6997453;50.5545711 18.0321708 50.2659669 17.4464012
0.0991049036;-0.267614244;-0.369449914;15.070000;25.023416;45.266681;14.929983;1810;łańcucki;50.15712 22.2392796;50.2468608 22.452422 49.9261458 22.0854752
0.0987425449;-0.234748651;-0.220319115;17.752381;46.347134;29.721113;7.918134;1429;sokołowski;52.5300078 22.2816587;52.7025954 22.5651169 52.287914 21.9745798
0.0964336203;-0.103807319;-0.309550401;22.768814;29.894282;16.322660;26.015576;0801;gorzowski;52.7256985 15.2018639;52.778143 15.3128055 52.6845128 15.1236655
0.0962295826;-0.122888259;-0.346229042;17.500928;29.740913;39.123488;17.165747;0602;biłgorajski;50.4805711 22.7841243;50.881368 23.1866808 50.2866968 22.4028038
0.0940548621;-0.224355352;-0.278427742;23.966613;41.388803;26.389467;10.719130;3027;turecki;51.9638571 18.5288506;52.170787 18.768302 51.8261922 18.2186361
0.0923056893;-0.290407745;-0.142853407;19.258500;33.465094;44.787095;11.320469;1207;limanowski;49.6747667 20.2788928;49.8310321 20.5956337 49.5339369 19.9904838
0.0869175599;-0.102406044;-0.304675236;17.764138;53.443001;24.627961;11.025366;1809;lubaczowski;50.260564 23.2122604;50.4104802 23.5476409 49.981142 22.797762
0.0846837842;-0.420014808;-0.204571675;18.800000;33.825830;25.855245;24.782651;2010;siemiatycki;52.4826091 22.9640433;52.6967808 23.3149413 52.2800528 22.4581253
0.0822854195;-0.097124374;-0.081021809;27.798235;43.773483;12.047934;21.066146;3001;chodzieski;53.0000554 16.9526472;53.0902208 17.2982679 52.8160541 16.7319641
0.0811660951;-0.215839174;-0.244584359;26.803444;44.603350;28.703310;9.460240;1415;ostrołęcki;53.0836961 21.573285;53.1113032 21.6424378 53.0434227 21.5357874
0.0807462419;-0.496533978;-0.468295803;21.294595;35.429270;42.843767;8.095975;1423;przysuski;51.4158462 20.6795448;51.616478 20.8872197 51.235673 20.4158449
0.0789290846;-0.348771380;-0.398505928;23.201296;58.393814;15.201263;9.678912;3018;ostrzeszowski;51.4509461 17.9191483;51.5821659 18.3831099 51.2929119 17.7043258
0.0750551641;-0.235704628;-0.353712510;22.665696;51.059916;19.718067;12.338310;1017;wieluński;51.2402915 18.6869713;51.4115241 18.9137627 51.054369 18.3477938
0.0633158443;-0.018680116;-0.001587663;23.737619;49.020991;18.978941;11.063010;3007;kaliski;51.7432179 18.0652645;51.7936859 18.1577838 51.7006782 17.9963248
0.0616132668;-0.035152180;-0.182905905;28.744510;44.343956;16.755167;13.602760;0411;radziejowski;52.5766303 18.5512416;52.725799 18.8288833 52.421399 18.3803592
0.0594684292;-0.104060533;-0.333028965;22.114429;21.758901;19.194841;35.675169;0208;kłodzki;50.4114042 16.5655666;50.6809621 17.028323 50.09634 16.1955874
0.0524330430;-0.304223708;-0.155745491;17.983382;24.331957;52.541672;8.367790;1815;ropczycko-sędziszowski;50.0999177 21.6564133;50.206397 21.8225122 49.8897481 21.4600777
0.0514104659;-0.394818464;-0.011965373;18.638421;43.153221;34.152316;6.534177;0613;parczewski;51.5741699 23.031205;51.7907102 23.3234499 51.4071958 22.6688299
0.0467844514;-0.548702737;-0.575659870;9.515000;11.156538;19.532702;37.992514;1661;m.Opole;50.6751067 17.9212976;50.7249448 18.0330543 50.5872782 17.8283188
0.0462829895;-0.165086602;-0.388770555;22.176415;31.066752;11.827391;27.427302;0810;żagański;51.5689064 15.3245516;51.7828731 15.8571229 51.4075901 14.9874332
0.0398951399;-0.412985606;-0.360380937;23.091935;29.244407;25.850713;17.365526;0405;golubsko-dobrzyński;53.1140073 19.0683907;53.2378913 19.2562263 52.9607108 18.7273542
0.0391406756;-0.091665865;-0.325523040;22.991282;23.768255;16.265295;30.017950;2209;malborski;54.0860433 19.033672;54.1830253 19.2820217 53.9430383 18.8077474
0.0363181629;-0.080865784;-0.286570755;16.095146;28.566493;17.986458;27.763669;2416;zawierciański;50.4834474 19.5827637;50.7219239 19.9739915 50.3594295 19.2516952
0.0352242647;-0.425997071;-0.480850914;24.664231;28.907633;13.257569;31.546976;0809;zielonogórski;51.9423914 15.5208194;51.9867939 15.585374 51.888703 15.4381793
0.0349245168;-0.078741763;-0.043079341;21.192429;49.970599;30.458620;6.647587;1426;siedlecki;52.1682859 22.2705817;52.1958223 22.332724 52.1274696 22.2207208
0.0281437533;-0.167192367;-0.254971377;19.230000;28.503740;16.431822;20.106948;0808;świebodziński;52.2443924 15.4559135;52.3795431 15.8814091 52.094977 15.0889005
0.0278559121;-0.200833646;-0.187630609;21.394528;36.774455;41.126133;9.611422;2007;łomżyński;53.1734141 22.047289;53.2234099 22.1051914 53.141849 22.0112514
0.0266499411;-0.142543580;-0.187553458;23.677059;37.290038;22.306057;12.439115;1414;nowodworski(mazowieckie);52.4769443 20.6780861;52.6464482 20.9299727 52.2851052 20.3972964
0.0245320579;-0.091175205;0.032495199;23.098831;52.155490;21.774253;10.243596;1406;grójecki;51.8226058 20.8597574;51.9584475 21.288614 51.5562262 20.3852888
0.0230796701;-0.529250467;-0.341824179;20.786364;60.523345;15.746708;12.730136;2816;piski;53.7330566 21.9134304;53.8997939 22.3088201 53.4585046 21.4099175
0.0212029065;-0.327864807;-0.350046284;20.758644;42.413525;28.605021;10.128444;0612;opolski(lubelskie);51.1669425 21.9855229;51.3094029 22.2356854 50.948918 21.7824803
0.0076205647;-0.254464015;-0.376658622;17.185000;31.439903;40.773119;19.441240;2013;wysokomazowiecki;52.8379228 22.5450705;53.1439352 22.8684947 52.5853756 22.2485623
0.0066023729;-0.207670261;-0.231699440;17.007952;31.262603;24.672230;27.855739;1212;olkuski;50.3108759 19.5872964;50.449716 19.9209361 50.188993 19.3235519
0.0031680183;-0.108344256;-0.311126140;25.499333;23.734295;32.465008;24.349566;1801;bieszczadzki;49.3098139 22.6000231;49.671373 22.8940862 49.0020252 22.393872
