pgnw_psl;pgnw_pis;pgn_po;pgnw;psl;pis;po;teryt
0.4821096050;-0.244831286;-0.508812637;23.995625;24.058720;18.778430;27.721865;3030
0.4817800424;-0.513470987;0.038369293;14.349811;15.910771;54.795361;19.088252;1808
0.4800629619;-0.296856413;-0.326161733;24.721860;19.933760;19.172609;36.167222;0226
0.4781003918;-0.059253181;-0.125120708;20.620685;12.921478;26.236159;13.780217;0211
0.4775809768;-0.354444634;-0.352442027;12.379661;7.360609;16.565209;31.319017;2463
0.4697030814;-0.176613783;-0.119605404;21.457647;20.482023;17.927088;35.937601;3201
0.4681085182;-0.558300527;-0.340413231;26.491404;20.240914;28.037052;28.767379;3206
0.4645598067;-0.230423733;-0.530146347;24.086119;18.826321;23.354850;42.791910;2202
0.4613589095;-0.339603184;-0.163438954;20.128929;54.613115;23.398893;10.210226;1013
0.4613230985;-0.312406863;-0.325297225;27.386053;28.969894;19.036237;17.824370;3025
0.4605724671;-0.010312384;-0.113561887;18.989174;15.273049;26.606504;32.962291;2403
0.4599484481;-0.539269308;-0.526190492;14.577407;19.433321;24.209781;27.982025;3061
0.4595657380;-0.520671145;-0.684462074;21.553333;48.372162;25.194912;9.320063;1402
0.4593238378;-0.583967123;-0.611712325;8.451429;6.066299;22.989668;55.442798;2264
0.4591064526;-0.374558887;-0.521824434;7.628853;6.880653;27.468562;48.073248;2261
0.4572164401;-0.297242627;-0.272456645;9.321880;9.045109;29.510608;23.049154;2464
0.4571631328;-0.310213446;-0.462527563;8.815745;7.516753;24.645568;33.625847;3262
0.4555613006;-0.297768567;-0.479630816;10.844783;7.516364;21.208152;36.239522;2466
0.4544256768;-0.442486406;-0.629701200;19.774687;43.255968;29.691448;13.811200;0611
0.4542975730;-0.479636896;-0.028824358;28.598485;24.491876;28.085446;23.334849;3002
0.4534569362;-0.454350096;-0.562292947;23.400133;38.024990;21.698267;22.936208;1002
0.4525862489;-0.397201514;-0.451274466;25.372000;19.988619;28.577788;18.748896;3003
0.4522983548;-0.129992096;-0.390310506;14.543500;28.461671;32.284115;18.135137;1417
0.4513551984;-0.521850339;-0.544662953;21.277083;25.126611;36.181238;20.109731;1001
0.4509569707;-0.321692946;-0.360921809;10.670513;7.808022;18.032825;31.399446;2474
0.4493469575;-0.657795428;-0.644004997;26.858000;39.111662;26.616103;19.597877;2811
0.4489436153;0.041388889;-0.265328283;11.686667;8.542653;19.512352;26.095337;3263
0.4485417371;0.002330890;-0.274835790;20.441429;13.347621;14.458471;50.643468;0221
0.4475260293;-0.392305411;-0.482277563;14.044167;15.855647;28.612970;33.874159;2861
0.4445797972;-0.296335460;-0.287827065;9.253839;12.940642;35.669070;30.815637;1463
0.4414509246;-0.540070034;-0.779118184;21.270476;23.327323;9.121824;55.011159;2818
0.4409627167;-0.250152435;-0.414804854;21.975435;31.149240;25.239426;23.576807;1602
0.4371436745;-0.182887177;-0.577261366;24.281818;25.801256;13.517444;18.516138;0805
0.4367652368;-0.445358294;-0.630555217;27.759074;35.134080;19.853759;22.406822;0401
0.4350373115;-0.372206809;-0.344351733;18.785537;22.120034;34.468444;24.802429;2002
0.4319991693;-0.284378064;-0.316584749;19.211370;36.057326;35.981859;11.642365;2605
0.4308125581;-0.159442970;-0.526883235;24.330233;24.804521;12.094102;23.101814;3028
0.4277678109;-0.473371689;-0.565811813;9.407879;12.506258;24.795372;39.342814;0862
0.4270122654;-0.307861754;-0.464647084;24.734151;34.292741;15.055603;29.510328;3204
0.4260067489;-0.273639113;-0.477224244;26.795000;36.868653;13.944741;27.371535;3029
0.4253297333;-0.381300957;-0.525610768;26.086552;56.425599;19.143354;6.879189;1413
0.4236775160;-0.122784533;-0.374516979;17.286512;10.071471;21.756448;31.375139;3211
0.4222099299;-0.489027310;-0.429774399;22.461220;51.615095;24.865281;6.907028;1409
0.4216318109;-0.543848978;-0.534675002;10.289041;10.449889;36.880439;36.001934;1263
0.4197073464;-0.198880588;-0.316912916;18.486517;15.844539;28.021245;32.879452;1203
0.4187720750;-0.513519457;-0.517201824;24.348817;27.760198;23.779965;27.211829;2213
0.4168477054;-0.547048402;-0.584533466;22.341127;22.601896;18.684334;40.287302;2214
0.4161384427;-0.353101074;-0.285970153;17.462759;22.995941;28.629707;28.567813;1008
0.4136316415;-0.474453904;-0.401087301;15.485962;26.816689;24.944136;27.143076;1405
0.4128224363;-0.256352905;-0.313939277;26.371111;26.255204;18.657604;30.576190;3203
0.4100230444;-0.285115347;-0.488201826;22.153881;49.371866;14.728451;19.015126;2807
0.4089877285;-0.625167340;-0.658060453;25.134630;27.858102;27.413990;22.596880;2805
0.4074727105;-0.421370853;-0.604031339;24.512500;36.716005;27.134891;18.149598;1014
0.4071828415;-0.294456466;-0.311529521;14.149111;9.629023;23.441301;27.656272;3062
0.4052841268;-0.170363610;-0.327891039;21.264688;26.728813;18.764020;29.653815;0403
0.4033597672;-0.170708086;-0.546413694;11.721014;9.657775;33.703452;27.105990;2473
0.3988764561;-0.496322847;-0.494975364;18.449740;38.769816;28.915378;13.963291;1016
0.3982923060;-0.380315744;-0.210635076;17.831714;10.749217;18.856828;43.235931;2411
0.3979967194;0.147092084;-0.145993949;24.646667;34.855829;13.971514;29.276036;0417
0.3970282826;-0.025253043;-0.123041022;28.653019;21.500652;14.230868;34.430123;3024
0.3964256371;-0.348592565;-0.468249749;31.988191;31.671937;22.353253;18.144940;3010
0.3947445392;-0.280289770;-0.408715650;14.065217;12.346534;28.672256;30.375632;2468
0.3936313776;-0.296980212;-0.541011802;23.560845;16.963655;18.170322;33.106458;3021
0.3890675152;-0.092324632;-0.371550105;19.879512;30.851775;32.450628;20.223300;1003
0.3887588693;-0.240774824;-0.395905788;20.210704;27.729742;46.494406;15.144272;1202
0.3866160513;-0.206566705;-0.360966452;25.545909;27.719133;13.921909;23.180964;3213
0.3843616015;-0.385237281;-0.631308256;22.139770;46.245817;23.250110;16.136535;1012
0.3842087619;-0.654758285;-0.621673245;14.322750;20.130568;27.817971;30.410897;1062
0.3839046772;-0.539308955;-0.549155177;24.204464;42.936588;13.452809;25.005962;2808
0.3814517017;-0.486497212;-0.491731454;19.356667;39.715434;23.798918;17.909306;2607
0.3790053006;-0.353314657;-0.537978109;9.979268;6.688956;23.836897;34.026732;3064
0.3778515070;-0.462680414;-0.625350995;22.944714;25.239238;19.933117;27.001249;3214
0.3766100689;-0.270923557;-0.323416389;9.790000;6.211388;26.514714;37.206166;2477
0.3761619592;-0.040370986;-0.427647451;19.273478;34.060645;11.626096;30.202674;2819
0.3736693081;-0.235709872;-0.572047392;24.224615;31.019412;12.744868;29.395703;3202
0.3734461307;-0.235951073;-0.388994874;19.357273;34.008785;43.396409;9.490539;1403
0.3691672844;-0.512950385;-0.473578723;20.453333;29.918043;20.441212;34.171178;0220
0.3686956965;-0.497443142;-0.514781145;17.715934;30.526463;32.245160;19.001619;0614
0.3656407721;-0.458700032;-0.592152629;19.706818;32.236786;30.627909;17.925544;2611
0.3633798395;-0.495888481;-0.544369225;19.458605;47.508978;24.690178;15.100358;2001
0.3618909323;0.121252298;-0.533304279;23.472703;40.708630;16.890215;20.809055;1018
0.3576422624;-0.390462857;-0.489940948;13.918636;11.751680;20.170397;33.408081;0861
0.3557649684;-0.203750102;-0.269085917;22.087568;39.777507;21.592730;13.716653;0205
0.3521000768;-0.290542301;-0.349620596;11.933030;29.759174;24.282929;25.558457;1864
0.3512914944;-0.406964354;-0.541824236;22.399302;46.625633;21.121006;20.721312;0412
0.3509960607;-0.287742429;-0.386244694;20.417660;24.430876;43.039528;18.944018;1205
0.3484175801;-0.585912590;-0.610414819;8.686609;5.109490;20.999528;60.415947;0463
0.3483146295;-0.111659092;-0.116344610;16.378492;21.409585;51.366130;11.693080;1816
0.3446391622;-0.452180776;-0.418930755;17.253452;44.460492;33.390889;11.818247;0607
0.3445042090;-0.170703947;-0.336441047;9.105032;7.014287;22.467170;31.505404;2469
0.3443320618;-0.361999369;-0.347710118;21.090933;28.141165;37.856448;20.151894;1201
0.3438328472;-0.314676870;-0.377074455;8.119389;7.066594;27.365866;44.990761;1061
0.3412144918;-0.506123566;-0.515570040;18.069344;55.814157;22.741344;6.839136;1428
0.3394269912;-0.486375207;-0.442141332;21.847755;69.733519;14.077311;4.683574;1427
0.3384031195;-0.339062274;-0.395375295;8.934205;10.874777;39.218762;28.456634;1863
0.3341053218;-0.530524140;-0.557416416;12.531842;15.578881;35.034692;26.629328;1862
0.3334696912;-0.399357997;-0.425764870;16.380678;27.627793;48.651367;11.936945;1805
0.3329402515;-0.114290873;-0.286940225;17.443137;14.595969;43.555992;27.633739;1217
0.3314318157;-0.463813895;-0.465493307;21.073529;22.323782;18.599350;33.638171;3208
0.3302106448;-0.287516017;-0.457960095;25.907381;32.562594;13.427957;23.493311;3016
0.3293776366;-0.494628908;-0.401767595;26.040508;32.812108;14.603239;30.155776;3209
0.3292214748;-0.257637343;-0.288206198;21.267556;64.069794;19.357456;5.385962;1404
0.3266512843;-0.345499940;-0.243574692;25.008235;21.920997;12.974944;9.570169;0807
0.3264685437;-0.272334129;-0.398117674;16.914776;8.422202;28.606509;32.009340;2408
0.3259622631;-0.582004312;-0.587134918;13.076571;37.029834;26.686205;19.638869;1462
0.3256881752;-0.383573431;-0.384029251;21.726596;35.876195;24.046169;20.939489;0619
0.3244988225;-0.322470635;-0.384951336;8.307811;9.552108;38.671304;35.790333;0663
0.3235047484;-0.191122859;-0.210319181;22.251728;47.665114;11.160246;24.703057;2815
0.3218628059;-0.474572040;-0.550628269;24.760250;22.990718;29.854861;30.315190;2801
0.3208946679;-0.364746568;-0.438852323;30.269333;31.844073;23.684705;25.691842;3005
0.3188174333;-0.220475282;-0.360908643;17.696765;17.081146;27.360276;29.524129;1432
0.3149248330;-0.282927751;-0.371520137;29.465714;24.558955;19.825643;23.095093;3011
0.3064202278;-0.262464790;-0.492492781;17.182269;25.670445;24.691916;27.637436;1020
0.3040982652;-0.002878636;-0.216567525;14.302800;23.606594;25.463874;28.765398;1063
0.3040432309;-0.366407360;-0.398629082;22.864091;32.954987;14.620708;27.647342;3207
0.3009144542;-0.218580554;0.116172889;18.858333;43.453878;40.247495;5.369486;1814
0.2989490320;-0.449595379;-0.569540338;11.594615;11.918794;17.377835;39.455093;3261
0.2961601028;-0.145450501;-0.419446073;24.305510;33.011052;26.889099;26.291127;1011
0.2953429147;-0.196320334;-0.164252706;20.662462;14.952567;18.882218;53.117291;0415
0.2945399672;-0.503527469;-0.565211163;13.694906;11.026129;20.087705;50.959508;0462
0.2925178085;-0.290293904;-0.420175277;22.455455;22.927118;14.210978;48.068405;2809
0.2888475525;-0.504371584;-0.445922485;21.001000;45.598920;16.538663;26.606398;2810
0.2873214584;-0.216338282;-0.461472461;21.905694;54.383973;17.472593;16.747360;2817
0.2859023719;-0.117342181;-0.280313371;26.845795;37.482601;16.353180;25.614411;2212
0.2840748341;-0.421877594;-0.203433613;17.826531;36.993640;35.631470;10.279195;2003
0.2838071189;-0.516036405;-0.507085946;22.426604;29.914962;35.269719;22.005977;1433
0.2831067398;-0.245243526;-0.378360712;21.710648;68.174774;16.445221;4.468113;1419
0.2768381943;-0.178402891;-0.237074462;20.521400;20.453720;47.587508;18.296374;1211
0.2748604041;-0.649950180;-0.619733410;11.919730;22.078370;32.672162;21.658039;2063
0.2693738006;-0.477950990;-0.349993138;23.891818;57.624731;24.852712;4.861513;1424
0.2688719975;-0.317078332;-0.429014814;18.677705;32.183015;14.151451;29.231072;1604
0.2686677528;-0.140979844;-0.387068935;8.541950;8.552602;31.719238;41.007959;1261
0.2681064550;-0.028941899;-0.224535071;29.648800;39.589812;16.793126;21.352581;0204
0.2667525304;-0.342109120;-0.287339556;19.328693;51.074599;24.141762;9.911168;2604
0.2666960608;-0.115158689;-0.534386030;18.496129;48.468234;21.815921;20.835355;2008
0.2659899376;-0.144747393;-0.107504977;21.897787;15.177249;10.953645;22.742342;1609
0.2651602831;-0.287492284;-0.371619955;16.894000;58.268071;24.152946;6.732162;2011
0.2618166322;-0.101436116;-0.226217081;19.423524;15.073129;18.053249;23.994011;2401
0.2603953158;-0.391920915;-0.429333304;18.586814;32.461020;41.739987;8.847356;1804
0.2549878580;-0.368731568;-0.418246764;16.119829;38.318708;42.760214;8.641582;1811
0.2531540627;-0.235162388;-0.081407505;27.177619;24.439229;13.727795;34.639746;3014
0.2519017272;-0.717445522;-0.171197527;18.121111;52.817444;16.502103;16.982785;2813
0.2493013704;-0.337271728;-0.225688594;17.486563;27.296048;56.181063;4.478144;1806
0.2489655000;-0.416883448;-0.490697556;21.640000;26.874270;16.307313;32.739563;0218
0.2473765740;-0.098827908;-0.184913737;17.216593;21.841081;29.506505;22.763713;2402
0.2457728946;-0.309495278;-0.458104366;28.737083;31.806323;15.267986;32.047689;3031
0.2452720882;-0.284370778;-0.242484400;20.238525;55.083009;21.625366;12.432149;2609
0.2450564332;-0.569080528;-0.413733334;9.054375;17.371744;43.461001;20.896163;2062
0.2449847522;-0.475454707;-0.429858387;21.816701;40.829246;31.964698;11.866796;0618
0.2432142990;-0.400593702;-0.274915980;20.828372;47.032811;35.266419;9.375383;2004
0.2422551658;-0.438836806;-0.533897178;19.078250;37.107230;26.580586;23.915607;1019
0.2406051560;-0.508871142;-0.484446399;21.184615;44.007663;30.193392;9.430995;0608
0.2405158210;-0.385935912;-0.255056960;18.752927;11.034325;37.532447;15.824592;2414
0.2396090440;0.040317900;-0.264404494;24.620282;60.582276;18.131857;7.974172;1420
0.2369248364;-0.402745989;-0.504527785;18.771019;25.203856;46.684928;8.116184;1803
0.2349223206;-0.225463183;-0.303548347;30.878889;27.388416;14.963628;25.318686;3013
0.2330472671;0.025781122;-0.276686582;24.399583;44.411870;23.365568;10.462535;1401
0.2305066081;-0.488642052;-0.461084573;28.273571;50.763326;16.100268;16.278442;3008
0.2292584836;-0.032397177;-0.237591677;18.373558;25.271241;27.697276;29.337230;1213
0.2246615055;-0.418811408;-0.531627024;19.624035;44.717020;30.016715;15.473547;0402
0.2244068576;-0.083405501;-0.382644885;19.059512;43.722842;17.629932;29.196079;1214
0.2195080903;-0.253627591;-0.312648429;20.669028;36.513750;34.292494;9.844472;1010
0.2187913204;-0.175210357;-0.373183255;19.364800;66.602446;15.794553;8.910421;2606
0.2152843502;-0.317712202;-0.460990133;22.344154;50.870033;25.459047;7.878902;1435
0.2147131918;-0.360436950;-0.244780100;21.782083;21.942296;38.597872;21.569962;1813
0.2118372603;-0.174786104;-0.450621319;19.439615;19.202552;47.486476;19.230755;1209
0.2093286266;-0.364867369;-0.470438095;16.946180;22.786356;20.329673;21.871254;2413
0.2084570242;-0.341725510;-0.469639075;21.093824;49.876805;15.298085;17.895603;2802
0.2072319997;-0.107912485;-0.312661102;22.659333;64.502277;16.295146;12.893861;2812
0.2071259490;-0.081930274;-0.359518275;24.082110;21.707858;34.794106;19.059952;2417
0.2048214335;-0.354333964;-0.491288511;23.678409;22.314684;19.337723;24.796887;0210
0.2046127660;-0.299413572;-0.144891592;20.647515;26.043979;43.735328;19.001573;1210
0.2040666912;-0.362713313;-0.442028159;21.804865;28.036022;20.372395;16.001657;0212
0.2029464031;0.058172393;-0.368008348;21.168630;35.953574;25.337718;27.460090;2205
0.1997296522;-0.447976793;-0.396801577;20.956522;50.011665;9.312350;20.517084;3205
0.1981832723;-0.717803376;-0.590678375;22.471071;22.587492;43.680729;14.150056;1821
0.1967568476;-0.203780259;-0.319403425;20.758750;49.786085;26.575811;10.071065;2006
0.1951356233;-0.187680278;-0.366219710;20.121497;26.286962;33.973378;25.844583;1206
0.1950381567;-0.213128146;-0.168341702;26.639149;41.317486;27.040591;12.449067;1004
0.1937798054;-0.531865388;-0.384103782;27.730690;64.734883;12.995674;4.370399;1437
0.1899952651;-0.321257204;-0.426632202;14.710323;11.937537;21.438523;32.490340;2471
0.1888908425;0.074132642;-0.366986444;23.361618;26.739092;21.707282;34.648659;2201
0.1831424887;-0.096931353;-0.247142065;19.758947;14.974402;10.776191;18.673956;1608
0.1799269823;-0.071475238;-0.370254627;23.828049;48.820404;11.696026;11.568139;3006
0.1783827167;0.139450462;0.017958836;22.073214;13.064284;7.689552;14.328213;1605
0.1775726055;-0.437322623;-0.480717354;26.044054;28.573340;12.948614;37.176340;3217
0.1768985749;-0.460818684;-0.466072585;12.326744;7.943707;21.763887;39.207291;0261
0.1763935884;-0.157096837;-0.192726480;18.891429;20.510336;7.834493;17.041508;1611
0.1741087441;-0.327472968;-0.280593094;19.843836;13.155659;32.327543;22.561494;2410
0.1717727745;-0.244806679;-0.227892764;18.276508;49.311112;33.902130;6.222541;1208
0.1702769104;-0.094669649;-0.231899075;24.606829;34.195018;17.482587;31.607387;2804
0.1665111402;-0.375210088;-0.208364313;17.686034;40.778502;40.060164;7.047937;1802
0.1624497645;-0.323773953;-0.446102068;24.401000;34.044873;18.581813;30.725267;0414
0.1620499120;-0.275158318;-0.151855710;23.200000;15.628944;31.990729;27.210287;0203
0.1618314506;-0.188982579;-0.326882433;19.656961;23.126643;33.642691;26.858296;1218
0.1585157808;-0.533503525;-0.570515546;22.884848;25.598789;17.007780;37.878843;0207
0.1576846270;-0.101935211;-0.236636870;21.292083;18.707187;28.078504;38.555698;2206
0.1576361584;-0.374523201;-0.378883041;17.401429;57.476304;17.473447;14.263875;2608
0.1530444970;-0.337964299;-0.373431999;25.495000;38.432133;13.513414;22.814913;3015
0.1516355998;-0.385415629;-0.398178650;12.302842;21.497761;22.060348;34.490051;2862
0.1454509303;-0.072917235;-0.287443916;23.076557;57.717982;19.553718;7.464683;3009
0.1353304424;-0.431156346;-0.538601243;22.827333;24.099289;17.126453;40.786407;0404
0.1326335041;-0.301972542;-0.248395066;20.863846;34.559401;21.334098;11.153650;2404
0.1323371516;-0.263006925;-0.424447181;20.540755;33.316476;16.055884;25.213221;1606
0.1280509221;-0.175600787;-0.156284415;19.071781;63.099985;20.423883;7.072235;2602
0.1248024716;-0.202164354;-0.217437761;20.351912;40.987777;36.998985;7.504684;0604
0.1237402890;0.052800823;-0.117150601;20.493889;41.779016;22.816617;21.761890;0606
0.1227766887;-0.164929928;-0.368000342;21.685806;28.566291;24.731903;23.206767;0812
0.1202051126;-0.124213630;-0.108447458;28.967927;31.640834;17.191858;20.604575;0418
0.1142775500;-0.365127021;-0.365541104;22.509493;37.894716;19.981781;22.888993;0407
0.1139922774;-0.335233408;-0.342681794;32.188491;31.940278;16.930058;24.738001;3004
0.1137879427;-0.126085943;-0.332566930;22.611818;58.086170;12.689381;15.406767;0409
0.1136295323;-0.066320816;-0.137575183;21.287959;16.107776;18.722970;31.979792;0206
0.1135203901;-0.391967160;-0.439129935;20.020583;40.255085;17.965115;18.455111;1607
0.1108117515;-0.387564758;-0.360044254;22.316458;32.331039;8.507880;16.184634;0802
0.1093493937;-0.304270090;-0.462959139;23.425325;37.657103;14.130850;20.099739;0419
0.1039030290;-0.260300361;-0.274206158;17.014340;37.155038;35.926461;14.591335;0617
0.1025527628;0.032876411;-0.047104041;24.894412;50.399945;17.459455;12.796128;0408
0.1003486129;-0.242920019;-0.235167359;18.665362;17.600084;18.953388;21.048418;1610
0.0991049036;-0.267614244;-0.369449914;15.070000;25.023416;45.266681;14.929983;1810
0.0987425449;-0.234748651;-0.220319115;17.752381;46.347134;29.721113;7.918134;1429
0.0964336203;-0.103807319;-0.309550401;22.768814;29.894282;16.322660;26.015576;0801
0.0962295826;-0.122888259;-0.346229042;17.500928;29.740913;39.123488;17.165747;0602
0.0940548621;-0.224355352;-0.278427742;23.966613;41.388803;26.389467;10.719130;3027
0.0923056893;-0.290407745;-0.142853407;19.258500;33.465094;44.787095;11.320469;1207
0.0869175599;-0.102406044;-0.304675236;17.764138;53.443001;24.627961;11.025366;1809
0.0846837842;-0.420014808;-0.204571675;18.800000;33.825830;25.855245;24.782651;2010
0.0822854195;-0.097124374;-0.081021809;27.798235;43.773483;12.047934;21.066146;3001
0.0811660951;-0.215839174;-0.244584359;26.803444;44.603350;28.703310;9.460240;1415
0.0807462419;-0.496533978;-0.468295803;21.294595;35.429270;42.843767;8.095975;1423
0.0789290846;-0.348771380;-0.398505928;23.201296;58.393814;15.201263;9.678912;3018
0.0750551641;-0.235704628;-0.353712510;22.665696;51.059916;19.718067;12.338310;1017
0.0633158443;-0.018680116;-0.001587663;23.737619;49.020991;18.978941;11.063010;3007
0.0616132668;-0.035152180;-0.182905905;28.744510;44.343956;16.755167;13.602760;0411
0.0594684292;-0.104060533;-0.333028965;22.114429;21.758901;19.194841;35.675169;0208
0.0524330430;-0.304223708;-0.155745491;17.983382;24.331957;52.541672;8.367790;1815
0.0514104659;-0.394818464;-0.011965373;18.638421;43.153221;34.152316;6.534177;0613
0.0467844514;-0.548702737;-0.575659870;9.515000;11.156538;19.532702;37.992514;1661
0.0462829895;-0.165086602;-0.388770555;22.176415;31.066752;11.827391;27.427302;0810
0.0398951399;-0.412985606;-0.360380937;23.091935;29.244407;25.850713;17.365526;0405
0.0391406756;-0.091665865;-0.325523040;22.991282;23.768255;16.265295;30.017950;2209
0.0363181629;-0.080865784;-0.286570755;16.095146;28.566493;17.986458;27.763669;2416
0.0352242647;-0.425997071;-0.480850914;24.664231;28.907633;13.257569;31.546976;0809
0.0349245168;-0.078741763;-0.043079341;21.192429;49.970599;30.458620;6.647587;1426
0.0281437533;-0.167192367;-0.254971377;19.230000;28.503740;16.431822;20.106948;0808
0.0278559121;-0.200833646;-0.187630609;21.394528;36.774455;41.126133;9.611422;2007
0.0266499411;-0.142543580;-0.187553458;23.677059;37.290038;22.306057;12.439115;1414
