nr;nazwisko;imie;affi;exdist;dist;wynik;time;kmh
178;FELCHNER;TOMASZ;DGT SP. Z O.O.;103;100;DNS;DNS;[DNS]
179;DALECKI;PAWEL;DGT SP. Z O.O.;103;100;DNS;DNS;[DNS]
180;CZUB;ANITA;ŻUŁAWIACY STOLMACH;103;100;DNS;DNS;[DNS]
1;PIOTROWSKI;ANDRZEJ;TATTOO & BIKE;135;135;3:40:35;13235;36.72
2;GRUBA;PIOTR;LPP TEAM;135;135;3:53:16;13996;34.72
3;BOROWSKI;MATEUSZ;-;135;135;4:00:05;14405;33.74
4;LASOTA;MONIKA;-;135;135;4:00:07;14407;33.73
5;TOMASZEWSKI;MICHAŁ;SOLWIT SA;135;135;4:20:44;15644;31.07
6;SIKORA;DARIUSZ;ŻUŁAWIACY STOLMACH;135;135;4:20:47;15647;31.06
7;GORTAT;BOGUMIŁ;1979;135;135;4:20:47;15647;31.06
8;SZTOKINGER;JAROSŁAW;ATENA USŁUGI INFORMATYCZNE I FINANSOWE;135;135;4:22:25;15745;30.87
9;FIZHUK;ROSTYSLAV;NORDEA;135;135;4:22:27;15747;30.86
10;DOBROLINSKI;DANIEL;POLSKA PÓŁNOCNA;135;135;4:22:27;15747;30.86
11;CIRZON;MICHAŁ;ASE GDAŃSK;135;135;4:22:28;15748;30.86
12;MOWINSKI;FILIP;DREAMTRITEAM;135;135;4:25:26;15926;30.52
13;KOŁECKI;ROBERT;-;135;135;4:25:27;15927;30.51
14;DREWA;PRZEMYSŁAW;ASE GDAŃSK;135;135;4:32:38;16358;29.71
15;WAWRZYŃSKI;TOMASZ;PORT GDYNIA SPORT TEAM;135;135;4:32:59;16379;29.67
16;PLECZYŃSKI;MARCIN;CZARNY SPECJAL TEAM;135;135;4:32:58;16378;29.67
17;SAWICKA;KATARZYNA;-;135;135;4:34:49;16489;29.47
18;ZAHRI;KAMIL;-;135;135;4:41:14;16874;28.80
19;OSTROWSKI;SŁAWOMIR;INTEL;135;135;4:48:43;17323;28.06
20;BAGIŃSKA;MAŁGORZATA;INTEL;135;135;4:48:43;17323;28.06
21;WOJTACH;ALEKSANDRA;DELTAMARIN;135;135;4:49:13;17353;28.01
22;SZAR;TADEUSZ;-;135;135;4:49:12;17352;28.01
23;STUBIŃSKI;PIOTR;DELTAMARIN;135;135;4:49:14;17354;28.01
24;KOŚCIOWSKA;AGNIESZKA;-;135;135;4:49:13;17353;28.01
25;GRZEŚ;TOMASZ;DELTAMARIN;135;135;4:49:13;17353;28.01
26;KULKA;JAN;DELTAMARIN;135;135;4:49:16;17356;28.00
27;KANIGOWSKI;GRZEGORZ;-;135;135;4:50:15;17415;27.91
28;GACEK;JAROSŁAW;SKARSZEWY CYCLE TEAM;135;135;4:50:51;17451;27.85
29;GÓRALSKI;WALDEMAR;-;135;135;4:51:17;17477;27.81
30;SUSMARSKI;PRZEMYSŁAW;-;135;135;4:51:52;17512;27.75
31;WYKA;ANDRZEJ;MR.;135;135;4:52:52;17572;27.66
32;PIWNICKI;MAREK;SPARTEZ;135;135;4:53:51;17631;27.57
33;PTASZNIK;MARCIN;ŻUŁAWIACY STOLMACH;135;135;4:54:26;17666;27.51
34;ŻWIREK;SEBASTIAN;ŻUŁAWIACY STOLMACH;135;135;4:54:33;17673;27.50
35;PIELECKI;KRZYSZTOF;ŻUŁAWIACY STOLMACH;135;135;4:54:31;17671;27.50
36;BULLMANN;DARIUSZ;ŻUŁAWIACY STOLMACH;135;135;4:54:34;17674;27.50
37;SAJNAJ;BARTEK;ATENA USŁUGI INFORMATYCZNE I FINANSOWE;135;135;4:55:20;17720;27.43
38;PŠCZEK;WOJCIECH;-;135;135;4:55:54;17754;27.37
39;WIŚNIEWSKI;TOMASZ;LPP TEAM;135;135;4:56:27;17787;27.32
40;MANISTA;PAWEŁ;-;135;135;4:58:17;17897;27.16
41;DROBNIEWSKI;MARCIN;-;135;135;4:58:12;17892;27.16
42;DOLOSZYNSKI;PIOTR;-;135;135;4:58:15;17895;27.16
43;PRZECHLEWSKI;TOMASZ;-;135;135;4:58:37;17917;27.13
44;PIELECKI;ZBIGNIEW;ŻUŁAWIACY STOLMACH;135;135;4:59:58;17998;27.00
45;WANAT;KAZIMIERZ;ŻUCHLIŃSKI ROWERY;135;135;5:03:23;18203;26.70
46;BORZĘCKI;RYSZARD;NIEZRZESZONY;135;135;5:03:23;18203;26.70
47;MAZANY;MAREK;.;135;135;5:05:55;18355;26.48
48;SPÓZ;EWA;-;135;135;5:17:07;19027;25.54
49;NAJDOWSKI;ADAM;MUNDUR NA ROWERZE;135;135;5:21:27;19287;25.20
50;GAŁĄZKA;KRZYSZTOF;-;135;135;5:21:26;19286;25.20
51;BARANOWSKI;MARCIN;LPP TEAM;135;135;5:21:28;19288;25.20
52;ORŁOWSKI;MICHAŁ;-;135;135;5:23:40;19420;25.03
53;DASIUKIEWICZ;LESZEK;-;135;135;5:23:43;19423;25.02
54;WAŻNY;MACIEJ;SERWISROWEROWYGDANSK.PL;135;135;5:29:16;19756;24.60
55;MATUSIAK;RAFAL;SERWISROWEROWYGDANSK.PL;135;135;5:31:04;19864;24.47
56;DĘBNIAK;WALDEMAR;-;135;135;5:32:16;19936;24.38
57;NIEDŹWIADEK;ADAM;INFOPROJEKT SP Z O.O.;135;135;5:45:59;20759;23.41
58;WIELICKA;EWA;SWRS;135;135;5:53:55;21235;22.89
59;CIESIELSKI;MICHAŁ;-;135;135;5:53:53;21233;22.89
60;CIEROCKI;RYSZARD;-;135;135;5:53:50;21230;22.89
61;KWIATKOWSKI;SŁAWOMIR;-;135;135;5:54:02;21242;22.88
62;HOŚCIŁO;ALEKSANDRA;INTEL;135;135;5:54:03;21243;22.88
63;GÓRSKA;JOANNA;SWRS;135;135;5:54:04;21244;22.88
64;GMITEREK;ADAM;-;135;135;5:54:02;21242;22.88
65;PNIEWSKI;JAROSLAW;-;135;135;5:57:33;21453;22.65
66;WÓJCIK;ARTUR;INTEL;135;135;6:01:31;21691;22.41
67;TWARÓG;TOMASZ;INTEL;135;135;6:01:34;21694;22.40
68;MATYJEK-MACHOLLA;JOANNA;AMSTI;135;135;6:06:53;22013;22.08
69;SZUMSKI;TOMASZ;INTEL;135;135;6:17:30;22650;21.46
70;SZYFELBEIN;WOJCIECH;INTEL;135;135;6:17:42;22662;21.45
71;OLEKSY;MACIEJ;INTEL;135;135;6:17:42;22662;21.45
72;PUDŁO;MARCIN;-;135;135;6:17:46;22666;21.44
73;ZIEMANN;EWA;ATENA USŁUGI INFORMATYCZNE I FINANSOWE;135;135;6:19:38;22778;21.34
74;STARCZEWSKI;BARTOSZ;ATENA USŁUGI INFORMATYCZNE I FINANSOWE;135;135;6:19:37;22777;21.34
75;LASSAK;BARTOSZ;-;135;135;6:19:45;22785;21.33
76;KRUCZKOWSKA - LASSAK;ANITA;-;135;135;6:19:44;22784;21.33
77;DZIDO;KAROL;3TEAM;135;135;6:19:47;22787;21.33
78;BILSKA;MAGDA;-;135;135;6:19:44;22784;21.33
79;MODRZEJEWSKI;ADAM;ADVA OPTICAL NETWORKING;135;135;6:20:17;22817;21.30
80;WYCICHOWSKI;WOJCIECH;ŻUŁAWIACY STOLMACH;135;135;6:21:41;22901;21.22
81;MACIEJEWSKI;ŁUKASZ;ŻUŁAWIACY STOLMACH;135;135;6:21:39;22899;21.22
82;PRZYCHODZEŃ;MARCIN;ATENA USŁUGI INFORMATYCZNE I FINANSOWE;135;135;6:22:32;22952;21.17
83;TYMIŃSKI;PIOTR;-;135;135;6:24:06;23046;21.09
84;PRZYCHODZEŃ;MAŁGORZATA;ATENA USŁUGI INFORMATYCZNE I FINANSOWE;135;135;6:27:25;23245;20.91
85;URBAŃSKI;MAREK;-;135;135;6:28:21;23301;20.86
86;WŁODARCZYK;PAULINA;-;135;135;6:33:53;23633;20.56
87;HOŁUB;TOMASZ;-;135;135;6:33:53;23633;20.56
88;WASZKIEWICZ;AGNIESZKA;-;135;135;6:50:49;24649;19.72
89;HACHAJ;PAWEŁ;-;135;135;6:50:53;24653;19.71
90;DRACZYŃSKI;SŁAWEK;VISTULA BASTARDS;135;135;6:56:15;24975;19.46
91;ŚWIŠTEK;KUBA;VISTULA BASTARDS;135;135;6:56:25;24985;19.45
92;KLOCEK;BARTOSZ;VISTULA BASTARDS;135;135;6:56:22;24982;19.45
93;FURTAK;ADAM;-;135;135;6:57:08;25028;19.42
94;WYPASEK;KRYSTYNA;ATENA USŁUGI INFORMATYCZNE I FINANSOWE;135;135;7:02:04;25324;19.19
95;SZTORMOWSKI;RAFAŁ;ATENA USŁUGI INFORMATYCZNE I FINANSOWE;135;135;7:06:02;25562;19.01
96;BOREK;PAWEŁ;-;135;135;7:09:49;25789;18.85
97;SZULIŃSKI;KAMIL;-;135;135;7:13:40;26020;18.68
98;ZDROJEWSKI;ADRIAN;ATENA USŁUGI INFORMATYCZNE I FINANSOWE;135;135;DNS;DNS;[DNS]
99;WEJER;MATEUSZ;SKARSZEWY CYCLE TEAM;135;135;DNS;DNS;[DNS]
100;POMIRSKI;JANUSZ;-;135;135;DNS;DNS;[DNS]
101;PARYS;ANDRZEJ;ELAKTYWNI;135;135;DNS;DNS;[DNS]
102;MUŻA;JAROSŁAW;-;135;135;DNS;DNS;[DNS]
103;MORAWIECKA;MAGDALENA;SWRS LIONESSES OF THE NORTH;135;135;DNS;DNS;[DNS]
104;KUJAWSKI;JACEK;-;135;135;DNS;DNS;[DNS]
105;KOWAL;MARIUSZ;LPP TEAM;135;135;DNS;DNS;[DNS]
106;GIZELA;MICHAŁ;-;135;135;DNS;DNS;[DNS]
107;GAJDA;SZYMON;-;135;135;DNS;DNS;[DNS]
108;BLOK;MARTA;-;135;135;DNS;DNS;[DNS]
109;BLOK;GRZEGORZ;-;135;135;DNS;DNS;[DNS]
