event;year;cat;sex;fid;cntry1;name1;winner;name2;cntry2;score1;score2;time;round;idr;ippon;stime;in;wn;yn
oo;2012;100;M;28;CZE;KRPALEK=Lukas;R;KHAIBULAEV=Tagir;RUS;1= █;1 0 0=;05:00;Quarter Final;Quarter Final;1;300;1;0;1
oo;2012;100;M;27;NED;GROL=Henk;R;PETERS=Dimitri;GER;0= █;1 0=;05:00;Quarter Final;Quarter Final;0;300;0;1;0
oo;2012;100;M;26;MGL;NAIDAN=Tuvshinbayar;L;SAYIDOV=Ramziddin;UZB;1 0 0=;0= █;05:16;Quarter Final;Quarter Final;1;316;1;0;0
oo;2012;100;M;25;AZE;GASIMOV=Elmar;R;HWANG=Hee-Tae;KOR;0= █ █;2= █;05:00;Quarter Final;Quarter Final;0;300;0;0;2
oo;2012;100;M;24;RUS;KHAIBULAEV=Tagir;L;BIADULIN=Yauhen;BLR;1 1= █;0= █ █ █;05:00;best 16;best 16;0;300;0;1;1
oo;2012;100;M;23;JPN;ANAI=Takamasa;R;KRPALEK=Lukas;CZE;0=;1 0 0= █;05:00;best 16;best 16;1;300;1;0;0
oo;2012;100;M;22;GER;PETERS=Dimitri;L;BORODAVKO=Jevgenijs;LAT;1= █;0=;05:15;best 16;best 16;0;315;0;0;1
oo;2012;100;M;21;NED;GROL=Henk;L;CORREA=Luciano;BRA;1 0= █;0= █ █ █;05:00;best 16;best 16;0;300;0;1;0
oo;2012;100;M;20;UZB;SAYIDOV=Ramziddin;L;DESPAIGNE=Oreidis;CUB;1 0 2=;1 0=;04:26;best 16;best 16;1;266;1;1;2
oo;2012;100;M;19;MGL;NAIDAN=Tuvshinbayar;L;FABRE=Thierry;FRA;1 0 0=;0=;05:00;best 16;best 16;1;300;1;0;0
oo;2012;100;M;18;KOR;HWANG=Hee-Tae;L;BLOSHENKO=Artem;UKR;1 0 0= █;0=;04:03;best 16;best 16;1;243;1;0;0
oo;2012;100;M;17;AZE;GASIMOV=Elmar;L;ZHORZHOLIANI=Levan;GEO;1= █;0= █ █;05:00;best 16;best 16;0;300;0;0;1
oo;2012;100;M;16;BLR;BIADULIN=Yauhen;L;SCHMIDT=Cristian;ARG;1 0 0= █;0=;04:41;best 32;best 32;1;281;1;0;0
oo;2012;100;M;15;RUS;KHAIBULAEV=Tagir;L;VAN DER GEEST=Elco;BEL;1 0 0=;0=;05:00;best 32;best 32;1;300;1;0;0
oo;2012;100;M;13;JPN;ANAI=Takamasa;L;AUSTIN=James;GBR;1 0= █;0= █ █ █;05:00;best 32;best 32;0;300;0;1;0
oo;2012;100;M;12;LAT;BORODAVKO=Jevgenijs;L;LIU=Anthony;ASA;1 0 0=;0=;00:41;best 32;best 32;1;41;1;0;0
oo;2012;100;M;11;ISR;ZEEVI=Ariel;R;PETERS=Dimitri;GER;0=;1 0 0=;00:42;best 32;best 32;1;42;1;0;0
oo;2012;100;M;10;MLI;KONE=Oumar;R;CORREA=Luciano;BRA;0= █ █;1 0 2=;05:00;best 32;best 32;1;300;1;0;2
oo;2012;100;M;9;NED;GROL=Henk;L;DUGASSE=Dominic;SEY;1 0 1=;0=;01:26;best 32;best 32;1;86;1;0;1
oo;2012;100;M;7;UZB;SAYIDOV=Ramziddin;L;VASHKULAT=Kyle;USA;1 0 0=;0=;01:39;best 32;best 32;1;99;1;0;0
oo;2012;100;M;6;FRA;FABRE=Thierry;L;DARWISH=Ramadan;EGY;1= █;0= █ █;06:19;best 32;best 32;0;379;0;0;1
oo;2012;100;M;5;MGL;NAIDAN=Tuvshinbayar;L;HOMKLIN=Teerawat;THA;1 0 1=;0=;00:54;best 32;best 32;1;54;1;0;1
oo;2012;100;M;4;AUS;KELLY=Daniel;R;BLOSHENKO=Artem;UKR;0= █ █ █;1 0=;05:00;best 32;best 32;0;300;0;1;0
oo;2012;100;M;3;KOR;HWANG=Hee-Tae;L;MEKIC=Amel;BIH;2= █;0= █ █;05:00;best 32;best 32;0;300;0;0;2
oo;2012;100;M;2;ROU;BRATA=Daniel;R;ZHORZHOLIANI=Levan;GEO;0= █ █ █;1 0= █;05:00;best 32;best 32;0;300;0;1;0
oo;2012;100;M;1;KAZ;RAKOV=Maxim;R;GASIMOV=Elmar;AZE;0=;1=;05:00;best 32;best 32;0;300;0;0;1
oo;2012;178;F;28;GBR;BRYANT=Karina;L;ISSANOVA=Gulzhan;KAZ;1 0= █ █;1= █;05:00;Quarter Final;Quarter Final;0;300;0;1;1
oo;2012;178;F;27;JPN;SUGIMOTO=Mika;L;ALTHEMAN=Maria Suelen;BRA;1 0 0=;0=;00:48;Quarter Final;Quarter Final;1;48;1;0;0
oo;2012;178;F;26;RUS;IVASHCHENKO=Elena;R;ORTIZ=Idalys;CUB;0= █ █;1= █;05:00;Quarter Final;Quarter Final;0;300;0;0;1
oo;2012;178;F;25;CHN;TONG=Wen;L;KINDZERSKA=Iryna;UKR;1 0 0=;0=;00:59;Quarter Final;Quarter Final;1;59;1;0;0
oo;2012;178;F;24;KOR;KIM=Na-Young;R;ISSANOVA=Gulzhan;KAZ;1= █ █;1= █ █;02:29;best 16;best 16;0;149;0;0;2
oo;2012;178;F;23;SLO;POLAVDER=Lucija;R;BRYANT=Karina;GBR;0=;1= █;05:00;best 16;best 16;0;300;0;0;1
oo;2012;178;F;22;BRA;ALTHEMAN=Maria Suelen;L;CHEIKH ROUHOU=Nihel;TUN;1 0 0= █;0= █;03:59;best 16;best 16;1;239;1;0;0
oo;2012;178;F;21;JPN;SUGIMOTO=Mika;L;BLANCO=Giovanna;VEN;1 0 0=;0=;00:51;best 16;best 16;1;51;1;0;0
oo;2012;178;F;20;CUB;ORTIZ=Idalys;L;MONIZ=Adysangela;CPV;1 0 3=;0= █ █;01:54;best 16;best 16;1;114;1;0;3
oo;2012;178;F;19;RUS;IVASHCHENKO=Elena;L;MOJICA=Melissa;PUR;1 0 1=;0=;02:23;best 16;best 16;1;143;1;0;1
oo;2012;178;F;18;TUR;OZEN=Gulsah;R;KINDZERSKA=Iryna;UKR;0= █ █;1 0 3=;05:00;best 16;best 16;1;300;1;0;3
oo;2012;178;F;17;CHN;TONG=Wen;L;SADKOWSKA=Urszula;POL;1 0 1=;0=;05:00;best 16;best 16;1;300;1;0;1
oo;2012;178;F;14;ALG;ASSELAH=Sonia;R;BRYANT=Karina;GBR;0= █;1 0 0=;04:12;best 32;best 32;1;252;1;0;0
oo;2012;178;F;11;BRA;ALTHEMAN=Maria Suelen;L;MONDIERE=Anne-Sophie;FRA;1 0= █;0=;05:00;best 32;best 32;0;300;0;1;0
oo;2012;178;F;6;KSA;SHAHERKANI=Wodjan;R;MOJICA=Melissa;PUR;0=;1 0 0=;01:20;best 32;best 32;1;80;1;0;0
oo;2012;178;F;1;CHN;TONG=Wen;L;ZAMBOTTI=Vanessa;MEX;1 0 0=;0=;01:28;best 32;best 32;1;88;1;0;0
oo;2012;200;M;28;BRA;SILVA=Rafael;R;MIKHAYLIN=Alexander;RUS;0= █;0= █;10:00;Quarter Final;Quarter Final;0;NA;0;0;0
oo;2012;200;M;27;GER;TOELZER=Andreas;L;BOR=Barna;HUN;1= █;0= █ █;05:00;Quarter Final;Quarter Final;0;300;0;0;1
oo;2012;200;M;26;BLR;MAKARAU=Ihar;R;KIM=Sungmin;KOR;0= █ █;1= █;05:00;Quarter Final;Quarter Final;0;300;0;0;1
oo;2012;200;M;25;FRA;RINER=Teddy;L;BRAYSON=Oscar;CUB;1 0 0=;0= █;05:00;Quarter Final;Quarter Final;1;300;1;0;0
oo;2012;200;M;24;RUS;MIKHAYLIN=Alexander;L;SHERRINGTON=Christopher;GBR;1= █;0= █;06:44;best 16;best 16;0;404;0;0;1
oo;2012;200;M;23;BRA;SILVA=Rafael;L;PASKEVICIUS=Marius;LTU;1 0 0= █;0= █;05:23;best 16;best 16;1;323;1;0;0
oo;2012;200;M;22;HUN;BOR=Barna;L;MALKI=El Mehdi;MAR;1 0 0=;0=;02:56;best 16;best 16;1;176;1;0;0
oo;2012;200;M;21;GER;TOELZER=Andreas;L;SIMIONESCU=Vladut;ROU;1 0 0= █;0=█;03:52;best 16;best 16;1;232;1;0;0
oo;2012;200;M;20;KOR;KIM=Sungmin;L;CERAJ=Matjaz;SLO;2=;0= █;05:00;best 16;best 16;0;300;0;0;2
oo;2012;200;M;19;BLR;MAKARAU=Ihar;L;KAMIKAWA=Daiki;JPN;1= █;0= █;05:00;best 16;best 16;0;300;0;0;1
oo;2012;200;M;18;CUB;BRAYSON=Oscar;L;BLAS JR=Ricardo;GUM;1 0 0=;0= █;01:53;best 16;best 16;1;113;1;0;0
oo;2012;200;M;17;FRA;RINER=Teddy;L;JABALLAH=Faicel;TUN;1 0 1=;0= █ █;04:46;best 16;best 16;1;286;1;0;1
oo;2012;200;M;16;GBR;SHERRINGTON=Christopher;L;ANDREWARTHA=Jake;AUS;1 0 0=;0=;00:24;best 32;best 32;1;24;1;0;0
oo;2012;200;M;15;RUS;MIKHAYLIN=Alexander;L;MANDEMBO=Cedric;COD;1 0 1=;0=;00:49;best 32;best 32;1;49;1;0;1
oo;2012;200;M;14;VAN;FIAKAIFONU=Nazario;R;PASKEVICIUS=Marius;LTU;0=;1 0 0=;01:03;best 32;best 32;1;63;1;0;0
oo;2012;200;M;13;BRA;SILVA=Rafael;L;JONSSON=Thormodur;ISL;1 0 0=;0=;01:48;best 32;best 32;1;108;1;0;0
oo;2012;200;M;12;IRI;RODAKI=Mohammad;R;MALKI=El Mehdi;MAR;0=;1 0 0=;00:00;best 32;best 32;1;NA;1;0;0
oo;2012;200;M;11;HUN;BOR=Barna;L;VERBIJ=Luuk;NED;1=;0= █ █;05:00;best 32;best 32;0;300;0;0;1
oo;2012;200;M;10;ROU;SIMIONESCU=Vladut;L;KRAKOVETSKII=Iurii;KGZ;1 0 0= █;0= █;04:20;best 32;best 32;1;260;1;0;0
oo;2012;200;M;9;GER;TOELZER=Andreas;L;OKRUASHVILI=Adam;GEO;1 0 0= █;0= █ █ █;05:00;best 32;best 32;1;300;1;0;0
oo;2012;200;M;8;SLO;CERAJ=Matjaz;L;BONDARENKO=Stanislav;UKR;2= █;0= █ █;05:00;best 32;best 32;0;300;0;0;2
oo;2012;200;M;7;KOR;KIM=Sungmin;L;HOSHINA=Tomohiko;PHI;1 0 0=;0=;01:04;best 32;best 32;1;64;1;0;0
oo;2012;200;M;6;JPN;KAMIKAWA=Daiki;L;CASTILLO=Darrel;GUA;1 0 0=;0=;00:51;best 32;best 32;1;51;1;0;0
oo;2012;200;M;5;EGY;EL SHEHABY=Islam;R;MAKARAU=Ihar;BLR;0= █ █;2= █;04:19;best 32;best 32;0;259;0;0;2
oo;2012;200;M;4;GUM;BLAS JR=Ricardo;L;KEITA=Facinet;GUI;1 0 1=;0= █ █;02:55;best 32;best 32;1;175;1;0;1
oo;2012;200;M;3;CUB;BRAYSON=Oscar;L;PADAR=Martin;EST;1 0 0=;0= █;02:51;best 32;best 32;1;171;1;0;0
oo;2012;200;M;2;TUN;JABALLAH=Faicel;L;SHYNKEYEV=Yerzhan;KAZ;1=;0= █;05:00;best 32;best 32;0;300;0;0;1
oo;2012;200;M;1;FRA;RINER=Teddy;L;WOJNAROWICZ=Janusz;POL;1 0=;0= █ █ █;05:00;best 32;best 32;0;300;0;1;0
oo;2012;48;F;28;BEL;VAN SNICK=Charline;L;CSERNOVICZKI=Eva;HUN;1 0 0= █;0=;04:02;Quarter Final;Quarter Final;1;242;1;0;0
oo;2012;48;F;27;BRA;MENEZES=Sarah;L;WU=Shugen;CHN;1= █;0= █ █;05:00;Quarter Final;Quarter Final;0;300;0;0;1
oo;2012;48;F;26;ROU;DUMITRU=Alina;L;MUNKHBAT=Urantsetseg;MGL;1 1= █ █;1= █;07:52;Quarter Final;Quarter Final;0;472;0;1;2
oo;2012;48;F;25;JPN;FUKUMI=Tomoko;L;PARETO=Paula;ARG;1=;0= █ █;05:50;Quarter Final;Quarter Final;0;350;0;0;1
oo;2012;48;F;24;HUN;CSERNOVICZKI=Eva;L;ENTE=Birgit;NED;1=;0= █;05:00;best 16;best 16;0;300;0;0;1
oo;2012;48;F;23;BEL;VAN SNICK=Charline;L;CHUNG=Jung-Yeon;KOR;1 0 0=;0=;01:58;best 16;best 16;1;118;1;0;0
oo;2012;48;F;22;CHN;WU=Shugen;L;KEARNEY=Lisa;IRL;1 0 1= █;1= █ █;06:16;best 16;best 16;1;376;1;0;2
oo;2012;48;F;21;BRA;MENEZES=Sarah;L;PAYET=Laetitia;FRA;1=;0= █;05:00;best 16;best 16;0;300;0;0;1
oo;2012;48;F;20;MGL;MUNKHBAT=Urantsetseg;L;PODRYADOVA=Alexandra;KAZ;1 0=;0= █;05:00;best 16;best 16;0;300;0;1;0
oo;2012;48;F;19;ROU;DUMITRU=Alina;L;MESTRE ALVAREZ=Dayaris;CUB;1 0 0=;0=;01:13;best 16;best 16;1;73;1;0;0
oo;2012;48;F;18;ARG;PARETO=Paula;L;MORETTI=Elena;ITA;1=;0=;05:00;best 16;best 16;0;300;0;0;1
oo;2012;48;F;17;JPN;FUKUMI=Tomoko;L;EDWARDS=Kelly;GBR;1 0 0=;0=;05:00;best 16;best 16;1;300;1;0;0
oo;2012;48;F;9;BRA;MENEZES=Sarah;L;VAN=Ngoc Tu;VIE;2= █;0= █ █;05:00;best 32;best 32;0;300;0;0;2
oo;2012;48;F;6;CUB;MESTRE ALVAREZ=Dayaris;L;KOMOVA=Nataliya;RUS;1 0= █;0=;05:00;best 32;best 32;0;300;0;1;0
oo;2012;48;F;1;JPN;FUKUMI=Tomoko;L;BLANCO=Oiana;ESP;1 0 0=;0= █;05:30;best 32;best 32;1;330;1;0;0
oo;2012;52;F;28;KOR;KIM=Kyung-Ok;R;FORCINITI=Rosalba;ITA;0= █;0= █;10:00;Quarter Final;Quarter Final;0;NA;0;0;0
oo;2012;52;F;27;PRK;AN=Kum Ae;L;GNETO=Priscilla;FRA;1 0= █ █;1= █ █ █;04:02;Quarter Final;Quarter Final;0;242;0;1;1
oo;2012;52;F;26;BEL;HEYLEN=Ilse;L;LEGENTIL=Christianne;MRI;2=;0= █ █;05:00;Quarter Final;Quarter Final;0;300;0;0;2
oo;2012;52;F;25;CUB;BERMOY ACOSTA=Yanet;L;MULLER=Marie;LUX;1= █;0= █ █;03:53;Quarter Final;Quarter Final;0;233;0;0;1
oo;2012;52;F;24;GER;TARANGUL=Romy;R;FORCINITI=Rosalba;ITA;0= █ █;1=;05:00;best 16;best 16;0;300;0;0;1
oo;2012;52;F;23;BRA;MIRANDA=Erika;R;KIM=Kyung-Ok;KOR;1=;1 0 1= █ █;05:26;best 16;best 16;1;326;1;0;2
oo;2012;52;F;22;FRA;GNETO=Priscilla;L;RAMOS=Joana;POR;1 0 0= █;0=;01:30;best 16;best 16;1;90;1;0;0
oo;2012;52;F;21;JPN;NAKAMURA=Misato;R;AN=Kum Ae;PRK;2=;1 0= █ █;04:06;best 16;best 16;0;246;0;1;2
oo;2012;52;F;20;KOS;KELMENDI=Majlinda;R;LEGENTIL=Christianne;MRI;1 0= █;1 0 0= █;01:46;best 16;best 16;1;106;1;1;0
oo;2012;52;F;19;ROU;CHITU=Andreea;R;HEYLEN=Ilse;BEL;0=;1 0=;08:00;best 16;best 16;0;480;0;1;0
oo;2012;52;F;18;LUX;MULLER=Marie;L;GARCIA=Maria;DOM;1 0 1= █;0= █ █;04:25;best 16;best 16;1;265;1;0;1
oo;2012;52;F;17;MGL;MUNKHBAATAR=Bundmaa;R;BERMOY ACOSTA=Yanet;CUB;0=;1 0 0=;05:00;best 16;best 16;1;300;1;0;0
oo;2012;52;F;15;RUS;KUZIUTINA=Natalia;R;TARANGUL=Romy;GER;0=;0= █;10:00;best 32;best 32;0;NA;0;0;0
oo;2012;52;F;11;FRA;GNETO=Priscilla;L;HE=Hongmei;CHN;1 1= █;1= █ █;06:15;best 32;best 32;0;375;0;1;2
oo;2012;52;F;10;PRK;AN=Kum Ae;L;COX=Sophie;GBR;1=;0=;05:00;best 32;best 32;0;300;0;0;1
oo;2012;52;F;7;KOS;KELMENDI=Majlinda;L;JOKINEN=Jaana;FIN;1 0 0=;1=;04:54;best 32;best 32;1;294;1;0;1
oo;2012;52;F;5;ALG;HADDAD=Soraya;R;CHITU=Andreea;ROU;0=;1 0 0=;01:25;best 32;best 32;1;85;1;0;0
oo;2012;52;F;3;ESP;CARRASCOSA ZARAGOZA=Ana;R;MULLER=Marie;LUX;0=;1 0 0= █;04:01;best 32;best 32;1;241;1;0;0
oo;2012;52;F;1;MGL;MUNKHBAATAR=Bundmaa;L;DESRAVINE=Linouse;HAI;1 0 0=;0=;02:10;best 32;best 32;1;130;1;0;0
oo;2012;57;F;28;HUN;KARAKAS=Hedvig;R;STEFAN=Corina;ROU;0=;0=;10:00;Quarter Final;Quarter Final;0;NA;0;0;0
oo;2012;57;F;27;USA;MALLOY=Marti;L;ZABLUDINA=Irina;RUS;1= █ █;1= █;05:30;Quarter Final;Quarter Final;0;330;0;0;2
oo;2012;57;F;26;FRA;PAVIA=Automne;L;FILZMOSER=Sabrina;AUT;3= █;0= █;04:51;Quarter Final;Quarter Final;0;291;0;0;3
oo;2012;57;F;25;JPN;MATSUMOTO=Kaori;L;QUINTAVALLE=Giulia;ITA;1 0=;0= █;05:00;Quarter Final;Quarter Final;0;300;0;1;0
oo;2012;57;F;24;ROU;STEFAN=Corina;L;RAGUIB=Sally;DJI;1 0 0=;0=;00:00;best 16;best 16;1;NA;1;0;0
oo;2012;57;F;23;BRA;SILVA=Rafaela;R;KARAKAS=Hedvig;HUN;0=;1 0 0= █;02:11;best 16;best 16;1;131;1;0;0
oo;2012;57;F;22;CUB;LUPETEY COBAS=Yurileidys;R;ZABLUDINA=Irina;RUS;0= █;1 0 0=;07:12;best 16;best 16;1;432;1;0;0
oo;2012;57;F;21;USA;MALLOY=Marti;L;AMARIS=Yadinys;COL;1 0 0=;0=;00:40;best 16;best 16;1;40;1;0;0
oo;2012;57;F;20;AUT;FILZMOSER=Sabrina;L;DIEDHIOU=Hortance;SEN;1 0 0= █;0= █;02:53;best 16;best 16;1;173;1;0;0
oo;2012;57;F;19;FRA;PAVIA=Automne;L;RENZI=Carli;AUS;1 5= █;0= █ █ █;05:00;best 16;best 16;0;300;0;1;5
oo;2012;57;F;18;KOR;KIM=Jandi;R;QUINTAVALLE=Giulia;ITA;0= █ █;1 0 1= █;04:30;best 16;best 16;1;270;1;0;1
oo;2012;57;F;17;JPN;MATSUMOTO=Kaori;L;GASIMOVA=Kifayat;AZE;1 0=;0=;05:00;best 16;best 16;0;300;0;1;0
oo;2012;57;F;15;ROU;STEFAN=Corina;L;WANG=Hui;CHN;1 0 2=;0=;03:23;best 32;best 32;1;203;1;0;2
oo;2012;57;F;14;ESP;BELLORIN=Concepcion;R;KARAKAS=Hedvig;HUN;1= █;1 0 0=;04:49;best 32;best 32;1;289;1;0;1
oo;2012;57;F;13;BRA;SILVA=Rafaela;L;ROPER=Miryam;GER;2= █;0= █ █;05:00;best 32;best 32;0;300;0;0;2
oo;2012;57;F;11;GRE;BOUKOUVALA=Ioulietta;R;LUPETEY COBAS=Yurileidys;CUB;0= █;1= █;05:00;best 32;best 32;0;300;0;0;1
oo;2012;57;F;9;POR;MONTEIRO=Telma;R;MALLOY=Marti;USA;0=;1=;07:20;best 32;best 32;0;440;0;0;1
oo;2012;57;F;7;AUT;FILZMOSER=Sabrina;L;MELANCON=Joliane;CAN;1 0 0=;1 0=;01:52;best 32;best 32;1;112;1;1;0
oo;2012;57;F;5;FRA;PAVIA=Automne;L;CLARK=Sarah;GBR;1 0=;0= █;05:22;best 32;best 32;0;322;0;1;0
oo;2012;57;F;3;KOR;KIM=Jandi;L;DORJSUREN=Sumiya;MGL;0= █;0= █;10:00;best 32;best 32;0;NA;0;0;0
oo;2012;57;F;1;JPN;MATSUMOTO=Kaori;L;DUKIC=Vesna;SLO;1 1=;0= █ █;05:00;best 32;best 32;0;300;0;1;1
oo;2012;60;M;60;ITA;VERDE=Elio;L;DAVTYAN=Hovhannes;ARM;1=;0= █ █;05:00;Quarter Final;Quarter Final;0;300;0;0;1
oo;2012;60;M;59;JPN;HIRAOKA=Hiroaki;L;MILOUS=Sofiane;FRA;1= █ █;1=;06:46;Quarter Final;Quarter Final;0;406;0;0;2
oo;2012;60;M;58;RUS;GALSTYAN=Arsen;L;CHOI=Gwang-Hyeon;KOR;0= █;0= █;10:00;Quarter Final;Quarter Final;0;NA;0;0;0
oo;2012;60;M;57;UZB;SOBIROV=Rishod;L;KITADAI=Felipe;BRA;1 0 0=;0= █;04:12;Quarter Final;Quarter Final;1;252;1;0;0
oo;2012;60;M;56;ARM;DAVTYAN=Hovhannes;L;KOSSAYEV=Yerkebulan;KAZ;1 0 0=;0=;05:00;best 16;best 16;1;300;1;0;0
oo;2012;60;M;55;ITA;VERDE=Elio;L;CASTILLO=Nabor;MEX;1 0 1= █;1= █;05:51;best 16;best 16;1;351;1;0;2
oo;2012;60;M;54;FRA;MILOUS=Sofiane;L;LOMO=Tony;SOL;1 1 0=;0= █;02:47;best 16;best 16;1;167;1;1;0
oo;2012;60;M;53;JPN;HIRAOKA=Hiroaki;L;ARSHANSKI=Artiom;ISR;1 2=;0=;05:00;best 16;best 16;0;300;0;1;2
oo;2012;60;M;52;KOR;CHOI=Gwang-Hyeon;L;JOKINEN=Valtteri;FIN;1 0=;0=;05:00;best 16;best 16;0;300;0;1;0
oo;2012;60;M;51;RUS;GALSTYAN=Arsen;L;SICCARDI=Yann;MON;1 0 0=;0=;05:00;best 16;best 16;1;300;1;0;0
oo;2012;60;M;50;BRA;KITADAI=Felipe;L;MAJRASHI=Eisa;KSA;1 0 1=;0=;04:53;best 16;best 16;1;293;1;0;1
oo;2012;60;M;49;UZB;SOBIROV=Rishod;L;GUEDEZ=Javier;VEN;1 0 0=;0=;01:21;best 16;best 16;1;81;1;0;0
oo;2012;60;M;48;CAN;PESSOA=Sergio;R;KOSSAYEV=Yerkebulan;KAZ;0= █;0=;10:00;best 32;best 32;0;NA;0;0;0
oo;2012;60;M;47;AZE;MUSHKIYEV=Ilgar;R;DAVTYAN=Hovhannes;ARM;0=;1 0= █;05:44;best 32;best 32;0;344;0;1;0
oo;2012;60;M;46;CAM;KHOM=Ratanakmony;R;CASTILLO=Nabor;MEX;0=;1 0 0=;00:46;best 32;best 32;1;46;1;0;0
oo;2012;60;M;45;UKR;ZANTARAIA=Georgii;R;VERDE=Elio;ITA;0= █ █;1=;06:40;best 32;best 32;0;400;0;0;1
oo;2012;60;M;44;MOZ;SIGAUQUE=Neuso;R;LOMO=Tony;SOL;1 0=;1 0 0=;03:15;best 32;best 32;1;195;1;1;0
oo;2012;60;M;43;FRA;MILOUS=Sofiane;L;SHUKVANI=Betkili;GEO;1 0 0=;1 1= █;04:58;best 32;best 32;1;298;1;1;1
oo;2012;60;M;42;NED;MOOREN=Jeroen;R;ARSHANSKI=Artiom;ISR;0= █;0= █;10:00;best 32;best 32;0;NA;0;0;0
oo;2012;60;M;41;JPN;HIRAOKA=Hiroaki;L;MCKENZIE=Ashley;GBR;1 1 1=;0= █ █;04:10;best 32;best 32;1;250;1;1;1
oo;2012;60;M;40;MAR;MOUDATIR=Yassine;R;JOKINEN=Valtteri;FIN;0=;1 0 0=;06:10;best 32;best 32;1;370;1;0;0
oo;2012;60;M;39;KOR;CHOI=Gwang-Hyeon;L;CHAMMARTIN=Ludovic;SUI;1=;0=;05:00;best 32;best 32;0;300;0;0;1
oo;2012;60;M;38;MON;SICCARDI=Yann;L;KHOUSROF=Ali;YEM;1 0 1=;1= █ █;05:45;best 32;best 32;1;345;1;0;2
oo;2012;60;M;37;RUS;GALSTYAN=Arsen;L;GOUROUZA=Zakari;NIG;1 0 1=;0=;00:54;best 32;best 32;1;54;1;0;1
oo;2012;60;M;36;KSA;MAJRASHI=Eisa;L;LALL=Raul;GUY;1 0 0=;0=;00:12;best 32;best 32;1;12;1;0;0
oo;2012;60;M;35;MGL;DAVAADORJ=Tumurkhuleg;R;KITADAI=Felipe;BRA;0=;1 1=;05:00;best 32;best 32;0;300;0;1;1
oo;2012;60;M;34;VEN;GUEDEZ=Javier;L;A=Lamusi;CHN;1 1= █;0=;05:00;best 32;best 32;0;300;0;1;1
oo;2012;60;M;33;UZB;SOBIROV=Rishod;L;PAISCHER=Ludwig;AUT;1 0 1=;0=;05:00;best 32;best 32;1;300;1;0;1
oo;2012;60;M;30;GER;ENGLMAIER=Tobias;R;DAVTYAN=Hovhannes;ARM;0= █ █;1 0 1= █;04:46;best 64;best 64;1;286;1;0;1
oo;2012;60;M;26;ITA;VERDE=Elio;L;POSTIGOS=Juan;PER;1 0 0=;0= █;03:09;best 64;best 64;1;189;1;0;0
oo;2012;60;M;22;GEO;SHUKVANI=Betkili;L;DICKINS=Arnie;AUS;1 0 3=;0=;03:57;best 64;best 64;1;237;1;0;3
oo;2012;60;M;10;NIG;GOUROUZA=Zakari;L;GODOY=Kenny;HON;1 0 0=;0=;03:01;best 64;best 64;1;181;1;0;0
oo;2012;60;M;2;BEN;GNAHOUI=Jacob;R;PAISCHER=Ludwig;AUT;0=;1 0 0=;01:17;best 64;best 64;1;77;1;0;0
oo;2012;63;F;28;SLO;ZOLNIR=Urska;L;SCHLESINGER=Alice;ISR;1 1 0=;0=;03:45;Quarter Final;Quarter Final;1;225;1;1;0
oo;2012;63;F;27;FRA;EMANE=Gevrise;R;TSEDEVSUREN=Munkhzaya;MGL;0= █;0= █;10:00;Quarter Final;Quarter Final;0;NA;0;0;0
oo;2012;63;F;26;CHN;XU=Lili;L;WILLEBOORDSE=Elisabeth;NED;1 0 0=;0= █;04:03;Quarter Final;Quarter Final;1;243;1;0;0
oo;2012;63;F;25;JPN;UENO=Yoshie;R;JOUNG=Da-woon;KOR;0= █ █;2=;05:00;Quarter Final;Quarter Final;0;300;0;0;2
oo;2012;63;F;24;ISR;SCHLESINGER=Alice;L;DREXLER=Hilde;AUT;1=;0= █ █;05:00;best 16;best 16;0;300;0;0;1
oo;2012;63;F;23;SLO;ZOLNIR=Urska;L;GARCIA=Estefania;ECU;1 0 0=;0= █;01:16;best 16;best 16;1;76;1;0;0
oo;2012;63;F;22;MGL;TSEDEVSUREN=Munkhzaya;L;YLINEN=Johanna;FIN;1 0 0=;0=;02:36;best 16;best 16;1;156;1;0;0
oo;2012;63;F;21;FRA;EMANE=Gevrise;L;ABEL ROJAS=Yaritza;CUB;0= █;0= █;10:00;best 16;best 16;0;NA;0;0;0
oo;2012;63;F;20;NED;WILLEBOORDSE=Elisabeth;L;NEBIE=Severine;BUR;1 0 0=;0= █;01:40;best 16;best 16;1;100;1;0;0
oo;2012;63;F;19;CHN;XU=Lili;L;GWEND=Edwige;ITA;1 0 1= █;0= █ █;05:00;best 16;best 16;1;300;1;0;1
oo;2012;63;F;18;KOR;JOUNG=Da-woon;L;YUSUBOVA=Ramila;AZE;1 0 0=;0= █;05:00;best 16;best 16;1;300;1;0;0
oo;2012;63;F;17;JPN;UENO=Yoshie;L;MISKOVIC HASANBEGOVIC=Marijana;CRO;1=;0=;05:14;best 16;best 16;0;314;0;0;1
oo;2012;63;F;16;AUT;DREXLER=Hilde;L;ZOUAK=Rizlen;MAR;1= █;0=;05:00;best 32;best 32;0;300;0;0;1
oo;2012;63;F;13;SLO;ZOLNIR=Urska;L;MALZAHN=Claudia;GER;1 1 0=;0=;02:08;best 32;best 32;1;128;1;1;0
oo;2012;63;F;11;MGL;TSEDEVSUREN=Munkhzaya;L;ANSON=Jennifer;PLW;1 1 0=;0=;00:46;best 32;best 32;1;46;1;1;0
