event;year;cat;sex;fid;cntry1;name1;winner;name2;cntry2;score1;score2;time;round;idr;ippon;stime;in;wn;yn
wc;2013;70;F;67;GER;VARGAS KOCH=Laura;R;ALVEAR=Yuri;COL;0=;1 0 1=;01:37;Final;r8;1;97;1;0;1
wc;2013;70;F;66;FRA;DECOSSE=Lucie;R;KIM=Seongyeon;KOR;0= █;1= █;05:00;Bronze;r8;0;300;0;0;1
wc;2013;70;F;65;NED;POLLING=Kim;L;HWANG=Ye-sul;KOR;1 0 0=;0=;05:00;Bronze;r8;1;300;1;0;0
wc;2013;70;F;64;KOR;HWANG=Ye-sul;R;ALVEAR=Yuri;COL;0= █;1 0 3=;05:00;Semi Final;Semi Final;1;300;1;0;3
wc;2013;70;F;63;KOR;KIM=Seongyeon;R;VARGAS KOCH=Laura;GER;1=;2=;05:22;Semi Final;Semi Final;0;322;0;0;3
wc;2013;70;F;62;BRA;PORTELA=Maria;R;DECOSSE=Lucie;FRA;0= █ █ █;1 0 0= █ █ █;08:52;Repechage;r5;1;NA;1;0;0
wc;2013;70;F;61;NED;POLLING=Kim;L;MOREIRA=Antonia;ANG;1 0 0=;0=;05:00;Repechage;r5;1;300;1;0;0
wc;2013;70;F;60;FRA;DECOSSE=Lucie;R;ALVEAR=Yuri;COL;0= █ █ █;1= █;05:00;Quarter Final;Quarter Final;0;300;0;0;1
wc;2013;70;F;59;KOR;HWANG=Ye-sul;L;PORTELA=Maria;BRA;1=;0= █;05:00;Quarter Final;Quarter Final;0;300;0;0;1
wc;2013;70;F;58;ANG;MOREIRA=Antonia;R;VARGAS KOCH=Laura;GER;0=;1 1 0=;01:30;Quarter Final;Quarter Final;1;90;1;1;0
wc;2013;70;F;57;NED;POLLING=Kim;R;KIM=Seongyeon;KOR;2=;1 0= █ █ █;05:00;Quarter Final;Quarter Final;0;300;0;1;2
wc;2013;70;F;56;PUR;PEREZ=Maria;R;ALVEAR=Yuri;COL;2= █ █;1 0= █ █;05:00;best 16;best 16;0;300;0;1;2
wc;2013;70;F;55;FRA;DECOSSE=Lucie;L;MARZOK=Iljana;GER;1 0 0=;0= █;01:28;best 16;best 16;1;88;1;0;0
wc;2013;70;F;54;BRA;PORTELA=Maria;L;KUDAROVA=Dinara;KAZ;1 0 0= █;1 0= █ █;05:00;best 16;best 16;1;300;1;1;0
wc;2013;70;F;53;CAN;ZUPANCIC=Kelita;R;HWANG=Ye-sul;KOR;0= █ █ █;1 0= █ █;05:00;best 16;best 16;0;300;0;1;0
wc;2013;70;F;52;GER;VARGAS KOCH=Laura;L;CORTES ALDAMA=Onix;CUB;1 0 0= █ █;2= █ █ █;05:00;best 16;best 16;1;300;1;0;2
wc;2013;70;F;51;ESP;BERNABEU=Maria;R;MOREIRA=Antonia;ANG;0= █;1 0 0=;05:00;best 16;best 16;1;300;1;0;0
wc;2013;70;F;50;KOR;KIM=Seongyeon;L;TSEND-AYUSH=Naranjargal;MGL;1 0 1= █ █;0= █ █;05:00;best 16;best 16;1;300;1;0;1
wc;2013;70;F;49;NED;POLLING=Kim;L;GAZIEVA=Irina;RUS;1 0 0=;0=;02:14;best 16;best 16;1;134;1;0;0
wc;2013;70;F;47;AUT;GRAF=Bernadette;R;PEREZ=Maria;PUR;0=;1 0 0= █;02:44;best 32;best 32;1;164;1;0;0
wc;2013;70;F;46;GER;MARZOK=Iljana;L;WILDIKAN=Lior;ISR;1= █;0= █;05:00;best 32;best 32;0;300;0;0;1
wc;2013;70;F;45;FRA;DECOSSE=Lucie;L;NIANG=Assmaa;MAR;1 0 0= █ █ █;0= █ █ █;04:00;best 32;best 32;1;240;1;0;0
wc;2013;70;F;44;KAZ;KUDAROVA=Dinara;L;PASQUALE=Julie;ASA;1 0 0=;1 0=;05:00;best 32;best 32;1;300;1;1;0
wc;2013;70;F;43;BRA;PORTELA=Maria;L;SOOK=Emilie;DEN;1 0=;0= █ █ █;05:00;best 32;best 32;0;300;0;1;0
wc;2013;70;F;42;LUX;MOSSONG=Lynn;R;HWANG=Ye-sul;KOR;0= █ █ █;0= █ █;05:00;best 32;best 32;0;300;0;0;0
wc;2013;70;F;41;CAN;ZUPANCIC=Kelita;L;SZABO=Franciska;HUN;1 0 0=;0= █ █ █;05:00;best 32;best 32;1;300;1;0;0
wc;2013;70;F;40;CUB;CORTES ALDAMA=Onix;L;TACHIMOTO=Haruka;JPN;0= █;0= █ █;05:00;best 32;best 32;0;300;0;0;0
wc;2013;70;F;39;GER;VARGAS KOCH=Laura;L;CHALA=Vanessa;ECU;1 0 0=;0=;01:08;best 32;best 32;1;68;1;0;0
wc;2013;70;F;37;NED;BOLDER=Linda;R;BERNABEU=Maria;ESP;0= █ █;0= █;05:00;best 32;best 32;0;300;0;0;0
wc;2013;70;F;36;MGL;TSEND-AYUSH=Naranjargal;L;SAMARDZIC=Aleksandra;BIH;1 0 0= █;0= █ █;03:19;best 32;best 32;1;199;1;0;0
wc;2013;70;F;35;KOR;KIM=Seongyeon;L;COLLINS=Sara;AUS;1 0 0=;0=;01:07;best 32;best 32;1;67;1;0;0
wc;2013;70;F;34;RUS;GAZIEVA=Irina;L;RODRIGUEZ=Elvismar;VEN;1 0 0=;0=;05:00;best 32;best 32;1;300;1;0;0
wc;2013;70;F;33;NED;POLLING=Kim;L;GAINUTDINOVA=Luiza;UKR;1 1 1=;1=;01:57;best 32;best 32;1;117;1;1;2
wc;2013;70;F;26;USA;SELL=Kathleen;R;NIANG=Assmaa;MAR;0=;1 0 1=;02:05;best 64;best 64;1;125;1;0;1
wc;2013;70;F;18;HUN;SZABO=Franciska;L;ROJAS=Maria;VEN;1 0 2= █ █;0=;03:18;best 64;best 64;1;198;1;0;2
wc;2013;70;F;10;ESP;BERNABEU=Maria;L;AGUILAR=Anette;BOL;1 0 1=;0=█;03:27;best 64;best 64;1;207;1;0;1
wc;2013;73;M;131;FRA;LEGRAND=Ugo;R;ONO=Shohei;JPN;0= █ █;1 0 1= █;02:33;Final;r8;1;153;1;0;1
wc;2013;73;M;130;NED;ELMONT=Dex;L;SAINJARGAL=Nyam-ochir;MGL;1 1= █ █ █;0= █;05:00;Bronze;r8;0;300;0;1;1
wc;2013;73;M;129;KAZ;YKYBAYEV=Dastan;R;VAN TICHELT=Dirk;BEL;0= █;1 0=;05:00;Bronze;r8;0;300;0;1;0
wc;2013;73;M;128;BEL;VAN TICHELT=Dirk;R;ONO=Shohei;JPN;0=;1 0 0=;01:02;Semi Final;Semi Final;1;62;1;0;0
wc;2013;73;M;127;MGL;SAINJARGAL=Nyam-ochir;R;LEGRAND=Ugo;FRA;0= █;1 0= █ █ █;05:00;Semi Final;Semi Final;0;300;0;1;0
wc;2013;73;M;126;SLO;DRAKSIC=Rok;R;ELMONT=Dex;NED;0= █;1 0 0=;01:28;Repechage;r5;1;88;1;0;0
wc;2013;73;M;125;JPN;NAKAYA=Riki;R;YKYBAYEV=Dastan;KAZ;0=;1 0 0=;00:00;Repechage;r5;1;NA;1;0;0
wc;2013;73;M;124;NED;ELMONT=Dex;R;ONO=Shohei;JPN;1= █ █;1 0 1= █ █;05:42;Quarter Final;Quarter Final;1;342;1;0;2
wc;2013;73;M;123;BEL;VAN TICHELT=Dirk;L;DRAKSIC=Rok;SLO;1 0 0= █ █;0=█;03:47;Quarter Final;Quarter Final;1;227;1;0;0
wc;2013;73;M;122;FRA;LEGRAND=Ugo;L;YKYBAYEV=Dastan;KAZ;1 0= █;0= █ █;05:00;Quarter Final;Quarter Final;0;300;0;1;0
wc;2013;73;M;121;MGL;SAINJARGAL=Nyam-ochir;L;NAKAYA=Riki;JPN;1 0 0= █ █;0= █;04:09;Quarter Final;Quarter Final;1;249;1;0;0
wc;2013;73;M;120;JPN;ONO=Shohei;L;UNGVARI=Miklos;HUN;1 0 0=;0=█;05:00;best 16;best 16;1;300;1;0;0
wc;2013;73;M;119;NED;ELMONT=Dex;L;DREBOT=Serhiy;UKR;1 1 1=;0= █;05:00;best 16;best 16;1;300;1;1;1
wc;2013;73;M;118;GEO;REKHVIASHVILI=Zebeda;R;DRAKSIC=Rok;SLO;0= █;1 0 2= █ █;05:00;best 16;best 16;1;300;1;0;2
wc;2013;73;M;117;BEL;VAN TICHELT=Dirk;L;RAMANCHYK=Aliaksei;BLR;1 0 0=;0= █;01:32;best 16;best 16;1;92;1;0;0
wc;2013;73;M;116;GEO;TATALASHVILI=Nugzari;R;YKYBAYEV=Dastan;KAZ;0=;1 0 0=;01:45;best 16;best 16;1;105;1;0;0
wc;2013;73;M;115;FRA;LEGRAND=Ugo;L;SHARIPOV=Mirali;UZB;1 0 0= █ █;0=█;05:00;best 16;best 16;1;300;1;0;0
wc;2013;73;M;114;JPN;NAKAYA=Riki;L;HUANG=Chun-Ta;TPE;1 0=;0= █;05:00;best 16;best 16;0;300;0;1;0
wc;2013;73;M;113;MGL;SAINJARGAL=Nyam-ochir;L;SANTANA=Lwilli;DOM;1 0 0= █ █;0=█;04:56;best 16;best 16;1;296;1;0;0
wc;2013;73;M;112;UZB;JURAKOBILOV=Navruz;R;UNGVARI=Miklos;HUN;0= █ █;2= █ █ █;05:00;best 32;best 32;0;300;0;0;2
wc;2013;73;M;111;JPN;ONO=Shohei;L;SKOUROUMOUNIS=Neoklis;CYP;1 0 1=;0=;05:00;best 32;best 32;1;300;1;0;1
wc;2013;73;M;110;HAI;DEPREZ=Josue;R;DREBOT=Serhiy;UKR;0= █;1 0 0=;02:05;best 32;best 32;1;125;1;0;0
wc;2013;73;M;109;NED;ELMONT=Dex;L;ESTRADA=Magdiel;CUB;0= █ █;0= █ █ █;05:00;best 32;best 32;0;300;0;0;0
wc;2013;73;M;108;SLO;DRAKSIC=Rok;L;SEDMIDUBSKY=Vaclav;CZE;1 1 0= █;0= █;04:09;best 32;best 32;1;249;1;1;0
wc;2013;73;M;107;GEO;REKHVIASHVILI=Zebeda;L;KODZOKOV=Murat;RUS;1= █ █;0= █;05:00;best 32;best 32;0;300;0;0;1
wc;2013;73;M;106;BRA;MENDONCA=Bruno;R;RAMANCHYK=Aliaksei;BLR;0= █ █;1 1= █ █ █;05:00;best 32;best 32;0;300;0;1;1
wc;2013;73;M;105;BEL;VAN TICHELT=Dirk;L;IBANEZ=Fernando;ECU;1 0 0= █;0=█;03:07;best 32;best 32;1;187;1;0;0
wc;2013;73;M;104;ISR;MUKI=Sagi;R;YKYBAYEV=Dastan;KAZ;0= █ █;1 0 0= █;03:05;best 32;best 32;1;185;1;0;0
wc;2013;73;M;103;USA;DELPOPOLO=Nicholas;R;TATALASHVILI=Nugzari;GEO;0= █;1 0= █;05:00;best 32;best 32;0;300;0;1;0
wc;2013;73;M;102;UZB;SHARIPOV=Mirali;L;GOUMAR=Ahmed;NIG;1 0 1=;0=;01:13;best 32;best 32;1;73;1;0;1
wc;2013;73;M;101;MGL;KHASHBAATAR=Tsagaanbaatar;R;LEGRAND=Ugo;FRA;0= █ █ █;0= █;05:00;best 32;best 32;0;300;0;0;0
wc;2013;73;M;100;TPE;HUANG=Chun-Ta;L;MOLLAEI=Saeid;IRI;1 0 0= █ █ █;0= █;03:44;best 32;best 32;1;224;1;0;0
wc;2013;73;M;99;JPN;NAKAYA=Riki;L;SOROKA=Volodymyr;UKR;1 0 0=;0=█;04:08;best 32;best 32;1;248;1;0;0
wc;2013;73;M;98;CRC;MURILLO SEGURA=Osman;R;SANTANA=Lwilli;DOM;0= █ █ █;1= █ █;05:00;best 32;best 32;0;300;0;0;1
wc;2013;73;M;97;MGL;SAINJARGAL=Nyam-ochir;L;HONG=Kuk hyon;PRK;0=;0= █;05:00;best 32;best 32;0;300;0;0;0
wc;2013;73;M;96;HUN;UNGVARI=Miklos;L;ORUJOV=Rustam;AZE;1 0 0= █ █;0= █;01:50;best 64;best 64;1;110;1;0;0
wc;2013;73;M;95;PLE;ABU RMILAH=Wesam;R;JURAKOBILOV=Navruz;UZB;0= █;1 0 1=;05:00;best 64;best 64;1;300;1;0;1
wc;2013;73;M;94;ESP;UEMATSU=Kiyoshi;R;SKOUROUMOUNIS=Neoklis;CYP;0=;1 0 0=;00:00;best 64;best 64;1;NA;1;0;0
wc;2013;73;M;93;KOR;WANG=Ki-chun;R;ONO=Shohei;JPN;0=█;1 0 0=;02:53;best 64;best 64;1;173;1;0;0
wc;2013;73;M;92;ARG;CLARA=Alejandro;R;DREBOT=Serhiy;UKR;0=█;1 0 0= █ █;03:57;best 64;best 64;1;237;1;0;0
wc;2013;73;M;91;HAI;DEPREZ=Josue;L;DERZE=Helios;URU;1 0 0= █;0=█;02:47;best 64;best 64;1;167;1;0;0
wc;2013;73;M;90;CUB;ESTRADA=Magdiel;L;GALINDO=Luis;COL;0= █;0= █ █ █;05:00;best 64;best 64;0;300;0;0;0
wc;2013;73;M;89;NED;ELMONT=Dex;L;GOSIEWSKI=Jan;GBR;1 0 0= █ █;0= █;02:43;best 64;best 64;1;163;1;0;0
wc;2013;73;M;88;CZE;SEDMIDUBSKY=Vaclav;L;ALI AKBARI=Elyas;IRI;0= █ █;0= █ █ █;05:00;best 64;best 64;0;300;0;0;0
wc;2013;73;M;87;SAM;SMITH=Aleni;R;DRAKSIC=Rok;SLO;0=;1 0 0=;05:00;best 64;best 64;1;300;1;0;0
wc;2013;73;M;86;RUS;KODZOKOV=Murat;L;REGIS=Andrea;ITA;1 0 0=;0=█;02:42;best 64;best 64;1;162;1;0;0
wc;2013;73;M;85;GEO;REKHVIASHVILI=Zebeda;L;BIVIECA=Fausto;DOM;1 0 0=;0= █ █ █;03:00;best 64;best 64;1;180;1;0;0
wc;2013;73;M;84;YEM;MATER=Zeyad;R;RAMANCHYK=Aliaksei;BLR;1= █ █;1 1 0=;02:53;best 64;best 64;1;173;1;1;1
wc;2013;73;M;83;BRA;MENDONCA=Bruno;L;KOUAMBA=Terence;GAB;1 0 0=;0=;01:08;best 64;best 64;1;68;1;0;0
wc;2013;73;M;82;ECU;IBANEZ=Fernando;L;KOVACEVIC=Ljubisa;SRB;1 0 0= █;0= █ █;02:43;best 64;best 64;1;163;1;0;0
wc;2013;73;M;81;BEL;VAN TICHELT=Dirk;L;WANDTKE=Igor;GER;1= █ █;0= █ █ █;05:00;best 64;best 64;0;300;0;0;1
wc;2013;73;M;80;CHN;FANG=Hongyuan;R;YKYBAYEV=Dastan;KAZ;0=;1 1 0=;01:12;best 64;best 64;1;72;1;1;0
wc;2013;73;M;79;RSA;VAN ZYL=Gideon;R;MUKI=Sagi;ISR;0=;1 0 0=;00:49;best 64;best 64;1;49;1;0;0
wc;2013;73;M;78;GEO;TATALASHVILI=Nugzari;L;UNGVARI=Attila;HUN;1 0 0= █;0=█;04:40;best 64;best 64;1;280;1;0;0
wc;2013;73;M;77;USA;DELPOPOLO=Nicholas;L;VANLIOGLU=Hasan;TUR;1 0 0= █ █;0= █ █;02:22;best 64;best 64;1;142;1;0;0
wc;2013;73;M;76;KUW;ALALI=Eisa;R;GOUMAR=Ahmed;NIG;0= █ █ █;1 0 0= █ █;03:57;best 64;best 64;1;237;1;0;0
wc;2013;73;M;75;UZB;SHARIPOV=Mirali;L;MEDINA=Alexander;ECU;1 0 0=;0=;01:30;best 64;best 64;1;90;1;0;0
wc;2013;73;M;74;FRA;LEGRAND=Ugo;L;JEANNE=Nady;SEY;1 0 0=;0=;00:11;best 64;best 64;1;11;1;0;0
wc;2013;73;M;73;MGL;KHASHBAATAR=Tsagaanbaatar;L;LAAMANEN=Eetu;FIN;1 0 2= █;1= █ █;05:00;best 64;best 64;1;300;1;0;3
wc;2013;73;M;72;UAE;SCVORTOV=Victor;R;MOLLAEI=Saeid;IRI;0= █;0=;05:00;best 64;best 64;0;300;0;0;0
wc;2013;73;M;71;ESP;RAMIREZ=Javier;R;HUANG=Chun-Ta;TPE;0=;1 0 0= █;03:34;best 64;best 64;1;214;1;0;0
wc;2013;73;M;70;UKR;SOROKA=Volodymyr;L;LEAT=Adrian;NZL;1 0 0=;0=;01:11;best 64;best 64;1;71;1;0;0
wc;2013;73;M;69;JPN;NAKAYA=Riki;L;KUBAKAEV=Azat;KGZ;1 0 0=;0=;00:31;best 64;best 64;1;31;1;0;0
wc;2013;73;M;68;DOM;SANTANA=Lwilli;L;HELL BAPOU=Joseph;CMR;1= █ █ █;0= █ █ █;05:00;best 64;best 64;0;300;0;0;1
wc;2013;73;M;67;CRC;MURILLO SEGURA=Osman;L;FLEMING=Eoin;IRL;1 0= █ █;0= █ █;05:00;best 64;best 64;0;300;0;1;0
wc;2013;73;M;66;PRK;HONG=Kuk hyon;L;PARLATI=Enrico;ITA;1 1 0=;0= █ █;04:03;best 64;best 64;1;243;1;1;0
wc;2013;73;M;65;MGL;SAINJARGAL=Nyam-ochir;L;NARTEY=Emmanuel;GHA;1 0 0= █;0= █ █;04:03;best 64;best 64;1;243;1;0;0
wc;2013;73;M;64;CHN;HU=Xiangfei;R;ORUJOV=Rustam;AZE;0= █ █ █;1 0 0= █ █;05:00;best 128;best 128;1;300;1;0;0
wc;2013;73;M;59;ESP;UEMATSU=Kiyoshi;L;DUPRAT=Pierre;FRA;0= █ █;0= █ █ █;05:00;best 128;best 128;0;300;0;0;0
wc;2013;73;M;53;HAI;DEPREZ=Josue;L;SANDANGO=Caetano;ANG;1 0 0= █ █;0=█;03:29;best 128;best 128;1;209;1;0;0
wc;2013;73;M;51;CUB;ESTRADA=Magdiel;L;MORIN-MARTEL=Alexis;CAN;1 0 0= █ █ █;0=█;04:41;best 128;best 128;1;281;1;0;0
wc;2013;73;M;47;CZE;SEDMIDUBSKY=Vaclav;L;CALDER=Lee;NZL;2= █;1= █ █ █;05:00;best 128;best 128;0;300;0;0;3
wc;2013;73;M;37;BRA;MENDONCA=Bruno;L;CACERES=Felipe;CHI;1 0 0=;0=;01:05;best 128;best 128;1;65;1;0;0
wc;2013;73;M;36;IRL;THOMPSON=Caoimhin;R;KOVACEVIC=Ljubisa;SRB;0=;1 0 0= █;05:00;best 128;best 128;1;300;1;0;0
wc;2013;73;M;30;POR;ALVES=Andre;R;MUKI=Sagi;ISR;0=;1 0 0= █;02:01;best 128;best 128;1;121;1;0;0
wc;2013;73;M;27;CHI;BRINGAS=Tomas;R;TATALASHVILI=Nugzari;GEO;0=;1 0 1=;00:34;best 128;best 128;1;34;1;0;1
wc;2013;73;M;24;GRE;KARAMPOURNIOTIS=Victor;R;GOUMAR=Ahmed;NIG;0=;1= █ █;05:00;best 128;best 128;0;300;0;0;1
wc;2013;73;M;19;KEN;KINYANJUI=Isaac;R;LEGRAND=Ugo;FRA;0=;1 0 0=;05:00;best 128;best 128;1;300;1;0;0
wc;2013;73;M;14;MOZ;MADEIRA=Edson;R;HUANG=Chun-Ta;TPE;0=█;1 0 0= █;03:55;best 128;best 128;1;235;1;0;0
wc;2013;73;M;10;ISL;KRATSCH=David;R;KUBAKAEV=Azat;KGZ;0= █ █ █;1 0 1=;02:41;best 128;best 128;1;161;1;0;1
wc;2013;73;M;3;CAN;BRIAND=Etienne;R;HONG=Kuk hyon;PRK;0= █;1 0 0=;01:58;best 128;best 128;1;118;1;0;0
wc;2013;78;F;35;NED;VERKERK=Marhinde;R;SOL=Kyong;PRK;0=;1 0= █ █;05:00;Final;r8;0;300;0;1;0
wc;2013;78;F;34;FRA;TCHEUMEO=Audrey;L;ANTOMARCHI=Kaliema;CUB;1= █;0=;05:00;Bronze;r8;0;300;0;0;1
wc;2013;78;F;33;BRA;AGUIAR=Mayra;L;ROBERGE=Catherine;CAN;1 0 0= █;0= █ █ █;03:59;Bronze;r8;1;239;1;0;0
wc;2013;78;F;32;PRK;SOL=Kyong;L;ROBERGE=Catherine;CAN;1 0 0= █ █;0= █ █;03:06;Semi Final;Semi Final;1;186;1;0;0
wc;2013;78;F;31;NED;VERKERK=Marhinde;L;ANTOMARCHI=Kaliema;CUB;1=;0=;05:00;Semi Final;Semi Final;0;300;0;0;1
wc;2013;78;F;30;JPN;SATO=Ruika;R;TCHEUMEO=Audrey;FRA;0= █ █ █;1= █;05:00;Repechage;r5;0;300;0;0;1
wc;2013;78;F;29;BRA;AGUIAR=Mayra;L;TURKS=Victoriia;UKR;1 0 0=;0= █;05:00;Repechage;r5;1;300;1;0;0
wc;2013;78;F;28;FRA;TCHEUMEO=Audrey;R;ROBERGE=Catherine;CAN;0=;1 0 0= █ █;05:00;Quarter Final;Quarter Final;1;300;1;0;0
wc;2013;78;F;27;PRK;SOL=Kyong;L;SATO=Ruika;JPN;1 1= █ █ █;1=;05:00;Quarter Final;Quarter Final;0;300;0;1;2
wc;2013;78;F;26;CUB;ANTOMARCHI=Kaliema;L;TURKS=Victoriia;UKR;1 0 1= █;1 0=;04:06;Quarter Final;Quarter Final;1;246;1;1;1
wc;2013;78;F;25;BRA;AGUIAR=Mayra;R;VERKERK=Marhinde;NED;0= █ █;1 0 0= █;04:56;Quarter Final;Quarter Final;1;296;1;0;0
wc;2013;78;F;24;CAN;ROBERGE=Catherine;L;TORT MERINO=Marta;ESP;1 0= █;1= █ █;05:00;best 16;best 16;0;300;0;1;1
wc;2013;78;F;23;FRA;TCHEUMEO=Audrey;L;LIU=Dan;CHN;1 0 1=;0= █;01:15;best 16;best 16;1;75;1;0;1
wc;2013;78;F;22;SLO;VELENSEK=Anamari;R;SATO=Ruika;JPN;0=;1 0= █ █;05:00;best 16;best 16;0;300;0;1;0
wc;2013;78;F;21;HUN;ERDELYI-JOO=Abigel;R;SOL=Kyong;PRK;0=;1 0 1= █;03:15;best 16;best 16;1;195;1;0;1
wc;2013;78;F;20;UKR;TURKS=Victoriia;L;GIBBONS=Gemma;GBR;1 0 1=;0= █;05:00;best 16;best 16;1;300;1;0;1
wc;2013;78;F;19;CUB;ANTOMARCHI=Kaliema;L;KOPECNY=Isabelle;AUS;1 0 0=;0=;01:06;best 16;best 16;1;66;1;0;0
wc;2013;78;F;18;NED;VERKERK=Marhinde;L;COTTON=Amy;CAN;1=;0= █ █;05:00;best 16;best 16;0;300;0;0;1
wc;2013;78;F;17;BRA;AGUIAR=Mayra;L;GALEONE=Assunta;ITA;1 0=;0= █ █ █;05:00;best 16;best 16;0;300;0;1;0
wc;2013;78;F;16;ESP;TORT MERINO=Marta;L;JUNG=Da Woon;KOR;1 0 0= █;0= █ █;03:33;best 32;best 32;1;213;1;0;0
wc;2013;78;F;15;CAN;ROBERGE=Catherine;L;LEMMEN=Iris;NED;1 0= █ █;0= █;05:00;best 32;best 32;0;300;0;1;0
wc;2013;78;F;14;USA;BLEIER=Samantha;R;LIU=Dan;CHN;0= █ █ █;0= █ █;05:00;best 32;best 32;0;300;0;0;0
wc;2013;78;F;12;JPN;SATO=Ruika;L;BATTULGA=Munkhtuya;MGL;1 0 0=;0= █ █;05:00;best 32;best 32;1;300;1;0;0
wc;2013;78;F;11;SLO;VELENSEK=Anamari;L;POWELL=Natalie;GBR;1 0 0=;0=;05:00;best 32;best 32;1;300;1;0;0
wc;2013;78;F;10;PRK;SOL=Kyong;L;TEICHERT=Kerstin;GER;0= █;0= █ █ █;05:00;best 32;best 32;0;300;0;0;0
wc;2013;78;F;8;GBR;GIBBONS=Gemma;L;SEITIMOVA=Anar;KAZ;1 1=;0= █ █ █;05:00;best 32;best 32;0;300;0;1;1
wc;2013;78;F;7;GER;MALZAHN=Luise;R;TURKS=Victoriia;UKR;2= █;1 0= █ █;05:00;best 32;best 32;0;300;0;1;2
wc;2013;78;F;6;AUS;KOPECNY=Isabelle;L;TABORDA=Estefania;COL;1 0=;0= █;05:00;best 32;best 32;0;300;0;1;0
wc;2013;78;F;5;FRA;LOUETTE KANNING=Lucie;R;ANTOMARCHI=Kaliema;CUB;0=;1 0 0= █;02:49;best 32;best 32;1;169;1;0;0
wc;2013;78;F;4;CAN;COTTON=Amy;L;CHALA=Diana;ECU;1 0 0= █;0= █;05:00;best 32;best 32;1;300;1;0;0
wc;2013;78;F;3;JPN;OGATA=Akari;R;VERKERK=Marhinde;NED;0= █ █ █;0=;05:00;best 32;best 32;0;300;0;0;0
wc;2013;78;F;2;VEN;PINTO=Keivi;R;GALEONE=Assunta;ITA;0= █;1 0 0=;05:00;best 32;best 32;1;300;1;0;0
wc;2013;81;M;131;FRA;PIETRI=Loic;L;TCHRIKISHVILI=Avtandili;GEO;1 0= █ █ █;1=;05:00;Final;r8;0;300;0;1;1
wc;2013;81;M;130;FRA;SCHMITT=Alain;L;OTGONBAATAR=Uuganbaatar;MGL;1 0= █ █;0= █;05:00;Bronze;r8;0;300;0;1;0
wc;2013;81;M;129;RUS;VOROBEV=Ivan;L;NIFONTOV=Ivan;RUS;1 0 0=;0=;00:00;Bronze;r8;1;NA;1;0;0
wc;2013;81;M;128;GEO;TCHRIKISHVILI=Avtandili;L;NIFONTOV=Ivan;RUS;1 0 1=;0= █ █;04:51;Semi Final;Semi Final;1;291;1;0;1
wc;2013;81;M;127;FRA;PIETRI=Loic;L;OTGONBAATAR=Uuganbaatar;MGL;2= █ █;0= █ █;05:00;Semi Final;Semi Final;0;300;0;0;2
wc;2013;81;M;126;FRA;SCHMITT=Alain;L;BOTTIEAU=Joachim;BEL;0= █ █;0= █ █ █;05:00;Repechage;r5;0;300;0;0;0
wc;2013;81;M;125;RUS;VOROBEV=Ivan;L;OTT=Marcel;AUT;1 0 0= █ █ █;0= █ █;03:19;Repechage;r5;1;199;1;0;0
wc;2013;81;M;124;RUS;NIFONTOV=Ivan;L;BOTTIEAU=Joachim;BEL;1 0= █ █;0= █ █ █;05:00;Quarter Final;Quarter Final;0;300;0;1;0
wc;2013;81;M;123;GEO;TCHRIKISHVILI=Avtandili;L;SCHMITT=Alain;FRA;1 0 0= █;0=█;02:34;Quarter Final;Quarter Final;1;154;1;0;0
wc;2013;81;M;122;AUT;OTT=Marcel;R;OTGONBAATAR=Uuganbaatar;MGL;0=;1 0 0=;01:27;Quarter Final;Quarter Final;1;87;1;0;0
wc;2013;81;M;121;FRA;PIETRI=Loic;L;VOROBEV=Ivan;RUS;1 0= █ █;0= █ █;05:00;Quarter Final;Quarter Final;0;300;0;1;0
wc;2013;81;M;120;SWE;PACEK=Robin;R;BOTTIEAU=Joachim;BEL;0=;1 0 1= █;04:22;best 16;best 16;1;262;1;0;1
wc;2013;81;M;119;RUS;NIFONTOV=Ivan;L;LUZ=Carlos;POR;1 0 0= █ █;0=█;03:43;best 16;best 16;1;223;1;0;0
wc;2013;81;M;118;FRA;SCHMITT=Alain;L;MARESCH=Sven;GER;0= █;0= █ █;05:00;best 16;best 16;0;300;0;0;0
wc;2013;81;M;117;GEO;TCHRIKISHVILI=Avtandili;L;GHASEMI NEJAD=Amir;IRI;1 0 0= █;0=;02:13;best 16;best 16;1;133;1;0;0
wc;2013;81;M;116;MGL;OTGONBAATAR=Uuganbaatar;L;PAVLINIC=Ivica;NZL;1 0 0= █;0= █;03:28;best 16;best 16;1;208;1;0;0
wc;2013;81;M;115;SLO;CETIC=Jesenko;R;OTT=Marcel;AUT;0=;1 1 0=;05:00;best 16;best 16;1;300;1;1;0
wc;2013;81;M;114;UAE;TOMA=Sergiu;R;VOROBEV=Ivan;RUS;0= █ █ █;1 0= █ █ █;05:00;best 16;best 16;0;300;0;1;0
wc;2013;81;M;113;BRA;PENALBER=Victor;R;PIETRI=Loic;FRA;0=;1 0 0=;05:00;best 16;best 16;1;300;1;0;0
wc;2013;81;M;112;ESP;MADERA=Francisco javier;R;BOTTIEAU=Joachim;BEL;0=;1 0= █ █ █;05:00;best 32;best 32;0;300;0;1;0
wc;2013;81;M;111;SWE;PACEK=Robin;L;ZHAKYPOV=Dauletkhan;KAZ;1 0= █ █;0= █ █;05:35;best 32;best 32;0;335;0;1;0
