cat;sex;fid;cntry1;name1;winner;name2;cntry2;score1;score2;time;round;comment;ippon;idr
60;M;66;IND;YADAV=Vijay Kumar;R;MKHEIDZE=Luka; FRA;0= █ █;0=;05:05;Round 2;;0;r2
60;M;65;RUS;MSHVIDOBADZE=Robert;R;YANG=Yung Wei; TPE;0= █ █;0= █;05:55;Round 2;;0;r2
60;M;62;ZAM;PHIRI=Andrew;L;CROES=Isaac; ARU;1 0 0=;0=;01:26;Round 1;;1;r1
60;M;58;MON;SICCARDI=Yann;L;PISCO=Miguel; POR;1 1 0= █;0= █;02:27;Round 1;;1;r1
60;M;53;GUA;MOLINA=Julio;R;KYRGYZBAYEV=Gusman; KAZ;0= █;1 1 0= █;01:44;Round 1;;1;r1
60;M;48;HUN;SZABO=Csaba;L;NOKETI=Nanimatang; KIR;1 0 0=;0=;00:27;Round 1;;1;r1
60;M;35;BOT;SELLO=Edwin;R;JUMAYEV=Hakberdi; TKM;0=;1 0 0= █;01:58;Round 1;;1;r1
60;M;28;ECU;MOROCHO=Steven;R;MANZI=Elios; ITA;0= █ █;0= █ █;05:57;Round 1;;0;r1
60;M;18;KOR;KIM=Won Jin;L;NAZIR BIN=Abdou; MAD;1 0 0=;0= █;02:10;Round 1;;1;r1
60;M;15;UKR;LESIUK=Artem;L;DIOP=Moussa; SEN;1 1 0=;0=;00:40;Round 1;;1;r1
60;M;10;GEO;CHKHVIMIANI=Lukhumi;L;LAI=Yiu Long; HKG;1 1 0=;0= █ █;03:40;Round 1;;1;r1
60;M;2;TPE;YANG=Yung Wei;L;MCKENZIE=Ashley; GBR;1 0=;0= █ █;04:00;Round 1;;0;r1
66;M;131;KOR;KIM=Limhwan;R;MARUYAMA=Joshiro; JPN;0= █;1 1 0=;03:31;Final;;1;r8
66;M;130;MGL;YONDONPERENLEI=Baskhuu;R;VIERU=Denis; MDA;0= █ █;1 0 0= █ █;04:17;Bronze;;1;r8
66;M;129;ITA;LOMBARDO=Manuel;R;ABE=Hifumi; JPN;0= █;1 0 0=;05:40;Bronze;;1;r8
66;M;128;JPN;MARUYAMA=Joshiro;L;ABE=Hifumi; JPN;1 0= █ █;0= █;07:46;Semi-Final;;0;r7
66;M;127;KOR;KIM=Limhwan;L;VIERU=Denis; MDA;1 1 0=;0=;01:51;Semi-Final;;1;r7
66;M;126;EGY;ABDELMAWGOUD=Mohamed;R;YONDONPERENLEI=Baskhuu; MGL;1 0= █ █;0=;03:45;Repechage;;0;r5
66;M;125;UKR;IADOV=Bogdan;R;LOMBARDO=Manuel; ITA;0=;1 1 0=;01:50;Repechage;;1;r5
66;M;124;JPN;ABE=Hifumi;L;YONDONPERENLEI=Baskhuu; MGL;1 0= █;0= █;04:00;Quarter-Final;;0;r6
66;M;123;JPN;MARUYAMA=Joshiro;L;ABDELMAWGOUD=Mohamed; EGY;1 0 0= █;0= █;03:14;Quarter-Final;;1;r6
66;M;122;ITA;LOMBARDO=Manuel;R;VIERU=Denis; MDA;0=;1 0 0=;01:19;Quarter-Final;;1;r6
66;M;121;KOR;KIM=Limhwan;L;IADOV=Bogdan; UKR;1 0 0=;0= █;01:11;Quarter-Final;;1;r6
66;M;120;ISR;FLICKER=Tal;R;YONDONPERENLEI=Baskhuu; MGL;0=;1 0 0= █ █;03:17;Round 4;;1;r4
66;M;119;JPN;ABE=Hifumi;L;MEDVES=Matteo; ITA;1 0 0=;0=;03:24;Round 4;;1;r4
66;M;118;AZE;SHIKHALIZADA=Nijat;R;ABDELMAWGOUD=Mohamed; EGY;1 0=;1 1 0= █;03:29;Round 4;;1;r4
66;M;117;JPN;MARUYAMA=Joshiro;L;NURILLAEV=Sardor; UZB;1 0= █;0= █;04:00;Round 4;;0;r4
66;M;116;MDA;VIERU=Denis;L;WAWRZYCZEK=Patryk; POL;1 0 0= █;0= █ █;02:38;Round 4;;1;r4
66;M;115;ISR;SHMAILOV=Baruch;R;LOMBARDO=Manuel; ITA;1 0= █;1 1 0= █;05:13;Round 4;;1;r4
66;M;114;BRA;CARGNIN=Daniel;R;IADOV=Bogdan; UKR;0=;1 0= █ █;07:39;Round 4;;0;r4
66;M;113;KOR;KIM=Limhwan;L;AKHADOV=Shakhram; UZB;1 0= █;0= █ █;04:00;Round 4;;0;r4
66;M;112;MGL;YONDONPERENLEI=Baskhuu;L;NINIASHVILI=Bagrati; GEO;0= █ █;0= █ █;07:52;Round 3;;0;r3
66;M;111;ISR;FLICKER=Tal;L;MUNGANDU=Steven; ZAM;1 0= █;0= █;04:00;Round 3;;0;r3
66;M;110;BIH;ZADRO=Petar;R;MEDVES=Matteo; ITA;0= █;1 0 0=;02:14;Round 3;;1;r3
66;M;109;JPN;ABE=Hifumi;L;MA=Duanbin; CHN;1 1 0= █;0=;00:39;Round 3;;1;r3
66;M;108;EGY;ABDELMAWGOUD=Mohamed;L;NURKOVIC=Jusuf; MNE;1 1 0=;0= █;02:17;Round 3;;1;r3
66;M;107;AZE;SHIKHALIZADA=Nijat;L;ALTYNBEK UULU=Almaz; KGZ;1 0= █ █;0= █;04:00;Round 3;;0;r3
66;M;106;FRA;LE BLOUCH=Kilian;R;NURILLAEV=Sardor; UZB;0= █;1 0= █ █;06:09;Round 3;;0;r3
66;M;105;JPN;MARUYAMA=Joshiro;L;GOMBOC=Adrian; SLO;1 0 0=;0= █ █;02:46;Round 3;;1;r3
66;M;104;HUN;BOROS=Bence;R;WAWRZYCZEK=Patryk; POL;0=;1 0 0=;01:11;Round 3;;1;r3
66;M;103;MDA;VIERU=Denis;L;PEREZ ROMAN=Daniel; ESP;1 0= █ █;0=;04:00;Round 3;;0;r3
66;M;102;ITA;LOMBARDO=Manuel;L;MINKOU=Dzmitry; BLR;1 0=;0= █ █;04:00;Round 3;;0;r3
66;M;101;ISR;SHMAILOV=Baruch;L;TE=Artur; KGZ;1 0= █;0= █ █;04:00;Round 3;;0;r3
66;M;100;UKR;IADOV=Bogdan;L;BUNCIC=Strahinja; SRB;1 0 0= █;0= █;04:12;Round 3;;1;r3
66;M;99;BRA;CARGNIN=Daniel;L;TEMELKOV=Bozhidar; BUL;1 0= █ █;0= █;04:47;Round 3;;0;r3
66;M;98;UZB;AKHADOV=Shakhram;L;TSAI=Ming Yen; TPE;1 0 0= █ █;0= █;02:46;Round 3;;1;r3
66;M;97;GEO;MARGVELASHVILI=Vazha;R;KIM=Limhwan; KOR;0= █;1 0 0= █;02:02;Round 3;;1;r3
66;M;96;GEO;NINIASHVILI=Bagrati;L;KATZ=Nathan; AUS;1 0=;0= █;04:00;Round 2;;0;r2
66;M;95;MGL;YONDONPERENLEI=Baskhuu;L;AN=Baul; KOR;0= █;0= █ █;09:41;Round 2;;0;r2
66;M;94;ZAM;MUNGANDU=Steven;L;CADET=Gerard; HAI;0= █;0= █ █;03:01;Round 2;;0;r2
66;M;93;ISR;FLICKER=Tal;L;ZANTARAIA=Georgii; UKR;0= █ █;0= █ █;05:28;Round 2;;0;r2
66;M;92;ITA;MEDVES=Matteo;L;POLIAK=Matej; SVK;1 0 0=;0= █;00:48;Round 2;;1;r2
66;M;91;MYA;AUNG ZAYAR=Tun;R;ZADRO=Petar; BIH;0= █;1 1 0= █;02:15;Round 2;;1;r2
66;M;90;MAD;CHAN LING=Janeiro;R;MA=Duanbin; CHN;0=;1 0 0=;01:39;Round 2;;1;r2
66;M;89;JPN;ABE=Hifumi;L;GAITERO MARTIN=Alberto; ESP;1 0 0=;0=;00:33;Round 2;;1;r2
66;M;88;MNE;NURKOVIC=Jusuf;L;MUHAMMAD=HASNAIN; PAK;1 1 0=;0=;02:37;Round 2;;1;r2
66;M;87;EGY;ABDELMAWGOUD=Mohamed;L;EL IDRISSI=Alaa; USA;0=;0= █ █;02:19;Round 2;;0;r2
66;M;86;BLR;SHERSHAN=Dzmitry;R;ALTYNBEK UULU=Almaz; KGZ;0=;1 0= █ █;04:19;Round 2;;0;r2
66;M;85;KAZ;SERIKZHANOV=Yerlan;R;SHIKHALIZADA=Nijat; AZE;1 0=;1 1 0=;04:38;Round 2;;1;r2
66;M;84;UZB;NURILLAEV=Sardor;L;CULLHAJ=Indrit; ALB;1 1 0= █;0= █ █;03:11;Round 2;;1;r2
66;M;83;KSA;ALBASHI=Abdulaziz;R;LE BLOUCH=Kilian; FRA;0= █ █;0= █;01:47;Round 2;;0;r2
66;M;82;MAC;CHEN=Haozheng;R;GOMBOC=Adrian; SLO;0=;1 0 0=;01:37;Round 2;;1;r2
66;M;81;JPN;MARUYAMA=Joshiro;L;PETRIKOV=Pavel; CZE;1 1 0=;0= █;03:59;Round 2;;1;r2
66;M;80;PHI;NAKANO=Shugen;R;WAWRZYCZEK=Patryk; POL;0=;1 1 0=;01:05;Round 2;;1;r2
66;M;79;HUN;BOROS=Bence;L;BURNS=Nathon; IRL;1 0= █ █;0= █;07:12;Round 2;;0;r2
66;M;78;ESP;PEREZ ROMAN=Daniel;L;MAK=Hong nin; HKG;1 0 0=;0= █;00:59;Round 2;;1;r2
66;M;77;MDA;VIERU=Denis;L;MATEO=Wander; DOM;1 0= █;0= █;04:00;Round 2;;0;r2
66;M;76;SLO;JEREB=Andraz;R;MINKOU=Dzmitry; BLR;0= █;1 0 0=;02:03;Round 2;;1;r2
66;M;75;MOZ;LOFORTE=Kevin;R;LOMBARDO=Manuel; ITA;0=;1 0 0=;00:57;Round 2;;1;r2
66;M;74;RUS;PULIAEV=Mikhail;R;TE=Artur; KGZ;0=;1 0 0=;00:51;Round 2;;1;r2
66;M;73;ISR;SHMAILOV=Baruch;L;FAZLI=Abdul Fahim; AFG;1 0 0= █;0= █ █;02:41;Round 2;;1;r2
66;M;72;NIG;ALHASSANE=Ismael;R;BUNCIC=Strahinja; SRB;0= █;1 0 0= █;01:08;Round 2;;1;r2
66;M;71;MAR;BOUSHITA=Abderrahmane;R;IADOV=Bogdan; UKR;0= █;1 1 0=;04:51;Round 2;;1;r2
66;M;70;BUL;TEMELKOV=Bozhidar;L;ZHUMAKANOV=Yeldos; KAZ;0= █ █;0= █ █;01:45;Round 2;;0;r2
66;M;69;BRA;CARGNIN=Daniel;L;SANDAL=Sinan; TUR;1 0 0=;0=;01:07;Round 2;;1;r2
66;M;68;TPE;TSAI=Ming Yen;L;VALOIS=Jacob; CAN;1 0= █ █;0= █;04:00;Round 2;;0;r2
66;M;67;NEP;SHRESTHA=Indra Bahadur;R;AKHADOV=Shakhram; UZB;0= █ █;1 0 0=;03:14;Round 2;;1;r2
66;M;66;KOR;KIM=Limhwan;L;KOSSEKOV=Muhammet; TKM;1 0 0=;0=;01:29;Round 2;;1;r2
66;M;65;GEO;MARGVELASHVILI=Vazha;L;ABELRAHMAN=Ahmed; EGY;1 0 0= █;0=;02:30;Round 2;;1;r2
66;M;63;GEO;NINIASHVILI=Bagrati;L;KABA=Moussa; GUI;1 0 0=;0=;00:50;Round 1;;1;r1
66;M;60;BHU;TSHERING=Kinley;R;CADET=Gerard; HAI;0= █ █;1 0= █ █;04:00;Round 1;;0;r1
66;M;58;UKR;ZANTARAIA=Georgii;L;SANCHO CHINCHILA=Ian; CRC;1 0 0=;0= █ █;01:54;Round 1;;1;r1
66;M;55;ITA;MEDVES=Matteo;L;CRISOSTOMO=Joao; POR;1 0= █;0= █ █;04:38;Round 1;;0;r1
66;M;54;TAN;ABDULLA=Abdulrabi Alawi;R;ZADRO=Petar; BIH;0= █ █;0=;02:20;Round 1;;0;r1
66;M;52;CUB;SOLIS=Osniel;R;MA=Duanbin; CHN;0=;1 0 0=;02:14;Round 1;;1;r1
66;M;50;TJK;ZHABBOROV=Khaiyomiddin;R;GAITERO MARTIN=Alberto; ESP;0= █ █;1 1 0= █;03:30;Round 1;;1;r1
66;M;47;MEX;CASTILLO=Nabor;R;NURKOVIC=Jusuf; MNE;0= █;1 0 0=;02:41;Round 1;;1;r1
66;M;46;VAN;MAHIT=Joe;R;EL IDRISSI=Alaa; USA;0=;1 1 0=;00:26;Round 1;;1;r1
66;M;43;AFG;ARYAN=Mod Reshad;R;SHERSHAN=Dzmitry; BLR;0=;1 0 0=;00:16;Round 1;;1;r1
66;M;42;AZE;SHIKHALIZADA=Nijat;L;NGO XUAN=Quoc; VIE;1 0 0=;0=;00:16;Round 1;;1;r1
66;M;40;ALB;CULLHAJ=Indrit;L;ELIDRISSI=Ayoub; QAT;0= █ █;0= █ █;05:44;Round 1;;0;r1
66;M;36;SLO;GOMBOC=Adrian;L;CHOW=Ka Yau Leon Taylor; HKG;1 0 0=;0= █;02:04;Round 1;;1;r1
66;M;34;CZE;PETRIKOV=Pavel;L;SAINI=Jasleen Singh; IND;1 0 0= █ █;0= █;02:03;Round 1;;1;r1
66;M;32;POL;WAWRZYCZEK=Patryk;L;CESAR=Diogo; GBS;1 0= █;0=;04:00;Round 1;;0;r1
66;M;30;POR;OLEINIC=Sergiu;R;BURNS=Nathon; IRL;0= █ █;1 0=;05:00;Round 1;;0;r1
66;M;27;KUW;ALENEZI=Hamad;R;PEREZ ROMAN=Daniel; ESP;0=;1 0 0=;00:48;Round 1;;1;r1
66;M;26;BOT;MOGOPA=Gavin;R;MATEO=Wander; DOM;0= █ █;1 0 0=;02:21;Round 1;;1;r1
66;M;24;BEL;VAN GANSBEKE=Kenneth;R;MINKOU=Dzmitry; BLR;0= █ █;1 1 0=;03:23;Round 1;;1;r1
66;M;20;VIE;NGUYEN=Hai Ba;R;TE=Artur; KGZ;0= █;1 0 0=;01:25;Round 1;;1;r1
66;M;18;AFG;FAZLI=Abdul Fahim;L;MWENDA=Thomas; TAN;1 0= █ █;0= █ █;03:29;Round 1;;0;r1
66;M;16;THA;PUNTANAM=Surasak;R;BUNCIC=Strahinja; SRB;0= █ █;0= █;01:53;Round 1;;0;r1
66;M;11;PER;POSTIGOS=Juan;R;TEMELKOV=Bozhidar; BUL;0=;1 0 0= █;03:05;Round 1;;1;r1
66;M;10;TUR;SANDAL=Sinan;L;KUKU=Rodrick; COD;1 0 0=;0=;02:03;Round 1;;1;r1
66;M;8;CAN;VALOIS=Jacob;L;KAIRABI=John Nderitu; KEN;1 0 0=;0=;01:06;Round 1;;1;r1
66;M;6;UZB;AKHADOV=Shakhram;L;TOLINANTENAINA=MARCO LEBRUN; MAD;1 1 0=;0=;01:22;Round 1;;1;r1
66;M;3;GER;SEIDL=Sebastian;R;KIM=Limhwan; KOR;0=;1 0= █;04:47;Round 1;;0;r1
66;M;2;ARG;ALMOG=Tal;R;ABELRAHMAN=Ahmed; EGY;1 0=;1 0 0= █ █;02:50;Round 1;;1;r1
73;M;131;AZE;ORUJOV=Rustam;R;ONO=Shohei; JPN;0=;1 0 0= █;01:15;Final;;1;r8
73;M;130;TJK;MAKHMADBEKOV=Somon;R;HEYDAROV=Hidayat; AZE;0= █ █;1 0= █ █;11:45;Bronze;;0;r8
73;M;129;TJK;KHOJAZODA=Behruzi;R;IARTCEV=Denis; RUS;0= █ █;1 0= █ █;04:00;Bronze;;0;r8
73;M;128;JPN;ONO=Shohei;L;IARTCEV=Denis; RUS;1 1 0=;0= █;03:46;Semi-Final;;1;r7
73;M;127;AZE;ORUJOV=Rustam;L;HEYDAROV=Hidayat; AZE;1 0= █ █;0= █ █;04:00;Semi-Final;;0;r7
73;M;126;TUR;CILOGLU=Bilal;R;MAKHMADBEKOV=Somon; TJK;0= █ █;0= █;04:33;Repechage;;0;r5
73;M;125;ISR;BUTBUL=Tohar;R;KHOJAZODA=Behruzi; TJK;0=;1 1 0=;01:49;Repechage;;1;r5
73;M;124;TJK;MAKHMADBEKOV=Somon;R;IARTCEV=Denis; RUS;0= █;1 0= █;04:23;Quarter-Final;;0;r6
73;M;123;JPN;ONO=Shohei;L;CILOGLU=Bilal; TUR;1 0 0= █;0= █;03:33;Quarter-Final;;1;r6
73;M;122;AZE;HEYDAROV=Hidayat;L;KHOJAZODA=Behruzi; TJK;1 0= █ █;0= █ █;06:21;Quarter-Final;;0;r6
73;M;121;AZE;ORUJOV=Rustam;L;BUTBUL=Tohar; ISR;1 0= █;0= █;04:00;Quarter-Final;;0;r6
73;M;120;RUS;IARTCEV=Denis;L;CHAINE=Guillaume; FRA;1 1 0=;0= █;03:53;Round 4;;1;r4
73;M;119;TJK;MAKHMADBEKOV=Somon;L;NUNES DOS SANTOS=Claudio; LUX;0=;0= █ █;04:11;Round 4;;0;r4
73;M;118;MGL;GANBAATAR=Odbayar;R;CILOGLU=Bilal; TUR;0= █ █;0= █;05:14;Round 4;;0;r4
73;M;117;GEO;SHAVDATUASHVILI=Lasha;R;ONO=Shohei; JPN;0=;1 0 0=;01:43;Round 4;;1;r4
73;M;116;TJK;KHOJAZODA=Behruzi;L;SAIYINJIRIGALA=; CHN;1 0= █ █;0= █ █;04:00;Round 4;;0;r4
73;M;115;AZE;HEYDAROV=Hidayat;L;HAM=Eric; GBR;1 0 0=;0= █;03:32;Round 4;;1;r4
73;M;114;ISR;BUTBUL=Tohar;L;BASILE=Fabio; ITA;0=;0= █ █;07:39;Round 4;;0;r4
73;M;113;AZE;ORUJOV=Rustam;L;GABUN=Constantin; CAN;1 1 0=;1 0=;04:57;Round 4;;1;r4
73;M;112;FRA;CHAINE=Guillaume;L;DIALLO=Lucas; BUR;0=;0= █ █;02:07;Round 3;;0;r3
73;M;111;CAN;MARGELIDON=Arthur;R;IARTCEV=Denis; RUS;0=;1 0 0=;02:33;Round 3;;1;r3
73;M;110;LUX;NUNES DOS SANTOS=Claudio;L;JECMINEK=Jakub; CZE;1 0= █ █;0= █;04:00;Round 3;;0;r3
73;M;109;TJK;MAKHMADBEKOV=Somon;L;STERPU=Victor; MDA;1 0 0=;0=;01:28;Round 3;;1;r3
73;M;108;ITA;ESPOSITO=Giovanni;R;CILOGLU=Bilal; TUR;0= █ █;0=;03:22;Round 3;;0;r3
73;M;107;MGL;GANBAATAR=Odbayar;L;MOHYELDIN=Mohamed; EGY;1 1 0= █;0= █ █;03:03;Round 3;;1;r3
73;M;106;JPN;ONO=Shohei;L;EYAL SLMAN=Younis; JOR;1 0 0=;0= █ █;01:11;Round 3;;1;r3
73;M;105;GEO;SHAVDATUASHVILI=Lasha;L;SCVORTOV=Victor; UAE;1 1 0= █ █;0= █ █;03:18;Round 3;;1;r3
73;M;104;MEX;CARDOSO=Gilberto;R;SAIYINJIRIGALA=; CHN;0= █;1 1 0= █;02:21;Round 3;;1;r3
73;M;103;KOS;GJAKOVA=Akil;R;KHOJAZODA=Behruzi; TJK;0= █ █;1 0 0= █ █;03:07;Round 3;;1;r3
73;M;102;ROU;RAICU=Alexandru;R;HAM=Eric; GBR;0= █ █;0= █;05:01;Round 3;;0;r3
73;M;101;AZE;HEYDAROV=Hidayat;L;MOGUSHKOV=Musa; RUS;1 0= █ █;0=;04:00;Round 3;;0;r3
73;M;100;AUT;REITER=Lukas;R;BASILE=Fabio; ITA;0=;1 0= █;04:00;Round 3;;0;r3
73;M;99;ISR;BUTBUL=Tohar;L;NOURINE=Fethi; ALG;1 0 0=;0=;00:00;Round 3;;1;r3
73;M;98;CAN;GABUN=Constantin;L;MROWCZYNSKI=Wiktor; POL;1 0 0=;0=;02:06;Round 3;;1;r3
73;M;97;AZE;ORUJOV=Rustam;L;MARKARIAN=Georgios; GRE;1 0= █;0= █ █;02:08;Round 3;;0;r3
73;M;95;MAR;EL MEZIATI=Ahmed;R;CHAINE=Guillaume; FRA;0= █;1 0 0= █ █;04:37;Round 2;;1;r2
73;M;94;RUS;IARTCEV=Denis;L;ALBALI=Abdulelah; KSA;1 0 0=;0=;00:42;Round 2;;1;r2
73;M;93;CAN;MARGELIDON=Arthur;L;QING=Daga; CHN;1 0= █ █;0= █ █;07:08;Round 2;;0;r2
73;M;92;CRC;SANCHO=Julian;R;JECMINEK=Jakub; CZE;0=;1 0 0=;00:23;Round 2;;1;r2
73;M;91;GHA;NARTEY=Emmanuel;R;NUNES DOS SANTOS=Claudio; LUX;0= █ █;1 0= █;04:34;Round 2;;0;r2
73;M;90;SUI;STUMP=Nils;R;STERPU=Victor; MDA;0=;1 1 0=;02:50;Round 2;;1;r2
73;M;89;SWE;MACIAS=Tommy;R;MAKHMADBEKOV=Somon; TJK;0=;1 0 0= █;02:02;Round 2;;1;r2
73;M;88;TUR;CILOGLU=Bilal;L;TRIKOMITIS=Christos; CYP;0=;0= █ █;01:49;Round 2;;0;r2
73;M;87;GRE;AZOIDIS=Georgios;R;ESPOSITO=Giovanni; ITA;1 0= █;1 1 0= █ █;03:46;Round 2;;1;r2
73;M;86;EGY;MOHYELDIN=Mohamed;L;TURAEV=Khikmatillokh; UZB;1 1 0= █;0= █;04:00;Round 2;;1;r2
73;M;85;MGL;GANBAATAR=Odbayar;L;NAKANO=Keisei; PHI;1 1 0= █;0= █ █;03:08;Round 2;;1;r2
73;M;84;IJF;ALIKAJ=Ahmad;R;EYAL SLMAN=Younis; JOR;0=;1 1 0=;01:39;Round 2;;1;r2
73;M;83;HUN;UNGVARI=Miklos;R;ONO=Shohei; JPN;0= █;1 0 0=;01:05;Round 2;;1;r2
73;M;82;UAE;SCVORTOV=Victor;L;DELPOPOLO=Nicholas; USA;1 0 0=;0= █;02:22;Round 2;;1;r2
73;M;81;GEO;SHAVDATUASHVILI=Lasha;L;KNOESTER=Calvin; AUS;1 1 0=;0= █;02:27;Round 2;;1;r2
73;M;80;KSA;HAMAD=Sulaiman;R;SAIYINJIRIGALA=; CHN;0= █ █;1 0 0=;04:14;Round 2;;1;r2
73;M;79;PER;WONG=Alonso;R;CARDOSO=Gilberto; MEX;0= █;1 0 0=;01:23;Round 2;;1;r2
73;M;78;TJK;KHOJAZODA=Behruzi;L;ESTRADA=Magdiel; CUB;0= █;0= █ █;07:14;Round 2;;0;r2
73;M;77;KOS;GJAKOVA=Akil;L;WANDTKE=Igor; GER;1 1 0=;0= █ █;02:56;Round 2;;1;r2
73;M;76;UKR;KHOMULA=Artem;R;HAM=Eric; GBR;0=;1 0 0=;01:27;Round 2;;1;r2
73;M;75;USA;TURNER=Alexander;R;RAICU=Alexandru; ROU;0= █ █;1 0 0=;01:56;Round 2;;1;r2
73;M;74;SRI;REPIYALLAGE=Chamara;R;MOGUSHKOV=Musa; RUS;0=;1 0 0=;00:32;Round 2;;1;r2
73;M;73;AZE;HEYDAROV=Hidayat;L;SZABO=Frigyes; HUN;0=;0= █ █;03:49;Round 2;;0;r2
73;M;72;DJI;HOUSSEIN=Aden-Alexandre;R;BASILE=Fabio; ITA;0= █ █;0=;05:09;Round 2;;0;r2
73;M;71;AUT;REITER=Lukas;L;BADAWI=Fares; IJF;1 0 0=;0= █;02:02;Round 2;;1;r2
73;M;69;ISR;BUTBUL=Tohar;L;SMAGULOV=Zhansay; KAZ;1 0= █;0= █ █;04:14;Round 2;;0;r2
73;M;68;HKG;LEE=Kwok Wing;R;MROWCZYNSKI=Wiktor; POL;0= █;1 1 0=;03:03;Round 2;;1;r2
73;M;66;GRE;MARKARIAN=Georgios;L;NJIE=Faye; GAM;1 0 0= █;0= █;00:59;Round 2;;1;r2
73;M;65;AZE;ORUJOV=Rustam;L;SHOKA=Vadzim; BLR;1 0=;0= █ █;04:31;Round 2;;0;r2
73;M;62;EST;PERTELSON=Oscar;R;CHAINE=Guillaume; FRA;0= █;1 0 0= █;01:42;Round 1;;1;r1
73;M;60;KSA;ALBALI=Abdulelah;L;WANGCHUK=Tandin; BHU;0=;0= █ █;03:37;Round 1;;0;r1
73;M;58;MOZ;SIQUIR=Ayton;R;QING=Daga; CHN;0=;1 1 0=;00:50;Round 1;;1;r1
73;M;56;CZE;JECMINEK=Jakub;L;AYASH=Ahmed; YEM;1 0 0=;0=;00:41;Round 1;;1;r1
73;M;54;KGZ;AMANOV=Ishen;R;NUNES DOS SANTOS=Claudio; LUX;0=;1 0= █ █;04:00;Round 1;;0;r1
73;M;51;GER;ZINGG=Anthony;R;STUMP=Nils; SUI;0=;1 0 0= █;03:01;Round 1;;1;r1
73;M;50;TJK;MAKHMADBEKOV=Somon;L;MENDES=Magner; CPV;1 0 0=;0=;00:28;Round 1;;1;r1
73;M;47;TUR;CILOGLU=Bilal;L;HOJAK=Martin; SLO;1 1 0=;0= █;03:58;Round 1;;1;r1
73;M;43;EGY;MOHYELDIN=Mohamed;L;FERNANDES=Jorge; POR;1 0=;0= █;04:44;Round 1;;0;r1
73;M;42;PHI;NAKANO=Keisei;L;VILLAMAYOR=Luis; PAR;1 1 0=;0=;02:36;Round 1;;1;r1
73;M;40;JOR;EYAL SLMAN=Younis;L;HAJ KADOUR=Abd al salam; SYR;1 0=;0= █;04:00;Round 1;;0;r1
73;M;37;MEX;ARAUJO=Eduardo;R;UNGVARI=Miklos; HUN;0= █ █;0=;04:51;Round 1;;0;r1
73;M;34;SEN;DIOP=Tidiane;R;KNOESTER=Calvin; AUS;0=;1 1 0=;01:41;Round 1;;1;r1
73;M;32;ARM;KARAPETIAN=Ferdinand;R;SAIYINJIRIGALA=; CHN;0= █ █;0= █;05:40;Round 1;;0;r1
73;M;30;MON;BESSI=Cedric;R;CARDOSO=Gilberto; MEX;0=;1 0 0=;01:25;Round 1;;1;r1
73;M;27;MGL;TSEND-OCHIR=Tsogtbaatar;R;KHOJAZODA=Behruzi; TJK;0=;1 0 0= █;02:24;Round 1;;1;r1
73;M;26;TAN;MLUGU=Andrew Thomas;R;WANDTKE=Igor; GER;0= █;1 1 0=;02:53;Round 1;;1;r1
73;M;23;TKM;ARZIKULOV=Mominjan;R;KHOMULA=Artem; UKR;0=;1 0 0=;01:17;Round 1;;1;r1
73;M;22;BOT;LEBANG=Thato;R;RAICU=Alexandru; ROU;0=;1 0 0=;01:08;Round 1;;1;r1
73;M;18;VIE;NGUYEN TAN=Cong;R;SZABO=Frigyes; HUN;0=;1 1 0=;01:01;Round 1;;1;r1
73;M;15;DJI;HOUSSEIN=Aden-Alexandre;L;SALIM=Husain; KUW;1 1 0=;0=;00:31;Round 1;;1;r1
73;M;13;AUT;REITER=Lukas;L;VAN TICHELT=Dirk; BEL;1 1 0=;0= █;02:03;Round 1;;1;r1
73;M;12;ALG;NOURINE=Fethi;L;METELLUS=Philippe Abel; HAI;1 0 0=;0=;01:55;Round 1;;1;r1
73;M;8;POL;MROWCZYNSKI=Wiktor;L;QUIFUCUSSA=Acacio; ANG;1 0 0= █;0= █ █;04:47;Round 1;;1;r1
73;M;6;SAM;TAI TIN=William;R;GABUN=Constantin; CAN;0=;1 1 0=;00:42;Round 1;;1;r1
73;M;2;BLR;SHOKA=Vadzim;L;SARAIVA=Nuno; POR;1 0= █;0=;04:00;Round 1;;0;r1
81;M;131;BEL;CASSE=Matthias;R;MUKI=Sagi; ISR;0=;1 1 0=;02:39;Final;;1;r8
81;M;130;GEO;MAISURADZE=Luka;L;MOLLAEI=Saeid; IRI;1 1 0= █ █;0= █;03:13;Bronze;;1;r8
81;M;129;CAN;VALOIS-FORTIER=Antoine;L;ABDELAAL=Mohamed; EGY;1 0= █ █;0=;04:00;Bronze;;0;r8
81;M;128;ISR;MUKI=Sagi;L;ABDELAAL=Mohamed; EGY;1 0= █ █;0= █;04:00;Semi-Final;;0;r7
81;M;127;IRI;MOLLAEI=Saeid;R;CASSE=Matthias; BEL;0= █ █;1 0 0=;06:27;Semi-Final;;1;r7
81;M;126;UZB;BOLTABOEV=Sharofiddin;R;MAISURADZE=Luka; GEO;1 0= █;1 1 0= █;04:55;Repechage;;1;r5
81;M;125;CAN;VALOIS-FORTIER=Antoine;L;RESSEL=Dominic; GER;1 1 0=;0=;02:40;Repechage;;1;r5
81;M;124;EGY;ABDELAAL=Mohamed;L;MAISURADZE=Luka; GEO;1 1 0= █ █;0=;03:49;Quarter-Final;;1;r6
