cat;sex;fid;cntry1;name1;winner;name2;cntry2;score1;score2;time;round;comment;ippon;idr
63;F;22;BRA;CASTILHOS=Alexia;R;BOLD=Gankhaich; MGL;0=;1 1 0= █;03:38;Round 1;;1;r1
63;F;20;CPV;BILLIET=Sandrine;R;RENSHALL=Lucy; GBR;0= █;1 0 0= █;02:11;Round 1;;1;r1
63;F;16;ITA;GWEND=Edwige;L;KANERVA=Emilia; FIN;1 0 0=;0=;02:25;Round 1;;1;r1
63;F;14;MAC;TANG=Lai Man;R;NOMENJANAHARY=Damiella; MAD;0=;1 0 0= █;01:24;Round 1;;1;r1
63;F;12;CHN;TANG=Jing;L;TALACH-GAST=Karolina; POL;1 0 0=;0= █;03:05;Round 1;;1;r1
63;F;10;SEN;FAYE=Anna Siga;R;QUADROS=Ketleyn; BRA;0=;1 0 0=;00:09;Round 1;;1;r1
63;F;8;TPE;LIAO=Yu-Jung;L;GALLES=Alisha; USA;1 1 0= █;0=;01:32;Round 1;;1;r1
63;F;6;ISR;SHARIR=Gili;L;BALDORJ=Mungunchimeg; MGL;1 1 0= █ █;0= █ █;03:30;Round 1;;1;r1
63;F;2;GBR;SCHLESINGER=Alice;L;BELKADI=Amina; ALG;1 0 0=;0=;00:20;Round 1;;1;r1
70;F;67;POR;TIMO=Barbara;R;GAHIE=Marie Eve; FRA;0=;1 0 0=;00:46;Final;;1;r8
70;F;66;SWE;BERNHOLM=Anna;R;PINOT=Margaux; FRA;0= █;1 0 0=;01:21;Bronze;;1;r8
70;F;65;AUT;POLLERES=Michaela;R;CONWAY=Sally; GBR;1 0=;1 1 0=;02:14;Bronze;;1;r8
70;F;64;FRA;GAHIE=Marie Eve;L;CONWAY=Sally; GBR;1 0 0=;0= █;01:15;Semi-Final;;1;r7
70;F;63;POR;TIMO=Barbara;L;PINOT=Margaux; FRA;1 0 0= █;0=;00:53;Semi-Final;;1;r7
70;F;62;PUR;PEREZ=Maria;R;BERNHOLM=Anna; SWE;0= █ █;0= █ █;02:58;Repechage;;0;r5
70;F;61;NED;VAN DIJKE=Sanne;R;POLLERES=Michaela; AUT;0= █ █;1 0 0=;06:58;Repechage;;1;r5
70;F;60;SWE;BERNHOLM=Anna;R;CONWAY=Sally; GBR;0=;1 0=;04:00;Quarter-Final;;0;r6
70;F;59;FRA;GAHIE=Marie Eve;L;PEREZ=Maria; PUR;1 0=;0=;04:00;Quarter-Final;;0;r6
70;F;58;AUT;POLLERES=Michaela;R;PINOT=Margaux; FRA;0= █;1 0= █;04:00;Quarter-Final;;0;r6
70;F;57;POR;TIMO=Barbara;L;VAN DIJKE=Sanne; NED;0= █ █;0= █ █;06:20;Quarter-Final;;0;r6
70;F;56;GBR;CONWAY=Sally;L;SCOCCIMARRO=Giovanna; GER;1 1 0= █;1 0=;06:09;Round 3;;1;r3
70;F;55;SWE;BERNHOLM=Anna;L;ALVEAR=Yuri; COL;1 1 0=;0=;04:00;Round 3;;1;r3
70;F;54;PUR;PEREZ=Maria;L;POLLING=Kim; NED;0=;0=;00:16;Round 3;;0;r3
70;F;53;FRA;GAHIE=Marie Eve;L;YOU=Jeyoung; KOR;1 1 0=;0=;01:37;Round 3;;1;r3
70;F;52;BRA;PORTELA=Maria;R;PINOT=Margaux; FRA;0= █ █;1 0= █;04:44;Round 3;;0;r3
70;F;51;AUT;POLLERES=Michaela;L;BERNABEU=Maria; ESP;1 0 0=;0=;01:45;Round 3;;1;r3
70;F;50;NED;VAN DIJKE=Sanne;L;COUGHLAN=Aoife; AUS;1 1 0=;0= █ █;03:48;Round 3;;1;r3
70;F;49;JPN;ARAI=Chizuru;R;TIMO=Barbara; POR;0= █;1 0= █ █;04:00;Round 3;;0;r3
70;F;48;GER;SCOCCIMARRO=Giovanna;L;SOOK=Emilie; DEN;1 1 0= █;0= █;01:22;Round 2;;1;r2
70;F;47;GBR;CONWAY=Sally;L;MATNIYAZOVA=Gulnoza; UZB;1 1 0= █;1 0=;02:11;Round 2;;1;r2
70;F;46;COL;ALVEAR=Yuri;L;TAKAYAWA=Shanice; FIJ;1 1 0=;0=;00:31;Round 2;;1;r2
70;F;45;SWE;BERNHOLM=Anna;L;RODRIGUEZ=Elvismar; VEN;1 1 0= █;0=;02:22;Round 2;;1;r2
70;F;44;CHN;SUN=Xiaoqian;R;POLLING=Kim; NED;0=;1 1 0=;00:21;Round 2;;1;r2
70;F;43;PUR;PEREZ=Maria;L;WILLEMS=Gabriella; BEL;1 0 0= █;0= █;03:43;Round 2;;1;r2
70;F;42;PHI;TAKAHASHI=Mariya;R;YOU=Jeyoung; KOR;0= █ █;1 0= █ █;04:00;Round 2;;0;r2
70;F;41;FRA;GAHIE=Marie Eve;L;TELTSIDOU=Elisavet; GRE;1 1 0=;0=;00:54;Round 2;;1;r2
70;F;40;FRA;PINOT=Margaux;L;HOWELL=Gemma; GBR;0= █;0= █ █;03:26;Round 2;;0;r2
70;F;39;BRA;PORTELA=Maria;L;MATIC=Barbara; CRO;1 1 0= █;0= █;01:45;Round 2;;1;r2
70;F;38;POL;POGORZELEC=Daria;R;BERNABEU=Maria; ESP;0= █ █;0=;03:44;Round 2;;0;r2
70;F;37;AUT;POLLERES=Michaela;L;FLETCHER=Megan; IRL;1 1 0= █;0=;02:24;Round 2;;1;r2
70;F;36;CMR;ARREY SOPHINA=Ayuk Otay;R;COUGHLAN=Aoife; AUS;0= █ █;1 1 0= █;03:35;Round 2;;1;r2
70;F;35;NED;VAN DIJKE=Sanne;L;CORTES ALDAMA=Onix; CUB;1 0 0=;0= █ █;02:39;Round 2;;1;r2
70;F;34;POR;TIMO=Barbara;L;TAEYMANS=Roxane; BEL;1 0 0=;0=;01:09;Round 2;;1;r2
70;F;33;JPN;ARAI=Chizuru;L;NIANG=Assmaa; MAR;1 0 0=;0=;01:03;Round 2;;1;r2
70;F;31;POL;WROBLEWSKA=Eliza;R;SCOCCIMARRO=Giovanna; GER;0=;1 0 0=;00:45;Round 1;;1;r1
70;F;30;TUN;LANDOLSI=Nihel;R;MATNIYAZOVA=Gulnoza; UZB;0=;1 0 0=;01:05;Round 1;;1;r1
70;F;27;COL;ALVEAR=Yuri;L;NARYNOVA=Moldir; KAZ;1 0 0=;0= █;01:39;Round 1;;1;r1
70;F;26;VEN;RODRIGUEZ=Elvismar;L;RODRIGUEZ=Sara; ESP;1 0 0=;0=;00:25;Round 1;;1;r1
70;F;23;TPE;SHANG=Liu-Yu;R;SUN=Xiaoqian; CHN;0= █ █;0= █;05:35;Round 1;;0;r1
70;F;22;BEL;WILLEMS=Gabriella;L;CHOUDHARY=Garima; IND;0=;0= █ █;01:44;Round 1;;0;r1
70;F;20;KOR;YOU=Jeyoung;L;BELLANDI=Alice; ITA;1 0= █ █;0= █ █;08:48;Round 1;;0;r1
70;F;18;CHA;MEMNELOUM=Demos;R;TELTSIDOU=Elisavet; GRE;0=;1 0 0=;01:37;Round 1;;1;r1
70;F;15;KEN;KANA=Dianah;R;PINOT=Margaux; FRA;0=;1 0 0=;00:52;Round 1;;1;r1
70;F;14;GER;BOEHM=Alina;R;MATIC=Barbara; CRO;0= █ █;0= █;03:58;Round 1;;0;r1
70;F;10;GAB;AGONO WORA=Karene;R;FLETCHER=Megan; IRL;0= █ █;1 0 0= █;02:49;Round 1;;1;r1
70;F;8;AUS;COUGHLAN=Aoife;L;HASANLI=Gunel; AZE;1 0=;0= █ █;04:00;Round 1;;0;r1
70;F;6;CUB;CORTES ALDAMA=Onix;L;THONGSRI=Surattana; THA;0= █;0= █ █;02:41;Round 1;;0;r1
70;F;3;POR;TIMO=Barbara;L;TSERENDULAM=Enkhchimeg; MGL;1 1 0=;0=;01:08;Round 1;;1;r1
70;F;2;JAM;DRYSDALE DALEY=Ebony;R;NIANG=Assmaa; MAR;0= █ █;1 0= █;03:21;Round 1;;0;r1
78;F;67;FRA;MALONGA=Madeleine;L;HAMADA=Shori; JPN;1 1 0= █;0= █;02:22;Final;;1;r8
78;F;66;POR;SAMPAIO=Patricia;R;AGUIAR=Mayra; BRA;0= █;1 0 0=;01:17;Bronze;;1;r8
78;F;65;KOS;KUKA=Loriana;L;APOTEKAR=Klara; SLO;1 1 0= █;0=;03:20;Bronze;;1;r8
78;F;64;SLO;APOTEKAR=Klara;R;HAMADA=Shori; JPN;0=;1 0 0=;00:46;Semi-Final;;1;r7
78;F;63;BRA;AGUIAR=Mayra;R;MALONGA=Madeleine; FRA;0= █;1 0 0=;02:42;Semi-Final;;1;r7
78;F;62;CHN;MA=Zhenzhao;R;SAMPAIO=Patricia; POR;0=;1 0 0=;00:00;Repechage;;1;r5
78;F;61;KOS;KUKA=Loriana;L;POWELL=Natalie; GBR;1 0 0=;0= █ █;04:27;Repechage;;1;r5
78;F;60;JPN;HAMADA=Shori;L;SAMPAIO=Patricia; POR;1 0 0=;0=;01:04;Quarter-Final;;1;r6
78;F;59;CHN;MA=Zhenzhao;R;APOTEKAR=Klara; SLO;0= █ █;0= █;03:32;Quarter-Final;;0;r6
78;F;58;FRA;MALONGA=Madeleine;L;POWELL=Natalie; GBR;1 1 0=;0=;01:20;Quarter-Final;;1;r6
78;F;57;BRA;AGUIAR=Mayra;L;KUKA=Loriana; KOS;1 0 0= █ █;0= █;03:38;Quarter-Final;;1;r6
78;F;56;NED;VERKERK=Marhinde;R;SAMPAIO=Patricia; POR;0= █ █;1 0 0= █ █;08:55;Round 3;;1;r3
78;F;55;JPN;HAMADA=Shori;L;BERGER=Sophie; BEL;1 0 0=;0=;00:41;Round 3;;1;r3
78;F;54;SLO;APOTEKAR=Klara;L;YOON=Hyunji; KOR;1 1 0= █;1 0= █;03:27;Round 3;;1;r3
78;F;53;CHN;MA=Zhenzhao;L;GRAF=Bernadette; AUT;1 0 0= █ █;0=;04:49;Round 3;;1;r3
78;F;52;GBR;POWELL=Natalie;L;ANTOMARCHI=Kaliema; CUB;1 0= █ █;0= █;04:00;Round 3;;0;r3
78;F;51;FRA;MALONGA=Madeleine;L;CHALA=Vanessa; ECU;1 0 0= █ █;0= █ █;02:26;Round 3;;1;r3
78;F;50;KOS;KUKA=Loriana;L;CANTERO=Lucia; ARG;1 1 0=;0=;01:25;Round 3;;1;r3
78;F;49;BRA;AGUIAR=Mayra;L;MAZOUZ=Sarah-Myriam; GAB;1 0 0=;0=;00:16;Round 3;;1;r3
78;F;48;POR;SAMPAIO=Patricia;L;PEKOVIC=Jovana; MNE;1 0 0=;1 0= █;03:53;Round 2;;1;r2
78;F;47;NED;VERKERK=Marhinde;L;PAPADAKIS=Nefeli; USA;1 0=;0= █ █;04:25;Round 2;;0;r2
78;F;46;BEL;BERGER=Sophie;L;BABINTSEVA=Aleksandra; RUS;1 0 0= █;0= █;05:20;Round 2;;1;r2
78;F;45;JPN;HAMADA=Shori;L;CARDENAS=Liliana; MEX;1 1 0=;0=;03:21;Round 2;;1;r2
78;F;44;MGL;OTGON=Munkhtsetseg;R;YOON=Hyunji; KOR;1 0= █;1 1 0= █ █;05:34;Round 2;;1;r2
78;F;43;GER;WAGNER=Anna Maria;R;APOTEKAR=Klara; SLO;0= █ █;1 0=;07:16;Round 2;;0;r2
78;F;42;THA;OEDA=Ikumi;R;GRAF=Bernadette; AUT;0= █;1 0 0= █;01:27;Round 2;;1;r2
78;F;41;NED;STEENHUIS=Guusje;R;MA=Zhenzhao; CHN;0=;1 0= █;04:00;Round 2;;0;r2
78;F;40;CUB;ANTOMARCHI=Kaliema;L;CHEN=Fei; CHN;1 0 0= █ █;0= █ █;03:56;Round 2;;1;r2
78;F;39;GBR;POWELL=Natalie;L;BRENES=Diana; CRC;1 0 0=;0=;00:42;Round 2;;1;r2
78;F;38;ALG;OUALLAL=Kaouthar;R;CHALA=Vanessa; ECU;0=;1 0 0=;00:44;Round 2;;1;r2
78;F;37;FRA;MALONGA=Madeleine;L;LEE=Jeongyun; KOR;1 0 0=;0=;00:58;Round 2;;1;r2
78;F;36;ARG;CANTERO=Lucia;L;LEON=Karen; VEN;1 0= █;0=;04:00;Round 2;;0;r2
78;F;35;GER;MALZAHN=Luise;R;KUKA=Loriana; KOS;0= █ █;1 0= █ █;07:17;Round 2;;0;r2
78;F;33;BRA;AGUIAR=Mayra;L;RAMIREZ=Yahima; POR;1 1 0=;0=;00:15;Round 2;;1;r2
78;F;31;TPE;HSU WANG=Shu Huei;R;SAMPAIO=Patricia; POR;0=;1 1 0=;01:17;Round 1;;1;r1
78;F;26;MEX;CARDENAS=Liliana;L;PACUT=Beata; POL;0= █ █;0= █ █;06:53;Round 1;;0;r1
78;F;22;SLO;APOTEKAR=Klara;L;BRANSER=Marie; COD;1 0 0=;0= █;02:43;Round 1;;1;r1
78;F;18;CHN;MA=Zhenzhao;L;PRODAN=Karla; CRO;1 0 0=;0=;00:50;Round 1;;1;r1
78;F;14;CRC;BRENES=Diana;L;SNYMAN=Unelle; RSA;1 0= █ █;0= █;04:00;Round 1;;0;r1
78;F;10;KOR;LEE=Jeongyun;L;SHMELEVA=Antonina; RUS;1 1 0=;1 0=;04:12;Round 1;;1;r1
78;F;4;GAB;MAZOUZ=Sarah-Myriam;L;SYLLA=Mamadama; GUI;1 0 0= █ █;0= █;01:43;Round 1;;1;r1
178;F;67;CUB;ORTIZ=Idalys;R;SONE=Akira; JPN;0= █ █;0= █ █;08:09;Final;;0;r8
178;F;66;JPN;ASAHINA=Sarah;L;ALTHEMAN=Maria Suelen; BRA;1 0 0=;0= █;03:55;Bronze;;1;r8
178;F;65;BRA;SOUZA=Beatriz;R;SAYIT=Kayra; TUR;0= █;1 1 0= █;02:51;Bronze;;1;r8
178;F;64;TUR;SAYIT=Kayra;R;SONE=Akira; JPN;0=;1 1 0=;00:11;Semi-Final;;1;r7
178;F;63;CUB;ORTIZ=Idalys;L;ALTHEMAN=Maria Suelen; BRA;1 0= █;0= █ █;04:30;Semi-Final;;0;r7
178;F;62;JPN;ASAHINA=Sarah;L;CERIC=Larisa; BIH;1 0 0= █;0=;02:18;Repechage;;1;r5
178;F;61;BRA;SOUZA=Beatriz;L;KINDZERSKA=Iryna; AZE;1 1 0= █;0=;03:19;Repechage;;1;r5
178;F;60;BIH;CERIC=Larisa;R;SONE=Akira; JPN;0= █ █;0=;03:41;Quarter-Final;;0;r6
178;F;59;JPN;ASAHINA=Sarah;R;SAYIT=Kayra; TUR;0= █ █;0=;03:44;Quarter-Final;;0;r6
178;F;58;BRA;ALTHEMAN=Maria Suelen;L;KINDZERSKA=Iryna; AZE;1 1 0= █;0= █;02:08;Quarter-Final;;1;r6
178;F;57;CUB;ORTIZ=Idalys;L;SOUZA=Beatriz; BRA;2 0 0=;0= █;03:47;Quarter-Final;;0;r6
178;F;56;JPN;SONE=Akira;L;VELENSEK=Anamari; SLO;1 0 0= █;0= █ █;04:22;Round 3;;1;r3
178;F;55;BIH;CERIC=Larisa;L;TARASOVA=Galyna; UKR;0= █;0= █ █;03:03;Round 3;;0;r3
178;F;54;BLR;SLUTSKAYA=Maryna;R;SAYIT=Kayra; TUR;0= █ █;0= █ █;04:29;Round 3;;0;r3
178;F;53;JPN;ASAHINA=Sarah;L;ZABIC=Milica; SRB;1 0 0= █ █;0= █;03:10;Round 3;;1;r3
178;F;52;AZE;KINDZERSKA=Iryna;L;CHEIKH ROUHOU=Nihel; TUN;1 0 0=;0= █ █;03:19;Round 3;;1;r3
178;F;51;BRA;ALTHEMAN=Maria Suelen;L;MOJICA=Melissa; PUR;1 1 0=;0= █;03:27;Round 3;;1;r3
178;F;50;BRA;SOUZA=Beatriz;L;SZIGETVARI=Mercedesz; HUN;1 0 0=;0=;01:14;Round 3;;1;r3
178;F;49;CUB;ORTIZ=Idalys;L;MBALLA ATANGANA=Hortence Vanessa; CMR;0= █;0= █ █;05:17;Round 3;;0;r3
178;F;48;ISR;HERSHKO=Raz;R;VELENSEK=Anamari; SLO;0=;1 0 0=;01:58;Round 2;;1;r2
178;F;47;JPN;SONE=Akira;L;HAN=Mi Jin; KOR;1 0 0=;0=;01:10;Round 2;;1;r2
178;F;46;ARG;BREDESTON=Amanda;R;TARASOVA=Galyna; UKR;0= █ █;0=;02:13;Round 2;;0;r2
178;F;45;BIH;CERIC=Larisa;L;GRABOWSKI=Jasmin; GER;1 0 0= █;0=;01:32;Round 2;;1;r2
178;F;44;KAZ;MARATOVA=Nazgul;R;SAYIT=Kayra; TUR;0= █ █;1 0 0= █;02:40;Round 2;;1;r2
178;F;43;BLR;SLUTSKAYA=Maryna;L;PAKENYTE=Santa; LTU;1 1 0= █;0= █;01:20;Round 2;;1;r2
178;F;42;FRA;M BAIRO=Anne Fatoumata;R;ZABIC=Milica; SRB;0=;1 0 0=;00:18;Round 2;;1;r2
178;F;41;JPN;ASAHINA=Sarah;L;NUNES=Rochele; POR;1 1 0= █;1 0= █;05:21;Round 2;;1;r2
178;F;40;LTU;JABLONSKYTE=Sandra;R;CHEIKH ROUHOU=Nihel; TUN;0= █ █;0= █;02:47;Round 2;;0;r2
178;F;39;AZE;KINDZERSKA=Iryna;L;SAVELKOULS=Tessie; NED;1 1 0=;0=;01:32;Round 2;;1;r2
178;F;38;PUR;MOJICA=Melissa;L;PAULUSOVA=Marketa; CZE;1 1 0=;0=;00:25;Round 2;;1;r2
178;F;37;BRA;ALTHEMAN=Maria Suelen;L;WANG=Yan; CHN;1 0 0= █;0= █ █;04:46;Round 2;;1;r2
178;F;36;MYA;KHIN MYO=Thu;R;SZIGETVARI=Mercedesz; HUN;0= █;1 0 0=;01:55;Round 2;;1;r2
178;F;35;BRA;SOUZA=Beatriz;L;CUTRO-KELLY=Nina; USA;1 0 0=;0= █;00:33;Round 2;;1;r2
178;F;34;CMR;MBALLA ATANGANA=Hortence Vanessa;L;MAAN=Tulika; IND;1 1 0=;0=;00:54;Round 2;;1;r2
178;F;33;CUB;ORTIZ=Idalys;L;SAGNA=Monica; SEN;0= █;0= █ █;03:14;Round 2;;0;r2
178;F;30;KOR;HAN=Mi Jin;L;MARENCO=Izayana; NCA;1 0 0=;0= █;01:07;Round 1;;1;r1
178;F;26;CRO;SUTALO=Ivana;R;GRABOWSKI=Jasmin; GER;0= █ █;0=;02:52;Round 1;;0;r1
178;F;22;LTU;PAKENYTE=Santa;L;WILLIAMS=Mackenzie; USA;1 0 0=;0=;00:12;Round 1;;1;r1
178;F;18;PHI;SALINAS=Ryouko;R;NUNES=Rochele; POR;0=;1 0 0=;00:24;Round 1;;1;r1
178;F;14;GBR;ADLINGTON=Sarah;R;SAVELKOULS=Tessie; NED;0= █ █;1 0= █;04:00;Round 1;;0;r1
178;F;10;TPE;TSAI=Jia Wen;R;WANG=Yan; CHN;0=;1 0 0=;00:23;Round 1;;1;r1
178;F;8;HUN;SZIGETVARI=Mercedesz;L;KALANINA=Yelyzaveta; UKR;0= █;0= █ █;03:01;Round 1;;0;r1
60;M;131;GEO;CHKHVIMIANI=Lukhumi;L;LUTFILLAEV=Sharafuddin; UZB;1 1 0= █ █;0= █;03:42;Final;;1;r8
60;M;130;JPN;TAKATO=Naohisa;R;NAGAYAMA=Ryuju; JPN;1 0=;1 1 0= █;04:00;Bronze;;1;r8
60;M;129;KAZ;SMETOV=Yeldos;L;KYRGYZBAYEV=Gusman; KAZ;1 0 0= █ █;0= █ █;05:38;Bronze;;1;r8
60;M;128;UZB;LUTFILLAEV=Sharafuddin;L;KYRGYZBAYEV=Gusman; KAZ;1 0 0=;0= █;01:38;Semi-Final;;1;r7
60;M;127;GEO;CHKHVIMIANI=Lukhumi;L;NAGAYAMA=Ryuju; JPN;1 0= █;0= █;05:51;Semi-Final;;0;r7
60;M;126;JPN;TAKATO=Naohisa;L;AIBEK UULU=Kubanychbek; KGZ;1 0= █;0= █;04:00;Repechage;;0;r5
60;M;125;TPE;YANG=Yung Wei;R;SMETOV=Yeldos; KAZ;0=;1 0 0= █;01:03;Repechage;;1;r5
60;M;124;KAZ;KYRGYZBAYEV=Gusman;L;AIBEK UULU=Kubanychbek; KGZ;0= █ █;0= █ █;06:29;Quarter-Final;;0;r6
60;M;123;JPN;TAKATO=Naohisa;R;LUTFILLAEV=Sharafuddin; UZB;0= █ █;1 0 0=;01:43;Quarter-Final;;1;r6
60;M;122;JPN;NAGAYAMA=Ryuju;L;SMETOV=Yeldos; KAZ;1 1 0= █;0= █;03:16;Quarter-Final;;1;r6
60;M;121;TPE;YANG=Yung Wei;R;CHKHVIMIANI=Lukhumi; GEO;0=;1 0= █;04:00;Quarter-Final;;0;r6
60;M;120;MGL;DASHDAVAA=Amartuvshin;R;AIBEK UULU=Kubanychbek; KGZ;0= █ █;1 0 0= █ █;08:28;Round 4;;1;r4
60;M;119;GEO;PAPINASHVILI=Amiran;R;KYRGYZBAYEV=Gusman; KAZ;0=;1 0= █ █;04:00;Round 4;;0;r4
60;M;118;UZB;LUTFILLAEV=Sharafuddin;L;KATZ=Joshua; AUS;1 0 0=;0= █;01:32;Round 4;;1;r4
60;M;117;JPN;TAKATO=Naohisa;L;KHYAR=Walide; FRA;0= █;0= █ █;02:16;Round 4;;0;r4
60;M;116;KAZ;SMETOV=Yeldos;L;KHOUSROF=Ali; YEM;1 1 0=;0=;01:08;Round 4;;1;r4
60;M;115;JPN;NAGAYAMA=Ryuju;L;GERCHEV=Yanislav; BUL;1 0= █ █;0= █ █;04:00;Round 4;;0;r4
60;M;114;GEO;CHKHVIMIANI=Lukhumi;L;LESIUK=Artem; UKR;1 0 0= █ █;0=;04:25;Round 4;;1;r4
60;M;113;TPE;YANG=Yung Wei;L;UROZBOEV=Diyorbek; UZB;1 0 0= █;0=;05:31;Round 4;;1;r4
60;M;112;NCA;MONTES=Luis;R;AIBEK UULU=Kubanychbek; KGZ;0= █ █;1 0=;02:18;Round 3;;0;r3
60;M;111;MGL;DASHDAVAA=Amartuvshin;L;CHOI=In Hyuk; KOR;1 0 0=;0=;00:31;Round 3;;1;r3
60;M;110;KAZ;KYRGYZBAYEV=Gusman;L;ALIPIEV=Valentin; BUL;1 0= █ █;0= █;04:00;Round 3;;0;r3
60;M;109;GEO;PAPINASHVILI=Amiran;L;VERSTRAETEN=Jorre; BEL;1 1 0= █ █;0= █;03:06;Round 3;;1;r3
60;M;108;AUS;KATZ=Joshua;L;BEN DAVID=Daniel; ISR;0= █ █;0= █ █;08:12;Round 3;;0;r3
60;M;107;UZB;LUTFILLAEV=Sharafuddin;L;ALTHUFAIRI=Omar; KUW;1 1 0=;1 0= █ █;02:42;Round 3;;1;r3
60;M;106;FRA;KHYAR=Walide;L;MAMMADSOY=Davud; AZE;1 0 0= █ █;0= █;04:49;Round 3;;1;r3
60;M;105;JPN;TAKATO=Naohisa;L;JUMAYEV=Hakberdi; TKM;1 0 0=;1 0=;01:43;Round 3;;1;r3
60;M;104;YEM;KHOUSROF=Ali;L;RAMOS=Jose; GUA;1 1 0=;0= █;03:24;Round 3;;1;r3
60;M;103;KAZ;SMETOV=Yeldos;L;MANZI=Elios; ITA;1 0 0=;0=;01:09;Round 3;;1;r3
60;M;102;POR;LOPES=Rodrigo Costa;R;GERCHEV=Yanislav; BUL;0= █ █;1 0= █ █;04:00;Round 3;;0;r3
60;M;101;JPN;NAGAYAMA=Ryuju;L;PLAFKY=Moritz; GER;1 1 0=;0= █;03:36;Round 3;;1;r3
60;M;100;CHA;ISSA SANI=Ibrahim;R;LESIUK=Artem; UKR;0= █;1 0 0=;01:38;Round 3;;1;r3
60;M;99;GEO;CHKHVIMIANI=Lukhumi;L;TAKABATAKE=Eric; BRA;1 0=;0= █ █;04:52;Round 3;;0;r3
60;M;98;UZB;UROZBOEV=Diyorbek;L;PULKRABEK=David; CZE;1 0= █ █;0= █;04:00;Round 3;;0;r3
60;M;97;TPE;YANG=Yung Wei;L;MKHEIDZE=Luka; FRA;1 0 0=;0= █ █;05:23;Round 3;;1;r3
60;M;96;HKG;LAU=Martin;R;AIBEK UULU=Kubanychbek; KGZ;0=;1 1 0=;02:23;Round 2;;1;r2
60;M;95;NCA;MONTES=Luis;L;PHIRI=Andrew; ZAM;1 0 0=;0=;00:06;Round 2;;1;r2
60;M;94;LAO;SITHISANE=Soukphaxay;R;CHOI=In Hyuk; KOR;0=;1 1 0= █;03:02;Round 2;;1;r2
60;M;93;MGL;DASHDAVAA=Amartuvshin;L;SICCARDI=Yann; MON;0= █;0= █ █;03:21;Round 2;;0;r2
60;M;92;BUL;ALIPIEV=Valentin;L;NAMGYEL=Ngawang; BHU;1 0=;0= █ █;04:00;Round 2;;0;r2
60;M;91;KAZ;KYRGYZBAYEV=Gusman;L;KITADAI=Felipe; BRA;1 0= █;1 0= █ █;05:01;Round 2;;0;r2
60;M;90;MAW;KUPHIRI=Martin;R;VERSTRAETEN=Jorre; BEL;0=;1 1 0=;00:30;Round 2;;1;r2
60;M;89;GEO;PAPINASHVILI=Amiran;L;PRECIADO=Lenin; ECU;1 0 0=;0= █;01:09;Round 2;;1;r2
60;M;88;ISR;BEN DAVID=Daniel;L;SZABO=Csaba; HUN;1 0= █;0= █;04:00;Round 2;;0;r2
60;M;87;PHI;QUILLOTES=Bryn;R;KATZ=Joshua; AUS;0= █ █;0= █;05:35;Round 2;;0;r2
60;M;86;NEP;BAM=Mohan;R;ALTHUFAIRI=Omar; KUW;0= █ █;0= █;03:56;Round 2;;0;r2
60;M;85;UZB;LUTFILLAEV=Sharafuddin;L;RASHNONEZHAD=Mohammad; IJF;1 1 0=;0=;02:57;Round 2;;1;r2
60;M;84;NED;TSJAKADOEA=Tornike;R;MAMMADSOY=Davud; AZE;0= █;1 0 0= █;03:50;Round 2;;1;r2
60;M;83;FRA;KHYAR=Walide;L;GOLOMB=Tomer; POL;1 1 0= █;0=;02:46;Round 2;;1;r2
60;M;82;TKM;JUMAYEV=Hakberdi;L;ELCOCK=Darren; GUY;1 1 0=;0= █;02:41;Round 2;;1;r2
60;M;81;JPN;TAKATO=Naohisa;L;AKKUS=Mihrac; TUR;1 0 0=;0= █;01:51;Round 2;;1;r2
60;M;80;GUA;RAMOS=Jose;L;KATHEWERA=Chikondi Samuel; MAW;1 1 0= █;0= █;02:12;Round 2;;1;r2
60;M;79;YEM;KHOUSROF=Ali;L;TSALA TSALA=Bernadin; CMR;1 1 0= █;0= █;03:40;Round 2;;1;r2
60;M;78;IJF;AKKASH=Mohamad;R;MANZI=Elios; ITA;0= █ █;0= █;02:41;Round 2;;0;r2
60;M;77;KAZ;SMETOV=Yeldos;L;ALAMIRI=Saoud; KUW;1 1 0= █;0= █;01:46;Round 2;;1;r2
60;M;75;POR;LOPES=Rodrigo Costa;L;DE BARROS E SILVA=Alexandre; CPV;1 0= █;0= █ █;03:17;Round 2;;0;r2
60;M;74;GER;PLAFKY=Moritz;L;CALLE=Dilmer; PER;0=;0= █ █;03:15;Round 2;;0;r2
60;M;73;JPN;NAGAYAMA=Ryuju;L;KIM=Won Jin; KOR;1 0 0=;0=;02:02;Round 2;;1;r2
60;M;72;UKR;LESIUK=Artem;L;ATIENO=Carlos; KEN;1 1 0=;0= █ █;02:25;Round 2;;1;r2
60;M;71;CHA;ISSA SANI=Ibrahim;L;TAALAIBEK UULU=Doolotbek; KGZ;1 0 0=;0= █;02:04;Round 2;;1;r2
60;M;70;BRA;TAKABATAKE=Eric;L;DHOUIBI=Fraj; TUN;0=;0= █ █;02:47;Round 2;;0;r2
60;M;69;ESP;GARRIGOS=Francisco;R;CHKHVIMIANI=Lukhumi; GEO;0= █ █;1 0= █ █;05:43;Round 2;;0;r2
60;M;68;CZE;PULKRABEK=David;L;BASSOU=Issam; MAR;1 0 0=;0= █;01:12;Round 2;;1;r2
60;M;67;UZB;UROZBOEV=Diyorbek;L;DIAZ=Adonis; USA;1 0 0=;0=;00:24;Round 2;;1;r2
