packid;id;name;date;town;cntry;weight;height;played;lbs;pens;conv
50;32163;Andrew Tiedemann;1988;St Albert;Canada;115;183;17;;0;0
50;32165;Sean White;1988;Victoria;Canada;88;180;76;;0;0
50;32922;Scott Franklin;1980;Saskatoon;Canada;115;185;63;;0;0
50;32923;Nanyak Dala;1984;Jos;Nigeria;100;178;38;;0;0
50;34201;Mike Scholz;1988;London;Canada;100;183;0;;0;0
50;34203;Conor Trainor;1989;Vancouver;Canada;95;188;154;;0;0
50;35159;Frank Walsh;1976;St John's;Canada;109;180;0;;0;0
50;35161;Jebb Sinclair;1986;Red Deer;Canada;108;196;313;;0;0
50;35401;Jason Marshall;1985;North Vancouver;Canada;117;190;253;;0;0
50;36804;Chauncey O'Toole;1986;Saint John;Canada;105;184;285;;0;0
50;37950;Brian Erichsen;1977;Winnipeg;Canada;112;190;0;;0;0
50;41855;Jeremy Kyne;1983;Wellington;New Zealand;112;190;16;;0;0
50;42053;Taylor Paris;1992;Barrie;Canada;86;185;0;;0;0
51;12484;Mike MacDonald;1980;Berkeley, California;USA;122;185;222;;0;0
51;16006;Paul Emerick;1980;Emmetsburg, Iowa;USA;93;182;240;;0;0
51;23220;Todd Clever;1983;Palm Springs, California;USA;103;195;240;;0;0
51;27143;Louis Stanfill;1985;Sacramento, California;USA;110;192;250;;0;0
51;28746;Eric Fry;1987;Davis, California;USA;116;192;80;;0;0
51;28754;James Paterson;1987;Christchurch;New Zealand;100;186;197;;50;0
51;29323;Scott LaValla;1988;Olympia, Washington;USA;114;194;105;;0;0
51;32421;Shawn Pittman;1988;Bellingham, Washington;USA;118;195;192;;0;0
51;32912;Nese Malifa;1985;Pago Pago;American Samoa;85;179;109;;0;50
51;32913;Chris Wyles;1983;Stamford, Connecticut;USA;93;183;167;;50;100
51;32930;Inaki Basauri;1984;Monterrey;Mexico;109;197;80;;0;0
51;33169;Takudzwa Ngwenya;1985;Harare;Zimbabwe;84;178;240;;0;0
51;33171;Mike Petri;1984;New York;USA;86;180;207;;0;0
51;33175;John Van Der Giessen;1982;Jerome, Idaho;USA;114;198;240;;0;0
51;33329;Matekitonga Moeakiola;1978;Vaini;Tonga;118;183;143;;0;0
51;35371;Hayden Smith;1985;Penrith;Australia;116;200;300;;0;0
51;35372;Junior Sifa;1983;Faga'alu;American Samoa;95;178;80;;0;0
51;35373;JJ Gagiano;1985;Cape Town;South Africa;100;191;80;;0;0
51;35391;Andrew Suniula;1982;Pago Pago;American Samoa;105;189;205;;0;0
51;35570;Tai Enosa;1989;Faga'alu;American Samoa;80;179;72;;0;0
51;36982;Chris Biller;1985;California;USA;104;181;120;;0;0
51;36985;Roland Suniula;1986;Pago Pago;American Samoa;91;176;209;;0;0
51;36986;Kevin Swiryn;1984;San Jose, California;USA;95;185;80;;0;0
51;36987;Tim Usasz;1983;Brisbane;Australia;84;173;109;;0;0
51;37036;Brian McClenahan;1982;Mountain View, California;USA;100;180;8;;0;0
51;37071;Pat Danahy;1985;Baltimore, Maryland;USA;109;193;74;;0;0
51;37073;Colin Hawley;1987;Arizona;USA;93;192;80;;0;0
51;37954;Phil Thiel;1984;Michigan;USA;111;180;189;;0;0
51;41907;Nic Johnson;1983;Salt Lake City, Utah;USA;107;195;218;;0;0
51;44123;Blaine Scully;1988;Sacramento, California;USA;92;192;230;;0;0
52;10482;Nicolae Dragos Dima;1979;Focsani;Romania;117;183;0;;0;0
52;11522;Marin Danut Dumbrava;1981;Bucharest;Romania;89;187;199;;42;0
52;11525;Silviu Florea;1977;Bucharest;Romania;115;183;111;;0;0
52;11603;Cristian Constantin Petre;1979;Oradea;Romania;115;197;244;;0;0
52;18246;Iulian Dumitras;1982;Suceava;Romania;95;191;242;;0;0
52;19730;Cosmin Aurel Ratiu;1979;Petrosani;Romania;114;196;58;;0;0
52;21387;Catalin Marius Nicolae;1980;Bucharest;Romania;81;189;9;;0;0
52;23876;Paulica Ion;1983;Braila;Romania;120;183;232;;0;0
52;23945;Bogdan Zebega Suman;1984;Barlad;Romania;112;184;62;;0;0
52;24211;Tiberius Ionut Dimofte;1984;Barlad;Romania;91;186;240;;75;50
52;24746;Valentin Nicolae Calafeteanu;1985;Bucharest;Romania;82;182;62;;0;0
52;24747;Valentin Neculai Ursache;1985;Tirgu Neamt;Romania;114;196;240;;0;0
52;28321;Csaba Minya Gal;1985;Huedin;Romania;90;184;280;;0;0
52;28549;Stefan Eugen Ciuntu;1986;Tecuci;Romania;91;178;200;;0;0
52;28554;Mihaita Alexandru Lazar;1986;Iasi;Romania;114;189;228;;0;0
52;28557;Mihai Macovei;1986;Gura Humorului;Romania;108;190;259;;0;0
52;28569;Florin Adrian Vlaicu;1986;Bucharest;Romania;93;186;145;;100;0
52;29196;Daniel Gabriel Ianus;1987;Iasi;Romania;104;188;37;;0;0
52;30934;Sandu Stelian Burcea;1983;Pitesti;Romania;107;189;83;;0;0
52;31220;Nicolae Nere;1981;Bucharest;Romania;118;183;80;;0;0
52;32275;Ionel Cazan;1988;Braila;Romania;84;178;148;;0;0
52;32281;Madalin Vlad Lemnaru;1989;Brasov;Romania;82;187;240;;0;0
52;33092;Valentin Poparlan;1987;Viziru;Romania;117;196;124;;0;0
52;33094;Daniel Carpo;1984;Tulcea;Romania;106;191;213;;0;0
52;34284;Florin Surugiu;1984;Bucharest;Romania;80;174;175;;0;0
52;35560;Adrian Marian Apostol;1990;Constanta;Romania;88;185;80;;0;0
52;39026;Constantin Gheara;1981;Bucharest;Romania;88;181;119;;0;0
52;8096;Lucian Mihai Sirbu;1976;Bucharest;Romania;87;183;91;;0;0
52;8099;Marius Tincu;1978;Iasi;Romania;116;184;256;;0;0
52;8103;Ovidiu Tonita;1980;Barlad;Romania;109;195;307;;0;0
58;21373;Jané Du Toit;1975;Windhoek;Namibia;117;186;139;;0;0
58;25440;Jacques Burger;1983;Windhoek;Namibia;102;188;320;;0;0
58;28490;Danie Dames;1986;Pretoria;South Africa;95;190;281;;0;0
58;28492;Darryl De La Harpe;1986;Windhoek;Namibia;97;183;62;;0;0
58;28498;Eugene Jantjies;1986;Gobabis;Namibia;85;178;297;;0;0
58;28825;Bertus O'Callaghan;1988;Windhoek;Namibia;108;181;103;;0;0
58;28839;Chrysander Botha;1988;Walvis Bay;Namibia;83;189;320;;0;0
58;28841;Llewellyn Winkler;1987;Windhoek;Namibia;83;176;80;;0;0
58;29954;TC Losper;1985;Windhoek;Namibia;90;185;23;;0;0
58;30790;Heine Bock;1981;Oranjemund;Namibia;85;180;45;;0;0
58;31680;Johnnie Redelinghuys;1984;Windhoek;Namibia;117;184;256;;0;0
58;31682;Wacca Kazombiaze;1979;Okakarara;Namibia;109;197;15;;0;0
58;31683;Nico Esterhuyse;1984;Windhoek;Namibia;110;205;232;;0;0
58;31684;PJ Van Lill;1983;Keetmanschoop;Namibia;116;193;118;;0;0
58;31685;Tinus Du Plessis;1984;Windhoek;Namibia;104;188;197;;0;0
58;32961;Jacques Nieuwenhuis;1980;Brakpan;South Africa;99;187;203;;0;0
58;32963;Marius Visser;1982;Walvis Bay;Namibia;133;190;40;;0;0
58;33208;Heinz Koll;1983;Windhoek;Namibia;113;196;277;;0;0
58;33213;Piet Van Zyl;1979;Worcester;South Africa;93;181;320;;0;0
58;33779;Renaud Van Neel;1988;Windhoek;Namibia;88;188;24;;0;0
58;37167;David Philander;1987;Windhoek;Namibia;93;175;47;;0;0
58;37168;McGrath Van Wyk;1987;Rehoboth;Namibia;77;177;0;;0;0
58;42110;Ryan De La Harpe;1982;Walvis Bay;Namibia;85;171;37;;0;0
58;42113;Conrad Marais;1989;Windhoek;Namibia;101;193;102;;0;0
58;42208;Rohan Kitshoff;1985;Windhoek;Namibia;98;182;134;;0;0
58;44002;Theuns Kotze;1987;Karasburg;Namibia;88;179;303;;40;40
58;44015;Danie Van Wyk;1986;Windhoek;Namibia;96;189;314;;0;0
58;44622;Henk Franken;1987;Stellenbosch;South Africa;112;196;49;;0;0
58;44623;Raoul Larson;1984;Katima Mulilo;Namibia;120;184;203;;0;0
58;8160;Hugo Horn;1977;Mariental;Namibia;110;176;213;;0;0
720;10231;Akvsenti Giorgadze;1976;Kutaisi;Georgia;110;180;86;;0;0
720;10264;Goderdzi Shvelidze;1978;Rustavi;Georgia;108;180;76;;0;0
720;10269;Malkhaz Urjukashvili;1980;Tbilisi;Georgia;90;182;80;;50;100
720;10270;Ilia Zedginidze;1977;Tbilisi;Georgia;109;195;146;;0;0
720;12601;Tedo Zibzibadze;1980;Kutaisi;Georgia;94;191;320;;0;0
720;12602;Irakli Abuseridze;1977;Tbilisi;Georgia;70;174;283;;0;0
720;12604;Giorgi Chkhaidze;1981;Kutaisi;Georgia;102;195;241;;0;0
720;13275;Mamuka Gorgodze;1984;Tbilisi;Georgia;118;196;313;;0;0
720;13290;David Khinchagishvili;1982;Tbilisi;Georgia;112;178;202;;0;0
720;13294;Merab Kvirikashvili;1983;Tbilisi;Georgia;80;177;252;;53;100
720;13301;Irakli Machkhaneli;1981;Tbilisi;Georgia;90;187;119;;0;0
720;23919;Bidzina Samkharadze;1983;Tbilisi;Georgia;80;175;34;;0;0
720;23921;Lekso Gugava;1982;Lentekhi;Georgia;92;188;70;;0;0
720;25419;David Zirakashvili;1983;Rustavi;Georgia;117;183;191;;0;0
720;25915;Levan Datunashvili;1983;Tbilisi;Georgia;110;194;183;;0;0
720;28401;Irakli Chkhikvadze;1987;Kutaisi;Georgia;95;179;8;;0;0
720;28411;David Kubriashvili;1986;Tbilisi;Georgia;122;183;109;;0;0
720;29288;Alexander Todua;1987;Tbilisi;Georgia;90;185;291;;0;0
720;29298;Lasha Khmaladze;1988;Tbilisi;Georgia;85;183;200;;0;0
720;29299;Jaba Bregvadze;1987;Tbilisi;Georgia;90;180;218;;0;0
720;29811;Dimitri Basilaia;1985;Tbilisi;Georgia;105;190;203;;0;0
720;29819;David Kacharava;1985;Tbilisi;Georgia;75;175;320;;0;0
720;30656;Lasha Malaguradze;1986;Tbilisi;Georgia;88;185;9;;0;0
720;31107;Giorgi Nemsadze;1984;Kutaisi;Georgia;110;196;11;;0;0
720;31109;Shalva Sutiashvili;1984;Tbilisi;Georgia;96;189;110;;0;0
720;31123;Revaz Gigauri;1984;Tbilisi;Georgia;97;189;231;;0;0
720;31909;Viktor Kolelishvili;1989;Tbilisi;Georgia;100;190;96;;0;0
720;31910;Vasil Kakovin;1989;Chiatora;Georgia;108;183;69;;0;0
720;42420;Vakhtang Maisuradze;1987;Tskhinvali;Georgia;;;275;;0;0
720;44011;Givi Berishvili;1987;Tbilisi;Georgia;;;25;;0;0
756;10194;Vyacheslav Grachev;1973;Tashkent;Uzbekistan;108;190;192;;0;0
756;10202;Andrey Kuzin;1978;Moscow;Russian Federation;88;190;219;;0;0
756;10208;Konstantin Rachkov;1978;Almaty;Kazakhstan;93;180;269;;100;57
756;12619;Alexander Khrokin;1976;Moscow;Russian Federation;115;185;75;;0;0
756;20830;Alexander Yanyushkin;1982;Penza;Russian Federation;75;165;188;;0;0
756;20896;Alexey Travkin;1977;Moscow;Russian Federation;110;186;26;;0;0
756;20941;Igor Klyuchnikov;1983;Moscow;Russian Federation;90;188;112;;0;0
756;20944;Andrey Bykanov;1980;Moscow;Russian Federation;75;170;6;;0;0
756;20945;Vladislav Korshunov;1983;Khabarovsk;Russian Federation;105;184;220;;0;0
756;20946;Sergey Popov;1982;Moscow;Russian Federation;103;178;210;;0;0
756;22636;Alexander Voytov;1981;Krasnodar;Russian Federation;110;198;271;;0;0
756;23926;Ivan Prishchepenko;1982;Krasnoyarsk;Russian Federation;120;190;245;;0;0
756;23968;Alexander Shakirov;1981;Ryazan;Russian Federation;75;172;123;;0;0
756;25937;Andrey Garbuzov;1983;Krasnoyarsk;Russian Federation;111;192;222;;0;0
756;28572;Denis Antonov;1986;Moscow;Russian Federation;123;199;123;;0;0
756;28574;Mikhail Babaev;1986;Moscow;Russian Federation;80;180;37;;0;0
756;28576;Victor Gresev;1986;Leningrad;Russian Federation;105;185;261;;0;0
756;28585;Vladimir Ostroushko;1986;Krasnodar;Russian Federation;94;184;304;;0;0
756;28590;Mikhail Sidorov;1986;Moscow;Russian Federation;87;180;46;;0;0
756;29095;Andrey Ostrikov;1987;Moscow;Russian Federation;116;198;0;;0;0
756;30058;Yury Kushnarev;1985;Moscow;Russian Federation;95;182;167;;25;0
756;30550;Evgeny Matveev;1984;Penza;Russian Federation;102;187;11;;0;0
756;30896;Artem Fatakhov;1979;Penza;Russian Federation;101;191;227;;0;0
756;30897;Sergey Trishin;1984;Moscow;Russian Federation;90;187;77;;0;0
756;33630;Vladimir Botvinnikov;1984;Krasnoyarsk;Russian Federation;112;181;78;;0;0
756;35514;Vasily Artemyev;1987;Moscow;Russian Federation;89;180;320;;0;0
756;38775;Alexey Makovetskiy;1983;Rostov-on-Don;Russian Federation;98;179;240;;0;0
756;39257;Denis Simplikevich;1991;Novokuznetsk;Russian Federation;95;192;160;;0;0
756;41961;Valery Tsnobiladze;1980;Vorkuta;Russian Federation;105;178;99;;0;0
756;44210;Adam Byrnes;1981;Sydney;Australia;118;200;243;;0;0
