packid;id;name;date;town;cntry;weight;height;played;lbs;pens;conv
34;2109;Phil Vickery;1976;Barnstaple;England;120;190;241;0;0;0
34;2164;Jonny Wilkinson;1979;Frimley;England;88;180;400;0;66.7;55.6
34;2228;Joe Worsley;1977;London;England;109;198;187;0;0;0
34;23903;Matt Stevens;1982;Durban;South Africa;120;187;319;0;0;0
34;24170;Lee Mears;1979;Torquay;England;101;179;10;1;0;0
34;25782;Mathew Tait;1986;Shotley Bridge;England;90;183;428;3;0;0
34;26004;Dan Hipkiss;1982;Ipswich;England;92;179;94;0;0;0
34;26500;Tom Rees;1984;London;England;98;184;133;0;0;0
34;26512;Toby Flood;1985;Frimley;England;91;188;56;0;0;0
34;28320;Perry Freshwater;1973;Wellington;New Zealand;112;183;18;0;0;0
34;29485;Nick Abendanon;1986;Johannesburg;South Africa;82;180;;0;0;0
34;31783;Shaun Perry;1978;Wolverhampton;England;98;180;100;0;0;0
34;31827;Andy Farrell;1975;Wigan;England;110;194;125;2;0;0
34;31840;Nick Easter;1978;Epsom;England;115;193;443;0;0;0
35;10564;Simon Taylor;1979;Stirling;Scotland;111;195;320;0;0;0
35;1126;Chris Paterson;1978;Edinburgh;Scotland;80;180;283;0;100;100
35;1138;Jason White;1978;Edinburgh;Scotland;106;195;302;0;0;0
35;1140;Scott Murray;1976;Musselburgh;Scotland;118;203;142;0;0;0
35;11597;Nikki Walker;1982;Aberdeen;Scotland;107;196;92;0;0;0
35;11601;Nathan Hines;1976;Wagga Wagga;Australia;119;201;292;0;0;0
35;11642;Andrew Henderson;1980;Chatham;England;102;192;129;0;0;0
35;12476;Mike Blair;1981;Edinburgh;Scotland;85;180;253;0;0;0
35;12477;Craig Smith;1978;York;England;121;188;131;1;0;0
35;12478;Allan Jacobsen;1978;Edinburgh;Scotland;113;176;36;0;0;0
35;12481;Marcus Di Rollo;1978;Edinburgh;Scotland;90;184;132;0;0;0
35;12495;Allister Hogg;1983;Stirling;Scotland;104;191;272;0;0;0
35;12515;Gavin Kerr;1977;Newcastle upon Tyne;England;114;188;259;0;0;0
35;21414;Simon Webster;1981;Hartlepool;England;90;184;400;2;0;0
35;21419;Chris Cusiter;1982;Aberdeen;Scotland;86;175;112;1;0;0
35;23911;Dan Parks;1978;Hornsby;Australia;90;180;345;1;50;100
35;24009;Scott MacLeod;1979;Hawick;Scotland;110;198;146;0;0;0
35;24022;Sean Lamont;1981;Perth;Scotland;102;188;320;2;0;0
35;24023;Hugo Southwell;1980;London;England;97;188;197;0;0;0
35;24029;Rory Lawson;1981;Dunfermline;Scotland;83;176;35;0;0;0
35;24724;Ross Ford;1984;Leith;Scotland;109;184;217;0;0;0
35;25786;Kelly Brown;1982;Edinburgh;Scotland;106;193;146;0;0;0
35;25787;David Callam;1983;Edinburgh;Scotland;108;193;80;0;0;0
35;25788;Scott Lawson;1981;Lanark;Scotland;100;172;161;0;0;0
35;25790;Rory Lamont;1982;Perth;Scotland;100;188;253;4;0;0
35;25797;John Barclay;1986;Hong Kong;Hong Kong;103;190;80;0;0;0
35;27045;Euan Murray;1980;Glasgow;Scotland;119;185;308;0;0;0
35;30566;Rob Dewey;1983;Marlborough;England;110;189;249;2;0;0
35;30567;Alasdair Dickinson;1983;Dundee;Scotland;108;184;66;0;0;0
35;30577;Fergus Thomson;1983;Dundee;Scotland;104;183;22;0;0;0
35;31139;Jim Hamilton;1982;Swindon;England;124;202;220;0;0;0
36;10508;David Wallace;1976;Limerick;Ireland;107;188;291;0;0;0
36;10534;Paul O'Connell;1979;Limerick;Ireland;111;198;320;0;0;0
36;10535;Geordan Murphy;1978;Naas;Ireland;90;183;81;0;0;0
36;11714;Marcus Horan;1977;Limerick;Ireland;108;188;302;0;0;0
36;13197;Donnacha O'Callaghan;1979;Cork;Ireland;115;198;297;0;0;0
36;15369;Simon Best;1978;Craigavon;Northern Ireland;114;185;38;0;0;0
36;15371;Paddy Wallace;1979;Belfast;Ireland;86;175;1;0;0;0
36;2296;Denis Hickie;1976;Dublin;Ireland;96;189;231;1;0;0
36;24101;Gavin Duffy;1981;Ballina;Ireland;92;186;9;0;0;0
36;24769;Denis Leamy;1981;Limerick;Ireland;106;187;320;1;0;0
36;26542;Andrew Trimble;1984;Belfast;Ireland;97;186;160;1;0;0
36;26549;Stephen Ferris;1985;Lisburn;Northern Ireland;110;192;;0;0;0
36;28238;Rory Best;1982;Craigavon;Northern Ireland;104;178;130;0;0;0
36;28239;Neil Best;1979;Belfast;Ireland;105;189;44;0;0;0
36;28295;Jerry Flannery;1978;Galway;Ireland;102;180;183;1;0;0
36;28362;Eoin Reddan;1980;Limerick;Ireland;81;178;146;0;0;0
36;3029;Girvan Dempsey;1975;Dublin;Ireland;92;188;240;0;0;0
36;3030;Shane Horgan;1978;Drogheda;Ireland;104;196;240;0;0;0
36;3031;Brian O'Driscoll;1979;Dublin;Ireland;94;180;319;2;0;0
36;3032;Ronan O'Gara;1977;San Diego;United States of America;85;180;319;0;50;55.6
36;3033;Peter Stringer;1977;Cork;Ireland;73;170;150;0;0;0
36;3034;John Hayes;1973;Limerick;Ireland;127;193;300;0;0;0
36;3035;Malcolm O'Kelly;1974;Chelmsford;England;119;204;23;0;0;0
36;3036;Simon Easterby;1975;Harrogate;England;100;193;305;0;0;0
36;3038;Frankie Sheahan;1976;Toronto;Canada;105;180;7;0;0;0
36;30865;Bryan Young;1981;Ballymena;Northern Ireland;114;184;;0;0;0
36;30866;Isaac Boss;1980;Tokoroa;New Zealand;86;177;24;0;0;0
36;32946;Brian Carney;1976;Cork;Ireland;90;180;;0;0;0
36;32947;Tony Buckley;1980;Cork;Ireland;135;195;;0;0;0
36;8046;Gordon D'Arcy;1980;Wexford;Ireland;88;178;320;3;0;0
36;8047;Alan Quinlan;1974;Tipperary;Ireland;106;191;;0;0;0
37;10874;Greg Somerville;1977;Wairoa;New Zealand;115;187;141;0;0;0
37;10875;Chris Jack;1978;Christchurch;New Zealand;115;202;200;3;0;0
37;10877;Richie McCaw;1980;Oamaru;New Zealand;106;187;226;4;0;0
37;10878;Leon MacDonald;1977;Blenheim;New Zealand;96;181;254;1;0;0
37;10879;Doug Howlett;1978;Auckland;New Zealand;89;185;185;0;0;0
37;10880;Aaron Mauger;1980;Christchurch;New Zealand;92;183;180;3;0;0
37;10884;Andrew Hore;1978;Dunedin;New Zealand;110;183;121;0;0;0
37;11613;Keith Robinson;1976;Te Aroha;New Zealand;115;198;105;0;0;0
37;11614;Ali Williams;1981;Auckland;New Zealand;112;202;271;1;0;0
37;11615;Keven Mealamu;1979;Tokoroa;New Zealand;106;181;129;0;0;0
37;11616;Carl Hayman;1979;Opunake;New Zealand;120;193;254;0;0;0
37;11618;Rodney So'oialo;1979;Moto'otua;Samoa;107;190;266;0;0;0
37;11650;Jerry Collins;1980;Apia;Samoa;109;190;287;2;0;0
37;11712;Tony Woodcock;1981;Helensville;New Zealand;118;184;234;0;0;0
37;15638;Joe Rokocoko;1983;Nadi;Fiji;98;189;240;4;0;0
37;15646;Dan Carter;1982;Leeston;New Zealand;91;178;196;0;83.3;62.5
37;15647;Mils Muliaina;1980;Salelesi;Samoa;92;184;140;0;0;0
37;24120;Nick Evans;1980;Takapuna;New Zealand;84;178;234;2;0;90.9
37;24215;Sione Lauaki;1981;Ha'apai;Tonga;119;192;188;1;0;0
37;24219;Sitiveni Sivivatu;1982;Suva;Fiji;97;185;301;0;0;0
37;24754;Luke McAlister;1983;Waitara;New Zealand;95;180;295;5;0;60
37;24756;Conrad Smith;1981;Hawera;New Zealand;95;186;164;0;0;0
37;26030;Isaia Toeava;1986;Moto'otua;Samoa;96;181;211;1;0;0
37;26658;Andrew Ellis;1984;Christchurch;New Zealand;89;181;85;1;0;0
37;28218;Neemia Tialata;1982;Lower Hutt;New Zealand;127;187;200;0;0;0
37;28220;Chris Masoe;1979;Savai'i;Samoa;106;183;252;1;0;0
37;3088;Anton Oliver;1975;Invercargill;New Zealand;111;184;166;0;0;0
37;33021;Brendon Leonard;1985;Morrinsville;New Zealand;91;182;148;1;0;0
37;7970;Reuben Thorne;1975;Christchurch;New Zealand;107;192;160;0;0;0
37;7975;Byron Kelleher;1976;Dunedin;New Zealand;94;175;167;0;0;0
38;10526;Phil Waugh;1979;Sydney;Australia;100;175;121;0;0;0
38;10529;George Smith;1980;Sydney;Australia;103;180;287;1;0;0
38;10719;Stirling Mortlock;1977;Sydney;Australia;100;191;189;1;50;76.9
38;10765;David Lyons;1980;Orange;Australia;117;192;46;0;0;0
38;10816;Sean Hardman;1977;Sydney;Australia;102;183;20;0;0;0
38;10818;Nathan Sharpe;1978;Wagga Wagga;Australia;115;200;283;0;0;0
38;10820;Daniel Vickerman;1979;Cape Town;South Africa;115;204;318;0;0;0
38;10822;Sam Cordingley;1976;Sydney;Australia;87;178;96;0;0;0
38;11517;Adam Freier;1980;Sydney;Australia;101;175;114;0;0;0
38;11629;Matt Giteau;1982;Sydney;Australia;85;178;320;0;75;72.7
38;15490;Morgan Turinui;1982;Sydney;Australia;101;181;;0;0;0
38;15494;Lote Tuqiri;1979;Sigatoka;Fiji;103;191;400;3;0;0
38;21261;Matt Dunning;1978;Calgary;Canada;119;182;286;0;0;0
38;21267;Mark Gerrard;1982;Sydney;Australia;99;192;12;0;0;0
38;21272;Rocky Elsom;1983;Melbourne;Australia;112;197;278;0;0;0
38;22656;Al Baxter;1977;Sydney;Australia;116;190;165;0;0;0
38;22659;Julian Huxley;1979;Sydney;Australia;91;186;94;0;100;0
38;24031;Drew Mitchell;1984;Sydney;Australia;85;180;277;1;0;0
38;24725;Mark Chisholm;1981;Gladstone;Australia;112;197;164;1;0;0
38;24726;Stephen Hoiles;1981;Sydney;Australia;98;190;79;0;0;0
38;26695;Adam Ashley-Cooper;1984;Sydney;Australia;98;182;283;1;0;0
38;26713;Cameron Shepherd;1984;Sydney;Australia;97;189;80;0;0;66.7
38;26812;Stephen Moore;1983;Khamis;Saudi Arabia;112;186;266;0;0;0
38;27048;Hugh McMeniman;1983;Brisbane;Australia;114;200;149;0;0;0
38;28213;Greg Holmes;1983;Warwick;Australia;116;183;102;0;0;0
38;30906;Wycliff Palu;1982;Sydney;Australia;120;194;275;0;0;0
38;30952;Guy Shepherdson;1982;Jakarta;Indonesia;117;186;247;0;0;0
38;3299;Stephen Larkham;1974;Canberra;Australia;88;189;54;0;0;0
38;33011;Berrick Barnes;1986;Brisbane;Australia;87;183;246;2;0;0
38;3302;George Gregan;1973;Lusaka;Zambia;78;173;304;1;0;0
38;6915;Chris Latham;1975;Narrabri;Australia;100;192;400;1;0;0
38;8127;Scott Staniforth;1977;West Wyalong;Australia;99;188;45;0;0;0
39;10838;Butch James;1979;Johannesburg;South Africa;97;186;444;0;0;100
39;10888;Andre Pretorius;1978;Johannesburg;South Africa;90;176;109;1;0;100
39;10891;Victor Matfield;1977;Pietersburg;South Africa;110;201;507;0;0;0
39;11588;Jean de Villiers;1981;Paarl;South Africa;100;190;43;0;0;0
39;11589;Bakkies Botha;1979;Newcastle;South Africa;118;202;439;1;0;0
39;11681;CJ van der Linde;1980;Welkom;South Africa;122;190;381;0;0;0
39;15500;Ashwin Willemse;1981;Caledon;South Africa;91;187;48;1;0;0
39;15504;Juan Smith;1981;Bloemfontein;South Africa;106;194;506;0;0;0
39;15505;Wickus van Heerden;1979;Johannesburg;South Africa;104;195;291;0;0;0
39;21421;Enrico Januarie;1982;Hopefield;South Africa;80;170;96;0;0;0
39;23785;Schalk Burger;1983;Port Elizabeth;South Africa;110;193;400;0;0;0
39;23786;Danie Rossouw;1978;Sabie;South Africa;118;197;379;0;0;0
39;23787;Jaque Fourie;1983;Carletonville;South Africa;96;188;480;2;0;0
39;24123;Fourie du Preez;1982;Pretoria;South Africa;88;183;445;2;0;0
39;24710;Bryan Habana;1983;Johannesburg;South Africa;92;179;481;2;0;0
39;24712;Gurthro Steenkamp;1981;Paarl;South Africa;124;189;75;0;0;0
39;2499;Percy Montgomery;1974;Walvis Bay;Namibia;88;183;487;1;94.4;73.3
39;2505;John Smit;1978;Pietersburg;South Africa;116;186;475;0;0;0
39;2508;Albert van den Berg;1974;Hoopstad;South Africa;110;202;109;0;0;0
39;2532;Bobby Skinstad;1976;Bulawayo;Zimbabwe;105;193;104;0;0;0
39;26298;Bismarck du Plessis;1984;Bethlehem;South Africa;105;189;45;0;0;0
39;26304;Ruan Pienaar;1984;Bloemfontein;South Africa;85;186;120;0;0;0
39;26832;Gary Botha;1981;Pretoria;South Africa;106;181;48;0;0;0
39;29126;Francois Steyn;1987;Bloemfontein;South Africa;100;191;448;4;57.1;0
39;30369;JP Pietersen;1986;Stellenbosch;South Africa;85;191;503;2;0;0
39;30712;Wynand Olivier;1983;Welkom;South Africa;87;184;88;0;0;0
39;30867;Johannes Muller;1980;Cape Town;South Africa;106;200;65;0;0;0
39;31011;Akona Ndungane;1981;Umtata;South Africa;86;183;80;0;0;0
39;31624;BJ Botha;1980;Durban;South Africa;118;182;166;0;0;0
39;33280;Jannie du Plessis;1982;Bethlehem;South Africa;119;188;93;0;0;0
39;3381;Os du Randt;1972;Elliot;South Africa;125;190;397;0;0;0
39;7698;Wayne Julies;1978;Paarl;South Africa;93;186;48;0;0;0
40;10512;Rimas Álvarez Kairelis;1974;Buenos Aires;Argentina;106;197;287;0;0;0
40;15696;Patricio Albacete;1981;Buenos Aires;Argentina;115;200;560;0;0;0
40;15697;Juan Martín Hernández;1982;Buenos Aires;Argentina;90;187;480;1;0;100
40;16235;Hernán Senillosa;1977;Buenos Aires;Argentina;90;179;141;1;0;0
40;16241;Rodrigo Roncero;1977;Buenos Aires;Argentina;110;177;465;0;0;0
40;18042;Martín Schusterman;1975;San Juan;Argentina;101;189;19;0;0;0
40;18047;Lucas Borges;1980;Buenos Aires;Argentina;80;177;389;0;0;0
40;21209;Federico Serra Miras;1979;Buenos Aires;Argentina;83;188;15;0;0;0
40;21210;Santiago Gonzalez Bonorino;1975;Buenos Aires;Argentina;116;190;61;0;0;0
40;22754;Eusebio Guiñazu;1982;Mendoza;Argentina;117;181;1;0;0;0
40;24202;Federico Martin Aramburu;1980;Buenos Aires;Argentina;87;182;160;0;0;0
40;24767;Gonzalo Tiesi;1985;Buenos Aires;Argentina;92;184;174;1;0;0
40;25284;Marcos Ayerza;1983;Buenos Aires;Argentina;112;186;87;0;0;0
40;25285;Alberto Vernet Basualdo;1982;Buenos Aires;Argentina;109;180;173;0;0;0
40;2544;Felipe Contepomi;1977;Buenos Aires;Argentina;91;180;533;3;75;55
40;2545;Manuel Contepomi;1977;Buenos Aires;Argentina;96;189;416;0;0;0
40;2546;Ignacio Corleto;1978;Buenos Aires;Argentina;90;185;545;1;0;0
40;2547;Martín Durand;1976;Buenos Aires;Argentina;96;182;167;0;0;0
40;2548;Carlos Ignacio Fernandez Lobbe;1974;Buenos Aires;Argentina;114;194;253;0;0;0
40;2549;Nicolás Fernandez Miranda;1972;Buenos Aires;Argentina;90;179;179;0;0;0
40;2555;Mario Ledesma Arocena;1973;Buenos Aires;Argentina;106;183;387;0;0;0
40;2561;Agustín Pichot;1974;Buenos Aires;Argentina;78;175;381;0;0;0
40;2569;Juan Martín Scelzo;1976;Buenos Aires;Argentina;125;190;246;0;0;0
40;25972;Juan Martín Fernandez Lobbe;1981;Buenos Aires;Argentina;105;191;560;1;0;0
40;26184;Juan Manuel Leguizamón;1983;Santiago del Estero;Argentina;105;190;258;0;0;0
40;26382;Horacio Agulla;1984;Buenos Aires;Argentina;88;182;480;0;0;0
40;30915;Esteban Lozada;1982;Ottignies;Belgium;106;194;20;0;0;0
40;7693;Omar Hasan Jalil;1971;Tucumán;Argentina;115;183;260;0;0;0
40;7694;Lucas Ostiglia;1976;Buenos Aires;Argentina;99;191;335;0;0;0
40;7695;Gonzalo Longo Elía;1974;Buenos Aires;Argentina;105;193;341;0;0;0
40;8544;Federico Todeschini;1975;Rosario;Argentina;85;185;27;0;0;100
41;10549;Mirco Bergamasco;1983;Padova;Italy;92;180;240;0;0;0
41;10550;Ramiro Pez;1978;Córdoba;Argentina;87;178;160;0;100;100
41;10552;Marco Bortolami;1980;Padova;Italy;111;196;240;0;0;0
41;10553;Santiago Dellapè;1978;Mar del Plata;Argentina;116;200;146;0;0;0
41;11570;Sergio Parisse;1983;Mar del Plata;Argentina;110;196;320;1;0;0
41;11667;Fabio Ongaro;1977;Venice;Italy;104;183;83;0;0;0
41;11668;Martin Castrogiovanni;1981;Parana;Argentina;117;188;274;0;0;0
41;12466;Ezio Galon;1977;Treviso;Italy;91;186;49;0;0;0
41;12513;Carlo Festuccia;1980;L'Aquila;Italy;105;182;157;0;0;0
41;13154;Andrea Masi;1981;L'Aquila;Italy;97;183;315;0;0;0
41;21122;Gonzalo Canale;1982;Córdoba;Argentina;95;180;240;0;0;0
41;23906;Silvio Orlando;1981;Venice;Italy;94;189;21;0;0;0
41;23907;Paul Griffen;1975;Dunedin;New Zealand;83;177;63;0;0;0
41;23909;Roland de Marigny;1975;Durban;South Africa;85;180;160;0;0;100
41;23913;Roberto Mandelli;1979;;;102;193;;0;0;0
41;23915;Carlo Del Fava;1981;Umtata;South Africa;110;198;160;0;0;0
41;24205;Kaine Robertson;1980;Auckland;New Zealand;76;178;240;0;0;0
41;2454;Mauro Bergamasco;1979;Padova;Italy;98;183;320;0;0;0
41;2460;Andrea Lo Cicero;1976;Catania;Italy;113;185;214;0;0;0
41;2462;Salvatore Perugini;1978;Benevento;Italy;111;180;136;0;0;0
41;24759;Matteo Pratichetti;1985;Rome;Italy;100;190;80;0;0;0
41;26622;Valerio Bernabò;1984;Rome;Italy;113;198;94;0;0;0
41;26628;Leonardo Ghiraldini;1984;Padova;Italy;99;184;80;0;0;0
41;26645;Alessandro Zanni;1984;Udine;Italy;99;193;42;0;0;0
41;27053;Pablo Canavosio;1981;Córdoba;Argentina;85;175;80;0;0;0
41;2819;Alessandro Troncon;1973;Treviso;Italy;85;178;257;0;0;0
41;28248;Josh Sole;1980;Hamilton;New Zealand;110;196;129;0;0;0
41;28249;Matias Aguero;1981;Buenos Aires;Argentina;111;185;16;0;0;0
41;30881;David Bortolussi;1981;Auch;France;91;188;276;0;66.7;66.7
41;30928;Marko Stanojevic;1979;Birmingham;England;82;180;80;0;0;0
41;33333;Manoa Vosawai;1983;Suva;Fiji;112;188;128;0;0;0
42;10536;Aurélien Rougerie;1980;Beaumont;France;104;194;246;1;0;0
42;10537;Damien Traille;1979;Pau;France;104;194;363;1;0;0
42;10541;Imanol Harinordoquy;1980;Bayonne;France;108;192;274;1;0;0
42;10542;Olivier Milloud;1975;St Vallier;France;109;185;347;0;0;0
42;10543;Sébastien Bruno;1974;Nimes;France;106;174;58;0;0;0
42;10562;Rémy Martin;1979;Aubenas;France;107;195;106;0;0;0
42;10917;Sébastien Chabal;1977;Valence;France;114;192;224;1;0;0
42;10918;Frédéric Michalak;1982;Toulouse;France;80;180;290;0;0;0
42;10921;Cédric Heymans;1978;Brive La Gaillarde;France;96;180;370;1;0;0
42;10922;Yannick Jauzion;1978;Castres;France;106;193;355;0;0;0
42;10923;Jean-Baptiste Poux;1979;Béziers;France;105;180;285;0;0;0
42;10928;Clément Poitrenaud;1982;Castres;France;91;188;290;1;0;0
42;11593;Vincent Clerc;1981;Echirolles;France;88;178;344;0;0;0
42;11643;David Skrela;1979;Toulouse;France;93;190;164;0;80;0
42;11859;Jean-Baptiste Elissalde;1977;La Rochelle;France;78;172;435;0;75;75
42;15704;Jérôme Thion;1977;Senlis;France;120;199;437;0;0;0
42;17566;Nicolas Mas;1980;Perpignan;France;110;180;142;0;0;0
42;2327;Raphaël Ibanez;1973;Dax;France;100;180;292;0;0;0
42;23914;Julien Bonnaire;1978;Bourgoin;France;99;192;420;0;0;0
42;24220;Yannick Nyanga;1983;Kinshasa;Congo;94;187;232;0;0;0
42;24224;Dimitri Szarzewski;1983;Narbonne;France;100;180;180;0;0;0
42;2431;Christophe Dominici;1972;Toulon;France;83;172;270;0;0;0
42;2436;Fabien Pelous;1973;Toulouse;France;108;198;185;0;0;0
42;2438;Pieter de Villiers;1972;Malmesbury;South Africa;107;184;346;0;0;0
42;2441;Lionel Nallet;1976;Bourg-en-Brese;France;116;195;274;1;0;0
42;2442;Serge Betsen;1974;Kumba;Cameroon;98;182;278;0;0;0
42;2580;Pierre Mignoni;1977;Toulon;France;72;169;119;0;0;0
42;25906;David Marty;1982;Perpignan;France;90;180;442;1;0;0
42;26597;Lionel Beauxis;1985;Tarbes;France;89;180;232;0;88.9;63.6
42;30907;Thierry Dusautoir;1981;Abidjan;Côte D'Ivoire;95;188;412;2;0;0
44;22162;Federico Sousa;1978;Lisbon;Portugal;83;177;198;0;0;0
44;22192;David Mateus;1980;Lisbon;Portugal;95;185;141;0;0;0
44;22194;Gonçalo Malheiro;1978;Porto;Portugal;83;173;56;0;100;0
44;22199;João Uva;1980;Lisbon;Portugal;90;182;233;1;0;0
44;22240;Rui Cordeiro;1976;Figueira Da Foz;Portugal;138;184;240;0;0;0
44;22260;Diogo Mateus;1980;Lisbon;Portugal;88;172;191;0;0;0
44;22263;Vasco Uva;1982;Lisbon;Portugal;98;187;214;0;0;0
44;23925;Pedro Leal;1984;Lisbon;Portugal;73;169;240;2;0;0
44;23965;Duarte Cardoso Pinto;1982;Lisbon;Portugal;83;173;244;0;100;75
44;23966;José Pinto;1981;Lisbon;Portugal;83;175;246;0;0;0
44;23981;David Penalva;1981;;France;100;191;264;0;0;0
44;24279;João Correia;1979;Lisbon;Portugal;100;173;206;0;0;0
44;24286;Diogo Coutinho;1977;Lisbon;Portugal;99;188;140;0;0;0
44;24345;Miguel Portela;1974;Lisbon;Portugal;85;186;202;0;0;0
44;25412;Gonçalo Uva;1984;Lisbon;Portugal;107;200;320;0;0;0
44;25413;Pedro Carvalho;1984;Lisbon;Portugal;87;185;240;0;0;0
44;30888;Juan Manuel Muré;1983;;;100;188;49;0;0;0
44;31118;Tiago Girão;1984;Lisbon;Portugal;94;187;196;0;0;0
44;31119;Salvador Palha;1984;Lisbon;Portugal;90;185;1;0;0;0
44;31120;Diogo Gama;1981;Lisbon;Portugal;90;181;49;0;0;0
44;31872;Duarte Figueiredo;1982;;;88;172;10;0;0;0
44;32884;Juan Severino Somoza;1981;;Argentina;113;185;80;0;0;0
44;32929;Ruben Spachuck;1981;;;105;181;273;0;0;0
44;33056;Pedro Cabral;1983;Lisbon;Portugal;72;179;100;0;0;0
44;33217;Gonçalo Foro;1982;Lisbon;Portugal;95;196;19;0;0;0
44;33218;Andre Silva;1975;Paris;France;102;174;60;0;0;0
44;7477;Paulo Murinello;1974;Mocambique;Portugal;83;173;99;0;0;0
44;9641;António Aguilar;1978;Lisbon;Portugal;96;192;240;1;0;0
44;9657;Marcello d'Orey;1976;;;127;196;27;0;0;0
44;9659;Joaquim Ferreira;1973;Porto;Portugal;100;175;148;0;0;0
44;9675;Luis Pissarra;1975;Lisbon;Portugal;73;171;74;0;0;0
45;11545;Tanielu Fuga;1973;Auckland;New Zealand;101;182;36;0;0;0
45;11655;Kas Lealamanua;1976;Wellington;New Zealand;98;184;236;0;0;0
45;11656;Elvis Seveali'I;1978;Wellington;New Zealand;96;180;180;1;0;0
45;11658;Leo Lafaiali'I;1974;Auckland;New Zealand;110;195;98;0;0;0
45;11844;Alesana Tuilagi;1981;Apia;Samoa;111;185;320;0;0;0
45;11845;Henry Tuilagi;1976;Apia;Samoa;126;185;127;1;0;0
45;11846;Lome Fa'atau;1975;Wellington;New Zealand;93;184;121;0;0;0
45;21130;Sailosi Tagicakibau;1982;Auckland;New Zealand;97;193;56;0;0;0
45;21402;Loki Crichton;1976;Apia;Samoa;90;180;263;1;100;75
45;24048;Ulia Ulia;1980;Apia;Samoa;102;183;65;0;0;0
45;24050;David Lemi;1982;Apia;Samoa;80;168;204;0;0;0
45;24051;Lolo Lui;1982;Apia;Samoa;90;185;18;0;0;0
45;24218;Seilala Mapusua;1980;Moto'otua;Samoa;102;180;229;0;0;0
45;2475;Steve So'oialo;1977;Apia;Samoa;85;177;79;0;0;0
