okreg;nrlisty;komitet;numer;kto;glosy;procent;NX
4;8;PETRU;5;Małgorzata Agnieszka PIOTROWSKA-SKRZYPEK;953;0.25;NX
4;8;PETRU;6;Tomasz JUTROWSKI;519;0.14;NX
4;8;PETRU;7;Maciej ZIELIŃSKI;1077;0.29;NX
4;8;PETRU;8;Martyna SPECJAŁ;525;0.14;NX
4;8;PETRU;9;Michał Wojciech GRZYBOWSKI;403;0.11;NX
4;8;PETRU;10;Joanna Agnieszka POZIEMSKA;350;0.09;NX
4;8;PETRU;11;Jarosław Piotr KUBIAK;544;0.15;NX
4;8;PETRU;12;Jolanta Ewa POWIERSKA-CZARNY;190;0.05;NX
4;8;PETRU;13;Rafał MINICHOWSKI;304;0.08;NX
4;8;PETRU;14;Ewa LICHOCKA-KOZIATEK;257;0.07;NX
4;8;PETRU;15;Izabela DOMAŃSKA;355;0.09;NX
4;8;PETRU;16;Ilona Monika BATOG;106;0.03;NX
4;8;PETRU;17;Jakub Krzysztof MORKOWSKI;163;0.04;NX
4;8;PETRU;18;Małgorzata Anna KOZERA;267;0.07;NX
4;8;PETRU;19;Radosław Łukasz BEER;475;0.13;NX
4;8;PETRU;20;Marta Weronika KORSAK;153;0.04;NX
4;8;PETRU;21;Agnieszka Monika SKRZYPCZYK;558;0.15;NX
4;8;PETRU;22;Marzena Urszula URBANIAK;263;0.07;NX
4;8;PETRU;23;Szymon PANKANIN;425;0.11;NX
4;8;PETRU;24;Sebastian BRUSIK;678;0.18;NX
4;10;STONOGA;1;Leszek Józef POSŁUSZNY;1252;0.33;NX
4;10;STONOGA;2;Marcin Leszek CYMBALUK;124;0.03;NX
4;10;STONOGA;3;Patryk Piotr KEMPIŃSKI;131;0.04;NX
4;10;STONOGA;4;Kamila Ewa BEJENKA;99;0.03;NX
4;10;STONOGA;5;Bartosz GRALLA;79;0.02;NX
4;10;STONOGA;6;Anna Ewa ADAMSKA;172;0.05;NX
4;10;STONOGA;7;Magdalena Aleksandra BRUSKA;113;0.03;NX
4;10;STONOGA;8;Marcin Kacper ROŻANKOWSKI;43;0.01;NX
4;10;STONOGA;9;Żaneta KRZEMIŃSKA;78;0.02;NX
4;10;STONOGA;10;Magdalena Maria CHRZANIUK;38;0.01;NX
4;10;STONOGA;11;Dariusz BĄK;108;0.03;NX
4;10;STONOGA;12;Remigiusz RODŹKO;53;0.01;NX
4;10;STONOGA;13;Filip BETLEJEWSKI;75;0.02;NX
4;10;STONOGA;14;Paweł KARCZMAREK;178;0.05;NX
5;1;PiS;1;Krzysztof CZABAŃSKI;16546;4.56;PX
5;1;PiS;2;Iwona Krystyna MICHAŁEK;7485;2.06;PX
5;1;PiS;3;Łukasz ZBONIKOWSKI;8949;2.47;PX
5;1;PiS;4;Anna Elżbieta SOBECKA;16269;4.49;PX
5;1;PiS;5;Jan Krzysztof ARDANOWSKI;18366;5.07;PX
5;1;PiS;6;Marzenna Stefania DRAB;6777;1.87;NX
5;1;PiS;7;Mariusz Piotr KAŁUŻNY;3699;1.02;NX
5;1;PiS;8;Wojciech Lech KOWALSKI;2134;0.59;NX
5;1;PiS;9;Ryszard Władysław BOROWSKI;3254;0.90;NX
5;1;PiS;10;Jan KOWALSKI;5385;1.49;NX
5;1;PiS;11;Monika Ewa KALINOWSKA;3288;0.91;NX
5;1;PiS;12;Grzegorz PIASECKI;1660;0.46;NX
5;1;PiS;13;Stanisław Piotr BUDZYŃSKI;4573;1.26;NX
5;1;PiS;14;Jolanta ZIELIŃSKA;1464;0.40;NX
5;1;PiS;15;Sławomir Andrzej SZYMAŃSKI;2878;0.79;NX
5;1;PiS;16;Jerzy Marian NADOLSKI;668;0.18;NX
5;1;PiS;17;Joanna Beata BOROWIAK;8292;2.29;PX
5;1;PiS;18;Bożena NADWORNA;860;0.24;NX
5;1;PiS;19;Anna Anita SIUDZIŃSKA;460;0.13;NX
5;1;PiS;20;Anna ŚLEDZIŃSKA-BĘDKOWSKA;826;0.23;NX
5;1;PiS;21;Robert SZAŁCZYŃSKI;693;0.19;NX
5;1;PiS;22;Jacek ZAJĄKAŁA;1148;0.32;NX
5;1;PiS;23;Łukasz Szymon KLIMEK;799;0.22;NX
5;1;PiS;24;Magdalena WILCZEWSKA;555;0.15;NX
5;1;PiS;25;Natalia Ewa GILEWICZ;632;0.17;NX
5;1;PiS;26;Jacek KOWALSKI;4043;1.12;NX
5;2;PO;1;Arkadiusz MYRCHA;13400;3.70;PX
5;2;PO;2;Tomasz LENZ;21323;5.88;PX
5;2;PO;3;Barbara Ewa MORACZEWSKA;6160;1.70;NX
5;2;PO;4;Grzegorz KARPIŃSKI;5915;1.63;NX
5;2;PO;5;Domicela Katarzyna KOPACZEWSKA;6736;1.86;NX
5;2;PO;6;Antoni MĘŻYDŁO;9285;2.56;PX
5;2;PO;7;Lotfi MANSOUR;1944;0.54;NX
5;2;PO;8;Wojciech Józef WOŹNY;1909;0.53;NX
5;2;PO;9;Dorota ŁAŃCUCKA;1144;0.32;NX
5;2;PO;10;Jacek KUŹNIEWICZ;2909;0.80;NX
5;2;PO;11;Anna Łucja KUPCZYK;1471;0.41;NX
5;2;PO;12;Jacek SOBORSKI;1385;0.38;NX
5;2;PO;13;Marek BRUZDOWICZ;1058;0.29;NX
5;2;PO;14;Mirosław Roman GRACZYK;1610;0.44;NX
5;2;PO;15;Przemysław Grzegorz MÜNNICH;139;0.04;NX
5;2;PO;16;Roman Stefan TASARZ;608;0.17;NX
5;2;PO;17;Iwona JAŁOSZYŃSKA;767;0.21;NX
5;2;PO;18;Jakub LISOWSKI;419;0.12;NX
5;2;PO;19;Magdalena Katarzyna PATALON;643;0.18;NX
5;2;PO;20;Franciszek Andrzej KAWSKI;845;0.23;NX
5;2;PO;21;Joanna SIEMIANOWSKA;936;0.26;NX
5;2;PO;22;Jerzy KOWALSKI;822;0.23;NX
5;2;PO;23;Bogumiła Mirosława ZUŻEWICZ;344;0.09;NX
5;2;PO;24;Karolina JANICKA;662;0.18;NX
5;2;PO;25;Danuta Maria RAK;599;0.17;NX
5;2;PO;26;Tomasz Józef SZYMAŃSKI;10399;2.87;PX
5;3;RAZEM;1;Marek GOGOŁKIEWICZ;4582;1.26;NX
5;3;RAZEM;2;Joanna JURKIEWICZ;2343;0.65;NX
5;3;RAZEM;3;Tomasz Szymon MARKIEWKA;573;0.16;NX
5;3;RAZEM;4;Maria Regina RZADKIEWICZ;430;0.12;NX
5;3;RAZEM;5;Adrian Stefan STELMASZYK;799;0.22;NX
5;3;RAZEM;6;Marzena Anna KOWALSKA;548;0.15;NX
5;3;RAZEM;7;Rafał Artur DERDA;545;0.15;NX
5;3;RAZEM;8;Magdalena NOWAK;587;0.16;NX
5;3;RAZEM;9;Cezary Marcin KOWALSKI;275;0.08;NX
5;3;RAZEM;10;Emilia Karina POLITOWSKA;426;0.12;NX
5;3;RAZEM;11;Mieczysław CHYLICKI;89;0.02;NX
5;3;RAZEM;12;Justyna WOJCIECHOWSKA;448;0.12;NX
5;3;RAZEM;13;Tomasz Piotr MATRASZEK;258;0.07;NX
5;3;RAZEM;14;Mirosława LEWANDOWSKA;330;0.09;NX
5;3;RAZEM;15;Piotr Paweł NOWACKI;994;0.27;NX
5;4;KORWiN;1;Agata Ewa BANASIK;7202;1.99;NX
5;4;KORWiN;2;Arkadiusz Marek OSIŃSKI;1765;0.49;NX
5;4;KORWiN;3;Marcin Tomasz ŁASIŃSKI;696;0.19;NX
5;4;KORWiN;4;Damian BARANOWSKI;577;0.16;NX
5;4;KORWiN;5;Amanda Magdalena GAJTKOWSKA;328;0.09;NX
5;4;KORWiN;6;Joanna Dorota SEWERYNOWICZ;173;0.05;NX
5;4;KORWiN;7;Adam WOCH;312;0.09;NX
5;4;KORWiN;8;Remigiusz PRZĄDKA;288;0.08;NX
5;4;KORWiN;9;Krzysztof KOŁATKA;199;0.05;NX
5;4;KORWiN;10;Adrian Jakub PALIWODA;308;0.08;NX
5;4;KORWiN;11;Natalia Marta ZIÓŁKOWSKA;206;0.06;NX
5;4;KORWiN;12;Rafał Albert MARKIEWICZ;145;0.04;NX
5;4;KORWiN;13;Beata SZYJKOWSKA;134;0.04;NX
5;4;KORWiN;14;Magdalena KLIMASZEWSKA;116;0.03;NX
5;4;KORWiN;15;Piotr Tomasz PRZYBYSZEWSKI;207;0.06;NX
5;4;KORWiN;16;Katarzyna Ewa JANKOWSKA;133;0.04;NX
5;4;KORWiN;17;Gabriela Karolina BERKOWICZ;51;0.01;NX
5;4;KORWiN;18;Tomasz Krzysztof ZIÓŁKOWSKI;194;0.05;NX
5;4;KORWiN;19;Regina JANCZARSKA;23;0.01;NX
5;4;KORWiN;20;Grzegorz Michał GARBULA;61;0.02;NX
5;4;KORWiN;21;Anna Maria KŁOSOWSKA;221;0.06;NX
5;4;KORWiN;22;Mateusz Aureliusz GRADUSZEWSKI;115;0.03;NX
5;4;KORWiN;23;Aneta Iwona KOSIACKA-WOCH;77;0.02;NX
5;4;KORWiN;24;Iwona Katarzyna HOJDA;75;0.02;NX
5;4;KORWiN;25;Maria KOSTRZEWA;202;0.06;NX
5;4;KORWiN;26;Krzysztof Władysław BROCHOCKI;326;0.09;NX
5;5;PSL;1;Zbigniew SOSNOWSKI;7230;1.99;PX
5;5;PSL;2;Krzysztof BARANOWSKI;4709;1.30;NX
5;5;PSL;3;Andrzej Ignacy GROSS;2184;0.60;NX
5;5;PSL;4;Edyta Lidia ZAKRZEWSKA;1335;0.37;NX
5;5;PSL;5;Andrzej Antoni GRABOWSKI;1109;0.31;NX
5;5;PSL;6;Piotr DEPTA;580;0.16;NX
5;5;PSL;7;Ewa Sławomira KIERZKOWSKA;458;0.13;NX
5;5;PSL;8;Zbigniew ZGÓRZYŃSKI;462;0.13;NX
5;5;PSL;9;Anna PASTUSZKA;381;0.11;NX
5;5;PSL;10;Piotr Tomasz KWIATKOWSKI;269;0.07;NX
5;5;PSL;11;Małgorzata JANKOWSKA;423;0.12;NX
5;5;PSL;12;Zbigniew Jerzy OLECH;259;0.07;NX
5;5;PSL;13;Krzysztof Piotr POKORA;316;0.09;NX
5;5;PSL;14;Józef Stanisław PODYMA;196;0.05;NX
5;5;PSL;15;Marcin Łukasz PIENIĄŻEK;233;0.06;NX
5;5;PSL;16;Krzysztof CZARNECKI;327;0.09;NX
5;5;PSL;17;Violetta STERNICKA;224;0.06;NX
5;5;PSL;18;Danuta Ewa WARSZAWSKA;333;0.09;NX
5;5;PSL;19;Mariusz BORKOWSKI;580;0.16;NX
5;5;PSL;20;Katarzyna BUŁKOWSKA;223;0.06;NX
5;5;PSL;21;Anna Maria KUBCZAK-KOSICKA;89;0.02;NX
5;5;PSL;22;Barbara Genowefa KORNASZEWSKA-KALISZ;170;0.05;NX
5;5;PSL;23;Borys KRZYWKA;144;0.04;NX
5;5;PSL;24;Mariola RYBKA;553;0.15;NX
5;5;PSL;25;Piotr Krzysztof WRZESIŃSKI;257;0.07;NX
5;5;PSL;26;Roman GOŁĘBIEWSKI;1432;0.40;NX
5;6;ZLEW;1;Jerzy Jan WENDERLICH;25365;7.00;NX
5;6;ZLEW;2;Maciej WYDRZYŃSKI;1444;0.40;NX
5;6;ZLEW;3;Stanisław PAWLAK;5302;1.46;NX
5;6;ZLEW;4;Elżbieta Aleksandra OLSZEWSKA;1204;0.33;NX
5;6;ZLEW;5;Tobiasz Marek KOBYŁECKI;339;0.09;NX
5;6;ZLEW;6;Tomasz Andrzej TAFELSKI;650;0.18;NX
5;6;ZLEW;7;Henryka ZAWADZKA;477;0.13;NX
5;6;ZLEW;8;Ewelina Magdalena MAIER;338;0.09;NX
5;6;ZLEW;9;Przemysław MOŻDŻEŃ;155;0.04;NX
5;6;ZLEW;10;Łukasz MARKUSZEWSKI;267;0.07;NX
5;6;ZLEW;11;Jerzy ZAWADZKI;265;0.07;NX
5;6;ZLEW;12;Agnieszka JEŻEWSKA;293;0.08;NX
5;6;ZLEW;13;Ryszard Władysław KAMIŃSKI;152;0.04;NX
5;6;ZLEW;14;Łukasz BARTNICKI;188;0.05;NX
5;6;ZLEW;15;Marian Albin FILIPIAK;85;0.02;NX
5;6;ZLEW;16;Arletta ŻEBROWSKI;160;0.04;NX
5;6;ZLEW;17;Anna Zofia TURSKA;188;0.05;NX
5;6;ZLEW;18;Aleksandra Bożena SZLENDAK;198;0.05;NX
5;6;ZLEW;19;Sebastian Maciej OLEWIŃSKI;223;0.06;NX
5;6;ZLEW;20;Bożena BIEGNIEWSKA;169;0.05;NX
5;6;ZLEW;21;Maria Weronika JANSSEN-CZAJA;147;0.04;NX
5;6;ZLEW;22;Piotr MALINOWSKI;186;0.05;NX
5;6;ZLEW;23;Radosław Daniel FALSZEWSKI;59;0.02;NX
5;6;ZLEW;24;Katarzyna Ewa HAPKA;241;0.07;NX
5;6;ZLEW;25;Izabela Marta KAZIMIERCZAK;143;0.04;NX
5;6;ZLEW;26;Martyna BORKOWICZ;765;0.21;NX
5;7;KUKIZ;1;Paweł SZRAMKA;13552;3.74;PX
5;7;KUKIZ;2;Jaromir Igor ŁATUSZYŃSKI;1202;0.33;NX
5;7;KUKIZ;3;Marek JĘDRZEJEWSKI;1595;0.44;NX
5;7;KUKIZ;4;Marek KUSZYŃSKI;1463;0.40;NX
5;7;KUKIZ;5;Anna Elżbieta KRAJEWSKA;2119;0.58;NX
5;7;KUKIZ;6;Maciej SUŁKOWSKI;723;0.20;NX
5;7;KUKIZ;7;Marek Jerzy GRZYBOWSKI;1052;0.29;NX
5;7;KUKIZ;8;Anna Agnieszka MALENDOWICZ;1010;0.28;NX
5;7;KUKIZ;9;Aneta Stanisława KOMOROWSKA-DUDEK;612;0.17;NX
5;7;KUKIZ;10;Michał Maciej CZAJKOWSKI;1396;0.39;NX
5;7;KUKIZ;11;Miłosz ANDUŁA;439;0.12;NX
5;7;KUKIZ;12;Jakub Krzysztof TOMCZAK;555;0.15;NX
5;7;KUKIZ;13;Anna Danuta STAWOWCZYK;387;0.11;NX
5;7;KUKIZ;14;Beata Krystyna KOMOROWSKA;423;0.12;NX
5;7;KUKIZ;15;Remigiusz Wacław GOC;307;0.08;NX
5;7;KUKIZ;16;Paweł Bartłomiej GRABOWSKI;534;0.15;NX
5;7;KUKIZ;17;Irena PACZKOWSKA;686;0.19;NX
5;7;KUKIZ;18;Łukasz Krzysztof KACZMAREK;389;0.11;NX
5;7;KUKIZ;19;Żanetta Ewa SZABLEWSKA-NICIA;405;0.11;NX
5;7;KUKIZ;20;Damian Paweł WASILEWSKI;1310;0.36;NX
5;8;PETRU;1;Joanna Izabela SCHEURING-WIELGUS;12655;3.49;PX
5;8;PETRU;2;Szymon Maciej KĄCKI;2869;0.79;NX
5;8;PETRU;3;Anna Katarzyna CZUBA;1285;0.35;NX
5;8;PETRU;4;Tomasz Szymon JANISZEWSKI;810;0.22;NX
5;8;PETRU;5;Małgorzata BAŁA;761;0.21;NX
5;8;PETRU;6;Marek SIWIK;370;0.10;NX
5;8;PETRU;7;Piotr CHROMIŃSKI;345;0.10;NX
5;8;PETRU;8;Jarosław Teodor WENTA;636;0.18;NX
5;8;PETRU;9;Marzenna Anna HADACZEK;257;0.07;NX
5;8;PETRU;10;Wojciech Maciej RAKOWIECKI;397;0.11;NX
5;8;PETRU;11;Aleksandra Weronika MAZURCZYK;254;0.07;NX
5;8;PETRU;12;Piotr Leszek KONSTANTYNOWICZ;252;0.07;NX
5;8;PETRU;13;Bartosz SZYMANSKI;530;0.15;NX
5;8;PETRU;14;Magdalena Anna KLUSZCZYŃSKA;397;0.11;NX
5;8;PETRU;15;Małgorzata JANAS-ŁAWNICZUK;269;0.07;NX
5;8;PETRU;16;Dariusz Artur ZALEWCZAK;294;0.08;NX
5;8;PETRU;17;Andrzej KRAJEWSKI;276;0.08;NX
5;8;PETRU;18;Weronika Natalia RYNIEC;231;0.06;NX
5;8;PETRU;19;Wojciech MARCHELAK;141;0.04;NX
5;8;PETRU;20;Kazimiera Janina JANISZEWSKA;534;0.15;NX
5;10;STONOGA;1;Marcin Ryszard LEWANDOWSKI;981;0.27;NX
5;10;STONOGA;2;Łukasz Marcin SZARSKI;189;0.05;NX
5;10;STONOGA;3;Wojciech JAGLIŃSKI;88;0.02;NX
5;10;STONOGA;4;Maciej Mikołaj DUDZIAK;114;0.03;NX
5;10;STONOGA;5;Maciej BANASZKIEWICZ;69;0.02;NX
5;10;STONOGA;6;Patrycja CEPEK;105;0.03;NX
5;10;STONOGA;7;Weronika Ingrid DARMOFALSKA;73;0.02;NX
5;10;STONOGA;8;Daria Magdalena ZODEL;26;0.01;NX
5;10;STONOGA;9;Justyna Hanna DERENDA;40;0.01;NX
5;10;STONOGA;10;Aleksander Lech SUROWIECKI;40;0.01;NX
5;10;STONOGA;11;Dominika WARDALIŃSKA;38;0.01;NX
5;10;STONOGA;12;Agnieszka Katarzyna ZIMMER;60;0.02;NX
5;10;STONOGA;13;Karol SUROWIECKI;27;0.01;NX
5;10;STONOGA;14;Monika LEWANDOWSKA;93;0.03;NX
5;10;STONOGA;15;Mateusz LEWANDOWSKI;98;0.03;NX
5;13;SAMOOBRONA;1;Lech Stefan KUROPATWIŃSKI;252;0.07;NX
5;13;SAMOOBRONA;2;Wawrzyniec PIEJKO;119;0.03;NX
5;13;SAMOOBRONA;3;Zbigniew SCHRŐDER;17;0.00;NX
5;13;SAMOOBRONA;4;Barbara MONCZKOWSKA;33;0.01;NX
5;13;SAMOOBRONA;5;Adrian PERKOWSKI;24;0.01;NX
5;13;SAMOOBRONA;6;Kamila FILBRANDT;14;0.00;NX
5;13;SAMOOBRONA;7;Justyna Angelika MAJTA;29;0.01;NX
5;13;SAMOOBRONA;8;Krzysztof Tomasz TUSZYŃSKI;42;0.01;NX
5;13;SAMOOBRONA;9;Elżbieta KALISZ;38;0.01;NX
5;13;SAMOOBRONA;10;Edmund Kazimierz CZERWIŃSKI;55;0.02;NX
5;13;SAMOOBRONA;11;Małgorzata KIRSZ;28;0.01;NX
5;13;SAMOOBRONA;12;Krystyna Teresa PREJS;28;0.01;NX
5;13;SAMOOBRONA;13;Anna Justyna GŁUCHOWSKA;19;0.01;NX
5;13;SAMOOBRONA;14;Henryk Stanisław GORYŃSKI;74;0.02;NX
6;1;PiS;1;Elżbieta Małgorzata KRUK;43432;8.91;PX
6;1;PiS;2;Krzysztof Stefan MICHAŁKIEWICZ;15806;3.24;PX
6;1;PiS;3;Gabriela MASŁOWSKA;23287;4.77;PX
6;1;PiS;4;Jarosław Piotr STAWIARSKI;15807;3.24;PX
6;1;PiS;5;Jerzy Feliks BIELECKI;8510;1.74;PX
6;1;PiS;6;Krzysztof SZULOWSKI;9019;1.85;PX
6;1;PiS;7;Lech Stanisław SPRAWKA;15713;3.22;PX
6;1;PiS;8;Krzysztof GŁUCHOWSKI;9924;2.03;PX
6;1;PiS;9;Artur SOBOŃ;16643;3.41;PX
6;1;PiS;10;Sylwester Karol TUŁAJEW;17289;3.54;PX
6;1;PiS;11;Zdzisław Zbigniew PODKAŃSKI;6452;1.32;NX
6;1;PiS;12;Bogna Maria BENDER-MOTYKA;2140;0.44;NX
6;1;PiS;13;Marcin WIECZOREK;2687;0.55;NX
6;1;PiS;14;Ewa ZYBAŁA;3118;0.64;NX
6;1;PiS;15;Lech Zbigniew TOR;1470;0.30;NX
6;1;PiS;16;Henryk DUDZIAK;2293;0.47;NX
6;1;PiS;17;Sławomir SKWAREK;7509;1.54;NX
6;1;PiS;18;Maria Bernadeta STACHOWICZ-CIOCZEK;1120;0.23;NX
6;1;PiS;19;Daniel CHUDEK;2073;0.43;NX
6;1;PiS;20;Sylwia Ewa PISAREK-PIOTROWSKA;936;0.19;NX
6;1;PiS;21;Marek Grzegorz WOJCIECHOWSKI;7060;1.45;NX
6;1;PiS;22;Katarzyna KUBIŚ;1347;0.28;NX
6;1;PiS;23;Adam Krzysztof KAŁASKA;3388;0.69;NX
6;1;PiS;24;Agnieszka Beata LENART;1129;0.23;NX
6;1;PiS;25;Aneta Maria PASTUSZAK;944;0.19;NX
6;1;PiS;26;Jarema Maciej PAPROCKI;1001;0.21;NX
6;1;PiS;27;Anna Aleksandra ROMAŃCZUK;481;0.10;NX
6;1;PiS;28;Dorota SKRZAT;1079;0.22;NX
6;1;PiS;29;Ryszard Marek MAJKOWSKI;2973;0.61;NX
6;1;PiS;30;Grzegorz MUSZYŃSKI;7384;1.51;NX
6;2;PO;1;Joanna MUCHA;43459;8.91;PX
6;2;PO;2;Włodzimierz Witold KARPIŃSKI;10260;2.10;PX
6;2;PO;3;Magdalena Ewa GĄSIOR-MAREK;4131;0.85;NX
6;2;PO;4;Wojciech WILK;6348;1.30;PX
6;2;PO;5;Urszula BANCERZ;2900;0.59;NX
6;2;PO;6;Marta Anna WCISŁO;3561;0.73;NX
6;2;PO;7;Bożena Grażyna LISOWSKA;1261;0.26;NX
6;2;PO;8;Waldemar Franciszek BIAŁOWĄS;1345;0.28;NX
6;2;PO;9;Janusz POŻAK;1850;0.38;NX
6;2;PO;10;Adam Jerzy WASILEWSKI;676;0.14;NX
6;2;PO;11;Krzysztof BOJARSKI;719;0.15;NX
6;2;PO;12;Zbigniew Wiktor JURKOWSKI;1024;0.21;NX
6;2;PO;13;Magdalena DOBROSIELSKA;113;0.02;NX
6;2;PO;14;Irena Marianna CHOLEWIŃSKA;125;0.03;NX
6;2;PO;15;Wojciech Józef MALESSA;70;0.01;NX
6;2;PO;16;Ayman AL KUSAYER;182;0.04;NX
6;2;PO;17;Celina Waleria STASIAK;412;0.08;NX
6;2;PO;18;Rafał Krzysztof ŻOŁYNIA;60;0.01;NX
6;2;PO;19;Monika KULKA;321;0.07;NX
6;2;PO;20;Teresa Maria SĘK;151;0.03;NX
6;2;PO;21;Marzena Wioletta DOROSZUK-MAJ;145;0.03;NX
6;2;PO;22;Mariusz CIELICA;84;0.02;NX
6;2;PO;23;Marcin PISULA;367;0.08;NX
6;2;PO;24;Łukasz Cezary WERENGOWSKI;87;0.02;NX
6;2;PO;25;Justyna Monika ZAWROTNIAK-BOGUSZ;73;0.01;NX
6;2;PO;26;Ewelina LEMPARTY;103;0.02;NX
6;2;PO;27;Krzysztof ŁĄTKA;216;0.04;NX
6;2;PO;28;Paweł Ryszard MAMIŃSKI;162;0.03;NX
6;2;PO;29;Daria Katarzyna BANASIK;186;0.04;NX
6;2;PO;30;Mariusz SIEMBIDA;501;0.10;NX
6;3;RAZEM;1;Tomasz Piotr WARZOCHA;5697;1.17;NX
6;3;RAZEM;2;Magdalena Anna DŁUGOSZ;2216;0.45;NX
6;3;RAZEM;3;Jarosław Piotr WROŃSKI;714;0.15;NX
6;3;RAZEM;4;Katarzyna Monika BABIS;631;0.13;NX
6;3;RAZEM;5;Piotr Leszek MICHALIK;398;0.08;NX
6;3;RAZEM;6;Karolina PLUTA;655;0.13;NX
6;3;RAZEM;7;Gabriel Jan KACZYŃSKI;395;0.08;NX
6;3;RAZEM;8;Katarzyna RUDNICKA;476;0.10;NX
6;3;RAZEM;9;Piotr Stanisław MASIERAK;235;0.05;NX
6;3;RAZEM;10;Maciej Paweł KOZIOŁ;355;0.07;NX
6;3;RAZEM;11;Halina Grażyna WARZOCHA;193;0.04;NX
6;3;RAZEM;12;Michał Jerzy JÓŹWIK;168;0.03;NX
6;3;RAZEM;13;Justyna Maria SZPANOWSKA;152;0.03;NX
6;3;RAZEM;14;Marcin Jarosław DETIUK;162;0.03;NX
6;3;RAZEM;15;Joanna Anita SOJA;302;0.06;NX
6;3;RAZEM;16;Szymon FURMANIAK;646;0.13;NX
6;4;KORWiN;1;Michał Paweł ROZPENDOWSKI;12281;2.52;NX
6;4;KORWiN;2;Krzysztof KOZIEŁ;1833;0.38;NX
6;4;KORWiN;3;Jarosław Konrad KONOWAŁEK;2419;0.50;NX
6;4;KORWiN;4;Natalia Anna WIŚLIŃSKA;1502;0.31;NX
6;4;KORWiN;5;Anna Barbara WOJCIECHOWSKA;736;0.15;NX
6;4;KORWiN;6;Mirosław ŚWIŚ;281;0.06;NX
6;4;KORWiN;7;Tomasz Marcin URBA;299;0.06;NX
6;4;KORWiN;8;Adrian ZAKRZEWSKI;529;0.11;NX
6;4;KORWiN;9;Mariusz Grzegorz NIEZBECKI;161;0.03;NX
6;4;KORWiN;10;Martyna KUSZYK;240;0.05;NX
6;4;KORWiN;11;Artur Lech BANACH;356;0.07;NX
6;4;KORWiN;12;Marzena GRAD;110;0.02;NX
6;4;KORWiN;13;Jakub RODAK;340;0.07;NX
6;4;KORWiN;14;Anna Dominika KOŁODZIEJ;188;0.04;NX
6;4;KORWiN;15;Michał WYPYCH;219;0.04;NX
6;4;KORWiN;16;Marika Patrycja WASAK;142;0.03;NX
6;4;KORWiN;17;Michał Kamil WOLSKI;228;0.05;NX
6;4;KORWiN;18;Paulina MUNDZIK;115;0.02;NX
6;4;KORWiN;19;Anna Jadwiga KAWĘCKA-OLIWA;61;0.01;NX
6;4;KORWiN;20;Dominika KASPRZAK;215;0.04;NX
6;4;KORWiN;21;Maciej Krzysztof ZABIELSKI;278;0.06;NX
6;4;KORWiN;22;Agnieszka Anna KRÓL;343;0.07;NX
6;4;KORWiN;23;Martyna DRĄCZKOWSKA-SOBSTYL;70;0.01;NX
6;4;KORWiN;24;Jonasz Krzysztof BRYK;204;0.04;NX
6;4;KORWiN;25;Marta Justyna SOWA;169;0.03;NX
6;4;KORWiN;26;Urszula Ewa SKUPIŃSKA;87;0.02;NX
6;4;KORWiN;27;Wojciech OSKROBA;168;0.03;NX
6;4;KORWiN;28;Elżbieta Anna SERWIN;115;0.02;NX
6;4;KORWiN;29;Paweł Krzysztof KOBYLARZ;187;0.04;NX
6;4;KORWiN;30;Jarosław Tadeusz HUNEK;500;0.10;NX
6;5;PSL;1;Jan Zbigniew ŁOPATA;7750;1.59;PX
6;5;PSL;2;Henryk Józef SMOLARZ;5686;1.17;NX
6;5;PSL;3;Marian Roman STAROWNIK;2808;0.58;NX
6;5;PSL;4;Piotr Sławomir RZETELSKI;2487;0.51;NX
6;5;PSL;5;Marek KOS;3183;0.65;NX
6;5;PSL;6;Leszek Jan ŚWIĘTOCHOWSKI;2870;0.59;NX
6;5;PSL;7;Zenon Jerzy RODZIK;1408;0.29;NX
6;5;PSL;8;Hanna Barbara CZERSKA-GĄSIEWSKA;2212;0.45;NX
6;5;PSL;9;Roman Władysław CHOLEWA;630;0.13;NX
6;5;PSL;10;Dariusz Stanisław KOŁODZIEJCZYK;1313;0.27;NX
6;5;PSL;11;Andrzej BIEŃKO;607;0.12;NX
6;5;PSL;12;Maria SZCZOTKA;183;0.04;NX
6;5;PSL;13;Monika Urszula WIELGÓRSKA;273;0.06;NX
6;5;PSL;14;Andrzej Wiesław KITA;258;0.05;NX
6;5;PSL;15;Elżbieta ROLA;268;0.05;NX
6;5;PSL;16;Wioletta Jadwiga WILKOS;196;0.04;NX
6;5;PSL;17;Iwona GIZA;389;0.08;NX
6;5;PSL;18;Jan SĘK;101;0.02;NX
6;5;PSL;19;Elżbieta Maria BRZUCH;189;0.04;NX
6;5;PSL;20;Beata Dorota WOROSZYŁO;422;0.09;NX
6;5;PSL;21;Anna Jolanta AUGUSTYNIAK;669;0.14;NX
6;5;PSL;22;Renata Jolanta KASPRZAK;160;0.03;NX
6;5;PSL;23;Małgorzata BUJAK;260;0.05;NX
6;5;PSL;24;Arkadiusz MAŁECKI;489;0.10;NX
6;5;PSL;25;Magdalena MISIASZEK;290;0.06;NX
6;5;PSL;26;Jarosław SZLENDAK;811;0.17;NX
6;5;PSL;27;Krzysztof Wojciech STĘPNIAK;513;0.11;NX
6;5;PSL;28;Mirosław KORBUT;74;0.02;NX
6;5;PSL;29;Elżbieta SEREDYN;1234;0.25;NX
