nrk;pgnw;freq;lgw;lgnw
100923;3.74;35.48;180;7
100924;1.88;46.78;677;13
100925;5.17;30.45;220;12
100926;1.65;43.84;238;4
100927;2.63;45.60;222;6
100928;2.32;42.18;253;6
100929;1.09;54.30;181;2
100930;2.67;42.23;328;9
100931;3.37;54.27;172;6
100932;3.69;52.81;470;18
100933;1.99;45.62;296;6
100934;2.48;56.52;393;10
100935;4.27;40.90;157;7
100936;3.95;55.68;146;6
100937;2.70;42.37;324;9
100938;6.32;30.85;252;17
100939;7.45;29.75;87;7
100940;1.02;29.79;97;1
100941;9.52;30.55;76;8
100942;2.79;43.10;522;15
100943;4.22;45.48;159;7
100944;4.58;45.52;354;17
100945;2.62;49.92;631;17
100946;0.47;50.60;844;4
100947;2.35;48.03;748;18
100948;3.32;40.52;583;20
100949;2.24;41.35;612;14
100950;2.74;48.34;355;10
100951;2.68;41.43;508;14
100952;2.89;41.90;437;13
100953;2.52;43.37;580;15
100954;3.24;40.83;627;21
100955;2.44;44.95;560;14
100956;3.35;46.22;549;19
100957;4.43;47.53;690;32
100958;2.23;41.61;613;14
100959;3.86;40.66;448;18
100960;14.89;52.81;40;7
100961;5.84;32.37;274;17
100962;2.44;38.08;360;9
100963;3.23;38.93;240;8
100964;2.63;36.98;296;8
100965;2.29;39.38;299;7
100966;4.92;33.89;174;9
100967;1.21;51.40;163;2
100968;3.03;32.20;64;2
100969;4.17;32.78;207;9
100970;4.85;43.74;216;11
100971;5.36;27.52;106;6
100972;1.72;33.14;114;2
100973;2.14;46.52;183;4
100974;4.49;36.75;404;19
100975;3.67;35.85;604;23
100976;4.09;29.64;164;7
100977;10.62;25.97;143;17
100978;9.74;32.63;139;15
100979;4.72;32.55;303;15
100980;4.91;38.04;407;21
100981;3.13;37.93;402;13
100982;4.13;37.81;232;10
100983;3.43;38.00;338;12
100984;6.44;34.78;247;17
100985;8.18;35.66;202;18
100986;5.34;38.34;372;21
100987;3.51;37.09;302;11
100988;5.42;40.20;227;13
100989;2.68;39.30;218;6
100990;2.42;48.70;766;19
100991;2.56;39.72;572;15
100992;2.73;44.67;676;19
100993;4.64;40.41;637;31
100994;2.68;44.12;800;22
100995;3.07;38.13;316;10
100996;1.55;47.34;446;7
100997;1.75;44.91;728;13
100998;3.84;41.97;651;26
100999;1.89;46.32;364;7
101000;2.98;45.33;782;24
101001;3.55;46.03;816;30
101002;2.22;29.41;44;1
101003;0.00;13.64;6;0
101004;14.05;57.08;104;17
101005;2.28;45.44;730;17
101006;2.17;36.36;90;2
101007;12.50;32.00;14;2
101008;3.81;40.83;807;32
101009;5.47;30.33;242;14
101010;3.19;36.54;243;8
101011;3.45;31.94;140;5
101012;2.37;33.60;165;4
101013;3.06;34.39;95;3
101014;5.97;39.02;299;19
101015;8.45;33.65;130;12
101016;5.13;31.84;74;4
101017;4.39;38.53;196;9
101018;2.50;46.97;234;6
101019;5.15;34.28;184;10
101020;2.99;29.58;130;4
101021;3.73;32.86;155;6
101022;3.38;35.32;143;5
101023;4.14;29.96;139;6
101024;3.16;41.90;551;18
101025;4.29;36.08;67;3
101026;3.88;35.05;124;5
101027;3.50;38.75;138;5
101028;4.46;38.91;642;30
101029;6.37;28.86;147;10
101030;10.84;30.86;74;9
101031;5.33;35.38;142;8
101032;1.75;23.55;56;1
101033;3.27;41.54;385;13
101034;2.14;33.10;275;6
101035;3.66;39.30;237;9
101036;1.96;35.54;300;6
101037;4.33;41.91;243;11
101038;3.41;42.17;255;9
101039;3.52;39.24;438;16
101040;2.20;45.21;489;11
101041;3.30;43.44;381;13
101042;1.28;39.16;385;5
101043;4.57;43.52;439;21
101044;1.53;46.33;578;9
101045;3.14;39.97;278;9
101046;0.00;20.24;17;0
101047;7.50;42.78;148;12
101048;4.04;37.27;309;13
101049;3.83;41.26;377;15
101050;3.61;42.92;187;7
101051;3.37;34.36;86;3
101052;6.99;37.19;266;20
101053;5.34;33.99;195;11
101054;4.71;46.76;364;18
101055;3.12;32.89;217;7
101056;5.17;45.47;257;14
101057;3.56;42.90;271;10
101058;2.93;41.21;232;7
101059;1.77;52.07;222;4
101060;6.67;31.76;126;9
101061;4.18;40.13;298;13
101062;6.71;29.87;153;11
101063;2.99;32.84;260;8
101064;3.94;34.31;463;19
101065;5.00;40.85;551;29
101066;6.62;39.12;141;10
101067;3.68;38.60;393;15
101068;4.63;33.81;268;13
101069;1.58;38.87;373;6
101070;1.41;47.81;140;2
101071;1.65;32.79;179;3
101072;1.67;44.94;118;2
101073;4.83;38.26;256;13
101074;8.26;26.20;100;9
101075;4.34;45.83;463;21
101076;4.71;47.98;486;24
101077;4.98;31.31;191;10
101078;1.95;38.09;453;9
101079;5.92;38.72;318;20
101080;2.40;42.33;366;9
101081;2.03;48.19;482;10
101082;3.69;42.66;392;15
101083;2.88;40.15;303;9
101084;3.81;46.99;278;11
101085;3.65;48.49;713;27
101086;4.44;45.61;258;12
101087;7.07;35.68;184;14
101088;2.57;43.31;265;7
101089;2.56;42.01;456;12
101090;4.02;37.20;191;8
101091;6.00;47.28;188;12
101092;3.59;46.46;215;8
101093;3.63;55.98;239;9
101094;2.10;55.66;467;10
101095;1.75;38.26;112;2
101096;1.56;54.07;379;6
101097;3.01;41.36;290;9
101098;5.21;43.45;346;19
101099;3.12;32.32;248;8
101100;5.31;41.80;410;23
101101;2.25;53.37;217;5
101102;4.46;43.40;471;22
101103;5.21;44.35;346;19
101104;2.06;45.02;381;8
101105;2.85;47.12;818;24
101106;3.21;37.46;422;14
101107;5.02;34.60;397;21
101108;4.16;38.35;369;16
101109;4.19;37.78;366;16
101110;3.79;41.05;203;8
101111;2.60;29.11;150;4
101112;5.37;35.79;405;23
101113;2.54;32.07;115;3
101114;0.87;39.93;228;2
101115;3.03;55.23;128;4
101116;3.43;40.45;225;8
101117;4.29;42.00;201;9
101118;3.68;48.22;366;14
101119;3.52;46.91;439;16
101120;3.01;48.76;515;16
101121;1.94;52.17;555;11
101122;3.29;44.44;147;5
101123;4.05;36.82;142;6
101124;2.32;44.19;505;12
101125;2.37;34.64;329;8
101126;1.47;47.72;268;4
101127;5.01;38.32;360;19
101128;3.68;39.14;262;10
101129;2.46;41.42;278;7
101130;5.84;34.82;242;15
101131;4.26;35.61;135;6
101132;2.28;40.71;771;18
101133;6.10;42.82;277;18
101134;4.26;29.84;180;8
101135;5.56;40.00;153;9
101136;7.14;34.61;143;11
101137;2.18;42.57;493;11
101138;3.64;42.86;503;19
101139;3.18;32.45;578;19
101140;2.87;34.32;305;9
101141;2.87;39.96;576;17
101142;16.67;51.43;15;3
101143;3.43;43.26;703;25
101144;5.43;40.05;609;35
101145;3.77;42.07;281;11
101146;3.67;40.42;683;26
101147;2.93;42.08;397;12
101148;0.49;40.00;203;1
101149;2.89;42.21;671;20
101150;2.61;40.00;672;18
101151;2.35;37.17;583;14
101152;1.13;39.52;613;7
101153;3.34;43.85;723;25
101154;3.41;37.99;652;23
101155;2.00;44.96;441;9
101156;4.68;32.37;224;11
101157;2.93;29.36;232;7
101158;4.76;48.28;40;2
101159;0.00;46.67;14;0
101160;2.72;37.05;465;13
101161;4.82;32.27;395;20
101162;1.72;33.02;171;3
101163;7.27;27.23;153;12
101164;2.80;39.67;556;16
101165;3.74;45.73;670;26
101166;2.72;43.21;644;18
101167;8.33;41.38;11;1
101168;3.18;41.98;365;12
101169;2.19;46.56;179;4
101170;2.30;43.66;212;5
101171;3.09;42.73;94;3
101172;1.92;27.59;102;2
101173;3.16;31.99;276;9
101174;2.81;47.11;380;11
101175;4.10;34.03;281;12
101176;2.25;27.64;87;2
101177;3.30;34.60;88;3
101178;5.07;27.37;356;19
101179;1.28;30.77;154;2
101180;1.16;26.06;170;2
101181;3.86;41.86;398;16
101182;1.18;38.07;585;7
101183;0.88;27.80;113;1
101184;2.59;28.02;113;3
101185;3.26;36.80;89;3
101186;3.50;35.06;248;9
101187;1.19;49.60;913;11
101188;3.34;45.45;492;17
101189;3.09;47.09;595;19
101190;1.97;42.58;846;17
101191;3.07;43.07;789;25
101192;1.82;39.97;270;5
101193;2.61;45.72;858;23
101194;1.34;52.10;515;7
101195;12.00;40.98;22;3
101196;7.69;19.70;12;1
101197;3.29;46.91;793;27
101198;3.72;38.80;492;19
101199;4.76;44.51;340;17
101200;3.03;47.34;224;7
101201;2.44;34.98;360;9
101202;1.22;46.85;404;5
101203;6.25;32.99;90;6
101204;1.59;40.22;247;4
101205;1.23;38.45;240;3
101206;5.62;35.24;151;9
101207;3.79;46.16;457;18
101208;0.58;43.96;340;2
101209;2.58;45.62;264;7
101210;3.16;43.29;306;10
101211;7.11;40.87;183;14
101212;2.52;47.24;542;14
101213;3.15;37.88;215;7
101214;3.16;41.78;337;11
101215;8.70;36.86;105;10
101216;13.33;44.30;91;14
101217;5.41;26.81;35;2
101218;5.68;40.00;83;5
101219;3.91;38.49;516;21
101220;4.26;27.49;315;14
101221;9.15;23.68;139;14
101222;1.98;28.94;99;2
101223;0.96;50.49;103;1
101224;2.29;41.35;684;16
101225;2.98;37.09;163;5
101226;7.84;32.48;47;4
101227;6.42;24.94;102;7
101228;4.71;42.86;243;12
101229;3.16;43.18;276;9
101230;3.23;27.39;180;6
101231;2.12;35.33;369;8
101232;2.58;39.94;377;10
101233;1.60;38.46;123;2
101234;1.48;36.10;133;2
101235;1.71;46.40;691;12
101236;2.02;33.28;389;8
101237;2.10;48.85;746;16
101238;2.77;50.13;561;16
101239;3.32;44.35;349;12
101240;3.81;38.04;404;16
101241;6.17;37.02;289;19
101242;5.00;43.15;323;17
101243;2.41;39.65;243;6
101244;2.89;47.01;168;5
101245;12.12;64.71;29;4
101246;2.48;38.57;551;14
101247;1.77;40.17;277;5
101248;8.59;32.49;117;11
101249;2.27;41.73;387;9
101250;2.67;45.05;146;4
101251;1.00;40.12;792;8
101252;2.42;35.03;121;3
101253;2.67;39.06;73;2
101254;4.50;27.89;106;5
101255;2.51;46.36;583;15
101256;3.47;40.61;334;12
101257;3.13;48.10;526;17
101258;4.33;45.56;442;20
101259;2.98;38.89;163;5
101260;2.29;41.08;171;4
101261;4.11;37.34;140;6
101262;4.50;41.97;509;24
101263;4.84;38.75;177;9
101264;9.46;24.34;134;14
101265;4.40;40.12;565;26
101266;4.72;40.69;202;10
101267;6.25;32.35;165;11
101268;3.97;30.08;145;6
101269;2.68;38.28;399;11
101270;4.14;31.95;324;14
101271;3.25;38.72;357;12
101272;3.13;34.86;340;11
101273;6.03;31.13;296;19
101274;4.98;34.04;305;16
101275;3.03;40.74;416;13
101276;3.90;43.60;419;17
101277;1.66;48.74;532;9
101278;3.12;44.21;311;10
101279;3.59;45.14;403;15
101280;2.45;56.30;636;16
101281;1.94;47.74;455;9
101282;1.28;45.84;462;6
101283;2.82;46.25;413;12
101284;0.82;36.88;364;3
101285;2.25;50.36;478;11
101286;2.06;44.26;427;9
101287;2.42;43.88;444;11
101288;2.73;46.96;428;12
101289;1.80;47.53;547;10
101290;7.55;96.36;49;4
101291;2.24;40.71;349;8
101292;4.62;41.53;124;6
101293;4.76;43.30;400;20
101294;3.24;49.88;418;14
101295;0.87;37.55;456;4
101296;2.57;39.41;341;9
101297;3.47;36.48;250;9
101298;6.05;42.56;559;36
101299;6.52;39.43;129;9
101300;5.02;36.21;303;16
101301;4.53;46.76;358;17
101302;2.29;32.63;213;5
101303;4.55;37.39;252;12
101304;6.86;25.95;95;7
101305;3.98;35.68;482;20
101306;3.23;34.46;570;19
101307;1.60;38.80;184;3
101308;8.40;37.54;109;10
101309;4.04;46.66;523;22
101310;3.68;39.31;393;15
101311;3.27;41.18;237;8
101312;3.99;34.45;385;16
101313;2.28;46.10;300;7
101314;5.86;45.96;241;15
101315;3.29;41.78;587;20
101316;2.69;45.17;797;22
101317;7.66;40.81;205;17
101318;4.70;36.08;142;7
101319;4.31;42.19;688;31
101320;4.83;49.83;138;7
101321;2.65;49.30;552;15
101322;2.19;42.56;179;4
101323;2.91;36.21;367;11
101324;2.75;45.93;954;27
101325;2.91;55.36;401;12
101326;3.96;44.69;194;8
101327;2.10;36.59;466;10
101328;3.47;35.74;167;6
101329;6.42;34.42;277;19
101330;2.02;41.54;243;5
101331;2.08;45.11;330;7
101332;3.00;42.67;356;11
101333;3.33;39.58;145;5
101334;1.84;59.29;1065;20
101335;1.94;51.74;759;15
101336;2.67;51.10;839;23
101337;1.48;49.74;666;10
101338;2.14;52.53;548;12
101339;0.00;41.67;30;0
101340;3.34;42.02;550;19
101341;3.51;43.13;412;15
101342;1.90;44.12;206;4
101343;3.26;41.74;386;13
101344;2.63;41.76;333;9
101345;5.11;37.74;130;7
101346;1.50;36.34;131;2
101347;1.57;55.20;188;3
101348;0.60;58.13;167;1
101349;3.19;44.76;91;3
101350;3.74;45.28;180;7
101351;2.27;49.44;86;2
101352;6.86;49.51;95;7
101353;2.31;38.81;127;3
101354;11.43;77.78;31;4
101355;0.00;11.11;7;0
101356;3.18;45.62;640;21
101357;4.48;50.92;554;26
101358;0.70;47.25;427;3
101359;1.86;52.78;317;6
101360;2.76;52.38;600;17
101361;2.79;53.79;697;20
101362;2.91;54.02;633;19
101363;2.42;50.26;564;14
101364;0.57;48.68;349;2
101365;1.73;50.58;340;6
101366;2.02;54.70;388;8
101367;2.26;50.16;303;7
101368;1.82;53.48;324;6
101369;2.87;47.41;338;10
101370;2.36;54.66;372;9
101371;3.03;65.48;320;10
101372;3.38;53.89;515;18
101373;2.93;52.82;563;17
101374;2.73;55.94;605;17
101375;3.47;37.35;278;10
101376;1.41;56.04;768;11
101377;2.39;52.48;693;17
101378;2.54;49.37;576;15
101379;20.00;38.46;16;4
101380;1.64;39.56;300;5
101381;2.76;52.66;529;15
101382;1.67;50.99;354;6
101383;1.32;50.93;597;8
101384;1.87;45.61;576;11
101385;2.23;50.95;395;9
101386;2.11;45.10;649;14
101387;1.47;47.35;537;8
101388;2.19;64.32;134;3
101389;4.58;43.38;125;6
101390;4.58;42.95;125;6
101391;0.00;61.21;172;0
101392;4.14;48.17;139;6
101393;1.60;50.20;123;2
101394;1.73;55.46;569;10
101395;2.54;44.13;843;22
101396;1.93;49.95;508;10
101397;2.52;44.91;387;10
101398;2.08;40.06;566;12
101399;1.65;47.73;776;13
101400;2.21;44.22;707;16
101401;1.44;51.21;479;7
101402;1.87;51.20;419;8
101403;1.49;41.97;659;10
101404;2.49;41.12;666;17
101405;3.12;37.64;652;21
101406;2.87;33.31;406;12
101407;2.78;58.06;35;1
101408;2.19;52.67;357;8
101409;1.96;55.94;351;7
101410;2.48;52.95;315;8
101411;4.24;37.94;452;20
101412;2.00;51.23;491;10
101413;7.11;30.08;183;14
101414;2.30;42.93;255;6
101415;3.49;43.72;470;17
101416;18.18;48.89;72;16
101417;2.05;51.86;382;8
101418;2.62;48.90;260;7
101419;6.37;47.01;250;17
101420;0.50;53.58;201;1
101421;8.28;36.43;144;13
101422;1.08;43.46;92;1
101423;2.60;51.20;187;5
101424;11.76;44.97;75;10
101425;1.89;37.86;104;2
101426;3.26;48.17;89;3
101427;1.78;50.22;221;4
101428;1.32;50.87;375;5
101429;3.49;37.36;221;8
101430;1.28;40.44;309;4
101431;1.16;39.23;342;4
101432;3.40;54.30;256;9
101433;3.83;46.76;201;8
101434;1.09;56.26;271;3
101435;0.00;41.53;380;0
101436;1.11;48.39;267;3
101437;3.44;48.66;281;10
101438;10.05;33.39;170;19
101439;2.63;57.62;740;20
101440;2.84;58.38;616;18
101441;1.38;55.24;785;11
101442;1.75;61.70;785;14
101443;1.75;54.84;618;11
101444;1.73;56.76;854;15
101445;1.84;60.00;533;10
101446;1.29;66.93;995;13
101447;1.05;63.84;938;10
101448;1.16;56.56;682;8
101449;0.65;53.82;616;4
101450;0.86;57.83;809;7
101451;1.44;52.92;892;13
101452;0.80;59.56;868;7
101453;2.51;52.02;853;22
101454;1.05;62.33;1038;11
101455;3.24;47.08;687;23
101456;1.01;64.00;878;9
101457;0.81;60.55;737;6
101458;1.48;62.26;863;13
101459;1.42;61.34;693;10
101460;3.05;57.65;891;28
101461;2.02;59.56;824;17
101462;2.52;54.99;774;20
101463;1.66;53.45;891;15
101464;0.62;53.16;802;5
101465;0.97;62.73;1120;11
101466;1.12;62.66;707;8
101467;1.84;49.80;374;7
101468;1.17;47.66;422;5
101469;1.55;46.33;572;9
101470;1.83;50.31;645;12
101471;0.44;48.41;454;2
101472;1.69;51.99;641;11
101473;0.51;42.13;591;3
101474;1.91;47.09;666;13
101475;1.53;53.31;642;10
101476;1.30;61.28;914;12
101477;1.15;58.35;601;7
101478;1.33;58.59;814;11
101479;1.76;55.99;780;14
101480;0.96;62.57;932;9
101481;1.88;57.82;678;13
101482;0.54;63.45;1112;6
101483;1.65;53.96;656;11
101484;1.73;57.18;740;13
101485;0.46;60.98;655;3
101486;1.85;52.84;530;10
101487;1.20;56.89;820;10
101488;1.32;56.80;894;12
101489;0.71;57.43;698;5
101490;1.22;53.88;809;10
101491;1.96;52.36;750;15
101492;1.01;61.18;688;7
101493;2.45;53.22;758;19
101494;2.18;61.89;1077;24
101495;0.49;58.85;807;4
101496;1.50;62.59;987;15
101497;1.64;57.62;1019;17
101498;0.77;60.63;1030;8
101499;0.91;66.04;1085;10
101500;0.46;63.37;644;3
101501;1.08;63.61;1103;12
101502;1.26;55.43;469;6
101503;0.74;60.68;801;6
101504;1.64;62.06;420;7
101505;0.85;64.21;820;7
101506;0.72;54.30;827;6
101507;1.76;61.65;949;17
101508;2.17;57.65;586;13
101509;1.66;52.98;769;13
101510;1.63;57.29;905;15
101511;0.34;63.01;869;3
101512;1.70;57.03;809;14
101513;1.50;56.50;852;13
101514;1.33;60.45;819;11
101515;0.90;62.06;663;6
101516;0.89;57.13;671;6
101517;1.58;53.67;684;11
101518;0.85;58.53;813;7
101519;0.79;49.18;504;4
101520;1.59;59.30;929;15
101521;1.50;63.14;724;11
101522;1.30;61.16;833;11
101523;1.91;61.28;770;15
101524;1.05;62.29;662;7
101525;1.14;58.98;867;10
101526;2.44;55.82;599;15
101527;1.35;55.44;658;9
101528;2.13;57.13;921;20
101529;1.84;58.89;800;15
101530;1.30;52.94;684;9
101531;0.83;63.18;713;6
101532;2.33;55.03;588;14
101533;1.64;57.36;659;11
101534;0.95;59.92;727;7
101535;1.56;62.15;632;10
101536;1.23;58.65;720;9
101537;1.81;49.80;598;11
101538;1.74;59.63;791;14
101539;1.88;57.35;835;16
101540;1.47;58.15;668;10
101541;0.92;57.23;537;5
101542;1.03;53.31;766;8
101543;2.07;52.12;663;14
101544;1.34;56.23;588;8
101545;1.24;57.79;714;9
101546;2.02;59.10;1018;21
101547;2.04;56.57;818;17
101548;1.05;58.85;849;9
101549;2.65;53.77;917;25
101550;1.89;57.93;1039;20
101551;1.44;54.42;685;10
101552;1.36;57.15;796;11
101553;1.79;57.10;770;14
101554;1.29;53.45;764;10
101555;2.32;52.28;716;17
101556;1.74;57.30;621;11
101557;1.56;55.73;632;10
101558;1.47;56.94;736;11
101559;0.92;59.13;751;7
101560;2.52;54.85;502;13
101561;1.40;47.58;563;8
101562;0.46;59.46;873;4
101563;1.07;60.57;649;7
101564;1.91;43.72;461;9
101565;4.25;38.25;293;13
101566;2.04;52.44;673;14
101567;1.58;43.98;561;9
101568;2.06;55.78;666;14
101569;1.23;51.05;723;9
101570;1.33;55.93;670;9
101571;1.66;45.09;592;10
101572;1.21;54.74;570;7
101573;2.13;58.39;596;13
101574;0.90;56.17;659;6
101575;1.74;57.81;789;14
101576;0.94;62.54;951;9
101577;2.02;49.08;680;14
101578;1.72;58.04;745;13
101579;1.65;64.88;654;11
101580;0.34;63.11;590;2
101581;1.52;66.69;775;12
101582;1.95;54.62;805;16
101583;1.60;51.90;740;12
101584;2.64;54.21;665;18
101585;1.73;59.70;738;13
101586;1.23;62.39;644;8
101587;2.10;49.87;559;12
101588;1.95;53.54;704;14
101589;2.75;53.93;460;13
101590;2.07;54.09;661;14
101591;0.43;53.00;687;3
101592;1.52;53.16;712;11
101593;1.20;51.26;742;9
101594;1.88;48.59;677;13
101595;1.36;55.61;655;9
101596;0.98;57.85;704;7
101597;1.10;61.89;901;10
101598;1.55;58.90;762;12
101599;1.63;63.54;847;14
101600;0.44;60.74;1135;5
101601;1.44;56.45;617;9
101602;3.04;51.92;734;23
101603;1.58;51.26;561;9
101604;1.34;59.61;811;11
101605;0.61;55.16;648;4
101606;1.84;47.34;481;9
101607;2.09;53.73;656;14
101608;0.00;26.94;52;0
101609;3.33;26.55;29;1
101610;0.00;30.00;15;0
101611;0.00;29.23;19;0
101612;2.61;68.05;112;3
101613;0.00;71.28;67;0
101614;0.00;100.00;6;0
101615;3.12;20.51;31;1
101616;5.88;21.79;16;1
101617;4.55;42.31;42;2
101618;15.73;50.57;75;14
101619;14.56;37.45;88;15
101620;19.01;42.98;196;46
101621;0.82;50.09;851;7
101622;2.41;50.38;768;19
101623;2.07;41.05;757;16
101624;3.66;36.32;316;12
101625;1.83;44.76;642;12
101626;1.52;38.66;519;8
101627;0.77;46.18;648;5
101628;0.28;50.84;361;1
101629;1.09;53.70;818;9
101630;1.69;48.98;640;11
101631;0.92;53.40;1189;11
101632;1.52;41.88;584;9
101633;1.63;46.69;542;9
101634;2.85;49.12;818;24
101635;1.42;53.45;832;12
101636;2.73;49.90;713;20
101637;2.25;42.23;739;17
101638;1.38;49.40;859;12
101639;3.57;42.33;838;31
101640;2.41;50.70;849;21
101641;1.30;48.82;834;11
101642;1.41;49.37;770;11
101643;1.67;47.97;824;14
101644;1.69;50.10;989;17
101645;1.43;48.47;689;10
101646;2.32;47.63;885;21
101647;1.29;48.04;918;12
101648;3.80;47.57;810;32
101649;0.86;44.62;345;3
101650;2.26;47.95;561;13
101651;1.31;53.84;754;10
101652;2.59;76.32;113;3
101653;1.77;46.25;999;18
101654;3.92;44.02;661;27
101655;1.33;51.09;740;10
101656;2.15;51.67;1047;23
101657;1.54;48.72;639;10
101658;2.18;50.71;629;14
101659;3.25;43.31;864;29
101660;2.95;41.76;263;8
101661;4.03;42.29;453;19
101662;1.19;49.82;666;8
101663;2.85;46.00;341;10
101664;1.82;48.13;808;15
101665;2.12;42.02;508;11
101666;1.95;50.49;854;17
101667;1.01;55.29;683;7
101668;1.34;51.77;662;9
101669;2.30;44.02;766;18
101670;1.54;51.74;1085;17
101671;1.96;48.62;952;19
101672;1.69;52.50;1103;19
101673;1.90;48.36;723;14
101674;0.93;47.35;954;9
101675;5.75;54.72;82;5
101676;1.81;43.12;813;15
101677;1.29;46.45;691;9
101678;2.56;45.44;912;24
101679;2.19;49.36;937;21
101680;1.18;42.68;585;7
101681;1.99;44.28;838;17
101682;1.54;44.01;640;10
101683;1.17;43.12;675;8
101684;2.87;45.13;644;19
101685;3.08;42.09;629;20
101686;2.17;46.00;585;13
101687;18.33;40.89;196;44
101688;5.41;18.88;35;2
101689;5.88;29.31;48;3
101690;7.10;44.58;615;47
101691;9.22;30.59;128;13
101692;8.82;48.46;186;18
101693;3.79;52.41;355;14
101694;1.35;53.34;512;7
101695;2.10;52.83;420;9
101696;3.07;54.25;600;19
101697;4.67;48.14;408;20
101698;2.14;43.93;503;11
101699;2.07;59.23;663;14
101700;1.34;51.78;516;7
101701;3.37;49.48;602;21
101702;3.94;41.50;366;15
101703;3.16;46.79;459;15
101704;1.62;48.55;545;9
101705;3.33;45.26;406;14
101706;3.97;35.29;266;11
101707;3.56;41.71;352;13
101708;0.98;62.36;507;5
101709;4.22;54.86;227;10
101710;8.33;45.82;176;16
101711;5.71;43.83;231;14
101712;4.19;50.25;389;17
101713;4.15;41.67;254;11
101714;6.76;45.26;276;20
101715;4.35;29.87;22;1
101716;8.18;33.97;438;39
101717;4.21;51.69;205;9
101718;2.15;31.79;182;4
101719;4.23;44.44;521;23
101720;6.95;37.19;308;23
101721;2.74;47.02;461;13
101722;9.64;34.12;431;46
101723;13.48;35.61;122;19
101724;11.11;32.55;160;20
101725;4.00;47.17;312;13
101726;6.14;43.16;367;24
101727;1.76;44.26;390;7
101728;3.48;49.75;471;17
101729;8.05;47.64;297;26
101730;2.26;45.76;433;10
101731;3.23;47.59;449;15
101732;4.41;45.75;520;24
101733;2.87;44.03;473;14
101734;3.15;37.96;307;10
101735;1.15;44.90;518;6
101736;2.34;42.45;417;10
101737;4.02;39.82;501;21
101738;5.60;32.28;337;20
101739;8.97;23.04;203;20
101740;5.10;29.55;279;15
101741;3.27;25.54;207;7
101742;4.69;28.62;264;13
101743;1.34;33.94;294;4
101744;2.90;38.80;469;14
101745;3.92;36.96;49;2
101746;3.55;60.04;816;30
101747;5.74;44.31;312;19
101748;2.70;45.49;108;3
101749;4.29;41.54;134;6
101750;1.77;44.76;612;11
101751;5.26;45.45;270;15
101752;4.01;48.38;359;15
101753;2.73;37.01;463;13
101754;3.89;33.69;519;21
101755;4.76;58.33;20;1
101756;2.92;41.86;432;13
101757;5.42;33.40;314;18
101758;3.31;41.85;263;9
101759;7.73;43.65;203;17
101760;1.44;55.28;820;12
101761;2.60;45.26;600;16
101762;1.32;53.62;746;10
101763;3.56;53.57;434;16
101764;3.32;43.48;728;25
101765;1.14;43.55;871;10
101766;3.46;54.92;922;33
101767;1.59;38.41;496;8
101768;3.87;39.00;472;19
101769;2.77;48.42;492;14
101770;1.36;56.57;654;9
101771;3.70;49.22;729;28
101772;2.31;52.10;931;22
101773;2.09;52.66;843;18
101774;0.66;52.09;904;6
101775;3.28;49.96;679;23
101776;1.80;53.14;764;14
101777;1.47;54.83;940;14
101778;1.80;51.79;710;13
101779;2.34;54.15;669;16
101780;1.95;54.23;804;16
101781;0.00;20.00;22;0
101782;8.82;55.74;31;3
101783;6.00;36.50;47;3
101784;3.97;59.36;460;19
101785;2.40;60.80;489;12
101786;1.63;58.88;362;6
101787;2.04;55.61;432;9
101788;3.63;53.61;372;14
101789;3.57;48.68;622;23
101790;3.07;48.97;694;22
101791;4.71;51.41;486;24
101792;3.87;33.77;149;6
101793;3.26;56.43;505;17
101794;6.27;50.17;269;18
101795;2.13;33.45;184;4
101796;5.06;48.99;300;16
101797;2.97;45.76;424;13
101798;2.19;55.95;759;17
101799;2.41;54.67;486;12
101800;4.38;48.30;393;18
101801;3.07;45.60;442;14
101802;4.14;40.37;440;19
101803;3.69;48.65;522;20
101804;3.85;37.29;275;11
101805;5.37;38.32;194;11
101806;4.55;28.24;210;10
101807;3.98;38.64;410;17
101808;6.61;40.28;240;17
101809;12.10;38.90;305;42
101810;3.05;36.04;159;5
101811;2.76;38.67;423;12
101812;3.39;49.71;827;29
101813;4.11;47.89;839;36
101814;2.03;50.31;963;20
101815;3.21;40.82;844;28
101816;4.26;38.53;584;26
101817;2.60;42.54;150;4
101818;4.41;41.63;195;9
101819;5.48;46.84;707;41
101820;4.08;41.00;188;8
101821;0.00;34.07;108;0
101822;4.61;42.22;269;13
101823;4.08;35.68;282;12
101824;4.80;45.70;258;13
101825;1.94;43.57;807;16
101826;37.50;56.14;20;12
101827;2.04;44.66;770;16
101828;2.61;53.71;634;17
