okreg;tkod;idkomisji
10;106201;91667
10;106201;91668
10;106201;91669
10;106201;91670
10;106201;91671
10;106201;91672
10;106201;91673
10;106201;91674
10;106201;91675
10;106201;91676
10;106201;91677
10;106201;91678
10;106201;91679
10;106201;91680
10;106301;91681
10;106301;91682
10;106301;91683
10;106301;91684
10;106301;91685
10;106301;91686
10;106301;91687
10;106301;91688
10;106301;91689
10;106301;91690
10;106301;91691
10;106301;91692
10;106301;91693
10;106301;91694
10;106301;91695
10;106301;91696
10;106301;91697
10;106301;91698
10;106301;91699
10;106301;91700
10;106301;91701
10;106301;91702
10;106301;91703
10;106301;91704
10;106301;91705
10;106301;91706
1;020101;83579
1;020101;83580
1;020101;83581
1;020101;83582
1;020101;83583
1;020101;83584
1;020101;83585
1;020101;83586
1;020101;83587
1;020101;83588
1;020101;83589
1;020101;83590
1;020101;83591
1;020101;83592
1;020101;83593
1;020101;83594
1;020101;83595
1;020101;83596
1;020101;83597
1;020101;83598
1;020101;83599
1;020101;83600
1;020101;83601
1;020101;83602
1;020102;83603
1;020102;83604
1;020102;83605
1;020102;83606
1;020102;83607
1;020102;83608
1;020102;83609
1;020102;83610
1;020102;83611
1;020102;83612
1;020102;83613
1;020103;83614
1;020103;83615
1;020103;83616
1;020103;83617
1;020104;83618
1;020104;83619
1;020104;83620
1;020104;83621
1;020104;83622
1;020104;83623
1;020104;83624
1;020104;83625
1;020104;83626
1;020104;83627
1;020104;83628
1;020104;83629
1;020105;83630
1;020105;83631
1;020105;83632
1;020105;83633
1;020105;83634
1;020105;83635
1;020105;83636
1;020106;83637
1;020106;83638
1;020106;83639
1;020106;83640
1;020106;83641
1;020106;83642
1;020301;83724
1;020301;83725
1;020301;83726
1;020301;83727
1;020301;83728
1;020301;83729
1;020301;83730
1;020301;83731
1;020301;83732
1;020301;83733
1;020301;83734
1;020301;83735
1;020301;83736
1;020301;83737
1;020301;83738
1;020301;83739
1;020301;83740
1;020301;83741
1;020301;83742
1;020301;83743
1;020301;83744
1;020301;83745
1;020301;83746
1;020301;83747
1;020301;83748
1;020301;83749
1;020301;83750
1;020301;83751
1;020301;83752
1;020301;83753
1;020301;83754
1;020301;83755
1;020301;83756
1;020301;83757
1;020301;83758
1;020301;83759
1;020301;83760
1;020301;83761
1;020302;83762
1;020302;83763
1;020302;83764
1;020302;83765
1;020303;83766
1;020303;83767
1;020303;83768
1;020303;83769
1;020304;83770
1;020304;83771
1;020304;83772
1;020304;83773
1;020304;83774
1;020305;83775
1;020305;83776
1;020306;83777
1;020306;83778
1;020501;83805
1;020501;83806
1;020501;83807
1;020501;83808
1;020501;83809
1;020501;83810
1;020501;83811
1;020501;83812
1;020501;83813
1;020501;83814
1;020501;83815
1;020501;83816
1;020501;83817
1;020501;83818
1;020502;83819
1;020502;83820
1;020502;83821
1;020502;83822
1;020502;83823
1;020502;83824
1;020502;83825
1;020502;83826
1;020502;83827
1;020502;83828
1;020502;83829
1;020502;83830
1;020502;83831
1;020503;83832
1;020503;83833
1;020503;83834
1;020503;83835
1;020504;83836
1;020504;83837
1;020504;83838
1;020505;83839
1;020505;83840
1;020506;83841
1;020506;83842
1;020506;83843
1;020601;83844
1;020601;83845
1;020601;83846
1;020601;83847
1;020601;83848
1;020601;83849
1;020601;83850
1;020602;83851
1;020602;83852
1;020602;83853
1;020602;83854
1;020602;83855
1;020602;83856
1;020602;83857
1;020602;83858
1;020602;83859
1;020602;83860
1;020602;83861
1;020603;83862
1;020603;83863
1;020603;83864
1;020603;83865
1;020604;83866
1;020604;83867
1;020604;83868
1;020604;83869
1;020604;83870
1;020604;83871
1;020605;83872
1;020605;83873
1;020605;83874
1;020605;83875
1;020605;83876
1;020606;83877
1;020606;83878
1;020606;83879
1;020606;83880
1;020607;83881
1;020607;83882
1;020607;83883
1;020607;83884
1;020607;83885
1;020607;83886
1;020607;83887
1;020608;83888
1;020608;83889
1;020608;83890
1;020608;83891
1;020608;83892
1;020608;83893
1;020608;83894
1;020609;83895
1;020609;83896
1;020609;83897
1;020609;83898
1;020701;83899
1;020701;83900
1;020701;83901
1;020701;83902
1;020701;83903
1;020701;83904
1;020701;83905
1;020701;83906
1;020701;83907
1;020701;83908
1;020701;83909
1;020701;83910
1;020702;83911
1;020702;83912
1;020702;83913
1;020702;83914
1;020702;83915
1;020702;83916
1;020702;83917
1;020702;83918
1;020703;83919
1;020703;83920
1;020703;83921
1;020703;83922
1;020703;83923
1;020703;83924
1;020703;83925
1;020704;83926
1;020704;83927
1;020704;83928
1;020704;83929
1;020704;83930
1;020704;83931
1;020704;83932
1;020901;84078
1;020901;84079
1;020901;84080
1;020901;84081
1;020901;84082
1;020901;84083
1;020901;84084
1;020902;84085
1;020902;84086
1;020902;84087
1;020902;84088
1;020902;84089
1;020902;84090
1;020902;84091
1;020902;84092
1;020903;84093
1;020903;84094
1;020903;84095
1;020904;84096
1;020904;84097
1;020904;84098
1;020904;84099
1;020904;84100
1;020905;84101
1;020905;84102
1;020905;84103
1;020905;84104
1;020905;84105
1;020905;84106
1;020906;84107
1;020906;84108
1;020906;84109
1;020906;84110
1;020906;84111
1;020906;84112
1;020906;84113
1;020906;84114
1;020907;84115
1;020907;84116
1;020907;84117
1;020907;84118
1;020907;84119
1;020907;84120
1;020908;84121
1;020908;84122
1;020908;84123
1;021001;84124
1;021001;84125
1;021001;84126
1;021001;84127
1;021001;84128
1;021001;84129
1;021001;84130
1;021001;84131
1;021001;84132
1;021001;84133
1;021001;84134
1;021001;84135
1;021001;84136
1;021001;84137
1;021001;84138
1;021002;84139
1;021002;84140
1;021002;84141
1;021002;84142
1;021002;84143
1;021003;84144
1;021003;84145
1;021003;84146
1;021003;84147
1;021003;84148
1;021003;84149
1;021003;84150
1;021003;84151
1;021004;84152
1;021004;84153
1;021004;84154
1;021004;84155
1;021004;84156
1;021004;84157
1;021004;84158
1;021004;84159
1;021005;84160
1;021005;84161
1;021005;84162
1;021005;84163
1;021006;84164
1;021006;84165
1;021007;84166
1;021007;84167
1;021007;84168
1;021007;84169
1;021101;84170
1;021101;84171
1;021101;84172
1;021101;84173
1;021101;84174
1;021101;84175
1;021101;84176
1;021101;84177
1;021101;84178
1;021101;84179
1;021101;84180
1;021101;84181
1;021101;84182
1;021101;84183
1;021101;84184
1;021101;84185
1;021101;84186
1;021101;84187
1;021101;84188
1;021101;84189
1;021101;84190
1;021101;84191
1;021101;84192
1;021101;84193
1;021101;84194
1;021101;84195
1;021101;84196
1;021101;84197
1;021101;84198
1;021101;84199
1;021101;84200
1;021101;84201
1;021101;84202
1;021101;84203
1;021101;84204
1;021101;84205
1;021101;84206
1;021101;84207
1;021101;84208
1;021101;84209
1;021101;84210
1;021101;84211
1;021101;84212
1;021101;84213
1;021101;84214
1;021101;84215
1;021101;84216
1;021101;84217
1;021101;84218
1;021102;84219
1;021102;84220
1;021102;84221
1;021102;84222
1;021102;84223
1;021102;84224
1;021102;84225
1;021102;84226
1;021102;84227
1;021102;84228
1;021102;84229
1;021103;84230
1;021103;84231
1;021103;84232
1;021103;84233
1;021103;84234
1;021103;84235
1;021103;84236
1;021104;84237
1;021104;84238
1;021104;84239
1;021104;84240
1;021104;84241
1;021104;84242
1;021104;84243
1;021104;84244
1;021201;84245
1;021201;84246
1;021201;84247
1;021201;84248
1;021201;84249
1;021201;84250
1;021201;84251
1;021202;84252
1;021202;84253
1;021202;84254
1;021202;84255
1;021202;84256
1;021202;84257
1;021202;84258
1;021203;84259
1;021203;84260
1;021203;84261
1;021203;84262
1;021203;84263
1;021203;84264
1;021203;84265
1;021203;84266
1;021203;84267
1;021203;84268
1;021203;84269
1;021203;84270
1;021203;84271
1;021204;84272
1;021204;84273
1;021204;84274
1;021204;84275
1;021204;84276
1;021204;84277
1;021205;84278
1;021205;84279
1;021205;84280
1;021205;84281
1;021205;84282
1;021205;84283
1;021601;84428
1;021601;84429
1;021601;84430
1;021601;84431
1;021601;84432
1;021601;84433
1;021601;84434
1;021601;84435
1;021601;84436
1;021601;84437
1;021601;84438
1;021602;84439
1;021602;84440
1;021602;84441
1;021602;84442
1;021603;84443
1;021603;84444
1;021603;84445
1;021603;84446
1;021604;84447
1;021604;84448
1;021604;84449
1;021604;84450
1;021604;84451
1;021604;84452
1;021604;84453
1;021604;84454
1;021604;84455
1;021604;84456
1;021604;84457
1;021604;84458
1;021604;84459
1;021604;84460
1;021604;84461
1;021604;84462
1;021605;84463
1;021605;84464
1;021605;84465
1;021605;84466
1;021605;84467
1;021605;84468
1;021605;84469
1;021606;84470
1;021606;84471
1;021606;84472
1;022501;84947
1;022501;84948
1;022502;84949
1;022502;84950
1;022502;84951
1;022502;84952
1;022502;84953
1;022502;84954
1;022502;84955
1;022502;84956
1;022502;84957
1;022502;84958
1;022502;84959
1;022502;84960
1;022502;84961
1;022502;84962
1;022502;84963
1;022502;84964
1;022502;84965
1;022502;84966
1;022502;84967
1;022502;84968
1;022502;84969
1;022502;84970
1;022502;84971
1;022502;84972
1;022503;84973
1;022503;84974
1;022503;84975
1;022503;84976
1;022503;84977
1;022503;84978
1;022503;84979
1;022503;84980
1;022503;84981
1;022503;84982
1;022503;84983
1;022503;84984
1;022503;84985
1;022503;84986
1;022503;84987
1;022503;84988
1;022503;84989
1;022503;84990
1;022503;84991
1;022503;84992
1;022503;84993
1;022503;84994
1;022503;84995
1;022504;84996
1;022504;84997
1;022504;84998
1;022504;84999
1;022504;85000
1;022504;85001
1;022504;85002
1;022504;85003
1;022504;85004
1;022504;85005
1;022505;85006
1;022505;85007
1;022505;85008
1;022505;85009
1;022505;85010
1;022506;85011
1;022506;85012
1;022506;85013
1;022506;85014
1;022506;85015
1;022506;85016
1;022506;85017
1;022506;85018
1;022507;85019
1;022507;85020
1;022507;85021
1;022507;85022
1;022507;85023
1;022507;85024
1;022507;85025
1;022507;85026
1;022507;85027
1;022507;85028
1;022507;85029
1;022507;85030
1;022507;85031
1;022507;85032
1;022507;85033
1;022601;85034
1;022601;85035
1;022601;85036
1;022602;85037
1;022602;85038
1;022602;85039
1;022602;85040
1;022602;85041
1;022602;85042
1;022602;85043
1;022602;85044
1;022602;85045
1;022602;85046
1;022602;85047
1;022603;85048
1;022603;85049
1;022603;85050
1;022603;85051
1;022603;85052
1;022603;85053
1;022603;85054
1;022604;85055
1;022604;85056
1;022604;85057
1;022604;85058
1;022604;85059
1;022604;85060
1;022604;85061
1;022604;85062
1;022604;85063
1;022605;85064
1;022605;85065
1;022605;85066
1;022605;85067
1;022605;85068
1;022605;85069
1;022606;85070
1;022606;85071
1;022606;85072
1;022606;85073
1;022606;85074
1;022606;85075
1;022606;85076
1;026101;85077
1;026101;85078
1;026101;85079
1;026101;85080
1;026101;85081
1;026101;85082
1;026101;85083
1;026101;85084
1;026101;85085
1;026101;85086
1;026101;85087
1;026101;85088
1;026101;85089
1;026101;85090
1;026101;85091
1;026101;85092
1;026101;85093
1;026101;85094
1;026101;85095
1;026101;85096
1;026101;85097
1;026101;85098
1;026101;85099
1;026101;85100
1;026101;85101
1;026101;85102
1;026101;85103
1;026101;85104
1;026101;85105
1;026101;85106
1;026101;85107
1;026101;85108
1;026101;85109
1;026101;85110
1;026101;85111
1;026101;85112
1;026101;85113
1;026101;85114
1;026101;85115
1;026101;85116
1;026101;85117
1;026101;85118
1;026101;85119
1;026101;85120
1;026101;85121
1;026101;85122
1;026201;85123
1;026201;85124
1;026201;85125
1;026201;85126
1;026201;85127
1;026201;85128
1;026201;85129
1;026201;85130
1;026201;85131
1;026201;85132
1;026201;85133
1;026201;85134
1;026201;85135
1;026201;85136
1;026201;85137
1;026201;85138
1;026201;85139
1;026201;85140
1;026201;85141
1;026201;85142
1;026201;85143
1;026201;85144
1;026201;85145
1;026201;85146
1;026201;85147
1;026201;85148
1;026201;85149
1;026201;85150
1;026201;85151
1;026201;85152
1;026201;85153
1;026201;85154
1;026201;85155
1;026201;85156
1;026201;85157
1;026201;85158
1;026201;85159
1;026201;85160
1;026201;85161
1;026201;85162
1;026201;85163
1;026201;85164
1;026201;85165
1;026201;85166
1;026201;85167
1;026201;85168
1;026201;85169
1;026201;85170
1;026201;85171
11;100201;89921
11;100201;89922
11;100201;89923
11;100201;89924
11;100201;89925
11;100201;89926
11;100201;89927
11;100201;89928
11;100201;89929
11;100201;89930
11;100201;89931
11;100201;89932
11;100201;89933
11;100201;89934
11;100201;89935
11;100201;89936
11;100201;89937
11;100201;89938
11;100201;89939
11;100201;89940
11;100201;89941
11;100201;89942
11;100201;89943
11;100201;89944
11;100201;89945
11;100202;89946
11;100202;89947
11;100202;89948
11;100202;89949
11;100202;89950
11;100202;89951
11;100202;89952
11;100203;89953
11;100203;89954
11;100203;89955
11;100203;89956
11;100204;89957
11;100204;89958
11;100204;89959
11;100204;89960
11;100204;89961
11;100204;89962
11;100204;89963
11;100204;89964
11;100204;89965
11;100205;89966
11;100205;89967
11;100205;89968
11;100205;89969
11;100206;89970
11;100206;89971
11;100206;89972
11;100206;89973
11;100206;89974
11;100206;89975
11;100206;89976
11;100206;89977
11;100207;89978
11;100207;89979
11;100207;89980
11;100208;89981
11;100208;89982
11;100208;89983
11;100208;89984
11;100209;89985
11;100209;89986
11;100210;89987
11;100210;89988
11;100210;89989
11;100210;89990
11;100211;89991
11;100211;89992
11;100211;89993
11;100211;89994
11;100211;89995
11;100211;89996
11;100211;89997
11;100211;89998
11;100211;89999
11;100301;90000
11;100301;90001
11;100301;90002
11;100301;90003
11;100301;90004
11;100302;90005
11;100302;90006
11;100302;90007
11;100302;90008
11;100302;90009
11;100302;90010
11;100302;90011
11;100302;90012
11;100302;90013
11;100302;90014
11;100302;90015
11;100302;90016
11;100302;90017
11;100302;90018
11;100302;90019
11;100302;90020
11;100302;90021
11;100302;90022
11;100302;90023
11;100302;90024
11;100303;90025
11;100303;90026
11;100303;90027
11;100303;90028
11;100303;90029
11;100303;90030
11;100303;90031
11;100304;90032
11;100304;90033
11;100304;90034
11;100304;90035
11;100304;90036
11;100304;90037
11;100304;90038
11;100305;90039
11;100305;90040
11;100401;90041
11;100401;90042
11;100401;90043
11;100401;90044
11;100401;90045
11;100401;90046
11;100401;90047
11;100401;90048
11;100401;90049
11;100401;90050
11;100401;90051
11;100401;90052
11;100402;90053
11;100402;90054
11;100403;90055
11;100403;90056
11;100403;90057
11;100403;90058
11;100403;90059
11;100403;90060
11;100404;90061
11;100404;90062
11;100404;90063
11;100404;90064
11;100404;90065
11;100404;90066
11;100404;90067
11;100405;90068
11;100405;90069
11;100405;90070
11;100405;90071
11;100405;90072
11;100405;90073
11;100405;90074
11;100405;90075
11;100405;90076
11;100406;90077
11;100406;90078
11;100406;90079
11;100406;90080
11;100406;90081
11;100407;90082
11;100407;90083
11;100407;90084
11;100407;90085
11;100408;90086
11;100408;90087
11;100408;90088
11;100408;90089
11;100501;90090
11;100501;90091
11;100501;90092
11;100501;90093
11;100501;90094
11;100501;90095
11;100501;90096
11;100501;90097
11;100501;90098
11;100501;90099
11;100501;90100
11;100501;90101
11;100501;90102
11;100501;90103
11;100501;90104
11;100501;90105
11;100501;90106
11;100501;90107
11;100501;90108
11;100501;90109
11;100501;90110
11;100501;90111
11;100501;90112
11;100502;90113
11;100502;90114
11;100502;90115
11;100502;90116
11;100502;90117
11;100502;90118
11;100502;90119
11;100502;90120
11;100503;90121
11;100503;90122
11;100503;90123
11;100504;90124
11;100504;90125
11;100504;90126
11;100505;90127
11;100505;90128
11;100505;90129
11;100506;90130
11;100506;90131
11;100506;90132
11;100507;90133
11;100507;90134
11;100507;90135
11;100507;90136
11;100507;90137
11;100507;90138
11;100507;90139
11;100507;90140
11;100508;90141
11;100508;90142
11;100508;90143
11;100508;90144
11;100508;90145
11;100508;90146
11;100508;90147
11;100508;90148
11;100509;90149
11;100509;90150
11;100509;90151
11;100509;90152
11;100509;90153
11;100509;90154
11;100509;90155
11;100509;90156
11;100510;90157
11;100510;90158
11;100510;90159
11;100510;90160
11;100801;90309
11;100801;90310
11;100801;90311
11;100801;90312
11;100801;90313
11;100801;90314
11;100801;90315
11;100801;90316
11;100801;90317
11;100801;90318
11;100801;90319
11;100801;90320
11;100801;90321
11;100801;90322
11;100802;90323
11;100802;90324
11;100802;90325
11;100802;90326
11;100802;90327
11;100802;90328
11;100802;90329
11;100802;90330
11;100802;90331
11;100802;90332
11;100802;90333
11;100802;90334
11;100802;90335
11;100802;90336
11;100802;90337
11;100802;90338
11;100802;90339
11;100802;90340
11;100802;90341
11;100802;90342
11;100802;90343
11;100802;90344
11;100802;90345
11;100802;90346
11;100802;90347
11;100802;90348
11;100802;90349
11;100802;90350
11;100802;90351
11;100802;90352
11;100802;90353
11;100802;90354
11;100802;90355
11;100802;90356
11;100802;90357
11;100802;90358
11;100802;90359
11;100802;90360
11;100802;90361
11;100802;90362
11;100802;90363
11;100802;90364
11;100802;90365
11;100802;90366
11;100802;90367
11;100802;90368
11;100802;90369
11;100802;90370
11;100802;90371
11;100803;90372
11;100803;90373
11;100803;90374
11;100803;90375
11;100804;90376
11;100804;90377
11;100804;90378
11;100804;90379
11;100804;90380
11;100804;90381
11;100805;90382
11;100805;90383
11;100805;90384
11;100805;90385
11;100805;90386
11;100805;90387
11;100805;90388
11;100806;90389
11;100806;90390
11;100806;90391
11;100806;90392
11;100806;90393
11;100806;90394
11;100806;90395
11;100806;90396
11;100807;90397
11;100807;90398
11;100807;90399
11;100807;90400
11;100807;90401
11;100901;90402
11;100901;90403
11;100901;90404
11;100901;90405
11;100901;90406
11;100901;90407
11;100901;90408
11;100901;90409
11;100902;90410
11;100902;90411
11;100902;90412
11;100903;90413
11;100903;90414
11;100903;90415
11;100903;90416
11;100904;90417
11;100904;90418
11;100904;90419
11;100904;90420
11;100904;90421
11;100904;90422
11;100905;90423
11;100905;90424
11;100905;90425
11;100905;90426
11;100905;90427
11;100906;90428
11;100906;90429
11;100906;90430
11;100906;90431
11;100907;90432
11;100907;90433
11;100907;90434
11;100908;90435
11;100908;90436
11;100908;90437
11;100908;90438
11;100908;90439
11;101101;90514
11;101101;90515
11;101101;90516
11;101101;90517
11;101101;90518
11;101102;90519
11;101102;90520
11;101102;90521
11;101102;90522
11;101102;90523
11;101103;90524
11;101103;90525
11;101103;90526
11;101103;90527
11;101103;90528
11;101103;90529
11;101103;90530
11;101103;90531
11;101103;90532
11;101103;90533
11;101103;90534
11;101103;90535
11;101103;90536
11;101103;90537
11;101103;90538
11;101103;90539
11;101103;90540
11;101103;90541
11;101103;90542
11;101104;90543
11;101104;90544
11;101104;90545
11;101104;90546
11;101104;90547
11;101104;90548
11;101105;90549
11;101105;90550
11;101105;90551
11;101105;90552
11;101105;90553
11;101105;90554
11;101105;90555
11;101105;90556
11;101105;90557
11;101105;90558
11;101106;90559
11;101106;90560
11;101106;90561
11;101106;90562
11;101106;90563
11;101106;90564
11;101401;90683
11;101401;90684
11;101401;90685
11;101401;90686
11;101401;90687
11;101401;90688
11;101401;90689
11;101401;90690
11;101401;90691
11;101401;90692
11;101401;90693
11;101401;90694
11;101401;90695
11;101401;90696
11;101401;90697
11;101401;90698
11;101401;90699
11;101401;90700
11;101401;90701
11;101401;90702
11;101401;90703
11;101401;90704
11;101401;90705
11;101401;90706
11;101401;90707
11;101401;90708
11;101401;90709
11;101402;90710
11;101402;90711
11;101402;90712
11;101402;90713
11;101402;90714
11;101402;90715
11;101402;90716
11;101402;90717
11;101402;90718
11;101402;90719
11;101402;90720
11;101403;90721
11;101403;90722
11;101403;90723
11;101403;90724
11;101404;90725
11;101404;90726
11;101404;90727
11;101404;90728
11;101404;90729
11;101405;90730
11;101405;90731
11;101405;90732
11;101405;90733
11;101405;90734
11;101405;90735
11;101405;90736
11;101406;90737
11;101406;90738
11;101406;90739
11;101406;90740
11;101406;90741
11;101406;90742
11;101407;90743
11;101407;90744
11;101407;90745
11;101407;90746
11;101408;90747
11;101408;90748
11;101408;90749
11;101408;90750
11;101408;90751
11;101408;90752
11;101408;90753
11;101409;90754
11;101409;90755
11;101409;90756
11;101409;90757
11;101409;90758
11;101409;90759
