okreg;tkod;idkomisji
19;146516;97646
19;146516;97647
19;146516;97648
19;146516;97649
19;146517;97650
19;146517;97651
19;146517;97652
19;146517;97653
19;146517;97654
19;146517;97655
19;146517;97656
19;146517;97657
19;146517;97658
19;146517;97659
19;146517;97660
19;146517;97661
19;146517;97662
19;146517;97663
19;146517;97664
19;146517;97665
19;146517;97666
19;146517;97667
19;146517;97668
19;146517;97669
19;146517;97670
19;146517;97671
19;146517;97672
19;146517;97673
19;146517;97674
19;146518;97675
19;146518;97676
19;146518;97677
19;146518;97678
19;146518;97679
19;146518;97680
19;146518;97681
19;146518;97682
19;146518;97683
19;146518;97684
19;146518;97685
19;146518;97686
19;146518;97687
19;146518;97688
19;146518;97689
19;146518;97690
19;146518;97691
19;146518;97692
19;146518;97693
19;146518;97694
19;146518;97695
19;146518;97696
19;146518;97697
19;146518;97698
19;146518;97699
19;146518;97700
19;146518;97701
19;146518;97702
19;146518;97703
19;146518;97704
19;146518;97705
19;146518;97706
19;146518;97707
19;146518;97708
19;146518;97709
19;146518;97710
19;146518;97711
19;146518;97712
19;146518;97713
19;146518;97714
19;146518;97715
19;146518;97716
19;146518;97717
19;146518;97718
19;146518;97719
19;146518;97720
19;146518;97721
19;146518;97722
19;146518;97723
19;146518;97724
19;146518;97725
19;146518;97726
19;146518;97727
19;146518;97728
19;146518;97729
19;146518;97730
19;146518;97731
19;146518;97732
19;146518;97733
19;146518;97734
19;146518;97735
19;146518;97736
19;146518;97737
19;146518;97738
19;146518;97739
19;146518;97740
19;146518;97741
19;146518;97742
19;146518;97743
19;146518;97744
19;146519;97745
19;146519;97746
19;146519;97747
19;146519;97748
19;146519;97749
19;146519;97750
19;146519;97751
19;146519;97752
19;146519;97753
19;146519;97754
19;146519;97755
19;146519;97756
19;146519;97757
19;146519;97758
19;146519;97759
19;146519;97760
19;146519;97761
19;146519;97762
19;146519;97763
19;146519;97764
19;146519;97765
19;146519;97766
19;146519;97767
19;146519;97768
19;146519;97769
19;149901;97770
19;149901;97771
19;149901;97772
19;149901;97773
19;149901;97774
19;149901;97775
19;149901;97776
19;149901;97777
19;149901;97778
19;149901;97779
19;149901;97780
19;149901;97781
19;149901;97782
19;149901;97783
19;149901;97784
19;149901;97785
19;149901;97786
19;149901;97787
19;149901;97788
19;149901;97789
19;149901;97790
19;149901;97791
19;149901;97792
19;149901;97793
19;149901;97794
19;149901;97795
19;149901;97796
19;149901;97797
19;149901;97798
19;149901;97799
19;149901;97800
19;149901;97801
19;149901;97802
19;149901;97803
19;149901;97804
19;149901;97805
19;149901;97806
19;149901;97807
19;149901;97808
19;149901;97809
19;149901;97810
19;149901;97811
19;149901;97812
19;149901;97813
19;149901;97814
19;149901;97815
19;149901;97816
19;149901;97817
19;149901;97818
19;149901;97819
19;149901;97820
19;149901;97821
19;149901;97822
19;149901;97823
19;149901;97824
19;149901;97825
19;149901;97826
19;149901;97827
19;149901;97828
19;149901;97829
19;149901;97830
19;149901;97831
19;149901;97832
19;149901;97833
19;149901;97834
19;149901;97835
19;149901;97836
19;149901;97837
19;149901;97838
19;149901;97839
19;149901;97840
19;149901;97841
19;149901;97842
19;149901;97843
19;149901;97844
19;149901;97845
19;149901;97846
19;149901;97847
19;149901;97848
19;149901;97849
19;149901;97850
19;149901;97851
19;149901;97852
19;149901;97853
19;149901;97854
19;149901;97855
19;149901;97856
19;149901;97857
19;149901;97858
19;149901;97859
19;149901;97860
19;149901;97861
19;149901;97862
19;149901;97863
19;149901;97864
19;149901;97865
19;149901;97866
19;149901;97867
19;149901;97868
19;149901;97869
19;149901;97870
19;149901;97871
19;149901;97872
19;149901;97873
19;149901;97874
19;149901;97875
19;149901;97876
19;149901;97877
19;149901;97878
19;149901;97879
19;149901;97880
19;149901;97881
19;149901;97882
19;149901;97883
19;149901;97884
19;149901;97885
19;149901;97886
19;149901;97887
19;149901;97888
19;149901;97889
19;149901;97890
19;149901;97891
19;149901;97892
19;149901;97893
19;149901;97894
19;149901;97895
19;149901;97896
19;149901;97897
19;149901;97898
19;149901;97899
19;149901;97900
19;149901;97901
19;149901;97902
19;149901;97903
19;149901;97904
19;149901;97905
19;149901;97906
19;149901;97907
19;149901;97908
19;149901;97909
19;149901;97910
19;149901;97911
19;149901;97912
19;149901;97913
19;149901;97914
19;149901;97915
19;149901;97916
19;149901;97917
19;149901;97918
19;149901;97919
19;149901;97920
19;149901;97921
19;149901;97922
19;149901;97923
19;149901;97924
19;149901;97925
19;149901;97926
19;149901;97927
19;149901;97928
19;149901;97929
19;149901;97930
19;149901;97931
19;149901;97932
19;149901;97933
19;149901;97934
19;149901;97935
19;149901;97936
19;149901;97937
19;149901;97938
19;149901;97939
19;149901;97940
19;149901;97941
19;149901;97942
19;149901;97943
19;149901;97944
19;149901;97945
19;149901;97946
19;149901;97947
19;149901;97948
19;149901;97949
19;149901;97950
19;149901;97951
19;149901;97952
19;149901;97953
19;149901;97954
19;149901;97955
19;149901;97956
19;149901;97957
19;149901;97958
19;149901;97959
19;149901;97960
19;149901;97961
19;149901;97962
19;149901;97963
19;149901;97964
19;149901;97965
19;149901;97966
19;149901;97967
19;149901;97968
19;149901;97969
19;149901;97970
19;149901;97971
19;149901;97972
19;149901;97973
19;149901;97974
19;149901;97975
19;149901;97976
19;149901;97977
19;149901;97978
19;149901;97979
19;149901;97980
19;149901;97981
19;149901;97982
19;149901;97983
19;149901;97984
19;149901;97985
19;149901;97986
19;149901;97987
19;149901;97988
19;149901;97989
19;149901;97990
19;149901;97991
19;149901;97992
19;149901;97993
19;149901;97994
19;149901;97995
19;149901;97996
19;149901;97997
19;149901;97998
19;149901;97999
19;149901;98000
19;149901;98001
19;149901;98002
19;149901;98003
19;149901;98004
19;149901;98005
19;149901;98006
19;149901;98007
19;149901;98008
19;149901;98009
19;149901;98010
19;149901;98011
19;149901;98012
19;149901;98013
19;149901;98014
19;149901;98015
19;149901;98016
19;149901;98017
19;149901;98018
19;149901;98019
20;140501;94407
20;140501;94408
20;140501;94409
20;140501;94410
20;140501;94411
20;140501;94412
20;140501;94413
20;140502;94414
20;140502;94415
20;140502;94416
20;140502;94417
20;140503;94418
20;140503;94419
20;140503;94420
20;140503;94421
20;140503;94422
20;140503;94423
20;140504;94424
20;140504;94425
20;140504;94426
20;140504;94427
20;140504;94428
20;140504;94429
20;140504;94430
20;140504;94431
20;140504;94432
20;140504;94433
20;140504;94434
20;140504;94435
20;140504;94436
20;140504;94437
20;140504;94438
20;140504;94439
20;140504;94440
20;140504;94441
20;140504;94442
20;140504;94443
20;140504;94444
20;140504;94445
20;140504;94446
20;140504;94447
20;140504;94448
20;140504;94449
20;140505;94450
20;140505;94451
20;140505;94452
20;140505;94453
20;140505;94454
20;140505;94455
20;140505;94456
20;140506;94457
20;140506;94458
20;140506;94459
20;140506;94460
20;140506;94461
20;140801;94598
20;140801;94599
20;140801;94600
20;140801;94601
20;140801;94602
20;140801;94603
20;140801;94604
20;140801;94605
20;140801;94606
20;140801;94607
20;140801;94608
20;140801;94609
20;140801;94610
20;140801;94611
20;140801;94612
20;140801;94613
20;140801;94614
20;140801;94615
20;140801;94616
20;140801;94617
20;140801;94618
20;140801;94619
20;140801;94620
20;140801;94621
20;140802;94622
20;140802;94623
20;140802;94624
20;140802;94625
20;140802;94626
20;140802;94627
20;140802;94628
20;140802;94629
20;140802;94630
20;140803;94631
20;140803;94632
20;140803;94633
20;140803;94634
20;140803;94635
20;140803;94636
20;140803;94637
20;140803;94638
20;140803;94639
20;140803;94640
20;140803;94641
20;140803;94642
20;140803;94643
20;140804;94644
20;140804;94645
20;140804;94646
20;140804;94647
20;140804;94648
20;140804;94649
20;140804;94650
20;140805;94651
20;140805;94652
20;140805;94653
20;140805;94654
20;140805;94655
20;140805;94656
20;140805;94657
20;140805;94658
20;141401;94948
20;141401;94949
20;141401;94950
20;141401;94951
20;141401;94952
20;141401;94953
20;141401;94954
20;141401;94955
20;141401;94956
20;141401;94957
20;141401;94958
20;141401;94959
20;141401;94960
20;141402;94961
20;141402;94962
20;141402;94963
20;141402;94964
20;141402;94965
20;141402;94966
20;141403;94967
20;141403;94968
20;141403;94969
20;141403;94970
20;141404;94971
20;141404;94972
20;141404;94973
20;141404;94974
20;141404;94975
20;141404;94976
20;141404;94977
20;141404;94978
20;141404;94979
20;141404;94980
20;141404;94981
20;141404;94982
20;141404;94983
20;141404;94984
20;141404;94985
20;141404;94986
20;141405;94987
20;141405;94988
20;141405;94989
20;141405;94990
20;141405;94991
20;141405;94992
20;141405;94993
20;141405;94994
20;141406;94995
20;141406;94996
20;141406;94997
20;141406;94998
20;141406;94999
20;141701;95162
20;141701;95163
20;141701;95164
20;141701;95165
20;141701;95166
20;141701;95167
20;141701;95168
20;141701;95169
20;141701;95170
20;141702;95171
20;141702;95172
20;141702;95173
20;141702;95174
20;141702;95175
20;141702;95176
20;141702;95177
20;141702;95178
20;141702;95179
20;141702;95180
20;141702;95181
20;141702;95182
20;141702;95183
20;141702;95184
20;141702;95185
20;141702;95186
20;141702;95187
20;141702;95188
20;141702;95189
20;141702;95190
20;141702;95191
20;141702;95192
20;141702;95193
20;141702;95194
20;141702;95195
20;141702;95196
20;141702;95197
20;141702;95198
20;141702;95199
20;141702;95200
20;141703;95201
20;141703;95202
20;141703;95203
20;141703;95204
20;141703;95205
20;141703;95206
20;141703;95207
20;141703;95208
20;141703;95209
20;141704;95210
20;141704;95211
20;141704;95212
20;141704;95213
20;141704;95214
20;141704;95215
20;141704;95216
20;141704;95217
20;141705;95218
20;141705;95219
20;141705;95220
20;141705;95221
20;141705;95222
20;141705;95223
20;141705;95224
20;141706;95225
20;141706;95226
20;141706;95227
20;141706;95228
20;141707;95229
20;141707;95230
20;141707;95231
20;141707;95232
20;141707;95233
20;141708;95234
20;141708;95235
20;141708;95236
20;141708;95237
20;141708;95238
20;141708;95239
20;141708;95240
20;141708;95241
20;141708;95242
20;141801;95243
20;141801;95244
20;141801;95245
20;141801;95246
20;141801;95247
20;141801;95248
20;141801;95249
20;141801;95250
20;141801;95251
20;141801;95252
20;141801;95253
20;141801;95254
20;141801;95255
20;141801;95256
20;141801;95257
20;141801;95258
20;141801;95259
20;141802;95260
20;141802;95261
20;141802;95262
20;141802;95263
20;141802;95264
20;141802;95265
20;141802;95266
20;141802;95267
20;141802;95268
20;141802;95269
20;141802;95270
20;141802;95271
20;141802;95272
20;141802;95273
20;141802;95274
20;141802;95275
20;141802;95276
20;141802;95277
20;141802;95278
20;141802;95279
20;141802;95280
20;141803;95281
20;141803;95282
20;141803;95283
20;141803;95284
20;141803;95285
20;141803;95286
20;141803;95287
20;141803;95288
20;141803;95289
20;141803;95290
20;141803;95291
20;141803;95292
20;141803;95293
20;141803;95294
20;141804;95295
20;141804;95296
20;141804;95297
20;141804;95298
20;141804;95299
20;141804;95300
20;141804;95301
20;141804;95302
20;141804;95303
20;141804;95304
20;141804;95305
20;141804;95306
20;141804;95307
20;141804;95308
20;141804;95309
20;141804;95310
20;141804;95311
20;141804;95312
20;141804;95313
20;141804;95314
20;141804;95315
20;141804;95316
20;141804;95317
20;141804;95318
20;141804;95319
20;141804;95320
20;141804;95321
20;141804;95322
20;141804;95323
20;141804;95324
20;141804;95325
20;141804;95326
20;141804;95327
20;141804;95328
20;141804;95329
20;141804;95330
20;141804;95331
20;141804;95332
20;141804;95333
20;141804;95334
20;141804;95335
20;141804;95336
20;141804;95337
20;141804;95338
20;141804;95339
20;141805;95340
20;141805;95341
20;141805;95342
20;141805;95343
20;141805;95344
20;141805;95345
20;141806;95346
20;141806;95347
20;141806;95348
20;141806;95349
20;141806;95350
20;141806;95351
20;141806;95352
20;141806;95353
20;141806;95354
20;142101;95538
20;142101;95539
20;142101;95540
20;142101;95541
20;142101;95542
20;142101;95543
20;142101;95544
20;142101;95545
20;142101;95546
20;142101;95547
20;142102;95548
20;142102;95549
20;142102;95550
20;142102;95551
20;142102;95552
20;142102;95553
20;142102;95554
20;142102;95555
20;142102;95556
20;142102;95557
20;142102;95558
20;142102;95559
20;142102;95560
20;142102;95561
20;142102;95562
20;142102;95563
20;142102;95564
20;142102;95565
20;142102;95566
20;142102;95567
20;142102;95568
20;142102;95569
20;142102;95570
20;142102;95571
20;142102;95572
20;142102;95573
20;142102;95574
20;142102;95575
20;142102;95576
20;142102;95577
20;142103;95578
20;142103;95579
20;142103;95580
20;142103;95581
20;142103;95582
20;142103;95583
20;142103;95584
20;142103;95585
20;142103;95586
20;142103;95587
20;142103;95588
20;142103;95589
20;142103;95590
20;142103;95591
20;142103;95592
20;142103;95593
20;142104;95594
20;142104;95595
20;142104;95596
20;142104;95597
20;142104;95598
20;142104;95599
20;142104;95600
20;142104;95601
20;142104;95602
20;142104;95603
20;142104;95604
20;142105;95605
20;142105;95606
20;142105;95607
20;142105;95608
20;142105;95609
20;142106;95610
20;142106;95611
20;142106;95612
20;142106;95613
20;142106;95614
20;142106;95615
20;142106;95616
20;142106;95617
20;142106;95618
20;142106;95619
20;142106;95620
20;142106;95621
20;142106;95622
20;143201;96156
20;143201;96157
20;143201;96158
20;143201;96159
20;143201;96160
20;143201;96161
20;143201;96162
20;143201;96163
20;143201;96164
20;143201;96165
20;143201;96166
20;143201;96167
20;143201;96168
20;143202;96169
20;143202;96170
20;143202;96171
20;143202;96172
20;143202;96173
20;143203;96174
20;143203;96175
20;143204;96176
20;143204;96177
20;143204;96178
20;143204;96179
20;143204;96180
20;143204;96181
20;143205;96182
20;143205;96183
20;143205;96184
20;143205;96185
20;143205;96186
20;143205;96187
20;143205;96188
20;143205;96189
20;143205;96190
20;143205;96191
20;143205;96192
20;143205;96193
20;143205;96194
20;143206;96195
20;143206;96196
20;143206;96197
20;143206;96198
20;143206;96199
20;143206;96200
20;143206;96201
20;143206;96202
20;143206;96203
20;143206;96204
20;143206;96205
20;143206;96206
20;143206;96207
20;143206;96208
20;143206;96209
20;143206;96210
20;143206;96211
20;143206;96212
20;143206;96213
20;143206;96214
20;143206;96215
20;143206;96216
20;143207;96217
20;143207;96218
20;143207;96219
20;143207;96220
20;143207;96221
20;143207;96222
20;143207;96223
20;143207;96224
20;143401;96281
20;143401;96282
20;143401;96283
20;143401;96284
20;143401;96285
20;143401;96286
20;143401;96287
20;143401;96288
20;143401;96289
20;143401;96290
20;143401;96291
20;143401;96292
20;143401;96293
20;143401;96294
20;143401;96295
20;143402;96296
20;143402;96297
20;143402;96298
20;143402;96299
20;143402;96300
20;143402;96301
20;143402;96302
20;143402;96303
20;143402;96304
20;143402;96305
20;143402;96306
20;143402;96307
20;143402;96308
20;143402;96309
20;143403;96310
20;143403;96311
20;143403;96312
20;143403;96313
20;143403;96314
20;143403;96315
20;143403;96316
20;143403;96317
20;143403;96318
20;143403;96319
20;143403;96320
20;143403;96321
20;143403;96322
20;143403;96323
20;143403;96324
20;143404;96325
20;143404;96326
20;143404;96327
20;143404;96328
20;143404;96329
20;143404;96330
20;143404;96331
20;143404;96332
20;143404;96333
20;143404;96334
20;143404;96335
20;143405;96336
20;143405;96337
20;143405;96338
20;143405;96339
20;143405;96340
20;143405;96341
20;143405;96342
20;143406;96343
20;143406;96344
20;143406;96345
20;143406;96346
20;143406;96347
20;143406;96348
20;143406;96349
20;143406;96350
20;143406;96351
20;143406;96352
20;143407;96353
20;143407;96354
20;143407;96355
20;143407;96356
20;143407;96357
20;143407;96358
20;143407;96359
20;143407;96360
20;143408;96361
20;143408;96362
20;143408;96363
20;143408;96364
20;143408;96365
20;143408;96366
20;143409;96367
20;143409;96368
20;143409;96369
20;143409;96370
20;143409;96371
20;143409;96372
20;143409;96373
20;143409;96374
20;143409;96375
20;143409;96376
20;143409;96377
20;143409;96378
20;143409;96379
20;143410;96380
20;143410;96381
20;143410;96382
20;143410;96383
20;143410;96384
20;143410;96385
20;143410;96386
20;143411;96387
20;143411;96388
20;143411;96389
20;143411;96390
20;143411;96391
20;143411;96392
20;143411;96393
20;143411;96394
20;143411;96395
20;143411;96396
20;143411;96397
20;143411;96398
20;143411;96399
20;143411;96400
20;143411;96401
20;143412;96402
20;143412;96403
20;143412;96404
20;143412;96405
20;143412;96406
20;143412;96407
20;143412;96408
20;143412;96409
20;143412;96410
20;143412;96411
20;143412;96412
20;143412;96413
20;143412;96414
20;143412;96415
20;143412;96416
20;143412;96417
20;143412;96418
20;143412;96419
20;143412;96420
20;143412;96421
20;143412;96422
20;143412;96423
20;143412;96424
20;143412;96425
20;143412;96426
20;143412;96427
20;143412;96428
20;143412;96429
20;143412;96430
20;143412;96431
20;143412;96432
20;143412;96433
2;020201;83643
2;020201;83644
2;020201;83645
2;020201;83646
2;020201;83647
2;020201;83648
2;020201;83649
2;020201;83650
2;020201;83651
2;020201;83652
2;020201;83653
2;020201;83654
2;020201;83655
2;020201;83656
2;020201;83657
2;020201;83658
2;020201;83659
2;020201;83660
2;020201;83661
2;020201;83662
2;020201;83663
2;020201;83664
2;020202;83665
2;020202;83666
2;020202;83667
2;020202;83668
2;020202;83669
2;020202;83670
2;020202;83671
2;020202;83672
2;020202;83673
2;020202;83674
2;020202;83675
2;020202;83676
2;020202;83677
2;020202;83678
2;020202;83679
2;020202;83680
2;020202;83681
2;020202;83682
2;020202;83683
2;020202;83684
2;020202;83685
2;020202;83686
2;020202;83687
2;020203;83688
2;020203;83689
2;020203;83690
2;020203;83691
2;020203;83692
2;020203;83693
2;020203;83694
2;020203;83695
2;020204;83696
2;020204;83697
2;020204;83698
2;020205;83699
2;020205;83700
2;020205;83701
2;020205;83702
2;020205;83703
2;020205;83704
2;020205;83705
2;020205;83706
2;020205;83707
2;020205;83708
2;020205;83709
2;020205;83710
2;020205;83711
2;020206;83712
2;020206;83713
2;020206;83714
2;020206;83715
2;020206;83716
2;020206;83717
2;020207;83718
2;020207;83719
2;020207;83720
2;020207;83721
2;020207;83722
2;020207;83723
2;020801;83933
2;020801;83934
2;020801;83935
2;020801;83936
2;020802;83937
2;020802;83938
2;020802;83939
2;020802;83940
2;020802;83941
2;020802;83942
2;020802;83943
2;020802;83944
2;020802;83945
2;020802;83946
2;020802;83947
2;020802;83948
2;020802;83949
2;020802;83950
2;020802;83951
2;020802;83952
2;020802;83953
2;020802;83954
2;020802;83955
2;020802;83956
2;020802;83957
2;020802;83958
2;020802;83959
2;020803;83960
2;020803;83961
2;020803;83962
2;020803;83963
2;020803;83964
2;020803;83965
2;020803;83966
2;020804;83967
2;020804;83968
2;020804;83969
2;020804;83970
2;020804;83971
2;020804;83972
2;020804;83973
2;020804;83974
2;020804;83975
2;020804;83976
2;020804;83977
2;020804;83978
2;020804;83979
2;020804;83980
2;020804;83981
2;020804;83982
2;020804;83983
2;020804;83984
2;020805;83985
2;020805;83986
2;020805;83987
2;020805;83988
2;020806;83989
2;020806;83990
2;020806;83991
2;020806;83992
2;020806;83993
2;020806;83994
2;020806;83995
2;020806;83996
2;020806;83997
2;020806;83998
2;020806;83999
2;020806;84000
2;020806;84001
2;020806;84002
2;020806;84003
2;020806;84004
2;020806;84005
2;020806;84006
2;020806;84007
2;020807;84008
2;020807;84009
2;020807;84010
2;020807;84011
2;020807;84012
2;020807;84013
2;020807;84014
2;020807;84015
2;020807;84016
2;020807;84017
2;020807;84018
2;020807;84019
2;020807;84020
2;020807;84021
2;020807;84022
2;020808;84023
2;020808;84024
2;020808;84025
2;020808;84026
2;020808;84027
2;020808;84028
2;020808;84029
2;020809;84030
2;020809;84031
2;020810;84032
2;020810;84033
2;020810;84034
2;020810;84035
2;020810;84036
2;020810;84037
2;020810;84038
2;020810;84039
2;020810;84040
2;020811;84041
2;020811;84042
2;020811;84043
2;020811;84044
2;020811;84045
2;020811;84046
2;020811;84047
2;020811;84048
2;020811;84049
2;020811;84050
2;020811;84051
2;020811;84052
2;020811;84053
2;020811;84054
2;020811;84055
2;020811;84056
2;020812;84057
2;020812;84058
2;020812;84059
2;020812;84060
2;020812;84061
2;020812;84062
2;020812;84063
2;020812;84064
2;020813;84065
2;020813;84066
2;020813;84067
2;020813;84068
2;020813;84069
2;020813;84070
2;020813;84071
2;020814;84072
2;020814;84073
2;020814;84074
2;020814;84075
2;020814;84076
2;020814;84077
2;021901;84537
2;021901;84538
2;021901;84539
2;021901;84540
2;021901;84541
2;021901;84542
2;021901;84543
2;021901;84544
2;021901;84545
2;021901;84546
2;021901;84547
2;021901;84548
2;021901;84549
2;021901;84550
2;021901;84551
2;021901;84552
2;021901;84553
2;021901;84554
2;021901;84555
2;021901;84556
2;021901;84557
2;021901;84558
2;021901;84559
2;021901;84560
2;021901;84561
2;021902;84562
2;021902;84563
2;021902;84564
2;021902;84565
2;021902;84566
2;021902;84567
2;021902;84568
2;021902;84569
2;021902;84570
2;021902;84571
2;021902;84572
2;021902;84573
2;021902;84574
2;021902;84575
2;021902;84576
2;021902;84577
2;021902;84578
2;021902;84579
2;021902;84580
2;021902;84581
2;021902;84582
2;021902;84583
2;021903;84584
2;021903;84585
2;021903;84586
2;021903;84587
2;021903;84588
2;021904;84589
2;021904;84590
2;021904;84591
2;021904;84592
2;021904;84593
2;021904;84594
2;021904;84595
2;021905;84596
2;021905;84597
2;021905;84598
2;021905;84599
2;021905;84600
2;021905;84601
2;021905;84602
2;021905;84603
2;021906;84604
2;021906;84605
2;021906;84606
2;021906;84607
2;021906;84608
2;021906;84609
2;021906;84610
2;021906;84611
2;021906;84612
2;021906;84613
2;021906;84614
2;021906;84615
2;021906;84616
2;021906;84617
2;021906;84618
2;021906;84619
2;021906;84620
2;021906;84621
2;021906;84622
2;021906;84623
2;021906;84624
2;021906;84625
2;021906;84626
2;021906;84627
2;021906;84628
2;021907;84629
2;021907;84630
2;021907;84631
2;021907;84632
2;021907;84633
2;021907;84634
2;021907;84635
2;021907;84636
2;021907;84637
2;021907;84638
2;021908;84639
2;021908;84640
2;021908;84641
2;021908;84642
2;021908;84643
2;021908;84644
2;021908;84645
2;021908;84646
2;021908;84647
2;021908;84648
2;021908;84649
2;022101;84704
2;022101;84705
2;022101;84706
2;022101;84707
2;022101;84708
2;022101;84709
2;022101;84710
2;022101;84711
2;022101;84712
2;022102;84713
2;022102;84714
2;022102;84715
2;022102;84716
2;022102;84717
2;022103;84718
2;022103;84719
2;022103;84720
2;022103;84721
2;022103;84722
2;022104;84723
2;022104;84724
2;022104;84725
2;022104;84726
2;022104;84727
2;022105;84728
2;022105;84729
2;022105;84730
2;022105;84731
2;022105;84732
2;022105;84733
2;022106;84734
2;022106;84735
2;022106;84736
2;022106;84737
2;022106;84738
2;022106;84739
2;022106;84740
2;022106;84741
2;022106;84742
2;022107;84743
2;022107;84744
2;022107;84745
2;022107;84746
2;022107;84747
2;022107;84748
2;022108;84749
2;022108;84750
2;022108;84751
2;022108;84752
2;022108;84753
2;022401;84873
2;022401;84874
2;022401;84875
2;022401;84876
2;022402;84877
2;022402;84878
2;022402;84879
2;022403;84880
2;022403;84881
2;022403;84882
2;022403;84883
2;022403;84884
2;022403;84885
2;022403;84886
2;022403;84887
2;022403;84888
2;022403;84889
2;022404;84890
2;022404;84891
2;022404;84892
2;022404;84893
2;022404;84894
2;022405;84895
2;022405;84896
2;022405;84897
2;022405;84898
2;022405;84899
2;022405;84900
2;022405;84901
2;022405;84902
2;022405;84903
2;022405;84904
2;022405;84905
2;022405;84906
2;022405;84907
2;022405;84908
2;022405;84909
2;022405;84910
2;022405;84911
2;022405;84912
2;022405;84913
2;022405;84914
2;022405;84915
2;022405;84916
2;022405;84917
2;022406;84918
2;022406;84919
2;022406;84920
2;022406;84921
2;022406;84922
2;022406;84923
2;022406;84924
2;022406;84925
2;022406;84926
2;022406;84927
2;022406;84928
2;022406;84929
2;022406;84930
2;022406;84931
2;022406;84932
2;022406;84933
2;022406;84934
2;022406;84935
2;022406;84936
2;022406;84937
2;022406;84938
2;022406;84939
2;022407;84940
2;022407;84941
2;022407;84942
2;022407;84943
2;022407;84944
2;022407;84945
2;022407;84946
2;026501;85478
2;026501;85479
2;026501;85480
2;026501;85481
2;026501;85482
2;026501;85483
2;026501;85484
2;026501;85485
2;026501;85486
2;026501;85487
2;026501;85488
2;026501;85489
2;026501;85490
2;026501;85491
2;026501;85492
2;026501;85493
2;026501;85494
2;026501;85495
2;026501;85496
2;026501;85497
2;026501;85498
2;026501;85499
2;026501;85500
2;026501;85501
2;026501;85502
2;026501;85503
2;026501;85504
2;026501;85505
2;026501;85506
2;026501;85507
2;026501;85508
2;026501;85509
2;026501;85510
2;026501;85511
2;026501;85512
2;026501;85513
2;026501;85514
2;026501;85515
2;026501;85516
2;026501;85517
2;026501;85518
2;026501;85519
2;026501;85520
2;026501;85521
2;026501;85522
2;026501;85523
2;026501;85524
2;026501;85525
2;026501;85526
2;026501;85527
2;026501;85528
2;026501;85529
2;026501;85530
2;026501;85531
2;026501;85532
2;026501;85533
2;026501;85534
2;026501;85535
2;026501;85536
2;026501;85537
2;026501;85538
2;026501;85539
2;026501;85540
2;026501;85541
2;026501;85542
2;026501;85543
2;026501;85544
2;026501;85545
2;026501;85546
2;026501;85547
2;026501;85548
2;026501;85549
21;160101;98020
21;160101;98021
21;160101;98022
21;160101;98023
21;160101;98024
21;160101;98025
21;160101;98026
21;160101;98027
21;160101;98028
21;160101;98029
21;160101;98030
21;160101;98031
21;160101;98032
21;160101;98033
21;160101;98034
21;160101;98035
21;160101;98036
21;160101;98037
21;160101;98038
21;160101;98039
21;160101;98040
21;160101;98041
21;160101;98042
21;160101;98043
21;160101;98044
21;160102;98045
21;160102;98046
21;160102;98047
21;160102;98048
21;160102;98049
21;160102;98050
21;160102;98051
21;160102;98052
21;160102;98053
21;160102;98054
21;160102;98055
21;160103;98056
21;160103;98057
21;160103;98058
21;160103;98059
21;160103;98060
21;160103;98061
21;160103;98062
21;160103;98063
21;160103;98064
21;160103;98065
21;160103;98066
21;160103;98067
21;160103;98068
21;160103;98069
21;160103;98070
21;160103;98071
21;160103;98072
21;160103;98073
21;160103;98074
21;160103;98075
21;160104;98076
21;160104;98077
21;160104;98078
21;160104;98079
21;160104;98080
21;160104;98081
21;160104;98082
21;160105;98083
21;160105;98084
21;160105;98085
21;160105;98086
21;160105;98087
21;160105;98088
21;160105;98089
21;160105;98090
21;160105;98091
21;160105;98092
21;160105;98093
21;160106;98094
21;160106;98095
21;160106;98096
21;160106;98097
21;160106;98098
21;160106;98099
21;160201;98100
21;160201;98101
21;160201;98102
21;160201;98103
21;160201;98104
21;160202;98105
21;160202;98106
21;160202;98107
21;160202;98108
21;160202;98109
21;160202;98110
21;160202;98111
21;160202;98112
21;160202;98113
21;160202;98114
21;160202;98115
21;160202;98116
21;160203;98117
21;160203;98118
21;160203;98119
21;160203;98120
21;160203;98121
21;160203;98122
21;160203;98123
21;160203;98124
21;160203;98125
21;160203;98126
21;160203;98127
21;160203;98128
21;160203;98129
21;160203;98130
21;160203;98131
21;160203;98132
21;160203;98133
21;160203;98134
21;160203;98135
21;160203;98136
21;160203;98137
21;160203;98138
21;160203;98139
21;160203;98140
21;160203;98141
21;160204;98142
21;160204;98143
21;160204;98144
21;160204;98145
21;160204;98146
21;160204;98147
21;160204;98148
21;160204;98149
21;160204;98150
21;160204;98151
21;160204;98152
21;160301;98153
21;160301;98154
21;160301;98155
21;160301;98156
21;160301;98157
21;160301;98158
21;160301;98159
21;160301;98160
21;160301;98161
21;160301;98162
21;160301;98163
21;160301;98164
21;160301;98165
21;160301;98166
21;160301;98167
21;160301;98168
21;160301;98169
21;160301;98170
21;160301;98171
21;160301;98172
21;160301;98173
21;160301;98174
21;160301;98175
21;160301;98176
21;160301;98177
21;160301;98178
21;160301;98179
21;160301;98180
21;160301;98181
21;160301;98182
21;160301;98183
21;160301;98184
21;160301;98185
21;160301;98186
21;160301;98187
21;160302;98188
21;160302;98189
21;160302;98190
