nrk;pgnw;freq;lgw;lgnw;pPiS;pPO
97945;0.57;94.21;1392;8;87.93;3.45
97946;0.43;92.21;1390;6;84.24;4.24
97947;0.36;93.77;2220;8;86.58;4.55
97948;0.59;94.39;1356;8;90.63;2.80
97949;1.33;94.32;1262;17;91.20;2.38
97950;1.35;92.52;732;10;81.28;6.01
97951;0.65;90.27;461;3;78.31;6.07
97952;0.99;95.57;299;3;89.63;3.34
97953;1.04;93.41;855;9;75.79;7.25
97954;0.99;92.12;301;3;74.09;12.62
97955;0.25;88.44;2388;6;25.13;25.88
97956;0.39;91.52;516;2;17.64;25.78
97957;0.20;90.55;1511;3;29.19;26.67
97958;1.71;87.52;1268;22;27.37;25.87
97959;0.30;91.79;658;2;31.00;22.49
97960;0.49;92.91;613;3;30.51;22.84
97961;0.63;76.33;157;1;13.38;24.20
97962;2.90;90.20;134;4;8.96;41.04
97963;0.00;87.85;94;0;24.47;29.79
97964;0.00;91.30;63;0;12.70;46.03
97965;2.63;88.89;148;4;7.43;26.35
97966;0.00;94.59;35;0;20.00;14.29
97967;0.00;91.86;237;0;40.51;22.36
97968;6.82;93.62;41;3;43.90;9.76
97969;0.00;96.77;60;0;51.67;11.67
97970;0.94;91.43;317;3;43.85;15.77
97971;1.96;98.08;50;1;42.00;16.00
97972;0.00;86.84;66;0;84.85;4.55
97973;0.00;87.10;27;0;40.74;14.81
97974;5.00;80.00;38;2;50.00;31.58
97975;0.51;91.74;586;3;22.01;30.89
97976;0.19;88.21;2053;4;25.38;20.46
97977;0.69;90.20;1298;9;27.73;19.95
97978;0.43;85.16;697;3;19.08;14.63
97979;0.97;90.83;3177;31;33.59;15.33
97980;0.70;89.77;2561;18;26.71;17.73
97981;0.35;77.81;2823;10;22.88;16.79
97982;1.73;87.56;2731;48;21.31;22.70
97983;0.23;78.60;1719;4;21.76;18.79
97984;0.14;87.58;1429;2;19.10;19.17
97985;0.22;81.40;3117;7;18.74;17.20
97986;0.57;86.62;1384;8;24.21;13.44
97987;1.06;89.68;1685;18;23.44;13.95
97988;1.67;89.74;826;14;23.97;11.86
97989;1.87;89.26;1834;35;19.47;11.89
97990;0.66;86.96;1060;7;18.87;9.53
97991;1.12;87.51;1060;12;24.15;11.79
97992;1.10;84.80;1534;17;21.25;11.41
97993;0.45;86.90;1327;6;22.38;14.62
97994;0.55;88.91;1459;8;22.96;9.12
97995;0.52;88.89;1544;8;20.34;11.20
97996;0.36;79.80;2216;8;19.04;13.90
97997;0.67;80.67;2238;15;21.27;12.15
97998;0.27;87.74;1099;3;30.39;8.74
97999;0.22;85.12;451;1;16.41;12.64
98000;0.52;88.01;1709;9;23.70;12.23
98001;0.67;88.62;1331;9;27.72;9.84
98002;1.53;88.83;321;5;17.76;9.97
98003;0.65;89.57;614;4;19.71;15.15
98004;0.63;88.71;953;6;18.15;11.44
98005;1.57;91.58;503;8;24.45;21.67
98006;0.81;87.92;491;4;26.27;8.96
98007;0.67;86.94;1475;10;22.44;14.64
98008;0.55;81.84;717;4;19.11;18.27
98009;0.68;84.50;731;5;20.38;16.55
98010;0.00;81.07;715;0;17.06;14.97
98011;1.88;86.07;994;19;20.32;12.37
98012;0.00;90.41;660;0;21.82;13.33
98013;1.71;90.83;633;11;21.17;14.22
98014;1.33;89.50;446;6;25.56;16.14
98015;1.11;90.89;444;5;27.25;19.14
98016;0.00;85.06;74;0;4.05;27.03
98017;0.75;89.26;1979;15;55.74;20.06
98018;0.68;85.74;1021;7;28.70;27.42
98019;0.66;76.44;303;2;12.54;32.01
98020;4.61;41.45;476;23;36.13;23.74
98021;1.13;40.33;526;6;39.35;20.72
98022;4.21;37.85;546;24;34.43;21.79
98023;2.72;47.79;536;15;27.80;29.48
98024;3.42;39.16;565;20;36.99;22.30
98025;1.65;45.91;657;11;36.38;26.94
98026;0.28;42.86;359;1;33.15;21.73
98027;3.28;52.34;531;18;26.55;25.05
98028;2.21;51.32;1063;24;27.66;30.20
98029;1.57;55.84;875;14;36.23;24.00
98030;1.60;52.40;740;12;35.27;25.14
98031;3.00;51.55;453;14;31.79;20.31
98032;1.14;52.69;1045;12;37.42;26.32
98033;0.93;59.76;746;7;24.93;27.48
98034;1.68;54.73;876;15;27.51;24.77
98035;1.74;52.57;733;13;31.24;26.33
98036;1.17;44.24;421;5;37.05;24.94
98037;1.03;54.11;768;8;30.86;23.18
98038;1.38;48.26;642;9;28.19;25.55
98039;0.96;52.64;721;7;33.70;22.19
98040;0.99;46.30;700;7;32.86;24.71
98041;7.07;51.40;171;13;7.02;63.74
98042;8.57;35.71;32;3;40.62;15.62
98043;20.00;28.57;8;2;50.00;0.00
98044;0.00;29.63;8;0;25.00;25.00
98045;1.46;45.15;202;3;29.70;8.91
98046;2.63;47.15;185;5;37.30;9.73
98047;3.11;50.39;187;6;29.41;13.90
98048;3.93;57.85;269;11;22.68;26.77
98049;3.21;54.17;151;5;24.50;24.50
98050;1.81;49.76;813;15;29.77;19.93
98051;2.08;41.38;141;3;37.59;10.64
98052;5.88;40.61;224;14;42.86;13.39
98053;2.53;50.00;154;4;56.49;5.19
98054;1.42;47.31;208;3;32.69;26.92
98055;2.63;42.86;222;6;27.48;18.02
98056;2.59;42.43;489;13;33.54;26.38
98057;3.79;41.25;406;16;35.47;29.80
98058;1.49;48.33;529;8;31.19;24.39
98059;3.53;38.12;410;15;30.24;27.07
98060;1.77;45.25;445;8;33.03;21.35
98061;1.31;54.73;451;6;32.59;23.73
98062;1.92;50.27;459;9;36.60;27.02
98063;5.84;37.33;355;22;36.62;23.38
98064;4.49;35.98;234;11;41.03;12.39
98065;1.30;35.54;228;3;41.67;21.49
98066;3.20;40.32;242;8;36.36;14.88
98067;5.85;37.25;161;10;40.37;19.25
98068;1.68;38.00;528;9;38.07;21.21
98069;5.76;33.49;262;16;33.97;16.03
98070;6.61;29.73;226;16;43.36;7.96
98071;5.56;31.20;221;13;34.39;25.34
98072;4.26;27.19;247;11;33.60;17.41
98073;8.33;48.98;22;2;40.91;22.73
98074;0.00;11.63;5;0;0.00;0.00
98075;10.00;43.48;36;4;11.11;61.11
98076;4.38;47.46;982;45;29.63;19.55
98077;3.12;51.54;683;22;30.60;18.01
98078;3.47;44.69;585;21;27.18;23.76
98079;3.45;45.38;896;32;24.22;11.50
98080;4.12;39.13;792;34;28.91;20.83
98081;4.53;40.14;274;13;27.37;21.17
98082;2.90;38.49;268;8;27.99;14.18
98083;4.99;42.10;476;25;35.29;24.58
98084;2.40;42.98;406;10;32.02;14.29
98085;2.56;41.56;343;9;28.57;22.45
98086;1.93;46.98;305;6;37.38;15.41
98087;1.24;53.14;318;4;33.33;19.50
98088;2.81;42.22;311;9;36.98;22.51
98089;4.53;49.39;232;11;45.69;11.21
98090;6.98;40.19;120;9;36.67;19.17
98091;4.11;47.82;210;9;42.38;12.86
98092;3.09;40.33;188;6;41.49;21.81
98093;2.31;38.62;169;4;43.20;19.53
98094;2.99;53.18;357;11;32.49;16.53
98095;4.29;44.72;312;14;46.47;9.94
98096;3.93;48.22;391;16;43.48;12.79
98097;5.09;45.96;205;11;39.02;11.71
98098;2.92;53.19;332;10;34.64;15.06
98099;4.58;42.88;250;12;38.40;11.60
98100;3.80;44.38;456;18;36.40;17.76
98101;3.27;35.96;384;13;39.06;22.92
98102;2.91;34.84;367;11;40.87;22.07
98103;3.96;31.83;291;12;57.39;9.97
98104;4.15;28.87;254;11;35.04;24.02
98105;4.05;35.71;403;17;41.69;25.31
98106;8.44;34.94;206;19;39.32;20.87
98107;6.37;30.95;235;16;48.51;16.17
98108;4.80;38.06;258;13;31.01;29.07
98109;6.79;41.22;151;11;42.38;21.19
98110;3.70;38.81;182;7;56.59;10.99
98111;2.16;39.41;408;9;37.75;23.53
98112;20.00;39.68;40;10;37.50;35.00
98113;40.00;58.14;15;10;26.67;26.67
98114;7.92;28.37;93;8;63.44;20.43
98115;35.00;38.46;13;7;53.85;7.69
98116;11.76;44.74;15;2;20.00;26.67
98117;1.57;51.54;938;15;39.02;29.53
98118;1.22;51.19;810;10;37.04;31.11
98119;3.05;41.54;350;11;44.00;30.57
98120;1.89;45.73;415;8;35.90;26.51
98121;2.13;48.28;413;9;44.07;29.78
98122;3.48;37.80;305;11;42.95;32.46
98123;1.79;46.43;383;7;43.34;27.94
98124;2.83;48.40;824;24;41.99;27.43
98125;1.37;49.91;288;4;46.88;22.22
98126;2.96;53.89;262;8;58.02;16.41
98127;2.16;40.17;362;8;56.08;23.20
98128;0.92;49.04;429;4;50.58;20.28
98129;3.79;34.08;279;11;60.22;15.41
98130;5.62;40.36;168;10;45.24;26.79
98131;3.76;47.23;205;8;53.66;19.51
98132;3.01;32.75;290;9;47.93;23.45
98133;2.55;31.67;229;6;49.34;25.33
98134;4.35;33.97;220;10;38.64;31.82
98135;5.33;32.23;231;13;47.19;25.97
98136;3.35;34.27;260;9;36.92;24.62
98137;34.88;59.72;28;15;46.43;35.71
98138;7.69;40.62;12;1;33.33;25.00
98139;5.88;13.71;16;1;56.25;12.50
98140;6.56;47.10;114;8;17.54;43.86
98141;18.18;32.35;9;2;44.44;0.00
98142;3.33;44.14;870;30;39.08;26.09
98143;4.00;41.76;744;31;38.17;24.73
98144;2.37;44.51;495;12;47.88;21.01
98145;2.36;44.73;290;7;58.62;15.86
98146;5.02;44.50;265;14;41.51;20.00
98147;5.21;45.47;200;11;37.50;28.50
98148;0.76;31.04;130;1;39.23;24.62
98149;3.35;36.03;202;7;42.57;25.74
98150;4.29;37.17;201;9;67.66;10.95
98151;7.07;30.21;171;13;40.35;18.13
98152;7.69;37.14;12;1;16.67;50.00
98153;1.10;50.70;1082;12;26.34;38.26
98154;1.05;54.31;1314;14;23.44;33.56
98155;3.14;42.52;586;19;28.16;28.50
98156;2.76;42.50;598;17;20.40;35.12
98157;4.06;37.77;615;26;17.56;35.28
98158;1.69;49.70;814;14;21.87;33.42
98159;3.53;44.18;820;30;27.80;28.17
98160;3.08;45.68;912;29;25.11;32.79
98161;1.80;50.97;928;17;25.65;31.79
98162;3.26;43.44;830;28;23.13;35.30
98163;2.11;57.32;882;19;27.32;34.58
98164;4.69;40.29;651;32;24.88;33.18
98165;2.53;48.51;1080;28;29.91;31.67
98166;1.28;52.57;1081;14;26.64;34.23
98167;3.77;46.22;894;35;26.96;28.41
98168;2.35;50.87;1164;28;27.75;32.82
98169;1.31;54.30;1127;15;31.06;30.08
98170;1.33;55.67;223;3;28.70;28.70
98171;1.97;52.32;897;18;31.55;30.10
98172;1.83;48.85;376;7;30.32;30.32
98173;1.98;57.60;1189;24;26.41;33.39
98174;3.53;39.73;819;30;23.20;35.53
98175;4.76;35.08;140;7;21.43;22.14
98176;5.52;43.28;137;8;29.93;31.39
98177;3.61;38.86;802;30;24.44;27.56
98178;5.94;34.01;95;6;24.21;28.42
98179;1.12;35.70;353;4;19.83;35.69
98180;2.93;45.20;265;8;14.34;37.36
98181;3.04;43.93;638;20;25.39;29.62
98182;2.37;31.00;453;11;23.40;25.17
98183;1.34;56.94;514;7;25.68;36.58
98184;16.67;36.36;10;2;20.00;40.00
98185;0.00;25.23;28;0;21.43;28.57
98186;0.00;91.67;44;0;13.64;20.45
98187;12.90;59.62;54;8;18.52;42.59
98188;3.52;38.77;438;16;22.37;25.11
98189;4.47;41.63;513;24;26.90;24.95
98190;8.86;36.07;144;14;18.06;19.44
98191;7.64;35.41;447;37;19.02;21.70
98192;7.52;32.05;123;10;12.20;23.58
98193;0.91;35.48;328;3;21.34;25.30
98194;5.50;48.97;292;17;22.60;24.32
98195;5.51;36.46;635;37;14.96;21.73
98196;2.20;34.04;267;6;9.74;26.59
98197;5.25;33.44;505;28;20.59;20.79
98198;4.26;34.06;135;6;17.78;22.96
98199;5.79;36.33;488;30;22.34;29.51
98200;1.93;28.15;254;5;19.29;21.26
98201;4.55;32.91;147;7;13.61;19.73
98202;9.55;27.67;284;30;18.31;35.21
98203;3.02;34.84;545;17;40.73;19.08
98204;6.61;30.07;212;15;25.00;17.92
98205;18.18;27.50;9;2;44.44;33.33
98206;10.83;51.53;494;60;14.37;24.29
98207;10.08;47.06;223;25;11.21;22.87
98208;9.24;46.23;334;34;17.66;23.35
98209;8.36;44.84;263;24;16.35;22.05
98210;9.95;42.63;190;21;18.95;24.74
98211;4.17;28.05;322;14;16.46;21.43
98212;2.93;37.40;497;15;27.16;22.54
98213;3.01;41.18;516;16;18.02;17.25
98214;3.81;27.50;429;17;22.38;24.71
98215;1.69;35.38;232;4;14.66;21.98
98216;5.26;30.00;162;9;24.69;27.78
98217;2.94;42.06;496;15;29.64;32.46
98218;6.83;41.87;259;19;29.34;35.91
98219;1.80;45.98;708;13;34.75;26.27
98220;4.66;40.21;184;9;33.15;23.91
98221;2.22;25.86;132;3;43.94;15.91
98222;2.38;30.55;164;4;36.59;25.61
98223;6.20;38.21;257;17;33.46;30.35
98224;1.91;39.14;359;7;31.20;22.56
98225;2.99;34.80;292;9;33.90;29.79
98226;3.83;39.35;352;14;32.95;28.69
98227;2.48;35.86;512;13;30.47;26.17
98228;2.32;51.27;927;22;38.40;24.27
98229;2.59;41.95;414;11;29.47;33.09
98230;2.07;48.84;804;17;33.21;28.61
98231;1.80;51.64;710;13;32.68;30.42
98232;1.16;53.08;938;11;30.06;34.65
98233;2.30;51.06;891;21;30.64;34.68
98234;1.97;53.40;1193;24;28.50;29.51
98235;2.30;47.75;808;19;31.68;28.34
98236;1.83;45.83;966;18;37.27;26.19
98237;1.62;49.96;666;11;31.68;27.03
98238;2.54;35.89;269;7;23.42;24.16
98239;3.26;35.66;178;6;30.34;19.66
98240;2.49;48.46;353;9;27.48;29.18
98241;3.65;33.22;290;11;29.66;19.31
98242;1.20;36.50;330;4;14.55;16.06
98243;4.35;35.77;286;13;23.78;36.71
98244;4.44;31.97;516;24;15.89;28.49
98245;6.51;30.28;201;14;17.91;20.40
98246;1.78;28.99;166;3;21.08;18.07
98247;4.71;39.46;182;9;37.91;23.08
98248;2.83;47.14;240;7;31.25;32.50
98249;3.66;39.09;316;12;38.92;25.95
98250;2.76;35.71;141;4;29.08;26.95
98251;5.00;31.01;38;2;39.47;21.05
98252;7.41;46.55;25;2;28.00;36.00
98253;12.57;42.17;146;21;15.75;54.11
98254;4.79;31.43;278;14;17.27;15.47
98255;4.07;34.65;118;5;22.03;15.25
98256;3.33;30.77;116;4;21.55;18.10
98257;7.59;36.24;146;12;23.29;19.86
98258;3.41;28.91;198;7;16.67;32.32
98259;2.78;27.59;70;2;18.57;25.71
98260;4.35;17.76;132;6;18.94;15.15
98261;0.98;38.62;304;3;19.08;21.05
98262;1.96;32.20;250;5;18.00;22.40
98263;4.80;33.78;119;6;14.29;29.41
98264;3.29;45.32;618;21;38.03;24.11
98265;2.78;48.89;385;11;39.22;16.88
98266;4.07;40.10;589;25;44.14;21.90
98267;0.68;46.24;586;4;39.42;27.30
98268;4.47;35.03;342;16;33.92;22.81
98269;4.26;33.67;225;10;27.56;22.67
98270;2.04;40.25;192;4;42.19;13.54
98271;2.48;43.91;197;5;43.65;14.21
98272;3.70;36.42;182;7;37.91;20.33
98273;6.86;42.29;258;19;36.43;22.87
98274;4.23;35.15;136;6;50.00;19.12
98275;6.21;22.66;136;9;19.12;17.65
98276;5.05;33.00;94;5;51.06;22.34
98277;2.87;42.75;169;5;36.69;21.30
98278;8.70;39.54;126;12;34.13;23.81
98279;2.76;37.88;670;19;22.39;29.25
98280;4.41;30.75;520;24;22.50;30.00
98281;1.31;42.78;526;7;12.36;32.32
98282;7.11;34.24;222;17;16.67;31.53
98283;1.07;32.81;185;2;10.81;23.24
98284;6.15;25.44;122;8;13.11;18.85
98285;5.68;33.56;365;22;14.52;28.77
98286;8.09;30.51;159;14;31.45;33.96
98287;1.60;29.21;123;2;15.45;34.15
98288;2.45;33.68;159;4;16.98;32.08
98289;7.14;24.20;91;7;16.48;21.98
98290;9.52;30.37;133;14;24.81;12.78
98291;1.67;37.41;295;5;18.64;31.19
98292;2.61;48.42;447;12;18.57;28.41
98293;2.93;45.24;397;12;16.37;34.76
98294;2.82;25.57;241;7;18.26;29.88
98295;2.02;45.62;388;8;23.20;31.44
98296;2.74;39.25;355;10;25.63;33.24
98297;1.71;48.59;288;5;21.53;32.64
98298;1.64;47.61;480;8;27.92;33.33
98299;2.11;41.83;371;8;18.06;23.72
98300;2.02;48.22;437;9;20.82;25.17
98301;1.84;49.21;426;8;23.47;29.11
98302;2.17;46.98;495;11;28.89;30.30
98303;2.49;42.23;392;10;21.68;31.89
98304;1.95;41.60;352;7;21.31;32.67
98305;3.60;45.18;402;15;27.36;28.86
98306;2.16;37.87;272;6;14.71;22.79
98307;6.35;33.82;280;19;11.79;22.50
98308;2.50;40.57;390;10;16.15;25.13
98309;2.04;37.50;144;3;12.50;26.39
98310;2.08;41.11;188;4;7.45;14.36
98311;4.06;30.40;189;8;8.99;15.87
98312;6.67;18.87;56;4;17.86;12.50
98313;2.16;33.99;272;6;17.28;16.18
98314;0.00;24.00;6;0;50.00;50.00
98315;5.17;35.45;440;24;11.14;21.82
98316;2.56;33.25;494;13;13.97;19.23
98317;3.81;30.61;404;16;14.85;24.26
98318;4.75;25.36;301;15;8.64;21.59
98319;3.78;36.84;229;9;10.48;17.47
98320;1.41;70.30;70;1;40.00;21.43
98321;2.17;29.44;316;7;11.08;26.90
98322;2.15;35.33;364;8;6.59;21.15
98323;7.21;24.24;103;8;15.53;15.53
98324;3.81;32.91;227;9;9.69;28.19
98325;3.16;23.81;92;3;7.61;27.17
98326;1.69;31.79;291;5;11.68;37.46
98327;5.51;37.28;446;26;25.11;24.22
98328;2.98;41.86;684;21;24.85;31.87
98329;6.06;34.46;605;39;24.96;29.09
98330;5.44;46.65;712;41;17.56;32.72
98331;6.81;40.87;465;34;21.51;32.90
98332;4.25;37.03;518;23;33.01;23.17
98333;3.81;36.59;303;12;14.19;28.71
98334;6.57;34.64;256;18;21.09;21.48
98335;8.21;35.01;358;32;21.51;26.54
98336;7.84;25.33;141;12;10.64;28.37
98337;5.12;49.22;389;21;40.87;21.59
98338;6.08;47.44;139;9;44.60;14.39
98339;5.99;44.21;251;16;41.04;19.52
98340;10.00;46.34;171;19;28.07;19.88
98341;5.15;51.13;129;7;37.98;17.05
98342;9.32;50.47;146;15;24.66;17.12
98343;3.23;43.06;90;3;35.56;12.22
98344;0.57;41.88;346;2;32.66;26.59
98345;2.43;48.61;442;11;37.78;29.41
98346;1.90;36.75;362;7;41.44;26.24
98347;1.03;54.79;770;8;34.16;32.60
98348;0.93;54.17;425;4;34.12;30.35
98349;1.68;52.89;468;8;33.33;32.26
98350;2.13;49.86;506;11;39.13;29.64
98351;2.42;41.17;323;8;36.22;28.79
98352;1.17;62.15;422;5;35.78;28.20
98353;2.21;53.03;531;12;35.40;35.97
98354;2.45;54.21;597;15;37.52;36.52
98355;0.90;50.45;552;5;35.87;30.43
98356;1.77;54.93;723;13;27.52;33.06
98357;1.26;52.99;236;3;47.03;16.53
98358;3.35;42.23;231;8;42.86;22.94
98359;3.81;38.64;278;11;43.17;13.31
98360;2.82;34.77;345;10;25.22;31.88
98361;2.19;41.68;223;5;29.60;38.57
98362;2.86;40.94;272;8;32.35;25.74
98363;2.51;39.21;349;9;54.73;14.33
98364;3.31;39.80;351;12;48.43;20.51
98365;2.16;38.08;136;3;50.74;21.32
98366;4.07;36.36;165;7;32.73;27.88
98367;4.67;31.12;143;7;37.06;30.77
98368;4.02;39.28;167;7;33.53;23.35
98369;0.00;11.90;5;0;0.00;40.00
98370;0.00;42.86;30;0;30.00;33.33
98371;3.45;70.73;28;1;67.86;7.14
98372;5.80;33.25;130;8;31.54;20.77
98373;2.09;46.44;281;6;20.28;35.94
98374;1.48;44.57;267;4;17.98;41.57
98375;10.42;27.12;129;15;31.78;27.13
98376;6.08;26.06;139;9;19.42;26.62
98377;3.97;31.27;121;5;19.83;36.36
98378;3.21;36.65;271;9;23.99;38.01
98379;7.50;27.71;111;9;34.23;27.93
98380;10.17;84.29;53;6;43.40;24.53
98381;2.69;43.29;289;8;38.41;25.95
98382;3.23;48.67;300;10;35.67;30.00
98383;3.18;41.12;213;7;45.54;19.25
98384;3.09;38.94;157;5;33.12;22.29
98385;5.62;42.49;235;14;29.79;42.98
98386;0.56;33.77;178;1;47.19;11.24
98387;7.19;32.33;129;10;38.76;23.26
98388;3.76;40.74;307;12;31.27;30.29
98389;9.84;30.35;55;6;47.27;10.91
98390;4.62;33.46;165;8;28.48;29.70
98391;2.99;45.12;390;12;33.59;18.46
98392;9.64;33.88;75;8;29.33;18.67
98393;2.08;47.11;423;9;41.13;25.77
98394;5.87;36.20;369;23;43.36;22.22
98395;2.68;33.63;327;9;40.67;20.49
98396;3.55;33.70;326;12;45.71;22.70
98397;3.56;42.00;461;17;42.73;25.81
98398;0.66;55.22;604;4;30.79;36.09
98399;0.53;41.71;378;2;42.06;20.63
98400;3.27;50.13;385;13;34.29;30.65
98401;2.45;38.79;358;9;41.90;27.37
98402;3.77;38.49;357;14;35.29;28.85
98403;1.43;46.56;413;6;42.62;25.91
98404;2.45;43.48;319;8;38.87;28.53
98405;1.73;40.54;398;7;32.41;30.65
98406;1.30;43.94;304;4;27.96;21.05
98407;7.69;37.01;192;16;28.12;30.21
98408;4.90;34.05;136;7;30.88;15.44
98409;4.74;33.33;261;13;43.68;16.86
98410;2.50;38.61;195;5;36.92;19.49
98411;2.41;43.32;405;10;53.33;15.80
98412;3.14;36.66;185;6;44.86;17.30
98413;1.62;36.02;365;6;54.79;17.26
98414;3.75;40.23;462;18;46.54;19.26
98415;0.88;39.51;336;3;32.44;32.74
98416;9.09;18.03;10;1;30.00;40.00
98417;7.14;56.00;65;5;46.15;24.62
98418;12.50;11.76;7;1;57.14;14.29
98419;6.56;78.71;114;8;37.72;30.70
98420;6.85;38.68;272;20;36.03;20.22
98421;2.54;38.63;192;5;57.81;9.90
98422;5.39;39.02;158;9;44.30;19.62
98423;6.74;44.06;180;13;40.00;16.11
98424;7.20;36.55;116;9;33.62;7.76
98425;3.12;30.55;124;4;52.42;8.06
98426;3.41;44.29;652;23;33.59;22.70
98427;5.61;31.81;505;30;41.19;15.45
98428;6.15;25.74;122;8;26.23;26.23
98429;4.29;22.40;134;6;15.67;20.90
98430;1.80;24.08;109;2;22.02;9.17
98431;2.34;28.19;125;3;38.40;12.00
98432;4.41;36.85;217;10;36.87;14.29
98433;6.41;27.42;292;20;34.59;19.86
98434;3.30;36.55;205;7;55.12;13.17
98435;20.00;27.78;12;3;33.33;25.00
98436;4.35;56.44;88;4;40.91;25.00
98437;3.51;41.56;330;12;32.73;21.21
98438;3.19;51.48;606;20;28.88;24.92
98439;3.08;36.45;283;9;22.97;20.49
98440;3.83;35.60;176;7;35.80;22.16
98441;5.47;32.29;311;18;36.98;11.90
98442;2.59;36.34;263;7;26.62;22.43
98443;6.81;36.15;219;16;29.68;18.72
98444;6.80;25.18;96;7;21.88;17.71
98445;1.78;49.36;1102;20;35.39;27.77
98446;2.24;50.02;1092;25;33.42;28.02
98447;1.96;47.05;1002;20;26.45;27.84
98448;2.59;41.14;828;22;31.52;25.12
98449;3.10;43.57;749;24;29.91;25.77
98450;1.39;50.96;708;10;33.19;32.20
98451;1.22;54.41;889;11;33.63;31.27
98452;1.86;55.82;843;16;25.86;29.89
98453;1.94;50.56;1060;21;30.66;24.62
98454;1.43;56.44;1240;18;30.16;32.82
98455;1.88;47.37;1095;21;32.05;31.32
98456;1.88;49.40;888;17;29.28;28.49
98457;2.87;38.47;812;24;29.56;24.26
98458;1.13;49.61;436;5;29.13;25.46
98459;1.03;50.21;480;5;23.12;29.79
98460;2.53;47.01;1003;26;33.80;27.02
98461;1.23;48.02;886;11;35.10;25.73
98462;2.26;41.80;907;21;29.77;26.57
98463;1.14;52.42;1123;13;26.54;27.25
98464;3.38;42.30;714;25;33.61;22.83
98465;6.95;38.18;281;21;36.65;27.40
98466;5.36;45.08;247;14;25.91;23.89
98467;3.67;40.60;210;8;41.90;11.43
98468;2.11;41.32;417;9;33.09;20.14
98469;2.87;41.14;203;6;36.95;8.37
98470;2.19;51.61;313;7;32.91;17.89
98471;1.71;39.38;288;5;34.03;17.71
98472;4.04;41.71;427;18;44.03;25.53
98473;1.94;54.01;456;9;24.12;26.75
98474;3.14;44.63;185;6;30.27;11.89
98475;0.99;50.62;201;2;30.35;27.36
98476;2.60;34.87;450;12;37.78;17.56
98477;3.77;51.46;51;2;35.29;21.57
98478;13.13;45.69;258;39;8.14;54.26
98479;1.92;51.07;562;11;34.88;17.44
98480;4.79;55.43;437;22;34.55;14.42
98481;6.12;45.58;460;30;31.52;20.87
98482;2.92;48.50;532;16;44.17;17.29
98483;3.83;35.65;326;13;32.21;13.50
98484;4.44;36.97;301;14;37.87;9.63
98485;2.07;40.09;331;7;51.06;8.76
98486;3.48;47.73;305;11;39.67;16.07
98487;5.26;44.44;288;16;34.03;15.97
98488;4.93;50.22;328;17;36.59;15.24
98489;5.56;36.07;187;11;36.90;17.65
98490;6.35;40.13;177;12;40.11;13.56
98491;6.93;44.33;309;23;43.69;13.59
98492;6.60;41.22;283;20;34.63;13.07
98493;2.42;42.69;564;14;33.33;23.76
98494;5.07;36.43;487;26;33.26;23.20
98495;3.65;38.06;502;19;35.26;21.71
98496;2.40;49.20;1018;25;32.22;24.07
98497;3.00;46.19;194;6;46.39;15.98
98498;5.52;43.24;154;9;33.77;20.13
98499;5.99;41.72;251;16;38.65;15.94
98500;2.67;39.76;255;7;30.59;15.29
98501;1.04;45.17;379;4;40.11;18.21
98502;4.38;41.64;131;6;35.11;19.08
98503;3.23;35.94;120;4;26.67;17.50
98504;8.57;27.78;64;6;39.06;14.06
98505;1.65;50.14;179;3;47.49;13.41
98506;0.00;40.00;28;0;14.29;14.29
98507;0.41;55.66;245;1;41.63;15.51
98508;3.98;35.92;169;7;36.69;15.98
98509;4.87;36.63;254;13;42.91;17.72
98510;2.83;41.10;240;7;39.58;24.17
98511;1.82;36.07;108;2;31.48;22.22
98512;1.98;45.19;198;4;57.58;12.63
98513;4.86;37.75;274;14;50.00;15.69
98514;6.15;29.38;244;16;34.84;25.00
98515;3.89;41.14;395;16;44.81;10.63
98516;8.45;30.08;130;12;30.77;21.54
98517;1.01;37.98;294;3;28.57;24.83
98518;5.56;43.37;476;28;36.34;18.07
98519;5.28;38.83;520;29;21.73;32.12
98520;6.19;32.75;318;21;23.27;31.45
98521;6.71;31.64;459;33;21.13;29.63
98522;9.08;36.83;581;58;28.74;23.24
98523;3.83;28.33;176;7;23.86;27.27
98524;2.16;29.84;226;5;23.01;21.24
98525;5.31;22.87;214;12;24.30;26.17
98526;5.00;32.18;133;7;33.08;18.05
98527;3.72;43.48;543;21;24.68;21.18
98528;3.15;45.03;338;11;25.74;16.27
98529;5.23;33.99;163;9;24.54;17.18
98530;6.69;41.74;474;34;20.25;18.57
98531;7.42;31.59;212;17;28.30;12.26
98532;4.13;30.90;325;14;31.08;19.38
98533;2.06;40.70;761;16;24.97;28.91
98534;3.28;51.17;590;20;18.14;35.08
98535;2.50;46.90;818;21;20.42;31.17
98536;2.30;46.69;552;13;18.84;23.01
98537;1.76;43.79;724;13;19.34;24.17
98538;3.89;29.00;272;11;31.62;16.54
98539;4.02;40.24;358;15;27.65;20.95
98540;3.85;35.04;125;5;28.80;21.60
98541;4.04;38.97;261;11;21.46;20.31
98542;5.37;23.99;141;8;24.11;17.02
98543;3.70;28.57;156;6;16.03;26.28
98544;2.39;32.40;204;5;18.63;28.43
98545;5.26;21.78;72;4;22.22;19.44
98546;3.54;36.18;245;9;19.18;22.45
98547;2.74;34.76;142;4;20.42;20.42
98548;4.95;25.44;96;5;26.04;37.50
98549;4.00;45.45;96;4;19.79;18.75
