KORWIN:
2 100106 KORWIN   650 28.175 (Rusiec)
0 149901 KORWIN 21757 12.542 (zagranica*)
0 229901 KORWIN    15 11.628 (statki gdańsk*)
2 022105 KORWIN   292 10.111 (Głuszyca)
2 221002  KUKIZ   448  7.935 (Nowy Dwór Gdański)
1 201301  KUKIZ   310  7.934 (Wysokie Mazowieckie)
2 143005  KUKIZ   556  7.934 (Szydłowiec)
2 143206  KUKIZ   811  7.932 (Ożarów Mazowiecki)
2 301402  KUKIZ   152  7.929 (Kwilcz)
2 161103  KUKIZ   130  7.922 (Kolonowskie)
2 080806  KUKIZ   241  7.917 (Zbąszynek)
1 300301  KUKIZ  2257  7.916 (Gniezno)
2 302110  KUKIZ  1021  7.914 (Mosina)
2 040806  KUKIZ   244  7.912 (Lipno)
2 081004  KUKIZ   153  7.907 (Iłowa)
2 320406  KUKIZ   106  7.905 (Przybiernów)
2 300206  KUKIZ   148  7.902 (Połajewo)
2 141708  KUKIZ   445  7.901 (Wiązowna)
2 302408  KUKIZ   592  7.901 (Wronki)
1 102002  KUKIZ   582  7.898 (Ozorków)
2 040307  KUKIZ   263  7.898 (Sicienko)
2 321704  KUKIZ    95  7.897 (Tuczno)
2 080406  KUKIZ   123  7.895 (Nowe Miasteczko)
2 140603  KUKIZ   292  7.892 (Chynów)
1 100401  KUKIZ   432  7.888 (Łęczyca)
1 142501  KUKIZ   570  7.887 (Pionki)
2 081006  KUKIZ    97  7.886 (Niegosławice)
2 081008  KUKIZ    47  7.886 (Wymiarki)
2 221205  KUKIZ   193  7.884 (Kępice)
2 321702  KUKIZ   105  7.883 (Człopa)
2 200605  KUKIZ   144  7.882 (Stawiski)
2 301806  KUKIZ   146  7.879 (Mikstat)
2 020302  KUKIZ   199  7.878 (Głogów)
2 040902  KUKIZ   111  7.878 (Jeziora Wielkie)
2 180603  KUKIZ   281  7.878 (Majdan Królewski)
2 180206  KUKIZ   224  7.876 (Nozdrzec)
2 241107  KUKIZ   149  7.875 (Pietrowice Wielkie)
2 143406  KUKIZ   209  7.872 (Jadów)
2 140805  KUKIZ   461  7.871 (Wieliszew)
2 302601  KUKIZ   117  7.863 (Brodnica)
1 321301  KUKIZ   404  7.860 (Darłowo)
2 101410  KUKIZ   166  7.860 (Wróblew)
2 120104  KUKIZ   169  7.857 (Lipnica Murowana)
2 143504  KUKIZ   162  7.856 (Somianka)
2 180203  KUKIZ   199  7.856 (Dydnia)
1 141215  KUKIZ   756  7.849 (Sulejówek)
2 121106  KUKIZ   198  7.845 (Krościenko nad Dunajcem)
2 181505  KUKIZ   254  7.844 (Wielopole Skrzyńskie)
2 200507  KUKIZ    69  7.841 (Kleszczele)
2 121007  KUKIZ   570  7.838 (Krynica-Zdrój)
2 260801  KUKIZ   117  7.837 (Działoszyce)
2 142510  KUKIZ   412  7.833 (Skaryszew)
2 301705  KUKIZ   357  7.832 (Przygodzice)
2 021303  KUKIZ   652  7.831 (Milicz)
2 041904  KUKIZ   232  7.827 (Łabiszyn)
2 060204  KUKIZ   112  7.827 (Biszcza)
2 141005  KUKIZ   147  7.823 (Sarnaki)
1 321501  KUKIZ  1188  7.823 (Szczecinek)
2 102006  KUKIZ   225  7.821 (Ozorków)
1 146508  KUKIZ  2308  7.815 (Praga-Północ)
2 041003  KUKIZ   883  7.813 (Nakło nad Notecią)
1 020301  KUKIZ  2121  7.810 (Głogów)
1 221303  KUKIZ  1348  7.810 (Starogard Gdański)
2 022104  KUKIZ   138  7.810 (Czarny Bór)
2 060209  KUKIZ   130  7.808 (Łukowa)
2 060203  KUKIZ   393  7.807 (Biłgoraj)
1 061102  KUKIZ    84  7.807 (Stoczek Łukowski)
1 141401  KUKIZ   897  7.803 (Nowy Dwór Mazowiecki)
2 281102  KUKIZ    60  7.802 (Janowo)
2 300306  KUKIZ   173  7.800 (Łubowo)
1 143801  KUKIZ  1282  7.799 (Żyrardów)
2 140705  KUKIZ   969  7.798 (Kozienice)
1 221302  KUKIZ    99  7.795 (Skórcz)
2 041106  KUKIZ   100  7.794 (Radziejów)
2 180708  KUKIZ   516  7.790 (Rymanów)
2 302903  KUKIZ   909  7.779 (Wolsztyn)
2 022301  KUKIZ   486  7.777 (Czernica)
1 080201  KUKIZ   411  7.775 (Gubin)
1 146509  KUKIZ   929  7.771 (Rembertów)
2 181708  KUKIZ   245  7.768 (Zarszyn)
2 281903  KUKIZ   402  7.767 (Węgorzewo)
2 201007  KUKIZ    83  7.764 (Nurzec-Stacja)
1 060101  KUKIZ   548  7.763 (Międzyrzec Podlaski)
1 041801  KUKIZ    94  7.762 (Kowal)
2 060605  KUKIZ   231  7.762 (Krasnystaw)
2 121509  KUKIZ   172  7.762 (Zembrzyce)
1 143402  KUKIZ   981  7.760 (Marki)
2 142306  KUKIZ   389  7.758 (Przysucha)
2 140505  KUKIZ   376  7.754 (Jaktorów)
2 080407  KUKIZ   166  7.753 (Otyń)
1 200301  KUKIZ   754  7.751 (Bielsk Podlaski)
2 281507  KUKIZ   102  7.751 (Miłomłyn)
2 286101  KUKIZ  3495  7.751 (Elbląg)
2 281603  KUKIZ   655  7.750 (Pisz)
1 143401  KUKIZ   800  7.744 (Kobyłka)
2 320503  KUKIZ    94  7.743 (Karnice)
1 220201  KUKIZ  1184  7.735 (Chojnice)
2 326201  KUKIZ 12866  7.734 (Szczecin)
2 141904  KUKIZ   135  7.732 (Bulkowo)
2 280306  KUKIZ   183  7.731 (Rybno)
2 060117  KUKIZ    80  7.729 (Tuczna)
2 241709  KUKIZ   296  7.726 (Milówka)
2 141405  KUKIZ   286  7.717 (Pomiechówek)
2 081104  KUKIZ   148  7.716 (Jasień)
2 061111  KUKIZ   125  7.716 (Wola Mysłowska)
2 026501  KUKIZ  3121  7.715 (Wałbrzych)
2 022106  KUKIZ   161  7.714 (Mieroszów)
2 141212  KUKIZ   249  7.714 (Mrozy)
2 280105  KUKIZ   161  7.711 (Górowo Iławeckie)
2 321604  KUKIZ    67  7.710 (Rąbino)
2 321204  KUKIZ   100  7.704 (Przelewice)
1 020805  KUKIZ   224  7.703 (Polanica-Zdrój)
2 040904  KUKIZ   286  7.699 (Strzelno)
2 142802  KUKIZ   110  7.698 (Brochów)
1 020101  KUKIZ  1154  7.691 (Bolesławiec)
1 041501  KUKIZ   349  7.689 (Chełmża)
2 100703  KUKIZ   134  7.688 (Mniszków)
1 280701  KUKIZ   983  7.683 (Iława)
1 300101  KUKIZ   591  7.681 (Chodzież)
2 100403  KUKIZ   103  7.681 (Góra Świętej Małgorzaty)
2 140403  KUKIZ    98  7.680 (Pacyna)
2 060211  KUKIZ   168  7.675 (Potok Górny)
2 060706  KUKIZ   170  7.671 (Szastarka)
2 022406  KUKIZ   419  7.671 (Ziębice)
1 181701  KUKIZ  1128  7.668 (Sanok)
2 221504  KUKIZ   118  7.667 (Choczewo)
2 120601  KUKIZ   421  7.667 (Czernichów)
2 142905  KUKIZ   187  7.667 (Kosów Lacki)
2 041406  KUKIZ   219  7.663 (Nowe)
2 142012  KUKIZ   119  7.663 (Załuski)
2 060119  KUKIZ   111  7.660 (Zalesie)
2 220705  KUKIZ   108  7.660 (Ryjewo)
2 143308  KUKIZ   139  7.658 (Stoczek)
1 220802  KUKIZ   117  7.657 (Łeba)
2 181402  KUKIZ   109  7.654 (Adamówka)
2 041203  KUKIZ    92  7.654 (Rogowo)
2 060110  KUKIZ   298  7.653 (Międzyrzec Podlaski)
2 160805  KUKIZ    83  7.650 (Radłów)
1 300901  KUKIZ   671  7.649 (Koło)
2 300505  KUKIZ   175  7.649 (Wielichowo)
2 121112  KUKIZ   562  7.647 (Rabka-Zdrój)
2 080602  KUKIZ   413  7.644 (Drezdenko)
2 080601  KUKIZ   157  7.644 (Dobiegniew)
2 121012  KUKIZ   253  7.644 (Nawojowa)
1 220701  KUKIZ  1073  7.640 (Kwidzyn)
2 141704  KUKIZ   553  7.640 (Karczew)
2 280402  KUKIZ    56  7.640 (Godkowo)
2 301105  KUKIZ   429  7.639 (Śmigiel)
2 220908  KUKIZ    98  7.638 (Stare Pole)
2 121009  KUKIZ   473  7.638 (Łącko)
2 121015  KUKIZ   118  7.638 (Rytro)
2 260804  KUKIZ   587  7.637 (Pińczów)
1 121301  KUKIZ  1345  7.636 (Oświęcim)
2 142006  KUKIZ    70  7.634 (Joniec)
2 143306  KUKIZ   120  7.634 (Miedzna)
1 121502  KUKIZ   316  7.633 (Sucha Beskidzka)
2 221106  KUKIZ   264  7.632 (Krokowa)
2 182001  KUKIZ   356  7.631 (Baranów Sandomierski)
2 200802  KUKIZ    76  7.631 (Jasionówka)
2 180204  KUKIZ   258  7.626 (Haczów)
1 146512  KUKIZ  2168  7.626 (Ursus)
2 142907  KUKIZ   117  7.622 (Sabnie)
1 140501  KUKIZ   631  7.621 (Milanówek)
2 120610  KUKIZ   319  7.621 (Skała)
2 061908  KUKIZ    64  7.619 (Wyryki)
2 022105  KUKIZ   220  7.618 (Głuszyca)
2 302203  KUKIZ   217  7.617 (Miejska Górka)
2 142202  KUKIZ   218  7.614 (Chorzele)
2 141703  KUKIZ   419  7.614 (Celestynów)
2 120608  KUKIZ   320  7.614 (Michałowice)
2 121307  KUKIZ   140  7.613 (Polanka Wielka)
2 301004  KUKIZ   248  7.612 (Kleczew)
2 120707  KUKIZ   791  7.612 (Limanowa)
2 120401  KUKIZ    64  7.610 (Bolesław)
2 141110  KUKIZ    99  7.610 (Szelków)
2 120711  KUKIZ   189  7.606 (Słopnice)
2 041805  KUKIZ   152  7.604 (Choceń)
2 300502  KUKIZ   524  7.600 (Grodzisk Wielkopolski)
2 040109  KUKIZ    82  7.600 (Zakrzewo)
2 180503  KUKIZ   249  7.598 (Dębowiec)
2 060214  KUKIZ   201  7.594 (Turobin)
2 126201  KUKIZ  2898  7.589 (Nowy Sącz)
2 240206  KUKIZ   253  7.588 (Jaworze)
2 143409  KUKIZ   792  7.587 (Radzymin)
2 142705  KUKIZ   154  7.586 (Sierpc)
1 300201  KUKIZ   343  7.585 (Czarnków)
1 180801  KUKIZ   448  7.582 (Leżajsk)
2 301204  KUKIZ  1129  7.580 (Krotoszyn)
2 101003  KUKIZ   260  7.580 (Gorzkowice)
2 200701  KUKIZ   141  7.577 (Jedwabne)
2 120611  KUKIZ  1338  7.574 (Skawina)
2 121013  KUKIZ   294  7.573 (Piwniczna-Zdrój)
2 321502  KUKIZ   155  7.572 (Barwice)
2 142509  KUKIZ   197  7.568 (Przytyk)
2 321405  KUKIZ    68  7.564 (Ińsko)
2 140504  KUKIZ  1511  7.556 (Grodzisk Mazowiecki)
2 181006  KUKIZ   223  7.554 (Rakszawa)
2 101101  KUKIZ   104  7.553 (Dalików)
2 161101  KUKIZ   124  7.552 (Izbicko)
2 143502  KUKIZ   195  7.549 (Długosiodło)
2 142807  KUKIZ   286  7.544 (Sochaczew)
2 143303  KUKIZ   174  7.542 (Korytnica)
2 160802  KUKIZ   165  7.541 (Gorzów Śląski)
2 060913  KUKIZ   157  7.541 (Wojciechów)
2 121503  KUKIZ   218  7.541 (Budzów)
2 120616  KUKIZ   912  7.537 (Zabierzów)
2 261203  KUKIZ    93  7.536 (Oleśnica)
2 143407  KUKIZ   283  7.529 (Klembów)
2 302112  KUKIZ   571  7.528 (Pobiedziska)
2 101211  KUKIZ   186  7.527 (Przedbórz)
1 221103  KUKIZ   326  7.527 (Puck)
2 120506  KUKIZ   224  7.527 (Łużna)
2 260201  KUKIZ   101  7.526 (Imielno)
1 020803  KUKIZ   300  7.524 (Kudowa-Zdrój)
2 320604  KUKIZ   865  7.522 (Gryfino)
2 321504  KUKIZ   219  7.521 (Borne Sulinowo)
2 041601  KUKIZ   158  7.520 (Cekcyn)
2 241707  KUKIZ   143  7.518 (Łękawica)
2 140704  KUKIZ   104  7.514 (Grabów nad Pilicą)
2 302706  KUKIZ   116  7.513 (Przykona)
2 180804  KUKIZ   559  7.512 (Leżajsk)
2 140608  KUKIZ   255  7.511 (Nowe Miasto nad Pilicą)
2 121802  KUKIZ   273  7.510 (Brzeźnica)
1 102003  KUKIZ  1837  7.510 (Zgierz)
2 120205  KUKIZ   226  7.503 (Gnojnik)
2 141006  KUKIZ   130  7.501 (Stara Kornica)
2 100503  KUKIZ    83  7.491 (Chąśno)
2 060505  KUKIZ   515  7.490 (Janów Lubelski)
2 046201  KUKIZ  2520  7.487 (Grudziądz)
2 181109  KUKIZ   260  7.486 (Tuszów Narodowy)
2 180306  KUKIZ   552  7.486 (Pilzno)
1 022602  KUKIZ   444  7.482 (Złotoryja)
2 226201  KUKIZ  8801  7.473 (Gdynia)
2 060109  KUKIZ   142  7.470 (Łomazy)
2 320302  KUKIZ   385  7.468 (Drawsko Pomorskie)
2 141206  KUKIZ   161  7.468 (Dobre)
2 200707  KUKIZ   155  7.466 (Śniadowo)
2 143501  KUKIZ   220  7.465 (Brańszczyk)
1 301701  KUKIZ  2280  7.465 (Ostrów Wielkopolski)
1 281501  KUKIZ   935  7.464 (Ostróda)
2 140609  KUKIZ   128  7.464 (Pniewy)
2 281204  KUKIZ   213  7.463 (Kurzętnik)
2 200803  KUKIZ   110  7.463 (Jaświły)
2 041302  KUKIZ   387  7.462 (Sępólno Krajeńskie)
2 160910  KUKIZ   221  7.456 (Prószków)
2 061403  KUKIZ   108  7.453 (Janowiec)
2 181007  KUKIZ   208  7.453 (Żołynia)
2 321408  KUKIZ    62  7.452 (Marianowo)
2 301501  KUKIZ   124  7.443 (Kuślin)
2 061506  KUKIZ   218  7.443 (Radzyń Podlaski)
2 301307  KUKIZ   235  7.441 (Włoszakowice)
1 040401  KUKIZ   512  7.440 (Chełmno)
2 260408  KUKIZ   272  7.438 (Łopuszno)
1 302101  KUKIZ  1018  7.438 (Luboń)
2 300501  KUKIZ   118  7.435 (Granowo)
2 280303  KUKIZ   143  7.432 (Iłowo-Osada)
2 280205  KUKIZ   131  7.431 (Pieniężno)
2 260304  KUKIZ    78  7.429 (Opatowiec)
2 220305  KUKIZ    74  7.422 (Koczała)
2 300710  KUKIZ   187  7.421 (Szczytniki)
2 181301  KUKIZ   150  7.418 (Bircza)
1 061901  KUKIZ   387  7.412 (Włodawa)
2 142703  KUKIZ   135  7.409 (Mochowo)
2 120902  KUKIZ   301  7.408 (Lubień)
1 020203  KUKIZ   226  7.407 (Pieszyce)
2 241704  KUKIZ   378  7.406 (Jeleśnia)
2 142004  KUKIZ   148  7.404 (Czerwińsk nad Wisłą)
2 021602  KUKIZ   110  7.397 (Gaworzyce)
2 140203  KUKIZ   173  7.396 (Glinojeck)
2 180605  KUKIZ   201  7.395 (Raniżów)
2 201101  KUKIZ   310  7.395 (Dąbrowa Białostocka)
1 080401  KUKIZ  1069  7.391 (Nowa Sól)
2 220608  KUKIZ   157  7.388 (Stara Kiszewa)
2 022108  KUKIZ   133  7.385 (Walim)
2 260602  KUKIZ   168  7.385 (Iwaniska)
2 142904  KUKIZ   144  7.381 (Jabłonna Lacka)
2 120510  KUKIZ   160  7.380 (Uście Gorlickie)
2 300601  KUKIZ   199  7.379 (Jaraczewo)
2 121614  KUKIZ   341  7.378 (Zakliczyn)
2 120508  KUKIZ   149  7.376 (Ropa)
2 040106  KUKIZ    67  7.371 (Koneck)
2 080802  KUKIZ   120  7.362 (Łagów)
2 140706  KUKIZ   188  7.355 (Magnuszew)
2 101709  KUKIZ   935  7.351 (Wieluń)
2 302501  KUKIZ    69  7.348 (Dominowo)
2 180305  KUKIZ   131  7.347 (Jodłowa)
1 040801  KUKIZ   351  7.343 (Lipno)
2 302205  KUKIZ   781  7.338 (Rawicz)
2 180506  KUKIZ    41  7.335 (Krempna)
2 302103  KUKIZ   350  7.334 (Buk)
2 301103  KUKIZ   396  7.332 (Kościan)
2 143503  KUKIZ   193  7.330 (Rząśnik)
2 040804  KUKIZ   155  7.329 (Dobrzyń nad Wisłą)
2 141605  KUKIZ   320  7.324 (Małkinia Górna)
2 281702  KUKIZ   120  7.317 (Dźwierzuty)
2 102009  KUKIZ   436  7.317 (Zgierz)
2 120603  KUKIZ   258  7.315 (Iwanowice)
2 302407  KUKIZ   818  7.315 (Szamotuły)
2 140601  KUKIZ   181  7.307 (Belsk Duży)
2 022404  KUKIZ   121  7.307 (Stoszowice)
2 302109  KUKIZ   750  7.303 (Kórnik)
2 120609  KUKIZ   435  7.301 (Mogilany)
2 281803  KUKIZ   444  7.299 (Gołdap)
2 141910  KUKIZ   217  7.287 (Radzanowo)
2 200709  KUKIZ    93  7.283 (Zbójna)
2 141806  KUKIZ   341  7.282 (Tarczyn)
2 300804  KUKIZ   133  7.280 (Łęka Opatowska)
2 300806  KUKIZ    92  7.278 (Rychtal)
1 146511  KUKIZ  4443  7.271 (Targówek)
2 120903  KUKIZ  1400  7.269 (Myślenice)
1 142102  KUKIZ  2054  7.265 (Pruszków)
2 143506  KUKIZ   157  7.265 (Zabrodzie)
1 141601  KUKIZ   638  7.252 (Ostrów Mazowiecka)
2 260906  KUKIZ   149  7.251 (Obrazów)
2 143305  KUKIZ   506  7.248 (Łochów)
2 142206  KUKIZ    91  7.245 (Krzynowłoga Mała)
2 181408  KUKIZ   235  7.240 (Tryńcza)
2 143701  KUKIZ   119  7.238 (Bieżuń)
2 141901  KUKIZ   224  7.235 (Bielsk)
2 143605  KUKIZ   428  7.232 (Zwoleń)
1 142101  KUKIZ   838  7.231 (Piastów)
1 020601  KUKIZ   155  7.229 (Karpacz)
2 140305  KUKIZ   191  7.229 (Górzno)
2 200215  KUKIZ    68  7.226 (Zawady)
2 141607  KUKIZ   304  7.224 (Ostrów Mazowiecka)
2 142805  KUKIZ   172  7.224 (Nowa Sucha)
2 100510  KUKIZ   156  7.222 (Zduny)
2 302703  KUKIZ   156  7.222 (Dobra)
1 320101  KUKIZ   605  7.215 (Białogard)
2 100707  KUKIZ   205  7.211 (Sławno)
2 100602  KUKIZ   431  7.207 (Andrespol)
2 141402  KUKIZ   322  7.207 (Czosnów)
2 141209  KUKIZ   156  7.206 (Kałuszyn)
2 160906  KUKIZ    93  7.204 (Murów)
2 180507  KUKIZ   258  7.201 (Nowy Żmigród)
2 201405  KUKIZ   237  7.195 (Zambrów)
2 300805  KUKIZ    95  7.192 (Perzów)
2 081202  KUKIZ   107  7.191 (Szlichtyngowa)
2 302902  KUKIZ   300  7.187 (Siedlec)
2 041304  KUKIZ   291  7.183 (Więcbork)
2 301404  KUKIZ   204  7.176 (Sieraków)
2 300911  KUKIZ    85  7.173 (Przedecz)
2 120404  KUKIZ    82  7.168 (Mędrzechów)
2 220102  KUKIZ   649  7.167 (Bytów)
2 100610  KUKIZ   324  7.167 (Rzgów)
2 141208  KUKIZ   136  7.162 (Jakubów)
2 301602  KUKIZ   423  7.154 (Rogoźno)
2 121109  KUKIZ   541  7.148 (Nowy Targ)
2 302116  KUKIZ  1498  7.145 (Swarzędz)
2 141109  KUKIZ    91  7.137 (Sypniewo)
2 081203  KUKIZ   490  7.137 (Wschowa)
2 241702  KUKIZ   215  7.136 (Czernichów)
2 280207  KUKIZ    55  7.134 (Wilczęta)
1 320801  KUKIZ  1435  7.133 (Kołobrzeg)
2 241108  KUKIZ   101  7.133 (Rudnik)
2 041803  KUKIZ    71  7.129 (Boniewo)
2 261208  KUKIZ   119  7.126 (Szydłów)
2 121506  KUKIZ   477  7.125 (Maków Podhalański)
1 121701  KUKIZ   872  7.115 (Zakopane)
2 302107  KUKIZ   774  7.115 (Komorniki)
2 140802  KUKIZ   591  7.114 (Jabłonna)
2 221506  KUKIZ   146  7.112 (Linia)
2 100708  KUKIZ   159  7.111 (Żarnów)
2 040807  KUKIZ   155  7.110 (Skępe)
2 121111  KUKIZ   365  7.109 (Raba Wyżna)
2 060915  KUKIZ   118  7.108 (Wysokie)
2 320703  KUKIZ   351  7.108 (Kamień Pomorski)
2 121002  KUKIZ   838  7.104 (Chełmiec)
2 143802  KUKIZ   305  7.103 (Mszczonów)
2 302406  KUKIZ   314  7.099 (Pniewy)
2 140405  KUKIZ   114  7.098 (Szczawin Kościelny)
2 180906  KUKIZ   169  7.095 (Oleszyce)
1 221401  KUKIZ  1606  7.093 (Tczew)
2 200805  KUKIZ    91  7.093 (Krypno)
2 101602  KUKIZ   100  7.092 (Będków)
2 101105  KUKIZ   129  7.092 (Wartkowice)
2 141912  KUKIZ   221  7.090 (Słupno)
2 302002  KUKIZ   122  7.089 (Czermin)
2 061109  KUKIZ   213  7.088 (Trzebieszów)
2 086201  KUKIZ  4252  7.088 (Zielona Góra)
2 120806  KUKIZ    51  7.083 (Racławice)
2 100608  KUKIZ   161  7.083 (Nowosolna)
2 301102  KUKIZ   276  7.082 (Czempiń)
2 141503  KUKIZ   125  7.082 (Czerwin)
1 146515  KUKIZ   910  7.080 (Wesoła)
2 121006  KUKIZ   412  7.074 (Korzenna)
2 141602  KUKIZ   121  7.068 (Andrzejewo)
2 140308  KUKIZ   131  7.066 (Miastków Kościelny)
2 140104  KUKIZ   126  7.063 (Stara Błotnica)
2 143204  KUKIZ   288  7.059 (Leszno)
1 221102  KUKIZ   119  7.058 (Jastarnia)
2 060501  KUKIZ   101  7.058 (Batorz)
2 120503  KUKIZ   261  7.058 (Bobowa)
2 046101  KUKIZ 10692  7.057 (Bydgoszcz)
1 200302  KUKIZ   111  7.057 (Brańsk)
1 142701  KUKIZ   485  7.047 (Sierpc)
2 080803  KUKIZ   105  7.047 (Skąpe)
2 302104  KUKIZ   823  7.047 (Czerwonak)
2 302106  KUKIZ   222  7.043 (Kleszczewo)
2 121114  KUKIZ   215  7.042 (Szaflary)
2 100406  KUKIZ   153  7.041 (Piątek)
2 120405  KUKIZ   195  7.040 (Olesno)
2 121507  KUKIZ   346  7.034 (Stryszawa)
2 280409  KUKIZ   131  7.032 (Tolkmicko)
2 120607  KUKIZ   477  7.028 (Liszki)
1 106101  KUKIZ 22238  7.022 (Łódź*)
1 221201  KUKIZ   453  7.016 (Ustka)
2 121103  KUKIZ   438  7.015 (Czarny Dunajec)
1 040701  KUKIZ  2065  7.013 (Inowrocław)
2 281202  KUKIZ   201  7.008 (Biskupiec)
2 220507  KUKIZ   134  7.008 (Sulęczyno)
2 101001  KUKIZ   118  7.003 (Aleksandrów)
2 140307  KUKIZ   181  6.991 (Maciejowice)
2 041408  KUKIZ   230  6.991 (Pruszcz)
2 220403  KUKIZ   456  6.991 (Kolbudy)
2 260905  KUKIZ   180  6.985 (Łoniów)
2 260103  KUKIZ   150  6.983 (Nowy Korczyn)
2 180606  KUKIZ   146  6.982 (Dzikowiec)
2 060806  KUKIZ   159  6.980 (Kock)
2 020606  KUKIZ   178  6.964 (Jeżów Sudecki)
2 142706  KUKIZ    88  6.962 (Szczutowo)
2 200303  KUKIZ   145  6.958 (Bielsk Podlaski)
2 041407  KUKIZ   120  6.952 (Osie)
2 201404  KUKIZ   124  6.951 (Szumowo)
2 141909  KUKIZ    93  6.945 (Nowy Duninów)
1 181401  KUKIZ   469  6.944 (Przeworsk)
2 321406  KUKIZ   152  6.944 (Kobylanka)
2 142806  KUKIZ    86  6.941 (Rybno)
2 061507  KUKIZ   155  6.938 (Ulan-Majorat)
2 200306  KUKIZ    58  6.938 (Orla)
2 301504  KUKIZ   692  6.937 (Nowy Tomyśl)
1 302301  KUKIZ   402  6.932 (Słupca)
1 141701  KUKIZ   695  6.927 (Józefów)
2 180604  KUKIZ   151  6.927 (Niwiska)
2 061503  KUKIZ   129  6.924 (Czemierniki)
2 121702  KUKIZ   160  6.920 (Biały Dunajec)
2 141106  KUKIZ   122  6.920 (Płoniawy-Bramura)
2 302006  KUKIZ   728  6.919 (Pleszew)
2 301506  KUKIZ   363  6.918 (Zbąszyń)
2 220105  KUKIZ   127  6.913 (Lipnica)
2 221309  KUKIZ   302  6.912 (Skarszewy)
2 041205  KUKIZ   122  6.912 (Skrwilno)
2 140312  KUKIZ   204  6.906 (Trojanów)
2 240903  KUKIZ   152  6.900 (Niegowa)
2 140102  KUKIZ   136  6.897 (Promna)
2 041906  KUKIZ   582  6.889 (Żnin)
2 241104  KUKIZ   221  6.878 (Krzyżanowice)
2 120617  KUKIZ   649  6.877 (Zielonki)
2 101706  KUKIZ   103  6.876 (Ostrówek)
2 120712  KUKIZ   203  6.872 (Tymbark)
1 146518  KUKIZ  4840  6.871 (Wola)
2 041508  KUKIZ   128  6.871 (Wielka Nieszawka)
2 301202  KUKIZ   174  6.869 (Kobylin)
2 241103  KUKIZ   104  6.869 (Krzanowice)
2 221307  KUKIZ    63  6.863 (Osieczna)
2 142902  KUKIZ   111  6.860 (Bielany)
2 142003  KUKIZ   169  6.859 (Baboszewo)
2 142103  KUKIZ   847  6.857 (Brwinów)
2 220202  KUKIZ   365  6.856 (Brusy)
2 041005  KUKIZ   565  6.853 (Szubin)
2 121105  KUKIZ   444  6.850 (Jabłonka)
2 281402  KUKIZ   396  6.841 (Biskupiec)
2 200708  KUKIZ    95  6.830 (Wizna)
1 146504  KUKIZ  4856  6.822 (Bielany)
2 141502  KUKIZ    47  6.821 (Czarnia)
2 320205  KUKIZ   124  6.821 (Pełczyce)
2 181106  KUKIZ   142  6.817 (Padew Narodowa)
2 140313  KUKIZ   137  6.809 (Wilga)
2 142106  KUKIZ   709  6.806 (Raszyn)
2 143201  KUKIZ   616  6.804 (Błonie)
1 020801  KUKIZ   131  6.798 (Duszniki-Zdrój)
2 121309  KUKIZ   268  6.795 (Zator)
2 226301  KUKIZ  2433  6.792 (Słupsk)
2 142502  KUKIZ   223  6.790 (Gózd)
2 142405  KUKIZ    95  6.786 (Świercze)
2 260106  KUKIZ   179  6.785 (Stopnica)
2 201108  KUKIZ   597  6.780 (Sokółka)
2 041004  KUKIZ   136  6.776 (Sadki)
1 220801  KUKIZ   884  6.776 (Lębork)
2 200208  KUKIZ    92  6.775 (Poświętne)
2 182103  KUKIZ   277  6.773 (Lesko)
1 240302  KUKIZ   542  6.767 (Ustroń)
2 120406  KUKIZ   177  6.766 (Radgoszcz)
2 321101  KUKIZ   620  6.766 (Dobra (Szczecińska))
2 302403  KUKIZ   191  6.759 (Kaźmierz)
1 146517  KUKIZ  1414  6.756 (Włochy)
2 300105  KUKIZ   152  6.756 (Szamocin)
2 320502  KUKIZ   526  6.744 (Gryfice)
2 100706  KUKIZ    92  6.740 (Poświętne)
2 120908  KUKIZ   236  6.729 (Tokarnia)
2 041806  KUKIZ   105  6.726 (Chodecz)
2 141104  KUKIZ   137  6.716 (Krasnosielc)
2 041813  KUKIZ   151  6.714 (Włocławek)
2 141001  KUKIZ    73  6.710 (Huszlew)
2 180802  KUKIZ   212  6.707 (Grodzisko Dolne)
2 261201  KUKIZ   167  6.704 (Bogoria)
2 260411  KUKIZ   228  6.700 (Mniów)
1 303101  KUKIZ   477  6.699 (Złotów)
1 280102  KUKIZ    97  6.699 (Górowo Iławeckie)
2 281203  KUKIZ   132  6.697 (Grodziczno)
1 201001  KUKIZ   355  6.683 (Siemiatycze)
2 142704  KUKIZ    87  6.677 (Rościszewo)
2 061106  KUKIZ    93  6.676 (Serokomla)
2 220502  KUKIZ   857  6.657 (Kartuzy)
2 101502  KUKIZ   175  6.636 (Głuchów)
2 141905  KUKIZ   155  6.632 (Drobin)
2 301804  KUKIZ   136  6.621 (Kobyla Góra)
2 160807  KUKIZ    58  6.613 (Zębowice)
2 143207  KUKIZ   565  6.611 (Stare Babice)
2 141003  KUKIZ    86  6.610 (Olszanka)
2 100203  KUKIZ    42  6.604 (Dąbrowice)
2 041808  KUKIZ   134  6.591 (Izbica Kujawska)
2 302704  KUKIZ   116  6.591 (Kawęczyn)
2 143309  KUKIZ    67  6.588 (Wierzbno)
2 300802  KUKIZ   154  6.578 (Bralin)
2 120206  KUKIZ   163  6.578 (Iwkowa)
2 321004  KUKIZ   374  6.560 (Myślibórz)
