nrk;teryt;adres;lwug;lkw;lkwzu;lgnw;lgw;freq;pgnw
96718;146201;Miejskie Przedszkole Nr 2|Płock|ul. Ciechomicka 68 |09-402 Płock;982;528;528;14;514;53.77;2.65
96719;146201;Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 23 im. Armii Krajowej|Płock|ul. Walecznych 20 |09-410 Płock;1097;584;584;8;576;53.24;1.37
96720;146201;Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 23 im. Armii Krajowej|Płock|ul. Walecznych 20 |09-410 Płock;1768;1077;1077;11;1066;60.92;1.02
96721;146201;Szkoła Podstwawowa z Oddziałami Integracynymi Nr 22 im. Janusza Korczaka|Płock|ul. Czwartaków 6 |09-410 Płock;1356;847;847;10;837;62.46;1.18
96722;146201;Miejskie Przedszkole Nr 19|Płock|ul. Słowackiego 27 |09-400 Płock;1444;634;634;29;605;43.91;4.57
96723;146201;Płocki Zakład Opieki Zdrowotnej Sp. z o. o.|Płock|ul. Kościuszki 28 -|09-402 Płock;103;63;63;5;58;61.17;7.94
96724;146201;Wojewódzki Szpital Zespolony im. M. Kacprzaka|Płock|ul. Medyczna 19 -|09-400 Płock;347;195;195;9;186;56.20;4.62
96725;146201;Zakład Karny|Płock|ul. Sienkiewicza 22 -|09-402 Płock;553;271;271;38;233;49.01;14.02
96726;146301;V Liceum Ogólnokształcące im. Romualda Traugutta z Oddziałami Dwujęzycznymi|Radom, Śródmieście|ul. Traugutta 52a |26-600 Radom;975;387;387;4;383;39.69;1.03
96727;146301;III Liceum Ogólnokształcące im. płk. Dionizego Czachowskiego|Radom, Śródmieście|ul. Traugutta 44 |26-600 Radom;997;496;496;10;486;49.75;2.02
96728;146301;Publiczna Szkoła Podstawowa Nr 13 im.Ks.Józefa Poniatowskiego|Radom, Śródmieście|ul. Sienkiewicza 30 |26-600 Radom;1241;637;637;7;630;51.33;1.10
96729;146301;Publiczna Szkoła Podstawowa Nr 7 im. Kazimierza Pułaskiego|Radom, Śródmieście|ul. Tybla 7/11 |26-600 Radom;1001;485;485;8;477;48.45;1.65
96730;146301;Publiczna Szkoła Podstawowa Nr 13 im. Ks. Józefa Poniatowskiego|Radom, Śródmieście|ul.Henryka Sienkiewicza 30 |26-600 Radom;1166;577;577;4;573;49.49;0.69
96731;146301;RTBS "Administrator"|Radom, Śródmieście|ul. Waryńskiego 16A |26-600 Radom;1111;581;581;8;573;52.30;1.38
96732;146301;Publiczna Szkoła Podstawowa Nr 7 im. Kazimierza Pułaskiego|Radom, Stare Miasto|ul. Tybla 7/11 |26-600 Radom;821;401;401;5;396;48.84;1.25
96733;146301;I Liceum Ogólnokształcące im. Mikołaja Kopernika|Radom, Śródmieście|ul. Żeromskiego 10 |26-600 Radom;772;340;340;10;330;44.04;2.94
96734;146301;Zespół Szkół Ogólnokształcących nr 7|Radom, Stare Miasto|ul. Staromiejska 11 |26-600 Radom;666;318;318;3;315;47.75;0.94
96735;146301;Publiczna Szkoła Podstawowa Nr 28 im. Adama Mickiewicza|Radom, Planty|ul. Jaracza 8 |26-600 Radom;1938;939;939;18;921;48.45;1.92
96736;146301;Zespół Szkół Budowlanych im. Kazimierza Wielkiego|Radom, Planty|ul. Kościuszki 7 |26-600 Radom;777;388;388;3;385;49.94;0.77
96737;146301;Wydział Sztuki Uniwersytetu Technologiczno - Humanistycznego im. Kazimierza Pułaskiego|Radom, Śródmieście|ul. Malczewskiego 22 |26-600 Radom;515;199;199;4;195;38.64;2.01
96738;146301;Publiczna Szkoła Podstawowa Nr 5 im. Marii Dąbrowskiej|Radom, Śródmieście|ul. Sowińskiego 1 |26-600 Radom;1660;907;907;13;894;54.64;1.43
96739;146301;Publiczna Szkoła Podstawowa Nr 5 im. Marii Dąbrowskiej|Radom, Śródmieście|ul Sowińskiego 1 |26-600 Radom;1958;1110;1110;21;1089;56.69;1.89
96740;146301;Przedszkole Publiczne Nr 2|Radom, Śródmieście|ul. Jasińskiego 4 |26-600 Radom;1189;665;665;14;651;55.93;2.11
96741;146301;Publiczna Szkoła Podstawowa Nr 34|Radom, Śródmieście|ul. Miła 18 |26-600 Radom;1845;1057;1057;12;1045;57.29;1.14
96742;146301;II Liceum Ogólnokształcące im. Marii Konopnickiej|Radom, Śródmieście|ul. Kusocińskiego 8 |26-600 Radom;1103;618;618;22;596;56.03;3.56
96743;146301;XI LO z Oddziałami Integracyjnymi im. Stanisława Staszica|Radom, Śródmieście|ul. 11-go Listopada 27 |26-600 Radom;1924;931;931;10;921;48.39;1.07
96744;146301;Przedszkole Publiczne Nr 15|Radom, Śródmieście|ul. Kusocińskiego 10a |26-600 Radom;1493;770;770;24;746;51.57;3.12
96745;146301;Zespół Szkół Ogólnokształcących Nr 6 im. Jana Kochanowskiego|Radom, Śródmieście|ul. Kilińskiego 25 |26-600 Radom;999;383;383;11;372;38.34;2.87
96746;146301;Zespół Szkół Ogólnokształcących Nr 6 im. Jana Kochanowskiego|Radom, Śródmieście|ul.Kilińskiego 25 |26-600 Radom;1074;534;534;11;523;49.72;2.06
96747;146301;Przedszkole Publiczne Nr. 4 im. Juliana Tuwima|Radom, Śródmieście|ul. Kilińskiego 23 |26-600 Radom;872;433;433;6;427;49.66;1.39
96748;146301;Publiczne Gimnazjum Nr 13 z Oddziałami Dwujęzycznymi im. Polskich Noblistów|Radom, Śródmieście|ul. 25 Czerwca 79 |26-600 Radom;1722;985;985;12;973;57.20;1.22
96749;146301;Publiczna Szkoła Podstawowa Nr 33 im. Kawalerów Orderu Uśmiechu|Radom, Śródmieście|ul. Kolberga 5 |26-600 Radom;1657;1018;1018;5;1013;61.44;0.49
96750;146301;Publiczna Szkoła Podstawowa Nr 33 im.Kawalerów Orderu Uśmiechu|Radom, Śródmieście|ul.Kolberga 5 - wejście od ulicy Siennej 7 |26-600 Radom;1773;992;992;19;973;55.95;1.92
96751;146301;Młodzieżowy Dom Kultury im. Heleny Stadnickiej|Radom, Śródmieście|ul.Słowackiego 17 |26-600 Radom;1809;965;965;21;944;53.34;2.18
96752;146301;Młodzieżowy Dom Kultury im. Heleny Stadnickiej|Radom, Śródmieście|ul.Słowackiego 17 |26-600 Radom;1506;710;710;10;700;47.14;1.41
96753;146301;Publiczna Szkoła Podstawowa Nr 6 im. Orła Białego|Radom, Gołębiów|ul. Rapackiego 24 |26-600 Radom;2064;1209;1209;20;1189;58.58;1.65
96754;146301;Publiczna Szkoła Podstawowa Nr 24 im.Kornela Makuszyńskiego|Radom, Gołębiów|ul. Powstańców Śląskich 4 |26-600 Radom;1705;1064;1064;8;1056;62.40;0.75
96755;146301;Przedszkole Publiczne Nr 1 im. Marii Konopnickiej|Radom, Śródmieście|ul. Zientarskiego 3 |26-600 Radom;1858;1132;1132;20;1112;60.93;1.77
96756;146301;Przedszkole Publiczne Nr 24 im. Janusza Korczaka|Radom, Gołębiów|ul.Powstańców Śląskich 9 |26-600 Radom;1862;1082;1082;17;1065;58.11;1.57
96757;146301;Zespół Szkół Elektronicznych im. Bohaterów Westerplatte|Radom, Gołębiów|ul. Sadkowska 19 |26-600 Radom;1395;855;855;8;847;61.29;0.94
96758;146301;Przedszkole Publiczne Nr 3 im. Janiny Porazińskiej|Radom, Gołębiów|ul. Olsztyńska 12 |26-600 Radom;2107;1251;1251;13;1238;59.37;1.04
96759;146301;Publiczne Gimnazjum Nr 6|Radom, Gołębiów|ul. Sadkowska 16 |26-600 Radom;1458;802;802;12;790;55.01;1.50
96760;146301;Wodociągi Miejskie Sp.z o.o.|Radom, Śródmieście|ul. Filtrowa 4 |26-600 Radom;1395;628;628;10;618;45.02;1.59
96761;146301;Przedszkole Publiczne Nr. 3 im. Janiny Porazińskiej|Radom, Śródmieście|ul. Olsztyńska 12 |26-600 Radom;2068;1079;1079;23;1056;52.18;2.13
96762;146301;Dom Pomocy Społecznej "Nad Potokiem"|Radom, Śródmieście|ul. Struga 88 |26-600 Radom;135;68;68;11;57;50.37;16.18
96763;146301;Tarnobrzeska Specjalna Strefa Ekonomiczna|Radom, Gołębiów|ul. Tarnobrzeska 8 |26-600 Radom;2030;1135;1135;9;1126;55.91;0.79
96764;146301;Publiczna Szkoła Podstawowa Nr 19 im. Edmunda Bakalarza|Radom, Stara Wola Gołębiowska|ul. Energetyków 10 |26-600 Radom;1345;654;654;21;633;48.62;3.21
96765;146301;Publiczna Szkoła Podstawowa Nr 1 z Oddziałami Integracyjnymi im. Ignacego Daszyńskiego|Radom, Glinice|ul. Odrodzenia 37 |26-600 Radom;1695;1030;1030;16;1014;60.77;1.55
96766;146301;Publiczna Szkoła Podstawowa Nr 1 z Oddziałami Integracyjnymi im. Ignacego Daszyńskiego|Radom, Glinice|ul. Odrodzenia 37 |26-600 Radom;1493;832;832;11;821;55.73;1.32
96767;146301;Przedszkole Publiczne Nr 9 im. Ewy Szelburg-Zarembiny|Radom, Glinice|ul. Kalińska 4 |26-600 Radom;1585;790;790;11;779;49.84;1.39
96768;146301;Publiczne Gimnazjumnr Nr 10 im. Lotników Polskich|Radom, Glinice|ul. Długojowska 6 |26-600 Radom;1931;1095;1095;29;1066;56.71;2.65
96769;146301;Zespół Szkół Plastycznych im. Józefa Brandta|Radom, Ustronie|aleja Grzecznarowskiego 13 |26-600 Radom;1306;585;585;9;576;44.79;1.54
96770;146301;Publiczna Szkoła Podstawowa Nr 31 im. Kardynała Stefana Wyszyńskiego|Radom, Idalin|ul. Biała 6 |26-600 Radom;1000;512;512;9;503;51.20;1.76
96771;146301;Publiczna Szkoła Podstawowa Nr 31 im. Kardynała Stefana Wyszyńskiego|Radom, Idalin|ul. Biała 6 |26-600 Radom;1932;1063;1066;20;1043;55.02;1.88
96772;146301;Publiczna Szkoła Podstawowa Nr 20 im. Obrońców Pokoju|Radom, Malenice|ul. Malenicka 29 |26-600 Radom;1950;1007;1007;20;987;51.64;1.99
96773;146301;Publiczna Szkoła Podstawowa Nr 4 im. Św.Kazimierza Jagiellończyka|Radom, Ustronie|ul. Wyścigowa 49 |26-600 Radom;2188;1241;1241;17;1224;56.72;1.37
96774;146301;Dom Kultury "Idalin"|Radom, Idalin|ul. Bluszczowa 4/8 |26-600 Radom;2148;1204;1204;24;1180;56.05;1.99
96775;146301;Publiczna Szkoła Podstawowa Nr 4 z Oddziałami Integracyjnymi im. Św. Kazimierza Jagiellończyka|Radom, Ustronie|ul. Wyścigowa 49 |26-600 Radom;2044;1123;1123;7;1116;54.94;0.62
96776;146301;Specjalny Ośrodek Szkolno-Wychowawczy im. Janusza Korczaka|Radom, Ustronie|aleja Grzecznarowskiego 15 |26-600 Radom;1500;886;886;22;864;59.07;2.48
96777;146301;Przedszkole Publiczne Nr 16|Radom, Ustronie|ul. Grenadierów 3 |26-600 Radom;974;527;527;7;520;54.11;1.33
96778;146301;Publiczne Gimnazjum Nr 2 im. Adama Jerzego Czartoryskiego|Radom, Ustronie|ul. Gagarina 19 |26-600 Radom;1695;1023;1023;17;1006;60.35;1.66
96779;146301;Publiczna Szkoła Podstawowa Nr 9 im. Henryka Sienkiewicza|Radom, Ustronie|ul. Sandomierska 19 |26-600 Radom;1295;802;802;17;785;61.93;2.12
96780;146301;Publiczna Szkoła Podstawowa Nr 9 im. Henryka Sienkiewicza|Radom, Ustronie|ul. Sandomierska 19 |26-600 Radom;1665;929;929;20;909;55.80;2.15
96781;146301;Przedszkole Publiczne Nr 10 im. Jana Brzechwy|Radom, Ustronie|ul. Osiedlowa 26 |26-600 Radom;1588;905;906;13;892;56.99;1.44
96782;146301;Zespół Szkół Ogólnokształcących Nr 4 z Oddziałami Sportowymi im. Polskich Olimpijczyków|Radom, Ustronie|ul. Osiedlowa 36 |26-600 Radom;1319;763;763;6;757;57.85;0.79
96783;146301;Zespół Szkół Ogólnokształcących Nr 4 z Oddziałami Sportowymi im. Polskich Olimpijczyków|Radom, Ustronie|ul. Osiedlowa 36 |26-600 Radom;1807;923;923;16;907;51.08;1.73
96784;146301;Przedszkole Publiczne Nr 14|Radom, Ustronie|ul. Jana Pawła II 3 |26-600 Radom;1114;613;613;3;610;55.03;0.49
96785;146301;Dom Pomocy Społecznej Weterana Walki i Pracy|Radom, Prędocinek|ul. Wyścigowa 16 |26-600 Radom;1839;1042;1042;26;1016;56.66;2.50
96786;146301;Zespół Szkół Spożywczych i Hotelarskich|Radom, Prędocinek|ul. Armii Ludowej 1 |26-600 Radom;2013;1116;1116;19;1097;55.44;1.70
96787;146301;Zespół Szkół Specjalnych i Placówek Oświatowych|Radom, Prędocinek|ul. Lipska 2 |26-600 Radom;1907;1103;1103;14;1089;57.84;1.27
96788;146301;Publiczna Szkoła Podstawowa Nr 23 im. Stefana Żeromskiego|Radom, Prędocinek|ul. Gajowa 60 |26-600 Radom;2226;1166;1166;17;1149;52.38;1.46
96789;146301;Publiczna Szkoła Podstawowa Nr 23 im. Stefana Żeromskiego|Radom, Prędocinek|ul. Gajowa 60 |26-600 Radom;2144;1232;1232;15;1217;57.46;1.22
96790;146301;Publiczna Szkoła Podstawowa Nr 17 im. Przyjaciół Dzieci|Radom, Żakowice|ul. Wierzbicka 89/93 |26-600 Radom;1572;874;875;18;856;55.60;2.06
96791;146301;Przedszkole Publiczne Nr 5 im. Tadeusza Kościuszki|Radom, Żakowice|ul. Czarnoleska 15 |26-600 Radom;1792;1047;1047;13;1034;58.43;1.24
96792;146301;Publiczne Gimnazjum Nr 3 im. Jana Kochanowskiego|Radom, Żakowice|ul. Czarnoleska 10 |26-600 Radom;2120;1139;1139;18;1121;53.73;1.58
96793;146301;Budynek po byłej PSP Nr 21|Radom, Młodzianów|ul. Sobótki 5 |26-600 Radom;1913;1030;1030;15;1015;53.84;1.46
96794;146301;Budynek po byłej PSP Nr 21|Radom, Młodzianów|ul. Sobótki 5 |26-600 Radom;1983;1117;1117;13;1104;56.33;1.16
96795;146301;Publiczna Szkoła Podstawowa Nr 21 im.Ks. Jana Twardowskiego|Radom, Żakowice|ul. Trojańska 5 |26-600 Radom;1919;1049;1049;27;1022;54.66;2.57
96796;146301;Publiczna Szkoła Podstawowa Nr 21 im. Ks. Jana Twardowskiego|Radom, Żakowice|ul. Trojańska 5 |26-600 Radom;1709;901;901;13;888;52.72;1.44
96797;146301;Publiczna Szkoła Podstawowa Nr 25|Radom, Jeżowa Wola|ul. Starokrakowska 124/128 |26-600 Radom;1091;600;600;13;587;55.00;2.17
96798;146301;Publiczna Szkoła Podstawowa Nr 32 im. Marszałka Józefa Piłsudskiego|Radom, Planty|ul. Jarzyńskiego 3 |26-600 Radom;1573;950;950;7;943;60.39;0.74
96799;146301;Zespół Szkół Technicznych im. Tadeusza Kościuszki|Radom, Śródmieście|ul. Limanowskiego 26/30 |26-600 Radom;1270;696;696;16;680;54.80;2.30
96800;146301;IV Liceum Ogólnokształcące im. dr.Tytusa Chałubińskiego|Radom, Śródmieście|ul. Mariacka 25 |26-600 Radom;1317;674;674;17;657;51.18;2.52
96801;146301;Powiatowy Urząd Pracy|Radom, Śródmieście|ul.Ks. Łukasika 3 |26-600 Radom;1261;570;570;12;558;45.20;2.11
96802;146301;Publiczne Gimnazjum Nr 11 im. Bolesława Prusa|Radom, Śródmieście|ul. Kujawska 19 |26-600 Radom;1473;712;712;16;696;48.34;2.25
96803;146301;Wydział Mechaniczny Uniwersytetu Technologiczno - Humanistycznego im. Kazimierza Pułaskiego|Radom, Borki|ul. Krasickiego 54 |26-600 Radom;1749;880;880;38;842;50.31;4.32
96804;146301;Publiczna Szkoła Podstawowa Nr 2 im. Hansa Chrystiana Andersena|Radom, Borki|ul. Batalionów Chłopskich 16 |26-600 Radom;1863;1017;1019;24;993;54.59;2.36
96805;146301;Przedszkole Publiczne Nr 19|Radom, Borki|ul. Batalionów Chłopskich 18 |26-600 Radom;1581;905;909;12;893;57.24;1.33
96806;146301;Publiczna Szkoła Podstawowa Nr 26|Radom, Wośniki|ul. Wośnicka 125 |26-600 Radom;1237;731;731;5;726;59.09;0.68
96807;146301;Publiczna Szkoła Podstawowa Nr 26|Radom, Wośniki|ul. Wośnicka 125 |26-600 Radom;787;432;432;3;429;54.89;0.69
96808;146301;Świetlica "Kocur"|Radom, Wośniki|ul. Wośnicka 32a |26-600 Radom;2196;1258;1258;24;1234;57.29;1.91
96809;146301;Poradnia Psychologiczno-Pedagogiczna Nr 3|Radom, Zamłynie|ul. Główna 3 |26-600 Radom;2100;1173;1173;17;1156;55.86;1.45
96810;146301;Mazowiecki Zarząd Dróg Wojewódzkich w Warszawie Rejon Drogowy w Radomiu|Radom, Wacyn|ul. Wolanowska 61 |26-600 Radom;1782;987;987;12;975;55.39;1.22
96811;146301;Publiczna Szkoła Podstawowa Nr 15 im. Władysława Syrokomli|Radom, Zamłynie|ul. Kielecka 2/6 |26-600 Radom;984;464;464;4;460;47.15;0.86
96812;146301;Filia Publicznej Szkoły Podstawowej Nr 15|Radom, Kierzków|ul. Kierzkowska 118 |26-600 Radom;1214;662;662;13;649;54.53;1.96
96813;146301;Publiczne Gimnazjum Nr 12 im. Mikołaja Reja|Radom, Zamłynie|ul. Krucza 2/10 |26-600 Radom;1384;732;732;14;718;52.89;1.91
96814;146301;Publiczna Szkoła Podstawowa nr 2 im. Hansa Chrystiana Andersena|Radom, Borki|ul. Batalionów Chłopskich 16 |26-600 Radom;1306;776;776;8;768;59.42;1.03
96815;146301;Publiczna Szkoła Podstawowa Nr 15 im. Władysława Syrokomli|Radom, Zamłynie|ul. Kielecka 2/6 |26-600 Radom;1940;1196;1196;7;1189;61.65;0.59
96816;146301;Publiczna Szkoła Podstawowa Nr 29 im. Władysława Broniewskiego|Radom, Wacyn|ul. Ceglana 14 |26-600 Radom;2081;1149;1149;18;1131;55.21;1.57
96817;146301;Zespół Szkół Ekonomicznych|Radom, Śródmieście|ul. Wernera 22 |26-600 Radom;1331;706;706;12;694;53.04;1.70
96818;146301;Bursa Szkolna Nr 3|Radom, Obozisko|ul. Śniadeckich 5 |26-600 Radom;1314;670;670;13;657;50.99;1.94
96819;146301;Miejski Ośrodek Kultury "Amfiteatr"|Radom, Obozisko|ul. Parkowa 1 |26-600 Radom;1282;728;728;8;720;56.79;1.10
96820;146301;Dom Studenta Nr 2 "Walet"|Radom, Gołębiów|ul. Akademicka 3 |26-600 Radom;2017;1239;1239;15;1224;61.43;1.21
96821;146301;Filia Publicznej Szkoły Podstawowej Nr 6|Radom, Gołębiów|ul. Paderewskiego 36 |26-600 Radom;1562;995;995;7;988;63.70;0.70
96822;146301;Przedszkole Publiczne Nr 6|Radom, Gołębiów|ul. Rapackiego 4 |26-600 Radom;1601;950;950;8;942;59.34;0.84
96823;146301;Publiczna Szkoła Podstawowa Nr 3 im. Jana Długosza|Radom, Michałów|ul. Sobieskiego (wejście od strony ul. Sobieskiego) 12 |26-600 Radom;2010;1190;1190;14;1176;59.20;1.18
96824;146301;Publiczna Szkoła Podstawowa Nr 3 im. Jana Długosza|Radom, Michałów|ul. Sobieskiego (wejście od strony ul. Jagiellońskiej) 12 |26-600 Radom;2130;1301;1301;21;1280;61.08;1.61
96825;146301;VIII Liceum Ogólnokształcące im. Jana III Sobieskiego|Radom, Michałów|ul. Sobieskiego 12 |26-600 Radom;1821;1070;1070;17;1053;58.76;1.59
96826;146301;Publiczne Gimnazjum nr 8 z Oddziałami Integracyjnymi i Dwujęzycznymi im. Królowej Jadwigi|Radom, Michałów|ul. Piastowska 17 |26-600 Radom;2021;1181;1181;13;1168;58.44;1.10
96827;146301;Publiczne Gimnazjum nr 8 z Oddziałami Integracyjnymi i Dwujęzycznymi im. Królowej Jadwigi|Radom, Michałów|ul. Piastowska 17 |26-600 Radom;2249;1333;1333;15;1318;59.27;1.13
96828;146301;Zespół Szkolno - Przedszkolny Nr 1|Radom, Wólka Klwatecka|ul. Ofiar Firleja 14 |26-600 Radom;2032;1020;1020;13;1007;50.20;1.27
96829;146301;Publiczna Szkoła Podstawowa Nr 25|Radom, Jeżowa Wola|ul. Starokrakowska 124/128 |26-600 Radom;1358;640;640;22;618;47.13;3.44
96830;146301;Zespół Szkolno - Przedszkolny Nr 1|Radom, Wólka Klwatecka|ul. Ofiar Firleja 14a |26-600 Radom;1212;653;653;9;644;53.88;1.38
96831;146301;Publiczne Gimnazjum Nr 22 im. Karola Wojtyłły|Radom, Gołębiów|ul.Rapackiego 24 |26-600 Radom;2186;1328;1328;15;1313;60.75;1.13
96832;146301;Przedszkole Publiczne Nr 13|Radom, Zamłynie|ul.Garbarska 59/67 |26-600 Radom;914;475;475;14;461;51.97;2.95
96833;146301;Dom Kultury "Idalin"|Radom, Idalin|ul. Bluszczowa 4/8 |26-600 Radom;792;386;386;7;379;48.74;1.81
96834;146301;Zespół Szkół Ekonomicznych|Radom, Kaptur|ul. Wernera 22 |26-600 Radom;1480;790;790;20;770;53.38;2.53
96835;146301;Radomski Szpital Specjalistyczny im.Dr T. Chałubińskiego|Radom|Tochtermana 1 |26-600 Radom;95;56;56;2;54;58.95;3.57
96836;146301;Samodzielny Wojewódzki Publiczny Zespół Zakładów Psychiatrycznej Opieki Zdrowotnej im. dr. Barbary Borzym|Radom|Krychnowicka 1 |26-600 Radom;48;41;41;1;40;85.42;2.44
96837;146301;Areszt Śledczy|Radom|Wolanowska 120 |26-600 Radom;792;311;311;35;276;39.27;11.25
96838;146301;Mazowiecki Szpital Specjalistyczny Sp. z o.o.|Radom|Aleksandrowicza 5 |26-600 Radom;242;193;193;3;190;79.75;1.55
96839;146301;Oddział Zewnętrzny Aresztu Śledczego|Radom|Witosa 62 |26-600 Radom;59;59;59;16;43;100.00;27.12
96840;146401;Miejskie Przedszkole Nr 3|Siedlce|ul. Batorego 4 |08-110 Siedlce;1410;792;792;9;783;56.17;1.14
96841;146401;Miejskie Przedszkole nr 20|Siedlce|ul. Osiedlowa 3 |08-110 Siedlce;1460;844;844;5;839;57.81;0.59
96842;146401;Osiedlowy Klub Kultury "Lech"|Siedlce|ul. Chrobrego 4 |08-110 ;1374;784;784;14;770;57.06;1.79
96843;146401;Zespół Szkół Ponadgimnazjalnych Nr 3|Siedlce|ul. Popiełuszki 8 |08-110 Siedlce;1797;1056;1056;11;1045;58.76;1.04
96844;146401;Miejskie Przedszkole Nr 14|Siedlce|ul. Mieszka I 12 |08-110 Siedlce;1542;890;890;15;875;57.72;1.69
96845;146401;Uniwersytet Przyrodniczo-Humanistyczny|Siedlce|ul. Żytnia 39 |08-110 Siedlce;1394;770;770;8;762;55.24;1.04
96846;146401;Zespół Szkół Nr 1|Siedlce|ul. Graniczna 1 |08-110 Siedlce;1666;938;938;10;928;56.30;1.07
96847;146401;Społeczna Szkoła Podstawowa|Siedlce|ul. Mireckiego 28 |08-110 Siedlce;1727;1090;1090;17;1073;63.12;1.56
96848;146401;II Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Św. Królowej Jadwigi|Siedlce|ul. Prusa 12 |08-110 Siedlce;1607;968;968;5;963;60.24;0.52
96849;146401;Szkoła Podstawowa Nr 7|Siedlce|ul. Starowiejska 23 |08-110 Siedlce;1504;851;851;8;843;56.58;0.94
96850;146401;Miejskie Przedszkole Nr 1|Siedlce|ul. Wiązowa 7 |08-110 Siedlce;1366;817;817;9;808;59.81;1.10
96851;146401;I Katolickie Liceum Ogólnokształcące|Siedlce|ul. Bpa Świrskiego 54 |08-110 Siedlce;1465;856;856;9;847;58.43;1.05
96852;146401;Zespół Szkół Ponadgimnazjalnych Nr 6|Siedlce|ul. Chopina 10 |08-110 Siedlce;1495;958;958;10;948;64.08;1.04
96853;146401;Powiatowy Urząd Pracy|Siedlce|ul. Pułaskiego 19/21 |08-110 Siedlce;1060;489;489;10;479;46.13;2.04
96854;146401;Siedlecka Spółdzielnia Mieszkaniowa|Siedlce|ul. 3-go Maja 28 |08-110 Siedlce;1790;995;995;16;979;55.59;1.61
96855;146401;Szkoła Podstawowa Nr 6|Siedlce|ul. Sienkiewicza 49 |08-110 Siedlce;1626;874;874;12;862;53.75;1.37
96856;146401;Publiczne Gimnazjum Nr 2|Siedlce|ul. Szkolna 2 |08-110 Siedlce;1648;745;745;22;723;45.21;2.95
96857;146401;I Liceum Ogólnokształcące im. B.Prusa|Siedlce|ul. Floriańska 10 |08-110 Siedlce;1488;857;857;5;852;57.59;0.58
96858;146401;Publiczne Gimnazjum Nr 3|Siedlce|ul. Sekulska 10 |08-110 Siedlce;1679;898;898;13;885;53.48;1.45
96859;146401;Miejskie Przedszkole Nr 17|Siedlce|ul. Wyszyńskiego 6 |08-110 Siedlce;1521;833;833;13;820;54.77;1.56
96860;146401;Miejskie Przedszkole Nr 17|Siedlce|ul. Wyszyńskiego 6 |08-110 Siedlce;1534;886;886;8;878;57.76;0.90
96861;146401;Centrum Kształcenia Zawodowego i Ustawicznego|Siedlce|ul. Młynarska 17 |08-110 Siedlce;1457;817;817;9;808;56.07;1.10
96862;146401;Miejskie Przedszkole Nr 1|Siedlce|ul. Wiązowa 7 |08-110 Siedlce;1099;710;710;9;701;64.60;1.27
96863;146401;Urząd Stanu Cywilnego|Siedlce|ul. Bpa Świrskiego 6 |08-110 Siedlce;1458;871;871;11;860;59.74;1.26
96864;146401;Miejskie Przedszkole Nr 21|Siedlce|ul. Żwirowa 20 |08-110 Siedlce;1412;843;843;14;829;59.70;1.66
96865;146401;Zespół Szkół Nr 2|Siedlce|ul. Orlicz-Dreszera 3 |08-110 Siedlce;2267;1421;1421;22;1399;62.68;1.55
96866;146401;Przedsiębiorstwo Wodociągów i Kanalizacji Sp z o.o.|Siedlce|ul. Leśna 8 |08-110 Siedlce;1852;1086;1086;7;1079;58.64;0.64
96867;146401;Szkoła Podstawowa Nr 12|Siedlce|ul. Unitów Podlaskich 16 |08-110 Siedlce;1786;1101;1101;11;1090;61.65;1.00
96868;146401;Szkoła Podstawowa Nr 12|Siedlce|ul. Unitów Podlaskich 16 |08-110 Siedlce;1718;1000;1000;7;993;58.21;0.70
96869;146401;Miejskie Przedszkole Nr 27|Siedlce|ul. Karpacka 2 |08-110 Siedlce;1457;851;851;7;844;58.41;0.82
96870;146401;Publiczne Gimnazjum Nr 4|Siedlce|ul. Pescantina 2 |08-110 Siedlce;1515;915;915;13;902;60.40;1.42
96871;146401;Policealne Studium Menedżerskie "NOVUM"|Siedlce|ul. Dylewicza 10 |08-110 Siedlce;1628;986;986;9;977;60.57;0.91
96872;146401;Szkoła Podstawowa Nr 10|Siedlce|ul. Mazurska 10 |08-110 Siedlce;1689;1101;1101;9;1092;65.19;0.82
96873;146401;Hotel "Hetman"|Siedlce|ul. Warszawska 133 |08-110 Siedlce;1586;957;957;21;936;60.34;2.19
96874;146401;Miejskie Przedszkole Nr 22|Siedlce|ul. Podlaska 8 |08-110 Siedlce;1563;898;898;8;890;57.45;0.89
