NRO;SiedzibaOKW;Nrlisty;Komitet;Sygnatura;Typ;Pozycja;Nazwisko;Imiona;Plec;Zawod;Adres.MZ;TERYT.MZ;Gmina.MZ.;Partia;Poparcie
22;Krosno;;PSL;ZPOW-601-19/19;KWPP;16;KOBIAŁKA-BANYŚ;Emilia Alina;Kobieta;specjalista do spraw kadr;Lesko;182103;gm. Lesko;BEZP;
22;Krosno;;PSL;ZPOW-601-19/19;KWPP;17;ZARYCHTA;Ryszard;Mężczyzna;nauczyciel;Przeworsk;181401;m. Przeworsk;BEZP;
22;Krosno;;PSL;ZPOW-601-19/19;KWPP;18;HORBACZ;Małgorzata;Kobieta;nauczyciel;Szówsko;180411;gm. Wiązownica;BEZP;
22;Krosno;;PSL;ZPOW-601-19/19;KWPP;19;FEDACZYŃSKA;Maria Stanisława;Kobieta;urzędnik samorządowy;Przemyśl;186201;m. Przemyśl;BEZP;
22;Krosno;;PSL;ZPOW-601-19/19;KWPP;20;PASTUSZCZAK;Marek;Mężczyzna;nauczyciel;Sanok;181701;m. Sanok;PSL;
22;Krosno;;PSL;ZPOW-601-19/19;KWPP;21;SOKÓŁ;Marek Zbigniew;Mężczyzna;kierownik domu kultury;Olszanica;182104;gm. Olszanica;PSL;
22;Krosno;;PSL;ZPOW-601-19/19;KWPP;22;FRANCZAK;Stanisław;Mężczyzna;prezes;Dobieszyn;180704;gm. Jedlicze;BEZP;
22;Krosno;;KONFEDERACJA;ZPOW-601-5/19;KWPP;1;ZAPAŁOWSKI;Andrzej Tomasz;Mężczyzna;nauczyciel akademicki;Przemyśl;186201;m. Przemyśl;BEZP;
22;Krosno;;KONFEDERACJA;ZPOW-601-5/19;KWPP;2;BERKOWICZ;Adam Roman;Mężczyzna;nauczyciel;Trzcinica;180504;gm. Jasło;BEZP;
22;Krosno;;KONFEDERACJA;ZPOW-601-5/19;KWPP;3;KRĘŻAŁEK;Kazimierz Zygmunt;Mężczyzna;specjalista kontroli jakości;Kobylany;180701;gm. Chorkówka;BEZP;
22;Krosno;;KONFEDERACJA;ZPOW-601-5/19;KWPP;4;STADNICKI;Robert Stanisław;Mężczyzna;inżynier inżynierii chemicznej;Jasło;180501;m. Jasło;Korwin;
22;Krosno;;KONFEDERACJA;ZPOW-601-5/19;KWPP;5;ZYCH;Małgorzata;Kobieta;historyk sztuki;Tarnobrzeg;186401;m. Tarnobrzeg;RuchNarodowy;
22;Krosno;;KONFEDERACJA;ZPOW-601-5/19;KWPP;6;KRZANOWSKI;Jan Franciszek;Mężczyzna;emeryt;Krosno;186101;m. Krosno;BEZP;
22;Krosno;;KONFEDERACJA;ZPOW-601-5/19;KWPP;7;SZWED;Michał;Mężczyzna;rolnik;Opaka;180904;gm. Lubaczów;BEZP;
22;Krosno;;KONFEDERACJA;ZPOW-601-5/19;KWPP;8;ZIELIŃSKI;Janusz Jan;Mężczyzna;ratownik wodny;Ustrzyki Dolne;180108;gm. Ustrzyki Dolne;RuchNarodowy;
22;Krosno;;KONFEDERACJA;ZPOW-601-5/19;KWPP;9;FILIP;Tomasz Rafał;Mężczyzna;informatyk;Jarosław;180401;m. Jarosław;Korwin;
22;Krosno;;KONFEDERACJA;ZPOW-601-5/19;KWPP;10;DUDZIŃSKA-SOBOLEWSKA;Grażyna Henryka;Kobieta;ekonomista;Jarosław;180401;m. Jarosław;BEZP;
22;Krosno;;KONFEDERACJA;ZPOW-601-5/19;KWPP;11;WOJTUCH;Ryszard Jan;Mężczyzna;rolnik;Stary Lubliniec;180902;gm. Cieszanów;BEZP;
22;Krosno;;KONFEDERACJA;ZPOW-601-5/19;KWPP;12;NADBRZESKA;Jadwiga Anna;Kobieta;technik technologii żywienia;Gniewczyna Łańcucka;181408;gm. Tryńcza;BEZP;
22;Krosno;;KONFEDERACJA;ZPOW-601-5/19;KWPP;13;SIKORA;Aleksandra Justyna;Kobieta;logistyk;Brandwica;181803;gm. Pysznica;BEZP;
22;Krosno;;KONFEDERACJA;ZPOW-601-5/19;KWPP;14;HRYSIO;Marlena Emilia;Kobieta;student;Zapałów;180411;gm. Wiązownica;BEZP;
22;Krosno;;KONFEDERACJA;ZPOW-601-5/19;KWPP;15;DYGUŁA;Aleksander;Mężczyzna;przedsiębiorca;Tyczyn;181614;gm. Tyczyn;BEZP;
22;Krosno;;KONFEDERACJA;ZPOW-601-5/19;KWPP;16;PERŻYŁO;Anna Maria;Kobieta;technik farmaceutyczny;Żurawica;181310;gm. Żurawica;BEZP;
22;Krosno;;KONFEDERACJA;ZPOW-601-5/19;KWPP;17;DULĘBA;Witold Aleksander;Mężczyzna;inżynier inżynierii środowiska;Sanok;181701;m. Sanok;BEZP;
22;Krosno;;KONFEDERACJA;ZPOW-601-5/19;KWPP;18;ANTOCHÓW;Joanna;Kobieta;filolog polski;Przemyśl;186201;m. Przemyśl;BEZP;
22;Krosno;;KONFEDERACJA;ZPOW-601-5/19;KWPP;19;SOBOLEWSKI;Zdzisław;Mężczyzna;mechanik automatyki przemysłowej;Surochów;180404;gm. Jarosław;BEZP;
22;Krosno;;KONFEDERACJA;ZPOW-601-5/19;KWPP;20;GOLBA;Paweł Kamil;Mężczyzna;technik handlowiec;Jarosław;180401;m. Jarosław;BEZP;
22;Krosno;;KONFEDERACJA;ZPOW-601-5/19;KWPP;21;BOCHNIA;Ewelina;Kobieta;pracownik administracyjny;Dębica;180301;m. Dębica;BEZP;
22;Krosno;;KONFEDERACJA;ZPOW-601-5/19;KWPP;22;ZUCHOWSKI;Jan Maria;Mężczyzna;lekarz dentysta;Narol;180905;gm. Narol;BEZP;
22;Krosno;;KOBW;ZPOW-601-6/19;KKW;1;FRYDRYCH;Joanna Zofia;Kobieta;ekonomista;Targowiska;180707;gm. Miejsce Piastowe;PORP;
22;Krosno;;KOBW;ZPOW-601-6/19;KKW;2;RZĄSA;Marek Zdzisław;Mężczyzna;nauczyciel;Przemyśl;186201;m. Przemyśl;PORP;
22;Krosno;;KOBW;ZPOW-601-6/19;KKW;3;BLECHARCZYK;Wojciech Aleksander;Mężczyzna;nauczyciel akademicki;Sanok;181701;m. Sanok;BEZP;
22;Krosno;;KOBW;ZPOW-601-6/19;KKW;4;SZKOŁA;Józef;Mężczyzna;inżynier geodeta;Jarosław;180401;m. Jarosław;PORP;
22;Krosno;;KOBW;ZPOW-601-6/19;KKW;5;WOŚ;Adam;Mężczyzna;ekonomista;Czerce;181407;gm. Sieniawa;BEZP;
22;Krosno;;KOBW;ZPOW-601-6/19;KKW;6;SAWICKA;Ewa Stefania;Kobieta;nauczyciel;Przemyśl;186201;m. Przemyśl;PORP;
22;Krosno;;KOBW;ZPOW-601-6/19;KKW;7;PIKUL;Antoni Stanisław;Mężczyzna;architekt;Jasło;180501;m. Jasło;BEZP;
22;Krosno;;KOBW;ZPOW-601-6/19;KKW;8;BALON;Barbara Maria;Kobieta;ekonomista;Krosno;186101;m. Krosno;Nowoczesna;
22;Krosno;;KOBW;ZPOW-601-6/19;KKW;9;ZYCH;Jan Władysław;Mężczyzna;przedstawiciel władzy samorządowej;Korczyna;180705;gm. Korczyna;BEZP;
22;Krosno;;KOBW;ZPOW-601-6/19;KKW;10;HOLCMAN;Iwona Janina;Kobieta;lekarz medycyny;Jałowe;180108;gm. Ustrzyki Dolne;BEZP;
22;Krosno;;KOBW;ZPOW-601-6/19;KKW;11;KARAŚ;Roman Władysław;Mężczyzna;notariusz;Brzozów;180201;gm. Brzozów;BEZP;
22;Krosno;;KOBW;ZPOW-601-6/19;KKW;12;RYZNAR;Marian Jerzy;Mężczyzna;prawnik;Wiązownica;180411;gm. Wiązownica;BEZP;
22;Krosno;;KOBW;ZPOW-601-6/19;KKW;13;KŁAK;Krzysztof Józef;Mężczyzna;ekonomista;Przeworsk;181401;m. Przeworsk;PORP;
22;Krosno;;KOBW;ZPOW-601-6/19;KKW;14;SŁOWIK;Maria Anna;Kobieta;technolog żywienia;Święcany;180509;gm. Skołyszyn;BEZP;
22;Krosno;;KOBW;ZPOW-601-6/19;KKW;15;JUREK;Michał Albert;Mężczyzna;prawnik;Sanok;181701;m. Sanok;PORP;
22;Krosno;;KOBW;ZPOW-601-6/19;KKW;16;WOTA;Krzysztof Adam;Mężczyzna;inżynier budownictwa;Ostrów;181308;gm. Przemyśl;PORP;
22;Krosno;;KOBW;ZPOW-601-6/19;KKW;17;KOSTKA;Grażyna Dorota;Kobieta;nauczyciel;Przeworsk;181401;m. Przeworsk;BEZP;
22;Krosno;;KOBW;ZPOW-601-6/19;KKW;18;KNAP;Marzena Karolina;Kobieta;technik sterylizacji medycznej;Lublica;180505;gm. Kołaczyce;BEZP;
22;Krosno;;KOBW;ZPOW-601-6/19;KKW;19;BIAŁY;Tomasz;Mężczyzna;operator urządzeń przemysłu szklarskiego;Krosno;186101;m. Krosno;PORP;
22;Krosno;;KOBW;ZPOW-601-6/19;KKW;20;ZAWOJSKA;Izabela Krystyna;Kobieta;ekonomista;Haczów;180204;gm. Haczów;BEZP;
22;Krosno;;KOBW;ZPOW-601-6/19;KKW;21;WOJAKOWSKI;Dariusz Wojciech;Mężczyzna;socjolog;Rzeszów;186301;m. Rzeszów;BEZP;
22;Krosno;;KOBW;ZPOW-601-6/19;KKW;22;ZADWORNY;Waldemar;Mężczyzna;nauczyciel;Dachnów;180902;gm. Cieszanów;PORP;
22;Krosno;;SLD;ZPOW-601-1/19;KWPP;1;RYDZIK;Łukasz Michał;Mężczyzna;analityk finansowy;Oleszyce;180906;gm. Oleszyce;Wiosna;
22;Krosno;;SLD;ZPOW-601-1/19;KWPP;2;ZAJDEL;Gabriel Jerzy;Mężczyzna;nauczyciel;Krosno;186101;m. Krosno;SLD;
22;Krosno;;SLD;ZPOW-601-1/19;KWPP;3;MACKIEWICZ-ROSSMANITH;Kamila;Kobieta;nauczyciel;Sanok;181701;m. Sanok;LRazem;
22;Krosno;;SLD;ZPOW-601-1/19;KWPP;4;JAGUSTYN;Janusz Andrzej;Mężczyzna;nauczyciel;Przemyśl;186201;m. Przemyśl;SLD;
22;Krosno;;SLD;ZPOW-601-1/19;KWPP;5;PIOTROWSKA;Kamila Helena;Kobieta;farmaceuta;Brzozów;180201;gm. Brzozów;SLD;
22;Krosno;;SLD;ZPOW-601-1/19;KWPP;6;FIC;Patryk Beniamin;Mężczyzna;student;Jedlicze;180704;gm. Jedlicze;BEZP;
22;Krosno;;SLD;ZPOW-601-1/19;KWPP;7;CIWONIUK;Marzena Mieczysława;Kobieta;pielęgniarka;Ustrzyki Dolne;180108;gm. Ustrzyki Dolne;LRazem;
22;Krosno;;SLD;ZPOW-601-1/19;KWPP;8;RYCZAN;Dominik Łukasz;Mężczyzna;historyk;Żurawica;181310;gm. Żurawica;BEZP;
22;Krosno;;SLD;ZPOW-601-1/19;KWPP;9;GORCZYCA;Iwona;Kobieta;geolog;Wolica;180504;gm. Jasło;BEZP;
22;Krosno;;SLD;ZPOW-601-1/19;KWPP;10;BOGUSZ;Adam;Mężczyzna;nauczyciel;Temeszów;180203;gm. Dydnia;SLD;
22;Krosno;;SLD;ZPOW-601-1/19;KWPP;11;KUROPATWA;Dagmara Sylwia;Kobieta;przedsiębiorca;Przemyśl;186201;m. Przemyśl;SLD;
22;Krosno;;SLD;ZPOW-601-1/19;KWPP;12;WEŁYCZKO;Zbigniew;Mężczyzna;pracownik ochrony osób i mienia;Ruda Różaniecka;180905;gm. Narol;SLD;
22;Krosno;;SLD;ZPOW-601-1/19;KWPP;13;BARAN;Ewa Aneta;Kobieta;nauczyciel;Krosno;186101;m. Krosno;SLD;
22;Krosno;;SLD;ZPOW-601-1/19;KWPP;14;WOŚ;Wiesław Adam;Mężczyzna;pracownik administracyjny;Przemyśl;186201;m. Przemyśl;BEZP;
22;Krosno;;SLD;ZPOW-601-1/19;KWPP;15;ŻÓŁKOŚ;Grzegorz Stanisław;Mężczyzna;inżynier budownictwa;Krosno;186101;m. Krosno;SLD;
22;Krosno;;SLD;ZPOW-601-1/19;KWPP;16;KRUKAR;Radosław Zbigniew;Mężczyzna;ekonomista;Rymanów;180708;gm. Rymanów;BEZP;
22;Krosno;;SLD;ZPOW-601-1/19;KWPP;17;ŚWIEBODA;Monika;Kobieta;pracownik administracyjny;Krosno;186101;m. Krosno;BEZP;
22;Krosno;;SLD;ZPOW-601-1/19;KWPP;18;PIELA;Mirosław Józef;Mężczyzna;technik leśnik;Zatwarnica;180105;gm. Lutowiska;BEZP;
22;Krosno;;SLD;ZPOW-601-1/19;KWPP;19;ITNER;Halina Bożena;Kobieta;pracownik administracyjny;Klimkówka;180708;gm. Rymanów;BEZP;
22;Krosno;;SLD;ZPOW-601-1/19;KWPP;20;ŚWIEBODA;Sebastian Rafał;Mężczyzna;pośrednik w obrocie nieruchomościami;Przemyśl;186201;m. Przemyśl;BEZP;
22;Krosno;;SLD;ZPOW-601-1/19;KWPP;21;STEBNICKI;Łukasz;Mężczyzna;nauczyciel;Przemyśl;186201;m. Przemyśl;LRazem;
22;Krosno;;SLD;ZPOW-601-1/19;KWPP;22;WOJNAROWSKI;Piotr Marcin;Mężczyzna;dziennikarz;Sanok;181701;m. Sanok;SLD;
23;Rzeszów;;PiS;ZPOW-601-9/19;KWPP;1;SOBOLEWSKI;Krzysztof;Mężczyzna;administratywista;Rzeszów;186301;m. Rzeszów;PiS;
23;Rzeszów;;PiS;ZPOW-601-9/19;KWPP;2;LENIART;Ewa Maria;Kobieta;prawnik;Dylągówka;181607;gm. Hyżne;PiS;
23;Rzeszów;;PiS;ZPOW-601-9/19;KWPP;3;HRYNKIEWICZ;Józefa;Kobieta;nauczyciel akademicki;Warszawa;146505;Mokotów;BEZP;
23;Rzeszów;;PiS;ZPOW-601-9/19;KWPP;4;SZLACHTA;Andrzej;Mężczyzna;parlamentarzysta;Rzeszów;186301;m. Rzeszów;PiS;
23;Rzeszów;;PiS;ZPOW-601-9/19;KWPP;5;WRÓBLEWSKA;Krystyna Małgorzata;Kobieta;nauczyciel;Rzeszów;186301;m. Rzeszów;PiS;
23;Rzeszów;;PiS;ZPOW-601-9/19;KWPP;6;MOSKAL;Kazimierz Marian;Mężczyzna;nauczyciel;Ropczyce;181503;gm. Ropczyce;PiS;
23;Rzeszów;;PiS;ZPOW-601-9/19;KWPP;7;BUCZAK;Wojciech;Mężczyzna;inżynier mechanik;Rzeszów;186301;m. Rzeszów;PiS;
23;Rzeszów;;PiS;ZPOW-601-9/19;KWPP;8;GOŁOJUCH;Kazimierz Edward;Mężczyzna;inżynier mechanizacji rolnictwa;Zalesie;181003;gm. Czarna;PiS;
23;Rzeszów;;PiS;ZPOW-601-9/19;KWPP;9;CHMIELOWIEC;Zbigniew Michał;Mężczyzna;inżynier środowiska;Kolbuszowa;180602;gm. Kolbuszowa;PiS;
23;Rzeszów;;PiS;ZPOW-601-9/19;KWPP;10;WEBER;Rafał;Mężczyzna;prawnik;Stalowa Wola;181801;m. Stalowa Wola;PiS;
23;Rzeszów;;PiS;ZPOW-601-9/19;KWPP;11;WARZECHA;Jan Marek;Mężczyzna;ekonomista;Dębica;180301;m. Dębica;PiS;
23;Rzeszów;;PiS;ZPOW-601-9/19;KWPP;12;PAUL;Jerzy Stanisław;Mężczyzna;inżynier ogrodnictwa;Sarzyna;180805;gm. Nowa Sarzyna;PiS;
23;Rzeszów;;PiS;ZPOW-601-9/19;KWPP;13;MIAZGA;Mieczysław;Mężczyzna;inżynier rolnictwa;Górno;181611;gm. Sokołów Małopolski;PiS;
23;Rzeszów;;PiS;ZPOW-601-9/19;KWPP;14;SZYDEŁKO;Halina Maria;Kobieta;radca prawny;Rzeszów;186301;m. Rzeszów;PiS;
23;Rzeszów;;PiS;ZPOW-601-9/19;KWPP;15;KRUCZEK;Stanisław;Mężczyzna;inżynier elektryk;Futoma;181602;gm. Błażowa;PorozumienieJarosławaGowina;
23;Rzeszów;;PiS;ZPOW-601-9/19;KWPP;16;KAPINOS;Fryderyk Sylwester;Mężczyzna;dyrektor marketingu;Mielec;181101;m. Mielec;PiS;
23;Rzeszów;;PiS;ZPOW-601-9/19;KWPP;17;KALINKA;Kamil;Mężczyzna;politolog;Tarnobrzeg;186401;m. Tarnobrzeg;PiS;
23;Rzeszów;;PiS;ZPOW-601-9/19;KWPP;18;BEDNARZ;Robert Jan;Mężczyzna;przedstawiciel władzy samorządowej;Jeżowe;181203;gm. Jeżowe;PiS;
23;Rzeszów;;PiS;ZPOW-601-9/19;KWPP;19;GODEK;Robert Czesław;Mężczyzna;pracownik samorządowy;Stępina;181902;gm. Frysztak;PiS;
23;Rzeszów;;PiS;ZPOW-601-9/19;KWPP;20;FRYSZTAK;Bernadeta Dorota;Kobieta;nauczyciel;Sędziszów Małopolski;181504;gm. Sędziszów Małopolski;PiS;
23;Rzeszów;;PiS;ZPOW-601-9/19;KWPP;21;ŁĄCZAK;Czesław;Mężczyzna;ekonomista;Zawierzbie;180307;gm. Żyraków;PiS;
23;Rzeszów;;PiS;ZPOW-601-9/19;KWPP;22;FIJOŁEK;Marcin Piotr;Mężczyzna;politolog;Rzeszów;186301;m. Rzeszów;PiS;
23;Rzeszów;;PiS;ZPOW-601-9/19;KWPP;23;TŁUSTA;Helena Grażyna;Kobieta;nauczyciel religii w szkole podstawowej;Alfredówka;182004;gm. Nowa Dęba;BEZP;
23;Rzeszów;;PiS;ZPOW-601-9/19;KWPP;24;BARTKOWICZ;Magdalena Barbara;Kobieta;specjalista zdrowia publicznego;Mielec;181101;m. Mielec;PiS;
23;Rzeszów;;PiS;ZPOW-601-9/19;KWPP;25;KRZEK;Agata;Kobieta;nauczyciel;Stalowa Wola;181801;m. Stalowa Wola;PiS;
23;Rzeszów;;PiS;ZPOW-601-9/19;KWPP;26;TRAWIŃSKA;Anna Franciszka;Kobieta;przedsiębiorca;Krzątka;180603;gm. Majdan Królewski;BEZP;
23;Rzeszów;;PiS;ZPOW-601-9/19;KWPP;27;KUŚ;Ewelina Elżbieta;Kobieta;ekonomista;Dębica;180301;m. Dębica;PiS;
23;Rzeszów;;PiS;ZPOW-601-9/19;KWPP;28;FOŁTA;Ewa;Kobieta;nauczyciel;Sarzyna;180805;gm. Nowa Sarzyna;PiS;
23;Rzeszów;;PiS;ZPOW-601-9/19;KWPP;29;TYMUŁA;Zbigniew;Mężczyzna;pracownik administracyjny;Gawłuszowice;181104;gm. Gawłuszowice;PiS;
23;Rzeszów;;PiS;ZPOW-601-9/19;KWPP;30;WARCHOŁ;Marcin Józef;Mężczyzna;adwokat;Warszawa;146517;Włochy;BEZP;
23;Rzeszów;;PSL;ZPOW-601-19/19;KWPP;1;TYSZKA;Stanisław;Mężczyzna;wykładowca akademicki;Warszawa;146506;Ochota;BEZP;
23;Rzeszów;;PSL;ZPOW-601-19/19;KWPP;2;TARAPATA;Jan Władysław;Mężczyzna;ekonomista;Tuszów Narodowy;181109;gm. Tuszów Narodowy;BEZP;
23;Rzeszów;;PSL;ZPOW-601-19/19;KWPP;3;LADA;Wiesław Andrzej;Mężczyzna;dyrektor;Żyraków;180307;gm. Żyraków;PSL;
23;Rzeszów;;PSL;ZPOW-601-19/19;KWPP;4;MICAŁ;Zbigniew;Mężczyzna;rolnik;Rzeszów;186301;m. Rzeszów;PSL;
23;Rzeszów;;PSL;ZPOW-601-19/19;KWPP;5;BARTOSZEK;Paweł;Mężczyzna;inżynier transportu drogowego;Wrzawy;182002;gm. Gorzyce;PSL;
23;Rzeszów;;PSL;ZPOW-601-19/19;KWPP;6;GOLENIA;Maria Teresa;Kobieta;położna;Ropczyce;181503;gm. Ropczyce;BEZP;
23;Rzeszów;;PSL;ZPOW-601-19/19;KWPP;7;BOROWIEC;Błażej Stefan;Mężczyzna;inspektor ochrony danych osobowych;Nisko;181205;gm. Nisko;PSL;
23;Rzeszów;;PSL;ZPOW-601-19/19;KWPP;8;GUZEK;Sławomir Tomasz;Mężczyzna;przedsiębiorca;Jasionka;181613;gm. Trzebownisko;PSL;
23;Rzeszów;;PSL;ZPOW-601-19/19;KWPP;9;CIEŚLA;Paweł;Mężczyzna;dyrektor przedszkola;Tarnobrzeg;186401;m. Tarnobrzeg;BEZP;
23;Rzeszów;;PSL;ZPOW-601-19/19;KWPP;10;LONCZAK;Stanisław Józef;Mężczyzna;przedstawiciel władzy samorządowej;Radomyśl Wielki;181108;gm. Radomyśl Wielki;PSL;
23;Rzeszów;;PSL;ZPOW-601-19/19;KWPP;11;REGUŁA;Andrzej Zygmunt;Mężczyzna;inżynier mechanizacji rolnictwa;Nagawczyna;180304;gm. Dębica;PSL;
23;Rzeszów;;PSL;ZPOW-601-19/19;KWPP;12;LEJA;Małgorzata;Kobieta;dyrektor szkoły;Dąbrowica;180803;gm. Kuryłówka;BEZP;
23;Rzeszów;;PSL;ZPOW-601-19/19;KWPP;13;SKOWROŃSKA-ZIOMEK;Monika Małgorzata;Kobieta;wyższy urzędnik samorządowy;Rzemień;181107;gm. Przecław;BEZP;
23;Rzeszów;;PSL;ZPOW-601-19/19;KWPP;14;MAGOŃ;Jan;Mężczyzna;nauczyciel;Wysoka;181004;gm. Łańcut;PSL;
23;Rzeszów;;PSL;ZPOW-601-19/19;KWPP;15;KASZYCA;Tadeusz;Mężczyzna;nauczyciel;Sonina;181004;gm. Łańcut;BEZP;
23;Rzeszów;;PSL;ZPOW-601-19/19;KWPP;16;GUMIŃSKA;Celina Anna;Kobieta;lekarz dentysta;Zbydniów;181806;gm. Zaleszany;PSL;
23;Rzeszów;;PSL;ZPOW-601-19/19;KWPP;17;KUDYBA;Małgorzata;Kobieta;technik ekonomista;Stalowa Wola;181801;m. Stalowa Wola;PSL;
23;Rzeszów;;PSL;ZPOW-601-19/19;KWPP;18;KOCZUR;Dorota Krystyna;Kobieta;inżynier ekonomiki produkcji i obrotu rolnego;Kolbuszowa;180602;gm. Kolbuszowa;PSL;
23;Rzeszów;;PSL;ZPOW-601-19/19;KWPP;19;WŁODYKA;Janusz;Mężczyzna;dyrektor szkoły;Wysoka Strzyżowska;181904;gm. Strzyżów;PSL;
23;Rzeszów;;PSL;ZPOW-601-19/19;KWPP;20;KOSIŃSKI;Krzysztof Jan;Mężczyzna;nauczyciel;Niedźwiada;181503;gm. Ropczyce;PSL;
23;Rzeszów;;PSL;ZPOW-601-19/19;KWPP;21;STOJAŃSKA;Joanna Katarzyna;Kobieta;ekonomista;Zamość;066401;m. Zamość;BEZP;
23;Rzeszów;;PSL;ZPOW-601-19/19;KWPP;22;WICHER;Maria;Kobieta;emeryt;Brzeźnica;180304;gm. Dębica;PSL;
23;Rzeszów;;PSL;ZPOW-601-19/19;KWPP;23;TUTKA;Henryk;Mężczyzna;rolnik;Cygany;182004;gm. Nowa Dęba;PSL;
23;Rzeszów;;PSL;ZPOW-601-19/19;KWPP;24;BŁOŃSKI;Kazimierz Józef;Mężczyzna;nauczyciel;Kuryłówka;180803;gm. Kuryłówka;PSL;
23;Rzeszów;;PSL;ZPOW-601-19/19;KWPP;25;BARTMAN;Jan;Mężczyzna;rolnik;Kraczkowa;181004;gm. Łańcut;PSL;
23;Rzeszów;;PSL;ZPOW-601-19/19;KWPP;26;OPIOŁA;Barbara;Kobieta;krawiec;Brzezówka;181607;gm. Hyżne;PSL;
23;Rzeszów;;PSL;ZPOW-601-19/19;KWPP;27;KOTLIŃSKA;Marzena Anna;Kobieta;sekretarka;Rzeszów;186301;m. Rzeszów;BEZP;
23;Rzeszów;;PSL;ZPOW-601-19/19;KWPP;28;ZARĘBA;Marek Jan;Mężczyzna;kierownik ds. kontroli jakości;Stalowa Wola;181801;m. Stalowa Wola;PSL;
23;Rzeszów;;PSL;ZPOW-601-19/19;KWPP;29;PARYŚ;Krystyna Grażyna;Kobieta;nauczyciel;Wielopole Skrzyńskie;181505;gm. Wielopole Skrzyńskie;BEZP;
23;Rzeszów;;PSL;ZPOW-601-19/19;KWPP;30;NICPOŃ;Henryk;Mężczyzna;dziennikarz;Rzeszów;186301;m. Rzeszów;BEZP;
23;Rzeszów;;SLD;ZPOW-601-1/19;KWPP;1;BUŻ;Wiesław;Mężczyzna;socjolog;Rzeszów;186301;m. Rzeszów;SLD;
23;Rzeszów;;SLD;ZPOW-601-1/19;KWPP;2;SZTUK;Michał Andrzej;Mężczyzna;specjalista ds. Public Relations;Kielnarowa;181614;gm. Tyczyn;Wiosna;
23;Rzeszów;;SLD;ZPOW-601-1/19;KWPP;3;ITNER;Agnieszka;Kobieta;doradca klienta;Rzeszów;186301;m. Rzeszów;LRazem;
23;Rzeszów;;SLD;ZPOW-601-1/19;KWPP;4;OZIMEK;Julian;Mężczyzna;ekonomista;Nisko;181205;gm. Nisko;SLD;
23;Rzeszów;;SLD;ZPOW-601-1/19;KWPP;5;FILIPEK;Jerzy;Mężczyzna;prawnik;Rzeszów;186301;m. Rzeszów;SLD;
23;Rzeszów;;SLD;ZPOW-601-1/19;KWPP;6;KRASNOPOLSKA;Bożena Marta;Kobieta;doradca klienta;Dynów;181601;m. Dynów;SLD;
23;Rzeszów;;SLD;ZPOW-601-1/19;KWPP;7;TOFIL;Bronisław Tadeusz;Mężczyzna;inżynier mechanik;Stalowa Wola;181801;m. Stalowa Wola;SLD;
23;Rzeszów;;SLD;ZPOW-601-1/19;KWPP;8;JASIŃSKI;Krzysztof;Mężczyzna;rencista;Łańcut;181001;m. Łańcut;LRazem;
23;Rzeszów;;SLD;ZPOW-601-1/19;KWPP;9;KACAŁA;Natalia Ludmiła;Kobieta;specjalista do spraw finansowych;Mielec;181101;m. Mielec;SLD;
23;Rzeszów;;SLD;ZPOW-601-1/19;KWPP;10;ŁUCZAJ;Kamil;Mężczyzna;nauczyciel akademicki;Kielnarowa;181614;gm. Tyczyn;BEZP;
23;Rzeszów;;SLD;ZPOW-601-1/19;KWPP;11;SKAWIŃSKI;Stanisław Andrzej;Mężczyzna;administratywista;Dębica;180301;m. Dębica;SLD;
23;Rzeszów;;SLD;ZPOW-601-1/19;KWPP;12;JELEŃ;Wiesław Stanisław;Mężczyzna;rolnik;Blizna;181502;gm. Ostrów;BEZP;
23;Rzeszów;;SLD;ZPOW-601-1/19;KWPP;13;KRZEMIŃSKI;Kamil Paweł;Mężczyzna;przedstawiciel handlowy;Grabiny;180303;gm. Czarna;BEZP;
23;Rzeszów;;SLD;ZPOW-601-1/19;KWPP;14;IRZYK;Martin Marian;Mężczyzna;programista aplikacji;Dobrzechów;181904;gm. Strzyżów;LRazem;
23;Rzeszów;;SLD;ZPOW-601-1/19;KWPP;15;ZAJĄC;Marzena Zofia;Kobieta;handlowiec;Tarnobrzeg;186401;m. Tarnobrzeg;SLD;
23;Rzeszów;;SLD;ZPOW-601-1/19;KWPP;16;STĄCEL;Janusz;Mężczyzna;syndyk;Nowa Sarzyna;180805;gm. Nowa Sarzyna;BEZP;
23;Rzeszów;;SLD;ZPOW-601-1/19;KWPP;17;FIETKO;Ireneusz Grzegorz;Mężczyzna;politolog;Gorzyce;182002;gm. Gorzyce;SLD;
23;Rzeszów;;SLD;ZPOW-601-1/19;KWPP;18;ZYCH;Ala;Kobieta;nauczyciel;Krzaki;181803;gm. Pysznica;SLD;
23;Rzeszów;;SLD;ZPOW-601-1/19;KWPP;19;WINIARSKI;Damian Kazimierz;Mężczyzna;specjalista ds. promocji;Głogów Małopolski;181606;gm. Głogów Małopolski;Wiosna;
23;Rzeszów;;SLD;ZPOW-601-1/19;KWPP;20;LUBERA;Teresa Anna;Kobieta;pielęgniarka;Cmolas;180601;gm. Cmolas;SLD;
23;Rzeszów;;SLD;ZPOW-601-1/19;KWPP;21;RŻANY;Monika;Kobieta;socjolog;Mielec;181101;m. Mielec;LRazem;
23;Rzeszów;;SLD;ZPOW-601-1/19;KWPP;22;PRZYBOŚ;Józef;Mężczyzna;prawnik;Hyżne;181607;gm. Hyżne;SLD;
