226201;1;Gdynia (ab);mm;54.503614,18.463552;26;Słupsk;PiS;1;HORAŁA;Marcin Michał;Mężczyzna;PiS;54.489741 18.469905
220201;1;Chojnice;gm;53.69997,17.56019;26;Słupsk;PiS;2;MRÓWCZYŃSKI;Aleksander Mikołaj;Mężczyzna;PiS;53.697928 17.556691
226301;1;Słupsk;mm;54.4605945,17.0281465;26;Słupsk;PiS;3;MÜLLER;Piotr Józef;Mężczyzna;PiS;54.456295 17.023506
226201;1;Gdynia (ab);mm;54.503614,18.463552;26;Słupsk;PiS;4;ŚNIADEK;Janusz;Mężczyzna;PiS;54.516002 18.480634
226201;1;Gdynia (ab);mm;54.503614,18.463552;26;Słupsk;PiS;5;ZWIERCAN;Małgorzata Grażyna;Kobieta;BEZP;54.507660 18.464259
226201;1;Gdynia (ab);mm;54.503614,18.463552;26;Słupsk;PiS;6;ZARUDZKI;Ryszard Janusz;Mężczyzna;PiS;54.502412 18.456551
220408;2;Trąbki Wielkie;gw;54.16247,18.4986765;26;Słupsk;PiS;7;SROKA;Magdalena Joanna;Kobieta;PorozumienieJarosławaGowina;54.156585 18.504570
220106;3;Miastko;gmw;54.0355635,17.0032295;26;Słupsk;PiS;8;ŁUCZYK;Mariusz Wojciech;Mężczyzna;PiS;54.036118 17.004219
220601;1;Kościerzyna;gm;54.120781,17.984626;26;Słupsk;PiS;9;KARCZEWSKI;Piotr Mariusz;Mężczyzna;PiS;54.121037 17.989011
226201;1;Gdynia (ab);mm;54.503614,18.463552;26;Słupsk;PiS;10;DAMBEK;Roman Witold;Mężczyzna;PiS;54.501381 18.452543
226301;1;Słupsk;mm;54.4605945,17.0281465;26;Słupsk;PiS;11;TREDER;Adam;Mężczyzna;PiS;54.462262 17.026181
221503;1;Wejherowo;gm;54.605985,18.233643;26;Słupsk;PiS;12;DREWA;Marcin Paweł;Mężczyzna;PiS;54.607855 18.232413
220801;1;Lębork;gm;54.5355845,17.7576885;26;Słupsk;PiS;13;WETTA;Krzysztof Adam;Mężczyzna;PiS;54.529265 17.756369
221501;1;Reda;gm;54.6210065,18.334663;26;Słupsk;PiS;14;MACKIEWICZ-SASIAK;Violetta Lilianna;Kobieta;PiS;54.615360 18.334375
226201;1;Gdynia (ab);mm;54.503614,18.463552;26;Słupsk;PiS;15;STOLARCZYK;Paweł;Mężczyzna;PiS;54.504091 18.471721
220502;3;Kartuzy;gmw;54.344675,18.1171165;26;Słupsk;PiS;16;LEYK;Andrzej;Mężczyzna;PiS;54.344609 18.122330
221102;3;Jastarnia;gmw;54.714741,18.628448;26;Słupsk;PiS;17;BUNIOWSKA;Wiesława Barbara;Kobieta;PiS;54.712446 18.627548
221210;2;Ustka;gw;54.5821725,16.9185195;26;Słupsk;PiS;18;LIS;Anna;Kobieta;BEZP;54.584673 16.913771
226201;1;Gdynia (ab);mm;54.503614,18.463552;26;Słupsk;PiS;19;BIAŁOOKA-KOSTENECKA;Danuta Jadwiga;Kobieta;PiS;54.517691 18.455574
220802;1;Łeba (b);gm;54.760288,17.5819095;26;Słupsk;PiS;20;KUŻOWNIK;Jan;Mężczyzna;PiS;54.762331 17.579917
220302;3;Czarne;gmw;53.638776,17.0391905;26;Słupsk;PiS;21;BIROSZ;Mariusz Krzysztof;Mężczyzna;PiS;53.636064 17.040192
220201;1;Chojnice;gm;53.69997,17.56019;26;Słupsk;PiS;22;TOBOLSKA;Monika;Kobieta;PiS;53.701391 17.558395
221201;1;Ustka (b);gm;54.5732245,16.860188;26;Słupsk;PiS;23;WAŃTUCHOWICZ;Anna Marta;Kobieta;PiS;54.573745 16.857062
220502;3;Kartuzy;gmw;54.344675,18.1171165;26;Słupsk;PiS;24;BYSTRON;Andrzej Grzegorz;Mężczyzna;SolidarnaPolska;54.341105 18.114536
220802;1;Łeba (b);gm;54.760288,17.5819095;26;Słupsk;PiS;25;KRYGIER-NOWAK;Urszula Grażyna;Kobieta;PiS;54.762676 17.581731
220301;1;Człuchów;gm;53.664796,17.3679865;26;Słupsk;PiS;26;KURZELEWSKA;Arleta;Kobieta;BEZP;53.665442 17.372706
221104;3;Władysławowo;gmw;54.7940075,18.3617465;26;Słupsk;PiS;27;KOWALSKI;Michał Bartosz;Mężczyzna;PiS;54.794970 18.361595
221502;1;Rumia;gm;54.5692025,18.3849145;26;Słupsk;PiS;28;KLAWITER;Kazimierz;Mężczyzna;PiS;54.565376 18.380747
226201;1;Gdynia (ab);mm;54.503614,18.463552;26;Słupsk;PSL;1;BIERNACKI;Marek;Mężczyzna;BEZP;54.512940 18.469618
141804;3;Piaseczno;gmw;52.049303,20.999221;26;Słupsk;PSL;2;TOCZEK;Marek Jerzy;Mężczyzna;członek partii politycznej: Polska Nas Potrzebuje;52.047213 20.998085
221501;1;Reda;gm;54.6210065,18.334663;26;Słupsk;PSL;3;SZATKOWSKI;Radosław Jan;Mężczyzna;PSL;54.626461 18.339720
226301;1;Słupsk;mm;54.4605945,17.0281465;26;Słupsk;PSL;4;ELZANOWSKI;Czesław Andrzej;Mężczyzna;PSL;54.458327 17.021457
221107;2;Puck;gw;54.715215,18.319404;26;Słupsk;PSL;5;TKACZYK;Jerzy Andrzej;Mężczyzna;PSL;54.716065 18.318487
221501;1;Reda;gm;54.6210065,18.334663;26;Słupsk;PSL;6;LESNER;Łukasz Jan;Mężczyzna;PSL;54.622575 18.334503
220102;3;Bytów;gmw;54.15809,17.48918;26;Słupsk;PSL;7;MASZLUCH;Mirosław Józef;Mężczyzna;BEZP;54.156293 17.492666
220201;1;Chojnice;gm;53.69997,17.56019;26;Słupsk;PSL;8;GRUCHAŁA;Michał Rajmund;Mężczyzna;BEZP;53.697630 17.563893
221106;2;Krokowa;gw;54.762822,18.104375;26;Słupsk;PSL;9;GNIAZDOWSKA;Elżbieta;Kobieta;PSL;54.761323 18.104508
221503;1;Wejherowo;gm;54.605985,18.233643;26;Słupsk;PSL;10;BUJANOWICZ;Krzysztof Robert;Mężczyzna;PSL;54.602841 18.238773
220804;2;Nowa Wieś Lęborska;gw;54.573455,17.692739;26;Słupsk;PSL;11;PRUSZAK;Krzysztof Ludwik;Mężczyzna;PSL;54.573263 17.694750
221208;2;Słupsk;gw;54.490071,17.004862;26;Słupsk;PSL;12;SZOSTAKIEWICZ;Aldona Maria;Kobieta;BEZP;54.491484 17.006051
220201;1;Chojnice;gm;53.69997,17.56019;26;Słupsk;PSL;13;ZAWADZKI;Leszek Andrzej;Mężczyzna;PSL;53.692446 17.558843
226201;1;Gdynia (ab);mm;54.503614,18.463552;26;Słupsk;PSL;14;MIKOŁAJCZYK;Anna;Kobieta;PSL;54.513266 18.465740
220502;3;Kartuzy;gmw;54.344675,18.1171165;26;Słupsk;PSL;15;KELIŃSKI;Tadeusz;Mężczyzna;PSL;54.344161 18.116972
220204;3;Czersk;gmw;53.804996,17.897258;26;Słupsk;PSL;16;MARKOWSKA;Irena Maria;Kobieta;BEZP;53.805865 17.893636
221501;1;Reda;gm;54.6210065,18.334663;26;Słupsk;PSL;17;ZARZECKI;Krzysztof Józef;Mężczyzna;członek partii politycznej: Unia Europejskich Demokratów;54.622939 18.327580
220204;3;Czersk;gmw;53.804996,17.897258;26;Słupsk;PSL;18;ZIELIŃSKA;Danuta;Kobieta;BEZP;53.808059 17.899445
220201;1;Chojnice;gm;53.69997,17.56019;26;Słupsk;PSL;19;LUBCZYŃSKA-KIEŁPIŃSKA;Anita Monika;Kobieta;BEZP;53.706926 17.555959
226201;1;Gdynia (ab);mm;54.503614,18.463552;26;Słupsk;PSL;20;KAMROWSKA;Marta Karolina;Kobieta;BEZP;54.507666 18.468874
