id;nro;siedzibaokw;nrlisty;komitet;typ;pozycja;nazwisko;imiona;plec;zawod;adres.mz;teryt.mz;gmina.mz.;partia;poparcie;glosy;glosy2;procent;mandat;id
1303160;12;Kraków;4;KONFEDERACJA;KWP;11;MREŃCA;Tomasz;Mężczyzna;magazynier;Inwałd;121801;gm. Andrychów;RuchNarodowy;;306;306;0.10;nie;
1303163;3;Wrocław;1;PSL;KWP;2;ZEGAN;Maciej Adam;Mężczyzna;strażnik miejski;Wrocław;026401;m. Wrocław;BEZPARTYJNY;;2655;2655;0.41;nie;
1303164;12;Kraków;4;KONFEDERACJA;KWP;12;BANET;Piotr Paweł;Mężczyzna;przedsiębiorca;Bielsko-Biała;246101;m. Bielsko-Biała;Korwin;;306;306;0.10;nie;
1303167;12;Kraków;4;KONFEDERACJA;KWP;13;SKWARCZYŃSKA;Katarzyna Anna;Kobieta;technik optyk;Alwernia;120301;gm. Alwernia;BEZPARTYJNY;;380;380;0.12;nie;
1303168;20;Warszawa;5;KO;KKW;2;ZALEWSKI;Paweł Ksawery;Mężczyzna;konsultant;Warszawa;146505;Mokotów;PO;;12248;12248;2.05;tak;
1303173;19;Warszawa;5;KO;KKW;1;KIDAWA-BŁOŃSKA;Małgorzata Maria;Kobieta;producent filmowy;Warszawa;146512;Ursus;PO;;416030;416030;30.11;tak;
1303174;24;Białystok;8;BS;KWW;1;DYMKO;Łukasz;Mężczyzna;przedsiębiorca;Białystok;206101;m. Białystok;BEZPARTYJNY;;946;946;0.18;nie;
1303175;3;Wrocław;1;PSL;KWP;3;BRONOWICKA;Joanna Barbara;Kobieta;kierownik podmiotu leczniczego;Wrocław;026401;m. Wrocław;PSL;;3712;3712;0.57;nie;
1303176;12;Kraków;4;KONFEDERACJA;KWP;14;JASTRZĘBSKA;Sylwia Jolanta;Kobieta;sprzedawca;Kraków;126101;m. Kraków;BEZPARTYJNY;;305;305;0.10;nie;
1303178;20;Warszawa;5;KO;KKW;3;GAJEWSKA;Kinga Magdalena;Kobieta;poseł na Sejm RP;Błonie;143201;gm. Błonie;PO;;35912;35912;6.00;tak;
1303181;12;Kraków;4;KONFEDERACJA;KWP;15;ZASŁONA-POLAK;Katarzyna;Kobieta;kelner;Trzebinia;120305;gm. Trzebinia;BEZPARTYJNY;;291;291;0.09;nie;
1303183;3;Wrocław;1;PSL;KWP;4;DUDA;Grzegorz Tomasz;Mężczyzna;historyk;Milicz;021303;gm. Milicz;PSL;;2592;2592;0.40;nie;
1303184;24;Białystok;8;BS;KWW;2;PROSIŃSKI;Zbigniew;Mężczyzna;menadżer;Łomża;206201;m. Łomża;BEZPARTYJNY;;299;299;0.06;nie;
1303185;19;Warszawa;5;KO;KKW;2;LUBNAUER;Katarzyna Anna;Kobieta;nauczyciel akademicki;Łódź;106101;m. Łódź;Nowoczesna;;28205;28205;2.04;tak;
1303187;12;Kraków;4;KONFEDERACJA;KWP;16;KŁECZEK;Tomasz;Mężczyzna;mechanik maszyn i urządzeń;Trzebinia;120305;gm. Trzebinia;RuchNarodowy;;592;592;0.19;nie;
1303190;20;Warszawa;5;KO;KKW;4;LASEK;Maciej Grzegorz;Mężczyzna;inżynier lotniczy budowy płatowców;Stefanowo;141803;gm. Lesznowola;BEZPARTYJNY;;15804;15804;2.64;tak;
1303191;19;Warszawa;5;KO;KKW;3;ROSATI;Dariusz Kajetan;Mężczyzna;ekonomista;Warszawa;146513;Ursynów;BEZPARTYJNY;;25061;25061;1.81;tak;
1303192;3;Wrocław;1;PSL;KWP;5;SOCHA;Jan;Mężczyzna;urzędnik samorządowy;Wrocław;026401;m. Wrocław;PSL;;907;907;0.14;nie;
1303193;24;Białystok;8;BS;KWW;3;MAKSIMIUK;Janusz;Mężczyzna;politolog;Białystok;200304;gm. Boćki;BEZPARTYJNY;;200;200;0.04;nie;
1303195;19;Warszawa;5;KO;KKW;4;FABISIAK;Joanna;Kobieta;nauczyciel akademicki;Warszawa;146504;Bielany;PO;;5347;5347;0.39;tak;
1303197;20;Warszawa;5;KO;KKW;5;WIŚNIEWSKI;Jacek Grzegorz;Mężczyzna;prezes;Raszyn;142106;gm. Raszyn;BEZPARTYJNY;;2019;2019;0.34;nie;
1303198;3;Wrocław;1;PSL;KWP;6;MALEC;Tomasz Stanisław;Mężczyzna;technik mechanik;Wrocław;026401;m. Wrocław;BEZPARTYJNY;;861;861;0.13;nie;
1303200;24;Białystok;8;BS;KWW;4;PIWNIK;Anna;Kobieta;nauczyciel biologii;Zaścianki;200209;gm. Supraśl;BEZPARTYJNY;;266;266;0.05;nie;
1303203;19;Warszawa;5;KO;KKW;5;SZOSTAKOWSKI;Jarosław Sergiusz;Mężczyzna;nauczyciel akademicki;Warszawa;146506;Ochota;PO;;3768;3768;0.27;nie;
1303204;3;Wrocław;1;PSL;KWP;7;LECH;Ryszard;Mężczyzna;nauczyciel;Milicz;021303;gm. Milicz;BEZPARTYJNY;;1289;1289;0.20;nie;
1303206;20;Warszawa;5;KO;KKW;6;NIEMCZYK;Piotr Franciszek;Mężczyzna;konsultant;Warszawa;146510;Śródmieście;Nowoczesna;;3097;3097;0.52;nie;
1303207;19;Warszawa;5;KO;KKW;6;PIEKARSKA;Katarzyna Maria;Kobieta;radca prawny;Warszawa;146505;Mokotów;BEZPARTYJNY;;8780;8780;0.64;tak;
1303208;3;Wrocław;1;PSL;KWP;8;SZYDEŁKO;Witold;Mężczyzna;przedsiębiorca;Twardogóra;021408;gm. Twardogóra;BEZPARTYJNY;;1090;1090;0.17;nie;
1303209;14;Nowy Sącz;3;SLD;KWP;1;BOCHEŃSKI;Jakub Józef;Mężczyzna;ekonomista;Podrzecze;121014;gm. Podegrodzie;Wiosna;;15204;15204;4.11;nie;
1303210;20;Warszawa;5;KO;KKW;7;SZOSTAK;Katarzyna Albina;Kobieta;pielęgniarka operacyjna;Michałowice;142104;gm. Michałowice;InicjatywaPolska;;4933;4933;0.82;nie;
1303212;19;Warszawa;5;KO;KKW;7;SZCZERBA;Michał Roch;Mężczyzna;poseł na Sejm RP;Warszawa;146518;Wola;PO;;13747;13747;0.99;tak;
1303214;3;Wrocław;1;PSL;KWP;9;LITWIN;Ewa Grażyna;Kobieta;ekonomista;Wilczyce;022302;gm. Długołęka;BEZPARTYJNY;;1059;1059;0.16;nie;
1303217;3;Wrocław;1;PSL;KWP;10;KURYŚ;Hieronim Stanisław;Mężczyzna;trener sportu;Smolec;022304;gm. Kąty Wrocławskie;PSL;;1184;1184;0.18;nie;
1303220;19;Warszawa;5;KO;KKW;8;POTAPOWICZ;Sławomir;Mężczyzna;politolog;Warszawa;146507;Praga-Południe;Nowoczesna;;2347;2347;0.17;nie;
1303223;20;Warszawa;5;KO;KKW;8;KOCZOROWSKA;Jolanta Maria;Kobieta;emerytka;Radiówek;141708;gm. Wiązowna;PO;;2461;2461;0.41;nie;
1303224;24;Białystok;8;BS;KWW;5;JAKIMIUK;Dawid;Mężczyzna;przedsiębiorca;Bielsk Podlaski;200301;m. Bielsk Podlaski;BEZPARTYJNY;;167;167;0.03;nie;
1303226;19;Warszawa;5;KO;KKW;9;ZIELIŃSKA;Urszula Sara;Kobieta;kierownik do spraw marketingu;Warszawa;146510;Śródmieście;Zieloni;;7536;7536;0.55;tak;
1303229;20;Warszawa;5;KO;KKW;9;RZYMAN;Krzysztof Adam;Mężczyzna;ekonomista;Warszawa;146510;Śródmieście;Zieloni;;1740;1740;0.29;nie;
1303230;19;Warszawa;5;KO;KKW;10;KOSECKI;Roman Jacek;Mężczyzna;trener sportu;Konstancin-Jeziorna;141802;gm. Konstancin-Jeziorna;BEZPARTYJNY;;3891;3891;0.28;nie;
1303232;20;Warszawa;5;KO;KKW;10;KOŁOSOWSKI;Artur Stanisław;Mężczyzna;przedsiębiorca;Milanówek;140501;m. Milanówek;BEZPARTYJNY;;2280;2280;0.38;nie;
1303233;3;Wrocław;1;PSL;KWP;11;WARCHOLIŃSKI;Marek;Mężczyzna;nauczyciel;Ludów Polski;021704;gm. Strzelin;PSL;;1280;1280;0.20;nie;
1303234;24;Białystok;8;BS;KWW;6;HARABURDA;Katarzyna Sylwia;Kobieta;sprzedawca;Augustów;200101;m. Augustów;BEZPARTYJNY;;182;182;0.03;nie;
1303238;24;Białystok;8;BS;KWW;7;KUBIAK;Rafał;Mężczyzna;operator maszyn i urządzeń do przetwórstwa tworzyw sztucznych;Białystok;206101;m. Białystok;BEZPARTYJNY;;144;144;0.03;nie;
1303239;3;Wrocław;1;PSL;KWP;12;KWIATKOWSKA-KORCZAK;Janina;Kobieta;pracownik naukowy;Wrocław;026401;m. Wrocław;UniaED;;540;540;0.08;nie;
1303240;19;Warszawa;5;KO;KKW;11;POTOROCZYN;Paweł Rafał;Mężczyzna;pisarz;Warszawa;146510;Śródmieście;BEZPARTYJNY;;4742;4742;0.34;nie;
1303241;19;Warszawa;5;KO;KKW;12;DĄBROWSKA;Alicja;Kobieta;lekarz;Warszawa;146508;Praga-Północ;PO;;4443;4443;0.32;nie;
1303242;20;Warszawa;5;KO;KKW;11;KRAWCZYK-DĘBIEC;Ewa Małgorzata;Kobieta;kierownik kontroli wewnętrznej;Warszawa;146513;Ursynów;BEZPARTYJNY;;1346;1346;0.22;nie;
1303243;3;Wrocław;1;PSL;KWP;13;KUCHARSKA;Aleksandra Anna;Kobieta;urzędnik;Wrocław;026401;m. Wrocław;UniaED;;715;715;0.11;nie;
1303244;19;Warszawa;5;KO;KKW;13;JACHIRA;Klaudia Krystyna;Kobieta;aktor;Wrocław;026401;m. Wrocław;BEZPARTYJNY;;6434;6434;0.47;tak;
1303245;3;Wrocław;1;PSL;KWP;14;KUŹMICZ;Łukasz Maciej;Mężczyzna;rolnik;Bielawki;021407;gm. Syców;PSL;;1147;1147;0.18;nie;
1303246;20;Warszawa;5;KO;KKW;12;HERNER;Wojciech;Mężczyzna;przedstawiciel handlowy;Reguły;142104;gm. Michałowice;PO;;1023;1023;0.17;nie;
1303248;3;Wrocław;1;PSL;KWP;15;GROCHOLSKI;Bartosz Krystian;Mężczyzna;inżynier rolnictwa;Wołów;022203;gm. Wołów;PSL;;385;385;0.06;nie;
1303249;19;Warszawa;5;KO;KKW;14;SKOLIMOWSKI;Krzysztof Piotr;Mężczyzna;urzędnik samorządowy;Warszawa;146516;Wilanów;PO;;1520;1520;0.11;nie;
1303251;3;Wrocław;1;PSL;KWP;16;MACAŁA;Łukasz Michał;Mężczyzna;pracownik logistyki;Wrocław;026401;m. Wrocław;BEZPARTYJNY;;340;340;0.05;nie;
1303256;20;Warszawa;5;KO;KKW;13;BONECKA;Halina Justyna;Kobieta;ekonomista;Radzymin;143409;gm. Radzymin;PO;;1885;1885;0.31;nie;
1303257;3;Wrocław;1;PSL;KWP;17;SZULC;Joanna Alicja;Kobieta;biotechnolog;Jelenia Góra;026101;m. Jelenia Góra;PSL;;611;611;0.09;nie;
1303259;20;Warszawa;5;KO;KKW;14;SZTURO;Tomasz Paweł;Mężczyzna;nauczyciel;Kobyłka;143401;m. Kobyłka;BEZPARTYJNY;;3157;3157;0.53;nie;
1303260;3;Wrocław;1;PSL;KWP;18;FURDYNA;Jolanta Stanisława;Kobieta;prawnik;Wrocław;026401;m. Wrocław;UniaED;;163;163;0.02;nie;
1303262;14;Nowy Sącz;3;SLD;KWP;2;ŻYTKOWICZ;Barbara Aleksandra;Kobieta;przedsiębiorca;Nowy Sącz;126201;m. Nowy Sącz;BEZPARTYJNY;;1606;1606;0.43;nie;
1303263;24;Białystok;7;ZEiR;KWP;8;BOŁTRUCZYK;Kazimierz;Mężczyzna;kierowca;Warszawa;146503;Białołęka;BEZPARTYJNY;;70;70;0.01;nie;
1303264;19;Warszawa;5;KO;KKW;15;ŁOBODA;Dorota Ewa;Kobieta;przedstawiciel władzy samorządowej;Warszawa;146519;Żoliborz;BEZPARTYJNY;;4577;4577;0.33;nie;
1303266;20;Warszawa;5;KO;KKW;15;ORZECHOWSKA - MIKULSKA;Grażyna;Kobieta;przedstawiciel władzy samorządowej;Warszawa;146511;Targówek;PO;;954;954;0.16;nie;
1303267;3;Wrocław;1;PSL;KWP;19;ZALEWSKI;Karol Henryk;Mężczyzna;teolog;Oława;021501;m. Oława;BEZPARTYJNY;;542;542;0.08;nie;
1303268;14;Nowy Sącz;3;SLD;KWP;3;JAKOWICKA;Zuzanna Katarzyna;Kobieta;psycholog;Gdańsk;226101;m. Gdańsk;LewicaRazem;;864;864;0.23;nie;
1303270;3;Wrocław;1;PSL;KWP;20;BUBNICKA;Barbara Maria;Kobieta;przedsiębiorca;Wrocław;026401;m. Wrocław;UniaED;;174;174;0.03;nie;
1303271;19;Warszawa;5;KO;KKW;16;MANARCZYK;Bożena Maria;Kobieta;doradca podatkowy;Warszawa;146507;Praga-Południe;PO;;1289;1289;0.09;nie;
1303272;14;Nowy Sącz;3;SLD;KWP;4;PLATO;Henryk;Mężczyzna;emeryt;Gorlice;120501;m. Gorlice;SLD;;936;936;0.25;nie;
1303273;20;Warszawa;5;KO;KKW;16;WASILEWSKI;Piotr Michał;Mężczyzna;adwokat;Czarnów;141802;gm. Konstancin-Jeziorna;Nowoczesna;;1231;1231;0.21;nie;
1303274;24;Białystok;8;BS;KWW;8;STROCIAK;Halina;Kobieta;technik budowlany;Sochonie;200213;gm. Wasilków;BEZPARTYJNY;;96;96;0.02;nie;
1303275;3;Wrocław;1;PSL;KWP;21;KOWALSKI;Arkadiusz Rafał;Mężczyzna;inżynier mechanik;Świnoujście;326301;m. Świnoujście;BEZPARTYJNY;;377;377;0.06;nie;
1303279;19;Warszawa;5;KO;KKW;17;BORKOWSKI;Wojciech Józef;Mężczyzna;lekarz;Warszawa;146504;Bielany;PO;;1296;1296;0.09;nie;
1303280;20;Warszawa;5;KO;KKW;17;MIERZEJEWSKA-WAŚ;Magdalena Jadwiga;Kobieta;turoperator;Leszno;143204;gm. Leszno;PO;;864;864;0.14;nie;
1303281;24;Białystok;8;BS;KWW;9;KONIUCH;Izabela;Kobieta;sprzedawca;Białystok;206101;m. Białystok;BEZPARTYJNY;;127;127;0.02;nie;
1303282;19;Warszawa;5;KO;KKW;18;KRAJEWSKA;Sylwia;Kobieta;ekonomista;Warszawa;146513;Ursynów;PO;;2573;2573;0.19;nie;
1303285;20;Warszawa;5;KO;KKW;18;LUBOIŃSKI;Patryk Jan;Mężczyzna;przedstawiciel władzy samorządowej;Kiełpin;143205;gm. Łomianki;BEZPARTYJNY;;330;330;0.06;nie;
1303286;19;Warszawa;5;KO;KKW;19;KACPRZYK;Dawid;Mężczyzna;student;Warszawa;146512;Ursus;PO;;2917;2917;0.21;nie;
1303287;24;Białystok;8;BS;KWW;10;BAILEY;Agnieszka;Kobieta;pośrednik w obrocie nieruchomościami;Wasilków;200213;gm. Wasilków;BEZPARTYJNY;;92;92;0.02;nie;
1303288;20;Warszawa;5;KO;KKW;19;WIERZBICKA;Olga;Kobieta;prawnik;Jadwisin;140804;gm. Serock;PO;;1935;1935;0.32;nie;
1303289;19;Warszawa;5;KO;KKW;20;MIŚKIEWICZ;Jolanta;Kobieta;dziennikarka;Warszawa;146511;Targówek;PO;;1372;1372;0.10;nie;
1303290;24;Białystok;8;BS;KWW;11;WOJNO;Sylwester;Mężczyzna;rolnik;Szepietowo;201309;gm. Szepietowo;BEZPARTYJNY;;144;144;0.03;nie;
1303291;3;Wrocław;1;PSL;KWP;22;MAJOCHA;Elżbieta Marta;Kobieta;instruktor amatorskiego ruchu artystycznego;Wrocław;026401;m. Wrocław;UniaED;;158;158;0.02;nie;
1303295;24;Białystok;8;BS;KWW;12;KAPŁANOW;Łukasz;Mężczyzna;operator kontroli bezpieczeństwa;Augustów;200101;m. Augustów;BEZPARTYJNY;;49;49;0.01;nie;
1303297;20;Warszawa;5;KO;KKW;20;WYDURSKI;Patryk;Mężczyzna;student;Mława;141301;m. Mława;Zieloni;;324;324;0.05;nie;
1303298;3;Wrocław;1;PSL;KWP;23;SOŁTYS;Jacek Jan;Mężczyzna;inżynier rolnictwa;Radwanice;022308;gm. Siechnice;BEZPARTYJNY;;327;327;0.05;nie;
1303299;14;Nowy Sącz;3;SLD;KWP;5;CZERSKA;Beata Katarzyna;Kobieta;inżynier elektryk;Zakopane;121701;m. Zakopane;BEZPARTYJNY;;505;505;0.14;nie;
1303302;14;Nowy Sącz;3;SLD;KWP;6;DRZEWIŃSKA;Marzena Beata;Kobieta;historyk sztuki;Piwniczna-Zdrój;121013;gm. Piwniczna-Zdrój;BEZPARTYJNY;;229;229;0.06;nie;
1303303;20;Warszawa;5;KO;KKW;21;WINIARSKA-CZAJKOWSKA;Maja Magdalena;Kobieta;trener osobisty;Opypy;140504;gm. Grodzisk Mazowiecki;BEZPARTYJNY;;1290;1290;0.22;nie;
1303304;3;Wrocław;1;PSL;KWP;24;ADAMCZYK-POGORZELEC;Bożena Maria;Kobieta;historyk;Lubań;021001;m. Lubań;BEZPARTYJNY;;165;165;0.03;nie;
1303305;19;Warszawa;5;KO;KKW;21;LUFT;Krzysztof Stanisław;Mężczyzna;dziennikarz;Warszawa;146505;Mokotów;BEZPARTYJNY;;2800;2800;0.20;nie;
1303306;14;Nowy Sącz;3;SLD;KWP;7;ORZECHOWSKI;Eugeniusz;Mężczyzna;emeryt;Mała Wieś;121002;gm. Chełmiec;BEZPARTYJNY;;271;271;0.07;nie;
1303307;3;Wrocław;1;PSL;KWP;25;BARTOSZEWICZ;Urszula Agnieszka;Kobieta;przedsiębiorca;Wrocław;026401;m. Wrocław;PSL;;308;308;0.05;nie;
1303308;19;Warszawa;5;KO;KKW;22;ŁOBACZ;Bogusław Kazimierz;Mężczyzna;technik mechanik samochodowy;Warszawa;146518;Wola;BEZPARTYJNY;;1034;1034;0.07;nie;
1303309;20;Warszawa;5;KO;KKW;22;BIELEC;Karol;Mężczyzna;menadżer;Nowy Dwór Mazowiecki;141401;m. Nowy Dwór Mazowiecki;PO;;1806;1806;0.30;nie;
1303310;24;Białystok;8;BS;KWW;13;PONIATOWSKA;Beata;Kobieta;menadżer gastronomii;Ciechanowiec;201302;gm. Ciechanowiec;BEZPARTYJNY;;165;165;0.03;nie;
1303311;14;Nowy Sącz;3;SLD;KWP;8;CEMPA-PULIT;Grażyna;Kobieta;nauczyciel;Nowy Sącz;126201;m. Nowy Sącz;BEZPARTYJNY;;287;287;0.08;nie;
1303313;19;Warszawa;5;KO;KKW;23;SKRZECZ;Jerzy Norbert;Mężczyzna;specjalista do spraw marketingu i handlu;Warszawa;146505;Mokotów;PO;;519;519;0.04;nie;
1303314;20;Warszawa;5;KO;KKW;23;KAMIŃSKI;Grzegorz Rafał;Mężczyzna;specjalista polityki społecznej;Milęcin;142103;gm. Brwinów;Nowoczesna;;1432;1432;0.24;nie;
1303315;3;Wrocław;1;PSL;KWP;26;PAWNUK;Emilia Maria;Kobieta;inżynier budownictwa;Strzelin;021704;gm. Strzelin;BEZPARTYJNY;;344;344;0.05;nie;
1303316;19;Warszawa;5;KO;KKW;24;TURSKA;Marta Katarzyna;Kobieta;menedżer;Warszawa;146514;Wawer;PO;;2515;2515;0.18;nie;
1303317;20;Warszawa;5;KO;KKW;24;KANDYBA;Piotr;Mężczyzna;magister inżynier technologii żywności;Piaseczno;141804;gm. Piaseczno;PO;;8960;8960;1.50;nie;
1303318;3;Wrocław;1;PSL;KWP;27;MRÓZ-MOŻDŻONEK;Joanna Róża;Kobieta;prawnik;Wrocław;026401;m. Wrocław;PSL;;394;394;0.06;nie;
1303320;3;Wrocław;1;PSL;KWP;28;ŁOPATKA;Mirosław Mieczysław;Mężczyzna;przedsiębiorca;Wrocław;026401;m. Wrocław;BEZPARTYJNY;;1332;1332;0.20;nie;
1303322;14;Nowy Sącz;3;SLD;KWP;9;REICHERT;Jolanta Maria;Kobieta;przedsiębiorca;Nowy Sącz;126201;m. Nowy Sącz;BEZPARTYJNY;;151;151;0.04;nie;
1303323;30;Bielsko-Biała;5;KO;KKW;1;KRZĄKAŁA;Marek Grzegorz;Mężczyzna;nauczyciel;Rybnik;247301;m. Rybnik;PO;;33962;33962;10.17;tak;
1303324;30;Bielsko-Biała;5;KO;KKW;10;DUŻY;Mirosław Piotr;Mężczyzna;przedstawiciel władzy samorządowej - starosta;Łaziska Górne;240801;m. Łaziska Górne;PO;;5263;5263;1.58;nie;
1303325;17;Radom;8;BS;KWW;10;SZELIGA;Leszek;Mężczyzna;nauczyciel;Wola Goryńska;142504;gm. Jastrzębia;PSL;;102;102;0.03;nie;
1303326;14;Nowy Sącz;3;SLD;KWP;10;GĄSIENICA-DANIEL;Stanisław;Mężczyzna;emeryt;Zakopane;121701;m. Zakopane;SLD;;446;446;0.12;nie;
1303327;30;Bielsko-Biała;5;KO;KKW;11;KILJAŃCZYK;Wojciech Piotr;Mężczyzna;przedsiębiorca;Rybnik;247301;m. Rybnik;PO;;1191;1191;0.36;nie;
1303328;17;Radom;8;BS;KWW;11;NOWAK;Marcin Adam;Mężczyzna;spiker TV;Warszawa;146516;Wilanów;BEZPARTYJNY;;95;95;0.03;nie;
1303329;30;Bielsko-Biała;5;KO;KKW;2;GADOWSKI;Krzysztof Jan;Mężczyzna;mgr inż. transportu;Jastrzębie-Zdrój;246701;m. Jastrzębie-Zdrój;PO;;18799;18799;5.63;tak;
1303330;19;Warszawa;5;KO;KKW;25;PIOTROWSKI;Arkadiusz;Mężczyzna;ekonomista;Warszawa;146509;Rembertów;PO;;1740;1740;0.13;nie;
1303332;19;Warszawa;5;KO;KKW;37;STELMASZYK;Anna Małgorzata;Kobieta;ekonomista;Warszawa;146510;Śródmieście;PO;;649;649;0.05;nie;
1303333;30;Bielsko-Biała;5;KO;KKW;12;SKOWRON;Joanna Ewa;Kobieta;nauczyciel;Rydułtowy;241503;m. Rydułtowy;BEZPARTYJNY;;713;713;0.21;nie;
1303334;30;Bielsko-Biała;5;KO;KKW;3;LENARTOWICZ;Gabriela Teresa;Kobieta;parlamentarzysta;Krzanowice;241103;gm. Krzanowice;PO;;11838;11838;3.55;tak;
1303335;19;Warszawa;5;KO;KKW;26;WYRWAŁ;Agnieszka Monika;Kobieta;projektant mody;Warszawa;146505;Mokotów;PO;;1672;1672;0.12;nie;
1303336;30;Bielsko-Biała;5;KO;KKW;13;RZACZEK;Beata Katarzyna;Kobieta;dyrektor placówki oświatowej;Rydułtowy;241503;m. Rydułtowy;BEZPARTYJNY;;295;295;0.09;nie;
1303337;30;Bielsko-Biała;5;KO;KKW;4;GASZKA;Anna Małgorzata;Kobieta;nauczyciel historyk;Żory;247901;m. Żory;BEZPARTYJNY;;5532;5532;1.66;nie;
1303338;30;Bielsko-Biała;5;KO;KKW;14;POLOK;Olga Maria;Kobieta;urzędnik samorządowy;Świerklany;241205;gm. Świerklany;BEZPARTYJNY;;780;780;0.23;nie;
1303339;19;Warszawa;5;KO;KKW;38;KERYK;Myroslava;Kobieta;socjolożka;Warszawa;146507;Praga-Południe;BEZPARTYJNY;;611;611;0.04;nie;
1303340;17;Radom;8;BS;KWW;1;DRZEWIŃSKI;Piotr Michał;Mężczyzna;pracownik obsługi klienta instytucji finansowej;Warszawa;146504;Bielany;BEZPARTYJNY;;543;543;0.16;nie;
1303341;17;Radom;8;BS;KWW;12;CHODNICKA;Aleksandra;Kobieta;ekonomistka;Warszawa;146508;Praga-Północ;BEZPARTYJNY;;114;114;0.03;nie;
1303342;14;Nowy Sącz;3;SLD;KWP;11;ALCHOWŚKA;Maria Jolanta;Kobieta;pielęgniarka;Bańska Niżna;121114;gm. Szaflary;LewicaRazem;;122;122;0.03;nie;
1303344;14;Nowy Sącz;3;SLD;KWP;12;SMOLEŃ;Iwona Anna;Kobieta;pielęgniarka;Dąbrowa;121002;gm. Chełmiec;BEZPARTYJNY;;329;329;0.09;nie;
1303345;30;Bielsko-Biała;5;KO;KKW;15;JELONEK;Jerzy Mieczysław;Mężczyzna;przedsiębiorca;Jastrzębie-Zdrój;246701;m. Jastrzębie-Zdrój;PO;;316;316;0.09;nie;
1303346;17;Radom;8;BS;KWW;2;SKRZYPCZAK;Iwona Maryla;Kobieta;agent ubezpieczeniowy;Rajec Szlachecki;142506;gm. Jedlnia-Letnisko;BEZPARTYJNY;;376;376;0.11;nie;
1303347;19;Warszawa;5;KO;KKW;27;RUDZIAK;Anna;Kobieta;menadżer ds. sprzedaży;Warszawa;146518;Wola;PO;;779;779;0.06;nie;
1303348;17;Radom;8;BS;KWW;13;BARTOSIAK;Wiesława Anna;Kobieta;sadownik;Sadkowice;101306;gm. Sadkowice;BEZPARTYJNY;;57;57;0.02;nie;
1303349;14;Nowy Sącz;3;SLD;KWP;13;KOŁODZIEJ;Łukasz;Mężczyzna;opiekun medyczny;Nowy Sącz;126201;m. Nowy Sącz;BEZPARTYJNY;;271;271;0.07;nie;
1303350;30;Bielsko-Biała;5;KO;KKW;5;GABRYŚ;Bartłomiej Józef;Mężczyzna;nauczyciel akademicki-ekonomista;Mikołów;240802;m. Mikołów;Nowoczesna;;3106;3106;0.93;nie;
1303351;19;Warszawa;5;KO;KKW;39;KRASOŃ;Łukasz;Mężczyzna;mówca motywacyjny;Warszawa;146513;Ursynów;BEZPARTYJNY;;2900;2900;0.21;nie;
1303352;30;Bielsko-Biała;5;KO;KKW;16;PIEKOSZOWSKA;Weronika Małgorzata;Kobieta;nauczyciel;Rybnik;247301;m. Rybnik;BEZPARTYJNY;;487;487;0.15;nie;
1303354;19;Warszawa;5;KO;KKW;28;SAMCZYK;Anna Elżbieta;Kobieta;audytor;Warszawa;146502;Bemowo;PO;;447;447;0.03;nie;
1303355;30;Bielsko-Biała;5;KO;KKW;17;WŁASIEWICZ;Gabriela Agnieszka;Kobieta;protetyk;Rudnik;241108;gm. Rudnik;BEZPARTYJNY;;160;160;0.05;nie;
1303356;30;Bielsko-Biała;5;KO;KKW;6;PROFASKA;Marek Bogusław;Mężczyzna;nauczyciel akademicki;Czerwionka-Leszczyny;241201;gm. Czerwionka-Leszczyny;BEZPARTYJNY;;4928;4928;1.48;nie;
1303357;17;Radom;8;BS;KWW;14;BARTYZEL;Sylwia Anna;Kobieta;kosmetyczka;Warszawa;146507;Praga-Południe;BEZPARTYJNY;;58;58;0.02;nie;
1303358;17;Radom;8;BS;KWW;3;MANIAK;Jan;Mężczyzna;mechanik;Radom;146301;m. Radom;BEZPARTYJNY;;161;161;0.05;nie;
1303360;19;Warszawa;5;KO;KKW;40;GAJEWSKA;Aleksandra Małgorzata;Kobieta;przedsiębiorca;Warszawa;146511;Targówek;PO;;10228;10228;0.74;tak;
1303361;30;Bielsko-Biała;5;KO;KKW;18;DYBIEC;Krzysztof Michał;Mężczyzna;przedsiębiorca;Wodzisław Śląski;241504;m. Wodzisław Śląski;BEZPARTYJNY;;2967;2967;0.89;nie;
1303362;19;Warszawa;5;KO;KKW;29;LACH;Lilianna Irena;Kobieta;pedagog;Warszawa;146511;Targówek;BEZPARTYJNY;;794;794;0.06;nie;
1303363;17;Radom;8;BS;KWW;15;PAJĄK;Aneta;Kobieta;pielęgniarka;Radom;146301;m. Radom;BEZPARTYJNY;;247;247;0.07;nie;
1303365;17;Radom;8;BS;KWW;4;KOŁODZIEJSKI;Paweł Konrad;Mężczyzna;operator kontroli bezpieczeństwa;Radom;146301;m. Radom;BEZPARTYJNY;;172;172;0.05;nie;
1303366;30;Bielsko-Biała;5;KO;KKW;7;KANTOR;Halina Maria;Kobieta;pedagożka;Mikołów;240802;m. Mikołów;Zieloni;;754;754;0.23;nie;
1303367;14;Nowy Sącz;3;SLD;KWP;14;KĘSKA;Bartosz Czesław;Mężczyzna;analityk finansowy;Zakopane;121701;m. Zakopane;BEZPARTYJNY;;129;129;0.03;nie;
