rok;nro;nrlisty;komitet;nrk;nazwisko;imiona;plec;zawod;partia;glosy;procent;mandat
2015;11;5;PSL;16;GAJEWSKA;Marta;K;pracownik administracji publicznej;PSL;352;0.10;n
2015;11;5;PSL;17;DANIŁOWICZ;Andrzej;M;kaskader;PSL;340;0.09;n
2015;11;5;PSL;18;KANIA;Małgorzata Anna;K;pracownik samorządowy;PSL;262;0.07;n
2015;11;5;PSL;19;KRAWCZYK;Marek Jan;M;rolnik;PSL;410;0.11;n
2015;11;5;PSL;20;OBIEDZIŃSKA;Iwona Anna;K;zootechnik;PSL;185;0.05;n
2015;11;5;PSL;21;SZYSZKA;Dariusz;M;ogrodnik;PSL;313;0.08;n
2015;11;5;PSL;22;KLIMAS;Jarosław;M;prawnik;PSL;1290;0.35;n
2015;11;5;PSL;23;ZIĘBA-GZIK;Jolanta;K;pedagog;PSL;1625;0.44;n
2015;11;5;PSL;24;SĘCZKOWSKI;Piotr Paweł;M;pracownik administracji samorządowej;PSL;1833;0.50;n
2015;11;6;SLD;1;OLEJNICZAK;Cezary Roman;M;ekonomista;SLD;16163;4.37;n
2015;11;6;SLD;2;SZEWCZYK;Marek Jan;M;inżynier ochrony środowiska;Unia Pracy;746;0.20;n
2015;11;6;SLD;3;HERNAS;Mariola Ewa;K;ekonomista;BEZPARTYJNY;1297;0.35;n
2015;11;6;SLD;4;KRASIŃSKI;Zbigniew Stanisław;M;inżynier elektryk;SLD;1077;0.29;n
2015;11;6;SLD;5;KARPIŃSKI;Marcin;M;adwokat;SLD;1333;0.36;n
2015;11;6;SLD;6;SOLECKA;Kinga Magdalena;K;ekonomista;BEZPARTYJNY;862;0.23;n
2015;11;6;SLD;7;FOKS;Bogusław Bernard;M;inżynier pożarnictwa;BEZPARTYJNY;655;0.18;n
2015;11;6;SLD;8;OCIEPA;Henryk Tomasz;M;politolog;BEZPARTYJNY;472;0.13;n
2015;11;6;SLD;10;PRZYTULSKA;Maria Nina;K;księgowa;BEZPARTYJNY;486;0.13;n
2015;11;6;SLD;11;DIDOWICZ;Anna;K;tłumacz przysięgły;Twój Ruch;632;0.17;n
2015;11;6;SLD;12;KRZESIŃSKA;Grażyna;K;handlowiec;SLD;296;0.08;n
2015;11;6;SLD;13;ROSIAK;Damian;M;doradca finansowy;BEZPARTYJNY;638;0.17;n
2015;11;6;SLD;14;JĘDRYSIAK-URBAŃSKA;Olga;K;historyk;SLD;335;0.09;n
2015;11;6;SLD;15;MOSIŃSKA;Małgorzata Stanisława;K;nauczyciel przedszkola;BEZPARTYJNY;208;0.06;n
2015;11;6;SLD;16;BIRLET;Marcin;M;instruktor nauki jazdy;SLD;315;0.09;n
2015;11;6;SLD;17;CHROSTEK;Anna Jolanta;K;pedagog;BEZPARTYJNY;415;0.11;n
2015;11;6;SLD;18;PŁUCIENNIK;Agnieszka;K;geodeta;SLD;599;0.16;n
2015;11;6;SLD;19;RUDOWSKI;Mirosław Andrzej;M;prawnik;BEZPARTYJNY;41;0.01;n
2015;11;6;SLD;20;LEWANDOWSKA;Bogumiła Elżbieta;K;muzyk;BEZPARTYJNY;387;0.10;n
2015;11;6;SLD;21;PAWLAK;Janusz;M;inżynier rolnictwa;SLD;467;0.13;n
2015;11;6;SLD;22;GOŁUSZKO;Łukasz Kamil;M;inżynier zarządzania produkcją;BEZPARTYJNY;178;0.05;n
2015;11;6;SLD;23;REPCZAŃSKA;Agnieszka Katarzyna;K;technik handlowiec;Twój Ruch;341;0.09;n
2015;11;6;SLD;24;GRYGLEWSKI;Marek Józef;M;ekonomista;SLD;2313;0.63;n
2015;11;7;KUKIZ;1;RZYMKOWSKI;Tomasz Piotr;M;prawnik;BEZPARTYJNY;11977;3.24;t
2015;11;7;KUKIZ;2;OLCZAK;Paweł Zbigniew;M;menedżer;BEZPARTYJNY;3543;0.96;n
2015;11;7;KUKIZ;3;TKACZ;Ryszard Marian;M;inżynier mechanik;BEZPARTYJNY;1792;0.48;n
2015;11;7;KUKIZ;4;KIJAK;Radosław Tomasz;M;operator bloku energetycznego;BEZPARTYJNY;785;0.21;n
2015;11;7;KUKIZ;5;MARCINIAK-SPALENIAK;Julita Jadwiga;K;politolog;BEZPARTYJNY;1156;0.31;n
2015;11;7;KUKIZ;6;GŁADKI;Patrycjusz Jan;M;politolog;BEZPARTYJNY;1312;0.35;n
2015;11;7;KUKIZ;7;ŻYWICA;Marcin Bogdan;M;pracownik samorządowy;BEZPARTYJNY;2101;0.57;n
2015;11;7;KUKIZ;8;JAKÓBEK;Dariusz Wojciech;M;nauczyciel historii;BEZPARTYJNY;1060;0.29;n
2015;11;7;KUKIZ;9;SZCZĘSNA;Milena Barbara;K;bankowiec;BEZPARTYJNY;1982;0.54;n
2015;11;7;KUKIZ;10;KLIMCZAK;Piotr Krzysztof;M;administratywista;BEZPARTYJNY;1632;0.44;n
2015;11;7;KUKIZ;11;BIELECKA;Marzena Edyta;K;przedsiębiorca;BEZPARTYJNY;1094;0.30;n
2015;11;7;KUKIZ;12;MAŁGORZEWICZ;Anita Dorota;K;instruktor terapii uzależnień;BEZPARTYJNY;759;0.21;n
2015;11;7;KUKIZ;13;SNELEWSKI;Bartosz Zbigniew;M;architekt;BEZPARTYJNY;293;0.08;n
2015;11;7;KUKIZ;14;SŁUBIK;Teresa;K;rencistka;BEZPARTYJNY;346;0.09;n
2015;11;7;KUKIZ;15;KAMIŃSKI;Tomasz Andrzej;M;ekonomista;BEZPARTYJNY;1003;0.27;n
2015;11;7;KUKIZ;17;MITKA;Jolanta;K;rolnik;„Samoobrona”;2138;0.58;n
2015;11;8;PETRU;1;ROGALA-LEWICKI;Adam Olgierd;M;nauczyciel akademicki;BEZPARTYJNY;8773;2.37;n
2015;11;8;PETRU;2;BIAŁOBŁOCKI;Tomasz;M;nauczyciel;BEZPARTYJNY;1152;0.31;n
2015;11;8;PETRU;3;SIERADZKI;Marcin Miłosz;M;architekt;BEZPARTYJNY;1376;0.37;n
2015;11;8;PETRU;4;LEWANDOWSKA;Iwona Elżbieta;K;emerytowana policjantka;BEZPARTYJNY;2456;0.66;n
2015;11;8;PETRU;5;LEMAŃSKI;Marian;M;przedsiębiorca;BEZPARTYJNY;698;0.19;n
2015;11;8;PETRU;6;WALASZCZYK-GROSS;Izabela;K;księgowa;BEZPARTYJNY;583;0.16;n
2015;11;8;PETRU;7;LISIAK;Adrian Dariusz;M;student;BEZPARTYJNY;270;0.07;n
2015;11;8;PETRU;8;BŁAŻEJEWICZ;Justyna Anna;K;pracownik fundacji;BEZPARTYJNY;425;0.11;n
2015;11;8;PETRU;9;OGRODOWCZYK;Rafał;M;politolog;BEZPARTYJNY;383;0.10;n
2015;11;8;PETRU;10;DUDKIEWICZ;Beata;K;pracownik fizyczny;BEZPARTYJNY;679;0.18;n
2015;11;8;PETRU;11;BUDA;Jarosław;M;doradca finansowy;BEZPARTYJNY;573;0.15;n
2015;11;8;PETRU;12;MOSZCZYŃSKA;Aneta Elżbieta;K;pracownik fizyczny;BEZPARTYJNY;224;0.06;n
2015;11;8;PETRU;13;STANIOSZ;Piotr Jakub;M;pracownik finansowy;BEZPARTYJNY;213;0.06;n
2015;11;8;PETRU;14;LUBCZYŃSKA;Izabela;K;student;BEZPARTYJNY;276;0.07;n
2015;11;8;PETRU;15;MUSKAŁA;Marcin Łukasz;M;strażnik miejski;BEZPARTYJNY;92;0.02;n
2015;11;8;PETRU;16;WELC;Grażyna Urszula;K;pracownik fizyczny;BEZPARTYJNY;133;0.04;n
2015;11;8;PETRU;17;LAŚKIEWICZ;Damian;M;technik mechanik;BEZPARTYJNY;152;0.04;n
2015;11;8;PETRU;18;KOPROWSKI;Piotr Rafał;M;przedsiębiorca;BEZPARTYJNY;200;0.05;n
2015;11;8;PETRU;19;GÓRCZYŃSKI;Tomasz;M;rolnik;BEZPARTYJNY;1023;0.28;n
2015;11;10;STONOGA;1;BĄBRYCH;Bartosz;M;przedsiębiorca;BEZPARTYJNY;807;0.22;n
2015;11;10;STONOGA;2;ŻÓŁTOWSKI;Tomasz Edmund;M;serwisant kas fiskalnych;BEZPARTYJNY;107;0.03;n
2015;11;10;STONOGA;3;KIESZKOWSKI;Marcin;M;telemarketer;BEZPARTYJNY;110;0.03;n
2015;11;10;STONOGA;4;WAWROWSKI;Mateusz Artur;M;technik elektryk;BEZPARTYJNY;44;0.01;n
2015;11;10;STONOGA;5;MATUSZCZAK;Krzysztof;M;monter mechatroniki;BEZPARTYJNY;69;0.02;n
2015;11;10;STONOGA;6;DOMAGALSKI;Michał;M;serwisant kas fiskalnych;BEZPARTYJNY;100;0.03;n
2015;11;10;STONOGA;7;BEDNAREK;Ewa Marianna;K;pracownik produkcji;BEZPARTYJNY;96;0.03;n
2015;11;10;STONOGA;8;MATUSZCZYK;Adam Krzysztof;M;spawacz;BEZPARTYJNY;63;0.02;n
2015;11;10;STONOGA;9;KNOPIK;Sylwia Magdalena;K;studentka;BEZPARTYJNY;63;0.02;n
2015;11;10;STONOGA;10;WAWROWSKI;Robert Romuald;M;spawacz dozorowy;BEZPARTYJNY;23;0.01;n
2015;11;10;STONOGA;11;SZYMAŃSKA;Katarzyna Marta;K;sprzedawca;BEZPARTYJNY;77;0.02;n
2015;11;10;STONOGA;12;SIATKOWSKI;Kamil;M;technik elektryk;BEZPARTYJNY;57;0.02;n
2015;11;10;STONOGA;13;PACZKOWSKA;Karolina Paulina;K;asystentka zarządu;BEZPARTYJNY;53;0.01;n
2015;11;10;STONOGA;14;FOLWARCZYK;Sylwia;K;pedagog;BEZPARTYJNY;49;0.01;n
2015;11;10;STONOGA;15;ROBASZEK;Dominik Mateusz;M;student;BEZPARTYJNY;28;0.01;n
2015;11;10;STONOGA;16;WAWROWSKA;Katarzyna;K;inżynier zarządzania;BEZPARTYJNY;21;0.01;n
2015;11;10;STONOGA;17;BEDNAREK;Żaneta Maria;K;pracownik produkcji;BEZPARTYJNY;23;0.01;n
2015;11;10;STONOGA;18;OCIEPA;Magdalena Joanna;K;sprzedawczyni kosmetyków;BEZPARTYJNY;37;0.01;n
2015;11;10;STONOGA;19;JÓREK;Sebastian;M;technik rolnik;BEZPARTYJNY;36;0.01;n
2015;11;10;STONOGA;20;BĄBRYCH;Natalia Maria;K;przedsiębiorca;BEZPARTYJNY;42;0.01;n
2015;11;13;Samoobrona;1;URBANIAK;Andrzej;M;technik budowlany;„Samoobrona”;208;0.06;n
2015;11;13;Samoobrona;2;MIŁEK;Genowefa Helena;K;rolnik;„Samoobrona”;58;0.02;n
2015;11;13;Samoobrona;3;PRZESPOLEWSKI;Jerzy Marek;M;technik mechanik;„Samoobrona”;90;0.02;n
2015;11;13;Samoobrona;4;KAŹMIERSKI;Józef;M;technik rolnik;„Samoobrona”;22;0.01;n
2015;11;13;Samoobrona;5;ŁOJKO;Elżbieta Małgorzata;K;nauczyciel;„Samoobrona”;14;0.00;n
2015;11;13;Samoobrona;7;KUŹNIK;Magdalena Maria;K;inżynier budowlany;„Samoobrona”;26;0.01;n
2015;11;13;Samoobrona;8;GAWLIK;Czesław Kazimierz;M;inżynier rolnik;„Samoobrona”;20;0.01;n
2015;11;13;Samoobrona;9;WIEDEŃSKA;Honorata;K;technik rolnik;„Samoobrona”;15;0.00;n
2015;11;13;Samoobrona;10;KUBIAK;Lesław Marek;M;technik mechanik;„Samoobrona”;18;0.00;n
2015;11;13;Samoobrona;12;ZAKRĘTA;Kazimierz;M;ekonomista;„Samoobrona”;11;0.00;n
2015;11;13;Samoobrona;13;WRÓBEL;Julita Katarzyna;K;socjolog;BEZPARTYJNY;29;0.01;n
2015;11;13;Samoobrona;14;RATAJCZYK;Janusz Ireneusz;M;technik mechanik;„Samoobrona”;14;0.00;n
2015;11;13;Samoobrona;15;BORECKA;Justyna Bogumiła;K;technik ekonomista;BEZPARTYJNY;17;0.00;n
2015;11;13;Samoobrona;16;WÓJCIK;Jakub;M;dekarz;BEZPARTYJNY;30;0.01;n
2015;11;13;Samoobrona;17;WIĘCKOWSKI;Henryk Bogdan;M;inżynier elektryk;BEZPARTYJNY;8;0.00;n
2015;11;13;Samoobrona;18;GOŁĘBIOWSKA;Ewa Helena;K;szwaczka;BEZPARTYJNY;19;0.01;n
2015;11;13;Samoobrona;19;BOLIMOWSKI;Grzegorz Jan;M;elektromechanik urządzeń chłodniczych;BEZPARTYJNY;2;0.00;n
2015;11;13;Samoobrona;20;KOPROWSKI;Robert Ryszard;M;technik budowlany;BEZPARTYJNY;6;0.00;n
2015;11;13;Samoobrona;21;WAŚKIEWICZ;Jarosław Mikołaj;M;technik budowlany;BEZPARTYJNY;1;0.00;n
2015;11;13;Samoobrona;22;PIŁATOWSKI;Piotr Krzysztof;M;student;„Samoobrona”;22;0.01;n
2015;11;13;Samoobrona;23;SZYMAŃSKA;Marlena;K;administratywista;BEZPARTYJNY;82;0.02;n
2015;11;14;BRAUN;1;KAŹMIERCZAK;Marek Zbigniew;M;nauczyciel akademicki - nauki chemiczne;BEZPARTYJNY;277;0.07;n
2015;11;14;BRAUN;2;MARCINIAK;Wiesław;M;inżynier elektronik;BEZPARTYJNY;47;0.01;n
2015;11;14;BRAUN;3;KOCZUR;Marian Józef;M;architekt;SolidarnaPolska;38;0.01;n
2015;11;14;BRAUN;4;KOKOSZKA;Józef;M;rolnik;BEZPARTYJNY;50;0.01;n
2015;11;14;BRAUN;5;WIDERSKI;Ireneusz Kazimierz;M;elektryk;BEZPARTYJNY;21;0.01;n
2015;11;14;BRAUN;6;PIECZEWSKI;Krzysztof;M;rolnik;BEZPARTYJNY;14;0.00;n
2015;11;14;BRAUN;7;MARCZAK;Marzena Teresa;K;technik logistyk;BEZPARTYJNY;91;0.02;n
2015;11;14;BRAUN;8;JANICKA;Aleksandra Józefa;K;księgowa;BEZPARTYJNY;43;0.01;n
2015;11;14;BRAUN;9;BOJSKI;Piotr Maksymilian;M;inżynier transportu drogowego;BEZPARTYJNY;68;0.02;n
2015;11;14;BRAUN;10;PAŃCZAK;Łukasz Bogumił;M;rolnik;BEZPARTYJNY;39;0.01;n
2015;11;14;BRAUN;11;TOMASZEWSKI;Bogdan;M;technik chłodnictwa i klimatyzacji;Stronnictwo Narodowe im. Dmowskiego Romana;27;0.01;n
2015;11;14;BRAUN;12;KOMAREWSKA;Beata;K;technik administracji;BEZPARTYJNY;28;0.01;n
2015;11;14;BRAUN;13;KURDYK;Jan;M;rolnik;BEZPARTYJNY;27;0.01;n
2015;11;14;BRAUN;14;DĄBROWSKA;Mariola;K;pedagog;BEZPARTYJNY;42;0.01;n
2015;11;14;BRAUN;15;WALCZAK;Bernadeta;K;fryzjer;BEZPARTYJNY;26;0.01;n
2015;11;14;BRAUN;16;MALINOWSKA;Maria Jolanta;K;poeta;BEZPARTYJNY;66;0.02;n
2015;11;14;BRAUN;17;WITCZAK;Jacek Jan;M;rolnik;BEZPARTYJNY;18;0.00;n
2015;11;14;BRAUN;18;MITRĘGA;Elżbieta Bronisława;K;technik ekonomista;BEZPARTYJNY;67;0.02;n
2015;12;1;PiS;1;SZYDŁO;Beata Maria;K;parlamentarzysta;PiS;96127;35.40;t
2015;12;1;PiS;2;POLAK;Marek Władysław;M;technik mechanik;PiS;3345;1.23;t
2015;12;1;PiS;3;SZLACHETKA;Jarosław Piotr;M;nauczyciel;PiS;9142;3.37;t
2015;12;1;PiS;4;KOZIK;Krzysztof Janusz;M;inżynier górnik górnictwa węgla kamiennego;PiS;2524;0.93;n
2015;12;1;PiS;5;JURZAK;Jarosław Ludwik;M;pracownik samorządowy;PiS;2444;0.90;n
2015;12;1;PiS;6;FILIPIAK;Ewa Maria;K;inżynier energetyk;PiS;3915;1.44;t
2015;12;1;PiS;7;KASPEREK;Krzysztof;M;politolog;PiS;1414;0.52;n
2015;12;1;PiS;8;HAJOS;Sławomir Paweł;M;technik pożarnictwa;PiS;2734;1.01;n
2015;12;1;PiS;9;TRZASKA;Janina;K;nauczyciel;PiS;367;0.14;n
2015;12;1;PiS;10;BIERNAT;Zbigniew Stanisław;M;burmistrz;PiS;3644;1.34;t
2015;12;1;PiS;11;MAJKA;Jolanta Maria;K;technik rolnik;PiS;706;0.26;n
2015;12;1;PiS;12;KRYSTIAN;Mariusz Tomasz;M;wójt gminy;PiS;1199;0.44;n
2015;12;1;PiS;13;ŁAGOSZ-MIROCHA;Stanisława Maria;K;ekonomista;PiS;188;0.07;n
2015;12;1;PiS;14;SPANNBAUER;Tomasz Piotr;M;politolog;PiS;1496;0.55;n
2015;12;1;PiS;15;RAPACZ;Anna Emilia;K;nauczyciel nauczania początkowego;BEZPARTYJNY;1578;0.58;n
2015;12;1;PiS;16;KACZYŃSKI;Filip Roman;M;parlamentarzysta;PiS;2390;0.88;n
2015;12;2;PO;1;SOWA;Marek Jan;M;ekonomista;PO;20867;7.68;t
2015;12;2;PO;2;NIEDZIELA;Dorota;K;lekarz weterynarii;PO;7967;2.93;t
2015;12;2;PO;3;MACIASZEK;Robert Tomasz;M;prawnik;PO;7393;2.72;n
2015;12;2;PO;4;BOBOWSKA;Joanna Grażyna;K;dziennikarka;PO;4403;1.62;n
2015;12;2;PO;5;KOŹBIAŁ;Maciej Józef;M;przedsiębiorca;PO;3727;1.37;n
2015;12;2;PO;6;LICHOSYT;Stanisław;M;technik budowlany;BEZPARTYJNY;1988;0.73;n
2015;12;2;PO;7;GĘBALA;Bartłomiej Łukasz;M;urzędnik samorządowy;PO;1379;0.51;n
2015;12;2;PO;8;SZEWCZYK;Piotr Paweł;M;pracownik samorządowy;PO;1153;0.42;n
2015;12;2;PO;9;KALEMBA;Urszula Maria;K;magister pielęgniarstwa;BEZPARTYJNY;763;0.28;n
2015;12;2;PO;10;KAJDAS;Wojciech Marek;M;magister inżynier elektroniki;PO;920;0.34;n
2015;12;2;PO;11;ŻAK;Sylwia Urszula;K;dyrektor;PO;929;0.34;n
2015;12;2;PO;12;PADLIKOWSKA-LEŚNIAK;Hanna Łucja;K;politolog;PO;260;0.10;n
2015;12;2;PO;13;JOŃCZYK;Zofia Anna;K;specjalista ds. księgowości;BEZPARTYJNY;805;0.30;n
2015;12;2;PO;14;SOKOŁOWSKA-GAWROŃSKA;Magdalena Maria;K;aktorka;BEZPARTYJNY;263;0.10;n
2015;12;2;PO;15;PRZYSTAŁ;Lucyna;K;przedsiębiorca;BEZPARTYJNY;377;0.14;n
2015;12;2;PO;16;ŻAK;Tomasz;M;prawnik;BEZPARTYJNY;2260;0.83;n
2015;12;3;PRAZEM;1;SZYMAŃSKA;Monika Anna;K;psycholog;PRAZEM;4952;1.82;n
2015;12;3;PRAZEM;2;KOWALÓWKA;Michał Grzegorz;M;pracownik naukowy;PRAZEM;836;0.31;n
2015;12;3;PRAZEM;3;BERYT;Alicja Joanna;K;grafik;BEZPARTYJNY;452;0.17;n
2015;12;3;PRAZEM;4;ACHINGER;Piotr Tytus;M;pracownik naukowy;PRAZEM;730;0.27;n
2015;12;3;PRAZEM;5;DERDA;Katarzyna Ewa;K;redaktor;PRAZEM;448;0.16;n
2015;12;3;PRAZEM;6;CZYŻYK;Szymon Aleksander;M;historyk;PRAZEM;366;0.13;n
2015;12;3;PRAZEM;7;BURZAWA;Halina Maria;K;specjalista administracji;PRAZEM;212;0.08;n
2015;12;3;PRAZEM;8;GUGAŁO;Andrzej Witold;M;biolog;PRAZEM;175;0.06;n
2015;12;3;PRAZEM;9;KUBAT;Katarzyna Ewa;K;antropolog;PRAZEM;347;0.13;n
2015;12;3;PRAZEM;10;HAŁUN;Jakub Henryk;M;programista aplikacji;PRAZEM;322;0.12;n
2015;12;4;KORWiN;1;KRAWCZYK;Emil Piotr;M;inżynier budownictwa;KORWiN: Koalicja Odnowy Rzeczypospolitej Wolność i Nadzieja;6503;2.39;n
2015;12;4;KORWiN;2;ŚLUSARCZYK;Michał Daniel;M;przedsiębiorca;KORWiN: Koalicja Odnowy Rzeczypospolitej Wolność i Nadzieja;1244;0.46;n
2015;12;4;KORWiN;3;WYPARTOWICZ;Bartłomiej Grzegorz;M;dziennikarz;KORWiN: Koalicja Odnowy Rzeczypospolitej Wolność i Nadzieja;664;0.24;n
2015;12;4;KORWiN;4;MYDLARZ;Mateusz Franciszek;M;przedsiębiorca;KORWiN: Koalicja Odnowy Rzeczypospolitej Wolność i Nadzieja;450;0.17;n
2015;12;4;KORWiN;5;SKWARCZYŃSKA;Katarzyna Anna;K;przedsiębiorca;BEZPARTYJNY;514;0.19;n
2015;12;4;KORWiN;6;MANDZIEJ;Anna Zofia;K;przedsiębiorca;BEZPARTYJNY;206;0.08;n
2015;12;4;KORWiN;7;BABECKI;Tomasz Zdzisław;M;informatyk;BEZPARTYJNY;272;0.10;n
2015;12;4;KORWiN;8;SZUSTER;Piotr Andrzej;M;informatyk;KORWiN: Koalicja Odnowy Rzeczypospolitej Wolność i Nadzieja;424;0.16;n
2015;12;4;KORWiN;9;CZACHUR;Adam Aleksander;M;sztygar zmianowy;KORWiN: Koalicja Odnowy Rzeczypospolitej Wolność i Nadzieja;202;0.07;n
2015;12;4;KORWiN;10;KRAWIEC;Wojciech Piotr;M;magazynier;BEZPARTYJNY;304;0.11;n
2015;12;4;KORWiN;11;ZASŁONA;Katarzyna;K;animatorka;BEZPARTYJNY;238;0.09;n
2015;12;4;KORWiN;12;MIROCHA;Justyna Marzena;K;pracownik produkcji;BEZPARTYJNY;194;0.07;n
2015;12;4;KORWiN;13;KOWAL;Melania Teresa;K;modelka;BEZPARTYJNY;190;0.07;n
2015;12;4;KORWiN;14;TROJAK;Szymon Piotr;M;magazynier;KORWiN: Koalicja Odnowy Rzeczypospolitej Wolność i Nadzieja;214;0.08;n
2015;12;4;KORWiN;15;MOTYSIA;Agata Ewa;K;przedsiębiorca;BEZPARTYJNY;130;0.05;n
2015;12;4;KORWiN;16;MYDLARZ;Tomasz Józef;M;technik elektryk;BEZPARTYJNY;340;0.13;n
2015;12;5;PSL;1;KAŁA;Józef;M;inżynier hutnik;PSL;2397;0.88;n
2015;12;5;PSL;2;CZAICKI;Ryszard;M;inżynier rolnik;PSL;1569;0.58;n
2015;12;5;PSL;3;BUDKA;Józef;M;ekonomista;PSL;728;0.27;n
2015;12;5;PSL;4;JOPEK;Bożena Halina;K;nauczyciel;PSL;491;0.18;n
2015;12;5;PSL;5;DUDZIK;Józef;M;rolnik;PSL;508;0.19;n
2015;12;5;PSL;6;ŁYSOŃ;Leszek;M;technik mechanik;PSL;478;0.18;n
2015;12;5;PSL;7;SZCZYGIEŁ;Elżbieta Teresa;K;socjolog;BEZPARTYJNY;237;0.09;n
2015;12;5;PSL;8;KLIMOWSKA-BOBULA;Edyta Katarzyna;K;nauczyciel;PSL;290;0.11;n
2015;12;5;PSL;9;HYJEK;Ewa Maria;K;pedagog;PSL;160;0.06;n
2015;12;5;PSL;10;OKOCZUK;Jarosław Anatol;M;ekonomista;PSL;255;0.09;n
2015;12;5;PSL;11;JAKUBOWSKI;Tomasz Marek;M;nauczyciel;PSL;181;0.07;n
2015;12;5;PSL;12;WARTA;Stanisława;K;politolog;PSL;159;0.06;n
2015;12;5;PSL;13;MATUSIAK;Małgorzata Maria;K;inżynier zootechnik;PSL;169;0.06;n
2015;12;5;PSL;14;JAROSZ;Daniel Janusz;M;inżynier mechanik;BEZPARTYJNY;100;0.04;n
2015;12;5;PSL;15;WIŚNIEWSKA;Beata Barbara;K;nauczyciel;PSL;189;0.07;n
2015;12;5;PSL;16;SAWICKI;Stefan Marian;M;inżynier ochrony środowiska;BEZPARTYJNY;315;0.12;n
2015;12;6;SLD;1;PIĄTKOWSKA;Zdzisława Alicja;K;inżynier budownictwa wodnego;Twój Ruch;4310;1.59;n
2015;12;6;SLD;2;RYDZOŃ;Stanisław;M;radca prawny;SLD;4756;1.75;n
2015;12;6;SLD;3;TALAGA;Halina;K;ekonomista;SLD;1164;0.43;n
2015;12;6;SLD;4;BIELAT;Maciej;M;informatyk;Zieloni;472;0.17;n
2015;12;6;SLD;5;SARLEJ;Wit Mateusz;M;dyrektor gimnazjum;SLD;625;0.23;n
2015;12;6;SLD;6;WRZEŚNIEWSKI;Janusz Jarosław;M;elektronik samochodowy;Twój Ruch;202;0.07;n
2015;12;6;SLD;7;LUKS;Edyta Kazimiera;K;przedsiębiorca;Twój Ruch;244;0.09;n
2015;12;6;SLD;8;NAZAROWSKI;Marek Piotr;M;górnik;Twój Ruch;183;0.07;n
2015;12;6;SLD;9;DRAB;Szymon Przemysław;M;inżynier bhp;SLD;152;0.06;n
2015;12;6;SLD;10;REJDYCH;Paweł;M;technik elektroenergetyk;SLD;572;0.21;n
2015;12;6;SLD;11;ZIOBRO;Alicja;K;emeryt;SLD;244;0.09;n
2015;12;6;SLD;12;SCĄBER;Marta Beata;K;technik telekomunikacji;BEZPARTYJNY;291;0.11;n
2015;12;6;SLD;13;SYGNAT;Mirosław Zenon;M;handlowiec;Twój Ruch;240;0.09;n
2015;12;6;SLD;14;MATUSZEWSKA;Franciszka Julia;K;emeryt;SLD;281;0.10;n
2015;12;6;SLD;15;BARTYZEL;Roman Stanisław;M;technik mechanik;SLD;231;0.09;n
2015;12;6;SLD;16;ŁAKOMY;Barbara Maria;K;ekonomista;BEZPARTYJNY;506;0.19;n
2015;12;7;KUKIZ;1;BRYNKUS;Józef;M;historyk - nauczyciel akademicki;BEZPARTYJNY;8615;3.17;t
2015;12;7;KUKIZ;2;SZOT;Radosław Paweł;M;prawnik;BEZPARTYJNY;3474;1.28;n
2015;12;7;KUKIZ;3;ZAWADZKI;Grzegorz Roman;M;socjolog;BEZPARTYJNY;1308;0.48;n
2015;12;7;KUKIZ;4;LECIEJEWSKA;Agnieszka;K;hotelarz;BEZPARTYJNY;1523;0.56;n
2015;12;7;KUKIZ;5;KASPRZAK;Kamil Mateusz;M;student prawa;BEZPARTYJNY;1109;0.41;n
2015;12;7;KUKIZ;6;KOŁODZIEJCZYK;Dariusz Antoni;M;ekonomista;BEZPARTYJNY;986;0.36;n
2015;12;7;KUKIZ;7;CHORĄŻY;Rafał Adrian;M;student;BEZPARTYJNY;1316;0.48;n
2015;12;7;KUKIZ;8;KIERPIEC;Daniel Józef;M;prawnik;BEZPARTYJNY;554;0.20;n
2015;12;7;KUKIZ;9;MACIEJOWSKA;Kinga Katarzyna;K;politolog;BEZPARTYJNY;1284;0.47;n
2015;12;7;KUKIZ;10;KARCZ-ZIELIŃSKA;Ada Dorota;K;fotografik-grafik;BEZPARTYJNY;863;0.32;n
2015;12;7;KUKIZ;11;MAJCHERCZYK;Andżelika Sylwia;K;nauczyciel wychowania przedszkolnego;BEZPARTYJNY;513;0.19;n
2015;12;7;KUKIZ;12;MITKA;Mariola Beata;K;marketingowiec;BEZPARTYJNY;578;0.21;n
2015;12;7;KUKIZ;13;BALIŚ;Monika Katarzyna;K;psycholog;BEZPARTYJNY;611;0.22;n
2015;12;7;KUKIZ;14;ZGRZYWA;Krzysztof Adam;M;inżynier budownictwa lądowego;Prawica Rzeczypospolitej;817;0.30;n
2015;12;8;PETRU;1;MIKLASZEWSKA;Anna Maria;K;przedsiębiorca;BEZPARTYJNY;6375;2.35;n
2015;12;8;PETRU;2;TOMASZEWSKI;Tomasz Andrzej;M;prawnik;BEZPARTYJNY;2355;0.87;n
2015;12;8;PETRU;3;JANAS;Paweł Michał;M;pracownik administracyjny;BEZPARTYJNY;1269;0.47;n
2015;12;8;PETRU;4;CHOWANIEC;Michał;M;przedstawiciel medyczny;BEZPARTYJNY;1038;0.38;n
2015;12;8;PETRU;5;AMBROŻY;Radosław Bartosz;M;przedsiębiorca;BEZPARTYJNY;867;0.32;n
2015;12;8;PETRU;6;MOSTOWIK;Grażyna;K;ekonomistka;BEZPARTYJNY;484;0.18;n
