Komitet;Typ;Pozycja;Nazwisko;Imiona;Plec;Partia;Zawod
PSL;KWPP;5;PÓŁCHŁOPEK;Małgorzata Krystyna;Kobieta;BEZP;inżynier budownictwa
PSL;KWPP;6;KIEŁBASA;Katarzyna Maria;Kobieta;PSL;radca prawny
PSL;KWPP;7;BARAN;Grzegorz;Mężczyzna;PSL;nauczyciel
PSL;KWPP;8;PALUCH;Przemysław Marcin;Mężczyzna;BEZP;inżynier leśnik
PSL;KWPP;9;BIAŁOŃ;Maria Barbara;Kobieta;PSL;emeryt
PSL;KWPP;10;BARNA;Andrzej;Mężczyzna;PSL;rolnik
PSL;KWPP;11;JANUS;Mirosław Stanisław;Mężczyzna;PSL;betoniarz
PSL;KWPP;12;BĄK;Maria;Kobieta;BEZP;księgowa
PSL;KWPP;13;POPŁAWSKA;Irena Barbara;Kobieta;PSL;ekonomista
PSL;KWPP;14;GRABSKA;Wioletta Dorota;Kobieta;BEZP;specjalista do spraw marketingu
PSL;KWPP;15;FILAS;Krzysztof;Mężczyzna;BEZP;przedsiębiorca
PSL;KWPP;16;TYLKA;Maria;Kobieta;PSL;emeryt
PSL;KWPP;17;RAPCIAK;Hubert Jan;Mężczyzna;PSL;technik budownictwa
PSL;KWPP;18;WÓJCIAK;Małgorzata;Kobieta;PSL;krawcowa
PSL;KWPP;19;CZARNECKI;Rafał Marcin;Mężczyzna;BEZP;programista
PSL;KWPP;20;PASOŃ;Stanisław Wojciech;Mężczyzna;PSL;technik mechanizacji rolnictwa
SLD;KWPP;1;BOCHEŃSKI;Jakub Józef;Mężczyzna;Wiosna;ekonomista
SLD;KWPP;2;ŻYTKOWICZ;Barbara Aleksandra;Kobieta;BEZP;przedsiębiorca
SLD;KWPP;3;JAKOWICKA;Zuzanna Katarzyna;Kobieta;LRazem;psycholog
SLD;KWPP;4;PLATO;Henryk;Mężczyzna;SLD;emeryt
SLD;KWPP;5;CZERSKA;Beata Katarzyna;Kobieta;BEZP;inżynier elektryk
SLD;KWPP;6;DRZEWIŃSKA;Marzena Beata;Kobieta;BEZP;historyk sztuki
SLD;KWPP;7;ORZECHOWSKI;Eugeniusz;Mężczyzna;BEZP;emeryt
SLD;KWPP;8;CEMPA-PULIT;Grażyna;Kobieta;BEZP;nauczyciel
SLD;KWPP;9;REICHERT;Jolanta Maria;Kobieta;BEZP;przedsiębiorca
SLD;KWPP;10;GĄSIENICA-DANIEL;Stanisław;Mężczyzna;SLD;emeryt
SLD;KWPP;11;ALCHOWŚKA;Maria Jolanta;Kobieta;LRazem;pielęgniarka
SLD;KWPP;12;SMOLEŃ;Iwona Anna;Kobieta;BEZP;pielęgniarka
SLD;KWPP;13;KOŁODZIEJ;Łukasz;Mężczyzna;BEZP;opiekun medyczny
SLD;KWPP;14;KĘSKA;Bartosz Czesław;Mężczyzna;BEZP;analityk finansowy
SLD;KWPP;15;ŻYLIŃSKA;Jolanta Aleksandra;Kobieta;BEZP;emeryt
SLD;KWPP;16;DŁUGOSZ;Krzysztof;Mężczyzna;BEZP;telemarketer
SLD;KWPP;17;PIOTROWSKA;Danuta;Kobieta;BEZP;pielęgniarka
SLD;KWPP;18;MAJERCZAK-KIESZKOWSKA;Magdalena;Kobieta;BEZP;pielęgniarka
SLD;KWPP;19;SZLAGOWSKA-BUDACZ;Dorota Ewa;Kobieta;LRazem;projektant
KONFEDERACJA;KWPP;1;SKUPIEŃ;Andrzej;Mężczyzna;BEZP;audytor systemów informatycznych
KONFEDERACJA;KWPP;2;GŁĄB;Rafał Grzegorz;Mężczyzna;RuchNarodowy;przedsiębiorca
KONFEDERACJA;KWPP;3;MATONOG;Marzena Maria;Kobieta;członek partii politycznej: Zjednoczenie Chrześcijańskich Rodzin;przedsiębiorca
KONFEDERACJA;KWPP;4;WOJTYCZKA;Kamil Józef;Mężczyzna;BEZP;malarz-tapeciarz
KONFEDERACJA;KWPP;5;MAŚLANKA;Halina Sylwia;Kobieta;BEZP;doradca ubezpieczeniowy
KONFEDERACJA;KWPP;6;LACHNER;Krystian Wojciech;Mężczyzna;RuchNarodowy;monter stolarki budowlanej
KONFEDERACJA;KWPP;7;BALCERAK;Alicja Barbara;Kobieta;BEZP;przedsiębiorca
KONFEDERACJA;KWPP;8;LAZAR;Radosław Ryszard;Mężczyzna;BEZP;technik budowlany
KONFEDERACJA;KWPP;9;WILK;Ryszard Jakub;Mężczyzna;Korwin;przedsiębiorca
KONFEDERACJA;KWPP;10;CZOSNOWSKI;Radosław Maria;Mężczyzna;Korwin;lekarz - specjalista medycyny paliatywnej
KONFEDERACJA;KWPP;11;BOŻYK;Mariusz Stanisław;Mężczyzna;Korwin;technik informatyk
KONFEDERACJA;KWPP;12;MATUSIK;Sylwester Andrzej;Mężczyzna;BEZP;technik automatyk
KONFEDERACJA;KWPP;13;MAZGAJ;Marcin Jan;Mężczyzna;Korwin;student
KONFEDERACJA;KWPP;14;KRÓL;Marcin;Mężczyzna;BEZP;aktor
KONFEDERACJA;KWPP;15;JASKÓŁKA;Wojciech Piotr;Mężczyzna;RuchNarodowy;ekonomista
KONFEDERACJA;KWPP;16;FLOREK;Karolina Agnieszka;Kobieta;BEZP;rolnik
KONFEDERACJA;KWPP;17;LIS;Maria Magdalena;Kobieta;BEZP;student
KONFEDERACJA;KWPP;18;TYLISZCZAK-SŁYŚ;Małgorzata Stanisława;Kobieta;BEZP;nauczyciel
KONFEDERACJA;KWPP;19;SZTERLEJA-BELDA;Barbara Maria;Kobieta;BEZP;historyk
KONFEDERACJA;KWPP;20;DOBROWOLSKI;Stanisław;Mężczyzna;BEZP;matematyk
KOBW;KKW;1;MARCZUŁAJTIS-WALCZAK;Jagna Kinga;Kobieta;PORP;trener sportowy
KOBW;KKW;2;CZERWIŃSKI;Andrzej Stanisław;Mężczyzna;PORP;inżynier elektryk
KOBW;KKW;3;FOGLER;Marta Halina;Kobieta;PORP;filolog
KOBW;KKW;4;KOCHAN;Witold Zygmunt;Mężczyzna;PORP;socjolog
KOBW;KKW;5;RUCHAŁA;Elżbieta Joanna;Kobieta;Nowoczesna;adwokat
KOBW;KKW;6;MUSIAŁ;Piotr Tomasz;Mężczyzna;BEZP;ślusarz
KOBW;KKW;7;OLSZYŃSKI;Waldemar Paweł;Mężczyzna;PORP;nauczyciel
KOBW;KKW;8;LEHNER;Sylwia Beata;Kobieta;BEZP;trener osobisty
KOBW;KKW;9;JANCZAK;Marek Józef;Mężczyzna;BEZP;inżynier mechanik
KOBW;KKW;10;KARPIEL;Jan Bolesław;Mężczyzna;BEZP;architekt
KOBW;KKW;11;CYMER;Janusz Ryszard;Mężczyzna;PORP;ekonomista
KOBW;KKW;12;SPRAWKA-BAZYDŁO;Maria Anna;Kobieta;PORP;historyk sztuki
KOBW;KKW;13;WĄSOWSKA-SCHIRMER;Halina Maria;Kobieta;PORP;terapeuta zajęciowy
KOBW;KKW;14;PACHNIOWSKI;Bogusław Tadeusz;Mężczyzna;PORP;nauczyciel
KOBW;KKW;15;CICHAŃSKA;Barbara Grażyna;Kobieta;BEZP;pielęgniarka
KOBW;KKW;16;LOREK;Andrzej;Mężczyzna;PORP;ślusarz
KOBW;KKW;17;PATER;Stanisław;Mężczyzna;Zieloni;chemik
KOBW;KKW;18;BALCERZYK;Danuta Anna;Kobieta;PORP;nauczyciel
KOBW;KKW;19;GWÓŹDŹ;Jacek Józef;Mężczyzna;Nowoczesna;programista aplikacji
KOBW;KKW;20;MAJKA;Jerzy Stanisław;Mężczyzna;BEZP;menedżer produktu
KONFEDERACJA;KWPP;1;KWAŚNIAK;Czesław Alfred;Mężczyzna;członek partii politycznej: Zjednoczenie Chrześcijańskich Rodzin;ekonomista
KONFEDERACJA;KWPP;2;MACOŃ;Radosław Michał;Mężczyzna;Korwin;inżynier geodeta
KONFEDERACJA;KWPP;3;WÓJCIKIEWICZ;Konrad Mariusz;Mężczyzna;RuchNarodowy;agent ubezpieczeniowy
KONFEDERACJA;KWPP;4;ŁACH;Barbara Janina;Kobieta;BEZP;pielęgniarka
KONFEDERACJA;KWPP;5;POCIĘGIEL;Grzegorz Wojciech;Mężczyzna;BEZP;ekonomista
KONFEDERACJA;KWPP;6;SZUBA;Andrzej Piotr;Mężczyzna;BEZP;rolnik
KONFEDERACJA;KWPP;7;SMOŁA;Agata Magdalena;Kobieta;BEZP;lekarz stomatolog
KONFEDERACJA;KWPP;8;JEZIOREK;Ewelina Anna;Kobieta;RuchNarodowy;pedagog
KONFEDERACJA;KWPP;9;MUCHA;Marta Magdalena;Kobieta;BEZP;handlowiec
KONFEDERACJA;KWPP;10;LECHOWICZ;Maria Barbara;Kobieta;BEZP;przedsiębiorca
KONFEDERACJA;KWPP;11;STACHOWICZ;Kamil;Mężczyzna;RuchNarodowy;tłumacz języków obcych
KONFEDERACJA;KWPP;12;BORYCZKA;Alina Barbara;Kobieta;BEZP;przedsiębiorca
KONFEDERACJA;KWPP;13;SERAFIN;Karol Zygmunt;Mężczyzna;BEZP;geodeta
KONFEDERACJA;KWPP;14;SOSIN;Maciej Zbigniew;Mężczyzna;BEZP;inżynier elektronik
KONFEDERACJA;KWPP;15;NOWAK;Jadwiga Maria;Kobieta;BEZP;pielęgniarka
KONFEDERACJA;KWPP;16;NIEDZIUŁKA;Bartłomiej Bogusław;Mężczyzna;BEZP;student
KONFEDERACJA;KWPP;17;GAGATEK;Krzysztof Grzegorz;Mężczyzna;BEZP;ekonomista
PiS;KWPP;1;PIECZARKA;Anna Maria;Kobieta;PiS;przedstawiciel władzy samorządowej
PiS;KWPP;2;SZCZUREK-ŻELAZKO;Józefa;Kobieta;PiS;menedżer ochrony zdrowia
PiS;KWPP;3;WOJTKIEWICZ;Michał Jan;Mężczyzna;PiS;parlamentarzysta
PiS;KWPP;4;RUSECKA;Urszula Beata;Kobieta;PiS;parlamentarzysta
PiS;KWPP;5;KRAJEWSKI;Wiesław;Mężczyzna;PiS;parlamentarzysta
PiS;KWPP;6;SAK;Piotr Paweł;Mężczyzna;SolidarnaPolska;adwokat
PiS;KWPP;7;CZECH;Anna Małgorzata;Kobieta;PiS;dyrektor generalny
PiS;KWPP;8;BUKOWIEC;Stanisław Marcin;Mężczyzna;PorozumienieJarosławaGowina;przedsiębiorca
PiS;KWPP;9;ZAJĄC;Mariusz Artur;Mężczyzna;PiS;pedagog resocjalizacji
PiS;KWPP;10;KACZMARCZYK;Norbert Jakub;Mężczyzna;BEZP;parlamentarzysta
PiS;KWPP;11;SORYS;Jarosław Jan;Mężczyzna;PiS;kierownik magazynu
PiS;KWPP;12;WAJDA;Piotr;Mężczyzna;BEZP;kierownik biura rachunkowego
PiS;KWPP;13;JACEWICZ;Celina Joanna;Kobieta;PiS;nauczyciel
PiS;KWPP;14;JAŚKO;Małgorzata Anna;Kobieta;BEZP;nauczyciel
PiS;KWPP;15;KOPCZYŃSKA;Magdalena Anna;Kobieta;PiS;ogrodnik
PiS;KWPP;16;ŻUROWSKI;Kazimierz Józef;Mężczyzna;PiS;nauczyciel
PiS;KWPP;17;PIETRUSZKA;Dariusz Piotr;Mężczyzna;PiS;politolog
PiS;KWPP;18;SKRUCH;Wojciech;Mężczyzna;PiS;samorządowiec
PSL;KWPP;1;KOSINIAK-KAMYSZ;Władysław Marcin;Mężczyzna;PSL;lekarz medycyny
PSL;KWPP;2;KORDULA;Joanna Ewa;Kobieta;BEZP;księgowa
PSL;KWPP;3;SORYS;Stanisław Andrzej;Mężczyzna;PSL;nauczyciel akademicki
PSL;KWPP;4;DROŻDŻAK;Ryszard;Mężczyzna;PSL;inżynier środowiska
PSL;KWPP;5;GAWEŁ;Marcin Stanisław;Mężczyzna;PSL;inżynier rolnik
PSL;KWPP;6;KAMIŃSKI;Bogusław;Mężczyzna;PSL;ekonomista
PSL;KWPP;7;DUDA;Grzegorz;Mężczyzna;PSL;rolnik
PSL;KWPP;8;SKALAK;Anna Teresa;Kobieta;PSL;nauczyciel
PSL;KWPP;9;BIEDROŃ;Adam Roman;Mężczyzna;PSL;blacharz lakiernik
PSL;KWPP;10;ŁAKOMA;Maria Stefania;Kobieta;BEZP;rolnik
PSL;KWPP;11;ZALEWSKI;Marian Józef;Mężczyzna;BEZP;nauczyciel
PSL;KWPP;12;DĄBROŚ;Stella Józefa;Kobieta;BEZP;nauczyciel
PSL;KWPP;13;ŻAK;Tadeusz Kazimierz;Mężczyzna;BEZP;szewc
PSL;KWPP;14;POWROŹNIK;Magdalena Anna;Kobieta;BEZP;agent ubezpieczeniowy
PSL;KWPP;15;CHMIELA;Artur Piotr;Mężczyzna;BEZP;budowlaniec
PSL;KWPP;16;MYŚKÓW-SKOCZEK;Beata Maria;Kobieta;BEZP;lekarz medycyny
PSL;KWPP;17;TOKARCZYK-KOZIOŁ;Małgorzata Anna;Kobieta;PSL;nauczyciel
PSL;KWPP;18;MIKOS;Marcin Krzysztof;Mężczyzna;BEZP;specjalista zdrowia publicznego
KOBW;KKW;1;AUGUSTYN;Urszula Danuta;Kobieta;PORP;poseł
KOBW;KKW;2;WARDZAŁA;Robert Marian;Mężczyzna;PORP;menedżer
KOBW;KKW;3;PAJĄK;Jacek Paweł;Mężczyzna;PORP;menedżer
KOBW;KKW;4;PANKIEWICZ;Lech Jerzy;Mężczyzna;BEZP;lekarz weterynarii
KOBW;KKW;5;KRUPA;Barbara Maria;Kobieta;BEZP;lekarz
KOBW;KKW;6;CYGONIK;Grzegorz Maciej;Mężczyzna;BEZP;przedsiębiorca
KOBW;KKW;7;KRAMARCZYK;Jolanta Agata;Kobieta;BEZP;położna
KOBW;KKW;8;JANAS;Krzysztof Tadeusz;Mężczyzna;Nowoczesna;nauczyciel
KOBW;KKW;9;POLAŃSKA;Anna Beata;Kobieta;PORP;politolog
KOBW;KKW;10;KRAMARCZYK;Adam Marian;Mężczyzna;BEZP;inżynier budownictwa
KOBW;KKW;11;ROJEWSKI;Rafał Leszek;Mężczyzna;BEZP;ekonomista
KOBW;KKW;12;SADKIEWICZ;Łukasz;Mężczyzna;BEZP;ekonomista
KOBW;KKW;13;SZKLARSKI;Piotr;Mężczyzna;Zieloni;specjalista bankowości
KOBW;KKW;14;ŁACNA;Magdalena Joanna;Kobieta;BEZP;psycholog
KOBW;KKW;15;BŁESZYŃSKA;Oliwia Julia;Kobieta;BEZP;studentka
KOBW;KKW;16;KLUZA;Tomasz Antoni;Mężczyzna;Nowoczesna;pedagog
KOBW;KKW;17;GONDEK-PODOSEK;Dominika Kinga;Kobieta;Nowoczesna;logopeda
KOBW;KKW;18;SAMBOR;Bogusław;Mężczyzna;Nowoczesna;księgowy
SLD;KWPP;1;JABŁOŃSKI;Jacek Andrzej;Mężczyzna;Wiosna;przedsiębiorca
SLD;KWPP;2;WOŹNIAK;Jerzy Andrzej;Mężczyzna;SLD;lekarz medycyny
SLD;KWPP;3;SKOWROŃSKA;Ewa;Kobieta;LRazem;krawcowa
SLD;KWPP;4;KOCOŃ;Dorota;Kobieta;BEZP;pielęgniarka
