teryt;xteryt;gmina;typ;coord;onum;oname;komitet;nrk;nz;im;plec;partia;ret;onumo;trans
146513;1;Mst Warszawa (a);mm;52.233002,21.0614195;1;Legnica;PiS;1;LIPIŃSKI;Adam Józef;Mężczyzna;PiS;[1];1;1==1
020501;1;Jawor;gm;51.067685,16.185091;1;Legnica;PiS;2;WITEK;Elżbieta Barbara;Kobieta;PiS;[1];1;1==1
026101;1;Jelenia Góra (a);mm;50.8501645,15.7275145;1;Legnica;PiS;3;MACHAŁEK;Marzena Anna;Kobieta;PiS;[1];1;1==1
021101;1;Lubin (a);gm;51.399417,16.1939415;1;Legnica;PiS;4;KUBÓW;Krzysztof Jan;Mężczyzna;PiS;[1];1;1==1
020301;1;Głogów;gm;51.670178,16.0435715;1;Legnica;PiS;5;ZUBOWSKI;Wojciech Michał;Mężczyzna;PiS;[1];1;1==1
026201;1;Legnica;mm;51.2047315,16.1583115;1;Legnica;PiS;6;SZYMAŃSKA;Ewa Zofia;Kobieta;PiS;[1];1;1==1
021001;1;Lubań;gm;51.114691,15.2808625;1;Legnica;PiS;7;ZEMBIK;Teresa;Kobieta;PiS;[0];-1;
020905;2;Legnickie Pole;gw;51.1475985,16.240183;1;Legnica;PiS;8;BABUŚKA;Adam;Mężczyzna;PiS;[0];-1;
026101;1;Jelenia Góra (a);mm;50.8501645,15.7275145;1;Legnica;PiS;9;RYPIŃSKI;Józef;Mężczyzna;SolidarnaPolska;[0];-1;
020101;1;Bolesławiec;gm;51.262169,15.55163;1;Legnica;PiS;10;POGODA;Szymon Marek;Mężczyzna;PiS;[0];-1;
021604;3;Polkowice;gmw;51.498251,16.080965;1;Legnica;PiS;11;MARCINIAK;Wojciech;Mężczyzna;PiS;[1];1;1==1
022606;2;Złotoryja;gw;51.146528,15.9496655;1;Legnica;PiS;12;KARWAN;Jacek;Mężczyzna;PiS;[1];1;1==1
021203;3;Lwówek Śląski;gmw;51.121997,15.602352;1;Legnica;PiS;13;KREDKOWSKI;Andrzej;Mężczyzna;PiS;[0];-1;
022502;1;Zgorzelec;gm;51.1517745,15.017122;1;Legnica;PiS;14;BUCIUTO;Jadwiga Barbara;Kobieta;PiS;[1];1;1==1
020701;1;Kamienna Góra;gm;50.784689,16.0337155;1;Legnica;PiS;15;GĘBORYS;Dagmara Helena;Kobieta;BEZP;[1];1;1==1
022602;1;Złotoryja;gm;51.122384,15.918558;1;Legnica;PiS;16;BRZOZOWSKA;Kamila Dorota;Kobieta;PiS;[0];-1;
020301;1;Głogów;gm;51.670178,16.0435715;1;Legnica;PiS;17;BADZIŃSKA;Agnieszka Ewa;Kobieta;PiS;[0];-1;
021102;2;Lubin;gw;51.3711455,16.179661;1;Legnica;PiS;18;SADOWSKA-KOWALSKA;Aurelia Barbara;Kobieta;PiS;[0];-1;
021005;3;Olszyna;gmw;51.0595585,15.359148;1;Legnica;PiS;19;CZYRKO;Eurydyka Maria;Kobieta;PiS;[0];-1;
021604;3;Polkowice;gmw;51.498251,16.080965;1;Legnica;PiS;20;KWIATKOWSKA;Ewa;Kobieta;PiS;[1];1;1==1
021204;3;Mirsk;gmw;50.918972,15.4017945;1;Legnica;PiS;21;URBANOWICZ;Łukasz Franciszek;Mężczyzna;PiS;[0];-1;
020101;1;Bolesławiec;gm;51.262169,15.55163;1;Legnica;PiS;22;SARBAK;Dawid Łukasz;Mężczyzna;PiS;[0];-1;
022503;3;Bogatynia;gmw;50.94787,14.919586;1;Legnica;PiS;23;BOJAKOWSKA;Dorota;Kobieta;PiS;[0];-1;
026101;1;Jelenia Góra (a);mm;50.8501645,15.7275145;1;Legnica;PiS;24;LESZCZYK;Wojciech Paweł;Mężczyzna;PiS;[0];-1;
021101;1;Lubin (a);gm;51.399417,16.1939415;1;Legnica;KOBW;1;BORYS;Piotr;Mężczyzna;PORP;[0];-1;
026101;1;Jelenia Góra (a);mm;50.8501645,15.7275145;1;Legnica;KOBW;2;CZERNOW;Zofia;Kobieta;PORP;[1];1;1==1
026201;1;Legnica;mm;51.2047315,16.1583115;1;Legnica;KOBW;3;KROPIWNICKI;Robert;Mężczyzna;PORP;[1];1;1==1
020702;2;Kamienna Góra;gw;50.7542435,16.019381;1;Legnica;KOBW;4;KRAWCZYK;Iwona Małgorzata;Kobieta;PORP;[1];1;1==1
020301;1;Głogów;gm;51.670178,16.0435715;1;Legnica;KOBW;5;DROZD;Ewa;Kobieta;PORP;[1];1;1==1
020301;1;Głogów;gm;51.670178,16.0435715;1;Legnica;KOBW;6;DUDKOWIAK;Jarosław Ryszard;Mężczyzna;PORP;[0];-1;
022502;1;Zgorzelec;gm;51.1517745,15.017122;1;Legnica;KOBW;7;BARANOWSKA;Dorota;Kobieta;PORP;[0];-1;
020501;1;Jawor;gm;51.067685,16.185091;1;Legnica;KOBW;8;BANDER;Michał;Mężczyzna;PORP;[0];-1;
026101;1;Jelenia Góra (a);mm;50.8501645,15.7275145;1;Legnica;KOBW;9;SIKORA;Konrad Jerzy;Mężczyzna;Nowoczesna;[1];1;1==1
021001;1;Lubań;gm;51.114691,15.2808625;1;Legnica;KOBW;10;ROWIŃSKI;Konrad Antoni;Mężczyzna;PORP;[0];-1;
021601;3;Chocianów;gmw;51.421964,15.9622825;1;Legnica;KOBW;11;PICHAŁA;Anna Eugenia;Kobieta;BEZP;[0];-1;
021101;1;Lubin (a);gm;51.399417,16.1939415;1;Legnica;KOBW;12;DOWHAŃ-DOMAŃSKA;Ksenia Anna;Kobieta;PORP;[0];-1;
021601;3;Chocianów;gmw;51.421964,15.9622825;1;Legnica;KOBW;13;ROLSKA;Beata Edyta;Kobieta;BEZP;[0];-1;
021203;3;Lwówek Śląski;gmw;51.121997,15.602352;1;Legnica;KOBW;14;GRZEŚKÓW;Zbigniew;Mężczyzna;PORP;[0];-1;
026201;1;Legnica;mm;51.2047315,16.1583115;1;Legnica;KOBW;15;BARCIK;Krystyna Henryka;Kobieta;PORP;[0];-1;
020101;1;Bolesławiec;gm;51.262169,15.55163;1;Legnica;KOBW;16;MAGRYŚ;Urszula;Kobieta;PORP;[0];-1;
022604;3;Świerzawa;gmw;51.0153275,15.8612555;1;Legnica;KOBW;17;JAGIEŁŁO;Jakub Krzysztof;Mężczyzna;BEZP;[0];-1;
021102;2;Lubin;gw;51.3711455,16.179661;1;Legnica;KOBW;18;SKÓRZEWSKA;Barbara Anna;Kobieta;BEZP;[0];-1;
020906;2;Miłkowice;gw;51.251769,16.103223;1;Legnica;KOBW;19;STRĄCZEK;Joanna Dorota;Kobieta;BEZP;[0];-1;
021003;3;Leśna;gmw;51.0000015,15.282006;1;Legnica;KOBW;20;SURWIŁO;Małgorzata Joanna;Kobieta;Nowoczesna;[0];-1;
020301;1;Głogów;gm;51.670178,16.0435715;1;Legnica;KOBW;21;BROK;Anna;Kobieta;PORP;[0];-1;
021101;1;Lubin (a);gm;51.399417,16.1939415;1;Legnica;KOBW;22;ZIELIŃSKI;Grzegorz;Mężczyzna;Nowoczesna;[1];33;33=>1
020604;1;Szklarska Poręba;gm;50.814401,15.466423;1;Legnica;KOBW;23;GRAF;Mirosław;Mężczyzna;PORP;[0];-1;
020105;2;Osiecznica;gw;51.3946915,15.4228505;1;Legnica;KOBW;24;BARTKOWIAK;Włodzimierz;Mężczyzna;Zieloni;[0];-1;
146516;1;Mst Warszawa (a);mm;52.233002,21.0614195;1;Legnica;SLD;1;SEKUŁA-SZMAJDZIŃSKA;Małgorzata Helena;Kobieta;SLD;[1];1;1==1
026101;1;Jelenia Góra (a);mm;50.8501645,15.7275145;1;Legnica;SLD;2;OBAZ;Robert Marcin;Mężczyzna;Wiosna;[0];-1;
026201;1;Legnica;mm;51.2047315,16.1583115;1;Legnica;SLD;3;FILACZYŃSKA;Kaja;Kobieta;LRazem;[0];-1;
021102;2;Lubin;gw;51.3711455,16.179661;1;Legnica;SLD;4;ZBRZYZNY;Ryszard;Mężczyzna;SLD;[1];1;1==1
020301;1;Głogów;gm;51.670178,16.0435715;1;Legnica;SLD;5;PIĄTEK;Damian;Mężczyzna;SLD;[0];-1;
026201;1;Legnica;mm;51.2047315,16.1583115;1;Legnica;SLD;6;BURAKOWSKA;Krystyna Anna;Kobieta;LRazem;[0];-1;
026101;1;Jelenia Góra (a);mm;50.8501645,15.7275145;1;Legnica;SLD;7;PACZÓSKI;Piotr Jerzy;Mężczyzna;SLD;[1];1;1==1
026201;1;Legnica;mm;51.2047315,16.1583115;1;Legnica;SLD;8;ORZECHOWSKA;Joanna Magdalena;Kobieta;Wiosna;[0];-1;
026101;1;Jelenia Góra (a);mm;50.8501645,15.7275145;1;Legnica;SLD;9;GRYĆ;Paweł;Mężczyzna;LRazem;[0];-1;
022602;1;Złotoryja;gm;51.122384,15.918558;1;Legnica;SLD;10;MIARA;Rafał;Mężczyzna;SLD;[0];-1;
021601;3;Chocianów;gmw;51.421964,15.9622825;1;Legnica;SLD;11;JANKOWSKA;Magdalena;Kobieta;Wiosna;[1];40;40=>1
026201;1;Legnica;mm;51.2047315,16.1583115;1;Legnica;SLD;12;KRÓLEWIECKA-WALA;Dominika;Kobieta;LRazem;[0];-1;
021604;3;Polkowice;gmw;51.498251,16.080965;1;Legnica;SLD;13;MAJEWICZ;Przemysław Mikołaj;Mężczyzna;Wiosna;[0];-1;
020902;2;Chojnów;gw;51.2938565,15.9079155;1;Legnica;SLD;14;BIDNYK;Mikołaj Adam;Mężczyzna;BEZP;[0];-1;
020301;1;Głogów;gm;51.670178,16.0435715;1;Legnica;SLD;15;KOHLMAN;Piotr Rafał;Mężczyzna;BEZP;[0];-1;
020103;2;Gromadka;gw;51.4006135,15.7375655;1;Legnica;SLD;16;GŁUSZKO;Rafał Krzysztof;Mężczyzna;BEZP;[0];-1;
020502;3;Bolków;gmw;50.922557,16.0670365;1;Legnica;SLD;17;BACZMAŃSKI;Paweł Adam;Mężczyzna;BEZP;[1];1;1==1
146505;1;Mst Warszawa (a);mm;52.233002,21.0614195;1;Legnica;SLD;18;PŁANETA-SIEWIERSKA;Edyta Katarzyna;Kobieta;BEZP;[0];-1;
022502;1;Zgorzelec;gm;51.1517745,15.017122;1;Legnica;SLD;19;GRZYB;Leszek Kazimierz;Mężczyzna;SLD;[0];-1;
021101;1;Lubin (a);gm;51.399417,16.1939415;1;Legnica;SLD;20;RAKSZEWSKA;Alicja;Kobieta;BEZP;[0];-1;
026201;1;Legnica;mm;51.2047315,16.1583115;1;Legnica;SLD;21;JÓŹWIK;Magdalena;Kobieta;BEZP;[0];-1;
020301;1;Głogów;gm;51.670178,16.0435715;1;Legnica;SLD;22;BRYCZKOWSKA;Inez Jolanta;Kobieta;BEZP;[0];-1;
021201;3;Gryfów Śląski;gmw;51.044249,15.4398685;1;Legnica;SLD;23;KOKO;Daniel Radosław;Mężczyzna;SLD;[1];1;1==1
020303;2;Jerzmanowa;gw;51.595815,16.036256;1;Legnica;SLD;24;GADEK;Sławomir Adam;Mężczyzna;LRazem;[0];-1;
021101;1;Lubin (a);gm;51.399417,16.1939415;1;Legnica;BZPS;1;MYRDA;Adam Stanisław;Mężczyzna;BEZP;[0];-1;
020101;1;Bolesławiec;gm;51.262169,15.55163;1;Legnica;BZPS;2;GABRYSIAK;Tomasz Andrzej;Mężczyzna;BEZP;[0];-1;
026201;1;Legnica;mm;51.2047315,16.1583115;1;Legnica;BZPS;3;KIEŁB;Jacek;Mężczyzna;BEZP;[1];1;1==1
026101;1;Jelenia Góra (a);mm;50.8501645,15.7275145;1;Legnica;BZPS;4;MIEDZIŃSKI;Piotr Jan;Mężczyzna;BEZP;[1];1;1==1
022507;2;Zgorzelec;gw;51.112729,15.080307;1;Legnica;BZPS;5;JANIK;Kazimierz;Mężczyzna;BEZP;[0];-1;
020903;2;Krotoszyce;gw;51.154173,16.0927925;1;Legnica;BZPS;6;CASTAÑEDA TRUJILLO;Beata;Kobieta;BEZP;[0];-1;
021601;3;Chocianów;gmw;51.421964,15.9622825;1;Legnica;BZPS;7;WANDYCZ;Piotr Kazimierz;Mężczyzna;BEZP;[0];-1;
021205;3;Wleń;gmw;51.0072375,15.672338;1;Legnica;BZPS;8;SZEFFS;Irena Ewa;Kobieta;BEZP;[0];-1;
020501;1;Jawor;gm;51.067685,16.185091;1;Legnica;BZPS;9;SALA;Rafał Krzysztof;Mężczyzna;BEZP;[0];-1;
021102;2;Lubin;gw;51.3711455,16.179661;1;Legnica;BZPS;10;LEWICKI;Krzysztof Mirosław;Mężczyzna;BEZP;[0];-1;
022503;3;Bogatynia;gmw;50.94787,14.919586;1;Legnica;BZPS;11;TOBIASZ;Aleksandra Marta;Kobieta;BEZP;[0];-1;
020901;1;Chojnów;gm;51.272214,15.935727;1;Legnica;BZPS;12;CIEŚLA;Maciej Jan;Mężczyzna;BEZP;[0];-1;
026201;1;Legnica;mm;51.2047315,16.1583115;1;Legnica;BZPS;13;SOBIESKA;Emilia Janina;Kobieta;BEZP;[0];-1;
020701;1;Kamienna Góra;gm;50.784689,16.0337155;1;Legnica;BZPS;14;ZIELIŃSKI;Artur Waldemar;Mężczyzna;BEZP;[0];-1;
020301;1;Głogów;gm;51.670178,16.0435715;1;Legnica;BZPS;15;CZAJA;Dariusz Andrzej;Mężczyzna;BEZP;[0];-1;
020101;1;Bolesławiec;gm;51.262169,15.55163;1;Legnica;BZPS;16;FOREMNA;Justyna Magdalena;Kobieta;BEZP;[0];-1;
021001;1;Lubań;gm;51.114691,15.2808625;1;Legnica;BZPS;17;KUŚWIK;Bartosz Seweryn;Mężczyzna;BEZP;[0];-1;
022501;1;Zawidów;gm;51.0245045,15.045272;1;Legnica;BZPS;18;GRZELAK;Katarzyna Aneta;Kobieta;BEZP;[1];1;1==1
022502;1;Zgorzelec;gm;51.1517745,15.017122;1;Legnica;BZPS;19;WITKOWSKI;Krzysztof Walery;Mężczyzna;BEZP;[0];-1;
021604;3;Polkowice;gmw;51.498251,16.080965;1;Legnica;BZPS;20;KUSTROWSKA;Jolanta Elżbieta;Kobieta;BEZP;[0];-1;
020704;2;Marciszów;gw;50.8577415,16.031973;1;Legnica;BZPS;21;ZAWIERUCHA;Stefan Adam;Mężczyzna;BEZP;[0];-1;
021601;3;Chocianów;gmw;51.421964,15.9622825;1;Legnica;BZPS;22;TYMIŃSKA;Katarzyna Paula;Kobieta;BEZP;[0];-1;
020601;1;Karpacz;gm;50.763867,15.7442985;1;Legnica;BZPS;23;SAŁADUCHA;Jadwiga Wacława;Kobieta;BEZP;[0];-1;
021101;1;Lubin (a);gm;51.399417,16.1939415;1;Legnica;BZPS;24;POLAK-SALOMON;Kamil Norbert;Mężczyzna;BEZP;[0];-1;
101401;1;Sieradz;gm;51.6017525,18.738381;1;Legnica;KONFEDERACJA;1;UTECHT;Waldemar Arkadiusz;Mężczyzna;KWiN;[1];11;11=>1
020306;2;Żukowice;gw;51.670003,15.935772;1;Legnica;KONFEDERACJA;2;JASIŃSKI;Krzysztof Piotr;Mężczyzna;RuchNarodowy;[0];-1;
021103;2;Rudna;gw;51.5224735,16.3300445;1;Legnica;KONFEDERACJA;3;POTOCKA-KACZYK;Anna Dorota;Kobieta;RuchNarodowy;[0];-1;
021601;3;Chocianów;gmw;51.421964,15.9622825;1;Legnica;KONFEDERACJA;4;MISTOŃ;Krzysztof Norbert;Mężczyzna;BEZP;[0];-1;
020609;2;Stara Kamienica;gw;50.8990185,15.5525475;1;Legnica;KONFEDERACJA;5;GUDOWSKI;Dominik Sławomir;Mężczyzna;BEZP;[0];-1;
026101;1;Jelenia Góra (a);mm;50.8501645,15.7275145;1;Legnica;KONFEDERACJA;6;BUSTOWSKI;Marcin Jerzy;Mężczyzna;BEZP;[0];-1;
021101;1;Lubin (a);gm;51.399417,16.1939415;1;Legnica;KONFEDERACJA;7;SOSIŃSKI;Krystian Piotr;Mężczyzna;BEZP;[0];-1;
026101;1;Jelenia Góra (a);mm;50.8501645,15.7275145;1;Legnica;KONFEDERACJA;8;BURDZIŃSKI;Remigiusz Konrad;Mężczyzna;RuchNarodowy;[0];-1;
141701;1;Józefów;gm;52.128571,21.220059;1;Legnica;KONFEDERACJA;9;KORWIN-MIKKE;Kacper Mikołaj;Mężczyzna;BEZP;[1];20;20=>1
020904;2;Kunice;gw;51.236336,16.2742825;1;Legnica;KONFEDERACJA;10;PASZYN;Paweł Stefan;Mężczyzna;BEZP;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;1;Legnica;KONFEDERACJA;11;MALICKI;Jakub Edward;Mężczyzna;BEZP;[0];-1;
020601;1;Karpacz;gm;50.763867,15.7442985;1;Legnica;KONFEDERACJA;12;GRYF-TOMASZEWSKI;Andrzej;Mężczyzna;RuchNarodowy;[0];-1;
021203;3;Lwówek Śląski;gmw;51.121997,15.602352;1;Legnica;KONFEDERACJA;13;ŚWIERZOWSKA;Małgorzata Agnieszka;Kobieta;BEZP;[0];-1;
020501;1;Jawor;gm;51.067685,16.185091;1;Legnica;KONFEDERACJA;14;KARPIEJ;Sabina Iwona;Kobieta;BEZP;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;1;Legnica;KONFEDERACJA;15;SOLAREK-STRUMIŃSKA;Emilia Patrycja;Kobieta;BEZP;[0];-1;
026201;1;Legnica;mm;51.2047315,16.1583115;1;Legnica;KONFEDERACJA;16;SPRYSAK;Sebastian Jacek;Mężczyzna;RuchNarodowy;[0];-1;
022502;1;Zgorzelec;gm;51.1517745,15.017122;1;Legnica;KONFEDERACJA;17;WINNICKA;Regina Elżbieta;Kobieta;BEZP;[0];-1;
026101;1;Jelenia Góra (a);mm;50.8501645,15.7275145;1;Legnica;KONFEDERACJA;18;BURDZIŃSKA;Małgorzata Olga;Kobieta;RuchNarodowy;[0];-1;
026201;1;Legnica;mm;51.2047315,16.1583115;1;Legnica;KONFEDERACJA;19;HOSZOWSKI;Jarosław;Mężczyzna;RuchNarodowy;[0];-1;
020904;2;Kunice;gw;51.236336,16.2742825;1;Legnica;KONFEDERACJA;20;PASZYN;Agnieszka Katarzyna;Kobieta;BEZP;[0];-1;
146518;1;Mst Warszawa (a);mm;52.233002,21.0614195;1;Legnica;KONFEDERACJA;21;NICIEJEWSKA;Joanna;Kobieta;BEZP;[0];-1;
021001;1;Lubań;gm;51.114691,15.2808625;1;Legnica;KONFEDERACJA;22;MAJEWICZ;Paweł;Mężczyzna;Korwin;[1];20;20=>1
022501;1;Zawidów;gm;51.0245045,15.045272;1;Legnica;PSL;1;ŻUK;Stanisław Adam;Mężczyzna;BEZP;[0];-1;
020907;3;Prochowice;gmw;51.270047,16.388257;1;Legnica;PSL;2;SAMBORSKI;Tadeusz;Mężczyzna;PSL;[1];1;1==1
021203;3;Lwówek Śląski;gmw;51.121997,15.602352;1;Legnica;PSL;3;SZCZĘSNA;Mariola;Kobieta;PSL;[0];-1;
022502;1;Zgorzelec;gm;51.1517745,15.017122;1;Legnica;PSL;4;ROJEK;Andrzej;Mężczyzna;BEZP;[0];-1;
020501;1;Jawor;gm;51.067685,16.185091;1;Legnica;PSL;5;LASKOWSKI;Stanisław;Mężczyzna;PSL;[0];-1;
020302;2;Głogów;gw;51.6658165,16.129672;1;Legnica;PSL;6;JURKOWSKI;Artur Andrzej;Mężczyzna;PSL;[0];-1;
021201;3;Gryfów Śląski;gmw;51.044249,15.4398685;1;Legnica;PSL;7;RAK;Zofia;Kobieta;PSL;[1];1;1==1
020501;1;Jawor;gm;51.067685,16.185091;1;Legnica;PSL;8;PIOTROWSKI;Wiktor Marian;Mężczyzna;BEZP;[0];-1;
020606;2;Jeżów Sudecki;gw;50.9613265,15.7349305;1;Legnica;PSL;9;BRZOZOWSKA;Bożena Maria;Kobieta;BEZP;[0];-1;
020102;2;Bolesławiec;gw;51.320913,15.551468;1;Legnica;PSL;10;BURDYNA;Olga;Kobieta;BEZP;[0];-1;
020907;3;Prochowice;gmw;51.270047,16.388257;1;Legnica;PSL;11;WRONA;Maria;Kobieta;PSL;[1];1;1==1
021102;2;Lubin;gw;51.3711455,16.179661;1;Legnica;PSL;12;STANKIEWICZ;Cecylia Ewa;Kobieta;BEZP;[0];-1;
020502;3;Bolków;gmw;50.922557,16.0670365;1;Legnica;PSL;13;SADOWSKI;Roman Edward;Mężczyzna;PSL;[1];1;1==1
022603;2;Pielgrzymka;gw;51.10516,15.789521;1;Legnica;PSL;14;GRZYB;Stanisław;Mężczyzna;PSL;[0];-1;
020703;3;Lubawka;gmw;50.67986,15.969753;1;Legnica;PSL;15;MATYS;Waldemar Andrzej;Mężczyzna;StronnictwoDemokratyczne;[0];-1;
022503;3;Bogatynia;gmw;50.94787,14.919586;1;Legnica;PSL;16;SALATA;Romuald Piotr;Mężczyzna;BEZP;[0];-1;
021101;1;Lubin (a);gm;51.399417,16.1939415;1;Legnica;PSL;17;KRASOWSKI;Marcin Karol;Mężczyzna;PSL;[0];-1;
022606;2;Złotoryja;gw;51.146528,15.9496655;1;Legnica;PSL;18;TUCHOWSKA;Kazimiera Zofia;Kobieta;PSL;[0];-1;
022503;3;Bogatynia;gmw;50.94787,14.919586;1;Legnica;PSL;19;IMIELSKI;Mariusz Janusz;Mężczyzna;StronnictwoDemokratyczne;[0];-1;
021004;2;Lubań;gw;51.1323355,15.3086855;1;Legnica;PSL;20;ŁASICA;Bartosz;Mężczyzna;PSL;[0];-1;
022503;3;Bogatynia;gmw;50.94787,14.919586;1;Legnica;PSL;21;OTROCIUK;Barbara;Kobieta;PSL;[1];1;1==1
026101;1;Jelenia Góra (a);mm;50.8501645,15.7275145;1;Legnica;PSL;22;BUKAT;Eugenia;Kobieta;BEZP;[0];-1;
021604;3;Polkowice;gmw;51.498251,16.080965;1;Legnica;PSL;23;GNAT;Stanisław;Mężczyzna;BEZP;[0];-1;
020602;1;Kowary;gm;50.778723,15.842766;1;Legnica;PSL;24;SUPIERZ;Leszek Józef;Mężczyzna;PSL;[0];-1;
146514;1;Mst Warszawa (a);mm;52.233002,21.0614195;2;Wałbrzych;PiS;1;DWORCZYK;Michał Paweł;Mężczyzna;PiS;[1];2;2==2
021902;1;Świebodzice;gm;50.872466,16.338554;2;Wałbrzych;PiS;2;ZYSKA;Ireneusz;Mężczyzna;PiS;[1];2;2==2
021901;1;Świdnica;gm;50.840617,16.492523;2;Wałbrzych;PiS;3;MURDZEK;Wojciech Piotr;Mężczyzna;PorozumienieJarosławaGowina;[1];2;2==2
026501;1;Wałbrzych;mm;50.7851055,16.2913995;2;Wałbrzych;PiS;4;BADORA;Maciej Adam;Mężczyzna;PiS;[1];2;2==2
022405;3;Ząbkowice Śląskie;gmw;50.5983195,16.834261;2;Wałbrzych;PiS;5;GWÓŹDŹ;Marcin Piotr;Mężczyzna;PiS;[0];-1;
020204;1;Piława Górna;gm;50.6828765,16.755003;2;Wałbrzych;PiS;6;BIELAWSKA;Zuzanna;Kobieta;PiS;[0];-1;
020806;3;Bystrzyca Kłodzka;gmw;50.2872735,16.637027;2;Wałbrzych;PiS;7;SURMA;Renata Lucyna;Kobieta;BEZP;[0];-1;
026501;1;Wałbrzych;mm;50.7851055,16.2913995;2;Wałbrzych;PiS;8;MUCHA;Beata Maria;Kobieta;PiS;[1];2;2==2
020811;2;Nowa Ruda;gw;50.5890215,16.5072725;2;Wałbrzych;PiS;9;DEC;Jerzy Grzegorz;Mężczyzna;PiS;[0];-1;
020207;3;Niemcza;gmw;50.715427,16.8104835;2;Wałbrzych;PiS;10;WĘGŁOWSKI;Jarosław;Mężczyzna;PiS;[0];-1;
020802;1;Kłodzko;gm;50.433701,16.6490345;2;Wałbrzych;PiS;11;SZPYTMA;Bogusław Krzysztof;Mężczyzna;BEZP;[0];-1;
020201;1;Bielawa;gm;50.6754715,16.602826;2;Wałbrzych;PiS;12;GREINER;Małgorzata Joanna;Kobieta;PiS;[0];-1;
022101;1;Boguszów-Gorce;gm;50.755032,16.2055045;2;Wałbrzych;PiS;13;TARNACKI;Marek;Mężczyzna;PiS;[1];2;2==2
026401;1;Wrocław (a);mm;51.1261165,16.991816;2;Wałbrzych;PiS;14;SZYDŁOWSKA;Ewelina Agnieszka;Kobieta;BEZP;[0];-1;
026501;1;Wałbrzych;mm;50.7851055,16.2913995;2;Wałbrzych;PiS;15;WIERZBICKA;Renata Teresa;Kobieta;BEZP;[0];-1;
021904;3;Jaworzyna Śląska;gmw;50.907179,16.436971;2;Wałbrzych;PiS;16;GRZEGORZEWICZ;Grzegorz Sławomir;Mężczyzna;BEZP;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;2;Wałbrzych;SLD;1;DYDUCH;Marek;Mężczyzna;SLD;[1];2;2==2
026501;1;Wałbrzych;mm;50.7851055,16.2913995;2;Wałbrzych;SLD;2;KOTARBA;Mariusz;Mężczyzna;Wiosna;[0];-1;
021901;1;Świdnica;gm;50.840617,16.492523;2;Wałbrzych;SLD;3;LECH;Kornelia Joanna;Kobieta;SLD;[0];-1;
020802;1;Kłodzko;gm;50.433701,16.6490345;2;Wałbrzych;SLD;4;ŁĄCKI;Adam Edward;Mężczyzna;SLD;[1];2;2==2
020811;2;Nowa Ruda;gw;50.5890215,16.5072725;2;Wałbrzych;SLD;5;MUSIAŁEK;Małgorzata Aleksandra;Kobieta;BEZP;[0];-1;
021908;3;Żarów;gmw;50.9476885,16.5267365;2;Wałbrzych;SLD;6;ZALEŃSKI;Wiktor Piotr;Mężczyzna;BEZP;[0];-1;
020802;1;Kłodzko;gm;50.433701,16.6490345;2;Wałbrzych;SLD;7;CHOJNACKA;Cecylia Agnieszka;Kobieta;SLD;[0];-1;
022403;2;Kamieniec Ząbkowicki;gw;50.52115,16.910301;2;Wałbrzych;SLD;8;WOLAK;Tomasz Paweł;Mężczyzna;Wiosna;[0];-1;
026501;1;Wałbrzych;mm;50.7851055,16.2913995;2;Wałbrzych;SLD;9;CHUĆ;Renata;Kobieta;BEZP;[1];2;2==2
021901;1;Świdnica;gm;50.840617,16.492523;2;Wałbrzych;SLD;10;SŁABICKA;Jolanta Izabela;Kobieta;SLD;[1];2;2==2
020202;1;Dzierżoniów;gm;50.7291785,16.6473105;2;Wałbrzych;SLD;11;HABIERA-GÓRSKA;Agnieszka Beata;Kobieta;Wiosna;[0];-1;
021908;3;Żarów;gmw;50.9476885,16.5267365;2;Wałbrzych;SLD;12;HÜPNER;Dominik;Mężczyzna;LRazem;[0];-1;
020201;1;Bielawa;gm;50.6754715,16.602826;2;Wałbrzych;SLD;13;CZAJKOWSKI;Robert Aleksy;Mężczyzna;SLD;[0];-1;
020810;3;Międzylesie;gmw;50.171058,16.6952385;2;Wałbrzych;SLD;14;SOŁTYSIK;Janusz Tomasz;Mężczyzna;BEZP;[0];-1;
021902;1;Świebodzice;gm;50.872466,16.338554;2;Wałbrzych;SLD;15;ZABORONEK;Maciej Grzegorz;Mężczyzna;LRazem;[0];-1;
026501;1;Wałbrzych;mm;50.7851055,16.2913995;2;Wałbrzych;SLD;16;STABROWSKA;Anna Ewa;Kobieta;LRazem;[1];2;2==2
020813;3;Stronie Śląskie;gmw;50.26067,16.9156545;2;Wałbrzych;KONFEDERACJA;1;ŁAMBUCKI;Roman;Mężczyzna;KWiN;[0];-1;
021901;1;Świdnica;gm;50.840617,16.492523;2;Wałbrzych;KONFEDERACJA;2;MICHALIK;Karol;Mężczyzna;RuchNarodowy;[0];-1;
026501;1;Wałbrzych;mm;50.7851055,16.2913995;2;Wałbrzych;KONFEDERACJA;3;DANIELAK;Damian Marcin;Mężczyzna;BEZP;[1];2;2==2
021901;1;Świdnica;gm;50.840617,16.492523;2;Wałbrzych;KONFEDERACJA;4;KRYSTYNIAK;Krzysztof Adam;Mężczyzna;RuchNarodowy;[0];-1;
