teryt;xteryt;gmina;typ;coord;onum;oname;komitet;nrk;nz;im;plec;partia;ret;onumo;trans
146510;1;Mst Warszawa (a);mm;52.233002,21.0614195;20;Warszawa;BZPS;21;KROGUL;Piotr;Mężczyzna;BEZP;[0];-1;
140804;3;Serock;gmw;52.511235,21.0210015;20;Warszawa;BZPS;22;GAJEWSKA;Anna Katarzyna;Kobieta;BEZP;[0];-1;
143412;3;Wołomin;gmw;52.3493975,21.2677975;20;Warszawa;BZPS;23;RYTEL;Konrad Szymon;Mężczyzna;BEZP;[0];-1;
143403;1;Ząbki;gm;52.292485,21.112519;20;Warszawa;SLD;1;ROZENEK;Andrzej Tadeusz;Mężczyzna;SLD;[0];-1;
146510;1;Mst Warszawa (a);mm;52.233002,21.0614195;20;Warszawa;SLD;2;ZIMMERMANN;Julia Eliza;Kobieta;LRazem;[0];-1;
143401;1;Kobyłka;gm;52.340022,21.198779;20;Warszawa;SLD;3;BUŹNIAK;Sylwia Lidia;Kobieta;Wiosna;[0];-1;
140805;2;Wieliszew;gw;52.4502215,20.8818155;20;Warszawa;SLD;4;PONIEWIERKA;Leszek;Mężczyzna;Wiosna;[0];-1;
142101;1;Piastów;gm;52.1855705,20.8463065;20;Warszawa;SLD;5;GÓRSKI;Marcin;Mężczyzna;LRazem;[1];20;20==20
141402;2;Czosnów;gw;52.371478,20.7124975;20;Warszawa;SLD;6;RADZIKOWSKI;Andrzej Marek;Mężczyzna;BEZP;[0];-1;
143409;3;Radzymin;gmw;52.43396,21.176802;20;Warszawa;SLD;7;GOŁOTA;Konrad Krzyszof;Mężczyzna;SLD;[0];-1;
143204;2;Leszno;gw;52.279737,20.600952;20;Warszawa;SLD;8;SKÓRSKA;Ewa Katarzyna;Kobieta;BEZP;[0];-1;
142106;2;Raszyn;gw;52.129531,20.913398;20;Warszawa;SLD;9;BRAITER;Katarzyna Anna;Kobieta;BEZP;[0];-1;
143409;3;Radzymin;gmw;52.43396,21.176802;20;Warszawa;SLD;10;GAWKOWSKI;Bartosz Konrad;Mężczyzna;Wiosna;[0];-1;
141708;2;Wiązowna;gw;52.165478,21.361621;20;Warszawa;SLD;11;CIEPLIŃSKA-KOWALSKA;Joanna Dagmara;Kobieta;LRazem;[0];-1;
141405;2;Pomiechówek;gw;52.492439,20.764618;20;Warszawa;SLD;12;STARZYŃSKA;Małgorzata Henryka;Kobieta;BEZP;[0];-1;
141705;2;Kołbiel;gw;52.059116,21.4899845;20;Warszawa;SLD;13;KOWALSKA;Katarzyna;Kobieta;BEZP;[0];-1;
140501;1;Milanówek;gm;52.124853,20.6703385;20;Warszawa;SLD;14;MAZUR;Remigiusz Radosław;Mężczyzna;LRazem;[0];-1;
141803;2;Lesznowola;gw;52.071348,20.922585;20;Warszawa;SLD;15;KOZIELSKA;Liliana;Kobieta;Wiosna;[0];-1;
141702;1;Otwock;gm;52.1160685,21.2893485;20;Warszawa;SLD;16;WOJCIESKI;Andrzej;Mężczyzna;Wiosna;[0];-1;
142102;1;Pruszków;gm;52.172013,20.799013;20;Warszawa;SLD;17;URBANEK;Robert;Mężczyzna;LRazem;[0];-1;
143412;3;Wołomin;gmw;52.3493975,21.2677975;20;Warszawa;SLD;18;BŁASZCZAK;Monika;Kobieta;BEZP;[0];-1;
141803;2;Lesznowola;gw;52.071348,20.922585;20;Warszawa;SLD;19;MIŁOW;Sławomir Borys;Mężczyzna;BEZP;[0];-1;
141405;2;Pomiechówek;gw;52.492439,20.764618;20;Warszawa;SLD;20;SZYMAŃSKI;Mateusz;Mężczyzna;LRazem;[0];-1;
143409;3;Radzymin;gmw;52.43396,21.176802;20;Warszawa;SLD;21;WRÓBLEWSKA;Ewa Magdalena;Kobieta;Wiosna;[0];-1;
141401;1;Nowy Dwór Mazowiecki (a);gm;52.4342515,20.69179;20;Warszawa;SLD;22;TOMASZEWSKI;Wiesław;Mężczyzna;BEZP;[0];-1;
143409;3;Radzymin;gmw;52.43396,21.176802;20;Warszawa;SLD;23;STEFANKOWSKI;Mateusz Kamil;Mężczyzna;LRazem;[1];20;20==20
141401;1;Nowy Dwór Mazowiecki (a);gm;52.4342515,20.69179;20;Warszawa;SLD;24;PAPUGA;Marek Zdzisław;Mężczyzna;SLD;[0];-1;
146301;1;Radom (a);mm;51.417238,21.156178;20;Warszawa;PSL;1;MORDAK;Robert Dariusz;Mężczyzna;BEZP;[1];17;17=>20
141701;1;Józefów;gm;52.128571,21.220059;20;Warszawa;PSL;2;ŻELAZOWSKA;Bożena Jadwiga;Kobieta;PSL;[1];20;20==20
146505;1;Mst Warszawa (a);mm;52.233002,21.0614195;20;Warszawa;PSL;3;STEFANIAK;Jakub Łukasz;Mężczyzna;PSL;[0];-1;
146505;1;Mst Warszawa (a);mm;52.233002,21.0614195;20;Warszawa;PSL;4;PETELICKA;Agnieszka Beata;Kobieta;BEZP;[0];-1;
142102;1;Pruszków;gm;52.172013,20.799013;20;Warszawa;PSL;5;ŚWIERCZ;Artur Mateusz;Mężczyzna;BEZP;[0];-1;
141404;3;Nasielsk;gmw;52.5730345,20.7674745;20;Warszawa;PSL;6;BIERNACKA;Magdalena;Kobieta;PSL;[1];20;20==20
143411;3;Tłuszcz;gmw;52.4121495,21.4658635;20;Warszawa;PSL;7;OLEKSIAK;Emilia;Kobieta;PSL;[0];-1;
141703;2;Celestynów;gw;52.040891,21.3975845;20;Warszawa;PSL;8;GRAJDA;Dariusz Grzegorz;Mężczyzna;PSL;[1];20;20==20
140504;3;Grodzisk Mazowiecki;gmw;52.098763,20.6186615;20;Warszawa;PSL;9;GALIŃSKI;Piotr Stanisław;Mężczyzna;PSL;[0];-1;
143412;3;Wołomin;gmw;52.3493975,21.2677975;20;Warszawa;PSL;10;MAŁOLEPSZY;Karol Andrzej;Mężczyzna;PSL;[0];-1;
140802;2;Jabłonna;gw;52.3936095,20.870698;20;Warszawa;PSL;11;POZOREK;Artur;Mężczyzna;PSL;[0];-1;
141403;2;Leoncin;gw;52.357184,20.5148735;20;Warszawa;PSL;12;BUSZTA;Krystian Stanisław;Mężczyzna;BEZP;[0];-1;
143409;3;Radzymin;gmw;52.43396,21.176802;20;Warszawa;PSL;13;SUDOMIRSKI;Marek Szczepan;Mężczyzna;BEZP;[0];-1;
141801;3;Góra Kalwaria;gmw;51.971361,21.177154;20;Warszawa;PSL;14;SZYNKIEWICZ;Ewa;Kobieta;PSL;[0];-1;
146507;1;Mst Warszawa (a);mm;52.233002,21.0614195;20;Warszawa;PSL;15;LITWIŃCZUK;Zdzisław Czesław;Mężczyzna;członek partii politycznej: Unia Europejskich Demokratów;[1];20;20==20
146511;1;Mst Warszawa (a);mm;52.233002,21.0614195;20;Warszawa;PSL;16;NASIADKA;Ilona;Kobieta;PSL;[1];20;20==20
143412;3;Wołomin;gmw;52.3493975,21.2677975;20;Warszawa;PSL;17;CIEPIELEWSKA;Joanna Katarzyna;Kobieta;BEZP;[0];-1;
143204;2;Leszno;gw;52.279737,20.600952;20;Warszawa;PSL;18;DOMINIAK;Michał Adam;Mężczyzna;BEZP;[0];-1;
143202;2;Izabelin;gw;52.3151055,20.78223;20;Warszawa;PSL;19;ŁUKASIŃSKA;Maryla Barbara;Kobieta;BEZP;[0];-1;
140504;3;Grodzisk Mazowiecki;gmw;52.098763,20.6186615;20;Warszawa;PSL;20;OKUROWSKA;Małgorzata;Kobieta;BEZP;[0];-1;
146519;1;Mst Warszawa (a);mm;52.233002,21.0614195;20;Warszawa;PSL;21;SOSIN;Daniel Krzysztof;Mężczyzna;BEZP;[0];-1;
140801;1;Legionowo;gm;52.404898,20.9393145;20;Warszawa;PSL;22;PIEKUT;Damian Marek;Mężczyzna;PSL;[0];-1;
146505;1;Mst Warszawa (a);mm;52.233002,21.0614195;20;Warszawa;PSL;23;RYŚ-FERENS;Erwina Lilia;Kobieta;PSL;[1];20;20==20
142105;2;Nadarzyn;gw;52.0644165,20.7967375;20;Warszawa;PSL;24;BORKOWSKI;Łukasz Jan;Mężczyzna;BEZP;[0];-1;
140801;1;Legionowo;gm;52.404898,20.9393145;20;Warszawa;KOBW;1;GRABIEC;Jan Stanisław;Mężczyzna;PORP;[1];20;20==20
146505;1;Mst Warszawa (a);mm;52.233002,21.0614195;20;Warszawa;KOBW;2;ZALEWSKI;Paweł Ksawery;Mężczyzna;PORP;[0];-1;
143201;3;Błonie;gmw;52.2057215,20.5766555;20;Warszawa;KOBW;3;GAJEWSKA;Kinga Magdalena;Kobieta;PORP;[1];20;20==20
141803;2;Lesznowola;gw;52.071348,20.922585;20;Warszawa;KOBW;4;LASEK;Maciej Grzegorz;Mężczyzna;BEZP;[0];-1;
142106;2;Raszyn;gw;52.129531,20.913398;20;Warszawa;KOBW;5;WIŚNIEWSKI;Jacek Grzegorz;Mężczyzna;BEZP;[0];-1;
146510;1;Mst Warszawa (a);mm;52.233002,21.0614195;20;Warszawa;KOBW;6;NIEMCZYK;Piotr Franciszek;Mężczyzna;Nowoczesna;[0];-1;
142104;2;Michałowice;gw;52.150428,20.8398625;20;Warszawa;KOBW;7;SZOSTAK;Katarzyna Albina;Kobieta;członek partii politycznej: Inicjatywa Polska;[1];20;20==20
141708;2;Wiązowna;gw;52.165478,21.361621;20;Warszawa;KOBW;8;KOCZOROWSKA;Jolanta Maria;Kobieta;PORP;[1];20;20==20
146510;1;Mst Warszawa (a);mm;52.233002,21.0614195;20;Warszawa;KOBW;9;RZYMAN;Krzysztof Adam;Mężczyzna;Zieloni;[0];-1;
140501;1;Milanówek;gm;52.124853,20.6703385;20;Warszawa;KOBW;10;KOŁOSOWSKI;Artur Stanisław;Mężczyzna;BEZP;[0];-1;
146513;1;Mst Warszawa (a);mm;52.233002,21.0614195;20;Warszawa;KOBW;11;KRAWCZYK-DĘBIEC;Ewa Małgorzata;Kobieta;BEZP;[0];-1;
142104;2;Michałowice;gw;52.150428,20.8398625;20;Warszawa;KOBW;12;HERNER;Wojciech;Mężczyzna;PORP;[0];-1;
143409;3;Radzymin;gmw;52.43396,21.176802;20;Warszawa;KOBW;13;BONECKA;Halina Justyna;Kobieta;PORP;[1];20;20==20
143401;1;Kobyłka;gm;52.340022,21.198779;20;Warszawa;KOBW;14;SZTURO;Tomasz Paweł;Mężczyzna;BEZP;[0];-1;
146511;1;Mst Warszawa (a);mm;52.233002,21.0614195;20;Warszawa;KOBW;15;ORZECHOWSKA - MIKULSKA;Grażyna;Kobieta;PORP;[1];20;20==20
141802;3;Konstancin-Jeziorna;gmw;52.0888415,21.130226;20;Warszawa;KOBW;16;WASILEWSKI;Piotr Michał;Mężczyzna;Nowoczesna;[0];-1;
143204;2;Leszno;gw;52.279737,20.600952;20;Warszawa;KOBW;17;MIERZEJEWSKA-WAŚ;Magdalena Jadwiga;Kobieta;PORP;[0];-1;
143205;3;Łomianki;gmw;52.3463125,20.8638225;20;Warszawa;KOBW;18;LUBOIŃSKI;Patryk Jan;Mężczyzna;BEZP;[0];-1;
140804;3;Serock;gmw;52.511235,21.0210015;20;Warszawa;KOBW;19;WIERZBICKA;Olga;Kobieta;PORP;[1];20;20==20
141301;1;Mława;gm;53.1342405,20.381246;20;Warszawa;KOBW;20;WYDURSKI;Patryk;Mężczyzna;Zieloni;[0];-1;
140504;3;Grodzisk Mazowiecki;gmw;52.098763,20.6186615;20;Warszawa;KOBW;21;WINIARSKA-CZAJKOWSKA;Maja Magdalena;Kobieta;BEZP;[0];-1;
141401;1;Nowy Dwór Mazowiecki (a);gm;52.4342515,20.69179;20;Warszawa;KOBW;22;BIELEC;Karol;Mężczyzna;PORP;[1];20;20==20
142103;3;Brwinów;gmw;52.1424425,20.7271665;20;Warszawa;KOBW;23;KAMIŃSKI;Grzegorz Rafał;Mężczyzna;Nowoczesna;[0];-1;
141804;3;Piaseczno;gmw;52.049303,20.999221;20;Warszawa;KOBW;24;KANDYBA;Piotr;Mężczyzna;PORP;[1];20;20==20
146519;1;Mst Warszawa (a);mm;52.233002,21.0614195;20;Warszawa;KONFEDERACJA;1;WAWER;Michał Jan;Mężczyzna;KWiN;[0];-1;
143412;3;Wołomin;gmw;52.3493975,21.2677975;20;Warszawa;KONFEDERACJA;2;PAZIO;Rafał Piotr;Mężczyzna;BEZP;[1];20;20==20
143402;1;Marki;gm;52.337004,21.119967;20;Warszawa;KONFEDERACJA;3;NIEZNAŃSKI;Michał;Mężczyzna;RuchNarodowy;[0];-1;
141702;1;Otwock;gm;52.1160685,21.2893485;20;Warszawa;KONFEDERACJA;4;KORWIN-MIKKE;Jacek Baltazar;Mężczyzna;Korwin;[1];17;17=>20
143204;2;Leszno;gw;52.279737,20.600952;20;Warszawa;KONFEDERACJA;5;CHMIELECKI;Bogdan Jerzy;Mężczyzna;BEZP;[0];-1;
140505;2;Jaktorów;gw;52.07922,20.511337;20;Warszawa;KONFEDERACJA;6;CYNKIER;Tomasz Jan;Mężczyzna;RuchNarodowy;[0];-1;
146504;1;Mst Warszawa (a);mm;52.233002,21.0614195;20;Warszawa;KONFEDERACJA;7;ŚLIWA;Anna Małgorzata;Kobieta;BEZP;[0];-1;
143205;3;Łomianki;gmw;52.3463125,20.8638225;20;Warszawa;KONFEDERACJA;8;TROCHANOWSKA;Beata Elżbieta;Kobieta;BEZP;[0];-1;
140501;1;Milanówek;gm;52.124853,20.6703385;20;Warszawa;KONFEDERACJA;9;FILIPEK;Piotr;Mężczyzna;RuchNarodowy;[1];20;20==20
141402;2;Czosnów;gw;52.371478,20.7124975;20;Warszawa;KONFEDERACJA;10;WITASZEK;Zbigniew;Mężczyzna;BEZP;[0];-1;
141405;2;Pomiechówek;gw;52.492439,20.764618;20;Warszawa;KONFEDERACJA;11;LECH-RĄCZKA;Teresa;Kobieta;BEZP;[0];-1;
141702;1;Otwock;gm;52.1160685,21.2893485;20;Warszawa;KONFEDERACJA;12;ŻOŁEK;Julia Maria;Kobieta;RuchNarodowy;[0];-1;
143412;3;Wołomin;gmw;52.3493975,21.2677975;20;Warszawa;KONFEDERACJA;13;JANIK;Michał Jan;Mężczyzna;członek partii politycznej: Kongres Nowej Prawicy;[0];-1;
146511;1;Mst Warszawa (a);mm;52.233002,21.0614195;20;Warszawa;KONFEDERACJA;14;LUTY;Edyta Agnieszka;Kobieta;BEZP;[0];-1;
146510;1;Mst Warszawa (a);mm;52.233002,21.0614195;20;Warszawa;KONFEDERACJA;15;SKWARSKI;Adam Andrzej;Mężczyzna;RuchNarodowy;[0];-1;
143206;3;Ożarów Mazowiecki;gmw;52.2147975,20.7685955;20;Warszawa;KONFEDERACJA;16;PINTARA;Anna Jadwiga;Kobieta;RuchNarodowy;[0];-1;
143402;1;Marki;gm;52.337004,21.119967;20;Warszawa;KONFEDERACJA;17;BAJKOWSKI;Rafał;Mężczyzna;RuchNarodowy;[0];-1;
146502;1;Mst Warszawa (a);mm;52.233002,21.0614195;20;Warszawa;KONFEDERACJA;18;DROŻDŻ;Piotr Dariusz;Mężczyzna;Korwin;[0];-1;
146507;1;Mst Warszawa (a);mm;52.233002,21.0614195;20;Warszawa;KONFEDERACJA;19;PUŁAWSKI;Sebastian;Mężczyzna;RuchNarodowy;[0];-1;
146514;1;Mst Warszawa (a);mm;52.233002,21.0614195;20;Warszawa;KONFEDERACJA;20;RUMIŃSKA;Anna Patrycja;Kobieta;BEZP;[0];-1;
146514;1;Mst Warszawa (a);mm;52.233002,21.0614195;20;Warszawa;KONFEDERACJA;21;STERKOWSKA;Ewelina;Kobieta;BEZP;[0];-1;
146504;1;Mst Warszawa (a);mm;52.233002,21.0614195;20;Warszawa;KONFEDERACJA;22;TOTT;Karol Tadeusz;Mężczyzna;RuchNarodowy;[0];-1;
140504;3;Grodzisk Mazowiecki;gmw;52.098763,20.6186615;20;Warszawa;KONFEDERACJA;23;CHOJNACKA;Grażyna Wiesława;Kobieta;BEZP;[0];-1;
142101;1;Piastów;gm;52.1855705,20.8463065;20;Warszawa;KONFEDERACJA;24;SMUNIEWSKI;Konrad Paweł;Mężczyzna;RuchNarodowy;[0];-1;
166101;1;Opole;mm;50.6788155,17.9061435;21;Opole;PiS;1;POROWSKA;Violetta Teresa;Kobieta;PiS;[0];-1;
161004;3;Prudnik;gmw;50.3418465,17.5288855;21;Opole;PiS;2;CZOCHARA;Katarzyna Beata;Kobieta;PiS;[1];21;21==21
146502;1;Mst Warszawa (a);mm;52.233002,21.0614195;21;Opole;PiS;3;KOWALSKI;Janusz Marcin;Mężczyzna;BEZP;[0];-1;
160701;3;Głuchołazy;gmw;50.331513,17.368549;21;Opole;PiS;4;BORTNICZUK;Kamil;Mężczyzna;PorozumienieJarosławaGowina;[1];21;21==21
166101;1;Opole;mm;50.6788155,17.9061435;21;Opole;PiS;5;DUDA;Antoni Eugeniusz;Mężczyzna;PiS;[1];21;21==21
166101;1;Opole;mm;50.6788155,17.9061435;21;Opole;PiS;6;KŁOSOWSKI;Sławomir;Mężczyzna;PiS;[1];21;21==21
160203;3;Głubczyce;gmw;50.210793,17.762454;21;Opole;PiS;7;NASZKIEWICZ;Jerzy Kazimierz;Mężczyzna;PiS;[1];21;21==21
160301;1;Kędzierzyn-Koźle;gm;50.3454485,18.2455485;21;Opole;PiS;8;CHRZANOWSKI;Andrzej;Mężczyzna;PiS;[0];-1;
161004;3;Prudnik;gmw;50.3418465,17.5288855;21;Opole;PiS;9;BARAŃSKA;Teresa;Kobieta;PiS;[0];-1;
160401;3;Byczyna;gmw;51.106103,18.2080285;21;Opole;PiS;10;BUŁA;Damian Jakub;Mężczyzna;PiS;[0];-1;
160101;1;Brzeg;gm;50.858962,17.462856;21;Opole;PiS;11;KOMARZYŃSKI;Wojciech Stanisław;Mężczyzna;PiS;[1];21;21==21
160804;3;Praszka;gmw;51.0739325,18.491702;21;Opole;PiS;12;KITAJGRODZKI;Zbigniew;Mężczyzna;PiS;[0];-1;
160502;3;Krapkowice;gmw;50.4626285,17.95668;21;Opole;PiS;13;MARKOWSKI;Marko Piotr;Mężczyzna;PiS;[0];-1;
160204;3;Kietrz;gmw;50.0602985,17.9480595;21;Opole;PiS;14;OGNISTY;Tomasz Szczepan;Mężczyzna;PiS;[0];-1;
161002;3;Głogówek;gmw;50.345715,17.875218;21;Opole;PiS;15;KOLBEK;Dariusz Stanisław;Mężczyzna;PiS;[0];-1;
160602;3;Namysłów;gmw;51.08396,17.698537;21;Opole;PiS;16;BRATOSIEWICZ;Zbigniew Józef;Mężczyzna;BEZP;[0];-1;
161105;3;Strzelce Opolskie;gmw;50.550362,18.290406;21;Opole;PiS;17;CHABRASZEWSKA;Anna;Kobieta;PiS;[0];-1;
160902;2;Dąbrowa;gw;50.703796,17.7690775;21;Opole;PiS;18;MAJERSKA;Izabela Barbara;Kobieta;PiS;[0];-1;
160101;1;Brzeg;gm;50.858962,17.462856;21;Opole;PiS;19;STASIOROWSKA;Anna Katarzyna;Kobieta;PiS;[0];-1;
160908;3;Ozimek;gmw;50.694346,18.226523;21;Opole;PiS;20;DEPTUŁA;Adam;Mężczyzna;PiS;[0];-1;
160505;3;Zdzieszowice;gmw;50.4308525,18.092161;21;Opole;PiS;21;KOLEMBA-GASCHKA;Martyna Maria;Kobieta;BEZP;[0];-1;
160801;3;Dobrodzień;gmw;50.7115265,18.447565;21;Opole;PiS;22;GRZEBIŃSKA;Anna;Kobieta;PiS;[0];-1;
160705;3;Nysa;gmw;50.45734,17.3496275;21;Opole;PiS;23;ŻUKOWSKA-JACYKOWSKA;Maria Magdalena;Kobieta;PiS;[0];-1;
166101;1;Opole;mm;50.6788155,17.9061435;21;Opole;PiS;24;OCIEPA;Marcin Michał;Mężczyzna;PorozumienieJarosławaGowina;[0];-1;
160104;3;Lewin Brzeski;gmw;50.753502,17.638326;21;Opole;PSL;1;KUKIZ;Paweł Piotr;Mężczyzna;BEZP;[1];19;19=>21
160402;3;Kluczbork;gmw;50.9772075,18.2210235;21;Opole;PSL;2;RAKOCZY;Stanisław;Mężczyzna;PSL;[1];21;21==21
160101;1;Brzeg;gm;50.858962,17.462856;21;Opole;PSL;3;GRABOWSKI;Paweł;Mężczyzna;BEZP;[1];21;21==21
160705;3;Nysa;gmw;50.45734,17.3496275;21;Opole;PSL;4;KONOPKA;Antoni Jacek;Mężczyzna;PSL;[1];21;21==21
160402;3;Kluczbork;gmw;50.9772075,18.2210235;21;Opole;PSL;5;POŚPIECH;Piotr;Mężczyzna;PSL;[0];-1;
160912;3;Tułowice;gmw;50.594322,17.691896;21;Opole;PSL;6;OSZAŃCA;Marcin Krzysztof;Mężczyzna;PSL;[0];-1;
166101;1;Opole;mm;50.6788155,17.9061435;21;Opole;PSL;7;ZAGOLA;Agnieszka Izabela;Kobieta;PSL;[1];21;21==21
166101;1;Opole;mm;50.6788155,17.9061435;21;Opole;PSL;8;JAGIEŁŁO;Wojciech Jan;Mężczyzna;BEZP;[1];21;21==21
160204;3;Kietrz;gmw;50.0602985,17.9480595;21;Opole;PSL;9;GŁOWACKI;Kazimierz;Mężczyzna;PSL;[1];30;30=>21
160602;3;Namysłów;gmw;51.08396,17.698537;21;Opole;PSL;10;WICIAK;Tomasz Paweł;Mężczyzna;PSL;[0];-1;
160603;2;Pokój;gw;50.913968,17.873558;21;Opole;PSL;11;ZAJĄC;Barbara;Kobieta;PSL;[0];-1;
160907;3;Niemodlin;gmw;50.6549095,17.5931935;21;Opole;PSL;12;KRZESIŃSKI;Jan;Mężczyzna;PSL;[0];-1;
160203;3;Głubczyce;gmw;50.210793,17.762454;21;Opole;PSL;13;MALIK-MENDELSKA;Katarzyna Agnieszka;Kobieta;BEZP;[1];21;21==21
160105;2;Lubsza;gw;50.923716,17.560565;21;Opole;PSL;14;MARKIEWICZ;Jolanta;Kobieta;BEZP;[0];-1;
160804;3;Praszka;gmw;51.0739325,18.491702;21;Opole;PSL;15;KAŁWAK;Leszek;Mężczyzna;PSL;[1];21;21==21
161104;3;Leśnica;gmw;50.4340315,18.215348;21;Opole;PSL;16;KUPNY;Danuta Teresa;Kobieta;BEZP;[0];-1;
161004;3;Prudnik;gmw;50.3418465,17.5288855;21;Opole;PSL;17;ZAWIŚLAK;Alicja;Kobieta;BEZP;[0];-1;
160908;3;Ozimek;gmw;50.694346,18.226523;21;Opole;PSL;18;GAJDA;Ryszard Jan;Mężczyzna;PSL;[0];-1;
160704;2;Łambinowice;gw;50.534411,17.5450905;21;Opole;PSL;19;LEWIŃSKA;Bożena Zofia;Kobieta;PSL;[0];-1;
160103;3;Grodków;gmw;50.6868675,17.358895;21;Opole;PSL;20;KROK;Miłosz Stanisław;Mężczyzna;BEZP;[0];-1;
160305;2;Polska Cerekiew;gw;50.2175895,18.118529;21;Opole;PSL;21;WIECZOREK-GRINER;Agnieszka Danuta;Kobieta;BEZP;[0];-1;
160902;2;Dąbrowa;gw;50.703796,17.7690775;21;Opole;PSL;22;ŚMIGIELSKA;Maria Ewa;Kobieta;BEZP;[0];-1;
160505;3;Zdzieszowice;gmw;50.4308525,18.092161;21;Opole;PSL;23;HANKUS;Mirosław;Mężczyzna;PSL;[0];-1;
160901;2;Chrząstowice;gw;50.6567825,18.0914275;21;Opole;PSL;24;SAWICKI;Grzegorz Adam;Mężczyzna;PSL;[1];21;21==21
160904;2;Komprachcice;gw;50.6265225,17.8061375;21;Opole;KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA;1;GALLA;Ryszard Jerzy;Mężczyzna;członek partii politycznej: Regionalna. Mniejszość z Większością;[1];21;21==21
160502;3;Krapkowice;gmw;50.4626285,17.95668;21;Opole;KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA;2;DONATH-KASIURA;Zuzanna Teresa;Kobieta;członek partii politycznej: Regionalna. Mniejszość z Większością;[1];21;21==21
161102;2;Jemielnica;gw;50.56831,18.3971865;21;Opole;KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA;3;SWACZYNA;Józef Jerzy;Mężczyzna;BEZP;[0];-1;
160801;3;Dobrodzień;gmw;50.7115265,18.447565;21;Opole;KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA;4;GAIDA;Bernard Józef;Mężczyzna;BEZP;[0];-1;
161104;3;Leśnica;gmw;50.4340315,18.215348;21;Opole;KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA;5;GOLA;Edyta Maria;Kobieta;BEZP;[0];-1;
160306;2;Reńska Wieś;gw;50.341658,18.103654;21;Opole;KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA;6;STEUER;Zygfryd Franciszek;Mężczyzna;BEZP;[0];-1;
160910;3;Prószków;gmw;50.572102,17.860219;21;Opole;KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA;7;RASCH;Norbert Józef;Mężczyzna;BEZP;[1];21;21==21
160302;2;Bierawa;gw;50.2803245,18.3019905;21;Opole;KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA;8;HASSA;Joanna Teresa;Kobieta;członek partii politycznej: Regionalna. Mniejszość z Większością;[0];-1;
160402;3;Kluczbork;gmw;50.9772075,18.2210235;21;Opole;KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA;9;CIEPLIK;Kryspin Tomasz;Mężczyzna;BEZP;[0];-1;
161001;3;Biała;gmw;50.4479735,17.6828025;21;Opole;KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA;10;LASAR;Mirosław Piotr;Mężczyzna;BEZP;[0];-1;
160403;2;Lasowice Wielkie;gw;50.8811935,18.2262335;21;Opole;KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA;11;KASPRZYK;Anna Maria;Kobieta;BEZP;[0];-1;
160913;2;Turawa;gw;50.7593435,18.1111025;21;Opole;KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA;12;SACHANBIŃSKI;Aleksander;Mężczyzna;BEZP;[1];21;21==21
161004;3;Prudnik;gmw;50.3418465,17.5288855;21;Opole;KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA;13;LEWKOWICZ;Bogna Melania;Kobieta;BEZP;[0];-1;
160905;2;Łubniany;gw;50.783899,18.0193165;21;Opole;KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA;14;ŚWIERC;Joachim Alfred;Mężczyzna;BEZP;[0];-1;
160903;2;Dobrzeń Wielki;gw;50.7883665,17.8487835;21;Opole;KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA;15;KOSCHNY;Maria Emilia;Kobieta;BEZP;[0];-1;
161001;3;Biała;gmw;50.4479735,17.6828025;21;Opole;KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA;16;MAGOSZ;Rafał Artur;Mężczyzna;BEZP;[0];-1;
160909;2;Popielów;gw;50.844236,17.7374035;21;Opole;KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA;17;RYCHLIK;Krystyna Sylwia;Kobieta;BEZP;[0];-1;
161002;3;Głogówek;gmw;50.345715,17.875218;21;Opole;KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA;18;GERSTENBERG;Sebastian Andrzej;Mężczyzna;BEZP;[1];21;21==21
160908;3;Ozimek;gmw;50.694346,18.226523;21;Opole;KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA;19;WIDERA;Julita Maria;Kobieta;BEZP;[0];-1;
160303;2;Cisek;gw;50.2549325,18.208577;21;Opole;KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA;20;GROEGER;Bernard Adam;Mężczyzna;BEZP;[0];-1;
