date;Gd;Ga;PGd;Rumia;Sop;Tczew;status
2019-06-05 22:00;24.8;225.3;1177.9;756.1;2198.6;887.6;3
2019-06-05 23:00;29.9;227.9;1396.3;720.7;1998.3;855.3;3
2019-06-06 00:00;24.6;232.8;1390.5;795.2;1417.6;781.5;4
2019-06-06 01:00;34.1;236.5;1188.0;762.3;1410.6;764.3;4
2019-06-06 02:00;33.5;226.3;1346.6;722.5;1465.8;724.9;4
2019-06-06 03:00;50.0;210.4;1557.5;681.1;1460.1;749.1;4
2019-06-06 04:00;51.4;206.5;1392.4;664.8;1481.5;842.8;4
2019-06-06 05:00;65.9;223.1;1285.4;931.0;1341.1;1204.2;4
2019-06-06 06:00;215.4;260.4;1157.0;1215.2;1078.1;2059.2;4
2019-06-06 07:00;349.8;317.9;1180.2;1342.3;1162.7;1403.3;4
2019-06-06 08:00;406.2;326.7;1195.3;1056.4;1174.5;1211.6;4
2019-06-06 09:00;408.6;349.7;1176.2;1018.7;1260.2;888.7;4
2019-06-06 10:00;342.0;331.1;1216.6;916.1;1245.4;618.0;4
2019-06-06 11:00;259.0;253.6;1208.2;800.6;1236.2;665.8;4
2019-06-06 12:00;185.4;271.2;1143.3;729.6;1088.0;957.4;4
2019-06-06 13:00;154.4;292.1;1427.6;811.3;1303.6;826.4;4
2019-06-06 14:00;106.1;245.3;1601.6;691.2;1224.7;860.2;4
2019-06-06 15:00;82.2;177.8;1544.9;1077.1;1291.5;980.5;4
2019-06-06 16:00;92.5;168.2;1874.5;1342.1;817.9;1086.4;4
2019-06-06 17:00;71.6;163.2;1529.1;1097.4;1089.6;1401.2;4
2019-06-06 18:00;86.8;179.3;1792.4;1077.4;1332.4;1309.6;4
2019-06-06 19:00;79.4;181.0;1236.6;943.7;1091.5;1018.9;4
2019-06-06 20:00;91.8;164.2;1036.6;931.0;934.0;906.2;4
2019-06-06 21:00;82.2;185.9;1084.9;1349.0;1224.8;802.9;4
2019-06-06 22:00;53.5;155.8;1095.7;1484.1;2134.4;823.2;4
2019-06-06 23:00;51.1;146.5;1110.2;1350.9;1942.4;739.3;4
2019-06-07 00:00;52.5;149.4;1238.6;1194.2;1443.9;679.0;5
2019-06-07 01:00;59.4;151.7;1475.9;1157.5;1492.2;643.0;5
2019-06-07 02:00;57.1;176.8;1551.9;1161.1;1223.6;622.8;5
2019-06-07 03:00;50.2;162.4;1496.0;1123.7;1172.8;666.2;5
2019-06-07 04:00;50.3;170.1;1474.3;1027.3;1158.0;1252.6;5
2019-06-07 05:00;65.0;182.1;1376.0;930.8;1138.9;2172.4;5
2019-06-07 06:00;179.5;238.0;1299.8;975.2;1790.8;2057.4;5
2019-06-07 07:00;316.5;243.4;1432.1;1407.2;2057.1;1539.6;5
2019-06-07 08:00;378.2;230.5;1626.4;1423.9;2288.9;1176.6;5
2019-06-07 09:00;310.8;254.7;1627.8;1346.9;2620.6;1268.4;5
2019-06-07 10:00;236.4;290.0;1925.1;1208.3;3142.0;1001.2;5
2019-06-07 11:00;135.6;290.8;2018.8;1151.9;2261.9;1048.5;5
2019-06-07 12:00;104.0;371.4;2259.1;928.8;1396.3;1113.5;5
2019-06-07 13:00;136.6;350.4;2625.3;1081.1;1848.2;1068.6;5
2019-06-07 14:00;85.1;226.0;1835.1;1242.7;1103.6;1065.7;5
2019-06-07 15:00;56.0;180.1;1023.8;1323.1;990.8;988.6;5
2019-06-07 16:00;74.5;221.9;1032.0;1095.5;888.1;824.3;5
2019-06-07 17:00;87.8;245.9;1231.7;1245.4;1129.1;786.9;5
2019-06-07 18:00;95.0;332.5;1017.6;1403.6;1384.9;958.0;5
2019-06-07 19:00;89.8;389.8;1138.7;1719.8;1842.4;1289.5;5
2019-06-07 20:00;85.5;300.8;765.7;1566.5;1042.4;1155.9;5
2019-06-07 21:00;80.0;230.6;1031.0;1183.4;862.9;741.3;5
2019-06-07 22:00;70.1;253.0;1051.4;1146.5;699.3;895.1;5
2019-06-07 23:00;61.1;217.4;965.7;950.9;856.0;885.5;5
2019-06-08 00:00;54.7;225.2;969.5;892.2;776.5;831.2;6
2019-06-08 01:00;43.4;194.3;1026.7;794.9;883.3;745.9;6
2019-06-08 02:00;37.2;160.8;1013.7;771.5;894.1;754.4;6
2019-06-08 03:00;38.5;147.5;997.2;799.8;900.6;760.3;6
2019-06-08 04:00;35.9;147.4;1036.3;777.2;906.1;776.9;6
2019-06-08 05:00;32.8;146.5;1118.6;759.3;797.4;841.6;6
2019-06-08 06:00;37.8;158.4;1662.6;731.1;723.2;848.7;6
2019-06-08 07:00;48.7;178.5;1689.5;734.8;674.6;892.9;6
2019-06-08 08:00;55.3;191.9;1633.5;865.3;618.7;1036.8;6
2019-06-08 09:00;75.5;206.7;1713.1;973.6;635.3;1124.0;6
2019-06-08 10:00;80.3;237.5;1481.8;1016.1;831.2;855.6;6
2019-06-08 11:00;125.0;249.7;1658.7;857.9;855.2;1034.4;6
2019-06-08 12:00;91.9;236.1;1642.4;904.4;1211.7;967.3;6
2019-06-08 13:00;61.1;228.7;1465.7;805.5;838.6;857.8;6
2019-06-08 14:00;34.9;180.9;1578.0;748.5;590.8;860.8;6
2019-06-08 15:00;55.5;226.4;1749.3;918.3;803.2;1149.8;6
2019-06-08 16:00;72.9;243.6;1795.8;758.7;784.3;1245.2;6
2019-06-08 17:00;106.4;246.7;1514.5;762.1;762.5;979.6;6
2019-06-08 18:00;110.9;247.7;1447.8;932.1;649.1;1027.7;6
2019-06-08 19:00;121.8;237.9;1616.5;1042.5;828.2;1292.6;6
2019-06-08 20:00;101.6;259.5;1824.2;1130.3;852.1;1798.8;6
2019-06-08 21:00;64.1;251.3;1916.6;1066.1;1014.1;1557.3;6
2019-06-08 22:00;51.8;238.2;1648.7;1041.3;1109.8;1140.4;6
2019-06-08 23:00;53.8;233.8;1669.5;955.5;957.1;1191.6;6
2019-06-09 00:00;53.6;211.9;1674.7;1143.9;1110.9;1058.8;17
2019-06-09 01:00;56.8;194.8;1504.6;1144.9;1428.9;1790.3;17
2019-06-09 02:00;57.7;177.6;1145.8;1246.9;1665.3;1913.5;17
2019-06-09 03:00;58.6;170.4;1135.7;1296.6;1042.0;1887.9;17
2019-06-09 04:00;51.2;166.3;1122.4;1283.9;797.4;1630.9;17
2019-06-09 05:00;44.0;153.3;1122.4;1287.2;779.5;1435.4;17
2019-06-09 06:00;47.2;170.0;1159.8;1236.2;745.8;1285.0;17
2019-06-09 07:00;49.0;175.2;1206.6;1019.4;678.8;1217.9;17
2019-06-09 08:00;38.0;182.0;1222.3;898.0;797.8;1328.1;17
2019-06-09 09:00;67.7;214.4;1276.9;963.8;1313.7;1583.0;17
2019-06-09 10:00;175.9;212.2;1023.7;917.6;1624.8;1630.1;17
2019-06-09 11:00;251.9;372.0;1140.6;1089.8;1921.3;1077.0;17
2019-06-09 12:00;206.4;357.2;1811.9;1082.8;2656.4;895.2;17
2019-06-09 13:00;158.6;233.0;2123.0;1409.3;1951.2;893.2;17
2019-06-09 14:00;89.6;306.1;1086.0;1382.4;884.9;930.4;17
2019-06-09 15:00;89.7;249.2;968.3;1381.1;1085.2;809.2;17
2019-06-09 16:00;74.8;256.4;928.8;1469.0;857.9;1028.7;17
2019-06-09 17:00;93.9;246.2;991.4;1683.8;1180.5;1083.7;17
2019-06-09 18:00;80.6;263.7;983.9;1875.2;1726.9;1328.6;17
2019-06-09 19:00;87.8;208.5;839.9;2288.0;1372.2;1322.8;17
2019-06-09 20:00;90.7;176.1;828.8;2337.6;1203.1;1136.1;17
2019-06-09 21:00;63.8;187.6;789.0;1913.5;1398.6;840.7;17
2019-06-09 22:00;65.9;191.7;730.6;1356.1;1135.7;736.2;17
2019-06-09 23:00;60.1;176.0;617.3;1316.2;1189.2;740.9;17
2019-06-10 00:00;63.9;181.0;617.3;1402.5;1488.8;730.5;1
2019-06-10 01:00;62.0;212.6;684.8;1529.4;1216.0;947.1;1
2019-06-10 02:00;49.3;208.8;897.2;1899.4;1057.1;977.2;1
2019-06-10 03:00;51.3;209.9;797.8;2060.5;983.5;961.0;1
2019-06-10 04:00;55.1;213.4;757.4;1866.8;949.0;986.5;1
2019-06-10 05:00;69.4;226.7;842.8;1803.9;844.2;1251.4;1
2019-06-10 06:00;163.2;250.3;889.2;1618.7;953.6;1906.4;1
2019-06-10 07:00;338.3;266.3;987.1;2907.2;1367.6;1455.8;1
2019-06-10 08:00;460.2;303.8;1047.5;2521.2;1070.3;1917.9;1
2019-06-10 09:00;463.4;315.0;990.0;1846.3;1191.1;2026.2;1
2019-06-10 10:00;452.4;296.4;1144.2;1702.0;1010.4;1341.0;1
2019-06-10 11:00;420.7;310.6;1170.3;1092.3;1140.9;888.3;1
2019-06-10 12:00;363.1;285.8;1349.3;1221.3;1832.3;807.4;1
2019-06-10 13:00;225.2;307.6;1465.3;1177.8;1665.5;762.1;1
2019-06-10 14:00;109.0;344.0;893.4;923.3;815.6;692.5;1
2019-06-10 15:00;97.5;323.5;1093.1;815.5;940.6;965.7;1
2019-06-10 16:00;114.7;258.3;1099.2;1252.9;1148.5;960.9;1
2019-06-10 17:00;120.7;240.3;890.7;1445.0;1665.7;843.4;1
2019-06-10 18:00;71.9;208.5;965.9;1177.3;820.0;813.4;1
2019-06-10 19:00;71.3;180.4;1062.1;828.1;560.9;831.0;1
2019-06-10 20:00;55.2;149.7;775.5;855.4;473.6;712.5;1
2019-06-10 21:00;50.1;146.5;867.8;962.5;474.8;805.8;1
2019-06-10 22:00;47.2;148.2;838.5;1059.3;513.2;784.4;1
2019-06-10 23:00;49.3;150.1;842.8;887.5;517.0;846.1;1
2019-06-11 00:00;45.2;148.0;954.6;819.0;507.9;814.9;2
2019-06-11 01:00;41.7;157.2;1000.0;800.8;535.8;837.5;2
2019-06-11 02:00;47.0;162.9;1000.0;722.8;589.4;834.4;2
2019-06-11 03:00;48.6;175.6;988.9;710.6;569.1;863.5;2
2019-06-11 04:00;44.3;169.4;788.5;794.5;549.2;856.2;2
2019-06-11 05:00;54.9;172.8;961.0;882.3;580.9;1196.8;2
2019-06-11 06:00;132.9;201.7;947.6;1033.0;931.0;1289.1;2
2019-06-11 07:00;275.7;272.3;652.5;821.6;1155.9;1010.9;2
2019-06-11 08:00;413.0;322.1;598.5;844.3;1311.3;1248.6;2
2019-06-11 09:00;452.3;334.0;620.6;1196.8;1496.5;1550.2;2
2019-06-11 10:00;495.0;345.6;746.7;821.3;1596.7;1307.1;2
2019-06-11 11:00;380.4;426.2;859.2;860.1;1507.1;1025.5;2
2019-06-11 12:00;352.7;434.1;798.8;874.4;1869.7;1316.2;2
2019-06-11 13:00;257.8;410.1;812.9;1091.7;1830.7;1016.6;2
2019-06-11 14:00;174.6;377.2;1181.3;1144.3;2044.9;1036.1;2
2019-06-11 15:00;134.6;395.4;998.4;915.5;1120.2;1148.1;2
2019-06-11 16:00;216.1;257.0;823.5;1170.2;1491.9;1371.4;2
2019-06-11 17:00;177.9;161.0;724.2;1056.2;1567.8;1255.2;2
2019-06-11 18:00;167.3;229.5;816.8;1050.8;1785.1;1351.3;2
2019-06-11 19:00;114.4;234.1;1146.2;876.3;1470.9;1583.1;2
2019-06-11 20:00;95.7;203.0;915.9;975.5;1015.8;1355.9;2
2019-06-11 21:00;58.4;193.4;918.8;717.8;1049.2;985.4;2
2019-06-11 22:00;46.6;185.9;997.9;759.3;925.5;934.6;2
2019-06-11 23:00;46.3;173.9;965.9;758.1;843.8;924.7;2
2019-06-12 00:00;39.5;143.7;902.8;804.4;954.8;889.8;3
2019-06-12 01:00;40.0;140.5;908.5;752.2;982.0;1063.2;3
2019-06-12 02:00;35.8;151.4;947.4;694.4;844.0;1767.3;3
2019-06-12 03:00;34.8;153.9;1064.3;694.4;910.3;1965.4;3
2019-06-12 04:00;34.7;154.5;988.2;656.8;859.5;2403.2;3
2019-06-12 05:00;44.2;168.2;768.2;658.3;799.4;3038.8;3
2019-06-12 06:00;141.3;226.7;733.7;1314.2;1297.7;3774.6;3
2019-06-12 07:00;279.0;331.6;694.7;1015.9;2302.1;3476.6;3
2019-06-12 08:00;384.5;324.8;833.4;1028.3;2349.8;3573.5;3
2019-06-12 09:00;355.0;361.4;999.0;964.5;1783.2;4051.7;3
2019-06-12 10:00;361.0;386.4;1179.2;919.7;2073.3;3484.5;3
2019-06-12 11:00;354.0;424.8;1275.6;972.3;1869.5;1869.9;3
2019-06-12 12:00;276.0;496.4;1035.4;969.1;1378.6;1206.5;3
2019-06-12 13:00;160.2;383.9;936.7;1095.3;898.6;888.0;3
2019-06-12 14:00;125.3;278.1;774.5;1147.6;884.2;933.3;3
2019-06-12 15:00;208.3;212.1;739.1;1431.9;1403.5;748.1;3
2019-06-12 16:00;136.4;230.7;710.4;1148.9;970.1;763.4;3
2019-06-12 17:00;143.2;203.6;731.0;1218.8;1021.4;917.4;3
2019-06-12 18:00;76.5;204.5;721.3;1384.7;1074.0;1232.1;3
2019-06-12 19:00;105.5;239.5;867.4;1363.3;1287.8;1322.8;3
2019-06-12 20:00;164.5;285.5;817.2;1254.5;1222.7;1144.2;3
2019-06-12 21:00;73.7;221.0;799.1;1088.9;1197.7;1644.4;3
2019-06-12 22:00;54.0;189.5;836.8;1063.0;1760.2;1562.4;3
2019-06-12 23:00;43.0;197.3;1017.1;987.4;1692.2;2241.7;3
2019-06-13 00:00;44.7;211.4;1036.2;909.9;1148.0;1860.7;4
2019-06-13 01:00;51.7;209.6;877.0;960.9;1394.2;1769.2;4
2019-06-13 02:00;35.9;180.2;830.8;1159.7;1019.1;2082.3;4
2019-06-13 03:00;37.0;169.9;850.1;1249.6;876.3;2376.1;4
2019-06-13 04:00;37.3;200.6;920.4;1187.7;720.8;2621.7;4
2019-06-13 05:00;37.5;201.6;1034.7;1251.1;824.4;3311.4;4
2019-06-13 06:00;114.4;242.5;916.0;1661.3;1511.3;3175.9;4
2019-06-13 07:00;139.7;223.2;909.9;1359.6;1184.6;2137.8;4
2019-06-13 08:00;168.5;229.0;876.8;1215.6;1247.1;1695.2;4
2019-06-13 09:00;223.0;222.2;775.0;1107.4;1320.7;1928.6;4
2019-06-13 10:00;233.5;243.5;743.0;1109.0;1334.0;2010.8;4
2019-06-13 11:00;211.1;208.7;789.1;1211.6;1505.5;1291.9;4
2019-06-13 12:00;161.7;166.6;787.2;1004.4;1421.8;1176.8;4
2019-06-13 13:00;107.1;165.7;749.4;954.6;1423.6;1315.7;4
2019-06-13 14:00;71.0;149.8;665.4;964.2;1811.4;1003.4;4
2019-06-13 15:00;47.0;190.8;832.8;926.1;1166.8;738.5;4
2019-06-13 16:00;50.0;215.8;1008.2;948.4;914.8;824.0;4
2019-06-13 17:00;54.5;230.6;1107.9;781.4;859.8;714.9;4
2019-06-13 18:00;69.1;232.1;872.6;842.9;1192.0;691.7;4
2019-06-13 19:00;69.1;211.7;963.3;826.4;1355.0;654.8;4
2019-06-13 20:00;53.0;194.9;903.7;943.2;1028.9;616.4;4
2019-06-13 21:00;52.8;215.4;848.3;1052.4;1055.0;694.3;4
2019-06-13 22:00;49.2;202.8;815.7;1073.2;1054.0;631.8;4
2019-06-13 23:00;52.7;174.6;810.2;1131.6;983.5;486.0;4
2019-06-14 00:00;54.5;160.7;865.4;1042.6;916.6;458.0;5
2019-06-14 01:00;52.5;146.5;855.0;999.9;781.5;455.3;5
2019-06-14 02:00;57.6;130.5;837.5;986.9;844.7;488.8;5
2019-06-14 03:00;48.4;118.1;857.3;1010.1;762.5;601.2;5
2019-06-14 04:00;48.6;115.6;794.6;1020.5;654.3;1202.8;5
2019-06-14 05:00;60.5;130.1;774.6;1108.9;721.5;2476.8;5
2019-06-14 06:00;154.8;164.2;842.0;1278.8;1518.9;3504.0;5
2019-06-14 07:00;252.1;237.8;866.0;1579.6;2014.5;3059.4;5
2019-06-14 08:00;391.2;273.0;796.8;2052.3;2547.1;2434.4;5
2019-06-14 09:00;435.4;286.0;822.0;2560.9;2384.3;2391.3;5
2019-06-14 10:00;406.9;331.2;842.9;1698.8;1887.4;2357.4;5
2019-06-14 11:00;327.2;325.2;950.7;1606.0;1593.5;2629.2;5
2019-06-14 12:00;271.4;325.5;843.2;1197.4;1721.7;2257.0;5
2019-06-14 13:00;201.8;282.5;768.3;1463.7;1897.1;1578.1;5
2019-06-14 14:00;119.4;242.8;1060.1;1971.2;898.1;849.6;5
2019-06-14 15:00;90.7;201.7;1116.3;1181.6;1088.0;875.5;5
2019-06-14 16:00;107.9;215.6;975.2;1397.5;1086.8;1066.1;5
2019-06-14 17:00;117.7;221.7;1249.8;1310.6;1079.9;1365.3;5
2019-06-14 18:00;114.1;274.0;1305.2;2095.4;1014.0;1748.5;5
2019-06-14 19:00;134.3;234.2;1145.1;1551.4;1143.4;1193.0;5
2019-06-14 20:00;167.1;213.8;1121.2;1129.7;883.5;1064.4;5
2019-06-14 21:00;81.4;190.4;1364.7;1142.2;1311.4;791.8;5
2019-06-14 22:00;51.8;175.3;1252.4;1327.0;1357.7;964.3;5
2019-06-14 23:00;52.0;158.4;1134.3;1355.8;864.0;1233.6;5
2019-06-15 00:00;47.3;141.0;1103.0;1017.0;1186.1;1140.3;6
2019-06-15 01:00;33.3;137.8;1131.3;852.6;1190.3;1089.5;6
2019-06-15 02:00;32.1;110.2;982.7;785.0;1313.8;1222.0;6
2019-06-15 03:00;17.5;106.9;911.1;747.2;1050.1;1429.9;6
2019-06-15 04:00;17.1;101.3;884.0;781.6;853.2;1755.9;6
2019-06-15 05:00;18.4;100.2;857.8;870.7;767.5;1463.0;6
2019-06-15 06:00;18.1;97.0;902.9;1008.6;678.5;1025.8;6
2019-06-15 07:00;23.2;98.2;823.4;1255.2;690.4;1115.8;6
2019-06-15 08:00;29.8;121.6;866.5;1096.6;802.7;1017.0;6
2019-06-15 09:00;47.3;146.3;866.7;867.6;971.6;890.5;6
2019-06-15 10:00;60.5;159.5;836.9;766.3;1564.7;903.9;6
2019-06-15 11:00;61.0;181.8;960.0;594.3;2412.2;749.1;6
2019-06-15 12:00;63.8;229.7;933.8;690.3;2202.2;734.7;6
2019-06-15 13:00;119.9;231.2;1125.5;728.7;1920.7;749.4;6
2019-06-15 14:00;132.9;236.8;984.3;840.5;2853.0;764.0;6
2019-06-15 15:00;110.4;238.6;1100.7;916.1;2648.8;878.9;6
2019-06-15 16:00;79.6;232.2;1023.8;790.5;2070.4;841.0;6
2019-06-15 17:00;86.2;258.4;788.3;799.4;2009.6;984.6;6
2019-06-15 18:00;74.0;173.9;959.2;717.1;1320.5;952.0;6
2019-06-15 19:00;69.5;179.0;930.2;792.6;1048.7;1811.6;6
2019-06-15 20:00;60.5;158.2;851.8;817.7;934.1;1393.6;6
2019-06-15 21:00;47.9;157.7;761.6;1015.7;919.4;1090.2;6
2019-06-15 22:00;42.0;153.4;866.8;988.0;744.3;1917.8;6
2019-06-15 23:00;38.1;157.3;888.5;954.8;678.1;2098.7;6
2019-06-16 00:00;40.2;162.0;843.9;988.6;641.1;2134.0;7
2019-06-16 01:00;39.1;139.6;839.3;1035.3;1744.3;1481.7;7
2019-06-16 02:00;35.3;127.7;816.0;1211.9;1590.2;1356.5;7
2019-06-16 03:00;32.4;117.1;816.0;1286.3;1265.9;1281.4;7
2019-06-16 04:00;30.8;111.7;846.9;1184.9;923.3;1396.1;7
2019-06-16 05:00;29.1;113.4;913.5;1191.4;888.9;1523.8;7
2019-06-16 06:00;25.6;119.2;887.6;1182.8;819.8;1621.3;7
2019-06-16 07:00;31.8;142.2;887.6;1104.5;601.0;1560.2;7
2019-06-16 08:00;29.3;158.1;925.9;943.3;767.1;1578.2;7
2019-06-16 09:00;37.0;167.2;988.1;943.1;765.9;1480.7;7
2019-06-16 10:00;49.8;194.4;1122.0;1106.8;737.0;1470.7;7
2019-06-16 11:00;50.0;203.9;1143.9;1165.7;860.6;1513.9;7
2019-06-16 12:00;61.1;224.3;1085.7;1540.9;846.3;1084.6;7
2019-06-16 13:00;75.0;231.3;982.0;1090.2;780.3;762.8;7
2019-06-16 14:00;75.7;262.5;901.6;961.8;948.1;910.0;7
2019-06-16 15:00;52.4;279.5;693.9;904.4;958.7;730.7;7
2019-06-16 16:00;56.4;219.4;661.2;970.3;1030.8;752.3;7
2019-06-16 17:00;51.2;205.2;771.8;1113.1;1182.7;752.3;7
2019-06-16 18:00;45.2;175.5;917.6;1330.4;769.0;763.4;7
2019-06-16 19:00;50.0;186.2;951.4;1141.5;950.5;881.4;7
2019-06-16 20:00;49.3;148.3;898.8;1253.1;892.7;1041.2;7
2019-06-16 21:00;41.7;119.4;809.5;1149.8;990.1;1178.1;7
2019-06-16 22:00;39.1;116.0;701.6;851.5;970.6;912.4;7
2019-06-16 23:00;53.5;123.8;619.5;899.6;853.8;821.3;7
2019-06-17 00:00;47.2;118.1;636.7;911.0;893.9;737.7;1
2019-06-17 01:00;41.3;104.2;688.9;918.5;964.1;731.7;1
2019-06-17 02:00;40.9;102.6;750.8;917.3;917.9;812.9;1
2019-06-17 03:00;42.4;102.3;755.7;889.4;804.8;878.6;1
2019-06-17 04:00;43.2;104.5;682.7;884.3;727.8;1111.0;1
2019-06-17 05:00;52.8;123.2;697.6;813.7;705.0;1362.8;1
2019-06-17 06:00;140.3;172.2;845.0;1576.8;1031.7;1729.6;1
2019-06-17 07:00;285.3;255.1;995.0;2083.8;1337.4;1372.9;1
2019-06-17 08:00;365.9;337.1;1098.6;2075.5;1522.1;1982.1;1
2019-06-17 09:00;353.2;402.7;1148.6;1658.6;1404.6;1443.2;1
2019-06-17 10:00;371.9;425.0;1257.4;1654.1;1423.6;1036.1;1
2019-06-17 11:00;293.9;426.9;1268.6;984.1;1606.2;792.5;1
2019-06-17 12:00;204.2;398.2;1490.5;791.5;2211.6;758.0;1
2019-06-17 13:00;205.7;343.1;1265.0;843.4;1545.3;760.5;1
2019-06-17 14:00;253.9;370.0;791.7;1073.7;1166.2;855.5;1
2019-06-17 15:00;235.2;260.8;794.7;1726.6;1403.2;801.4;1
2019-06-17 16:00;180.8;182.8;784.4;1769.9;1215.9;1041.9;1
2019-06-17 17:00;150.7;218.0;921.0;1642.7;1652.4;935.8;1
2019-06-17 18:00;123.1;267.8;880.9;1011.6;1360.7;993.7;1
2019-06-17 19:00;126.7;213.9;861.1;1310.7;1438.7;914.1;1
2019-06-17 20:00;93.6;187.3;845.9;1790.7;1046.4;1180.2;1
2019-06-17 21:00;69.9;176.4;851.0;930.1;970.9;1169.7;1
2019-06-17 22:00;53.7;176.6;1158.5;848.3;966.8;887.6;1
2019-06-17 23:00;55.4;170.5;1331.5;882.7;684.7;867.6;1
2019-06-18 00:00;48.2;159.7;1196.8;963.1;511.0;815.4;2
2019-06-18 01:00;46.6;166.1;1155.6;963.1;607.6;868.9;2
2019-06-18 02:00;44.1;151.5;1147.1;918.4;664.3;847.5;2
2019-06-18 03:00;39.0;139.8;1008.7;961.5;680.6;842.1;2
2019-06-18 04:00;49.0;131.2;713.3;981.1;650.6;1174.5;2
2019-06-18 05:00;81.7;139.0;688.2;1054.6;742.2;1959.8;2
2019-06-18 06:00;208.5;187.5;707.0;1160.9;1154.2;1669.5;2
2019-06-18 07:00;358.8;269.2;724.8;1219.8;1621.7;1485.9;2
2019-06-18 08:00;458.0;327.2;719.1;1439.1;1327.4;1255.8;2
2019-06-18 09:00;475.9;337.1;907.3;1435.9;1531.6;893.5;2
2019-06-18 10:00;439.9;329.3;1184.8;1759.1;1480.5;1493.9;2
2019-06-18 11:00;302.5;380.8;1172.7;1628.5;1377.6;2130.0;2
2019-06-18 12:00;249.2;301.2;1082.3;2190.5;1369.0;1737.3;2
2019-06-18 13:00;230.3;360.1;1056.4;1570.9;1026.7;1248.1;2
2019-06-18 14:00;196.7;445.5;1084.8;1500.0;1071.7;1082.5;2
2019-06-18 15:00;177.2;328.1;940.7;1295.9;1387.2;739.4;2
2019-06-18 16:00;142.7;271.3;879.4;1365.2;1061.1;926.2;2
2019-06-18 17:00;164.1;244.6;741.3;1084.3;1018.9;810.8;2
2019-06-18 18:00;163.0;209.1;937.9;1563.8;1063.0;1038.3;2
2019-06-18 19:00;140.7;220.9;906.2;2759.0;980.6;867.0;2
2019-06-18 20:00;94.7;252.3;717.5;2197.5;1080.9;764.0;2
2019-06-18 21:00;65.8;214.8;758.1;1802.1;1149.0;1014.2;2
2019-06-18 22:00;53.5;185.2;810.4;1173.0;1526.0;784.9;2
2019-06-18 23:00;42.0;164.8;904.2;888.7;1569.4;778.3;2
2019-06-19 00:00;40.9;167.8;840.3;832.8;1079.9;809.8;3
2019-06-19 01:00;47.9;163.2;882.1;820.6;995.2;812.7;3
2019-06-19 02:00;46.4;151.1;925.1;740.6;951.7;846.3;3
2019-06-19 03:00;43.8;123.1;915.3;728.4;904.2;857.5;3
2019-06-19 04:00;55.8;119.3;897.3;738.6;846.1;855.2;3
2019-06-19 05:00;70.6;140.3;831.1;826.6;792.8;929.9;3
2019-06-19 06:00;191.0;169.4;700.1;1193.4;782.2;1166.0;3
2019-06-19 07:00;362.4;239.1;840.4;1203.1;988.7;1187.9;3
2019-06-19 08:00;503.3;260.1;852.8;1290.8;1230.6;1021.5;3
2019-06-19 09:00;560.7;254.7;764.7;1623.2;1192.5;887.8;3
2019-06-19 10:00;567.2;279.2;740.6;1054.3;1626.9;711.5;3
2019-06-19 11:00;478.2;264.9;763.9;858.5;1190.8;606.2;3
2019-06-19 12:00;440.3;258.0;781.2;778.3;1284.1;837.6;3
2019-06-19 13:00;302.5;238.4;796.3;888.3;983.6;695.9;3
2019-06-19 14:00;156.4;254.5;1056.0;1314.4;781.3;783.1;3
2019-06-19 15:00;108.0;187.0;1214.4;1276.6;827.5;734.2;3
2019-06-19 16:00;110.0;182.1;946.3;1432.3;884.0;926.4;3
2019-06-19 17:00;102.7;230.7;780.9;924.6;702.8;1147.1;3
2019-06-19 18:00;158.1;248.0;916.4;1374.2;1114.4;947.8;3
2019-06-19 19:00;205.2;223.5;826.9;1037.3;994.3;953.1;3
2019-06-19 20:00;109.6;173.3;991.6;772.8;988.1;894.8;3
2019-06-19 21:00;97.1;164.6;1026.8;744.2;1138.5;1013.3;3
2019-06-19 22:00;67.0;172.6;1045.2;1199.0;1335.2;957.0;3
2019-06-19 23:00;57.9;171.6;913.1;1218.5;1108.9;932.3;3
2019-06-20 00:00;48.2;142.9;855.6;1455.3;881.3;771.7;14
2019-06-20 01:00;49.7;162.1;909.1;1201.3;1138.0;788.4;14
2019-06-20 02:00;45.2;143.1;1083.1;1113.9;1463.9;844.5;14
2019-06-20 03:00;45.6;127.2;1238.2;1261.6;1475.7;816.9;14
2019-06-20 04:00;46.0;123.2;1362.6;1190.6;1764.5;892.0;14
2019-06-20 05:00;39.2;123.7;1377.8;1051.4;1764.9;939.5;14
2019-06-20 06:00;36.8;123.0;1454.6;1002.1;1403.6;929.1;14
2019-06-20 07:00;67.5;126.6;1452.5;955.8;1343.9;886.6;14
2019-06-20 08:00;101.7;143.0;1411.5;821.2;1179.2;906.2;14
2019-06-20 09:00;157.1;160.7;1389.2;810.1;1024.5;933.7;14
2019-06-20 10:00;216.4;218.2;1469.9;854.9;1535.7;903.7;14
2019-06-20 11:00;278.6;430.3;1620.5;1184.0;1649.4;884.4;14
2019-06-20 12:00;192.3;574.3;1655.7;1044.5;2699.6;832.2;14
2019-06-20 13:00;103.3;220.0;1213.8;1029.7;1833.7;922.6;14
2019-06-20 14:00;44.1;133.9;1300.5;911.2;571.6;1109.8;14
2019-06-20 15:00;31.4;138.9;1168.8;1176.6;564.1;1100.9;14
2019-06-20 16:00;37.4;158.9;1149.7;1337.5;588.7;1178.3;14
2019-06-20 17:00;97.1;217.9;1802.0;1480.7;745.2;1342.1;14
