rok;nro;nrk;komitet;kandydat;glosy;procent;lprocent;plec;wynik
2011;28;13;PiS;Janiszewska Anna Maria;2106;0,94;3,43;K;N
2011;28;14;PiS;Klimek Ryszard Wincenty;1299;0,58;2,11;M;N
2011;28;1;PJN;Ruksza Paweł Jan;1727;0,77;36,02;M;N
2011;28;2;PJN;Madej Ludwik;391;0,17;8,15;M;N
2011;28;3;PJN;Machnik Bartłomiej Paweł;391;0,17;8,15;M;N
2011;28;4;PJN;Barc Beata Agnieszka;395;0,18;8,24;K;N
2011;28;5;PJN;Wrońska Ewelina Barbara;358;0,16;7,47;K;N
2011;28;6;PJN;Ślemp Sebastian Dariusz;180;0,08;3,75;M;N
2011;28;7;PJN;Pajor Krzysztof Tadeusz;165;0,07;3,44;M;N
2011;28;8;PJN;Contucci Ewa Aleksandra;111;0,05;2,31;K;N
2011;28;9;PJN;Kołodziejczyk Katarzyna Anna;271;0,12;5,65;K;N
2011;28;10;PJN;Binkiewicz Jan;58;0,03;1,21;M;N
2011;28;11;PJN;Kasprzyk Irmina Jadwiga;178;0,08;3,71;K;N
2011;28;12;PJN;Hyla Teresa Maria;144;0,06;3,00;K;N
2011;28;13;PJN;Radzioch Krzysztof Paweł;125;0,06;2,61;M;N
2011;28;14;PJN;Zbrojkiewicz Paweł;301;0,13;6,28;M;N
2011;28;1;SLD;Adamkiewicz Janusz Stefan;3773;1,68;16,02;M;N
2011;28;2;SLD;Balt Marek Paweł;5378;2,40;22,84;M;T
2011;28;3;SLD;Kall Zdzisława;2784;1,24;11,82;K;N
2011;28;4;SLD;Kasprzyk Jacek Franciszek;3668;1,63;15,58;M;N
2011;28;5;SLD;Sikorski Grzegorz Mieczysław;876;0,39;3,72;M;N
2011;28;6;SLD;Ogończyk Mariusz Dominik;392;0,17;1,66;M;N
2011;28;7;SLD;Bąk Joanna Cecylia;1506;0,67;6,40;K;N
2011;28;8;SLD;Juszczyk-Rozlach Marzena Beata;238;0,11;1,01;K;N
2011;28;9;SLD;Mizera Barbara Maria;1014;0,45;4,31;K;N
2011;28;10;SLD;Włodarek Radosław Stanisław;1135;0,51;4,82;M;N
2011;28;11;SLD;Szewczyk Karina Izabela;846;0,38;3,59;K;N
2011;28;12;SLD;Wabnic Łukasz Piotr;525;0,23;2,23;M;N
2011;28;13;SLD;Skorek Agnieszka Wioletta;717;0,32;3,04;K;N
2011;28;14;SLD;Korsak Jan;695;0,31;2,95;M;N
2011;28;1;RPalikota;Bramora Artur Franciszek;10610;4,73;35,31;M;T
2011;28;2;RPalikota;Zaciera-Kaczmarczyk Beata Katarzyna;2355;1,05;7,84;K;N
2011;28;3;RPalikota;Karkowska Dagna Anna;5616;2,50;18,69;K;N
2011;28;4;RPalikota;Wieczorek Sylwia Bożena;1652;0,74;5,50;K;N
2011;28;5;RPalikota;Wiśniewska-Gębka Agata;1213;0,54;4,04;K;N
2011;28;6;RPalikota;Zdybowicz Magdalena Barbara;405;0,18;1,35;K;N
2011;28;7;RPalikota;Zabawa Marek Jan;1431;0,64;4,76;M;N
2011;28;8;RPalikota;Olejnik Agnieszka Anna;1615;0,72;5,37;K;N
2011;28;9;RPalikota;Gutowski Janusz Krzysztof;889;0,40;2,96;M;N
2011;28;10;RPalikota;Zielińska Mariola Barbara;1001;0,45;3,33;K;N
2011;28;11;RPalikota;Tomaszewska Dorota Maria;402;0,18;1,34;K;N
2011;28;12;RPalikota;Niedostatkiewicz Marek Euzebiusz;344;0,15;1,14;M;N
2011;28;13;RPalikota;Borecka-Brzózka Elżbieta Krystyna;1064;0,47;3,54;K;N
2011;28;14;RPalikota;Palka Robert Piotr;1452;0,65;4,83;M;N
2011;28;1;PSL;Serafin Władysław;6140;2,74;31,19;M;N
2011;28;2;PSL;Smela Krzysztof;3214;1,43;16,32;M;N
2011;28;3;PSL;Banasiak Aleksandra;1292;0,58;6,56;K;N
2011;28;4;PSL;Socha-Korendo Anna Marta;1050;0,47;5,33;K;N
2011;28;5;PSL;Anioł Michał Ludwik;663;0,30;3,37;M;N
2011;28;6;PSL;Lech Andrzej Krzysztof;816;0,36;4,14;M;N
2011;28;7;PSL;Nowak Robert Tomasz;1104;0,49;5,61;M;N
2011;28;8;PSL;Migalska Małgorzata Zofia;586;0,26;2,98;K;N
2011;28;9;PSL;Gałuszka Małgorzata Ewa;481;0,21;2,44;K;N
2011;28;10;PSL;Kiepura Henryk;2044;0,91;10,38;M;N
2011;28;11;PSL;Winnicka-Kowalik Zuzanna Barbara;385;0,17;1,96;K;N
2011;28;12;PSL;Klimza Witold Paweł;279;0,12;1,42;M;N
2011;28;13;PSL;Pełka Zbigniew Adam;362;0,16;1,84;M;N
2011;28;14;PSL;Boski Grzegorz;1272;0,57;6,46;M;N
2011;28;1;PPP-S80;Szczerbak Marian Stanisław;682;0,30;36,37;M;N
2011;28;2;PPP-S80;Mańka Lidia Maria;226;0,10;12,05;K;N
2011;28;3;PPP-S80;Boroń Tadeusz Władysław;125;0,06;6,67;M;N
2011;28;5;PPP-S80;Świątek Agnieszka Katarzyna;210;0,09;11,20;K;N
2011;28;6;PPP-S80;Cierpiał Łukasz Stanisław;116;0,05;6,19;M;N
2011;28;7;PPP-S80;Chmielarz Damian Piotr;87;0,04;4,64;M;N
2011;28;8;PPP-S80;Całusiński Konrad Przemysław;46;0,02;2,45;M;N
2011;28;9;PPP-S80;Sobek Sławomir Jan;32;0,01;1,71;M;N
2011;28;10;PPP-S80;Zaniewska Laura Ewelina;70;0,03;3,73;K;N
2011;28;11;PPP-S80;Mandat Iwona Jolanta;78;0,03;4,16;K;N
2011;28;12;PPP-S80;Obruśnik Barbara Ewa;26;0,01;1,39;K;N
2011;28;13;PPP-S80;Misztela Katarzyna Jadwiga;64;0,03;3,41;K;N
2011;28;14;PPP-S80;Garbela Andrzej Jerzy;72;0,03;3,84;M;N
2011;28;1;PO;Rozpondek Halina Leokadia;23722;10,57;30,22;K;T
2011;28;2;PO;Leszczyna Izabela Dorota;18737;8,35;23,87;K;T
2011;28;3;PO;Sztolcman Grzegorz Czesław;8926;3,98;11,37;M;T
2011;28;4;PO;Jakubiec Janusz Stefan;5112;2,28;6,51;M;N
2011;28;5;PO;Sabat Bartłomiej Daniel;4544;2,02;5,79;M;N
2011;28;6;PO;Sadek Iwona Józefa;1239;0,55;1,58;K;N
2011;28;7;PO;Janic Iwona Joanna;2682;1,19;3,42;K;N
2011;28;8;PO;Kaczuga Adam Bogdan;1433;0,64;1,83;M;N
2011;28;9;PO;Nowakowska Marzena Gabriela;1160;0,52;1,48;K;N
2011;28;10;PO;Jasińska Barbara Izabela;1350;0,60;1,72;K;N
2011;28;11;PO;Komorowski Wojciech Jan;1910;0,85;2,43;M;N
2011;28;12;PO;Biernat Marcin;2413;1,07;3,07;M;N
2011;28;13;PO;Serwiak Krzysztof Jacek;514;0,23;0,65;M;N
2011;28;14;PO;Kurpios Piotr Marian;4758;2,12;6,06;M;N
2011;28;1;NowaPrawicaJKM;Kokot Sławomir Jan;2346;1,05;50,85;M;N
2011;28;2;NowaPrawicaJKM;Ficenes Przemysław Paweł;295;0,13;6,39;M;N
2011;28;3;NowaPrawicaJKM;Miklowicz Iwona Dorota;386;0,17;8,37;K;N
2011;28;4;NowaPrawicaJKM;Pawelec Tomasz Marcin;177;0,08;3,84;M;N
2011;28;5;NowaPrawicaJKM;Korzeniec Rafał Jarosław;100;0,04;2,17;M;N
2011;28;6;NowaPrawicaJKM;Golibroda Piotr Tomasz;181;0,08;3,92;M;N
2011;28;7;NowaPrawicaJKM;Czuchnowski Jakub Jędrzej;75;0,03;1,63;M;N
2011;28;8;NowaPrawicaJKM;Domagała Marta Krzysztofa;226;0,10;4,90;K;N
2011;28;9;NowaPrawicaJKM;Porcz Maciej Szymon;76;0,03;1,65;M;N
2011;28;10;NowaPrawicaJKM;Tatarek Ewa Magdalena;102;0,05;2,21;K;N
2011;28;11;NowaPrawicaJKM;Stępień Aleksandra Magdalena;137;0,06;2,97;K;N
2011;28;12;NowaPrawicaJKM;Wydmuch Grzegorz Andrzej;132;0,06;2,86;M;N
2011;28;13;NowaPrawicaJKM;Szczygieł Małgorzata Janina;120;0,05;2,60;K;N
2011;28;14;NowaPrawicaJKM;Musiał Daniel Paweł;261;0,12;5,66;M;N
2011;29;1;PiS;Pyzik Piotr Mieczysław;12039;4,28;18,32;M;T
2011;29;2;PiS;Polaczek Jerzy Jan;22310;7,93;33,94;M;T
2011;29;3;PiS;Chłopek Aleksander Antoni;5596;1,99;8,51;M;N
2011;29;4;PiS;Wita Tadeusz Antoni;4505;1,60;6,85;M;N
2011;29;5;PiS;Pyrk Alfred Andrzej;1704;0,61;2,59;M;N
2011;29;6;PiS;Krupka Anna Maria;3044;1,08;4,63;K;N
2011;29;7;PiS;Burdziak Józef;1948;0,69;2,96;M;N
2011;29;8;PiS;Wieczorek Jarosław Wiesław;2195;0,78;3,34;M;N
2011;29;9;PiS;Znyk Bogusław;659;0,23;1,00;M;N
2011;29;10;PiS;Dziuk Barbara Anna;2053;0,73;3,12;K;N
2011;29;11;PiS;Goliszewski Zdzisław;1909;0,68;2,90;M;N
2011;29;12;PiS;Rudzki Stanisław Józef;608;0,22;0,93;M;N
2011;29;13;PiS;Iskra Izabela Anna;1021;0,36;1,55;K;N
2011;29;14;PiS;Rokosz Krystyna Maria;757;0,27;1,15;K;N
2011;29;15;PiS;Suchanek Krystyna Maria;1823;0,65;2,77;K;N
2011;29;16;PiS;Badurczyk Małgorzata Roma;281;0,10;0,43;K;N
2011;29;17;PiS;Patoń Piotr Jerzy;918;0,33;1,40;M;N
2011;29;18;PiS;Sarré Joanna;2354;0,84;3,58;K;N
2011;29;1;PJN;Skowron Adam Janusz;2440;0,87;37,38;M;N
2011;29;2;PJN;Per Wiesława Marianna;570;0,20;8,73;K;N
2011;29;3;PJN;Hrynczenko Eugeniusz Ryszard;188;0,07;2,88;M;N
2011;29;4;PJN;Stchlerowski Tomasz Kazimierz;410;0,15;6,28;M;N
2011;29;5;PJN;Skowron Małgorzata Teresa;621;0,22;9,51;K;N
2011;29;6;PJN;Barlik Jolanta Katarzyna;367;0,13;5,62;K;N
2011;29;7;PJN;Mazur Radosław;392;0,14;6,01;M;N
2011;29;8;PJN;Sękowski Robert Stanisław;140;0,05;2,14;M;N
2011;29;9;PJN;Idziak Małgorzata Krystyna;375;0,13;5,75;K;N
2011;29;10;PJN;Bottor Krzysztof Jerzy;113;0,04;1,73;M;N
2011;29;11;PJN;Wandrasz Agata Ewa;311;0,11;4,76;K;N
2011;29;12;PJN;Świetlik Jacek Zbigniew;141;0,05;2,16;M;N
2011;29;13;PJN;Lewicki Paweł Władysław;459;0,16;7,03;M;N
2011;29;1;SLD;Kwaśnicka Ela Wanda;6267;2,23;28,57;K;N
2011;29;2;SLD;Widuch Marek Damian;5699;2,03;25,98;M;N
2011;29;3;SLD;Wojcieszek Andrzej Henryk;2397;0,85;10,93;M;N
2011;29;4;SLD;Król Adrian Marian;976;0,35;4,45;M;N
2011;29;5;SLD;Mrachacz Paweł Józef;2045;0,73;9,32;M;N
2011;29;6;SLD;Winecka Ewa Lidia;705;0,25;3,21;K;N
2011;29;7;SLD;Fic Bernard Jan;575;0,20;2,62;M;N
2011;29;8;SLD;Suchocka Joanna Jolanta;718;0,26;3,27;K;N
2011;29;9;SLD;Zachtej Katarzyna Teresa;166;0,06;0,76;K;N
2011;29;10;SLD;Matusiak Rafał Krzysztof;342;0,12;1,56;M;N
2011;29;11;SLD;Kliś Filip Krzysztof;201;0,07;0,92;M;N
2011;29;12;SLD;Kupski Błażej;256;0,09;1,17;M;N
2011;29;13;SLD;Hofman-Dyner Jolanta Maria;276;0,10;1,26;K;N
2011;29;14;SLD;Rynkiewicz Magdalena Janina;171;0,06;0,78;K;N
2011;29;15;SLD;Krzysztofik Dariusz Daniel;170;0,06;0,78;M;N
2011;29;16;SLD;Moll Łukasz Jan;171;0,06;0,78;M;N
2011;29;17;SLD;Katolik Anna Ewa;357;0,13;1,63;K;N
2011;29;18;SLD;Trzeba Tomasz Piotr;440;0,16;2,01;M;N
2011;29;1;RPalikota;Stolarski Marek Janusz;12739;4,53;42,02;M;T
2011;29;2;RPalikota;Stefaniak Tomasz Grzegorz;2204;0,78;7,27;M;N
2011;29;3;RPalikota;Serafinowska Katarzyna Marta;3450;1,23;11,38;K;N
2011;29;4;RPalikota;Maladyn Barbara;1151;0,41;3,80;K;N
2011;29;5;RPalikota;Meisner-Gajos Iwona;1665;0,59;5,49;K;N
2011;29;6;RPalikota;Stefanik Stanisław;714;0,25;2,35;M;N
2011;29;7;RPalikota;Korycki Adam Janusz;1092;0,39;3,60;M;N
2011;29;8;RPalikota;Rurański Andrzej Jacek;551;0,20;1,82;M;N
2011;29;9;RPalikota;Myrcik Lucyna Justyna;896;0,32;2,96;K;N
2011;29;10;RPalikota;Kurgan-Bujdasz Beata;434;0,15;1,43;K;N
2011;29;11;RPalikota;Remisz Kornelia Wanda;416;0,15;1,37;K;N
2011;29;12;RPalikota;Samotyj Patryk Marian;410;0,15;1,35;M;N
2011;29;13;RPalikota;Górecka-Jarzombek Jolanta Ewa;879;0,31;2,90;K;N
2011;29;14;RPalikota;Bartnik Krzysztof;847;0,30;2,79;M;N
2011;29;15;RPalikota;Brodziak Marcin Michał;542;0,19;1,79;M;N
2011;29;16;RPalikota;Stolpe Barbara Genowefa;307;0,11;1,01;K;N
2011;29;17;RPalikota;Waszkielewicz Agnieszka Monika;2023;0,72;6,67;K;N
2011;29;1;PSL;Pilot Andrzej Antoni;3148;1,12;22,44;M;N
2011;29;2;PSL;Walter Roman Waldemar;2180;0,78;15,54;M;N
2011;29;3;PSL;Bartkowiak Kazimierz Andrzej;1080;0,38;7,70;M;N
2011;29;4;PSL;Jurczyga Ewa;1571;0,56;11,20;K;N
2011;29;5;PSL;Kręgiel Krystyna Anna;533;0,19;3,80;K;N
2011;29;6;PSL;Dombek Waldemar Józef;453;0,16;3,23;M;N
2011;29;7;PSL;Kubiak Leszek;499;0,18;3,56;M;N
2011;29;8;PSL;Kurkowska Iwona;245;0,09;1,75;K;N
2011;29;9;PSL;Śliwowska Maria Zofia;194;0,07;1,38;K;N
2011;29;10;PSL;Chrzęstek-Bar Łucja Katarzyna;1035;0,37;7,38;K;N
2011;29;11;PSL;Czapelka Agnieszka Zofia;235;0,08;1,68;K;N
2011;29;12;PSL;Lewandowski Marek Witold;266;0,09;1,90;M;N
2011;29;13;PSL;Skwira Zygmunt Jerzy;114;0,04;0,81;M;N
2011;29;14;PSL;Swoboda Grażyna Małgorzata;299;0,11;2,13;K;N
2011;29;15;PSL;Frejno Andrzej Marcin;452;0,16;3,22;M;N
2011;29;16;PSL;Bęben Ryszard;422;0,15;3,01;M;N
2011;29;17;PSL;Rogocz Maria Augustyna;419;0,15;2,99;K;N
2011;29;18;PSL;Poloczek Mariusz Krzysztof;883;0,31;6,29;M;N
2011;29;1;PPP-S80;Nowak Ewa Józefa;615;0,22;25,79;K;N
2011;29;2;PPP-S80;Bentkowski Henryk Ignacy;183;0,07;7,67;M;N
2011;29;3;PPP-S80;Wysocka Krystyna Teresa;196;0,07;8,22;K;N
2011;29;4;PPP-S80;Mikos Jan Józef;152;0,05;6,37;M;N
2011;29;5;PPP-S80;Podsiadło Ewa Antonina;139;0,05;5,83;K;N
2011;29;6;PPP-S80;Burzyński Jan;119;0,04;4,99;M;N
2011;29;7;PPP-S80;Bredlak Iwona Maria;67;0,02;2,81;K;N
2011;29;8;PPP-S80;Galbas Roman;73;0,03;3,06;M;N
2011;29;9;PPP-S80;Cierpik Grażyna Maria;60;0,02;2,52;K;N
2011;29;10;PPP-S80;Urbanik Piotr Marcin;101;0,04;4,23;M;N
2011;29;11;PPP-S80;Langer Izabela Joanna;72;0,03;3,02;K;N
2011;29;12;PPP-S80;Jastrzębski Adam Radosław;63;0,02;2,64;M;N
2011;29;13;PPP-S80;Bujak Katarzyna;108;0,04;4,53;K;N
2011;29;14;PPP-S80;Garbarz Jarosław Marian;37;0,01;1,55;M;N
2011;29;15;PPP-S80;Jagieła Joanna;67;0,02;2,81;K;N
2011;29;16;PPP-S80;Chromiński Andrzej Jan;36;0,01;1,51;M;N
2011;29;17;PPP-S80;Kempa Grażyna Bożena;297;0,11;12,45;K;N
2011;29;1;PO;Szumilas Krystyna Maria;42200;15,01;30,08;K;T
2011;29;2;PO;Gałażewski Andrzej Józef;11746;4,18;8,37;M;T
2011;29;3;PO;Brzezinka Jacek Piotr;10775;3,83;7,68;M;T
2011;29;4;PO;Głogowski Tomasz Marian;15649;5,57;11,16;M;T
2011;29;5;PO;Stępień Joanna Krystyna;6553;2,33;4,67;K;N
2011;29;6;PO;Kaźmierczak Jan Piotr;8155;2,90;5,81;M;T
2011;29;7;PO;Marek Rafał Marian;5664;2,01;4,04;M;N
2011;29;8;PO;Matuszewski Łukasz Michał;3845;1,37;2,74;M;N
2011;29;9;PO;Urbańczyk Łukasz Wojciech;4020;1,43;2,87;M;N
2011;29;10;PO;Dąbrowska Jolanta Alicja;3034;1,08;2,16;K;N
2011;29;11;PO;Budka Borys Piotr;10260;3,65;7,31;M;T
2011;29;12;PO;Dragon Dominik Tadeusz;5061;1,80;3,61;M;N
2011;29;13;PO;Wojak Katarzyna Hanna;1464;0,52;1,04;K;N
2011;29;14;PO;Dziuk Jolanta Zdzisława;1287;0,46;0,92;K;N
2011;29;15;PO;Korpak Józef Aleksander;2594;0,92;1,85;M;N
2011;29;16;PO;Kalita Bogusława Anna;1732;0,62;1,23;K;N
2011;29;17;PO;Gruszka Piotr Jan;1539;0,55;1,10;M;N
2011;29;18;PO;Borowiec Katarzyna Maria;4694;1,67;3,35;K;N
2011;30;1;PiS;Piecha Bolesław Grzegorz;34520;13,07;45,72;M;T
2011;30;2;PiS;Kloc Izabela Helena;12833;4,86;17,00;K;T
2011;30;3;PiS;Janik Grzegorz Piotr;5236;1,98;6,93;M;N
2011;30;4;PiS;Drosio Marian;1844;0,70;2,44;M;N
2011;30;5;PiS;Sobierajski Czesław Stanisław;2097;0,79;2,78;M;N
2011;30;6;PiS;Matusiak Grzegorz;6889;2,61;9,12;M;T
2011;30;7;PiS;Lenart Małgorzata;2004;0,76;2,65;K;N
2011;30;8;PiS;Wawrzyczek Daniel Emilian;1574;0,60;2,08;M;N
2011;30;9;PiS;Krasowska-Salamon Izabella Barbara;1841;0,70;2,44;K;N
2011;30;10;PiS;Glenc Teresa;1835;0,69;2,43;K;N
2011;30;11;PiS;Gruszka Ewa Agnieszka;1763;0,67;2,33;K;N
2011;30;12;PiS;Chmielewski Mariusz;461;0,17;0,61;M;N
2011;30;13;PiS;Marciniak Zbigniew Józef;446;0,17;0,59;M;N
2011;30;14;PiS;Raiwa Monika Katarzyna;221;0,08;0,29;K;N
2011;30;15;PiS;Woźnica Regina;635;0,24;0,84;K;N
2011;30;16;PiS;Gerus Michał Adam;125;0,05;0,17;M;N
2011;30;17;PiS;Piksa Urszula Barbara;540;0,20;0,72;K;N
2011;30;18;PiS;Witt Michał Paweł;640;0,24;0,85;M;N
2011;30;1;PJN;Gawęda Adam;4801;1,82;56,83;M;N
2011;30;2;PJN;Michałowski Artur Elicjusz;282;0,11;3,34;M;N
2011;30;3;PJN;Łużniak Karol Antoni;247;0,09;2,92;M;N
2011;30;4;PJN;Klima Piotr Paweł;474;0,18;5,61;M;N
2011;30;5;PJN;Ciemięga Marian Jan;152;0,06;1,80;M;N
2011;30;6;PJN;Gruszka Marek Aleksander;353;0,13;4,18;M;N
2011;30;7;PJN;Wachtarczyk Urszula Salomea;372;0,14;4,40;K;N
2011;30;8;PJN;Sulewski Michał Piotr;92;0,03;1,09;M;N
2011;30;9;PJN;Salomon Ewa Agnieszka;420;0,16;4,97;K;N
2011;30;10;PJN;Gadomski Adam;382;0,14;4,52;M;N
2011;30;11;PJN;Kiedrowska Romana;68;0,03;0,80;K;N
2011;30;12;PJN;Płachecki Ireneusz;48;0,02;0,57;M;N
2011;30;13;PJN;Lechowicz Alicja Elżbieta;188;0,07;2,23;K;N
2011;30;14;PJN;Faryna Agnieszka Joanna;134;0,05;1,59;K;N
2011;30;15;PJN;Groborz Józef;117;0,04;1,38;M;N
2011;30;16;PJN;Chrószcz Dorota Bogusława;318;0,12;3,76;K;N
2011;30;1;SLD;Motowidło Tadeusz;10516;3,98;50,30;M;N
2011;30;2;SLD;Ogórek Magdalena Agnieszka;3751;1,42;17,94;K;N
2011;30;3;SLD;Jarosz Marian Franciszek;1315;0,50;6,29;M;N
2011;30;4;SLD;Pierchała Irena Bronisława;1188;0,45;5,68;K;N
2011;30;5;SLD;Graś Grażyna Bogusława;648;0,25;3,10;K;N
2011;30;6;SLD;Krzak Zdzisław;313;0,12;1,50;M;N
2011;30;7;SLD;Pruszkowska Barbara;356;0,13;1,70;K;N
2011;30;8;SLD;Pająk Kornel Piotr;308;0,12;1,47;M;N
2011;30;9;SLD;Kaszubski Ryszard;306;0,12;1,46;M;N
2011;30;10;SLD;Spyrczak Jolanta Zofia;153;0,06;0,73;K;N
2011;30;11;SLD;Szczepanek Przemysław Eugeniusz;128;0,05;0,61;M;N
2011;30;12;SLD;Witala - Sługa Ilona Beata;356;0,13;1,70;K;N
2011;30;13;SLD;Dolata Joanna Anna;382;0,14;1,83;K;N
2011;30;14;SLD;Wyleżych Adam Grzegorz;207;0,08;0,99;M;N
2011;30;15;SLD;Sulikowska Irena Zofia;166;0,06;0,79;K;N
2011;30;16;SLD;Dąbkowski Stefan Andrzej;97;0,04;0,46;M;N
2011;30;17;SLD;Wojtach Zuzanna;162;0,06;0,77;K;N
2011;30;18;SLD;Mazur Krzysztof;556;0,21;2,66;M;N
2011;30;1;RPalikota;Chmielowski Piotr Sylwester;9925;3,76;41,69;M;T
2011;30;2;RPalikota;Skóra Eugeniusz Jerzy;1865;0,71;7,83;M;N
2011;30;3;RPalikota;Maszewska Lucyna Magdalena;1820;0,69;7,65;K;N
2011;30;4;RPalikota;Morcińska Izabela Maria;1323;0,50;5,56;K;N
2011;30;5;RPalikota;Bielewicz Krzysztof Aleksander;795;0,30;3,34;M;N
2011;30;6;RPalikota;Kasza Jerzy Henryk;820;0,31;3,44;M;N
2011;30;7;RPalikota;Kaczmarczyk Mateusz Piotr;1802;0,68;7,57;M;N
2011;30;8;RPalikota;Burzak Katarzyna Anna;563;0,21;2,37;K;N
2011;30;9;RPalikota;Krzykała Barbara Anna;1080;0,41;4,54;K;N
2011;30;10;RPalikota;Kruk Tadeusz;708;0,27;2,97;M;N
2011;30;11;RPalikota;Barańska - Kawałek Aleksandra Maria;477;0,18;2,00;K;N
2011;30;12;RPalikota;Golian Bożena;419;0,16;1,76;K;N
2011;30;13;RPalikota;Jurczyk Krystyna;942;0,36;3,96;K;N
2011;30;14;RPalikota;Sokołowski Łukasz Stanisław;1265;0,48;5,31;M;N
2011;30;1;PSL;Karasek Bronisław;2582;0,98;28,05;M;N
2011;30;2;PSL;Szereda Piotr Tomasz;1340;0,51;14,56;M;N
2011;30;3;PSL;Zielonka Magdalena Beata;888;0,34;9,65;K;N
2011;30;4;PSL;Kuczera Krystyna Irena;700;0,27;7,60;K;N
2011;30;5;PSL;Gąsiorczyk Alojzy Stanisław;114;0,04;1,24;M;N
2011;30;6;PSL;Sobala Tadeusz Stanisław;579;0,22;6,29;M;N
2011;30;7;PSL;Kwade Danuta Bożena;140;0,05;1,52;K;N
2011;30;8;PSL;Zaborowska Elżbieta Maria;352;0,13;3,82;K;N
2011;30;9;PSL;Kretek Gerard Franciszek;858;0,32;9,32;M;N
2011;30;10;PSL;Damaszk Krystyna;121;0,05;1,31;K;N
2011;30;11;PSL;Gizdoń Jan Stanisław;397;0,15;4,31;M;N
2011;30;12;PSL;Kopeć Jerzy Stefan;162;0,06;1,76;M;N
2011;30;13;PSL;Fajkus Roman Alojzy;122;0,05;1,33;M;N
2011;30;14;PSL;Zajączkowska Ewa Justyna;163;0,06;1,77;K;N
2011;30;15;PSL;Gwoździk Małgorzata;114;0,04;1,24;K;N
2011;30;16;PSL;Guzy Aleksandra Karolina;148;0,06;1,61;K;N
2011;30;17;PSL;Bober Wioletta Anna;426;0,16;4,63;K;N
2011;30;1;PPP-S80;Pruszkowski Tadeusz Antoni;441;0,17;25,76;M;N
2011;30;2;PPP-S80;Piechaczek Joanna Ewa;280;0,11;16,36;K;N
2011;30;3;PPP-S80;Sławek Andrzej Aleksander;96;0,04;5,61;M;N
2011;30;4;PPP-S80;Lubowicka Katarzyna Elżbieta;68;0,03;3,97;K;N
2011;30;5;PPP-S80;Nelke Sebastian Franciszek;49;0,02;2,86;M;N
2011;30;6;PPP-S80;Przygoda Justyna;138;0,05;8,06;K;N
2011;30;7;PPP-S80;Dembowski Sławomir Piotr;44;0,02;2,57;M;N
2011;30;8;PPP-S80;Remiarz Małgorzata;61;0,02;3,56;K;N
2011;30;9;PPP-S80;Kąkol Zbigniew Grzegorz;99;0,04;5,78;M;N
2011;30;10;PPP-S80;Skowrońska-Badura Aldona Jadwiga;78;0,03;4,56;K;N
2011;30;11;PPP-S80;Szulc Mateusz Jakub;70;0,03;4,09;M;N
2011;30;12;PPP-S80;Rotkegel Stefania Bożena;27;0,01;1,58;K;N
2011;30;13;PPP-S80;Wodniok Sabina Jadwiga;39;0,01;2,28;K;N
2011;30;14;PPP-S80;Kisiała Maria Inga;30;0,01;1,75;K;N
2011;30;15;PPP-S80;Biernatek Patryk Arkadiusz;23;0,01;1,34;M;N
2011;30;16;PPP-S80;Szczygieł Patrycja Krystyna;59;0,02;3,45;K;N
2011;30;17;PPP-S80;Niziołek Bronisława Teresa;110;0,04;6,43;K;N
2011;30;1;PO;Kluzik-Rostkowska Joanna Grażyna;22418;8,49;18,91;K;T
2011;30;2;PO;Krząkała Marek Grzegorz;25938;9,82;21,88;M;T
2011;30;3;PO;Gadowski Krzysztof Jan;15326;5,80;12,93;M;T
2011;30;4;PO;Siedlaczek Henryk Piotr;20019;7,58;16,89;M;T
2011;30;5;PO;Bokuniewicz Aneta Sabina;2096;0,79;1,77;K;N
2011;30;6;PO;Zawadzki Ryszard Józef;10108;3,83;8,53;M;T
2011;30;7;PO;Rybka Krzysztof Józef;1797;0,68;1,52;M;N
2011;30;8;PO;Kaczyńska Mirela Barbara;560;0,21;0,47;K;N
2011;30;9;PO;Zienc Piotr Robert;2618;0,99;2,21;M;N
2011;30;10;PO;Cyroń Witold Krzysztof;1422;0,54;1,20;M;N
2011;30;11;PO;Halfar Barbara;991;0,38;0,84;K;N
2011;30;12;PO;Bombik Łukasz Grzegorz;537;0,20;0,45;M;N
2011;30;13;PO;Olszewska Ewa Barbara;1200;0,45;1,01;K;N
2011;30;14;PO;Bech Aleksander;601;0,23;0,51;M;N
2011;30;15;PO;Fijołek Urszula;692;0,26;0,58;K;N
2011;30;16;PO;Krakowczyk - Piotrowska Monika Joanna;1252;0,47;1,06;K;N
2011;30;17;PO;Piechula Stanisław Maksymilian;9381;3,55;7,91;M;N
2011;30;18;PO;Konar Ilona Małgorzata;1568;0,59;1,32;K;N
2011;30;1;NowaPrawicaJKM;Kurpas Adam Jerzy;2616;0,99;51,29;M;N
2011;30;2;NowaPrawicaJKM;Nowak Michał Damian;518;0,20;10,16;M;N
2011;30;3;NowaPrawicaJKM;Cincio Anna Alicja;453;0,17;8,88;K;N
2011;30;4;NowaPrawicaJKM;Szecówka Magdalena Jadwiga;260;0,10;5,10;K;N
2011;30;5;NowaPrawicaJKM;Krawczyk Iwona Maria;247;0,09;4,84;K;N
2011;30;6;NowaPrawicaJKM;Kempny Szymon Grzegorz;250;0,09;4,90;M;N
2011;30;7;NowaPrawicaJKM;Gmerek Marcin Lucjan;152;0,06;2,98;M;N
