komitet;okręg;numer;kandydat;glosy;proc.lista;proc.all;wynik
K4;33;15;ZAWIERUCHA-RUBAK Alfreda;1097;0.58;0.23;NX
K4;33;16;ŁAGANOWSKI Łukasz;1096;0.58;0.23;NX
K4;33;17;MISZCZYK Jarosław;1127;0.59;0.23;NX
K4;33;18;GĘBSKI Mieczysław;1100;0.58;0.23;NX
K4;33;19;SZPARA Robert;504;0.26;0.10;NX
K4;33;20;KARST Krzysztof;737;0.39;0.15;NX
K4;33;21;LIPIŃSKI Piotr Paweł;771;0.40;0.16;NX
K4;33;22;TOMBARKIEWICZ Marek Janusz;1648;0.87;0.34;NX
K4;33;23;WIJAS Stanisław Wojciech;435;0.23;0.09;NX
K4;33;24;PARADOWSKI Jerzy Jan;774;0.41;0.16;NX
K4;33;25;RYCOMBEL Czesław;342;0.18;0.07;NX
K4;33;26;LIGOWSKI Krzysztof Kazimierz;474;0.25;0.10;NX
K4;33;27;PAŁKA Rafał Hubert;358;0.18;0.07;NX
K4;33;28;WRONA Waldemar Krzysztof;2568;1.36;0.53;PX
K4;33;29;PODSIADŁO Adam Piotr;527;0.27;0.11;NX
K4;33;30;PĘKALA Zbigniew Wacław;625;0.33;0.13;NX
K4;33;31;PRZEMYSKI Alojzy;521;0.27;0.11;NX
K4;33;32;DORYWALSKI Bartłomiej;2490;1.32;0.52;NX
K4;34;1;KRASULSKI Leonard Seweryn;17184;30.71;7.45;PX
K4;34;2;SUMARA-DOLEJŠI Marta Marianna;2683;4.79;1.16;NX
K4;34;3;WISZOWATY Bogdan;2198;3.92;0.95;NX
K4;34;4;GAJEWSKA Karolina;6138;10.97;2.66;NX
K4;34;5;BABALSKI Zbigniew;6580;11.76;2.85;PX
K4;34;6;BRODNICKI Piotr;2376;4.24;1.03;NX
K4;34;7;ORWAT Zbigniew;1527;2.72;0.66;NX
K4;34;8;PIOTROWICZ Dariusz Wojciech;2636;4.71;1.14;NX
K4;34;9;KLIMCZAK Feliks;1572;2.80;0.68;NX
K4;34;10;POLAŃSKI Marek Józef;3682;6.58;1.60;NX
K4;34;11;GOLDER Marian;1723;3.07;0.75;NX
K4;34;12;DARSKI Lech Andrzej;1096;1.95;0.48;NX
K4;34;13;PAWLIK Jacek Roman;1876;3.35;0.81;NX
K4;34;14;MAKOWSKI Jerzy Wojciech;1166;2.08;0.51;NX
K4;34;15;KOWSZYŃSKI Paweł Andrzej;790;1.41;0.34;NX
K4;34;16;WALUK Michał;2721;4.86;1.18;NX
K4;35;1;SZCZYGŁO Aleksander Marek;29592;40.95;9.89;PX
K4;35;2;ARENT Iwona Ewa;7187;9.94;2.40;PX
K4;35;3;GOSIEWSKI Jerzy Antoni;9244;12.79;3.09;PX
K4;35;4;PLAWGO Tadeusz;3996;5.53;1.34;NX
K4;35;5;KOSSAKOWSKI Wojciech;4043;5.59;1.35;NX
K4;35;6;PROKOP Grzegorz Waldemar;2124;2.93;0.71;NX
K4;35;7;ŚWIERSZCZ Marian;1994;2.75;0.67;NX
K4;35;8;STASIAK Wojciech Roman;621;0.85;0.21;NX
K4;35;9;GAGAJEK Zdzisław;795;1.10;0.27;NX
K4;35;10;KOTOWICZ Tadeusz;1018;1.40;0.34;NX
K4;35;11;STAWOWA-ŚWIERKOWSKA Maria;740;1.02;0.25;NX
K4;35;12;KOZŁOWSKI Patryk;1242;1.71;0.42;NX
K4;35;13;NOWACKI Robert Krzysztof;768;1.06;0.26;NX
K4;35;14;MAŁECKI Jerzy Wojciech;2400;3.32;0.80;NX
K4;35;15;ZAJĄCZKOWSKI Mirosław;543;0.75;0.18;NX
K4;35;16;WIELICZKO Agnieszka Ewa;1696;2.34;0.57;NX
K4;35;17;DUDZIAK Tomasz Tadeusz;692;0.95;0.23;NX
K4;35;18;BACZEWSKI Henryk;531;0.73;0.18;NX
K4;35;19;JASTRZĘBSKI Jacek Piotr;1305;1.80;0.44;NX
K4;35;20;SMOLIŃSKI Grzegorz Paweł;1728;2.39;0.58;NX
K4;36;1;DZIEDZICZAK Jan Michał;24809;24.25;6.42;PX
K4;36;2;ROGACKI Adam Maksym;17206;16.82;4.45;PX
K4;36;3;DERA Andrzej Mikołaj;13190;12.89;3.42;PX
K4;36;4;CZECHAK Lidia;10782;10.54;2.79;NX
K4;36;5;SOWA Marek Jan;2700;2.64;0.70;NX
K4;36;6;KASPRZAK Zenon;5591;5.46;1.45;NX
K4;36;7;KLAK Tomasz Grzegorz;2861;2.79;0.74;NX
K4;36;8;PTAK Bernard Adam;3548;3.46;0.92;NX
K4;36;9;JANUSZKIEWICZ Piotr Józef;2269;2.21;0.59;NX
K4;36;10;MANIKOWSKI Andrzej;1301;1.27;0.34;NX
K4;36;11;JACKOWIAK Mikołaj;1661;1.62;0.43;NX
K4;36;12;STANKIEWICZ Arkadiusz Andrzej;912;0.89;0.24;NX
K4;36;13;JANKOWSKA Maja Małgorzata;6213;6.07;1.61;NX
K4;36;14;GRZESIAK Marian Ignacy;1863;1.82;0.48;NX
K4;36;15;KRAWIEC Janusz Marian;751;0.73;0.19;NX
K4;36;16;POTARZYCKI Marek Jan;446;0.43;0.12;NX
K4;36;17;MATYLA Grzegorz;832;0.81;0.22;NX
K4;36;18;LIBERSKI Łukasz Artur;550;0.53;0.14;NX
K4;36;19;KUBIAK Rafał Mariusz;927;0.90;0.24;NX
K4;36;20;WALUŚ Mirosław;1297;1.26;0.34;NX
K4;36;21;SOKALLA Grażyna Teresa;583;0.57;0.15;NX
K4;36;22;BRONISZEWSKI Zbigniew Kazimierz;498;0.48;0.13;NX
K4;36;23;DMITRZAK Katarzyna;460;0.44;0.12;NX
K4;36;24;NIEMCZYNOWSKI Józef;1016;0.99;0.26;NX
K4;37;1;CZARNECKI Witold;18137;20.83;6.09;PX
K4;37;2;HOFMAN Adam;15824;18.18;5.32;PX
K4;37;3;DOLATA Zbigniew;13763;15.81;4.62;PX
K4;37;4;RUCIŃSKI Andrzej;3814;4.38;1.28;NX
K4;37;5;DUTKA Emilia;3823;4.39;1.28;NX
K4;37;6;KALETA Krzysztof Jan;2385;2.74;0.80;NX
K4;37;7;DROZDOWSKA Sandra;2384;2.73;0.80;NX
K4;37;8;BARTOSIK Ryszard;6342;7.28;2.13;NX
K4;37;9;CHMIELEWSKI Arkadiusz Jan;1544;1.77;0.52;NX
K4;37;10;OWCZARZAK Jerzy Franciszek;1869;2.14;0.63;NX
K4;37;11;STUDZIŃSKI Leszek;1188;1.36;0.40;NX
K4;37;12;RZEPECKA Katarzyna;2974;3.41;1.00;NX
K4;37;13;PODZEREK Włodzimierz Wacław;1059;1.21;0.36;NX
K4;37;14;SZYDŁOWSKI Bogusław;1399;1.60;0.47;NX
K4;37;15;STRAUSS Halina;669;0.76;0.22;NX
K4;37;16;BUDNER Alfred;6736;7.73;2.26;NX
K4;37;17;KRAWCZYK Wojciech;3120;3.58;1.05;NX
K4;38;1;KRACZKOWSKI Maks;11756;18.12;3.94;PX
K4;38;2;CIECHANOWSKI Jacek;3628;5.59;1.22;NX
K4;38;3;CZARNECKI Krzysztof Władysław;6659;10.26;2.23;NX
K4;38;4;PODMOKŁY Jerzy;3615;5.57;1.21;NX
K4;38;5;PIECHOWIAK Grzegorz;3460;5.33;1.16;NX
K4;38;6;GÓRSKI Tomasz;18072;27.85;6.05;PX
K4;38;7;WIELGOSZ Janusz;1529;2.35;0.51;NX
K4;38;8;MINKOWSKI Adam Stanisław;1019;1.57;0.34;NX
K4;38;9;FLEMING Bogdan;743;1.14;0.25;NX
K4;38;10;SOBOTA Halina Teresa;1563;2.40;0.52;NX
K4;38;11;BORSUKIEWICZ Piotr;1342;2.06;0.45;NX
K4;38;12;DZIDO Bogusław;879;1.35;0.29;NX
K4;38;13;KOCZOROWSKA Anna;4433;6.83;1.48;NX
K4;38;14;BŁAŻEJCZAK Grzegorz;637;0.98;0.21;NX
K4;38;15;RABSKI Wojciech;1316;2.02;0.44;NX
K4;38;16;OKPISZ Andrzej;948;1.46;0.32;NX
K4;38;17;KARDASZ Maria;842;1.29;0.28;NX
K4;38;18;SZYMKO Krystyna;2429;3.74;0.81;NX
K4;39;1;GILOWSKA Zyta, Janina;54307;57.65;12.13;PX
K4;39;2;LIBICKI Jan, Filip;9097;9.65;2.03;NX
K4;39;3;STRYJSKA Małgorzata, Irena;5451;5.78;1.22;NX
K4;39;4;TOMCZAK Jacek, Jerzy;14323;15.20;3.20;PX
K4;39;5;BORUCKA-CIEŚLEWICZ Anna;552;0.58;0.12;NX
K4;39;6;DUDZIAK Lidia, Danuta;1937;2.05;0.43;NX
K4;39;7;RÓŻAŃSKI Lech, Bronisław;602;0.63;0.13;NX
K4;39;8;LESZCZYŃSKI Jan, Leszek;407;0.43;0.09;NX
K4;39;9;WALERYCH Renata, Anna;483;0.51;0.11;NX
K4;39;10;KORCZ Jolanta;991;1.05;0.22;NX
K4;39;11;MICZKO-MALCHER Barbara;1031;1.09;0.23;NX
K4;39;12;NOWACKI Bogdan, Kazimierz;570;0.60;0.13;NX
K4;39;13;WOŚKOWIAK Wojciech, Tadeusz;498;0.52;0.11;NX
K4;39;14;MARKIEWICZ Marian, Jan;462;0.49;0.10;NX
K4;39;15;MYTKO Stanisław, Marian;311;0.33;0.07;NX
K4;39;16;KULECZKA-DRAUSOWSKA Ewa;359;0.38;0.08;NX
K4;39;17;STRASZEWSKA Krystyna, Ewa;541;0.57;0.12;NX
K4;39;18;MARKOWSKI Przemysław, Adam;245;0.26;0.05;NX
K4;39;19;SZTANDO Paweł, Jan;86;0.09;0.02;NX
K4;39;20;GRZEŚ Michał;1934;2.05;0.43;NX
K4;40;1;HOC Czesław;18309;34.44;7.43;PX
K4;40;2;GOLIŃSKI Marian Tomasz;8352;15.71;3.39;PX
K4;40;3;SYCHOWSKI Marcin Przemysław;4048;7.61;1.64;NX
K4;40;4;STRZAŁKOWSKI Stefan Zdzisław;4161;7.82;1.69;NX
K4;40;5;WEZGRAJ Artur Lesław;2479;4.66;1.01;NX
K4;40;6;ROHDE Dariusz Stanisław;2763;5.19;1.12;NX
K4;40;7;RYDER Zdzisław;2424;4.55;0.98;NX
K4;40;8;BOKUN Henryk Jerzy;1029;1.93;0.42;NX
K4;40;9;STĘPIEŃ Robert Jacek;1957;3.68;0.79;NX
K4;40;10;CECKI Bogusław Witold;454;0.85;0.18;NX
K4;40;11;PAŁKA Joanna;2094;3.93;0.85;NX
K4;40;12;BUCZKOWSKI Tadeusz Leszek;1034;1.94;0.42;NX
K4;40;13;OLESIAK Marek Tadeusz;574;1.07;0.23;NX
K4;40;14;MATUSIAK Paweł Rafał;1145;2.15;0.46;NX
K4;40;15;SZPULAK Irena;901;1.69;0.37;NX
K4;40;16;KOSTUCH Urszula Helena;1437;2.70;0.58;NX
K4;41;1;BRUDZIŃSKI Joachim Stanisław;33237;31.49;7.57;PX
K4;41;2;KOMOŁOWSKI Longin;10223;9.68;2.33;PX
K4;41;3;DOBRZYŃSKI Leszek;5611;5.31;1.28;NX
K4;41;4;JACH Michał;6864;6.50;1.56;NX
K4;41;5;MASŁOWSKA Mirosława Jolanta;8431;7.98;1.92;PX
K4;41;6;DRZAZGA Kazimierz;4729;4.48;1.08;NX
K4;41;7;SAWARYN Mieczysław Edward;4334;4.10;0.99;NX
K4;41;8;BIERNAT Stefania Elżbieta;3466;3.28;0.79;NX
K4;41;9;MROZEK Andrzej;1941;1.83;0.44;NX
K4;41;10;SZYMAŃSKA Halina Barbara;3612;3.42;0.82;NX
K4;41;11;KŁOS Dariusz Janusz;951;0.90;0.22;NX
K4;41;12;BARTNIK Lech Jan;1884;1.78;0.43;NX
K4;41;13;SOSIN Krzysztof;1509;1.43;0.34;NX
K4;41;14;WOJTKIEWICZ Wojciech Witold;1663;1.57;0.38;NX
K4;41;15;BRZOZOWSKI Sławomir Stanisław;1626;1.54;0.37;NX
K4;41;16;ZASADZKI Włodzimierz Andrzej;520;0.49;0.12;NX
K4;41;17;ADAMSKI Euzebiusz Sylwester;538;0.50;0.12;NX
K4;41;18;KOPEĆ Maciej Stanisław;2223;2.10;0.51;NX
K4;41;19;TEREBECKI Bogdan;495;0.46;0.11;NX
K4;41;20;KIELIBA Leokadia Grażyna;514;0.48;0.12;NX
K4;41;21;WOJCIECHOWSKA Bożena;1526;1.44;0.35;NX
K4;41;22;MAGDA Jan;737;0.69;0.17;NX
K4;41;23;STĘPIEŃ Stanisław;2612;2.47;0.60;NX
K4;41;24;BRZOZOWSKI Andrzej;1473;1.39;0.34;NX
K4;41;25;SROKA Zbigniew Kazimierz;890;0.84;0.20;NX
K4;41;26;KOPACKA Marzena Teresa;3914;3.70;0.89;NX
K5;1;1;SCHETYNA Grzegorz;54345;31.26;13.43;PX
K5;1;2;DROZD Ewa;19908;11.45;4.92;PX
K5;1;3;ZAWIŁA Marcin Edward;14133;8.13;3.49;PX
K5;1;4;WOJNAROWSKI Norbert;15439;8.88;3.82;PX
K5;1;5;BRODNIAK Roman;10191;5.86;2.52;PX
K5;1;6;MIKULICZ Janusz;8291;4.76;2.05;PX
K5;1;7;PRZYBYLSKI Cezary Adam;8017;4.61;1.98;NX
K5;1;8;SOKOŁOWSKI Wojciech;3818;2.19;0.94;NX
K5;1;9;MACIEJAK Krzysztof;3501;2.01;0.87;NX
K5;1;10;GRZEŚKÓW Zbigniew;2722;1.56;0.67;NX
K5;1;11;SYNOWIEC Zdzisław;1227;0.70;0.30;NX
K5;1;12;ŁOKIETKO Jerzy Adam;1957;1.12;0.48;NX
K5;1;13;KRAWCZYK Iwona;6911;3.97;1.71;NX
K5;1;14;PAWLUKIEWICZ-REHLIS Grażyna;1829;1.05;0.45;NX
K5;1;15;FROST Paweł Marcin;1502;0.86;0.37;NX
K5;1;16;CIEŚLA Maciej Jan;1796;1.03;0.44;NX
K5;1;17;JOŃSKA Marzena;1240;0.71;0.31;NX
K5;1;18;SOKOŁOWSKA Alicja;2596;1.49;0.64;NX
K5;1;19;ORESZCZUK Marta;1189;0.68;0.29;NX
K5;1;20;SIWEK Marcin Krzysztof;737;0.42;0.18;NX
K5;1;21;MAZUR Rafał;2328;1.33;0.58;NX
K5;1;22;ŚWIDZIŃSKI Wacław;447;0.25;0.11;NX
K5;1;23;PASZKIEWICZ Paweł Jerzy;1581;0.90;0.39;NX
K5;1;24;KROPIWNICKI Robert;8115;4.66;2.01;NX
K5;2;1;CHLEBOWSKI Zbigniew;56533;44.91;20.84;PX
K5;2;2;MRZYGŁOCKA Izabela Katarzyna;18523;14.71;6.83;PX
K5;2;3;SZULC Jakub Maciej;12310;9.78;4.54;PX
K5;2;4;SMOLARZ Tomasz;8208;6.52;3.03;PX
K5;2;5;ORZESZEK Marcin;4683;3.72;1.73;NX
K5;2;6;WIELICHOWSKA Monika;5877;4.66;2.17;PX
K5;2;7;SOŚNICKI Mirosław Wojciech;2901;2.30;1.07;NX
K5;2;8;MASTALERZ Jacek Marcin;2203;1.75;0.81;NX
K5;2;9;ŁYŻWA Piotr Jan;3206;2.54;1.18;NX
K5;2;10;PIOTROWICZ Zbigniew;1744;1.38;0.64;NX
K5;2;11;FEDOROWICZ Piotr Tadeusz;3000;2.38;1.11;NX
K5;2;12;SUSZ Stanisław Adam;642;0.51;0.24;NX
K5;2;13;SULIMA Grzegorz Maciej;1492;1.18;0.55;NX
K5;2;14;GŁÓWKA Tadeusz Ryszard;915;0.72;0.34;NX
K5;2;15;SKRABSKA Małgorzata;3617;2.87;1.33;NX
K5;3;1;ZDROJEWSKI Bogdan;213883;72.28;38.46;PX
K5;3;2;ŁOŚ Andrzej Antoni;6064;2.04;1.09;PX
K5;3;3;PIECHOTA Sławomir Jan;13345;4.51;2.40;PX
K5;3;4;WOLAK Ewa Wanda;7686;2.59;1.38;PX
K5;3;5;MŁYŃCZAK Aldona;5420;1.83;0.97;PX
K5;3;6;SKORUPA Aleksander Marek;4851;1.63;0.87;PX
K5;3;7;HUSKOWSKI Stanisław;9584;3.23;1.72;PX
K5;3;8;RABA Norbert Łukasz;4306;1.45;0.77;PX
K5;3;9;ŁAPIŃSKI Marek;2596;0.87;0.47;NX
K5;3;10;WOJCIECHOWSKI Jarosław;2455;0.82;0.44;NX
K5;3;11;ISKRA Piotr;1589;0.53;0.29;NX
K5;3;12;LECH Piotr;2361;0.79;0.42;NX
K5;3;13;KACZOR Roman;3175;1.07;0.57;NX
K5;3;14;BURDZY Sebastian Robert;1234;0.41;0.22;NX
K5;3;15;KRZAN Jarosław;947;0.32;0.17;NX
K5;3;16;GRANOWSKA Renata Małgorzata;1823;0.61;0.33;NX
K5;3;17;JAROS Michał;4740;1.60;0.85;PX
K5;3;18;LIBNER-ZONIUK Marta;587;0.19;0.11;NX
K5;3;19;MILWIW-BARON Piotr;518;0.17;0.09;NX
K5;3;20;ŁAPIŃSKA-SZYMAŃSKA Katarzyna;1265;0.42;0.23;NX
K5;3;21;NOWAK Wojciech;757;0.25;0.14;NX
K5;3;22;KĘDZIOR Kamil;924;0.31;0.17;NX
K5;3;23;ZINKIEWICZ Barbara;501;0.16;0.09;NX
K5;3;24;ADAMSKA Anna;1581;0.53;0.28;NX
K5;3;25;PODCZASZYŃSKI Edward;845;0.28;0.15;NX
K5;3;26;ILCZYSZYN Marek;274;0.09;0.05;NX
K5;3;27;DZIERNIEJKO Stanisław;339;0.11;0.06;NX
K5;3;28;KARPIŃSKI Paweł;2230;0.75;0.40;NX
K5;4;1;SIKORSKI Radosław Tomasz;117291;63.50;28.00;PX
K5;4;2;OLSZEWSKI Paweł Bartosz;8633;4.67;2.06;PX
K5;4;3;PIOTROWSKA Teresa;12558;6.79;3.00;PX
K5;4;4;KATULSKI Jarosław Paweł;7514;4.06;1.79;PX
K5;4;5;ROSZAK Grzegorz Michał;6217;3.36;1.48;PX
K5;4;6;WITOWSKA - ARASZKIEWICZ Alicja;2688;1.45;0.64;NX
K5;4;7;DROZDOWSKI Stanisław;2024;1.09;0.48;NX
K5;4;8;KOZŁOWSKA Iwona Maria;2345;1.26;0.56;NX
K5;4;9;NOWAKOWSKA Aleksandra Bogumiła;3973;2.15;0.95;NX
K5;4;10;GRZEGOREK Zenon;1818;0.98;0.43;NX
K5;4;11;GAWRYCH Józef Jerzy;1567;0.84;0.37;NX
K5;4;12;MICHALAK Artur Jan;1198;0.64;0.29;NX
K5;4;13;FRONCZEK Zbigniew Antoni;1111;0.60;0.27;NX
K5;4;14;PIÓRKOWSKA Anna Teresa;1651;0.89;0.39;NX
K5;4;15;KOWALSKI Łukasz;1018;0.55;0.24;NX
K5;4;16;RÓŻAŃSKA - MAJCHRZAK Bernadeta Aldona;851;0.46;0.20;NX
K5;4;17;ZIELIŃSKI Andrzej;847;0.45;0.20;NX
K5;4;18;CASTILLO Hector Huilca;1039;0.56;0.25;NX
K5;4;19;KOWALSKA Joanna;1150;0.62;0.27;NX
K5;4;20;MARKS Stanisław Marian;877;0.47;0.21;NX
K5;4;21;ZALEWSKA Katarzyna Joanna;945;0.51;0.23;NX
K5;4;22;NAJZER Piotr Zbigniew;464;0.25;0.11;NX
K5;4;23;SOBALA Grzegorz;485;0.26;0.12;NX
K5;4;24;BREJZA Krzysztof;6441;3.48;1.54;PX
K5;5;1;MĘŻYDŁO Antoni;42052;27.26;10.71;PX
K5;5;2;LENZ Tomasz;34545;22.39;8.80;PX
K5;5;3;KOPACZEWSKA Domicela Katarzyna;18320;11.87;4.66;PX
K5;5;4;DZIĘCIOŁ Janusz;19807;12.84;5.04;PX
K5;5;5;KARPIŃSKI Grzegorz;5054;3.27;1.29;PX
K5;5;6;WOJTKOWSKI Marek;5353;3.47;1.36;PX
K5;5;7;PĄCZKOWSKI Mirosław;1937;1.25;0.49;NX
K5;5;8;TASARZ Roman Stefan;2437;1.58;0.62;NX
K5;5;9;SZYMAŃSKI Tomasz Józef;3469;2.24;0.88;NX
K5;5;10;BARTOSZEK Maciej;1876;1.21;0.48;NX
K5;5;11;RAKOWICZ Andrzej Jarosław;849;0.55;0.22;NX
K5;5;12;KANIA Barbara Danuta;3280;2.12;0.84;NX
K5;5;13;PIOTROWSKI Hubert Andrzej;1303;0.84;0.33;NX
K5;5;14;OLIWKIEWICZ Jarosław Edward;445;0.28;0.11;NX
K5;5;15;SKIBA Mariusz;1661;1.07;0.42;NX
K5;5;16;ZALESKI Jerzy;2466;1.59;0.63;NX
K5;5;17;SZYMAŃSKI Wojciech;1180;0.76;0.30;NX
K5;5;18;LEWANDOWSKI Tomasz Andrzej;1336;0.86;0.34;NX
K5;5;19;BOGDAŃSKI Wiesław;489;0.31;0.12;NX
K5;5;20;JAŁOSZYŃSKI Dariusz;944;0.61;0.24;NX
K5;5;21;WOJCIECHOWSKI Kazimierz Andrzej;829;0.53;0.21;NX
K5;5;22;RUCKA-LA CASSE Ewa;1152;0.74;0.29;NX
K5;5;23;HAK Jacek;368;0.23;0.09;NX
K5;5;24;MOCNY Zenon;1079;0.69;0.27;NX
K5;5;25;REK Marcin Mieczysław;639;0.41;0.16;NX
K5;5;26;KULERSKI Piotr;1354;0.87;0.34;NX
K5;6;1;PALIKOT Janusz;44186;29.88;8.81;PX
K5;6;2;KARPIŃSKI Włodzimierz Witold;16873;11.41;3.36;PX
K5;6;3;WILK Wojciech;9079;6.14;1.81;PX
K5;6;4;MUCHA Joanna;21028;14.22;4.19;PX
K5;6;5;WYSOCKI Włodzimierz Antoni;3419;2.31;0.68;NX
K5;6;6;KONDRAK Jan;1842;1.24;0.37;NX
K5;6;7;PUDŁO Tadeusz Feliks;2832;1.91;0.56;NX
K5;6;8;GĄSIOR-MAREK Magdalena Ewa;16114;10.89;3.21;PX
K5;6;9;ŻUK Zofia;5534;3.74;1.10;NX
K5;6;10;WOJCIECHOWSKI Zbigniew Czesław;6893;4.66;1.37;NX
K5;6;11;WRÓBEL Dariusz Zygmunt;2097;1.41;0.42;NX
K5;6;12;BERNECKA Agnieszka Beata;3455;2.33;0.69;NX
K5;6;13;MAŁYSKA Tomasz Andrzej;537;0.36;0.11;NX
K5;6;14;BIAŁOWĄS Waldemar Franciszek;2649;1.79;0.53;NX
K5;6;15;KMITA Elżbieta Helena;778;0.52;0.16;NX
K5;6;16;RUSINEK Marcin;503;0.34;0.10;NX
K5;6;17;ŻYŚKO Robert Artur;543;0.36;0.11;NX
K5;6;18;WOJCIECHOWSKI Norbert Jan;1618;1.09;0.32;NX
K5;6;19;KOMORSKI Krzysztof;1093;0.73;0.22;NX
K5;6;20;ŁUCJAN Henryk;1379;0.93;0.27;NX
K5;6;21;KUNCZYŃSKA Ewa Magdalena;649;0.43;0.13;NX
K5;6;22;SAWICKI Piotr Paweł;634;0.42;0.13;NX
K5;6;23;URBAN Marcin;342;0.23;0.07;NX
K5;6;24;KARDYKA Grzegorz Sebastian;184;0.12;0.04;NX
K5;6;25;KOZIEŁ Krzysztof Marek;656;0.44;0.13;NX
K5;6;26;BIGOS Jarosław;697;0.47;0.14;NX
K5;6;27;GUZ Radosław Teofil;592;0.40;0.12;NX
K5;6;28;STRYCHARCZUK Marek;398;0.26;0.08;NX
K5;6;29;PAŁYS Jan Edward;415;0.28;0.08;NX
K5;6;30;KLECHOWICZ Dariusz Władysław;833;0.56;0.17;NX
K5;7;1;ŻMIJAN Stanisław;17606;20.78;5.01;PX
K5;7;2;RANIEWICZ Grzegorz Artur;9912;11.70;2.82;PX
K5;7;3;WOŹNICA Zofia Anna;8342;9.84;2.37;NX
K5;7;4;GRAD Mariusz;9766;11.53;2.78;PX
K5;7;5;BRONIEWICZ Bogusław;6952;8.20;1.98;NX
K5;7;6;BRODOWSKI Wiesław Marek;4083;4.82;1.16;NX
K5;7;7;WITAMBORSKA Beata Magdalena;2091;2.46;0.59;NX
K5;7;8;KARASIŃSKI Stefan Jan;2020;2.38;0.57;NX
K5;7;9;ARTECKA - WICHLAJ Marzenna Maria;1256;1.48;0.36;NX
K5;7;10;BOŻEŃSKI Edmund Waldemar;1538;1.81;0.44;NX
K5;7;11;ZŁOMAŃCZUK Zbigniew Grzegorz;1782;2.10;0.51;NX
K5;7;12;KOSZAŁKO Mirosław;1064;1.25;0.30;NX
K5;7;13;CHMIELARZ Zdzisław;1416;1.67;0.40;NX
K5;7;14;KUROWSKI Adam Lucjan;1271;1.50;0.36;NX
K5;7;15;OSTASZ Ryszard;655;0.77;0.19;NX
K5;7;16;GOŁĄB Łukasz;1037;1.22;0.30;NX
K5;7;17;PISKORSKI Ryszard;1909;2.25;0.54;NX
K5;7;18;ŚPIEWAK Marian;2663;3.14;0.76;NX
K5;7;19;PASIECZNY Marek;974;1.15;0.28;NX
K5;7;20;PODGÓRSKI Andrzej;1128;1.33;0.32;NX
K5;7;21;WIŚNIEWSKA Anna;2674;3.15;0.76;NX
K5;7;22;MAZUREK Zbigniew Witold;922;1.08;0.26;NX
K5;7;23;ROMANOWSKI Stanisław;1011;1.19;0.29;NX
K5;7;24;KUDELA Marek;2619;3.09;0.75;NX
K5;8;1;NIESIOŁOWSKI Stefan;69385;37.39;17.60;PX
K5;8;2;BUKIEWICZ Bożenna;28420;15.31;7.21;PX
K5;8;3;PAHL Witold;14135;7.61;3.59;PX
K5;8;4;BOJKO Bogdan;12205;6.57;3.10;PX
K5;8;5;DZIDUCH Roman;3971;2.14;1.01;NX
K5;8;6;SKRZYPCZYŃSKI Paweł;2784;1.50;0.71;NX
K5;8;7;SŁAWIAK Bożena Maria;8942;4.81;2.27;PX
K5;8;8;ŁAZICKI Edwin;2770;1.49;0.70;NX
K5;8;9;MOŻEJKO Tomasz;4014;2.16;1.02;NX
K5;8;10;ZABOROWSKI Bogusław Michał;3966;2.13;1.01;NX
K5;8;11;WILENTO Wojciech Tadeusz;2968;1.59;0.75;NX
K5;8;12;BALCERZAK Klaudiusz;5337;2.87;1.35;NX
K5;8;13;CEBULA Marek;5734;3.09;1.45;PX
K5;8;14;MACHALICA Krzysztof;3343;1.80;0.85;NX
K5;8;15;HAŁAS Tomasz;1457;0.78;0.37;NX
K5;8;16;ROSIŃSKI Wiesław Henryk;1119;0.60;0.28;NX
K5;8;17;WRÓBLEWSKI Radosław Artur;1494;0.80;0.38;NX
K5;8;18;KUBIK Marek Jan;1806;0.97;0.46;NX
K5;8;19;GOŁEK Stefan;1062;0.57;0.27;NX
K5;8;20;ROGALA Janusz;1228;0.66;0.31;NX
K5;8;21;KLIM Bogdan;1020;0.54;0.26;NX
K5;8;22;CIEMNOCZOŁOWSKI Sebastian Sylwester;3229;1.74;0.82;NX
K5;8;23;SZYMAŃSKI Krzysztof Józef;5145;2.77;1.31;NX
K5;9;1;DRZEWIECKI Mirosław Michał;44404;22.99;10.50;PX
K5;9;2;ŚLEDZIŃSKA-KATARASIŃSKA Iwona Elżbieta;28516;14.76;6.75;PX
K5;9;3;GRABARCZYK Cezary Stanisław;44610;23.09;10.55;PX
K5;9;4;SKRZYDLEWSKA Joanna Katarzyna;33835;17.51;8.00;PX
K5;9;5;ZDANOWSKA Hanna Elżbieta;11506;5.95;2.72;PX
K5;9;6;ŁUKOMSKI Wiesław Zbyszek;1958;1.01;0.46;NX
K5;9;7;JANOWSKI Mariusz Paweł;2407;1.24;0.57;NX
K5;9;8;KRAKOWIAK Jan Jerzy;3755;1.94;0.89;NX
K5;9;9;KRÓLIKOWSKA-KIŃSKA Elżbieta Maria;3675;1.90;0.87;NX
K5;9;10;JAŻDŻEWSKI Leszek Konrad;1787;0.92;0.42;NX
K5;9;11;PAPIERSKI Zbigniew;1004;0.51;0.24;NX
K5;9;12;KORASIEWICZ Andrzej;649;0.33;0.15;NX
K5;9;13;SKOWROŃSKI Zbigniew Jakub;1443;0.74;0.34;NX
K5;9;14;ROSZKOWSKI Włodzimierz Zbigniew;873;0.45;0.21;NX
