komitet;okręg;numer;kandydat;glosy;proc.lista;proc.all;wynik
K2;20;15;ŁUNIESKI Piotr;203;5.42;0.04;NX
K2;21;1;BOROWSKA Henryka;967;28.94;0.26;NX
K2;21;2;HASIAK Kamila Monika;186;5.56;0.05;NX
K2;21;4;JANKOWSKA Joanna;253;7.57;0.07;NX
K2;21;5;ZAWORSKI Przemysław;182;5.44;0.05;NX
K2;21;7;WIECZOREK Jagoda Kornelia;233;6.97;0.06;NX
K2;21;8;DROŚ Magdalena Irena;197;5.89;0.05;NX
K2;21;10;LEŚNIEWSKI Tadeusz Adam;173;5.17;0.05;NX
K2;21;11;LENARTOWICZ Władysława;156;4.66;0.04;NX
K2;21;13;ORZADOWICZ Robert Wiesław;65;1.94;0.02;NX
K2;21;14;WAŁACH Aleksander Rufin;60;1.79;0.02;NX
K2;21;15;ŁOKAJ Anna;116;3.47;0.03;NX
K2;21;16;LENARTOWICZ Aleksander;148;4.42;0.04;NX
K2;21;18;BLINDA Florian Andrzej;151;4.51;0.04;NX
K2;22;1;ZAJĄC Ryszard;1661;47.78;0.50;NX
K2;22;2;BIENIEK Krzysztof Piotr;188;5.40;0.06;NX
K2;22;3;WRÓBEL Halina Beata;270;7.76;0.08;NX
K2;22;4;KOŁODZIEJ Marlena;249;7.16;0.08;NX
K2;22;5;BUŻ Rafał Szymon;80;2.30;0.02;NX
K2;22;6;SZWAGIEL Urszula Anna;120;3.45;0.04;NX
K2;22;7;RĄCZY Anna;164;4.71;0.05;NX
K2;22;8;PAŚKO Marian;101;2.90;0.03;NX
K2;22;9;ZDĄBŁARZ Janina;79;2.27;0.02;NX
K2;22;10;JANIK Jerzy;87;2.50;0.03;NX
K2;22;11;PIETRASZEK Wacław;74;2.12;0.02;NX
K2;22;12;SZCZYGIEŁ Tomasz Piotr;90;2.58;0.03;NX
K2;22;13;ŁYSZCZAK Wiesław;34;0.97;0.01;NX
K2;22;14;ADAMCZYK Leszek;90;2.58;0.03;NX
K2;22;15;DUDKA Jacek;189;5.43;0.06;NX
K2;23;1;WRÓBEL Jerzy Bogusław;1206;27.69;0.25;NX
K2;23;2;MIŚKIEWICZ Krzysztof;311;7.14;0.06;NX
K2;23;3;STANEK-BAŁYCZ Dorota;213;4.89;0.04;NX
K2;23;4;KLOC Marek Wojciech;210;4.82;0.04;NX
K2;23;5;PIECHOTA Ewa;279;6.40;0.06;NX
K2;23;6;WIĘCEK Bernadeta;217;4.98;0.04;NX
K2;23;7;OZGA Dorota Agnieszka;282;6.47;0.06;NX
K2;23;8;RAK Mariusz;169;3.88;0.03;NX
K2;23;9;ADAMCZYK Alicja;244;5.60;0.05;NX
K2;23;10;PAŚKO Ewa;233;5.35;0.05;NX
K2;23;11;BIEDA Dariusz;203;4.66;0.04;NX
K2;23;12;WÓJCIK Władysław Roman;132;3.03;0.03;NX
K2;23;13;GIERGIEL Tadeusz;70;1.60;0.01;NX
K2;23;14;STACHURSKA Krystyna Anna;159;3.65;0.03;NX
K2;23;15;BUŻ Agnieszka Bernadeta;93;2.13;0.02;NX
K2;23;16;JANIK Lucjan;121;2.77;0.02;NX
K2;23;17;ŁYSZCZAK Roman;49;1.12;0.01;NX
K2;23;18;RĄCZY Mariusz Wojciech;164;3.76;0.03;NX
K2;24;1;LUBOWICKI Kazimierz;618;21.79;0.13;NX
K2;24;2;STAWECKA Kinga Katarzyna;228;8.04;0.05;NX
K2;24;3;WARPECHOWSKI Eugeniusz;172;6.06;0.04;NX
K2;24;4;PANASIUK Radosław Romuald;147;5.18;0.03;NX
K2;24;5;ZALEWSKI Wiesław;207;7.30;0.04;NX
K2;24;6;KAMIŃSKI Dariusz;422;14.88;0.09;NX
K2;24;7;DANIELEWICZ Hanna;151;5.32;0.03;NX
K2;24;8;WOROSZYŁO Irena;90;3.17;0.02;NX
K2;24;9;ŻARSKI Mirosław;74;2.61;0.02;NX
K2;24;10;KOŚCIESZA Norbert Grzegorz;75;2.64;0.02;NX
K2;24;11;KIERSNOWSKA Marta;82;2.89;0.02;NX
K2;24;12;FASZCZEWSKA Józefa;46;1.62;0.01;NX
K2;24;13;WENTLAND Iwona;36;1.26;0.01;NX
K2;24;14;SKALSKA Michalina;65;2.29;0.01;NX
K2;24;15;ZAWOŁOKIN Natalia;57;2.01;0.01;NX
K2;24;16;CIOSMAK Władysław;30;1.05;0.01;NX
K2;24;17;WILK Henryk Andrzej;61;2.15;0.01;NX
K2;24;19;PAWŁOWSKI Czesław;47;1.65;0.01;NX
K2;24;20;CHMURA Witosław;56;1.97;0.01;NX
K2;24;21;KRZYŻAK Dariusz;41;1.44;0.01;NX
K2;24;23;STOCKI Jan Krzysztof;93;3.28;0.02;NX
K2;25;1;GWIAZDA Jarosław Robert;1421;37.35;0.30;NX
K2;25;2;OLECHNOWICZ Tomasz Dominik;352;9.25;0.07;NX
K2;25;3;DROSD Piotr;174;4.57;0.04;NX
K2;25;4;SZUTA Włodzimierz Józef;125;3.28;0.03;NX
K2;25;5;STĘPIŃSKA Julia Oliwia;315;8.28;0.07;NX
K2;25;6;SKONIECZNY Andrzej Walenty;185;4.86;0.04;NX
K2;25;7;GACH Filip Marcin;115;3.02;0.02;NX
K2;25;8;MATUSIEWICZ Zofia Stanisława;155;4.07;0.03;NX
K2;25;9;NAWROCKI Andrzej Ignacy;113;2.97;0.02;NX
K2;25;10;KAPUŚCIŃSKA Czesława;126;3.31;0.03;NX
K2;25;11;BARTOSIAK Krzysztof Andrzej;104;2.73;0.02;NX
K2;25;12;JANIK Dagmara Marta;181;4.75;0.04;NX
K2;25;13;DOBRZENIECKA Halina;92;2.41;0.02;NX
K2;25;14;GOGOL Dorota;180;4.73;0.04;NX
K2;25;15;KĘSICKI Tomasz Wacław;166;4.36;0.04;NX
K2;26;1;NOWICKI Florian Paweł;1177;25.05;0.23;NX
K2;26;2;KAPUŚCIŃSKI Adam Grzegorz;295;6.28;0.06;NX
K2;26;3;KRAUZE Stanisław Kazimierz;429;9.13;0.09;NX
K2;26;4;KOWALCZYK Marcin Jakub;232;4.93;0.05;NX
K2;26;5;BARTOSIAK Piotr Bogdan;185;3.93;0.04;NX
K2;26;6;BORKOWSKI Grzegorz Aleksander;315;6.70;0.06;NX
K2;26;7;WOLAŃSKI Krzysztof;205;4.36;0.04;NX
K2;26;8;SŁOMIŃSKI Łukasz Adam;193;4.10;0.04;NX
K2;26;9;SZAFRAŃSKI Bogumił Krzysztof;155;3.29;0.03;NX
K2;26;10;MOSAKOWSKI Marek Waldemar;127;2.70;0.03;NX
K2;26;11;LIGMANN Irena;235;5.00;0.05;NX
K2;26;12;JABŁKOWSKI Jacek;174;3.70;0.03;NX
K2;26;13;WARZECHA Jacek Andrzej;88;1.87;0.02;NX
K2;26;14;ZDUNEK Józef;216;4.59;0.04;NX
K2;26;15;JANISZEWSKA Magdalena Anna;671;14.28;0.13;NX
K2;27;1;MAŁYSZ Iwona Izabela;2038;43.95;0.59;NX
K2;27;2;KRYWULT Tadeusz;574;12.37;0.17;NX
K2;27;3;STOKŁOSA Roman;229;4.93;0.07;NX
K2;27;4;WILK Bogdan;169;3.64;0.05;NX
K2;27;5;ZAWADA Franciszek;159;3.42;0.05;NX
K2;27;6;NIZIO-NIKIEL Maria Danuta;210;4.52;0.06;NX
K2;27;7;SKOCZYLAS - OSTROWSKA Elżbieta;230;4.96;0.07;NX
K2;27;8;KLOCEK Krzysztof Józef;170;3.66;0.05;NX
K2;27;9;LEMAŃSKI Tadeusz;102;2.19;0.03;NX
K2;27;10;KODURA Eugeniusz;75;1.61;0.02;NX
K2;27;11;LANGER Sebastian Henryk;71;1.53;0.02;NX
K2;27;12;STRUSZEWSKI Michał;42;0.90;0.01;NX
K2;27;13;KAPIAS Jerzy Franciszek;127;2.73;0.04;NX
K2;27;14;KOMINEK Marian;89;1.91;0.03;NX
K2;27;15;GABRYSZEWSKI Jan Stanisław;47;1.01;0.01;NX
K2;27;16;ŻYGUŁA Tadeusz;61;1.31;0.02;NX
K2;27;17;STOKŁOSA Grzegorz Tomasz;244;5.26;0.07;NX
K2;28;1;WRONA Henryk Antoni;1227;35.26;0.48;NX
K2;28;2;ZADORA Norbert Konrad;202;5.80;0.08;NX
K2;28;3;POPCZYK Bartosz Adam;197;5.66;0.08;NX
K2;28;4;RYBAK Kamila Dorota;363;10.43;0.14;NX
K2;28;5;KRÓLIK Wiktor Paweł;155;4.45;0.06;NX
K2;28;6;KASPRZYK Rafał Józef;305;8.76;0.12;NX
K2;28;7;RYBAK Sławomir Teodor;138;3.96;0.05;NX
K2;28;8;ZAJĄC Grzegorz Paweł;250;7.18;0.10;NX
K2;28;9;KOWALCZYK Zbigniew Bogusław;169;4.85;0.07;NX
K2;28;10;MIELCZAREK Robert Dariusz;173;4.97;0.07;NX
K2;28;11;OKRĘGLICKI Robert Stanisław;52;1.49;0.02;NX
K2;28;12;TABINOWSKI Mieczysław Kazimierz;68;1.95;0.03;NX
K2;28;13;RAKOWIECKI Jerzy Bogdan;58;1.66;0.02;NX
K2;28;14;COFÓR Marcin;122;3.50;0.05;NX
K2;29;1;MORIC Stanisław;822;24.79;0.25;NX
K2;29;2;ZAWADZKI Roman;503;15.17;0.15;NX
K2;29;3;BOJCZUK Grzegorz;186;5.61;0.06;NX
K2;29;4;WIKIEL Jerzy Michał;113;3.40;0.03;NX
K2;29;5;PŁACZEK Marcin;329;9.92;0.10;NX
K2;29;6;KOSZOWSKI Piotr Bogdan;154;4.64;0.05;NX
K2;29;7;SZYMCZYK Łukasz;249;7.51;0.08;NX
K2;29;8;KOSYL Robert;126;3.80;0.04;NX
K2;29;9;STASZEWSKI Sylwester Grzegorz;140;4.22;0.04;NX
K2;29;10;LESKI Waldemar;128;3.86;0.04;NX
K2;29;11;BREDLAK Zdzisław Józef;50;1.50;0.02;NX
K2;29;12;MIKA Adam Wojciech;205;6.18;0.06;NX
K2;29;13;PŁACHECKI Krzysztof;116;3.49;0.04;NX
K2;29;14;MORITZ Bolesław;194;5.85;0.06;NX
K2;30;1;PIECHA Jacek;1577;40.38;0.52;NX
K2;30;2;PIOTROWSKI Robert;220;5.63;0.07;NX
K2;30;3;CZERKAWSKI Tadeusz;175;4.48;0.06;NX
K2;30;4;PIECHACZEK Joanna Ewa;356;9.11;0.12;NX
K2;30;5;ZBROŻCZYK Jerzy Lucjan;45;1.15;0.01;NX
K2;30;6;SZCZYGIEŁ Mirosław Andrzej;157;4.02;0.05;NX
K2;30;7;HOSZECKI Piotr;101;2.58;0.03;NX
K2;30;8;SIENKIEWICZ Dariusz;216;5.53;0.07;NX
K2;30;9;OKRZESIK Jarosław Marek;81;2.07;0.03;NX
K2;30;10;ADAMCZYK Andrzej Jerzy;256;6.55;0.08;NX
K2;30;11;REMIARZ Leszek;91;2.33;0.03;NX
K2;30;12;BUTURLA Piotr;40;1.02;0.01;NX
K2;30;13;MĘDRALA Henryk Szczepan;93;2.38;0.03;NX
K2;30;14;PIEKARSKI Mariusz Jacek;73;1.86;0.02;NX
K2;30;15;SZCZYGIEŁ Patrycja Krystyna;178;4.55;0.06;NX
K2;30;16;SAWCZAK Dariusz Józef;25;0.64;0.01;NX
K2;30;17;PIKULICKI Leszek;44;1.12;0.01;NX
K2;30;18;ELSNER Witold;177;4.53;0.06;NX
K2;31;1;USZOK Krzysztof Klemens;3577;47.54;0.77;NX
K2;31;2;MURAWSKI Marceli Paweł;488;6.48;0.10;NX
K2;31;3;OLEJNICZAK Ryszard;511;6.79;0.11;NX
K2;31;4;SKUPIN Przemysław;176;2.33;0.04;NX
K2;31;5;MISIAK - JĘDRASZEK Gabriela Jadwiga;247;3.28;0.05;NX
K2;31;6;MOSKWA Grzegorz;190;2.52;0.04;NX
K2;31;7;LESZNIK Bogdan Robert;97;1.28;0.02;NX
K2;31;8;KUŹNIARZ Józef Karol;124;1.64;0.03;NX
K2;31;9;GLENSZCZYK Izabela;146;1.94;0.03;NX
K2;31;10;MYSZKOWSKA Dominika Regina;180;2.39;0.04;NX
K2;31;11;ZALEGA Dariusz;138;1.83;0.03;NX
K2;31;12;MŁYŃCZYK Aneta Maria;199;2.64;0.04;NX
K2;31;13;WCISŁO Leszek Włodzimierz;172;2.28;0.04;NX
K2;31;14;SADŁO Dorota Barbara;178;2.36;0.04;NX
K2;31;15;MAKLAKIEWICZ Włodzimierz;95;1.26;0.02;NX
K2;31;16;GŁUCHOWSKI Dariusz Wiesław;70;0.93;0.02;NX
K2;31;17;ŻAK Zbigniew;172;2.28;0.04;NX
K2;31;18;FORMA Dariusz;49;0.65;0.01;NX
K2;31;19;LIPOWSKI Piotr Paweł;67;0.89;0.01;NX
K2;31;20;ŻELAZKO Henryk Eugeniusz;161;2.13;0.03;NX
K2;31;21;STANOSZEK Marian Piotr;67;0.89;0.01;NX
K2;31;22;BASAK Robert Artur;72;0.95;0.02;NX
K2;31;23;SZYMCZYK Dariusz;111;1.47;0.02;NX
K2;31;24;HISZPAŃSKI Stefan;237;3.14;0.05;NX
K2;32;1;ZIĘTEK Bogusław Zbigniew;2233;44.06;0.69;NX
K2;32;2;KUCHARZ Janusz;303;5.97;0.09;NX
K2;32;3;CHRONOWSKA Beata Małgorzata;369;7.28;0.11;NX
K2;32;4;GRODZKI Lech;131;2.58;0.04;NX
K2;32;5;RONKE Barbara Małgorzata;143;2.82;0.04;NX
K2;32;6;SZIMKE Andrzej Ryszard;155;3.05;0.05;NX
K2;32;7;BINDUCHOWSKI Witold Krzysztof;130;2.56;0.04;NX
K2;32;8;IWAŃSKA Joanna Halina;368;7.26;0.11;NX
K2;32;9;HOFFMAN Jan;177;3.49;0.05;NX
K2;32;10;GRAJNER Eliza Grażyna;178;3.51;0.05;NX
K2;32;11;ZIELIŃSKI Zdzisław;183;3.61;0.06;NX
K2;32;12;MALINOWSKI Krzysztof Szczepan;111;2.19;0.03;NX
K2;32;13;KOLENDO Józef;59;1.16;0.02;NX
K2;32;14;JACHYMIAK Andrzej Jerzy;55;1.08;0.02;NX
K2;32;15;SYPER Walentyna Michalina;125;2.46;0.04;NX
K2;32;16;JUŚKIEWICZ Marek;62;1.22;0.02;NX
K2;32;17;KORFEL Marek;69;1.36;0.02;NX
K2;32;18;DYL Mirosław Marek;217;4.28;0.07;NX
K2;33;1;OLSZEWSKI Mariusz Jacek;1887;41.51;0.39;NX
K2;33;2;DOMAGAŁA Zbigniew;397;8.73;0.08;NX
K2;33;3;CHMIELEWSKA Dagmara Izabela;251;5.52;0.05;NX
K2;33;4;LIBERA Antoni Mieczysław;146;3.21;0.03;NX
K2;33;5;GOLBA Irena;150;3.30;0.03;NX
K2;33;6;WITKOWSKA-SOROCZAN Ewa;185;4.07;0.04;NX
K2;33;7;GIERACH Karol;148;3.25;0.03;NX
K2;33;8;KWAPIŃSKI Karol;127;2.79;0.03;NX
K2;33;9;SABAT Cezary Sebastian;150;3.30;0.03;NX
K2;33;10;WTORKIEWICZ Bogumił Aleksander;113;2.48;0.02;NX
K2;33;11;WIECH Maria Jolanta;95;2.09;0.02;NX
K2;33;12;MOŻDŻEŃ Antoni Lucjan;52;1.14;0.01;NX
K2;33;13;PRÓCHNICKI Tomasz Piotr;54;1.18;0.01;NX
K2;33;14;DZIUBEK Konrad Adam;131;2.88;0.03;NX
K2;33;15;GOLMENT Julian;35;0.77;0.01;NX
K2;33;16;CIOK Agata;143;3.14;0.03;NX
K2;33;17;SZEWCZYK Lena;67;1.47;0.01;NX
K2;33;18;KOZŁOWSKI Jerzy Wojciech;109;2.39;0.02;NX
K2;33;19;KĘPA Karol Zdzisław;72;1.58;0.01;NX
K2;33;20;KWIECIŃSKA Paulina Barbara;233;5.12;0.05;NX
K2;34;1;SKIBNIEWSKA Martyna Mieczysława;783;29.67;0.34;NX
K2;34;2;LUBOWICKA Joanna Agnieszka;399;15.11;0.17;NX
K2;34;3;ZEMBRZUSKI Zenon;315;11.93;0.14;NX
K2;34;4;DERWISZ Adam Mieczysław;134;5.07;0.06;NX
K2;34;5;GOS Mirosław Adam;132;5.00;0.06;NX
K2;34;6;GLIWKA Tomasz;150;5.68;0.07;NX
K2;34;7;WOŹNIAK Paweł Zbigniew;214;8.10;0.09;NX
K2;34;8;MALINA Grzegorz;140;5.30;0.06;NX
K2;34;9;GOGOLA Andrzej Alojzy;57;2.15;0.02;NX
K2;34;10;FORYŚ Bartłomiej Marek;115;4.35;0.05;NX
K2;34;11;ŁUNIESKA Ewelina Teresa;200;7.57;0.09;NX
K2;35;1;KOWALSKI Zbigniew Janusz;979;35.72;0.33;NX
K2;35;2;ZIĘTARA Andrzej Zdzisław;259;9.45;0.09;NX
K2;35;3;GIEBIEŃ Alfred Waldemar;95;3.46;0.03;NX
K2;35;4;ZALEWSKA Marta;423;15.43;0.14;NX
K2;35;5;PIOTROWSKI Ireneusz Jacek;161;5.87;0.05;NX
K2;35;6;NAGRODZKA Maria;196;7.15;0.07;NX
K2;35;7;JUZWUK Ryszard;69;2.51;0.02;NX
K2;35;8;TOMCZYK Robert Juliusz;120;4.37;0.04;NX
K2;35;9;JANISZEWSKI Jędrzej Stanisław;64;2.33;0.02;NX
K2;35;10;FICEK Joachim Jerzy;68;2.48;0.02;NX
K2;35;11;WŁOSKOWSKA Agnieszka;306;11.16;0.10;NX
K2;36;1;IDZIASZEK Marcin;1133;24.34;0.29;NX
K2;36;2;ANTCZAK Marcin;427;9.17;0.11;NX
K2;36;3;KANTEK Magdalena;372;7.99;0.10;NX
K2;36;4;ZIĘTEK Ryszard;423;9.09;0.11;NX
K2;36;5;ŁAKOMY Edward;248;5.32;0.06;NX
K2;36;6;JEDWABNY Rafał;176;3.78;0.05;NX
K2;36;7;RAKOWIECKA Sylwia;386;8.29;0.10;NX
K2;36;8;KRUK Waldemar Wiesław;157;3.37;0.04;NX
K2;36;9;GRAJEK Piotr Paweł;172;3.69;0.04;NX
K2;36;10;BUJAK Jerzy Marek;224;4.81;0.06;NX
K2;36;11;MIŁKOWSKI Mariusz Robert;107;2.29;0.03;NX
K2;36;12;MARCHEWKA Jerzy Aleksander;168;3.61;0.04;NX
K2;36;13;DOBIECH Dariusz;61;1.31;0.02;NX
K2;36;14;BIEDRZYCKI Kazimierz;56;1.20;0.01;NX
K2;36;15;LANGER Grzegorz Paweł;106;2.27;0.03;NX
K2;36;16;LIBRONT Dariusz Paweł;49;1.05;0.01;NX
K2;36;17;MENDE Marek Franciszek;56;1.20;0.01;NX
K2;36;18;ZIENTEK Eugeniusz Zygmunt;332;7.13;0.09;NX
K2;37;1;ZIOBRO Leszek Józef;2372;50.42;0.80;NX
K2;37;2;KASIŃSKI Szczepan;214;4.54;0.07;NX
K2;37;3;KOCIARA Tadeusz;92;1.95;0.03;NX
K2;37;4;FABISIAK Grzegorz Ryszard;160;3.40;0.05;NX
K2;37;5;KAMIŃSKI Jarosław;244;5.18;0.08;NX
K2;37;6;IDZIAK Wiesław;161;3.42;0.05;NX
K2;37;7;BASAK Mariola;276;5.86;0.09;NX
K2;37;8;JEDWABNA Aldona Cecylia;180;3.82;0.06;NX
K2;37;9;STACHOWIAK Mieczysław Andrzej;151;3.21;0.05;NX
K2;37;10;KIEBURG Henryk Jan;57;1.21;0.02;NX
K2;37;11;SIKORSKI Piotr;177;3.76;0.06;NX
K2;37;12;ADAMSKI Tomasz Edward;111;2.35;0.04;NX
K2;37;13;FICA Dariusz Marek;78;1.65;0.03;NX
K2;37;14;KAMIŃSKA Wiesława;431;9.16;0.14;NX
K2;38;1;STOKŁOSA Ryszard;736;26.70;0.25;NX
K2;38;2;BISKUP Eugeniusz Jan;249;9.03;0.08;NX
K2;38;3;DUDZIAK Andrzej;311;11.28;0.10;NX
K2;38;4;ŁUKASZCZYK Tomasz Michał;188;6.82;0.06;NX
K2;38;5;WIŃSKI Jacek Krzysztof;114;4.13;0.04;NX
K2;38;6;ŁOKAJ Joanna Agnieszka;355;12.88;0.12;NX
K2;38;7;MROZEK - GLISZCZYŃSKI Zdzisław;72;2.61;0.02;NX
K2;38;8;WRONA Ryszard;200;7.25;0.07;NX
K2;38;9;JASKIERNY Janusz;116;4.20;0.04;NX
K2;38;10;OSTROWSKI Włodzimierz;148;5.37;0.05;NX
K2;38;11;KOSZOWSKI Wojciech Piotr;78;2.83;0.03;NX
K2;38;12;GARBARZ Jarosław Marian;189;6.85;0.06;NX
K2;39;1;POLKO Piotr;978;32.02;0.22;NX
K2;39;2;BUZEK Klemens;160;5.23;0.04;NX
K2;39;3;GRZEGORCZYK Elżbieta;205;6.71;0.05;NX
K2;39;4;PAWLUK Mariusz;129;4.22;0.03;NX
K2;39;5;GOLIŃSKA Anna, Małgorzata;170;5.56;0.04;NX
K2;39;6;BARTOLIK Paweł, Michał;84;2.75;0.02;NX
K2;39;7;DANIELAK Katarzyna;127;4.15;0.03;NX
K2;39;8;ŁUKASZCZYK Roman, Krzysztof;103;3.37;0.02;NX
K2;39;9;WIŃSKA Marlena, Maria;77;2.52;0.02;NX
K2;39;10;DUDZIAK Zofia, Teresa;179;5.86;0.04;NX
K2;39;11;SZYMAŃSKI Rafał;118;3.86;0.03;NX
K2;39;12;GÓRNA Marzena;114;3.73;0.03;NX
K2;39;13;BRANDT Zbigniew, Edmund;51;1.66;0.01;NX
K2;39;14;SOCZKA Małgorzata;82;2.68;0.02;NX
K2;39;15;KĄDZIOŁKA Maria, Bogusława;46;1.50;0.01;NX
K2;39;16;KOSZOWSKA Karolina, Anna;45;1.47;0.01;NX
K2;39;17;CHMIELEWSKI Adam;63;2.06;0.01;NX
K2;39;18;CIŚLAK Jan;75;2.45;0.02;NX
K2;39;19;MŁYNARCZYK Honorata;248;8.12;0.06;NX
K2;40;1;MUSIAŁ Piotr Jan;789;28.54;0.32;NX
K2;40;2;JAGIEŁŁO Marzenna Janina;463;16.75;0.19;NX
K2;40;3;JABŁOŃSKA Danuta;433;15.66;0.18;NX
K2;40;4;CHAŁUBIEC Sylwia;213;7.70;0.09;NX
K2;40;5;SULERZYCKI Zenon;88;3.18;0.04;NX
K2;40;6;PIECHA Ireneusz Stanisław;219;7.92;0.09;NX
K2;40;7;STELMACH Janusz Mariusz;120;4.34;0.05;NX
K2;40;8;ŻARNOWSKI Andrzej;88;3.18;0.04;NX
K2;40;9;GÓRSKI Aleksander;140;5.06;0.06;NX
K2;40;10;ŁATA Andrzej Antoni;211;7.63;0.09;NX
K2;41;1;SKOWROŃSKA Janina Michalina;1149;28.50;0.26;NX
K2;41;2;STĘPIEŃ Robert Marcin;658;16.32;0.15;NX
K2;41;3;PROZNER Alicja Krystyna;160;3.96;0.04;NX
K2;41;4;SZPOTAŃSKI Wiesław Bogdan;120;2.97;0.03;NX
K2;41;5;MARCINIAK Bogusław Lucjan;221;5.48;0.05;NX
K2;41;6;ORŁOWSKI Bartłomiej Stanisław;188;4.66;0.04;NX
K2;41;7;BUJAK Andrzej;316;7.83;0.07;NX
K2;41;8;ANTONIEWICZ Bronisław Makary;123;3.05;0.03;NX
K2;41;9;OSTROWSKI Adam Andrzej;162;4.01;0.04;NX
K2;41;10;TWARDAK Małgorzata;163;4.04;0.04;NX
K2;41;11;BIELESZ Bronisław;61;1.51;0.01;NX
K2;41;12;GOŁĘBSKI Paweł;105;2.60;0.02;NX
K2;41;13;WĄSIEWICZ Piotr Adam;69;1.71;0.02;NX
K2;41;14;JAREMKO Mariusz Władysław;74;1.83;0.02;NX
K2;41;15;MOSKWA Maria Zdzisława;150;3.72;0.03;NX
K2;41;16;KITALA Justyna;312;7.74;0.07;NX
K3;1;1;ŚLUSARCZYK Piotr Jan;1327;29.25;0.33;NX
K3;1;2;LIBER Jerzy;565;12.45;0.14;NX
K3;1;3;KOSTROWICKI Krystyn;105;2.31;0.03;NX
K3;1;4;WOŹNIAK Stanisław Aleksander;239;5.26;0.06;NX
K3;1;5;OLIWA Kazimierz;146;3.21;0.04;NX
K3;1;6;KOPEĆ Dominika Helena;339;7.47;0.08;NX
K3;1;7;PŁUCIENICZAK Anna;209;4.60;0.05;NX
K3;1;8;SKOROBOGATY Krzysztof;67;1.47;0.02;NX
K3;1;9;SZLENDAK Antoni Zygmunt;78;1.71;0.02;NX
K3;1;10;BRANDYS Gabriela;84;1.85;0.02;NX
K3;1;11;TARNOWSKI Jarosław Michał;149;3.28;0.04;NX
K3;1;12;MAJEWSKA Stefania;168;3.70;0.04;NX
K3;1;13;KALIŃSKI Piotr Paweł;122;2.68;0.03;NX
K3;1;14;BRAM Jerzy Aleksander;83;1.82;0.02;NX
K3;1;15;SZWIEC Bartłomiej Jan;68;1.49;0.02;NX
K3;1;16;KOŁODZIEJ Marcin Tomasz;139;3.06;0.03;NX
K3;1;17;KISIELNICKI Maurycy;52;1.14;0.01;NX
K3;1;18;BRZOZOWSKI Robert Mariusz;57;1.25;0.01;NX
K3;1;19;KALICIŃSKI Kamil Adam;62;1.36;0.02;NX
K3;1;20;SULOWSKA Barbara Grażyna;44;0.97;0.01;NX
K3;1;21;TRYBULSKA Teresa;89;1.96;0.02;NX
K3;1;22;WINNICKI Robert Artur;52;1.14;0.01;NX
K3;1;23;KWIATKOWSKA Danuta Helena;161;3.54;0.04;NX
K3;1;24;BLICHARSKI Jacek;131;2.88;0.03;NX
K3;2;1;BORUTKO Rafał;629;22.24;0.23;NX
K3;2;2;ŁAMBUCKI Roman;395;13.97;0.15;NX
K3;2;3;GOSZCZYK Józefa;160;5.65;0.06;NX
K3;2;4;HECHT Jacek Ryszard;83;2.93;0.03;NX
K3;2;5;KASZUBA Ewa;224;7.92;0.08;NX
K3;2;6;POKRYWKA Jan Tadeusz;214;7.56;0.08;NX
K3;2;7;KOZIOŁEK Elżbieta Bożena;148;5.23;0.05;NX
K3;2;8;SYNOWSKI Jan Stanisław;137;4.84;0.05;NX
K3;2;9;SUSŁOWSKI Tomasz Jan;91;3.21;0.03;NX
K3;2;10;BUSZMICZ Agnieszka;96;3.39;0.04;NX
K3;2;11;FRONCZAK Monika;153;5.41;0.06;NX
K3;2;12;CICIAŁA Lech Józef;58;2.05;0.02;NX
K3;2;13;KOWALCZYK Grzegorz;118;4.17;0.04;NX
K3;2;14;KARBOWNIK Leonarda;102;3.60;0.04;NX
K3;2;15;WICZKOWSKA Maria;92;3.25;0.03;NX
K3;2;16;ZDUŃCZYK Zbigniew Edward;127;4.49;0.05;NX
K3;3;1;DOBROSZ Janusz;2458;36.96;0.44;NX
K3;3;2;BOJANOWSKI Maciej Rafał;1506;22.65;0.27;NX
K3;3;3;PAŚKO Marek Lesław;217;3.26;0.04;NX
K3;3;4;CHMURZYŃSKI Piotr Michał;119;1.78;0.02;NX
K3;3;5;PARTYKA Ireneusz;161;2.42;0.03;NX
K3;3;6;ZIOMEK Jerzy Andrzej;174;2.61;0.03;NX
K3;3;7;WASZKIEWICZ Piotr Tadeusz;124;1.86;0.02;NX
K3;3;8;KAŹMIERCZAK Ryszard;149;2.24;0.03;NX
K3;3;9;PARDA Małgorzata;178;2.67;0.03;NX
K3;3;10;ZNAMIROWSKI Jacek;82;1.23;0.01;NX
K3;3;11;KRESA Mariusz;70;1.05;0.01;NX
K3;3;12;MARKOWSKI Marcin Łukasz;129;1.94;0.02;NX
K3;3;13;WOŁYNIAK Ireneusz Leszek;142;2.13;0.03;NX
K3;3;14;SPICH Anna Teresa;114;1.71;0.02;NX
K3;3;15;BORGOWSKI Roman;51;0.76;0.01;NX
K3;3;16;POSMYK Stanisław;65;0.97;0.01;NX
K3;3;17;KOŁAKOWSKI Tomasz;74;1.11;0.01;NX
K3;3;18;KOTAS Mateusz;93;1.39;0.02;NX
K3;3;19;JARZĄBEK Zbigniew;98;1.47;0.02;NX
K3;3;20;NOWAKOWSKI Henryk;80;1.20;0.01;NX
