komitet;okręg;numer;kandydat;glosy;proc.lista;proc.all;wynik
K78;1;4;PICHLA Wiesław;1864;2.69;0.66;NX
K78;1;5;PRZYBYLSKI Cezary Adam;4273;6.18;1.51;NX
K78;1;6;WOJNAROWSKI Norbert Ryszard;5031;7.27;1.78;NX
K78;1;7;BRODNIAK Roman;5228;7.56;1.85;NX
K78;1;8;URBANOWICZ-PRZYSIĘŻNA Elżbieta;2722;3.93;0.96;NX
K78;1;9;CYBULSKI Piotr;7332;10.60;2.59;PX
K78;1;10;KACZANOWSKI Krzysztof Józef;856;1.23;0.30;NX
K78;1;11;BARAŃSKI Mariusz Grzegorz;1405;2.03;0.50;NX
K78;1;12;JAWOR Małgorzata;2675;3.86;0.94;NX
K78;1;13;SKRZYDŁOWSKI Adam;477;0.68;0.17;NX
K78;1;14;GODLEWSKI Bogusław;479;0.69;0.17;NX
K78;1;15;DROZD Ewa;2326;3.36;0.82;NX
K78;1;16;BAŁAZY Krzysztof Tadeusz;476;0.68;0.17;NX
K78;1;17;MOROZ Albert Tadeusz;180;0.26;0.06;NX
K78;1;18;KRAŚNIAŃSKI Mieczysław Jan;346;0.50;0.12;NX
K78;1;19;SZCZEPANIAK Karol Korneliusz;735;1.06;0.26;NX
K78;1;20;DĄBROWSKI Jarosław Rafał;1864;2.69;0.66;NX
K78;2;1;CHLEBOWSKI Zbigniew;18281;35.93;9.32;PX
K78;2;2;MRZYGŁOCKA Izabela Katarzyna;5271;10.36;2.69;PX
K78;2;3;JURCEWICZ Stanisław;4142;8.14;2.11;NX
K78;2;4;SZULC Jakub Maciej;5004;9.83;2.55;PX
K78;2;5;LUBIENIECKI Wiktor Wincenty;1691;3.32;0.86;NX
K78;2;6;EWANGIELU Stefanos;3563;7.00;1.82;NX
K78;2;7;SYNOWSKA Alicja;2032;3.99;1.04;NX
K78;2;8;RZĄSOWSKI Marek;2735;5.37;1.39;NX
K78;2;9;KURZAWA Tomasz;1196;2.35;0.61;NX
K78;2;10;BODUCH Mirosława Maria;740;1.45;0.38;NX
K78;2;11;SENYK Tomasz Grzegorz;261;0.51;0.13;NX
K78;2;12;KULIŃSKI Andrzej Piotr;390;0.76;0.20;NX
K78;2;13;WOŹNIAKOWSKI Ireneusz Mirosław;285;0.56;0.15;NX
K78;2;14;PODJACKA Monika;1885;3.70;0.96;NX
K78;2;15;KROCZAK Paweł;618;1.21;0.32;NX
K78;2;16;ROSIEK Henryk;2777;5.45;1.42;NX
K78;3;1;ZDROJEWSKI Bogdan;73959;58.94;19.07;PX
K78;3;2;HUSKOWSKI Stanisław Tadeusz;12334;9.82;3.18;PX
K78;3;3;DUDA Jarosław;5901;4.70;1.52;PX
K78;3;4;PIECHOTA Sławomir Jan;7281;5.80;1.88;PX
K78;3;5;MŁYŃCZAK Aldona Janina;2903;2.31;0.75;PX
K78;3;6;WOLAK Ewa Wanda;3465;2.76;0.89;PX
K78;3;7;KARWOWSKI Leszek;1037;0.82;0.27;NX
K78;3;8;SKORUPA Zbigniew;2074;1.65;0.53;NX
K78;3;9;BOCHNAK Wojciech Piotr;2449;1.95;0.63;NX
K78;3;10;KACZOR Roman;2174;1.73;0.56;NX
K78;3;11;KOCZAN Henryk;431;0.34;0.11;NX
K78;3;12;ROMAN Grzegorz Czesław;1476;1.17;0.38;NX
K78;3;13;MACIEJEWSKI Dariusz;893;0.71;0.23;NX
K78;3;14;BIERNACKI Marek;1159;0.92;0.30;NX
K78;3;15;GUBERNAT Adam Jan;2058;1.64;0.53;NX
K78;3;16;SMOLIŃSKA Halina;1841;1.46;0.47;NX
K78;3;17;JAROS Michał;1125;0.89;0.29;NX
K78;3;18;PAWŁOWSKI Piotr Stanisław;648;0.51;0.17;NX
K78;3;19;STARZONEK Łukasz;326;0.25;0.08;NX
K78;3;20;WYSZKOWSKI Łukasz;370;0.29;0.10;NX
K78;3;21;STANKO Tomasz;894;0.71;0.23;NX
K78;3;22;PACAMAJ Dionizy Cezary;683;0.54;0.18;NX
K78;4;1;PIOTROWSKA Teresa;16716;28.17;5.86;PX
K78;4;2;ŚWIĄTKOWSKI Maciej;8780;14.79;3.08;PX
K78;4;3;NOWAKOWSKI Michał Benon;2637;4.44;0.92;NX
K78;4;4;JOACHIMOWSKI Michał Teodor;6127;10.32;2.15;NX
K78;4;5;STUDZIŃSKA Barbara Janina;2359;3.97;0.83;NX
K78;4;6;KATULSKI Jarosław Paweł;5480;9.23;1.92;NX
K78;4;7;CZARNOLEWSKI Piotr Mirosław;1925;3.24;0.67;NX
K78;4;8;OLSZEWSKI Paweł Bartosz;6850;11.54;2.40;PX
K78;4;9;SWIĄTEK Roman Wojciech;826;1.39;0.29;NX
K78;4;10;LAU Bartosz;937;1.57;0.33;NX
K78;4;11;JAKUBOWSKI Krzysztof;597;1.00;0.21;NX
K78;4;12;WALOCH Magdalena Danuta;879;1.48;0.31;NX
K78;4;13;JONATOWSKI Piotr;528;0.88;0.19;NX
K78;4;14;LUDWICZAK Jacek;549;0.92;0.19;NX
K78;4;15;JUSZKOW Arletta Maria;401;0.67;0.14;NX
K78;4;16;LEWANDOWSKA Dorota;876;1.47;0.31;NX
K78;4;17;WOLLANDT Paweł Piotr;328;0.55;0.12;NX
K78;4;18;WOJTECKA Olechna Maria;440;0.74;0.15;NX
K78;4;19;ZALEWSKA Katarzyna Joanna;628;1.05;0.22;NX
K78;4;20;SOBALA Grzegorz;277;0.46;0.10;NX
K78;4;21;LEBIODA Jacek Waldemar;292;0.49;0.10;NX
K78;4;22;LEDA Hanna;343;0.57;0.12;NX
K78;4;23;GONCZERZEWICZ Karol Mirosław;559;0.94;0.20;NX
K78;5;1;WYROWIŃSKI Jan Alfons;14279;26.82;5.00;PX
K78;5;2;LENZ Tomasz;9472;17.79;3.32;PX
K78;5;3;KOPACZEWSKA Domicela Katarzyna;4870;9.15;1.71;PX
K78;5;4;KUPCZYK Anna Łucja;2354;4.42;0.82;NX
K78;5;5;KAWSKI Leszek;2995;5.62;1.05;NX
K78;5;6;SOBORSKI Jacek;1840;3.45;0.64;NX
K78;5;7;CAŁBECKI Piotr Franciszek;4800;9.01;1.68;NX
K78;5;8;JÓŹWIAK Bartłomiej Andrzej;999;1.87;0.35;NX
K78;5;9;KACPRZAK Przemysław Arkadiusz;2302;4.32;0.81;NX
K78;5;10;WACH Mirosław Zygmunt;1824;3.42;0.64;NX
K78;5;11;RAKOWICZ Andrzej Jarosław;835;1.56;0.29;NX
K78;5;12;WASILUK Barbara Marianna;513;0.96;0.18;NX
K78;5;13;PIOTROWSKI Hubert Andrzej;695;1.30;0.24;NX
K78;5;14;WDOWCZYK Krzysztof;567;1.06;0.20;NX
K78;5;15;JACH Dariusz Piotr;330;0.62;0.12;NX
K78;5;16;CHOJNACKA Marlena;796;1.49;0.28;NX
K78;5;17;KOZŁOWSKI Tadeusz Maria;261;0.49;0.09;NX
K78;5;18;PALIWODA Romuald Witold;430;0.80;0.15;NX
K78;5;19;KOWALSKA Hanna;501;0.94;0.18;NX
K78;5;20;ŚLUSARCZYK Tomasz;223;0.41;0.08;NX
K78;5;21;RYCHLIK Magdalena;471;0.88;0.16;NX
K78;5;22;BEDNAREK Luiza Marlena;240;0.45;0.08;NX
K78;5;23;CACKOWSKI Wojciech;294;0.55;0.10;NX
K78;5;24;KANIA Barbara Danuta;1330;2.49;0.47;NX
K78;6;1;PALIKOT Janusz Marian;26275;38.88;6.62;PX
K78;6;2;KARPIŃSKI Włodzimierz;8751;12.95;2.21;PX
K78;6;3;JEDLINA Dariusz;4596;6.80;1.16;NX
K78;6;4;WILK Wojciech;5501;8.14;1.39;PX
K78;6;5;BIAŁOWĄS Waldemar Franciszek;1409;2.08;0.36;NX
K78;6;6;TYMOSZUK Krzysztof;1175;1.73;0.30;NX
K78;6;7;SOBCZAK Jacek;5255;7.77;1.32;NX
K78;6;8;ZALEWSKI Jacek Kazimierz;1188;1.75;0.30;NX
K78;6;9;CIĘŻKI Paweł Sylwester;499;0.73;0.13;NX
K78;6;10;SOWIŃSKA Mariola;1916;2.83;0.48;NX
K78;6;11;ORZEŁ Grzegorz;587;0.86;0.15;NX
K78;6;12;KUŹNICKI Witold;281;0.41;0.07;NX
K78;6;13;ZIOMEK Mirosław;1152;1.70;0.29;NX
K78;6;14;STROJNOWSKA Henryka;470;0.69;0.12;NX
K78;6;15;DZIKOWSKI Artur;231;0.34;0.06;NX
K78;6;16;KMITA Elżbieta Helena;393;0.58;0.10;NX
K78;6;17;BORKOWSKI Wojciech Stanisław;627;0.92;0.16;NX
K78;6;18;PUDŁO Tadeusz;1856;2.74;0.47;NX
K78;6;19;GAJAK Andrzej;247;0.36;0.06;NX
K78;6;20;PIOTR-KRAJECKI Leszek;110;0.16;0.03;NX
K78;6;21;ZBIRÓG Halina;170;0.25;0.04;NX
K78;6;22;FLASIŃSKI Marek;521;0.77;0.13;NX
K78;6;23;SIERPIŃSKA Marta Justyna;358;0.52;0.09;NX
K78;6;24;BIELECKA Elżbieta Maria;458;0.67;0.12;NX
K78;6;25;MARGUL Bartosz;699;1.03;0.18;NX
K78;6;26;DAJEK Dariusz Romuald;226;0.33;0.06;NX
K78;6;27;JABŁOŃSKI Adam;242;0.35;0.06;NX
K78;6;28;GWIAZDOWICZ Bogusław Piotr;127;0.18;0.03;NX
K78;6;29;DANIEWSKI Leszek Kazimierz;1325;1.96;0.33;NX
K78;6;30;ŁĄTKA Krzysztof;919;1.36;0.23;NX
K78;7;1;ŻMIJAN Stanisław;7708;23.29;2.66;PX
K78;7;2;BOŻEŃSKI Edmund Waldemar;4085;12.34;1.41;NX
K78;7;3;MULAWA Andrzej Stanisław;2171;6.56;0.75;NX
K78;7;4;PĘKALSKI Tomasz Wacław;2577;7.78;0.89;NX
K78;7;5;BRONIEWICZ Bogusław;1851;5.59;0.64;NX
K78;7;6;RADKOWIAK Renata Waleria;937;2.83;0.32;NX
K78;7;7;JAKUBIEC Robert Eugeniusz;709;2.14;0.24;NX
K78;7;8;ORZECHOWSKI Mateusz;1909;5.76;0.66;NX
K78;7;9;PATRO Jacek Sławomir;1342;4.05;0.46;NX
K78;7;10;GRAD Mariusz;1832;5.53;0.63;NX
K78;7;11;WRZESIEŃ Jerzy;1081;3.26;0.37;NX
K78;7;12;GODZISZ Ireneusz Mirosław;2024;6.11;0.70;NX
K78;7;13;SZWAJ Wojciech;299;0.90;0.10;NX
K78;7;14;JURECZEK Zbigniew;768;2.32;0.26;NX
K78;7;15;KOBELSKI Mieczysław;156;0.47;0.05;NX
K78;7;16;KOSTRZANOWSKI Kazimierz Józef;525;1.58;0.18;NX
K78;7;17;KOSZAŁKO Mirosław;462;1.39;0.16;NX
K78;7;18;PIZUN Zdzisław;195;0.58;0.07;NX
K78;7;19;WÓJCICKI Jan Marian;148;0.44;0.05;NX
K78;7;20;ZŁOMAŃCZUK Zbigniew Grzegorz;667;2.01;0.23;NX
K78;7;21;ROMANOWSKI Stanisław;585;1.76;0.20;NX
K78;7;22;KUCZYŃSKI Jarosław;297;0.89;0.10;NX
K78;7;23;IZDEBSKI Marcin;763;2.30;0.26;NX
K78;8;1;FIEDOROWICZ Czesław;16153;24.66;5.97;PX
K78;8;2;BUKIEWICZ Bożenna;11237;17.15;4.15;PX
K78;8;3;SIBIŃSKA Krystyna Mieczysława;1493;2.27;0.55;NX
K78;8;4;JABŁOŃSKI Marcin Artur;3571;5.45;1.32;NX
K78;8;5;BOJKO Bogdan;5123;7.82;1.89;PX
K78;8;6;WRÓBLEWSKI Radosław Artur;902;1.37;0.33;NX
K78;8;7;SKRZYPCZYŃSKI Paweł;1158;1.76;0.43;NX
K78;8;8;WILENTO Wojciech Tadeusz;3714;5.67;1.37;NX
K78;8;9;SZADNY Waldemar;5941;9.06;2.20;PX
K78;8;10;ZABOROWSKI Bogusław Michał;1225;1.87;0.45;NX
K78;8;11;DZIDUCH Roman;1348;2.05;0.50;NX
K78;8;12;CIEMNOCZOŁOWSKI Sebastian Sylwester;1893;2.88;0.70;NX
K78;8;13;PODYMA Jarosław;2646;4.03;0.98;NX
K78;8;14;MOŻEJKO Tomasz;1349;2.05;0.50;NX
K78;8;15;PILECKI Roman;506;0.77;0.19;NX
K78;8;16;MAĆKOWIAK Leszek Wojciech;706;1.07;0.26;NX
K78;8;17;IWAN Stanisław Antoni;835;1.27;0.31;NX
K78;8;18;HAŁAS Tomasz;475;0.72;0.18;NX
K78;8;19;CEBULA Marek;1681;2.56;0.62;NX
K78;8;20;KRAWIEC Jan;1034;1.57;0.38;NX
K78;8;21;BARŁOWSKA Kamilla Aleksandra;551;0.84;0.20;NX
K78;8;22;DEPLEWSKI Robert Ireneusz;131;0.19;0.05;NX
K78;8;23;PLECHAN Ireneusz Henryk;605;0.92;0.22;NX
K78;8;24;RONOWICZ Sławomir Wojciech;1225;1.87;0.45;NX
K78;9;1;ŚLEDZIŃSKA-KATARASIŃSKA Iwona Elżbieta;23119;32.35;7.86;PX
K78;9;2;DRZEWIECKI Mirosław Michał;10928;15.29;3.72;PX
K78;9;3;SKRZYDLEWSKA Joanna Katarzyna;11822;16.54;4.02;PX
K78;9;4;MĘDRZAK Jan Stefan;3390;4.74;1.15;NX
K78;9;5;WOJCIESZEK Jarosław Włodzimierz;1199;1.67;0.41;NX
K78;9;6;ZEWALD Wiesława Krystyna;3861;5.40;1.31;NX
K78;9;7;RUTKOWSKI Wojciech Tadeusz;2264;3.16;0.77;NX
K78;9;8;TUMIŁOWICZ Jarosław Jerzy;1145;1.60;0.39;NX
K78;9;9;RYSZKIEWICZ Michał;1937;2.71;0.66;NX
K78;9;10;MAROSZYŃSKA Iwona Anna;1624;2.27;0.55;NX
K78;9;11;MAGACZ Rafał;537;0.75;0.18;NX
K78;9;12;KAŁCZAK Janusz Władysław;423;0.59;0.14;NX
K78;9;13;CYMERMAN Robert;539;0.75;0.18;NX
K78;9;14;SZRAM Krzysztof Robert;1239;1.73;0.42;NX
K78;9;15;LINKA Wojciech Andrzej;300;0.41;0.10;NX
K78;9;16;WYBÓR Marta Helena;722;1.01;0.25;NX
K78;9;17;ORCZYKOWSKA Ilona Anna;976;1.36;0.33;NX
K78;9;18;KALIŃSKI Ryszard;796;1.11;0.27;NX
K78;9;19;PIETRANEK-KULIS Krystyna Barbara;626;0.87;0.21;NX
K78;9;20;ŻAK Piotr Henryk;4016;5.61;1.37;NX
K78;10;1;RADZISZEWSKA Elżbieta;16199;47.42;7.27;PX
K78;10;2;ŻEREK Jan;2641;7.73;1.19;NX
K78;10;3;KULA Włodzimierz Stanisław;3424;10.02;1.54;NX
K78;10;4;OLSZEWSKI Wiktor Łukasz;1746;5.11;0.78;NX
K78;10;5;GUSTALIK Jan;1685;4.93;0.76;NX
K78;10;6;KOŹLIK Krystyna;823;2.40;0.37;NX
K78;10;7;RUTKOWSKA Dorota;2279;6.67;1.02;NX
K78;10;8;PIETRZYK Marcin;613;1.79;0.28;NX
K78;10;9;DUDKIEWICZ Paweł;551;1.61;0.25;NX
K78;10;10;ŁUCZAK Longiniusz Andrzej;568;1.66;0.25;NX
K78;10;11;KAGANKIEWICZ Piotr Waldemar;785;2.29;0.35;NX
K78;10;12;STĘPIEŃ Michał;359;1.05;0.16;NX
K78;10;13;KRAŚ Ireneusz;751;2.19;0.34;NX
K78;10;14;MŁYŃCZYK Leszek Marek;487;1.42;0.22;NX
K78;10;15;WOJCIECHOWSKI Janusz;782;2.28;0.35;NX
K78;10;16;GARSTKA Ryszard Grzegorz;466;1.36;0.21;NX
K78;11;1;GRABARCZYK Cezary;13775;31.91;4.80;PX
K78;11;2;BIERNAT Andrzej;6244;14.46;2.18;PX
K78;11;3;DUNIN Artur;5567;12.89;1.94;NX
K78;11;4;WIDERA Franciszek;3043;7.04;1.06;NX
K78;11;5;STERLIŃSKA Elżbieta;2676;6.19;0.93;NX
K78;11;6;PRUK Jerzy;2301;5.33;0.80;NX
K78;11;7;ZAWADZKI Janusz;865;2.00;0.30;NX
K78;11;8;HEICHMAN Bolesław;519;1.20;0.18;NX
K78;11;9;STUPSKI Marian;402;0.93;0.14;NX
K78;11;10;PĘCHERSKA Teresa;704;1.63;0.25;NX
K78;11;11;PODSADNIAK Marek;718;1.66;0.25;NX
K78;11;12;SCHABOWICZ Tadeusz;318;0.73;0.11;NX
K78;11;13;GŰNTHER Barbara;1134;2.62;0.40;NX
K78;11;14;SMELA Bogusław;418;0.96;0.15;NX
K78;11;15;ŻAK Alicja;2078;4.81;0.72;NX
K78;11;16;KUTZNER Grażyna;621;1.43;0.22;NX
K78;11;17;TOMCZYK Cezary;1785;4.13;0.62;NX
K78;12;1;GRAŚ Paweł;11919;27.20;5.95;PX
K78;12;2;CHWIERUT Janusz;5272;12.03;2.63;PX
K78;12;3;ZUBIK Krzysztof;2913;6.64;1.45;NX
K78;12;4;LANGWERSKA-MALIK Alicja;2944;6.71;1.47;NX
K78;12;5;STAWOWY Grzegorz;3743;8.54;1.87;NX
K78;12;6;GANCARZ Tadeusz;1666;3.80;0.83;NX
K78;12;7;RAMENDA Sebastian;2449;5.58;1.22;NX
K78;12;8;PALECZNY Tadeusz Edward;1415;3.22;0.71;NX
K78;12;9;WRÓBEL Wiesław;880;2.00;0.44;NX
K78;12;10;WACŁAW Zofia;1096;2.50;0.55;NX
K78;12;11;DEJA Stanisław;1994;4.55;0.99;NX
K78;12;12;WŁODARCZYK Magdalena Elżbieta;1125;2.56;0.56;NX
K78;12;13;BRZUSKA Kazimierz;1084;2.47;0.54;NX
K78;12;14;POKRYWKA Piotr;931;2.12;0.46;NX
K78;12;15;MUSKAŁA Roman;497;1.13;0.25;NX
K78;12;16;BISZTYGA Stanisław;3888;8.87;1.94;NX
K78;13;1;ROKITA Jan Władysław;72145;56.17;17.16;PX
K78;13;2;SZCZYPIŃSKI Tomasz;7399;5.76;1.76;PX
K78;13;3;WĘGRZYN Paweł Hubert;3479;2.70;0.83;NX
K78;13;4;JAJSZCZYK Andrzej Bogdan;1052;0.81;0.25;NX
K78;13;5;BULANOWSKA Barbara Marta;1811;1.40;0.43;NX
K78;13;6;KRUPA Jacek;6860;5.34;1.63;PX
K78;13;7;MATUSIK-LIPIEC Katarzyna;4160;3.23;0.99;NX
K78;13;8;LASOTA Marek Wojciech;4026;3.13;0.96;NX
K78;13;9;CHWAJOŁ Janusz Ryszard;1212;0.94;0.29;NX
K78;13;10;RAŚ Ireneusz;6690;5.20;1.59;PX
K78;13;11;KOSCH Grzegorz;785;0.61;0.19;NX
K78;13;12;JANUS Halina;794;0.61;0.19;NX
K78;13;13;BOBROWSKI Tomasz;644;0.50;0.15;NX
K78;13;14;GABERLE Witold;417;0.32;0.10;NX
K78;13;15;FEDOROWICZ Jerzy Feliks;5694;4.43;1.35;PX
K78;13;16;DĄSAL Bogdan;452;0.35;0.11;NX
K78;13;17;GÓRNICKI Jerzy Marian;2008;1.56;0.48;NX
K78;13;18;GOŁĘBIOWSKA-ŚMIAŁEK Magdalena;878;0.68;0.21;NX
K78;13;19;THEN Artur;444;0.34;0.11;NX
K78;13;20;SIEJA Elżbieta Zofia;644;0.50;0.15;NX
K78;13;21;HAWRANEK Andrzej Maria;323;0.25;0.08;NX
K78;13;22;PAWŁOWSKI Łukasz;353;0.27;0.08;NX
K78;13;23;KRZYŻAŃSKI Marcin Mirosław;125;0.09;0.03;NX
K78;13;24;CZEKAJ-DANCEWICZ Aleksandra;973;0.75;0.23;NX
K78;13;25;PAWLICKI Bohdan;215;0.16;0.05;NX
K78;13;26;KICIŃSKI Krzysztof;4857;3.78;1.16;NX
K78;14;1;CZERWIŃSKI Andrzej;13770;25.31;5.55;PX
K78;14;2;PARCHAŃSKI Tadeusz;4740;8.71;1.91;NX
K78;14;3;GUT-MOSTOWY Andrzej;11282;20.74;4.55;PX
K78;14;4;JACHYMIAK Maciej;5276;9.69;2.13;NX
K78;14;5;MUSIAŁ Bogdan;1882;3.45;0.76;NX
K78;14;6;PUŚCIZNA Henryk;900;1.65;0.36;NX
K78;14;7;POLACZEK Józef;1907;3.50;0.77;NX
K78;14;8;MAGIERA Robert;2011;3.69;0.81;NX
K78;14;9;WANATOWICZ Stanisław;1033;1.89;0.42;NX
K78;14;10;POŁEĆ Tomasz;5724;10.52;2.31;NX
K78;14;11;LENART-HALAMA Małgorzata;1048;1.92;0.42;NX
K78;14;12;WAKSMUNDZKI Bogusław;1223;2.24;0.49;NX
K78;14;13;SZAROTA Maria Barbara;1258;2.31;0.51;NX
K78;14;14;WODZIAK Robert;1163;2.13;0.47;NX
K78;14;15;ZOŃ Wacław;619;1.13;0.25;NX
K78;14;16;SZCZERBA Tadeusz;559;1.02;0.23;NX
K78;15;1;GRAD Aleksander;13680;30.28;6.14;PX
K78;15;2;AUGUSTYN Urszula;4890;10.82;2.20;PX
K78;15;3;ŁĄCZYŃSKI Bolesław;4519;10.00;2.03;NX
K78;15;4;ZIĘBA Krzysztof Andrzej;2034;4.50;0.91;NX
K78;15;5;NOWAK Krzysztof;2574;5.69;1.16;NX
K78;15;6;KOCIOŁEK Adam;3832;8.48;1.72;NX
K78;15;7;DUDZIŃSKI Krzysztof Andrzej;1473;3.26;0.66;NX
K78;15;8;GORZAŁCZANY Andrzej;1270;2.81;0.57;NX
K78;15;9;FERET Tadeusz;1161;2.56;0.52;NX
K78;15;10;PAJĄK Jacek Paweł;1197;2.64;0.54;NX
K78;15;11;PTASZNIK Ewa;2374;5.25;1.07;NX
K78;15;12;SYCHTA Wacław;665;1.47;0.30;NX
K78;15;13;PŁACHYTKA-MUCHA Maria;849;1.87;0.38;NX
K78;15;14;BABUŚKA Bartłomiej;2411;5.33;1.08;NX
K78;15;15;BUJAK Bogdan;739;1.63;0.33;NX
K78;15;16;LIZAK Rafał Marek;285;0.63;0.13;NX
K78;15;17;BANACH Mirosław Władysław;1223;2.70;0.55;NX
K78;16;1;ABGAROWICZ Łukasz Maria;8239;24.84;3.58;PX
K78;16;2;KOŹLAKIEWICZ Mirosław;7475;22.54;3.25;PX
K78;16;3;BREŃSKI Wiesław;1309;3.94;0.57;NX
K78;16;4;CHUDZIK Ryszard;1583;4.77;0.69;NX
K78;16;5;JASTRZĘBSKI Piotr;851;2.56;0.37;NX
K78;16;6;POPŁAWSKI Wiesław;1057;3.18;0.46;NX
K78;16;7;DĘBSKI Artur Paweł;879;2.65;0.38;NX
K78;16;8;LUDWICZAK Katarzyna;3908;11.78;1.70;NX
K78;16;9;ARENT Mariusz;492;1.48;0.21;NX
K78;16;10;GONTARSKI Andrzej Jerzy;456;1.37;0.20;NX
K78;16;11;KOBLA Artur Mirosław;503;1.51;0.22;NX
K78;16;12;ROMAN Tadeusz;228;0.68;0.10;NX
K78;16;13;GŁOWACKI Krzysztof Marcin;532;1.60;0.23;NX
K78;16;14;WÓJCIK Marcin;280;0.84;0.12;NX
K78;16;15;PESTA Piotr;769;2.31;0.33;NX
K78;16;16;WIŚNIEWSKA Elżbieta Joanna;2275;6.86;0.99;NX
K78;16;17;KIERZKOWSKI Michał;2321;7.00;1.01;NX
K78;17;1;KOPACZ Ewa Bożena;14982;42.64;6.66;PX
K78;17;2;WĘDZONKA Wiesław;2723;7.75;1.21;NX
K78;17;3;OZIĘBŁO Andrzej Jacek;1751;4.98;0.78;NX
K78;17;4;FIDOR Lucyna;2025;5.76;0.90;NX
K78;17;5;KORPETTA-ZYCH Jolanta Małgorzata;2757;7.84;1.23;NX
K78;17;6;RÓŻYCKI Janusz;1437;4.09;0.64;NX
K78;17;7;NESKA Zbigniew Piotr;1255;3.57;0.56;NX
K78;17;8;PRZEDNICZEK Marek;1541;4.38;0.69;NX
K78;17;9;MAŁKOWSKI Janusz Ryszard;624;1.77;0.28;NX
K78;17;10;BOMBA Robert;1395;3.97;0.62;NX
K78;17;11;OTOLIŃSKA Renata Krystyna;272;0.77;0.12;NX
K78;17;12;FREJTAG Tadeusz;998;2.84;0.44;NX
K78;17;13;ZAJĄC Krzysztof Andrzej;561;1.59;0.25;NX
K78;17;14;DUBICKI Stanisław;336;0.95;0.15;NX
K78;17;15;ŻELEWSKI Waldemar Jerzy;138;0.39;0.06;NX
K78;17;16;PLEŚNIEWICZ Andrzej;768;2.18;0.34;NX
K78;17;17;WDOWIAK Zbigniew Andrzej;274;0.77;0.12;NX
K78;17;18;WITKOWSKI Radosław;1297;3.69;0.58;NX
K78;18;1;AMBROZIEWICZ Robert Wiesław;9943;26.53;3.35;PX
K78;18;2;DZIEKOŃSKI Olgierd Maria;2222;5.92;0.75;NX
K78;18;3;BAKUŁA Anna Józefa;2556;6.82;0.86;NX
K78;18;4;CHODKOWSKI Wojciech;1545;4.12;0.52;NX
K78;18;5;MROCZEK Czesław;8311;22.17;2.80;PX
K78;18;6;ŻOCHOWSKI Krzysztof Jan;2680;7.15;0.90;NX
K78;18;7;TRZCIŃSKA Ewa Janina;874;2.33;0.29;NX
K78;18;8;KWIATKOWSKI Andrzej Bolesław;876;2.33;0.30;NX
K78;18;9;PIĘTKA Mirosław Jan;601;1.60;0.20;NX
K78;18;10;DANILUK Andrzej;1041;2.77;0.35;NX
K78;18;11;ZIÓŁKOWSKI Karol;315;0.84;0.11;NX
K78;18;12;CZACZKOWSKA-WŁOGA Teresa;515;1.37;0.17;NX
K78;18;13;ZABADAŁA Paweł Mariusz;430;1.14;0.14;NX
K78;18;14;JASIONEK Marta;576;1.53;0.19;NX
K78;18;15;ŚWIDERSKI Piotr;790;2.10;0.27;NX
K78;18;16;BRZEZIK Aneta;282;0.75;0.09;NX
K78;18;17;PROCHENKA Krzysztof;255;0.68;0.09;NX
K78;18;18;JURCZAK Waldemar;246;0.65;0.08;NX
K78;18;19;WYSOCKA Ewa;779;2.07;0.26;NX
K78;18;20;KOPANIA Sebastian Jakub;123;0.32;0.04;NX
K78;18;21;TRUSZKOWSKA Renata Urszula;235;0.62;0.08;NX
K78;18;22;GOŁAWSKI Wiesław Antoni;134;0.35;0.05;NX
K78;18;23;MISZCZAK Wanda Bogumiła;283;0.75;0.10;NX
K78;18;24;KLECZKOWSKI Maciej;1861;4.96;0.63;NX
K78;19;1;GRONKIEWICZ-WALTZ Hanna Beata;137280;54.69;18.09;PX
K78;19;2;ŚPIEWAK Paweł;18403;7.33;2.42;PX
K78;19;3;BEREK Maciej Ludwik;1840;0.73;0.24;NX
K78;19;4;FABISIAK Joanna;6693;2.66;0.88;PX
K78;19;5;HALICKI Andrzej Witold;2309;0.91;0.30;NX
K78;19;6;WOJCIECHOWICZ Jacek Piotr;3380;1.34;0.45;PX
K78;19;8;CZUMA Andrzej;2858;1.13;0.38;NX
K78;19;9;KOSTRZEWA-ZORBAS Grzegorz Jacek;2273;0.90;0.30;NX
K78;19;10;KOSECKI Roman Jacek;4395;1.75;0.58;PX
K78;19;11;KIDAWA-BŁOŃSKA Małgorzata Maria;4615;1.83;0.61;PX
K78;19;12;ADAMUS Ryszard Piotr;2031;0.80;0.27;NX
K78;19;13;SAMBORSKI Leszek;1685;0.67;0.22;NX
K78;19;14;MADEJ Krzysztof;2201;0.87;0.29;NX
K78;19;15;HIBNER Jolanta Emilia;3512;1.39;0.46;PX
K78;19;16;STĘPIEŃ Robert Wojciech;1289;0.51;0.17;NX
K78;19;17;KAZNOWSKI Jacek Stanisław;1261;0.50;0.17;NX
K78;19;18;TYSZKIEWICZ Krzysztof Adam;1862;0.74;0.25;NX
K78;19;19;MAZUREK Piotr;726;0.28;0.10;NX
K78;19;20;ŚNIEGOWSKA Scholastyka Urszula;1246;0.49;0.16;NX
K78;19;21;MATERA Maciej Józef;396;0.15;0.05;NX
K78;19;22;WYSZYŃSKI Maciej;697;0.27;0.09;NX
K78;19;23;KONARSKI Tomasz Feliks;601;0.23;0.08;NX
