okreg;komitet;numer;kandydat;url;glosy;procent;wynik
26;4;13;Darnowska Monika Katarzyna;/cpr/sjm-26/pl/e383db82-3c97-47b5-b93f-ec8bd285784d.html;601;0,13;NX
26;4;14;Pardyka Justyna;/cpr/sjm-26/pl/4c337112-59ee-4e0e-9daa-8766aa20f2f4.html;645;0,14;NX
26;4;15;Marks Mateusz Łukasz;/cpr/sjm-26/pl/5510a055-c16c-4416-9365-127b74bc4ae6.html;357;0,08;NX
26;4;16;Olszewska Marta;/cpr/sjm-26/pl/5aecf426-af1d-496e-be58-9d43741bf683.html;911;0,20;NX
26;4;17;Janowicz Katarzyna Maria;/cpr/sjm-26/pl/9248191a-50b9-458e-bc1b-0eff7488c7ad.html;290;0,06;NX
26;4;18;Suss Anna Maria;/cpr/sjm-26/pl/f8538384-5b57-48f5-91b4-9bdbb394b88f.html;582;0,13;NX
26;4;19;Szymczak Sławomir Marian;/cpr/sjm-26/pl/297e2c48-e144-4e4f-b516-7c92b39d26b9.html;263;0,06;NX
26;4;20;Wirkus Marcin Szymon;/cpr/sjm-26/pl/8d9747ab-18c7-40cd-97c1-6f158b13084e.html;722;0,16;NX
26;4;21;Richert Tomasz Grzegorz;/cpr/sjm-26/pl/95b4ab7c-bd80-4c05-90c3-f9de27b5d2c7.html;1211;0,27;NX
26;4;22;Wiśniewska Barbara;/cpr/sjm-26/pl/780bcd89-2213-4ba1-b6fd-035cdbe74946.html;1048;0,23;NX
26;4;23;Popielska-Kozieł Alina Aniela;/cpr/sjm-26/pl/57ab8d6e-0156-41db-96d0-793d9942b969.html;502;0,11;NX
26;4;24;Milewczyk Grzegorz Janusz;/cpr/sjm-26/pl/22ca9e02-7a64-49cb-ad7d-fa0229ea0d58.html;620;0,14;NX
26;4;25;Jabłoński Tomasz;/cpr/sjm-26/pl/e523bd2a-2983-4b6f-97fa-c54b8cecf73a.html;645;0,14;NX
26;4;26;Suss Lidia Anna;/cpr/sjm-26/pl/c1949c0c-1fb5-47ae-b981-9444c26e099c.html;614;0,14;NX
26;4;27;Bujko Ziemowit Jerzy;/cpr/sjm-26/pl/cd57807f-3a36-45f8-8f27-300234c62515.html;1232;0,27;NX
26;5;1;Bujanowicz Stanisława Helena;/cpr/sjm-26/pl/f7948fd6-a6bf-4bf7-b479-56ddf123bbe8.html;5105;1,12;NX
26;5;2;Kupcewicz Janusz Bogdan;/cpr/sjm-26/pl/0534101e-4a9e-4ad1-b394-5c5c0c71cb78.html;1255;0,28;NX
26;5;3;Lewna Hubert Alfons;/cpr/sjm-26/pl/834dab86-8628-46cf-b289-8994f4f7f37e.html;4737;1,04;NX
26;5;4;Doering Henryk Władysław;/cpr/sjm-26/pl/e15a11a2-81aa-4c1f-83b7-3a1dd034bfe5.html;1319;0,29;NX
26;5;5;Wąsikowski Leszek Jan;/cpr/sjm-26/pl/c47e1d2d-691a-46ce-b7eb-74220048663d.html;2136;0,47;NX
26;5;6;Elzanowski Czesław Andrzej;/cpr/sjm-26/pl/f9da5297-b60f-48ab-b9d2-0f3fd0034fb1.html;282;0,06;NX
26;5;7;Szatkowski Radosław Jan;/cpr/sjm-26/pl/dce837cf-d274-4ea2-9124-24f1757cbf21.html;460;0,10;NX
26;5;8;Batruch Mirosław;/cpr/sjm-26/pl/a6d0e0ab-0407-4ad3-8c6c-13269e0ade17.html;699;0,15;NX
26;5;9;Pajura Krystyna Ewa;/cpr/sjm-26/pl/6bf6780a-30e9-41ba-bac7-40269437570e.html;924;0,20;NX
26;5;10;Pruszak Krzysztof Ludwik;/cpr/sjm-26/pl/6bd616be-db70-472c-9da9-aaf4c9e6bea7.html;705;0,16;NX
26;5;11;Kołodziejski Zdzisław;/cpr/sjm-26/pl/5787ce0a-f5a8-44b3-a732-e750351d64a9.html;942;0,21;NX
26;5;12;Bławat Jerzy Franciszek;/cpr/sjm-26/pl/61cfd07d-f1a9-4a5d-ac20-3ed62c5e6ec4.html;367;0,08;NX
26;5;13;Zawadzki Leszek Andrzej;/cpr/sjm-26/pl/83fac0ed-7117-48e0-80e6-03f446266735.html;344;0,08;NX
26;5;14;Chyłek Alina Barbara;/cpr/sjm-26/pl/78dc7ca5-d108-4b27-b015-06d3495f0392.html;241;0,05;NX
26;5;15;Dańczak Eugeniusz Antoni;/cpr/sjm-26/pl/a34f776d-41a2-495b-89ac-18b9872c31b7.html;332;0,07;NX
26;5;16;Raduński Andrzej Edward;/cpr/sjm-26/pl/49dd8884-76e0-45f1-bf8c-a2324cd3cf1c.html;232;0,05;NX
26;5;17;Konczanin Bogusława;/cpr/sjm-26/pl/5d78057a-14e9-45d3-9bed-46c90af055d6.html;266;0,06;NX
26;5;18;Kurecki Bogdan Jan;/cpr/sjm-26/pl/57998b98-807e-4147-a26c-547f30a34d37.html;249;0,05;NX
26;5;19;Lesner Janusz Czesław;/cpr/sjm-26/pl/61fd20d0-f8b1-49c2-9724-a89e9d77b6a1.html;278;0,06;NX
26;5;20;Szpakowski Jerzy;/cpr/sjm-26/pl/01dc7b05-f4cc-4bb6-a19c-ded6bf7b4ab4.html;582;0,13;NX
26;5;21;Wiktorowicz-Czapla Elżbieta Marianna;/cpr/sjm-26/pl/f34bd3ce-6094-4576-8e93-a9b0f4846162.html;241;0,05;NX
26;5;22;Wirkus Katarzyna Gabriela;/cpr/sjm-26/pl/cc9318a7-fc80-49e8-acc2-593876fda517.html;884;0,19;NX
26;5;23;Babińska Hanna Antonina;/cpr/sjm-26/pl/0852ddaa-8a16-4068-9621-eec24be92539.html;757;0,17;NX
26;5;24;Holak Ewa;/cpr/sjm-26/pl/ce6a8c5a-9bdd-44b4-92fd-a5cfcb4ada70.html;401;0,09;NX
26;5;25;Gniazdowska Elżbieta;/cpr/sjm-26/pl/146e9fbe-32d6-40f4-ba82-448ce833544a.html;275;0,06;NX
26;5;26;Dorniak Tomasz;/cpr/sjm-26/pl/2ac9b0cb-ea63-4ca0-8b23-0759f7d87d46.html;420;0,09;NX
26;5;27;Stencel Janusz;/cpr/sjm-26/pl/743cca43-9853-401a-9da1-e576f7e5254b.html;390;0,09;NX
26;5;28;Sahajdak Jadwiga;/cpr/sjm-26/pl/15ff140f-6b1c-416f-9fd8-ec5a05d044e5.html;662;0,15;NX
26;6;1;Meyer Mieczysław Jan;/cpr/sjm-26/pl/53d051f0-ceea-4e1b-993d-4c58b4386e28.html;635;0,14;NX
26;6;2;Kamińska Elżbieta;/cpr/sjm-26/pl/9d8fe447-1d80-433e-9505-8c770f9fc19b.html;411;0,09;NX
26;6;3;Ewiak Sławomir Adam;/cpr/sjm-26/pl/fa5c16d6-e9ef-4fd4-b4dc-a41ad76f0040.html;57;0,01;NX
26;6;4;Hordyniec Waldemar;/cpr/sjm-26/pl/d757df0a-5598-447d-9531-ddfdc72b8194.html;74;0,02;NX
26;6;5;Kowalko Małgorzata;/cpr/sjm-26/pl/92ef4e48-3e1c-4424-b9e9-52d727ac9269.html;83;0,02;NX
26;6;6;Gałecka Beata Bogumiła;/cpr/sjm-26/pl/2b71ebd6-9395-4492-b058-e3f561dcc8ed.html;113;0,02;NX
26;6;7;Cieślik Krzysztof;/cpr/sjm-26/pl/e3ea8473-857a-4320-bee5-5e20f565803d.html;131;0,03;NX
26;6;8;Sajna Mariola;/cpr/sjm-26/pl/b140d0df-3bf1-4130-8487-673df1701000.html;88;0,02;NX
26;6;9;Leśniak Agata Agnieszka;/cpr/sjm-26/pl/80e239ce-8b6a-420f-b723-c262fa218f20.html;114;0,03;NX
26;6;10;Daduń Kamila Zofia;/cpr/sjm-26/pl/9bbceb01-4e5e-4921-b007-7403ce9ec762.html;60;0,01;NX
26;6;11;Kościelna Regina Józefa;/cpr/sjm-26/pl/6c11f9af-248a-4afc-a6ae-4b652267a51f.html;62;0,01;NX
26;6;12;Daduń Franciszek;/cpr/sjm-26/pl/34cfddb7-06af-4621-b043-99438463de46.html;40;0,01;NX
26;6;13;Kazimierczak Jerzy;/cpr/sjm-26/pl/46c8e9f3-3d04-483c-a7c9-a4448998c768.html;72;0,02;NX
26;6;14;Łunieski Piotr;/cpr/sjm-26/pl/62c187c2-d691-4b6a-9719-1f5b4c79002e.html;42;0,01;NX
26;6;15;Gabrych Edyta;/cpr/sjm-26/pl/520984d1-b7aa-48ee-b6b5-f94e72de24f9.html;54;0,01;NX
26;6;16;Kryszałowicz Tomasz;/cpr/sjm-26/pl/39f8f90a-0fbe-4be0-9532-3c146ed0db8d.html;55;0,01;NX
26;6;17;Ossowski Andrzej Zbigniew;/cpr/sjm-26/pl/d783d78b-a4cd-42a1-a8b5-8ca3ef1c8d5e.html;52;0,01;NX
26;6;18;Drążkowski Wojciech Tomasz;/cpr/sjm-26/pl/a019107b-1ac2-454b-9404-91c6b557ac2f.html;39;0,01;NX
26;6;19;Dubiel Irena;/cpr/sjm-26/pl/fbf8c2bc-7694-40f5-b6cf-c6f360379104.html;62;0,01;NX
26;6;20;Bruska Beata Elżbieta;/cpr/sjm-26/pl/fc62e182-0622-46ad-8ff1-c2535ffb7b74.html;119;0,03;NX
26;6;21;Bonat Mateusz Waldemar;/cpr/sjm-26/pl/4309ed60-bd9d-4b86-8661-c229e35d276e.html;211;0,05;NX
26;7;1;Biernacki Marek;/cpr/sjm-26/pl/fd67e75e-3cae-406c-a62d-cf63ce558193.html;66019;14,55;PX
26;7;2;Aziewicz Tadeusz;/cpr/sjm-26/pl/34770e47-f653-49ad-8f30-5c46760a19e3.html;14013;3,09;PX
26;7;3;Kłosin Krystyna Maria;/cpr/sjm-26/pl/f9343c6b-e5b8-4206-8f90-7395b1e223de.html;16187;3,57;PX
26;7;4;Plocke Kazimierz Florian;/cpr/sjm-26/pl/9c8cf136-77ea-463a-bd0c-08f6a1179f9c.html;18452;4,07;PX
26;7;5;Hoppe Teresa Jadwiga;/cpr/sjm-26/pl/065537d3-772e-449f-8a3a-dbf7a986d090.html;7552;1,66;PX
26;7;6;Konwiński Zbigniew Marek;/cpr/sjm-26/pl/d0dee875-becf-4c0a-949b-c71a6963f6e6.html;18548;4,09;PX
26;7;7;Lamczyk Stanisław Józef;/cpr/sjm-26/pl/d16350b2-6f69-4993-ac2e-bf2aa7953b89.html;12664;2,79;PX
26;7;8;Budnik Jerzy Feliks;/cpr/sjm-26/pl/ba2441db-c866-4dd8-8cbc-0eb2438d7f99.html;8546;1,88;PX
26;7;9;Zajączkowska Alicja Zenobia;/cpr/sjm-26/pl/070ebeed-e834-4ac7-8dda-b5194d9f593e.html;6252;1,38;NX
26;7;10;Lisowska Bożenna;/cpr/sjm-26/pl/b680d03e-9648-4faa-8ebd-18b90c665955.html;4642;1,02;NX
26;7;11;Leik Adam Zygmunt;/cpr/sjm-26/pl/fd187aa0-a500-40d8-8ecf-2246fe81ea7d.html;6163;1,36;NX
26;7;12;Mikulska Nathalie Nina;/cpr/sjm-26/pl/6d669ee7-3790-434d-b592-b318a6048ced.html;1473;0,32;NX
26;7;13;Redzimski Leszek Andrzej;/cpr/sjm-26/pl/805c6628-70d3-4bb8-b95b-eaf4618cc80a.html;7480;1,65;NX
26;7;14;Kardaś Jadwiga;/cpr/sjm-26/pl/333adaa6-eafd-440e-adab-c50e3b85df7d.html;975;0,21;NX
26;7;15;Grzeszczuk Halina;/cpr/sjm-26/pl/95f2ee55-74c7-4624-a133-9aa373f82c06.html;1720;0,38;NX
26;7;16;Szczepański Marek;/cpr/sjm-26/pl/1fbbd6ea-e2a6-48c9-a706-a4ec9b72a2a2.html;3562;0,78;NX
26;7;17;Nowak Adam;/cpr/sjm-26/pl/64ef4ddc-e3ce-4e7c-a562-6fa269436ac5.html;2913;0,64;NX
26;7;18;Kamińska Joanna Katarzyna;/cpr/sjm-26/pl/430e3d88-5b36-4911-9752-b5578316bede.html;2647;0,58;NX
26;7;19;Piaskowska Hanna Anna;/cpr/sjm-26/pl/8f787e36-7b60-41bd-9524-a54b0754f3b7.html;962;0,21;NX
26;7;20;Zabrocki Dariusz Robert;/cpr/sjm-26/pl/1c71d892-c178-49de-ad78-d581959fa87d.html;3032;0,67;NX
26;7;21;Kaźmierski Mirosław;/cpr/sjm-26/pl/d8263463-b959-4d96-a433-692601c3c682.html;823;0,18;NX
26;7;22;Holc Anna Elżbieta;/cpr/sjm-26/pl/c5a580b9-9b44-406c-8aa1-0952cefc88b9.html;1168;0,26;NX
26;7;23;Aftanasiuk-Biedrzycka Alicja Barbara;/cpr/sjm-26/pl/a304f856-9143-4c42-b03a-cbdb3e4876ca.html;817;0,18;NX
26;7;24;Kalinowska Jolanta Maria;/cpr/sjm-26/pl/8acb99e5-315e-41c6-80f7-af36024e7808.html;2218;0,49;NX
26;7;25;Daduń Mirosława Janina;/cpr/sjm-26/pl/5227b433-d220-4a2d-9d28-23314d8d49f4.html;620;0,14;NX
26;7;26;Kreft Janusz;/cpr/sjm-26/pl/599413ea-f775-44b0-936a-64d049f82ab2.html;2273;0,50;NX
26;7;27;Singer Elżbieta;/cpr/sjm-26/pl/ec9c4edf-069e-4b99-9a40-c2d0c73c07d4.html;1868;0,41;NX
26;7;28;Szumełda Radomir;/cpr/sjm-26/pl/d47fb005-5052-490f-ad36-8970eee1f9f8.html;6656;1,47;NX
27;1;1;Szwed Stanisław;/cpr/sjm-27/pl/07f7ab7e-257b-4ac2-8498-4963f88d08a1.html;32416;10,41;PX
27;1;2;Czabański Krzysztof;/cpr/sjm-27/pl/b211bdf2-23a2-460f-9fb7-a989a719329c.html;8885;2,85;NX
27;1;3;Falfus Jacek Eugeniusz;/cpr/sjm-27/pl/5aefcd29-9227-4160-bfbe-90b2d8a076b2.html;11391;3,66;PX
27;1;4;Matuszny Kazimierz Władysław;/cpr/sjm-27/pl/4d08ffef-1e08-4f3e-a70c-484db40ca44c.html;8372;2,69;NX
27;1;5;Pięta Stanisław Jan;/cpr/sjm-27/pl/f9b800b3-99b0-4e52-b7a5-6cdaf1afd5c9.html;12708;4,08;PX
27;1;6;Wiciak Magdalena Maria;/cpr/sjm-27/pl/652df15f-fef8-4023-97e9-b0946e2dfa1e.html;3660;1,18;NX
27;1;7;Gaża Grzegorz Krzysztof;/cpr/sjm-27/pl/918a773e-d44b-4fde-87ad-8da6f4fce3de.html;5731;1,84;NX
27;1;8;Wałach Monika Irena;/cpr/sjm-27/pl/d7492149-1934-4281-bf77-1e9482c66eb0.html;1899;0,61;NX
27;1;9;Dzierżawski Witold Marek;/cpr/sjm-27/pl/fc9d06be-0a12-4473-b37d-1c8f25612d56.html;1132;0,36;NX
27;1;10;Binda Andrzej Marcin;/cpr/sjm-27/pl/7ee15caf-eaa0-4940-8bad-fbf6a7c0707c.html;1096;0,35;NX
27;1;11;Jędraszewska Alicja Maria;/cpr/sjm-27/pl/151b6661-4647-4941-b20a-2285cb744ada.html;1270;0,41;NX
27;1;12;Sadlik Anna Barbara;/cpr/sjm-27/pl/a3ce13ff-466d-47a4-92c1-c41df35cbcce.html;1016;0,33;NX
27;1;13;Malcher Aleksander Franciszek;/cpr/sjm-27/pl/e1eef6c3-304b-45e2-ad1a-129685f5d1c5.html;2410;0,77;NX
27;1;14;Pokusa Marcin Jan;/cpr/sjm-27/pl/1a20a8fd-e0fd-448c-a121-78c4c679e593.html;1651;0,53;NX
27;1;15;Balcerek Grażyna;/cpr/sjm-27/pl/d21e14ff-189a-4772-b7b7-a91fe64f50ef.html;1226;0,39;NX
27;1;16;Zipser Monika Helena;/cpr/sjm-27/pl/8822d7c1-c750-4e36-a910-21860ace4d05.html;371;0,12;NX
27;1;17;Mazur Katarzyna Ewa;/cpr/sjm-27/pl/74be70b6-fde1-4fcb-b86a-a95a962a42c9.html;1156;0,37;NX
27;1;18;Kraus Urszula;/cpr/sjm-27/pl/33d49672-6d8d-4b9a-be31-9da09e193527.html;1762;0,57;NX
27;2;1;Stachura Maciej Jurand;/cpr/sjm-27/pl/0726f97a-2e6d-4de9-99bd-37f489d9ca87.html;2589;0,83;NX
27;2;2;Zatorski Wojciech Tomasz;/cpr/sjm-27/pl/115d3354-3336-4e4f-a8f9-24101d18c619.html;758;0,24;NX
27;2;3;Litwin Marcin Karol;/cpr/sjm-27/pl/fbb7ec0b-67db-4c6b-ac25-d290fdc828c6.html;486;0,16;NX
27;2;4;Kokolus Anna Justyna;/cpr/sjm-27/pl/c2e69375-b037-4f05-85ff-834c0570c3be.html;475;0,15;NX
27;2;5;Feliński Jan Grzegorz;/cpr/sjm-27/pl/37890ed8-c280-417d-9289-e1405b4e08f9.html;162;0,05;NX
27;2;6;Kufel Magdalena Teresa;/cpr/sjm-27/pl/b1534057-219a-4d97-8ff8-0a0b97d52f28.html;638;0,20;NX
27;2;7;Stwora Krzysztof;/cpr/sjm-27/pl/79b69c77-8a39-4071-9ca2-47dfdefaf318.html;231;0,07;NX
27;2;8;Zabieglińska Gabriela Maria;/cpr/sjm-27/pl/15b86a6c-217b-41e4-ba7f-adcafe724fd8.html;219;0,07;NX
27;2;9;Laszczak Ewelina;/cpr/sjm-27/pl/a376f78f-63b3-4751-b96b-ee33b3dd0d47.html;330;0,11;NX
27;2;10;Michalec Karolina Anna;/cpr/sjm-27/pl/b1997213-2d28-481c-8da1-94e9a9571d8e.html;291;0,09;NX
27;2;11;Kanik Ireneusz Piotr;/cpr/sjm-27/pl/6e43f545-94bf-4932-8d5e-504315f17fd6.html;307;0,10;NX
27;2;12;Jadwiszczok Sonia Teresa;/cpr/sjm-27/pl/f9aa4f58-0ed1-4ca0-8f64-97664a3a3792.html;336;0,11;NX
27;3;1;Marszałek Andrzej;/cpr/sjm-27/pl/023c5444-7f65-4fe3-86d2-abe803b90326.html;6341;2,04;NX
27;3;2;Kotkowska Bożena Teresa;/cpr/sjm-27/pl/6d7668bf-1177-4610-9d22-d155029a419d.html;4897;1,57;NX
27;3;3;Brudny Alfred;/cpr/sjm-27/pl/33603543-79b3-4fae-8c33-5b323b84c1f2.html;2827;0,91;NX
27;3;4;Seredyńska-Targosz Janina Wanda;/cpr/sjm-27/pl/722959f6-d43a-46dc-9d06-37f06ab5a353.html;604;0,19;NX
27;3;5;Rusin Agata Katarzyna;/cpr/sjm-27/pl/c2a36fd1-c4f0-441c-bd5a-1951bb7ce4bd.html;869;0,28;NX
27;3;6;Repeta Paweł Jacek;/cpr/sjm-27/pl/c19c257c-7520-4d68-9392-82b84b660496.html;352;0,11;NX
27;3;7;Kochutek Grażyna Irena;/cpr/sjm-27/pl/a4de4062-276a-4847-9c1e-3617924c0cb7.html;399;0,13;NX
27;3;8;Banot Aleksandra Ewa;/cpr/sjm-27/pl/efaac87a-c0fc-4488-be65-40d2876dc7a4.html;455;0,15;NX
27;3;9;Gęga Lidia Maria;/cpr/sjm-27/pl/e4bb895c-74ab-4ca8-a9dc-7801b739d74f.html;370;0,12;NX
27;3;10;Papierniak Anna Małgorzata;/cpr/sjm-27/pl/120f685a-6188-4eae-8cc6-e320b27a30ec.html;177;0,06;NX
27;3;11;Niedzwiedzki Łukasz Andrzej;/cpr/sjm-27/pl/495ea87e-d934-49db-b3c3-1e887554e389.html;292;0,09;NX
27;3;12;Durtan Tomasz;/cpr/sjm-27/pl/d34313ac-9787-4cb6-a2b5-281ac08d2a2b.html;117;0,04;NX
27;3;13;Brandys-Chwastek Katarzyna Ewa;/cpr/sjm-27/pl/5af7e3b3-d305-4d86-8b62-ea084f2dc178.html;413;0,13;NX
27;3;14;Kliś Henryka Anna;/cpr/sjm-27/pl/2ea0889c-ae86-4870-83d4-2eb75bcf02c3.html;389;0,12;NX
27;3;15;Szweda Zygmunt Jan;/cpr/sjm-27/pl/12617a96-aa9f-4dce-986c-8fbc84063231.html;536;0,17;NX
27;3;16;Pasik Mariusz Jerzy;/cpr/sjm-27/pl/bb1d629a-2124-49d2-a8a6-dbd34c3677ce.html;134;0,04;NX
27;3;17;Mróz Krystian;/cpr/sjm-27/pl/e49b3619-433c-42d5-a8ee-7d9f8359b680.html;224;0,07;NX
27;3;18;Jonkisz Jarosław Andrzej;/cpr/sjm-27/pl/649aaa46-662e-4e70-8547-9613a8125ffc.html;485;0,16;NX
27;4;1;Górczyński Artur Robert;/cpr/sjm-27/pl/3572618e-4c13-47b6-bd5c-4033d8be5c7d.html;9980;3,20;PX
27;4;2;Wiśniowski Krzysztof Dariusz;/cpr/sjm-27/pl/3643bde1-9a00-4739-aa17-ce42dc347db7.html;3078;0,99;NX
27;4;3;Płoszczyca Kamila Magdalena;/cpr/sjm-27/pl/2c7274f8-622b-4035-8dc6-619702e87c39.html;2519;0,81;NX
27;4;4;Kubicka Iwona;/cpr/sjm-27/pl/51bb65a3-61e8-4221-b6e6-2f33852c4a1c.html;3879;1,25;NX
27;4;5;Tobiasiewicz Stefan Stanisław;/cpr/sjm-27/pl/1e3a4852-7308-4d49-9c72-aee3c14d4dc6.html;864;0,28;NX
27;4;6;Marek Sylwia Jadwiga;/cpr/sjm-27/pl/a9eed222-abba-4b26-ab79-625f1d460f57.html;928;0,30;NX
27;4;7;Chmura Anna Zofia;/cpr/sjm-27/pl/f7d2a2d6-105b-4ef2-9ce9-8c091dd5be81.html;1332;0,43;NX
27;4;8;Jankowski Piotr Krzysztof;/cpr/sjm-27/pl/01addece-2224-4875-a3f6-ca97ceb44b83.html;854;0,27;NX
27;4;9;Kubicka-Maculewicz Jolanta Anna;/cpr/sjm-27/pl/51f85442-501d-4a55-aedd-f6570e21a615.html;593;0,19;NX
27;4;10;Cieślar Izabela Anna;/cpr/sjm-27/pl/681e8204-c8a9-42bb-83ab-d7d4aa3d0aaf.html;1376;0,44;NX
27;4;11;Boczarski Artur Stanisław;/cpr/sjm-27/pl/61f78e29-aba2-464f-b600-5ec2d1d1cb4f.html;847;0,27;NX
27;4;12;Kostrzewa Anna Janina;/cpr/sjm-27/pl/0a32efeb-957e-4c89-93a3-ef82294d2199.html;392;0,13;NX
27;4;13;Bajor Ryszard Stanisław;/cpr/sjm-27/pl/d3621eed-e7c1-4480-a539-178f5c3aff13.html;613;0,20;NX
27;4;14;Lekki Irena Teresa;/cpr/sjm-27/pl/46b22758-3f6f-4373-bb9d-fdcb3140c100.html;794;0,25;NX
27;4;15;Czajkowski Michał Władysław;/cpr/sjm-27/pl/d3970de0-c374-47a6-b67d-58e349629e69.html;549;0,18;NX
27;4;16;Cieniak Janusz Bronisław;/cpr/sjm-27/pl/036281f7-ff2a-4cf0-a5cb-3cb0ba550bc5.html;740;0,24;NX
27;5;1;Ormaniec Marian Albin;/cpr/sjm-27/pl/7620a50d-57ea-4ef3-93d0-9d53ee5b396a.html;5675;1,82;NX
27;5;2;Badowska Joanna Teresa;/cpr/sjm-27/pl/fab6c880-f26e-4157-9c3f-4544e022924f.html;3467;1,11;NX
27;5;3;Szemla Mirosław Stanisław;/cpr/sjm-27/pl/55ecf4ca-044c-4666-8ead-3bba073cb359.html;1857;0,60;NX
27;5;4;Kożusznik Danuta Maria;/cpr/sjm-27/pl/eb39b1c5-acfe-41bb-a44c-2f086e0ea8d4.html;1038;0,33;NX
27;5;5;Ducin Ryszard;/cpr/sjm-27/pl/5c87b284-bbd8-4c22-b4bc-c10e46518d95.html;1074;0,34;NX
27;5;6;Brandys Marian Piotr;/cpr/sjm-27/pl/9c6920d7-e177-40a8-872b-307f428e93b7.html;958;0,31;NX
27;5;7;Pilarz Izabela Anna;/cpr/sjm-27/pl/bfd289b4-26f0-4246-bdae-fb437570ea9c.html;521;0,17;NX
27;5;8;Lukasek Lidia Anna;/cpr/sjm-27/pl/ce4eb487-1d51-4b49-92ea-9c584c0ebf4a.html;410;0,13;NX
27;5;9;Grzyb Andrzej Bernard;/cpr/sjm-27/pl/a23908a7-3b42-4eb6-94b4-b5c8b6e18f20.html;463;0,15;NX
27;5;10;Kucharczyk Stanisław Wojciech;/cpr/sjm-27/pl/11493fd5-f8b4-4b9b-9994-431b16036cff.html;578;0,19;NX
27;5;11;Gazur Jan Franciszek;/cpr/sjm-27/pl/6429754b-51dc-4d3e-a321-0c0b792d1531.html;461;0,15;NX
27;5;12;Bieniek Maciej;/cpr/sjm-27/pl/61b427b2-40a6-448f-94c8-fdd10ec7b1fa.html;714;0,23;NX
27;5;13;Wierzbinka Katarzyna Zofia;/cpr/sjm-27/pl/1000fe98-da02-4f2c-bbcb-0cadc2e06ef9.html;376;0,12;NX
27;5;14;Legierska Aleksandra;/cpr/sjm-27/pl/7d1bda07-cbcc-4046-bfad-47439fe9a3ab.html;1110;0,36;NX
27;5;15;Wenglorz Halina Stefania;/cpr/sjm-27/pl/74b81924-69d8-434b-b9ff-abca3c421fac.html;452;0,15;NX
27;5;16;Zachraj Jan Jerzy;/cpr/sjm-27/pl/ba244fa9-92ac-4353-a97d-f3a400e80abb.html;825;0,26;NX
27;5;17;Staszek Jacek Stanisław;/cpr/sjm-27/pl/305ef2d6-ab34-4de7-b674-1463a713b5d7.html;486;0,16;NX
27;5;18;Kliś Jerzy Roman;/cpr/sjm-27/pl/1f69738f-db7a-4429-b272-8917d18cb108.html;678;0,22;NX
27;6;1;Rajba Mariusz Jarosław;/cpr/sjm-27/pl/8e73b6c7-b639-4a9f-954b-5145f46fac34.html;422;0,14;NX
27;6;2;Smolny Monika;/cpr/sjm-27/pl/bcdac4f5-1097-43f4-8dec-81790ea0e54e.html;165;0,05;NX
27;6;3;Przewoźnik Tomasz Dariusz;/cpr/sjm-27/pl/d4d561ff-de26-4ce9-bd9b-ccb939a7d9b9.html;133;0,04;NX
27;6;4;Bistyga Aleksandra Dorota;/cpr/sjm-27/pl/61f0a376-911a-44e6-9234-721f34a9fdcc.html;68;0,02;NX
27;6;5;Dziadkowiec Paweł Andrzej;/cpr/sjm-27/pl/8f6d160c-419a-4dc4-a8da-f58e39b4fcbb.html;45;0,01;NX
27;6;6;Kwaśnik Anna Patrycja;/cpr/sjm-27/pl/3044804c-7d24-4d5f-8ffd-dcd155aca0e8.html;75;0,02;NX
27;6;7;Bylok Bogdan Piotr;/cpr/sjm-27/pl/25b75057-b788-4c72-8cd4-fc6160fbe5be.html;54;0,02;NX
27;6;8;Luter Justyna Teresa;/cpr/sjm-27/pl/906ace06-e338-40b4-8daf-8015518b2b05.html;70;0,02;NX
27;6;9;Tlałka Marcin Sebastian;/cpr/sjm-27/pl/339e3924-6228-4f97-9128-c411e0af6157.html;38;0,01;NX
27;6;10;Nowak Elżbieta Maria;/cpr/sjm-27/pl/97fd5d9c-f681-4013-9b40-916208e74a41.html;74;0,02;NX
27;6;11;Lemański Tadeusz;/cpr/sjm-27/pl/29e8763e-975f-4665-bd1e-75ce5cf9079b.html;49;0,02;NX
27;6;12;Baur Marlena Ilona;/cpr/sjm-27/pl/73561270-331c-418c-be20-aadaac6cf0d6.html;18;0,01;NX
27;6;13;Więcławek Stanisław Marian;/cpr/sjm-27/pl/ee7263f9-a4fa-4fbe-a8c3-7a8e15db5f06.html;20;0,01;NX
27;6;14;Czarnecka Monika;/cpr/sjm-27/pl/ab69328b-941d-4eae-8792-0d5de8ab4d05.html;89;0,03;NX
27;6;15;Jasiński Robert Przemysław;/cpr/sjm-27/pl/c482a0af-41b8-4402-a373-fe6cf20d13e2.html;32;0,01;NX
27;6;16;Tlałka Rozalia Małgorzata;/cpr/sjm-27/pl/6a62627d-e1e9-4140-8713-2a9cb2458af0.html;45;0,01;NX
27;6;17;Zawada Franciszek;/cpr/sjm-27/pl/5fefffc5-37ed-4d37-a118-d850cbafecc2.html;60;0,02;NX
27;6;18;Małysz Iwona Izabela;/cpr/sjm-27/pl/12c6695e-583a-4823-9ff8-6cc08091ecbc.html;456;0,15;NX
27;7;1;Nykiel Mirosława;/cpr/sjm-27/pl/02d2aced-247c-4c57-993a-ef42d8213c3f.html;43329;13,91;PX
